,KO
2009-04-14,102280860000
2009-04-15,104177520000
2009-04-16,104316300000
2009-04-17,104131260000
2009-04-20,102558420000
2009-04-21,99690300000
2009-04-22,99273960000
2009-04-23,99273960000
2009-04-24,98950140000
2009-04-27,97701120000
2009-04-28,97793640000
2009-04-29,98811360000
2009-04-30,99597780000
2009-05-01,98256240000
2009-05-04,99875340000
2009-05-05,99782820000
2009-05-06,99320220000
2009-05-07,98996400000
2009-05-08,99273960000
2009-05-11,98903880000
2009-05-12,102697200000
2009-05-13,100939320000
2009-05-14,103853700000
2009-05-15,103992480000
2009-05-18,106583040000
2009-05-19,107878320000
2009-05-20,108711000000
2009-05-21,107970840000
2009-05-22,109404900000
2009-05-26,109219860000
2009-05-27,107878320000
2009-05-28,108479700000
2009-05-29,113707079999
2009-06-01,113383260000
2009-06-02,114863579999
2009-06-03,113568300000
2009-06-04,115094880000
2009-06-05,114354720000
2009-06-08,114215940000
2009-06-09,113568300000
2009-06-10,111995460000
2009-06-11,112365540000
2009-06-12,113105700000
2009-06-15,111301560000
2009-06-16,110653920000
2009-06-17,110838960000
2009-06-18,114632280000
2009-06-19,112920660000
2009-06-22,111024000000
2009-06-23,110561400000
2009-06-24,109867500000
2009-06-25,110700180000
2009-06-26,111347820000
2009-06-29,111671640000
2009-06-30,111024000000
2009-07-01,113753340000
2009-07-02,113059440000
2009-07-06,113484000000
2009-07-07,112650240000
2009-07-08,112326000000
2009-07-09,112835520000
2009-07-10,111909120000
2009-07-13,113622960000
2009-07-14,114132480000
2009-07-15,117050640000
2009-07-16,117606480000
2009-07-17,116541120000
2009-07-20,118208640000
2009-07-21,116633760000
2009-07-22,113808240000
2009-07-23,113900880000
2009-07-24,114317760000
2009-07-27,114688320000
2009-07-28,114410400000
2009-07-29,114132480000
2009-07-30,115058880000
2009-07-31,115429440000
2009-08-03,114873600000
2009-08-04,114642000000
2009-08-05,113900880000
2009-08-06,114410400000
2009-08-07,114271440000
2009-08-10,114503040000
2009-08-11,113576640000
2009-08-12,112233360000
2009-08-13,111445920000
2009-08-14,112279680000
2009-08-17,112789200000
2009-08-18,112603920000
2009-08-19,114317760000
2009-08-20,114456720000
2009-08-21,115614720000
2009-08-24,113622960000
2009-08-25,112881840000
2009-08-26,113900880000
2009-08-27,114503040000
2009-08-28,113622960000
2009-08-31,112974480000
2009-09-01,112418640000
2009-09-02,115336800000
2009-09-03,114827280000
2009-09-04,115707360000
2009-09-08,116772720000
2009-09-09,117282240000
2009-09-10,117143280000
2009-09-11,119274000000
2009-09-14,120802559999
2009-09-15,121497360000
2009-09-16,122006880000
2009-09-17,123720720000
2009-09-18,124508160000
2009-09-21,122748000000
2009-09-22,122423760000
2009-09-23,121775280000
2009-09-24,121219440000
2009-09-25,122701680000
2009-09-28,123072240000
2009-09-29,123489120000
2009-09-30,124369200000
2009-10-01,123025920000
2009-10-02,124678320000
2009-10-05,124493200000
2009-10-06,125696480000
2009-10-07,126853480000
2009-10-08,126344400000
2009-10-09,126436960000
2009-10-12,126760920000
2009-10-13,126807200000
2009-10-14,126899760000
2009-10-15,127084880000
2009-10-16,127270000000
2009-10-19,126760920000
2009-10-20,125141120000
2009-10-21,125141120000
2009-10-22,125279960000
2009-10-23,123197360000
2009-10-26,123197360000
2009-10-27,123706440000
2009-10-28,123799000000
2009-10-29,125187400000
2009-10-30,123382480000
2009-11-02,124308080000
2009-11-03,122919680000
2009-11-04,123799000000
2009-11-05,125881600000
2009-11-06,126113000000
2009-11-09,128380720000
2009-11-10,129167480000
2009-11-11,129907960000
2009-11-12,129445160000
2009-11-13,130648440000
2009-11-16,131296360000
2009-11-17,131620320000
2009-11-18,130926120000
2009-11-19,131620320000
2009-11-20,133008720000
2009-11-23,134767360000
2009-11-24,134674800000
2009-11-25,134489680000
2009-11-27,132314520000
2009-11-30,132360800000
2009-12-01,134397120000
2009-12-02,134119440000
2009-12-03,132545920000
2009-12-04,133055000000
2009-12-07,133934320000
2009-12-08,133471520000
2009-12-09,133841760000
2009-12-10,135554120000
2009-12-11,136803680000
2009-12-14,136618560000
2009-12-15,136664840000
2009-12-16,135183880000
2009-12-17,131851720000
2009-12-18,131712880000
2009-12-21,132314520000
2009-12-22,132545920000
2009-12-23,132545920000
2009-12-24,132916160000
2009-12-28,132916160000
2009-12-29,133610360000
2009-12-30,133471520000
2009-12-31,131328000000
2010-01-04,131420160000
2010-01-05,129853440000
2010-01-06,129807360000
2010-01-07,129484800000
2010-01-08,127042560000
2010-01-11,129669120000
2010-01-12,131051520000
2010-01-13,131420160000
2010-01-14,131650560000
2010-01-15,129669120000
2010-01-19,129991680000
2010-01-20,127872000000
2010-01-21,125291520000
2010-01-22,124968960000
2010-01-25,125245440000
2010-01-26,124738560000
2010-01-27,125568000000
2010-01-28,124830720000
2010-01-29,125015040000
2010-02-01,125291520000
2010-02-02,126858240000
2010-02-03,126443520000
2010-02-04,123079680000
2010-02-05,122342400000
2010-02-08,121282560000
2010-02-09,124416000000
2010-02-10,123909120000
2010-02-11,124922880000
2010-02-12,124369920000
2010-02-16,126305280000
2010-02-17,127503360000
2010-02-18,128839680000
2010-02-19,128378880000
2010-02-22,127595520000
2010-02-23,126351360000
2010-02-24,127088639999
2010-02-25,122388480000
2010-02-26,121466880000
2010-03-01,122757120000
2010-03-02,122803200000
2010-03-03,124231680000
2010-03-04,125521920000
2010-03-05,126028800000
2010-03-08,125475840000
2010-03-09,124830720000
2010-03-10,124876800000
2010-03-11,123494400000
2010-03-12,122941440000
2010-03-15,123586560000
2010-03-16,123724800000
2010-03-17,124047360000
2010-03-18,124323840000
2010-03-19,126167040000
2010-03-22,125660160000
2010-03-23,127411200000
2010-03-24,125844480000
2010-03-25,126259200000
2010-03-26,125890560000
2010-03-29,126213120000
2010-03-30,126443520000
2010-03-31,126720000000
2010-04-01,127411200000
2010-04-05,126397440000
2010-04-06,125061120000
2010-04-07,124001280000
2010-04-08,123863040000
2010-04-09,125798400000
2010-04-12,126167040000
2010-04-13,126766080000
2010-04-14,126627840000
2010-04-15,125015040000
2010-04-16,126673920000
2010-04-19,127457280000
2010-04-20,125521920000
2010-04-21,124876800000
2010-04-22,125153280000
2010-04-23,124139520000
2010-04-26,123816960000
2010-04-27,121835520000
2010-04-28,122941440000
2010-04-29,123816960000
2010-04-30,123171840000
2010-05-03,123863040000
2010-05-04,122526720000
2010-05-05,123632639999
2010-05-06,120499200000
2010-05-07,121374720000
2010-05-10,124508160000
2010-05-11,123540480000
2010-05-12,124462080000
2010-05-13,123264000000
2010-05-14,122895360000
2010-05-17,123079680000
2010-05-18,122342400000
2010-05-19,122388480000
2010-05-20,118748160000
2010-05-21,118886400000
2010-05-24,118563840000
2010-05-25,116628480000
2010-05-26,115384320000
2010-05-27,118056960000
2010-05-28,118425600000
2010-06-01,118149120000
2010-06-02,120775680000
2010-06-03,121559040000
2010-06-04,118149120000
2010-06-07,117043200000
2010-06-08,118794240000
2010-06-09,118333440000
2010-06-10,120867840000
2010-06-11,118978560000
2010-06-14,118656000000
2010-06-15,120222720000
2010-06-16,120729600000
2010-06-17,120637440000
2010-06-18,120545280000
2010-06-21,120913920000
2010-06-22,120867840000
2010-06-23,120360960000
2010-06-24,119347200000
2010-06-25,115799040000
2010-06-28,117688320000
2010-06-29,115983360000
2010-06-30,115476480000
2010-07-01,115292160000
2010-07-02,115638600000
2010-07-06,116470200000
2010-07-07,118918800000
2010-07-08,121090200000
2010-07-09,121044000000
2010-07-12,121182600000
2010-07-13,121783200000
2010-07-14,122014200000
2010-07-15,122106600000
2010-07-16,120997800000
2010-07-19,120766800000
2010-07-20,122984400000
2010-07-21,124924800000
2010-07-22,125340600000
2010-07-23,126495600000
2010-07-26,126911400000
2010-07-27,127188600000
2010-07-28,126772800000
2010-07-29,127050000000
2010-07-30,127327200000
2010-08-02,130330200000
2010-08-03,130237800000
2010-08-04,130653600000
2010-08-05,130237800000
2010-08-06,131115600000
2010-08-09,131947200000
2010-08-10,131623800000
2010-08-11,129452400000
2010-08-12,128667000000
2010-08-13,128759400000
2010-08-16,129082800000
2010-08-17,129637200000
2010-08-18,128990400000
2010-08-19,127696800000
2010-08-20,127743000000
2010-08-23,128436000000
2010-08-24,128574599999
2010-08-25,127974000000
2010-08-26,127419599999
2010-08-27,129729599999
2010-08-30,128343600000
2010-08-31,129082800000
2010-09-01,132409200000
2010-09-02,132547800000
2010-09-03,132963600000
2010-09-07,133148400000
2010-09-08,133610400000
2010-09-09,134626800000
2010-09-10,135181200000
2010-09-13,134072400000
2010-09-14,133056000000
2010-09-15,132640200000
2010-09-16,132825000000
2010-09-17,132963600000
2010-09-20,133933800000
2010-09-21,134257200000
2010-09-22,134534400000
2010-09-23,133702800000
2010-09-24,135412200000
2010-09-27,135366000000
2010-09-28,136521000000
2010-09-29,135735600000
2010-09-30,135181200000
2010-10-01,136626320000
2010-10-04,136071680000
2010-10-05,137874260000
2010-10-06,138197800000
2010-10-07,137365840000
2010-10-08,137319620000
2010-10-11,137643160000
2010-10-12,137735600000
2010-10-13,138521340000
2010-10-14,138475120000
2010-10-15,138521340000
2010-10-18,138660000000
2010-10-19,139445740000
2010-10-20,141294540000
2010-10-21,142080280000
2010-10-22,142403820000
2010-10-25,140971000000
2010-10-26,141525640000
2010-10-27,141433200000
2010-10-28,141479420000
2010-10-29,141710520000
2010-11-01,142634920000
2010-11-02,142958460000
2010-11-03,143189560000
2010-11-04,144345060000
2010-11-05,144622380000
2010-11-08,144345060000
2010-11-09,144761040000
2010-11-10,144576160000
2010-11-11,145130800000
2010-11-12,145408120000
2010-11-15,145500560000
2010-11-16,143466880000
2010-11-17,144483720000
2010-11-18,147534240000
2010-11-19,148643519999
2010-11-22,148551080000
2010-11-23,147025820000
2010-11-24,149336820000
2010-11-26,148366200000
2010-11-29,146517400000
2010-11-30,146008980000
2010-12-01,149521700000
2010-12-02,149983900000
2010-12-03,149059500000
2010-12-06,147904000000
2010-12-07,148227540000
2010-12-08,148828400000
2010-12-09,149845240000
2010-12-10,149383040000
2010-12-13,149891460000
2010-12-14,147672900000
2010-12-15,149614140000
2010-12-16,151000740000
2010-12-17,151832700000
2010-12-20,150954519999
2010-12-21,151370500000
2010-12-22,151601600000
2010-12-23,151555380000
2010-12-27,150399880000
2010-12-28,151046960000
2010-12-29,151278060000
2010-12-30,151370500000
2010-12-31,150767760000
2011-01-03,149484240000
2011-01-04,146412960000
2011-01-05,145542000000
2011-01-06,144487680000
2011-01-07,144212640000
2011-01-10,144533520000
2011-01-11,143708400000
2011-01-12,144487680000
2011-01-13,145312800000
2011-01-14,144716880000
2011-01-18,145496160000
2011-01-19,145358640000
2011-01-20,144212640000
2011-01-21,143891760000
2011-01-24,144991920000
2011-01-25,144304320000
2011-01-26,144304320000
2011-01-27,143708400000
2011-01-28,142608240000
2011-01-31,144075120000
2011-02-01,144533520000
2011-02-02,144075120000
2011-02-03,143433360000
2011-02-04,143387520000
2011-02-07,143295840000
2011-02-08,144120960000
2011-02-09,144716880000
2011-02-10,145633680000
2011-02-11,145725360000
2011-02-14,144716880000
2011-02-15,144854400000
2011-02-16,145312800000
2011-02-17,147971520000
2011-02-18,147971520000
2011-02-22,146137920000
2011-02-23,146504640000
2011-02-24,146412960000
2011-02-25,147421439999
2011-02-28,146504640000
2011-03-01,148796640000
2011-03-02,147650640000
2011-03-03,150309360000
2011-03-04,149484240000
2011-03-07,149484240000
2011-03-08,150446880000
2011-03-09,150401040000
2011-03-10,149621760000
2011-03-11,148567439999
2011-03-14,146550480000
2011-03-15,144487680000
2011-03-16,141187200000
2011-03-17,142745760000
2011-03-18,143708400000
2011-03-21,145725360000
2011-03-22,145542000000
2011-03-23,147329760000
2011-03-24,148292400000
2011-03-25,149484240000
2011-03-28,149071680000
2011-03-29,150630240000
2011-03-30,151363680000
2011-03-31,152051280000
2011-04-01,153933800000
2011-04-04,154941400000
2011-04-05,154529200000
2011-04-06,154895600000
2011-04-07,154437600000
2011-04-08,154071200000
2011-04-11,154346000000
2011-04-12,153201000000
2011-04-13,154071200000
2011-04-14,156452799999
2011-04-15,155720000000
2011-04-18,154162799999
2011-04-19,153613200000
2011-04-20,155399400000
2011-04-21,155445200000
2011-04-25,155124600000
2011-04-26,153246800000
2011-04-27,153430000000
2011-04-28,154391800000
2011-04-29,154483400000
2011-05-02,155078800000
2011-05-03,155445200000
2011-05-04,154483400000
2011-05-05,152743000000
2011-05-06,153201000000
2011-05-09,153338400000
2011-05-10,154208600000
2011-05-11,154162799999
2011-05-12,156452799999
2011-05-13,156132200000
2011-05-16,155353600000
2011-05-17,155720000000
2011-05-18,156407000000
2011-05-19,156773400000
2011-05-20,156407000000
2011-05-23,154575000000
2011-05-24,154529200000
2011-05-25,153246800000
2011-05-26,152743000000
2011-05-27,152285000000
2011-05-31,153017799999
2011-06-01,152880400000
2011-06-02,151231600000
2011-06-03,150086600000
2011-06-06,149811800000
2011-06-07,149308000000
2011-06-08,149766000000
2011-06-09,150911000000
2011-06-10,149766000000
2011-06-13,149124800000
2011-06-14,150269800000
2011-06-15,148804200000
2011-06-16,149995000000
2011-06-17,150269800000
2011-06-20,150773600000
2011-06-21,151735400000
2011-06-22,152056000000
2011-06-23,148804200000
2011-06-24,148666800000
2011-06-27,149353800000
2011-06-28,151231600000
2011-06-29,152788800000
2011-06-30,154071200000
2011-07-01,155676600000
2011-07-05,156133800000
2011-07-06,156682440000
2011-07-07,157185360000
2011-07-08,157002480000
2011-07-11,155676600000
2011-07-12,155127960000
2011-07-13,155585160000
2011-07-14,154716480000
2011-07-15,154396440000
2011-07-18,153436320000
2011-07-19,158465519999
2011-07-20,157459680000
2011-07-21,158511240000
2011-07-22,159425640000
2011-07-25,158328360000
2011-07-26,158191200000
2011-07-27,157048200000
2011-07-28,157322519999
2011-07-29,155448000000
2011-08-01,154853640000
2011-08-02,153344880000
2011-08-03,156362400000
2011-08-04,150464519999
2011-08-05,152659080000
2011-08-08,148864320000
2011-08-09,152430480000
2011-08-10,146212560000
2011-08-11,151973280000
2011-08-12,153482040000
2011-08-15,155905200000
2011-08-16,155859480000
2011-08-17,158374080000
2011-08-18,154899360000
2011-08-19,153390600000
2011-08-22,153802080000
2011-08-23,157871160000
2011-08-24,159288480000
2011-08-25,155402280000
2011-08-26,156591000000
2011-08-29,159425640000
2011-08-30,159699960000
2011-08-31,161071560000
2011-09-01,161071560000
2011-09-02,159425640000
2011-09-06,158694120000
2011-09-07,161848800000
2011-09-08,162717480000
2011-09-09,158602680000
2011-09-12,158602680000
2011-09-13,157962600000
2011-09-14,159517080000
2011-09-15,162351720000
2011-09-16,162854640000
2011-09-19,161163000000
2011-09-20,161483040000
2011-09-21,158374080000
2011-09-22,155036519999
2011-09-23,154122120000
2011-09-26,157185360000
2011-09-27,159059880000
2011-09-28,155585160000
2011-09-29,157871160000
2011-09-30,153192300000
2011-10-03,148339850000
2011-10-04,147931700000
2011-10-05,148611950000
2011-10-06,148294500000
2011-10-07,149428250000
2011-10-10,151695750000
2011-10-11,151469000000
2011-10-12,153010900000
2011-10-13,152829500000
2011-10-14,153872550000
2011-10-17,151922500000
2011-10-18,151332950000
2011-10-19,152013200000
2011-10-20,152194600000
2011-10-21,154643500000
2011-10-24,153917900000
2011-10-25,151831800000
2011-10-26,153010900000
2011-10-27,155505150000
2011-10-28,156276100000
2011-10-31,154915599999
2011-11-01,152013200000
2011-11-02,153691150000
2011-11-03,155641200000
2011-11-04,153691150000
2011-11-07,154688850000
2011-11-08,155641200000
2011-11-09,152013200000
2011-11-10,152829500000
2011-11-11,154462100000
2011-11-14,153691150000
2011-11-15,154190000000
2011-11-16,151922500000
2011-11-17,151060850000
2011-11-18,152829500000
2011-11-21,149564300000
2011-11-22,149609650000
2011-11-23,147115400000
2011-11-25,146797950000
2011-11-28,147795650000
2011-11-29,150108500000
2011-11-30,152466700000
2011-12-01,151559700000
2011-12-02,150516650000
2011-12-05,150380599999
2011-12-06,151196900000
2011-12-07,151423650000
2011-12-08,151332950000
2011-12-09,153237650000
2011-12-12,151695750000
2011-12-13,150743400000
2011-12-14,150244550000
2011-12-15,151695750000
2011-12-16,152920200000
2011-12-19,152784150000
2011-12-20,155097000000
2011-12-21,157772650000
2011-12-22,156911000000
2011-12-23,158588950000
2011-12-27,158452900000
2011-12-28,157591250000
2011-12-29,159087800000
2011-12-30,158679650000
2012-01-03,158726820000
2012-01-04,157731100000
2012-01-05,157006940000
2012-01-06,155965960000
2012-01-09,155965960000
2012-01-10,156916420000
2012-01-11,154019780000
2012-01-12,152933540000
2012-01-13,151621000000
2012-01-17,152435680000
2012-01-18,152978800000
2012-01-19,152661980000
2012-01-20,154110300000
2012-01-23,155106020000
2012-01-24,153657700000
2012-01-25,154834460000
2012-01-26,153884000000
2012-01-27,152616720000
2012-01-30,152661980000
2012-01-31,152843020000
2012-02-01,153567180000
2012-02-02,153521920000
2012-02-03,154065040000
2012-02-06,153974520000
2012-02-07,155151280000
2012-02-08,154653420000
2012-02-09,153838740000
2012-02-10,153748220000
2012-02-13,154879720000
2012-02-14,155920700000
2012-02-15,154789200000
2012-02-16,155830180000
2012-02-17,156282780000
2012-02-21,155739659999
2012-02-22,156735380000
2012-02-23,156554340000
2012-02-24,156147000000
2012-02-27,155784920000
2012-02-28,155830180000
2012-02-29,158093180000
2012-03-01,157504800000
2012-03-02,156554340000
2012-03-05,156690120000
2012-03-06,155603880000
2012-03-07,155649140000
2012-03-08,156780640000
2012-03-09,157278500000
2012-03-12,158726820000
2012-03-13,158998380000
2012-03-14,158907860000
2012-03-15,159179420000
2012-03-16,158772080000
2012-03-19,159315200000
2012-03-20,159767800000
2012-03-21,160944560000
2012-03-22,161623460000
2012-03-23,161804500000
2012-03-26,162709700000
2012-03-27,162664440000
2012-03-28,164429580000
2012-03-29,167054659999
2012-03-30,166870000000
2012-04-02,167185700000
2012-04-03,166328800000
2012-04-04,165652300000
2012-04-05,165697400000
2012-04-09,164344400000
2012-04-10,162405100000
2012-04-11,162630600000
2012-04-12,162856100000
2012-04-13,162224700000
2012-04-16,163352200000
2012-04-17,166779800000
2012-04-18,167275900000
2012-04-19,166464099999
2012-04-20,167185700000
2012-04-23,166193500000
2012-04-24,167140600000
2012-04-25,168944600000
2012-04-26,170748600000
2012-04-27,172823200000
2012-04-30,172101599999
2012-05-01,173454600000
2012-05-02,173995800000
2012-05-03,174627200000
2012-05-04,173635000000
2012-05-07,174266400000
2012-05-08,173950700000
2012-05-09,173138900000
2012-05-10,174582100000
2012-05-11,174717400000
2012-05-14,173364400000
2012-05-15,172687900000
2012-05-16,172146700000
2012-05-17,169395600000
2012-05-18,167005300000
2012-05-21,167997500000
2012-05-22,167321000000
2012-05-23,168132800000
2012-05-24,170387800000
2012-05-25,169666200000
2012-05-29,170162300000
2012-05-30,169260300000
2012-05-31,168538700000
2012-06-01,164840500000
2012-06-04,166058200000
2012-06-05,165156200000
2012-06-06,168268100000
2012-06-07,167501400000
2012-06-08,169666200000
2012-06-11,168358300000
2012-06-12,169576000000
2012-06-13,168448500000
2012-06-14,170793700000
2012-06-15,171605500000
2012-06-18,171334900000
2012-06-19,170793700000
2012-06-20,170387800000
2012-06-21,168403400000
2012-06-22,168989700000
2012-06-25,168628900000
2012-06-26,169305400000
2012-06-27,172146700000
2012-06-28,172687900000
2012-06-29,176028200000
2012-07-02,177648920000
2012-07-03,178189160000
2012-07-05,176613460000
2012-07-06,175893140000
2012-07-09,175532980000
2012-07-10,175532980000
2012-07-11,174362460000
2012-07-12,172516640000
2012-07-13,173957280000
2012-07-16,172156480000
2012-07-17,174902700000
2012-07-18,174317440000
2012-07-19,174587560000
2012-07-20,173417040000
2012-07-23,173056880000
2012-07-24,172561660000
2012-07-25,173372020000
2012-07-26,177513860000
2012-07-27,180080000000
2012-07-30,182601120000
2012-07-31,181880800000
2012-08-01,182331000000
2012-08-02,179539760000
2012-08-03,181970840000
2012-08-06,181520640000
2012-08-07,179584780000
2012-08-08,179089560000
2012-08-09,178369240000
2012-08-10,177333780000
2012-08-13,176928600000
2012-08-14,177288760000
2012-08-15,177153700000
2012-08-16,178054100000
2012-08-17,177964060000
2012-08-20,177693940000
2012-08-21,176748520000
2012-08-22,174542540000
2012-08-23,171571220000
2012-08-24,173191940000
2012-08-27,171841340000
2012-08-28,171076000000
2012-08-29,168644920000
2012-08-30,167204280000
2012-08-31,168374800000
2012-09-04,167834560000
2012-09-05,168870020000
2012-09-06,171751300000
2012-09-07,170625800000
2012-09-10,169545319999
2012-09-11,170040540000
2012-09-12,169050100000
2012-09-13,172651700000
2012-09-14,171616240000
2012-09-17,172651700000
2012-09-18,173867240000
2012-09-19,173417040000
2012-09-20,173957280000
2012-09-21,171211060000
2012-09-24,171616240000
2012-09-25,169635360000
2012-09-26,169995520000
2012-09-27,172471620000
2012-09-28,169888470000
2012-10-01,171904020000
2012-10-02,171724860000
2012-10-03,171276960000
2012-10-04,171680070000
2012-10-05,172799820000
2012-10-08,172799820000
2012-10-09,172710240000
2012-10-10,170605110000
2012-10-11,170694690000
2012-10-12,171232170000
2012-10-15,170784270000
2012-10-16,169754100000
2012-10-17,169037460000
2012-10-18,169485360000
2012-10-19,167514600000
2012-10-22,166753170000
2012-10-23,163976190000
2012-10-24,165185520000
2012-10-25,166126110000
2012-10-26,165902160000
2012-10-31,166529220000
2012-11-01,167201070000
2012-11-02,166081320000
2012-11-05,164692830000
2012-11-06,167604180000
2012-11-07,164468880000
2012-11-08,162856440000
2012-11-09,162542910000
2012-11-12,161602320000
2012-11-13,161960639999
2012-11-14,161288790000
2012-11-15,163169970000
2012-11-16,163752240000
2012-11-19,166797960000
2012-11-20,166842750000
2012-11-21,167469810000
2012-11-23,169888470000
2012-11-26,167335440000
2012-11-27,167604180000
2012-11-28,168231240000
2012-11-29,170067630000
2012-11-30,169843680000
2012-12-03,167425020000
2012-12-04,166394850000
2012-12-05,167111490000
2012-12-06,167425020000
2012-12-07,168903090000
2012-12-10,168589560000
2012-12-11,169574940000
2012-12-12,168589560000
2012-12-13,168410400000
2012-12-14,168679139999
2012-12-17,167962500000
2012-12-18,166977120000
2012-12-19,164737620000
2012-12-20,165946950000
2012-12-21,165230310000
2012-12-24,164513670000
2012-12-26,163125180000
2012-12-27,163125180000
2012-12-28,161109630000
2012-12-31,161493750000
2013-01-02,167508000000
2013-01-03,167508000000
2013-01-04,167775300000
2013-01-07,166171500000
2013-01-08,165013200000
2013-01-09,164968650000
2013-01-10,164656800000
2013-01-11,164434050000
2013-01-14,164790450000
2013-01-15,166260600000
2013-01-16,166260600000
2013-01-17,167107050000
2013-01-18,167953500000
2013-01-22,165414150000
2013-01-23,165414150000
2013-01-24,165325050000
2013-01-25,165057750000
2013-01-28,164879550000
2013-01-29,166706100000
2013-01-30,167062500000
2013-01-31,165904200000
2013-02-01,167240700000
2013-02-04,166394250000
2013-02-05,169913700000
2013-02-06,170671050000
2013-02-07,173344050000
2013-02-08,172720350000
2013-02-11,172007550000
2013-02-12,167329800000
2013-02-13,165770550000
2013-02-14,164122200000
2013-02-15,166706100000
2013-02-19,167819850000
2013-02-20,168087150000
2013-02-21,167998050000
2013-02-22,171606600000
2013-02-25,168042600000
2013-02-26,169780050000
2013-02-27,171294750000
2013-02-28,172497600000
2013-03-01,172408500000
2013-03-04,172943100000
2013-03-05,172319400000
2013-03-06,173834100000
2013-03-07,174279600000
2013-03-08,174725100000
2013-03-11,175126050000
2013-03-12,173566800000
2013-03-13,171918450000
2013-03-14,173834100000
2013-03-15,172987650000
2013-03-18,172675800000
2013-03-19,175215150000
2013-03-20,177620850000
2013-03-21,178511850000
2013-03-22,178378200000
2013-03-25,178734600000
2013-03-26,181273950000
2013-03-27,179180100000
2013-03-28,180160200000
2013-04-01,179840700000
2013-04-02,181041120000
2013-04-03,178595820000
2013-04-04,180240840000
2013-04-05,178195680000
2013-04-08,181663560000
2013-04-09,180996660000
2013-04-10,182597220000
2013-04-11,183086280000
2013-04-12,182641680000
2013-04-15,178240140000
2013-04-16,188377020000
2013-04-17,189177300000
2013-04-18,187176600000
2013-04-19,189666360000
2013-04-22,189933120000
2013-04-23,189844200000
2013-04-24,187398900000
2013-04-25,188288100000
2013-04-26,187176600000
2013-04-29,187799040000
2013-04-30,188199180000
2013-05-01,187665660000
2013-05-02,186554160000
2013-05-03,187799040000
2013-05-06,187087680000
2013-05-07,189844200000
2013-05-08,188777160000
2013-05-09,187265520000
2013-05-10,187398900000
2013-05-13,187576740000
2013-05-14,189043920000
2013-05-15,190822320000
2013-05-16,191578140000
2013-05-17,191044620000
2013-05-20,188421480000
2013-05-21,188243640000
2013-05-22,187843500000
2013-05-23,186420780000
2013-05-24,187799040000
2013-05-28,189177300000
2013-05-29,184064400000
2013-05-30,181263420000
2013-05-31,177795540000
2013-06-03,181441260000
2013-06-04,184153320000
2013-06-05,180729900000
2013-06-06,181352340000
2013-06-07,184108860000
2013-06-10,183086280000
2013-06-11,181352340000
2013-06-12,179573940000
2013-06-13,179662860000
2013-06-14,179351640000
2013-06-17,180863280000
2013-06-18,181974780000
2013-06-19,179662860000
2013-06-20,173971980000
2013-06-21,176772960000
2013-06-24,175750380000
2013-06-25,176595120000
2013-06-26,179307180000
2013-06-27,178995960000
2013-06-28,177526860000
2013-07-01,179075960000
2013-07-02,178677620000
2013-07-03,179208740000
2013-07-05,179341520000
2013-07-08,179430040000
2013-07-09,180713580000
2013-07-10,180049680000
2013-07-11,181598780000
2013-07-12,181598780000
2013-07-15,181510260000
2013-07-16,178057980000
2013-07-17,180757840000
2013-07-18,180625060000
2013-07-19,181864340000
2013-07-22,180757840000
2013-07-23,181288960000
2013-07-24,180846360000
2013-07-25,180757840000
2013-07-26,179872640000
2013-07-29,178279280000
2013-07-30,178456320000
2013-07-31,177394080000
2013-08-01,179562820000
2013-08-02,178013720000
2013-08-05,178323540000
2013-08-06,178677620000
2013-08-07,177703900000
2013-08-08,177925200000
2013-08-09,177748160000
2013-08-12,176287580000
2013-08-13,175490900000
2013-08-14,174959780000
2013-08-15,173012340000
2013-08-16,172835300000
2013-08-19,171640280000
2013-08-20,171064900000
2013-08-21,169427280000
2013-08-22,169560060000
2013-08-23,170489520000
2013-08-26,168719120000
2013-08-27,168851900000
2013-08-28,169737100000
2013-08-29,168630600000
2013-08-30,168984680000
2013-09-03,167745400000
2013-09-04,170578040000
2013-09-05,169250240000
2013-09-06,169737100000
2013-09-09,170489520000
2013-09-10,170976380000
2013-09-11,171640280000
2013-09-12,170135440000
2013-09-13,171241940000
2013-09-16,171994360000
2013-09-17,171684540000
2013-09-18,175225340000
2013-09-19,173986060000
2013-09-20,174384400000
2013-09-23,170976380000
2013-09-24,170533780000
2013-09-25,169648580000
2013-09-26,171463240000
2013-09-27,169344000000
2013-09-30,167050800000
2013-10-01,167359500000
2013-10-02,165066300000
2013-10-03,163875600000
2013-10-04,164052000000
2013-10-07,163390500000
2013-10-08,164404800000
2013-10-09,163522800000
2013-10-10,166609800000
2013-10-11,166565700000
2013-10-14,167183100000
2013-10-15,166080600000
2013-10-16,167580000000
2013-10-17,170005500000
2013-10-18,171019800000
2013-10-21,171196200000
2013-10-22,172386900000
2013-10-23,172386900000
2013-10-24,171108000000
2013-10-25,172122300000
2013-10-28,174680100000
2013-10-29,175518000000
2013-10-30,174724200000
2013-10-31,174503700000
2013-11-01,174680100000
2013-11-04,174239100000
2013-11-05,174195000000
2013-11-06,176620500000
2013-11-07,175650300000
2013-11-08,176620500000
2013-11-11,175826700000
2013-11-12,175870800000
2013-11-13,176929200000
2013-11-14,177326100000
2013-11-15,177370200000
2013-11-18,177149700000
2013-11-19,177017400000
2013-11-20,176664600000
2013-11-21,178296300000
2013-11-22,178296300000
2013-11-25,178031700000
2013-11-26,177502500000
