,REGN
2004-11-30,512097249
2004-12-01,501544269
2004-12-02,512097249
2004-12-03,500988849
2004-12-06,494879228
2004-12-07,478772048
2004-12-08,487658768
2004-12-09,488214188
2004-12-10,490991288
2004-12-13,503210529
2004-12-14,514874349
2004-12-15,525982749
2004-12-16,514874349
2004-12-17,497100908
2004-12-20,507653889
2004-12-21,510430989
2004-12-22,513208089
2004-12-23,517651449
2004-12-27,503210529
2004-12-28,514874349
2004-12-29,515985189
2004-12-30,517651449
2004-12-31,514056159
2005-01-03,504567609
2005-01-04,466055258
2005-01-05,469404158
2005-01-06,463264508
2005-01-07,454892258
2005-01-10,472753058
2005-01-11,418612507
2005-01-12,431449957
2005-01-13,426426607
2005-01-14,431449957
2005-01-18,438705907
2005-01-19,419728807
2005-01-20,409682107
2005-01-21,398519107
2005-01-24,392379457
2005-01-25,399077257
2005-01-26,405216907
2005-01-27,404658757
2005-01-28,390146856
2005-01-31,401868007
2005-02-01,402984307
2005-02-02,401309857
2005-02-03,403542457
2005-02-04,419170657
2005-02-07,416379907
2005-02-08,411356557
2005-02-09,393495757
2005-02-10,403542457
2005-02-11,395728357
2005-02-14,383449056
2005-02-15,385123506
2005-02-16,377867556
2005-02-17,366704556
2005-02-18,356657856
2005-02-22,360285831
2005-02-23,357216006
2005-02-24,361681206
2005-02-25,361123056
2005-02-28,341029656
2005-03-01,336006306
2005-03-02,337680756
2005-03-03,337680756
2005-03-04,328192205
2005-03-07,331541105
2005-03-08,320378105
2005-03-09,322052555
2005-03-10,303633605
2005-03-11,291912455
2005-03-14,333215555
2005-03-15,318703655
2005-03-16,298610255
2005-03-17,298052105
2005-03-18,307540655
2005-03-21,308098805
2005-03-22,304191755
2005-03-23,307540655
2005-03-24,299726555
2005-03-28,291912455
2005-03-29,271260904
2005-03-30,281865755
2005-03-31,285735875
2005-04-01,279025834
2005-04-04,272874964
2005-04-05,260014054
2005-04-06,261691564
2005-04-07,272315794
2005-04-08,266724094
2005-04-11,275111644
2005-04-12,264487414
2005-04-13,268401604
2005-04-14,258895714
2005-04-15,265046584
2005-04-18,264487414
2005-04-19,268401604
2005-04-20,270638284
2005-04-21,291327575
2005-04-22,280703345
2005-04-25,293564255
2005-04-26,318726905
2005-04-27,321522755
2005-04-28,300833465
2005-04-29,311457695
2005-05-02,338857026
2005-05-03,344448726
2005-05-04,371288886
2005-05-05,407075767
2005-05-06,385827306
2005-05-09,385268136
2005-05-10,382472286
2005-05-11,375762246
2005-05-12,351158766
2005-05-13,337738686
2005-05-16,336620346
2005-05-17,367374696
2005-05-18,363460506
2005-05-19,353395446
2005-05-20,347803746
2005-05-23,364019676
2005-05-24,370729716
2005-05-25,357868806
2005-05-26,358987146
2005-05-27,370729716
2005-05-31,348362916
2005-06-01,358427976
2005-06-02,357868806
2005-06-03,344448726
2005-06-06,348922086
2005-06-07,349481256
2005-06-08,343889556
2005-06-09,346685406
2005-06-10,355632126
2005-06-13,347803746
2005-06-14,369052206
2005-06-15,387504816
2005-06-16,407634937
2005-06-17,427765057
2005-06-20,483122888
2005-06-21,485359568
2005-06-22,481445378
2005-06-23,471939488
2005-06-24,492069608
2005-06-27,460756088
2005-06-28,489273758
2005-06-29,483122888
2005-06-30,469655428
2005-07-01,482530368
2005-07-05,506041129
2005-07-06,509959589
2005-07-07,502682448
2005-07-08,531791009
2005-07-11,539068149
2005-07-12,518356289
2005-07-13,520595409
2005-07-14,532910569
2005-07-15,532350789
2005-07-18,526193209
2005-07-19,531231229
2005-07-20,572095170
2005-07-21,574894070
2005-07-22,555861549
2005-07-25,532910569
2005-07-26,546905069
2005-07-27,534589909
2005-07-28,545785509
2005-07-29,539627929
2005-08-01,551943089
2005-08-02,569296270
2005-08-03,556981109
2005-08-04,545785509
2005-08-05,526752989
2005-08-08,479731468
2005-08-09,485889048
2005-08-10,498763988
2005-08-11,493725968
2005-08-12,470774988
2005-08-15,497644428
2005-08-16,482530368
2005-08-17,474133668
2005-08-18,470215208
2005-08-19,473014108
2005-08-22,482530368
2005-08-23,464617408
2005-08-24,457900048
2005-08-25,446704447
2005-08-26,419275227
2005-08-29,438307747
2005-08-30,425992587
2005-08-31,418155667
2005-09-01,427671927
2005-09-02,435508847
2005-09-06,450622908
2005-09-07,469655428
2005-09-08,475253228
2005-09-09,470774988
2005-09-12,478611908
2005-09-13,467976088
2005-09-14,448383788
2005-09-15,434949067
2005-09-16,467416308
2005-09-19,472454328
2005-09-20,485329268
2005-09-21,463497848
2005-09-22,461258728
2005-09-23,462378288
2005-09-26,475813008
2005-09-27,524513869
2005-09-28,527312769
2005-09-29,533470349
2005-09-30,532303599
2005-10-03,544082709
2005-10-04,566519110
2005-10-05,551374539
2005-10-06,518841759
2005-10-07,532864509
2005-10-10,526694499
2005-10-11,527255409
2005-10-12,491357168
2005-10-13,500331728
2005-10-14,517719939
2005-10-17,522207219
2005-10-18,528938139
2005-10-19,521646309
2005-10-20,512110839
2005-10-21,504819009
2005-10-24,628780121
2005-10-25,617561921
2005-10-26,613635550
2005-10-27,639437411
2005-10-28,671409281
2005-10-31,701698422
2005-11-01,673652922
2005-11-02,679262022
2005-11-03,728061192
2005-11-04,729183013
2005-11-07,734231203
2005-11-08,713477532
2005-11-09,643363781
2005-11-10,628780121
2005-11-11,618683741
2005-11-14,610831000
2005-11-15,624853751
2005-11-16,624853751
2005-11-17,632706491
2005-11-18,629901941
2005-11-21,632145581
2005-11-22,639998321
2005-11-23,637193771
2005-11-25,634389221
2005-11-28,602417350
2005-11-29,593442790
2005-11-30,626536481
2005-12-01,611952820
2005-12-02,605782810
2005-12-05,586711870
2005-12-06,593442790
2005-12-07,585590050
2005-12-08,600173710
2005-12-09,644485601
2005-12-12,648411971
2005-12-13,653460161
2005-12-14,653460161
2005-12-15,673092012
2005-12-16,670848371
2005-12-19,641681051
2005-12-20,651777431
2005-12-21,678701112
2005-12-22,721330272
2005-12-23,771812173
2005-12-27,930549706
2005-12-28,944011546
2005-12-29,920453326
2005-12-30,891846915
2006-01-03,901959315
2006-01-04,903093855
2006-01-05,933159166
2006-01-06,964359017
2006-01-09,971739199
2006-01-10,948475456
2006-01-11,924082846
2006-01-12,898555695
2006-01-13,915006526
2006-01-17,904795665
2006-01-18,894584805
2006-01-19,934293706
2006-01-20,879268515
2006-01-23,863384955
2006-01-24,857144985
2006-01-25,866221305
2006-01-26,880403055
2006-01-27,875864895
2006-01-30,861115875
2006-01-31,863952225
2006-02-01,894584805
2006-02-02,889479375
2006-02-03,918410146
2006-02-06,901392045
2006-02-07,878133975
2006-02-08,874163085
2006-02-09,868490385
2006-02-10,869624925
2006-02-13,850337744
2006-02-14,868490385
2006-02-15,883806675
2006-02-16,891181185
2006-02-17,856010445
2006-02-21,866788575
2006-02-22,857712255
2006-02-23,853174095
2006-02-24,907632016
2006-02-27,992722517
2006-02-28,928621006
2006-03-01,951311806
2006-03-02,981377117
2006-03-03,972868067
2006-03-06,1021086018
2006-03-07,973435337
2006-03-08,980242577
2006-03-09,924650116
2006-03-10,947340916
2006-03-13,924650116
2006-03-14,959253586
2006-03-15,943370026
2006-03-16,962657206
2006-03-17,951311806
2006-03-20,935428246
2006-03-21,922948306
2006-03-22,959253586
2006-03-23,968329907
2006-03-24,975704417
2006-03-27,958119046
2006-03-28,921246496
2006-03-29,921813766
2006-03-30,937697326
2006-03-31,946496466
2006-04-03,908363415
2006-04-04,894703815
2006-04-05,892996365
2006-04-06,869092065
2006-04-07,862262265
2006-04-10,820145164
2006-04-11,792256813
2006-04-12,790549363
2006-04-13,809900464
2006-04-17,830389864
2006-04-18,860554815
2006-04-19,867953765
2006-04-20,858847365
2006-04-21,852586714
2006-04-24,826405814
2006-04-25,796240863
2006-04-26,784288713
2006-04-27,809900464
2006-04-28,826405814
2006-05-01,808762164
2006-05-02,825836664
2006-05-03,873076115
2006-05-04,863400565
2006-05-05,863400565
2006-05-08,879336765
2006-05-09,866815465
2006-05-10,867953765
2006-05-11,827544114
2006-05-12,780873813
2006-05-15,739325862
2006-05-16,729650312
2006-05-17,701761962
2006-05-18,684118312
2006-05-19,682410861
2006-05-22,677288511
2006-05-23,649969311
2006-05-24,659075711
2006-05-25,682980012
2006-05-26,688102362
2006-05-30,657937411
2006-05-31,736480112
2006-06-01,731357762
2006-06-02,751278013
2006-06-05,735341812
2006-06-06,738756712
2006-06-07,749570563
2006-06-08,741602463
2006-06-09,723389662
2006-06-12,688102362
2006-06-13,683549162
2006-06-14,695501312
2006-06-15,718267312
2006-06-16,710299212
2006-06-19,702900262
2006-06-20,700623662
2006-06-21,704607712
2006-06-22,701192812
2006-06-23,700054512
2006-06-26,709160912
2006-06-27,693224712
2006-06-28,698347062
2006-06-29,734203512
2006-06-30,730881032
2006-07-03,753685433
2006-07-05,733161472
2006-07-06,729740812
2006-07-07,726320152
2006-07-10,729170702
2006-07-11,742283233
2006-07-12,723469602
2006-07-13,693253772
2006-07-14,679571131
2006-07-17,665888491
2006-07-18,640233541
2006-07-19,700665202
2006-07-20,660187391
2006-07-21,633962331
2006-07-24,689263002
2006-07-25,712637512
2006-07-26,721759272
2006-07-27,771358843
2006-07-28,786751813
2006-07-31,778770273
2006-08-01,753115323
2006-08-02,774779503
2006-08-03,795873573
2006-08-04,798154014
2006-08-07,803285004
2006-08-08,811266544
2006-08-09,812406764
2006-08-10,793023023
2006-08-11,793023023
2006-08-14,786751813
2006-08-15,823808964
2006-08-16,847183474
2006-08-17,866567215
2006-08-18,878539525
2006-08-21,852314464
2006-08-22,852314464
2006-08-23,833500834
2006-08-24,829510064
2006-08-25,843192704
2006-08-28,857445455
2006-08-29,881960185
2006-08-30,907615135
2006-08-31,905334695
2006-09-01,901914035
2006-09-05,933270086
2006-09-06,897923265
2006-09-07,902484145
2006-09-08,912176016
2006-09-11,911035795
2006-09-12,934980416
2006-09-13,941821736
2006-09-14,943532066
2006-09-15,954934266
2006-09-18,946952726
2006-09-19,936120636
2006-09-20,965196246
2006-09-21,923578216
2006-09-22,884810735
2006-09-25,884810735
2006-09-26,874548755
2006-09-27,913886346
2006-09-28,915596676
2006-09-29,894502605
2006-10-02,1027372210
2006-10-03,1025405320
2006-10-04,1081133870
2006-10-05,1096213360
2006-10-06,1097524620
2006-10-09,1099491510
2006-10-10,1098835880
2006-10-11,1098835880
2006-10-12,1115882260
2006-10-13,1147352500
2006-10-16,1170955180
2006-10-17,1179478370
2006-10-18,1172266440
2006-10-19,1231273140
2006-10-20,1275200350
2006-10-23,1286346060
2006-10-24,1266677160
2006-10-25,1262087750
2006-10-26,1307981850
2006-10-27,1288968580
2006-10-30,1271922200
2006-10-31,1312571260
2006-11-01,1304048070
2006-11-02,1324372600
2006-11-03,1362399140
2006-11-06,1522372860
2006-11-07,1589247120
2006-11-08,1506637740
2006-11-09,1452220450
2006-11-10,1561710660
2006-11-13,1591869640
2006-11-14,1524995380
2006-11-15,1545319910
2006-11-16,1555154360
2006-11-17,1550564950
2006-11-20,1563677550
2006-11-21,1534829830
2006-11-22,1530896050
2006-11-24,1523684120
2006-11-27,1442386000
2006-11-28,1423372730
2006-11-29,1409604500
2006-11-30,1410260130
2006-12-01,1387313080
2006-12-04,1416816430
2006-12-05,1422717100
2006-12-06,1412227020
2006-12-07,1395180640
2006-12-08,1423372730
2006-12-11,1365021660
2006-12-12,1328962010
2006-12-13,1314538150
2006-12-14,1326995120
2006-12-15,1323716970
2006-12-18,1315193780
2006-12-19,1315193780
2006-12-20,1338796460
2006-12-21,1346664020
2006-12-22,1329617640
2006-12-26,1321094450
2006-12-27,1344697130
2006-12-28,1314538150
2006-12-29,1315849410
2007-01-03,1298803049
2007-01-04,1323061360
2007-01-05,1363710420
2007-01-08,1386657471
2007-01-09,1394525031
2007-01-10,1437140981
2007-01-11,1478445672
2007-01-12,1490902642
2007-01-16,1478445672
2007-01-17,1475823152
2007-01-18,1434518461
2007-01-19,1427306531
2007-01-22,1422717121
2007-01-23,1366988570
2007-01-24,1379445541
2007-01-25,1315849430
2007-01-26,1306014979
2007-01-29,1300769939
2007-01-30,1349942190
2007-01-31,1304048089
2007-02-01,1328962030
2007-02-02,1323061360
2007-02-05,1275855999
2007-02-06,1248319539
2007-02-07,1290935489
2007-02-08,1300769939
2007-02-09,1304048089
2007-02-12,1328962030
2007-02-13,1420094601
2007-02-14,1433862831
2007-02-15,1446319802
2007-02-16,1442386022
2007-02-20,1484346342
2007-02-21,1474511892
2007-02-22,1454842992
2007-02-23,1416160821
2007-02-26,1388624361
2007-02-27,1306014979
2007-02-28,1300769939
2007-03-01,1260120879
2007-03-02,1224716858
2007-03-05,1229961898
2007-03-06,1249630799
2007-03-07,1222094338
2007-03-08,1264054659
2007-03-09,1247008279
2007-03-12,1248319539
2007-03-13,1205047958
2007-03-14,1213571148
2007-03-15,1217504928
2007-03-16,1204392328
2007-03-19,1220127448
2007-03-20,1248319539
2007-03-21,1271922219
2007-03-22,1277822889
2007-03-23,1274544739
2007-03-26,1255531469
2007-03-27,1442386022
2007-03-28,1412227041
2007-03-29,1393213771
2007-03-30,1417472081
2007-04-02,1444964521
2007-04-03,1483215522
2007-04-04,1506298022
2007-04-05,1540592023
2007-04-09,1580162023
2007-04-10,1555101023
2007-04-11,1545868023
2007-04-12,1595990024
2007-04-13,1651388025
2007-04-16,1621710524
2007-04-17,1608520524
2007-04-18,1589395024
2007-04-19,1611818024
2007-04-20,1708105025
2007-04-23,1714040525
2007-04-24,1758886526
2007-04-25,1804392027
2007-04-26,1874299028
2007-04-27,1818901027
2007-04-30,1793840027
2007-05-01,1830772027
2007-05-02,1886170028
2007-05-03,1869682528
2007-05-04,1881553528
2007-05-07,1857152028
2007-05-08,1826815027
2007-05-09,1781309527
2007-05-10,1743058526
2007-05-11,1869682528
2007-05-14,1807030027
2007-05-15,1763503026
2007-05-16,1696893525
2007-05-17,1587416524
2007-05-18,1640176524
2007-05-21,1628965024
2007-05-22,1603244524
2007-05-23,1609839524
2007-05-24,1536635023
2007-05-25,1516190522
2007-05-29,1518828523
2007-05-30,1518828523
2007-05-31,1479918022
2007-06-01,1516190522
2007-06-04,1339444520
2007-06-05,1315043019
2007-06-06,1260304519
2007-06-07,1201609018
2007-06-08,1229308018
2007-06-11,1204906518
2007-06-12,1183143017
2007-06-13,1203587518
2007-06-14,1188419018
2007-06-15,1240519518
2007-06-18,1203587518
2007-06-19,1253050019
2007-06-20,1204247018
2007-06-21,1208204018
2007-06-22,1182483517
2007-06-25,1179845517
2007-06-26,1165996017
2007-06-27,1190397518
2007-06-28,1183802517
2007-06-29,1181824017
2007-07-02,1197170298
2007-07-03,1188581327
2007-07-05,1195848918
2007-07-06,1194527538
2007-07-09,1189902708
2007-07-10,1187920637
2007-07-11,1176028217
2007-07-12,1199152368
2007-07-13,1217651688
2007-07-16,1156868207
2007-07-17,1158189587
2007-07-18,1162153727
2007-07-19,1172064077
2007-07-20,1131761987
2007-07-23,1151582687
2007-07-24,1084852996
2007-07-25,1090799206
2007-07-26,1058425396
2007-07-27,1018123305
2007-07-30,1016141235
2007-07-31,983767424
2007-08-01,935537054
2007-08-02,902502553
2007-08-03,926280787
2007-08-06,994999155
2007-08-07,1130440607
2007-08-08,1216330308
2007-08-09,1121190946
2007-08-10,1072299886
2007-08-13,1063710916
2007-08-14,1102030936
2007-08-15,1069657126
2007-08-16,1139029577
2007-08-17,1211044788
2007-08-20,1193206158
2007-08-21,1215669618
2007-08-22,1218973068
2007-08-23,1203777198
2007-08-24,1224919278
2007-08-27,1226240658
2007-08-28,1195188228
2007-08-29,1269185509
2007-08-30,1251346878
2007-08-31,1285702759
2007-09-04,1347807620
2007-09-05,1366967630
2007-09-06,1405287651
2007-09-07,1403966271
2007-09-10,1365646250
2007-09-11,1361021420
2007-09-12,1331951060
2007-09-13,1314773119
2007-09-14,1330629680
2007-09-17,1231526178
2007-09-18,1236811698
2007-09-19,1257953779
2007-09-20,1229544108
2007-09-21,1248043428
2007-09-24,1231526178
2007-09-25,1237472388
2007-09-26,1221615828
2007-09-27,1186599257
2007-09-28,1176028217
2007-10-01,1449765710
2007-10-02,1445056130
2007-10-03,1401100050
2007-10-04,1430927390
2007-10-05,1412089069
2007-10-08,1410519210
2007-10-09,1374412430
2007-10-10,1452120500
2007-10-11,1476453330
2007-10-12,1526688850
2007-10-15,1623235240
2007-10-16,1546312100
2007-10-17,1645998210
2007-10-18,1620095520
2007-10-19,1595762689
2007-10-22,1639718770
2007-10-23,1711147400
2007-10-24,1718996700
2007-10-25,1722921350
2007-10-26,1770802080
2007-10-29,1743329530
2007-10-30,1737050090
2007-10-31,1726846000
2007-11-01,1582418880
2007-11-02,1648353000
2007-11-05,1591838040
2007-11-06,1544742240
2007-11-07,1479585200
2007-11-08,1479593050
2007-11-09,1436421900
2007-11-12,1456045150
2007-11-13,1491367000
2007-11-14,1492151930
2007-11-15,1457615010
2007-11-16,1456830080
2007-11-19,1420723300
2007-11-20,1386971310
2007-11-21,1403454840
2007-11-23,1439561620
2007-11-26,1345370020
2007-11-27,1333596069
2007-11-28,1346154950
2007-11-29,1656987230
2007-11-30,1709577540
2007-12-03,1775511660
2007-12-04,1747254180
2007-12-05,1811618439
2007-12-06,1913659340
2007-12-07,1883832000
2007-12-10,1915229200
2007-12-11,1852434800
2007-12-12,1857144380
2007-12-13,1804554069
2007-12-14,1742544600
2007-12-17,1676610480
2007-12-18,1751178830
2007-12-19,1745684319
2007-12-20,1802199280
2007-12-21,1883047069
2007-12-24,1906594970
2007-12-26,1934852450
2007-12-27,1893251160
2007-12-28,1917583990
2007-12-31,1895605974
2008-01-02,1849295103
2008-01-03,1846155383
2008-01-04,1765307592
2008-01-07,1824962273
2008-01-08,1808478743
2008-01-09,1884616954
2008-01-10,1942701774
2008-01-11,1906594994
2008-01-14,1926218244
2008-01-15,1895605974
2008-01-16,1917584014
2008-01-17,1909734714
2008-01-18,1930927824
2008-01-22,1928573034
2008-01-23,1810833533
2008-01-24,1751963782
2008-01-25,1718996721
2008-01-28,1697803611
2008-01-29,1649137951
2008-01-30,1609106520
2008-01-31,1591838060
2008-02-01,1686029661
2008-02-04,1616170890
2008-02-05,1551021699
2008-02-06,1551021699
2008-02-07,1582418900
2008-02-08,1536108029
2008-02-11,1500786179
2008-02-12,1504710829
2008-02-13,1577709320
2008-02-14,1513345059
2008-02-15,1483517718
2008-02-19,1507850549
2008-02-20,1455260238
2008-02-21,1412089087
2008-02-22,1412089087
2008-02-25,1383831607
2008-02-26,1464679398
2008-02-27,1483517718
2008-02-28,1572214810
2008-02-29,1551806629
2008-03-03,1569860020
2008-03-04,1526688869
2008-03-05,1483517718
2008-03-06,1402669927
2008-03-07,1357928917
2008-03-10,1270016756
2008-03-11,1265307176
2008-03-12,1310048186
2008-03-13,1366563147
2008-03-14,1317897486
2008-03-17,1290424936
2008-03-18,1367348077
2008-03-19,1345370037
2008-03-20,1385401467
2008-03-24,1569860020
2008-03-25,1564365509
2008-03-26,1602827080
2008-03-27,1606751730
2008-03-28,1540032679
2008-03-31,1510041929
2008-04-01,1579288250
2008-04-02,1573780020
2008-04-03,1595812940
2008-04-04,1587944040
2008-04-07,1585583370
2008-04-08,1521845279
2008-04-09,1480926998
2008-04-10,1539943749
2008-04-11,1462828528
2008-04-14,1443156278
2008-04-15,1434500488
2008-04-16,1553320879
2008-04-17,1491943458
2008-04-18,1558042219
2008-04-21,1558829109
2008-04-22,1528140399
2008-04-23,1590304710
2008-04-24,1619419640
2008-04-25,1645387010
2008-04-28,1636731220
2008-04-29,1573780020
2008-04-30,1543878199
2008-05-01,1670567491
2008-05-02,1654042801
2008-05-05,1649321460
2008-05-06,1575353800
2008-05-07,1512402599
2008-05-08,1556468439
2008-05-09,1609190070
2008-05-12,1653255911
2008-05-13,1632796770
2008-05-14,1635944330
2008-05-15,1620206530
2008-05-16,1591878490
2008-05-19,1606042510
2008-05-20,1689452851
2008-05-21,1462041638
2008-05-22,1484074558
2008-05-23,1488009008
2008-05-27,1529714179
2008-05-28,1506894369
2008-05-29,1590304710
2008-05-30,1565911119
2008-06-02,1532074849
2008-06-03,1475418768
2008-06-04,1501386139
2008-06-05,1207876165
2008-06-06,1166170994
2008-06-09,1156728314
2008-06-10,1127613384
2008-06-11,1090629553
2008-06-12,1087481993
2008-06-13,1118957594
2008-06-16,1152006974
2008-06-17,1144924964
2008-06-18,1097711563
2008-06-19,1173253004
2008-06-20,1155154534
2008-06-23,1174039894
2008-06-24,1184269465
2008-06-25,1194499035
2008-06-26,1144924964
2008-06-27,1161449654
2008-06-30,1139850294
2008-07-01,1094856203
2008-07-02,1144586514
2008-07-03,1139060924
2008-07-07,1053808963
2008-07-08,1168267614
2008-07-09,1160373914
2008-07-10,1150112104
2008-07-11,1190369975
2008-07-14,1186423125
2008-07-15,1223523515
2008-07-16,1314301066
2008-07-17,1366399487
2008-07-18,1342718387
2008-07-21,1442179008
2008-07-22,1520326639
2008-07-23,1482436878
2008-07-24,1498224278
2008-07-25,1499803019
2008-07-28,1485594358
2008-07-29,1566899469
2008-07-30,1588212460
2008-07-31,1727930951
2008-08-01,1711354181
2008-08-04,1705828591
2008-08-05,1715301031
2008-08-06,1768188822
2008-08-07,1597684900
2008-08-08,1706617961
2008-08-11,1802131732
2008-08-12,1800552992
2008-08-13,1729509691
2008-08-14,1799763622
2008-08-15,1787133702
2008-08-18,1753190792
2008-08-19,1675043161
2008-08-20,1678990011
2008-08-21,1622944740
2008-08-22,1700303001
2008-08-25,1622944740
2008-08-26,1690830561
2008-08-27,1633206550
2008-08-28,1723194731
2008-08-29,1714511661
2008-09-02,1624523480
2008-09-03,1720826621
2008-09-04,1608736080
2008-09-05,1505328609
2008-09-08,1491909318
2008-09-09,1461913258
2008-09-10,1533745929
2008-09-11,1624523480
2008-09-12,1634785290
2008-09-15,1614261670
2008-09-16,1708196701
2008-09-17,1648204580
2008-09-18,1813972282
2008-09-19,1821076613
2008-09-22,1713722291
2008-09-23,1665570721
2008-09-24,1655308910
2008-09-25,1693988041
2008-09-26,1792659292
2008-09-29,1727141581
2008-09-30,1728717721
2008-10-01,1807115822
2008-10-02,1691498421
2008-10-03,1659822420
2008-10-06,1571129619
2008-10-07,1498274818
2008-10-08,1499858618
2008-10-09,1335935316
2008-10-10,1357316617
2008-10-13,1551332119
2008-10-14,1524407519
2008-10-15,1354940917
2008-10-16,1527575119
2008-10-17,1484812518
2008-10-20,1536286019
2008-10-21,1524407519
2008-10-22,1480061118
2008-10-23,1401663017
2008-10-24,1278918516
2008-10-27,1224277415
2008-10-28,1326432516
2008-10-29,1380281717
2008-10-30,1436506618
2008-10-31,1528367019
2008-11-03,1574297219
2008-11-04,1565586319
2008-11-05,1452344618
2008-11-06,1394535917
2008-11-07,1453136518
2008-11-10,1510153319
2008-11-11,1472142118
2008-11-12,1348605717
2008-11-13,1400871117
2008-11-14,1359692317
2008-11-17,1399287317
2008-11-18,1350981417
2008-11-19,1240115415
2008-11-20,1130041314
2008-11-21,1104700513
2008-11-24,1154590214
2008-11-25,1156174014
2008-11-26,1213190815
2008-11-28,1224277415
2008-12-01,1089654413
2008-12-02,1171220114
2008-12-03,1168844414
2008-12-04,1152214514
2008-12-05,1206063715
2008-12-08,1296340316
2008-12-09,1313762116
2008-12-10,1360484217
2008-12-11,1303467416
2008-12-12,1332767716
2008-12-15,1253577715
2008-12-16,1349397617
2008-12-17,1338311016
2008-12-18,1386616917
2008-12-19,1497482918
2008-12-22,1439674218
2008-12-23,1419876717
2008-12-24,1414333417
2008-12-26,1443633718
2008-12-29,1387408817
2008-12-30,1397703517
2008-12-31,1459583298
2009-01-02,1486612618
2009-01-05,1516821859
2009-01-06,1507282098
2009-01-07,1429374057
2009-01-08,1453223458
2009-01-09,1389625057
2009-01-12,1388830077
2009-01-13,1423809197
2009-01-14,1341131276
2009-01-15,1352260997
2009-01-16,1380085297
2009-01-20,1222679255
2009-01-21,1303767216
2009-01-22,1217114395
2009-01-23,1237783875
2009-01-26,1281507776
2009-01-27,1355440917
2009-01-28,1396779877
2009-01-29,1363390717
2009-01-30,1389625057
2009-02-02,1442888718
2009-02-03,1505692138
2009-02-04,1493767438
2009-02-05,1520001779
2009-02-06,1583600179
2009-02-09,1528746559
2009-02-10,1450838518
2009-02-11,1438118838
2009-02-12,1462763218
2009-02-13,1508077078
2009-02-17,1512051979
2009-02-18,1470713018
2009-02-19,1454813418
2009-02-20,1442888718
2009-02-23,1363390717
2009-02-24,1382470237
2009-02-25,1371340517
2009-02-26,1224269215
2009-02-27,1132846514
2009-03-02,1076402933
2009-03-03,1097867393
2009-03-04,1109792093
2009-03-05,1015984452
2009-03-06,1007239672
2009-03-09,985775212
2009-03-10,1001674812
2009-03-11,957950912
2009-03-12,1059708353
2009-03-13,1115356954
2009-03-16,1068453133
2009-03-17,1129666594
2009-03-18,1148746114
2009-03-19,1087532653
2009-03-20,1069248113
2009-03-23,1115356954
2009-03-24,1094687473
2009-03-25,1129666594
2009-03-26,1202804755
2009-03-27,1143181254
2009-03-30,1127281654
2009-03-31,1103616373
2009-04-01,1047878173
2009-04-02,1071765973
2009-04-03,1036730533
2009-04-06,1082117353
2009-04-07,1047081913
2009-04-08,1062210853
2009-04-09,1109986453
2009-04-13,1070173453
2009-04-14,1055840773
2009-04-15,1059025813
2009-04-16,1066988413
2009-04-17,1047081913
2009-04-20,1018416552
2009-04-21,1028767932
2009-04-22,993732492
2009-04-23,988158672
2009-04-24,1030360452
2009-04-27,1008065172
2009-04-28,1022397852
2009-04-29,1073358493
2009-04-30,1055840773
2009-05-01,1102820113
2009-05-04,1190408714
2009-05-05,1205537655
2009-05-06,1184834894
2009-05-07,1205537655
2009-05-08,1261275855
2009-05-11,1293922516
2009-05-12,1266849675
2009-05-13,1194390015
2009-05-14,1202352615
2009-05-15,1163335874
2009-05-18,1184834894
2009-05-19,1178464814
2009-05-20,1177668554
2009-05-21,1125911654
2009-05-22,1113967753
2009-05-26,1164928394
2009-05-27,1160947094
2009-05-28,1173687254
2009-05-29,1215889035
2009-06-01,1241369355
2009-06-02,1262868375
2009-06-03,1295515036
2009-06-04,1302681376
2009-06-05,1302681376
2009-06-08,1267645935
2009-06-09,1275608536
2009-06-10,1285959916
2009-06-11,1279589836
2009-06-12,1302681376
2009-06-15,1219870335
2009-06-16,1245350655
2009-06-17,1320199096
2009-06-18,1379122337
2009-06-19,1449989478
2009-06-22,1370363477
2009-06-23,1351253236
2009-06-24,1360808357
2009-06-25,1402213877
2009-06-26,1444415658
2009-06-29,1420527857
2009-06-30,1431198737
2009-07-01,1448769258
2009-07-02,1361715317
2009-07-06,1359319337
2009-07-07,1348138096
2009-07-08,1326574276
2009-07-09,1304211796
2009-07-10,1301017156
2009-07-13,1329768916
2009-07-14,1330567576
2009-07-15,1377688517
2009-07-16,1400849657
2009-07-17,1407238937
2009-07-20,1412030897
2009-07-21,1439983998
2009-07-22,1435192037
2009-07-23,1566970939
2009-07-24,1657219520
2009-07-27,1673991380
2009-07-28,1733890881
2009-07-29,1709132421
2009-07-30,1747468101
2009-07-31,1715521701
2009-08-03,1705139121
2009-08-04,1741877481
2009-08-05,1737085521
2009-08-06,1713125721
2009-08-07,1745870781
2009-08-10,1785803782
2009-08-11,1796985022
2009-08-12,1814555542
2009-08-13,1798582342
2009-08-14,1765837282
2009-08-17,1714723041
2009-08-18,1743474801
2009-08-19,1760246662
2009-08-20,1770629242
2009-08-21,1774622542
2009-08-24,1757052022
2009-08-25,1803374302
2009-08-26,1832924722
2009-08-27,1818548842
2009-08-28,1783407802
2009-08-31,1815354202
2009-09-01,1845703283
2009-09-02,1801776982
2009-09-03,1780213162
2009-09-04,1777018522
2009-09-08,1757850682
2009-09-09,1757850682
2009-09-10,1756253361
2009-09-11,1747468101
