,REGN
2014-05-02,33185064879
2014-05-05,33794307360
2014-05-06,32873096560
2014-05-07,32401753120
2014-05-08,31784598400
2014-05-09,31582271120
2014-05-12,32936394480
2014-05-13,32038920400
2014-05-14,32483136160
2014-05-15,32734067200
2014-05-16,33393043760
2014-05-19,34151488480
2014-05-20,33092378639
2014-05-21,32892312000
2014-05-22,33715184959
2014-05-23,33657538639
2014-05-27,34807074080
2014-05-28,34458935520
2014-05-29,34612659040
2014-05-30,34696302720
2014-06-02,34957406640
2014-06-03,35131475920
2014-06-04,35253550480
2014-06-05,34874893280
2014-06-06,35176688720
2014-06-09,35462659680
2014-06-10,34980013040
2014-06-11,35067047680
2014-06-12,35093045040
2014-06-13,34618310640
2014-06-16,34859068800
2014-06-17,34205743840
2014-06-18,34508669600
2014-06-19,33648496080
2014-06-20,32242378000
2014-06-23,31673827040
2014-06-24,31435329520
2014-06-25,31748428160
2014-06-26,31626353600
2014-06-27,31342643280
2014-06-30,32089678662
2014-07-01,34466271141
2014-07-02,35051330953
2014-07-03,35348973032
2014-07-07,35395550609
2014-07-08,35276266570
2014-07-09,35322844147
2014-07-10,35727273843
2014-07-11,35911312075
2014-07-14,36120343153
2014-07-15,35461440841
2014-07-16,34776409643
2014-07-17,33673316289
2014-07-18,34753688874
2014-07-21,34504896449
2014-07-22,34765049258
2014-07-23,35247865608
2014-07-24,34585555180
2014-07-25,34432189987
2014-07-28,34326538409
2014-07-29,34593507449
2014-07-30,36600887426
2014-07-31,35923808498
2014-08-01,36842863620
2014-08-04,36971235967
2014-08-05,37852801820
2014-08-06,38703694634
2014-08-07,38481031094
2014-08-08,38434453517
2014-08-11,38490119402
2014-08-12,38415140863
2014-08-13,38972935751
2014-08-14,39504601755
2014-08-15,39604573141
2014-08-18,39700000372
2014-08-19,39396678101
2014-08-20,39225136292
2014-08-21,38796849788
2014-08-22,38715055019
2014-08-25,39523914409
2014-08-26,40221442030
2014-08-27,39762482488
2014-08-28,39411446601
2014-08-29,39813036200
2014-09-02,40840582996
2014-09-03,41113232229
2014-09-04,39997642451
2014-09-05,39836324989
2014-09-08,39545499140
2014-09-09,39351236562
2014-09-10,40252115069
2014-09-11,39799971757
2014-09-12,39313747292
2014-09-15,39310339177
2014-09-16,40382759493
2014-09-17,40795141457
2014-09-18,41208659460
2014-09-19,40774692765
2014-09-22,40888296612
2014-09-23,40581566225
2014-09-24,41398377885
2014-09-25,40390711762
2014-09-26,40690625918
2014-09-29,40324821531
2014-09-30,41187967920
2014-10-01,40627020060
2014-10-02,40407667740
2014-10-03,41311353600
2014-10-06,41036020740
2014-10-07,40467075660
2014-10-08,41145696900
2014-10-09,40561899840
2014-10-10,39244643460
2014-10-13,37941096600
2014-10-14,37480685220
2014-10-15,38243848500
2014-10-16,38924754660
2014-10-17,42229891440
2014-10-20,41828316750
2014-10-21,43528868460
2014-10-22,43923017160
2014-10-23,45008354160
2014-10-24,45984015000
2014-10-27,46516401360
2014-10-28,45457340940
2014-10-29,44293174200
2014-10-30,44875828800
2014-10-31,44980935120
2014-11-03,45156873960
2014-11-04,42544067940
2014-11-05,42100793460
2014-11-06,43063887240
2014-11-07,43166708640
2014-11-10,44095528620
2014-11-11,45511036560
2014-11-12,45825213060
2014-11-13,45998866980
2014-11-14,45150019200
2014-11-17,45658413900
2014-11-18,47208732120
2014-11-19,47440651500
2014-11-20,46383876000
2014-11-21,46298191500
2014-11-24,46812298500
2014-11-25,47183598000
2014-11-26,47508056640
2014-11-28,47538903060
2014-12-01,46694625120
2014-12-02,48124985040
2014-12-03,48487144860
2014-12-04,48350049660
2014-12-05,48352334580
2014-12-08,49691297700
2014-12-09,49430816820
2014-12-10,48318060780
2014-12-11,48480290100
2014-12-12,47576604240
2014-12-15,45813788460
2014-12-16,45256267980
2014-12-17,46953963540
2014-12-18,48416312340
2014-12-19,48856159440
2014-12-22,47180170620
2014-12-23,45018636300
2014-12-24,45712109520
2014-12-26,47238436080
2014-12-29,47282992020
2014-12-30,46651211640
2014-12-31,46981419750
2015-01-02,46971113040
2015-01-05,47235651930
2015-01-06,45451445910
2015-01-07,46691686680
2015-01-08,46179786750
2015-01-09,47071889760
2015-01-12,47334138270
2015-01-13,46550828310
2015-01-14,46301176890
2015-01-15,45477785280
2015-01-16,46802770110
2015-01-20,48225096090
2015-01-21,47881539090
2015-01-22,48190740390
2015-01-23,48122028990
2015-01-26,48529716630
2015-01-27,47610129060
2015-01-28,46723752000
2015-01-29,47484158160
2015-01-30,47715486540
2015-02-02,47306653710
2015-02-03,46861174800
2015-02-04,45963345840
2015-02-05,47395978530
2015-02-06,46593200340
2015-02-09,45775534680
2015-02-10,45888908490
2015-02-11,45691935810
2015-02-12,46006863060
2015-02-13,46082445600
2015-02-17,46286289420
2015-02-18,46471810200
2015-02-19,48853805400
2015-02-20,48530861820
2015-02-23,48683172090
2015-02-24,48171272160
2015-02-25,48446117760
2015-02-26,48083092530
2015-02-27,47392542960
2015-03-02,47919330360
2015-03-03,47239660095
2015-03-04,47300927760
2015-03-05,49122925050
2015-03-06,48341905470
2015-03-09,48884725530
2015-03-10,48423213960
2015-03-11,48619041450
2015-03-12,48688898040
2015-03-13,49172168220
2015-03-16,51736248630
2015-03-17,53571988200
2015-03-18,54065565090
2015-03-19,55658524380
2015-03-20,55984903530
2015-03-23,54776728080
2015-03-24,54252231060
2015-03-25,51990480810
2015-03-26,51347456625
2015-03-27,52048885500
2015-03-30,52653545820
2015-03-31,51998473990
2015-04-01,50812188258
2015-04-02,50477033746
2015-04-06,50702773555
2015-04-07,50866319743
2015-04-08,52195420456
2015-04-09,52408491194
2015-04-10,53139842107
2015-04-13,52631927536
2015-04-14,52411946396
2015-04-15,52276041817
2015-04-16,52682603820
2015-04-17,51542387437
2015-04-20,52106736960
2015-04-21,53350609377
2015-04-22,54434390808
2015-04-23,55292432429
2015-04-24,55293584163
2015-04-27,54532288174
2015-04-28,53709950298
2015-04-29,54096932828
2015-04-30,52687210755
2015-05-01,54265085951
2015-05-04,54611757801
2015-05-05,53613204666
2015-05-06,54132636573
2015-05-07,53972545586
2015-05-08,55431792209
2015-05-11,55002195532
2015-05-12,55214114536
2015-05-13,54990678195
2015-05-14,56599650201
2015-05-15,56320930641
2015-05-18,57211220807
2015-05-19,58064655493
2015-05-20,59057449960
2015-05-21,59429459952
2015-05-22,59185292403
2015-05-26,58350285456
2015-05-27,59356900727
2015-05-28,58982587268
2015-05-29,59033263552
2015-06-01,59177230267
2015-06-02,58611729010
2015-06-03,59224451349
2015-06-04,59731214186
2015-06-05,62124516856
2015-06-08,60591559275
2015-06-09,60591562385
2015-06-10,59005621943
2015-06-11,57713376709
2015-06-12,56698699301
2015-06-15,57478423030
2015-06-16,57789391134
2015-06-17,59071270765
2015-06-18,60808085214
2015-06-19,60152748728
2015-06-22,59971926534
2015-06-23,60011085480
2015-06-24,59497412241
2015-06-25,59802621677
2015-06-26,59962712664
2015-06-29,58159097658
2015-06-30,59105795163
2015-07-01,58686366824
2015-07-02,59215866136
2015-07-06,59350268587
2015-07-07,59972459245
2015-07-08,59009627892
2015-07-09,58978344563
2015-07-10,60945718373
2015-07-13,62127533030
2015-07-14,62902664407
2015-07-15,62958279215
2015-07-16,63902572298
2015-07-17,63954711180
2015-07-20,65019503012
2015-07-21,64883941920
2015-07-22,64481893208
2015-07-23,64491162343
2015-07-24,62781007016
2015-07-27,62570134205
2015-07-28,64009167345
2015-07-29,63293126701
2015-07-30,63389293972
2015-07-31,64149363006
2015-08-03,64220040157
2015-08-04,67310137891
2015-08-05,68637941416
2015-08-06,67487410089
2015-08-07,67089995945
2015-08-10,67317089742
2015-08-11,65693832552
2015-08-12,67114327423
2015-08-13,66517626886
2015-08-14,66772528086
2015-08-17,66825825610
2015-08-18,66004348559
2015-08-19,65916291781
2015-08-20,63337155090
2015-08-21,61081279466
2015-08-24,58462748953
2015-08-25,57818544101
2015-08-26,62041793535
2015-08-27,62334929916
2015-08-28,62184306479
2015-08-31,59496257457
2015-09-01,57517297228
2015-09-02,60108020337
2015-09-03,58918095188
2015-09-04,57930932358
2015-09-08,62886443422
2015-09-09,61100976377
2015-09-10,61549370762
2015-09-11,61790368260
2015-09-14,61570226314
2015-09-15,62734661343
2015-09-16,62681363820
2015-09-17,63837688356
2015-09-18,63767011205
2015-09-21,61336180667
2015-09-22,61428872012
2015-09-23,62161133643
2015-09-24,60481103004
2015-09-25,56851078181
2015-09-28,52600021344
2015-09-29,52349754711
2015-09-30,53721809440
2015-10-01,54626143120
2015-10-02,55330668720
2015-10-05,54645777440
2015-10-06,53107370720
2015-10-07,56103336960
2015-10-08,56732790160
2015-10-09,58200744320
2015-10-12,60846757680
2015-10-13,58676587840
2015-10-14,58819802880
2015-10-15,59982847600
2015-10-16,59433086640
2015-10-19,60469085759
2015-10-20,59442326319
2015-10-21,59888140880
2015-10-22,60648104560
2015-10-23,61986703200
2015-10-26,63045801520
2015-10-27,65577473839
2015-10-28,65964385440
2015-10-29,64680069920
2015-10-30,64376315440
2015-11-02,66872184000
2015-11-03,66756688000
2015-11-04,65139744000
2015-11-05,65158223360
2015-11-06,64908752000
2015-11-09,64506825920
2015-11-10,65239070560
2015-11-11,65418089360
2015-11-12,63815004880
2015-11-13,63395754400
2015-11-16,64490656480
2015-11-17,65937821360
2015-11-18,67806546640
2015-11-19,67143599600
2015-11-20,66938016720
2015-11-23,65930891600
2015-11-24,65540515120
2015-11-25,64872948240
2015-11-27,65035797600
2015-11-30,62887572000
2015-12-01,63030787040
2015-12-02,63162452480
2015-12-03,61874672080
2015-12-04,64522995360
2015-12-07,63131268560
2015-12-08,64253889680
2015-12-09,63221355440
2015-12-10,63311442319
2015-12-11,61733766960
2015-12-14,62360910240
2015-12-15,64267749200
2015-12-16,64639646319
2015-12-17,63694889040
2015-12-18,62856388080
2015-12-21,61507394799
2015-12-22,61021156640
2015-12-23,61888531600
2015-12-24,62094114480
2015-12-28,62400178880
2015-12-29,63547054160
2015-12-30,63313752240
2015-12-31,61991850221
2016-01-04,58986295488
2016-01-05,58121855924
2016-01-06,59320880419
2016-01-07,57320222405
2016-01-08,56146320329
2016-01-11,54906186423
2016-01-12,54239300418
2016-01-13,52479589232
2016-01-14,54707490935
2016-01-15,52865560926
2016-01-19,51046469479
2016-01-20,52751368117
2016-01-21,52707974850
2016-01-22,55153984818
2016-01-25,54026901794
2016-01-26,52935218540
2016-01-27,49577949955
2016-01-28,47402576943
2016-01-29,47971257132
2016-02-01,47763426220
2016-02-02,46806490481
2016-02-03,48076314517
2016-02-04,47114811065
2016-02-05,45290009977
2016-02-08,44595717698
2016-02-09,41791142309
2016-02-10,41963573451
2016-02-11,41936167177
2016-02-12,43280216539
2016-02-16,44736174853
2016-02-17,45364235303
2016-02-18,44226874925
2016-02-19,45103875698
2016-02-22,45196371874
2016-02-23,44173204305
2016-02-24,44949715406
2016-02-25,44990824817
2016-02-26,45018231092
2016-02-29,43852322512
2016-03-01,46843032179
2016-03-02,46568969438
2016-03-03,45898657649
2016-03-04,46113340130
2016-03-07,46622640058
2016-03-08,45084462921
2016-03-09,42793755172
2016-03-10,43114636966
2016-03-11,43064392130
2016-03-14,42624749815
2016-03-15,41933883320
2016-03-16,42075482404
2016-03-17,41734045905
2016-03-18,41624420808
2016-03-21,42370099851
2016-03-22,43200281572
2016-03-23,41723768552
2016-03-24,42342693577
2016-03-28,41549053554
2016-03-29,41951012242
2016-03-30,41072869541
2016-03-31,41849003343
2016-04-01,47051682956
2016-04-04,47057488222
2016-04-05,46865914436
2016-04-06,49600194840
2016-04-07,48587756406
2016-04-08,47015690305
2016-04-11,45993963445
2016-04-12,47379099972
2016-04-13,47663558019
2016-04-14,47235129369
2016-04-15,47223518837
2016-04-18,49040567173
2016-04-19,48042061378
2016-04-20,46413103668
2016-04-21,47553257960
2016-04-22,46950671323
2016-04-25,47245578849
2016-04-26,47215391464
2016-04-27,45313586241
2016-04-28,45432013672
2016-04-29,43738036980
2016-05-02,44644819569
2016-05-03,43112229279
2016-05-04,41872224408
2016-05-05,43856464412
2016-05-06,42953164983
2016-05-09,43594066377
2016-05-10,44801561757
2016-05-11,43174926154
2016-05-12,42452751033
2016-05-13,42896273374
2016-05-16,45507482133
2016-05-17,44860775473
2016-05-18,45313586241
2016-05-19,44503171072
2016-05-20,44816655450
2016-05-23,45587594808
2016-05-24,46175087752
2016-05-25,45802389659
2016-05-26,45692089600
2016-05-27,46003251871
2016-05-31,46317897302
2016-06-01,46942543950
2016-06-02,47269960967
2016-06-03,46529208993
2016-06-06,46893779714
2016-06-07,45800067552
2016-06-08,45161488265
2016-06-09,44245417251
2016-06-10,43194664059
2016-06-13,42637358499
2016-06-14,42551440559
2016-06-15,42716310120
2016-06-16,42554923719
2016-06-17,41125667168
2016-06-20,40945703914
2016-06-21,40072591870
2016-06-22,40859785974
2016-06-23,41465855770
2016-06-24,39415435731
2016-06-27,38436667841
2016-06-28,39450267328
2016-06-29,40388398354
2016-06-30,40673421180
2016-07-01,41753061000
2016-07-05,41882338260
2016-07-06,43275271620
2016-07-07,43261295700
2016-07-08,44064911100
2016-07-11,43760934840
2016-07-12,42946837500
2016-07-13,42451857000
2016-07-14,42541535820
2016-07-15,43536155460
2016-07-18,44436437640
2016-07-19,43925151900
2016-07-20,44804470200
2016-07-21,45365836320
2016-07-22,45577804440
2016-07-25,45992423400
2016-07-26,46384913820
2016-07-27,48343871940
2016-07-28,47872184640
2016-07-29,49512025920
2016-08-01,50546244000
2016-08-02,50651063400
2016-08-03,51404598420
2016-08-04,50476364400
2016-08-05,49265118000
2016-08-08,49036844640
2016-08-09,48827205840
2016-08-10,48389293680
2016-08-11,49072949100
2016-08-12,49095077640
2016-08-15,49249977420
2016-08-16,48174996240
2016-08-17,47946722880
2016-08-18,47852385420
2016-08-19,47087203800
2016-08-22,48758490900
2016-08-23,48986764260
2016-08-24,47197846500
2016-08-25,46615516500
2016-08-26,46932304020
2016-08-29,46514191080
2016-08-30,46029692520
2016-08-31,45718728300
2016-09-01,45817724400
2016-09-02,45263346240
2016-09-06,46389572460
2016-09-07,46573588740
2016-09-08,46799532780
2016-09-09,44773024380
2016-09-12,46529331660
2016-09-13,45537041340
2016-09-14,46302222960
2016-09-15,46906681500
2016-09-16,47591501580
2016-09-19,46915998780
2016-09-20,47313147840
2016-09-21,47345758320
2016-09-22,47519292660
2016-09-23,47796481740
2016-09-26,47066239920
2016-09-27,49084595700
2016-09-28,48810900600
2016-09-29,47327123760
2016-09-30,46549091760
2016-10-03,46641722160
2016-10-04,45990993600
2016-10-05,45458368800
2016-10-06,44995216800
2016-10-07,45164267280
2016-10-10,45604261680
2016-10-11,44699957400
2016-10-12,43243344360
2016-10-13,43511972520
2016-10-14,43036083840
2016-10-17,42462933240
2016-10-18,43018715640
2016-10-19,42651667680
2016-10-20,42985137120
2016-10-21,42092411640
2016-10-24,41944203000
2016-10-25,42486090840
2016-10-26,42040307040
2016-10-27,42303145800
2016-10-28,41200844040
2016-10-31,39949175760
2016-11-01,40126331400
2016-11-02,39791704080
2016-11-03,38905925880
2016-11-04,39528865320
2016-11-07,42307777320
2016-11-08,42583352760
2016-11-09,48448014960
2016-11-10,48978324000
2016-11-11,48606644520
2016-11-14,51470081760
2016-11-15,49632526200
2016-11-16,48640223040
2016-11-17,46843193280
2016-11-18,46023414240
2016-11-21,46949718240
2016-11-22,46195938360
2016-11-23,46594249080
2016-11-25,46102150080
2016-11-28,45201319440
2016-11-29,44840060880
2016-11-30,43911441120
2016-12-01,43485341280
2016-12-02,43155345480
2016-12-05,42820718160
2016-12-06,42719982600
2016-12-07,41916413880
2016-12-08,42743140200
2016-12-09,43169240040
2016-12-12,44821534800
2016-12-13,44231016000
2016-12-14,44173122000
2016-12-15,43769021880
2016-12-16,43866283800
2016-12-19,43044189000
2016-12-20,42959663760
2016-12-21,42269567280
2016-12-22,43117135440
2016-12-23,44205542640
2016-12-27,44688378600
2016-12-28,43854705000
2016-12-29,43272291360
2016-12-30,42504616920
2017-01-03,43705748200
2017-01-04,44098259660
2017-01-05,43846177520
2017-01-06,41286220080
2017-01-09,40869536360
2017-01-10,42934538000
2017-01-11,41952683820
2017-01-12,41949230640
2017-01-13,42377424960
2017-01-17,41811103440
2017-01-18,41777722700
2017-01-19,41830671460
2017-01-20,41732831360
2017-01-23,40788962160
2017-01-24,40052283760
2017-01-25,40163936580
2017-01-26,39222369500
2017-01-27,39884229000
2017-01-30,39654017000
2017-01-31,41356434740
2017-02-01,41918152020
2017-02-02,41502619360
2017-02-03,41237875560
2017-02-06,41668372000
2017-02-07,41172265140
2017-02-08,40661194500
2017-02-09,41438160000
2017-02-10,41423196220
2017-02-13,43240719960
2017-02-14,43339711120
2017-02-15,44200704000
2017-02-16,42936840120
2017-02-17,42725045080
2017-02-21,42774540660
2017-02-22,42614543320
2017-02-23,41548661760
2017-02-24,41554417060
2017-02-27,42940293300
2017-02-28,42992091000
2017-03-01,43630929300
2017-03-02,43263741160
2017-03-03,43586037960
2017-03-06,43962434580
2017-03-07,42879287120
2017-03-08,43897975220
2017-03-09,44907454840
2017-03-10,44687602380
2017-03-13,44762421280
2017-03-14,45017956600
2017-03-15,45789166800
2017-03-16,45189464540
2017-03-17,43773660740
2017-03-20,43972794120
2017-03-21,42702023880
2017-03-22,42490228840
2017-03-23,42015992120
2017-03-24,42934538000
2017-03-27,44163870080
2017-03-28,44033800300
2017-03-29,45367878840
2017-03-30,44451635080
2017-03-31,44986429997
2017-04-03,44484916804
2017-04-04,44453572229
2017-04-05,43808106175
2017-04-06,44054219131
2017-04-07,44178436519
2017-04-10,43332133005
2017-04-11,42613529610
2017-04-12,42527622257
2017-04-13,42996629966
2017-04-17,43354190298
2017-04-18,42496277683
2017-04-19,43065123666
2017-04-20,43696658798
2017-04-21,42967607212
2017-04-24,43177731952
2017-04-25,43223007449
2017-04-26,43115042803
2017-04-27,42561288652
2017-04-28,45100199194
2017-05-01,45991778204
2017-05-02,46673232474
2017-05-03,47252526649
2017-05-04,50419489593
2017-05-05,49803046293
2017-05-08,49150614777
2017-05-09,49591760642
2017-05-10,50101400206
2017-05-11,51129966617
2017-05-12,51318034064
2017-05-15,52288554966
2017-05-16,52792389980
2017-05-17,51860179114
2017-05-18,53091904804
2017-05-19,52242118560
2017-05-22,53516797926
2017-05-23,53560912513
2017-05-24,53197547630
2017-05-25,52902676446
2017-05-26,52841148207
2017-05-30,52086556597
2017-05-31,53292742264
2017-06-01,54100735742
2017-06-02,55773607297
2017-06-05,55753871824
2017-06-06,55460161551
2017-06-07,55955870194
2017-06-08,56408625160
2017-06-09,55234944978
2017-06-12,55286025025
2017-06-13,54988832022
2017-06-14,55356840546
2017-06-15,54504732481
2017-06-16,53391419628
2017-06-19,54756649988
2017-06-20,57503363450
2017-06-21,60601832694
2017-06-22,61125403181
2017-06-23,60057365824
2017-06-26,59892516580
2017-06-27,58291621456
2017-06-28,59576749014
2017-06-29,59198292298
2017-06-30,57445183754
2017-07-03,57046340091
2017-07-05,58130586647
2017-07-06,57334068950
2017-07-07,58072105171
2017-07-10,58470948834
2017-07-11,57545771892
2017-07-12,58129417017
2017-07-13,59072138402
2017-07-14,59054593959
2017-07-17,58260415522
2017-07-18,58204273306
2017-07-19,59275653937
2017-07-20,60952902654
2017-07-21,60343525679
2017-07-24,60963429320
2017-07-25,60054627190
2017-07-26,60309606424
2017-07-27,59465133917
2017-07-28,59500222803
2017-07-31,57501325970
2017-08-01,55206512872
2017-08-02,55770274295
2017-08-03,54634564041
2017-08-04,54827552910
2017-08-07,54984283265
2017-08-08,54935158825
2017-08-09,55450965439
2017-08-10,53812314496
2017-08-11,54573743307
2017-08-14,55503598767
2017-08-15,55273181754
2017-08-16,54801821061
2017-08-17,54273148523
2017-08-18,54736321808
2017-08-21,54942176602
2017-08-22,55984316496
2017-08-23,55808872069
2017-08-24,56757441602
2017-08-25,55884897987
2017-08-28,56050985378
2017-08-29,56028762417
2017-08-30,56974992691
2017-08-31,58118890351
2017-09-01,58949327304
2017-09-05,57821804456
2017-09-06,58507207349
2017-09-07,55197155835
2017-09-08,55146861766
2017-09-11,52061379119
2017-09-12,51987692460
2017-09-13,51199362170
2017-09-14,51611071758
2017-09-15,50697591110
2017-09-18,50836777022
2017-09-19,50455477802
2017-09-20,51249656239
2017-09-21,50697591110
2017-09-22,50612208156
2017-09-25,51247316980
2017-09-26,50875374796
2017-09-27,50929177753
2017-09-28,50891749609
2017-09-29,52296474651
2017-10-02,53562522240
2017-10-03,52796581880
2017-10-04,52845249800
2017-10-05,53696938400
2017-10-06,54455926200
2017-10-09,54410734560
2017-10-10,53433899880
2017-10-11,52488351720
2017-10-12,51813953400
2017-10-13,51328432960
2017-10-16,51643615680
2017-10-17,51282082560
2017-10-18,50912438120
2017-10-19,51094363440
2017-10-20,50171990480
2017-10-23,50146497760
2017-10-24,49422272760
2017-10-25,48891560680
2017-10-26,48209051040
2017-10-27,47418776720
2017-10-30,47105911520
2017-10-31,46653995120
2017-11-01,46002772000
2017-11-02,46054916200
2017-11-03,47324917160
2017-11-06,47118657880
2017-11-07,46859095640
2017-11-08,48108238920
2017-11-09,47069989960
2017-11-10,46876477040
2017-11-13,45611111120
2017-11-14,44589084800
2017-11-15,44762898800
2017-11-16,45735098440
2017-11-17,45375882840
2017-11-20,44637752720
2017-11-21,44547369440
2017-11-22,44906585040
2017-11-24,44594878600
2017-11-27,43399038280
2017-11-28,42410616000
2017-11-29,41556609880
2017-11-30,41930889360
2017-12-01,43276209720
2017-12-04,43844002120
2017-12-05,43145269840
2017-12-06,43468563880
2017-12-07,43292432360
2017-12-08,44123263280
2017-12-11,44185836320
2017-12-12,44232186720
2017-12-13,44805772920
2017-12-14,44394413120
2017-12-15,45069970200
2017-12-18,44425699640
2017-12-19,44695690720
2017-12-20,44367761640
2017-12-21,44512606640
2017-12-22,44148756000
2017-12-26,44893838680
2017-12-27,44506812840
2017-12-28,44359650320
2017-12-29,43564740960
2018-01-02,43960740000
2018-01-03,45245322000
2018-01-04,44000955000
2018-01-05,44247990000
2018-01-08,42802548000
2018-01-09,42357885000
2018-01-10,42106254000
2018-01-11,42313074000
2018-01-12,42163704000
2018-01-16,42537129000
2018-01-17,42980643000
2018-01-18,42660072000
2018-01-19,42688797000
2018-01-22,43186314000
2018-01-23,43858479000
2018-01-24,44043468000
2018-01-25,45022416000
2018-01-26,43013964000
2018-01-29,43992912000
2018-01-30,43635573000
2018-01-31,42128085000
2018-02-01,39731271000
2018-02-02,39969114000
2018-02-05,38144502000
2018-02-06,38928120000
2018-02-07,38446689000
2018-02-08,37069038000
2018-02-09,38650062000
2018-02-12,39372783000
2018-02-13,37293093000
2018-02-14,37996281000
2018-02-15,38282382000
2018-02-16,38164035000
2018-02-20,37117296000
2018-02-21,36481899000
2018-02-22,36287718000
2018-02-23,37211514000
2018-02-26,37329861000
2018-02-27,36879453000
2018-02-28,36818556000
2018-03-01,36972522000
2018-03-02,37971003000
2018-03-05,38366259000
2018-03-06,38316852000
2018-03-07,38423709000
2018-03-08,39155622000
2018-03-09,39261330000
2018-03-12,39588795000
2018-03-13,38807475000
2018-03-14,39229158000
2018-03-15,38483457000
2018-03-16,39445170000
2018-03-19,38960292000
2018-03-20,38360514000
2018-03-21,38476563000
2018-03-22,37651581000
2018-03-23,36916221000
2018-03-26,37998579000
2018-03-27,37829676000
2018-03-28,38891352000
2018-03-29,39566964000
2018-04-02,37815515270
2018-04-03,38003128548
2018-04-04,38592279999
2018-04-05,37590150540
2018-04-06,36562853447
2018-04-09,36573149298
2018-04-10,37527231453
2018-04-11,36925496185
2018-04-12,37188612367
2018-04-13,36785930210
2018-04-16,36401551788
2018-04-17,36908336434
2018-04-18,36766482492
2018-04-19,36130427722
2018-04-20,35949678345
2018-04-23,36151019423
2018-04-24,35692282080
2018-04-25,36169323157
2018-04-26,37061630209
2018-04-27,35812400337
2018-04-30,34740487891
2018-05-01,34459067974
2018-05-02,33877924407
2018-05-03,33451218599
2018-05-04,33318516525
2018-05-07,33008497023
2018-05-08,32701909472
2018-05-09,32557767564
2018-05-10,33049680425
2018-05-11,35113426479
2018-05-14,35410862163
2018-05-15,34370981253
2018-05-16,34686720671
2018-05-17,35234688720
2018-05-18,34526562995
2018-05-21,33930547644
2018-05-22,33710902831
2018-05-23,33782973785
2018-05-24,33702894947
2018-05-25,33603368391
2018-05-29,33919107810
2018-05-30,34421316522
2018-05-31,34356109468
2018-06-01,35106562579
2018-06-04,35702577930
2018-06-05,35675122329
2018-06-06,36050348884
2018-06-07,35317055524
2018-06-08,35246128554
2018-06-11,35686562163
2018-06-12,35409718180
2018-06-13,35266720255
2018-06-14,36112123987
2018-06-15,36069796602
2018-06-18,36105260087
2018-06-19,37416265063
2018-06-20,38544232696
2018-06-21,37641629793
2018-06-22,37976816929
2018-06-25,37420840997
2018-06-26,37434568798
2018-06-27,38507625227
2018-06-28,39103640578
2018-06-29,39466283316
2018-07-02,40391287624
2018-07-03,40704166540
2018-07-05,41519722242
2018-07-06,42513572914
2018-07-09,42711422817
2018-07-10,42131676591
2018-07-11,42009745837
2018-07-12,42150081233
2018-07-13,42289266339
2018-07-16,41956832491
2018-07-17,42035052220
2018-07-18,42098318177
2018-07-19,42300769240
2018-07-20,42228300962
2018-07-23,42124774850
2018-07-24,42879365176
2018-07-25,43077215078
2018-07-26,42973688966
2018-07-27,42284665178
2018-07-30,42734428619
2018-07-31,42331827074
2018-08-01,42679214693
2018-08-02,45666518161
2018-08-03,45422656653
2018-08-06,44867066520
2018-08-07,45024656268
2018-08-08,43051908695
2018-08-09,42806896897
2018-08-10,42420399414
2018-08-13,42152381813
2018-08-14,42127075430
2018-08-15,41625548934
2018-08-16,42765486453
2018-08-17,43050758405
2018-08-20,43112874072
2018-08-21,43545383161
2018-08-22,43730579872
2018-08-23,43617851439
2018-08-24,43288868462
2018-08-27,44681869809
2018-08-28,44867066520
2018-08-29,46773097266
2018-08-30,46990502100
2018-08-31,46788051037
2018-09-04,46463669221
2018-09-05,46809906550
2018-09-06,45773495143
2018-09-07,45484197175
2018-09-10,45441061295
2018-09-11,45294974449
2018-09-12,44732482575
2018-09-13,45748188760
2018-09-14,45110928028
2018-09-17,44457563234
2018-09-18,44669216618
2018-09-19,44136632288
2018-09-20,44544985284
2018-09-21,44893523193
2018-09-24,44883170582
2018-09-25,44867066520
2018-09-26,45037309459
2018-09-27,46701779278
2018-09-28,46476322412
2018-10-01,45234446141
2018-10-02,45961905717
2018-10-03,46245316624
2018-10-04,44984310198
2018-10-05,44952182646
2018-10-08,45225266840
2018-10-09,45039386002
2018-10-10,43824276080
2018-10-11,42645883360
2018-10-12,44079001673
2018-10-15,43320561957
2018-10-16,45726686138
2018-10-17,45788646417
2018-10-18,45348039986
2018-10-19,44729584606
2018-10-22,44496659852
2018-10-23,43680849508
2018-10-24,40318930648
2018-10-25,38660919470
2018-10-26,38532409261
2018-10-29,38573716114
2018-10-30,38977605342
2018-10-31,38924824363
2018-11-01,40745768128
2018-11-02,40456620158
2018-11-05,40725114701
2018-11-06,41032621273
2018-11-07,41794503226
2018-11-08,41690088681
2018-11-09,40923617078
2018-11-12,39764730372
2018-11-13,39252984361
2018-11-14,38701078910
2018-11-15,39201350795
2018-11-16,39623598625
2018-11-19,38896139049
2018-11-20,38701078910
2018-11-21,39375757507
2018-11-23,39110705201
2018-11-26,40524317500
2018-11-27,40571361416
2018-11-28,41724511059
2018-11-29,41257514139
2018-11-30,41955140987
2018-12-03,43901152723
2018-12-04,42775540982
2018-12-06,43795590766
2018-12-07,42778983220
2018-12-10,43325151608
2018-12-11,43110585455
2018-12-12,43367605873
2018-12-13,43430713565
2018-12-14,43735925311
2018-12-17,43085342379
