,MTB
2009-04-13,6265349197
2009-04-14,5794913421
2009-04-15,6201198864
2009-04-16,6394775308
2009-04-17,6749290306
2009-04-20,5909708754
2009-04-21,5824174977
2009-04-22,5582204422
2009-04-23,5800540643
2009-04-24,6027880420
2009-04-27,5682368977
2009-04-28,5576577200
2009-04-29,5919837754
2009-04-30,5902956087
2009-05-01,5558570089
2009-05-04,6335126752
2009-05-05,6110037864
2009-05-06,6415033308
2009-05-07,5953601087
2009-05-08,6200073419
2009-05-11,5771279088
2009-05-12,5644103866
2009-05-13,5235567534
2009-05-14,5401007867
2009-05-15,5195051535
2009-05-18,5478663533
2009-05-19,5761150088
2009-05-20,5371746312
2009-05-21,5242320201
2009-05-22,5259201868
2009-05-26,5514677756
2009-05-27,5488792533
2009-05-28,5465158200
2009-05-29,5660985533
2009-06-01,5717257755
2009-06-02,5510175978
2009-06-03,5514677756
2009-06-04,5590082533
2009-06-05,5451652867
2009-06-08,5516928644
2009-06-09,5538312089
2009-06-10,5381875312
2009-06-11,5474161756
2009-06-12,5498921533
2009-06-15,5319975867
2009-06-16,5157911868
2009-06-17,5036363869
2009-06-18,5088134313
2009-06-19,5267079979
2009-06-22,4976715313
2009-06-23,5057747313
2009-06-24,5170291757
2009-06-25,5590082533
2009-06-26,5531559422
2009-06-29,5779157199
2009-06-30,5980022090
2009-07-01,6007027884
2009-07-02,6152624338
2009-07-06,6284130812
2009-07-07,6192545946
2009-07-08,5990589574
2009-07-09,6012898708
2009-07-10,6030511183
2009-07-13,6412114791
2009-07-14,6280608317
2009-07-15,6528357122
2009-07-16,6541272936
2009-07-17,6392153987
2009-07-20,6705656029
2009-07-21,6443817245
2009-07-22,6450862235
2009-07-23,6712701019
2009-07-24,6753796792
2009-07-27,6989803947
2009-07-28,6857123308
2009-07-29,6722094338
2009-07-30,6944011514
2009-07-31,6847729988
2009-08-03,6826595019
2009-08-04,6926399040
2009-08-05,7055557184
2009-08-06,6932269864
2009-08-07,7184715329
2009-08-10,7235204421
2009-08-11,7000371431
2009-08-12,7002719761
2009-08-13,7076692153
2009-08-14,7047338029
2009-08-17,6780802586
2009-08-18,6820724194
2009-08-19,6861819967
2009-08-20,6996848937
2009-08-21,7096652957
2009-08-24,7144793720
2009-08-25,7201153638
2009-08-26,7216417782
2009-08-27,7190586153
2009-08-28,7237552751
2009-08-31,7251642731
2009-09-01,6882954936
2009-09-02,6682172730
2009-09-03,6854774978
2009-09-04,6864168297
2009-09-08,6893522421
2009-09-09,6927573205
2009-09-10,7023854730
2009-09-11,6966320648
2009-09-14,6965146483
2009-09-15,7319744298
2009-09-16,7844596030
2009-09-17,7655555474
2009-09-18,7754185329
2009-09-21,7687257927
2009-09-22,7653207144
2009-09-23,7489998216
2009-09-24,7416025824
2009-09-25,7335008442
2009-09-28,7424244978
2009-09-29,7335008442
2009-09-30,8109927260
2009-10-01,7830139975
2009-10-02,7826235966
2009-10-05,7865276053
2009-10-06,8108625924
2009-10-07,8128145967
2009-10-08,8217938166
2009-10-09,8591421658
2009-10-12,8617448382
2009-10-13,8574504287
2009-10-14,8754088684
2009-10-15,8743677994
2009-10-16,8657789805
2009-10-19,8623955063
2009-10-20,8760595365
2009-10-21,8623955063
2009-10-22,8974014504
2009-10-23,8949289116
2009-10-26,8839976874
2009-10-27,8677309848
2009-10-28,8439165321
2009-10-29,8545874891
2009-10-30,8178898079
2009-11-02,8234855536
2009-11-03,8165884717
2009-11-04,7931644199
2009-11-05,8142460665
2009-11-06,8176295407
2009-11-09,8409234589
2009-11-10,8268690278
2009-11-11,8359783813
2009-11-12,8198418123
2009-11-13,8133351312
2009-11-16,8250471571
2009-11-17,8264786269
2009-11-18,8441767994
2009-11-19,8501629459
2009-11-20,8569298942
2009-11-23,8668200494
2009-11-24,8643475106
2009-11-25,8636968425
2009-11-27,8309031700
2009-11-30,8534162865
2009-12-01,8543272218
2009-12-02,8515944158
2009-12-03,8176295407
2009-12-04,8255676916
2009-12-07,7994108338
2009-12-08,8296018338
2009-12-09,8323346399
2009-12-10,8275196959
2009-12-11,8385810537
2009-12-14,8439165321
2009-12-15,8174994071
2009-12-16,8202322131
2009-12-17,8250471571
2009-12-18,8441767994
2009-12-21,8558888253
2009-12-22,8700733900
2009-12-23,8622653727
2009-12-24,8695528555
2009-12-28,8699432563
2009-12-29,8696829891
2009-12-30,8729363296
2009-12-31,7977266817
2010-01-04,7991577955
2010-01-05,8134689335
2010-01-06,8406600956
2010-01-07,8720253396
2010-01-08,8806120224
2010-01-11,8722638586
2010-01-12,8549712336
2010-01-13,8779883138
2010-01-14,8985009449
2010-01-15,8725023776
2010-01-19,8908683380
2010-01-20,9265269234
2010-01-21,9372602768
2010-01-22,9014824319
2010-01-25,8944461225
2010-01-26,8793001681
2010-01-27,9099498552
2010-01-28,9030328052
2010-01-29,8795386871
2010-02-01,8932535276
2010-02-02,8944461225
2010-02-03,8606956888
2010-02-04,8424489879
2010-02-05,8666586629
2010-02-08,8502008543
2010-02-09,8585490181
2010-02-10,8666586629
2010-02-11,8634386569
2010-02-12,8595030939
2010-02-16,8958772362
2010-02-17,8883638888
2010-02-18,8995742802
2010-02-19,9135276397
2010-02-22,9312973027
2010-02-23,9209217277
2010-02-24,9326091570
2010-02-25,9132891208
2010-02-26,9234261768
2010-03-01,9278387777
2010-03-02,9357099036
2010-03-03,9135276397
2010-03-04,9082802225
2010-03-05,9367832389
2010-03-08,9389299096
2010-03-09,9396454665
2010-03-10,9488284467
2010-03-11,9576536484
2010-03-12,9540758640
2010-03-15,9577729079
2010-03-16,9713684890
2010-03-17,9873492597
2010-03-18,10017796572
2010-03-19,9931929744
2010-03-22,9928351959
2010-03-23,9923581580
2010-03-24,9903307468
2010-03-25,9832944373
2010-03-26,9637358821
2010-03-29,9654055148
2010-03-30,9512136364
2010-03-31,10192445978
2010-04-01,10216842107
2010-04-05,10478779494
2010-04-06,10844721432
2010-04-07,10702196678
2010-04-08,10802349208
2010-04-09,10957714031
2010-04-12,10953862010
2010-04-13,10903785745
2010-04-14,11143895017
2010-04-15,11060434575
2010-04-16,10817757290
2010-04-19,10798497188
2010-04-20,10914057800
2010-04-21,11078410670
2010-04-22,11276147717
2010-04-23,11362176173
2010-04-26,10971838106
2010-04-27,10797213181
2010-04-28,10969270092
2010-04-29,11484156819
2010-04-30,11215799398
2010-05-03,11446920622
2010-05-04,11186267241
2010-05-05,11223503438
2010-05-06,10820325303
2010-05-07,10794645167
2010-05-10,11358324152
2010-05-11,11398128363
2010-05-12,11644657669
2010-05-13,11584309349
2010-05-14,11202959330
2010-05-17,11278715731
2010-05-18,10735580854
2010-05-19,10707332705
2010-05-20,10233534196
2010-05-21,10785657120
2010-05-24,10451815352
2010-05-25,10376058950
2010-05-26,10313142617
2010-05-27,10462087406
2010-05-28,10174469883
2010-06-01,9954904720
2010-06-02,10229682175
2010-06-03,10138517692
2010-06-04,9676275244
2010-06-07,9532466483
2010-06-08,9834208081
2010-06-09,9791835856
2010-06-10,10097429475
2010-06-11,10065329305
2010-06-14,9954904720
2010-06-15,10189877964
2010-06-16,10519867712
2010-06-17,11471316751
2010-06-18,11647225682
2010-06-21,12127444226
2010-06-22,12032427722
2010-06-23,11687029893
2010-06-24,11131054949
2010-06-25,11346768091
2010-06-28,11458476683
2010-06-29,11079694677
2010-06-30,10947432423
2010-07-01,11237387961
2010-07-02,10939700275
2010-07-06,11077590242
2010-07-07,11498992291
2010-07-08,11420382123
2010-07-09,11627861419
2010-07-12,11484816687
2010-07-13,11792813903
2010-07-14,11590489372
2010-07-15,11441001183
2010-07-16,11047950343
2010-07-19,11093054538
2010-07-20,10964185410
2010-07-21,10760572188
2010-07-22,11170376015
2010-07-23,11541519103
2010-07-26,11904930044
2010-07-27,11578891150
2010-07-28,11318575512
2010-07-29,11211614136
2010-07-30,11255429639
2010-08-02,11541519103
2010-08-03,11339194572
2010-08-04,11417804740
2010-08-05,11297956451
2010-08-06,11196149840
2010-08-09,11334039807
2010-08-10,11328885042
2010-08-11,10875265711
2010-08-12,10978361014
2010-08-13,10998980074
2010-08-16,11011866987
2010-08-17,11653635245
2010-08-18,11604664976
2010-08-19,11509301821
2010-08-20,11567292929
2010-08-23,11441001183
2010-08-24,11259295713
2010-08-25,11187129001
2010-08-26,11166509941
2010-08-27,11312132055
2010-08-30,10947432423
2010-08-31,11036352121
2010-09-01,11274760008
2010-09-02,11247697491
2010-09-03,11460331553
2010-09-07,10915215141
2010-09-08,11013155678
2010-09-09,11238676652
2010-09-10,11156200410
2010-09-13,11390742223
2010-09-14,11327596351
2010-09-15,11263161787
2010-09-16,11201304605
2010-09-17,11172953397
2010-09-20,11727090648
2010-09-21,11429402962
2010-09-22,11461620244
2010-09-23,11362391015
2010-09-24,11678120379
2010-09-27,10855935342
2010-09-28,10631703060
2010-09-29,10542783361
2010-09-30,10613329679
2010-10-01,10626302823
2010-10-04,10657438371
2010-10-05,10779385931
2010-10-06,10237108482
2010-10-07,9972456330
2010-10-08,9968564387
2010-10-11,10017862337
2010-10-12,10060673714
2010-10-13,9960780500
2010-10-14,9815481280
2010-10-15,9758399443
2010-10-18,9962077815
2010-10-19,9824562481
2010-10-20,9609208279
2010-10-21,9465206373
2010-10-22,9657208914
2010-10-25,9675371317
2010-10-26,9751912870
2010-10-27,9723371952
2010-10-28,9685749833
2010-10-29,9697425663
2010-11-01,10050295199
2010-11-02,10073646859
2010-11-03,10466733143
2010-11-04,10701547063
2010-11-05,10728790666
2010-11-08,10666519572
2010-11-09,10420029823
2010-11-10,10671708830
2010-11-11,10649654484
2010-11-12,10505652578
2010-11-15,10545869326
2010-11-16,10347380212
2010-11-17,10318839294
2010-11-18,10090511947
2010-11-19,10093106576
2010-11-22,9971159016
2010-11-23,10003591878
2010-11-24,10030835482
2010-11-26,9917969123
2010-11-29,9988024104
2010-11-30,9984132161
2010-12-01,10183918589
2010-12-02,10461543886
2010-12-03,10490084804
2010-12-06,10331812439
2010-12-07,10309758093
2010-12-08,10552355898
2010-12-09,10798845648
2010-12-10,11029767623
2010-12-13,11069984372
2010-12-14,10879279145
2010-12-15,10654843742
2010-12-16,10701547063
2010-12-17,10735277239
2010-12-20,10944144868
2010-12-21,11123174265
2010-12-22,11177661473
2010-12-23,11046632712
2010-12-27,11165985643
2010-12-28,11258094970
2010-12-29,11335933838
2010-12-30,11212688964
2010-12-31,11293122461
2011-01-03,11403394191
2011-01-04,11286635889
2011-01-05,11420259279
2011-01-06,11356690870
2011-01-07,11263284228
2011-01-10,11169877586
2011-01-11,11250311083
2011-01-12,11333339209
2011-01-13,11190634618
2011-01-14,11206202391
2011-01-18,11182850731
2011-01-19,11220472851
2011-01-20,11121876951
2011-01-21,11256797656
2011-01-24,11204905077
2011-01-25,11284041260
2011-01-26,11167282957
2011-01-27,11276257373
2011-01-28,11202310448
2011-01-31,11217878222
2011-02-01,11321663379
2011-02-02,11250311083
2011-02-03,11247716454
2011-02-04,11350204298
2011-02-07,11415070021
2011-02-08,11561666556
2011-02-09,11516260550
2011-02-10,11430637795
2011-02-11,11657667827
2011-02-14,11573342386
2011-02-15,11603180619
2011-02-16,11675830230
2011-02-17,11674532915
2011-02-18,11806858991
2011-02-22,11623937651
2011-02-23,11557774613
2011-02-24,11368366700
2011-02-25,11489016946
2011-02-28,11422853908
2011-03-01,11182850731
2011-03-02,11119282322
2011-03-03,11341123096
2011-03-04,11417664650
2011-03-07,11297014404
2011-03-08,11648586626
2011-03-09,11609667192
2011-03-10,11372258644
2011-03-11,11377447901
2011-03-14,11361880128
2011-03-15,11225662108
2011-03-16,11025875680
2011-03-17,11330744580
2011-03-18,11360582813
2011-03-21,11263284228
2011-03-22,11202310448
2011-03-23,11215283593
2011-03-24,11284041260
2011-03-25,11356690870
2011-03-28,11315176807
2011-03-29,11354096241
2011-03-30,11482530373
2011-03-31,11736219022
2011-04-01,11898061309
2011-04-04,11848977993
2011-04-05,11765403696
2011-04-06,11911327071
2011-04-07,11707034347
2011-04-08,11634072660
2011-04-11,11640705540
2011-04-12,11562437549
2011-04-13,11400595261
2011-04-14,11302428627
2011-04-15,11322327269
2011-04-18,11569070429
2011-04-19,11331613302
2011-04-20,11384676347
2011-04-21,11386002923
2011-04-25,11424473631
2011-04-26,11570397005
2011-04-27,11892755005
2011-04-28,11794588371
2011-04-29,11722953260
2011-05-02,11639378964
2011-05-03,11740198750
2011-05-04,11537232602
2011-05-05,11428453359
2011-05-06,11465597491
2011-05-09,11473556948
2011-05-10,11643358693
2011-05-11,11587642495
2011-05-12,11636725812
2011-05-13,11460291187
2011-05-16,11462944339
2011-05-17,11669890215
2011-05-18,11856937449
2011-05-19,11829079351
2011-05-20,11679176248
2011-05-23,11579683038
2011-05-24,11595601952
2011-05-25,11533252874
2011-05-26,11522640265
2011-05-27,11623460051
2011-05-31,11713667227
2011-06-01,11392635804
2011-06-02,11465597491
2011-06-03,11380696619
2011-06-06,11246712430
2011-06-07,11331613302
2011-06-08,11277223681
2011-06-09,11332939878
2011-06-10,11197629113
2011-06-13,11298448899
2011-06-14,11526619993
2011-06-15,11413861022
2011-06-16,11626113203
2011-06-17,11676523096
2011-06-20,11647338421
2011-06-21,11687135705
2011-06-22,11583662767
2011-06-23,11445698849
2011-06-24,11318347541
2011-06-27,11504068199
2011-06-28,11464270915
2011-06-29,11623460051
2011-06-30,10956371250
2011-07-01,11090912250
2011-07-05,10962600000
2011-07-06,11017413000
2011-07-07,11117073000
2011-07-08,10907787000
2011-07-11,10734627750
2011-07-12,10894083750
2011-07-13,10847991000
2011-07-14,10713450000
2011-07-15,10658637000
2011-07-18,10570188750
2011-07-19,10813110000
2011-07-20,10855465500
2011-07-21,11033607750
2011-07-22,11097141000
2011-07-25,11031116250
2011-07-26,10993743750
2011-07-27,10855465500
2011-07-28,10753314000
2011-07-29,10743348000
2011-08-01,10900312500
2011-08-02,10664865750
2011-08-03,10504164000
2011-08-04,10100541000
2011-08-05,9797823750
2011-08-08,9039162000
2011-08-09,9406658250
2011-08-10,8768834250
2011-08-11,9283329000
2011-08-12,9098958000
2011-08-15,9318210000
2011-08-16,9174948750
2011-08-17,9259659750
2011-08-18,8914587000
2011-08-19,8702809500
2011-08-22,8716512750
2011-08-23,9041653500
2011-08-24,9239727750
2011-08-25,9113907000
2011-08-26,9267134250
2011-08-29,9571097250
2011-08-30,9405412500
2011-08-31,9476420250
2011-09-01,9264642750
2011-09-02,9005526750
2011-09-06,8920815750
2011-09-07,9416624250
2011-09-08,9127610250
2011-09-09,8782537500
2011-09-12,9013001250
2011-09-13,9055356750
2011-09-14,9086500500
2011-09-15,9297032250
2011-09-16,9237236250
2011-09-19,8971891500
2011-09-20,8948222250
2011-09-21,8507226750
2011-09-22,8458642500
2011-09-23,8596920750
2011-09-26,9142559250
2011-09-27,9062831250
2011-09-28,8755131000
2011-09-29,8975628750
2011-09-30,8712126300
2011-10-03,8540127239
2011-10-04,8704648080
2011-10-05,8733314590
2011-10-06,9083544560
2011-10-07,8826792340
2011-10-10,9216906150
2011-10-11,9211920670
2011-10-12,9459948300
2011-10-13,9458701930
2011-10-14,9437513640
2011-10-17,9191978750
2011-10-18,9605773590
2011-10-19,9072327230
2011-10-20,9158326760
2011-10-21,9340296780
2011-10-24,9533484130
2011-10-25,9342789520
2011-10-26,9538469610
2011-10-27,9876235880
2011-10-28,9759077100
2011-10-31,9486122070
2011-11-01,9012501470
2011-11-02,9114703810
2011-11-03,9114703810
2011-11-04,8986327700
2011-11-07,8942704750
2011-11-08,9201949710
2011-11-09,8795633090
2011-11-10,9019979690
2011-11-11,9211920670
2011-11-14,8975110370
2011-11-15,9068588120
2011-11-16,8966385780
2011-11-17,8859197960
2011-11-18,8943951120
2011-11-21,8735807330
2011-11-22,8672242460
2011-11-23,8404272910
2011-11-25,8437924900
2011-11-28,8582503820
2011-11-29,8518938949
2011-11-30,9096008260
2011-12-01,9087283670
2011-12-02,9208181560
2011-12-05,9415078980
2011-12-06,9358992330
2011-12-07,9302905680
2011-12-08,8968878520
2011-12-09,9099747370
2011-12-12,8955168450
2011-12-13,8845487890
2011-12-14,8876647140
2011-12-15,8941458380
2011-12-16,9067341750
2011-12-19,8886618100
2011-12-20,9360238700
2011-12-21,9451223710
2011-12-22,9539715980
2011-12-23,9583338930
2011-12-27,9545947830
2011-12-28,9447484600
2011-12-29,9589570780
2011-12-30,9514788580
2012-01-03,9803072640
2012-01-04,9801816480
2012-01-05,9952555680
2012-01-06,9980191200
2012-01-09,10002802080
2012-01-10,10066866240
2012-01-11,10125905760
2012-01-12,10231423200
2012-01-13,10343221440
2012-01-17,10179920640
2012-01-18,10265339520
2012-01-19,10274132640
2012-01-20,10265339520
2012-01-23,10304280480
2012-01-24,10261571040
2012-01-25,10300512000
2012-01-26,10066866240
2012-01-27,10063097760
2012-01-30,10034206080
2012-01-31,10016619840
2012-02-01,10075659360
2012-02-02,10118368800
2012-02-03,10357039200
2012-02-06,10173639840
2012-02-07,10221373920
2012-02-08,10264083360
2012-02-09,10151028960
2012-02-10,10024156800
2012-02-13,10132186560
2012-02-14,10178664480
2012-02-15,10172383680
2012-02-16,10284181920
2012-02-17,10416078720
2012-02-21,10382162400
2012-02-22,10157309760
2012-02-23,10314329760
2012-02-24,10271620320
2012-02-27,10341965280
2012-02-28,10281669600
2012-02-29,10252777920
2012-03-01,10203787680
2012-03-02,10123393440
2012-03-05,10064353920
2012-03-06,9888491520
2012-03-07,10029181440
2012-03-08,10133442720
2012-03-09,10218861600
2012-03-12,10193738400
2012-03-13,10520340000
2012-03-14,10446226560
2012-03-15,10671079200
2012-03-16,10764035040
2012-03-19,10882114080
2012-03-20,10835636160
2012-03-21,10737655680
2012-03-22,10676103840
2012-03-23,10785389760
2012-03-26,10880857920
2012-03-27,10799207520
2012-03-28,10962508320
2012-03-29,10874577120
2012-03-30,10913518080
2012-04-02,11873719284
2012-04-03,11877813669
2012-04-04,11782277997
2012-04-05,11857341740
2012-04-09,11640339284
2012-04-10,11457456711
2012-04-11,11614408173
2012-04-12,11782277997
2012-04-13,11522966886
2012-04-16,11685377529
2012-04-17,11918757529
2012-04-18,11886002441
2012-04-19,11866895307
2012-04-20,11926946301
2012-04-23,11708579050
2012-04-24,11820492266
2012-04-25,11888732032
2012-04-26,11922851915
2012-04-27,11925581506
2012-04-30,11774089225
2012-05-01,11853247354
2012-05-02,11825951447
2012-05-03,11734510161
2012-05-04,11677188757
2012-05-07,11813668289
2012-05-08,11772724430
2012-05-09,11537979635
2012-05-10,11632150512
2012-05-11,11573464313
2012-05-14,11442443962
2012-05-15,11330530746
2012-05-16,11263655775
2012-05-17,11086232384
2012-05-18,11015263027
2012-05-21,11128541039
2012-05-22,11136729811
2012-05-23,11121717062
2012-05-24,11088961975
2012-05-25,11166755308
2012-05-29,11314153202
2012-05-30,11043923729
2012-05-31,11098515542
2012-06-01,10723196829
2012-06-04,10556691800
2012-06-05,10506194373
2012-06-06,10701360104
2012-06-07,10795530981
2012-06-08,10908808992
2012-06-11,10672699402
2012-06-12,10843298817
2012-06-13,10773694256
2012-06-14,10955212033
2012-06-15,11060301273
2012-06-18,11022087004
2012-06-19,11112163495
2012-06-20,11151742559
2012-06-21,10916997764
2012-06-22,11049382910
2012-06-25,10848757998
2012-06-26,10892431448
2012-06-27,11049382910
2012-06-28,11033005366
2012-06-29,11269114957
2012-07-02,11232325330
2012-07-03,11361556302
2012-07-05,11284825412
2012-07-06,11291556192
2012-07-09,11264633073
2012-07-10,11123286697
2012-07-11,11264633073
2012-07-12,11088286642
2012-07-13,11305017752
2012-07-16,11247133045
2012-07-17,11540595045
2012-07-18,11700787604
2012-07-19,11660402925
2012-07-20,11438287192
2012-07-23,11333287027
2012-07-24,11369633238
2012-07-25,11361556302
2012-07-26,11525787329
2012-07-27,11637518274
2012-07-30,11599825907
2012-07-31,11555402760
2012-08-01,11509633458
2012-08-02,11376364017
2012-08-03,11768095402
2012-08-06,11667133705
2012-08-07,11719633787
2012-08-08,11679249108
2012-08-09,11684633732
2012-08-10,11665787549
2012-08-13,11625402870
2012-08-14,11605210531
2012-08-15,11667133705
2012-08-16,11690018356
2012-08-17,11749249218
2012-08-20,11804441613
2012-08-21,11715595319
2012-08-22,11661749081
2012-08-23,11509633458
2012-08-24,11559441228
2012-08-27,12091172832
2012-08-28,11902710998
2012-08-29,11916172557
2012-08-30,11711556852
2012-08-31,11698095292
2012-09-04,11770787714
2012-09-05,11893287906
2012-09-06,12095211300
2012-09-07,12215019181
2012-09-10,12174634502
2012-09-11,12352327088
2012-09-12,12399442547
2012-09-13,12616173657
2012-09-14,12761558500
2012-09-17,12664635271
2012-09-18,12643096776
2012-09-19,12690212234
2012-09-20,12699635326
2012-09-21,12787135464
2012-09-24,12832904766
2012-09-25,12742712317
2012-09-26,12657904491
2012-09-27,12711750730
2012-09-28,12810020115
2012-10-01,12995807581
2012-10-02,12993090214
2012-10-03,13165643018
2012-10-04,13325967669
2012-10-05,13384391059
2012-10-08,13312380835
2012-10-09,13176512486
2012-10-10,13400695261
2012-10-11,13368086858
2012-10-12,13086839375
2012-10-15,13244446660
2012-10-16,13232218509
2012-10-17,14003950731
2012-10-18,14249872443
2012-10-19,14089547791
2012-10-22,14207753254
2012-10-23,14115362777
2012-10-24,14181938268
2012-10-25,14158840649
2012-10-26,14054222020
2012-10-31,14143895130
2012-11-01,14199601153
2012-11-02,14069167538
2012-11-05,14024330983
2012-11-06,14225416140
2012-11-07,13718627198
2012-11-08,13611291202
2012-11-09,13463194702
2012-11-12,13581400166
2012-11-13,13331402403
2012-11-14,13065100439
2012-11-15,13099067527
2012-11-16,13192816687
2012-11-19,13339554504
2012-11-20,13380315009
2012-11-21,13354500023
2012-11-23,13541998344
2012-11-26,13438738399
2012-11-27,13403412628
2012-11-28,13353141339
2012-11-29,13214555623
2012-11-30,13278413747
2012-12-03,13203686155
2012-12-04,13063741756
2012-12-05,13086839375
2012-12-06,13225425091
2012-12-07,13266185596
2012-12-10,13313739518
2012-12-11,13287924532
2012-12-12,13330043720
2012-12-13,13349065289
2012-12-14,13302870050
2012-12-17,13571889381
2012-12-18,13753952969
2012-12-19,13671073276
2012-12-20,13740366134
2012-12-21,13567813331
2012-12-24,13471346803
2012-12-26,13433303665
2012-12-27,13350423972
2012-12-28,13253957444
2012-12-31,13495953555
2013-01-02,13846818195
2013-01-03,13860523845
2013-01-04,14089408200
2013-01-07,14042808990
2013-01-08,14027732775
2013-01-09,14089408200
2013-01-10,14190830010
2013-01-11,14149713060
2013-01-14,14088037635
2013-01-15,14178494925
2013-01-16,14103113850
2013-01-17,14162048145
2013-01-18,14156565885
2013-01-22,14358038940
2013-01-23,14268952215
2013-01-24,14256617130
2013-01-25,14252505435
2013-01-28,14134636845
2013-01-29,14174383230
2013-01-30,14159307015
2013-01-31,14074331985
2013-02-01,14242911480
2013-02-04,14075702550
2013-02-05,14316921990
2013-02-06,14260728825
2013-02-07,14225094135
2013-02-08,14307328035
2013-02-11,14286769560
2013-02-12,14452607925
2013-02-13,14345703855
2013-02-14,14336109900
2013-02-15,14367632895
2013-02-19,14497836570
2013-02-20,14342962725
2013-02-21,14129154585
2013-02-22,14353927245
2013-02-25,13960575090
2013-02-26,13986615825
2013-02-27,14068849725
2013-02-28,13992098085
2013-03-01,14070220290
2013-03-04,14153824755
2013-03-05,14207276790
2013-03-06,14230576395
2013-03-07,14248393740
2013-03-08,14248393740
2013-03-11,14278546170
2013-03-12,14266211085
2013-03-13,14284028430
2013-03-14,14345703855
2013-03-15,14301845775
2013-03-18,14159307015
2013-03-19,14096261025
2013-03-20,14156565885
2013-03-21,14072961420
2013-03-22,14133266280
2013-03-25,14089408200
2013-03-26,14057885205
2013-03-27,14136007410
2013-03-28,14138748540
2013-04-01,13952251927
2013-04-02,13895081724
2013-04-03,13723571115
2013-04-04,13831105544
2013-04-05,13775296537
2013-04-08,13760323388
2013-04-09,13991726591
2013-04-10,14223129794
2013-04-11,14281661192
2013-04-12,13644621787
2013-04-15,13388717069
2013-04-16,13405051412
2013-04-17,13142340718
2013-04-18,13281182639
2013-04-19,13441803686
2013-04-22,13432275319
2013-04-23,13552060506
2013-04-24,13601063537
2013-04-25,13624203857
2013-04-26,13587451584
2013-04-29,13586090389
2013-04-30,13639177006
2013-05-01,13549338115
2013-05-02,13669123303
2013-05-03,13716765138
2013-05-06,13779380123
2013-05-07,13925028021
2013-05-08,14046174403
2013-05-09,14029840060
2013-05-10,14091093849
2013-05-13,14066592333
2013-05-14,14155070028
2013-05-15,14342914981
2013-05-16,14250353700
2013-05-17,14420503114
2013-05-20,14432753871
2013-05-21,14462700168
2013-05-22,14247631309
2013-05-23,14191822302
2013-05-24,14253076091
2013-05-28,14439559848
2013-05-29,14427309090
2013-05-30,14430031481
2013-05-31,14278938801
2013-06-03,14374222473
2013-06-04,14195905887
2013-06-05,13991726591
2013-06-06,13976753443
2013-06-07,14121040145
2013-06-10,14155070028
2013-06-11,14006699739
2013-06-12,13892359333
2013-06-13,14096538630
2013-06-14,13953613122
2013-06-17,14025756474
2013-06-18,14174126763
2013-06-19,14089732653
2013-06-20,14197267083
2013-06-21,14462700168
2013-06-24,14315691075
2013-06-25,14596097309
2013-06-26,14933673746
2013-06-27,15177327706
2013-06-28,15211357589
2013-07-01,15608769570
2013-07-02,15723519603
2013-07-03,15698634054
2013-07-05,16092655252
2013-07-08,16159016717
2013-07-09,16254411323
2013-07-10,16247498671
2013-07-11,16154869126
2013-07-12,16283444464
2013-07-15,16318007727
2013-07-16,16257176384
2013-07-17,16305564952
2013-07-18,16493589103
2013-07-19,16345658337
2013-07-22,16486676451
2013-07-23,16410637272
2013-07-24,16373308948
2013-07-25,16275149281
2013-07-26,16210170347
2013-07-29,16058091989
2013-07-30,16146573943
2013-07-31,16156251656
2013-08-01,16468703554
2013-08-02,16468703554
2013-08-05,16431375230
2013-08-06,16349805929
2013-08-07,16226760713
2013-08-08,16313860136
2013-08-09,16268236628
2013-08-12,16288974586
2013-08-13,16228143243
2013-08-14,16233673365
2013-08-15,16139661290
2013-08-16,16143808882
2013-08-19,16045649215
2013-08-20,16135513698
2013-08-21,16069152233
2013-08-22,16417549925
2013-08-23,16349805929
2013-08-26,16388516784
2013-08-27,15817531679
2013-08-28,15828591923
2013-08-29,15734579848
2013-08-30,15669600913
2013-09-03,15784350946
2013-09-04,15970992567
2013-09-05,16024911257
2013-09-06,15896335918
2013-09-09,15641950303
2013-09-10,15643332833
2013-09-11,15574206307
2013-09-12,15444248438
2013-09-13,15474664110
2013-09-16,15524435209
2013-09-17,15697251524
2013-09-18,15687573810
2013-09-19,15567293655
2013-09-20,15419362889
2013-09-23,15308760447
2013-09-24,15275579715
2013-09-25,15353001424
2013-09-26,15489871946
2013-09-27,15495402068
2013-09-30,15784426902
2013-10-01,15826736838
2013-10-02,15715320673
2013-10-03,15670190074
2013-10-04,15912767042
2013-10-07,15598263182
2013-10-08,15500950329
2013-10-09,15602494176
2013-10-10,15939563335
2013-10-11,16141240698
2013-10-14,16201884940
2013-10-15,16039696851
2013-10-16,16368304023
2013-10-17,15883150087
2013-10-18,16190602290
2013-10-21,16077775794
2013-10-22,15966359628
2013-10-23,15918408367
2013-10-24,15843660813
2013-10-25,15873277768
2013-10-28,15801350876
2013-10-29,15893022405
2013-10-30,16121496061
2013-10-31,15870457106
2013-11-01,15781606239
2013-11-04,15744937628
2013-11-05,15715320673
2013-11-06,15814043857
2013-11-07,15674421067
2013-11-08,16059441488
2013-11-11,16008669564
2013-11-12,15709679348
2013-11-13,15749168622
2013-11-14,15867636443
2013-11-15,15969180290
2013-11-18,16042517513
2013-11-19,16011490227
2013-11-20,16073544800
2013-11-21,16270991169
2013-11-22,16376766010
2013-11-25,16426127602
