,GME
2011-07-11,3660360000
2011-07-12,3496800000
2011-07-13,3417840000
2011-07-14,3361440000
2011-07-15,3327600000
2011-07-18,3305040000
2011-07-19,3344520000
2011-07-20,3282480000
2011-07-21,3288120000
2011-07-22,3310680000
2011-07-25,3333240000
2011-07-26,3350160000
2011-07-27,3316320000
2011-07-28,3321960000
2011-07-29,3327600000
2011-08-01,3209056000
2011-08-02,3181296000
2011-08-03,3170192000
2011-08-04,3036944000
2011-08-05,3070256000
2011-08-08,2853728000
2011-08-09,2964768000
2011-08-10,2848176000
2011-08-11,2975872000
2011-08-12,2875936000
2011-08-15,2909248000
2011-08-16,2970320000
2011-08-17,2842624000
2011-08-18,2975872000
2011-08-19,2992528000
2011-08-22,2998080000
2011-08-23,3136880000
2011-08-24,3242368000
2011-08-25,3125776000
2011-08-26,3164640000
2011-08-29,3209056000
2011-08-30,3242368000
2011-08-31,3320096000
2011-09-01,3197952000
2011-09-02,3075808000
2011-09-06,3164640000
2011-09-07,3225712000
2011-09-08,3181296000
2011-09-09,3209056000
2011-09-12,3225712000
2011-09-13,3214608000
2011-09-14,3320096000
2011-09-15,3420032000
2011-09-16,3453344000
2011-09-19,3364512000
2011-09-20,3331200000
2011-09-21,3253472000
2011-09-22,3136880000
2011-09-23,3125776000
2011-09-26,3275680000
2011-09-27,3314544000
2011-09-28,3264576000
2011-09-29,3331200000
2011-09-30,3209056000
2011-10-03,3186848000
2011-10-04,3303440000
2011-10-05,3314544000
2011-10-06,3342304000
2011-10-07,3375616000
2011-10-10,3414480000
2011-10-11,3458896000
2011-10-12,3558832000
2011-10-13,3503312000
2011-10-14,3492208000
2011-10-17,3364512000
2011-10-18,3470000000
2011-10-19,3453344000
2011-10-20,3481104000
2011-10-21,3475552000
2011-10-24,3553280000
2011-10-25,3553280000
2011-10-26,3475552000
2011-10-27,3597696000
2011-10-28,3636560000
2011-10-31,3506832000
2011-11-01,3435488000
2011-11-02,3446464000
2011-11-03,3545248000
2011-11-04,3523296000
2011-11-07,3490368000
2011-11-08,3517808000
2011-11-09,3419024000
2011-11-10,3375120000
2011-11-11,3451952000
2011-11-14,3380608000
2011-11-15,3232432000
2011-11-16,3089744000
2011-11-17,3007424000
2011-11-18,3084256000
2011-11-21,3117184000
2011-11-22,3078768000
2011-11-23,3034864000
2011-11-25,2952544000
2011-11-28,3067792000
2011-11-29,3122672000
2011-11-30,3172064000
2011-12-01,3204992000
2011-12-02,3188528000
2011-12-05,3248896000
2011-12-06,3204992000
2011-12-07,3248896000
2011-12-08,3232432000
2011-12-09,3320240000
2011-12-12,3391584000
2011-12-13,3303776000
2011-12-14,3221456000
2011-12-15,3254384000
2011-12-16,3204992000
2011-12-19,3111696000
2011-12-20,3221456000
2011-12-21,3226944000
2011-12-22,3265360000
2011-12-23,3281824000
2011-12-27,3281824000
2011-12-28,3303776000
2011-12-29,3342192000
2011-12-30,3309264000
2012-01-03,3265360000
2012-01-04,3309264000
2012-01-05,3462928000
2012-01-06,3413536000
2012-01-09,3292800000
2012-01-10,3325728000
2012-01-11,3347680000
2012-01-12,3314752000
2012-01-13,3226944000
2012-01-17,3188528000
2012-01-18,3298288000
2012-01-19,3408048000
2012-01-20,3369632000
2012-01-23,3397072000
2012-01-24,3397072000
2012-01-25,3430000000
2012-01-26,3391584000
2012-01-27,3336704000
2012-01-30,3183840000
2012-01-31,3130240000
2012-02-01,3124880000
2012-02-02,3119520000
2012-02-03,3167760000
2012-02-06,3135600000
2012-02-07,3178480000
2012-02-08,3280320000
2012-02-09,3226720000
2012-02-10,3065920000
2012-02-13,3076640000
2012-02-14,3082000000
2012-02-15,3055200000
2012-02-16,3087360000
2012-02-17,3103440000
2012-02-21,3124880000
2012-02-22,3076640000
2012-02-23,3119520000
2012-02-24,3044480000
2012-02-27,3082000000
2012-02-28,3124880000
2012-02-29,3055200000
2012-03-01,3194560000
2012-03-02,3199920000
2012-03-05,3237440000
2012-03-06,3189200000
2012-03-07,3199920000
2012-03-08,3242800000
2012-03-09,3199920000
2012-03-12,3183840000
2012-03-13,3189200000
2012-03-14,3151680000
2012-03-15,3189200000
2012-03-16,3157040000
2012-03-19,3210640000
2012-03-20,3216000000
2012-03-21,3307120000
2012-03-22,3103440000
2012-03-23,3167760000
2012-03-26,3189200000
2012-03-27,3183840000
2012-03-28,3146320000
2012-03-29,3028400000
2012-03-30,2926560000
2012-04-02,3012320000
2012-04-03,2953360000
2012-04-04,2942640000
2012-04-05,2910480000
2012-04-09,2926560000
2012-04-10,2872960000
2012-04-11,2851520000
2012-04-12,2889040000
2012-04-13,2846160000
2012-04-16,2910480000
2012-04-17,2969440000
2012-04-18,2985520000
2012-04-19,2985520000
2012-04-20,3001600000
2012-04-23,2996240000
2012-04-24,2985520000
2012-04-25,3028400000
2012-04-26,3028400000
2012-04-27,3039120000
2012-04-30,2929212000
2012-05-01,2944656000
2012-05-02,2929212000
2012-05-03,2893176000
2012-05-04,2810808000
2012-05-07,2712996000
2012-05-08,2718144000
2012-05-09,2692404000
2012-05-10,2712996000
2012-05-11,2615184000
2012-05-14,2687256000
2012-05-15,2656368000
2012-05-16,2682108000
2012-05-17,2383524000
2012-05-18,2455596000
2012-05-21,2445300000
2012-05-22,2450448000
2012-05-23,2455596000
2012-05-24,2465892000
2012-05-25,2512224000
2012-05-29,2537964000
2012-05-30,2532816000
2012-05-31,2465892000
2012-06-01,2471040000
2012-06-04,2471040000
2012-06-05,2512224000
2012-06-06,2491632000
2012-06-07,2419560000
2012-06-08,2450448000
2012-06-11,2352636000
2012-06-12,2388672000
2012-06-13,2332044000
2012-06-14,2285712000
2012-06-15,2296008000
2012-06-18,2347488000
2012-06-19,2362932000
2012-06-20,2337192000
2012-06-21,2259972000
2012-06-22,2275416000
2012-06-25,2213640000
2012-06-26,2249676000
2012-06-27,2296008000
2012-06-28,2290860000
2012-06-29,2362932000
2012-07-02,2316600000
2012-07-03,2362932000
2012-07-05,2352636000
2012-07-06,2332044000
2012-07-09,2254824000
2012-07-10,2259972000
2012-07-11,2213640000
2012-07-12,2203344000
2012-07-13,2167308000
2012-07-16,2131271999
2012-07-17,2157012000
2012-07-18,2172456000
2012-07-19,2162160000
2012-07-20,2100384000
2012-07-23,2079792000
2012-07-24,2023164000
2012-07-25,2028312000
2012-07-26,2054052000
2012-07-27,2079792000
2012-07-30,1969712000
2012-07-31,1969712000
2012-08-01,1974623999
2012-08-02,1935328000
2012-08-03,1954976000
2012-08-06,1964800000
2012-08-07,2063040000
2012-08-08,2053215999
2012-08-09,2067952000
2012-08-10,2180928000
2012-08-13,2195664000
2012-08-14,2121984000
2012-08-15,2092512000
2012-08-16,2210400000
2012-08-17,2279168000
2012-08-20,2392144000
2012-08-21,2392144000
2012-08-22,2308640000
2012-08-23,2318464000
2012-08-24,2264432000
2012-08-27,2230048000
2012-08-28,2230048000
2012-08-29,2284080000
2012-08-30,2352848000
2012-08-31,2343024000
2012-09-04,2505120000
2012-09-05,2524768000
2012-09-06,2588624000
2012-09-07,2662304000
2012-09-10,2652480000
2012-09-11,2672128000
2012-09-12,2711424000
2012-09-13,2750720000
2012-09-14,2844048000
2012-09-17,2735984000
2012-09-18,2755632000
2012-09-19,2804752000
2012-09-20,2794928000
2012-09-21,2740896000
2012-09-24,2716336000
2012-09-25,2564064000
2012-09-26,2593536000
2012-09-27,2568976000
2012-09-28,2578800000
2012-10-01,2608272000
2012-10-02,2618096000
2012-10-03,2618096000
2012-10-04,2745808000
2012-10-05,2834224000
2012-10-08,2853872000
2012-10-09,2947200000
2012-10-10,2819488000
2012-10-11,2809664000
2012-10-12,2794928000
2012-10-15,2799840000
2012-10-16,2819488000
2012-10-17,2819488000
2012-10-18,2878432000
2012-10-19,2839136000
2012-10-22,2848960000
2012-10-23,2839136000
2012-10-24,2858784000
2012-10-25,2912816000
2012-10-26,2824400000
2012-10-31,2771102764
2012-11-01,2863311087
2012-11-02,2887576435
2012-11-05,2877870296
2012-11-06,2902135644
2012-11-07,2839045739
2012-11-08,2732278207
2012-11-09,2683747510
2012-11-12,2800221182
2012-11-13,2819633460
2012-11-14,2848751878
2012-11-15,2974931689
2012-11-16,3101111499
2012-11-19,3144789126
2012-11-20,3212732101
2012-11-21,3285528146
2012-11-23,3285528146
2012-11-26,3256409728
2012-11-27,3236997449
2012-11-28,3207879032
2012-11-29,3178760614
2012-11-30,3183613683
2012-12-03,3135082987
2012-12-04,3139936057
2012-12-05,3149642196
2012-12-06,3232144380
2012-12-07,3314646564
2012-12-10,3329205773
2012-12-11,3363177260
2012-12-12,3377736469
2012-12-13,3348618051
2012-12-14,3338911912
2012-12-17,3338911912
2012-12-18,3363177260
2012-12-19,3343764981
2012-12-20,3169054474
2012-12-21,3101111499
2012-12-24,3105964569
2012-12-26,3018609316
2012-12-27,2994343967
2012-12-28,2974931689
2012-12-31,3042874664
2013-01-02,3115670708
2013-01-03,2955519410
2013-01-04,3008903176
2013-01-07,3004050107
2013-01-08,2814780391
2013-01-09,2741984346
2013-01-10,2766249694
2013-01-11,2819633460
2013-01-14,2790515043
2013-01-15,2809927321
2013-01-16,2800221182
2013-01-17,2848751878
2013-01-18,2824486530
2013-01-22,2829339600
2013-01-23,2809927321
2013-01-24,2848751878
2013-01-25,2877870296
2013-01-28,2887576435
2013-01-29,2916694853
2013-01-30,2868164157
2013-01-31,2814780391
2013-02-01,2994343967
2013-02-04,2995878256
2013-02-05,3181043473
2013-02-06,2991130430
2013-02-07,3014869560
2013-02-08,3095582604
2013-02-11,3109826082
2013-02-12,3067095647
2013-02-13,3090834778
2013-02-14,3057599995
2013-02-15,3010121734
2013-02-19,3029113039
2013-02-20,3005373908
2013-02-21,2934156517
2013-02-22,2948399995
2013-02-25,2919913039
2013-02-26,2943652169
2013-02-27,2995878256
2013-02-28,2976886952
2013-03-01,2853443474
2013-03-04,2791721735
2013-03-05,2886678256
2013-03-06,2896173908
2013-03-07,2910417387
2013-03-08,2929408691
2013-03-11,2995878256
2013-03-12,3024365212
2013-03-13,3043356517
2013-03-14,3014869560
2013-03-15,3019617386
2013-03-18,3052852169
2013-03-19,2995878256
2013-03-20,3019617386
2013-03-21,2995878256
2013-03-22,3048104343
2013-03-25,3014869560
2013-03-26,3128817386
2013-03-27,3138313038
2013-03-28,3318730429
2013-04-01,3532382603
2013-04-02,3589356516
2013-04-03,3589356516
2013-04-04,3546626081
2013-04-05,3556121733
2013-04-08,3589356516
2013-04-09,3546626081
2013-04-10,3551373907
2013-04-11,3760278255
2013-04-12,3803008690
2013-04-15,3727043472
2013-04-16,3831495646
2013-04-17,3888469559
2013-04-18,3878973907
2013-04-19,3883721733
2013-04-22,3859982603
2013-04-23,3940695646
2013-04-24,4064139124
2013-04-25,4064139124
2013-04-26,4106869559
2013-04-29,4102121733
2013-04-30,4140104341
2013-05-01,4125860863
2013-05-02,4311026080
2013-05-03,4410730428
2013-05-06,4386004303
2013-05-07,4395436571
2013-05-08,4381288170
2013-05-09,4371855902
2013-05-10,4527488313
2013-05-13,4513339912
2013-05-14,4555785115
2013-05-15,4598230318
2013-05-16,4485043110
2013-05-17,4687836858
2013-05-20,4569933516
2013-05-21,4338842967
2013-05-22,4272817095
2013-05-23,4244520294
2013-05-24,3787055328
2013-05-28,3739893992
2013-05-29,3754042393
2013-05-30,3952120007
2013-05-31,3909674804
2013-06-03,4055874947
2013-06-04,4183210556
2013-06-05,4112468551
2013-06-06,4079455615
2013-06-07,4334126833
2013-06-10,4126616952
2013-06-11,4447314041
2013-06-12,4315262298
2013-06-13,4423733373
2013-06-14,4598230318
2013-06-17,4541636714
2013-06-18,4536920580
2013-06-19,4541636714
2013-06-20,4829320867
2013-06-21,4810456333
2013-06-24,4701985259
2013-06-25,4725565927
2013-06-26,4763294996
2013-06-27,4819888600
2013-06-28,4956656476
2013-07-01,4975521011
2013-07-02,4970804877
2013-07-03,4999101679
2013-07-05,5069843684
2013-07-08,5027398481
2013-07-09,5032114615
2013-07-10,5003817813
2013-07-11,5022682347
2013-07-12,5088708219
2013-07-15,5126437288
2013-07-16,5168882491
2013-07-17,5126437288
2013-07-18,5145301823
2013-07-19,5126437288
2013-07-22,5074559818
2013-07-23,5003817813
2013-07-24,5098140486
2013-07-25,5234908362
2013-07-26,5399973040
2013-07-29,5352811704
2013-07-30,5532024783
2013-07-31,5786696000
2013-08-01,5895167075
2013-08-02,5942328411
2013-08-05,5938068000
2013-08-06,5786900000
2013-08-07,5654628000
2013-08-08,5725488000
2013-08-09,5782176000
2013-08-12,5843588000
2013-08-13,5815244000
2013-08-14,5749108000
2013-08-15,5631008000
2013-08-16,5621560000
2013-08-19,5635732000
2013-08-20,5697144000
2013-08-21,5626284000
2013-08-22,6131752000
2013-08-23,6098684000
2013-08-26,6188440000
2013-08-27,5829416000
2013-08-28,5890828000
2013-08-29,5985308000
2013-08-30,5928620000
2013-09-03,5900276000
2013-09-04,5862484000
2013-09-05,6046720000
2013-09-06,5857760000
2013-09-09,5919172000
2013-09-10,5947516000
2013-09-11,5853036000
2013-09-12,5838864000
2013-09-13,6193164000
2013-09-16,6155372000
2013-09-17,6216784000
2013-09-18,6070340000
2013-09-19,6122304000
2013-09-20,5838864000
2013-09-23,5881380000
2013-09-24,6027824000
2013-09-25,5999480000
2013-09-26,5956964000
2013-09-27,5862484000
2013-09-30,5862484000
2013-10-01,6046720000
2013-10-02,5942792000
2013-10-03,5886104000
2013-10-04,5990032000
2013-10-07,5857760000
2013-10-08,5824692000
2013-10-09,5909724000
2013-10-10,6127028000
2013-10-11,6089236000
2013-10-14,6117580000
2013-10-15,6060892000
2013-10-16,6103408000
2013-10-17,6221508000
2013-10-18,6363228000
2013-10-21,6452984000
2013-10-22,6467156000
2013-10-23,6434088000
2013-10-24,6471880000
2013-10-25,6481328000
2013-10-28,6424640000
2013-10-29,6547464000
2013-10-30,6523844000
2013-10-31,6476604000
2013-11-01,6500224000
2013-11-04,6456719328
2013-11-05,6601446948
2013-11-06,6540754720
2013-11-07,6283979910
2013-11-08,6475393860
2013-11-11,6466056594
2013-11-12,6648133278
2013-11-13,6722831404
2013-11-14,6704156873
2013-11-15,6596778315
2013-11-18,6424038897
2013-11-19,6209281783
2013-11-20,6120577758
2013-11-21,5695732162
2013-11-22,5821785251
2013-11-25,5709738061
2013-11-26,5635039934
2013-11-27,5574347706
2013-11-29,5630371301
2013-12-02,5480975048
2013-12-03,5364259225
2013-12-04,5340916060
2013-12-05,5266217933
2013-12-06,5261549300
2013-12-09,5322241528
2013-12-10,5340916060
2013-12-11,5275555199
2013-12-12,5322241528
2013-12-13,5518324111
2013-12-16,5616365402
2013-12-17,5719075327
2013-12-18,5826453884
2013-12-19,5821785251
2013-12-20,5747087124
2013-12-23,5896483377
2013-12-24,5947838340
2013-12-26,5877808846
2013-12-27,5723743959
2013-12-30,5751755757
2013-12-31,5751755757
2014-01-02,5793773453
2014-01-03,5747087124
2014-01-06,5621034035
2014-01-07,5154170743
2014-01-08,5294229731
2014-01-09,5247543402
2014-01-10,5312904262
2014-01-13,5289561098
2014-01-14,4239118691
2014-01-15,4313816818
2014-01-16,4407189476
2014-01-17,4393183577
2014-01-21,4458544438
2014-01-22,4579928894
2014-01-23,4463213071
2014-01-24,4262461855
2014-01-27,4355834514
2014-01-28,4206438260
2014-01-29,4094391070
2014-01-30,4122402868
2014-01-31,4094391070
2014-02-03,3900203388
2014-02-04,3914033897
2014-02-05,4006237286
2014-02-06,4075389829
2014-02-07,4093830507
2014-02-10,4199864405
2014-02-11,4121491524
2014-02-12,4209084744
2014-02-13,4135322032
2014-02-14,4103050846
2014-02-18,4167593218
2014-02-19,4103050846
2014-02-20,4107661015
2014-02-21,4098440676
2014-02-24,4153762710
2014-02-25,4434983049
2014-02-26,4388881354
2014-02-27,4292067795
2014-02-28,4301288134
2014-03-03,4287457625
2014-03-04,4305898303
2014-03-05,4467254235
2014-03-06,4458033896
2014-03-07,4439593218
2014-03-10,4439593218
2014-03-11,4434983049
2014-03-12,4439593218
2014-03-13,4278237286
2014-03-14,4490305083
2014-03-17,4582508473
2014-03-18,4425762710
2014-03-19,4333559320
2014-03-20,4430372879
2014-03-21,4361220337
2014-03-24,4393491523
2014-03-25,4356610168
2014-03-26,4485694913
2014-03-27,4301288134
2014-03-28,4679322032
2014-03-31,4739254235
2014-04-01,4909830506
2014-04-02,4997423727
2014-04-03,5117288133
2014-04-04,4937491523
2014-04-07,5015864405
2014-04-08,5043525422
2014-04-09,4978983049
2014-04-10,4748474574
2014-04-11,4670101693
2014-04-14,4743864405
2014-04-15,4776135591
2014-04-16,4697762710
2014-04-17,4780745761
2014-04-21,4720813557
2014-04-22,4872949150
2014-04-23,4600949151
2014-04-24,4633220337
2014-04-25,4536406778
2014-04-28,4651661015
2014-04-29,4651661015
2014-04-30,4573288134
2014-05-01,4527186439
2014-05-02,4600949151
2014-05-05,4335001939
2014-05-06,4275929585
2014-05-07,4071448362
2014-05-08,4094168498
2014-05-09,4153240851
2014-05-12,4185049041
2014-05-13,4298649721
2014-05-14,4144152797
2014-05-15,4075992389
2014-05-16,4116888634
2014-05-19,4198681123
2014-05-20,4139608770
2014-05-21,4198681123
2014-05-22,4189593069
2014-05-23,4366810129
2014-05-27,4235033341
2014-05-28,4339545966
2014-05-29,4335001939
2014-05-30,4298649721
2014-06-02,4153240851
2014-06-03,4153240851
2014-06-04,4235033341
2014-06-05,4166872933
2014-06-06,4235033341
2014-06-09,4148696824
2014-06-10,4235033341
2014-06-11,4289561667
2014-06-12,4121432661
2014-06-13,4203225150
2014-06-16,4285017640
2014-06-17,4575835380
2014-06-18,4544027190
2014-06-19,4539483162
2014-06-20,4557659271
2014-06-23,4589467461
2014-06-24,4571291353
2014-06-25,4566747325
2014-06-26,4607643570
2014-06-27,4584923434
2014-06-30,4598555516
2014-07-01,4603099543
2014-07-02,4643995788
2014-07-03,4743964386
2014-07-07,4725788277
2014-07-08,4730332304
2014-07-09,4748508413
2014-07-10,4748508413
2014-07-11,4684892032
2014-07-14,4748508413
2014-07-15,4662171896
2014-07-16,4721244250
2014-07-17,4684892032
2014-07-18,4866653120
2014-07-21,4866653120
2014-07-22,5007517963
2014-07-23,5080222398
2014-07-24,5239263350
2014-07-25,5189279050
2014-07-28,5234719322
2014-07-29,4934813528
2014-07-30,4903005338
2014-07-31,4766684522
2014-08-01,4684892032
2014-08-04,4701504000
2014-08-05,4660896000
2014-08-06,4683456000
2014-08-07,4611264000
2014-08-08,4593216000
2014-08-11,4696992000
2014-08-12,4615776000
2014-08-13,4665408000
2014-08-14,4719552000
2014-08-15,4471392000
2014-08-18,4584192000
2014-08-19,4611264000
2014-08-20,4660896000
2014-08-21,4566144000
2014-08-22,4841376000
2014-08-25,4782720000
2014-08-26,4823328000
2014-08-27,4850400000
2014-08-28,4868448000
2014-08-29,4760160000
2014-09-02,4936128000
2014-09-03,4909056000
2014-09-04,5012832000
2014-09-05,5103072000
2014-09-08,4994784000
2014-09-09,4868448000
2014-09-10,4868448000
2014-09-11,4958688000
2014-09-12,4918080000
2014-09-15,4909056000
2014-09-16,5057952000
2014-09-17,4967712000
2014-09-18,4990272000
2014-09-19,4895520000
2014-09-22,4895520000
2014-09-23,4782720000
2014-09-24,4868448000
2014-09-25,4746624000
2014-09-26,4742112000
2014-09-29,4746624000
2014-09-30,4647360000
2014-10-01,4557120000
2014-10-02,4611264000
2014-10-03,4566144000
2014-10-06,4462368000
2014-10-07,4399200000
2014-10-08,4471392000
2014-10-09,4317984000
2014-10-10,4322496000
2014-10-13,4196160000
2014-10-14,4196160000
2014-10-15,4340544000
2014-10-16,4426272000
2014-10-17,4498464000
2014-10-20,4584192000
2014-10-21,4593216000
2014-10-22,4579680000
2014-10-23,4656384000
2014-10-24,4742112000
2014-10-27,4715040000
2014-10-28,4629312000
2014-10-29,4683456000
2014-10-30,4746624000
2014-10-31,4823328000
2014-11-03,4677840000
2014-11-04,4677840000
2014-11-05,4712880000
2014-11-06,4896840000
2014-11-07,4782960000
2014-11-10,4682220000
2014-11-11,4655940000
2014-11-12,4752300000
2014-11-13,4870560000
2014-11-14,4861800000
2014-11-17,4831140000
2014-11-18,4822380000
2014-11-19,4774200000
2014-11-20,4804860000
2014-11-21,4147860000
2014-11-24,4134720000
2014-11-25,4095300000
2014-11-26,4073400000
2014-11-28,4139099999
2014-12-01,3924480000
2014-12-02,3893820000
2014-12-03,4007700000
2014-12-04,4060260000
2014-12-05,4099679999
2014-12-08,3854400000
2014-12-09,3893820000
2014-12-10,3648540000
2014-12-11,3714240000
2014-12-12,3534660000
2014-12-15,3604740000
2014-12-16,3495240000
2014-12-17,3578460000
2014-12-18,3626639999
2014-12-19,3779940000
2014-12-22,3736139999
2014-12-23,3793080000
2014-12-24,3657300000
2014-12-26,3683580000
2014-12-29,3683580000
2014-12-30,3705480000
2014-12-31,3701099999
2015-01-02,3701099999
2015-01-05,3801840000
2015-01-06,3687960000
2015-01-07,3644160000
2015-01-08,3687960000
2015-01-09,3534660000
2015-01-12,3696720000
2015-01-13,3587220000
2015-01-14,3963900000
2015-01-15,3775559999
2015-01-16,3981420000
2015-01-20,3950760000
2015-01-21,4033980000
2015-01-22,4064639999
2015-01-23,4095300000
2015-01-26,4178519999
2015-01-27,4191660000
2015-01-28,4117200000
2015-01-29,3972660000
2015-01-30,3858780000
2015-02-02,3993456000
2015-02-03,4067168000
2015-02-04,3971776000
2015-02-05,3980448000
2015-02-06,3984784000
2015-02-09,4032480000
2015-02-10,4123536000
2015-02-11,4067168000
2015-02-12,4036816000
2015-02-13,4049824000
2015-02-17,4049824000
2015-02-18,4067168000
2015-02-19,4067168000
2015-02-20,4062831999
2015-02-23,4049824000
2015-02-24,4028143999
2015-02-25,4041152000
2015-02-26,4015136000
2015-02-27,4006464000
2015-03-02,4192912000
2015-03-03,4192912000
2015-03-04,4340336000
2015-03-05,4336000000
2015-03-06,4353344000
2015-03-09,4427056000
2015-03-10,4405376000
2015-03-11,4279631999
2015-03-12,4301312000
2015-03-13,4414048000
2015-03-16,4453072000
2015-03-17,4435728000
2015-03-18,4457408000
2015-03-19,4422720000
2015-03-20,4435728000
2015-03-23,4483424000
2015-03-24,4435728000
2015-03-25,4314320000
2015-03-26,4205919999
2015-03-27,4158224000
2015-03-30,4084512000
2015-03-31,4114864000
2015-04-01,4097519999
2015-04-02,4140880000
2015-04-06,4158224000
2015-04-07,4114864000
2015-04-08,4197248000
2015-04-09,4336000000
2015-04-10,4379360000
2015-04-13,4383696000
2015-04-14,4379360000
2015-04-15,4431392000
2015-04-16,4440064000
2015-04-17,4296976000
2015-04-20,4370688000
2015-04-21,4344672000
2015-04-22,4362016000
2015-04-23,4370688000
2015-04-24,4414048000
2015-04-27,4366352000
2015-04-28,4379360000
2015-04-29,4262288000
2015-04-30,4179904000
2015-05-01,4244943999
2015-05-04,4272828294
2015-05-05,4264308198
2015-05-06,4166327090
2015-05-07,4208927572
2015-05-08,4281348390
2015-05-11,4234487861
2015-05-12,4157806994
2015-05-13,4174847187
2015-05-14,4170587138
2015-05-15,4268568246
2015-05-18,4285608438
2015-05-19,4294128535
2015-05-20,4277088342
2015-05-21,4340989064
2015-05-22,4345249113
2015-05-26,4281348390
2015-05-27,4204667524
2015-05-28,4358029257
2015-05-29,4622152242
2015-06-01,4630672339
2015-06-02,4681792916
2015-06-03,4656232627
2015-06-04,4690313013
2015-06-05,4703093157
2015-06-08,4583811809
2015-06-09,4571031664
2015-06-10,4562511568
2015-06-11,4579551761
2015-06-12,4575291713
2015-06-15,4528431183
2015-06-16,4528431183
2015-06-17,4583811809
2015-06-18,4600852002
2015-06-19,4588071857
2015-06-22,4673272820
2015-06-23,4724393398
2015-06-24,4745693639
2015-06-25,4651972579
2015-06-26,4690313013
2015-06-29,4553991472
2015-06-30,4575291713
2015-07-01,4698833109
2015-07-02,4639192435
2015-07-06,4720133350
2015-07-07,4903315420
2015-07-08,4873495083
2015-07-09,4997036479
2015-07-10,5001296528
2015-07-13,5043897009
2015-07-14,4975736239
2015-07-15,4945915902
2015-07-16,5031116865
2015-07-17,4971476191
2015-07-20,4988516383
2015-07-21,5001296528
2015-07-22,5026856817
2015-07-23,5001296528
2015-07-24,4843674746
2015-07-27,4826634553
2015-07-28,4822374505
2015-07-29,4886275228
2015-07-30,4916095565
2015-07-31,4882015179
2015-08-03,4742007542
2015-08-04,4805290560
2015-08-05,4893886787
2015-08-06,4784196221
2015-08-07,4763101881
2015-08-10,4830603768
2015-08-11,4822166032
2015-08-12,4813728296
2015-08-13,4864354711
2015-08-14,5003577353
2015-08-17,4952950938
2015-08-18,4957169806
2015-08-19,4898105655
2015-08-20,4771539617
2015-08-21,4729350938
2015-08-24,4531064146
2015-08-25,4628098108
2015-08-26,4784196221
2015-08-27,4872792447
2015-08-28,4480437731
2015-08-31,4480437731
2015-09-01,4345433957
2015-09-02,4408716976
2015-09-03,4400279240
2015-09-04,4349652825
2015-09-08,4408716976
2015-09-09,4408716976
2015-09-10,4467781127
2015-09-11,4514188674
2015-09-14,4552158485
2015-09-15,4535283014
2015-09-16,4640754712
2015-09-17,4598566032
2015-09-18,4459343391
2015-09-21,4400279240
2015-09-22,4362309429
2015-09-23,4332777353
2015-09-24,4345433957
2015-09-25,4324339618
2015-09-28,4248399995
2015-09-29,4265275467
2015-09-30,4345433957
2015-10-01,4273713202
2015-10-02,4379184900
2015-10-05,4480437731
2015-10-06,4573252825
2015-10-07,4581690561
2015-10-08,4640754712
2015-10-09,4682943391
2015-10-12,4636535844
2015-10-13,4590128296
2015-10-14,4539501881
2015-10-15,4632316976
2015-10-16,4691381127
2015-10-19,4716694334
2015-10-20,4758883013
2015-10-21,4855916975
2015-10-22,4957169806
2015-10-23,4784196221
2015-10-26,4712475466
2015-10-27,4666067919
2015-10-28,4805290560
2015-10-29,4822166032
2015-10-30,4860135843
2015-11-02,4849323274
2015-11-03,4908102951
2015-11-04,4916500047
2015-11-05,4929095692
2015-11-06,4916500047
2015-11-09,4777947954
2015-11-10,4824131985
2015-11-11,4681381343
2015-11-12,4672984246
2015-11-13,3904649909
2015-11-16,3997017972
2015-11-17,3900451361
2015-11-18,3967628134
2015-11-19,4039003454
2015-11-20,4122974420
2015-11-23,3946635392
2015-11-24,3980223778
2015-11-25,3845870233
2015-11-27,3778693461
2015-11-30,3677928302
2015-12-01,3644339915
2015-12-02,3556170401
2015-12-03,3442809597
2015-12-04,3493192177
2015-12-07,3472199435
2015-12-08,3543574756
2015-12-09,3405022663
2015-12-10,3358838632
2015-12-11,3148911217
2015-12-14,3178301055
2015-12-15,3207690893
2015-12-16,3207690893
2015-12-17,3048146058
2015-12-18,3018756220
2015-12-21,3018756220
2015-12-22,3001962027
2015-12-23,3018756220
2015-12-24,2976770737
2015-12-28,2989366382
2015-12-29,2985167834
2015-12-30,2989366382
2015-12-31,2943182351
2016-01-04,2972572189
2016-01-05,3018756220
2016-01-06,2976770737
2016-01-07,2985167834
2016-01-08,2976770737
2016-01-11,3085932993
2016-01-12,2926388158
2016-01-13,2829821547
2016-01-14,2687070905
2016-01-15,2691269453
2016-01-19,2678673809
2016-01-20,2645085422
2016-01-21,2653482519
2016-01-22,2695468002
2016-01-25,2632489777
2016-01-26,2737453485
2016-01-27,2745850581
2016-01-28,2699666550
2016-01-29,2750049129
2016-02-01,2792560000
2016-02-02,2700864000
2016-02-03,2725872000
2016-02-04,2813400000
2016-02-05,2796728000
2016-02-08,2905096000
2016-02-09,2825904000
2016-02-10,2775888000
2016-02-11,2780056000
2016-02-12,2813400000
2016-02-16,2917600000
2016-02-17,2996792000
2016-02-18,3046808000
2016-02-19,2938440000
2016-02-22,3042640000
2016-02-23,3067648000
2016-02-24,3113496000
2016-02-25,3121832000
2016-02-26,3184352000
