,GRMN
2010-03-22,7243318979
2010-03-23,7445244240
2010-03-24,7607184299
2010-03-25,7801112520
2010-03-26,7985044440
2010-03-29,7786824720
2010-03-30,7579918800
2010-03-31,7685361240
2010-04-01,7558034520
2010-04-05,7538139720
2010-04-06,7675413840
2010-04-07,7687350720
2010-04-08,7587876720
2010-04-09,7583897759
2010-04-12,7482434280
2010-04-13,7239717720
2010-04-14,7384949759
2010-04-15,7398876120
2010-04-16,7186001759
2010-04-19,7291444200
2010-04-20,7303381080
2010-04-21,7339191720
2010-04-22,7466518440
2010-04-23,7464528960
2010-04-26,7500339600
2010-04-27,7589866200
2010-04-28,7609761000
2010-04-29,7707245520
2010-04-30,7436676240
2010-05-03,7754993039
2010-05-04,7456571039
2010-05-05,6802032120
2010-05-06,6662768520
2010-05-07,6815958480
2010-05-10,7082548800
2010-05-11,6798053160
2010-05-12,6752295120
2010-05-13,6547378679
2010-05-14,6670726440
2010-05-17,6766221480
2010-05-18,6632926320
2010-05-19,6815958480
2010-05-20,6652821120
2010-05-21,6670726440
2010-05-24,6585178800
2010-05-25,6565284000
2010-05-26,6330525360
2010-05-27,6585178800
2010-05-28,6680673840
2010-06-01,6380262360
2010-06-02,6585178800
2010-06-03,6521515440
2010-06-04,6366336000
2010-06-07,6211156560
2010-06-08,6431988840
2010-06-09,6394188720
2010-06-10,6597115679
2010-06-11,6823916399
2010-06-14,6477746880
2010-06-15,6601094640
2010-06-16,6499631160
2010-06-17,6416073000
2010-06-18,6360367560
2010-06-21,6372304440
2010-06-22,6356388600
2010-06-23,6386230800
2010-06-24,6338483280
2010-06-25,6370314960
2010-06-28,5951149200
2010-06-29,5690543320
2010-06-30,5674984760
2010-07-01,5795563600
2010-07-02,5692488140
2010-07-06,5628309080
2010-07-07,5820846260
2010-07-08,5892804600
2010-07-09,5900583880
2010-07-12,5704157060
2010-07-13,5892804600
2010-07-14,5881135680
2010-07-15,5890859780
2010-07-16,5768336120
2010-07-19,5816956620
2010-07-20,5855853020
2010-07-21,5698322600
2010-07-22,5834460000
2010-07-23,5972542220
2010-07-26,5976431860
2010-07-27,5920032080
2010-07-28,5785839500
2010-07-29,5552461100
2010-07-30,5544681820
2010-08-02,5682764040
2010-08-03,5708046700
2010-08-04,5643867640
2010-08-05,5832515180
2010-08-06,5881135680
2010-08-09,5991990420
2010-08-10,5754722380
2010-08-11,5437716720
2010-08-12,5445496000
2010-08-13,5260738100
2010-08-16,5219896880
2010-08-17,5383261760
2010-08-18,5427992620
2010-08-19,5330751620
2010-08-20,5336586080
2010-08-23,5272407020
2010-08-24,5163497100
2010-08-25,5315193060
2010-08-26,5204338320
2010-08-27,5274351840
2010-08-30,5182945300
2010-08-31,5175166020
2010-09-01,5381316940
2010-09-02,5373537660
2010-09-03,5523288800
2010-09-07,5400765140
2010-09-08,5422158160
2010-09-09,5443551180
2010-09-10,5410489240
2010-09-13,5787784320
2010-09-14,5801398060
2010-09-15,5772225760
2010-09-16,5772225760
2010-09-17,5764446480
2010-09-20,6005604160
2010-09-21,5861687480
2010-09-22,5801398060
2010-09-23,5892804600
2010-09-24,6145631200
2010-09-27,5969131480
2010-09-28,5969131480
2010-09-29,5961349040
2010-09-30,5904926350
2010-10-01,5832938780
2010-10-04,5784298530
2010-10-05,5873796590
2010-10-06,5856286100
2010-10-07,5899089520
2010-10-08,5936056110
2010-10-11,5893252690
2010-10-12,5990533190
2010-10-13,6109215400
2010-10-14,6126725890
2010-10-15,6109215400
2010-10-18,6045010270
2010-10-19,6008043680
2010-10-20,6130617110
2010-10-21,6041119050
2010-10-22,6210387120
2010-10-25,6235680049
2010-10-26,6615074000
2010-10-27,6541140819
2010-10-28,6387437630
2010-10-29,6389383240
2010-11-01,6488609350
2010-11-02,6422458610
2010-11-03,6081976860
2010-11-04,6198713460
2010-11-05,6064466370
2010-11-08,5932164890
2010-11-09,5838775610
2010-11-10,5834884390
2010-11-11,5710365350
2010-11-12,5770679260
2010-11-15,5751223160
2010-11-16,5669507540
2010-11-17,5712310960
2010-11-18,5613084850
2010-11-19,5611139240
2010-11-22,5611139240
2010-11-23,5548879720
2010-11-24,5720093400
2010-11-26,5673398760
2010-11-29,5677289980
2010-11-30,5634486560
2010-12-01,5817373900
2010-12-02,5949675380
2010-12-03,6194822240
2010-12-06,6163692480
2010-12-07,5978859530
2010-12-08,5904926350
2010-12-09,5836830000
2010-12-10,5881579030
2010-12-13,5936056110
2010-12-14,6093650520
2010-12-15,6076140030
2010-12-16,6124780280
2010-12-17,6179257360
2010-12-20,6107269790
2010-12-21,6080031250
2010-12-22,5947729770
2010-12-23,5906871960
2010-12-27,5901046460
2010-12-28,5858383620
2010-12-29,5881654260
2010-12-30,6007703560
2010-12-31,6009642780
2011-01-03,6052305620
2011-01-04,6025156540
2011-01-05,6100786120
2011-01-06,5992189800
2011-01-07,5920438660
2011-01-10,5908803340
2011-01-11,5966979940
2011-01-12,5992189800
2011-01-13,5965040720
2011-01-14,5982493700
2011-01-18,6189990240
2011-01-19,6124056760
2011-01-20,6019338880
2011-01-21,5970858380
2011-01-24,6112421440
2011-01-25,6151205840
2011-01-26,6116299880
2011-01-27,6114360660
2011-01-28,5974736820
2011-01-31,5978615260
2011-02-01,5970858380
2011-02-02,5930134760
2011-02-03,5949526960
2011-02-04,6193868680
2011-02-07,6203564780
2011-02-08,6292768900
2011-02-09,6246227620
2011-02-10,6317978760
2011-02-11,6414939760
2011-02-14,6302465000
2011-02-15,6306343440
2011-02-16,6261741380
2011-02-17,6482812460
2011-02-18,6403304440
2011-02-22,6232653080
2011-02-23,6275315920
2011-02-24,6294708120
2011-02-25,6432392740
2011-02-28,6583651900
2011-03-01,6438210400
2011-03-02,6471177139
2011-03-03,6632132400
2011-03-04,6742667940
2011-03-07,6676734460
2011-03-08,6608861760
2011-03-09,6616618639
2011-03-10,6583651900
2011-03-11,6620497080
2011-03-14,6568138139
2011-03-15,6661220700
2011-03-16,6554563599
2011-03-17,6494447780
2011-03-18,6558442040
2011-03-21,6558442040
2011-03-22,6546806720
2011-03-23,6548745940
2011-03-24,6573955800
2011-03-25,6616618639
2011-03-28,6574447880
2011-03-29,6626841650
2011-03-30,6593852979
2011-03-31,6570566860
2011-04-01,6549221250
2011-04-04,6555042780
2011-04-05,6555042780
2011-04-06,6584150430
2011-04-07,6549221250
2011-04-08,6549221250
2011-04-11,6599674510
2011-04-12,6551161760
2011-04-13,6512351560
2011-04-14,6551161760
2011-04-15,6578328900
2011-04-18,6547280740
2011-04-19,6518173090
2011-04-20,6589971960
2011-04-21,6626841650
2011-04-25,6685056950
2011-04-26,6727748170
2011-04-27,6731629190
2011-04-28,6648187260
2011-04-29,6642365729
2011-05-02,6599674510
2011-05-03,6498767990
2011-05-04,6846119280
2011-05-05,6789844490
2011-05-06,6818952140
2011-05-09,6787903979
2011-05-10,6851940810
2011-05-11,6805368570
2011-05-12,6838357240
2011-05-13,6815071119
2011-05-16,6723867150
2011-05-17,6760736840
2011-05-18,6787903979
2011-05-19,6834476220
2011-05-20,6787903979
2011-05-23,6630722670
2011-05-24,6483243909
2011-05-25,6448314729
2011-05-26,6465779320
2011-05-27,6485184420
2011-05-31,6613258080
2011-06-01,6609377060
2011-06-02,6529816150
2011-06-03,6471600850
2011-06-06,6459957790
2011-06-07,6432790650
2011-06-08,6465779320
2011-06-09,6541459210
2011-06-10,6508470540
2011-06-13,6316360049
2011-06-14,6372634840
2011-06-15,6343527190
2011-06-16,6401742490
2011-06-17,6531756659
2011-06-20,6533697170
2011-06-21,6593852979
2011-06-22,6591912470
2011-06-23,6599674510
2011-06-24,6491005950
2011-06-27,6254288640
2011-06-28,6196055040
2011-06-29,6221289599
2011-06-30,6411519360
2011-07-01,6518280960
2011-07-05,6454224000
2011-07-06,6448400640
2011-07-07,6549338880
2011-07-08,6522163200
2011-07-11,6489164160
2011-07-12,6413460480
2011-07-13,6397931520
2011-07-14,6298934400
2011-07-15,6256229759
2011-07-18,6227112960
2011-07-19,6256229759
2011-07-20,6211584000
2011-07-21,6349403520
2011-07-22,6351344640
2011-07-25,6320286720
2011-07-26,6378520320
2011-07-27,6240700800
2011-07-28,6230995200
2011-07-29,6333874560
2011-08-01,6248465280
2011-08-02,6120351360
2011-08-03,5990296320
2011-08-04,5850535680
2011-08-05,6201878400
2011-08-08,6017472000
2011-08-09,6209642880
2011-08-10,5924298240
2011-08-11,5998060800
2011-08-12,6079587840
2011-08-15,6151409280
2011-08-16,6256229759
2011-08-17,6209642880
2011-08-18,5994178560
2011-08-19,6017472000
2011-08-22,6137821440
2011-08-23,6230995200
2011-08-24,6242641919
2011-08-25,6141703680
2011-08-26,6355226880
2011-08-29,6473635200
2011-08-30,6502752000
2011-08-31,6508575360
2011-09-01,6296993280
2011-09-02,6211584000
2011-09-06,6227112960
2011-09-07,6397931520
2011-09-08,6460047360
2011-09-09,6366873599
2011-09-12,6477517439
2011-09-13,6372696960
2011-09-14,6446459520
2011-09-15,6529927680
2011-09-16,6547397759
2011-09-19,6491105280
2011-09-20,6446459520
2011-09-21,6322227840
2011-09-22,6071823360
2011-09-23,5967002880
2011-09-26,6200719290
2011-09-27,6222094380
2011-09-28,6113275740
2011-09-29,6185173770
2011-09-30,6173514630
2011-10-03,5946161400
2011-10-04,6255128610
2011-10-05,6344515350
2011-10-06,6307594740
2011-10-07,6309537930
2011-10-10,6488311410
2011-10-11,6540777539
2011-10-12,6503856930
2011-10-13,6544663920
2011-10-14,6645709800
2011-10-17,6653482560
2011-10-18,6731210160
2011-10-19,6704005500
2011-10-20,6688459980
2011-10-21,6725380590
2011-10-24,6867233460
2011-10-25,6727323779
2011-10-26,6742869300
2011-10-27,6762301199
2011-10-28,6818653710
2011-10-31,6682630410
2011-11-01,6643766610
2011-11-02,6939131490
2011-11-03,6972165720
2011-11-04,6937188300
2011-11-07,7061552460
2011-11-08,7092643500
2011-11-09,6830312850
2011-11-10,6795335430
2011-11-11,6775903529
2011-11-14,6791449050
2011-11-15,6927472350
2011-11-16,6876949410
2011-11-17,6840028800
2011-11-18,6826426470
2011-11-21,6795335430
2011-11-22,6748698869
2011-11-23,6719551020
2011-11-25,6709835070
2011-11-28,6832256039
2011-11-29,6917756400
2011-11-30,7110132210
2011-12-01,7104302640
2011-12-02,7213121279
2011-12-05,7238382750
2011-12-06,7197575760
2011-12-07,7201462140
2011-12-08,7238382750
2011-12-09,7364690100
2011-12-12,7376349240
2011-12-13,7457963220
2011-12-14,7281132930
2011-12-15,7255871460
2011-12-16,7384122000
2011-12-19,7388008380
2011-12-20,7576497810
2011-12-21,7687259640
2011-12-22,7665884550
2011-12-23,7770816810
2011-12-27,7807737420
2011-12-28,7716407490
2011-12-29,7848544410
2011-12-30,7735839390
2012-01-03,7711783200
2012-01-04,7665045120
2012-01-05,7719572880
2012-01-06,7674782219
2012-01-09,7744889340
2012-01-10,7937683920
2012-01-11,7998053940
2012-01-12,7945473599
2012-01-13,7920157140
2012-01-17,7945473599
2012-01-18,8003896200
2012-01-19,8222007240
2012-01-20,8179164000
2012-01-23,8122688820
2012-01-24,8089582680
2012-01-25,8153847539
2012-01-26,8126583659
2012-01-27,8054529120
2012-01-30,7955210700
2012-01-31,8120741400
2012-02-01,8272640159
2012-02-02,8477119260
2012-02-03,8588122200
2012-02-06,8514120240
2012-02-07,8518015080
2012-02-08,8418696659
2012-02-09,8467382159
2012-02-10,8488803780
2012-02-13,8558910900
2012-02-14,8551121219
2012-02-15,8560858320
2012-02-16,8603701560
2012-02-17,8603701560
2012-02-21,8703019980
2012-02-22,9515094120
2012-02-23,9404091180
2012-02-24,9357353100
2012-02-27,9256087260
2012-02-28,9308667600
2012-02-29,9189874980
2012-03-01,9182085300
2012-03-02,9088609140
2012-03-05,9189874980
2012-03-06,9141189480
2012-03-07,9152874000
2012-03-08,9236613060
2012-03-09,9252192420
2012-03-12,9242455320
2012-03-13,9263876940
2012-03-14,9324246960
2012-03-15,9174295620
2012-03-16,9131452380
2012-03-19,9226875960
2012-03-20,9150926580
2012-03-21,9195717240
2012-03-22,9256087260
2012-03-23,9275561460
2012-03-26,9304772760
2012-03-27,9308667600
2012-03-28,9215191440
2012-03-29,9219086280
2012-03-30,9148979160
2012-04-02,9216357700
2012-04-03,9257275990
2012-04-04,9048787560
2012-04-05,9005920780
2012-04-09,8867577990
2012-04-10,8664935030
2012-04-11,8750668590
2012-04-12,8826659700
2012-04-13,8750668590
2012-04-16,8688316910
2012-04-17,8822762720
2012-04-18,8801329330
2012-04-19,8731183690
2012-04-20,8678574460
2012-04-23,8602583350
2012-04-24,8670780500
2012-04-25,8898753830
2012-04-26,9212460720
2012-04-27,9120881690
2012-04-30,9183233370
2012-05-01,9253379010
2012-05-02,9611901170
2012-05-03,9378082370
2012-05-04,9120881690
2012-05-07,9161799980
2012-05-08,8947466080
2012-05-09,8842247620
2012-05-10,8844196110
2012-05-11,8805226310
2012-05-14,8643501640
2012-05-15,8686368420
2012-05-16,8719492750
2012-05-17,8511004320
2012-05-18,8374610019
2012-05-21,8532437710
2012-05-22,8540231670
2012-05-23,8536334690
2012-05-24,8518798280
2012-05-25,8415528310
2012-05-29,8553871100
2012-05-30,8440858680
2012-05-31,8370713040
2012-06-01,8105718400
2012-06-04,8101821420
2012-06-05,8207039879
2012-06-06,8164173100
2012-06-07,8002448430
2012-06-08,8138842730
2012-06-11,7443231800
2012-06-12,7698483990
2012-06-13,7476356129
2012-06-14,7297095050
2012-06-15,7361395220
2012-06-18,7445180290
2012-06-19,7587420060
2012-06-20,7470510660
2012-06-21,7287352600
2012-06-22,7205516019
2012-06-25,7174340180
2012-06-26,7178237160
2012-06-27,7258125250
2012-06-28,7162649240
2012-06-29,7460768210
2012-07-02,7467078720
2012-07-03,7531399680
2012-07-05,7391063040
2012-07-06,7285810560
2012-07-09,7301403520
2012-07-10,7155219520
2012-07-11,7141575680
2012-07-12,7028526720
2012-07-13,7079203840
2012-07-16,7057763520
2012-07-17,7106491520
2012-07-18,7268268480
2012-07-19,7266319360
2012-07-20,7184456320
2012-07-23,6985646080
2012-07-24,7217591360
2012-07-25,7309200000
2012-07-26,7283861439
2012-07-27,7531399680
2012-07-30,7515806720
2012-07-31,7525552320
2012-08-01,7673685439
2012-08-02,7864699200
2012-08-03,7847157120
2012-08-06,7804276480
2012-08-07,7938765759
2012-08-08,7987493759
2012-08-09,8077153280
2012-08-10,8147321599
2012-08-13,8075204160
2012-08-14,8006984960
2012-08-15,7985544640
2012-08-16,8020628800
2012-08-17,8026476160
2012-08-20,8155118080
2012-08-21,8120033919
2012-08-22,8106390080
2012-08-23,7936816640
2012-08-24,7893936000
2012-08-27,7851055360
2012-08-28,7893936000
2012-08-29,7925121919
2012-08-30,7790632640
2012-08-31,7864699200
2012-09-04,7767243200
2012-09-05,7794530880
2012-09-06,7940714880
2012-09-07,8092746240
2012-09-10,7864699200
2012-09-11,7853004480
2012-09-12,7989442880
2012-09-13,8073255040
2012-09-14,8274014400
2012-09-17,8244777599
2012-09-18,8164863680
2012-09-19,8197998720
2012-09-20,8149270720
2012-09-21,8174609280
2012-09-24,8203846080
2012-09-25,8001137599
2012-09-26,7962155200
2012-09-27,8184354880
2012-09-28,8135626880
2012-10-01,8151319780
2012-10-02,8110348570
2012-10-03,8131809680
2012-10-04,8305449570
2012-10-05,8336665729
2012-10-08,8272282400
2012-10-09,7944512720
2012-10-10,7815746060
2012-10-11,7889884440
2012-10-12,7837207170
2012-10-15,7825501110
2012-10-16,7798186970
2012-10-17,7725999600
2012-10-18,7755264750
2012-10-19,7595281930
2012-10-22,7683077380
2012-10-23,7649910210
2012-10-24,7665518290
2012-10-25,7659665260
2012-10-26,7606987990
2012-10-31,7413838000
2012-11-01,7433348100
2012-11-02,7316287500
2012-11-05,7316287500
2012-11-06,7394327900
2012-11-07,7259708210
2012-11-08,7103627409
2012-11-09,7220688010
2012-11-12,7125088520
2012-11-13,7101676400
2012-11-14,7047048119
2012-11-15,7248002150
2012-11-16,7253855180
2012-11-19,7361160729
2012-11-20,7437250119
2012-11-21,7423593049
2012-11-23,7532849610
2012-11-26,7489927390
2012-11-27,7392376890
2012-11-28,7558212740
2012-11-29,7566016780
2012-11-30,7587477890
2012-12-03,7780627880
2012-12-04,7784529900
2012-12-05,7747460710
2012-12-06,8192290990
2012-12-07,8135711700
2012-12-10,8225458159
2012-12-11,8272282400
2012-12-12,8014749080
2012-12-13,8030357159
2012-12-14,7936708680
2012-12-17,8081083420
2012-12-18,8315204619
2012-12-19,8203997049
2012-12-20,8083034430
2012-12-21,8012798070
2012-12-24,7932806659
2012-12-26,7942561710
2012-12-27,8061573320
2012-12-28,7804040000
2012-12-31,7971922500
2013-01-02,8245804500
2013-01-03,8234066700
2013-01-04,8234066700
2013-01-07,8232110400
2013-01-08,8265367500
2013-01-09,7688258999
2013-01-10,7705865700
2013-01-11,7746948000
2013-01-14,7807593299
2013-01-15,7831068900
2013-01-16,7791942900
2013-01-17,7748904300
2013-01-18,7731297600
2013-01-22,7608050700
2013-01-23,7492628999
2013-01-24,7549361700
2013-01-25,7584575100
2013-01-28,7545449100
2013-01-29,7547405400
2013-01-30,7441765200
2013-01-31,7412420700
2013-02-01,7531755000
2013-02-04,7430027399
2013-02-05,7375251000
2013-02-06,7424158500
2013-02-07,7465240799
2013-02-08,7449590400
2013-02-11,7408508099
2013-02-12,7371338400
2013-02-13,7543492800
2013-02-14,7623701100
2013-02-15,7656958200
2013-02-19,7676521200
2013-02-20,6952690200
2013-02-21,6850962600
2013-02-22,6847050000
2013-02-25,6690546000
2013-02-26,6712065300
2013-02-27,6784448400
2013-02-28,6721846800
2013-03-01,6874438200
2013-03-04,6927258299
2013-03-05,6897913800
2013-03-06,6905738999
2013-03-07,6850962600
2013-03-08,6966384300
2013-03-11,6987903600
2013-03-12,6983991000
2013-03-13,6784448400
2013-03-14,6827487000
2013-03-15,6760972800
2013-03-18,6721846800
2013-03-19,6575124300
2013-03-20,6547736100
2013-03-21,6485134500
2013-03-22,6504697500
2013-03-25,6541867200
2013-03-26,6512522700
2013-03-27,6449921100
2013-03-28,6465571499
2013-04-01,6375582000
2013-04-02,6698272500
2013-04-03,6537905100
2013-04-04,6537905100
2013-04-05,6569196300
2013-04-08,6602443200
2013-04-09,6580930500
2013-04-10,6727608000
2013-04-11,6739342200
2013-04-12,6790190400
2013-04-15,6582886199
2013-04-16,6590709000
2013-04-17,6475322700
2013-04-18,6532038000
2013-04-19,6447942900
2013-04-22,6391227600
2013-04-23,6569196300
2013-04-24,6698272500
2013-04-25,6905576700
2013-04-26,6790190400
2013-04-29,6891886800
2013-04-30,6860595600
2013-05-01,6586797600
2013-05-02,6749120700
2013-05-03,6807791700
2013-05-06,6899709600
2013-05-07,6950557800
2013-05-08,6981849000
2013-05-09,6909488100
2013-05-10,7063988399
2013-05-13,6936867900
2013-05-14,6942735000
2013-05-15,7017051600
2013-05-16,7116792300
2013-05-17,7212621600
2013-05-20,7169596199
2013-05-21,7171551900
2013-05-22,6968159100
2013-05-23,6913399500
2013-05-24,6868418399
2013-05-28,6942735000
2013-05-29,6866462700
2013-05-30,6966203399
2013-05-31,6831260100
2013-06-03,6835171500
2013-06-04,6798013200
2013-06-05,6639601500
2013-06-06,6713918100
2013-06-07,6813658800
2013-06-10,6825393000
2013-06-11,6717829500
2013-06-12,6666981300
2013-06-13,6768677700
2013-06-14,6594620400
2013-06-17,6833215800
2013-06-18,6993583200
2013-06-19,6837127200
2013-06-20,6696316800
2013-06-21,6784323300
2013-06-24,6758899200
2013-06-25,6835171500
2013-06-26,6934912200
2013-06-27,7081589700
2013-06-28,7073766900
2013-07-01,7090297499
2013-07-02,6875440000
2013-07-03,6852001000
2013-07-05,6902785500
2013-07-08,6828562000
2013-07-09,6869580250
2013-07-10,6988728500
2013-07-11,7043419500
2013-07-12,7092250750
2013-07-15,7207492500
2013-07-16,7115689750
2013-07-17,7100063750
2013-07-18,7133269000
2013-07-19,7168427500
2013-07-22,7336407000
2013-07-23,7324687500
2013-07-24,7209445749
2013-07-25,7268043250
2013-07-26,7193819750
2013-07-29,7199679500
2013-07-30,7277809500
2013-07-31,7828626000
2013-08-01,7801280500
2013-08-02,7777841500
2013-08-05,7750496000
2013-08-06,7664553000
2013-08-07,7605955500
2013-08-08,7619628250
2013-08-09,7594236000
2013-08-12,7715337500
2013-08-13,7623534750
2013-08-14,7592282749
2013-08-15,7477041000
2013-08-16,7379378500
2013-08-19,7436022750
2013-08-20,7510246250
2013-08-21,7867691000
2013-08-22,7938008000
2013-08-23,7930195000
2013-08-26,7895036500
2013-08-27,7760262249
2013-08-28,7717290750
2013-08-29,8053249749
2013-08-30,7963400250
2013-09-03,8098174500
2013-09-04,8262247499
2013-09-05,8240761750
2013-09-06,8158725250
2013-09-09,8230995500
2013-09-10,8330611250
2013-09-11,8443899749
2013-09-12,8281780000
2013-09-13,8340377500
2013-09-16,8422413999
2013-09-17,8676336500
2013-09-18,8736887250
2013-09-19,8785718500
2013-09-20,8518123250
2013-09-23,8506403749
2013-09-24,8602113000
2013-09-25,8824783500
2013-09-26,8871661500
2013-09-27,8826736750
2013-09-30,8820229390
2013-10-01,9038832110
2013-10-02,9212543200
2013-10-03,9187169670
2013-10-04,9198880530
2013-10-07,9130567180
2013-10-08,8991988670
2013-10-09,8990036860
2013-10-10,9282808360
2013-10-11,9292567410
2013-10-14,9302326460
2013-10-15,9216446820
2013-10-16,9507266510
2013-10-17,9474085740
2013-10-18,9536543660
2013-10-21,9571676240
2013-10-22,9628278730
2013-10-23,9518977370
2013-10-24,9530688230
2013-10-25,9544350900
2013-10-28,9329651800
2013-10-29,9382350670
2013-10-30,9421386870
2013-10-31,9124711750
2013-11-01,9097386410
2013-11-04,9351121710
2013-11-05,9366736190
2013-11-06,9358928950
2013-11-07,9046639350
2013-11-08,9027121250
2013-11-11,8958807900
2013-11-12,8949048850
2013-11-13,8956856090
2013-11-14,9042735730
2013-11-15,9323796370
2013-11-18,9218398630
2013-11-19,9310133700
2013-11-20,9341362660
2013-11-21,9399916960
2013-11-22,9384302480
2013-11-25,9435049540
2013-11-26,9528736420
2013-11-27,9513121940
2013-11-29,9477989360
2013-12-02,9440904970
2013-12-03,9329651800
2013-12-04,9204735960
2013-12-05,9345266280
2013-12-06,9530688230
2013-12-09,9567772620
2013-12-10,9554109950
2013-12-11,9407724200
2013-12-12,9196928720
2013-12-13,9091530980
2013-12-16,9077868310
2013-12-17,9089579170
2013-12-18,8939289800
2013-12-19,8919771700
2013-12-20,8984181430
2013-12-23,9005651340
2013-12-24,9017362200
2013-12-26,8997844100
2013-12-27,9109097270
2013-12-30,9102899400
2013-12-31,9011207100
2014-01-02,8769295500
2014-01-03,9087292200
2014-01-06,9054126900
2014-01-07,8911711200
2014-01-08,8857086000
2014-01-09,8753688300
2014-01-10,8788804500
2014-01-13,8859036900
2014-01-14,9034617900
2014-01-15,9182886300
2014-01-16,9159475500
2014-01-17,9102899400
2014-01-21,9085341300
2014-01-22,9100948500
2014-01-23,9013158000
2014-01-24,8820018900
2014-01-27,8831724300
2014-01-28,8905858500
2014-01-29,8740032000
2014-01-30,8935122000
2014-01-31,8788804500
2014-02-03,8511776700
2014-02-04,8603469000
2014-02-05,8591763600
2014-02-06,8804411700
2014-02-07,8882447700
2014-02-10,8685406800
2014-02-11,8829773400
2014-02-12,8978041800
2014-02-13,9024863400
2014-02-14,8989747200
2014-02-18,9202395300
2014-02-19,10082251200
2014-02-20,10058840400
2014-02-21,10138827300
2014-02-24,10086153000
2014-02-25,10142729100
2014-02-26,10173943500
2014-02-27,10447069500
2014-02-28,10468529400
2014-03-03,10456824000
2014-03-04,10726048200
2014-03-05,10632405000
2014-03-06,10521203700
2014-03-07,10458774900
2014-03-10,10363180800
2014-03-11,10419756900
2014-03-12,10548516300
2014-03-13,10240274100
2014-03-14,10181747100
2014-03-17,10411953300
2014-03-18,10601190600
2014-03-19,10624601400
2014-03-20,10659717600
2014-03-21,10749459000
2014-03-24,10720195500
2014-03-25,10624601400
2014-03-26,10800182400
2014-03-27,10928941800
2014-03-28,10841151300
2014-03-31,10707785460
2014-04-01,10783356150
2014-04-02,11025569900
2014-04-03,11112766850
2014-04-04,10794982410
2014-04-07,10783356150
2014-04-08,11002317380
2014-04-09,11066261810
2014-04-10,10701972330
2014-04-11,10630277060
2014-04-14,10678719810
2014-04-15,10740726530
2014-04-16,10816297220
2014-04-17,10884117070
2014-04-21,10949999210
2014-04-22,10891867910
2014-04-23,10872490810
2014-04-24,10752352790
2014-04-25,10510139040
2014-04-28,10601211410
2014-04-29,10674844390
2014-04-30,11064324100
2014-05-01,11010068220
2014-05-02,11147645630
2014-05-05,11137957080
2014-05-06,11308475560
2014-05-07,10948061500
2014-05-08,10827923480
2014-05-09,10818234930
2014-05-12,10922871270
2014-05-13,10818234930
2014-05-14,10841487450
2014-05-15,10659342710
2014-05-16,10670968970
2014-05-19,10748477370
2014-05-20,10672906680
2014-05-21,10731037980
2014-05-22,10818234930
2014-05-23,11120517690
2014-05-27,11234842580
2014-05-28,11275534490
2014-05-29,11401485640
2014-05-30,11415049610
2014-06-02,11382108540
2014-06-03,11246468840
2014-06-04,11298787010
2014-06-05,11407298770
2014-06-06,11608820610
2014-06-09,11777401380
2014-06-10,11787089930
2014-06-11,11779339090
2014-06-12,11645637100
2014-06-13,11484807170
2014-06-16,11583630380
2014-06-17,11723145500
2014-06-18,11866536040
2014-06-19,11843283520
2014-06-20,11635948550
2014-06-23,11641761680
2014-06-24,11608820610
2014-06-25,11616571450
2014-06-26,11477056330
2014-06-27,11740584890
2014-06-30,11707355100
2014-07-01,11734268560
2014-07-02,11765026800
2014-07-03,11859223910
2014-07-07,11774638750
2014-07-08,11655450570
2014-07-09,11122948540
2014-07-10,11024906650
2014-07-11,11055664890
2014-07-14,11178697850
2014-07-15,11036440990
2014-07-16,10898028910
2014-07-17,10792297460
2014-07-18,10882649790
2014-07-21,10832667650
2014-07-22,10951855830
2014-07-23,11005682750
2014-07-24,11130638100
2014-07-25,10976846900
2014-07-28,11057587280
2014-07-29,11069121620
2014-07-30,10459723990
2014-07-31,10576989780
2014-08-01,10480870280
2014-08-04,10588524120
2014-08-05,10480870280
2014-08-06,10573145000
2014-08-07,10580834560
2014-08-08,10686566010
2014-08-11,10721169030
2014-08-12,10638506260
2014-08-13,10700022740
2014-08-14,10717324250
2014-08-15,10778840730
2014-08-18,10765384000
2014-08-19,10786530290
2014-08-20,10971079730
2014-08-21,11034518600
2014-08-22,11080655960
2014-08-25,11090267910
2014-08-26,11046052940
2014-08-27,10494327010
2014-08-28,10403974680
2014-08-29,10444344870
2014-09-02,10365526880
2014-09-03,10296320840
2014-09-04,10081013160
2014-09-05,10240571530
2014-09-08,10296320840
2014-09-09,9940678690
2014-09-10,10336691030
2014-09-11,10204046120
2014-09-12,10290553670
2014-09-15,10307855180
2014-09-16,10330923860
2014-09-17,10202123730
2014-09-18,10200201340
2014-09-19,10015651900
2014-09-22,9906075670
2014-09-23,9756129250
2014-09-24,9850326360
2014-09-25,9756129250
2014-09-26,9969514540
2014-09-29,9923872140
2014-09-30,9946830780
2014-10-01,9755508780
2014-10-02,9545054580
2014-10-03,9652194900
2014-10-06,9801426060
2014-10-07,9577579320
2014-10-08,9793773180
2014-10-09,9512529840
2014-10-10,9522095940
2014-10-13,9441740700
2014-10-14,9715331160
2014-10-15,9921958920
2014-10-16,10065450420
2014-10-17,9994661280
2014-10-20,10105628040
2014-10-21,10302689700
2014-10-22,10254859200
2014-10-23,10375392060
2014-10-24,10572453720
2014-10-27,10830738420
2014-10-28,10943618400
2014-10-29,10323735120
2014-10-30,10358173080
2014-10-31,10614544560
2014-11-03,10656635400
2014-11-04,10683420480
