,CNC
2011-09-15,1561214327
2011-09-16,1580345621
2011-09-19,1568262698
2011-09-20,1571283429
2011-09-21,1523455193
2011-09-22,1473109681
2011-09-23,1489723700
2011-09-26,1520434462
2011-09-27,1561717782
2011-09-28,1497275526
2011-09-29,1469585495
2011-09-30,1448486554
2011-10-03,1340873148
2011-10-04,1370176329
2011-10-05,1390890646
2011-10-06,1424235645
2011-10-07,1382807010
2011-10-10,1438382009
2011-10-11,1423730418
2011-10-12,1424740873
2011-10-13,1435855872
2011-10-14,1440402918
2011-10-17,1379270419
2011-10-18,1385838374
2011-10-19,1384322692
2011-10-20,1406552691
2011-10-21,1426256554
2011-10-24,1468695644
2011-10-25,1603591323
2011-10-26,1654114049
2011-10-27,1758190864
2011-10-28,1796588136
2011-10-31,1775873818
2011-11-01,1732929501
2011-11-02,1761222228
2011-11-03,1775873818
2011-11-04,1784462682
2011-11-07,1781431318
2011-11-08,1791535863
2011-11-09,1730908592
2011-11-10,1728887683
2011-11-11,1791535863
2011-11-14,1792041091
2011-11-15,1835995862
2011-11-16,1829427908
2011-11-17,1834985408
2011-11-18,1844079499
2011-11-21,1832964499
2011-11-22,1853678816
2011-11-23,1820333817
2011-11-25,1766779728
2011-11-28,1855699725
2011-11-29,1866309498
2011-11-30,1955734723
2011-12-01,1936030860
2011-12-02,1908243361
2011-12-05,1954219041
2011-12-06,1917337451
2011-12-07,1930473360
2011-12-08,1848121317
2011-12-09,1897633588
2011-12-12,1834985408
2011-12-13,1807197909
2011-12-14,1786483591
2011-12-15,1800124727
2011-12-16,1935525633
2011-12-19,1942093587
2011-12-20,2031518812
2011-12-21,2013835858
2011-12-22,2007773131
2011-12-23,2021414267
2011-12-27,2048191312
2011-12-28,1989584949
2011-12-29,2028992676
2011-12-30,2000194722
2012-01-03,2045538216
2012-01-04,2011795271
2012-01-05,2101265201
2012-01-06,2165683550
2012-01-09,2229079386
2012-01-10,2229079386
2012-01-11,2243905831
2012-01-12,2252597196
2012-01-13,2242883318
2012-01-17,2274581236
2012-01-18,2278671290
2012-01-19,2267934898
2012-01-20,2242883318
2012-01-23,2217320481
2012-01-24,2251063426
2012-01-25,2232146926
2012-01-26,2198915238
2012-01-27,2263844844
2012-01-30,2236748237
2012-01-31,2310880464
2012-02-01,2369163733
2012-02-02,2384501435
2012-02-03,2366096192
2012-02-06,2331330734
2012-02-07,2340022098
2012-02-08,2436649622
2012-02-09,2406996731
2012-02-10,2419266893
2012-02-13,2508736823
2012-02-14,2488286553
2012-02-15,2489820323
2012-02-16,2543502281
2012-02-17,2542991024
2012-02-21,2544524794
2012-02-22,2480106445
2012-02-23,2478572675
2012-02-24,2500045458
2012-02-27,2484196499
2012-02-28,2517428187
2012-02-29,2494932891
2012-03-01,2507203052
2012-03-02,2381945151
2012-03-05,2380411381
2012-03-06,2325195653
2012-03-07,2345134666
2012-03-08,2354848544
2012-03-09,2391659029
2012-03-12,2331841991
2012-03-13,2333887018
2012-03-14,2325195653
2012-03-15,2366607449
2012-03-16,2324173140
2012-03-19,2347690950
2012-03-20,2288385168
2012-03-21,2285317627
2012-03-22,2269979925
2012-03-23,2295031505
2012-03-26,2448919784
2012-03-27,2391147772
2012-03-28,2440228420
2012-03-29,2425913231
2012-03-30,2503624255
2012-04-02,2546945848
2012-04-03,2579400862
2012-04-04,2555188392
2012-04-05,2617007466
2012-04-09,2213638008
2012-04-10,2126060986
2012-04-11,2157485682
2012-04-12,2251244611
2012-04-13,2268244856
2012-04-16,2218789597
2012-04-17,2267729697
2012-04-18,2261547790
2012-04-19,2350670288
2012-04-20,2390337528
2012-04-23,2311003049
2012-04-24,2173970769
2012-04-25,2171394974
2012-04-26,2172425292
2012-04-27,2063726753
2012-04-30,2039514283
2012-05-01,2079181522
2012-05-02,2078666363
2012-05-03,2041059759
2012-05-04,1958634327
2012-05-07,1973573937
2012-05-08,1961725281
2012-05-09,1925148996
2012-05-10,1940603764
2012-05-11,1915876135
2012-05-14,1876724054
2012-05-15,1879815008
2012-05-16,1842208405
2012-05-17,1804086642
2012-05-18,1778328695
2012-05-21,1849420630
2012-05-22,1802541166
2012-05-23,1811814027
2012-05-24,1860238968
2012-05-25,1921542883
2012-05-29,1907118432
2012-05-30,1897330412
2012-05-31,1861784445
2012-06-01,1790177351
2012-06-04,1782965125
2012-06-05,1837571974
2012-06-06,1923088360
2012-06-07,1691781991
2012-06-08,1827268795
2012-06-11,1420808384
2012-06-12,1385777575
2012-06-13,1382686621
2012-06-14,1452748239
2012-06-15,1452748239
2012-06-18,1460475623
2012-06-19,1496536749
2012-06-20,1540325260
2012-06-21,1568659002
2012-06-22,1578962181
2012-06-25,1532082717
2012-06-26,1561446777
2012-06-27,1540840419
2012-06-28,1575871228
2012-06-29,1553719393
2012-07-02,1541871465
2012-07-03,1532070342
2012-07-05,1534133736
2012-07-06,1492349999
2012-07-09,1793089733
2012-07-10,1775035032
2012-07-11,1792058036
2012-07-12,1800311614
2012-07-13,1852928171
2012-07-16,1824040649
2012-07-17,1877173055
2012-07-18,1928757915
2012-07-19,1938559038
2012-07-20,1904513031
2012-07-23,1786899550
2012-07-24,1896259453
2012-07-25,1910703214
2012-07-26,1944233373
2012-07-27,2053077427
2012-07-30,2011809540
2012-07-31,1962288074
2012-08-01,1933400552
2012-08-02,1910703214
2012-08-03,1896259453
2012-08-06,1940622433
2012-08-07,2028832543
2012-08-08,2060299308
2012-08-09,2077838160
2012-08-10,2051014033
2012-08-13,2039149515
2012-08-14,2016452177
2012-08-15,2097956256
2012-08-16,2117042654
2012-08-17,2156762996
2012-08-20,2058235914
2012-08-21,2005103508
2012-08-22,2074743069
2012-08-23,2082480798
2012-08-24,2064426097
2012-08-27,2099503802
2012-08-28,2102598893
2012-08-29,2107757379
2012-08-30,2096924559
2012-08-31,2094861164
2012-09-04,2136644901
2012-09-05,2139224144
2012-09-06,2158826391
2012-09-07,2142835084
2012-09-10,2088155132
2012-09-11,2071132129
2012-09-12,1926178672
2012-09-13,1930821309
2012-09-14,1924115277
2012-09-17,1964351468
2012-09-18,1942169979
2012-09-19,1909671517
2012-09-20,1866856083
2012-09-21,1926178672
2012-09-24,1908123971
2012-09-25,1877173055
2012-09-26,1883363238
2012-09-27,1915861700
2012-09-28,1929789612
2012-10-01,1918785953
2012-10-02,1886141202
2012-10-03,1909977052
2012-10-04,1896504615
2012-10-05,1879404983
2012-10-08,1872668765
2012-10-09,1845723890
2012-10-10,1849351085
2012-10-11,1856087304
2012-10-12,1844169378
2012-10-15,1841578525
2012-10-16,1812560968
2012-10-17,2011020331
2012-10-18,2013093014
2012-10-19,1993920699
2012-10-22,1990293505
2012-10-23,1994957041
2012-10-24,1996511552
2012-10-25,1993920699
2012-10-26,1983557286
2012-10-31,1968012166
2012-11-01,2009465819
2012-11-02,2017238379
2012-11-05,2033819840
2012-11-06,2065946421
2012-11-07,2273732856
2012-11-08,2193934574
2012-11-09,2201707134
2012-11-12,2210516035
2012-11-13,2205334328
2012-11-14,2186162014
2012-11-15,2189271038
2012-11-16,2197561769
2012-11-19,2225542984
2012-11-20,2226061155
2012-11-21,2233315544
2012-11-23,2250415176
2012-11-26,2239015421
2012-11-27,2209479694
2012-11-28,2224506643
2012-11-29,2265960296
2012-11-30,2275287368
2012-12-03,2355603820
2012-12-04,2351458455
2012-12-05,2346794919
2012-12-06,2323477239
2012-12-07,2339022359
2012-12-10,2368039916
2012-12-11,2369076257
2012-12-12,2357158332
2012-12-13,2330213458
2012-12-14,2109990927
2012-12-17,2176834942
2012-12-18,2143672020
2012-12-19,2126572388
2012-12-20,2131754095
2012-12-21,2102218367
2012-12-24,2075791663
2012-12-26,2092373125
2012-12-27,2090300442
2012-12-28,2039001547
2012-12-31,2146641879
2013-01-02,2165490441
2013-01-03,2141929738
2013-01-04,2178056150
2013-01-07,2224130415
2013-01-08,2163396157
2013-01-09,2161301872
2013-01-10,2193239714
2013-01-11,2180674006
2013-01-14,2150306877
2013-01-15,2198998998
2013-01-16,2216276847
2013-01-17,2234601838
2013-01-18,2256068257
2013-01-22,2333556793
2013-01-23,2331986080
2013-01-24,2315755373
2013-01-25,2327797510
2013-01-28,2307378234
2013-01-29,2327273939
2013-01-30,2289053242
2013-01-31,2259733256
2013-02-01,2293241812
2013-02-04,2227271842
2013-02-05,2355546783
2013-02-06,2363400351
2013-02-07,2344551788
2013-02-08,2410521758
2013-02-11,2329891795
2013-02-12,2344551788
2013-02-13,2364447494
2013-02-14,2382772485
2013-02-15,2406333189
2013-02-19,2407380331
2013-02-20,2382248914
2013-02-21,2396385336
2013-02-22,2378060344
2013-02-25,2322038227
2013-02-26,2310519661
2013-02-27,2354499641
2013-02-28,2357117497
2013-03-01,2392720338
2013-03-04,2339839648
2013-03-05,2378583916
2013-03-06,2411045329
2013-03-07,2460784593
2013-03-08,2508953142
2013-03-11,2480680298
2013-03-12,2434606033
2013-03-13,2461831735
2013-03-14,2380678200
2013-03-15,2397432479
2013-03-18,2378583916
2013-03-19,2361306066
2013-03-20,2380678200
2013-03-21,2355546783
2013-03-22,2342981075
2013-03-25,2334603936
2013-03-26,2330938937
2013-03-27,2312613946
2013-03-28,2305807520
2013-04-01,2430904424
2013-04-02,2430359134
2013-04-03,2386190615
2013-04-04,2378011259
2013-04-05,2303851771
2013-04-08,2310940545
2013-04-09,2465257717
2013-04-10,2497429848
2013-04-11,2581949854
2013-04-12,2601035017
2013-04-15,2504518623
2013-04-16,2527420818
2013-04-17,2459804813
2013-04-18,2415091004
2013-04-19,2480525847
2013-04-22,2472891782
2013-04-23,2566681724
2013-04-24,2581404564
2013-04-25,2597763275
2013-04-26,2572679918
2013-04-29,2541053077
2013-04-30,2519241463
2013-05-01,2530147270
2013-05-02,2567772305
2013-05-03,2591765081
2013-05-06,2607578501
2013-05-07,2623937212
2013-05-08,2658290505
2013-05-09,2683919151
2013-05-10,2760259802
2013-05-13,2776073222
2013-05-14,2807700063
2013-05-15,2818605870
2013-05-16,2843689227
2013-05-17,2827875806
2013-05-20,2753171027
2013-05-21,2768439157
2013-05-22,2774982642
2013-05-23,2799520708
2013-05-24,2729723542
2013-05-28,2793522514
2013-05-29,2777163803
2013-05-30,2794613095
2013-05-31,2699187282
2013-06-03,2664833989
2013-06-04,2676285086
2013-06-05,2613576695
2013-06-06,2634297729
2013-06-07,2710638379
2013-06-10,2736812316
2013-06-11,2701913733
2013-06-12,2690462636
2013-06-13,2735721736
2013-06-14,2750444575
2013-06-17,2770620319
2013-06-18,2834419291
2013-06-19,2816969999
2013-06-20,2747172833
2013-06-21,2730814122
2013-06-24,2717727154
2013-06-25,2688826765
2013-06-26,2692098507
2013-06-27,2833328710
2013-06-28,2860593228
2013-07-01,2872869336
2013-07-02,2905677132
2013-07-03,2888179641
2013-07-05,2939578521
2013-07-08,2979494673
2013-07-09,2991524198
2013-07-10,2983322249
2013-07-11,2983322249
2013-07-12,2975667097
2013-07-15,3006287706
2013-07-16,3029253164
2013-07-17,3013942859
2013-07-18,3019957621
2013-07-19,3033627536
2013-07-22,3057686587
2013-07-23,3182903008
2013-07-24,3213523618
2013-07-25,3130957331
2013-07-26,3066435332
2013-07-29,3064794943
2013-07-30,3066982129
2013-07-31,3033080740
2013-08-01,3067528926
2013-08-02,3116193823
2013-08-05,3152282399
2013-08-06,3164858720
2013-08-07,3107991874
2013-08-08,3132597721
2013-08-09,3150095212
2013-08-12,3122755382
2013-08-13,3128223348
2013-08-14,3090494383
2013-08-15,3036361519
2013-08-16,3059326977
2013-08-19,3076277671
2013-08-20,3112366247
2013-08-21,3083932824
2013-08-22,3111272654
2013-08-23,3149548416
2013-08-26,3157750365
2013-08-27,3133144518
2013-08-28,3144080450
2013-08-29,3185090195
2013-08-30,3124942569
2013-09-03,3164858720
2013-09-04,3244691024
2013-09-05,3244144227
2013-09-06,3212430025
2013-09-09,3210242838
2013-09-10,3207508855
2013-09-11,3274764837
2013-09-12,3258360939
2013-09-13,3324523328
2013-09-16,3355143937
2013-09-17,3323429734
2013-09-18,3307572633
2013-09-19,3226099940
2013-09-20,3199853703
2013-09-23,3345848395
2013-09-24,3541054781
2013-09-25,3496764257
2013-09-26,3508793782
2013-09-27,3533946425
2013-09-30,3511805285
2013-10-01,3567260621
2013-10-02,3530473418
2013-10-03,3545298112
2013-10-04,3599106260
2013-10-07,3558475617
2013-10-08,3524433728
2013-10-09,3524982790
2013-10-10,3610636578
2013-10-11,3623814084
2013-10-14,3627108460
2013-10-15,3591968445
2013-10-16,3644678468
2013-10-17,3596360947
2013-10-18,3628206585
2013-10-21,3629853774
2013-10-22,3619421582
2013-10-23,3479959646
2013-10-24,3298768941
2013-10-25,3242215479
2013-10-28,3237822977
2013-10-29,3219154844
2013-10-30,3158757943
2013-10-31,3083536347
2013-11-01,3074751344
2013-11-04,3180720452
2013-11-05,3149972939
2013-11-06,3142286061
2013-11-07,3052788834
2013-11-08,3118127300
2013-11-11,3153816378
2013-11-12,3124166990
2013-11-13,3184014829
2013-11-14,3172484511
2013-11-15,3128010429
2013-11-18,3160954194
2013-11-19,3170837323
2013-11-20,3147776688
2013-11-21,3136246370
2013-11-22,3213664217
2013-11-25,3263079863
2013-11-26,3269119553
2013-11-27,3280649871
2013-11-29,3279551746
2013-12-02,3295474565
2013-12-03,3356969592
2013-12-04,3345439274
2013-12-05,3292729251
2013-12-06,3304808632
2013-12-09,3147227625
2013-12-10,3108793233
2013-12-11,3059926650
2013-12-12,2979214427
2013-12-13,3161503256
2013-12-16,3119225425
2013-12-17,3080791034
2013-12-18,3135697308
2013-12-19,3089576037
2013-12-20,3136795433
2013-12-23,3140638872
2013-12-24,3152169190
2013-12-26,3156012629
2013-12-27,3151620127
2013-12-30,3190603582
2013-12-31,3388674490
2014-01-02,3393848039
2014-01-03,3386949973
2014-01-06,3372004166
2014-01-07,3459954496
2014-01-08,3531809341
2014-01-09,3547904826
2014-01-10,3462253851
2014-01-13,3481798369
2014-01-14,3515713856
2014-01-15,3572048054
2014-01-16,3564000312
2014-01-17,3547904826
2014-01-21,3543306116
2014-01-22,3532959018
2014-01-23,3595041605
2014-01-24,3534108696
2014-01-27,3509390629
2014-01-28,3466277722
2014-01-29,3466277722
2014-01-30,3501342887
2014-01-31,3483522885
2014-02-03,3397871910
2014-02-04,3379477070
2014-02-05,3551928698
2014-02-06,3537557729
2014-02-07,3528360308
2014-02-10,3532384180
2014-02-11,3514564178
2014-02-12,3346711260
2014-02-13,3417991266
2014-02-14,3500768048
2014-02-18,3539857084
2014-02-19,3466852561
2014-02-20,3522037082
2014-02-21,3536982890
2014-02-24,3643328060
2014-02-25,3596191282
2014-02-26,3609987412
2014-02-27,3612861606
2014-02-28,3660573223
2014-03-03,3605388702
2014-03-04,3672069998
2014-03-05,3630106769
2014-03-06,3611711929
2014-03-07,3646202254
2014-03-10,3688165484
2014-03-11,3678393225
2014-03-12,3702536453
2014-03-13,3657124191
2014-03-14,3624933220
2014-03-17,3664597095
2014-03-18,3706560324
2014-03-19,3723230648
2014-03-20,3747948715
2014-03-21,3746224198
2014-03-24,3667471288
2014-03-25,3622633865
2014-03-26,3613436445
2014-03-27,3529509986
2014-03-28,3551353859
2014-03-31,3595478016
2014-04-01,3609917687
2014-04-02,3543495202
2014-04-03,3535408986
2014-04-04,3415270925
2014-04-07,3352891548
2014-04-08,3444150267
2014-04-09,3452236482
2014-04-10,3360977763
2014-04-11,3367331218
2014-04-14,3355201895
2014-04-15,3347115679
2014-04-16,3289356996
2014-04-17,3214848295
2014-04-21,3308994949
2014-04-22,3713305730
2014-04-23,3764710957
2014-04-24,3853081742
2014-04-25,3840952419
2014-04-28,3812073078
2014-04-29,3783771323
2014-04-30,3835176551
2014-05-01,3812650664
2014-05-02,3830555856
2014-05-05,3898711102
2014-05-06,3898711102
2014-05-07,3959935306
2014-05-08,3915461120
2014-05-09,3999211210
2014-05-12,4097978558
2014-05-13,4064478522
2014-05-14,4032133660
2014-05-15,4066788870
2014-05-16,4047150917
2014-05-19,4093935451
2014-05-20,4088737169
2014-05-21,4103754427
2014-05-22,4111840642
2014-05-23,4100866493
2014-05-27,4275297715
2014-05-28,4229668356
2014-05-29,4259702871
2014-05-30,4304177057
2014-06-02,4371754716
2014-06-03,4181151062
2014-06-04,4223892487
2014-06-05,4237176984
2014-06-06,4290892560
2014-06-09,4239487332
2014-06-10,4273564955
2014-06-11,4288582212
2014-06-12,4338254680
2014-06-13,4281651170
2014-06-16,4341142614
2014-06-17,4386194387
2014-06-18,4443953070
2014-06-19,4422582357
2014-06-20,4402366818
2014-06-23,4403521991
2014-06-24,4254504589
2014-06-25,4316306380
2014-06-26,4322082248
2014-06-27,4320349488
2014-06-30,4431765525
2014-07-01,4565404268
2014-07-02,4667391730
2014-07-03,4712524113
2014-07-07,4620500943
2014-07-08,4510893728
2014-07-09,4490965144
2014-07-10,4519685751
2014-07-11,4487448335
2014-07-14,4519099616
2014-07-15,4518513481
2014-07-16,4478070177
2014-07-17,4570679482
2014-07-18,4537855931
2014-07-21,4430007120
2014-07-22,4687906450
2014-07-23,4684975776
2014-07-24,4667977865
2014-07-25,4349706647
2014-07-28,4427662581
2014-07-29,4383116333
2014-07-30,4338570085
2014-07-31,4225446061
2014-08-01,4218998578
2014-08-04,4269406174
2014-08-05,4203759072
2014-08-06,4304574264
2014-08-07,4183830487
2014-08-08,4244202376
2014-08-11,4234238084
2014-08-12,4243616241
2014-08-13,4310435613
2014-08-14,4343845299
2014-08-15,4319227635
2014-08-18,4354395726
2014-08-19,4419456693
2014-08-20,4457555458
2014-08-21,4479242447
2014-08-22,4425904176
2014-08-25,4418284423
2014-08-26,4422387367
2014-08-27,4432937794
2014-08-28,4561301324
2014-08-29,4579471504
2014-09-02,4533166852
2014-09-03,4459313862
2014-09-04,4483345391
2014-09-05,4563059729
2014-09-08,4626362292
2014-09-09,4650979955
2014-09-10,4659185843
2014-09-11,4609364381
2014-09-12,4551923167
2014-09-15,4525547099
2014-09-16,4627534561
2014-09-17,4680286697
2014-09-18,4762345575
2014-09-19,4793410721
2014-09-22,4794582991
2014-09-23,4775826676
2014-09-24,4879572543
2014-09-25,4829164946
2014-09-26,4853782610
2014-09-29,4907120880
2014-09-30,4864671856
2014-10-01,4790563688
2014-10-02,4745863524
2014-10-03,4834087533
2014-10-06,4742922723
2014-10-07,4704104159
2014-10-08,4841145453
2014-10-09,4754685925
2014-10-10,4622938071
2014-10-13,4570591826
2014-10-14,4544124623
2014-10-15,4582943187
2014-10-16,4604705109
2014-10-17,4636465752
2014-10-20,4707633120
2014-10-21,4855849455
2014-10-22,4792328168
2014-10-23,4879375857
2014-10-24,4815854571
2014-10-27,4835852013
2014-10-28,5214038931
2014-10-29,5284618139
2014-10-30,5293440540
2014-10-31,5450479276
2014-11-03,5385781669
2014-11-04,5413425192
2014-11-05,5439892394
2014-11-06,5502825521
2014-11-07,5394604070
2014-11-10,5514000562
2014-11-11,5596931130
2014-11-12,5734560585
2014-11-13,5723385543
2014-11-14,5681038019
2014-11-17,5765144908
2014-11-18,5794552911
2014-11-19,5791612110
2014-11-20,5808080592
2014-11-21,5785730510
2014-11-24,5801022671
2014-11-25,5802198991
2014-11-26,5802787151
2014-11-28,5809256912
2014-12-01,5751617226
2014-12-02,5812785872
2014-12-03,5980411490
2014-12-04,5932770525
2014-12-05,5881600600
2014-12-08,5837488595
2014-12-09,5852192597
2014-12-10,5711034182
2014-12-11,5816902993
2014-12-12,6069811819
2014-12-15,6054519657
2014-12-16,5951591647
2014-12-17,6115100143
2014-12-18,6302135042
2014-12-19,6277432320
2014-12-22,6269198079
2014-12-23,6171563509
2014-12-24,6232143995
2014-12-26,6236261116
2014-12-29,6198030712
2014-12-30,6193913591
2014-12-31,6167846478
2015-01-02,6202887686
2015-01-05,6186257960
2015-01-06,6206451198
2015-01-07,6240304568
2015-01-08,6336519410
2015-01-09,6287818070
2015-01-12,6223674843
2015-01-13,6338301166
2015-01-14,6334143735
2015-01-15,6348397785
2015-01-16,6431546414
2015-01-20,6381063318
2015-01-21,6495689642
2015-01-22,6613879478
2015-01-23,6558645032
2015-01-26,6640011904
2015-01-27,6608534209
2015-01-28,6514695042
2015-01-29,6579432189
2015-01-30,6483217347
2015-02-02,6476090322
2015-02-03,6621600422
2015-02-04,6836005100
2015-02-05,6812842268
2015-02-06,6820563212
2015-02-09,6734444989
2015-02-10,6942316560
2015-02-11,7072978691
2015-02-12,7019526001
2015-02-13,7018932082
2015-02-17,7140685431
2015-02-18,7149000294
2015-02-19,7166817857
2015-02-20,7109207736
2015-02-23,7363404972
2015-02-24,7288571206
2015-02-25,7323018495
2015-02-26,7267190130
2015-02-27,7300449582
2015-03-02,7381222535
2015-03-03,7383598210
2015-03-04,7397852261
2015-03-05,7513072503
2015-03-06,7463183326
2015-03-09,7528514391
2015-03-10,7477437377
2015-03-11,7619977883
2015-03-12,7707877861
2015-03-13,7767269739
2015-03-16,8000085899
2015-03-17,8003649411
2015-03-18,8253095297
2015-03-19,8384945265
2015-03-20,8344558788
2015-03-23,8375442565
2015-03-24,8327929063
2015-03-25,8175885856
2015-03-26,8099864253
2015-03-27,8222211521
2015-03-30,8460966868
2015-03-31,8412362292
2015-04-01,8386181507
2015-04-02,8373091114
2015-04-06,8401651971
2015-04-07,8392131685
2015-04-08,8487334541
2015-04-09,8404032042
2015-04-10,8350480436
2015-04-13,8371901079
2015-04-14,8330249830
2015-04-15,8067251942
2015-04-16,8246947331
2015-04-17,8110093227
2015-04-20,8307639151
2015-04-21,8423072613
2015-04-22,8437353042
2015-04-23,8632518895
2015-04-24,8766992928
2015-04-27,8424262649
2015-04-28,8216006403
2015-04-29,7610278237
2015-04-30,7377031242
2015-05-01,7485324490
2015-05-04,7715001378
2015-05-05,7532925917
2015-05-06,7562676809
2015-05-07,7606708130
2015-05-08,7804254055
2015-05-11,7849475411
2015-05-12,8026790729
2015-05-13,8031550871
2015-05-14,8111283263
2015-05-15,8105333084
2015-05-18,8301688973
2015-05-19,8374281150
2015-05-20,8443303220
2015-05-21,8518275469
2015-05-22,8462343791
2015-05-26,8465913898
2015-05-27,8586107503
2015-05-28,8617048431
2015-05-29,8965728888
2015-06-01,9032370887
2015-06-02,8772943106
2015-06-03,8753902535
2015-06-04,8665839894
2015-06-05,8733671928
2015-06-08,8717011429
2015-06-09,8678930287
2015-06-10,8794363749
2015-06-11,9018090458
2015-06-12,8971679066
2015-06-15,9253717525
2015-06-16,9427462736
2015-06-17,9340590130
2015-06-18,9409612200
2015-06-19,9458403664
2015-06-22,9559556697
2015-06-23,9507195127
2015-06-24,9320359524
2015-06-25,9696410802
2015-06-26,9563126804
2015-06-29,9578597268
2015-06-30,9577370529
2015-07-01,9636931291
2015-07-02,8867406246
2015-07-06,8319447236
2015-07-07,8364713415
2015-07-08,8419509316
2015-07-09,8439759975
2015-07-10,8685150314
2015-07-13,8695871252
2015-07-14,8803080623
2015-07-15,8878127183
2015-07-16,8888848120
2015-07-17,8954364959
2015-07-20,8886465690
2015-07-21,8550542992
2015-07-22,8502894383
2015-07-23,8412362024
2015-07-24,8224150016
2015-07-27,8231297308
2015-07-28,8299196577
2015-07-29,8244400676
2015-07-30,8330168173
2015-07-31,8353992478
2015-08-03,8454054558
2015-08-04,8396876226
2015-08-05,8512424105
2015-08-06,8396876226
2015-08-07,8518380181
2015-08-10,8539822055
2015-08-11,8463584280
2015-08-12,8242018245
2015-08-13,8349227617
2015-08-14,8271798626
2015-08-17,8564837575
2015-08-18,8643457781
2015-08-19,8433803899
2015-08-20,7928728637
2015-08-21,7739325414
2015-08-24,7246162304
2015-08-25,7215190708
2015-08-26,7486787783
2015-08-27,7532053962
2015-08-28,7447477680
2015-08-31,7352180461
2015-09-01,7066288803
2015-09-02,7167542099
2015-09-03,7128231996
2015-09-04,7141335363
2015-09-08,7368857474
2015-09-09,7321208865
2015-09-10,7376004766
2015-09-11,7555878267
2015-09-14,7528480316
2015-09-15,7542774899
2015-09-16,7605909307
2015-09-17,7608291737
2015-09-18,7427227021
2015-09-21,7479640491
2015-09-22,7367666259
2015-09-23,7479640491
2015-09-24,7325973726
2015-09-25,6981712521
2015-09-28,6272939453
2015-09-29,6297954973
2015-09-30,6479735704
2015-10-01,6424772059
2015-10-02,6687641662
2015-10-05,6629093432
2015-10-06,6341131731
2015-10-07,6441500125
2015-10-08,6564570894
2015-10-09,6852532595
2015-10-12,6844168562
2015-10-13,6841778838
2015-10-14,6782035747
2015-10-15,6890768173
2015-10-16,6942147232
2015-10-19,7246836998
2015-10-20,7158417223
2015-10-21,6966044468
2015-10-22,6635067741
2015-10-23,6840583976
2015-10-26,6936172923
2015-10-27,7269539373
2015-10-28,7300605781
2015-10-29,7220550038
2015-10-30,7107038164
2015-11-02,7279098268
2015-11-03,7331672188
2015-11-04,7261175340
2015-11-05,7377076938
2015-11-06,7378271800
2015-11-09,7298216057
2015-11-10,7270734235
2015-11-11,7061633415
2015-11-12,6841778838
2015-11-13,6842973700
2015-11-16,6991136567
2015-11-17,7035346455
2015-11-18,7105843303
2015-11-19,6508412388
2015-11-20,6860896627
2015-11-23,6807127845
2015-11-24,6808322707
2015-11-25,6782035747
2015-11-27,7016228665
2015-11-30,6900327068
2015-12-01,7050879658
2015-12-02,7052074520
2015-12-03,6790399779
2015-12-04,7012644080
2015-12-07,6900327068
2015-12-08,6858506904
2015-12-09,6872845246
2015-12-10,6866870937
2015-12-11,6795179227
2015-12-14,6786815194
2015-12-15,7016228665
2015-12-16,7332867050
2015-12-17,7391415280
2015-12-18,7736730349
2015-12-21,7790499131
2015-12-22,7784524822
2015-12-23,7860995979
2015-12-24,7834709019
2015-12-28,7893257248
2015-12-29,7974507853
2015-12-30,7920739071
2015-12-31,8226387082
2016-01-04,8253887540
2016-01-05,8371389498
2016-01-06,8246387415
2016-01-07,7946382416
2016-01-08,7818880291
2016-01-11,7602626688
2016-01-12,7880131312
2016-01-13,7657627604
2016-01-14,7822630354
2016-01-15,7613876875
2016-01-19,7813880208
2016-01-20,7817630270
2016-01-21,7468874459
2016-01-22,7886381416
2016-01-25,7672627854
2016-01-26,7498874959
2016-01-27,7730128812
2016-01-28,7378872959
2016-01-29,7757629270
2016-02-01,7948882457
2016-02-02,7605126729
2016-02-03,7492624855
2016-02-04,7541375667
2016-02-05,7125118731
2016-02-08,6715111898
2016-02-09,6938865627
2016-02-10,6862614356
2016-02-11,6715111898
2016-02-12,6728862127
2016-02-16,6893864877
2016-02-17,7202620022
2016-02-18,6990116481
2016-02-19,6928865460
2016-02-22,7215120230
2016-02-23,7142619022
2016-02-24,7158869293
2016-02-25,7188869793
2016-02-26,7210120147
2016-02-29,7120118647
2016-03-01,7310121813
2016-03-02,7398873292
2016-03-03,7540125646
2016-03-04,7343872376
2016-03-07,7301371668
2016-03-08,7157619272
2016-03-09,7268871126
2016-03-10,7240120647
2016-03-11,7583876375
2016-03-14,7502625021
2016-03-15,7318871959
2016-03-16,7256370918
2016-03-17,7022617022
2016-03-18,7317621938
2016-03-21,7247620772
2016-03-22,7547625771
2016-03-23,7837630604
2016-03-24,7970132812
2016-03-28,7798879958
2016-03-29,7825130395
2016-03-30,7807630104
2016-03-31,10501317630
2016-04-01,10538840610
2016-04-04,10470617010
2016-04-05,10340992170
2016-04-06,10482556140
2016-04-07,10561013280
2016-04-08,10387043100
2016-04-11,10136321370
2016-04-12,10066392180
2016-04-13,10185783480
2016-04-14,10098798390
2016-04-15,9994757400
2016-04-18,10129499010
2016-04-19,10088564850
2016-04-20,10182372300
2016-04-21,10318819500
2016-04-22,10634353650
2016-04-25,10721338740
2016-04-26,11377990889
2016-04-27,11171614500
2016-04-28,10850963580
2016-04-29,10567835640
2016-05-02,10723044330
2016-05-03,10683815760
2016-05-04,10426271670
