,EQR
2004-08-20,8724400380
2004-08-23,8721598710
2004-08-24,9012972390
2004-08-25,8984955690
2004-08-26,9049394100
2004-08-27,9040989090
2004-08-30,9054997440
2004-08-31,9074609130
2004-09-01,9046592430
2004-09-02,9066204120
2004-09-03,9141849210
2004-09-07,9284734380
2004-09-08,9228700980
2004-09-09,9012972390
2004-09-10,8996162370
2004-09-13,8934525630
2004-09-14,8763623760
2004-09-15,8735607060
2004-09-16,8811252150
2004-09-17,8760822090
2004-09-20,8662763640
2004-09-21,8707590360
2004-09-22,8587118550
2004-09-23,8497465109
2004-09-24,8522680140
2004-09-27,8539490160
2004-09-28,8595523560
2004-09-29,8595523560
2004-09-30,8685177000
2004-10-01,8898103920
2004-10-04,8937327300
2004-10-05,8970947340
2004-10-06,9007369050
2004-10-07,8926120620
2004-10-08,8998964040
2004-10-11,8984955690
2004-10-12,9088617480
2004-10-13,9043790760
2004-10-14,9155857560
2004-10-15,9293139390
2004-10-18,9351974460
2004-10-19,9242709330
2004-10-20,9211890960
2004-10-21,9441627900
2004-10-22,9396801180
2004-10-25,9234304320
2004-10-26,9388396170
2004-10-27,9466842930
2004-10-28,9413611200
2004-10-29,9343569450
2004-11-01,9455636250
2004-11-02,9237105990
2004-11-03,9281932710
2004-11-04,9385594500
2004-11-05,9245511000
2004-11-08,9374387820
2004-11-09,9312751080
2004-11-10,9385594500
2004-11-11,9508867980
2004-11-12,9730199910
2004-11-15,9772224960
2004-11-16,9693778200
2004-11-17,9405206190
2004-11-18,9405206190
2004-11-19,9276329370
2004-11-22,9318354420
2004-11-23,9349172790
2004-11-24,9578909730
2004-11-26,9494859630
2004-11-29,9458437920
2004-11-30,9444429570
2004-12-01,9632141460
2004-12-02,9567703050
2004-12-03,9744208260
2004-12-06,9822655020
2004-12-07,9699381540
2004-12-08,9800241660
2004-12-09,9951531840
2004-12-10,10052391960
2004-12-13,10057995300
2004-12-14,10091615340
2004-12-15,10015970250
2004-12-16,9906705120
2004-12-17,10015970250
2004-12-20,9987953550
2004-12-21,10142045400
2004-12-22,10198078800
2004-12-23,10086012000
2004-12-27,10114028700
2004-12-28,10116830370
2004-12-29,10212087150
2004-12-30,10245707190
2004-12-31,10293607980
2005-01-03,10085914950
2005-01-04,10023322530
2005-01-05,9701825100
2005-01-06,9701825100
2005-01-07,9659148450
2005-01-10,9602246250
2005-01-11,9491286960
2005-01-12,9482751630
2005-01-13,9568104930
2005-01-14,9627852240
2005-01-18,9730276200
2005-01-19,9735966420
2005-01-20,9644922900
2005-01-21,9590865810
2005-01-24,9474216300
2005-01-25,9277903710
2005-01-26,9240917280
2005-01-27,9095816670
2005-01-28,9055985130
2005-01-31,8973476940
2005-02-01,9121422660
2005-02-02,9104352000
2005-02-03,9036069360
2005-02-04,9164099310
2005-02-07,9164099310
2005-02-08,9195395520
2005-02-09,9297819480
2005-02-10,9354721680
2005-02-11,9368947230
2005-02-14,9349031460
2005-02-15,9417314100
2005-02-16,9451455420
2005-02-17,9545344050
2005-02-18,9499822290
2005-02-22,9272213490
2005-02-23,9118577550
2005-02-24,9147028650
2005-02-25,9337651020
2005-02-28,9334805910
2005-03-01,9403088550
2005-03-02,9368947230
2005-03-03,9459990750
2005-03-04,9676219110
2005-03-07,9721740870
2005-03-08,9718895759
2005-03-09,9374637450
2005-03-10,9519738060
2005-03-11,9226691730
2005-03-14,9442920090
2005-03-15,9474216300
2005-03-16,9169789530
2005-03-17,9255142830
2005-03-18,9189705300
2005-03-21,9067365570
2005-03-22,8876743200
2005-03-23,8945025840
2005-03-24,8896658970
2005-03-28,8930800290
2005-03-29,8976322050
2005-03-30,9175479750
2005-03-31,9188965430
2005-04-01,9157584300
2005-04-04,9086263550
2005-04-05,9089116380
2005-04-06,9186112600
2005-04-07,9305931460
2005-04-08,9140467320
2005-04-11,9200376750
2005-04-12,9288814480
2005-04-13,9251727690
2005-04-14,9143320150
2005-04-15,9117644680
2005-04-18,9111939020
2005-04-19,9157584300
2005-04-20,9126203170
2005-04-21,9206082410
2005-04-22,9388663529
2005-04-25,9525599370
2005-04-26,9548422010
2005-04-27,9628301250
2005-04-28,9534157860
2005-04-29,9799471050
2005-05-02,9813735200
2005-05-03,9788059730
2005-05-04,9905025760
2005-05-05,9956376700
2005-05-06,9839410670
2005-05-09,10044814430
2005-05-10,10016286130
2005-05-11,10136104990
2005-05-12,10081901220
2005-05-13,9956376700
2005-05-16,10084754050
2005-05-17,10087606880
2005-05-18,10161780460
2005-05-19,10332950260
2005-05-20,10441357800
2005-05-23,10412829500
2005-05-24,10327244600
2005-05-25,10201720080
2005-05-26,10215984230
2005-05-27,10250218190
2005-05-31,10241659700
2005-06-01,10324391770
2005-06-02,10304421960
2005-06-03,10284452150
2005-06-06,10327244600
2005-06-07,10429946480
2005-06-08,10529795529
2005-06-09,10438504970
2005-06-10,10432799310
2005-06-13,10512678550
2005-06-14,10526942700
2005-06-15,10427093650
2005-06-16,10444210630
2005-06-17,10641055900
2005-06-20,10612527600
2005-06-21,10495561570
2005-06-22,10455621950
2005-06-23,10401418180
2005-06-24,10341508750
2005-06-27,10341508750
2005-06-28,10469886100
2005-06-29,10529795529
2005-06-30,10537221240
2005-07-01,10697483160
2005-07-05,10874916000
2005-07-06,10874916000
2005-07-07,11000836080
2005-07-08,11135341619
2005-07-11,11312774460
2005-07-12,11352839940
2005-07-13,11275570800
2005-07-14,11138203440
2005-07-15,11115308880
2005-07-18,11098137960
2005-07-19,11209748940
2005-07-20,11275570800
2005-07-21,11163959820
2005-07-22,11152512540
2005-07-25,11204025300
2005-07-26,11315636280
2005-07-27,11318498100
2005-07-28,11590371000
2005-07-29,11561752800
2005-08-01,11493069119
2005-08-02,11613265560
2005-08-03,11561752800
2005-08-04,11307050820
2005-08-05,10874916000
2005-08-08,10462813920
2005-08-09,10554392160
2005-08-10,10660279500
2005-08-11,10688897700
2005-08-12,10726101360
2005-08-15,10866330540
2005-08-16,10960770600
2005-08-17,10843435980
2005-08-18,10743272280
2005-08-19,10625937660
2005-08-22,10605904920
2005-08-23,10591595820
2005-08-24,10634523119
2005-08-25,10746134100
2005-08-26,10628799480
2005-08-29,10603043100
2005-08-30,10611628560
2005-08-31,10809094140
2005-09-01,10874916000
2005-09-02,10920705119
2005-09-06,11206887119
2005-09-07,11195439840
2005-09-08,11161098000
2005-09-09,11246952600
2005-09-12,11198301660
2005-09-13,11078105220
2005-09-14,11075243400
2005-09-15,11043763380
2005-09-16,11089552500
2005-09-19,10943599680
2005-09-20,10843435980
2005-09-21,10637384940
2005-09-22,10651694040
2005-09-23,10654555860
2005-09-26,10688897700
2005-09-27,10674588600
2005-09-28,10571563080
2005-09-29,10597319460
2005-09-30,10831988700
2005-10-03,10957908780
2005-10-04,10803370500
2005-10-05,10703206800
2005-10-06,10726101360
2005-10-07,10574424900
2005-10-10,10468537560
2005-10-11,10479984840
2005-10-12,10302552000
2005-10-13,10313999280
2005-10-14,10603043100
2005-10-17,10703206800
2005-10-18,10677450420
2005-10-19,10883501460
2005-10-20,10723239540
2005-10-21,10886363280
2005-10-24,11103861600
2005-10-25,11109585240
2005-10-26,11109585240
2005-10-27,10960770600
2005-10-28,11298465360
2005-10-31,11232643500
2005-11-01,10854883260
2005-11-02,11023730640
2005-11-03,10889225100
2005-11-04,10852021440
2005-11-07,10874916000
2005-11-08,10840574160
2005-11-09,11049487020
2005-11-10,11289879900
2005-11-11,11392905420
2005-11-14,11421523619
2005-11-15,11355701760
2005-11-16,11372872680
2005-11-17,11487345480
2005-11-18,11541720060
2005-11-21,11684811060
2005-11-22,11919480300
2005-11-23,12016782180
2005-11-25,11985302160
2005-11-28,11885138460
2005-11-29,11782112940
2005-11-30,11664778320
2005-12-01,11747771100
2005-12-02,11704843800
2005-12-05,11618989200
2005-12-06,11604680100
2005-12-07,11561752800
2005-12-08,11553167340
2005-12-09,11590371000
2005-12-12,11576061900
2005-12-13,11676225600
2005-12-14,11639021940
2005-12-15,11329945380
2005-12-16,11407214520
2005-12-19,11246952600
2005-12-20,11338530840
2005-12-21,11424385440
2005-12-22,11444418180
2005-12-23,11478760020
2005-12-27,11464450920
2005-12-28,11355701760
2005-12-29,11244090780
2005-12-30,11195439840
2006-01-03,11552311200
2006-01-04,11592754400
2006-01-05,11615864800
2006-01-06,11812303200
2006-01-09,11927855200
2006-01-10,12020296800
2006-01-11,11956743200
2006-01-12,11844080000
2006-01-13,11719861600
2006-01-17,11696751200
2006-01-18,11740083200
2006-01-19,11916300000
2006-01-20,11783415200
2006-01-23,11841191200
2006-01-24,11945188000
2006-01-25,12028963200
2006-01-26,12080961600
2006-01-27,12303399200
2006-01-30,12262956000
2006-01-31,12251400799
2006-02-01,12442061600
2006-02-02,12430506400
2006-02-03,12364064000
2006-02-06,12456505600
2006-02-07,12511392800
2006-02-08,12462283200
2006-02-09,12508504000
2006-02-10,12551836000
2006-02-13,12632722400
2006-02-14,12733830400
2006-02-15,12962045600
2006-02-16,12999600000
2006-02-17,13071820000
2006-02-21,13181594400
2006-02-22,13331812000
2006-02-23,13305812800
2006-02-24,13262480799
2006-02-27,13248036800
2006-02-28,13080486400
2006-03-01,12988044800
2006-03-02,12898492000
2006-03-03,12716497600
2006-03-06,13074708800
2006-03-07,12797384000
2006-03-08,12803161600
2006-03-09,12924491200
2006-03-10,13031376800
2006-03-13,12933157600
2006-03-14,12999600000
2006-03-15,13253814400
2006-03-16,13274036000
2006-03-17,13493584800
2006-03-20,13308701600
2006-03-21,13172928000
2006-03-22,13245148000
2006-03-23,13291368800
2006-03-24,13317368000
2006-03-27,13302924000
2006-03-28,13450252800
2006-03-29,13692912000
2006-03-30,13505140000
2006-03-31,13543833400
2006-04-03,13387525000
2006-04-04,13213849000
2006-04-05,13199376000
2006-04-06,12985175600
2006-04-07,12733345400
2006-04-10,12530723400
2006-04-11,12507566600
2006-04-12,12530723400
2006-04-13,12339679800
2006-04-17,12365731200
2006-04-18,12689926400
2006-04-19,12878075400
2006-04-20,12924389000
2006-04-21,13011227000
2006-04-24,12962018800
2006-04-25,12878075400
2006-04-26,12825972600
2006-04-27,12941756600
2006-04-28,12988070200
2006-05-01,12834656400
2006-05-02,12640718200
2006-05-03,12377309600
2006-05-04,12715977800
2006-05-05,12808605000
2006-05-08,12950440400
2006-05-09,12909916000
2006-05-10,12941756600
2006-05-11,12582826200
2006-05-12,12417834000
2006-05-15,12629139800
2006-05-16,12626245200
2006-05-17,12412044800
2006-05-18,12287577000
2006-05-19,12261525600
2006-05-22,12160214600
2006-05-23,12131268599
2006-05-24,12244158000
2006-05-25,12588615400
2006-05-26,12713083200
2006-05-30,12707294000
2006-05-31,12765186000
2006-06-01,13057540600
2006-06-02,13054646000
2006-06-05,13028594600
2006-06-06,12982281000
2006-06-07,13005437800
2006-06-08,12820183400
2006-06-09,12921494400
2006-06-12,12814394200
2006-06-13,12814394200
2006-06-14,12886759200
2006-06-15,12973597200
2006-06-16,12878075400
2006-06-19,12895443000
2006-06-20,12875180800
2006-06-21,12912810600
2006-06-22,12820183400
2006-06-23,12713083200
2006-06-26,12852024000
2006-06-27,12663875000
2006-06-28,12747818400
2006-06-29,12869391600
2006-06-30,12973310280
2006-07-03,13147331880
2006-07-05,13132830080
2006-07-06,13216940520
2006-07-07,13118328280
2006-07-10,13254645200
2006-07-11,13286549160
2006-07-12,13385161400
2006-07-13,13185036560
2006-07-14,12955908120
2006-07-17,12909502360
2006-07-18,13025516759
2006-07-19,13367759240
2006-07-20,13274947720
2006-07-21,13037118200
2006-07-24,13231442320
2006-07-25,13248844480
2006-07-26,13379360680
2006-07-27,13385161400
2006-07-28,13596887680
2006-07-31,13489574360
2006-08-01,13460570759
2006-08-02,13651994520
2006-08-03,13834717200
2006-08-04,14066746000
2006-08-07,13884023320
2006-08-08,13727403880
2006-08-09,13718702800
2006-08-10,13733204600
2006-08-11,13721603160
2006-08-14,13875322240
2006-08-15,14066746000
2006-08-16,13817315040
2006-08-17,13701300640
2006-08-18,13710001720
2006-08-21,13901425480
2006-08-22,14095749600
2006-08-23,14023240600
2006-08-24,14133454280
2006-08-25,14176959680
2006-08-28,14333579120
2006-08-29,14316176960
2006-08-30,14464095320
2006-08-31,14464095320
2006-09-01,14319077320
2006-09-05,14530803600
2006-09-06,14408988480
2006-09-07,14275571920
2006-09-08,14493098920
2006-09-11,14585910440
2006-09-12,14742529880
2006-09-13,14771533480
2006-09-14,14646818000
2006-09-15,14736729160
2006-09-18,14719327000
2006-09-19,14730928440
2006-09-20,14580109720
2006-09-21,14295874440
2006-09-22,14408988480
2006-09-25,14411888840
2006-09-26,14313276600
2006-09-27,14655519080
2006-09-28,14623615120
2006-09-29,14670020880
2006-10-02,14707725560
2006-10-03,14844042480
2006-10-04,14980359400
2006-10-05,15157281360
2006-10-06,14974558680
2006-10-09,15073170920
2006-10-10,15064469840
2006-10-11,15061569480
2006-10-12,15171783160
2006-10-13,15389310160
2006-10-16,15525627080
2006-10-17,15482121680
2006-10-18,15615538240
2006-10-19,15479221320
2006-10-20,15586534640
2006-10-23,15757655880
2006-10-24,15690947600
2006-10-25,15806962000
2006-10-26,15873670280
2006-10-27,15792460200
2006-10-30,15867869560
2006-10-31,15838865960
2006-11-01,15412513040
2006-11-02,14910750759
2006-11-03,14484397840
2006-11-06,14638116920
2006-11-07,14487298200
2006-11-08,14551106120
2006-11-09,14629415840
2006-11-10,14739629520
2006-11-13,14678721960
2006-11-14,15015163720
2006-11-15,14844042480
2006-11-16,14806337800
2006-11-17,14667120520
2006-11-20,15160181720
2006-11-21,15493723120
2006-11-22,15485022040
2006-11-24,15551730320
2006-11-27,15032565880
2006-11-28,14989060480
2006-11-29,15258793960
2006-11-30,15447317360
2006-12-01,15325502240
2006-12-04,15583634280
2006-12-05,15400911600
2006-12-06,15357406200
2006-12-07,15279096480
2006-12-08,15255893600
2006-12-11,15357406200
2006-12-12,15354505840
2006-12-13,15160181720
2006-12-14,15139879200
2006-12-15,15049968040
2006-12-18,14980359400
2006-12-19,14771533480
2006-12-20,14759932040
2006-12-21,14588810800
2006-12-22,14437992080
2006-12-26,14617814400
2006-12-27,14678721960
2006-12-28,14670020880
2006-12-29,14719327000
2007-01-03,14852195820
2007-01-04,14881420920
2007-01-05,14589169920
2007-01-08,14577479880
2007-01-09,14787900600
2007-01-10,15021701400
2007-01-11,15261347220
2007-01-12,15389937659
2007-01-16,15667576110
2007-01-17,15606203400
2007-01-18,15620815950
2007-01-19,15743561370
2007-01-22,15536063159
2007-01-23,15562365750
2007-01-24,15915989460
2007-01-25,15991974720
2007-01-26,16097185080
2007-01-29,16088417550
2007-01-30,16252078110
2007-01-31,16447886280
2007-02-01,16386513570
2007-02-02,16292993250
2007-02-05,16278380700
2007-02-06,16468343850
2007-02-07,15635428500
2007-02-08,15635428500
2007-02-09,15416240250
2007-02-12,15214587060
2007-02-13,15319797420
2007-02-14,15299339850
2007-02-15,15465922920
2007-02-16,15255502200
2007-02-20,15620815950
2007-02-21,15530218140
2007-02-22,15498070530
2007-02-23,15243812159
2007-02-26,15121066740
2007-02-27,14568712350
2007-02-28,14843428290
2007-03-01,14574557370
2007-03-02,14305686450
2007-03-05,13648121700
2007-03-06,14048505570
2007-03-07,13881922500
2007-03-08,13978365330
2007-03-09,14133258360
2007-03-12,14285228880
2007-03-13,13916992620
2007-03-14,14057273100
2007-03-15,14033893020
2007-03-16,13919915130
2007-03-19,14028048000
2007-03-20,14127413340
2007-03-21,14364136650
2007-03-22,14407974300
2007-03-23,14413819320
2007-03-26,14115723300
2007-03-27,13911147600
2007-03-28,13770867120
2007-03-29,13931605170
2007-03-30,14095265730
2007-04-02,13842916080
2007-04-03,14036324400
2007-04-04,14010726240
2007-04-05,14030635920
2007-04-09,14042012880
2007-04-10,14093209200
2007-04-11,13794564000
2007-04-12,13697859839
2007-04-13,13859981520
2007-04-16,13857137280
2007-04-17,13902645120
2007-04-18,13746211920
2007-04-19,13595467200
2007-04-20,13640975040
2007-04-23,13780342800
2007-04-24,13558492080
2007-04-25,13592622960
2007-04-26,13467476400
2007-04-27,13464632160
2007-04-30,13205806320
2007-05-01,13089192480
2007-05-02,13183052400
2007-05-03,13129011839
2007-05-04,12966890160
2007-05-07,13066438560
2007-05-08,12946980480
2007-05-09,13126167600
2007-05-10,13049373120
2007-05-11,13541426640
2007-05-14,13495918800
2007-05-15,13421968560
2007-05-16,13370772240
2007-05-17,13254158400
2007-05-18,13123323360
2007-05-21,13274068080
2007-05-22,13421968560
2007-05-23,13274068080
2007-05-24,13188740880
2007-05-25,13524361200
2007-05-29,14434518000
2007-05-30,14744540160
2007-05-31,14411764080
2007-06-01,14474337360
2007-06-04,14391854400
2007-06-05,14212667280
2007-06-06,14084676480
2007-06-07,13521516960
2007-06-08,13683638640
2007-06-11,13390681920
2007-06-12,13319575920
2007-06-13,13640975040
2007-06-14,13359395280
2007-06-15,13399214640
2007-06-18,13237092960
2007-06-19,13268379600
2007-06-20,13026619200
2007-06-21,13032307680
2007-06-22,13120479120
2007-06-25,12975422880
2007-06-26,12867341760
2007-06-27,13185896640
2007-06-28,12972578640
2007-06-29,12978267120
2007-07-02,12540443740
2007-07-03,12499630840
2007-07-05,12619348680
2007-07-06,12638394700
2007-07-09,12540443740
2007-07-10,12203057100
2007-07-11,12189452800
2007-07-12,12526839440
2007-07-13,12720020500
2007-07-16,12698253620
2007-07-17,12594860940
2007-07-18,12529560300
2007-07-19,12657440720
2007-07-20,12456097080
2007-07-23,12162244200
2007-07-24,11819415840
2007-07-25,11691535420
2007-07-26,11441216300
2007-07-27,11038529020
2007-07-30,11016762140
2007-07-31,10831743660
2007-08-01,10907927740
2007-08-02,11030366440
2007-08-03,10562378520
2007-08-06,10883440000
2007-08-07,10924252900
2007-08-08,11365032220
2007-08-09,11277964700
2007-08-10,10687538080
2007-08-13,10543332500
2007-08-14,10045415120
2007-08-15,10072623720
2007-08-16,10614074860
2007-08-17,11011320420
2007-08-20,11307894160
2007-08-21,11365032220
2007-08-22,11337823620
2007-08-23,11193618040
2007-08-24,11144642560
2007-08-27,10888881720
2007-08-28,10488915300
2007-08-29,10709304960
2007-08-30,10793651620
2007-08-31,10948740640
2007-09-04,11131038260
2007-09-05,10965065800
2007-09-06,11049412460
2007-09-07,10820860220
2007-09-10,10823581080
2007-09-11,11038529020
2007-09-12,10951461500
2007-09-13,10970507520
2007-09-14,10946019780
2007-09-17,10875277420
2007-09-18,11250756100
2007-09-19,11441216300
2007-09-20,11297010720
2007-09-21,11367753080
2007-09-24,11626234780
2007-09-25,11541888120
2007-09-26,11751394340
2007-09-27,11797648960
2007-09-28,11525562960
2007-10-01,11543660700
2007-10-02,11651293900
2007-10-03,11745472950
2007-10-04,11861178640
2007-10-05,12076445040
2007-10-08,11893468600
2007-10-09,11914995240
2007-10-10,11769690420
2007-10-11,11554424020
2007-10-12,11333775960
2007-10-15,11118509560
2007-10-16,11005494700
2007-10-17,10809064110
2007-10-18,10922078970
2007-10-19,10634160160
2007-10-22,10674522610
2007-10-23,10879025690
2007-10-24,10642232650
2007-10-25,10566889410
2007-10-26,10580343560
2007-10-29,10467328700
2007-10-30,10728339210
2007-10-31,11242287740
2007-11-01,10817136600
2007-11-02,10523836130
2007-11-05,10370458820
2007-11-06,10413512100
2007-11-07,10152501590
2007-11-08,10184791550
2007-11-09,10176719060
2007-11-12,10139047440
2007-11-13,10588416050
2007-11-14,10340859690
2007-11-15,10254753130
2007-11-16,10160574080
2007-11-19,9816147840
2007-11-20,9668152190
2007-11-21,9641243890
2007-11-23,9934544360
2007-11-26,9280672670
2007-11-27,9347943420
2007-11-28,9813457010
2007-11-29,9765022070
2007-11-30,10012578430
2007-12-03,10015269260
2007-12-04,9754258750
2007-12-05,10160574080
2007-12-06,10739102530
2007-12-07,10776774150
2007-12-10,10951678100
2007-12-11,10168646570
2007-12-12,9883418590
2007-12-13,9678915510
2007-12-14,9315653460
2007-12-17,9213401920
2007-12-18,9600881440
2007-12-19,9918399380
2007-12-20,9692369660
2007-12-21,9950689340
2007-12-24,10456565380
2007-12-26,10165955740
2007-12-27,9851128630
2007-12-28,9805384520
2007-12-31,9802552480
2008-01-02,9791801120
2008-01-03,9377873760
2008-01-04,8972009920
2008-01-07,9106401920
2008-01-08,8899438240
2008-01-09,9015015360
2008-01-10,9176285760
2008-01-11,9041893760
2008-01-14,9055332960
2008-01-15,8810739520
2008-01-16,8977385600
2008-01-17,8883311200
2008-01-18,8794612480
2008-01-22,9114465440
2008-01-23,10084775680
2008-01-24,10065960800
2008-01-25,10108966240
2008-01-28,10143908160
2008-01-29,10149283840
2008-01-30,9896626880
2008-01-31,10044458080
2008-02-01,10415380000
2008-02-04,10240670400
2008-02-05,9813303840
2008-02-06,10076712160
2008-02-07,10366998880
2008-02-08,10052521600
2008-02-11,9829430880
2008-02-12,10372374560
2008-02-13,10442258400
2008-02-14,10251421760
2008-02-15,10375062400
2008-02-19,10283675840
2008-02-20,10719105920
2008-02-21,10549772000
2008-02-22,10775550560
2008-02-25,11079276480
2008-02-26,10861561440
2008-02-27,10762111360
2008-02-28,10434194880
2008-02-29,10262173120
2008-03-03,10522893600
2008-03-04,10431507040
2008-03-05,10412692160
2008-03-06,9867060640
2008-03-07,10001452640
2008-03-10,9740732160
2008-03-11,10426131360
2008-03-12,10278300160
2008-03-13,10385813760
2008-03-14,10380438080
2008-03-17,10283675840
2008-03-18,10909942560
2008-03-19,10853497920
2008-03-20,11350748320
2008-03-24,11694791840
2008-03-25,11700167520
2008-03-26,11176038720
2008-03-27,11022831840
2008-03-28,10845434400
2008-03-31,11186035920
2008-04-01,11932850080
2008-04-02,11663242080
2008-04-03,11795350000
2008-04-04,11671330320
2008-04-07,11668634240
2008-04-08,11353192880
2008-04-09,11048535840
2008-04-10,11018878960
2008-04-11,10878682800
2008-04-14,10832849440
2008-04-15,10937996560
2008-04-16,11401722320
2008-04-17,11428683120
2008-04-18,11428683120
2008-04-21,11312751680
2008-04-22,11140202560
2008-04-23,11417898800
2008-04-24,11684810720
2008-04-25,11808830400
2008-04-28,11576967520
2008-04-29,11439467440
2008-04-30,11194124160
2008-05-01,11590447920
2008-05-02,11762997040
2008-05-05,11695595040
2008-05-06,11857359840
2008-05-07,11399026240
2008-05-08,11283094800
2008-05-09,11229173200
2008-05-12,11719859760
2008-05-13,11676722480
2008-05-14,11825006880
2008-05-15,11930154000
2008-05-16,11881624560
2008-05-19,11984075600
2008-05-20,11663242080
2008-05-21,11304663440
2008-05-22,11253437920
2008-05-23,11045839760
2008-05-27,11204908480
2008-05-28,11258830080
2008-05-29,11482604720
2008-05-30,11401722320
2008-06-02,11261526160
2008-06-03,11568879280
2008-06-04,11773781360
2008-06-05,11905889280
2008-06-06,11471820400
2008-06-09,11148290800
2008-06-10,11264222240
2008-06-11,11142898640
2008-06-12,11229173200
2008-06-13,11487996880
2008-06-16,11674026400
2008-06-17,11191428080
2008-06-18,10983829920
2008-06-19,11218388880
2008-06-20,10878682800
2008-06-23,10584810080
2008-06-24,10673780720
2008-06-25,10835545520
2008-06-26,10347555040
2008-06-27,10312506000
2008-06-30,10346103150
2008-07-01,10324475550
2008-07-02,10081165050
2008-07-03,10227151350
2008-07-07,10216337550
2008-07-08,11116586400
2008-07-09,10300144500
2008-07-10,10548861900
2008-07-11,10616448150
2008-07-14,10392061800
2008-07-15,10164972000
2008-07-16,10943565600
2008-07-17,11167951950
2008-07-18,11165248500
2008-07-21,11289607200
2008-07-22,11670793650
2008-07-23,12041166300
2008-07-24,11162545050
2008-07-25,11549138400
2008-07-28,11211207150
2008-07-29,11816779950
2008-07-30,11730269550
2008-07-31,11670793650
2008-08-01,11927621400
2008-08-04,11924917950
2008-08-05,12671070150
2008-08-06,12425056200
2008-08-07,11811373050
2008-08-08,12327732000
2008-08-11,12744063300
2008-08-12,12246628500
2008-08-13,12068200800
2008-08-14,12319621650
2008-08-15,12135787050
2008-08-18,11878959300
2008-08-19,11511290100
2008-08-20,11465331450
2008-08-21,11176062300
2008-08-22,11557248750
2008-08-25,11189579550
2008-08-26,11368007250
2008-08-27,11308531350
2008-08-28,11611317750
2008-08-29,11408559000
2008-09-02,11465331450
2008-09-03,11835704100
2008-09-04,11259869250
2008-09-05,11449110750
2008-09-08,12081718050
2008-09-09,11424779700
2008-09-10,11478848700
2008-09-11,11454517650
2008-09-12,11584283250
2008-09-15,10813800000
2008-09-16,11281496850
2008-09-17,10721882700
2008-09-18,13246905000
2008-09-19,12849497850
2008-09-22,11746490250
2008-09-23,11673497100
2008-09-24,11554545300
2008-09-25,11854628250
2008-09-26,12303400950
2008-09-29,11224724400
2008-09-30,12006021450
2008-10-01,11649166050
2008-10-02,11038186350
2008-10-03,10581303300
2008-10-06,10454241150
2008-10-07,9905440800
2008-10-08,10000061550
2008-10-09,9024116100
2008-10-10,11084145000
2008-10-13,10662406800
2008-10-14,9708088950
2008-10-15,8186046600
2008-10-16,8737550400
2008-10-17,8788915950
2008-10-20,8988971250
2008-10-21,8791619400
2008-10-22,8104943100
2008-10-23,8515867500
2008-10-24,8131977600
2008-10-27,7764308400
2008-10-28,8624005500
2008-10-29,8632115850
2008-10-30,8667260700
2008-10-31,9443150850
2008-11-03,8913274650
2008-11-04,9499923300
2008-11-05,8488833000
2008-11-06,8064391350
2008-11-07,8937605700
2008-11-10,8199563850
2008-11-11,8250929400
2008-11-12,7880556750
2008-11-13,8664557250
2008-11-14,7477742700
2008-11-17,7196583900
2008-11-18,7164142500
2008-11-19,6274707450
2008-11-20,5982734850
2008-11-21,6853245750
2008-11-24,8094129300
2008-11-25,8048170650
2008-11-26,8491536450
2008-11-28,8226598350
2008-12-01,6447728250
2008-12-02,7750791150
2008-12-03,8294184600
2008-12-04,7985991300
2008-12-05,9094405800
2008-12-08,9353937000
2008-12-09,8642929650
2008-12-10,9321495600
2008-12-11,7415563350
2008-12-12,8556419250
2008-12-15,8018432700
2008-12-16,8972750550
2008-12-17,8999785050
2008-12-18,7802156700
2008-12-19,7983287850
2008-12-22,7677798000
2008-12-23,7439894400
2008-12-24,7504777200
2008-12-26,7599397950
2008-12-29,7293908100
2008-12-30,7607508300
2008-12-31,8120701680
2009-01-02,7687706520
2009-01-05,7431721960
2009-01-06,7608732560
2009-01-07,7412659280
2009-01-08,7330962080
2009-01-09,7031405680
2009-01-12,6631089400
2009-01-13,6996003560
2009-01-14,6799930280
2009-01-15,7140335280
2009-01-16,7426275480
2009-01-20,6584794320
2009-01-21,7132165560
2009-01-22,6639259120
2009-01-23,6843502120
2009-01-26,6729126040
2009-01-27,6813546480
2009-01-28,7450784640
2009-01-29,6802653520
2009-01-30,6516713320
2009-02-02,6587517560
2009-02-03,6467695000
2009-02-04,6377828080
2009-02-05,5825010360
2009-02-06,6282514680
2009-02-09,6388721040
2009-02-10,5732420200
2009-02-11,6070101960
2009-02-12,5974788560
2009-02-13,5732420200
2009-02-17,5231344040
2009-02-18,5424694080
2009-02-19,5127860920
2009-02-20,5574472280
2009-02-23,5035270760
2009-02-24,5500944800
2009-02-25,5299425040
2009-02-26,4929064400
2009-02-27,4792902400
2009-03-02,4553257280
2009-03-03,4618615040
2009-03-04,4877322840
2009-03-05,4550534040
2009-03-06,4654017160
2009-03-09,4790179160
2009-03-10,5454649720
2009-03-11,5359336320
2009-03-12,5748759640
2009-03-13,5536346920
2009-03-16,5046163720
2009-03-17,5549963120
2009-03-18,5825010360
2009-03-19,5228620800
2009-03-20,4626784760
2009-03-23,5598981440
2009-03-24,5073396120
2009-03-25,5220451080
2009-03-26,5345720120
2009-03-27,5037994000
2009-03-30,4637677720
2009-03-31,5007733350
2009-04-01,5018649390
2009-04-02,5378878710
2009-04-03,5913764670
2009-04-06,5859184470
2009-04-07,5196035040
