,FITB
2009-04-09,2327000000
2009-04-13,2821000000
2009-04-14,2340000000
2009-04-15,2626000000
2009-04-16,2808000000
2009-04-17,3139500000
2009-04-20,2372500000
2009-04-21,2574000000
2009-04-22,2398500000
2009-04-23,2483000000
2009-04-24,2411500000
2009-04-27,2353000000
2009-04-28,2405000000
2009-04-29,2684500000
2009-04-30,2665000000
2009-05-01,2502500000
2009-05-04,3139500000
2009-05-05,2970500000
2009-05-06,3432000000
2009-05-07,3477500000
2009-05-08,5518500000
2009-05-11,5427500000
2009-05-12,5349500000
2009-05-13,4563000000
2009-05-14,4888000000
2009-05-15,4615000000
2009-05-18,5193500000
2009-05-19,5076500000
2009-05-20,5011500000
2009-05-21,4517500000
2009-05-22,4478500000
2009-05-26,4556500000
2009-05-27,4374500000
2009-05-28,4381000000
2009-05-29,4485000000
2009-06-01,4550000000
2009-06-02,4368000000
2009-06-03,4237999999
2009-06-04,4550000000
2009-06-05,4634500000
2009-06-08,4712500000
2009-06-09,4660500000
2009-06-10,4771000000
2009-06-11,5050500000
2009-06-12,5219500000
2009-06-15,4920500000
2009-06-16,4667000000
2009-06-17,4426500000
2009-06-18,4706000000
2009-06-19,4771000000
2009-06-22,4387500000
2009-06-23,4374500000
2009-06-24,4407000000
2009-06-25,4524000000
2009-06-26,4517500000
2009-06-29,4595500000
2009-06-30,5611371400
2009-07-01,5658791440
2009-07-02,5437497920
2009-07-06,5390077880
2009-07-07,5382174540
2009-07-08,5200397720
2009-07-09,5342657840
2009-07-10,5168784360
2009-07-13,5658791440
2009-07-14,5579758040
2009-07-15,5895891640
2009-07-16,5824761580
2009-07-17,5540241340
2009-07-20,5650888100
2009-07-21,5350561180
2009-07-22,5540241340
2009-07-23,6330575340
2009-07-24,6709935660
2009-07-27,6860099120
2009-07-28,6765259040
2009-07-29,7033972600
2009-07-30,7429139600
2009-07-31,7508173000
2009-08-03,7610916420
2009-08-04,7919146680
2009-08-05,7895436660
2009-08-06,7437042940
2009-08-07,7674143140
2009-08-10,7689949820
2009-08-11,7737369859
2009-08-12,8093020160
2009-08-13,8567220560
2009-08-14,8322217019
2009-08-17,7713659840
2009-08-18,8053503460
2009-08-19,7990276740
2009-08-20,8227376940
2009-08-21,8622543940
2009-08-24,8314313680
2009-08-25,8488187160
2009-08-26,8488187160
2009-08-27,8361733720
2009-08-28,8551413880
2009-08-31,8646253960
2009-09-01,8108826840
2009-09-02,7840113280
2009-09-03,8203666920
2009-09-04,8314313680
2009-09-08,8322217019
2009-09-09,8338023700
2009-09-10,8243183620
2009-09-11,7729466519
2009-09-14,7784789900
2009-09-15,8140440200
2009-09-16,8187860240
2009-09-17,8021890100
2009-09-18,8093020160
2009-09-21,8045600120
2009-09-22,8061406799
2009-09-23,7784789900
2009-09-24,7539786359
2009-09-25,7579303060
2009-09-28,7768983220
2009-09-29,7855919960
2009-09-30,7992570000
2009-10-01,7448160000
2009-10-02,7385040000
2009-10-05,7479720000
2009-10-06,7787429999
2009-10-07,8008350000
2009-10-08,7992570000
2009-10-09,8079360000
2009-10-12,8039910000
2009-10-13,8016240000
2009-10-14,8166150000
2009-10-15,8323950000
2009-10-16,7874220000
2009-10-19,8000460000
2009-10-20,8347620000
2009-10-21,7976790000
2009-10-22,8521200000
2009-10-23,8158260000
2009-10-26,7511280000
2009-10-27,7235130000
2009-10-28,6974760000
2009-10-29,7314030000
2009-10-30,7053660000
2009-11-02,7274580000
2009-11-03,7156230000
2009-11-04,6998429999
2009-11-05,7274580000
2009-11-06,7235130000
2009-11-09,7676970000
2009-11-10,7432380000
2009-11-11,7676970000
2009-11-12,7527059999
2009-11-13,7684860000
2009-11-16,7700640000
2009-11-17,7811100000
2009-11-18,8016240000
2009-11-19,7929450000
2009-11-20,7866330000
2009-11-23,8024130000
2009-11-24,7897890000
2009-11-25,7842660000
2009-11-27,7550730000
2009-11-30,7953120000
2009-12-01,8032020000
2009-12-02,8292390000
2009-12-03,8142480000
2009-12-04,8237160000
2009-12-07,8126700000
2009-12-08,8039910000
2009-12-09,8118809999
2009-12-10,7953120000
2009-12-11,8032020000
2009-12-14,8150370000
2009-12-15,7732200000
2009-12-16,7590179999
2009-12-17,7534950000
2009-12-18,7747980000
2009-12-21,8032020000
2009-12-22,8047799999
2009-12-23,7834770000
2009-12-24,8071470000
2009-12-28,7866330000
2009-12-29,7826880000
2009-12-30,7724309999
2009-12-31,7707111750
2010-01-04,7999586759
2010-01-05,8213014470
2010-01-06,8260442849
2010-01-07,8758440840
2010-01-08,8766345570
2010-01-11,8853297600
2010-01-12,8687298270
2010-01-13,9106248960
2010-01-14,9303867210
2010-01-15,8979773280
2010-01-19,9003487470
2010-01-20,8940249630
2010-01-21,9501485460
2010-01-22,9564723300
2010-01-25,9873007770
2010-01-26,9256438830
2010-01-27,9627961140
2010-01-28,9691198980
2010-01-29,9833484120
2010-02-01,9880912500
2010-02-02,9865103040
2010-02-03,9485676000
2010-02-04,8869107060
2010-02-05,8900725980
2010-02-08,9003487470
2010-02-09,9066725310
2010-02-10,9240629370
2010-02-11,9382914510
2010-02-12,9177391530
2010-02-16,9548913840
2010-02-17,9525199650
2010-02-18,9422438160
2010-02-19,9667484790
2010-02-22,9920436150
2010-02-23,9699103710
2010-02-24,10031102370
2010-02-25,9643770600
2010-02-26,9651675330
2010-03-01,9675389520
2010-03-02,10007388180
2010-03-03,9912531420
2010-03-04,9746532090
2010-03-05,10062721290
2010-03-08,9967864530
2010-03-09,9975769260
2010-03-10,10244530080
2010-03-11,10497481440
2010-03-12,10394719950
2010-03-15,10576528740
2010-03-16,10631861850
2010-03-17,10829480100
2010-03-18,10623957120
2010-03-19,10513290900
2010-03-22,10616052390
2010-03-23,10639766580
2010-03-24,10734623340
2010-03-25,10600242930
2010-03-26,10434243600
2010-03-29,10521195630
2010-03-30,10489576710
2010-03-31,10723776840
2010-04-01,10747502010
2010-04-05,11032204050
2010-04-06,11348539650
2010-04-07,11308997700
2010-04-08,11285272530
2010-04-09,11150829900
2010-04-12,11356448040
2010-04-13,11332722870
2010-04-14,11815134660
2010-04-15,11783501100
2010-04-16,11229913800
2010-04-19,11261547360
2010-04-20,11704417200
2010-04-21,11981210850
2010-04-22,11830951440
2010-04-23,11957485680
2010-04-26,11482982280
2010-04-27,11111287950
2010-04-28,11419715160
2010-04-29,11759775930
2010-04-30,11799317880
2010-05-03,12147287040
2010-05-04,11514615840
2010-05-05,11538341010
2010-05-06,10763318790
2010-05-07,10526067090
2010-05-10,11372264820
2010-05-11,11554157790
2010-05-12,11862585000
2010-05-13,11704417200
2010-05-14,11135013120
2010-05-17,11055929220
2010-05-18,10620967770
2010-05-19,10518158700
2010-05-20,9893395890
2010-05-21,10431166410
2010-05-24,9940846230
2010-05-25,10146464370
2010-05-26,9893395890
2010-05-27,10486525140
2010-05-28,10280907000
2010-06-01,9806403600
2010-06-02,10320448950
2010-06-03,10383716070
2010-06-04,9885487500
2010-06-07,9743136480
2010-06-08,10019930130
2010-06-09,10019930130
2010-06-10,10573517430
2010-06-11,10565609040
2010-06-14,10700051670
2010-06-15,11071746000
2010-06-16,11111287950
2010-06-17,10771227180
2010-06-18,10739593620
2010-06-21,10700051670
2010-06-22,10684234890
2010-06-23,10684234890
2010-06-24,10439074800
2010-06-25,10573517430
2010-06-28,10684234890
2010-06-29,10241365050
2010-06-30,9721598930
2010-07-01,9618766720
2010-07-02,9349820940
2010-07-06,9523844680
2010-07-07,10219939640
2010-07-08,10354412530
2010-07-09,10662909160
2010-07-12,10496795590
2010-07-13,10829022730
2010-07-14,10552166780
2010-07-15,10480975250
2010-07-16,9626676890
2010-07-19,9413102300
2010-07-20,9318180260
2010-07-21,8922671760
2010-07-22,9848161650
2010-07-23,9721598930
2010-07-26,10140837940
2010-07-27,10393963380
2010-07-28,10093376920
2010-07-29,10140837940
2010-07-30,10053826070
2010-08-02,10615448140
2010-08-03,10520526100
2010-08-04,10512615930
2010-08-05,10330682020
2010-08-06,10038005730
2010-08-09,10299041340
2010-08-10,10283221000
2010-08-11,9792790460
2010-08-12,9618766720
2010-08-13,9595036210
2010-08-16,9642497230
2010-08-17,9547575190
2010-08-18,9579215870
2010-08-19,9239078560
2010-08-20,9144156520
2010-08-23,9175797200
2010-08-24,8732827680
2010-08-25,8685366660
2010-08-26,8661636150
2010-08-27,8843570060
2010-08-30,8582534450
2010-08-31,8732827680
2010-09-01,9223258220
2010-09-02,9270719240
2010-09-03,9436832810
2010-09-07,9001773460
2010-09-08,9175797200
2010-09-09,9460563320
2010-09-10,9563395530
2010-09-13,9895622670
2010-09-14,9879802330
2010-09-15,9863981990
2010-09-16,9666227740
2010-09-17,9674137910
2010-09-20,9800700630
2010-09-21,9713688760
2010-09-22,9523844680
2010-09-23,9270719240
2010-09-24,9682048080
2010-09-27,9421012470
2010-09-28,9508024340
2010-09-29,9413102300
2010-09-30,10596384900
2010-10-01,10481877000
2010-10-04,10481877000
2010-10-05,11019183300
2010-10-06,10816592400
2010-10-07,11027991600
2010-10-08,10904675400
2010-10-11,10816592400
2010-10-12,11239390800
2010-10-13,11186541000
2010-10-14,10869442200
2010-10-15,10684467900
2010-10-18,11045608200
2010-10-19,10904675400
2010-10-20,10922292000
2010-10-21,11274624000
2010-10-22,11327473800
2010-10-25,11116074600
2010-10-26,11265815700
2010-10-27,11336282100
2010-10-28,11204157600
2010-10-29,11063224800
2010-11-01,10904675400
2010-11-02,10957525200
2010-11-03,11494831500
2010-11-04,11803122000
2010-11-05,11477214900
2010-11-08,11494831500
2010-11-09,11336282100
2010-11-10,11662189200
2010-11-11,11662189200
2010-11-12,11336282100
2010-11-15,11468406600
2010-11-16,11168924400
2010-11-17,10913483700
2010-11-18,10640426400
2010-11-19,10798975800
2010-11-22,10675659600
2010-11-23,10376177400
2010-11-24,10622809800
2010-11-26,10446643800
2010-11-29,10596384900
2010-11-30,10525918500
2010-12-01,10807784100
2010-12-02,11494831500
2010-12-03,11688614100
2010-12-06,11468406600
2010-12-07,11521256400
2010-12-08,12269961900
2010-12-09,12543019200
2010-12-10,12833693100
2010-12-13,12763226700
2010-12-14,12569444100
2010-12-15,12472552800
2010-12-16,12261153600
2010-12-17,12393278100
2010-12-20,12472552800
2010-12-21,12595869000
2010-12-22,12957009300
2010-12-23,12675143700
2010-12-27,12983434200
2010-12-28,13247683200
2010-12-29,13009859100
2010-12-30,12895351200
2010-12-31,12930584400
2011-01-03,13018667400
2011-01-04,12974625900
2011-01-05,13177216800
2011-01-06,12877734600
2011-01-07,12930584400
2011-01-10,12710376900
2011-01-11,12816076500
2011-01-12,13001050800
2011-01-13,12877734600
2011-01-14,13168408500
2011-01-18,13089133800
2011-01-19,12868926300
2011-01-20,12525402600
2011-01-21,12860118000
2011-01-24,12631102200
2011-01-25,12710376900
2011-01-26,12833693100
2011-01-27,13027475700
2011-01-28,12895351200
2011-01-31,13097942100
2011-02-01,13670481600
2011-02-02,13617631800
2011-02-03,13564782000
2011-02-04,13555973700
2011-02-07,13529548800
2011-02-08,13555973700
2011-02-09,13274108100
2011-02-10,13370999400
2011-02-11,13617631800
2011-02-14,13661673300
2011-02-15,13608823500
2011-02-16,13547165400
2011-02-17,13291724700
2011-02-18,13203641700
2011-02-22,12772035000
2011-02-23,12727993500
2011-02-24,12595869000
2011-02-25,12860118000
2011-02-28,12860118000
2011-03-01,12287578500
2011-03-02,12217112100
2011-03-03,12410894700
2011-03-04,12243537000
2011-03-07,11979288000
2011-03-08,12067371000
2011-03-09,12217112100
2011-03-10,12058562700
2011-03-11,12234728700
2011-03-14,12243537000
2011-03-15,11952863100
2011-03-16,11803122000
2011-03-17,12164262300
2011-03-18,12358044900
2011-03-21,12349236600
2011-03-22,12199495500
2011-03-23,12155454000
2011-03-24,12137837400
2011-03-25,12199495500
2011-03-28,12137837400
2011-03-29,12269961900
2011-03-30,12164262300
2011-03-31,12703807890
2011-04-01,12795267990
2011-04-04,12776975970
2011-04-05,12703807890
2011-04-06,12868436070
2011-04-07,12685515870
2011-04-08,12530033700
2011-04-11,12557471730
2011-04-12,12493449660
2011-04-13,12438573600
2011-04-14,12484303650
2011-04-15,12621493800
2011-04-18,12374551530
2011-04-19,12219069360
2011-04-20,12182485320
2011-04-21,12036149160
2011-04-25,11816644920
2011-04-26,11926397040
2011-04-27,12182485320
2011-04-28,12283091430
2011-04-29,12136755270
2011-05-02,11935543050
2011-05-03,12255653400
2011-05-04,12027003150
2011-05-05,11725184820
2011-05-06,11880666990
2011-05-09,11706892800
2011-05-10,11871520980
2011-05-11,11725184820
2011-05-12,11624578710
2011-05-13,11423366490
2011-05-16,11405074470
2011-05-17,11697746790
2011-05-18,11798352900
2011-05-19,11889813000
2011-05-20,11633724720
2011-05-23,11331906390
2011-05-24,11414220480
2011-05-25,11533118610
2011-05-26,11642870730
2011-05-27,11825790930
2011-05-31,11944689060
2011-06-01,11286176340
2011-06-02,11313614370
2011-06-03,11331906390
2011-06-06,11103256140
2011-06-07,11249592300
2011-06-08,11240446290
2011-06-09,11277030330
2011-06-10,11203862250
2011-06-13,11231300280
2011-06-14,11405074470
2011-06-15,11267884320
2011-06-16,11231300280
2011-06-17,11478242550
2011-06-20,11478242550
2011-06-21,11587994670
2011-06-22,11350198410
2011-06-23,11057526090
2011-06-24,11139840180
2011-06-27,11231300280
2011-06-28,11359344420
2011-06-29,11624578710
2011-06-30,11665574250
2011-07-01,11866862590
2011-07-05,11811965770
2011-07-06,11574079550
2011-07-07,11802816300
2011-07-08,11491734320
2011-07-11,11134904990
2011-07-12,10997662940
2011-07-13,11134904990
2011-07-14,10997662940
2011-07-15,11025111350
2011-07-18,10970214530
2011-07-19,11162353400
2011-07-20,11281296510
2011-07-21,11674723720
2011-07-22,11720471070
2011-07-25,11894311000
2011-07-26,11821115240
2011-07-27,11619826900
2011-07-28,11592378490
2011-07-29,11574079550
2011-08-01,11455136440
2011-08-02,10897018770
2011-08-03,11098307110
2011-08-04,10393797920
2011-08-05,10302303220
2011-08-08,9131171060
2011-08-09,9652690850
2011-08-10,8618800740
2011-08-11,9021377420
2011-08-12,8737743850
2011-08-15,9286712050
2011-08-16,9231815230
2011-08-17,9378206750
2011-08-18,8783491200
2011-08-19,8490708159
2011-08-22,8463259750
2011-08-23,8929882720
2011-08-24,9240964700
2011-08-25,8911583780
2011-08-26,9195217350
2011-08-29,9616092970
2011-08-30,9570345620
2011-08-31,9716737140
2011-09-01,9314160460
2011-09-02,8801790140
2011-09-06,8920733250
2011-09-07,9561196150
2011-09-08,9259263640
2011-09-09,8975630070
2011-09-12,9085423710
2011-09-13,9469701450
2011-09-14,9616092970
2011-09-15,9789932900
2011-09-16,9762484490
2011-09-19,9579495090
2011-09-20,9497149860
2011-09-21,8939032190
2011-09-22,8783491200
2011-09-23,9003078480
2011-09-26,9625242440
2011-09-27,9561196150
2011-09-28,9231815230
2011-09-29,9570345620
2011-09-30,9242412504
2011-10-03,8967885400
2011-10-04,9736561292
2011-10-05,9727410388
2011-10-06,10166653755
2011-10-07,9681655871
2011-10-10,10038541106
2011-10-11,9983635685
2011-10-12,10532689893
2011-10-13,10276464596
2011-10-14,10377124534
2011-10-17,9718259485
2011-10-18,10258162789
2011-10-19,9754863099
2011-10-20,10642500735
2011-10-21,10669953446
2011-10-24,10990235067
2011-10-25,10697406156
2011-10-26,10981084164
2011-10-27,11429478434
2011-10-28,11264762171
2011-10-31,10990235067
2011-11-01,10422879052
2011-11-02,10825518805
2011-11-03,10990235067
2011-11-04,10990235067
2011-11-07,11209856750
2011-11-08,11429478434
2011-11-09,10734009770
2011-11-10,10990235067
2011-11-11,11145800426
2011-11-14,10862122418
2011-11-15,10944480550
2011-11-16,10962782357
2011-11-17,10807216998
2011-11-18,10880424225
2011-11-21,10541840797
2011-11-22,10386275438
2011-11-23,10011088396
2011-11-25,10038541106
2011-11-28,10395426341
2011-11-29,10267313693
2011-11-30,11063442295
2011-12-01,10935329646
2011-12-02,11090895005
2011-12-05,11493534758
2011-12-06,11273913075
2011-12-07,11337969399
2011-12-08,10953631453
2011-12-09,11447780240
2011-12-12,11191554943
2011-12-13,10898726032
2011-12-14,10798066094
2011-12-15,10953631453
2011-12-16,11045140488
2011-12-19,10834669708
2011-12-20,11154951329
2011-12-21,11429478434
2011-12-22,11822967283
2011-12-23,11749760055
2011-12-27,11667401924
2011-12-28,11511836565
2011-12-29,11813816379
2011-12-30,11639949213
2012-01-03,11971156080
2012-01-04,11980308340
2012-01-05,12328094220
2012-01-06,12346398740
2012-01-09,12282332920
2012-01-10,12675880100
2012-01-11,12584357500
2012-01-12,12657575580
2012-01-13,12840620780
2012-01-17,12575205240
2012-01-18,12584357500
2012-01-19,12410464560
2012-01-20,12053526420
2012-01-23,12264028400
2012-01-24,12291485180
2012-01-25,12346398740
2012-01-26,11971156080
2012-01-27,12108439980
2012-01-30,11888785740
2012-01-31,11907090260
2012-02-01,12026069640
2012-02-02,12108439980
2012-02-03,12437921340
2012-02-06,12346398740
2012-02-07,12383007780
2012-02-08,12456225860
2012-02-09,12373855520
2012-02-10,12218267100
2012-02-13,12355551000
2012-02-14,12172505800
2012-02-15,12227419360
2012-02-16,12474530380
2012-02-17,12630118800
2012-02-21,12730793660
2012-02-22,12437921340
2012-02-23,12639271060
2012-02-24,12447073600
2012-02-27,12428769080
2012-02-28,12465378120
2012-02-29,12456225860
2012-03-01,12556900720
2012-03-02,12456225860
2012-03-05,12181658060
2012-03-06,11843024440
2012-03-07,12172505800
2012-03-08,12337246480
2012-03-09,12593509760
2012-03-12,12428769080
2012-03-13,12959600160
2012-03-14,13069427280
2012-03-15,13243320220
2012-03-16,13115188580
2012-03-19,13270777000
2012-03-20,13270777000
2012-03-21,13032818240
2012-03-22,12895534340
2012-03-23,12941295640
2012-03-26,13087731800
2012-03-27,12813164000
2012-03-28,12904686600
2012-03-29,12840620780
2012-03-30,12858925300
2012-04-02,13191532040
2012-04-03,13319427780
2012-04-04,13228073680
2012-04-05,13355969420
2012-04-09,13072771710
2012-04-10,12698219900
2012-04-11,13027094660
2012-04-12,13228073680
2012-04-13,12807844820
2012-04-16,12890063510
2012-04-17,13118448760
2012-04-18,12935740560
2012-04-19,12542917930
2012-04-20,12743896950
2012-04-23,12616001210
2012-04-24,12743896950
2012-04-25,13072771710
2012-04-26,13127584170
2012-04-27,13145854990
2012-04-30,12999688430
2012-05-01,13154990400
2012-05-02,13154990400
2012-05-03,13200667450
2012-05-04,12780438590
2012-05-07,13145854990
2012-05-08,12981417610
2012-05-09,12780438590
2012-05-10,12963146790
2012-05-11,12853521870
2012-05-14,12570324160
2012-05-15,12405886780
2012-05-16,12378480550
2012-05-17,12140959890
2012-05-18,12195772350
2012-05-21,12223178580
2012-05-22,12287126450
2012-05-23,12415022190
2012-05-24,12396751370
2012-05-25,12351074320
2012-05-29,12351074320
2012-05-30,12086147430
2012-05-31,12195772350
2012-06-01,11437533320
2012-06-04,11044710690
2012-06-05,11172606430
2012-06-06,11574564470
2012-06-07,11638512340
2012-06-08,11812085130
2012-06-11,11611106110
2012-06-12,11748137260
2012-06-13,11675053980
2012-06-14,11912574640
2012-06-15,12040470380
2012-06-18,11830355950
2012-06-19,11994793330
2012-06-20,11985657920
2012-06-21,11912574640
2012-06-22,12122689070
2012-06-25,11620241520
2012-06-26,11757272670
2012-06-27,11857762180
2012-06-28,11894303820
2012-06-29,12241449400
2012-07-02,12210412500
2012-07-03,12210412500
2012-07-05,12138054500
2012-07-06,12101875500
2012-07-09,12038562250
2012-07-10,11857667250
2012-07-11,12129009750
2012-07-12,12065696500
2012-07-13,12382262750
2012-07-16,12346083750
2012-07-17,12590292000
2012-07-18,12454620750
2012-07-19,12481755000
2012-07-20,12337039000
2012-07-23,12219457250
2012-07-24,12382262750
2012-07-25,12436531250
2012-07-26,12789276500
2012-07-27,12879724000
2012-07-30,12680739500
2012-07-31,12499844500
2012-08-01,12472710250
2012-08-02,12364173250
2012-08-03,12725963250
2012-08-06,12644560500
2012-08-07,12870679250
2012-08-08,12933992500
2012-08-09,12952082000
2012-08-10,12924947750
2012-08-13,12952082000
2012-08-14,12888768750
2012-08-15,12924947750
2012-08-16,12961126750
2012-08-17,13024440000
2012-08-20,12997305750
2012-08-21,13015395250
2012-08-22,13395274750
2012-08-23,13232469250
2012-08-24,13395274750
2012-08-27,13485722250
2012-08-28,13503811750
2012-08-29,13675662000
2012-08-30,13639483000
2012-08-31,13693751500
2012-09-04,13612348750
2012-09-05,13494767000
2012-09-06,13621393500
2012-09-07,13847512250
2012-09-10,13748020000
2012-09-11,13729930500
2012-09-12,13811333250
2012-09-13,14118854750
2012-09-14,14272615500
2012-09-17,14236436500
2012-09-18,14155033750
2012-09-19,14109810000
2012-09-20,14100765250
2012-09-21,14091720500
2012-09-24,14173123250
2012-09-25,14073631000
2012-09-26,13892736000
2012-09-27,14010317750
2012-09-28,14028407250
2012-10-01,13703631240
2012-10-02,13677090960
2012-10-03,13898259960
2012-10-04,14145969240
2012-10-05,14145969240
2012-10-08,14137122480
2012-10-09,14030961360
2012-10-10,13995574320
2012-10-11,14057501640
2012-10-12,13509002520
2012-10-15,13597470120
2012-10-16,13270140000
2012-10-17,13385147880
2012-10-18,13376301120
2012-10-19,13287833520
2012-10-22,13305527040
2012-10-23,12995890440
2012-10-24,12889729320
2012-10-25,12951656640
2012-10-26,12818955240
2012-10-31,12854342280
2012-11-01,12880882560
2012-11-02,12721640880
2012-11-05,12668560320
2012-11-06,12907422840
2012-11-07,12491625120
2012-11-08,12420851040
2012-11-09,12527012160
2012-11-12,12588939480
2012-11-13,12385464000
2012-11-14,12217375560
2012-11-15,12385464000
2012-11-16,12473931600
2012-11-19,12810108480
2012-11-20,12916269600
2012-11-21,12898576080
2012-11-23,13172825640
2012-11-26,13031277480
2012-11-27,12872035800
2012-11-28,12978196920
2012-11-29,12969350160
2012-11-30,12951656640
2012-12-03,12748181160
2012-12-04,12509318640
2012-12-05,12703947360
2012-12-06,12686253840
2012-12-07,12863189040
2012-12-10,12880882560
2012-12-11,12854342280
2012-12-12,12933963120
2012-12-13,12836648760
2012-12-14,12703947360
2012-12-17,12978196920
2012-12-18,13340914080
2012-12-19,13225906200
2012-12-20,13393994640
2012-12-21,13376301120
2012-12-24,13305527040
2012-12-26,13393994640
2012-12-27,13340914080
2012-12-28,13261293240
2012-12-31,13238029600
2013-01-02,13734455710
2013-01-03,13612526490
2013-01-04,13664781870
2013-01-07,13568980340
2013-01-08,13447051120
2013-01-09,13420923430
2013-01-10,13673491100
2013-01-11,13473178810
2013-01-14,13368668050
2013-01-15,13420923430
2013-01-16,13542852650
2013-01-17,14187335670
2013-01-18,14265718740
2013-01-22,14370229500
2013-01-23,14257009510
2013-01-24,14274427970
2013-01-25,14257009510
2013-01-28,14091534140
2013-01-29,14169917210
2013-01-30,14222172589
2013-01-31,14187335670
2013-02-01,14361520269
2013-02-04,14108952600
2013-02-05,14378938730
2013-02-06,14448612570
2013-02-07,14344101809
2013-02-08,14466031030
2013-02-11,14370229500
2013-02-12,14422484879
2013-02-13,14030569530
2013-02-14,14047987990
2013-02-15,13978314150
2013-02-19,13899931080
2013-02-20,13786711090
2013-02-21,13586398800
2013-02-22,13760583400
2013-02-25,13525434190
2013-02-26,13551561880
2013-02-27,13690909560
2013-02-28,13795420320
2013-03-01,13786711090
2013-03-04,13952186460
2013-03-05,13952186460
2013-03-06,13960895690
2013-03-07,14135080290
2013-03-08,14230881820
2013-03-11,14239591050
2013-03-12,14152498750
2013-03-13,14274427970
2013-03-14,14257009510
2013-03-15,14466031030
2013-03-18,14352811040
2013-03-19,14378938730
2013-03-20,14387647960
2013-03-21,14257009510
2013-03-22,14187335670
2013-03-25,14239591050
2013-03-26,14291846430
2013-03-27,14257009510
2013-03-28,14204754129
2013-04-01,13857529620
2013-04-02,13874701280
2013-04-03,13728742170
2013-04-04,13694398850
2013-04-05,13754499660
2013-04-08,13926216259
2013-04-09,14072175370
2013-04-10,14278235290
2013-04-11,14475709380
2013-04-12,14158033669
2013-04-15,13806014639
2013-04-16,13866115449
2013-04-17,13565611400
2013-04-18,13668641360
2013-04-19,14080761199
2013-04-22,13951973750
2013-04-23,14140862009
2013-04-24,14355507759
2013-04-25,14449951889
2013-04-26,14389851080
2013-04-29,14449951889
2013-04-30,14621668490
2013-05-01,14381265250
2013-05-02,14475709380
2013-05-03,14681769300
2013-05-06,14853485900
2013-05-07,15033788330
2013-05-08,15128232460
2013-05-09,15085303310
2013-05-10,15205504930
2013-05-13,15196919100
2013-05-14,15377221530
2013-05-15,15523180639
2013-05-16,15471665660
2013-05-17,15669139750
2013-05-20,15789341370
2013-05-21,15712068900
2013-05-22,15454494000
2013-05-23,15540352300
2013-05-24,15669139750
2013-05-28,15823684690
2013-05-29,15858028009
2013-05-30,15909542990
2013-05-31,15626210600
2013-06-03,15626210600
2013-06-04,15385807360
2013-06-05,15205504930
2013-06-06,15514594810
2013-06-07,15815098860
2013-06-10,15969643800
2013-06-11,15746412220
2013-06-12,15729240560
2013-06-13,15840856350
2013-06-14,15720654729
2013-06-17,15703483070
2013-06-18,15797927199
2013-06-19,15540352300
2013-06-20,15265605740
2013-06-21,15196919100
2013-06-24,14990859180
2013-06-25,15351464040
2013-06-26,15394393190
2013-06-27,15540352300
2013-06-28,15497423150
2013-07-01,16089745240
2013-07-02,16265781840
2013-07-03,16168961710
2013-07-05,16433016610
2013-07-08,16353800139
2013-07-09,16547440400
2013-07-10,16538638570
2013-07-11,16556242229
2013-07-12,16705873340
2013-07-15,16714675169
2013-07-16,16600251380
2013-07-17,16714675169
2013-07-18,16679467850
2013-07-19,16741080660
2013-07-22,17022739220
2013-07-23,17093153860
2013-07-24,17242784970
2013-07-25,17049144710
2013-07-26,17049144710
2013-07-29,16908315430
2013-07-30,16952324580
2013-07-31,16934720919
2013-08-01,17251586800
2013-08-02,17330803270
2013-08-05,17233983140
2013-08-06,17040342880
2013-08-07,16917117259
2013-08-08,16925919090
2013-08-09,16987531900
2013-08-12,16961126410
2013-08-13,16802693470
2013-08-14,16846702620
2013-08-15,16758684320
2013-08-16,16864306280
2013-08-19,16732278830
2013-08-20,16776287979
2013-08-21,16661864190
2013-08-22,16881909940
2013-08-23,16899513600
2013-08-26,16714675169
2013-08-27,16221772690
2013-08-28,16151358050
2013-08-29,16186565370
2013-08-30,16098547070
2013-09-03,16116150729
2013-09-04,16160159880
2013-09-05,16309790990
2013-09-06,16256980009
2013-09-09,16177763540
2013-09-10,16283385500
2013-09-11,16353800139
2013-09-12,16274583669
2013-09-13,16177763540
2013-09-16,16274583669
2013-09-17,16327394650
2013-09-18,16389007460
2013-09-19,16309790990
2013-09-20,16186565370
2013-09-23,15975321449
2013-09-24,15878501320
2013-09-25,16098547070
2013-09-26,15913708639
2013-09-27,15913708639
2013-09-30,15668789850
2013-10-01,15851086020
2013-10-02,15668789850
2013-10-03,15625386000
2013-10-04,15790320630
2013-10-07,15425728290
2013-10-08,15191347500
2013-10-09,15417047520
2013-10-10,15746916780
2013-10-11,15799001400
2013-10-14,15894489869
2013-10-15,15738236010
2013-10-16,15972616799
2013-10-17,16467420689
2013-10-18,16736524560
2013-10-21,16684439939
2013-10-22,16788609180
2013-10-23,16693120710
2013-10-24,16597632240
2013-10-25,16562909159
2013-10-28,16649716860
2013-10-29,16675759170
2013-10-30,16701801479
2013-10-31,16528186080
2013-11-01,16484782229
2013-11-04,16354570680
2013-11-05,16614993780
2013-11-06,16606313010
2013-11-07,16562909159
2013-11-08,17370220770
2013-11-11,17161882290
2013-11-12,16979586119
2013-11-13,17283413070
2013-11-14,17378901540
2013-11-15,17309455380
2013-11-18,17361540000
2013-11-19,17283413070
2013-11-20,17292093840
2013-11-21,17656686180
2013-11-22,17865024660
