,FITB
2004-08-23,27830714309
2004-08-24,27903452404
2004-08-25,28166428595
2004-08-26,28283928595
2004-08-27,28216785738
2004-08-30,27953809547
2004-08-31,27869880976
2004-09-01,27343928594
2004-09-02,27461428594
2004-09-03,27802738118
2004-09-07,27601309547
2004-09-08,27025000023
2004-09-09,26812380975
2004-09-10,27136904785
2004-09-13,27136904785
2004-09-14,27332738118
2004-09-15,27371904785
2004-09-16,27976190500
2004-09-17,27819523833
2004-09-20,27411071451
2004-09-21,27187261927
2004-09-22,27629285737
2004-09-23,27287976213
2004-09-24,27601309547
2004-09-27,27450238118
2004-09-28,27422261928
2004-09-29,27752380976
2004-09-30,27306986323
2004-10-01,27645410981
2004-10-04,27778561666
2004-10-05,27473424679
2004-10-06,27811849337
2004-10-07,27789657556
2004-10-08,27517808241
2004-10-11,27811849337
2004-10-12,27784109611
2004-10-13,27595479474
2004-10-14,27135000022
2004-10-15,27051780843
2004-10-18,27606575364
2004-10-19,27584383584
2004-10-20,27196027419
2004-10-21,27024041117
2004-10-22,26530273994
2004-10-25,26463698651
2004-10-26,26963013720
2004-10-27,27384657556
2004-10-28,27290342487
2004-10-29,27290342487
2004-11-01,27345821940
2004-11-02,27417945227
2004-11-03,27739726050
2004-11-04,28472054817
2004-11-05,28311164406
2004-11-08,27728630159
2004-11-09,27617671255
2004-11-10,27728630159
2004-11-11,28183561666
2004-11-12,28555273995
2004-11-15,28644041119
2004-11-16,28771643859
2004-11-17,28976917831
2004-11-18,28821575365
2004-11-19,28300068516
2004-11-22,28422123310
2004-11-23,28488698653
2004-11-24,28394383584
2004-11-26,28355547968
2004-11-29,28172465776
2004-11-30,27939452077
2004-12-01,28599657557
2004-12-02,28660684954
2004-12-03,26624589062
2004-12-06,26075342487
2004-12-07,25515000020
2004-12-08,25398493171
2004-12-09,25698082212
2004-12-10,25875616459
2004-12-13,26186301391
2004-12-14,26352739747
2004-12-15,26685616460
2004-12-16,26502534268
2004-12-17,26141917829
2004-12-20,26230684952
2004-12-21,26480342487
2004-12-22,26386027418
2004-12-23,26458150706
2004-12-27,26424863035
2004-12-28,26524726049
2004-12-29,26103082213
2004-12-30,26147465774
2004-12-31,26241780843
2005-01-03,26380479473
2005-01-04,26191849336
2005-01-05,25770205500
2005-01-06,25664794541
2005-01-07,25492808239
2005-01-10,25537191801
2005-01-11,25337465774
2005-01-12,25104452075
2005-01-13,24699452074
2005-01-14,24693904129
2005-01-18,26169657555
2005-01-19,25897808240
2005-01-20,25681438377
2005-01-21,25526095911
2005-01-24,25858972623
2005-01-25,25659246596
2005-01-26,25870068514
2005-01-27,25759109610
2005-01-28,25409589061
2005-01-31,25781301390
2005-02-01,26047602760
2005-02-02,26291712350
2005-02-03,26275068514
2005-02-04,26680068514
2005-02-07,26607945227
2005-02-08,26419315090
2005-02-09,26374931528
2005-02-10,26474794542
2005-02-11,26402671254
2005-02-14,26325000021
2005-02-15,26086438377
2005-02-16,25964383582
2005-02-17,25709178103
2005-02-18,25354109609
2005-02-22,24876986321
2005-02-23,24904726047
2005-02-24,25115547965
2005-02-25,25132191801
2005-02-28,24838150705
2005-03-01,24876986321
2005-03-02,24954657554
2005-03-03,24882534266
2005-03-04,25453972623
2005-03-07,25731369883
2005-03-08,25354109609
2005-03-09,24793767143
2005-03-10,24993493171
2005-03-11,24488630156
2005-03-14,24416506869
2005-03-15,23994863033
2005-03-16,23795137005
2005-03-17,23878356183
2005-03-18,23506643854
2005-03-21,23617602758
2005-03-22,23423424676
2005-03-23,23512191799
2005-03-24,23329109608
2005-03-28,23584315087
2005-03-29,23512191799
2005-03-30,23845068512
2005-03-31,23896880000
2005-04-01,23824600000
2005-04-04,23618880000
2005-04-05,23835720000
2005-04-06,23996960000
2005-04-07,24069240000
2005-04-08,23852400000
2005-04-11,23913560000
2005-04-12,24147080000
2005-04-13,23958040000
2005-04-14,22851600000
2005-04-15,22773760000
2005-04-18,23207440000
2005-04-19,23035080000
2005-04-20,22518000000
2005-04-21,23079560000
2005-04-22,23240800000
2005-04-25,23652240000
2005-04-26,23418720000
2005-04-27,23785680000
2005-04-28,23502120000
2005-04-29,24186000000
2005-05-02,24252720000
2005-05-03,24213800000
2005-05-04,24402840000
2005-05-05,24352800000
2005-05-06,24191560000
2005-05-09,24352800000
2005-05-10,23996960000
2005-05-11,24080360000
2005-05-12,24313880000
2005-05-13,24147080000
2005-05-16,24575200000
2005-05-17,24664160000
2005-05-18,24686400000
2005-05-19,24413960000
2005-05-20,24097040000
2005-05-23,24102600000
2005-05-24,23774560000
2005-05-25,23685600000
2005-05-26,23902440000
2005-05-27,24035880000
2005-05-31,23724520000
2005-06-01,24041440000
2005-06-02,23824600000
2005-06-03,23335320000
2005-06-06,23502120000
2005-06-07,23274160000
2005-06-08,23368680000
2005-06-09,23418720000
2005-06-10,23352000000
2005-06-13,22935000000
2005-06-14,22973920000
2005-06-15,22912760000
2005-06-16,22946120000
2005-06-17,23112920000
2005-06-20,23035080000
2005-06-21,23379800000
2005-06-22,23485440000
2005-06-23,23151840000
2005-06-24,23251920000
2005-06-27,23135160000
2005-06-28,23174080000
2005-06-29,23218560000
2005-06-30,22846450685
2005-07-01,22785408431
2005-07-05,22868647868
2005-07-06,22874197163
2005-07-07,22935239417
2005-07-08,23434676036
2005-07-11,23723239416
2005-07-12,23873070402
2005-07-13,24106140824
2005-07-14,23473521107
2005-07-15,23429126740
2005-07-18,23040676037
2005-07-19,23135014065
2005-07-20,23440225332
2005-07-21,23245999980
2005-07-22,23512366177
2005-07-25,23540112656
2005-07-26,23778732374
2005-07-27,23845323923
2005-07-28,23989605613
2005-07-29,23917464768
2005-08-01,23878619698
2005-08-02,24117239416
2005-08-03,24128338007
2005-08-04,24006253501
2005-08-05,23778732374
2005-08-08,23856422515
2005-08-09,23856422515
2005-08-10,23967408430
2005-08-11,24067295754
2005-08-12,24006253501
2005-08-15,24083943641
2005-08-16,23878619698
2005-08-17,23945211247
2005-08-18,23895267585
2005-08-19,23867521106
2005-08-22,23989605613
2005-08-23,23906366177
2005-08-24,23678845050
2005-08-25,23207154910
2005-08-26,22951887304
2005-08-29,23040676037
2005-08-30,22901943642
2005-08-31,22979633783
2005-09-01,22957436600
2005-09-02,22913042234
2005-09-06,23107267586
2005-09-07,22935239417
2005-09-08,22874197163
2005-09-09,22957436600
2005-09-12,23184957727
2005-09-13,22951887304
2005-09-14,22485746460
2005-09-15,21337042235
2005-09-16,21941915474
2005-09-19,21564563362
2005-09-20,21170563362
2005-09-21,20865352095
2005-09-22,20804309841
2005-09-23,20848704207
2005-09-26,20787661954
2005-09-27,20543492940
2005-09-28,20421408433
2005-09-29,20410309842
2005-09-30,20212500000
2005-10-03,20069500000
2005-10-04,19893500000
2005-10-05,19635000000
2005-10-06,19646000000
2005-10-07,19701000000
2005-10-10,19618500000
2005-10-11,19376500000
2005-10-12,19470000000
2005-10-13,19816500000
2005-10-14,20091500000
2005-10-17,20410500000
2005-10-18,21334500000
2005-10-19,21065000000
2005-10-20,20977000000
2005-10-21,20905500000
2005-10-24,21153000000
2005-10-25,20856000000
2005-10-26,21422500000
2005-10-27,21543500000
2005-10-28,22253000000
2005-10-31,22066000000
2005-11-01,22000000000
2005-11-02,22126500000
2005-11-03,21824000000
2005-11-04,22220000000
2005-11-07,22418000000
2005-11-08,22066000000
2005-11-09,22236500000
2005-11-10,22687500000
2005-11-11,22726000000
2005-11-14,22522500000
2005-11-15,22148500000
2005-11-16,21972500000
2005-11-17,22231000000
2005-11-18,22253000000
2005-11-21,22671000000
2005-11-22,23067000000
2005-11-23,23166000000
2005-11-25,23221000000
2005-11-28,23182500000
2005-11-29,22709500000
2005-11-30,22148500000
2005-12-01,22302500000
2005-12-02,22159500000
2005-12-05,22000000000
2005-12-06,21917500000
2005-12-07,21681000000
2005-12-08,21472000000
2005-12-09,22049500000
2005-12-12,21719500000
2005-12-13,21697500000
2005-12-14,21708500000
2005-12-15,21615000000
2005-12-16,21692000000
2005-12-19,21389500000
2005-12-20,21362000000
2005-12-21,21312500000
2005-12-22,21411500000
2005-12-23,21406000000
2005-12-27,21164000000
2005-12-28,21131000000
2005-12-29,20861500000
2005-12-30,20746000000
2006-01-03,20828500000
2006-01-04,21087000000
2006-01-05,21373000000
2006-01-06,21362000000
2006-01-09,21450000000
2006-01-10,21450000000
2006-01-11,21362000000
2006-01-12,21340000000
2006-01-13,21411500000
2006-01-17,21142000000
2006-01-18,21043000000
2006-01-19,20817500000
2006-01-20,20163000000
2006-01-23,20669000000
2006-01-24,20449000000
2006-01-25,20553500000
2006-01-26,20999000000
2006-01-27,21059500000
2006-01-30,20960500000
2006-01-31,20663500000
2006-02-01,20614000000
2006-02-02,20234500000
2006-02-03,20168500000
2006-02-06,20091500000
2006-02-07,20053000000
2006-02-08,20559000000
2006-02-09,20520500000
2006-02-10,20702000000
2006-02-13,20548000000
2006-02-14,20927500000
2006-02-15,20988000000
2006-02-16,21180500000
2006-02-17,21186000000
2006-02-21,20944000000
2006-02-22,21752500000
2006-02-23,21774500000
2006-02-24,21543500000
2006-02-27,21329000000
2006-02-28,21257500000
2006-03-01,21417000000
2006-03-02,21125500000
2006-03-03,21114500000
2006-03-06,20883500000
2006-03-07,20850500000
2006-03-08,20861500000
2006-03-09,20526000000
2006-03-10,20773500000
2006-03-13,20773500000
2006-03-14,21301500000
2006-03-15,21587500000
2006-03-16,21543500000
2006-03-17,21565500000
2006-03-20,22011000000
2006-03-21,21972500000
2006-03-22,22418000000
2006-03-23,22473000000
2006-03-24,22385000000
2006-03-27,22731500000
2006-03-28,22291500000
2006-03-29,22110000000
2006-03-30,21664500000
2006-03-31,21790608679
2006-04-03,21690956505
2006-04-04,21967768099
2006-04-05,21973304331
2006-04-06,21895797085
2006-04-07,21790608679
2006-04-10,21757391288
2006-04-11,21735246360
2006-04-12,21475043462
2006-04-13,21796144911
2006-04-17,21768463752
2006-04-18,22676405780
2006-04-19,22355304331
2006-04-20,21895797085
2006-04-21,21718637665
2006-04-24,21718637665
2006-04-25,21591304332
2006-04-26,21768463752
2006-04-27,22305478244
2006-04-28,22377449258
2006-05-01,21929014476
2006-05-02,21934550708
2006-05-03,21917942012
2006-05-04,21945623172
2006-05-05,22106173896
2006-05-08,22211362302
2006-05-09,21978840563
2006-05-10,22061884041
2006-05-11,21652202882
2006-05-12,21497188390
2006-05-15,21807217375
2006-05-16,21674347810
2006-05-17,21259130419
2006-05-18,20993391288
2006-05-19,21159478245
2006-05-22,21126260854
2006-05-23,20998927520
2006-05-24,21131797085
2006-05-25,21098579694
2006-05-26,21159478245
2006-05-30,20993391288
2006-05-31,21037681144
2006-06-01,21425217375
2006-06-02,21486115926
2006-06-05,21109652158
2006-06-06,21093043462
2006-06-07,21264666651
2006-06-08,21491652158
2006-06-09,21535942013
2006-06-12,21236985491
2006-06-13,21109652158
2006-06-14,20412086941
2006-06-15,21026608680
2006-06-16,20783014477
2006-06-19,20544956506
2006-06-20,20627999984
2006-06-21,20434231869
2006-06-22,20334579695
2006-06-23,20124202883
2006-06-26,20373333318
2006-06-27,20212782593
2006-06-28,20085449260
2006-06-29,20578173897
2006-06-30,20485514716
2006-07-03,20568676481
2006-07-05,20219397069
2006-07-06,20579764716
2006-07-07,20430073540
2006-07-10,20546500010
2006-07-11,20768264716
2006-07-12,20308102951
2006-07-13,20236029422
2006-07-14,20097426481
2006-07-17,20413441187
2006-07-18,20352455893
2006-07-19,20895779422
2006-07-20,20951220599
2006-07-21,21006661775
2006-07-24,21278323540
2006-07-25,21028838246
2006-07-26,21062102952
2006-07-27,20856970599
2006-07-28,21344852952
2006-07-31,21145264717
2006-08-01,21189617658
2006-08-02,21112000011
2006-08-03,21261691187
2006-08-04,21627602952
2006-08-07,21738485305
2006-08-08,21843823541
2006-08-09,21805014717
2006-08-10,21727397070
2006-08-11,21710764717
2006-08-14,21694132364
2006-08-15,21999058835
2006-08-16,22237455894
2006-08-17,22137661776
2006-08-18,22137661776
2006-08-21,22076676482
2006-08-22,21899264717
2006-08-23,21832735305
2006-08-24,21904808835
2006-08-25,21871544129
2006-08-28,21888176482
2006-08-29,21799470599
2006-08-30,21788382364
2006-08-31,21810558835
2006-09-01,21882632364
2006-09-05,21799470599
2006-09-06,21721852952
2006-09-07,21511176482
2006-09-08,21649779423
2006-09-11,21505632364
2006-09-12,21666411776
2006-09-13,21638691187
2006-09-14,21516720599
2006-09-15,21461279423
2006-09-18,21228426481
2006-09-19,21106455893
2006-09-20,21405838246
2006-09-21,21161897070
2006-09-22,21372573540
2006-09-25,21572161776
2006-09-26,21827191188
2006-09-27,21344852952
2006-09-28,21361485305
2006-09-29,21112000011
2006-10-02,21037990105
2006-10-03,21015902977
2006-10-04,21352731690
2006-10-05,21203643571
2006-10-06,20966206937
2006-10-09,21336166343
2006-10-10,21236774264
2006-10-11,21308557432
2006-10-12,21424514858
2006-10-13,21568081195
2006-10-16,21540472284
2006-10-17,21650907927
2006-10-18,21689560403
2006-10-19,21639864363
2006-10-20,21739256442
2006-10-23,21822083175
2006-10-24,21777908917
2006-10-25,21788952482
2006-10-26,21971171294
2006-10-27,21827604957
2006-10-30,21932518818
2006-10-31,22004301987
2006-11-01,21855213868
2006-11-02,21667473274
2006-11-03,21816561393
2006-11-06,21938040601
2006-11-07,21938040601
2006-11-08,22230695056
2006-11-09,22291434660
2006-11-10,22197564363
2006-11-13,22341130700
2006-11-14,22407392086
2006-11-15,22379783175
2006-11-16,22589610898
2006-11-17,22523349512
2006-11-20,22562001987
2006-11-21,22230695056
2006-11-22,22087128720
2006-11-24,22048476244
2006-11-27,21733734660
2006-11-28,21601211888
2006-11-29,21766865353
2006-11-30,21772387135
2006-12-01,21717169313
2006-12-04,22053998026
2006-12-05,22087128720
2006-12-06,22042954462
2006-12-07,21882822779
2006-12-08,21926997036
2006-12-11,22048476244
2006-12-12,22164433670
2006-12-13,22308000007
2006-12-14,22435000997
2006-12-15,22567523769
2006-12-18,22606176244
2006-12-19,22611698027
2006-12-20,22628263373
2006-12-21,22744220799
2006-12-22,22584089116
2006-12-26,22744220799
2006-12-27,22882265353
2006-12-28,22849134660
2006-12-29,22600654462
2007-01-03,22633569218
2007-01-04,22639092295
2007-01-05,22191723064
2007-01-08,22048123064
2007-01-09,22092307680
2007-01-10,22037076910
2007-01-11,22053646141
2007-01-12,22108876910
2007-01-16,22285615372
2007-01-17,21893476910
2007-01-18,22037076910
2007-01-19,21865861526
2007-01-22,21650461526
2007-01-23,21589707680
2007-01-24,21749876910
2007-01-25,21490292295
2007-01-26,21600753834
2007-01-29,21589707680
2007-01-30,21705692295
2007-01-31,22037076910
2007-02-01,22224861526
2007-02-02,22274569218
2007-02-05,22274569218
2007-02-06,22385030756
2007-02-07,22594907679
2007-02-08,22307707679
2007-02-09,22346369218
2007-02-12,22506538449
2007-02-13,22672230756
2007-02-14,22705369218
2007-02-15,22628046141
2007-02-16,22633569218
2007-02-20,22755076910
2007-02-21,22534153833
2007-02-22,22467876910
2007-02-23,22412646141
2007-02-26,22451307679
2007-02-27,21937661526
2007-02-28,22246953833
2007-03-01,22153061526
2007-03-02,22086784603
2007-03-05,21755399987
2007-03-06,22175153833
2007-03-07,21865861526
2007-03-08,22136492295
2007-03-09,22070215372
2007-03-12,22213815372
2007-03-13,21352215372
2007-03-14,21517907680
2007-03-15,21755399987
2007-03-16,21733307680
2007-03-19,21805107680
2007-03-20,21876907680
2007-03-21,22340846141
2007-03-22,22164107679
2007-03-23,22164107679
2007-03-26,22130969218
2007-03-27,21959753833
2007-03-28,21379830757
2007-03-29,21534476911
2007-03-30,21368784603
2007-04-02,20761739121
2007-04-03,21034202889
2007-04-04,21061449266
2007-04-05,21143188396
2007-04-09,20854376802
2007-04-10,21034202889
2007-04-11,20930666657
2007-04-12,20848927527
2007-04-13,20941565208
2007-04-16,21431999990
2007-04-17,21312115932
2007-04-18,21595478251
2007-04-19,21818898541
2007-04-20,21884289845
2007-04-23,21851594193
2007-04-24,21737159411
2007-04-25,22020521729
2007-04-26,22162202889
2007-04-27,22254840570
2007-04-30,22118608686
2007-05-01,22227594193
2007-05-02,22292985497
2007-05-03,22494608686
2007-05-04,22407420280
2007-05-07,22641739120
2007-05-08,22483710135
2007-05-09,22592695642
2007-05-10,22254840570
2007-05-11,22407420280
2007-05-14,22276637671
2007-05-15,22227594193
2007-05-16,22549101439
2007-05-17,22347478251
2007-05-18,22429217381
2007-05-21,22549101439
2007-05-22,22581797091
2007-05-23,23339246366
2007-05-24,23208463758
2007-05-25,23393739120
2007-05-29,23104927526
2007-05-30,23311999990
2007-05-31,23083130424
2007-06-01,23311999990
2007-06-04,23246608685
2007-06-05,22957797091
2007-06-06,22767072454
2007-06-07,22636289845
2007-06-08,23099478251
2007-06-11,23224811584
2007-06-12,23044985497
2007-06-13,23404637671
2007-06-14,23186666656
2007-06-15,23295652164
2007-06-18,23306550714
2007-06-19,23464579700
2007-06-20,23088579700
2007-06-21,23039536222
2007-06-22,22532753613
2007-06-25,22358376802
2007-06-26,22260289845
2007-06-27,22118608686
2007-06-28,21944231874
2007-06-29,21671768106
2007-07-02,21396100000
2007-07-03,21549800000
2007-07-05,21348400000
2007-07-06,21242400000
2007-07-09,21072800000
2007-07-10,20537500000
2007-07-11,20664700000
2007-07-12,21449100000
2007-07-13,21618700000
2007-07-16,21465000000
2007-07-17,21544500000
2007-07-18,21258300000
2007-07-19,20961500000
2007-07-20,20505700000
2007-07-23,20553400000
2007-07-24,19896200000
2007-07-25,20261900000
2007-07-26,19705400000
2007-07-27,19493400000
2007-07-30,20177100000
2007-07-31,19551700000
2007-08-01,19710700000
2007-08-02,19864400000
2007-08-03,19127700000
2007-08-06,20574600000
2007-08-07,20950900000
2007-08-08,21253000000
2007-08-09,20463300000
2007-08-10,20786600000
2007-08-13,19933300000
2007-08-14,19832600000
2007-08-15,19811400000
2007-08-16,19286700000
2007-08-17,20155900000
2007-08-20,19562300000
2007-08-21,19716000000
2007-08-22,19689500000
2007-08-23,19615300000
2007-08-24,19615300000
2007-08-27,19292000000
2007-08-28,18740800000
2007-08-29,19223100000
2007-08-30,18772600000
2007-08-31,18915700000
2007-09-04,18915700000
2007-09-05,18406900000
2007-09-06,18682500000
2007-09-07,18438700000
2007-09-10,18581800000
2007-09-11,18444000000
2007-09-12,18242600000
2007-09-13,18237300000
2007-09-14,18428100000
2007-09-17,18401600000
2007-09-18,19419200000
2007-09-19,19345000000
2007-09-20,18767300000
2007-09-21,18671900000
2007-09-24,18343300000
2007-09-25,18465200000
2007-09-26,18131300000
2007-09-27,18136600000
2007-09-28,17956400000
2007-10-01,18171592605
2007-10-02,18298703716
2007-10-03,18367555568
2007-10-04,18478777790
2007-10-05,18579407420
2007-10-08,18510555568
2007-10-09,18568814827
2007-10-10,18092148160
2007-10-11,17837925938
2007-10-12,17498962975
2007-10-15,17287111123
2007-10-16,16487370381
2007-10-17,16418518530
2007-10-18,16143111122
2007-10-19,15873000011
2007-10-22,15835925937
2007-10-23,15878296307
2007-10-24,15502259270
2007-10-25,15438703714
2007-10-26,15687629640
2007-10-29,15730000011
2007-10-30,16238444455
2007-10-31,16566814826
2007-11-01,15846518529
2007-11-02,15804148159
2007-11-05,15671740751
2007-11-06,15745888899
2007-11-07,14713111121
2007-11-08,15073259269
2007-11-09,15269222232
2007-11-12,15353962973
2007-11-13,15841222233
2007-11-14,15438703714
2007-11-15,14924962973
2007-11-16,14729000010
2007-11-19,14570111121
2007-11-20,14485370380
2007-11-21,14384740750
2007-11-23,14850814825
2007-11-26,13892185194
2007-11-27,14490666676
2007-11-28,15396333344
2007-11-29,15168592603
2007-11-30,15841222233
2007-12-03,15878296307
2007-12-04,15173888899
2007-12-05,15353962973
2007-12-06,15883592603
2007-12-07,15772370381
2007-12-10,16423814826
2007-12-11,15237444455
2007-12-12,14315888898
2007-12-13,14612481491
2007-12-14,14088148158
2007-12-17,14082851861
2007-12-18,14066962972
2007-12-19,13521444453
2007-12-20,13627370379
2007-12-21,14331777787
2007-12-24,14310592602
2007-12-26,14077555565
2007-12-27,13341370379
2007-12-28,13367851861
2007-12-31,13309592601
2008-01-02,12928259268
2008-01-03,13013000009
2008-01-04,12594592601
2008-01-07,12303296304
2008-01-08,11948444452
2008-01-09,12266222230
2008-01-10,12546925934
2008-01-11,12901777786
2008-01-14,12615777786
2008-01-15,12133814823
2008-01-16,12742888897
2008-01-17,12229148156
2008-01-18,11969629638
2008-01-22,12462185193
2008-01-23,13325481490
2008-01-24,13351962972
2008-01-25,12970629638
2008-01-28,13637962972
2008-01-29,14019296306
2008-01-30,13802148157
2008-01-31,14352962973
2008-02-01,14861407417
2008-02-04,14347666676
2008-02-05,13637962972
2008-02-06,13796851861
2008-02-07,13971629639
2008-02-08,13595592602
2008-02-11,13235444453
2008-02-12,13796851861
2008-02-13,13770370380
2008-02-14,13314888898
2008-02-15,13569111120
2008-02-19,13034185194
2008-02-20,13145407416
2008-02-21,12848814823
2008-02-22,13092444453
2008-02-25,13208962972
2008-02-26,13283111120
2008-02-27,13208962972
2008-02-28,12737592601
2008-02-29,12128518527
2008-03-03,12139111119
2008-03-04,12128518527
2008-03-05,11842518526
2008-03-06,11503555563
2008-03-07,11651851860
2008-03-10,11651851860
2008-03-11,12774666675
2008-03-12,12213259267
2008-03-13,12086148156
2008-03-14,11567111119
2008-03-17,11185777785
2008-03-18,11805444452
2008-03-19,11556518526
2008-03-20,12366851860
2008-03-24,12541629638
2008-03-25,12313888897
2008-03-26,11853111119
2008-03-27,11297000007
2008-03-28,11026888896
2008-03-31,11421189190
2008-04-01,12278324325
2008-04-02,12354756757
2008-04-03,12311081082
2008-04-04,12398432433
2008-04-07,12622270271
2008-04-08,12070864866
2008-04-09,11814270271
2008-04-10,11661405406
2008-04-11,11388432433
2008-04-14,10383891892
2008-04-15,10514918919
2008-04-16,10973513514
2008-04-17,11213729730
2008-04-18,11437567568
2008-04-21,10580432433
2008-04-22,11426648649
2008-04-23,10864324325
2008-04-24,11601351352
2008-04-25,11890702703
2008-04-28,12016270271
2008-04-29,11857945947
2008-04-30,11699621622
2008-05-01,12343837839
2008-05-02,12365675676
2008-05-05,12114540541
2008-05-06,12261945947
2008-05-07,11928918920
2008-05-08,11410270271
2008-05-09,11339297298
2008-05-12,11606810811
2008-05-13,11317459460
2008-05-14,11437567568
2008-05-15,11524918920
2008-05-16,11180972974
2008-05-19,11175513514
2008-05-20,10913459460
2008-05-21,10766054055
2008-05-22,10853405406
2008-05-23,10514918919
2008-05-27,10673243244
2008-05-28,10291081082
2008-05-29,10493081082
2008-05-30,10209189190
2008-06-02,9821567568
2008-06-03,9472162163
2008-06-04,9510378379
2008-06-05,9586810811
2008-06-06,9139135136
2008-06-09,9160972973
2008-06-10,8969891892
2008-06-11,8374810811
2008-06-12,8019945946
2008-06-13,7190108108
2008-06-16,7403027027
2008-06-17,6949891892
2008-06-18,5055459459
2008-06-19,5322972973
2008-06-20,5519513514
2008-06-23,5486756757
2008-06-24,5546810811
2008-06-25,5623243243
2008-06-26,5628702703
2008-06-27,5585027027
2008-06-30,5822960000
2008-07-01,6068920000
2008-07-02,6091800000
2008-07-03,6040320000
2008-07-07,5897320000
2008-07-08,6640920000
2008-07-09,6349200000
2008-07-10,6772480000
2008-07-11,7138560000
2008-07-14,6383520000
2008-07-15,5971680000
2008-07-16,6944080000
2008-07-17,7870720000
2008-07-18,7739160000
2008-07-21,7659080000
2008-07-22,8551400000
2008-07-23,8379800000
2008-07-24,7773480000
2008-07-25,7847840000
2008-07-28,7401680000
2008-07-29,8110960000
2008-07-30,8145280000
2008-07-31,7990840000
2008-08-01,8002280000
2008-08-04,7990840000
2008-08-05,8568560000
2008-08-06,8608600000
2008-08-07,8580000000
2008-08-08,8968960000
2008-08-11,9209200000
2008-08-12,8465600000
2008-08-13,8053760000
2008-08-14,8437000000
2008-08-15,8620040000
2008-08-18,8196760000
2008-08-19,7847840000
2008-08-20,7990840000
2008-08-21,8076640000
2008-08-22,8368360000
2008-08-25,8105240000
2008-08-26,8162440000
2008-08-27,8637200000
2008-08-28,8780200000
2008-08-29,9026160000
2008-09-02,9300720000
2008-09-03,9386520000
2008-09-04,8688680000
2008-09-05,9243520000
2008-09-08,9666800000
2008-09-09,9111960000
2008-09-10,8494200000
2008-09-11,8597160000
2008-09-12,8757320000
2008-09-15,8070920000
2008-09-16,8837400000
2008-09-17,8179600000
2008-09-18,9129120000
2008-09-19,10799360000
2008-09-22,9724000000
2008-09-23,9386520000
2008-09-24,9455160000
2008-09-25,9529520000
2008-09-26,9243520000
2008-09-29,5210920000
2008-09-30,7735000000
2008-10-01,8983000000
2008-10-02,8677500000
2008-10-03,8593000000
2008-10-06,7904000000
2008-10-07,7215000000
2008-10-08,7806500000
2008-10-09,6324500000
2008-10-10,6760000000
2008-10-13,7065499999
2008-10-14,8586500000
2008-10-15,8229000000
2008-10-16,8359000000
2008-10-17,7956000000
2008-10-20,7949500000
2008-10-21,7962500000
2008-10-22,7676500000
2008-10-23,7358000000
2008-10-24,5245500000
2008-10-27,5505500000
2008-10-28,6994000000
2008-10-29,7000500000
2008-10-30,6604000000
2008-10-31,7052500000
2008-11-03,7475000000
2008-11-04,8027500000
2008-11-05,7195500000
2008-11-06,6571500000
2008-11-07,6948500000
2008-11-10,6545500000
2008-11-11,6500000000
2008-11-12,5908500000
2008-11-13,6792500000
2008-11-14,6200999999
2008-11-17,5941000000
2008-11-18,6058000000
2008-11-19,5466500000
2008-11-20,5011500000
2008-11-21,4868500000
2008-11-24,5642000000
2008-11-25,5934500000
2008-11-26,6032000000
2008-11-28,6214000000
2008-12-01,5265000000
2008-12-02,5557500000
2008-12-03,5135000000
2008-12-04,4946500000
2008-12-05,5369000000
2008-12-08,5414500000
2008-12-09,5037500000
2008-12-10,5024500000
2008-12-11,4914000000
2008-12-12,5083000000
2008-12-15,4751500000
2008-12-16,5193500000
2008-12-17,4881500000
2008-12-18,4946500000
2008-12-19,4972500000
2008-12-22,4972500000
2008-12-23,4946500000
2008-12-24,5083000000
2008-12-26,5050500000
2008-12-29,5024500000
2008-12-30,5180500000
2008-12-31,5369000000
2009-01-02,5583500000
2009-01-05,5460000000
2009-01-06,5492500000
2009-01-07,5154500000
2009-01-08,5239000000
2009-01-09,4868500000
2009-01-12,4465500000
2009-01-13,4413500000
2009-01-14,4075499999
2009-01-15,3497000000
2009-01-16,3529500000
2009-01-20,2743000000
2009-01-21,2593500000
2009-01-22,1852500000
2009-01-23,1891500000
2009-01-26,1748500000
2009-01-27,1696500000
2009-01-28,2314000000
2009-01-29,1982500000
2009-01-30,1553500000
2009-02-02,1358500000
2009-02-03,1163500000
2009-02-04,1001000000
2009-02-05,1065999999
2009-02-06,1709500000
2009-02-09,1878500000
2009-02-10,1423500000
2009-02-11,1462500000
2009-02-12,1430000000
2009-02-13,1300000000
2009-02-17,1085500000
2009-02-18,955500000
2009-02-19,786500000
2009-02-20,669500000
2009-02-23,806000000
2009-02-24,942500000
2009-02-25,1261000000
2009-02-26,1488500000
2009-02-27,1371500000
2009-03-02,1150500000
2009-03-03,1085500000
2009-03-04,1118000000
2009-03-05,890500000
2009-03-06,838500000
2009-03-09,903499999
2009-03-10,1072500000
2009-03-11,1001000000
2009-03-12,1092000000
2009-03-13,1137500000
2009-03-16,1189500000
2009-03-17,1267500000
2009-03-18,1443000000
2009-03-19,1378000000
2009-03-20,1384500000
2009-03-23,1547000000
2009-03-24,1384500000
2009-03-25,1481999999
2009-03-26,1560000000
2009-03-27,1527500000
2009-03-30,1612000000
2009-03-31,1898000000
2009-04-01,1995500000
2009-04-02,2060500000
2009-04-03,2131999999
2009-04-06,1995500000
2009-04-07,1852500000
2009-04-08,1716000000
