,TRMB
2004-12-13,1698407350
2004-12-14,1710482580
2004-12-15,1750383340
2004-12-16,1678981980
2004-12-17,1704707470
2004-12-20,1680032000
2004-12-21,1674781900
2004-12-22,1672156850
2004-12-23,1676881940
2004-12-27,1671106830
2004-12-28,1740933159
2004-12-29,1737783100
2004-12-30,1748808310
2004-12-31,1734600000
2005-01-03,1697325000
2005-01-04,1686299999
2005-01-05,1672125000
2005-01-06,1642200000
2005-01-07,1608600000
2005-01-10,1611750000
2005-01-11,1629600000
2005-01-12,1654275000
2005-01-13,1616475000
2005-01-14,1644300000
2005-01-18,1723050000
2005-01-19,1716224999
2005-01-20,1735124999
2005-01-21,1727250000
2005-01-24,1746675000
2005-01-25,1821224999
2005-01-26,1777125000
2005-01-27,1822275000
2005-01-28,1839075000
2005-01-31,1866900000
2005-02-01,1890000000
2005-02-02,1867425000
2005-02-03,1838025000
2005-02-04,1848525000
2005-02-07,1865325000
2005-02-08,1911000000
2005-02-09,1864275000
2005-02-10,1877925000
2005-02-11,1911000000
2005-02-14,1933050000
2005-02-15,1953525000
2005-02-16,1915199999
2005-02-17,1863750000
2005-02-18,1858500000
2005-02-22,1809150000
2005-02-23,1789725000
2005-02-24,1869000000
2005-02-25,1864800000
2005-02-28,1891050000
2005-03-01,1927800000
2005-03-02,1922025000
2005-03-03,1895250000
2005-03-04,1913625000
2005-03-07,1919400000
2005-03-08,1877925000
2005-03-09,1847474999
2005-03-10,1861125000
2005-03-11,1845375000
2005-03-14,1849050000
2005-03-15,1843275000
2005-03-16,1843799999
2005-03-17,1908900000
2005-03-18,1908375000
2005-03-21,1919925000
2005-03-22,1968750000
2005-03-23,1918874999
2005-03-24,1940925000
2005-03-28,1773450000
2005-03-29,1677375000
2005-03-30,1748249999
2005-03-31,1775025000
2005-04-01,1784188709
2005-04-04,1795839689
2005-04-05,1826026319
2005-04-06,1821789600
2005-04-07,1835029350
2005-04-08,1782070350
2005-04-11,1796369280
2005-04-12,1833440579
2005-04-13,1806961079
2005-04-14,1687803330
2005-04-15,1618956630
2005-04-18,1622409556
2005-04-19,1623193350
2005-04-20,1730170530
2005-04-21,1798487640
2005-04-22,1892225069
2005-04-25,1906524000
2005-04-26,1869452699
2005-04-27,1856742540
2005-04-28,1817552880
2005-04-29,1822848780
2005-05-02,1851976230
2005-05-03,1864686390
2005-05-04,1914997439
2005-05-05,1911290310
2005-05-06,1907583180
2005-05-09,1976959470
2005-05-10,1955775870
2005-05-11,1933533090
2005-05-12,1925589240
2005-05-13,1922941290
2005-05-16,1972722750
2005-05-17,1972193160
2005-05-18,2060634689
2005-05-19,2077581569
2005-05-20,2072285670
2005-05-23,2090291730
2005-05-24,2141132370
2005-05-25,2109886560
2005-05-26,2123126310
2005-05-27,2172907770
2005-05-31,2104590660
2005-06-01,2122067130
2005-06-02,2118889590
2005-06-03,2092410090
2005-06-06,2074404030
2005-06-07,2074933620
2005-06-08,2045806170
2005-06-09,2051631660
2005-06-10,2023563390
2005-06-13,2042099040
2005-06-14,2047394939
2005-06-15,1994965530
2005-06-16,1983314550
2005-06-17,2012971590
2005-06-20,2012971590
2005-06-21,2072815260
2005-06-22,2089762140
2005-06-23,2044217400
2005-06-24,2055338790
2005-06-27,2057457150
2005-06-28,2098235579
2005-06-29,2065930590
2005-06-30,2063812230
2005-07-01,2068651200
2005-07-05,2070794880
2005-07-06,2090623920
2005-07-07,2096519039
2005-07-08,2141000400
2005-07-11,2153862480
2005-07-12,2154934320
2005-07-13,2140464479
2005-07-14,2195664240
2005-07-15,2192984640
2005-07-18,2179050720
2005-07-19,2290522080
2005-07-20,2374661520
2005-07-21,2327243318
2005-07-22,2325099638
2005-07-25,2344114080
2005-07-26,2336611200
2005-07-27,2012379599
2005-07-28,2091695760
2005-07-29,2087944320
2005-08-01,2053109520
2005-08-02,2070258960
2005-08-03,2019346560
2005-08-04,1971649680
2005-08-05,1993622400
2005-08-08,1930919760
2005-08-09,1945925520
2005-08-10,1953428400
2005-08-11,1965754560
2005-08-12,1944317760
2005-08-15,1972185599
2005-08-16,1987727280
2005-08-17,1964146800
2005-08-18,1929847920
2005-08-19,1918593599
2005-08-22,1930383840
2005-08-23,1919665440
2005-08-24,1907875200
2005-08-25,1882686960
2005-08-26,1832310479
2005-08-29,1815161039
2005-08-30,1897156800
2005-08-31,1957179840
2005-09-01,1968434159
2005-09-02,1967898240
2005-09-06,1885366560
2005-09-07,1884830640
2005-09-08,1842492960
2005-09-09,1782469920
2005-09-12,1736380800
2005-09-13,1747635120
2005-09-14,1834990080
2005-09-15,1844636640
2005-09-16,1843564800
2005-09-19,1822663920
2005-09-20,1819448400
2005-09-21,1779254400
2005-09-22,1755138000
2005-09-23,1755138000
2005-09-26,1741740000
2005-09-27,1771751520
2005-09-28,1831774560
2005-09-29,1817304719
2005-09-30,1827412979
2005-10-03,1861043020
2005-10-04,1838261380
2005-10-05,1823616039
2005-10-06,1768289200
2005-10-07,1752016599
2005-10-10,1710250260
2005-10-11,1683129260
2005-10-12,1665229400
2005-10-13,1690723140
2005-10-14,1680417160
2005-10-17,1692350400
2005-10-18,1678789900
2005-10-19,1681502000
2005-10-20,1701571540
2005-10-21,1541015220
2005-10-24,1600139000
2005-10-25,1599596580
2005-10-26,1578984620
2005-10-27,1567051380
2005-10-28,1561084760
2005-10-31,1565966540
2005-11-01,1581154300
2005-11-02,1621293380
2005-11-03,1597969320
2005-11-04,1596884480
2005-11-07,1590917860
2005-11-08,1599054160
2005-11-09,1599054160
2005-11-10,1612072240
2005-11-11,1640278080
2005-11-14,1659805200
2005-11-15,1647329540
2005-11-16,1623463060
2005-11-17,1628344840
2005-11-18,1643532600
2005-11-21,1667941500
2005-11-22,1712962360
2005-11-23,1719471400
2005-11-25,1725438020
2005-11-28,1715132040
2005-11-29,1738998520
2005-11-30,1767204360
2005-12-01,1840452756
2005-12-02,1829040240
2005-12-05,1840431060
2005-12-06,1874061099
2005-12-07,1851279460
2005-12-08,1837176539
2005-12-09,1845855260
2005-12-12,1839888640
2005-12-13,1846940099
2005-12-14,1855076400
2005-12-15,1866467219
2005-12-16,1868636900
2005-12-19,1859958180
2005-12-20,1843685580
2005-12-21,1861585440
2005-12-22,1863212700
2005-12-23,1874603520
2005-12-27,1837718960
2005-12-28,1842058320
2005-12-29,1945118120
2005-12-30,1925048580
2006-01-03,1955966520
2006-01-04,1959221039
2006-01-05,1952169580
2006-01-06,1967899760
2006-01-09,1990138979
2006-01-10,2046550659
2006-01-11,2050890020
2006-01-12,2047635500
2006-01-13,1997190440
2006-01-17,1925591000
2006-01-18,1925591000
2006-01-19,1978205740
2006-01-20,1938609080
2006-01-23,1907691140
2006-01-24,1899554840
2006-01-25,2265145920
2006-01-26,2223379580
2006-01-27,2163713380
2006-01-30,2181070820
2006-01-31,2170764840
2006-02-01,2146898360
2006-02-02,2142016580
2006-02-03,2100250240
2006-02-06,2082892800
2006-02-07,2099165400
2006-02-08,2114895580
2006-02-09,2116522840
2006-02-10,2108386539
2006-02-13,2073129240
2006-02-14,2100250240
2006-02-15,2108386539
2006-02-16,2126286400
2006-02-17,2126828820
2006-02-21,2117065260
2006-02-22,2174019360
2006-02-23,2187579860
2006-02-24,2196258580
2006-02-27,2226091680
2006-02-28,2219040220
2006-03-01,2232058300
2006-03-02,2359527000
2006-03-03,2330778740
2006-03-06,2305827420
2006-03-07,2294979020
2006-03-08,2282503360
2006-03-09,2216870540
2006-03-10,2230973460
2006-03-13,2270570120
2006-03-14,2298233540
2006-03-15,2283588200
2006-03-16,2322642440
2006-03-17,2313421300
2006-03-20,2380681380
2006-03-21,2401293340
2006-03-22,2414311420
2006-03-23,2404005440
2006-03-24,2438177900
2006-03-27,2414853840
2006-03-28,2368748140
2006-03-29,2428414340
2006-03-30,2390444940
2006-03-31,2470857350
2006-04-03,2405040950
2006-04-04,2430270570
2006-04-05,2454403250
2006-04-06,2448370080
2006-04-07,2440143030
2006-04-10,2402298600
2006-04-11,2352936300
2006-04-12,2346903130
2006-04-13,2360614880
2006-04-17,2386941440
2006-04-18,2357324060
2006-04-19,2437400680
2006-04-20,2648013160
2006-04-21,2638689170
2006-04-24,2594263100
2006-04-25,2631010590
2006-04-26,2593714630
2006-04-27,2582196760
2006-04-28,2598650860
2006-05-01,2584390640
2006-05-02,2617847310
2006-05-03,2588778400
2006-05-04,2636495290
2006-05-05,2661176440
2006-05-08,2656240210
2006-05-09,2658434090
2006-05-10,2643076930
2006-05-11,2614556490
2006-05-12,2534479870
2006-05-15,2501023200
2006-05-16,2508701780
2006-05-17,2461533360
2006-05-18,2471954290
2006-05-19,2436303740
2006-05-22,2456597130
2006-05-23,2548740090
2006-05-24,2522962000
2006-05-25,2565742660
2006-05-26,2586036050
2006-05-30,2490053800
2006-05-31,2519671180
2006-06-01,2500474730
2006-06-02,2477987460
2006-06-05,2437400680
2006-06-06,2425334340
2006-06-07,2399556250
2006-06-08,2300831650
2006-06-09,2335933730
2006-06-12,2276150500
2006-06-13,2249275470
2006-06-14,2236660660
2006-06-15,2317285750
2006-06-16,2262987220
2006-06-19,2223497380
2006-06-20,2200461640
2006-06-21,2268471920
2006-06-22,2235015250
2006-06-23,2211431040
2006-06-26,2207591750
2006-06-27,2158777920
2006-06-28,2204849400
2006-06-29,2337579140
2006-06-30,2470332960
2006-07-03,2511283820
2006-07-05,2495235510
2006-07-06,2506856700
2006-07-07,2498002460
2006-07-10,2501322800
2006-07-11,2554448240
2006-07-12,2532312640
2006-07-13,2519584670
2006-07-14,2455944820
2006-07-17,2374043100
2006-07-18,2362975300
2006-07-19,2397838870
2006-07-20,2387324460
2006-07-21,2356334620
2006-07-24,2367402420
2006-07-25,2379577000
2006-07-26,2563855870
2006-07-27,2584331300
2006-07-28,2566622820
2006-07-31,2657932170
2006-08-01,2585991470
2006-08-02,2598166050
2006-08-03,2714377950
2006-08-04,2685601670
2006-08-07,2685048280
2006-08-08,2668999970
2006-08-09,2612000800
2006-08-10,2679514380
2006-08-11,2659592340
2006-08-14,2606466900
2006-08-15,2649631320
2006-08-16,2703310150
2006-08-17,2706077100
2006-08-18,2711611000
2006-08-21,2827822900
2006-08-22,2808454250
2006-08-23,2758649150
2006-08-24,2633029620
2006-08-25,2633029620
2006-08-28,2707737270
2006-08-29,2701096590
2006-08-30,2764183050
2006-08-31,2709950830
2006-09-01,2704970320
2006-09-05,2722678800
2006-09-06,2676990921
2006-09-07,2667893190
2006-09-08,2661252510
2006-09-11,2647417760
2006-09-12,2673427090
2006-09-13,2686708450
2006-09-14,2654213389
2006-09-15,2643544030
2006-09-18,2567729600
2006-09-19,2574923670
2006-09-20,2589311810
2006-09-21,2599826220
2006-09-22,2541720270
2006-09-25,2569389770
2006-09-26,2605913510
2006-09-27,2608127070
2006-09-28,2625835550
2006-09-29,2717669460
2006-10-02,2688807210
2006-10-03,2719401195
2006-10-04,2741336505
2006-10-05,2814069375
2006-10-06,2753458650
2006-10-09,2767889775
2006-10-10,2800792740
2006-10-11,2825614275
2006-10-12,2886225000
2006-10-13,2908737555
2006-10-16,2934136335
2006-10-17,2918550720
2006-10-18,2847549585
2006-10-19,2824459785
2006-10-20,2577398925
2006-10-23,2552577390
2006-10-24,2551422900
2006-10-25,2819841825
2006-10-26,2805410700
2006-10-27,2754613140
2006-10-30,2716514970
2006-10-31,2668026390
2006-11-01,2609724645
2006-11-02,2598756990
2006-11-03,2580862395
2006-11-06,2584903110
2006-11-07,2621846790
2006-11-08,2625887505
2006-11-09,2672644350
2006-11-10,2696311395
2006-11-13,2714205990
2006-11-14,2748263445
2006-11-15,2808874170
2006-11-16,2802524475
2006-11-17,2756344875
2006-11-20,2812337640
2006-11-21,2818687335
2006-11-22,2866021425
2006-11-24,2893151940
2006-11-27,2803678965
2006-11-28,2774239470
2006-11-29,2755190385
2006-11-30,2769044265
2006-12-01,2759231100
2006-12-04,2856208260
2006-12-05,2880452550
2006-12-06,2887379490
2006-12-07,2857362750
2006-12-08,2849281320
2006-12-11,2842354380
2006-12-12,2838313665
2006-12-13,2863135200
2006-12-14,2920859700
2006-12-15,2939908785
2006-12-18,2941063275
2006-12-19,2956648890
2006-12-20,3021877575
2006-12-21,2999365020
2006-12-22,2938177050
2006-12-26,2995324305
2006-12-27,3006869205
2006-12-28,3000519510
2006-12-29,2928363885
2007-01-03,2976852465
2007-01-04,3061130235
2007-01-05,3095764935
2007-01-08,3065170950
2007-01-09,3085951770
2007-01-10,3067479930
2007-01-11,3161570865
2007-01-12,3174847500
2007-01-16,3124627185
2007-01-17,3180042705
2007-01-18,3103269120
2007-01-19,3115968510
2007-01-22,3072097890
2007-01-23,3070943400
2007-01-24,3103269120
2007-01-25,3058821255
2007-01-26,3266052210
2007-01-29,3242385165
2007-01-30,3255661800
2007-01-31,3266052210
2007-02-01,3294914460
2007-02-02,3232572000
2007-02-05,3234880980
2007-02-06,3238344450
2007-02-07,3227376795
2007-02-08,3216986385
2007-02-09,3151180455
2007-02-12,3156375660
2007-02-13,3152912190
2007-02-14,3167343315
2007-02-15,3193896585
2007-02-16,3230263020
2007-02-20,3188124135
2007-02-21,3216409140
2007-02-22,3237767205
2007-02-23,3209482200
2007-02-26,3188701380
2007-02-27,3007446450
2007-02-28,3054780540
2007-03-01,3052471560
2007-03-02,3029381760
2007-03-05,2968193790
2007-03-06,3036308700
2007-03-07,3098651160
2007-03-08,3054780540
2007-03-09,3054780540
2007-03-12,3081333810
2007-03-13,3060552990
2007-03-14,3052471560
2007-03-15,3059398500
2007-03-16,3040926660
2007-03-19,3055935030
2007-03-20,3057089520
2007-03-21,3069788910
2007-03-22,3118277490
2007-03-23,3132131370
2007-03-26,3130976880
2007-03-27,3083642790
2007-03-28,3079024830
2007-03-29,3075561360
2007-03-30,3210627640
2007-04-02,3239336680
2007-04-03,3264457090
2007-04-04,3269241930
2007-04-05,3263260880
2007-04-09,3264457090
2007-04-10,3220197320
2007-04-11,3241729100
2007-04-12,3283596450
2007-04-13,3305128230
2007-04-16,3384078090
2007-04-17,3349388000
2007-04-18,3362546310
2007-04-19,3358957680
2007-04-20,3349388000
2007-04-23,3341014530
2007-04-24,3394843980
2007-04-25,3417571970
2007-04-26,3502502880
2007-04-27,3503699090
2007-04-30,3430730280
2007-05-01,3492933200
2007-05-02,3527623290
2007-05-03,3586237580
2007-05-04,3758491820
2007-05-07,3661598810
2007-05-08,3683130590
2007-05-09,3707054790
2007-05-10,3616142830
2007-05-11,3648440500
2007-05-14,3624516300
2007-05-15,3583845160
2007-05-16,3550351280
2007-05-17,3522838450
2007-05-18,3569490640
2007-05-21,3595807260
2007-05-22,3610161780
2007-05-23,3562313380
2007-05-24,3474990050
2007-05-25,3555136120
2007-05-29,3532408130
2007-05-30,3519249820
2007-05-31,3491736990
2007-06-01,3498914250
2007-06-04,3516857400
2007-06-05,3483363520
2007-06-06,3480971100
2007-06-07,3453458270
2007-06-08,3486952150
2007-06-11,3471401420
2007-06-12,3480971100
2007-06-13,3498914250
2007-06-14,3569490640
2007-06-15,3732175200
2007-06-18,3683130590
2007-06-19,3732175200
2007-06-20,3780023600
2007-06-21,3820694740
2007-06-22,3776434970
2007-06-25,3802751590
2007-06-26,3837441680
2007-06-27,3860169670
2007-06-28,3864954510
2007-06-29,3878206559
2007-07-02,3937296150
2007-07-03,3954178890
2007-07-05,3957796620
2007-07-06,3919207500
2007-07-09,3961414350
2007-07-10,3922825230
2007-07-11,3987944370
2007-07-12,4056681240
2007-07-13,4062710789
2007-07-16,4135065390
2007-07-17,4092858539
2007-07-18,4045828049
2007-07-19,4038592590
2007-07-20,3995179830
2007-07-23,3995179830
2007-07-24,3963826169
2007-07-25,4030151220
2007-07-26,3992768010
2007-07-27,3979503000
2007-07-30,3984326640
2007-07-31,3983120730
2007-08-01,4376247390
2007-08-02,4629488490
2007-08-03,4574016630
2007-08-06,4636723950
2007-08-07,4583663910
2007-08-08,4586075730
2007-08-09,4511309310
2007-08-10,4448601990
2007-08-13,4537839330
2007-08-14,4463072910
2007-08-15,4291833690
2007-08-16,4177272240
2007-08-17,4189331340
2007-08-20,4252038659
2007-08-21,4332834630
2007-08-22,4483573380
2007-08-23,4441366530
2007-08-24,4460661090
2007-08-27,4371423750
2007-08-28,4205008169
2007-08-29,4284598230
2007-08-30,4260480030
2007-08-31,4258068210
2007-09-04,4317157800
2007-09-05,4303892790
2007-09-06,4349717370
2007-09-07,4308716430
2007-09-10,4266509580
2007-09-11,4208625900
2007-09-12,4178478150
2007-09-13,4237567740
2007-09-14,4384688760
2007-09-17,4423277880
2007-09-18,4581252090
2007-09-19,4542662970
2007-09-20,4461867000
2007-09-21,4453425630
2007-09-24,4557133890
2007-09-25,4706666730
2007-09-26,4817610450
2007-09-27,4801933620
2007-09-28,4762721070
2007-10-01,4855035990
2007-10-02,4881758730
2007-10-03,4932774870
2007-10-04,4844103960
2007-10-05,4848962640
2007-10-08,5099184660
2007-10-09,5097969990
2007-10-10,5101614000
2007-10-11,5101614000
2007-10-12,5046953850
2007-10-15,4970429640
2007-10-16,5096755320
2007-10-17,5133195420
2007-10-18,5139268770
2007-10-19,5021445780
2007-10-22,4930345530
2007-10-23,5229154350
2007-10-24,5136839430
2007-10-25,5012943090
2007-10-26,4989864360
2007-10-29,5004440400
2007-10-30,4955853600
2007-10-31,5065173900
2007-11-01,4969214970
2007-11-02,5082179280
2007-11-05,5023875120
2007-11-06,5077320600
2007-11-07,4936418880
2007-11-08,4862324010
2007-11-09,4727495640
2007-11-12,4698343560
2007-11-13,4783370460
2007-11-14,4767579750
2007-11-15,4665547470
2007-11-16,4573232550
2007-11-19,4389817380
2007-11-20,4319366520
2007-11-21,4233124950
2007-11-23,4310863830
2007-11-26,4286570430
2007-11-27,4355806620
2007-11-28,4514928390
2007-11-29,4479702960
2007-11-30,4502781690
2007-12-03,4536792450
2007-12-04,4469985600
2007-12-05,4563515190
2007-12-06,4709275590
2007-12-07,4659474120
2007-12-10,4461482910
2007-12-11,4195470180
2007-12-12,3996264300
2007-12-13,3905164050
2007-12-14,3837142530
2007-12-17,3695026140
2007-12-18,3842001210
2007-12-19,3826210500
2007-12-20,3839571870
2007-12-21,3772765020
2007-12-24,3902734710
2007-12-26,3824995830
2007-12-27,3733895580
2007-12-28,3727822230
2007-12-31,3673162080
2008-01-02,3606355230
2008-01-03,3597852540
2008-01-04,3352489200
2008-01-07,3260174280
2008-01-08,3187294080
2008-01-09,3322122450
2008-01-10,3309975750
2008-01-11,3128989920
2008-01-14,3241954230
2008-01-15,3163000680
2008-01-16,3005093580
2008-01-17,2906705310
2008-01-18,3012381600
2008-01-22,2960150790
2008-01-23,2896987950
2008-01-24,3624575280
2008-01-25,3535904370
2008-01-28,3676806090
2008-01-29,3531045690
2008-01-30,3232236870
2008-01-31,3212802150
2008-02-01,3326981130
2008-02-04,3256530270
2008-02-05,3199440780
2008-02-06,3169074030
2008-02-07,3190938090
2008-02-08,3159356670
2008-02-11,3206728800
2008-02-12,3319693110
2008-02-13,3407149350
2008-02-14,3533475030
2008-02-15,3444804120
2008-02-19,3438730770
2008-02-20,3407149350
2008-02-21,3357347880
2008-02-22,3386499960
2008-02-25,3421725390
2008-02-26,3469097520
2008-02-27,3467882850
2008-02-28,3436301430
2008-02-29,3320907780
2008-03-03,3375567930
2008-03-04,3385285290
2008-03-05,3402290670
2008-03-06,3410793360
2008-03-07,3346415850
2008-03-10,3279609000
2008-03-11,3391358640
2008-03-12,3454521480
2008-03-13,3438730770
2008-03-14,3429013410
2008-03-17,3359777220
2008-03-18,3435086760
2008-03-19,3380426610
2008-03-20,3425369400
2008-03-24,3592993860
2008-03-25,3633077970
2008-03-26,3633077970
2008-03-27,3466668180
2008-03-28,3383200320
2008-03-31,3474342570
2008-04-01,3430594290
2008-04-02,3379554630
2008-04-03,3454898890
2008-04-04,3439100900
2008-04-07,3322438820
2008-04-08,3287197150
2008-04-09,3209422430
2008-04-10,3346743420
2008-04-11,3265323010
2008-04-14,3270183930
2008-04-15,3232511800
2008-04-16,3357680490
2008-04-17,3329730200
2008-04-18,3448822740
2008-04-21,3402644000
2008-04-22,3396567850
2008-04-23,3317577900
2008-04-24,3418441990
2008-04-25,4241152700
2008-04-28,4105046940
2008-04-29,4030917910
2008-04-30,3984739170
2008-05-01,4109907860
2008-05-02,4055222509
2008-05-05,4074666190
2008-05-06,4083172800
2008-05-07,3999321929
2008-05-08,4077096649
2008-05-09,4039424520
2008-05-12,4006613310
2008-05-13,4141503840
2008-05-14,4215632869
2008-05-15,4258165920
2008-05-16,4311636040
2008-05-19,4253305000
2008-05-20,4179175970
2008-05-21,4205911030
2008-05-22,4349308170
2008-05-23,4532807900
2008-05-27,4548605890
2008-05-28,4682281190
2008-05-29,4727244700
2008-05-30,4841476320
2008-06-02,4913174890
2008-06-03,4881578910
2008-06-04,4728459930
2008-06-05,4721168550
2008-06-06,4636102450
2008-06-09,4599645550
2008-06-10,4537668820
2008-06-11,4422221970
2008-06-12,4379688920
2008-06-13,4582632330
2008-06-16,4459894100
2008-06-17,4474476860
2008-06-18,4328649260
2008-06-19,4401563060
2008-06-20,4462324560
2008-06-23,4587493250
2008-06-24,4520655600
2008-06-25,4634887220
2008-06-26,4444096110
2008-06-27,4346532120
2008-06-30,4305527100
2008-07-01,4186130130
2008-07-02,4104120090
2008-07-03,4118592450
2008-07-07,3955778399
2008-07-08,4034170350
2008-07-09,3891858810
2008-07-10,3994371359
2008-07-11,3801406560
2008-07-14,3744723150
2008-07-15,3700100040
2008-07-16,3813466860
2008-07-17,3897888960
2008-07-18,3925627649
2008-07-21,3928039710
2008-07-22,4110150240
2008-07-23,4190954250
2008-07-24,4024522109
2008-07-25,4035376380
2008-07-28,4007637689
2008-07-29,4053466830
2008-07-30,4069145220
2008-07-31,4004019600
2008-08-01,3963014580
2008-08-04,3894270870
2008-08-05,3994371359
2008-08-06,4086029640
2008-08-07,3991959300
2008-08-08,4159597470
2008-08-11,4149949229
2008-08-12,4146331140
2008-08-13,4171657770
2008-08-14,4266934140
2008-08-15,4275376350
2008-08-18,4246431630
2008-08-19,4146331140
2008-08-20,4154773350
2008-08-21,4165627620
2008-08-22,4122210540
2008-08-25,4011255779
2008-08-26,3961808550
2008-08-27,4002813569
2008-08-28,4094471850
2008-08-29,4082411550
2008-09-02,3985929149
2008-09-03,3858089970
2008-09-04,3678391500
2008-09-05,3692863860
2008-09-08,3669949290
2008-09-09,3546934230
2008-09-10,3568642770
2008-09-11,3573466890
2008-09-12,3631356330
2008-09-15,3498693030
2008-09-16,3549346290
2008-09-17,3405828720
2008-09-18,3659095020
2008-09-19,3737486970
2008-09-22,3511959360
2008-09-23,3485426700
2008-09-24,3542110110
2008-09-25,3557788500
2008-09-26,3365517200
2008-09-29,3097182200
2008-09-30,3084063600
2008-10-01,2970766600
2008-10-02,2740594800
2008-10-03,2556934400
2008-10-06,2471067200
2008-10-07,2367311000
2008-10-08,2259977000
2008-10-09,2212273000
2008-10-10,2310066200
2008-10-13,2484185800
2008-10-14,2405474200
2008-10-15,2208695200
2008-10-16,2356577600
2008-10-17,2406666800
2008-10-20,2380429600
2008-10-21,2246858400
2008-10-22,2151450400
2008-10-23,2003568000
2008-10-24,2042923800
2008-10-27,1934397199
2008-10-28,2139524400
2008-10-29,2242088000
2008-10-30,2416207600
2008-10-31,2453178200
2008-11-03,2654727600
2008-11-04,2746557800
2008-11-05,2502074800
2008-11-06,2385200000
2008-11-07,2508037800
2008-11-10,2440059600
2008-11-11,2407859400
2008-11-12,2177687600
2008-11-13,2389970400
2008-11-14,2294562400
2008-11-17,2242088000
2008-11-18,2171724600
2008-11-19,1980908600
2008-11-20,1855685600
2008-11-21,1905774800
2008-11-24,2064390599
2008-11-25,2131176200
2008-11-26,2395933400
2008-11-28,2428133600
2008-12-01,2008338400
2008-12-02,2067968400
2008-12-03,2063198000
2008-12-04,1982101200
2008-12-05,2046501600
2008-12-08,2276673400
2008-12-09,2248051000
2008-12-10,2376851800
2008-12-11,2319607000
2008-12-12,2404281600
2008-12-15,2375659200
2008-12-16,2516386000
2008-12-17,2596290200
2008-12-18,2430518800
2008-12-19,2453178200
2008-12-22,2394740800
2008-12-23,2367311000
2008-12-24,2380429600
2008-12-26,2400703800
2008-12-29,2362540600
2008-12-30,2480608000
2008-12-31,2577208600
2009-01-02,2659498000
2009-01-05,2648764600
2009-01-06,2733439200
2009-01-07,2632068200
2009-01-08,2621334800
2009-01-09,2590327200
2009-01-12,2552164000
2009-01-13,2530697200
2009-01-14,2344651600
2009-01-15,1854493000
2009-01-16,1815137200
2009-01-20,1713766200
2009-01-21,1810366800
2009-01-22,1778166600
2009-01-23,1788900000
2009-01-26,1797248200
2009-01-27,1818715000
2009-01-28,1848530000
2009-01-29,1790092600
2009-01-30,1767433200
2009-02-02,1760277600
2009-02-03,1732847800
2009-02-04,1670832600
2009-02-05,1710188400
2009-02-06,1816329800
2009-02-09,1787707400
2009-02-10,1729270000
2009-02-11,1747159000
2009-02-12,1769818400
2009-02-13,1828255800
2009-02-17,1693492000
2009-02-18,1695877200
2009-02-19,1673217800
2009-02-20,1675603000
2009-02-23,1615973000
2009-02-24,1730462600
2009-02-25,1706610600
2009-02-26,1718536600
2009-02-27,1681566000
2009-03-02,1478824000
2009-03-03,1469283200
2009-03-04,1601661800
2009-03-05,1490750000
2009-03-06,1482401800
2009-03-09,1441853400
2009-03-10,1601661800
2009-03-11,1606432200
2009-03-12,1694684600
2009-03-13,1698262400
2009-03-16,1621936000
2009-03-17,1735233000
2009-03-18,1809174200
2009-03-19,1842567000
2009-03-20,1778166600
2009-03-23,1854493000
2009-03-24,1786514800
2009-03-25,1804403800
2009-03-26,1932012000
2009-03-27,1878345000
2009-03-30,1799633400
2009-03-31,1822292800
2009-04-01,1874767200
2009-04-02,1977330799
2009-04-03,1973787010
2009-04-06,1939117219
2009-04-07,1829130300
2009-04-08,1857822540
2009-04-09,2016825370
2009-04-13,1951072320
2009-04-14,1977373540
2009-04-15,2001283739
2009-04-16,2136376370
2009-04-17,2154309020
2009-04-20,2068232300
2009-04-21,2159091060
2009-04-22,2245167780
2009-04-23,2292988180
2009-04-24,2337222050
2009-04-27,2388628980
2009-04-28,2264295940
2009-04-29,2632513020
2009-04-30,2563173440
2009-05-01,2618166900
2009-05-04,2724567290
2009-05-05,2692288520
2009-05-06,2679137910
2009-05-07,2539263240
2009-05-08,2576324050
2009-05-11,2521330590
2009-05-12,2515353040
2009-05-13,2398193060
2009-05-14,2430471830
2009-05-15,2417321220
2009-05-18,2426885300
2009-05-19,2392215510
2009-05-20,2347981640
2009-05-21,2239190230
2009-05-22,2214084520
2009-05-26,2271469000
2009-05-27,2235603700
2009-05-28,2251145330
2009-05-29,2292988180
2009-06-01,2394606530
2009-06-02,2408952650
2009-06-03,2404170610
2009-06-04,2498615900
2009-06-05,2534481200
2009-06-08,2524917120
2009-06-09,2689897500
2009-06-10,2660009750
2009-06-11,2707830150
2009-06-12,2670769340
2009-06-15,2575128540
2009-06-16,2502202430
2009-06-17,2435851625
2009-06-18,2395802040
2009-06-19,2414930200
2009-06-22,2346786130
2009-06-23,2343199600
2009-06-24,2353959190
2009-06-25,2379064900
2009-06-26,2364718780
2009-06-29,2365914290
2009-06-30,2346786130
2009-07-01,2351568170
2009-07-02,2307334300
2009-07-06,2282093470
2009-07-07,2235275140
2009-07-08,2220869500
2009-07-09,2284494410
2009-07-10,2289296290
2009-07-13,2297699580
2009-07-14,2357723080
2009-07-15,2481371490
2009-07-16,2480171020
2009-07-17,2484972900
2009-07-20,2526989350
2009-07-21,2560602510
2009-07-22,2596616610
2009-07-23,2647036350
2009-07-24,2593015200
2009-07-27,2573807680
2009-07-28,2559402040
2009-07-29,2872724710
2009-07-30,2955557140
