,TRMB
2014-03-20,10012268060
2014-03-21,9921341910
2014-03-24,9962908150
2014-03-25,9996680720
2014-03-26,9913548240
2014-03-27,9905754570
2014-03-28,9910950350
2014-03-31,10097998430
2014-04-01,10209707700
2014-04-02,10342200090
2014-04-03,10316221190
2014-04-04,10020058500
2014-04-07,9719822250
2014-04-08,9829473750
2014-04-09,10124488500
2014-04-10,9725043750
2014-04-11,9563177250
2014-04-14,9696325500
2014-04-15,9858192000
2014-04-16,10116656250
2014-04-17,10312462500
2014-04-21,10328127000
2014-04-22,10354234500
2014-04-23,10171482000
2014-04-24,10174092750
2014-04-25,10043555250
2014-04-28,10022669250
2014-04-29,9986118750
2014-04-30,10033112250
2014-05-01,10145374500
2014-05-02,10200200250
2014-05-05,10053998250
2014-05-06,9965232750
2014-05-07,9158511000
2014-05-08,9142846500
2014-05-09,9142846500
2014-05-12,9289048500
2014-05-13,9221169000
2014-05-14,9205504500
2014-05-15,9051470250
2014-05-16,9148068000
2014-05-19,9166343250
2014-05-20,9101074500
2014-05-21,9176786250
2014-05-22,9184618500
2014-05-23,9296880750
2014-05-27,9302102250
2014-05-28,9380424750
2014-05-29,9453525750
2014-05-30,9416975250
2014-06-02,9367371000
2014-06-03,9469190250
2014-06-04,9578841750
2014-06-05,9808587750
2014-06-06,9949568250
2014-06-09,10176703500
2014-06-10,10087938000
2014-06-11,10132320750
2014-06-12,10095770250
2014-06-13,9988729500
2014-06-16,9936514500
2014-06-17,10059219750
2014-06-18,10007004750
2014-06-19,9973065000
2014-06-20,9905185500
2014-06-23,9834695250
2014-06-24,9678050250
2014-06-25,9678050250
2014-06-26,9672828750
2014-06-27,9685882500
2014-06-30,9646721250
2014-07-01,9753762000
2014-07-02,8936597250
2014-07-03,9108906750
2014-07-07,8890235350
2014-07-08,8661145830
2014-07-09,8694988600
2014-07-10,8484122110
2014-07-11,8432056310
2014-07-14,8359164190
2014-07-15,8372180639
2014-07-16,8330528000
2014-07-17,8189950340
2014-07-18,8291478650
2014-07-21,8252429300
2014-07-22,8296685230
2014-07-23,8275858910
2014-07-24,8278462200
2014-07-25,8184743760
2014-07-28,8117058220
2014-07-29,8051975970
2014-07-30,8166520730
2014-07-31,8044166100
2014-08-01,7981687140
2014-08-04,8166520730
2014-08-05,8130074670
2014-08-06,8447676050
2014-08-07,8590857000
2014-08-08,8575237259
2014-08-11,8635112930
2014-08-12,8635112930
2014-08-13,8754864270
2014-08-14,8754864270
2014-08-15,8762674140
2014-08-18,8845979420
2014-08-19,8810835005
2014-08-20,8817343230
2014-08-21,8901950155
2014-08-22,8875917255
2014-08-25,8838169550
2014-08-26,8797818555
2014-08-27,8681972150
2014-08-28,8590857000
2014-08-29,8658542540
2014-09-02,8708005050
2014-09-03,8614286610
2014-09-04,8543997780
2014-09-05,8580443840
2014-09-08,8624699770
2014-09-09,8593460290
2014-09-10,8609080030
2014-09-11,8564824100
2014-09-12,8494535270
2014-09-15,8330528000
2014-09-16,8278462200
2014-09-17,8258937525
2014-09-18,8256334235
2014-09-19,8064992420
2014-09-22,7955654240
2014-09-23,7882762120
2014-09-24,7863237445
2014-09-25,7895778570
2014-09-26,8031149650
2014-09-29,7927018050
2014-09-30,7940034500
2014-10-01,7765614070
2014-10-02,7669292340
2014-10-03,7619683715
2014-10-06,7649493670
2014-10-07,7379907990
2014-10-08,7499147810
2014-10-09,7348801950
2014-10-10,7203640430
2014-10-13,7193271750
2014-10-14,7353986290
2014-10-15,7417494455
2014-10-16,7522477340
2014-10-17,7451192665
2014-10-20,7499147810
2014-10-21,7633940650
2014-10-22,7421382710
2014-10-23,7685784050
2014-10-24,7674119285
2014-10-27,7683191880
2014-10-28,8017581810
2014-10-29,7820576890
2014-10-30,7887973310
2014-10-31,6962568620
2014-11-03,6975529470
2014-11-04,7086992780
2014-11-05,7070143675
2014-11-06,7121987075
2014-11-07,7079216270
2014-11-10,7234746470
2014-11-11,7377315820
2014-11-12,7468041770
2014-11-13,7566544230
2014-11-14,7525069510
2014-11-17,7433047475
2014-11-18,7413606200
2014-11-19,7321584165
2014-11-20,7320288080
2014-11-21,7368243225
2014-11-24,7302142890
2014-11-25,7296958550
2014-11-26,7239930810
2014-11-28,7290478125
2014-12-01,7146612690
2014-12-02,7201048260
2014-12-03,7452488750
2014-12-04,7360466715
2014-12-05,7221785620
2014-12-08,7212713025
2014-12-09,7265852510
2014-12-10,6998859000
2014-12-11,7063663250
2014-12-12,7046814145
2014-12-15,6887395690
2014-12-16,6871842670
2014-12-17,6956088195
2014-12-18,7042925890
2014-12-19,7110322310
2014-12-22,7136244010
2014-12-23,7068847590
2014-12-24,7086992780
2014-12-26,7074031930
2014-12-29,7022188530
2014-12-30,7000155085
2014-12-31,6879619180
2015-01-02,6980454000
2015-01-05,6752182000
2015-01-06,6654907000
2015-01-07,6573196000
2015-01-08,6658798000
2015-01-09,6645828000
2015-01-12,6656204000
2015-01-13,6710678000
2015-01-14,6568008000
2015-01-15,6421447000
2015-01-16,6417556000
2015-01-20,6377349000
2015-01-21,6404586000
2015-01-22,6605621000
2015-01-23,6628967000
2015-01-26,6676956000
2015-01-27,6497970000
2015-01-28,6376052000
2015-01-29,6378646000
2015-01-30,6184096000
2015-02-02,6191878000
2015-02-03,6352706000
2015-02-04,6590057000
2015-02-05,6835190000
2015-02-06,6858536000
2015-02-09,6871506000
2015-02-10,6835190000
2015-02-11,6853348000
2015-02-12,7071244000
2015-02-13,6968781000
2015-02-17,6835190000
2015-02-18,6819626000
2015-02-19,6848160000
2015-02-20,6881882000
2015-02-23,6814438000
2015-02-24,6827408000
2015-02-25,6853348000
2015-02-26,6801468000
2015-02-27,6780716000
2015-03-02,6811844000
2015-03-03,6797577000
2015-03-04,6793686000
2015-03-05,6836487000
2015-03-06,6770340000
2015-03-09,6736618000
2015-03-10,6597839000
2015-03-11,6788498000
2015-03-12,6767746000
2015-03-13,6583572000
2015-03-16,6609512000
2015-03-17,6580978000
2015-03-18,6587463000
2015-03-19,6534286000
2015-03-20,6723648000
2015-03-23,6683441000
2015-03-24,6643234000
2015-03-25,6412368000
2015-03-26,6334548000
2015-03-27,6290450000
2015-03-30,6342330000
2015-03-31,6536880000
2015-04-01,6409774000
2015-04-02,6401992000
2015-04-06,6396692000
2015-04-07,6382480000
2015-04-08,6333384000
2015-04-09,6560776000
2015-04-10,6656384000
2015-04-13,6584032000
2015-04-14,6511680000
2015-04-15,6697728000
2015-04-16,6625376000
2015-04-17,6465168000
2015-04-20,6594368000
2015-04-21,6608580000
2015-04-22,6647340000
2015-04-23,6646048000
2015-04-24,6558192000
2015-04-27,6666720000
2015-04-28,6488424000
2015-04-29,6609872000
2015-04-30,6571112000
2015-05-01,6785584000
2015-05-04,6620208000
2015-05-05,6560776000
2015-05-06,6547856000
2015-05-07,6534936000
2015-05-08,6586616000
2015-05-11,6589200000
2015-05-12,6470336000
2015-05-13,6405736000
2015-05-14,6506512000
2015-05-15,6436744000
2015-05-18,6405736000
2015-05-19,6310128000
2015-05-20,6268784000
2015-05-21,6227440000
2015-05-22,6266200000
2015-05-26,6155088000
2015-05-27,6162840000
2015-05-28,6156380000
2015-05-29,6056896000
2015-06-01,6059480000
2015-06-02,6098240000
2015-06-03,6160256000
2015-06-04,5992296000
2015-06-05,6005216000
2015-06-08,5987128000
2015-06-09,5945784000
2015-06-10,5987128000
2015-06-11,5969040000
2015-06-12,5932864000
2015-06-15,5888936000
2015-06-16,5945784000
2015-06-17,5922528000
2015-06-18,6069816000
2015-06-19,6091780000
2015-06-22,6108576000
2015-06-23,6113744000
2015-06-24,6054312000
2015-06-25,6028472000
2015-06-26,6067232000
2015-06-29,5945784000
2015-06-30,6062064000
2015-07-01,6064648000
2015-07-02,6103408000
2015-07-06,5995444000
2015-07-07,5959772000
2015-07-08,5901168000
2015-07-09,5837468000
2015-07-10,5875688000
2015-07-13,6015828000
2015-07-14,6051500000
2015-07-15,6000540000
2015-07-16,5997992000
2015-07-17,6010732000
2015-07-20,6087172000
2015-07-21,6023472000
2015-07-22,6015828000
2015-07-23,6046404000
2015-07-24,5885880000
2015-07-27,5771220000
2015-07-28,5806892000
2015-07-29,5827276000
2015-07-30,5939388000
2015-07-31,5885880000
2015-08-03,5817084000
2015-08-04,5822180000
2015-08-05,4887064000
2015-08-06,4973696000
2015-08-07,5019560000
2015-08-10,5157152000
2015-08-11,5073068000
2015-08-12,4971148000
2015-08-13,5062876000
2015-08-14,5093452000
2015-08-17,5157152000
2015-08-18,5090904000
2015-08-19,5085808000
2015-08-20,4966052000
2015-08-21,4785144000
2015-08-24,4591496000
2015-08-25,4545632000
2015-08-26,4637360000
2015-08-27,4736732000
2015-08-28,4795336000
2015-08-31,4815720000
2015-09-01,4588948000
2015-09-02,4726540000
2015-09-03,4731636000
2015-09-04,4652648000
2015-09-08,4744376000
2015-09-09,4627168000
2015-09-10,4545632000
2015-09-11,4515056000
2015-09-14,4425876000
2015-09-15,4436068000
2015-09-16,4558372000
2015-09-17,4522700000
2015-09-18,4405492000
2015-09-21,4326504000
2015-09-22,4272996000
2015-09-23,4214392000
2015-09-24,4171076000
2015-09-25,4122664000
2015-09-28,4107376000
2015-09-29,4163432000
2015-09-30,4183816000
2015-10-01,4135404000
2015-10-02,4105695000
2015-10-05,4261005000
2015-10-06,4263510000
2015-10-07,4323630000
2015-10-08,4383750000
2015-10-09,4371225000
2015-10-12,4331145000
2015-10-13,4288560000
2015-10-14,4451385000
2015-10-15,4436355000
2015-10-16,4433850000
2015-10-19,4506495000
2015-10-20,4519020000
2015-10-21,4536555000
2015-10-22,4619220000
2015-10-23,4639260000
2015-10-26,4619220000
2015-10-27,4606695000
2015-10-28,4734450000
2015-10-29,4694370000
2015-10-30,5698875000
2015-11-02,5861700000
2015-11-03,5784045000
2015-11-04,5789055000
2015-11-05,5681340000
2015-11-06,5688855000
2015-11-09,5533545000
2015-11-10,5656290000
2015-11-11,5626230000
2015-11-12,5395770000
2015-11-13,5298075000
2015-11-16,5420820000
2015-11-17,5408295000
2015-11-18,5541060000
2015-11-19,5553585000
2015-11-20,5693865000
2015-11-23,5656290000
2015-11-24,5656290000
2015-11-25,5728935000
2015-11-27,5686350000
2015-11-30,5736450000
2015-12-01,5706390000
2015-12-02,5871720000
2015-12-03,5726430000
2015-12-04,5646270000
2015-12-07,5568615000
2015-12-08,5498475000
2015-12-09,5440860000
2015-12-10,5618715000
2015-12-11,5495970000
2015-12-14,5463405000
2015-12-15,5460900000
2015-12-16,5606190000
2015-12-17,5493465000
2015-12-18,5395770000
2015-12-21,5385750000
2015-12-22,5483445000
2015-12-23,5581140000
2015-12-24,5558595000
2015-12-28,5485950000
2015-12-29,5526030000
2015-12-30,5438355000
2015-12-31,5373225000
2016-01-04,5419090000
2016-01-05,5328730000
2016-01-06,5215780000
2016-01-07,4967290000
2016-01-08,4876930000
2016-01-11,4929640000
2016-01-12,4929640000
2016-01-13,4897010000
2016-01-14,4994900000
2016-01-15,4891990000
2016-01-19,4909560000
2016-01-20,4748920000
2016-01-21,4741390000
2016-01-22,4876930000
2016-01-25,4716290000
2016-01-26,4819200000
2016-01-27,4804140000
2016-01-28,4758960000
2016-01-29,4841790000
2016-02-01,4839280000
2016-02-02,4766490000
2016-02-03,4763980000
2016-02-04,4909560000
2016-02-05,4846810000
2016-02-08,4776530000
2016-02-09,4723820000
2016-02-10,5366380000
2016-02-11,5301120000
2016-02-12,5353830000
2016-02-16,5614870000
2016-02-17,5800610000
2016-02-18,5903520000
2016-02-19,5908540000
2016-02-22,5865870000
2016-02-23,5712760000
2016-02-24,5752920000
2016-02-25,5810650000
2016-02-26,5916070000
2016-02-29,5838260000
2016-03-01,6141970000
2016-03-02,6269980000
2016-03-03,6232330000
2016-03-04,6247390000
2016-03-07,6310140000
2016-03-08,6184640000
2016-03-09,6264960000
2016-03-10,6187150000
2016-03-11,6232330000
2016-03-14,6187150000
2016-03-15,6136950000
2016-03-16,6194680000
2016-03-17,6249900000
2016-03-18,6292570000
2016-03-21,6229820000
2016-03-22,6234840000
2016-03-23,6124400000
2016-03-24,6157030000
2016-03-28,6116870000
2016-03-29,6234840000
2016-03-30,6219780000
2016-03-31,6224800000
2016-04-01,6275025000
2016-04-04,6272520000
2016-04-05,6287550000
2016-04-06,6297570000
2016-04-07,6134745000
2016-04-08,6152280000
2016-04-11,6262500000
2016-04-12,6189855000
2016-04-13,6492960000
2016-04-14,6447870000
2016-04-15,6392760000
2016-04-18,6345165000
2016-04-19,6330135000
2016-04-20,6362700000
2016-04-21,6425325000
2016-04-22,6467910000
2016-04-25,6400275000
2016-04-26,6515505000
2016-04-27,6495465000
2016-04-28,6317610000
2016-04-29,5999475000
2016-05-02,5994465000
2016-05-03,5921820000
2016-05-04,5879235000
2016-05-05,5796570000
2016-05-06,5824125000
2016-05-09,5806590000
2016-05-10,5954385000
2016-05-11,5914305000
2016-05-12,5966910000
2016-05-13,5901780000
2016-05-16,5946870000
2016-05-17,5909295000
2016-05-18,5896770000
2016-05-19,5876730000
2016-05-20,5934345000
2016-05-23,5946870000
2016-05-24,6079635000
2016-05-25,6187350000
2016-05-26,6227430000
2016-05-27,6265005000
2016-05-31,6407790000
2016-06-01,6405285000
2016-06-02,6470415000
2016-06-03,6497970000
2016-06-06,6595665000
2016-06-07,6553080000
2016-06-08,6555585000
2016-06-09,6570615000
2016-06-10,6502980000
2016-06-13,6497970000
2016-06-14,6583140000
2016-06-15,6583140000
2016-06-16,6588150000
2016-06-17,6595665000
2016-06-20,6688350000
2016-06-21,6733440000
2016-06-22,6718410000
2016-06-23,6961395000
2016-06-24,6518010000
2016-06-27,6029535000
2016-06-28,5984445000
2016-06-29,6047070000
2016-06-30,6102180000
2016-07-01,6132632000
2016-07-05,6025261000
2016-07-06,5977818000
2016-07-07,5960339000
2016-07-08,6002788000
2016-07-11,6110159000
2016-07-12,6249991000
2016-07-13,6254985000
2016-07-14,6292440000
2016-07-15,6322404000
2016-07-18,6379835000
2016-07-19,6349871000
2016-07-20,6489703000
2016-07-21,6524661000
2016-07-22,6474721000
2016-07-25,6462236000
2016-07-26,6527158000
2016-07-27,6676978000
2016-07-28,6579595000
2016-07-29,6602068000
2016-08-01,6704445000
2016-08-02,6504685000
2016-08-03,6741900000
2016-08-04,6776858000
2016-08-05,6939163000
2016-08-08,6926678000
2016-08-09,6906702000
2016-08-10,6889223000
2016-08-11,6976618000
2016-08-12,6924181000
2016-08-15,6954145000
2016-08-16,6946654000
2016-08-17,6864253000
2016-08-18,6921684000
2016-08-19,6954145000
2016-08-22,6881732000
2016-08-23,6951648000
2016-08-24,6831792000
2016-08-25,6849271000
2016-08-26,6864253000
2016-08-29,6866750000
2016-08-30,6856762000
2016-08-31,6841780000
2016-09-01,6826798000
2016-09-02,6849271000
2016-09-06,6879235000
2016-09-07,6846774000
2016-09-08,6749391000
2016-09-09,6492200000
2016-09-12,6644517000
2016-09-13,6542140000
2016-09-14,6517170000
2016-09-15,6632032000
2016-09-16,6530903500
2016-09-19,6661996000
2016-09-20,6706942000
2016-09-21,6841780000
2016-09-22,6916690000
2016-09-23,6981612000
2016-09-26,6979115000
2016-09-27,7039043000
2016-09-28,7108959000
2016-09-29,7021564000
2016-09-30,7159992000
2016-10-03,7114866000
2016-10-04,7119880000
2016-10-05,7180048000
2016-10-06,7222667000
2016-10-07,7137429000
2016-10-10,7170020000
2016-10-11,7057205000
2016-10-12,7074754000
2016-10-13,7124894000
2016-10-14,7149964000
2016-10-17,7277821000
2016-10-18,7345510000
2016-10-19,7395650000
2016-10-20,7393143000
2016-10-21,7348017000
2016-10-24,7365566000
2016-10-25,7180048000
2016-10-26,7195090000
2016-10-27,6979488000
2016-10-28,6906785000
2016-10-31,6929348000
2016-11-01,6763886000
2016-11-02,6437976000
2016-11-03,6352738000
2016-11-04,6485609000
2016-11-07,6716253000
2016-11-08,6683662000
2016-11-09,6891743000
2016-11-10,6803998000
2016-11-11,6869180000
2016-11-14,7139936000
2016-11-15,7185062000
2016-11-16,7022107000
2016-11-17,7007065000
2016-11-18,6896757000
2016-11-21,6899264000
2016-11-22,6899264000
2016-11-23,7092303000
2016-11-25,7210132000
2016-11-28,7127401000
2016-11-29,7104838000
2016-11-30,7067233000
2016-12-01,6936869000
2016-12-02,7042163000
2016-12-05,7270300000
2016-12-06,7327961000
2016-12-07,7586182000
2016-12-08,7463339000
2016-12-09,7368073000
2016-12-12,7363059000
2016-12-13,7493423000
2016-12-14,7450804000
2016-12-15,7583675000
2016-12-16,7668913000
2016-12-19,7666406000
2016-12-20,7686462000
2016-12-21,7646350000
2016-12-22,7588689000
2016-12-23,7626294000
2016-12-27,7704011000
2016-12-28,7563619000
2016-12-29,7576154000
2016-12-30,7597800000
2017-01-03,7628040000
2017-01-04,7804440000
2017-01-05,7683480000
2017-01-06,7670880000
2017-01-09,7623000000
2017-01-10,7638120000
2017-01-11,7648200000
2017-01-12,7708680000
2017-01-13,7799400000
2017-01-17,7643160000
2017-01-18,7683480000
2017-01-19,7549920000
2017-01-20,7547400000
2017-01-23,7446600000
2017-01-24,7547400000
2017-01-25,7582680000
2017-01-26,7502040000
2017-01-27,7552440000
2017-01-30,7393680000
2017-01-31,7464240000
2017-02-01,7464240000
2017-02-02,7519680000
2017-02-03,7625520000
2017-02-06,7532280000
2017-02-07,7572600000
2017-02-08,7620480000
2017-02-09,7988400000
2017-02-10,7897680000
2017-02-13,7915320000
2017-02-14,7887600000
2017-02-15,7812000000
2017-02-16,7776720000
2017-02-17,7857360000
2017-02-21,7927920000
2017-02-22,7927920000
2017-02-23,7917840000
2017-02-24,7912800000
2017-02-27,7932960000
2017-02-28,7819560000
2017-03-01,8066519999
2017-03-02,8013600000
2017-03-03,8013600000
2017-03-06,7980840000
2017-03-07,7943040000
2017-03-08,7955640000
2017-03-09,7905240000
2017-03-10,7932960000
2017-03-13,7958160000
2017-03-14,7940520000
2017-03-15,8013600000
2017-03-16,8016120000
2017-03-17,7993440000
2017-03-20,7995960000
2017-03-21,7824600000
2017-03-22,7854840000
2017-03-23,7872480000
2017-03-24,7892640000
2017-03-27,7900200000
2017-03-28,7990920000
2017-03-29,7980840000
2017-03-30,8114400000
2017-03-31,8098529999
2017-04-03,8032750000
2017-04-04,7911310000
2017-04-05,7843000000
2017-04-06,7939140000
2017-04-07,7896130000
2017-04-10,7906250000
2017-04-11,7956850000
2017-04-12,7802520000
2017-04-13,7706380000
2017-04-17,7764570000
2017-04-18,7810110000
2017-04-19,7820230000
2017-04-20,7868300000
2017-04-21,7830350000
2017-04-24,8108649999
2017-04-25,8283220000
2017-04-26,8182020000
2017-04-27,8252859999
2017-04-28,8963790000
2017-05-01,9064990000
2017-05-02,9118120000
2017-05-03,9009330000
2017-05-04,9024510000
2017-05-05,9108000000
2017-05-08,9085230000
2017-05-09,9024510000
2017-05-10,9064990000
2017-05-11,9019450000
2017-05-12,9001740000
2017-05-15,9014390000
2017-05-16,9004270000
2017-05-17,8718380000
2017-05-18,8690550000
2017-05-19,8989090000
2017-05-22,9024510000
2017-05-23,9072580000
2017-05-24,9029570000
2017-05-25,9054870000
2017-05-26,9047280000
2017-05-30,9072580000
2017-05-31,9118120000
2017-06-01,9226910000
2017-06-02,9295220000
2017-06-05,9361000000
2017-06-06,9305340000
2017-06-07,9338230000
2017-06-08,9305340000
2017-06-09,9188960000
2017-06-12,9186430000
2017-06-13,9239560000
2017-06-14,9295220000
2017-06-15,9206670000
2017-06-16,9259800000
2017-06-19,9398950000
2017-06-20,9237030000
2017-06-21,9191490000
2017-06-22,9249680000
2017-06-23,9221850000
2017-06-26,9237030000
2017-06-27,9057400000
2017-06-28,9140890000
2017-06-29,9037160000
2017-06-30,9010242000
2017-07-03,9040554000
2017-07-05,9073392000
2017-07-06,9015294000
2017-07-07,9267894000
2017-07-10,9280524000
2017-07-11,9348726000
2017-07-12,9437136000
2017-07-13,9411876000
2017-07-14,9459870000
2017-07-17,9404298000
2017-07-18,9384090000
2017-07-19,9487656000
2017-07-20,9485130000
2017-07-21,9525546000
2017-07-24,9649320000
2017-07-25,9798354000
2017-07-26,9689736000
2017-07-27,9548280000
2017-07-28,9454818000
2017-07-31,9454818000
2017-08-01,9472500000
2017-08-02,9492708000
2017-08-03,9558384000
2017-08-04,9535650000
2017-08-07,9555858000
2017-08-08,9459870000
2017-08-09,9351252000
2017-08-10,9139068000
2017-08-11,9214848000
2017-08-14,9346200000
2017-08-15,9328518000
2017-08-16,9416928000
2017-08-17,9399246000
2017-08-18,9424506000
2017-08-21,9462396000
2017-08-22,9644268000
2017-08-23,9523020000
2017-08-24,9601326000
2017-08-25,9631638000
2017-08-28,9621534000
2017-08-29,9603852000
2017-08-30,9725100000
2017-08-31,9770568000
2017-09-01,9770568000
2017-09-05,9732678000
2017-09-06,9752886000
2017-09-07,9828666000
2017-09-08,9818562000
2017-09-11,9990330000
2017-09-12,10073688000
2017-09-13,10071162000
2017-09-14,10050954000
2017-09-15,10018116000
2017-09-18,10083792000
2017-09-19,10139364000
2017-09-20,10005486000
2017-09-21,9965070000
2017-09-22,10043376000
2017-09-25,9884238000
2017-09-26,9846348000
2017-09-27,9990330000
2017-09-28,9957492000
2017-09-29,9788437866
2017-10-02,9945551645
2017-10-03,10150048946
2017-10-04,10142567337
2017-10-05,10132591859
2017-10-06,10130097990
2017-10-09,10122616381
2017-10-10,10122616381
2017-10-11,10122616381
2017-10-12,10145061207
2017-10-13,10132591859
2017-10-16,10219877292
2017-10-17,10237334379
2017-10-18,10232346640
2017-10-19,10204914075
2017-10-20,10254791466
2017-10-23,10169999902
2017-10-24,10254791466
2017-10-25,10274742422
2017-10-26,10277236291
2017-10-27,10696206371
2017-10-30,10165012163
2017-10-31,10194938597
2017-11-01,10067751252
2017-11-02,9923106820
2017-11-03,10000416775
2017-11-06,10137579598
2017-11-07,10095183816
2017-11-08,10080220599
2017-11-09,10115134773
2017-11-10,10067751252
2017-11-13,10222371162
2017-11-14,10299681117
2017-11-15,10209901814
2017-11-16,10357040116
2017-11-17,10329607551
2017-11-20,10421880724
2017-11-21,10484227462
2017-11-22,10461782636
2017-11-24,10501684548
2017-11-27,10578994503
2017-11-28,10574006764
2017-11-29,10334595290
2017-11-30,10471758114
2017-12-01,10474251984
2017-12-04,10376991072
2017-12-05,10282224030
2017-12-06,10157530554
2017-12-07,10192444728
2017-12-08,10277236291
2017-12-11,10272248552
2017-12-12,10174987641
2017-12-13,10102665425
2017-12-14,10035330948
2017-12-15,10142567337
2017-12-18,10259779205
2017-12-19,10282224030
2017-12-20,10209901814
2017-12-21,10095183816
2017-12-22,10102665425
2017-12-26,10062763513
2017-12-27,10077726730
2017-12-28,10217383423
2017-12-29,10111232000
2018-01-02,10215728000
2018-01-03,10496872000
2018-01-04,10661080000
2018-01-05,10698400000
2018-01-08,10700888000
2018-01-09,10663568000
2018-01-10,10618784000
2018-01-11,10695912000
2018-01-12,10795432000
2018-01-16,10728256000
2018-01-17,10924808000
2018-01-18,10967104000
2018-01-19,11093992000
2018-01-22,11069112000
2018-01-23,11215904000
2018-01-24,11153704000
2018-01-25,11213416000
2018-01-26,11178584000
2018-01-29,11146240000
2018-01-30,10989496000
2018-01-31,10972080000
2018-02-01,11059160000
2018-02-02,10758112000
2018-02-05,10098792000
2018-02-06,10031616000
2018-02-07,10156016000
2018-02-08,9787792000
2018-02-09,9471816000
2018-02-12,9952000000
2018-02-13,9770376000
2018-02-14,9954488000
2018-02-15,9904728000
2018-02-16,9820136000
2018-02-20,9693248000
2018-02-21,9524064000
2018-02-22,9499184000
2018-02-23,9621096000
2018-02-26,9757936000
2018-02-27,9543968000
2018-02-28,9436984000
2018-03-01,9310096000
2018-03-02,9399664000
2018-03-05,9538992000
2018-03-06,9548944000
2018-03-07,9568848000
2018-03-08,9529040000
2018-03-09,9815160000
2018-03-12,9790280000
2018-03-13,9683296000
2018-03-14,9606168000
2018-03-15,9511624000
2018-03-16,9538992000
2018-03-19,9327512000
2018-03-20,9332488000
2018-03-21,9310096000
2018-03-22,8897088000
2018-03-23,8618432000
2018-03-26,8902064000
2018-03-27,8700536000
2018-03-28,8650776000
2018-03-29,8926944000
2018-04-02,8712540000
2018-04-03,8792380000
2018-04-04,8804855000
2018-04-05,8917130000
2018-04-06,8570325000
2018-04-09,8565335000
2018-04-10,8739985000
2018-04-11,8710045000
2018-04-12,8722520000
2018-04-13,8702560000
2018-04-16,8772420000
2018-04-17,9256450000
2018-04-18,9316330000
2018-04-19,9171620000
2018-04-20,9124215000
2018-04-23,9014435000
2018-04-24,8877210000
2018-04-25,8690085000
2018-04-26,8752460000
2018-04-27,8732500000
2018-04-30,8632700000
2018-05-01,8632700000
2018-05-02,8567830000
2018-05-03,8567830000
2018-05-04,8705055000
2018-05-07,8894675000
2018-05-08,8741232500
2018-05-09,8468029999
2018-05-10,8570325000
2018-05-11,8615235000
2018-05-14,8715035000
2018-05-15,8620225000
2018-05-16,8677610000
2018-05-17,8690085000
2018-05-18,8657650000
2018-05-21,8712540000
2018-05-22,8632700000
2018-05-23,8660145000
2018-05-24,8605255000
2018-05-25,8652660000
2018-05-29,8587790000
2018-05-30,8527910000
2018-05-31,8248470000
2018-06-01,8585294999
2018-06-04,8515435000
2018-06-05,8677610000
2018-06-06,8685095000
2018-06-07,8742480000
2018-06-08,8612740000
2018-06-11,8600265000
2018-06-12,8627710000
2018-06-13,8655155000
2018-06-14,8832300000
2018-06-15,8842280000
2018-06-18,8562840000
2018-06-19,8373220000
2018-06-20,8642680000
2018-06-21,8545375000
2018-06-22,8318330000
2018-06-25,8148669999
2018-06-26,8178610000
2018-06-27,8116235000
2018-06-28,8168630000
2018-06-29,8226420000
2018-07-02,8141250000
2018-07-03,8118704999
2018-07-05,8258985000
2018-07-06,8389245000
2018-07-09,8506980000
2018-07-10,8532030000
2018-07-11,8326620000
2018-07-12,8496960000
2018-07-13,8607180000
2018-07-16,8547059999
2018-07-17,8624715000
2018-07-18,8667300000
2018-07-19,8722410000
2018-07-20,8729925000
2018-07-23,8674815000
2018-07-24,8732430000
2018-07-25,8910285000
2018-07-26,8965395000
2018-07-27,8830125000
2018-07-30,8762490000
2018-07-31,8842650000
2018-08-01,8827620000
2018-08-02,10182825000
2018-08-03,10152765000
2018-08-06,9784530000
2018-08-07,10035030000
2018-08-08,10047555000
2018-08-09,9889740000
2018-08-10,9817095000
2018-08-13,9764490000
2018-08-14,9889740000
2018-08-15,9799560000
2018-08-16,9922305000
2018-08-17,9902265000
2018-08-20,9877215000
2018-08-21,10082625000
2018-08-22,10130220000
2018-08-23,10167795000
2018-08-24,10270500000
2018-08-27,10393245000
2018-08-28,10488435000
2018-08-29,10601160000
2018-08-30,10546050000
2018-08-31,10546050000
2018-09-04,10568595000
2018-09-05,10556070000
2018-09-06,10513485000
2018-09-07,10626210000
2018-09-10,10661280000
2018-09-11,10736430000
2018-09-12,10841640000
2018-09-13,11029515000
2018-09-14,11049555000
2018-09-17,10911780000
2018-09-18,11047050000
2018-09-19,10924305000
2018-09-20,10949355000
2018-09-21,10931820000
2018-09-24,10671300000
2018-09-25,10686330000
2018-09-26,10718895000
2018-09-27,10834125000
2018-09-28,10925844000
2018-10-01,10870536000
2018-10-02,10840368000
2018-10-03,10822770000
2018-10-04,10573884000
2018-10-05,10453212000
2018-10-08,10347624000
2018-10-09,10367736000
2018-10-10,9814656000
2018-10-11,9545658000
2018-10-12,9751806000
2018-10-15,9663816000
2018-10-16,10071084000
2018-10-17,10083654000
2018-10-18,9751806000
2018-10-19,9573312000
2018-10-22,9631134000
2018-10-23,9553200000
2018-10-24,9158502000
2018-10-25,9392304000
2018-10-26,9342024000
2018-10-29,9017718000
2018-10-30,9243978000
2018-10-31,9397332000
2018-11-01,9565770000
