,SCI
2014-01-13,3762975840
2014-01-14,3854496180
2014-01-15,3894935400
2014-01-16,3875779980
2014-01-17,3897063779
2014-01-21,3914090820
2014-01-22,3916219199
2014-01-23,3888550260
2014-01-24,3797029920
2014-01-27,3758719080
2014-01-28,3769360980
2014-01-29,3711894720
2014-01-30,3741692039
2014-01-31,3767232600
2014-02-03,3579935160
2014-02-04,3645914940
2014-02-05,3673583880
2014-02-06,3716151480
2014-02-07,3720408240
2014-02-10,3709766340
2014-02-11,3722536619
2014-02-12,3863009699
2014-02-13,3931117859
2014-02-14,3926861100
2014-02-18,3907705680
2014-02-19,3865138080
2014-02-20,3869394840
2014-02-21,3848111039
2014-02-24,3854496180
2014-02-25,3831084000
2014-02-26,3841725900
2014-02-27,3856624560
2014-02-28,3977942220
2014-03-03,3992840880
2014-03-04,4046050380
2014-03-05,4054563900
2014-03-06,4084361220
2014-03-07,4178009940
2014-03-10,4122672060
2014-03-11,4077976080
2014-03-12,4088617980
2014-03-13,4050307140
2014-03-14,4020509820
2014-03-17,4046050380
2014-03-18,4054563900
2014-03-19,4084361220
2014-03-20,4097131500
2014-03-21,4084361220
2014-03-24,4073719320
2014-03-25,4092874740
2014-03-26,4058820660
2014-03-27,4035408480
2014-03-28,4088617980
2014-03-31,4222313200
2014-04-01,4196826400
2014-04-02,4218065400
2014-04-03,4220189300
2014-04-04,4150100600
2014-04-07,4084259700
2014-04-08,4046029500
2014-04-09,4067268499
2014-04-10,4003551500
2014-04-11,3990808100
2014-04-14,3995055899
2014-04-15,3967445200
2014-04-16,3971693000
2014-04-17,4005675400
2014-04-21,4009923200
2014-04-22,4024790500
2014-04-23,4018418800
2014-04-24,4124613800
2014-04-25,4058772900
2014-04-28,4029038299
2014-04-29,4016294900
2014-04-30,3986560300
2014-05-01,4054525100
2014-05-02,4043905600
2014-05-05,4031162200
2014-05-06,3963197400
2014-05-07,3999303699
2014-05-08,4014170999
2014-05-09,4039657800
2014-05-12,4084259700
2014-05-13,4046029500
2014-05-14,4029038299
2014-05-15,4005675400
2014-05-16,4012047100
2014-05-19,4054525100
2014-05-20,4026914400
2014-05-21,4084259700
2014-05-22,4122489900
2014-05-23,4196826400
2014-05-27,4228684900
2014-05-28,4232932700
2014-05-29,4249923900
2014-05-30,4252047800
2014-06-02,4264791199
2014-06-03,4296649700
2014-06-04,4351871100
2014-06-05,4368862300
2014-06-06,4343375500
2014-06-09,4356118900
2014-06-10,4324260400
2014-06-11,4300897500
2014-06-12,4273286800
2014-06-13,4232932700
2014-06-16,4218065400
2014-06-17,4254171700
2014-06-18,4275410700
2014-06-19,4315764800
2014-06-20,4294525799
2014-06-23,4277534600
2014-06-24,4262667300
2014-06-25,4337003800
2014-06-26,4358242800
2014-06-27,4417712000
2014-06-30,4368190400
2014-07-01,4401921600
2014-07-02,4420895400
2014-07-03,4444085600
2014-07-07,4414570800
2014-07-08,4389272400
2014-07-09,4414570800
2014-07-10,4395597000
2014-07-11,4380839600
2014-07-14,4404029800
2014-07-15,4359757600
2014-07-16,4338675600
2014-07-17,4311269000
2014-07-18,4359757600
2014-07-21,4262780399
2014-07-22,4292295200
2014-07-23,4311269000
2014-07-24,4304944400
2014-07-25,4275429600
2014-07-28,4262780399
2014-07-29,4207967200
2014-07-30,4214291799
2014-07-31,4427220000
2014-08-01,4450410200
2014-08-04,4484141400
2014-08-05,4496790600
2014-08-06,4505223400
2014-08-07,4509439800
2014-08-08,4517872600
2014-08-11,4530521800
2014-08-12,4519980800
2014-08-13,4547387400
2014-08-14,4591659600
2014-08-15,4612741600
2014-08-18,4638040000
2014-08-19,4629607200
2014-08-20,4633823600
2014-08-21,4627499000
2014-08-22,4646472800
2014-08-25,4608525200
2014-08-26,4652797400
2014-08-27,4640148200
2014-08-28,4663338400
2014-08-29,4673879400
2014-09-02,4709718800
2014-09-03,4699177800
2014-09-04,4657013800
2014-09-05,4627499000
2014-09-08,4579010400
2014-09-09,4541062800
2014-09-10,4568469400
2014-09-11,4583226800
2014-09-12,4595876000
2014-09-15,4549495600
2014-09-16,4606417000
2014-09-17,4608525200
2014-09-18,4621174400
2014-09-19,4574794000
2014-09-22,4515764400
2014-09-23,4448302000
2014-09-24,4490466000
2014-09-25,4454626600
2014-09-26,4473600400
2014-09-29,4477816800
2014-09-30,4375493780
2014-10-01,4365144930
2014-10-02,4375493780
2014-10-03,4474842740
2014-10-06,4435517110
2014-10-07,4350656540
2014-10-08,4425168260
2014-10-09,4338237920
2014-10-10,4274075049
2014-10-13,4203702869
2014-10-14,4205772640
2014-10-15,4201633100
2014-10-16,4267865740
2014-10-17,4300982060
2014-10-20,4352726310
2014-10-21,4472772970
2014-10-22,4447935730
2014-10-23,4518307910
2014-10-24,4524517220
2014-10-27,4526586990
2014-10-28,4549354460
2014-10-29,4541075380
2014-10-30,4468633430
2014-10-31,4526586990
2014-11-03,4526586990
2014-11-04,4503819520
2014-11-05,4487261360
2014-11-06,4501749750
2014-11-07,4450005500
2014-11-10,4466563660
2014-11-11,4497610210
2014-11-12,4592819630
2014-11-13,4603168480
2014-11-14,4599028940
2014-11-17,4570052160
2014-11-18,4582470780
2014-11-19,4617656870
2014-11-20,4625935950
2014-11-21,4603168480
2014-11-24,4609377790
2014-11-25,4605238250
2014-11-26,4605238250
2014-11-28,4677680200
2014-12-01,4636284800
2014-12-02,4654912730
2014-12-03,4663191810
2014-12-04,4675610430
2014-12-05,4661122040
2014-12-08,4665261580
2014-12-09,4714936060
2014-12-10,4634215030
2014-12-11,4638354570
2014-12-12,4543145150
2014-12-15,4524517220
2014-12-16,4470703200
2014-12-17,4559703310
2014-12-18,4638354570
2014-12-19,4646633650
2014-12-22,4702517440
2014-12-23,4708726750
2014-12-24,4754261690
2014-12-26,4764610540
2014-12-29,4806005940
2014-12-30,4748052380
2014-12-31,4619677000
2015-01-02,4583045200
2015-01-05,4536237900
2015-01-06,4583045200
2015-01-07,4585080300
2015-01-08,4662414100
2015-01-09,4642063100
2015-01-12,4629852500
2015-01-13,4646133300
2015-01-14,4619677000
2015-01-15,4542343200
2015-01-16,4644098200
2015-01-20,4583045200
2015-01-21,4617641900
2015-01-22,4701081000
2015-01-23,4688870400
2015-01-26,4743818100
2015-01-27,4711256500
2015-01-28,4654273700
2015-01-29,4676659800
2015-01-30,4605431300
2015-02-02,4623747200
2015-02-03,4668519400
2015-02-04,4666484300
2015-02-05,4680730000
2015-02-06,4662414100
2015-02-09,4658343900
2015-02-10,4686835300
2015-02-11,4963608900
2015-02-12,5034837400
2015-02-13,5038907600
2015-02-17,5047048000
2015-02-18,5059258600
2015-02-19,5038907600
2015-02-20,5030767200
2015-02-23,5063328800
2015-02-24,5079609600
2015-02-25,5053153300
2015-02-26,5057223500
2015-02-27,5057223500
2015-03-02,5156943400
2015-03-03,5136592400
2015-03-04,5142697700
2015-03-05,5144732800
2015-03-06,5130487100
2015-03-09,5134557300
2015-03-10,5051118200
2015-03-11,5132522200
2015-03-12,5156943400
2015-03-13,5183399700
2015-03-16,5268873900
2015-03-17,5285154700
2015-03-18,5376734200
2015-03-19,5395050100
2015-03-20,5449997800
2015-03-23,5472383900
2015-03-24,5502910400
2015-03-25,5382839500
2015-03-26,5348242800
2015-03-27,5445927600
2015-03-30,5427611700
2015-03-31,5274239300
2015-04-01,5314732500
2015-04-02,5420014820
2015-04-06,5440261420
2015-04-07,5369398320
2015-04-08,5365349000
2015-04-09,5363324340
2015-04-10,5403817540
2015-04-13,5454434040
2015-04-14,5385595600
2015-04-15,5462532680
2015-04-16,5488853260
2015-04-17,5440261420
2015-04-20,5523272480
2015-04-21,5573888980
2015-04-22,5711565860
2015-04-23,5687269940
2015-04-24,5652850720
2015-04-27,5669048000
2015-04-28,5664998680
2015-04-29,5608308200
2015-04-30,5604258880
2015-05-01,5664998680
2015-05-04,5610332860
2015-05-05,5531371120
2015-05-06,5567815000
2015-05-07,5638678100
2015-05-08,5662974020
2015-05-11,5701442560
2015-05-12,5709541200
2015-05-13,5754083720
2015-05-14,5792552260
2015-05-15,5792552260
2015-05-18,5820897500
2015-05-19,5887711280
2015-05-20,5851267400
2015-05-21,5863415360
2015-05-22,5855316720
2015-05-26,5792552260
2015-05-27,5851267400
2015-05-28,5869489340
2015-05-29,5883661960
2015-06-01,5901883900
2015-06-02,5897834580
2015-06-03,5952500400
2015-06-04,5893785260
2015-06-05,5926179820
2015-06-08,5887711280
2015-06-09,5893785260
2015-06-10,5932253800
2015-06-11,5984894960
2015-06-12,5891760600
2015-06-15,5879612640
2015-06-16,5954525060
2015-06-17,5970722340
2015-06-18,5992993600
2015-06-19,6041585440
2015-06-22,6057782720
2015-06-23,6088152620
2015-06-24,6035511460
2015-06-25,6013240200
2015-06-26,6015264860
2015-06-29,5887711280
2015-06-30,5865693300
2015-07-01,5875658800
2015-07-02,5817858900
2015-07-06,5795934800
2015-07-07,5779990000
2015-07-08,5734148700
2015-07-09,5742121100
2015-07-10,5805900300
2015-07-13,5875658800
2015-07-14,5913527700
2015-07-15,5883631200
2015-07-16,5909541500
2015-07-17,5891603600
2015-07-20,5883631200
2015-07-21,5863700200
2015-07-22,5917513900
2015-07-23,5879645000
2015-07-24,5845762300
2015-07-27,5797927900
2015-07-28,5867686400
2015-07-29,5925486300
2015-07-30,5929472500
2015-07-31,6080948100
2015-08-03,6110844600
2015-08-04,6152699700
2015-08-05,6188575500
2015-08-06,6164658300
2015-08-07,6266306400
2015-08-10,6346030400
2015-08-11,6254347800
2015-08-12,6260327100
2015-08-13,6268299500
2015-08-14,6288230500
2015-08-17,6365961400
2015-08-18,6318127000
2015-08-19,6357989000
2015-08-20,6162665200
2015-08-21,5939438000
2015-08-24,5664390200
2015-08-25,5676348800
2015-08-26,5817858900
2015-08-27,5949403500
2015-08-28,6033113700
2015-08-31,5909541500
2015-09-01,5716210800
2015-09-02,5837789900
2015-09-03,5883631200
2015-09-04,5746107300
2015-09-08,5901569100
2015-09-09,5837789900
2015-09-10,5867686400
2015-09-11,5895589800
2015-09-14,5793941700
2015-09-15,5851741600
2015-09-16,5827824400
2015-09-17,5785969300
2015-09-18,5642466100
2015-09-21,5624528200
2015-09-22,5622535100
2015-09-23,5536831800
2015-09-24,5427211300
2015-09-25,5492983600
2015-09-28,5331542500
2015-09-29,5309618400
2015-09-30,5318320800
2015-10-01,5326170720
2015-10-02,5392895040
2015-10-05,5453731920
2015-10-06,5430182160
2015-10-07,5451769440
2015-10-08,5538118560
2015-10-09,5571480720
2015-10-12,5614655280
2015-10-13,5591105520
2015-10-14,5491019040
2015-10-15,5540081040
2015-10-16,5530268640
2015-10-19,5559705840
2015-10-20,5648017440
2015-10-21,5563630800
2015-10-22,5563630800
2015-10-23,5685304560
2015-10-26,5742216480
2015-10-27,5683342080
2015-10-28,5824640640
2015-10-29,5528306160
2015-10-30,5545968480
2015-11-02,5532231120
2015-11-03,5345795520
2015-11-04,5265333840
2015-11-05,5281033680
2015-11-06,5312433360
2015-11-09,5218234320
2015-11-10,5173097280
2015-11-11,5192722080
2015-11-12,5073010800
2015-11-13,5167209840
2015-11-16,5281033680
2015-11-17,5273183760
2015-11-18,5318320800
2015-11-19,5308508400
2015-11-20,5371307760
2015-11-23,5459619360
2015-11-24,5473356720
2015-11-25,5436069600
2015-11-27,5471394240
2015-11-30,5465506800
2015-12-01,5549893440
2015-12-02,5491019040
2015-12-03,5367382800
2015-12-04,5420369760
2015-12-07,5310470880
2015-12-08,5335983120
2015-12-09,5226084240
2015-12-10,5245709040
2015-12-11,5090673120
2015-12-14,4976849280
2015-12-15,5043573600
2015-12-16,5076935760
2015-12-17,5067123360
2015-12-18,5039648640
2015-12-21,5104410480
2015-12-22,5190759600
2015-12-23,5202534480
2015-12-24,5149547520
2015-12-28,5163284880
2015-12-29,5192722080
2015-12-30,5149547520
2015-12-31,5071922480
2016-01-04,4958866560
2016-01-05,5001749840
2016-01-06,4964714280
2016-01-07,4875049240
2016-01-08,4812673560
2016-01-11,4810724320
2016-01-12,4820470520
2016-01-13,4664531320
2016-01-14,4684023720
2016-01-15,4580714000
2016-01-19,4637241960
2016-01-20,4578764760
2016-01-21,4510541360
2016-01-22,4676226760
2016-01-25,4531983000
2016-01-26,4660632840
2016-01-27,4613851080
2016-01-28,4576815520
2016-01-29,4715211560
2016-02-01,4676226760
2016-02-02,4551475400
2016-02-03,4422825560
2016-02-04,4444267200
2016-02-05,4407231640
2016-02-08,4344855960
2016-02-09,4313668120
2016-02-10,4309769640
2016-02-11,4220104599
2016-02-12,4303921920
2016-02-16,4500795160
2016-02-17,4565120080
2016-02-18,4432571760
2016-02-19,4492998200
2016-02-22,4567069320
2016-02-23,4481302760
2016-02-24,4407231640
2016-02-25,4600206400
2016-02-26,4631394240
2016-02-29,4584612480
2016-03-01,4713262320
2016-03-02,4705465360
2016-03-03,4769790280
2016-03-04,4832165960
2016-03-07,4834115200
2016-03-08,4660632840
2016-03-09,4654785120
2016-03-10,4619698800
2016-03-11,4680125240
2016-03-14,4637241960
2016-03-15,4604104880
2016-03-16,4576815520
2016-03-17,4574866280
2016-03-18,4621648040
2016-03-21,4629445000
2016-03-22,4666480560
2016-03-23,4654785120
2016-03-24,4598257160
2016-03-28,4487150480
2016-03-29,4613851080
2016-03-30,4746399400
2016-03-31,4783132080
2016-04-01,4783132080
2016-04-04,4794760440
2016-04-05,4746308940
2016-04-06,4781194020
2016-04-07,4755999240
2016-04-08,4806388800
2016-04-11,4796698500
2016-04-12,4827707460
2016-04-13,4914920160
2016-04-14,4905229860
2016-04-15,4905229860
2016-04-18,4916858220
2016-04-19,4942053000
2016-04-20,4916858220
2016-04-21,4924610460
2016-04-22,4955619420
2016-04-25,4973061960
2016-04-26,5044770180
2016-04-27,5087407500
2016-04-28,5252142600
2016-04-29,5168806020
2016-05-02,5259894840
2016-05-03,5217257520
2016-05-04,5176558260
2016-05-05,5166867960
2016-05-06,5186248560
2016-05-09,5207567220
2016-05-10,5269585140
2016-05-11,5223071700
2016-05-12,5240514240
2016-05-13,5205629160
2016-05-16,5225009760
2016-05-17,5161053780
2016-05-18,5180434380
2016-05-19,5147487360
2016-05-20,5230823940
2016-05-23,5176558260
2016-05-24,5256018720
2016-05-25,5294779920
2016-05-26,5277337380
2016-05-27,5294779920
2016-05-31,5310284400
2016-06-01,5362612020
2016-06-02,5428506060
2016-06-03,5296717980
2016-06-06,5323850820
2016-06-07,5327726940
2016-06-08,5318036640
2016-06-09,5296717980
2016-06-10,5184310500
2016-06-13,5112602280
2016-06-14,5128106760
2016-06-15,5100973920
2016-06-16,5058336600
2016-06-17,5050584360
2016-06-20,5104850040
2016-06-21,5176558260
2016-06-22,5188186620
2016-06-23,5277337380
2016-06-24,5071903020
2016-06-27,5013761220
2016-06-28,5048646300
2016-06-29,5141673180
2016-06-30,5226128960
2016-07-01,5197137860
2016-07-05,5131424700
2016-07-06,5212599780
2016-07-07,5260918280
2016-07-08,5365286240
2016-07-11,5374949940
2016-07-12,5409739260
2016-07-13,5454192280
2016-07-14,5502510780
2016-07-15,5500578040
2016-07-18,5535367360
2016-07-19,5529569140
2016-07-20,5527636400
2016-07-21,5490914340
2016-07-22,5541165580
2016-07-25,5521838180
2016-07-26,5488981600
2016-07-27,5459990500
2016-07-28,5402008300
2016-07-29,5357555280
2016-08-01,5249321840
2016-08-02,5191339640
2016-08-03,5185541420
2016-08-04,5156550320
2016-08-05,5210667040
2016-08-08,5231927180
2016-08-09,5199070600
2016-08-10,5150752100
2016-08-11,5199070600
2016-08-12,5289909380
2016-08-15,5297640340
2016-08-16,5214532520
2016-08-17,5156550320
2016-08-18,5183608680
2016-08-19,5197137860
2016-08-22,5193272380
2016-08-23,5229994440
2016-08-24,5143021140
2016-08-25,5158483060
2016-08-26,5160415800
2016-08-29,5144953880
2016-08-30,5123693740
2016-08-31,5110164560
2016-09-01,5063778800
2016-09-02,5202936080
2016-09-06,5189406900
2016-09-07,5154617580
2016-09-08,5123693740
2016-09-09,5056047840
2016-09-12,5083106200
2016-09-13,5028989480
2016-09-14,5023191260
2016-09-15,5046384140
2016-09-16,5081173460
2016-09-19,5112097300
2016-09-20,5083106200
2016-09-21,5110164560
2016-09-22,5181675940
2016-09-23,5112097300
2016-09-26,5133357440
2016-09-27,5166214020
2016-09-28,5191339640
2016-09-29,5085038940
2016-09-30,5052340180
2016-10-03,5033303480
2016-10-04,5002844760
2016-10-05,5002844760
2016-10-06,5006652100
2016-10-07,5046629170
2016-10-10,5075184220
2016-10-11,5033303480
2016-10-12,5039014490
2016-10-13,5069473210
2016-10-14,5039014490
2016-10-17,5044725500
2016-10-18,5050436510
2016-10-19,5042821830
2016-10-20,4970482370
2016-10-21,4983808060
2016-10-24,5010459440
2016-10-25,4980000720
2016-10-26,4951445670
2016-10-27,4865780520
2016-10-28,4875298870
2016-10-31,4873395200
2016-11-01,4804863080
2016-11-02,4776308030
2016-11-03,4770597020
2016-11-04,4740138300
2016-11-07,4804863080
2016-11-08,4875298870
2016-11-09,4909564930
2016-11-10,4841032810
2016-11-11,4865780520
2016-11-14,4903853920
2016-11-15,4932408970
2016-11-16,4940023650
2016-11-17,5002844760
2016-11-18,5025688800
2016-11-21,5145620010
2016-11-22,5153234690
2016-11-23,5177982400
2016-11-25,5191308090
2016-11-28,5185597080
2016-11-29,5155138360
2016-11-30,5138005330
2016-12-01,5147523680
2016-12-02,5149427350
2016-12-05,5069473210
2016-12-06,5063762200
2016-12-07,5120872300
2016-12-08,5157042030
2016-12-09,5177982400
2016-12-12,5103739270
2016-12-13,5195115430
2016-12-14,5107546610
2016-12-15,5147523680
2016-12-16,5276973240
2016-12-19,5311239300
2016-12-20,5383578760
2016-12-21,5421652160
2016-12-22,5417844820
2016-12-23,5421652160
2016-12-27,5448303540
2016-12-28,5427363170
2016-12-29,5436881520
2016-12-30,5406422800
2017-01-03,5423770600
2017-01-04,5433183600
2017-01-05,5457657400
2017-01-06,5487779000
2017-01-09,5427535800
2017-01-10,5444479200
2017-01-11,5448244400
2017-01-12,5436948800
2017-01-13,5450127000
2017-01-17,5431301000
2017-01-18,5467070400
2017-01-19,5433183600
2017-01-20,5448244400
2017-01-23,5431301000
2017-01-24,5519783200
2017-01-25,5510370200
2017-01-26,5527313600
2017-01-27,5502839800
2017-01-30,5500957200
2017-01-31,5484013800
2017-02-01,5493426800
2017-02-02,5499074600
2017-02-03,5551787400
2017-02-06,5502839800
2017-02-07,5500957200
2017-02-08,5485896400
2017-02-09,5506605000
2017-02-10,5546139600
2017-02-13,5563083000
2017-02-14,5977255000
2017-02-15,5956546400
2017-02-16,5901951000
2017-02-17,5896303200
2017-02-21,5956546400
2017-02-22,5945250800
2017-02-23,5866181600
2017-02-24,5875594600
2017-02-27,5866181600
2017-02-28,5785229800
2017-03-01,5822881800
2017-03-02,5851120800
2017-03-03,5881242400
2017-03-06,5879359800
2017-03-07,5868064200
2017-03-08,5820999200
2017-03-09,5811586200
2017-03-10,5800290600
2017-03-13,5805938400
2017-03-14,5790877600
2017-03-15,5822881800
2017-03-16,5813468800
2017-03-17,5837942600
2017-03-20,5811586200
2017-03-21,5721221400
2017-03-22,5689217200
2017-03-23,5724986600
2017-03-24,5711808400
2017-03-27,5753225600
2017-03-28,5736282200
2017-03-29,5734399600
2017-03-30,5758873400
2017-03-31,5792995360
2017-04-03,5762979840
2017-04-04,5695444920
2017-04-05,5674809250
2017-04-06,5736716260
2017-04-07,5727336410
2017-04-10,5749848050
2017-04-11,5824886850
2017-04-12,5770483720
2017-04-13,5736716260
2017-04-17,5815507000
2017-04-18,5849274460
2017-04-19,5832390730
2017-04-20,5886793860
2017-04-21,5877414010
2017-04-24,5956204750
2017-04-25,5941196990
2017-04-26,5988096240
2017-04-27,6173817269
2017-04-28,6044375340
2017-05-01,6031243550
2017-05-02,5973088480
2017-05-03,5967460570
2017-05-04,6012483849
2017-05-05,6046251309
2017-05-08,6066886980
2017-05-09,6012483849
2017-05-10,6055631160
2017-05-11,6003104000
2017-05-12,6004979970
2017-05-15,5999352060
2017-05-16,5959956690
2017-05-17,5907429530
2017-05-18,5935569080
2017-05-19,5993724150
2017-05-22,6029367580
2017-05-23,5976840420
2017-05-24,5997476090
2017-05-25,6021863700
2017-05-26,5995600120
2017-05-30,5991848180
2017-05-31,5980592360
2017-06-01,6055631160
2017-06-02,6093150559
2017-06-05,6036871460
2017-06-06,5976840420
2017-06-07,5948700870
2017-06-08,5944948930
2017-06-09,5944948930
2017-06-12,5982468330
2017-06-13,6057507130
2017-06-14,6051879220
2017-06-15,6078142800
2017-06-16,6040623400
2017-06-19,6095026530
2017-06-20,6074390860
2017-06-21,6027491610
2017-06-22,6072514889
2017-06-23,6031243550
2017-06-26,6156933540
2017-06-27,6128793990
2017-06-28,6228220400
2017-06-29,6228220400
2017-06-30,6269700750
2017-07-03,6222842000
2017-07-05,6247208550
2017-07-06,6183480650
2017-07-07,6269700750
2017-07-10,6232213750
2017-07-11,6284695550
2017-07-12,6415900049
2017-07-13,6421523100
2017-07-14,6419648750
2017-07-17,6382161749
2017-07-18,6395282199
2017-07-19,6402779599
2017-07-20,6384036100
2017-07-21,6391533500
2017-07-24,6408402650
2017-07-25,6419648750
2017-07-26,6320308200
2017-07-27,6584591550
2017-07-28,6539607150
2017-07-31,6509617549
2017-08-01,6537732800
2017-08-02,6511491900
2017-08-03,6528361050
2017-08-04,6524612350
2017-08-07,6573345450
2017-08-08,6578968500
2017-08-09,6552727600
2017-08-10,6541481500
2017-08-11,6541481500
2017-08-14,6618329850
2017-08-15,6625827250
2017-08-16,6710172999
2017-08-17,6567722400
2017-08-18,6627701600
2017-08-21,6612706800
2017-08-22,6655816850
2017-08-23,6633324650
2017-08-24,6612706800
2017-08-25,6655816850
2017-08-28,6590214599
2017-08-29,6608958100
2017-08-30,6588340250
2017-08-31,6623952900
2017-09-01,6644570750
2017-09-05,6605209400
2017-09-06,6503994500
2017-09-07,6517114950
2017-09-08,6503994500
2017-09-11,6554601950
2017-09-12,6623952900
2017-09-13,6629575949
2017-09-14,6620204200
2017-09-15,6565848050
2017-09-18,6515240600
2017-09-19,6513366250
2017-09-20,6513366250
2017-09-21,6513366250
2017-09-22,6563973700
2017-09-25,6487125350
2017-09-26,6421523100
2017-09-27,6444015300
2017-09-28,6475879249
2017-09-29,6466507500
2017-10-02,6454197270
2017-10-03,6457942090
2017-10-04,6497262700
2017-10-05,6491645470
2017-10-06,6472921370
2017-10-09,6356831950
2017-10-10,6437345580
2017-10-11,6413004250
2017-10-12,6407387020
2017-10-13,6411131840
2017-10-16,6420493890
2017-10-17,6429855940
2017-10-18,6413004250
2017-10-19,6420493890
2017-10-20,6427983530
2017-10-23,6396152559
2017-10-24,6325000980
2017-10-25,6233252890
2017-10-26,6628331400
2017-10-27,6669524419
2017-10-30,6600245250
2017-10-31,6639565860
2017-11-01,6564669460
2017-11-02,6598372840
2017-11-03,6712589850
2017-11-06,6791231070
2017-11-07,6766889740
2017-11-08,6656417549
2017-11-09,6624586580
2017-11-10,6515986799
2017-11-13,6515986799
2017-11-14,6514114390
2017-11-15,6517859210
2017-11-16,6665779600
2017-11-17,6688248520
2017-11-20,6667652010
2017-11-21,6716334669
2017-11-22,6718207080
2017-11-24,6693865750
2017-11-27,6648927910
2017-11-28,6723824309
2017-11-29,6892341210
2017-11-30,6918554950
2017-12-01,6924172179
2017-12-04,6978472070
2017-12-05,7049623650
2017-12-06,7019665090
2017-12-07,7042134010
2017-12-08,7072092570
2017-12-11,7087071850
2017-12-12,7115158000
2017-12-13,7010303040
2017-12-14,6956003150
2017-12-15,6896086030
2017-12-18,6916682540
2017-12-19,6993451350
2017-12-20,7045878830
2017-12-21,7021537500
2017-12-22,6991578940
2017-12-26,6929789410
2017-12-27,6991578940
2017-12-28,7006558220
2017-12-29,6987834120
2018-01-02,6981252300
2018-01-03,6975698400
2018-01-04,7014575700
2018-01-05,7051601700
2018-01-08,7060858200
2018-01-09,7083073800
2018-01-10,7060858200
2018-01-11,7007170500
2018-01-12,7047899100
2018-01-16,7127505000
2018-01-17,7160828400
2018-01-18,7136761499
2018-01-19,7231177800
2018-01-22,7297824600
2018-01-23,7312635000
2018-01-24,7338553200
2018-01-25,7394092200
2018-01-26,7358917500
2018-01-29,7355214899
2018-01-30,7371876600
2018-01-31,7399646100
2018-02-01,7429266900
2018-02-02,7257096000
2018-02-05,6979401000
2018-02-06,7016427000
2018-02-07,7092330300
2018-02-08,6894241200
2018-02-09,6794271000
2018-02-12,6979401000
2018-02-13,6970144500
2018-02-14,6964590600
2018-02-15,7146018000
2018-02-16,7192300500
2018-02-20,7118248500
2018-02-21,7027534800
2018-02-22,6992360100
2018-02-23,7059006900
2018-02-26,7099735500
2018-02-27,7033088700
2018-02-28,6929415900
2018-03-01,6925713299
2018-03-02,7001616600
2018-03-05,7073817300
2018-03-06,7153423200
2018-03-07,7142315400
2018-03-08,7151571900
2018-03-09,7275608999
2018-03-12,7262649899
2018-03-13,7214516100
2018-03-14,7184895300
2018-03-15,7158977100
2018-03-16,7190449200
2018-03-19,7171936200
2018-03-20,7157125799
2018-03-21,7155274500
2018-03-22,6973847100
2018-03-23,6855363900
2018-03-26,6983103600
2018-03-27,6929415900
2018-03-28,6955334100
2018-03-29,6986806200
2018-04-02,6704604270
2018-04-03,6784964550
2018-04-04,6834276540
2018-04-05,6967601550
2018-04-06,6885414900
2018-04-09,6881762160
2018-04-10,7005955320
2018-04-11,6951164220
2018-04-12,6974907030
2018-04-13,6976733400
2018-04-16,7057093680
2018-04-17,7068051900
2018-04-18,7093621080
2018-04-19,7100926560
2018-04-20,7051614570
2018-04-23,7049788200
2018-04-24,6984038880
2018-04-25,7095447450
2018-04-26,6814186470
2018-04-27,6741131669
2018-04-30,6668076870
2018-05-01,6629723099
2018-05-02,6578584740
2018-05-03,6543883710
2018-05-04,6699125160
2018-05-07,6651639540
2018-05-08,6631549470
2018-05-09,6662597759
2018-05-10,6726520710
2018-05-11,6757569000
2018-05-14,6774006330
2018-05-15,6783138180
2018-05-16,6834276540
2018-05-17,6863498460
2018-05-18,6854366610
2018-05-21,6912810450
2018-05-22,6837929280
2018-05-23,6816012840
2018-05-24,6847061130
2018-05-25,6836102910
2018-05-29,6730173450
2018-05-30,6812360099
2018-05-31,6700951530
2018-06-01,6677208720
2018-06-04,6697298790
2018-06-05,6655292280
2018-06-06,6728347080
2018-06-07,6766700849
2018-06-08,6695472419
2018-06-11,6686340570
2018-06-12,6666250500
2018-06-13,6447086099
2018-06-14,6448912470
2018-06-15,6567626520
2018-06-18,6658945020
2018-06-19,6651639540
2018-06-20,6677208720
2018-06-21,6622417620
2018-06-22,6609633030
2018-06-25,6509182680
2018-06-26,6538404599
2018-06-27,6534751860
2018-06-28,6536578230
2018-06-29,6536578230
2018-07-02,6527165220
2018-07-03,6574188300
2018-07-05,6559719660
2018-07-06,6599508420
2018-07-09,6686320260
2018-07-10,6686320260
2018-07-11,6682703100
2018-07-12,6765897779
2018-07-13,6774940680
2018-07-16,6803877960
2018-07-17,6820155180
2018-07-18,6796643640
2018-07-19,6812920860
2018-07-20,6778557839
2018-07-23,6800260800
2018-07-24,6821963760
2018-07-25,6820155180
2018-07-26,6876221160
2018-07-27,6800260800
2018-07-30,6708023220
2018-07-31,7116762300
2018-08-01,7002821760
2018-08-02,7111336560
2018-08-03,7100485080
2018-08-06,7221659940
2018-08-07,7261448700
2018-08-08,7199956980
2018-08-09,7198148399
2018-08-10,7288577399
2018-08-13,7397092200
2018-08-14,7460392500
2018-08-15,7529118540
2018-08-16,7505607000
2018-08-17,7529118540
2018-08-20,7568907300
2018-08-21,7632207600
2018-08-22,7624973279
2018-08-23,7623164700
2018-08-24,7655719140
2018-08-27,7700933640
2018-08-28,7731679500
