,SCI
2004-10-04,1937368200
2004-10-05,2006336000
2004-10-06,2053359500
2004-10-07,2034550100
2004-10-08,2031415200
2004-10-11,2012605800
2004-10-12,2028280300
2004-10-13,2031415200
2004-10-14,2015740700
2004-10-15,2047089700
2004-10-18,2116057500
2004-10-19,2109787700
2004-10-20,2109787700
2004-10-21,2084708500
2004-10-22,2081573600
2004-10-25,2053359500
2004-10-26,2037685000
2004-10-27,2065899100
2004-10-28,2069034000
2004-10-29,2072168900
2004-11-01,2100383000
2004-11-02,2116057500
2004-11-03,2037685000
2004-11-04,2069034000
2004-11-05,2047089700
2004-11-08,2053359500
2004-11-09,2090978300
2004-11-10,2119192400
2004-11-11,2175620600
2004-11-12,2194430000
2004-11-15,2188160200
2004-11-16,2188160200
2004-11-17,2172485700
2004-11-18,2181890400
2004-11-19,2191295100
2004-11-22,2109787700
2004-11-23,2159946100
2004-11-24,2191295100
2004-11-26,2166215900
2004-11-29,2175620600
2004-11-30,2213239400
2004-12-01,2275937400
2004-12-02,2253993100
2004-12-03,2272802500
2004-12-06,2266532700
2004-12-07,2225779000
2004-12-08,2266532700
2004-12-09,2200699800
2004-12-10,2200699800
2004-12-13,2194430000
2004-12-14,2222644100
2004-12-15,2219509200
2004-12-16,2228913900
2004-12-17,2200699800
2004-12-20,2222644100
2004-12-21,2250858200
2004-12-22,2275937400
2004-12-23,2279072300
2004-12-27,2288477000
2004-12-28,2304151500
2004-12-29,2288477000
2004-12-30,2291611900
2004-12-31,2335500500
2005-01-03,2288477000
2005-01-04,2291611900
2005-01-05,2288477000
2005-01-06,2279072300
2005-01-07,2269667600
2005-01-10,2275937400
2005-01-11,2272802500
2005-01-12,2272802500
2005-01-13,2272802500
2005-01-14,2288477000
2005-01-18,2288477000
2005-01-19,2279072300
2005-01-20,2244588400
2005-01-21,2238318600
2005-01-24,2225779000
2005-01-25,2206969600
2005-01-26,2213239400
2005-01-27,2216374300
2005-01-28,2147406500
2005-01-31,2163081000
2005-02-01,2159946100
2005-02-02,2166215900
2005-02-03,2134866899
2005-02-04,2194430000
2005-02-07,2172485700
2005-02-08,2172485700
2005-02-09,2150541400
2005-02-10,2257128000
2005-02-11,2313556200
2005-02-14,2294746800
2005-02-15,2310421300
2005-02-16,2316691100
2005-02-17,2301016600
2005-02-18,2304151500
2005-02-22,2294746800
2005-02-23,2307286400
2005-02-24,2326095800
2005-02-25,2373119300
2005-02-28,2363714600
2005-03-01,2417007900
2005-03-02,2442087100
2005-03-03,2454626700
2005-03-04,2413873000
2005-03-07,2435817300
2005-03-08,2413873000
2005-03-09,2407603200
2005-03-10,2423277700
2005-03-11,2438952200
2005-03-14,2322960900
2005-03-15,2272802500
2005-03-16,2279072300
2005-03-17,2297881700
2005-03-18,2313556200
2005-03-21,2322960900
2005-03-22,2351175000
2005-03-23,2326095800
2005-03-24,2335500500
2005-03-28,2332365600
2005-03-29,2319826000
2005-03-30,2322960900
2005-03-31,2261675240
2005-04-01,2207249900
2005-04-04,2210273530
2005-04-05,2222368050
2005-04-06,2285864280
2005-04-07,2279817020
2005-04-08,2288887910
2005-04-11,2279817020
2005-04-12,2282840650
2005-04-13,2279817020
2005-04-14,2261675240
2005-04-15,2255627980
2005-04-18,2128635520
2005-04-19,2050021140
2005-04-20,1989548540
2005-04-21,2001643060
2005-04-22,2074210180
2005-04-25,2131659150
2005-04-26,2104446480
2005-04-27,2122588259
2005-04-28,2113517370
2005-04-29,2128635520
2005-05-02,2170966340
2005-05-03,2143753670
2005-05-04,2119564630
2005-05-05,2101422850
2005-05-06,2086304700
2005-05-09,2116541000
2005-05-10,2113517370
2005-05-11,2110493740
2005-05-12,2122588259
2005-05-13,2110493740
2005-05-16,2107470110
2005-05-17,2146777300
2005-05-18,2146777300
2005-05-19,2146777300
2005-05-20,2134682780
2005-05-23,2137706410
2005-05-24,2146777300
2005-05-25,2167942710
2005-05-26,2207249900
2005-05-27,2276793390
2005-05-31,2291911540
2005-06-01,2297958800
2005-06-02,2297958800
2005-06-03,2285864280
2005-06-06,2276793390
2005-06-07,2261675240
2005-06-08,2252604350
2005-06-09,2267722500
2005-06-10,2252604350
2005-06-13,2243533460
2005-06-14,2264698870
2005-06-15,2264698870
2005-06-16,2270746130
2005-06-17,2279817020
2005-06-20,2273769760
2005-06-21,2285864280
2005-06-22,2346336880
2005-06-23,2376573180
2005-06-24,2418904000
2005-06-27,2406809480
2005-06-28,2424951260
2005-06-29,2421927630
2005-06-30,2385316420
2005-07-01,2403161680
2005-07-05,2432903780
2005-07-06,2498336400
2005-07-07,2486439560
2005-07-08,2459671670
2005-07-11,2456697460
2005-07-12,2471568510
2005-07-13,2474542720
2005-07-14,2471568510
2005-07-15,2507259030
2005-07-18,2545923760
2005-07-19,2539975339
2005-07-20,2528078500
2005-07-21,2522130080
2005-07-22,2513207450
2005-07-25,2534026920
2005-07-26,2578640070
2005-07-27,2587562700
2005-07-28,2602433750
2005-07-29,2578640070
2005-08-01,2608382170
2005-08-02,2593511120
2005-08-03,2602433750
2005-08-04,2578640070
2005-08-05,2525104290
2005-08-08,2516181660
2005-08-09,2492387980
2005-08-10,2492387980
2005-08-11,2495362190
2005-08-12,2462645880
2005-08-15,2510233240
2005-08-16,2456697460
2005-08-17,2477516930
2005-08-18,2456697460
2005-08-19,2468594300
2005-08-22,2483465350
2005-08-23,2483465350
2005-08-24,2501310610
2005-08-25,2537001130
2005-08-26,2525104290
2005-08-29,2528078500
2005-08-30,2551872180
2005-08-31,2525104290
2005-09-01,2557820600
2005-09-02,2539975339
2005-09-06,2557820600
2005-09-07,2545923760
2005-09-08,2563769020
2005-09-09,2632175850
2005-09-12,2593511120
2005-09-13,2563769020
2005-09-14,2516181660
2005-09-15,2534026920
2005-09-16,2557820600
2005-09-19,2537001130
2005-09-20,2551872180
2005-09-21,2539975339
2005-09-22,2525104290
2005-09-23,2551872180
2005-09-26,2545923760
2005-09-27,2513207450
2005-09-28,2471568510
2005-09-29,2477516930
2005-09-30,2439813319
2005-10-03,2451585640
2005-10-04,2442756400
2005-10-05,2389780960
2005-10-06,2354464000
2005-10-07,2354464000
2005-10-10,2363293240
2005-10-11,2351520920
2005-10-12,2354464000
2005-10-13,2310317800
2005-10-14,2339748600
2005-10-17,2363293240
2005-10-18,2369179400
2005-10-19,2383894800
2005-10-20,2357407080
2005-10-21,2369179400
2005-10-24,2378008640
2005-10-25,2348577840
2005-10-26,2345634760
2005-10-27,2301488560
2005-10-28,2310317800
2005-10-31,2463357960
2005-11-01,2492788760
2005-11-02,2533991880
2005-11-03,2522219560
2005-11-04,2531048800
2005-11-07,2525162640
2005-11-08,2501618000
2005-11-09,2489845680
2005-11-10,2463357960
2005-11-11,2492788760
2005-11-14,2507504160
2005-11-15,2436870240
2005-11-16,2454528720
2005-11-17,2492788760
2005-11-18,2501618000
2005-11-21,2448642560
2005-11-22,2486902600
2005-11-23,2463357960
2005-11-25,2475130280
2005-11-28,2439813319
2005-11-29,2404496360
2005-11-30,2416268680
2005-12-01,2454528720
2005-12-02,2466301040
2005-12-05,2416268680
2005-12-06,2398610200
2005-12-07,2372122480
2005-12-08,2383894800
2005-12-09,2389780960
2005-12-12,2372122480
2005-12-13,2416268680
2005-12-14,2439813319
2005-12-15,2428041000
2005-12-16,2428041000
2005-12-19,2442756400
2005-12-20,2425097920
2005-12-21,2428041000
2005-12-22,2419211760
2005-12-23,2428041000
2005-12-27,2380951720
2005-12-28,2395667120
2005-12-29,2380951720
2005-12-30,2407439440
2006-01-03,2395667120
2006-01-04,2389780960
2006-01-05,2445699480
2006-01-06,2442756400
2006-01-09,2401553280
2006-01-10,2389780960
2006-01-11,2404496360
2006-01-12,2398610200
2006-01-13,2398610200
2006-01-17,2413325600
2006-01-18,2413325600
2006-01-19,2413325600
2006-01-20,2383894800
2006-01-23,2398610200
2006-01-24,2392724040
2006-01-25,2369179400
2006-01-26,2342691680
2006-01-27,2366236319
2006-01-30,2392724040
2006-01-31,2407439440
2006-02-01,2395667120
2006-02-02,2360350160
2006-02-03,2404496360
2006-02-06,2430984080
2006-02-07,2425097920
2006-02-08,2413325600
2006-02-09,2430984080
2006-02-10,2489845680
2006-02-13,2483959520
2006-02-14,2469244120
2006-02-15,2433927160
2006-02-16,2398610200
2006-02-17,2386837880
2006-02-21,2378008640
2006-02-22,2372122480
2006-02-23,2351520920
2006-02-24,2354464000
2006-02-27,2348577840
2006-02-28,2339748600
2006-03-01,2363293240
2006-03-02,2442756400
2006-03-03,2404496360
2006-03-06,2363293240
2006-03-07,2342691680
2006-03-08,2348577840
2006-03-09,2351520920
2006-03-10,2336805520
2006-03-13,2327976280
2006-03-14,2319147040
2006-03-15,2280887000
2006-03-16,2360350160
2006-03-17,2375065560
2006-03-20,2380951720
2006-03-21,2383894800
2006-03-22,2354464000
2006-03-23,2378008640
2006-03-24,2378008640
2006-03-27,2307374720
2006-03-28,2298545480
2006-03-29,2310317800
2006-03-30,2292659320
2006-03-31,2288590200
2006-04-03,2493976500
2006-04-04,2485174230
2006-04-05,2491042410
2006-04-06,2491042410
2006-04-07,2429426520
2006-04-10,2367810630
2006-04-11,2344337910
2006-04-12,2356074270
2006-04-13,2344337910
2006-04-17,2356074270
2006-04-18,2353140180
2006-04-19,2405953800
2006-04-20,2397151530
2006-04-21,2388349260
2006-04-24,2388349260
2006-04-25,2344337910
2006-04-26,2364876540
2006-04-27,2359008359
2006-04-28,2361942450
2006-05-01,2364876540
2006-05-02,2361942450
2006-05-03,2364876540
2006-05-04,2344337910
2006-05-05,2400085620
2006-05-08,2411821980
2006-05-09,2420624250
2006-05-10,2385415170
2006-05-11,2394217440
2006-05-12,2364876540
2006-05-15,2332601550
2006-05-16,2350206090
2006-05-17,2312062920
2006-05-18,2379546990
2006-05-19,2417690160
2006-05-22,2441162880
2006-05-23,2420624250
2006-05-24,2423558340
2006-05-25,2403019710
2006-05-26,2447031060
2006-05-30,2317931100
2006-05-31,2344337910
2006-06-01,2312062920
2006-06-02,2359008359
2006-06-05,2338469730
2006-06-06,2347272000
2006-06-07,2364876540
2006-06-08,2391283350
2006-06-09,2376612900
2006-06-12,2294458380
2006-06-13,2268051570
2006-06-14,2303260650
2006-06-15,2382481080
2006-06-16,2350206090
2006-06-19,2359008359
2006-06-20,2347272000
2006-06-21,2347272000
2006-06-22,2347272000
2006-06-23,2350206090
2006-06-26,2347272000
2006-06-27,2359008359
2006-06-28,2347272000
2006-06-29,2364876540
2006-06-30,2374128680
2006-07-03,2362462200
2006-07-05,2356628960
2006-07-06,2347879100
2006-07-07,2368295440
2006-07-10,2347879100
2006-07-11,2353712340
2006-07-12,2344962479
2006-07-13,2353712340
2006-07-14,2350795720
2006-07-17,2347879100
2006-07-18,2330379380
2006-07-19,2324546140
2006-07-20,2289546700
2006-07-21,2274963600
2006-07-24,2277880220
2006-07-25,2260380500
2006-07-26,2248714020
2006-07-27,2225381060
2006-07-28,2172881900
2006-07-31,2190381620
2006-08-01,2202048100
2006-08-02,2245797400
2006-08-03,2213714580
2006-08-04,2184548380
2006-08-07,2181631760
2006-08-08,2149548940
2006-08-09,2184548380
2006-08-10,2330379380
2006-08-11,2409128120
2006-08-14,2391628400
2006-08-15,2420794600
2006-08-16,2420794600
2006-08-17,2409128120
2006-08-18,2426627840
2006-08-21,2429544460
2006-08-22,2447044180
2006-08-23,2391628400
2006-08-24,2412044740
2006-08-25,2394545020
2006-08-28,2412044740
2006-08-29,2423711220
2006-08-30,2441210940
2006-08-31,2449960800
2006-09-01,2444127560
2006-09-05,2447044180
2006-09-06,2444127560
2006-09-07,2400378260
2006-09-08,2461627280
2006-09-11,2449960800
2006-09-12,2490793479
2006-09-13,2528709540
2006-09-14,2499543340
2006-09-15,2569542220
2006-09-18,2598708420
2006-09-19,2604541660
2006-09-20,2659957440
2006-09-21,2630791240
2006-09-22,2630791240
2006-09-25,2613291520
2006-09-26,2654124200
2006-09-27,2686207020
2006-09-28,2683290400
2006-09-29,2724123080
2006-10-02,2666736050
2006-10-03,2663815200
2006-10-04,2687182000
2006-10-05,2690102850
2006-10-06,2681340300
2006-10-09,2669656900
2006-10-10,2713469649
2006-10-11,2675498600
2006-10-12,2713469649
2006-10-13,2704707100
2006-10-16,2722232200
2006-10-17,2710548800
2006-10-18,2710548800
2006-10-19,2698865400
2006-10-20,2701786250
2006-10-23,2698865400
2006-10-24,2687182000
2006-10-25,2690102850
2006-10-26,2704707100
2006-10-27,2681340300
2006-10-30,2655052650
2006-10-31,2663815200
2006-11-01,2625844150
2006-11-02,2620002450
2006-11-03,2628765000
2006-11-06,2669656900
2006-11-07,2707627950
2006-11-08,2687182000
2006-11-09,2739757300
2006-11-10,2739757300
2006-11-13,2783570050
2006-11-14,2798174300
2006-11-15,2783570050
2006-11-16,2804016000
2006-11-17,2780649200
2006-11-20,2865353850
2006-11-21,2891641500
2006-11-22,2897483200
2006-11-24,2891641500
2006-11-27,2809857700
2006-11-28,2862433000
2006-11-29,2847828750
2006-11-30,2882878950
2006-12-01,2912087450
2006-12-04,2935454250
2006-12-05,2967583600
2006-12-06,3002633800
2006-12-07,3002633800
2006-12-08,3020158900
2006-12-11,3052288250
2006-12-12,3040604850
2006-12-13,3043525700
2006-12-14,3049367400
2006-12-15,3043525700
2006-12-18,3026000600
2006-12-19,3023079750
2006-12-20,2947137650
2006-12-21,2961741900
2006-12-22,2952979350
2006-12-26,3026000600
2006-12-27,2990950400
2006-12-28,3017238050
2006-12-29,2993871250
2007-01-03,3074577040
2007-01-04,3124403360
2007-01-05,3147851040
2007-01-08,3147851040
2007-01-09,3136127200
2007-01-10,3130265280
2007-01-11,3130265280
2007-01-12,3133196240
2007-01-16,3136127200
2007-01-17,3150782000
2007-01-18,3150782000
2007-01-19,3133196240
2007-01-22,3118541440
2007-01-23,3068715120
2007-01-24,3036474560
2007-01-25,3033543600
2007-01-26,3021819760
2007-01-29,3103886640
2007-01-30,3121472400
2007-01-31,3121472400
2007-02-01,3130265280
2007-02-02,3153712960
2007-02-05,3136127200
2007-02-06,3150782000
2007-02-07,3153712960
2007-02-08,3171298720
2007-02-09,3162505839
2007-02-12,3165436800
2007-02-13,3177160640
2007-02-14,3177160640
2007-02-15,3180091600
2007-02-16,3194746400
2007-02-20,3458532800
2007-02-21,3455601839
2007-02-22,3443878000
2007-02-23,3473187600
2007-02-26,3432154160
2007-02-27,3338363440
2007-02-28,3438016080
2007-03-01,3414568400
2007-03-02,3382327839
2007-03-05,3358880160
2007-03-06,3470256640
2007-03-07,3499566240
2007-03-08,3549392560
2007-03-09,3555254480
2007-03-12,3558185440
2007-03-13,3552323520
2007-03-14,3505428160
2007-03-15,3490773360
2007-03-16,3490773360
2007-03-19,3499566240
2007-03-20,3514221040
2007-03-21,3575771200
2007-03-22,3534737760
2007-03-23,3549392560
2007-03-26,3528875839
2007-03-27,3479049520
2007-03-28,3426292240
2007-03-29,3385258800
2007-03-30,3476118560
2007-04-02,3425902829
2007-04-03,3437525910
2007-04-04,3414279750
2007-04-05,3405562440
2007-04-09,3388127820
2007-04-10,3399750900
2007-04-11,3411373980
2007-04-12,3414279750
2007-04-13,3457866300
2007-04-16,3469489380
2007-04-17,3507264390
2007-04-18,3527604780
2007-04-19,3504358620
2007-04-20,3498547079
2007-04-23,3527604780
2007-04-24,3489829770
2007-04-25,3507264390
2007-04-26,3527604780
2007-04-27,3626400960
2007-04-30,3530510550
2007-05-01,3550850940
2007-05-02,3640929810
2007-05-03,3608966340
2007-05-04,3582814410
2007-05-07,3568285560
2007-05-08,3574097100
2007-05-09,3623495190
2007-05-10,3905354880
2007-05-11,3838522170
2007-05-14,3911166420
2007-05-15,3870485640
2007-05-16,4007056829
2007-05-17,3963470280
2007-05-18,4024491450
2007-05-21,4027397220
2007-05-22,4024491450
2007-05-23,3995433750
2007-05-24,3983810670
2007-05-25,3989622210
2007-05-29,4053549150
2007-05-30,4059360690
2007-05-31,4062266460
2007-06-01,4033208760
2007-06-04,3980904900
2007-06-05,3975093360
2007-06-06,3934412579
2007-06-07,3893731800
2007-06-08,3870485640
2007-06-11,3879202950
2007-06-12,3794935620
2007-06-13,3867579870
2007-06-14,3864674100
2007-06-15,3893731800
2007-06-18,3858862560
2007-06-19,3838522170
2007-06-20,3826899090
2007-06-21,3771689460
2007-06-22,3707762520
2007-06-25,3684516360
2007-06-26,3655458660
2007-06-27,3699045210
2007-06-28,3736820220
2007-06-29,3713574060
2007-07-02,3630360360
2007-07-03,3624670140
2007-07-05,3621825030
2007-07-06,3655966350
2007-07-09,3607599480
2007-07-10,3604754370
2007-07-11,3584838600
2007-07-12,3559232610
2007-07-13,3601909260
2007-07-16,3650276130
2007-07-17,3624670140
2007-07-18,3607599480
2007-07-19,3621825030
2007-07-20,3581993490
2007-07-23,3624670140
2007-07-24,3576303270
2007-07-25,3479569530
2007-07-26,3405596670
2007-07-27,3379990680
2007-07-30,3377145570
2007-07-31,3448273320
2007-08-01,3496640189
2007-08-02,3522246180
2007-08-03,3496640189
2007-08-06,3425512439
2007-08-07,3399906450
2007-08-08,3297482490
2007-08-09,3141001439
2007-08-10,3303172710
2007-08-13,3232044960
2007-08-14,3274721610
2007-08-15,3260496060
2007-08-16,3288947160
2007-08-17,3351539580
2007-08-20,3371455350
2007-08-21,3328778700
2007-08-22,3416977110
2007-08-23,3456808650
2007-08-24,3502330410
2007-08-27,3411286890
2007-08-28,3394216230
2007-08-29,3451118430
2007-08-30,3425512439
2007-08-31,3476724420
2007-09-04,3547852170
2007-09-05,3508020630
2007-09-06,3536471730
2007-09-07,3522246180
2007-09-10,3502330410
2007-09-11,3505175520
2007-09-12,3479569530
2007-09-13,3513710850
2007-09-14,3516555960
2007-09-17,3525091290
2007-09-18,3581993490
2007-09-19,3627515250
2007-09-20,3604754370
2007-09-21,3570613050
2007-09-24,3545007060
2007-09-25,3610444590
2007-09-26,3604754370
2007-09-27,3613289700
2007-09-28,3670191900
2007-10-01,3390465000
2007-10-02,3395681100
2007-10-03,3406113300
2007-10-04,3348736200
2007-10-05,3437409900
2007-10-08,3447842100
2007-10-09,3458274300
2007-10-10,3471314550
2007-10-11,3442626000
2007-10-12,3463490400
2007-10-15,3479138700
2007-10-16,3513043350
2007-10-17,3528691650
2007-10-18,3520867500
2007-10-19,3460882350
2007-10-22,3432193800
2007-10-23,3468706500
2007-10-24,3484354800
2007-10-25,3544339950
2007-10-26,3578244600
2007-10-29,3570420450
2007-10-30,3716471250
2007-10-31,3773848350
2007-11-01,3703431000
2007-11-02,3703431000
2007-11-05,3617365350
2007-11-06,3625189500
2007-11-07,3606933150
2007-11-08,3635621700
2007-11-09,3536515800
2007-11-12,3481746750
2007-11-13,3520867500
2007-11-14,3520867500
2007-11-15,3518259450
2007-11-16,3520867500
2007-11-19,3601717050
2007-11-20,3395681100
2007-11-21,3369600600
2007-11-23,3387856950
2007-11-26,3374816700
2007-11-27,3346128150
2007-11-28,3429585750
2007-11-29,3424369650
2007-11-30,3463490400
2007-12-03,3395681100
2007-12-04,3406113300
2007-12-05,3486962850
2007-12-06,3557380200
2007-12-07,3580852650
2007-12-10,3646053900
2007-12-11,3562596300
2007-12-12,3599109000
2007-12-13,3599109000
2007-12-14,3559988250
2007-12-17,3528691650
2007-12-18,3609541200
2007-12-19,3601717050
2007-12-20,3612149250
2007-12-21,3638229750
2007-12-24,3672134400
2007-12-26,3640837800
2007-12-27,3619973400
2007-12-28,3666918300
2007-12-31,3673723750
2008-01-02,3629273000
2008-01-03,3561289500
2008-01-04,3480232250
2008-01-07,3501150250
2008-01-08,3472388000
2008-01-09,3477617500
2008-01-10,3514224000
2008-01-11,3456699500
2008-01-14,3493306000
2008-01-15,3388716000
2008-01-16,3242290000
2008-01-17,3174306500
2008-01-18,3061872250
2008-01-22,3030495250
2008-01-23,3048798500
2008-01-24,3040954250
2008-01-25,3025265750
2008-01-28,3072331250
2008-01-29,3234445750
2008-01-30,3106323000
2008-01-31,3137700000
2008-02-01,3140314750
2008-02-04,3137700000
2008-02-05,3048798500
2008-02-06,2983429750
2008-02-07,3025265750
2008-02-08,3035724750
2008-02-11,3027880500
2008-02-12,3038339500
2008-02-13,3030495250
2008-02-14,2967741250
2008-02-15,2899757750
2008-02-19,2878839750
2008-02-20,2902372500
2008-02-21,2837003750
2008-02-22,2803012000
2008-02-25,2907602000
2008-02-26,2938979000
2008-02-27,2920675750
2008-02-28,2902372500
2008-02-29,2823930000
2008-03-03,2847462750
2008-03-04,2813471000
2008-03-05,2873610250
2008-03-06,2831774250
2008-03-07,2703651500
2008-03-10,2703651500
2008-03-11,2661815500
2008-03-12,2643512250
2008-03-13,2714110500
2008-03-14,2648741750
2008-03-17,2478783000
2008-03-18,2512774750
2008-03-19,2685348250
2008-03-20,2630438500
2008-03-24,2708881000
2008-03-25,2677504000
2008-03-26,2661815500
2008-03-27,2667045000
2008-03-28,2596446750
2008-03-31,2632901700
2008-04-01,2661463750
2008-04-02,2653674100
2008-04-03,2705605100
2008-04-04,2710798200
2008-04-07,2736763700
2008-04-08,2726377500
2008-04-09,2643287900
2008-04-10,2687429250
2008-04-11,2635498250
2008-04-14,2653674100
2008-04-15,2705605100
2008-04-16,2773115400
2008-04-17,2767922300
2008-04-18,2814660200
2008-04-21,2734167150
2008-04-22,2669253400
2008-04-23,2664060300
2008-04-24,2687429250
2008-04-25,2726377500
2008-04-28,2812063650
2008-04-29,2845818800
2008-04-30,2884767050
2008-05-01,2905539450
2008-05-02,2926311850
2008-05-05,2902942900
2008-05-06,2879573950
2008-05-07,2851011900
2008-05-08,2921118750
2008-05-09,2876977400
2008-05-12,2913329100
2008-05-13,2931504950
2008-05-14,2923715300
2008-05-15,2895153250
2008-05-16,2887363600
2008-05-19,2822449850
2008-05-20,2819853300
2008-05-21,2783501600
2008-05-22,2783501600
2008-05-23,2757536100
2008-05-27,2734167150
2008-05-28,2713394750
2008-05-29,2739360250
2008-05-30,2778308500
2008-06-02,2739360250
2008-06-03,2749746450
2008-06-04,2791291250
2008-06-05,2845818800
2008-06-06,2806870550
2008-06-09,2718587850
2008-06-10,2695218900
2008-06-11,2671849950
2008-06-12,2643287900
2008-06-13,2684832700
2008-06-16,2645884450
2008-06-17,2645884450
2008-06-18,2627708600
2008-06-19,2653674100
2008-06-20,2604339650
2008-06-23,2586163800
2008-06-24,2586163800
2008-06-25,2640691350
2008-06-26,2614725850
2008-06-27,2599146550
2008-06-30,2538042880
2008-07-01,2517450240
2008-07-02,2422209280
2008-07-03,2411912960
2008-07-07,2381024000
2008-07-08,2409338880
2008-07-09,2404190720
2008-07-10,2363005440
2008-07-11,2365579520
2008-07-14,2417061120
2008-07-15,2383598080
2008-07-16,2460820480
2008-07-17,2489135360
2008-07-18,2473690880
2008-07-21,2450524160
2008-07-22,2540616960
2008-07-23,2558635520
2008-07-24,2525172480
2008-07-25,2499431680
2008-07-28,2453098240
2008-07-29,2483987200
2008-07-30,2458246400
2008-07-31,2463394560
2008-08-01,2486561280
2008-08-04,2509728000
2008-08-05,2522598400
2008-08-06,2486561280
2008-08-07,2620413440
2008-08-08,2695061760
2008-08-11,2674469120
2008-08-12,2687339520
2008-08-13,2702784000
2008-08-14,2702784000
2008-08-15,2700209920
2008-08-18,2666746880
2008-08-19,2628135680
2008-08-20,2607543040
2008-08-21,2592098560
2008-08-22,2617839360
2008-08-25,2561209600
2008-08-26,2556061440
2008-08-27,2607543040
2008-08-28,2679617280
2008-08-29,2628135680
2008-09-02,2602394880
2008-09-03,2579228160
2008-09-04,2576654080
2008-09-05,2566357760
2008-09-08,2646154240
2008-09-09,2558635520
2008-09-10,2507153920
2008-09-11,2512302080
2008-09-12,2460820480
2008-09-15,2471116800
2008-09-16,2401616640
2008-09-17,2368153600
2008-09-18,2280634880
2008-09-19,2414487040
2008-09-22,2321820160
2008-09-23,2278060800
2008-09-24,2234301440
2008-09-25,2218856960
2008-09-26,2249745920
2008-09-29,2095301120
2008-09-30,2091120239
2008-10-01,2066106840
2008-10-02,2021082720
2008-10-03,1928533140
2008-10-06,1850991600
2008-10-07,1798463460
2008-10-08,1878506340
2008-10-09,1770948720
2008-10-10,1670895120
2008-10-13,1748436660
2008-10-14,1750938000
2008-10-15,1565838840
2008-10-16,1623369660
2008-10-17,1605860280
2008-10-20,1660889760
2008-10-21,1625871000
2008-10-22,1600857600
2008-10-23,1593353580
2008-10-24,1568340180
2008-10-27,1495801320
2008-10-28,1638377700
2008-10-29,1668393780
2008-10-30,1683401820
2008-10-31,1725924600
2008-11-03,1730927280
2008-11-04,1763444700
2008-11-05,1743433980
2008-11-06,1550830800
2008-11-07,1543326780
2008-11-10,1500804000
2008-11-11,1420761120
2008-11-12,1325710200
2008-11-13,1513310700
2008-11-14,1425763800
2008-11-17,1463283900
2008-11-18,1413257100
2008-11-19,1315704840
2008-11-20,1078077540
2008-11-21,1130605680
2008-11-24,1215651240
2008-11-25,1338216900
2008-11-26,1408254420
2008-11-28,1455779880
2008-12-01,1285688760
2008-12-02,1280686080
2008-12-03,1343219580
2008-12-04,1275683400
2008-12-05,1313203500
2008-12-08,1305699480
2008-12-09,1280686080
2008-12-10,1345720920
2008-12-11,1305699480
2008-12-12,1330712880
2008-12-15,1273182060
2008-12-16,1365731640
2008-12-17,1353224940
2008-12-18,1390745040
2008-12-19,1338216900
2008-12-22,1265678040
2008-12-23,1275683400
2008-12-24,1260675360
2008-12-26,1268179380
2008-12-29,1203144540
2008-12-30,1220653920
2008-12-31,1243165980
2009-01-02,1265678040
2009-01-05,1235661960
2009-01-06,1293192780
2009-01-07,1320707520
2009-01-08,1320707520
2009-01-09,1310702160
2009-01-12,1263176700
2009-01-13,1213149900
2009-01-14,1135608360
2009-01-15,1138109700
2009-01-16,1133107020
2009-01-20,1050562800
2009-01-21,1090584240
2009-01-22,1060568160
2009-01-23,1073074860
2009-01-26,1090584240
2009-01-27,1120600320
2009-01-28,1165624440
2009-01-29,1155619080
2009-01-30,1138109700
2009-02-02,1120600320
2009-02-03,1128104340
2009-02-04,1148115060
2009-02-05,1138109700
2009-02-06,1225656600
2009-02-09,1063069500
2009-02-10,1038056100
2009-02-11,1028050740
2009-02-12,1055565479
2009-02-13,1048061460
2009-02-17,1043058780
2009-02-18,1018045380
2009-02-19,922994460
2009-02-20,890477040
2009-02-23,865463640
2009-02-24,915490440
2009-02-25,860460960
2009-02-26,865463640
2009-02-27,845452920
2009-03-02,740396640
2009-03-03,742897980
2009-03-04,770412720
2009-03-05,715383240
2009-03-06,727889940
2009-03-09,695372520
2009-03-10,732892620
2009-03-11,685367160
2009-03-12,700375200
2009-03-13,765410040
2009-03-16,790423440
2009-03-17,805431480
2009-03-18,810434160
2009-03-19,792924780
2009-03-20,772914060
2009-03-23,820439520
2009-03-24,800428800
2009-03-25,822940860
2009-03-26,900482400
2009-03-27,872967660
2009-03-30,850455600
2009-03-31,875909730
2009-04-01,873399960
2009-04-02,946183290
2009-04-03,943673520
2009-04-06,895987890
2009-04-07,880929270
2009-04-08,868380420
2009-04-09,961241910
2009-04-13,1016456850
2009-04-14,983829840
2009-04-15,986339610
2009-04-16,1031515470
2009-04-17,1079201100
2009-04-20,1036535010
2009-04-21,1061632710
2009-04-22,1059122939
2009-04-23,1049083859
2009-04-24,1091749950
2009-04-27,1084220640
2009-04-28,1154494200
2009-04-29,1134416040
2009-04-30,1136925810
2009-05-01,1076691330
2009-05-04,1124376960
2009-05-05,1182101670
2009-05-06,1214728680
2009-05-07,1242336150
2009-05-08,1367824650
2009-05-11,1330178100
2009-05-12,1367824650
2009-05-13,1262414310
2009-05-14,1264924080
2009-05-15,1244845920
2009-05-18,1295041320
2009-05-19,1315119480
2009-05-20,1325158560
2009-05-21,1295041320
2009-05-22,1279982700
2009-05-26,1322648790
