,ROL
2014-03-24,4390131858
2014-03-25,4395059055
2014-03-26,4375350270
2014-03-27,4365495877
2014-03-28,4360568681
2014-03-31,4411260000
2014-04-01,4509725625
2014-04-02,4485109218
2014-04-03,4470339375
2014-04-04,4406336718
2014-04-07,4391566875
2014-04-08,4411260000
2014-04-09,4440799687
2014-04-10,4327564218
2014-04-11,4327564218
2014-04-14,4317717656
2014-04-15,4307871093
2014-04-16,4337410781
2014-04-17,4362027187
2014-04-21,4376797031
2014-04-22,4391566875
2014-04-23,4406336718
2014-04-24,4391566875
2014-04-25,4352180625
2014-04-28,4406336718
2014-04-29,4362027187
2014-04-30,4386643593
2014-05-01,4391566875
2014-05-02,4396490156
2014-05-05,4386643593
2014-05-06,4352180625
2014-05-07,4411260000
2014-05-08,4352180625
2014-05-09,4401413437
2014-05-12,4440799687
2014-05-13,4396490156
2014-05-14,4347257343
2014-05-15,4371873750
2014-05-16,4401413437
2014-05-19,4430953125
2014-05-20,4362027187
2014-05-21,4381720312
2014-05-22,4396490156
2014-05-23,4455569531
2014-05-27,4475262656
2014-05-28,4480185937
2014-05-29,4455569531
2014-05-30,4475262656
2014-06-02,4519572187
2014-06-03,4549111875
2014-06-04,4519572187
2014-06-05,4554035156
2014-06-06,4534342031
2014-06-09,4558958437
2014-06-10,4558958437
2014-06-11,4544188593
2014-06-12,4504802343
2014-06-13,4504802343
2014-06-16,4480185937
2014-06-17,4485109218
2014-06-18,4470339375
2014-06-19,4450646250
2014-06-20,4435876406
2014-06-23,4391566875
2014-06-24,4357103906
2014-06-25,4357103906
2014-06-26,4327564218
2014-06-27,4327564218
2014-06-30,4374546750
2014-07-01,4408992000
2014-07-02,4423754250
2014-07-03,4443437250
2014-07-07,4404071250
2014-07-08,4354863750
2014-07-09,4320418500
2014-07-10,4310577000
2014-07-11,4315497750
2014-07-14,4305656250
2014-07-15,4271211000
2014-07-16,4251528000
2014-07-17,4217082750
2014-07-18,4246607250
2014-07-21,4241686499
2014-07-22,4256448750
2014-07-23,4256448750
2014-07-24,4285973250
2014-07-25,4251528000
2014-07-28,4246607250
2014-07-29,4212162000
2014-07-30,4187558250
2014-07-31,4128509250
2014-08-01,4108826250
2014-08-04,4153112999
2014-08-05,4167875250
2014-08-06,4158033749
2014-08-07,4148192250
2014-08-08,4192479000
2014-08-11,4207241250
2014-08-12,4217082750
2014-08-13,4256448750
2014-08-14,4261369500
2014-08-15,4271211000
2014-08-18,4315497750
2014-08-19,4335180750
2014-08-20,4335180750
2014-08-21,4340101500
2014-08-22,4335180750
2014-08-25,4325339250
2014-08-26,4335180750
2014-08-27,4325339250
2014-08-28,4325339250
2014-08-29,4335180750
2014-09-02,4423754250
2014-09-03,4404071250
2014-09-04,4413912750
2014-09-05,4438516500
2014-09-08,4443437250
2014-09-09,4423754250
2014-09-10,4428675000
2014-09-11,4428675000
2014-09-12,4404071250
2014-09-15,4404071250
2014-09-16,4399150500
2014-09-17,4394229750
2014-09-18,4379467500
2014-09-19,4349943000
2014-09-22,4325339250
2014-09-23,4266290250
2014-09-24,4295814750
2014-09-25,4231845000
2014-09-26,4261369500
2014-09-29,4281052499
2014-09-30,4263125580
2014-10-01,4184542620
2014-10-02,4169808315
2014-10-03,4174719750
2014-10-06,4169808315
2014-10-07,4130516835
2014-10-08,4184542620
2014-10-09,4159985445
2014-10-10,4096136790
2014-10-13,4027376699
2014-10-14,4071579614
2014-10-15,4096136790
2014-10-16,4155074010
2014-10-17,4194365489
2014-10-20,4223834100
2014-10-21,4326974235
2014-10-22,4312239930
2014-10-23,4346619975
2014-10-24,4346619975
2014-10-27,4356442845
2014-10-28,4459582980
2014-10-29,4533254505
2014-10-30,4597103160
2014-10-31,4636394640
2014-11-03,4631483205
2014-11-04,4675686120
2014-11-05,4690420425
2014-11-06,4734623340
2014-11-07,4724800470
2014-11-10,4724800470
2014-11-11,4724800470
2014-11-12,4729711905
2014-11-13,4803383430
2014-11-14,4778826255
2014-11-17,4788649125
2014-11-18,4788649125
2014-11-19,4788649125
2014-11-20,4803383430
2014-11-21,4714977600
2014-11-24,4769003385
2014-11-25,4759180515
2014-11-26,4729711905
2014-11-28,4734623340
2014-12-01,4685508990
2014-12-02,4729711905
2014-12-03,4749357645
2014-12-04,4739534775
2014-12-05,4837763475
2014-12-08,4783737690
2014-12-09,4788649125
2014-12-10,4724800470
2014-12-11,4754269080
2014-12-12,4769003385
2014-12-15,4744446210
2014-12-16,4744446210
2014-12-17,4813206300
2014-12-18,4877054955
2014-12-19,4793560560
2014-12-22,4842674910
2014-12-23,4881966390
2014-12-24,4857409215
2014-12-26,4867232085
2014-12-29,4916346435
2014-12-30,4886877825
2014-12-31,4823746222
2015-01-02,4725402772
2015-01-05,4725402772
2015-01-06,4646728012
2015-01-07,4749988635
2015-01-08,4858166430
2015-01-09,4794243187
2015-01-12,4725402772
2015-01-13,4764740152
2015-01-14,4749988635
2015-01-15,4686065392
2015-01-16,4764740152
2015-01-20,4745071462
2015-01-21,4779491670
2015-01-22,4858166430
2015-01-23,4853249257
2015-01-26,4902420982
2015-01-27,4902420982
2015-01-28,5079439192
2015-01-29,4951592707
2015-01-30,4813911877
2015-02-02,4843414912
2015-02-03,4897503810
2015-02-04,4823746222
2015-02-05,4922089672
2015-02-06,4882752292
2015-02-09,4902420982
2015-02-10,4848332085
2015-02-11,4882752292
2015-02-12,4917172500
2015-02-13,4917172500
2015-02-17,4907338155
2015-02-18,4936841190
2015-02-19,4902420982
2015-02-20,4936841190
2015-02-23,4922089672
2015-02-24,4941758362
2015-02-25,4897503810
2015-02-26,4907338155
2015-02-27,4887669465
2015-03-02,4976178570
2015-03-03,4976178570
2015-03-04,4941758362
2015-03-05,4951592707
2015-03-06,4922089672
2015-03-09,4956509880
2015-03-10,4828663395
2015-03-11,4902420982
2015-03-12,4912255327
2015-03-13,5054853330
2015-03-16,5158113952
2015-03-17,5236788712
2015-03-18,5271208920
2015-03-19,5330214990
2015-03-20,5394138232
2015-03-23,5438392785
2015-03-24,5408889750
2015-03-25,5310546300
2015-03-26,5320380645
2015-03-27,5359718025
2015-03-30,5399055405
2015-03-31,5405752957
2015-04-01,5390996580
2015-04-02,5450022090
2015-04-06,5513966392
2015-04-07,5464778467
2015-04-08,5499210015
2015-04-09,5509047600
2015-04-10,5469697260
2015-04-13,5440184505
2015-04-14,5420509335
2015-04-15,5405752957
2015-04-16,5381158995
2015-04-17,5327052277
2015-04-20,5381158995
2015-04-21,5405752957
2015-04-22,5504128807
2015-04-23,5587748280
2015-04-24,5533641562
2015-04-27,5489372430
2015-04-28,5509047600
2015-04-29,5415590542
2015-04-30,5420509335
2015-05-01,5420509335
2015-05-04,5425428127
2015-05-05,5371321410
2015-05-06,5336889862
2015-05-07,5317214692
2015-05-08,5322133485
2015-05-11,5327052277
2015-05-12,5297539522
2015-05-13,5292620730
2015-05-14,5376240202
2015-05-15,5371321410
2015-05-18,5366402617
2015-05-19,5390996580
2015-05-20,5390996580
2015-05-21,5366402617
2015-05-22,5376240202
2015-05-26,5351646240
2015-05-27,5405752957
2015-05-28,5430346920
2015-05-29,5425428127
2015-06-01,5430346920
2015-06-02,5425428127
2015-06-03,5543479147
2015-06-04,5528722770
2015-06-05,5572991902
2015-06-08,5597585865
2015-06-09,5691042922
2015-06-10,5764824810
2015-06-11,5823850320
2015-06-12,5828769112
2015-06-15,5799256357
2015-06-16,5858281867
2015-06-17,5912388585
2015-06-18,5956657717
2015-06-19,5927144962
2015-06-22,5887794622
2015-06-23,5882875830
2015-06-24,5843525490
2015-06-25,6025520812
2015-06-26,6079627530
2015-06-29,6207516135
2015-06-30,6236486820
2015-07-01,6049588950
2015-07-02,5926629825
2015-07-06,6010242030
2015-07-07,6059425680
2015-07-08,5995486935
2015-07-09,5970895110
2015-07-10,6020078760
2015-07-13,6049588950
2015-07-14,6113527695
2015-07-15,6143037885
2015-07-16,6251241915
2015-07-17,6202058265
2015-07-20,6256160280
2015-07-21,6167629710
2015-07-22,6261078645
2015-07-23,6256160280
2015-07-24,6192221535
2015-07-27,6182384805
2015-07-28,6211894995
2015-07-29,6315180660
2015-07-30,6418466325
2015-07-31,6339772485
2015-08-03,6310262295
2015-08-04,6472568340
2015-08-05,6600445830
2015-08-06,6438139785
2015-08-07,6467649975
2015-08-10,6492241800
2015-08-11,6433221420
2015-08-12,6462731610
2015-08-13,6497160165
2015-08-14,6526670355
2015-08-17,6634874385
2015-08-18,6595527465
2015-08-19,6536507085
2015-08-20,6354527580
2015-08-21,6162711345
2015-08-24,5818425795
2015-08-25,5995486935
2015-08-26,6113527695
2015-08-27,6157792980
2015-08-28,6123364425
2015-08-31,6103690965
2015-09-01,5985650205
2015-09-02,6113527695
2015-09-03,6202058265
2015-09-04,6152874615
2015-09-08,6241405185
2015-09-09,6256160280
2015-09-10,6187303170
2015-09-11,6236486820
2015-09-14,6182384805
2015-09-15,6256160280
2015-09-16,6280752105
2015-09-17,6270915375
2015-09-18,6152874615
2015-09-21,6211894995
2015-09-22,6128282790
2015-09-23,6088935870
2015-09-24,6029915490
2015-09-25,6024997125
2015-09-28,5843017620
2015-09-29,5739731955
2015-09-30,5872286025
2015-10-01,5857531537
2015-10-02,5877204187
2015-10-05,5906713162
2015-10-06,5783759100
2015-10-07,5970649275
2015-10-08,6039503550
2015-10-09,6103439662
2015-10-12,6137866800
2015-10-13,6088685175
2015-10-14,6034585387
2015-10-15,6000158250
2015-10-16,6009994575
2015-10-19,5926385812
2015-10-20,5955894787
2015-10-21,5926385812
2015-10-22,5965731112
2015-10-23,6049339875
2015-10-26,6014912737
2015-10-27,5950976625
2015-10-28,5906713162
2015-10-29,5911631325
2015-10-30,5862449700
2015-11-02,5823104400
2015-11-03,5828022562
2015-11-04,5788677262
2015-11-05,5783759100
2015-11-06,5808349912
2015-11-09,5724741150
2015-11-10,5778840937
2015-11-11,5759168287
2015-11-12,5680477687
2015-11-13,5650968712
2015-11-16,5680477687
2015-11-17,5665723200
2015-11-18,5788677262
2015-11-19,5832940725
2015-11-20,5887040512
2015-11-23,5970649275
2015-11-24,5872286025
2015-11-25,5916549487
2015-11-27,5950976625
2015-11-30,5936222137
2015-12-01,6005076412
2015-12-02,5955894787
2015-12-03,5882122350
2015-12-04,5921467650
2015-12-07,5941140300
2015-12-08,5901795000
2015-12-09,5867367862
2015-12-10,5906713162
2015-12-11,5769004612
2015-12-14,5665723200
2015-12-15,5685395850
2015-12-16,5847695212
2015-12-17,5793595425
2015-12-18,5719822987
2015-12-21,5636214225
2015-12-22,5660805037
2015-12-23,5754250125
2015-12-24,5700150337
2015-12-28,5813268075
2015-12-29,5808349912
2015-12-30,5837858887
2015-12-31,5663420685
2016-01-04,5530568940
2016-01-05,5510887200
2016-01-06,5437080675
2016-01-07,5309149365
2016-01-08,5274706320
2016-01-11,5264865450
2016-01-12,5663420685
2016-01-13,5530568940
2016-01-14,5609295900
2016-01-15,5569932420
2016-01-19,5579773290
2016-01-20,5614216335
2016-01-21,5574852855
2016-01-22,5707704600
2016-01-25,5653579815
2016-01-26,5786431560
2016-01-27,5727386340
2016-01-28,5766749820
2016-01-29,6022612440
2016-02-01,5963567220
2016-02-02,5914362870
2016-02-03,5948805915
2016-02-04,5884840260
2016-02-05,5727386340
2016-02-08,5574852855
2016-02-09,5442001110
2016-02-10,5510887200
2016-02-11,5432160240
2016-02-12,5619136770
2016-02-16,5865158520
2016-02-17,5889760695
2016-02-18,5879919825
2016-02-19,5938965045
2016-02-22,5993089830
2016-02-23,5919283305
2016-02-24,6012771570
2016-02-25,6052135050
2016-02-26,6071816790
2016-02-29,6022612440
2016-03-01,6160384620
2016-03-02,6160384620
2016-03-03,6248952450
2016-03-04,6268634190
2016-03-07,6357202020
2016-03-08,6184986795
2016-03-09,6130862010
2016-03-10,6057055485
2016-03-11,6071816790
2016-03-14,6032453310
2016-03-15,6022612440
2016-03-16,6042294180
2016-03-17,6057055485
2016-03-18,6116100705
2016-03-21,5860238085
2016-03-22,5924203740
2016-03-23,5865158520
2016-03-24,5860238085
2016-03-28,5860238085
2016-03-29,6047214615
2016-03-30,5958646785
2016-03-31,5922373162
2016-04-01,5976436320
2016-04-04,5961691822
2016-04-05,5858480340
2016-04-06,5897799000
2016-04-07,5878139670
2016-04-08,5887969335
2016-04-11,5858480340
2016-04-12,5868310005
2016-04-13,5902713832
2016-04-14,5863395172
2016-04-15,5917458330
2016-04-18,5922373162
2016-04-19,5907628665
2016-04-20,5932202827
2016-04-21,5843735842
2016-04-22,5883054502
2016-04-25,5843735842
2016-04-26,5848650675
2016-04-27,5799502350
2016-04-28,5873224837
2016-04-29,5868310005
2016-05-02,5902713832
2016-05-03,5897799000
2016-05-04,5897799000
2016-05-05,5902713832
2016-05-06,5971521487
2016-05-09,5961691822
2016-05-10,6030499477
2016-05-11,5956776990
2016-05-12,6040329142
2016-05-13,5956776990
2016-05-16,5951862157
2016-05-17,5922373162
2016-05-18,5951862157
2016-05-19,5996095650
2016-05-20,6025584645
2016-05-23,6010840147
2016-05-24,6187774117
2016-05-25,6123881295
2016-05-26,6158285122
2016-05-27,6207433447
2016-05-31,6207433447
2016-06-01,6236922442
2016-06-02,6266411437
2016-06-03,6266411437
2016-06-06,6300815265
2016-06-07,6286070767
2016-06-08,6286070767
2016-06-09,6290985600
2016-06-10,6246752107
2016-06-13,6202518615
2016-06-14,6163199955
2016-06-15,6153370290
2016-06-16,6158285122
2016-06-17,6069818137
2016-06-20,6114051630
2016-06-21,6133710960
2016-06-22,6128796127
2016-06-23,6158285122
2016-06-24,6010840147
2016-06-27,5951862157
2016-06-28,6020669812
2016-06-29,6192688950
2016-06-30,6382546627
2016-07-01,6372734872
2016-07-05,6377640750
2016-07-06,6338393730
2016-07-07,6323676097
2016-07-08,6387452505
2016-07-11,6411981892
2016-07-12,6421793647
2016-07-13,6411981892
2016-07-14,6372734872
2016-07-15,6343299607
2016-07-18,6318770220
2016-07-19,6313864342
2016-07-20,6377640750
2016-07-21,6367828995
2016-07-22,6397264260
2016-07-25,6367828995
2016-07-26,6358017240
2016-07-27,6107817487
2016-07-28,6063664590
2016-07-29,6142158630
2016-08-01,6147064507
2016-08-02,6117629242
2016-08-03,6112723365
2016-08-04,6019511692
2016-08-05,6034229325
2016-08-08,5970452917
2016-08-09,6083288100
2016-08-10,6142158630
2016-08-11,6117629242
2016-08-12,6112723365
2016-08-15,6112723365
2016-08-16,6102911610
2016-08-17,6117629242
2016-08-18,6122535120
2016-08-19,6127440997
2016-08-22,6122535120
2016-08-23,6127440997
2016-08-24,6117629242
2016-08-25,6122535120
2016-08-26,6122535120
2016-08-29,6137252752
2016-08-30,6142158630
2016-08-31,6215746792
2016-09-01,6279523200
2016-09-02,6343299607
2016-09-06,6362923117
2016-09-07,6436511280
2016-09-08,6328581975
2016-09-09,6250087935
2016-09-12,6318770220
2016-09-13,6186311527
2016-09-14,6269711445
2016-09-15,6333487852
2016-09-16,6318770220
2016-09-19,6318770220
2016-09-20,6304052587
2016-09-21,6308958465
2016-09-22,6407076015
2016-09-23,6348205485
2016-09-26,6259899690
2016-09-27,6279523200
2016-09-28,6313864342
2016-09-29,6299146710
2016-09-30,6376106677
2016-10-03,6361403895
2016-10-04,6312394620
2016-10-05,6263385345
2016-10-06,6233979780
2016-10-07,6180069577
2016-10-10,6194772360
2016-10-11,6126159375
2016-10-12,6145763085
2016-10-13,6155564940
2016-10-14,6140862157
2016-10-17,6140862157
2016-10-18,6155564940
2016-10-19,6150664012
2016-10-20,6140862157
2016-10-21,6131060302
2016-10-24,6155564940
2016-10-25,6131060302
2016-10-26,6523134502
2016-10-27,6689766037
2016-10-28,6679964182
2016-10-31,6714270675
2016-11-01,6650558617
2016-11-02,6675063255
2016-11-03,6645657690
2016-11-04,6611351197
2016-11-07,6689766037
2016-11-08,6719171602
2016-11-09,6807388297
2016-11-10,6792685515
2016-11-11,6743676240
2016-11-14,6743676240
2016-11-15,6802487370
2016-11-16,6841694790
2016-11-17,6871100355
2016-11-18,6998524470
2016-11-21,6959317050
2016-11-22,7067137455
2016-11-23,7037731890
2016-11-25,7096543020
2016-11-28,7106344875
2016-11-29,7057335600
2016-11-30,6998524470
2016-12-01,7052434672
2016-12-02,7086741165
2016-12-05,7150453222
2016-12-06,7214165280
2016-12-07,7302381975
2016-12-08,7424905162
2016-12-09,7390598670
2016-12-12,7297481047
2016-12-13,7268075482
2016-12-14,7228868062
2016-12-15,7243570845
2016-12-16,7228868062
2016-12-19,7272976410
2016-12-20,7317084757
2016-12-21,7297481047
2016-12-22,7268075482
2016-12-23,7331787540
2016-12-27,7361193105
2016-12-28,7351391250
2016-12-29,7390598670
2016-12-30,7356292177
2017-01-03,7297669080
2017-01-04,7366329945
2017-01-05,7327095165
2017-01-06,7287860385
2017-01-09,7219199520
2017-01-10,7219199520
2017-01-11,7238816910
2017-01-12,7175060392
2017-01-13,7282956037
2017-01-17,7243721257
2017-01-18,7297669080
2017-01-19,7278051690
2017-01-20,7420277767
2017-01-23,7268242995
2017-01-24,7385947335
2017-01-25,7611547320
2017-01-26,7739060355
2017-01-27,7743964702
2017-01-30,7670399490
2017-01-31,7685112532
2017-02-01,7626260362
2017-02-02,7631164710
2017-02-03,7753773397
2017-02-06,7748869050
2017-02-07,7837147305
2017-02-08,7788103830
2017-02-09,7900903822
2017-02-10,7994086425
2017-02-13,8008799467
2017-02-14,7969564687
2017-02-15,8003895120
2017-02-16,8052938595
2017-02-17,8048034247
2017-02-21,8033321204
2017-02-22,8033321204
2017-02-23,8043129899
2017-02-24,8043129899
2017-02-27,8052938595
2017-02-28,7969564687
2017-03-01,8048034247
2017-03-02,7935234255
2017-03-03,7959755992
2017-03-06,7915616865
2017-03-07,7886190779
2017-03-08,7876382084
2017-03-09,7851860347
2017-03-10,7949947297
2017-03-13,7945042950
2017-03-14,7964660339
2017-03-15,8038225552
2017-03-16,8033321204
2017-03-17,8043129899
2017-03-20,7984277730
2017-03-21,7846956000
2017-03-22,7851860347
2017-03-23,7851860347
2017-03-24,7861669042
2017-03-27,7832242957
2017-03-28,7905808170
2017-03-29,7984277730
2017-03-30,8048034247
2017-03-31,8093324250
2017-04-03,7843166955
2017-04-04,7916742630
2017-04-05,7897122450
2017-04-06,7916742630
2017-04-07,7946172900
2017-04-10,7980508215
2017-04-11,8044273799
2017-04-12,7946172900
2017-04-13,7887312359
2017-04-17,8019748575
2017-04-18,8068799025
2017-04-19,8142374700
2017-04-20,8274810915
2017-04-21,8240475600
2017-04-24,8333671454
2017-04-25,8314051275
2017-04-26,8279715959
2017-04-27,8539683345
2017-04-28,8466107670
2017-05-01,8544588390
2017-05-02,8529873255
2017-05-03,8515158120
2017-05-04,8632879200
2017-05-05,8721170010
2017-05-08,8632879200
2017-05-09,8686834695
2017-05-10,8750600280
2017-05-11,8809460820
2017-05-12,8853606225
2017-05-15,8907561720
2017-05-16,8902656675
2017-05-17,8868321360
2017-05-18,8897751630
2017-05-19,9049808025
2017-05-22,9221484600
2017-05-23,9265630005
2017-05-24,9339205680
2017-05-25,9427496490
2017-05-26,9393161175
2017-05-30,9226389645
2017-05-31,9388256130
2017-06-01,9270535050
2017-06-02,9388256130
2017-06-05,9334300635
2017-06-06,9260724960
2017-06-07,9250914870
2017-06-08,9295060275
2017-06-09,9260724960
2017-06-12,9319585500
2017-06-13,9388256130
2017-06-14,9422591445
2017-06-15,9437306580
2017-06-16,9437306580
2017-06-19,9515787300
2017-06-20,9432401535
2017-06-21,9304870365
2017-06-22,9108668565
2017-06-23,9157719015
2017-06-26,9123383700
2017-06-27,8976232350
2017-06-28,8951707125
2017-06-29,8809460820
2017-06-30,8872656570
2017-07-03,8779466700
2017-07-05,8906989680
2017-07-06,8779466700
2017-07-07,8921703870
2017-07-10,8897180220
2017-07-11,8887370760
2017-07-12,8985465360
2017-07-13,8911894410
2017-07-14,8892275490
2017-07-17,8906989680
2017-07-18,9009989010
2017-07-19,9019798470
2017-07-20,8995274820
2017-07-21,9019798470
2017-07-24,9049226850
2017-07-25,9068845770
2017-07-26,9480843090
2017-07-27,9431795790
2017-07-28,9490652550
2017-07-31,9461224170
2017-08-01,9475938360
2017-08-02,9480843090
2017-08-03,9593651880
2017-08-04,9569128230
2017-08-07,9623080260
2017-08-08,9657413370
2017-08-09,9613270800
2017-08-10,9495557280
2017-08-11,9475938360
2017-08-14,9593651880
2017-08-15,9578937690
2017-08-16,9632889720
2017-08-17,9588747150
2017-08-18,9515176200
2017-08-21,9623080260
2017-08-22,9755507970
2017-08-23,9721174860
2017-08-24,9730984320
2017-08-25,9755507970
2017-08-28,9770222160
2017-08-29,9652508640
2017-08-30,9544604580
2017-08-31,9681937020
2017-09-01,9686841750
2017-09-05,9662318100
2017-09-06,9686841750
2017-09-07,9701555940
2017-09-08,9730984320
2017-09-11,9711365400
2017-09-12,9652508640
2017-09-13,9574032960
2017-09-14,9691746480
2017-09-15,9593651880
2017-09-18,9554414040
2017-09-19,9632889720
2017-09-20,9681937020
2017-09-21,9691746480
2017-09-22,9750603240
2017-09-25,9789841080
2017-09-26,9941887710
2017-09-27,9927173520
2017-09-28,9976220820
2017-09-29,10059601230
2017-10-02,9966457080
2017-10-03,10054742625
2017-10-04,10074361635
2017-10-05,10059647377
2017-10-06,10216599457
2017-10-09,10250932725
2017-10-10,10319599260
2017-10-11,10349027775
2017-10-12,10373551537
2017-10-13,10378456290
2017-10-16,10393170547
2017-10-17,10422599062
2017-10-18,10388265795
2017-10-19,10388265795
2017-10-20,10398075300
2017-10-23,10378456290
2017-10-24,10280361240
2017-10-25,9613314900
2017-10-26,9598600642
2017-10-27,9471077077
2017-10-30,9422029552
2017-10-31,9574076880
2017-11-01,9525029355
2017-11-02,9745743217
2017-11-03,9868362030
2017-11-06,9834028762
2017-11-07,9887981040
2017-11-08,9863457277
2017-11-09,9750647970
2017-11-10,9809505000
2017-11-13,9883076287
2017-11-14,9873266782
2017-11-15,9794790742
2017-11-16,9878171535
2017-11-17,9809505000
2017-11-20,9848743020
2017-11-21,9897790545
2017-11-22,9878171535
2017-11-24,9858552525
2017-11-27,9863457277
2017-11-28,9887981040
2017-11-29,10049837872
2017-11-30,10103790150
2017-12-01,10182266190
2017-12-04,10049837872
2017-12-05,9937028565
2017-12-06,10064552130
2017-12-07,10128313912
2017-12-08,10025314110
2017-12-11,9883076287
2017-12-12,9873266782
2017-12-13,9981171337
2017-12-14,9961552327
2017-12-15,10206789952
2017-12-18,10211694705
2017-12-19,10226408962
2017-12-20,10280361240
2017-12-21,10216599457
2017-12-22,10123409160
2017-12-26,10172456685
2017-12-27,10201885200
2017-12-28,10152837675
2017-12-29,10143028170
2018-01-02,10175667727
2018-01-03,10141307055
2018-01-04,10327836420
2018-01-05,10278749745
2018-01-08,10381831762
2018-01-09,10391649097
2018-01-10,10293475747
2018-01-11,10406375100
2018-01-12,10386740430
2018-01-16,10362197092
2018-01-17,10406375100
2018-01-18,10386740430
2018-01-19,10445644440
2018-01-22,10445644440
2018-01-23,10445644440
2018-01-24,11015049870
2018-01-25,11015049870
2018-01-26,11039593207
2018-01-29,10961054527
2018-01-30,10843246507
2018-01-31,10764707827
2018-02-01,10725438487
2018-02-02,10514365785
2018-02-05,10210028400
2018-02-06,10224754402
2018-02-07,10391649097
2018-02-08,9915508350
2018-02-09,9998955697
2018-02-12,10268932410
2018-02-13,10293475747
2018-02-14,10514365785
2018-02-15,10637082472
2018-02-16,10882515847
2018-02-20,10897241850
2018-02-21,10902150517
2018-02-22,10990506532
2018-02-23,11167218562
2018-02-26,11216305237
2018-02-27,11108314552
2018-02-28,10965963195
2018-03-01,10789251165
2018-03-02,10833429172
2018-03-05,10961054527
2018-03-06,11177035897
2018-03-07,11388108600
2018-03-08,11393017267
2018-03-09,11535368625
2018-03-12,11525551290
2018-03-13,11393017267
2018-03-14,11280117915
2018-03-15,11196670567
2018-03-16,11226122572
2018-03-19,11231031240
2018-03-20,11339021925
2018-03-21,11299752585
2018-03-22,11064136545
2018-03-23,10916876520
2018-03-26,11260483245
2018-03-27,11000323867
2018-03-28,11010141202
2018-03-29,11132857890
2018-04-02,10913218290
2018-04-03,11089950570
2018-04-04,11217590550
2018-04-05,11193044400
2018-04-06,10962310590
2018-04-09,11060495190
2018-04-10,11197953630
2018-04-11,11148861330
2018-04-12,11197953630
2018-04-13,11193044400
2018-04-16,11487598200
2018-04-17,11772333540
2018-04-18,11703604320
2018-04-19,11526872040
2018-04-20,11379595140
2018-04-23,11291229000
2018-04-24,11055585960
2018-04-25,10765941390
2018-04-26,10721758320
2018-04-27,10702121400
2018-04-30,10584299880
2018-05-01,10653029100
2018-05-02,10584299880
2018-05-03,10599027570
2018-05-04,10810124460
2018-05-07,10923036750
2018-05-08,10888672140
2018-05-09,10829761380
2018-05-10,10849398300
2018-05-11,11031039810
2018-05-14,10972129050
2018-05-15,10937764440
2018-05-16,10923036750
2018-05-17,10908309060
2018-05-18,10932855210
2018-05-21,11089950570
2018-05-22,10923036750
2018-05-23,10932855210
2018-05-24,10977038280
2018-05-25,10937764440
2018-05-29,10981947510
2018-05-30,11148861330
2018-05-31,10859216760
2018-06-01,10913218290
2018-06-04,11212681320
2018-06-05,11310865920
2018-06-06,11467961280
2018-06-07,11521962810
2018-06-08,11521962810
2018-06-11,11399232060
2018-06-12,11517053580
2018-06-13,11310865920
2018-06-14,11404141290
2018-06-15,11482688970
2018-06-18,11546508960
2018-06-19,11502325890
2018-06-20,11443415130
2018-06-21,11438505900
2018-06-22,11433596670
2018-06-25,11374685910
2018-06-26,11355048990
2018-06-27,11301047460
2018-06-28,11448324360
2018-06-29,11472870510
2018-07-02,11592073215
2018-07-03,11528245620
2018-07-05,11596983030
2018-07-06,11768826555
2018-07-09,11999587860
2018-07-10,11999587860
2018-07-11,12019227120
2018-07-12,12186160830
2018-07-13,12053595825
2018-07-16,12009407490
2018-07-17,11984858415
2018-07-18,12112513605
2018-07-19,12112513605
2018-07-20,12191070645
2018-07-23,12230349165
2018-07-24,12092874345
2018-07-25,12186160830
2018-07-26,12240168795
2018-07-27,12176341200
2018-07-30,11891571930
2018-07-31,11989768230
2018-08-01,12230349165
2018-08-02,12348184725
2018-08-03,12299086575
2018-08-06,12412012320
2018-08-07,12299086575
2018-08-08,12274537500
2018-08-09,12220529535
2018-08-10,12269627685
2018-08-13,12254898240
2018-08-14,12382553430
2018-08-15,12367823985
2018-08-16,12475839915
2018-08-17,12480749730
2018-08-20,12539667510
2018-08-21,12588765660
2018-08-22,12623134365
2018-08-23,12686961960
2018-08-24,12780248445
2018-08-27,12981550860
2018-08-28,13001190120
2018-08-29,13040468640
2018-08-30,13099386420
2018-08-31,13109206050
2018-09-04,13202492535
2018-09-05,13182853275
2018-09-06,13339967355
2018-09-07,13428344025
2018-09-10,13570728660
2018-09-11,13668924960
2018-09-12,13850588115
2018-09-13,13904596080
2018-09-14,13840768485
2018-09-17,13806399780
2018-09-18,14002792380
2018-09-19,13629646440
2018-09-20,13693474035
2018-09-21,13639466070
2018-09-24,13472532360
2018-09-25,13634556255
2018-09-26,13163214015
2018-09-27,12932452710
2018-09-28,13241771055
2018-10-01,12878248020
2018-10-02,12971533080
2018-10-03,12834060360
2018-10-04,12883157760
2018-10-05,12937164900
2018-10-08,12858609060
2018-10-09,12897886980
2018-10-10,12357815580
2018-10-11,12122148060
2018-10-12,12254711040
2018-10-15,12289079220
2018-10-16,12559114920
2018-10-17,12519837000
2018-10-18,12328357140
2018-10-19,12411822720
2018-10-22,12436371420
2018-10-23,12313627920
2018-10-24,12500198040
2018-10-25,12382364280
2018-10-26,12431461680
2018-10-29,12529656480
2018-10-30,12716226600
2018-10-31,12917525940
2018-11-01,12819331140
2018-11-02,12951894120
2018-11-05,12966623340
