,LDOS
2016-01-20,3936960000
2016-01-21,3866400000
2016-01-22,3957120000
2016-01-25,3863519999
2016-01-26,3515760000
2016-01-27,3324960000
2016-01-28,3282480000
2016-01-29,3320640000
2016-02-01,3288240000
2016-02-02,3193200000
2016-02-03,3175200000
2016-02-04,3205440000
2016-02-05,3059280000
2016-02-08,2997360000
2016-02-09,2995200000
2016-02-10,2986560000
2016-02-11,2936880000
2016-02-12,3018960000
2016-02-16,3111840000
2016-02-17,3186720000
2016-02-18,3039840000
2016-02-19,3016080000
2016-02-22,3083040000
2016-02-23,3061440000
2016-02-24,3062880000
2016-02-25,3116880000
2016-02-26,3088800000
2016-02-29,3111840000
2016-03-01,3195360000
2016-03-02,3265920000
2016-03-03,3294720000
2016-03-04,3348000000
2016-03-07,3373200000
2016-03-08,3294720000
2016-03-09,3278880000
2016-03-10,3349440000
2016-03-11,3426480000
2016-03-14,3378960000
2016-03-15,3364560000
2016-03-16,3433680000
2016-03-17,3482640000
2016-03-18,3524400000
2016-03-21,3546000000
2016-03-22,3528720000
2016-03-23,3525120000
2016-03-24,3522960000
2016-03-28,3548880000
2016-03-29,3645360000
2016-03-30,3595680000
2016-03-31,3623040000
2016-04-01,3751470000
2016-04-04,3777750000
2016-04-05,3731760000
2016-04-06,3746360000
2016-04-07,3706210000
2016-04-08,3720080000
2016-04-11,3701100000
2016-04-12,3700370000
2016-04-13,3799650000
2016-04-14,3733220000
2016-04-15,3790160000
2016-04-18,3819360000
2016-04-19,3768990000
2016-04-20,3768990000
2016-04-21,3728840000
2016-04-22,3768260000
2016-04-25,3746360000
2016-04-26,3784320000
2016-04-27,3696720000
2016-04-28,3639780000
2016-04-29,3621530000
2016-05-02,3627370000
2016-05-03,3592330000
2016-05-04,3557290000
2016-05-05,3568240000
2016-05-06,3592330000
2016-05-09,3583570000
2016-05-10,3633940000
2016-05-11,3565320000
2016-05-12,3608390000
2016-05-13,3571890000
2016-05-16,3620800000
2016-05-17,3541230000
2016-05-18,3561670000
2016-05-19,3542690000
2016-05-20,3609120000
2016-05-23,3568970000
2016-05-24,3637590000
2016-05-25,3612770000
2016-05-26,3632480000
2016-05-27,3647080000
2016-05-31,3606200000
2016-06-01,3631750000
2016-06-02,3655840000
2016-06-03,3606200000
2016-06-06,3621530000
2016-06-07,3598900000
2016-06-08,3625179999
2016-06-09,3604010000
2016-06-10,3537580000
2016-06-13,3504000000
2016-06-14,3506190000
2016-06-15,3456550000
2016-06-16,3448520000
2016-06-17,3420050000
2016-06-20,3481370000
2016-06-21,3496700000
2016-06-22,3460200000
2016-06-23,3480640000
2016-06-24,3344860000
2016-06-27,3336830000
2016-06-28,3367490000
2016-06-29,3416400000
2016-06-30,3494510000
2016-07-01,5453280000
2016-07-05,5427520000
2016-07-06,5486880000
2016-07-07,5496960000
2016-07-08,5666080000
2016-07-11,5311040000
2016-07-12,5432000000
2016-07-13,5549600000
2016-07-14,5600000000
2016-07-15,5576480000
2016-07-18,5485760000
2016-07-19,5442080000
2016-07-20,5488000000
2016-07-21,5477920000
2016-07-22,5644800000
2016-07-25,5673920000
2016-07-26,5817280000
2016-07-27,5860960000
2016-07-28,5672800000
2016-07-29,5601120000
2016-08-01,5660480000
2016-08-02,5415200000
2016-08-03,5416320000
2016-08-04,5309920000
2016-08-05,5391680000
2016-08-08,5351360000
2016-08-09,5323360000
2016-08-10,5328960000
2016-08-11,5458880000
2016-08-12,5589920000
2016-08-15,5626880000
2016-08-16,5789280000
2016-08-17,4312000000
2016-08-18,4418400000
2016-08-19,4422880000
2016-08-22,4519200000
2016-08-23,4488960000
2016-08-24,4482240000
2016-08-25,4446400000
2016-08-26,4429600000
2016-08-29,4481120000
2016-08-30,4475520000
2016-08-31,4537120000
2016-09-01,4564000000
2016-09-02,4614400000
2016-09-06,4653600000
2016-09-07,4721920000
2016-09-08,4714080000
2016-09-09,4646880000
2016-09-12,4739840000
2016-09-13,4644640000
2016-09-14,4628960000
2016-09-15,4715200000
2016-09-16,4651360000
2016-09-19,4719680000
2016-09-20,4711840000
2016-09-21,4762240000
2016-09-22,4845120000
2016-09-23,4832800000
2016-09-26,4845120000
2016-09-27,4888800000
2016-09-28,4917920000
2016-09-29,4869760000
2016-09-30,6492000000
2016-10-03,6412500000
2016-10-04,6355500000
2016-10-05,6325500000
2016-10-06,6420000000
2016-10-07,6310500000
2016-10-10,6294000000
2016-10-11,6202500000
2016-10-12,6300000000
2016-10-13,6247500000
2016-10-14,6282000000
2016-10-17,6234000000
2016-10-18,6255000000
2016-10-19,6262500000
2016-10-20,6283500000
2016-10-21,6289500000
2016-10-24,6348000000
2016-10-25,6264000000
2016-10-26,6253500000
2016-10-27,6177000000
2016-10-28,6210000000
2016-10-31,6235500000
2016-11-01,6210000000
2016-11-02,6181500000
2016-11-03,6658500000
2016-11-04,6564000000
2016-11-07,6627000000
2016-11-08,6526500000
2016-11-09,6753000000
2016-11-10,6876000000
2016-11-11,6967500000
2016-11-14,7110000000
2016-11-15,7188000000
2016-11-16,7180500000
2016-11-17,7132500000
2016-11-18,7254000000
2016-11-21,7417500000
2016-11-22,7420500000
2016-11-23,7455000000
2016-11-25,7497000000
2016-11-28,7537500000
2016-11-29,7689000000
2016-11-30,7680000000
2016-12-01,7680000000
2016-12-02,7735500000
2016-12-05,7782000000
2016-12-06,7857000000
2016-12-07,7818000000
2016-12-08,7840500000
2016-12-09,7837500000
2016-12-12,7545000000
2016-12-13,7653000000
2016-12-14,7650000000
2016-12-15,7675500000
2016-12-16,7675500000
2016-12-19,7701000000
2016-12-20,7719000000
2016-12-21,7704000000
2016-12-22,7662000000
2016-12-23,7659000000
2016-12-27,7687500000
2016-12-28,7635000000
2016-12-29,7708500000
2016-12-30,7671000000
2017-01-03,7642500000
2017-01-04,7702500000
2017-01-05,7615500000
2017-01-06,7598999999
2017-01-09,7497000000
2017-01-10,7540500000
2017-01-11,7515000000
2017-01-12,7498500000
2017-01-13,7494000000
2017-01-17,7413000000
2017-01-18,7473000000
2017-01-19,7453500000
2017-01-20,7448999999
2017-01-23,7392000000
2017-01-24,7420500000
2017-01-25,7447500000
2017-01-26,7431000000
2017-01-27,7432500000
2017-01-30,7293000000
2017-01-31,7248000000
2017-02-01,7246500000
2017-02-02,7363500000
2017-02-03,7453500000
2017-02-06,7518000000
2017-02-07,7570500000
2017-02-08,7513500000
2017-02-09,7623000000
2017-02-10,7626000000
2017-02-13,7648500000
2017-02-14,7659000000
2017-02-15,7743000000
2017-02-16,7801500000
2017-02-17,7792500000
2017-02-21,7898999999
2017-02-22,7969500000
2017-02-23,7873500000
2017-02-24,8112000000
2017-02-27,8106000000
2017-02-28,7995000000
2017-03-01,8203500000
2017-03-02,8031000000
2017-03-03,8053500000
2017-03-06,7975500000
2017-03-07,7953000000
2017-03-08,7906500000
2017-03-09,7939500000
2017-03-10,7921500000
2017-03-13,8092500000
2017-03-14,8052000000
2017-03-15,8230500000
2017-03-16,8061000000
2017-03-17,8092500000
2017-03-20,8082000000
2017-03-21,7918500000
2017-03-22,7930500000
2017-03-23,7902000000
2017-03-24,7893000000
2017-03-27,7758000000
2017-03-28,7755000000
2017-03-29,7834500000
2017-03-30,7698000000
2017-03-31,7722140000
2017-04-03,7633050000
2017-04-04,7657210000
2017-04-05,7542450000
2017-04-06,7557550000
2017-04-07,7645130000
2017-04-10,7643620000
2017-04-11,7701000000
2017-04-12,7663250000
2017-04-13,7646640000
2017-04-17,7743280000
2017-04-18,7755360000
2017-04-19,7812740000
2017-04-20,7942600000
2017-04-21,7883710000
2017-04-24,7992430000
2017-04-25,8025650000
2017-04-26,8063400000
2017-04-27,8055850000
2017-04-28,7951659999
2017-05-01,8076990000
2017-05-02,8087560000
2017-05-03,8093600000
2017-05-04,8212890000
2017-05-05,8224970000
2017-05-08,8049810000
2017-05-09,7935050000
2017-05-10,7916930000
2017-05-11,7957700000
2017-05-12,7953170000
2017-05-15,7972800000
2017-05-16,8110210000
2017-05-17,7892770000
2017-05-18,7781030000
2017-05-19,7868610000
2017-05-22,8058870000
2017-05-23,8255170000
2017-05-24,8289900000
2017-05-25,8324630000
2017-05-26,8286880000
2017-05-30,8282350000
2017-05-31,8389560000
2017-06-01,8511870000
2017-06-02,8448450000
2017-06-05,8437880000
2017-06-06,8445430000
2017-06-07,8406170000
2017-06-08,8415230000
2017-06-09,8360870000
2017-06-12,8398620000
2017-06-13,8409190000
2017-06-14,8326140000
2017-06-15,8330670000
2017-06-16,8150980000
2017-06-19,8143430000
2017-06-20,8060380000
2017-06-21,8116250000
2017-06-22,8095110000
2017-06-23,8087560000
2017-06-26,8110210000
2017-06-27,7874650000
2017-06-28,7894280000
2017-06-29,7770460000
2017-06-30,7856880000
2017-07-03,7905520000
2017-07-05,7958720000
2017-07-06,7780880000
2017-07-07,7914640000
2017-07-10,7914640000
2017-07-11,7937440000
2017-07-12,8069680000
2017-07-13,7996720000
2017-07-14,8092480000
2017-07-17,8068160000
2017-07-18,7993680000
2017-07-19,8115280000
2017-07-20,8150240000
2017-07-21,8122880000
2017-07-24,8109200000
2017-07-25,8191280000
2017-07-26,8128960000
2017-07-27,8116800000
2017-07-28,8147200000
2017-07-31,8122880000
2017-08-01,8104640000
2017-08-02,7945040000
2017-08-03,8609280000
2017-08-04,8540880000
2017-08-07,8565200000
2017-08-08,8612320000
2017-08-09,8539360000
2017-08-10,8583440000
2017-08-11,8615360000
2017-08-14,8720240000
2017-08-15,8709600000
2017-08-16,8695920000
2017-08-17,8502880000
2017-08-18,8411680000
2017-08-21,8407120000
2017-08-22,8498319999
2017-08-23,8545440000
2017-08-24,8443600000
2017-08-25,8490720000
2017-08-28,8496800000
2017-08-29,8606240000
2017-08-30,8715680000
2017-08-31,8864640000
2017-09-01,8928480000
2017-09-05,8785600000
2017-09-06,8809920000
2017-09-07,8770400000
2017-09-08,8680720000
2017-09-11,8726320000
2017-09-12,8767360000
2017-09-13,8685280000
2017-09-14,8562160000
2017-09-15,8572800000
2017-09-18,8714160000
2017-09-19,8819040000
2017-09-20,8841840000
2017-09-21,8857040000
2017-09-22,8942160000
2017-09-25,8904160000
2017-09-26,8926960000
2017-09-27,9033360000
2017-09-28,8954320000
2017-09-29,9001440000
2017-10-02,9182320000
2017-10-03,9107840000
2017-10-04,9158000000
2017-10-05,9352560000
2017-10-06,9386000000
2017-10-09,9424000000
2017-10-10,9446800000
2017-10-11,9445280000
2017-10-12,9472640000
2017-10-13,9539520000
2017-10-16,9436160000
2017-10-17,9396640000
2017-10-18,9332800000
2017-10-19,9351040000
2017-10-20,9451360000
2017-10-23,9390560000
2017-10-24,9308480000
2017-10-25,9536480000
2017-10-26,9495440000
2017-10-27,9478720000
2017-10-30,9414880000
2017-10-31,9503040000
2017-11-01,9550160000
2017-11-02,9548640000
2017-11-03,9676320000
2017-11-06,9568400000
2017-11-07,9512160000
2017-11-08,9457440000
2017-11-09,9370800000
2017-11-10,9404240000
2017-11-13,9367760000
2017-11-14,9329760000
2017-11-15,9392080000
2017-11-16,9399680000
2017-11-17,9285680000
2017-11-20,9369280000
2017-11-21,9340400000
2017-11-22,9287200000
2017-11-24,9319120000
2017-11-27,9357120000
2017-11-28,9544080000
2017-11-29,9483280000
2017-11-30,9662640000
2017-12-01,9472640000
2017-12-04,9645920000
2017-12-05,9627680000
2017-12-06,9516720000
2017-12-07,9603360000
2017-12-08,9747760000
2017-12-11,9772080000
2017-12-12,9749280000
2017-12-13,9737120000
2017-12-14,9708240000
2017-12-15,9819200000
2017-12-18,9908880000
2017-12-19,9840480000
2017-12-20,9884560000
2017-12-21,9895200000
2017-12-22,9913440000
2017-12-26,9848080000
2017-12-27,9825280000
2017-12-28,9852639999
2017-12-29,9814639999
2018-01-02,9728000000
2018-01-03,9715840000
2018-01-04,9849600000
2018-01-05,9838960000
2018-01-08,10089760000
2018-01-09,10068480000
2018-01-10,10120160000
2018-01-11,10250880000
2018-01-12,10188560000
2018-01-16,10098880000
2018-01-17,10171840000
2018-01-18,10082160000
2018-01-19,10205280000
2018-01-22,10203760000
2018-01-23,10174880000
2018-01-24,10007680000
2018-01-25,10019840000
2018-01-26,10076080000
2018-01-29,10290400000
2018-01-30,10135360000
2018-01-31,10123200000
2018-02-01,10328400000
2018-02-02,10066960000
2018-02-05,9595760000
2018-02-06,9419440000
2018-02-07,9773600000
2018-02-08,9509120000
2018-02-09,9518240000
2018-02-12,9779680000
2018-02-13,9822240000
2018-02-14,9990960000
2018-02-15,10044160000
2018-02-16,10095840000
2018-02-20,10066960000
2018-02-21,9911920000
2018-02-22,9994000000
2018-02-23,10006160000
2018-02-26,10092800000
2018-02-27,9913440000
2018-02-28,9623120000
2018-03-01,9691520000
2018-03-02,9880000000
2018-03-05,10021360000
2018-03-06,10062400000
2018-03-07,10129280000
2018-03-08,10322320000
2018-03-09,10551840000
2018-03-12,10539680000
2018-03-13,10533600000
2018-03-14,10416560000
2018-03-15,10339040000
2018-03-16,10291920000
2018-03-19,10206800000
2018-03-20,10272160000
2018-03-21,10267600000
2018-03-22,10028960000
2018-03-23,9883040000
2018-03-26,9975760000
2018-03-27,9804000000
2018-03-28,9767520000
2018-03-29,9940800000
2018-04-02,9861760000
2018-04-03,9933200000
2018-04-04,9997040000
2018-04-05,10104960000
2018-04-06,9858720000
2018-04-09,9846560000
2018-04-10,10006160000
2018-04-11,9889120000
2018-04-12,9984880000
2018-04-13,9914960000
2018-04-16,10019840000
2018-04-17,10158160000
2018-04-18,10212880000
2018-04-19,10150560000
2018-04-20,10051760000
2018-04-23,10068480000
2018-04-24,9972720000
2018-04-25,9959040000
2018-04-26,9972720000
2018-04-27,9998560000
2018-04-30,9762960000
2018-05-01,9648960000
2018-05-02,9430080000
2018-05-03,9161040000
2018-05-04,9139760000
2018-05-07,9246160000
2018-05-08,9352560000
2018-05-09,9504560000
2018-05-10,9588160000
2018-05-11,9617040000
2018-05-14,9469600000
2018-05-15,9352560000
2018-05-16,9344960000
2018-05-17,9235520000
2018-05-18,9319120000
2018-05-21,9332800000
2018-05-22,9091120000
2018-05-23,9211200000
2018-05-24,9171680000
2018-05-25,9159520000
2018-05-29,9088080000
2018-05-30,9209680000
2018-05-31,9129120000
2018-06-01,9247680000
2018-06-04,9361680000
2018-06-05,9410320000
2018-06-06,9414880000
2018-06-07,9278080000
2018-06-08,9316080000
2018-06-11,9361680000
2018-06-12,9405760000
2018-06-13,9387520000
2018-06-14,9234000000
2018-06-15,9147360000
2018-06-18,9044000000
2018-06-19,9044000000
2018-06-20,8869200000
2018-06-21,8803840000
2018-06-22,8892000000
2018-06-25,8945200000
2018-06-26,9066800000
2018-06-27,8899600000
2018-06-28,8914800000
2018-06-29,8909000000
2018-07-02,8966380000
2018-07-03,8942220000
2018-07-05,9002620000
2018-07-06,9087180000
2018-07-09,9262340000
2018-07-10,9251770000
2018-07-11,9277440000
2018-07-12,9431460000
2018-07-13,9426930000
2018-07-16,9435990000
2018-07-17,9600580000
2018-07-18,9590010000
2018-07-19,9671550000
2018-07-20,9715340000
2018-07-23,9744030000
2018-07-24,9546220000
2018-07-25,9626250000
2018-07-26,10299710000
2018-07-27,10338970000
2018-07-30,10203069999
2018-07-31,10331420000
2018-08-01,10361620000
2018-08-02,10449200000
2018-08-03,10508090000
2018-08-06,10521680000
2018-08-07,10536780000
2018-08-08,10710430000
2018-08-09,10666640000
2018-08-10,10653050000
2018-08-13,10612280000
2018-08-14,10730060000
2018-08-15,10663620000
2018-08-16,10690800000
2018-08-17,10829720000
2018-08-20,10799520000
2018-08-21,10870490000
2018-08-22,10773850000
2018-08-23,10499030000
2018-08-24,10600200000
2018-08-27,10704390000
2018-08-28,10630400000
2018-08-29,10740630000
2018-08-30,10722510000
2018-08-31,10686270000
2018-09-04,10755730000
2018-09-05,10680230000
2018-09-06,10713450000
2018-09-07,10544330000
2018-09-10,10570000000
2018-09-11,10601710000
2018-09-12,10601710000
2018-09-13,10702880000
2018-09-14,10746670000
2018-09-17,10657580000
2018-09-18,10606240000
2018-09-19,10334440000
2018-09-20,10381250000
2018-09-21,10533760000
2018-09-24,10268000000
2018-09-25,10394840000
2018-09-26,10258940000
2018-09-27,10332930000
2018-09-28,10235680000
2018-10-01,10043280000
2018-10-02,10142440000
2018-10-03,10022560000
2018-10-04,10019600000
2018-10-05,9991480000
2018-10-08,9944120000
2018-10-09,9945600000
2018-10-10,9772440000
2018-10-11,9583000000
2018-10-12,9631840000
2018-10-15,9751720000
2018-10-16,10009240000
2018-10-17,10019600000
2018-10-18,9873080000
2018-10-19,10000359999
2018-10-22,9936720000
2018-10-23,9836080000
2018-10-24,9266280000
2018-10-25,9060560000
2018-10-26,9062040000
2018-10-29,9150840000
2018-10-30,9341760000
2018-10-31,9587440000
2018-11-01,9377280000
2018-11-02,9235200000
2018-11-05,9260360000
2018-11-06,9399480000
2018-11-07,9716200000
2018-11-08,9742840000
2018-11-09,9654040000
2018-11-12,9528240000
2018-11-13,9540080000
2018-11-14,9366920000
2018-11-15,9523800000
2018-11-16,9574120000
2018-11-19,9458680000
2018-11-20,9241120000
2018-11-21,9329920000
2018-11-23,9309200000
2018-11-26,9442400000
2018-11-27,9287000000
2018-11-28,9356560000
2018-11-29,9187840000
2018-11-30,9324000000
2018-12-03,9261840000
2018-12-04,8724600000
2018-12-06,8918480000
2018-12-07,8712760000
2018-12-10,8803040000
2018-12-11,8669840000
2018-12-12,8803040000
2018-12-13,8649120000
2018-12-14,8443400000
2018-12-17,8215480000
2018-12-18,8206600000
2018-12-19,8064520000
2018-12-20,7937240000
2018-12-21,7608679999
2018-12-24,7479920000
2018-12-26,7753720000
2018-12-27,7778880000
2018-12-28,7598000000
2018-12-31,7644400000
2019-01-02,7547250000
2019-01-03,7442850000
2019-01-04,7740100000
2019-01-07,7757500000
2019-01-08,7816949999
2019-01-09,7912650000
2019-01-10,7961949999
2019-01-11,8035900000
2019-01-14,8022850000
2019-01-15,8031550000
2019-01-16,8015600000
2019-01-17,8131600000
2019-01-18,8247600000
2019-01-22,8137400000
2019-01-23,8141750000
2019-01-24,8173650000
2019-01-25,8272250000
2019-01-28,8278050000
2019-01-29,8338950000
2019-01-30,8437550000
2019-01-31,8410000000
2019-02-01,8575300000
2019-02-04,8804400000
2019-02-05,8885600000
2019-02-06,8911700000
2019-02-07,9094400000
2019-02-08,9001600000
2019-02-11,8981300000
2019-02-12,8992900000
2019-02-13,9021900000
2019-02-14,9037850000
2019-02-15,9188650000
2019-02-19,9034950000
2019-02-20,8943600000
2019-02-21,9127750000
2019-02-22,9351050000
2019-02-25,9375700000
2019-02-26,9214750000
2019-02-27,9268400000
2019-02-28,9365550000
2019-03-01,9422100000
2019-03-04,9294500000
2019-03-05,9219100000
2019-03-06,9139350000
2019-03-07,9052350000
2019-03-08,9053800000
2019-03-11,9161100000
2019-03-12,9139350000
2019-03-13,9185750000
2019-03-14,9097300000
2019-03-15,9110350000
2019-03-18,9206050000
2019-03-19,9178500000
2019-03-20,9172700000
2019-03-21,9243750000
2019-03-22,9133550000
2019-03-25,9081350000
2019-03-26,9188650000
2019-03-27,9174150000
2019-03-28,9240850000
2019-03-29,9228960000
2019-04-01,9344160000
2019-04-02,9164160000
2019-04-03,9169920000
2019-04-04,9213120000
2019-04-05,9302400000
2019-04-08,9331200000
2019-04-09,9216000000
2019-04-10,9305280000
2019-04-11,9396000000
2019-04-12,9408960000
2019-04-15,9354240000
2019-04-16,9378720000
2019-04-17,9374400000
2019-04-18,9396000000
2019-04-22,9417600000
2019-04-23,9577440000
2019-04-24,9580320000
2019-04-25,9560160000
2019-04-26,9583200000
2019-04-29,9629280000
2019-04-30,10581120000
2019-05-01,10490400000
2019-05-02,10532160000
2019-05-03,10720800000
2019-05-06,10671840000
2019-05-07,10588320000
2019-05-08,10680480000
2019-05-09,10802880000
2019-05-10,10869120000
2019-05-13,10622880000
2019-05-14,10699200000
2019-05-15,10807200000
2019-05-16,10985760000
2019-05-17,10942560000
2019-05-20,10838880000
2019-05-21,11049120000
2019-05-22,11083680000
2019-05-23,10962720000
2019-05-24,10982880000
2019-05-28,10797120000
2019-05-29,10771200000
2019-05-30,10775520000
2019-05-31,10847520000
2019-06-03,10932480000
2019-06-04,11232000000
2019-06-05,11249280000
2019-06-06,11332800000
2019-06-07,11436480000
2019-06-10,11400480000
2019-06-11,11279520000
2019-06-12,11412000000
2019-06-13,11292480000
2019-06-14,11352960000
2019-06-17,11268000000
2019-06-18,11322720000
2019-06-19,11322720000
2019-06-20,11471040000
2019-06-21,11364480000
2019-06-24,11370240000
2019-06-25,11394720000
2019-06-26,11305440000
2019-06-27,11432160000
2019-06-28,11418550000
2019-07-01,11464310000
2019-07-02,11460020000
2019-07-03,11640200000
2019-07-05,11728860000
2019-07-08,11641630000
2019-07-09,11657360000
2019-07-10,11654500000
2019-07-11,11717420000
2019-07-12,11787490000
2019-07-15,11774620000
2019-07-16,11731720000
2019-07-17,11550110000
2019-07-18,11577280000
2019-07-19,11381370000
2019-07-22,11379940000
2019-07-23,11558690000
2019-07-24,11668800000
2019-07-25,11604450000
2019-07-26,11787490000
2019-07-29,11914759999
2019-07-30,12066340000
2019-07-31,11740300000
2019-08-01,11927630000
2019-08-02,11705980000
2019-08-05,11294140000
2019-08-06,11445720000
2019-08-07,11521509999
2019-08-08,11997700000
2019-08-09,11877580000
2019-08-12,11876150000
2019-08-13,12050610000
2019-08-14,11843259999
2019-08-15,11856130000
2019-08-16,11986259999
2019-08-19,12166440000
2019-08-20,12079210000
2019-08-21,12232220000
2019-08-22,12235080000
2019-08-23,11927630000
2019-08-26,12054900000
2019-08-27,12159290000
2019-08-28,12257960000
2019-08-29,12469600000
2019-08-30,12492480000
2019-09-03,12348050000
2019-09-04,12529660000
2019-09-05,12701259999
2019-09-06,12529660000
2019-09-09,12143560000
2019-09-10,12010570000
2019-09-11,12189320000
2019-09-12,12348050000
2019-09-13,12272259999
2019-09-16,12340900000
2019-09-17,12398100000
2019-09-18,12526800000
2019-09-19,12493910000
2019-09-20,12345190000
2019-09-23,12253670000
2019-09-24,12299430000
2019-09-25,12446720000
2019-09-26,12459590000
2019-09-27,12072840000
2019-09-30,12194960000
2019-10-01,12038760000
2019-10-02,11780320000
2019-10-03,11786000000
2019-10-04,11875460000
2019-10-07,11899600000
2019-10-08,11621280000
2019-10-09,11743400000
2019-10-10,11793100000
2019-10-11,11808720000
2019-10-14,11709320000
2019-10-15,11676660000
2019-10-16,11550280000
2019-10-17,11602820000
2019-10-18,11590040000
2019-10-21,11479280000
2019-10-22,11259180000
2019-10-23,11252080000
2019-10-24,11365680000
2019-10-25,11357160000
2019-10-28,11475020000
2019-10-29,12267380000
2019-10-30,12309980000
2019-10-31,12244660000
2019-11-01,12116860000
2019-11-04,12180760000
2019-11-05,11811560000
2019-11-06,12088460000
2019-11-07,12212000000
2019-11-08,12382400000
2019-11-11,12449140000
2019-11-12,12639420000
2019-11-13,12707580000
2019-11-14,12842480000
2019-11-15,12926260000
2019-11-18,12977380000
2019-11-19,13022820000
2019-11-20,13015720000
2019-11-21,12787100000
2019-11-22,12567000000
2019-11-25,12784260000
2019-11-26,12880820000
2019-11-27,12919160000
2019-11-29,12899280000
2019-12-02,12758700000
2019-12-03,12731720000
2019-12-04,12743080000
2019-12-05,12772900000
2019-12-06,12876560000
2019-12-09,12794200000
2019-12-10,12728880000
2019-12-11,13075360000
2019-12-12,12948980000
2019-12-13,13041280000
2019-12-16,13012880000
2019-12-17,12997260000
2019-12-18,13586560000
2019-12-19,13671760000
2019-12-20,13917420000
2019-12-23,13890439999
2019-12-24,13920260000
2019-12-26,13991260000
2019-12-27,13948660000
2019-12-30,13925939999
2019-12-31,13900380000
2020-01-02,14004040000
2020-01-03,14126160000
2020-01-06,14251120000
2020-01-07,14198580000
2020-01-08,14181540000
2020-01-09,14353360000
2020-01-10,14344840000
2020-01-13,14363300000
2020-01-14,14312180000
2020-01-15,14503880000
2020-01-16,14525180000
2020-01-17,14681380000
2020-01-21,14664340000
2020-01-22,14550740000
2020-01-23,14573460000
2020-01-24,14430040000
2020-01-27,14309340000
2020-01-28,14528020000
2020-01-29,14459860000
2020-01-30,14566360000
2020-01-31,14266740000
2020-02-03,14549320000
2020-02-04,14954020000
2020-02-05,15141460000
2020-02-06,15614320000
2020-02-07,15635620000
2020-02-10,15705200000
2020-02-11,15923880000
2020-02-12,15762000000
2020-02-13,16060200000
2020-02-14,16019020000
2020-02-18,17497240000
2020-02-19,17086860000
2020-02-20,16936340000
2020-02-21,16645240000
2020-02-24,16163860000
2020-02-25,15499300000
2020-02-26,15736439999
2020-02-27,14925620000
2020-02-28,14576300000
2020-03-02,15628520000
2020-03-03,15524860000
2020-03-04,15950860000
2020-03-05,15274939999
2020-03-06,15006560000
2020-03-09,13849260000
2020-03-10,14596180000
2020-03-11,13911740000
2020-03-12,12183600000
2020-03-13,12824020000
2020-03-16,11076000000
2020-03-17,11555960000
2020-03-18,11041920000
2020-03-19,10779220000
2020-03-20,10296420000
2020-03-23,10057860000
2020-03-24,11141320000
2020-03-25,12229040000
2020-03-26,13143520000
2020-03-27,13268480000
2020-03-30,13267060000
2020-03-31,13014300000
2020-04-01,12375300000
2020-04-02,12585460000
2020-04-03,12487480000
2020-04-06,13474380000
2020-04-07,13149200000
2020-04-08,13552480000
2020-04-09,13555320000
2020-04-13,13075360000
2020-04-14,13570939999
2020-04-15,13164820000
2020-04-16,13184700000
2020-04-17,14097760000
2020-04-20,14001200000
2020-04-21,13427520000
2020-04-22,13860620000
2020-04-23,14038120000
2020-04-24,14476900000
2020-04-27,14597600000
2020-04-28,14529439999
2020-04-29,14620320000
2020-04-30,14031020000
2020-05-01,13900380000
2020-05-04,14045220000
2020-05-05,13978480000
2020-05-06,13799560000
2020-05-07,14253960000
2020-05-08,14583400000
2020-05-11,14493939999
2020-05-12,14187220000
2020-05-13,13562420000
2020-05-14,13607860000
2020-05-15,13748439999
2020-05-18,14019660000
2020-05-19,13890439999
2020-05-20,14045220000
2020-05-21,14114800000
2020-05-22,14336320000
2020-05-26,14519500000
2020-05-27,14591920000
2020-05-28,14819120000
2020-05-29,14951180000
2020-06-01,15049160000
2020-06-02,14843260000
2020-06-03,15230920000
2020-06-04,15047740000
2020-06-05,15059100000
2020-06-08,15128680000
2020-06-09,15007980000
2020-06-10,14877340000
2020-06-11,14252540000
2020-06-12,14045220000
2020-06-15,14004040000
2020-06-16,14241180000
2020-06-17,14226980000
2020-06-18,14104860000
2020-06-19,13731400000
2020-06-22,13758380000
2020-06-23,13656140000
2020-06-24,13241500000
2020-06-25,13166240000
2020-06-26,12748760000
2020-06-29,13092400000
2020-06-30,13301140000
2020-07-01,13250020000
2020-07-02,13296880000
2020-07-06,12559900000
2020-07-07,12480380000
2020-07-08,12504520000
2020-07-09,12270220000
2020-07-10,12483220000
2020-07-13,12075680000
2020-07-14,12240400000
2020-07-15,12470439999
2020-07-16,12294360000
2020-07-17,12520140000
2020-07-20,12586880000
2020-07-21,12653620000
2020-07-22,12974540000
2020-07-23,12875140000
2020-07-24,12931939999
2020-07-27,12802720000
2020-07-28,12805560000
2020-07-29,13059740000
2020-07-30,13115120000
2020-07-31,13512720000
2020-08-03,13958600000
2020-08-04,13102340000
2020-08-05,12741660000
2020-08-06,12923420000
2020-08-07,13235820000
2020-08-10,13407640000
2020-08-11,13624900000
2020-08-12,13406220000
2020-08-13,13403380000
2020-08-14,13450240000
2020-08-17,13098080000
2020-08-18,13037020000
2020-08-19,13149200000
2020-08-20,12924840000
2020-08-21,12662140000
2020-08-24,12895020000
2020-08-25,12868040000
2020-08-26,12856680000
2020-08-27,13018560000
2020-08-28,12966020000
2020-08-31,12849580000
2020-09-01,12737400000
2020-09-02,13012880000
2020-09-03,12639420000
