,MKC
2009-04-13,3745608000
2009-04-14,3729936000
2009-04-15,3727324000
2009-04-16,3740384000
2009-04-17,3795236000
2009-04-20,3758668000
2009-04-21,3776952000
2009-04-22,3758668000
2009-04-23,3769116000
2009-04-24,3776952000
2009-04-27,3779564000
2009-04-28,3776952000
2009-04-29,3792624000
2009-04-30,3847476000
2009-05-01,3852700000
2009-05-04,3975464000
2009-05-05,3925836000
2009-05-06,3925836000
2009-05-07,3996360000
2009-05-08,4035540000
2009-05-11,4006808000
2009-05-12,4113900000
2009-05-13,4090392000
2009-05-14,4100840000
2009-05-15,4072108000
2009-05-18,4095616000
2009-05-19,4043376000
2009-05-20,4012032000
2009-05-21,3980688000
2009-05-22,4032928000
2009-05-26,4043376000
2009-05-27,3954568000
2009-05-28,3944120000
2009-05-29,3985912000
2009-06-01,3992450000
2009-06-02,4023866000
2009-06-03,4026484000
2009-06-04,4047428000
2009-06-05,4036956000
2009-06-08,4065754000
2009-06-09,4042192000
2009-06-10,4036956000
2009-06-11,4084080000
2009-06-12,4186182000
2009-06-15,4110260000
2009-06-16,4065754000
2009-06-17,4094552000
2009-06-18,4207126000
2009-06-19,4214980000
2009-06-22,4293519999
2009-06-23,4285666000
2009-06-24,4233306000
2009-06-25,4230688000
2009-06-26,4259486000
2009-06-29,4288283999
2009-06-30,4259486000
2009-07-01,4353734000
2009-07-02,4293519999
2009-07-06,4361588000
2009-07-07,4267340000
2009-07-08,4290902000
2009-07-09,4254250000
2009-07-10,4249014000
2009-07-13,4277812000
2009-07-14,4301374000
2009-07-15,4356352000
2009-07-16,4361588000
2009-07-17,4288283999
2009-07-20,4277812000
2009-07-21,4280430000
2009-07-22,4301374000
2009-07-23,4324936000
2009-07-24,4319700000
2009-07-27,4280430000
2009-07-28,4298756000
2009-07-29,4272576000
2009-07-30,4277812000
2009-07-31,4217598000
2009-08-03,4235924000
2009-08-04,4225452000
2009-08-05,4204507999
2009-08-06,4160002000
2009-08-07,4146912000
2009-08-10,4170474000
2009-08-11,4186182000
2009-08-12,4160002000
2009-08-13,4131204000
2009-08-14,4160002000
2009-08-17,4110260000
2009-08-18,4112878000
2009-08-19,4160002000
2009-08-20,4194036000
2009-08-21,4259486000
2009-08-24,4259486000
2009-08-25,4251631999
2009-08-26,4254250000
2009-08-27,4243778000
2009-08-28,4233306000
2009-08-31,4281012000
2009-09-01,4281012000
2009-09-02,4259988000
2009-09-03,4299408000
2009-09-04,4309920000
2009-09-08,4441320000
2009-09-09,4394016000
2009-09-10,4388760000
2009-09-11,4401900000
2009-09-14,4420296000
2009-09-15,4430808000
2009-09-16,4462344000
2009-09-17,4449204000
2009-09-18,4604256000
2009-09-21,4549068000
2009-09-22,4491252000
2009-09-23,4567464000
2009-09-24,4454460000
2009-09-25,4428180000
2009-09-28,4470228000
2009-09-29,4472856000
2009-09-30,4459716000
2009-10-01,4401900000
2009-10-02,4388760000
2009-10-05,4383504000
2009-10-06,4415040000
2009-10-07,4407156000
2009-10-08,4420296000
2009-10-09,4425552000
2009-10-12,4433436000
2009-10-13,4430808000
2009-10-14,4449204000
2009-10-15,4512276000
2009-10-16,4538556000
2009-10-19,4604256000
2009-10-20,4604256000
2009-10-21,4596372000
2009-10-22,4546440000
2009-10-23,4517532000
2009-10-26,4496508000
2009-10-27,4546440000
2009-10-28,4546440000
2009-10-29,4604256000
2009-10-30,4599000000
2009-11-02,4604256000
2009-11-03,4572720000
2009-11-04,4575348000
2009-11-05,4601628000
2009-11-06,4606884000
2009-11-09,4669956000
2009-11-10,4690980000
2009-11-11,4688352000
2009-11-12,4704120000
2009-11-13,4719888000
2009-11-16,4764564000
2009-11-17,4754052000
2009-11-18,4725144000
2009-11-19,4730400000
2009-11-20,4725144000
2009-11-23,4790844000
2009-11-24,4785588000
2009-11-25,4772448000
2009-11-27,4701492000
2009-11-30,4720464000
2009-12-01,4791906000
2009-12-02,4828950000
2009-12-03,4786614000
2009-12-04,4828950000
2009-12-07,4852764000
2009-12-08,4797198000
2009-12-09,4776030000
2009-12-10,4783968000
2009-12-11,4789260000
2009-12-14,4791906000
2009-12-15,4773384000
2009-12-16,4776030000
2009-12-17,4733694000
2009-12-18,4752216000
2009-12-21,4765446000
2009-12-22,4754862000
2009-12-23,4757508000
2009-12-24,4807782000
2009-12-28,4821012000
2009-12-29,4818366000
2009-12-30,4818366000
2009-12-31,4781322000
2010-01-04,4802490000
2010-01-05,4789260000
2010-01-06,4807782000
2010-01-07,4844826000
2010-01-08,4858056000
2010-01-11,4897746000
2010-01-12,4942728000
2010-01-13,4987710000
2010-01-14,4982418000
2010-01-15,4974480000
2010-01-19,4993002000
2010-01-20,4932144000
2010-01-21,4900392000
2010-01-22,4865994000
2010-01-25,4924206000
2010-01-26,4908330000
2010-01-27,4966542000
2010-01-28,4823658000
2010-01-29,4802490000
2010-02-01,4839534000
2010-02-02,4895100000
2010-02-03,4828950000
2010-02-04,4731048000
2010-02-05,4733694000
2010-02-08,4704588000
2010-02-09,4744278000
2010-02-10,4752216000
2010-02-11,4757508000
2010-02-12,4773384000
2010-02-16,4839534000
2010-02-17,4910976000
2010-02-18,4977126000
2010-02-19,4995648000
2010-02-22,4958604000
2010-02-23,4913622000
2010-02-24,4929498000
2010-02-25,4908330000
2010-02-26,4910976000
2010-03-01,4969954000
2010-03-02,5020532000
2010-03-03,5033842000
2010-03-04,5044490000
2010-03-05,5057800000
2010-03-08,5025856000
2010-03-09,5055138000
2010-03-10,5071110000
2010-03-11,5097730000
2010-03-12,5100392000
2010-03-15,5145646000
2010-03-16,5142984000
2010-03-17,5177590000
2010-03-18,5172266000
2010-03-19,5206872000
2010-03-22,5244140000
2010-03-23,5286732000
2010-03-24,5238816000
2010-03-25,5063124000
2010-03-26,5009884000
2010-03-29,5039166000
2010-03-30,5095068000
2010-03-31,5105716000
2010-04-01,5134998000
2010-04-05,5076434000
2010-04-06,5105716000
2010-04-07,5081758000
2010-04-08,5076434000
2010-04-09,5113702000
2010-04-12,5105716000
2010-04-13,5111040000
2010-04-14,5092406000
2010-04-15,5140322000
2010-04-16,5142984000
2010-04-19,5158956000
2010-04-20,5196224000
2010-04-21,5214858000
2010-04-22,5252126000
2010-04-23,5257450000
2010-04-26,5262774000
2010-04-27,5190900000
2010-04-28,5201548000
2010-04-29,5294718000
2010-04-30,5268098000
2010-05-03,5273422000
2010-05-04,5244140000
2010-05-05,5249464000
2010-05-06,5137660000
2010-05-07,5052476000
2010-05-10,5230830000
2010-05-11,5236154000
2010-05-12,5268098000
2010-05-13,5260112000
2010-05-14,5228168000
2010-05-17,5273422000
2010-05-18,5206872000
2010-05-19,5212196000
2010-05-20,5124350000
2010-05-21,5158956000
2010-05-24,5124350000
2010-05-25,5044490000
2010-05-26,5068448000
2010-05-27,5161618000
2010-05-28,5134998000
2010-06-01,5121386000
2010-06-02,5244022000
2010-06-03,5292010000
2010-06-04,5161376000
2010-06-07,5145380000
2010-06-08,5201366000
2010-06-09,5198700000
2010-06-10,5310672000
2010-06-11,5289344000
2010-06-14,5281346000
2010-06-15,5366658000
2010-06-16,5361326000
2010-06-17,5435974000
2010-06-18,5403982000
2010-06-21,5318670000
2010-06-22,5270682000
2010-06-23,5222694000
2010-06-24,5193368000
2010-06-25,5196034000
2010-06-28,5236024000
2010-06-29,5142714000
2010-06-30,5060068000
2010-07-01,5033408000
2010-07-02,5004082000
2010-07-06,5054736000
2010-07-07,5140048000
2010-07-08,5094726000
2010-07-09,5102724000
2010-07-12,5126718000
2010-07-13,5158710000
2010-07-14,5209364000
2010-07-15,5198700000
2010-07-16,5121386000
2010-07-19,5118720000
2010-07-20,5185370000
2010-07-21,5156044000
2010-07-22,5180038000
2010-07-23,5196034000
2010-07-26,5254686000
2010-07-27,5318670000
2010-07-28,5265350000
2010-07-29,5185370000
2010-07-30,5244022000
2010-08-02,5294676000
2010-08-03,5308006000
2010-08-04,5371990000
2010-08-05,5281346000
2010-08-06,5241356000
2010-08-09,5278680000
2010-08-10,5310672000
2010-08-11,5268016000
2010-08-12,5313338000
2010-08-13,5300008000
2010-08-16,5289344000
2010-08-17,5369324000
2010-08-18,5417312000
2010-08-19,5406648000
2010-08-20,5451970000
2010-08-23,5403982000
2010-08-24,5284012000
2010-08-25,5278680000
2010-08-26,5273348000
2010-08-27,5345330000
2010-08-30,5300008000
2010-08-31,5297394000
2010-09-01,5363844000
2010-09-02,5385108000
2010-09-03,5387766000
2010-09-07,5393082000
2010-09-08,5451558000
2010-09-09,5435610000
2010-09-10,5430294000
2010-09-13,5414346000
2010-09-14,5417004000
2010-09-15,5443584000
2010-09-16,5446242000
2010-09-17,5480796000
2010-09-20,5515350000
2010-09-21,5499402000
2010-09-22,5499402000
2010-09-23,5456874000
2010-09-24,5544588000
2010-09-27,5510034000
2010-09-28,5462190000
2010-09-29,5462190000
2010-09-30,5587116000
2010-10-01,5536614000
2010-10-04,5523324000
2010-10-05,5541930000
2010-10-06,5541930000
2010-10-07,5539272000
2010-10-08,5541930000
2010-10-11,5592432000
2010-10-12,5587116000
2010-10-13,5648250000
2010-10-14,5658882000
2010-10-15,5704068000
2010-10-18,5741280000
2010-10-19,5648250000
2010-10-20,5688120000
2010-10-21,5720016000
2010-10-22,5767860000
2010-10-25,5741280000
2010-10-26,5759886000
2010-10-27,5712042000
2010-10-28,5781150000
2010-10-29,5874180000
2010-11-01,5844942000
2010-11-02,5850258000
2010-11-03,5847600000
2010-11-04,5929998000
2010-11-05,5940630000
2010-11-08,5956578000
2010-11-09,5903418000
2010-11-10,5879496000
2010-11-11,5852916000
2010-11-12,5802414000
2010-11-15,5823678000
2010-11-16,5762544000
2010-11-17,5781150000
2010-11-18,5868864000
2010-11-19,5863548000
2010-11-22,5884812000
2010-11-23,5834310000
2010-11-24,5911392000
2010-11-26,5884812000
2010-11-29,5866206000
2010-11-30,5847600000
2010-12-01,5900760000
2010-12-02,6100110000
2010-12-03,6147954000
2010-12-06,6132006000
2010-12-07,6187824000
2010-12-08,6161244000
2010-12-09,6174534000
2010-12-10,6179850000
2010-12-13,6171876000
2010-12-14,6227694000
2010-12-15,6222378000
2010-12-16,6296802000
2010-12-17,6341988000
2010-12-20,6294144000
2010-12-21,6251616000
2010-12-22,6238326000
2010-12-23,6230352000
2010-12-27,6238326000
2010-12-28,6238326000
2010-12-29,6206430000
2010-12-30,6206430000
2010-12-31,6185166000
2011-01-03,6179850000
2011-01-04,6124032000
2011-01-05,6076188000
2011-01-06,6036318000
2011-01-07,6007080000
2011-01-10,6046950000
2011-01-11,6076188000
2011-01-12,6100110000
2011-01-13,6105426000
2011-01-14,6108084000
2011-01-18,6166560000
2011-01-19,6147954000
2011-01-20,6179850000
2011-01-21,6177192000
2011-01-24,6113400000
2011-01-25,6155928000
2011-01-26,5945946000
2011-01-27,5999106000
2011-01-28,5914050000
2011-01-31,5874180000
2011-02-01,5898102000
2011-02-02,5892786000
2011-02-03,5937972000
2011-02-04,5975184000
2011-02-07,5951262000
2011-02-08,5932656000
2011-02-09,5945946000
2011-02-10,5969868000
2011-02-11,5993790000
2011-02-14,5993790000
2011-02-15,6070872000
2011-02-16,6065556000
2011-02-17,6110742000
2011-02-18,6121374000
2011-02-22,6113400000
2011-02-23,6171876000
2011-02-24,6248958000
2011-02-25,6291486000
2011-02-28,6307536000
2011-03-01,6283704000
2011-03-02,6299592000
2011-03-03,6424048000
2011-03-04,6376384000
2011-03-07,6315480000
2011-03-08,6400216000
2011-03-09,6463768000
2011-03-10,6405512000
2011-03-11,6469064000
2011-03-14,6410808000
2011-03-15,6363144000
2011-03-16,6286352000
2011-03-17,6344608000
2011-03-18,6469064000
2011-03-21,6543208000
2011-03-22,6477008000
2011-03-23,6495544000
2011-03-24,6524672000
2011-03-25,6569688000
2011-03-28,6569688000
2011-03-29,6458472000
2011-03-30,6275760000
2011-03-31,6334016000
2011-04-01,6344608000
2011-04-04,6344608000
2011-04-05,6318128000
2011-04-06,6296944000
2011-04-07,6262520000
2011-04-08,6217504000
2011-04-11,6304888000
2011-04-12,6289000000
2011-04-13,6299592000
2011-04-14,6320776000
2011-04-15,6355200000
2011-04-18,6246632000
2011-04-19,6251928000
2011-04-20,6381680000
2011-04-21,6344608000
2011-04-25,6347256000
2011-04-26,6394920000
2011-04-27,6450528000
2011-04-28,6482304000
2011-04-29,6503488000
2011-05-02,6498192000
2011-05-03,6516728000
2011-05-04,6495544000
2011-05-05,6466416000
2011-05-06,6458472000
2011-05-09,6495544000
2011-05-10,6551152000
2011-05-11,6524672000
2011-05-12,6654424000
2011-05-13,6580280000
2011-05-16,6620000000
2011-05-17,6627944000
2011-05-18,6662368000
2011-05-19,6686200000
2011-05-20,6662368000
2011-05-23,6604112000
2011-05-24,6638536000
2011-05-25,6545856000
2011-05-26,6567040000
2011-05-27,6593520000
2011-05-31,6656520000
2011-06-01,6587568000
2011-06-02,6497400000
2011-06-03,6391320000
2011-06-06,6431100000
2011-06-07,6454968000
2011-06-08,6468228000
2011-06-09,6486792000
2011-06-10,6399276000
2011-06-13,6468228000
2011-06-14,6545136000
2011-06-15,6492096000
2011-06-16,6561048000
2011-06-17,6598176000
2011-06-20,6672432000
2011-06-21,6712212000
2011-06-22,6685692000
2011-06-23,6624696000
2011-06-24,6630000000
2011-06-27,6683040000
2011-06-28,6733428000
2011-06-29,6762600000
2011-06-30,6574308000
2011-07-01,6614088000
2011-07-05,6579612000
2011-07-06,6582264000
2011-07-07,6622044000
2011-07-08,6510660000
2011-07-11,6481488000
2011-07-12,6515964000
2011-07-13,6545136000
2011-07-14,6537180000
2011-07-15,6529224000
2011-07-18,6500052000
2011-07-19,6598176000
2011-07-20,6616740000
2011-07-21,6685692000
2011-07-22,6664476000
2011-07-25,6637956000
2011-07-26,6606132000
2011-07-27,6502704000
2011-07-28,6510660000
2011-07-29,6449664000
2011-08-01,6420492000
2011-08-02,6325020000
2011-08-03,6330324000
2011-08-04,6094296000
2011-08-05,6179160000
2011-08-08,5879484000
2011-08-09,6004128000
2011-08-10,5831748000
2011-08-11,6043908000
2011-08-12,6073080000
2011-08-15,6179160000
2011-08-16,6149988000
2011-08-17,6179160000
2011-08-18,5988216000
2011-08-19,5871528000
2011-08-22,5932524000
2011-08-23,6091644000
2011-08-24,6099600000
2011-08-25,5974956000
2011-08-26,6065124000
2011-08-29,6250764000
2011-08-30,6287892000
2011-08-31,6349962000
2011-09-01,6307434000
2011-09-02,6195798000
2011-09-06,6179850000
2011-09-07,6339330000
2011-09-08,6203772000
2011-09-09,6046950000
2011-09-12,6036318000
2011-09-13,6089478000
2011-09-14,6150612000
2011-09-15,6235668000
2011-09-16,6240984000
2011-09-19,6179850000
2011-09-20,6201114000
2011-09-21,6049608000
2011-09-22,6065556000
2011-09-23,6198456000
2011-09-26,6326040000
2011-09-27,6339330000
2011-09-28,6145296000
2011-09-29,6158586000
2011-09-30,6134664000
2011-10-03,5969868000
2011-10-04,6132006000
2011-10-05,6110742000
2011-10-06,6206430000
2011-10-07,6203772000
2011-10-10,6272880000
2011-10-11,6288828000
2011-10-12,6283512000
2011-10-13,6211746000
2011-10-14,6312750000
2011-10-17,6334014000
2011-10-18,6482862000
2011-10-19,6413754000
2011-10-20,6458940000
2011-10-21,6621078000
2011-10-24,6575892000
2011-10-25,6445650000
2011-10-26,6490836000
2011-10-27,6573234000
2011-10-28,6594498000
2011-10-31,6453624000
2011-11-01,6384516000
2011-11-02,6461598000
2011-11-03,6634368000
2011-11-04,6610446000
2011-11-07,6645000000
2011-11-08,6650316000
2011-11-09,6427044000
2011-11-10,6488178000
2011-11-11,6586524000
2011-11-14,6530706000
2011-11-15,6567918000
2011-11-16,6490836000
2011-11-17,6408438000
2011-11-18,6403122000
2011-11-21,6312750000
2011-11-22,6288828000
2011-11-23,6195798000
2011-11-25,6304776000
2011-11-28,6326040000
2011-11-29,6357936000
2011-11-30,6481970000
2011-12-01,6460674000
2011-12-02,6492618000
2011-12-05,6543196000
2011-12-06,6575140000
2011-12-07,6585788000
2011-12-08,6519238000
2011-12-09,6625718000
2011-12-12,6535210000
2011-12-13,6481970000
2011-12-14,6497942000
2011-12-15,6567154000
2011-12-16,6489956000
2011-12-19,6497942000
2011-12-20,6596436000
2011-12-21,6681620000
2011-12-22,6641690000
2011-12-23,6700254000
2011-12-27,6753494000
2011-12-28,6697592000
2011-12-29,6758818000
2011-12-30,6710902000
2012-01-03,6697592000
2012-01-04,6697592000
2012-01-05,6705578000
2012-01-06,6705578000
2012-01-09,6740184000
2012-01-10,6814720000
2012-01-11,6804072000
2012-01-12,6820044000
2012-01-13,6817382000
2012-01-17,6841340000
2012-01-18,6910552000
2012-01-19,6931848000
2012-01-20,6854650000
2012-01-23,6830692000
2012-01-24,6798748000
2012-01-25,6902566000
2012-01-26,6798748000
2012-01-27,6710902000
2012-01-30,6737522000
2012-01-31,6726874000
2012-02-01,6798748000
2012-02-02,6836016000
2012-02-03,6820044000
2012-02-06,6806734000
2012-02-07,6721550000
2012-02-08,6734860000
2012-02-09,6737522000
2012-02-10,6716226000
2012-02-13,6705578000
2012-02-14,6697592000
2012-02-15,6684282000
2012-02-16,6718888000
2012-02-17,6758818000
2012-02-21,6684282000
2012-02-22,6655000000
2012-02-23,6673634000
2012-02-24,6692268000
2012-02-27,6726874000
2012-02-28,6700254000
2012-02-29,6690996000
2012-03-01,6685692000
2012-03-02,6736080000
2012-03-05,6738732000
2012-03-06,6685692000
2012-03-07,6722820000
2012-03-08,6733428000
2012-03-09,6759948000
2012-03-12,6810336000
2012-03-13,6866028000
2012-03-14,6815640000
2012-03-15,6852768000
2012-03-16,6860724000
2012-03-19,6889896000
2012-03-20,6860724000
2012-03-21,6884592000
2012-03-22,6905808000
2012-03-23,6913764000
2012-03-26,7030452000
2012-03-27,7189572000
2012-03-28,7192224000
2012-03-29,7173660000
2012-03-30,7216092000
2012-04-02,7300956000
2012-04-03,7279740000
2012-04-04,7208136000
2012-04-05,7213440000
2012-04-09,7144488000
2012-04-10,7080840000
2012-04-11,7136532000
2012-04-12,7160400000
2012-04-13,7120620000
2012-04-16,7168356000
2012-04-17,7245264000
2012-04-18,7247916000
2012-04-19,7285044000
2012-04-20,7348692000
2012-04-23,7242612000
2012-04-24,7277088000
2012-04-25,7308912000
2012-04-26,7369908000
2012-04-27,7422948000
2012-04-30,7414992000
2012-05-01,7412340000
2012-05-02,7399080000
2012-05-03,7388472000
2012-05-04,7396428000
2012-05-07,7460076000
2012-05-08,7489248000
2012-05-09,7468032000
2012-05-10,7542288000
2012-05-11,7505160000
2012-05-14,7518420000
2012-05-15,7542288000
2012-05-16,7611240000
2012-05-17,7521072000
2012-05-18,7481292000
2012-05-21,7529028000
2012-05-22,7534332000
2012-05-23,7510464000
2012-05-24,7534332000
2012-05-25,7542288000
2012-05-29,7603284000
2012-05-30,7502508000
2012-05-31,7478972000
2012-06-01,7325040000
2012-06-04,7340964000
2012-06-05,7322386000
2012-06-06,7404660000
2012-06-07,7367504000
2012-06-08,7404660000
2012-06-11,7412622000
2012-06-12,7463048000
2012-06-13,7468356000
2012-06-14,7516128000
2012-06-15,7664752000
2012-06-18,7744372000
2012-06-19,7813376000
2012-06-20,7792144000
2012-06-21,7662098000
2012-06-22,7680676000
2012-06-25,7606364000
2012-06-26,7619634000
2012-06-27,7842570000
2012-06-28,7837262000
2012-06-29,8046928000
2012-07-02,8089392000
2012-07-03,8187590000
2012-07-05,8184936000
2012-07-06,8084084000
2012-07-09,8007118000
2012-07-10,8076122000
2012-07-11,8076122000
2012-07-12,8036312000
2012-07-13,8081430000
2012-07-16,8012426000
2012-07-17,8028350000
2012-07-18,8081430000
2012-07-19,8131856000
2012-07-20,8078776000
2012-07-23,7943422000
2012-07-24,7943422000
2012-07-25,7914228000
2012-07-26,8044274000
2012-07-27,8131856000
2012-07-30,8145126000
2012-07-31,8078776000
2012-08-01,8028350000
2012-08-02,7969962000
2012-08-03,7962000000
2012-08-06,7940768000
2012-08-07,7935460000
2012-08-08,7985886000
2012-08-09,7959346000
2012-08-10,7983232000
2012-08-13,7967308000
2012-08-14,7932806000
2012-08-15,7932806000
2012-08-16,7940768000
2012-08-17,7977924000
2012-08-20,8012426000
2012-08-21,8001810000
2012-08-22,8015080000
2012-08-23,8028350000
2012-08-24,8107970000
2012-08-27,8145126000
2012-08-28,8142472000
2012-08-29,8147780000
2012-08-30,8089392000
2012-08-31,8140800000
2012-09-04,8257400000
2012-09-05,8268000000
2012-09-06,8403150000
2012-09-07,8347500000
2012-09-10,8344850000
2012-09-11,8347500000
2012-09-12,8262700000
2012-09-13,8376650000
2012-09-14,8347500000
2012-09-17,8339550000
2012-09-18,8427000000
2012-09-19,8384600000
2012-09-20,8397850000
2012-09-21,8368700000
2012-09-24,8416400000
2012-09-25,8368700000
2012-09-26,8334250000
2012-09-27,8183200000
2012-09-28,8220300000
2012-10-01,8286550000
2012-10-02,8342200000
2012-10-03,8318350000
2012-10-04,8310400000
2012-10-05,8299800000
2012-10-08,8310400000
2012-10-09,8233550000
2012-10-10,8199100000
2012-10-11,8215000000
2012-10-12,8183200000
2012-10-15,8193800000
2012-10-16,8233550000
2012-10-17,8313050000
2012-10-18,8326300000
2012-10-19,8167300000
2012-10-22,8175250000
2012-10-23,8135500000
2012-10-24,8196450000
2012-10-25,8207050000
2012-10-26,8148750000
2012-10-31,8164650000
2012-11-01,8109000000
2012-11-02,8146100000
2012-11-05,8127550000
2012-11-06,8204400000
2012-11-07,8162000000
2012-11-08,8196450000
2012-11-09,8215000000
2012-11-12,8270650000
2012-11-13,8374000000
2012-11-14,8313050000
2012-11-15,8408450000
2012-11-16,8421700000
2012-11-19,8554200000
2012-11-20,8668150000
2012-11-21,8668150000
2012-11-23,8795350000
2012-11-26,8628400000
2012-11-27,8586000000
2012-11-28,8554200000
2012-11-29,8559499999
2012-11-30,8554200000
2012-12-03,8570100000
2012-12-04,8554200000
2012-12-05,8511799999
2012-12-06,8493249999
2012-12-07,8506500000
2012-12-10,8506500000
2012-12-11,8535650000
2012-12-12,8583350000
2012-12-13,8570100000
2012-12-14,8535650000
2012-12-17,8742350000
2012-12-18,8657550000
2012-12-19,8554200000
2012-12-20,8586000000
2012-12-21,8490600000
2012-12-24,8511799999
2012-12-26,8408450000
2012-12-27,8363400000
2012-12-28,8299800000
2012-12-31,8419050000
2013-01-02,8644300000
2013-01-03,8612500000
2013-01-04,8646950000
2013-01-07,8623100000
2013-01-08,8617800000
2013-01-09,8676100000
2013-01-10,8570100000
2013-01-11,8623100000
2013-01-14,8652250000
2013-01-15,8662850000
2013-01-16,8670800000
2013-01-17,8782100000
2013-01-18,8829800000
2013-01-22,8811250000
2013-01-23,8824500000
2013-01-24,8265350000
2013-01-25,8199100000
2013-01-28,8114300000
2013-01-29,8199100000
2013-01-30,8260050000
2013-01-31,8262700000
2013-02-01,8397850000
2013-02-04,8318350000
2013-02-05,8397850000
2013-02-06,8315700000
2013-02-07,8397850000
2013-02-08,8432300000
2013-02-11,8472050000
2013-02-12,8493249999
2013-02-13,8493249999
2013-02-14,8533000000
2013-02-15,8572750000
2013-02-19,8612500000
2013-02-20,8649600000
2013-02-21,8660200000
2013-02-22,8771500000
2013-02-25,8668150000
2013-02-26,8827150000
2013-02-27,8919900000
2013-02-28,8887688000
2013-03-01,9035640000
2013-03-04,9143962000
2013-03-05,9233790000
2013-03-06,9217938000
2013-03-07,9265494000
2013-03-08,9273420000
2013-03-11,9265494000
2013-03-12,9294556000
2013-03-13,9291914000
2013-03-14,9379100000
2013-03-15,9347396000
2013-03-18,9326260000
2013-03-19,9379100000
2013-03-20,9474212000
2013-03-21,9413446000
2013-03-22,9537620000
2013-03-25,9482138000
2013-03-26,9566682000
2013-03-27,9595744000
2013-03-28,9717276000
2013-04-01,9606312000
2013-04-02,9593102000
2013-04-03,9458360000
2013-04-04,9468928000
2013-04-05,9365890000
2013-04-08,9394952000
2013-04-09,9365890000
2013-04-10,9445150000
2013-04-11,9413446000
2013-04-12,9474212000
2013-04-15,9318334000
2013-04-16,9497990000
2013-04-17,9434582000
2013-04-18,9439866000
2013-04-19,9550830000
2013-04-22,9482138000
2013-04-23,9527052000
2013-04-24,9458360000
2013-04-25,9476854000
2013-04-26,9405520000
2013-04-29,9463644000
2013-04-30,9503274000
2013-05-01,9482138000
2013-05-02,9601028000
2013-05-03,9601028000
2013-05-06,9542904000
2013-05-07,9661794000
2013-05-08,9643300000
2013-05-09,9622164000
2013-05-10,9653868000
2013-05-13,9733128000
2013-05-14,9873154000
2013-05-15,9875796000
2013-05-16,9841450000
2013-05-17,9865228000
2013-05-20,9822956000
2013-05-21,9820314000
2013-05-22,9775400000
2013-05-23,9738412000
2013-05-24,9754264000
2013-05-28,9735770000
2013-05-29,9495348000
2013-05-30,9402878000
2013-05-31,9125468000
2013-06-03,9180950000
2013-06-04,9178308000
2013-06-05,9093764000
2013-06-06,9207370000
2013-06-07,9368532000
2013-06-10,9350038000
2013-06-11,9379100000
2013-06-12,9429298000
2013-06-13,9529694000
2013-06-14,9545546000
2013-06-17,9616880000
2013-06-18,9690856000
2013-06-19,9513842000
2013-06-20,9247000000
2013-06-21,9437224000
2013-06-24,9405520000
2013-06-25,9402878000
2013-06-26,9516484000
2013-06-27,9326260000
2013-06-28,9294556000
2013-07-01,9318334000
2013-07-02,9260210000
2013-07-03,9138678000
2013-07-05,9204728000
2013-07-08,9268136000
2013-07-09,9286630000
2013-07-10,9313050000
2013-07-11,9516484000
2013-07-12,9463644000
2013-07-15,9527052000
2013-07-16,9519126000
2013-07-17,9521768000
2013-07-18,9545546000
2013-07-19,9653868000
2013-07-22,9571966000
2013-07-23,9571966000
2013-07-24,9458360000
2013-07-25,9540262000
2013-07-26,9505916000
2013-07-29,9492706000
2013-07-30,9458360000
2013-07-31,9461002000
2013-08-01,9582534000
2013-08-02,9608954000
2013-08-05,9582534000
2013-08-06,9688214000
2013-08-07,9585176000
2013-08-08,9659152000
2013-08-09,9616880000
2013-08-12,9656510000
2013-08-13,9672362000
2013-08-14,9524410000
2013-08-15,9357964000
2013-08-16,9339470000
2013-08-19,9336828000
2013-08-20,9331544000
2013-08-21,9228506000
2013-08-22,9289272000
2013-08-23,9268136000
2013-08-26,9085838000
2013-08-27,8993368000
2013-08-28,8863910000
2013-08-29,8932602000
2013-08-30,8935244000
2013-09-03,8844006000
2013-09-04,8872848000
2013-09-05,8836140000
2013-09-06,8838762000
2013-09-09,8933154000
2013-09-10,8828274000
2013-09-11,8912178000
2013-09-12,8823030000
2013-09-13,8885958000
2013-09-16,9003948000
2013-09-17,8998704000
2013-09-18,9108828000
2013-09-19,9072120000
2013-09-20,9035412000
2013-09-23,9009192000
2013-09-24,8990838000
2013-09-25,8922666000
2013-09-26,8726016000
2013-09-27,8573940000
2013-09-30,8482170000
2013-10-01,8505767999
2013-10-02,8492658000
2013-10-03,8400888000
2013-10-04,8476926000
2013-10-07,8508390000
2013-10-08,8526744000
2013-10-09,8479548000
2013-10-10,8689308000
2013-10-11,8689308000
2013-10-14,8710284000
2013-10-15,8636868000
2013-10-16,8836140000
2013-10-17,8922666000
2013-10-18,8904312000
2013-10-21,8825652000
2013-10-22,8980350000
2013-10-23,8990838000
2013-10-24,8996082000
2013-10-25,9064254000
2013-10-28,9127182000
2013-10-29,9174378000
2013-10-30,9085230000
2013-10-31,9066876000
2013-11-01,9006570000
2013-11-04,9043278000
2013-11-05,9061632000
2013-11-06,9197976000
2013-11-07,9035412000
2013-11-08,9059010000
2013-11-11,9061632000
2013-11-12,9072120000
2013-11-13,9150780000
2013-11-14,9203220000
2013-11-15,9190110000
2013-11-18,9148158000
2013-11-19,9087852000
2013-11-20,8996082000
2013-11-21,9038034000
2013-11-22,9093096000
2013-11-25,9019680000
