,BIG
2009-04-17,2110095360
2009-04-20,2078346240
2009-04-21,2114165760
2009-04-22,2153241600
2009-04-23,2110095360
2009-04-24,2182548480
2009-04-27,2161382400
2009-04-28,2185804800
2009-04-29,2171965440
2009-04-30,2250117120
2009-05-01,2205342720
2009-05-04,2314012050
2009-05-05,2252794800
2009-05-06,2203821000
2009-05-07,2087100110
2009-05-08,2081386500
2009-05-11,2091997490
2009-05-12,2014455640
2009-05-13,1958135769
2009-05-14,1965481839
2009-05-15,1981806440
2009-05-18,2012006950
2009-05-19,2011190720
2009-05-20,2020169250
2009-05-21,1970379220
2009-05-22,1957319540
2009-05-26,2063429440
2009-05-27,1930383950
2009-05-28,1819376670
2009-05-29,1878145230
2009-06-01,1940178710
2009-06-02,1963849380
2009-06-03,1962216920
2009-06-04,1927935260
2009-06-05,1936097560
2009-06-08,1967114300
2009-06-09,1977725290
2009-06-10,1943443630
2009-06-11,1860188170
2009-06-12,1851209640
2009-06-15,1838149960
2009-06-16,1785911240
2009-06-17,1747548430
2009-06-18,1693677250
2009-06-19,1652049519
2009-06-22,1678985110
2009-06-23,1641438530
2009-06-24,1634908690
2009-06-25,1708369390
2009-06-26,1727142680
2009-06-29,1725510220
2009-06-30,1716531690
2009-07-01,1718980380
2009-07-02,1658579360
2009-07-06,1632460000
2009-07-07,1615319170
2009-07-08,1666741660
2009-07-09,1631643769
2009-07-10,1612870480
2009-07-13,1668374120
2009-07-14,1692044790
2009-07-15,1705104470
2009-07-16,1724693990
2009-07-17,1763056800
2009-07-20,1799787150
2009-07-21,1762240570
2009-07-22,1803052070
2009-07-23,1886307530
2009-07-24,1862636860
2009-07-27,1860188170
2009-07-28,1878961460
2009-07-29,1883042610
2009-07-30,1877329000
2009-07-31,1880593920
2009-08-03,1884219180
2009-08-04,1878502000
2009-08-05,1929956620
2009-08-06,1951191860
2009-08-07,2022248240
2009-08-10,1991212120
2009-08-11,1984678200
2009-08-12,1956092300
2009-08-13,1930773360
2009-08-14,1902187460
2009-08-17,1840115220
2009-08-18,1890753100
2009-08-19,1895653540
2009-08-20,1878502000
2009-08-21,1944657940
2009-08-24,1962626220
2009-08-25,2090854400
2009-08-26,2153743380
2009-08-27,2103105500
2009-08-28,2106372460
2009-08-31,2076153080
2009-09-01,2035316080
2009-09-02,2006730180
2009-09-03,2021431500
2009-09-04,2026331940
2009-09-08,2045116960
2009-09-09,2095754840
2009-09-10,2117806820
2009-09-11,2103922240
2009-09-14,2086770700
2009-09-15,2048383919
2009-09-16,2044300220
2009-09-17,2035316080
2009-09-18,2043483480
2009-09-21,2054917840
2009-09-22,2056551320
2009-09-23,1997746040
2009-09-24,1940574240
2009-09-25,1943841200
2009-09-28,1969976880
2009-09-29,1995295820
2009-09-30,2043483480
2009-10-01,2086770700
2009-10-02,2027965419
2009-10-05,2076153080
2009-10-06,2157827080
2009-10-07,2155376860
2009-10-08,2174978620
2009-10-09,2151293160
2009-10-12,2124340740
2009-10-13,2143125759
2009-10-14,2174978620
2009-10-15,2239501080
2009-10-16,2212548660
2009-10-19,2268903720
2009-10-20,2247668480
2009-10-21,2174161880
2009-10-22,2182329280
2009-10-23,2139042060
2009-10-26,2156193600
2009-10-27,2123524000
2009-10-28,2063085240
2009-10-29,2110456160
2009-10-30,2045933700
2009-11-02,2041914360
2009-11-03,2033821160
2009-11-04,2007922920
2009-11-05,2055672800
2009-11-06,2028965240
2009-11-09,2092901520
2009-11-10,2071859200
2009-11-11,2088045600
2009-11-12,2045960960
2009-11-13,2063766000
2009-11-16,2092901520
2009-11-17,2045960960
2009-11-18,2047579600
2009-11-19,2000639040
2009-11-20,1954507800
2009-11-23,1945605280
2009-11-24,1947223920
2009-11-25,1958554400
2009-11-27,1943177320
2009-11-30,1866291920
2009-12-01,1898664720
2009-12-02,1935084120
2009-12-03,1905139280
2009-12-04,2272570560
2009-12-07,2279045120
2009-12-08,2316273840
2009-12-09,2300896760
2009-12-10,2293612880
2009-12-11,2326795000
2009-12-14,2346218680
2009-12-15,2369688960
2009-12-16,2365642360
2009-12-17,2335697520
2009-12-18,2376163520
2009-12-21,2389921960
2009-12-22,2372116920
2009-12-23,2361595760
2009-12-24,2372926240
2009-12-28,2351074600
2009-12-29,2379400800
2009-12-30,2372116920
2009-12-31,2345409360
2010-01-04,2343790720
2010-01-05,2343790720
2010-01-06,2374544880
2010-01-07,2401252440
2010-01-08,2415820200
2010-01-11,2402871080
2010-01-12,2444955720
2010-01-13,2522650440
2010-01-14,2487040360
2010-01-15,2510510640
2010-01-19,2508082680
2010-01-20,2436053200
2010-01-21,2436053200
2010-01-22,2394777880
2010-01-25,2394777880
2010-01-26,2413392240
2010-01-27,2364833040
2010-01-28,2351883920
2010-01-29,2299278120
2010-02-01,2334888200
2010-02-02,2370498280
2010-02-03,2364023720
2010-02-04,2400443120
2010-02-05,2385875360
2010-02-08,2363214400
2010-02-09,2409345640
2010-02-10,2401252440
2010-02-11,2450620960
2010-02-12,2477328520
2010-02-16,2508892000
2010-02-17,2515366560
2010-02-18,2531552960
2010-02-19,2538027520
2010-02-22,2533980920
2010-02-23,2535599560
2010-02-24,2572018960
2010-02-25,2662662800
2010-02-26,2711222000
2010-03-01,2771921000
2010-03-02,2746832080
2010-03-03,2797819240
2010-03-04,2886035119
2010-03-05,2920835880
2010-03-08,2911933359
2010-03-09,2911124040
2010-03-10,2903840160
2010-03-11,2903840160
2010-03-12,2903030840
2010-03-15,2912742680
2010-03-16,2957255280
2010-03-17,3002577200
2010-03-18,2992056040
2010-03-19,2970204400
2010-03-22,3047089800
2010-03-23,3068132119
2010-03-24,3013907680
2010-03-25,3023619520
2010-03-26,3035759320
2010-03-29,3020382240
2010-03-30,3024428840
2010-03-31,2947543440
2010-04-01,2979916240
2010-04-05,3017144960
2010-04-06,3029284760
2010-04-07,3132877720
2010-04-08,3149064119
2010-04-09,3174153040
2010-04-12,3129640440
2010-04-13,3137733640
2010-04-14,3234042720
2010-04-15,3214619040
2010-04-16,3204097880
2010-04-19,3146636160
2010-04-20,3183055560
2010-04-21,3174962359
2010-04-22,3271271440
2010-04-23,3329542480
2010-04-26,3307690840
2010-04-27,3201669920
2010-04-28,3146636160
2010-04-29,3158775960
2010-04-30,3091602400
2010-05-03,3043586100
2010-05-04,2991137880
2010-05-05,2978423159
2010-05-06,2825846520
2010-05-07,2774192969
2010-05-10,2930742960
2010-05-11,2915644230
2010-05-12,2964119100
2010-05-13,2888625450
2010-05-14,2867964030
2010-05-17,2921206920
2010-05-18,2860017330
2010-05-19,2864785350
2010-05-20,2774192969
2010-05-21,2882268090
2010-05-24,2860017330
2010-05-25,2868758700
2010-05-26,2850481290
2010-05-27,2863990680
2010-05-28,2807569110
2010-06-01,2762272920
2010-06-02,2801211750
2010-06-03,2798033070
2010-06-04,2719360740
2010-06-07,2605722930
2010-06-08,2627179020
2010-06-09,2607312270
2010-06-10,2685189930
2010-06-11,2674064550
2010-06-14,2722539420
2010-06-15,2794854390
2010-06-16,2771014290
2010-06-17,2769424950
2010-06-18,2746379520
2010-06-21,2725718100
2010-06-22,2507978520
2010-06-23,2608901610
2010-06-24,2566784100
2010-06-25,2574730800
2010-06-28,2613669630
2010-06-29,2581882830
2010-06-30,2550096030
2010-07-01,2598570900
2010-07-02,2604133590
2010-07-06,2603338920
2010-07-07,2654197800
2010-07-08,2624000340
2010-07-09,2644661760
2010-07-12,2645456430
2010-07-13,2714592719
2010-07-14,2709824700
2010-07-15,2759094240
2010-07-16,2653403130
2010-07-19,2669296530
2010-07-20,2708235360
2010-07-21,2682011250
2010-07-22,2746379520
2010-07-23,2835382560
2010-07-26,2873526719
2010-07-27,2834587890
2010-07-28,2781345000
2010-07-29,2715387390
2010-07-30,2726512770
2010-08-02,2647118670
2010-08-03,2579940580
2010-08-04,2600320450
2010-08-05,2428978580
2010-08-06,2423694910
2010-08-09,2425204530
2010-08-10,2349723530
2010-08-11,2320285940
2010-08-12,2330853280
2010-08-13,2312737840
2010-08-16,2302170500
2010-08-17,2326324420
2010-08-18,2360290870
2010-08-19,2345949480
2010-08-20,2400295800
2010-08-23,2396521750
2010-08-24,2329343660
2010-08-25,2300660880
2010-08-26,2290848350
2010-08-27,2365574540
2010-08-30,2340665810
2010-08-31,2359536060
2010-09-01,2414637190
2010-09-02,2481060470
2010-09-03,2502195150
2010-09-07,2466719080
2010-09-08,2490873000
2010-09-09,2482570090
2010-09-10,2494647050
2010-09-13,2503704770
2010-09-14,2518046160
2010-09-15,2540690459
2010-09-16,2537671220
2010-09-17,2530877930
2010-09-20,2579185770
2010-09-21,2546728940
2010-09-22,2539935650
2010-09-23,2527858690
2010-09-24,2588243490
2010-09-27,2573147290
2010-09-28,2599565640
2010-09-29,2566354000
2010-09-30,2509743250
2010-10-01,2524084640
2010-10-04,2504459580
2010-10-05,2486344140
2010-10-06,2473512370
2010-10-07,2485589330
2010-10-08,2503704770
2010-10-11,2532387550
2010-10-12,2558805900
2010-10-13,2485589330
2010-10-14,2486344140
2010-10-15,2499930720
2010-10-18,2521065400
2010-10-19,2512007680
2010-10-20,2514272110
2010-10-21,2519555780
2010-10-22,2528613500
2010-10-25,2540690459
2010-10-26,2545219320
2010-10-27,2478041230
2010-10-28,2448603640
2010-10-29,2367838970
2010-11-01,2288052300
2010-11-02,2303602170
2010-11-03,2325816270
2010-11-04,2166615220
2010-11-05,2230295640
2010-11-08,2235478930
2010-11-09,2219929060
2010-11-10,2234738460
2010-11-11,2245845510
2010-11-12,2208081540
2010-11-15,2211783890
2010-11-16,2212524360
2010-11-17,2214005300
2010-11-18,2189569790
2010-11-19,2176981800
2010-11-22,2189569790
2010-11-23,2305083110
2010-11-24,2283609480
2010-11-26,2289533240
2010-11-29,2272502430
2010-11-30,2269540550
2010-12-01,2296197470
2010-12-02,2302121230
2010-12-03,2184386500
2010-12-06,2115522790
2010-12-07,2107377620
2010-12-08,2114782320
2010-12-09,2104415740
2010-12-10,2104415740
2010-12-13,2073316000
2010-12-14,2066651770
2010-12-15,2096270570
2010-12-16,2136255950
2010-12-17,2188088850
2010-12-20,2168836630
2010-12-21,2177722270
2010-12-22,2214745770
2010-12-23,2241402690
2010-12-27,2218448120
2010-12-28,2229555170
2010-12-29,2254731150
2010-12-30,2259173970
2010-12-31,2255471620
2011-01-03,2251769270
2011-01-04,2276204780
2011-01-05,2259173970
2011-01-06,2253250210
2011-01-07,2259173970
2011-01-10,2308044990
2011-01-11,2299159350
2011-01-12,2345808960
2011-01-13,2376168230
2011-01-14,2369504000
2011-01-18,2394679980
2011-01-19,2385794340
2011-01-20,2399863269
2011-01-21,2408008440
2011-01-24,2413932200
2011-01-25,2393199040
2011-01-26,2397641860
2011-01-27,2394679980
2011-01-28,2356175540
2011-01-31,2353954130
2011-02-01,2359137420
2011-02-02,2355435070
2011-02-03,2389496690
2011-02-04,2513895650
2011-02-07,2902642400
2011-02-08,2895237700
2011-02-09,2960399060
2011-02-10,3018896190
2011-02-11,3078133790
2011-02-14,3064064860
2011-02-15,3024079480
2011-02-16,3017415250
2011-02-17,3030743710
2011-02-18,3093683660
2011-02-22,3036667470
2011-02-23,2967803760
2011-02-24,2945589660
2011-02-25,3014453370
2011-02-28,3038148410
2011-03-01,3008529610
2011-03-02,2953734830
2011-03-03,3060362510
2011-03-04,3035927000
2011-03-07,3042591230
2011-03-08,3098866950
2011-03-09,3111454940
2011-03-10,3106271650
2011-03-11,3187723350
2011-03-14,3165509250
2011-03-15,3107012120
2011-03-16,3135149980
2011-03-17,3092943190
2011-03-18,3043331700
2011-03-21,3091462250
2011-03-22,3130707160
2011-03-23,3174394890
2011-03-24,3219563560
2011-03-25,3224746850
2011-03-28,3198830400
2011-03-29,3190685230
2011-03-30,3227708730
2011-03-31,3215861210
2011-04-01,3234372960
2011-04-04,3243258600
2011-04-05,3261029880
2011-04-06,3232151550
2011-04-07,3239556250
2011-04-08,3238075310
2011-04-11,3217342150
2011-04-12,3201792280
2011-04-13,3224006380
2011-04-14,3234372960
2011-04-15,3223265910
2011-04-18,3164768780
2011-04-19,3109974000
2011-04-20,3115897760
2011-04-21,3072210030
2011-04-25,3030743710
2011-04-26,3020377130
2011-04-27,3017415250
2011-04-28,3018896190
2011-04-29,3044072170
2011-05-02,2895667700
2011-05-03,2888654700
2011-05-04,2847979300
2011-05-05,2760316800
2011-05-06,2756810300
2011-05-09,2759615500
2011-05-10,2766628500
2011-05-11,2717537500
2011-05-12,2692290700
2011-05-13,2702108900
2011-05-16,2666342600
2011-05-17,2655121800
2011-05-18,2646706200
2011-05-19,2368290100
2011-05-20,2352861500
2011-05-23,2363381000
2011-05-24,2320601700
2011-05-25,2267302900
2011-05-26,2204887200
2011-05-27,2273614600
2011-05-31,2343043299
2011-06-01,2317796500
2011-06-02,2286238000
2011-06-03,2281328900
2011-06-06,2199978100
2011-06-07,2268705500
2011-06-08,2244861300
2011-06-09,2273614600
2011-06-10,2260289900
2011-06-13,2261692500
2011-06-14,2281328900
2011-06-15,2267302900
2011-06-16,2260991200
2011-06-17,2272212000
2011-06-20,2292549700
2011-06-21,2319199100
2011-06-22,2294653600
2011-06-23,2301666600
2011-06-24,2276419800
2011-06-27,2302367900
2011-06-28,2326212100
2011-06-29,2300264000
2011-06-30,2324809500
2011-07-01,2381614800
2011-07-05,2340939400
2011-07-06,2334627700
2011-07-07,2432809700
2011-07-08,2413874600
2011-07-11,2375303100
2011-07-12,2371796600
2011-07-13,2404757700
2011-07-14,2385822600
2011-07-15,2369692700
2011-07-18,2365484900
2011-07-19,2393536900
2011-07-20,2430004500
2011-07-21,2488212400
2011-07-22,2519770900
2011-07-25,2493822800
2011-07-26,2548524200
2011-07-27,2476290300
2011-07-28,2475589000
2011-07-29,2442627900
2011-08-01,2232946620
2011-08-02,2152409860
2011-08-03,2115388930
2011-08-04,2079666980
2011-08-05,2060831770
2011-08-08,1884819980
2011-08-09,1980295010
2011-08-10,1945872040
2011-08-11,2028357270
2011-08-12,2062130750
2011-08-15,2097203210
2011-08-16,2090708309
2011-08-17,2058883300
2011-08-18,1956913370
2011-08-19,1954315410
2011-08-22,2036151150
2011-08-23,2081615449
2011-08-24,2103048620
2011-08-25,2092007290
2011-08-26,2130976690
2011-08-29,2190729770
2011-08-30,2184234870
2011-08-31,2201771100
2011-09-01,2158904760
2011-09-02,2079017489
2011-09-06,2070574120
2011-09-07,2129677710
2011-09-08,2093955760
2011-09-09,2060182280
2011-09-12,2051738910
2011-09-13,2030955230
2011-09-14,2051089420
2011-09-15,2160203740
2011-09-16,2180337930
2011-09-19,2196575180
2011-09-20,2183585380
2011-09-21,2125131280
2011-09-22,2096553720
2011-09-23,2167348130
2011-09-26,2260225200
2011-09-27,2308287460
2011-09-28,2255678770
2011-09-29,2243987950
2011-09-30,2262173670
2011-10-03,2164750170
2011-10-04,2210863960
2011-10-05,2183585380
2011-10-06,2226451720
2011-10-07,2184234870
2011-10-10,2232946620
2011-10-11,2276462450
2011-10-12,2258926220
2011-10-13,2242688970
2011-10-14,2245286930
2011-10-17,2277761430
2011-10-18,2346607370
2011-10-19,2374535440
2011-10-20,2410906880
2011-10-21,2434288520
2011-10-24,2494691090
2011-10-25,2448577300
2011-10-26,2435587500
2011-10-27,2448577300
2011-10-28,2444680360
2011-10-31,2417436600
2011-11-01,2386649400
2011-11-02,2445016800
2011-11-03,2606649600
2011-11-04,2650264800
2011-11-07,2661810000
2011-11-08,2670789600
2011-11-09,2586766200
2011-11-10,2587407600
2011-11-11,2648982000
2011-11-14,2627174400
2011-11-15,2633588400
2011-11-16,2561110200
2011-11-17,2497611600
2011-11-18,2509798200
2011-11-21,2453355000
2011-11-22,2486707800
2011-11-23,2362276200
2011-11-25,2361634800
2011-11-28,2446941000
2011-11-29,2534812800
2011-11-30,2572655400
2011-12-01,2548282200
2011-12-02,2326999200
2011-12-05,2382801000
2011-12-06,2419360800
2011-12-07,2406532800
2011-12-08,2370614400
2011-12-09,2388573600
2011-12-12,2398194600
2011-12-13,2357145000
2011-12-14,2348806800
2011-12-15,2347524000
2011-12-16,2348806800
2011-12-19,2306474400
2011-12-20,2443734000
2011-12-21,2450148000
2011-12-22,2421285000
2011-12-23,2444375400
2011-12-27,2459127600
2011-12-28,2425133400
2011-12-29,2448865200
2011-12-30,2421926400
2012-01-03,2450148000
2012-01-04,2475804000
2012-01-05,2482218000
2012-01-06,2447582400
2012-01-09,2448865200
2012-01-10,2473238400
2012-01-11,2431547400
2012-01-12,2422567800
2012-01-13,2410381200
2012-01-17,2409098400
2012-01-18,2507232600
2012-01-19,2541868200
2012-01-20,2579069400
2012-01-23,2627815800
2012-01-24,2640002400
2012-01-25,2651547600
2012-01-26,2584842000
2012-01-27,2565600000
2012-01-30,2550012630
2012-01-31,2532059310
2012-02-01,2535906450
2012-02-02,2745575580
2012-02-03,2794947210
2012-02-06,2787894120
2012-02-07,2815465290
2012-02-08,2819953620
2012-02-09,2810976960
2012-02-10,2821236000
2012-02-13,2807129820
2012-02-14,2822518380
2012-02-15,2777635080
2012-02-16,2812259340
2012-02-17,2828930280
2012-02-21,2801359110
2012-02-22,2777635080
2012-02-23,2802000300
2012-02-24,2795588400
2012-02-27,2810976960
2012-02-28,2838548130
2012-02-29,2811618150
2012-03-01,2852654310
2012-03-02,2738522490
2012-03-05,2830853850
2012-03-06,2846242410
2012-03-07,2878943100
2012-03-08,2885355000
2012-03-09,2912926170
2012-03-12,2905231890
2012-03-13,2939214960
2012-03-14,2924467590
2012-03-15,2921261640
2012-03-16,2912284980
2012-03-19,2918696880
2012-03-20,2918696880
2012-03-21,2919338070
2012-03-22,2908437840
2012-03-23,2927673540
2012-03-26,2975121600
2012-03-27,3001410390
2012-03-28,2923185210
2012-03-29,2784046980
2012-03-30,2758399380
2012-04-02,2810976960
2012-04-03,2812259340
2012-04-04,2816747670
2012-04-05,2805206250
2012-04-09,2758399380
2012-04-10,2744293200
2012-04-11,2844318840
2012-04-12,2907796650
2012-04-13,2918055690
2012-04-16,2885355000
2012-04-17,2905873080
2012-04-18,2887919760
2012-04-19,2905231890
2012-04-20,2941138530
2012-04-23,2930879490
2012-04-24,2225570490
2012-04-25,2264041890
2012-04-26,2326878510
2012-04-27,2394203460
2012-04-30,2215474240
2012-05-01,2203985700
2012-05-02,2246311900
2012-05-03,2254777140
2012-05-04,2208822980
2012-05-07,2249335200
2012-05-08,2181008620
2012-05-09,2189473860
2012-05-10,2220916180
2012-05-11,2193101820
2012-05-14,2161054840
2012-05-15,2190683180
2012-05-16,2185845900
2012-05-17,2112682039
2012-05-18,2142310380
2012-05-21,2125984559
2012-05-22,2103612140
2012-05-23,2195520460
2012-05-24,2161659500
2012-05-25,2255381800
2012-05-29,2289242760
2012-05-30,2241474620
2012-05-31,2222125500
2012-06-01,2208218320
2012-06-04,2244497920
2012-06-05,2283800820
2012-06-06,2308591880
2012-06-07,2283800820
2012-06-08,2332173620
2012-06-11,2287428780
2012-06-12,2311615180
2012-06-13,2271102960
2012-06-14,2281986840
2012-06-15,2295894020
2012-06-18,2304963920
2012-06-19,2366639240
2012-06-20,2389616320
2012-06-21,2333987600
2012-06-22,2356964680
2012-06-25,2337615560
2012-06-26,2415616700
2012-06-27,2415012040
2012-06-28,2425895920
2012-06-29,2466408140
2012-07-02,2471850080
2012-07-03,2456128920
2012-07-05,2460966200
2012-07-06,2459152220
2012-07-09,2433151840
2012-07-10,2439198440
2012-07-11,2370871860
2012-07-12,2365429920
2012-07-13,2359987980
2012-07-16,2335801580
2012-07-17,2346080800
2012-07-18,2355755360
2012-07-19,2367848560
2012-07-20,2366639240
2012-07-23,2361197300
2012-07-24,2353941380
2012-07-25,2338824880
2012-07-26,2399290880
2012-07-27,2479710660
2012-07-30,2361642840
2012-07-31,2339695560
2012-08-01,2340273120
2012-08-02,2328144360
2012-08-03,2397451560
2012-08-06,2422286640
2012-08-07,2406114960
2012-08-08,2409580320
2012-08-09,2385900360
2012-08-10,2220140640
2012-08-13,2195883120
2012-08-14,2201081160
2012-08-15,2202236280
2012-08-16,2219563080
2012-08-17,2221873320
2012-08-20,2238045000
2012-08-21,2236889880
2012-08-22,2243243040
2012-08-23,1776574560
2012-08-24,1748851680
2012-08-27,1769643840
2012-08-28,1796211600
2012-08-29,1757515080
2012-08-30,1754049720
2012-08-31,1758092640
2012-09-04,1765600920
2012-09-05,1765023360
2012-09-06,1767333600
2012-09-07,1771376520
2012-09-10,1762135560
2012-09-11,1757515080
2012-09-12,1755204840
2012-09-13,1759247760
2012-09-14,1838373480
2012-09-17,1833175440
2012-09-18,1822779360
2012-09-19,1815848640
2012-09-20,1801409640
2012-09-21,1784660400
2012-09-24,1782927720
2012-09-25,1709000040
2012-09-26,1712465400
2012-09-27,1699759080
2012-09-28,1708422480
2012-10-01,1740765840
2012-10-02,1712465400
2012-10-03,1721128800
2012-10-04,1749429240
2012-10-05,1773686760
2012-10-08,1757515080
2012-10-09,1736722920
2012-10-10,1754627280
2012-10-11,1751161920
2012-10-12,1736722920
2012-10-15,1781195040
2012-10-16,1784082840
2012-10-17,1767333600
2012-10-18,1729214640
2012-10-19,1687630320
2012-10-22,1699759080
2012-10-23,1654709400
2012-10-24,1674924000
2012-10-25,1687052760
2012-10-26,1662217680
2012-10-31,1668158580
2012-11-01,1747758320
2012-11-02,1734587140
2012-11-05,1748330980
2012-11-06,1783263240
2012-11-07,1750621620
2012-11-08,1697936900
2012-11-09,1656705380
2012-11-12,1655560060
2012-11-13,1573669680
2012-11-14,1538164760
2012-11-15,1568515740
2012-11-16,1557062540
2012-11-19,1597721400
2012-11-20,1577678300
2012-11-21,1581114260
2012-11-23,1630935680
2012-11-26,1587413520
2012-11-27,1566225100
2012-11-28,1591422140
2012-11-29,1610319920
2012-11-30,1612610560
2012-12-03,1605738640
2012-12-04,1790707820
2012-12-05,1721415960
2012-12-06,1711680740
2012-12-07,1613755880
2012-12-10,1637807600
2012-12-11,1618337160
2012-12-12,1583404900
2012-12-13,1589704160
2012-12-14,1558780520
2012-12-17,1586268200
2012-12-18,1654414740
2012-12-19,1632081000
2012-12-20,1601157360
2012-12-21,1636662280
2012-12-24,1634944300
2012-12-26,1608029280
2012-12-27,1596003420
2012-12-28,1589131500
2012-12-31,1629790360
2013-01-02,1620055140
2013-01-03,1665295280
2013-01-04,1680757100
2013-01-07,1668158580
2013-01-08,1634371640
2013-01-09,1594285440
2013-01-10,1597721400
2013-01-11,1613183220
2013-01-14,1646397500
2013-01-15,1705381480
2013-01-16,1704236160
2013-01-17,1787844520
2013-01-18,1763792800
2013-01-22,1786126540
2013-01-23,1768946740
2013-01-24,1783835900
2013-01-25,1822204120
2013-01-28,1843965200
2013-01-29,1833657320
2013-01-30,1821631460
2013-01-31,1841101900
2013-02-01,1851982440
2013-02-04,1862412500
2013-02-05,1867569950
2013-02-06,1891638050
2013-02-07,1884761450
2013-02-08,1881896200
2013-02-11,1904818200
2013-02-12,1905391250
2013-02-13,1919717500
2013-02-14,1991921800
2013-02-15,1939774250
2013-02-19,1967853700
2013-02-20,1927167150
2013-02-21,1926594099
2013-02-22,1915133100
2013-02-25,1870435200
2013-02-26,1868716050
2013-02-27,1899660750
2013-02-28,1908256499
2013-03-01,1896795500
2013-03-04,1879030950
2013-03-05,1942066450
2013-03-06,2061260850
2013-03-07,2034327500
2013-03-08,2055530349
2013-03-11,2055530349
2013-03-12,2049226800
2013-03-13,2059541699
2013-03-14,2057822549
2013-03-15,2044069350
2013-03-18,2017136000
2013-03-19,2003382800
2013-03-20,2045788500
2013-03-21,2034327500
2013-03-22,2040631050
2013-03-25,2048080700
2013-03-26,2027450900
2013-03-27,2044642400
2013-03-28,2021147350
2013-04-01,1965561499
2013-04-02,1966707600
2013-04-03,1952381350
2013-04-04,2025731750
2013-04-05,2027450900
2013-04-08,2041204099
2013-04-09,2023439550
2013-04-10,2024585650
2013-04-11,2058968650
2013-04-12,2066991350
2013-04-15,1995360100
2013-04-16,2020574300
2013-04-17,2069856599
2013-04-18,2055530349
2013-04-19,2092205550
2013-04-22,2098509099
2013-04-23,2107677900
2013-04-24,2107104850
2013-04-25,2136330400
2013-04-26,2114554500
2013-04-29,2093351650
2013-04-30,2087048100
2013-05-01,2072721850
2013-05-02,2080171499
2013-05-03,2120285000
2013-05-06,2142070060
2013-05-07,2160432300
2013-05-08,2144939160
2013-05-09,2113952880
2013-05-10,2162727580
2013-05-13,2161006120
2013-05-14,2160432300
2013-05-15,2146660619
2013-05-16,2140922420
2013-05-17,2142643880
2013-05-20,2194287680
2013-05-21,2225273960
2013-05-22,2208633180
2013-05-23,2204616440
2013-05-24,2196582960
2013-05-28,2183385100
2013-05-29,2202321160
2013-05-30,2004353260
2013-05-31,1953857099
2013-06-03,1909099140
2013-06-04,1905082400
2013-06-05,1902213300
2013-06-06,1919427900
2013-06-07,1945823619
2013-06-10,1941806880
2013-06-11,1929182839
2013-06-12,1872948480
2013-06-13,1901065660
2013-06-14,1885572520
2013-06-17,1941233060
2013-06-18,1930330480
2013-06-19,1898770380
2013-06-20,1845978940
2013-06-21,1835650180
2013-06-24,1806385360
2013-06-25,1821878500
2013-06-26,1806385360
2013-06-27,1800073340
2013-06-28,1809254460
2013-07-01,1823599960
2013-07-02,1845405119
2013-07-03,1864915000
2013-07-05,1891884540
2013-07-08,1922870820
2013-07-09,1964185859
2013-07-10,1972793160
2013-07-11,1996893599
2013-07-12,2011812920
2013-07-15,2066325820
2013-07-16,2066325820
2013-07-17,2072637839
2013-07-18,2066899640
2013-07-19,2069768740
2013-07-22,2078949859
2013-07-23,2064604359
2013-07-24,2070916380
2013-07-25,2063456720
2013-07-26,2051980320
2013-07-29,2065752000
2013-07-30,2082966599
2013-07-31,2073211660
2013-08-01,2120264900
2013-08-02,2097885920
2013-08-05,2107669480
2013-08-06,2082386640
2013-08-07,2068596000
2013-08-08,2061126069
2013-08-09,2050208480
2013-08-12,2057103799
2013-08-13,2068596000
2013-08-14,2068021390
2013-08-15,1988725210
2013-08-16,1940457970
2013-08-19,1913451299
2013-08-20,1908279810
2013-08-21,1865758670
2013-08-22,1866907890
2013-08-23,1853117250
2013-08-26,1954823220
2013-08-27,1949651730
2013-08-28,1960569319
2013-08-29,1990449040
2013-08-30,2035268620
2013-09-03,1976658400
2013-09-04,1999068190
2013-09-05,2010560390
2013-09-06,2005963509
2013-09-09,2026649470
2013-09-10,2046760819
2013-09-11,2055379970
2013-09-12,2061126069
2013-09-13,2084685080
2013-09-16,2126631610
2013-09-17,2157085940
2013-09-18,2179495730
2013-09-19,2146742960
2013-09-20,2141571470
2013-09-23,2140422250
2013-09-24,2163981260
2013-09-25,2136974589
2013-09-26,2147892180
2013-09-27,2127206220
2013-09-30,2131228490
2013-10-01,2154212890
2013-10-02,2136974589
2013-10-03,2113415580
2013-10-04,2100199549
2013-10-07,2077215150
2013-10-08,2063424509
2013-10-09,2032970180
2013-10-10,2061700680
2013-10-11,2069745220
2013-10-14,2086408910
2013-10-15,2059402240
2013-10-16,2082386640
2013-10-17,2113415580
2013-10-18,2125482390
2013-10-21,2120885509
2013-10-22,2131803100
2013-10-23,2123758560
2013-10-24,2105945650
2013-10-25,2126631610
2013-10-28,2128930049
2013-10-29,2128930049
2013-10-30,2116288630
2013-10-31,2089281960
2013-11-01,2113990190
2013-11-04,2120504309
2013-11-05,2107851450
2013-11-06,2121654570
2013-11-07,2049763320
2013-11-08,2051488710
2013-11-11,2121079440
2013-11-12,2136607950
2013-11-13,2172841140
2013-11-14,2142934380
2013-11-15,2169390360
2013-11-18,2161338540
2013-11-19,2176867050
2013-11-20,2189519910
2013-11-21,2185494000
2013-11-22,2192970690
2013-11-25,2192970690
2013-11-26,2195271210
2013-11-27,2205048420
2013-11-29,2204473290
2013-12-02,2224027710
