,EMR
2009-04-13,23687360000
2009-04-14,23537440000
2009-04-15,23904744000
2009-04-16,24744296000
2009-04-17,24766784000
2009-04-20,23732336000
2009-04-21,24332016000
2009-04-22,24549400000
2009-04-23,24556896000
2009-04-24,25186560000
2009-04-27,24804264000
2009-04-28,24549400000
2009-04-29,25194056000
2009-04-30,25516384000
2009-05-01,26670768000
2009-05-04,27997560000
2009-05-05,27577784000
2009-05-06,27255456000
2009-05-07,26580816000
2009-05-08,27330416000
2009-05-11,26475872000
2009-05-12,26565824000
2009-05-13,25209048000
2009-05-14,25433928000
2009-05-15,25299000000
2009-05-18,26093576000
2009-05-19,25568856000
2009-05-20,24969176000
2009-05-21,23829784000
2009-05-22,24122128000
2009-05-26,24924200000
2009-05-27,24182096000
2009-05-28,24152112000
2009-05-29,24054664000
2009-06-01,25366464000
2009-06-02,25996128000
2009-06-03,25643816000
2009-06-04,25913672000
2009-06-05,26385920000
2009-06-08,26348440000
2009-06-09,26318456000
2009-06-10,26161040000
2009-06-11,26191024000
2009-06-12,26288472000
2009-06-15,25538872000
2009-06-16,25006656000
2009-06-17,24789272000
2009-06-18,24736800000
2009-06-19,24556896000
2009-06-22,23799800000
2009-06-23,23739832000
2009-06-24,24122128000
2009-06-25,24699320000
2009-06-26,24804264000
2009-06-29,24939192000
2009-06-30,24462000000
2009-07-01,24824400000
2009-07-02,24001450000
2009-07-06,23737200000
2009-07-07,23125650000
2009-07-08,23269100000
2009-07-09,23382350000
2009-07-10,23405000000
2009-07-13,23941050000
2009-07-14,24061850000
2009-07-15,25066000000
2009-07-16,26002200000
2009-07-17,25647350000
2009-07-20,26387250000
2009-07-21,26515599999
2009-07-22,26643950000
2009-07-23,27549950000
2009-07-24,27783999999
2009-07-27,27851950000
2009-07-28,27497100000
2009-07-29,27202650000
2009-07-30,27972749999
2009-07-31,27466900000
2009-08-03,27497100000
2009-08-04,27270599999
2009-08-05,26296650000
2009-08-06,26243800000
2009-08-07,26908200000
2009-08-10,27021450000
2009-08-11,27157350000
2009-08-12,27187550000
2009-08-13,27112049999
2009-08-14,26568450000
2009-08-17,25662450000
2009-08-18,26213600000
2009-08-19,26107900000
2009-08-20,26477850000
2009-08-21,27195100000
2009-08-24,27557500000
2009-08-25,28365350000
2009-08-26,28357800000
2009-08-27,28259650000
2009-08-28,28086000000
2009-08-31,27836849999
2009-09-01,27270599999
2009-09-02,27353649999
2009-09-03,27746250000
2009-09-04,28244549999
2009-09-08,28712650000
2009-09-09,29278900000
2009-09-10,29882900000
2009-09-11,29731900000
2009-09-14,29882900000
2009-09-15,30207550000
2009-09-16,31083350000
2009-09-17,31136200000
2009-09-18,31045599999
2009-09-21,30366100000
2009-09-22,30637900000
2009-09-23,30245300000
2009-09-24,29731900000
2009-09-25,29384600000
2009-09-28,29905550000
2009-09-29,30290599999
2009-09-30,30072024000
2009-10-01,29329227000
2009-10-02,28743993000
2009-10-05,29021604000
2009-10-06,29426766000
2009-10-07,29074125000
2009-10-08,29276706000
2009-10-09,29336730000
2009-10-12,29599335000
2009-10-13,29351735999
2009-10-14,29914460999
2009-10-15,29884449000
2009-10-16,29351735999
2009-10-19,29734389000
2009-10-20,29704377000
2009-10-21,29629347000
2009-10-22,30139551000
2009-10-23,29771904000
2009-10-26,29494293000
2009-10-27,29434268999
2009-10-28,28849035000
2009-10-29,29516802000
2009-10-30,28323825000
2009-11-02,28623945000
2009-11-03,29239191000
2009-11-04,29809418999
2009-11-05,30852335999
2009-11-06,30934868999
2009-11-09,31407558000
2009-11-10,31077426000
2009-11-11,31024905000
2009-11-12,31009899000
2009-11-13,31340031000
2009-11-16,31812720000
2009-11-17,31970283000
2009-11-18,32090331000
2009-11-19,31407558000
2009-11-20,31272504000
2009-11-23,31737689999
2009-11-24,31700175000
2009-11-25,31752696000
2009-11-27,31137450000
2009-11-30,31069922999
2009-12-01,31655157000
2009-12-02,31497593999
2009-12-03,31114941000
2009-12-04,31617642000
2009-12-07,31505097000
2009-12-08,30634749000
2009-12-09,31009899000
2009-12-10,31295013000
2009-12-11,31512600000
2009-12-14,31820222999
2009-12-15,31670163000
2009-12-16,31287510000
2009-12-17,31137450000
2009-12-18,31347534000
2009-12-21,31812720000
2009-12-22,31977785999
2009-12-23,32195372999
2009-12-24,32533008000
2009-12-28,32533008000
2009-12-29,32540510999
2009-12-30,32518002000
2009-12-31,31996860000
2010-01-04,32560185000
2010-01-05,32612762000
2010-01-06,32905691000
2010-01-07,32905691000
2010-01-08,33093466000
2010-01-11,33596702999
2010-01-12,33416439000
2010-01-13,33438972000
2010-01-14,33754434000
2010-01-15,33288752000
2010-01-19,33596702999
2010-01-20,33228664000
2010-01-21,32379921000
2010-01-22,31606288000
2010-01-25,31929261000
2010-01-26,31673887000
2010-01-27,31591266000
2010-01-28,31298337000
2010-01-29,31200694000
2010-02-01,31906727999
2010-02-02,35128947000
2010-02-03,34971216000
2010-02-04,34002297000
2010-02-05,33912165000
2010-02-08,33401417000
2010-02-09,34407891000
2010-02-10,34152517000
2010-02-11,34948683000
2010-02-12,34708331000
2010-02-16,35264145000
2010-02-17,35429387000
2010-02-18,35850003000
2010-02-19,36112888000
2010-02-22,36210531000
2010-02-23,35391832000
2010-02-24,36172976000
2010-02-25,35827470000
2010-02-26,35557074000
2010-03-01,35579607000
2010-03-02,35774893000
2010-03-03,35985201000
2010-03-04,36015245000
2010-03-05,36420839000
2010-03-08,36037778000
2010-03-09,36045289000
2010-03-10,36045289000
2010-03-11,36015245000
2010-03-12,36120399000
2010-03-15,36315685000
2010-03-16,36571059000
2010-03-17,36721279000
2010-03-18,36788878000
2010-03-19,36518482000
2010-03-22,36668702000
2010-03-23,37209494000
2010-03-24,36901543000
2010-03-25,37171939000
2010-03-26,37404780000
2010-03-29,37427313000
2010-03-30,38163391000
2010-03-31,37810374000
2010-04-01,38178413000
2010-04-05,38553963000
2010-04-06,38291078000
2010-04-07,37892995000
2010-04-08,38261034000
2010-04-09,38155880000
2010-04-12,38148369000
2010-04-13,38418765000
2010-04-14,38982090000
2010-04-15,39770745000
2010-04-16,38906980000
2010-04-19,38794315000
2010-04-20,39132310000
2010-04-21,38989601000
2010-04-22,39500349000
2010-04-23,39613014000
2010-04-26,39515371000
2010-04-27,38230990000
2010-04-28,39410217000
2010-04-29,39966031000
2010-04-30,39229953000
2010-05-03,40273982000
2010-05-04,37690198000
2010-05-05,36818922000
2010-05-06,36383284000
2010-05-07,36405817000
2010-05-10,38193435000
2010-05-11,37479890000
2010-05-12,37757797000
2010-05-13,37802863000
2010-05-14,36848966000
2010-05-17,35970179000
2010-05-18,36030267000
2010-05-19,35174013000
2010-05-20,34558111000
2010-05-21,34498023000
2010-05-24,34084918000
2010-05-25,34250160000
2010-05-26,34205094000
2010-05-27,35572096000
2010-05-28,34881084000
2010-06-01,34250160000
2010-06-02,35219079000
2010-06-03,35512008000
2010-06-04,33776967000
2010-06-07,32823070000
2010-06-08,33228664000
2010-06-09,33040889000
2010-06-10,34460468000
2010-06-11,34377847000
2010-06-14,34137495000
2010-06-15,35639695000
2010-06-16,35527030000
2010-06-17,35474453000
2010-06-18,35654717000
2010-06-21,35782404000
2010-06-22,34843529000
2010-06-23,34550600000
2010-06-24,33491549000
2010-06-25,33716879000
2010-06-28,33686835000
2010-06-29,32515119000
2010-06-30,32885061314
2010-07-01,32892588222
2010-07-02,32681834796
2010-07-06,32666780980
2010-07-07,33938828442
2010-07-08,34571088719
2010-07-09,34939907214
2010-07-12,34390442926
2010-07-13,34970014846
2010-07-14,34977541754
2010-07-15,35045283927
2010-07-16,34036678247
2010-07-19,34285066213
2010-07-20,35414102422
2010-07-21,35692598020
2010-07-22,36761418965
2010-07-23,38063574059
2010-07-26,38086154783
2010-07-27,37852820633
2010-07-28,37965724254
2010-07-29,37468948322
2010-07-30,37288302529
2010-08-02,38274327485
2010-08-03,38266800577
2010-08-04,37965724254
2010-08-05,38018412611
2010-08-06,37913035898
2010-08-09,37973251162
2010-08-10,38199058404
2010-08-11,36377546653
2010-08-12,36415181194
2010-08-13,36302277573
2010-08-16,36166793228
2010-08-17,36625934619
2010-08-18,36580773171
2010-08-19,35670017296
2010-08-20,35135606824
2010-08-23,35451736962
2010-08-24,34638830892
2010-08-25,34480765822
2010-08-26,34187216408
2010-08-27,35286144985
2010-08-30,35045283927
2010-08-31,35113026099
2010-09-01,36550665539
2010-09-02,36979699298
2010-09-03,37453894506
2010-09-07,37453894506
2010-09-08,37642067208
2010-09-09,37807659185
2010-09-10,37491529046
2010-09-13,38048520243
2010-09-14,38048520243
2010-09-15,37672174840
2010-09-16,38071100967
2010-09-17,38552823083
2010-09-20,39335621521
2010-09-21,39501213498
2010-09-22,38899060854
2010-09-23,38522715451
2010-09-24,40238850488
2010-09-27,39854978177
2010-09-28,39817343637
2010-09-29,39809816729
2010-09-30,39610852000
2010-10-01,40370574000
2010-10-04,39926776000
2010-10-05,40468360000
2010-10-06,40280310000
2010-10-07,40069694000
2010-10-08,40182524000
2010-10-11,40009518000
2010-10-12,39866600000
2010-10-13,40551102000
2010-10-14,40543580000
2010-10-15,40370574000
2010-10-18,40483404000
2010-10-19,39686072000
2010-10-20,40603756000
2010-10-21,41220560000
2010-10-22,41002422000
2010-10-25,41333390000
2010-10-26,41213038000
2010-10-27,40949768000
2010-10-28,41243126000
2010-10-29,41295780000
2010-11-01,42100634000
2010-11-02,41160384000
2010-11-03,41055076000
2010-11-04,42687350000
2010-11-05,43086016000
2010-11-08,42770092000
2010-11-09,42258596000
2010-11-10,42175854000
2010-11-11,42055502000
2010-11-12,41649314000
2010-11-15,41814798000
2010-11-16,41092686000
2010-11-17,40882070000
2010-11-18,41581616000
2010-11-19,41935150000
2010-11-22,41897540000
2010-11-23,41446220000
2010-11-24,42318772000
2010-11-26,41822320000
2010-11-29,41656836000
2010-11-30,41423654000
2010-12-01,42108156000
2010-12-02,42770092000
2010-12-03,42755048000
2010-12-06,42807702000
2010-12-07,42506822000
2010-12-08,42371426000
2010-12-09,42709916000
2010-12-10,43356808000
2010-12-13,43507248000
2010-12-14,43612556000
2010-12-15,43582468000
2010-12-16,44139096000
2010-12-17,43875826000
2010-12-20,43544858000
2010-12-21,43830694000
2010-12-22,43642644000
2010-12-23,43228934000
2010-12-27,43078494000
2010-12-28,43010796000
2010-12-29,43138670000
2010-12-30,43146192000
2010-12-31,42997557000
2011-01-03,43050204000
2011-01-04,42493650000
2011-01-05,43020120000
2011-01-06,42914826000
2011-01-07,42741843000
2011-01-10,43005078000
2011-01-11,43584195000
2011-01-12,43779741000
2011-01-13,43621800000
2011-01-14,43742136000
2011-01-18,43697010000
2011-01-19,43554111000
2011-01-20,43230708000
2011-01-21,43275834000
2011-01-24,43636842000
2011-01-25,43757178000
2011-01-26,44434068000
2011-01-27,43990329000
2011-01-28,42839616000
2011-01-31,44283648000
2011-02-01,44945496000
2011-02-02,45013185000
2011-02-03,45306504000
2011-02-04,45569739000
2011-02-07,45765285000
2011-02-08,46126293000
2011-02-09,45870579000
2011-02-10,45795369000
2011-02-11,46299276000
2011-02-14,46517385000
2011-02-15,46291755000
2011-02-16,46321839000
2011-02-17,46374486000
2011-02-18,46464738000
2011-02-22,45449403000
2011-02-23,44719866000
2011-02-24,44546883000
2011-02-25,45103437000
2011-02-28,44870286000
2011-03-01,43742136000
2011-03-02,44313732000
2011-03-03,45524613000
2011-03-04,44930454000
2011-03-07,44434068000
2011-03-08,45238815000
2011-03-09,45186168000
2011-03-10,44291169000
2011-03-11,44682261000
2011-03-14,44313732000
2011-03-15,43757178000
2011-03-16,42380835000
2011-03-17,43042683000
2011-03-18,42974994000
2011-03-21,43727094000
2011-03-22,43185582000
2011-03-23,43072767000
2011-03-24,43343523000
2011-03-25,43486422000
2011-03-28,43027641000
2011-03-29,42952431000
2011-03-30,43178061000
2011-03-31,43746541000
2011-04-01,44173300000
2011-04-04,44023560000
2011-04-05,44128378000
2011-04-06,43843872000
2011-04-07,43634236000
2011-04-08,43237425000
2011-04-11,43155068000
2011-04-12,42795692000
2011-04-13,42855588000
2011-04-14,42982867000
2011-04-15,43087685000
2011-04-18,42346472000
2011-04-19,42473751000
2011-04-20,43641723000
2011-04-21,44278118000
2011-04-25,43836385000
2011-04-26,44607546000
2011-04-27,44944461000
2011-04-28,44959435000
2011-04-29,45498499000
2011-05-02,45528447000
2011-05-03,42593543000
2011-05-04,41807408000
2011-05-05,41200961000
2011-05-06,41672642000
2011-05-09,42061966000
2011-05-10,41455519000
2011-05-11,40796663000
2011-05-12,40609488000
2011-05-13,40077911000
2011-05-16,39815866000
2011-05-17,39546334000
2011-05-18,40482209000
2011-05-19,40886507000
2011-05-20,40497183000
2011-05-23,40354930000
2011-05-24,39943145000
2011-05-25,40347443000
2011-05-26,40459748000
2011-05-27,40519644000
2011-05-31,40841585000
2011-06-01,39067166000
2011-06-02,38827582000
2011-06-03,38348414000
2011-06-06,38445745000
2011-06-07,38513128000
2011-06-08,38505641000
2011-06-09,38700303000
2011-06-10,38460719000
2011-06-13,38340927000
2011-06-14,39426542000
2011-06-15,38842556000
2011-06-16,39306750000
2011-06-17,38977322000
2011-06-20,39553821000
2011-06-21,40369904000
2011-06-22,39980580000
2011-06-23,40384878000
2011-06-24,40107859000
2011-06-27,40332469000
2011-06-28,41013786000
2011-06-29,41126091000
2011-06-30,41561874450
2011-07-01,42182531775
2011-07-05,42234253218
2011-07-06,42588914547
2011-07-07,42965742209
2011-07-08,42256419551
2011-07-11,41643151004
2011-07-12,41510153006
2011-07-13,41421487674
2011-07-14,41081603900
2011-07-15,40911662014
2011-07-18,40534834352
2011-07-19,40985549790
2011-07-20,41185046788
2011-07-21,41354988674
2011-07-22,40712165016
2011-07-25,40845163015
2011-07-26,39936343360
2011-07-27,37261605840
2011-07-28,36663114848
2011-07-29,36271509631
2011-08-01,36249343298
2011-08-02,34771587762
2011-08-03,35806016637
2011-08-04,33995766105
2011-08-05,33537661889
2011-08-08,31424471473
2011-08-09,33050002562
2011-08-10,30951589701
2011-08-11,33751936442
2011-08-12,34210040658
2011-08-15,34660756096
2011-08-16,34040098771
2011-08-17,33907100773
2011-08-18,31734800135
2011-08-19,31372750029
2011-08-22,31476192916
2011-08-23,32798784121
2011-08-24,33833212996
2011-08-25,32850505565
2011-08-26,33552439444
2011-08-29,34638589763
2011-08-30,34328261101
2011-08-31,34394760100
2011-09-01,33692826220
2011-09-02,32532788125
2011-09-06,32104239019
2011-09-07,33057391340
2011-09-08,32791395343
2011-09-09,32067295131
2011-09-12,32362846238
2011-09-13,32990892341
2011-09-14,33249499560
2011-09-15,33921878328
2011-09-16,33796269108
2011-09-19,33574605777
2011-09-20,33655882332
2011-09-21,32325902350
2011-09-22,31018088700
2011-09-23,31276695919
2011-09-26,32288958461
2011-09-27,32562343235
2011-09-28,31941685910
2011-09-29,32355457460
2011-09-30,30333933000
2011-10-03,29878667000
2011-10-04,30936059000
2011-10-05,31773161000
2011-10-06,32676350000
2011-10-07,32316543000
2011-10-10,33329877000
2011-10-11,33528137999
2011-10-12,34166979000
2011-10-13,34056834000
2011-10-14,34886593000
2011-10-17,33719056000
2011-10-18,35092197000
2011-10-19,34247752000
2011-10-20,34130263999
2011-10-21,34820506000
2011-10-24,34996738000
2011-10-25,34159636000
2011-10-26,34622245000
2011-10-27,36817802000
2011-10-28,36428623000
2011-10-31,35334516000
2011-11-01,35474033000
2011-11-02,36560797000
2011-11-03,38051426000
2011-11-04,37640218000
2011-11-07,37368527000
2011-11-08,38279059000
2011-11-09,36795773000
2011-11-10,37126208000
2011-11-11,37713648000
2011-11-14,37419928000
2011-11-15,37735677000
2011-11-16,37030749000
2011-11-17,36391908000
2011-11-18,36502053000
2011-11-21,35907270000
2011-11-22,35474033000
2011-11-23,34556158000
2011-11-25,34592873000
2011-11-28,36083502000
2011-11-29,36054130000
2011-11-30,38367175000
2011-12-01,38066112000
2011-12-02,37713648000
2011-12-05,38279059000
2011-12-06,38161571000
2011-12-07,38168914000
2011-12-08,37096836000
2011-12-09,37845822000
2011-12-12,36994034000
2011-12-13,36582826000
2011-12-14,35951328000
2011-12-15,35885241000
2011-12-16,36076159000
2011-12-19,35187656000
2011-12-20,36472681000
2011-12-21,34490071000
2011-12-22,33175674000
2011-12-23,33990747000
2011-12-27,34049491000
2011-12-28,33513452000
2011-12-29,34240409000
2011-12-30,34211037000
2012-01-03,34964444000
2012-01-04,35191581000
2012-01-05,34964444000
2012-01-06,34546805000
2012-01-09,35089003000
2012-01-10,35682490000
2012-01-11,35045041000
2012-01-12,36085475000
2012-01-13,35565258000
2012-01-17,35938935000
2012-01-18,36495787000
2012-01-19,36488460000
2012-01-20,36144091000
2012-01-23,36444498000
2012-01-24,37103928000
2012-01-25,38173670000
2012-01-26,38151689000
2012-01-27,37858609000
2012-01-30,37895244000
2012-01-31,37646126000
2012-02-01,38012476000
2012-02-02,37697415000
2012-02-03,38437442000
2012-02-06,39104199000
2012-02-07,38041784000
2012-02-08,38144362000
2012-02-09,38642598000
2012-02-10,38246940000
2012-02-13,38686560000
2012-02-14,37821974000
2012-02-15,37345719000
2012-02-16,37646126000
2012-02-17,37734050000
2012-02-21,38012476000
2012-02-22,38071092000
2012-02-23,37418989000
2012-02-24,37279776000
2012-02-27,37404335000
2012-02-28,37111255000
2012-02-29,36862137000
2012-03-01,36766886000
2012-03-02,36803521000
2012-03-05,36312612000
2012-03-06,35755760000
2012-03-07,35968243000
2012-03-08,36393209000
2012-03-09,36627673000
2012-03-12,36957388000
2012-03-13,37931879000
2012-03-14,37895244000
2012-03-15,38100400000
2012-03-16,38371499000
2012-03-19,37961187000
2012-03-20,37756031000
2012-03-21,38063765000
2012-03-22,38100400000
2012-03-23,37521567000
2012-03-26,37624145000
2012-03-27,37646126000
2012-03-28,37917225000
2012-03-29,38005149000
2012-03-30,38232286000
2012-04-02,38375216000
2012-04-03,37820112000
2012-04-04,37513344000
2012-04-05,37221184000
2012-04-09,36768336000
2012-04-10,36257056000
2012-04-11,36322792000
2012-04-12,37265008000
2012-04-13,36585736000
2012-04-16,36666080000
2012-04-17,37308832000
2012-04-18,36921720000
2012-04-19,36578432000
2012-04-20,36717208000
2012-04-23,36483480000
2012-04-24,37184664000
2012-04-25,37433000000
2012-04-26,37893152000
2012-04-27,38470168000
2012-04-30,38375216000
2012-05-01,35921072000
2012-05-02,36154800000
2012-05-03,36052544000
2012-05-04,35592392000
2012-05-07,35570480000
2012-05-08,35906464000
2012-05-09,35176064000
2012-05-10,35424400000
2012-05-11,35190672000
2012-05-14,34905816000
2012-05-15,34708608000
2012-05-16,34452968000
2012-05-17,33737176000
2012-05-18,33547272000
2012-05-21,34160808000
2012-05-22,34460272000
2012-05-23,34956944000
2012-05-24,34840080000
2012-05-25,34533312000
2012-05-29,35022680000
2012-05-30,34394536000
2012-05-31,34160808000
2012-06-01,33328152000
2012-06-04,32919128000
2012-06-05,32729224000
2012-06-06,33554576000
2012-06-07,33897863999
2012-06-08,34102376000
2012-06-11,34102376000
2012-06-12,34365320000
2012-06-13,33970904000
2012-06-14,33956296000
2012-06-15,34087768000
2012-06-18,34073160000
2012-06-19,34306888000
2012-06-20,33613008000
2012-06-21,33277024000
2012-06-22,33386584000
2012-06-25,32510104000
2012-06-26,32203336000
2012-06-27,32583144000
2012-06-28,32349416000
2012-06-29,34022032000
2012-07-02,32874743411
2012-07-03,32976119272
2012-07-05,33171629860
2012-07-06,32700956221
2012-07-09,32534410164
2012-07-10,32331658443
2012-07-11,32172353519
2012-07-12,31882708202
2012-07-13,32541651297
2012-07-16,32375105240
2012-07-17,32737161886
2012-07-18,34149182803
2012-07-19,34055048075
2012-07-20,33490239708
2012-07-23,33526445373
2012-07-24,32838537746
2012-07-25,33019566069
2012-07-26,33808849556
2012-07-27,34779161366
2012-07-30,34706750037
2012-07-31,34590891911
2012-08-01,34395381322
2012-08-02,34330211126
2012-08-03,35119494613
2012-08-06,35438104461
2012-08-07,36053600758
2012-08-08,36191182284
2012-08-09,36422898537
2012-08-10,37110806163
2012-08-13,37038394834
2012-08-14,37516309606
2012-08-15,37306316752
2012-08-16,37719061328
2012-08-17,37871125119
2012-08-20,37827678321
2012-08-21,37878366252
2012-08-22,37407692613
2012-08-23,37270111087
2012-08-24,37451139410
2012-08-27,37364245815
2012-08-28,37349763549
2012-08-29,37320799018
2012-08-30,36741508385
2012-08-31,36727026119
2012-09-04,36089806423
2012-09-05,35481551259
2012-09-06,36191182284
2012-09-07,36060841891
2012-09-10,36039118493
2012-09-11,35785678841
2012-09-12,35785678841
2012-09-13,36183941151
2012-09-14,36068083024
2012-09-17,36379451739
2012-09-18,36596685727
2012-09-19,36611167992
2012-09-20,36509792132
2012-09-21,36278075879
2012-09-24,36227387948
2012-09-25,34974671955
2012-09-26,34685026638
2012-09-27,35010877619
2012-09-28,34952948556
2012-10-01,34619839000
2012-10-02,34692069000
2012-10-03,35074888000
2012-10-04,35428815000
2012-10-05,35529937000
2012-10-08,35479376000
2012-10-09,35392700000
2012-10-10,34879867000
2012-10-11,34901536000
2012-10-12,34923205000
2012-10-15,34959320000
2012-10-16,35306024000
2012-10-17,35616613000
2012-10-18,35826080000
2012-10-19,34850975000
2012-10-22,34829306000
2012-10-23,34179236000
2012-10-24,34193682000
2012-10-25,34641508000
2012-10-26,34554832000
2012-10-31,34980989000
2012-11-01,36389474000
2012-11-02,35977763000
2012-11-05,36476150000
2012-11-06,37169558000
2012-11-07,36317244000
2012-11-08,35956094000
2012-11-09,36223345000
2012-11-12,36360582000
2012-11-13,36049993000
2012-11-14,34937651000
2012-11-15,34771522000
2012-11-16,34807637000
2012-11-19,35356585000
2012-11-20,35024327000
2012-11-21,35067665000
2012-11-23,35479376000
2012-11-26,35291578000
2012-11-27,35537160000
2012-11-28,36093331000
2012-11-29,36533934000
2012-11-30,36281129000
2012-12-03,35826080000
2012-12-04,35927202000
2012-12-05,36584495000
2012-12-06,36692840000
2012-12-07,36728955000
2012-12-10,37003429000
2012-12-11,37212896000
2012-12-12,37285126000
2012-12-13,37314018000
2012-12-14,37379025000
2012-12-17,37740175000
2012-12-18,38361353000
2012-12-19,38411914000
2012-12-20,38462475000
2012-12-21,38289123000
2012-12-24,38173555000
2012-12-26,38043541000
2012-12-27,38043541000
2012-12-28,37660722000
2012-12-31,38157680000
2013-01-02,39339300000
2013-01-03,39526630000
2013-01-04,39677935000
2013-01-07,39411350000
2013-01-08,39058305000
2013-01-09,39411350000
2013-01-10,39728370000
2013-01-11,39656320000
2013-01-14,39858060000
2013-01-15,39634705000
2013-01-16,39317685000
2013-01-17,39879675000
2013-01-18,40268745000
2013-01-22,40938810000
2013-01-23,40974835000
2013-01-24,41263035000
2013-01-25,41407135000
2013-01-28,41277445000
2013-01-29,41407135000
2013-01-30,41219805000
2013-01-31,41248625000
2013-02-01,41846640000
2013-02-04,41421545000
2013-02-05,41003655000
2013-02-06,41385520000
2013-02-07,41407135000
2013-02-08,41428750000
2013-02-11,41594465000
2013-02-12,41846640000
2013-02-13,41861050000
2013-02-14,42084405000
2013-02-15,41997945000
2013-02-19,42192480000
2013-02-20,41608875000
2013-02-21,41061295000
2013-02-22,41263035000
2013-02-25,40182285000
2013-02-26,40434460000
2013-02-27,41255830000
2013-02-28,40852350000
2013-03-01,40398435000
2013-03-04,40016570000
2013-03-05,40528125000
2013-03-06,40607380000
2013-03-07,40693840000
2013-03-08,41277445000
2013-03-11,41421545000
2013-03-12,40938810000
2013-03-13,40492100000
2013-03-14,41443160000
2013-03-15,41493595000
2013-03-18,41018065000
2013-03-19,41032475000
2013-03-20,41147755000
2013-03-21,40686635000
2013-03-22,40917195000
2013-03-25,40225515000
2013-03-26,39980545000
2013-03-27,39886880000
2013-03-28,40254335000
2013-04-01,39436669000
2013-04-02,39350641000
2013-04-03,39379317000
2013-04-04,40203752000
2013-04-05,39952837000
2013-04-08,40139231000
2013-04-09,40526357000
2013-04-10,40920652000
2013-04-11,40612385000
2013-04-12,40024527000
2013-04-15,38418671000
2013-04-16,38977853000
2013-04-17,38411502000
2013-04-18,38225108000
2013-04-19,38339812000
2013-04-22,38562051000
2013-04-23,39171416000
2013-04-24,39630232000
2013-04-25,39709091000
2013-04-26,39028036000
2013-04-29,39651739000
2013-04-30,39795119000
2013-05-01,38927670000
2013-05-02,40003020000
2013-05-03,40734258000
2013-05-06,41078370000
2013-05-07,40547864000
2013-05-08,40985173000
2013-05-09,41372299000
2013-05-10,41551524000
2013-05-13,41451158000
2013-05-14,42297100000
2013-05-15,41938650000
2013-05-16,41601707000
2013-05-17,42555184000
2013-05-20,42512170000
2013-05-21,42139382000
2013-05-22,41501341000
2013-05-23,40963666000
2013-05-24,40820286000
2013-05-28,41336454000
2013-05-29,41056863000
2013-05-30,41443989000
2013-05-31,41193074000
2013-06-03,41400975000
2013-06-04,40970835000
2013-06-05,40110555000
2013-06-06,40375808000
2013-06-07,41314947000
2013-06-10,41214581000
2013-06-11,40454667000
2013-06-12,40067541000
2013-06-13,40684075000
2013-06-14,40246766000
2013-06-17,40547864000
2013-06-18,41107046000
2013-06-19,40440329000
2013-06-20,38985022000
2013-06-21,39257444000
2013-06-24,38712600000
2013-06-25,39307627000
2013-06-26,39651739000
2013-06-27,39709091000
2013-06-28,39099726000
2013-07-01,39113645335
2013-07-02,39156044951
2013-07-03,39000579694
2013-07-05,39876838415
2013-07-08,40081769890
2013-07-09,40710697520
2013-07-10,40350300788
2013-07-11,40894429188
2013-07-12,40435100019
2013-07-15,40541099058
2013-07-16,40428033417
2013-07-17,40512832648
2013-07-18,40802563354
2013-07-19,41551623229
2013-07-22,42583347207
2013-07-23,42562147399
2013-07-24,42399615540
2013-07-25,42222950475
2013-07-26,42258283488
2013-07-29,42244150283
2013-07-30,42745879066
2013-07-31,43367740094
2013-08-01,44201599200
2013-08-02,44201599200
2013-08-05,44053200546
2013-08-06,44088533559
2013-08-07,43558538364
2013-08-08,44032000738
2013-08-09,43742270032
2013-08-12,44166266187
2013-08-13,44102666764
2013-08-14,43862402276
2013-08-15,43021476567
2013-08-16,43297074068
2013-08-19,43191075030
2013-08-20,43502005544
2013-08-21,43021476567
2013-08-22,43834135865
2013-08-23,43784669647
2013-08-26,43636270993
2013-08-27,42809478490
2013-08-28,42745879066
2013-08-29,42830678297
2013-08-30,42661079835
2013-09-03,42894277721
2013-09-04,43339473684
2013-09-05,43579738172
2013-09-06,43438406120
2013-09-09,44166266187
2013-09-10,44985992087
2013-09-11,44936525869
2013-09-12,44950659074
2013-09-13,45254522986
2013-09-16,45600786513
2013-09-17,45855184206
2013-09-18,46420512413
2013-09-19,46992907223
2013-09-20,45876384014
2013-09-23,45904650424
2013-09-24,45904650424
2013-09-25,45833984398
2013-09-26,46229714143
2013-09-27,45862250809
2013-09-30,45516450000
2013-10-01,45776744999
2013-10-02,45326505000
2013-10-03,44834055000
2013-10-04,45002895000
2013-10-07,44827020000
2013-10-08,44306430000
2013-10-09,44447130000
2013-10-10,45713430000
2013-10-11,45973724999
2013-10-14,46149599999
2013-10-15,45565695000
2013-10-16,45544590000
2013-10-17,45875234999
2013-10-18,46177740000
2013-10-21,46388790000
2013-10-22,46712400000
2013-10-23,46761645000
2013-10-24,46803855000
2013-10-25,47289270000
2013-10-28,47218920000
2013-10-29,47408865000
2013-10-30,47064150000
2013-10-31,47113395000
2013-11-01,47155605000
2013-11-04,47394795000
2013-11-05,47028974999
2013-11-06,47422935000
2013-11-07,46466175000
2013-11-08,47113395000
2013-11-11,47099325000
2013-11-12,46642050000
2013-11-13,47028974999
2013-11-14,47282234999
2013-11-15,47816895000
2013-11-18,47549565000
2013-11-19,47387760000
2013-11-20,47197815000
2013-11-21,47641020000
2013-11-22,47838000000
2013-11-25,47134500000
