,ANSS
2014-04-30,7044481340
2014-05-01,6691841860
2014-05-02,6831236000
2014-05-05,6905087200
2014-05-06,6891240100
2014-05-07,6968783860
2014-05-08,6878316140
2014-05-09,6936473960
2014-05-12,7004786320
2014-05-13,6886624399
2014-05-14,6860776479
2014-05-15,6804464939
2014-05-16,6851545080
2014-05-19,6905087200
2014-05-20,6791540979
2014-05-21,6815542620
2014-05-22,6856160780
2014-05-23,6912472320
2014-05-27,6874623580
2014-05-28,6835851700
2014-05-29,6823850880
2014-05-30,6780463300
2014-06-02,6812773200
2014-06-03,6852468220
2014-06-04,6890316960
2014-06-05,6919857439
2014-06-06,7000170620
2014-06-09,7062944140
2014-06-10,7012171439
2014-06-11,6972476420
2014-06-12,6978938399
2014-06-13,6984477240
2014-06-16,6948474780
2014-06-17,6963245020
2014-06-18,7009402020
2014-06-19,6932781399
2014-06-20,6885701260
2014-06-23,6869084740
2014-06-24,6872777300
2014-06-25,6803541800
2014-06-26,6835851700
2014-06-27,6952167340
2014-06-30,6965962499
2014-07-01,7091831250
2014-07-02,7035787500
2014-07-03,7143281250
2014-07-07,7043137500
2014-07-08,6956775000
2014-07-09,6943912500
2014-07-10,6866737500
2014-07-11,6815287500
2014-07-14,6886949999
2014-07-15,6918187500
2014-07-16,6940237500
2014-07-17,6863981249
2014-07-18,6915431250
2014-07-21,6911756250
2014-07-22,7005468750
2014-07-23,7053243750
2014-07-24,7094587500
2014-07-25,7099181250
2014-07-28,7110206250
2014-07-29,7129499999
2014-07-30,7192893750
2014-07-31,7068862500
2014-08-01,6982500000
2014-08-04,7036706250
2014-08-05,7162574999
2014-08-06,7226887500
2014-08-07,7244343749
2014-08-08,7292118750
2014-08-11,7266393750
2014-08-12,7269150000
2014-08-13,7304981250
2014-08-14,7329787500
2014-08-15,7330706250
2014-08-18,7452900000
2014-08-19,7460250000
2014-08-20,7519050000
2014-08-21,7598521875
2014-08-22,7532831250
2014-08-25,7434065625
2014-08-26,7481381250
2014-08-27,7498837500
2014-08-28,7407881250
2014-08-29,7469437500
2014-09-02,7524562500
2014-09-03,7496999999
2014-09-04,7462087500
2014-09-05,7455656250
2014-09-08,7492406250
2014-09-09,7385831250
2014-09-10,7393181250
2014-09-11,7437281250
2014-09-12,7367915624
2014-09-15,7330706250
2014-09-16,7326112500
2014-09-17,7316006250
2014-09-18,7371131250
2014-09-19,7310493749
2014-09-22,7133175000
2014-09-23,7054162500
2014-09-24,7069781250
2014-09-25,6930131250
2014-09-26,6963665625
2014-09-29,6956775000
2014-09-30,6930993650
2014-10-01,6885196150
2014-10-02,6995110150
2014-10-03,7027168400
2014-10-06,6978623050
2014-10-07,6942901000
2014-10-08,7039075749
2014-10-09,6956640250
2014-10-10,6865961199
2014-10-13,6720325150
2014-10-14,6656666625
2014-10-15,6614074949
2014-10-16,6633309900
2014-10-17,6685519050
2014-10-20,6789021400
2014-10-21,6949312650
2014-10-22,6823827500
2014-10-23,6869625000
2014-10-24,6903515150
2014-10-27,6943816950
2014-10-28,7063806400
2014-10-29,7018924850
2014-10-30,7076629700
2014-10-31,7195703200
2014-11-03,7148989750
2014-11-04,7094032750
2014-11-05,7058310700
2014-11-06,7181505975
2014-11-07,7286382250
2014-11-10,7263483500
2014-11-11,7333095700
2014-11-12,7318440500
2014-11-13,7262567550
2014-11-14,7308365050
2014-11-17,7302869350
2014-11-18,7321188350
2014-11-19,7305617200
2014-11-20,7307907075
2014-11-21,7497050749
2014-11-24,7499798600
2014-11-25,7529109000
2014-11-26,7606964750
2014-11-28,7650014400
2014-12-01,7607880700
2014-12-02,7627115650
2014-12-03,7614292350
2014-12-04,7612460450
2014-12-05,7661921750
2014-12-08,7628031600
2014-12-09,7621619949
2014-12-10,7508042150
2014-12-11,7478731750
2014-12-12,7356910399
2014-12-15,7337675450
2014-12-16,7364238000
2014-12-17,7479647700
2014-12-18,7633527300
2014-12-19,7624367800
2014-12-22,7617040200
2014-12-23,7689400250
2014-12-24,7722374450
2014-12-26,7718710650
2014-12-29,7669249350
2014-12-30,7583150050
2014-12-31,7384838000
2015-01-02,7352416760
2015-01-05,7281720445
2015-01-06,7138076340
2015-01-07,7178602889
2015-01-08,7353767645
2015-01-09,7273164840
2015-01-12,7197515280
2015-01-13,7261457170
2015-01-14,7269562480
2015-01-15,7279468970
2015-01-16,7446978710
2015-01-20,7429867500
2015-01-21,7470394050
2015-01-22,7622593760
2015-01-23,7628897889
2015-01-26,7664921490
2015-01-27,7501914700
2015-01-28,7348364105
2015-01-29,7400148030
2015-01-30,7265059530
2015-02-02,7318194340
2015-02-03,7500113520
2015-02-04,7432118975
2015-02-05,7541540660
2015-02-06,7567657770
2015-02-09,7546043610
2015-02-10,7712652760
2015-02-11,7676629160
2015-02-12,7736068100
2015-02-13,7768489340
2015-02-17,7793705860
2015-02-18,7736968690
2015-02-19,7801811170
2015-02-20,7857647750
2015-02-23,7762635504
2015-02-24,7710851580
2015-02-25,7773892879
2015-02-26,7708149810
2015-02-27,7742372230
2015-03-02,7784699960
2015-03-03,7765337274
2015-03-04,7752278720
2015-03-05,7779296420
2015-03-06,7687436240
2015-03-09,7740571050
2015-03-10,7618090810
2015-03-11,7637903790
2015-03-12,7646009100
2015-03-13,7654114410
2015-03-16,7784699960
2015-03-17,7820723560
2015-03-18,7899074889
2015-03-19,7911683149
2015-03-20,7976525629
2015-03-23,7905379020
2015-03-24,7910782560
2015-03-25,7782898780
2015-03-26,7810817070
2015-03-27,7816220610
2015-03-30,7935999080
2015-03-31,7925282540
2015-04-01,7919890580
2015-04-02,7817443340
2015-04-06,8025033800
2015-04-07,7986840750
2015-04-08,7967519560
2015-04-09,7933370480
2015-04-10,7958532960
2015-04-13,7865970980
2015-04-14,7813848700
2015-04-15,7854288400
2015-04-16,7888437480
2015-04-17,7758131780
2015-04-20,7774307660
2015-04-21,7789584880
2015-04-22,7820139320
2015-04-23,7914498619
2015-04-24,7859680359
2015-04-27,7810254060
2015-04-28,7790483540
2015-04-29,7804862099
2015-04-30,7714097440
2015-05-01,7772510340
2015-05-04,7862376340
2015-05-05,7839909840
2015-05-06,7577501119
2015-05-07,7748246520
2015-05-08,7790483540
2015-05-11,7762625080
2015-05-12,7809804730
2015-05-13,7926181200
2015-05-14,8131075680
2015-05-15,8060980200
2015-05-18,8116697119
2015-05-19,8097825260
2015-05-20,8133771660
2015-05-21,8107710520
2015-05-22,8090635980
2015-05-26,8008857920
2015-05-27,8072662780
2015-05-28,8061878859
2015-05-29,7998074000
2015-06-01,8034919060
2015-06-02,8045702980
2015-06-03,8179603320
2015-06-04,8055588240
2015-06-05,8098723920
2015-06-08,7981898119
2015-06-09,7980100800
2015-06-10,8133771660
2015-06-11,8249698800
2015-06-12,8167022080
2015-06-15,7977404820
2015-06-16,8076257420
2015-06-17,8076257420
2015-06-18,8152643520
2015-06-19,8170616720
2015-06-22,8249698800
2015-06-23,8263178700
2015-06-24,8185893940
2015-06-25,8255989420
2015-06-26,8284746540
2015-06-29,8177806000
2015-06-30,8183680560
2015-07-01,8207897940
2015-07-02,8198928540
2015-07-06,8150493780
2015-07-07,8207897940
2015-07-08,8137039680
2015-07-09,8198031600
2015-07-10,8290416420
2015-07-13,8346026700
2015-07-14,8324500140
2015-07-15,8315530739
2015-07-16,8406121680
2015-07-17,8337954239
2015-07-20,8342438940
2015-07-21,8209691820
2015-07-22,8373831840
2015-07-23,8385492060
2015-07-24,8336160360
2015-07-27,8189959140
2015-07-28,8251848000
2015-07-29,8340645060
2015-07-30,8405224739
2015-07-31,8444690100
2015-08-03,8479670760
2015-08-04,8541559620
2015-08-05,8433029880
2015-08-06,8337954239
2015-08-07,8409709440
2015-08-10,8548735140
2015-08-11,8455453380
2015-08-12,8466216660
2015-08-13,8460835020
2015-08-14,8454556440
2015-08-17,8656367940
2015-08-18,8705699640
2015-08-19,8624078100
2015-08-20,8363068560
2015-08-21,8154978480
2015-08-24,7680497220
2015-08-25,7691260500
2015-08-26,7870648500
2015-08-27,8053624260
2015-08-28,8049139560
2015-08-31,7946888399
2015-09-01,7764809579
2015-09-02,7971105780
2015-09-03,8080532460
2015-09-04,8047345680
2015-09-08,8294004180
2015-09-09,8151390720
2015-09-10,8220455100
2015-09-11,8272477620
2015-09-14,8197134660
2015-09-15,8285034780
2015-09-16,8322706260
2015-09-17,8284137840
2015-09-18,8157669300
2015-09-21,8272477620
2015-09-22,8150493780
2015-09-23,8149596840
2015-09-24,8133451920
2015-09-25,8067078360
2015-09-28,7919083260
2015-09-29,7796202480
2015-09-30,7811495640
2015-10-01,7740594840
2015-10-02,7820358240
2015-10-05,7953297240
2015-10-06,7877965140
2015-10-07,7946207160
2015-10-08,7998496500
2015-10-09,8136753060
2015-10-12,8142070620
2015-10-13,8097757620
2015-10-14,7999382760
2015-10-15,8049013319
2015-10-16,8166885900
2015-10-19,8267919540
2015-10-20,8159795819
2015-10-21,8115482819
2015-10-22,8249308080
2015-10-23,8293621080
2015-10-26,8361863099
2015-10-27,8330844000
2015-10-28,8602925820
2015-10-29,8465555520
2015-10-30,8446944060
2015-11-02,8634831180
2015-11-03,8615333460
2015-11-04,8664964020
2015-11-05,8276782140
2015-11-06,8288303520
2015-11-09,8171317200
2015-11-10,8167772160
2015-11-11,8104847700
2015-11-12,8028629340
2015-11-13,7939117080
2015-11-16,7991406420
2015-11-17,7999382760
2015-11-18,8041036980
2015-11-19,8109279000
2015-11-20,8120800380
2015-11-23,8182838580
2015-11-24,8200563780
2015-11-25,8229810360
2015-11-27,8300711160
2015-11-30,8260829459
2015-12-01,8346796680
2015-12-02,8280327180
2015-12-03,8185497360
2015-12-04,8299824900
2015-12-07,8227151580
2015-12-08,8233355400
2015-12-09,8027743080
2015-12-10,8067624780
2015-12-11,7955069760
2015-12-14,7986088860
2015-12-15,8062307220
2015-12-16,8129662980
2015-12-17,8096871360
2015-12-18,8029515599
2015-12-21,8072942340
2015-12-22,8140298099
2015-12-23,8268805800
2015-12-24,8273237099
2015-12-28,8315777580
2015-12-29,8362749360
2015-12-30,8306028720
2015-12-31,8150545000
2016-01-04,7939071399
2016-01-05,7879153880
2016-01-06,7779585060
2016-01-07,7686184220
2016-01-08,7524935600
2016-01-11,7513480780
2016-01-12,7613930740
2016-01-13,7441227300
2016-01-14,7480878600
2016-01-15,7487046580
2016-01-19,7488808860
2016-01-20,7464136939
2016-01-21,7495857979
2016-01-22,7648295200
2016-01-25,7472067200
2016-01-26,7628028979
2016-01-27,7454444399
2016-01-28,7498501399
2016-01-29,7770773660
2016-02-01,7775179360
2016-02-02,7650057479
2016-02-03,7700282460
2016-02-04,7769892520
2016-02-05,7463255800
2016-02-08,7218298880
2016-02-09,7322273399
2016-02-10,7396289160
2016-02-11,7357519000
2016-02-12,7406862840
2016-02-16,7405981700
2016-02-17,7593664520
2016-02-18,7539914979
2016-02-19,7717905260
2016-02-22,7799851280
2016-02-23,7620979860
2016-02-24,7625385560
2016-02-25,7420961080
2016-02-26,7406862840
2016-02-29,7315224280
2016-03-01,7582209700
2016-03-02,7583971979
2016-03-03,7600713640
2016-03-04,7672085979
2016-03-07,7726716660
2016-03-08,7593664520
2016-03-09,7651819760
2016-03-10,7584853120
2016-03-11,7624504420
2016-03-14,7569873740
2016-03-15,7598070220
2016-03-16,7672967120
2016-03-17,7752269720
2016-03-18,7724954380
2016-03-21,7711737280
2016-03-22,7708212720
2016-03-23,7675610540
2016-03-24,7692352200
2016-03-28,7680016240
2016-03-29,7819236360
2016-03-30,7804256979
2016-03-31,7840095479
2016-04-01,7896183799
2016-04-04,7819938740
2016-04-05,7713020380
2016-04-06,7810298560
2016-04-07,7647291880
2016-04-08,7683223460
2016-04-11,7667448620
2016-04-12,7586821659
2016-04-13,7814680460
2016-04-14,7757715760
2016-04-15,7870768780
2016-04-18,7900565700
2016-04-19,7969799720
2016-04-20,7963665060
2016-04-21,7944384700
2016-04-22,7975058000
2016-04-25,8018000620
2016-04-26,8007484060
2016-04-27,8029393560
2016-04-28,7936497280
2016-04-29,7954901260
2016-05-02,8083729120
2016-05-03,8001349400
2016-05-04,7883914479
2016-05-05,7340558880
2016-05-06,7415051180
2016-05-09,7510576600
2016-05-10,7579810620
2016-05-11,7550013700
2016-05-12,7580687000
2016-05-13,7521969540
2016-05-16,7579810620
2016-05-17,7465881220
2016-05-18,7468510360
2016-05-19,7450106380
2016-05-20,7558777500
2016-05-23,7605225640
2016-05-24,7767355940
2016-05-25,7710391240
2016-05-26,7736682640
2016-05-27,7805040280
2016-05-31,7808545799
2016-06-01,7744570060
2016-06-02,7795400100
2016-06-03,7729671600
2016-06-06,7750704720
2016-06-07,7755086620
2016-06-08,7784007159
2016-06-09,7798905620
2016-06-10,7665695860
2016-06-13,7624506000
2016-06-14,7641157220
2016-06-15,7676212420
2016-06-16,7709514860
2016-06-17,7708638479
2016-06-20,7798029240
2016-06-21,7854993940
2016-06-22,7838342720
2016-06-23,8098627580
2016-06-24,7683223460
2016-06-27,7457117420
2016-06-28,7587698040
2016-06-29,7722660560
2016-06-30,7891529250
2016-07-01,7882833350
2016-07-05,7747177310
2016-07-06,7761960340
2016-07-07,7798483120
2016-07-08,7949791780
2016-07-11,7936747930
2016-07-12,7987184149
2016-07-13,7905442690
2016-07-14,7920225720
2016-07-15,7925443260
2016-07-18,7916747360
2016-07-19,7869789500
2016-07-20,7866311139
2016-07-21,7773265010
2016-07-22,7826310000
2016-07-25,7825440410
2016-07-26,7855876060
2016-07-27,7801961480
2016-07-28,7832397129
2016-07-29,7770656240
2016-08-01,7859354420
2016-08-02,7765438700
2016-08-03,7854136879
2016-08-04,8069795200
2016-08-05,8247191560
2016-08-08,8244582790
2016-08-09,8273279260
2016-08-10,8341976870
2016-08-11,8409804889
2016-08-12,8408065710
2016-08-15,8475893730
2016-08-16,8410674480
2016-08-17,8477632910
2016-08-18,8472415370
2016-08-19,8495024710
2016-08-22,8482850450
2016-08-23,8547200110
2016-08-24,8533286670
2016-08-25,8555896010
2016-08-26,8566331090
2016-08-29,8565461500
2016-08-30,8291540649
2016-08-31,8268931310
2016-09-01,8224582220
2016-09-02,8318497940
2016-09-06,8287192700
2016-09-07,8279366389
2016-09-08,8228060580
2016-09-09,8053272990
2016-09-12,8133275270
2016-09-13,8029794060
2016-09-14,8035011600
2016-09-15,8137623220
2016-09-16,7993271280
2016-09-19,8010663080
2016-09-20,8005445540
2016-09-21,8106317980
2016-09-22,8105448389
2016-09-23,8026315700
2016-09-26,7949791780
2016-09-27,7986314560
2016-09-28,7995010460
2016-09-29,7913269000
2016-09-30,7982796780
2016-10-03,7919010260
2016-10-04,7907804520
2016-10-05,7962971240
2016-10-06,7939697780
2016-10-07,7878497200
2016-10-10,7893150859
2016-10-11,7856947700
2016-10-12,7918148280
2016-10-13,7908666500
2016-10-14,7856947700
2016-10-17,7841432060
2016-10-18,7877635220
2016-10-19,7887117000
2016-10-20,7860395620
2016-10-21,7853499780
2016-10-24,7962971240
2016-10-25,7854361760
2016-10-26,7852637799
2016-10-27,7825916420
2016-10-28,7878497200
2016-10-31,7874187299
2016-11-01,7754372079
2016-11-02,7716444960
2016-11-03,7196671020
2016-11-04,7207876760
2016-11-07,7393202460
2016-11-08,7494054120
2016-11-09,7613869340
2016-11-10,7545772920
2016-11-11,7663002200
2016-11-14,7810400780
2016-11-15,7866429480
2016-11-16,8006070240
2016-11-17,8062098940
2016-11-18,8047445280
2016-11-21,8082786460
2016-11-22,8092268240
2016-11-23,8103473980
2016-11-25,8143987040
2016-11-28,8081062500
2016-11-29,8148296940
2016-11-30,8105197940
2016-12-01,8068994780
2016-12-02,8039687460
2016-12-05,8088820320
2016-12-06,8110369820
2016-12-07,8215531380
2016-12-08,8248286620
2016-12-09,8219841280
2016-12-12,8163812579
2016-12-13,8181914160
2016-12-14,8142263079
2016-12-15,8150020900
2016-12-16,8198291780
2016-12-19,8215531380
2016-12-20,8266388200
2016-12-21,8158640700
2016-12-22,7970729060
2016-12-23,7999174400
2016-12-27,8028481720
2016-12-28,7979348859
2016-12-29,7987106680
2016-12-30,7972453020
2017-01-03,7977317599
2017-01-04,8070464640
2017-01-05,8093537759
2017-01-06,8028591200
2017-01-09,8057646240
2017-01-10,8049100640
2017-01-11,8007227200
2017-01-12,8023463840
2017-01-13,8035427680
2017-01-17,7990136000
2017-01-18,7996117919
2017-01-19,7989281440
2017-01-20,7973044800
2017-01-23,7990990560
2017-01-24,8073882880
2017-01-25,8114047200
2017-01-26,8105501599
2017-01-27,8028591200
2017-01-30,7988426880
2017-01-31,7969626560
2017-02-01,7967917440
2017-02-02,8020045599
2017-02-03,8132847520
2017-02-06,8122592800
2017-02-07,8140538560
2017-02-08,8137974880
2017-02-09,8231121919
2017-02-10,8277268160
2017-02-13,8303759520
2017-02-14,8405452160
2017-02-15,8499453759
2017-02-16,8582346080
2017-02-17,8568673120
2017-02-21,8684038720
2017-02-22,8637892480
2017-02-23,8900242400
2017-02-24,8930152000
2017-02-27,9165156000
2017-02-28,9123282560
2017-03-01,9260012160
2017-03-02,9063463360
2017-03-03,9083972800
2017-03-06,9019026240
2017-03-07,9038681120
2017-03-08,9057481440
2017-03-09,9052354080
2017-03-10,9098500320
2017-03-13,9129264480
2017-03-14,9082263680
2017-03-15,9148919360
2017-03-16,9162592320
2017-03-17,9168574240
2017-03-20,9189083680
2017-03-21,9094227520
2017-03-22,9113027840
2017-03-23,9108327760
2017-03-24,9032699200
2017-03-27,9028426400
2017-03-28,9074572640
2017-03-29,9105336800
2017-03-30,9124137120
2017-03-31,9101797290
2017-04-03,9094983930
2017-04-04,8991080190
2017-04-05,8957013390
2017-04-06,9039625380
2017-04-07,8992783530
2017-04-10,9015778620
2017-04-11,9022591980
2017-04-12,8990228520
2017-04-13,8974046790
2017-04-17,9061768800
2017-04-18,9127347390
2017-04-19,9179299260
2017-04-20,9198887670
2017-04-21,9198036000
2017-04-24,9334303200
2017-04-25,9348781590
2017-04-26,9368370000
2017-04-27,9381145050
2017-04-28,9381996720
2017-05-01,9445020300
2017-05-02,9440761950
2017-05-03,9453537000
2017-05-04,10176604830
2017-05-05,10322240400
2017-05-08,10316278710
2017-05-09,10329905430
2017-05-10,10266030180
2017-05-11,10210671630
2017-05-12,10211523300
2017-05-15,10259216820
2017-05-16,10330757100
2017-05-17,10206413280
2017-05-18,10248996780
2017-05-19,10407407400
2017-05-22,10570928040
2017-05-23,10616918220
2017-05-24,10561559670
2017-05-25,10748927070
2017-05-26,10707195240
2017-05-30,10797472260
2017-05-31,10759147110
2017-06-01,10889452620
2017-06-02,11028274830
2017-06-05,11032533180
2017-06-06,10935442800
2017-06-07,10930332780
2017-06-08,10812802320
2017-06-09,10604994840
2017-06-12,10424440800
2017-06-13,10430402490
2017-06-14,10453397580
2017-06-15,10312020360
2017-06-16,10369082250
2017-06-19,10445732550
2017-06-20,10299245310
2017-06-21,10425292470
2017-06-22,10445732550
2017-06-23,10434660840
2017-06-26,10456804260
2017-06-27,10328202090
2017-06-28,10392929010
2017-06-29,10256661810
2017-06-30,10315300320
2017-07-03,10212723780
2017-07-05,10246633380
2017-07-06,10252567560
2017-07-07,10375489860
2017-07-10,10362773760
2017-07-11,10415333640
2017-07-12,10561992660
2017-07-13,10555210740
2017-07-14,10561992660
2017-07-17,10568774580
2017-07-18,10599293220
2017-07-19,10696783320
2017-07-20,10682371740
2017-07-21,10738322580
2017-07-24,10799359860
2017-07-25,10843442340
2017-07-26,10840899120
2017-07-27,10815466920
2017-07-28,10887524820
2017-07-31,10982471700
2017-08-01,11040118020
2017-08-02,10806989520
2017-08-03,10460263860
2017-08-04,10539103680
2017-08-07,10595054520
2017-08-08,10548428820
2017-08-09,10576404240
2017-08-10,10402617540
2017-08-11,10422963300
2017-08-14,10617095760
2017-08-15,10689153660
2017-08-16,10894306740
2017-08-17,10640832480
2017-08-18,10648462140
2017-08-21,10730692920
2017-08-22,10935846000
2017-08-23,10788339240
2017-08-24,10777318620
2017-08-25,10831573980
2017-08-28,10820553360
2017-08-29,10729845180
2017-08-30,10843442340
2017-08-31,10920586680
2017-09-01,10860397140
2017-09-05,10892611260
2017-09-06,10823944320
2017-09-07,10890068040
2017-09-08,10888372560
2017-09-11,11004512940
2017-09-12,11191015740
2017-09-13,11148628740
2017-09-14,10948562100
2017-09-15,10327168680
2017-09-18,10477218660
2017-09-19,10464502560
2017-09-20,10426354260
2017-09-21,10242394680
2017-09-22,10346666700
2017-09-25,10235612760
2017-09-26,10229678580
2017-09-27,10252567560
2017-09-28,10311061620
2017-09-29,10404313020
2017-10-02,10466465460
2017-10-03,10540030050
2017-10-04,10531574350
2017-10-05,10589918680
2017-10-06,10659255420
2017-10-09,10663483270
2017-10-10,10669402260
2017-10-11,10750576980
2017-10-12,10928146680
2017-10-13,10987336580
2017-10-16,11103179670
2017-10-17,10966197330
2017-10-18,10955204920
2017-10-19,10983108729
2017-10-20,11071893580
2017-10-23,11095569540
2017-10-24,11170825270
2017-10-25,11233397450
2017-10-26,11317108880
2017-10-27,11481149460
2017-10-30,11482840600
2017-10-31,11559787470
2017-11-01,11465929200
2017-11-02,12571934760
2017-11-03,12607448700
2017-11-06,12785018399
2017-11-07,12846745010
2017-11-08,12808694360
2017-11-09,12723291790
2017-11-10,12707225960
2017-11-13,12757114590
2017-11-14,12635352510
2017-11-15,12626051240
2017-11-16,12807003220
2017-11-17,12731747490
2017-11-20,12785863970
2017-11-21,12971043800
2017-11-22,12724137360
2017-11-24,12845053870
2017-11-27,12757960160
2017-11-28,12706380390
2017-11-29,12394365060
2017-11-30,12530501830
2017-12-01,12390982780
2017-12-04,12007939570
2017-12-05,12128856080
2017-12-06,12237089040
2017-12-07,12371534670
2017-12-08,12356314410
2017-12-11,12378299229
2017-12-12,12288668810
2017-12-13,12240471320
2017-12-14,12219332070
2017-12-15,12516972710
2017-12-18,12479767630
2017-12-19,12483149910
2017-12-20,12459473950
2017-12-21,12449327110
2017-12-22,12401129620
2017-12-26,12378299229
2017-12-27,12401129620
2017-12-28,12484841050
2017-12-29,12479767630
2018-01-02,12467950050
2018-01-03,12708832019
2018-01-04,12742404420
2018-01-05,12795280949
2018-01-08,12901034010
2018-01-09,13021055339
2018-01-10,12766744410
2018-01-11,12775137510
2018-01-12,12943838820
2018-01-16,12874176089
2018-01-17,13072253250
2018-01-18,13289634540
2018-01-19,13558213740
2018-01-22,13691664030
2018-01-23,13584232350
2018-01-24,13558213740
2018-01-25,13423084830
2018-01-26,13761326760
2018-01-29,13659770250
2018-01-30,13569964080
2018-01-31,13567446150
2018-02-01,13714325400
2018-02-02,13453299990
2018-02-05,13094914620
2018-02-06,13185560100
2018-02-07,13011822930
2018-02-08,12492290040
2018-02-09,12624061710
2018-02-12,12903551940
2018-02-13,12942160199
2018-02-14,13235918699
2018-02-15,13631233710
2018-02-16,13776434339
2018-02-20,14084461110
2018-02-21,13726075740
2018-02-22,13507855140
2018-02-23,13503658589
2018-02-26,13569124769
2018-02-27,13541427540
2018-02-28,13423924140
2018-03-01,13323206940
2018-03-02,13649698530
2018-03-05,13698378510
2018-03-06,13745379870
2018-03-07,13879669470
2018-03-08,14100408000
2018-03-09,14367308580
2018-03-12,14263234140
2018-03-13,14079425250
2018-03-14,14012280449
2018-03-15,14046692160
2018-03-16,13958564610
2018-03-19,13845257760
2018-03-20,13889741190
2018-03-21,13966957710
2018-03-22,13631233710
2018-03-23,13239275940
2018-03-26,13513730310
2018-03-27,13181363550
2018-03-28,12998393970
2018-03-29,13151148390
2018-04-02,12941236350
2018-04-03,13126267350
2018-04-04,13281861599
2018-04-05,13270927950
2018-04-06,12910958550
2018-04-09,12981606750
2018-04-10,13281861599
2018-04-11,13205326050
2018-04-12,13376059200
2018-04-13,13202802900
2018-04-16,13455958950
2018-04-17,13842000900
2018-04-18,14003482500
2018-04-19,13917695400
2018-04-20,13774716900
2018-04-23,13673790900
2018-04-24,13536699749
2018-04-25,13445025300
2018-04-26,13675473000
2018-04-27,13692294000
2018-04-30,13596414300
2018-05-01,13550156550
2018-05-02,13508104050
2018-05-03,13542587100
2018-05-04,13805835750
2018-05-07,13938721650
2018-05-08,14085905400
2018-05-09,14424007500
2018-05-10,14492132550
2018-05-11,14476993650
2018-05-14,14043011850
2018-05-15,13917695400
2018-05-16,13900874400
2018-05-17,13842000900
2018-05-18,13871437650
2018-05-21,13836954600
2018-05-22,13746962249
2018-05-23,13806676800
2018-05-24,13727618100
2018-05-25,13651923600
2018-05-29,13590526950
2018-05-30,13699863449
2018-05-31,13692294000
2018-06-01,13944609000
2018-06-04,14137209450
2018-06-05,14299532100
2018-06-06,14427371700
2018-06-07,14371021350
2018-06-08,14485404150
2018-06-11,14549323950
2018-06-12,14799115800
2018-06-13,14784817950
2018-06-14,14879856599
2018-06-15,14952186900
2018-06-18,14963961599
2018-06-19,14866399800
2018-06-20,15368506650
2018-06-21,15298699500
2018-06-22,15081708600
2018-06-25,14899200750
2018-06-26,14909293350
2018-06-27,14439987450
2018-06-28,14544277650
2018-06-29,14649408900
2018-07-02,14811808000
2018-07-03,14587947720
2018-07-05,14759630040
2018-07-06,14955718180
2018-07-09,14908589700
2018-07-10,14850520680
2018-07-11,14869877020
2018-07-12,15161063700
2018-07-13,15124875760
2018-07-16,15046608820
2018-07-17,15202301119
2018-07-18,15222499040
2018-07-19,15177895300
2018-07-20,15057549359
2018-07-23,14948985540
2018-07-24,14749531080
2018-07-25,14938886580
2018-07-26,14895124420
2018-07-27,14656957280
2018-07-30,14180623000
2018-07-31,14212603040
2018-08-01,14336315300
2018-08-02,14571957700
2018-08-03,14582056660
2018-08-06,14783194280
2018-08-07,14540819240
2018-08-08,14548393460
2018-08-09,14476017580
2018-08-10,14435621740
2018-08-13,14393542740
2018-08-14,14603096160
2018-08-15,14423839619
2018-08-16,14484433380
2018-08-17,14496215500
2018-08-20,14519779740
2018-08-21,14639284099
2018-08-22,14734382640
2018-08-23,14784877440
2018-08-24,14988539800
2018-08-27,15171162660
2018-08-28,15493487800
2018-08-29,15621407960
2018-08-30,15600368460
2018-08-31,15651704840
2018-09-04,15764476560
2018-09-05,15511160980
2018-09-06,15583536859
2018-09-07,15607101099
2018-09-10,15617200060
2018-09-11,15719872820
2018-09-12,15779625000
2018-09-13,15863783000
2018-09-14,15948782580
2018-09-17,15472448300
2018-09-18,15554923140
2018-09-19,15507794660
2018-09-20,15464032500
2018-09-21,15357151840
2018-09-24,15432052460
2018-09-25,15568388420
2018-09-26,15567546840
2018-09-27,15687051200
2018-09-28,15710615440
2018-10-01,15568014000
2018-10-02,15250794790
2018-10-03,15251631780
2018-10-04,14679130620
2018-10-05,14542701250
2018-10-08,14084030730
2018-10-09,13880642160
2018-10-10,13032771290
2018-10-11,12848633490
2018-10-12,13299771100
2018-10-15,13099730490
2018-10-16,13308141000
2018-10-17,13295586150
2018-10-18,12873743190
2018-10-19,12603395420
2018-10-22,12796740109
2018-10-23,12615950270
2018-10-24,12052656000
2018-10-25,12289524170
2018-10-26,12011643490
2018-10-29,12036753190
2018-10-30,12236793800
2018-10-31,12517185450
2018-11-01,12817664859
2018-11-02,12996780720
2018-11-05,12823523790
2018-11-06,12798414090
2018-11-07,13375100200
2018-11-08,14202046320
2018-11-09,13882316140
2018-11-12,13315673910
2018-11-13,13330739730
2018-11-14,13036119250
2018-11-15,13411927760
2018-11-16,13245366750
2018-11-19,12530577290
2018-11-20,12508815550
2018-11-21,12723084990
2018-11-23,12591677560
2018-11-26,12907222790
2018-11-27,12701323250
2018-11-28,13432852510
2018-11-29,13341620600
2018-11-30,13560911980
2018-12-03,13678090579
2018-12-04,13110611359
2018-12-06,13240344810
2018-12-07,12753216630
2018-12-10,12921451620
2018-12-11,12872069210
2018-12-12,13137395040
2018-12-13,12944887340
