,ANSS
2005-01-21,917676880
2005-01-24,925549880
2005-01-25,937201920
2005-01-26,945074920
2005-01-27,948539040
2005-01-28,982865320
2005-01-31,1017191599
2005-02-01,1029788400
2005-02-02,1034827120
2005-02-03,1045534400
2005-02-04,1059705800
2005-02-07,1083954640
2005-02-08,1087733680
2005-02-09,1061595320
2005-02-10,1062855000
2005-02-11,1082380040
2005-02-14,1083324800
2005-02-15,1166148760
2005-02-16,1175911280
2005-02-17,1140640240
2005-02-18,1153551960
2005-02-22,1104739360
2005-02-23,1112297440
2005-02-24,1129932960
2005-02-25,1141270080
2005-02-28,1132452320
2005-03-01,1129618040
2005-03-02,1118280920
2005-03-03,1100645400
2005-03-04,1123949480
2005-03-07,1117336160
2005-03-08,1121115200
2005-03-09,1114186960
2005-03-10,1071987680
2005-03-11,1098755880
2005-03-14,1104109520
2005-03-15,1121430120
2005-03-16,1112612360
2005-03-17,1118280920
2005-03-18,1102220000
2005-03-21,1106313960
2005-03-22,1121430120
2005-03-23,1096236520
2005-03-24,1094661920
2005-03-28,1092142560
2005-03-29,1059390880
2005-03-30,1071042919
2005-03-31,1083328070
2005-04-01,1117528430
2005-04-04,1140328670
2005-04-05,1133995270
2005-04-06,1127345200
2005-04-07,1116578420
2005-04-08,1104228290
2005-04-11,1095678200
2005-04-12,1127978540
2005-04-13,1118478440
2005-04-14,1065277880
2005-04-15,1013027330
2005-04-18,1025377460
2005-04-19,1043427650
2005-04-20,1013660669
2005-04-21,1043744320
2005-04-22,1016510700
2005-04-25,1024744120
2005-04-26,1007960610
2005-04-27,987693730
2005-04-28,912009600
2005-04-29,963943480
2005-05-02,978510300
2005-05-03,1039310940
2005-05-04,1084594750
2005-05-05,1077944680
2005-05-06,1092194830
2005-05-09,1083961410
2005-05-10,1047544360
2005-05-11,1040894289
2005-05-12,1035827570
2005-05-13,1028227490
2005-05-16,1026010800
2005-05-17,1031394190
2005-05-18,1066861229
2005-05-19,1090611480
2005-05-20,1087444780
2005-05-23,1100111580
2005-05-24,1086494770
2005-05-25,1054511099
2005-05-26,1060211159
2005-05-27,1051344400
2005-05-31,1056094450
2005-06-01,1058944479
2005-06-02,1054194430
2005-06-03,1050077719
2005-06-06,1042794310
2005-06-07,1049444380
2005-06-08,1046277680
2005-06-09,1076044660
2005-06-10,1080161370
2005-06-13,1085861430
2005-06-14,1085228090
2005-06-15,1116895090
2005-06-16,1165662270
2005-06-17,1140962010
2005-06-20,1138745320
2005-06-21,1138428650
2005-06-22,1140962010
2005-06-23,1110561690
2005-06-24,1092511500
2005-06-27,1089344800
2005-06-28,1128295210
2005-06-29,1139695330
2005-06-30,1135169640
2005-07-01,1124658810
2005-07-05,1125932850
2005-07-06,1127206890
2005-07-07,1114147980
2005-07-08,1153643220
2005-07-11,1187723790
2005-07-12,1174664880
2005-07-13,1167339150
2005-07-14,1176894450
2005-07-15,1175301900
2005-07-18,1140584310
2005-07-19,1158102360
2005-07-20,1165109580
2005-07-21,1123066260
2005-07-22,1132940070
2005-07-25,1119562650
2005-07-26,1124977320
2005-07-27,1141539840
2005-07-28,1153324710
2005-07-29,1158102360
2005-08-01,1163835540
2005-08-02,1166383620
2005-08-03,1249196220
2005-08-04,1232633700
2005-08-05,1198234620
2005-08-08,1210656510
2005-08-09,1199827170
2005-08-10,1214797140
2005-08-11,1217026710
2005-08-12,1209382470
2005-08-15,1221485850
2005-08-16,1196642070
2005-08-17,1208108430
2005-08-18,1198871640
2005-08-19,1207789920
2005-08-22,1206834390
2005-08-23,1210338000
2005-08-24,1198871640
2005-08-25,1214478630
2005-08-26,1172435310
2005-08-29,1190908890
2005-08-30,1189634850
2005-08-31,1202375250
2005-09-01,1258114500
2005-09-02,1235818800
2005-09-06,1235818800
2005-09-07,1242189000
2005-09-08,1225626480
2005-09-09,1235500290
2005-09-12,1241551980
2005-09-13,1226263500
2005-09-14,1203649290
2005-09-15,1194412500
2005-09-16,1186449750
2005-09-19,1167976170
2005-09-20,1150776630
2005-09-21,1130073480
2005-09-22,1121473710
2005-09-23,1147910040
2005-09-26,1143769410
2005-09-27,1152687690
2005-09-28,1147591530
2005-09-29,1194731010
2005-09-30,1236375780
2005-10-03,1237660660
2005-10-04,1217423800
2005-10-05,1184980580
2005-10-06,1169562020
2005-10-07,1193011080
2005-10-10,1166349820
2005-10-11,1138724900
2005-10-12,1128445860
2005-10-13,1145791740
2005-10-14,1156070780
2005-10-17,1168598360
2005-10-18,1141937100
2005-10-19,1205859880
2005-10-20,1176950080
2005-10-21,1180483500
2005-10-24,1198793040
2005-10-25,1191083760
2005-10-26,1191083760
2005-10-27,1157355660
2005-10-28,1182089600
2005-10-31,1196865720
2005-11-01,1222242100
2005-11-02,1249224580
2005-11-03,1315074680
2005-11-04,1347839120
2005-11-07,1359724260
2005-11-08,1352336200
2005-11-09,1387027960
2005-11-10,1383494540
2005-11-11,1398270660
2005-11-14,1395379680
2005-11-15,1361972800
2005-11-16,1340772280
2005-11-17,1362936460
2005-11-18,1359403040
2005-11-21,1381567220
2005-11-22,1379639900
2005-11-23,1370324520
2005-11-25,1352657420
2005-11-28,1319892980
2005-11-29,1342699600
2005-11-30,1349766440
2005-12-01,1398913100
2005-12-02,1383173320
2005-12-05,1382209660
2005-12-06,1368718420
2005-12-07,1350730100
2005-12-08,1337881300
2005-12-09,1388634060
2005-12-12,1345269360
2005-12-13,1341414720
2005-12-14,1339808620
2005-12-15,1342057160
2005-12-16,1359724260
2005-12-19,1343020820
2005-12-20,1344626920
2005-12-21,1389918940
2005-12-22,1423968260
2005-12-23,1448380980
2005-12-27,1420113620
2005-12-28,1411761900
2005-12-29,1396664560
2005-12-30,1371288180
2006-01-03,1271709980
2006-01-04,1252758000
2006-01-05,1239266760
2006-01-06,1238624320
2006-01-09,1219640218
2006-01-10,1162173960
2006-01-11,1204575000
2006-01-12,1241836520
2006-01-13,1261430940
2006-01-17,1264000700
2006-01-18,1267855340
2006-01-19,1290019520
2006-01-20,1273637300
2006-01-23,1295801480
2006-01-24,1333063000
2006-01-25,1363900120
2006-01-26,1406943600
2006-01-27,1418186300
2006-01-30,1414331660
2006-01-31,1408870920
2006-02-01,1421077280
2006-02-02,1386064300
2006-02-03,1370324520
2006-02-06,1379961120
2006-02-07,1349766440
2006-02-08,1362936460
2006-02-09,1372573060
2006-02-10,1364863780
2006-02-13,1348481560
2006-02-14,1390561380
2006-02-15,1416901420
2006-02-16,1515515960
2006-02-17,1545068200
2006-02-21,1591002660
2006-02-22,1577832640
2006-02-23,1554704800
2006-02-24,1535752820
2006-02-27,1561450420
2006-02-28,1523225240
2006-03-01,1573978000
2006-03-02,1540892340
2006-03-03,1532219400
2006-03-06,1518728160
2006-03-07,1523225240
2006-03-08,1524510120
2006-03-09,1565305060
2006-03-10,1556953340
2006-03-13,1533825500
2006-03-14,1567553600
2006-03-15,1605136340
2006-03-16,1627621740
2006-03-17,1613488060
2006-03-20,1606100000
2006-03-21,1566911160
2006-03-22,1593251200
2006-03-23,1592287540
2006-03-24,1606100000
2006-03-27,1659422520
2006-03-28,1672913760
2006-03-29,1704072100
2006-03-30,1732018240
2006-03-31,1965969900
2006-04-03,1935835920
2006-04-04,1936925100
2006-04-05,1941644880
2006-04-06,1915504560
2006-04-07,1885733640
2006-04-10,1898440740
2006-04-11,1883918340
2006-04-12,1927485540
2006-04-13,1940192640
2006-04-17,1951084440
2006-04-18,2018250540
2006-04-19,2021881140
2006-04-20,2003365080
2006-04-21,1981944540
2006-04-24,1976861700
2006-04-25,2021155020
2006-04-26,2060002440
2006-04-27,2083964400
2006-04-28,2049473700
2006-05-01,2010263220
2006-05-02,2069442000
2006-05-03,2063996100
2006-05-04,2053467360
2006-05-05,2065085280
2006-05-08,2054556540
2006-05-09,2073435660
2006-05-10,2063633040
2006-05-11,2018976660
2006-05-12,1998282240
2006-05-15,2003365080
2006-05-16,2004091200
2006-05-17,1922402700
2006-05-18,1861771680
2006-05-19,1835268300
2006-05-22,1830185459
2006-05-23,1785166020
2006-05-24,1812395520
2006-05-25,1836720540
2006-05-26,1837809720
2006-05-30,1775726459
2006-05-31,1831274640
2006-06-01,1835631360
2006-06-02,1744866360
2006-06-05,1700573040
2006-06-06,1738331280
2006-06-07,1743777180
2006-06-08,1740872700
2006-06-09,1724171940
2006-06-12,1686413700
2006-06-13,1660273380
2006-06-14,1646840160
2006-06-15,1719089100
2006-06-16,1710012600
2006-06-19,1672617420
2006-06-20,1653012180
2006-06-21,1679152500
2006-06-22,1647566280
2006-06-23,1664267040
2006-06-26,1637037540
2006-06-27,1609444980
2006-06-28,1649381580
2006-06-29,1727076420
2006-06-30,1836383640
2006-07-03,1849440319
2006-07-05,1817950680
2006-07-06,1768796120
2006-07-07,1725785880
2006-07-10,1695448300
2006-07-11,1694296240
2006-07-12,1635541180
2006-07-13,1602131440
2006-07-14,1576786120
2006-07-17,1562193360
2006-07-18,1564113459
2006-07-19,1712729200
2006-07-20,1668950920
2006-07-21,1638997360
2006-07-24,1714649300
2006-07-25,1746138940
2006-07-26,1731162160
2006-07-27,1709273020
2006-07-28,1777628580
2006-07-31,1762267780
2006-08-01,1707736940
2006-08-02,1730394120
2006-08-03,1935076780
2006-08-04,1918179900
2006-08-07,1882082020
2006-08-08,1914723720
2006-08-09,1923940200
2006-08-10,1889762420
2006-08-11,1852512480
2006-08-14,1826399120
2006-08-15,1880929959
2006-08-16,1904355180
2006-08-17,1907427340
2006-08-18,1872865540
2006-08-21,1814494500
2006-08-22,1801053800
2006-08-23,1737690500
2006-08-24,1734618340
2006-08-25,1711193120
2006-08-28,1751131200
2006-08-29,1730394120
2006-08-30,1749211100
2006-08-31,1794909480
2006-09-01,1765723959
2006-09-05,1779932700
2006-09-06,1728090000
2006-09-07,1702744680
2006-09-08,1716185380
2006-09-11,1726169900
2006-09-12,1760347680
2006-09-13,1788765160
2006-09-14,1760731700
2006-09-15,1726937940
2006-09-18,1754587380
2006-09-19,1756507480
2006-09-20,1763035819
2006-09-21,1738842560
2006-09-22,1739226580
2006-09-25,1785308980
2006-09-26,1765723959
2006-09-27,1759963660
2006-09-28,1754587380
2006-09-29,1696600360
2006-10-02,1673426580
2006-10-03,1669945110
2006-10-04,1746150620
2006-10-05,1755434540
2006-10-06,1733385230
2006-10-09,1741508660
2006-10-10,1719846180
2006-10-11,1690833930
2006-10-12,1781352150
2006-10-13,1790249240
2006-10-16,1797212180
2006-10-17,1802627800
2006-10-18,1816553680
2006-10-19,1814232700
2006-10-20,1815780020
2006-10-23,1806496100
2006-10-24,1814232700
2006-10-25,1822742960
2006-10-26,1856784000
2006-10-27,1799919990
2006-10-30,1796051690
2006-10-31,1779418000
2006-11-01,1750405750
2006-11-02,1954651990
2006-11-03,1963549080
2006-11-06,1920610950
2006-11-07,1903551747
2006-11-08,1918676800
2006-11-09,1908619220
2006-11-10,1934923660
2006-11-13,1934536830
2006-11-14,1968191040
2006-11-15,1982503750
2006-11-16,1955425650
2006-11-17,1858331320
2006-11-20,1857557660
2006-11-21,1853689360
2006-11-22,1842858120
2006-11-24,1798759500
2006-11-27,1764331630
2006-11-28,1772068230
2006-11-29,1811911720
2006-11-30,1816940510
2006-12-01,1803788290
2006-12-04,1818487830
2006-12-05,1820808810
2006-12-06,1782512640
2006-12-07,1759302839
2006-12-08,1774776040
2006-12-11,1754660880
2006-12-12,1746924279
2006-12-13,1734545720
2006-12-14,1772841890
2006-12-15,1744990130
2006-12-18,1706307130
2006-12-19,1720233010
2006-12-20,1721780330
2006-12-21,1685418310
2006-12-22,1686965630
2006-12-26,1697023210
2006-12-27,1717525200
2006-12-28,1686578800
2006-12-29,1682323670
2007-01-03,1709401770
2007-01-04,1707854450
2007-01-05,1702052000
2007-01-08,1714430560
2007-01-09,1683870990
2007-01-10,1670718770
2007-01-11,1671492430
2007-01-12,1707080790
2007-01-16,1701278339
2007-01-17,1741121830
2007-01-18,1715591050
2007-01-19,1735319380
2007-01-22,1725261800
2007-01-23,1753500390
2007-01-24,1818101000
2007-01-25,1823129790
2007-01-26,1844018610
2007-01-29,1898561640
2007-01-30,1898174810
2007-01-31,1929894870
2007-02-01,1936857810
2007-02-02,1927960720
2007-02-05,1922545100
2007-02-06,1951944180
2007-02-07,1976701300
2007-02-08,1979022279
2007-02-09,1968577870
2007-02-12,1972446170
2007-02-13,1983664240
2007-02-14,1996042800
2007-02-15,1998363779
2007-02-16,2002232080
2007-02-20,2199128550
2007-02-21,2159285060
2007-02-22,2155803590
2007-02-23,2149614310
2007-02-26,2093137130
2007-02-27,2003392570
2007-02-28,1973606660
2007-03-01,1950396860
2007-03-02,1915582160
2007-03-05,1890438210
2007-03-06,1939178790
2007-03-07,1905911410
2007-03-08,1923705589
2007-03-09,1932602680
2007-03-12,1934923660
2007-03-13,1883475270
2007-03-14,1908232390
2007-03-15,1894693339
2007-03-16,1896627490
2007-03-19,1902429940
2007-03-20,1951170520
2007-03-21,1960067610
2007-03-22,1988306200
2007-03-23,1967804210
2007-03-26,1926026570
2007-03-27,1920610950
2007-03-28,1929121210
2007-03-29,1975153980
2007-03-30,1963935910
2007-04-02,1961618025
2007-04-03,1957349420
2007-04-04,1947648045
2007-04-05,1964722465
2007-04-09,1966274685
2007-04-10,1986841600
2007-04-11,1966274685
2007-04-12,1974423840
2007-04-13,1968991070
2007-04-16,1974423840
2007-04-17,1968991070
2007-04-18,1975588004
2007-04-19,1960453860
2007-04-20,2028751540
2007-04-23,2031079870
2007-04-24,2020602385
2007-04-25,1998483250
2007-04-26,2001975745
2007-04-27,2011289065
2007-04-30,1986841600
2007-05-01,1987912631
2007-05-02,2056303445
2007-05-03,2055915389
2007-05-04,2045437905
2007-05-07,2082691185
2007-05-08,2122660850
2007-05-09,2191734640
2007-05-10,2171167725
2007-05-11,2184749650
2007-05-14,2168063285
2007-05-15,2126929455
2007-05-16,2162630515
2007-05-17,2137406940
2007-05-18,2149824700
2007-05-21,2204152400
2007-05-22,2224331260
2007-05-23,2226659590
2007-05-24,2176212440
2007-05-25,2171943835
2007-05-29,2187466035
2007-05-30,2173884110
2007-05-31,2179316880
2007-06-01,2197943520
2007-06-04,2196391300
2007-06-05,2145944150
2007-06-06,2176988550
2007-06-07,2122660850
2007-06-08,2168451340
2007-06-11,2139735270
2007-06-12,2101705879
2007-06-13,2117228080
2007-06-14,2119556410
2007-06-15,2135854720
2007-06-18,2117228080
2007-06-19,2111795310
2007-06-20,2084631460
2007-06-21,2086183680
2007-06-22,2036512639
2007-06-25,2022542660
2007-06-26,2030303760
2007-06-27,2061348160
2007-06-28,2073765920
2007-06-29,2056691500
2007-07-02,2055579160
2007-07-03,2057918590
2007-07-05,2078193650
2007-07-06,2069615740
2007-07-09,2117963960
2007-07-10,2026726189
2007-07-11,2050120490
2007-07-12,2101587950
2007-07-13,2070395550
2007-07-16,2058698400
2007-07-17,2050120490
2007-07-18,2045441630
2007-07-19,2032184860
2007-07-20,2000212650
2007-07-23,1997873220
2007-07-24,1966680820
2007-07-25,2000992460
2007-07-26,2002552080
2007-07-27,1996313600
2007-07-30,2028285810
2007-07-31,2030625240
2007-08-01,2071175360
2007-08-02,2342549240
2007-08-03,2357365630
2007-08-06,2398695560
2007-08-07,2441585110
2007-08-08,2528923830
2007-08-09,2527364209
2007-08-10,2411952330
2007-08-13,2363604110
2007-08-14,2326173230
2007-08-15,2334751140
2007-08-16,2416631190
2007-08-17,2515667060
2007-08-20,2513327629
2007-08-21,2518006490
2007-08-22,2492272760
2007-08-23,2464979410
2007-08-24,2520345920
2007-08-27,2470765600
2007-08-28,2402594610
2007-08-29,2519566110
2007-08-30,2569473950
2007-08-31,2583510530
2007-09-04,2647454950
2007-09-05,2741032150
2007-09-06,2669289629
2007-09-07,2572593190
2007-09-10,2525804590
2007-09-11,2672408870
2007-09-12,2650574190
2007-09-13,2691124310
2007-09-14,2665390580
2007-09-17,2648234760
2007-09-18,2658372290
2007-09-19,2686445450
2007-09-20,2725435950
2007-09-21,2722316709
2007-09-24,2666950200
2007-09-25,2727775379
2007-09-26,2671629060
2007-09-27,2658372290
2007-09-28,2664610770
2007-10-01,2772673819
2007-10-02,2853324880
2007-10-03,2828268240
2007-10-04,2843928640
2007-10-05,2886994740
2007-10-08,2897957020
2007-10-09,2982523180
2007-10-10,2948853319
2007-10-11,2857239980
2007-10-12,2939457080
2007-10-15,2992702440
2007-10-16,2937891040
2007-10-17,3158702680
2007-10-18,3102325240
2007-10-19,3013843980
2007-10-22,3043598740
2007-10-23,3208032940
2007-10-24,3203334819
2007-10-25,3177495160
2007-10-26,3226042400
2007-10-29,3142259260
2007-10-30,3054561020
2007-10-31,3038900620
2007-11-01,2992702440
2007-11-02,3164183819
2007-11-05,3226042400
2007-11-06,3142259260
2007-11-07,2988004319
2007-11-08,2923796680
2007-11-09,2860372060
2007-11-12,2889343800
2007-11-13,3074136520
2007-11-14,3063957260
2007-11-15,3034202500
2007-11-16,2998183580
2007-11-19,3006013780
2007-11-20,2930843860
2007-11-21,2881513600
2007-11-23,2991919420
2007-11-26,2879947560
2007-11-27,2933975940
2007-11-28,3069438400
2007-11-29,3039683640
2007-11-30,3042815720
2007-12-03,3030287400
2007-12-04,3056127060
2007-12-05,3083532760
2007-12-06,3045947800
2007-12-07,3043598740
2007-12-10,3056910080
2007-12-11,3054561020
2007-12-12,3071004440
2007-12-13,3085098800
2007-12-14,2987221300
2007-12-17,2916749500
2007-12-18,2977042040
2007-12-19,3002098680
2007-12-20,3119551680
2007-12-21,3266759440
2007-12-24,3298080240
2007-12-26,3283985880
2007-12-27,3255797160
2007-12-28,3290250040
2007-12-31,3246400920
2008-01-02,3161051740
2008-01-03,3151655500
2008-01-04,3020891160
2008-01-07,2975476000
2008-01-08,2937891040
2008-01-09,2962164660
2008-01-10,2861938100
2008-01-11,2799296500
2008-01-14,2840796560
2008-01-15,2785202140
2008-01-16,2775022880
2008-01-17,2662268000
2008-01-18,2603541500
2008-01-22,2588664120
2008-01-23,2652871760
2008-01-24,2832966360
2008-01-25,2764843620
2008-01-28,2793815360
2008-01-29,2825919180
2008-01-30,2767975700
2008-01-31,2733522819
2008-02-01,2827485220
2008-02-04,2869768300
2008-02-05,2798513480
2008-02-06,2720211480
2008-02-07,2659135920
2008-02-08,2652871760
2008-02-11,2756230400
2008-02-12,2761711540
2008-02-13,2869768300
2008-02-14,2724909600
2008-02-15,2710815240
2008-02-19,2703768060
2008-02-20,2779721000
2008-02-21,2941023120
2008-02-22,2872900380
2008-02-25,2885428700
2008-02-26,3042815720
2008-02-27,3019325120
2008-02-28,3008362840
2008-02-29,2926145740
2008-03-03,2911268360
2008-03-04,2912051380
2008-03-05,2883862660
2008-03-06,2828268240
2008-03-07,2749183220
2008-03-10,2655220819
2008-03-11,2760928520
2008-03-12,2803994620
2008-03-13,2868985280
2008-03-14,2783636100
2008-03-17,2734305840
2008-03-18,2960598620
2008-03-19,2847843740
2008-03-20,2920664600
2008-03-24,3037334580
2008-03-25,3101542220
2008-03-26,3122683760
2008-03-27,2984089220
2008-03-28,2969211840
2008-03-31,2709923560
2008-04-01,2929731960
2008-04-02,2930516990
2008-04-03,2895975670
2008-04-04,2865359500
2008-04-07,2859864290
2008-04-08,2856724170
2008-04-09,2836313390
2008-04-10,2894405610
2008-04-11,2784501410
2008-04-14,2835528360
2008-04-15,2981543939
2008-04-16,3073392450
2008-04-17,3054551729
2008-04-18,3158960720
2008-04-21,3127559520
2008-04-22,3026290650
2008-04-23,3136194850
2008-04-24,3179371500
2008-04-25,3142475090
2008-04-28,3133839760
2008-04-29,3100868500
2008-04-30,3158175689
2008-05-01,3278285280
2008-05-02,3412525410
2008-05-05,3433721220
2008-05-06,3402320020
2008-05-07,3363853550
2008-05-08,3367778700
2008-05-09,3406245170
2008-05-12,3523999670
2008-05-13,3568746380
2008-05-14,3543625420
2008-05-15,3583661950
2008-05-16,3529494880
2008-05-19,3453346970
2008-05-20,3455702060
2008-05-21,3359928400
2008-05-22,3335592470
2008-05-23,3278285280
2008-05-27,3410955350
2008-05-28,3436861340
2008-05-29,3631548780
2008-05-30,3713191900
2008-06-02,3735957770
2008-06-03,3715546990
2008-06-04,3812890710
2008-06-05,3819170950
2008-06-06,3626053570
2008-06-09,3708481720
2008-06-10,3700631420
2008-06-11,3535775120
2008-06-12,3519289490
2008-06-13,3643324229
2008-06-16,3691996090
2008-06-17,3724182320
2008-06-18,3746948189
2008-06-19,3858422450
2008-06-20,3684930820
2008-06-23,3689641000
2008-06-24,3567961350
2008-06-25,3633118840
2008-06-26,3604857760
2008-06-27,3660594890
2008-06-30,4037571440
2008-07-01,3855915000
2008-07-02,3625416970
2008-07-03,3569720419
2008-07-07,3560294849
2008-07-08,3639126890
2008-07-09,3655407419
2008-07-10,3684541000
2008-07-11,3669974210
2008-07-14,3605708960
2008-07-15,3697394050
2008-07-16,3726527630
2008-07-17,3856771870
2008-07-18,3853344390
2008-07-21,3793363490
2008-07-22,3851630650
2008-07-23,3866197440
2008-07-24,3713674580
2008-07-25,3757374950
2008-07-28,3720529540
2008-07-29,3798504710
2008-07-30,3855915000
2008-07-31,3931319560
2008-08-01,3890189800
2008-08-04,3887619190
2008-08-05,3892760410
2008-08-06,3834493250
2008-08-07,3947600090
2008-08-08,4152392020
2008-08-11,4105264169
2008-08-12,4026432130
2008-08-13,4001582900
2008-08-14,4045283270
2008-08-15,3999869160
2008-08-18,3869624919
2008-08-19,3808787150
2008-08-20,3779653570
2008-08-21,3738523810
2008-08-22,3757374950
2008-08-25,3757374950
2008-08-26,3753947470
2008-08-27,3802789060
2008-08-28,3857628740
2008-08-29,3800218450
2008-09-02,3839634470
2008-09-03,3711960840
2008-09-04,3640840630
2008-09-05,3607422700
2008-09-08,3612563919
2008-09-09,3652836810
2008-09-10,3694823440
2008-09-11,3698250919
2008-09-12,3737666940
2008-09-15,3533731880
2008-09-16,3556010500
2008-09-17,3305804460
2008-09-18,3444617400
2008-09-19,3549155540
2008-09-22,3412056340
2008-09-23,3425766259
2008-09-24,3336651780
2008-09-25,3412056340
2008-09-26,3304947590
2008-09-29,2964770200
2008-09-30,3365355420
2008-10-01,3253384260
2008-10-02,2966347080
2008-10-03,2842823340
2008-10-06,2656204740
2008-10-07,2463365520
2008-10-08,2503355220
2008-10-09,2427819120
2008-10-10,2542456260
2008-10-13,2901474900
2008-10-14,2687307840
2008-10-15,2431373760
2008-10-16,2577114000
2008-10-17,2575336680
2008-10-20,2649095460
2008-10-21,2583334620
2008-10-22,2387829420
2008-10-23,2167441740
2008-10-24,2161221120
2008-10-27,2141670600
2008-10-28,2280301560
2008-10-29,2324734560
2008-10-30,2398493340
2008-10-31,2544233580
2008-11-03,2531792340
2008-11-04,2562895440
2008-11-05,2356726320
2008-11-06,2564672760
2008-11-07,2636654220
2008-11-10,2689973820
2008-11-11,2621547000
2008-11-12,2418043860
2008-11-13,2562895440
2008-11-14,2523794400
2008-11-17,2472252120
2008-11-18,2576225340
2008-11-19,2400270660
2008-11-20,2249198460
2008-11-21,2277635580
2008-11-24,2481138720
2008-11-25,2466920160
2008-11-26,2620658340
2008-11-28,2564672760
2008-12-01,2326511880
2008-12-02,2420709840
2008-12-03,2479361400
2008-12-04,2345173740
2008-12-05,2573559360
2008-12-08,2646429480
2008-12-09,2590443900
2008-12-10,2658870720
2008-12-11,2498911920
2008-12-12,2560229460
2008-12-15,2475806760
2008-12-16,2636654220
2008-12-17,2628656280
2008-12-18,2642874840
2008-12-19,2634876900
2008-12-22,2554897500
2008-12-23,2475806760
2008-12-24,2513130480
2008-12-26,2520239760
2008-12-29,2457144900
2008-12-30,2522017080
2008-12-31,2478472740
2009-01-02,2554008840
2009-01-05,2560229460
2009-01-06,2584223280
2009-01-07,2447369640
2009-01-08,2353171680
2009-01-09,2309627340
2009-01-12,2268748980
2009-01-13,2282967540
2009-01-14,2170107720
2009-01-15,2193212880
2009-01-16,2189658240
2009-01-20,2131006680
2009-01-21,2294520120
2009-01-22,2248309800
2009-01-23,2256307740
2009-01-26,2281190220
2009-01-27,2244755160
2009-01-28,2331843840
2009-01-29,2274080940
2009-01-30,2209208760
2009-02-02,2202988140
2009-02-03,2208320100
2009-02-04,2198544840
2009-02-05,2256307740
2009-02-06,2313181980
2009-02-09,2302518060
2009-02-10,2231425260
2009-02-11,2233202580
2009-02-12,2257196400
2009-02-13,2242089180
2009-02-17,2192324220
2009-02-18,2156777820
2009-02-19,2132784000
2009-02-20,2152334520
2009-02-23,2061691200
2009-02-24,2095460279
2009-02-25,2057247899
2009-02-26,1838637540
2009-02-27,1792427220
2009-03-02,1707115860
2009-03-03,1677790080
2009-03-04,1703561220
2009-03-05,1628913779
2009-03-06,1636023060
2009-03-09,1604919960
2009-03-10,1741773600
2009-03-11,1863520020
2009-03-12,1913284980
2009-03-13,1953274680
2009-03-16,1986155100
2009-03-17,2003039640
2009-03-18,2162109780
2009-03-19,2163887100
2009-03-20,2073243779
2009-03-23,2235868560
2009-03-24,2174551020
2009-03-25,2176328340
2009-03-26,2333621160
2009-03-27,2266971660
2009-03-30,2212763400
2009-03-31,2201922600
2009-04-01,2223854100
2009-04-02,2320352700
2009-04-03,2403692400
2009-04-06,2415096780
2009-04-07,2340529680
2009-04-08,2337897900
2009-04-09,2381760900
2009-04-13,2372988300
2009-04-14,2344915980
2009-04-15,2330002560
2009-04-16,2365970220
2009-04-17,2335266120
2009-04-20,2262453540
2009-04-21,2288771340
2009-04-22,2305439280
2009-04-23,2332634340
2009-04-24,2379129120
2009-04-27,2386147200
2009-04-28,2351056800
2009-04-29,2373865560
2009-04-30,2422992120
2009-05-01,2400183360
2009-05-04,2397551580
2009-05-05,2360706660
2009-05-06,2412465000
2009-05-07,2343161460
2009-05-08,2337897900
2009-05-11,2372111040
2009-05-12,2363338440
2009-05-13,2286139560
2009-05-14,2298421200
2009-05-15,2364215700
2009-05-18,2415096780
2009-05-19,2491418400
2009-05-20,2530895100
2009-05-21,2465977860
2009-05-22,2456328000
2009-05-26,2518613460
2009-05-27,2517736200
2009-05-28,2579144400
2009-05-29,2615989320
2009-06-01,2805477480
2009-06-02,2866885680
2009-06-03,2810741040
2009-06-04,2837058840
2009-06-05,2917766760
2009-06-08,2869517460
2009-06-09,2908116900
2009-06-10,2866008420
2009-06-11,2901976080
2009-06-12,2901098820
2009-06-15,2790564060
2009-06-16,2756350920
2009-06-17,2809863780
2009-06-18,2836181580
2009-06-19,2833549799
2009-06-22,2724769560
2009-06-23,2660729580
2009-06-24,2767755300
2009-06-25,2815127340
2009-06-26,2720383260
2009-06-29,2718628740
2009-06-30,2750929440
2009-07-01,2759757840
2009-07-02,2686482120
2009-07-06,2655582720
2009-07-07,2571712920
2009-07-08,2538165000
2009-07-09,2582307000
2009-07-10,2618503440
2009-07-13,2646754320
2009-07-14,2610557880
2009-07-15,2692662000
2009-07-16,2726209920
2009-07-17,2773883280
2009-07-20,2739452520
2009-07-21,2700607560
2009-07-22,2648520000
2009-07-23,2730624120
2009-07-24,2762406360
2009-07-27,2753577960
2009-07-28,2782711680
2009-07-29,2741218200
2009-07-30,2771234760
2009-07-31,2759757840
2009-08-03,2801251320
2009-08-04,2796837120
2009-08-05,2767703400
2009-08-06,3200295000
2009-08-07,3221483160
2009-08-10,3190583760
2009-08-11,3142027560
2009-08-12,3259445280
2009-08-13,3281516280
2009-08-14,3238257120
2009-08-17,3129667800
2009-08-18,3158801520
2009-08-19,3135847680
2009-08-20,3125253600
2009-08-21,3170278439
2009-08-24,3192349439
2009-08-25,3182638199
2009-08-26,3198529319
2009-08-27,3206474880
2009-08-28,3210889080
2009-08-31,3102299760
2009-09-01,3053743560
2009-09-02,3069634680
2009-09-03,3083760120
2009-09-04,3149973120
2009-09-08,3158801520
2009-09-09,3195880800
