,NXPI
2019-11-07,32958406400
2019-11-08,33020168320
2019-11-11,33199839360
2019-11-12,33390739840
2019-11-13,33343014720
2019-11-14,33124040640
2019-11-15,32980865280
2019-11-18,32542917120
2019-11-19,32006711360
2019-11-20,32211648640
2019-11-21,32076895360
2019-11-22,32346401920
2019-11-25,32868570880
2019-11-26,32742239680
2019-11-27,32961213760
2019-11-29,32447466880
2019-12-02,32217263360
2019-12-03,32175152960
2019-12-04,32643982080
2019-12-05,32876992960
2019-12-06,33314941120
2019-12-09,33084737600
2019-12-10,33435657600
2019-12-11,34081350400
2019-12-12,34805649280
2019-12-13,34777575680
2019-12-16,34895484800
2019-12-17,35353084480
2019-12-18,35313781440
2019-12-19,35358699200
2019-12-20,35847179840
2019-12-23,35942630080
2019-12-24,36271091200
2019-12-26,36125108480
2019-12-27,35987547840
2019-12-30,35807876800
2019-12-31,35624273580
2020-01-02,35982587820
2020-01-03,35635470900
2020-01-06,35383531200
2020-01-07,35842621320
2020-01-08,35932199880
2020-01-09,36161744940
2020-01-10,36290514119
2020-01-13,36945557340
2020-01-14,37149908430
2020-01-15,37091122500
2020-01-16,37561409940
2020-01-17,37466232720
2020-01-21,37499824680
2020-01-22,37690179119
2020-01-23,38185660530
2020-01-24,37869336240
2020-01-27,36517259850
2020-01-28,37141510440
2020-01-29,37135911780
2020-01-30,36844781460
2020-01-31,35512300380
2020-02-03,35187578100
2020-02-04,36534055830
2020-02-05,37575406590
2020-02-06,37886132220
2020-02-07,37023938580
2020-02-10,37284276270
2020-02-11,37936520160
2020-02-12,38583165390
2020-02-13,38823907770
2020-02-14,38373215640
2020-02-18,37474630710
2020-02-19,37776958350
2020-02-20,37734968400
2020-02-21,36531256500
2020-02-24,34722889320
2020-02-25,33821505059
2020-02-26,33443595510
2020-02-27,32091519120
2020-02-28,31825582770
2020-03-02,33614354640
2020-03-03,32628990480
2020-03-04,33947474910
2020-03-05,32267876910
2020-03-06,31265716770
2020-03-09,28544768010
2020-03-10,29910841050
2020-03-11,28138865160
2020-03-12,25745438010
2020-03-13,26744798820
2020-03-16,22484218559
2020-03-17,22417034640
2020-03-18,18072474480
2020-03-19,21308499960
2020-03-20,20597470140
2020-03-23,21630422910
2020-03-24,23998656090
2020-03-25,23755114380
2020-03-26,25115588760
2020-03-27,22758552900
2020-03-30,23603921999
2020-03-31,23048077845
2020-04-01,20769116814
2020-04-02,21616779149
2020-04-03,21052597332
2020-04-06,24162545374
2020-04-07,23423272649
2020-04-08,25452103811
2020-04-09,25004649267
2020-04-13,24765636281
2020-04-14,25646649265
2020-04-15,24218129789
2020-04-16,24737844073
2020-04-17,25060233683
2020-04-20,24095844075
2020-04-21,22528363561
2020-04-22,24751740177
2020-04-23,24479376542
2020-04-24,26244181731
2020-04-27,26994571339
2020-04-28,27330857052
2020-04-29,29673740161
2020-04-30,27672701206
2020-05-01,26541558353
2020-05-04,26836155755
2020-05-05,27569870038
2020-05-06,27897818089
2020-05-07,28531480424
2020-05-08,29137350552
2020-05-11,28503688217
2020-05-12,27328077831
2020-05-13,25855090823
2020-05-14,26010727186
2020-05-15,25138051864
2020-05-18,28367506399
2020-05-19,27525402506
2020-05-20,28792727177
2020-05-21,27483714194
2020-05-22,27328077831
2020-05-26,28350831074
2020-05-27,29012285618
2020-05-28,27586545363
2020-05-29,26708311599
2020-06-01,27567090817
2020-06-02,28195194711
2020-06-03,30168441458
2020-06-04,30446363535
2020-06-05,31633090804
2020-06-08,31710908985
2020-06-09,30991090806
2020-06-10,30652025872
2020-06-11,28478675230
2020-06-12,29506986915
2020-06-15,30421350548
2020-06-16,31477454441
2020-06-17,32447402489
2020-06-18,32569688203
2020-06-19,32591921969
2020-06-22,32527999892
2020-06-23,33328415473
2020-06-24,31421870025
2020-06-25,31508025869
2020-06-26,30057272627
2020-06-29,30684500000
2020-06-30,31361000000
2020-07-01,30775250000
2020-07-02,30998000000
2020-07-06,32045750000
2020-07-07,31743250000
2020-07-08,32018250000
2020-07-09,32422500000
2020-07-10,32202500000
2020-07-13,32186000000
2020-07-14,33123750000
2020-07-15,33503250000
2020-07-16,33310750000
2020-07-17,33745250000
2020-07-20,33979000000
2020-07-21,33959750000
2020-07-22,33374000000
2020-07-23,32774500000
2020-07-24,31831250000
2020-07-27,33066000000
2020-07-28,31691000000
2020-07-29,32749750000
2020-07-30,32235500000
2020-07-31,32320750000
2020-08-03,32766250000
2020-08-04,33250250000
2020-08-05,32961500000
2020-08-06,33673750000
2020-08-07,33195250000
2020-08-10,33382250000
2020-08-11,33365750000
2020-08-12,34350250000
2020-08-13,33753500000
2020-08-14,33836000000
2020-08-17,34320000000
2020-08-18,34204500000
2020-08-19,34031250000
2020-08-20,33398750000
2020-08-21,33412500000
2020-08-24,34039500000
2020-08-25,35010250000
2020-08-26,35070750000
2020-08-27,34663750000
2020-08-28,34988250000
2020-08-31,34584000000
2020-09-01,35255000000
2020-09-02,36327500000
2020-09-03,34677500000
2020-09-04,34740750000
2020-09-08,32923000000
2020-09-09,34166000000
2020-09-10,33852500000
2020-09-11,34306250000
2020-09-14,34567500000
2020-09-15,35037750000
2020-09-16,35362250000
2020-09-17,35134000000
2020-09-18,34674750000
2020-09-21,33371250000
2020-09-22,33723250000
2020-09-23,32983500000
2020-09-24,32769000000
2020-09-25,32953250000
2020-09-28,34784356000
2020-09-29,34585187510
2020-09-30,35011576390
2020-10-01,36745183810
2020-10-02,35735315410
2020-10-05,37028508000
2020-10-06,36719937100
2020-10-07,37477338400
2020-10-08,37822376770
2020-10-09,39701854070
2020-10-12,39856139520
2020-10-13,38386219960
2020-10-14,38461960090
2020-10-15,38394635530
2020-10-16,38495622370
2020-10-19,38243155270
2020-10-20,37928973990
2020-10-21,38111311340
2020-10-22,37839207909
2020-10-23,38481596420
2020-10-26,37839207909
2020-10-27,37373546370
2020-10-28,36402950630
2020-10-29,38198272230
2020-10-30,37903727280
2020-11-02,38518063890
2020-11-03,38958478720
2020-11-04,39098738220
2020-11-05,40501333220
2020-11-06,41157747680
2020-11-09,40635982340
2020-11-10,39339984560
2020-11-11,40694891330
2020-11-12,40478891700
2020-11-13,41093228310
2020-11-16,42075044810
2020-11-17,41906733409
2020-11-18,41558889850
2020-11-19,42456550650
2020-11-20,42237745830
2020-11-23,43735717290
2020-11-24,44453845930
2020-11-25,44229430730
2020-11-27,44585689860
2020-11-30,44439819980
2020-12-01,44624962520
2020-12-02,45034520260
2020-12-03,44543612010
2020-12-04,46002310810
2020-12-07,46310881710
2020-12-08,46669946030
2020-12-09,44131249080
2020-12-10,44397742130
2020-12-11,44069534900
2020-12-14,44451040740
2020-12-15,44899871140
2020-12-16,44120028320
2020-12-17,44338833140
2020-12-18,43623509690
2020-12-21,44049898570
2020-12-22,43867561220
2020-12-23,44002210340
2020-12-24,44134054270
2020-12-28,44369690230
2020-12-29,43735717290
2020-12-30,44711923409
2020-12-31,44129409260
2021-01-04,44970313040
2021-01-05,45977732420
2021-01-06,46824186720
2021-01-07,48564274740
2021-01-08,48575375780
2021-01-11,48070278460
2021-01-12,48866778080
2021-01-13,49238662920
2021-01-14,49954680000
2021-01-15,47795527720
2021-01-19,48567050000
2021-01-20,48425511740
2021-01-21,48184064120
2021-01-22,47817729800
2021-01-25,48406084920
2021-01-26,46832512500
2021-01-27,44559574560
2021-01-28,45605847580
2021-01-29,44534597220
2021-02-01,47604034780
2021-02-02,49180382460
2021-02-03,48317276600
2021-02-04,50357092700
2021-02-05,50506956740
2021-02-08,52208191120
2021-02-09,52185989040
2021-02-10,52147135400
2021-02-11,53840044000
2021-02-12,53948279140
2021-02-16,54236906180
2021-02-17,52643906940
2021-02-18,51586532880
2021-02-19,53171206340
2021-02-22,51511600860
2021-02-23,50254408080
2021-02-24,51678116460
2021-02-25,49543941520
2021-02-26,50662371300
2021-03-01,51980619800
2021-03-02,50584664020
2021-03-03,48841800740
2021-03-04,46424549280
2021-03-05,50204453400
2021-03-08,47456946000
2021-03-09,51014829320
2021-03-10,50074016180
2021-03-11,52313651000
2021-03-12,50917695220
2021-03-15,55480222660
2021-03-16,56276722280
2021-03-17,57819766840
2021-03-18,55113888340
2021-03-19,56071353040
2021-03-22,55616210400
2021-03-23,53179532120
2021-03-24,51975069280
2021-03-25,53093499060
2021-03-26,55227674000
2021-03-29,53878897640
2021-03-30,54886317020
2021-03-31,55877084840
2021-04-01,57747610080
2021-04-05,58545684200
2021-04-06,58057576260
2021-04-07,57847608040
2021-04-08,57048638060
2021-04-09,57043184340
2021-04-12,56702326840
2021-04-13,55082572000
2021-04-14,54507204540
2021-04-15,55019854220
2021-04-16,54368134680
2021-04-19,53108325360
2021-04-20,52862907960
2021-04-21,54845335180
2021-04-22,53514627500
2021-04-23,54962590160
2021-04-26,55906083720
2021-04-27,55464332400
2021-04-28,54169073900
2021-04-29,54744441360
2021-04-30,52494781860
2021-05-03,52312082240
2021-05-04,52107567740
2021-05-05,51922141260
2021-05-06,52497508720
2021-05-07,53970013120
2021-05-10,51545834580
2021-05-11,52502962440
2021-05-12,49841547080
2021-05-13,50839577840
2021-05-14,52429337220
2021-05-17,52132109480
2021-05-18,52151197500
2021-05-19,53157408840
2021-05-20,54447213620
2021-05-21,54493570240
2021-05-24,55731564680
2021-05-25,55835185360
2021-05-26,56211492040
2021-05-27,57324050920
2021-05-28,57651274120
2021-06-01,56694146260
2021-06-02,56677785100
2021-06-03,54741714500
2021-06-04,55082572000
2021-06-07,54850788900
2021-06-08,54059999500
2021-06-09,53822762680
2021-06-10,54823520300
2021-06-11,54845335180
2021-06-14,55510689020
2021-06-15,55352531140
2021-06-16,54608098360
2021-06-17,54109082980
2021-06-18,52655666600
2021-06-21,54117263560
2021-06-22,53828216400
2021-06-23,54305416900
2021-06-24,55581587380
2021-06-25,55674300620
2021-06-28,56222399480
2021-06-29,56636882200
2021-06-30,56096963920
2021-07-01,55044395960
2021-07-02,55281632780
2021-07-06,53775209180
2021-07-07,52871580950
2021-07-08,52242506430
2021-07-09,53404694950
2021-07-12,54486916370
2021-07-13,54377628000
2021-07-14,54257677350
2021-07-15,51821346370
2021-07-16,50675151270
2021-07-19,50277981340
2021-07-20,51528133670
2021-07-21,52943551340
2021-07-22,51794690670
2021-07-23,52338466950
2021-07-26,52820935120
2021-07-27,51778697250
2021-07-28,52932889060
2021-07-29,54449598390
2021-07-30,55014699230
2021-08-02,55705081860
2021-08-03,56118245210
2021-08-04,56624703510
2021-08-05,56749985300
2021-08-06,56976558750
2021-08-09,57872190270
2021-08-10,57912173820
2021-08-11,58221379940
2021-08-12,57184473210
2021-08-13,57379059820
2021-08-16,56824621260
2021-08-17,55044020500
2021-08-18,54329647740
2021-08-19,54116402140
2021-08-20,54644185000
2021-08-23,56144900910
2021-08-24,57181807640
2021-08-25,58053449030
2021-08-26,59239627680
2021-08-27,60377826070
2021-08-30,60679035480
2021-08-31,57344407410
2021-09-01,56376805500
2021-09-02,56486093870
2021-09-03,56773975430
2021-09-07,56739323020
2021-09-08,55475842840
2021-09-09,56099586220
2021-09-10,56542070840
2021-09-13,57248446890
2021-09-14,56371474360
2021-09-15,56600713380
2021-09-16,56784637710
2021-09-17,55798376810
2021-09-20,54052428460
2021-09-21,54926735420
2021-09-22,56797965560
2021-09-23,57669606950
2021-09-24,57754905190
2021-09-27,57760236330
2021-09-28,54961387830
2021-09-29,52978203750
2021-09-30,52210519590
2021-10-01,51416179730
2021-10-04,50224043700
2021-10-05,50936403780
2021-10-06,50742365400
2021-10-07,51526493100
2021-10-08,50585539860
2021-10-11,49423967640
2021-10-12,48693001140
2021-10-13,48669078600
2021-10-14,50263914600
2021-10-15,50452636860
2021-10-18,51103861560
2021-10-19,52350491700
2021-10-20,52502001120
2021-10-21,53493457500
2021-10-22,53142593580
2021-10-25,53238283740
2021-10-26,52137846900
2021-10-27,51143732460
2021-10-28,53134619400
2021-10-29,53389793160
2021-11-01,54524784780
2021-11-02,54904887360
2021-11-03,57355618680
2021-11-04,58280623560
2021-11-05,59606995500
2021-11-08,59296002480
2021-11-09,58756416300
2021-11-10,56940961320
2021-11-11,58238094600
2021-11-12,57897862920
2021-11-15,57329038080
2021-11-16,58280623560
2021-11-17,57895204860
2021-11-18,58631487480
2021-11-19,58812235560
2021-11-22,58974377220
2021-11-23,58243410720
2021-11-24,58751100180
2021-11-26,56470484700
2021-11-29,59524595640
2021-11-30,59370428160
2021-12-01,59274738000
2021-12-02,59202970380
2021-12-03,60369858720
2021-12-06,59614969680
2021-12-07,63501053400
2021-12-08,60627690540
2021-12-09,59848878960
2021-12-10,60194426760
2021-12-13,58953112740
2021-12-14,58474661940
2021-12-15,60970580280
2021-12-16,57932417700
2021-12-17,58134430260
2021-12-20,57852675900
2021-12-21,59638892220
2021-12-22,60274168560
2021-12-23,60430994100
2021-12-27,61874320680
2021-12-28,61406502120
2021-12-29,61273599120
2021-12-30,60763251600
2021-12-31,59926412420
2022-01-03,60831438580
2022-01-04,61265535430
2022-01-05,59081896730
2022-01-06,59710679440
2022-01-07,58229488370
2022-01-10,58361032870
2022-01-11,59863271060
2022-01-12,60252642780
2022-01-13,58368925540
2022-01-14,59271320810
2022-01-18,57200810380
2022-01-19,55498624550
2022-01-20,52515195290
2022-01-21,52604645550
2022-01-24,53425483230
2022-01-25,51241844530
2022-01-26,51818009440
2022-01-27,49450208440
2022-01-28,49842211050
2022-01-31,54049004160
2022-02-01,54775129800
2022-02-02,55340771150
2022-02-03,52181072260
2022-02-04,52123192680
2022-02-07,51807485880
2022-02-08,53283415170
2022-02-09,55185548640
2022-02-10,52367865450
2022-02-11,49129239860
2022-02-14,48902983320
2022-02-15,51728559180
2022-02-16,52528349740
2022-02-17,49358127290
2022-02-18,49221321010
2022-02-22,49260784360
2022-02-23,48710928350
2022-02-24,50360496380
2022-02-25,51091883800
2022-02-28,50018480680
2022-03-01,47666465020
2022-03-02,49552813150
2022-03-03,48592538300
2022-03-04,46422054050
2022-03-07,44651465080
2022-03-08,46540444100
2022-03-09,48237368150
2022-03-10,47487564500
2022-03-11,46977171840
2022-03-14,45175012190
2022-03-15,46945601160
2022-03-16,49544920480
2022-03-17,49926399530
2022-03-18,50623585380
2022-03-21,50121085390
2022-03-22,49394959750
2022-03-23,48300509510
2022-03-24,50271046120
2022-03-25,50107930940
2022-03-28,49834318380
2022-03-29,51233951860
2022-03-30,49284462370
2022-03-31,48692512120
2022-04-01,47887459780
2022-04-04,47949551190
2022-04-05,45969705530
2022-04-06,45693997580
2022-04-07,45405160680
2022-04-08,43981982500
2022-04-11,43462076080
2022-04-12,43648507170
2022-04-13,44908886370
2022-04-14,44638430000
2022-04-18,45491811750
2022-04-19,46909738350
2022-04-20,46946499410
2022-04-21,45911938150
2022-04-22,44835364250
2022-04-25,45384154360
2022-04-26,44047627250
2022-04-27,44837990040
2022-04-28,46542127750
2022-04-29,44874751100
2022-05-02,46476483000
2022-05-03,46757442530
2022-05-04,48818687680
2022-05-05,46836216230
2022-05-06,46628778820
2022-05-09,45399909100
2022-05-10,46854596760
2022-05-11,44866873730
2022-05-12,45599469140
2022-05-13,47786752210
2022-05-16,46473857210
2022-05-17,48745165560
2022-05-18,46053730810
2022-05-19,46158762410
2022-05-20,47293103690
2022-05-23,47445399510
2022-05-24,47033150480
2022-05-25,48479960770
2022-05-26,50580592770
2022-05-27,51447103470
2022-05-31,49826991040
2022-06-01,48464206030
2022-06-02,49349097260
2022-06-03,47886532230
2022-06-06,47266845790
2022-06-07,47744739570
2022-06-08,46494863530
2022-06-09,48372303380
2022-06-10,46888732030
2022-06-13,44249813080
2022-06-14,44189419910
2022-06-15,44360096260
2022-06-16,41571507280
2022-06-17,41442843570
2022-06-21,41773693110
2022-06-22,41211774050
2022-06-23,40308502290
2022-06-24,41834086280
2022-06-27,41713299940
2022-06-28,40494933380
2022-06-29,39392101580
2022-06-30,38869569370
2022-07-01,38360166110
2022-07-05,38254683800
2022-07-06,38212735000
2022-07-07,39856603600
2022-07-08,40449130400
2022-07-11,39840872800
2022-07-12,39914283200
2022-07-13,40640521800
2022-07-14,41901607600
2022-07-15,42992276400
2022-07-18,42452185600
2022-07-19,44683337400
2022-07-20,46269526400
2022-07-21,47179291000
2022-07-22,45918205200
2022-07-25,45653403400
2022-07-26,45739922800
2022-07-27,47564695600
2022-07-28,48010401600
2022-07-29,48209658400
2022-08-01,48372210000
2022-08-02,47315624600
2022-08-03,48647499000
2022-08-04,48309286800
2022-08-05,47627618800
2022-08-08,47181912800
2022-08-09,44843267200
2022-08-10,47184534600
2022-08-11,47292028400
2022-08-12,49150884600
2022-08-15,49177102600
2022-08-16,48726153000
2022-08-17,47250079600
2022-08-18,47916016800
2022-08-19,47278919400
2022-08-22,45231293600
2022-08-23,45603589200
2022-08-24,45359761800
2022-08-25,46935463600
2022-08-26,44077701600
2022-08-29,43490418400
2022-08-30,43448469600
2022-08-31,43149584400
2022-09-01,43102392000
2022-09-02,42575410200
2022-09-06,42145435000
2022-09-07,42819237600
2022-09-08,43377681000
2022-09-09,44082945200
2022-09-12,44326772600
2022-09-13,40758502800
2022-09-14,41804601000
2022-09-15,41864902400
2022-09-16,41933069200
2022-09-19,42761558000
2022-09-20,42184762000
2022-09-21,41731190600
2022-09-22,40671983400
2022-09-23,40097809200
2022-09-26,39838251000
2022-09-27,40247251800
2022-09-28,41015439200
2022-09-29,39591801800
2022-09-30,38674171800
2022-10-03,39451551280
2022-10-04,41510322020
2022-10-05,41860806320
2022-10-06,41276665820
2022-10-07,39397031500
2022-10-10,38293655000
2022-10-11,37320087500
2022-10-12,36419213040
2022-10-13,37169509060
2022-10-14,35850649620
2022-10-17,36676234860
2022-10-18,36593157100
2022-10-19,36689215760
2022-10-20,36097286720
2022-10-21,37709514500
2022-10-24,37629032920
2022-10-25,38615581320
2022-10-26,38236539040
2022-10-27,37675764160
2022-10-28,39373665880
2022-10-31,37924997440
2022-11-01,39422993300
2022-11-02,38581830980
2022-11-03,37605667300
2022-11-04,39217895080
2022-11-07,40993682200
2022-11-08,42346291980
2022-11-09,40168096960
2022-11-10,42958990460
2022-11-11,44119482920
2022-11-14,43878038180
2022-11-15,45383822580
2022-11-16,43325051840
2022-11-17,44158425620
2022-11-18,44638718920
2022-11-21,43836499300
2022-11-22,45020357380
2022-11-23,45485073600
2022-11-25,44833432420
2022-11-28,42603313800
2022-11-29,42756488420
2022-11-30,45651229120
2022-12-01,45028145920
2022-12-02,44410255080
2022-12-05,43711882660
2022-12-06,42338503440
2022-12-07,42564371100
2022-12-08,44516698460
2022-12-09,44062366960
2022-12-12,44932087260
2022-12-13,45254013580
2022-12-14,44542660260
2022-12-15,42878508880
2022-12-16,42504658960
2022-12-19,41608976860
2022-12-20,41411667180
2022-12-21,42429369740
2022-12-22,40892431180
2022-12-23,40933970060
2022-12-27,39924056040
2022-12-28,39384050600
2022-12-29,41050798160
2022-12-30,41027432540
2023-01-03,40247258800
2023-01-04,41002624960
2023-01-05,39847511760
2023-01-06,41436116880
2023-01-09,41783948720
2023-01-10,43107786320
2023-01-11,43798258480
2023-01-12,44182430960
2023-01-13,44600348320
2023-01-17,44213580080
2023-01-18,44304431680
2023-01-19,42830040000
2023-01-20,43738556000
2023-01-23,44914435280
2023-01-24,44950775920
2023-01-25,45192181600
2023-01-26,46728871520
2023-01-27,47123427040
2023-01-30,46588700480
2023-01-31,47842452560
2023-02-01,50342169440
2023-02-02,50918428160
2023-02-03,49566037200
2023-02-06,48636755120
2023-02-07,50160466240
2023-02-08,48787309200
2023-02-09,49280503600
2023-02-10,48403136720
2023-02-13,48898926880
2023-02-14,49264929040
2023-02-15,50173445040
2023-02-16,49638718480
2023-02-17,48919692960
2023-02-21,47089682160
2023-02-22,46124059440
2023-02-23,46980660240
2023-02-24,45908611360
2023-02-27,46137038240
2023-02-28,46329124480
2023-03-01,46430359120
2023-03-02,46887212880
2023-03-03,47492024960
2023-03-06,46708105440
2023-03-07,46048782400
2023-03-08,47375215760
2023-03-09,46679552080
2023-03-10,45438778800
2023-03-13,45407629680
2023-03-14,46417380320
2023-03-15,45321969600
2023-03-16,46591296240
2023-03-17,46020229040
2023-03-20,46866446800
2023-03-21,46843084960
2023-03-22,45846313120
2023-03-23,47253215040
2023-03-24,45828142800
2023-03-27,45218139200
2023-03-28,44961158960
2023-03-29,46464104000
2023-03-30,47144193120
2023-03-31,48405732480
2023-04-03,47161936800
2023-04-04,45643259200
2023-04-05,44839863200
2023-04-06,44083116000
2023-04-10,44681775600
2023-04-11,44544420800
2023-04-12,44114215200
2023-04-13,44554787200
2023-04-14,44666226000
2023-04-17,45226011600
2023-04-18,45555144800
2023-04-19,44780256400
2023-04-20,43958719200
2023-04-21,44010551200
2023-04-24,44028692400
2023-04-25,42631820000
2023-04-26,42852106000
2023-04-27,41774000400
2023-04-28,42434858400
2023-05-01,43023151600
2023-05-02,44448531600
2023-05-03,43424849600
2023-05-04,42447816400
2023-05-05,43233071200
2023-05-08,43551838000
2023-05-09,42784724400
2023-05-10,42813232000
2023-05-11,42333786000
2023-05-12,42644778000
2023-05-15,43520738800
2023-05-16,42992052400
2023-05-17,44381150000
2023-05-18,45518862400
2023-05-19,45342633600
2023-05-22,45967209200
2023-05-23,45368549600
2023-05-24,43155323200
2023-05-25,44404474400
2023-05-26,46954608800
2023-05-30,47185261200
2023-05-31,46415556000
2023-06-01,46907960000
2023-06-02,47063456000
2023-06-05,45757289600
2023-06-06,46975341600
2023-06-07,48320382000
2023-06-08,48582133600
2023-06-09,47944600000
2023-06-12,49071946000
2023-06-13,50909390400
2023-06-14,50715020400
2023-06-15,50730570000
2023-06-16,51274806000
2023-06-20,50639864000
2023-06-21,50090444800
2023-06-22,50445494000
2023-06-23,48900900400
2023-06-26,49810552000
2023-06-27,51914931200
2023-06-28,51199649600
2023-06-29,51769801600
2023-06-30,53044868800
2023-07-03,53333489440
2023-07-05,52442580960
2023-07-06,52622822560
2023-07-07,52543001280
2023-07-10,54180624960
2023-07-11,54317093600
2023-07-12,54551407680
2023-07-13,55751301760
2023-07-14,54726499520
2023-07-17,56549514560
2023-07-18,57589766080
2023-07-19,56719456640
2023-07-20,54574581600
2023-07-21,54922190400
2023-07-24,54299069440
2023-07-25,56619036320
2023-07-26,56255978240
2023-07-27,57108263520
2023-07-28,57499645280
2023-07-31,57414674240
2023-08-01,57543418240
2023-08-02,55720403200
2023-08-03,55604533600
2023-08-04,55025185600
2023-08-07,56320350240
2023-08-08,55846572320
2023-08-09,55197702560
2023-08-10,54582306240
2023-08-11,52579049600
2023-08-14,53364388000
2023-08-15,51945629120
2023-08-16,50658189120
2023-08-17,50089140640
2023-08-18,50614416160
2023-08-21,51914730560
2023-08-22,51410054080
2023-08-23,51780836800
2023-08-24,49906324160
2023-08-25,50519145600
2023-08-28,51299334240
2023-08-29,52826238080
2023-08-30,53011629440
2023-08-31,52970431360
2023-09-01,54062180480
2023-09-05,53446784160
2023-09-06,53503431520
2023-09-07,52530126880
2023-09-08,52282938400
2023-09-11,52398808000
2023-09-12,51368856000
2023-09-13,51600595200
2023-09-14,52190242720
2023-09-15,50822981440
2023-09-18,51314783520
2023-09-19,51276160320
2023-09-20,50199860480
2023-09-21,49952672000
2023-09-22,50671063520
2023-09-25,51013522560
2023-09-26,50207585120
2023-09-27,50647889600
2023-09-28,51634068640
2023-09-29,51477000960
2023-10-02,51505884150
2023-10-03,50222032000
2023-10-04,50991314150
2023-10-05,50286353250
2023-10-06,51204860700
2023-10-09,50973304200
2023-10-10,51907248750
2023-10-11,52347206100
2023-10-12,52064192600
2023-10-13,50041932500
2023-10-16,51400397300
2023-10-17,50870390200
2023-10-18,49707462000
2023-10-19,48351570050
2023-10-20,47793261600
2023-10-23,46915919750
2023-10-24,47240098850
2023-10-25,45266722900
2023-10-26,46198094600
2023-10-27,46087462050
2023-10-30,43784761300
2023-10-31,44363652550
2023-11-01,44386808200
2023-11-02,45691243150
2023-11-03,46710091750
2023-11-06,47031698000
2023-11-07,47803553000
2023-11-08,47173204750
2023-11-09,46396204050
2023-11-10,48027390950
2023-11-13,47556559400
2023-11-14,50142273650
2023-11-15,51649963750
2023-11-16,51662828000
2023-11-17,51698847900
2023-11-20,52316331900
2023-11-21,51570205400
2023-11-22,51348940300
2023-11-24,51487874200
2023-11-27,51369523100
2023-11-28,51464718550
2023-11-29,52571044050
2023-11-30,52506722800
2023-12-01,52918378800
2023-12-04,53072749800
2023-12-05,52956971550
2023-12-06,52980127200
2023-12-07,54467234500
2023-12-08,55457781750
2023-12-11,56744206750
2023-12-12,56378862050
2023-12-13,56944889050
2023-12-14,59865073800
2023-12-15,59929395050
2023-12-18,59003169050
2023-12-19,59016033300
2023-12-20,57348826500
2023-12-21,58982586250
2023-12-22,58905400750
2023-12-26,59677255750
2023-12-27,59715848500
2023-12-28,59450844950
2023-12-29,59093218800
2024-01-02,56747489060
2024-01-03,55438997360
2024-01-04,53304359920
2024-01-05,52780963240
2024-01-08,54435820390
2024-01-09,54317799570
2024-01-10,54210041430
2024-01-11,54261354830
2024-01-12,53650725370
2024-01-16,53619937330
2024-01-17,52719387160
2024-01-18,54292142870
2024-01-19,56023970120
2024-01-22,56147122280
2024-01-23,57453048310
2024-01-24,56878338230
2024-01-25,56293365470
2024-01-26,55192693040
2024-01-29,55795625490
2024-01-30,55205521390
2024-01-31,54025313190
2024-02-01,54651336670
2024-02-02,55159339330
2024-02-05,56706438340
2024-02-06,57214441000
2024-02-07,56796236790
2024-02-08,58453659610
2024-02-09,59921222850
2024-02-12,60724277560
2024-02-13,59541503690
2024-02-14,60026415320
2024-02-15,60162395830
2024-02-16,59564594720
2024-02-20,59356775450
2024-02-21,60375346440
2024-02-22,61447796500
2024-02-23,61281027950
2024-02-26,62548468930
2024-02-27,63046208910
2024-02-28,62597216660
2024-02-29,64072476910
2024-03-01,66068568170
2024-03-04,65244988100
2024-03-05,63746636820
2024-03-06,64462458750
2024-03-07,66461115680
2024-03-08,64662581010
2024-03-11,64985855430
2024-03-12,66055739819
2024-03-13,64393185660
2024-03-14,62533074910
2024-03-15,60944925180
2024-03-18,60708883540
2024-03-19,60647307460
2024-03-20,61901920090
2024-03-21,63143704370
2024-03-22,62687015110
2024-03-25,61663312780
2024-03-26,61334907020
2024-03-27,62971804480
2024-03-28,63569605590
2024-04-01,63187320760
2024-04-02,61773636590
2024-04-03,62571559960
2024-04-04,61363129390
2024-04-05,61835212670
2024-04-08,62838389640
2024-04-09,64611267610
2024-04-10,61853172360
2024-04-11,62687015110
2024-04-12,59936616870
2024-04-15,59038632370
2024-04-16,59184875560
2024-04-17,58220183640
2024-04-18,56277971450
2024-04-19,55192693040
2024-04-22,56100940220
2024-04-23,57884080870
2024-04-24,60303507680
2024-04-25,61083471360
2024-04-26,62268810900
2024-04-29,63405402710
2024-04-30,65729899730
2024-05-01,63995506810
2024-05-02,65234725420
2024-05-03,66155800950
2024-05-06,66612490210
2024-05-07,66361054549
2024-05-08,66761299069
2024-05-09,66912673600
2024-05-10,67151280910
2024-05-13,67715728310
2024-05-14,68672723220
2024-05-15,69786224000
2024-05-16,69173028870
2024-05-17,68688117240
2024-05-20,70189034190
2024-05-21,70407116140
2024-05-22,71538576610
2024-05-23,69970952240
2024-05-24,71112675390
2024-05-28,71743830210
2024-05-29,70255741610
2024-05-30,69639980810
2024-05-31,69811880700
2024-06-03,69257695980
2024-06-04,68323792100
2024-06-05,70735521900
2024-06-06,69788789670
2024-06-07,69758001630
2024-06-10,71030573950
2024-06-11,71307666310
2024-06-12,72605895330
2024-06-13,70676511490
2024-06-14,68978037950
2024-06-17,69596364420
2024-06-18,69632283800
2024-06-20,67908153560
2024-06-21,69537354010
2024-06-24,68572662089
2024-06-25,69252564640
2024-06-26,68803572390
2024-06-27,67992820670
