,NXPI
2015-03-24,24200608627
2015-03-25,23295760804
2015-03-26,22679347762
2015-03-27,23242260804
2015-03-30,23826108628
2015-03-31,23344608630
2015-04-01,23209929750
2015-04-02,23098242870
2015-04-06,23258792760
2015-04-07,23356518780
2015-04-08,23700886660
2015-04-09,23756730100
2015-04-10,23579892540
2015-04-13,23335577490
2015-04-14,22949327030
2015-04-15,23442610750
2015-04-16,23647370030
2015-04-17,23205276130
2015-04-20,23507761430
2015-04-21,23556624440
2015-04-22,23894011890
2015-04-23,22937692980
2015-04-24,22181479730
2015-04-27,22553769330
2015-04-28,22388565820
2015-04-29,22202421020
2015-04-30,22365297720
2015-05-01,23498454190
2015-05-04,23298348530
2015-05-05,22672436640
2015-05-06,22916751690
2015-05-07,23440283940
2015-05-08,24194170380
2015-05-11,24098771170
2015-05-12,23682272180
2015-05-13,23649696840
2015-05-14,23887031460
2015-05-15,23900992320
2015-05-18,23991737910
2015-05-19,23917279990
2015-05-20,23938221280
2015-05-21,24848003990
2015-05-22,24938749580
2015-05-26,24894540190
2015-05-27,25760113510
2015-05-28,25778727990
2015-05-29,26118442250
2015-06-01,26055618380
2015-06-02,25741499030
2015-06-03,25183064630
2015-06-04,24836369940
2015-06-05,24892213380
2015-06-08,24159268230
2015-06-09,24154614610
2015-06-10,24503636110
2015-06-11,24359373890
2015-06-12,24154614610
2015-06-15,23917279990
2015-06-16,24001045150
2015-06-17,23775344580
2015-06-18,24473387580
2015-06-19,24343086220
2015-06-22,24338432600
2015-06-23,24063869020
2015-06-24,23952182140
2015-06-25,23880051030
2015-06-26,23389094120
2015-06-29,22686397500
2015-06-30,22849274200
2015-07-01,22605738350
2015-07-02,22719195400
2015-07-06,22392716950
2015-07-07,22337146150
2015-07-08,21357710800
2015-07-09,20957137950
2015-07-10,21471167850
2015-07-13,21255831000
2015-07-14,21936573300
2015-07-15,21505899600
2015-07-16,21253515550
2015-07-17,21135427600
2015-07-20,20841365450
2015-07-21,21394758000
2015-07-22,20903882600
2015-07-23,21533685000
2015-07-24,20903882600
2015-07-27,20426899900
2015-07-28,21079856800
2015-07-29,21255831000
2015-07-30,22661309150
2015-07-31,22457549550
2015-08-03,22684463650
2015-08-04,22061607600
2015-08-05,22464495900
2015-08-06,22165802850
2015-08-07,22307045300
2015-08-10,22987787600
2015-08-11,22293152600
2015-08-12,21725867350
2015-08-13,21684189250
2015-08-14,21214152900
2015-08-17,21204891100
2015-08-18,20454685300
2015-08-19,20146730450
2015-08-20,18991320900
2015-08-21,18600009850
2015-08-24,18352256700
2015-08-25,18718097800
2015-08-26,19685955900
2015-08-27,20061058800
2015-08-28,20081897850
2015-08-31,19600284250
2015-09-01,18949642800
2015-09-02,19655855050
2015-09-03,19845721950
2015-09-04,19549344350
2015-09-08,20996500600
2015-09-09,20577404150
2015-09-10,20116629600
2015-09-11,20470893450
2015-09-14,20899251700
2015-09-15,20947876150
2015-09-16,21056702300
2015-09-17,21075225900
2015-09-18,20857573600
2015-09-21,20920090750
2015-09-22,19993910750
2015-09-23,19813305650
2015-09-24,19838775600
2015-09-25,20077266950
2015-09-28,19086254350
2015-09-29,19060784400
2015-09-30,20160623150
2015-10-01,22332197900
2015-10-02,22473507800
2015-10-05,22321730500
2015-10-06,22172570050
2015-10-07,22227523900
2015-10-08,22633135650
2015-10-09,22850334200
2015-10-12,23292581850
2015-10-13,22771828700
2015-10-14,23949411200
2015-10-15,24621941650
2015-10-16,24394275700
2015-10-19,24446612700
2015-10-20,24072403150
2015-10-21,23897074200
2015-10-22,25632045750
2015-10-23,25145311650
2015-10-26,23920625850
2015-10-27,23630155500
2015-10-28,23792400200
2015-10-29,19103005000
2015-10-30,20503019750
2015-11-02,20052921550
2015-11-03,20539655650
2015-11-04,20929566300
2015-11-05,20803957500
2015-11-06,21167699650
2015-11-09,21227887200
2015-11-10,21083960450
2015-11-11,21285457900
2015-11-12,20788256400
2015-11-13,20364326700
2015-11-16,20602460050
2015-11-17,20521337700
2015-11-18,21434618350
2015-11-19,21175550200
2015-11-20,20874612450
2015-11-23,20557973600
2015-11-24,21808827900
2015-11-25,22107148800
2015-11-27,23122486600
2015-11-30,24457080100
2015-12-01,24621941650
2015-12-02,24054085200
2015-12-03,23530715200
2015-12-04,23669408250
2015-12-07,22570331250
2015-12-08,22910521750
2015-12-09,22567714400
2015-12-10,23148655100
2015-12-11,21793126800
2015-12-14,21834996400
2015-12-15,21960605200
2015-12-16,22483975200
2015-12-17,22133317300
2015-12-18,22007708500
2015-12-21,22316496800
2015-12-22,22313879950
2015-12-23,22120233050
2015-12-24,22614817700
2015-12-28,22473507800
2015-12-29,22588649200
2015-12-30,22442105600
2015-12-31,22046961250
2016-01-04,28864125200
2016-01-05,28163373700
2016-01-06,27466040499
2016-01-07,25979080000
2016-01-08,25698779400
2016-01-11,26396112600
2016-01-12,26587537400
2016-01-13,25380877500
2016-01-14,25469753300
2016-01-15,23466629500
2016-01-19,23391426900
2016-01-20,24204982300
2016-01-21,24632269800
2016-01-22,25541537600
2016-01-25,24741655400
2016-01-26,24495537800
2016-01-27,24150289500
2016-01-28,24023812400
2016-01-29,25562047400
2016-02-01,26095302200
2016-02-02,24912570400
2016-02-03,24194727400
2016-02-04,26085047300
2016-02-05,24167381000
2016-02-08,21877120000
2016-02-09,22403538200
2016-02-10,22612054500
2016-02-11,22242878099
2016-02-12,23005159000
2016-02-16,23736675200
2016-02-17,24047740499
2016-02-18,23107707999
2016-02-19,22721440100
2016-02-22,23897335300
2016-02-23,23326479200
2016-02-24,23931518300
2016-02-25,24235747000
2016-02-26,24690380900
2016-02-29,24351969200
2016-03-01,25374040900
2016-03-02,25825256500
2016-03-03,25473171600
2016-03-04,26194432900
2016-03-07,26314073400
2016-03-08,25801328400
2016-03-09,26228615900
2016-03-10,26396112600
2016-03-11,26696922999
2016-03-14,26939622300
2016-03-15,27028498099
2016-03-16,27308798700
2016-03-17,27763432600
2016-03-18,28501785400
2016-03-21,28286432500
2016-03-22,28392399800
2016-03-23,27763432600
2016-03-24,27773687500
2016-03-28,27643792100
2016-03-29,27924092700
2016-03-30,27944602500
2016-03-31,27712158099
2016-04-01,26666250000
2016-04-04,26510249999
2016-04-05,26364000000
2016-04-06,26981500000
2016-04-07,26409500000
2016-04-08,26890500000
2016-04-11,26968500000
2016-04-12,26874250000
2016-04-13,27641250000
2016-04-14,27784250000
2016-04-15,27423500000
2016-04-18,27342250000
2016-04-19,26939250000
2016-04-20,27628250000
2016-04-21,27345500000
2016-04-22,27426750000
2016-04-25,27085500000
2016-04-26,28174250000
2016-04-27,28905500000
2016-04-28,27907750000
2016-04-29,27716000000
2016-05-02,28060500000
2016-05-03,27777750000
2016-05-04,27241499999
2016-05-05,27703000000
2016-05-06,27742000000
2016-05-09,27638000000
2016-05-10,27972749999
2016-05-11,27816750000
2016-05-12,27056250000
2016-05-13,26997749999
2016-05-16,27615250000
2016-05-17,27543750000
2016-05-18,28284750000
2016-05-19,28089750000
2016-05-20,28726750000
2016-05-23,28911999999
2016-05-24,29763500000
2016-05-25,29883750000
2016-05-26,29682250000
2016-05-27,29939000000
2016-05-31,30709250000
2016-06-01,30660500000
2016-06-02,30387500000
2016-06-03,29922749999
2016-06-06,29334500000
2016-06-07,29409250000
2016-06-08,29412500000
2016-06-09,29344250000
2016-06-10,28739750000
2016-06-13,28405000000
2016-06-14,28395250000
2016-06-15,27946750000
2016-06-16,27992250000
2016-06-17,27631500000
2016-06-20,27738750000
2016-06-21,27907750000
2016-06-22,27924000000
2016-06-23,28392000000
2016-06-24,26022749999
2016-06-27,24388000000
2016-06-28,24852750000
2016-06-29,25453999999
2016-06-30,25460500000
2016-07-01,26186848260
2016-07-05,25672985520
2016-07-06,25542000900
2016-07-07,25683061260
2016-07-08,26583160700
2016-07-11,26814902720
2016-07-12,27073513380
2016-07-13,27097023440
2016-07-14,26727579640
2016-07-15,26761165440
2016-07-18,27449674340
2016-07-19,27385861320
2016-07-20,28269167860
2016-07-21,27973612820
2016-07-22,28346415200
2016-07-25,28195279100
2016-07-26,29521918200
2016-07-27,29367423520
2016-07-28,28329622299
2016-07-29,28242299220
2016-08-01,28289319340
2016-08-02,27489977299
2016-08-03,27926592700
2016-08-04,28296036500
2016-08-05,28796464920
2016-08-08,28856919360
2016-08-09,29008055460
2016-08-10,28789747760
2016-08-11,28944242440
2016-08-12,28893863740
2016-08-15,29730150160
2016-08-16,29357347780
2016-08-17,29642827080
2016-08-18,29421160799
2016-08-19,29683130040
2016-08-22,29599165540
2016-08-23,29844341880
2016-08-24,29337196299
2016-08-25,29424519380
2016-08-26,29720074420
2016-08-29,29871210520
2016-08-30,29723433000
2016-08-31,29562221160
2016-09-01,29538711100
2016-09-02,29605882700
2016-09-06,29498408140
2016-09-07,29088661380
2016-09-08,28846843620
2016-09-09,27338841200
2016-09-12,27845986780
2016-09-13,27708285000
2016-09-14,28060935900
2016-09-15,28729293320
2016-09-16,28128107500
2016-09-19,27872855420
2016-09-20,27805683820
2016-09-21,28003840040
2016-09-22,28343056620
2016-09-23,28178486200
2016-09-26,27718360740
2016-09-27,27684774940
2016-09-28,27620961920
2016-09-29,32282670960
2016-09-30,34260874580
2016-10-03,34400759680
2016-10-04,34558100640
2016-10-05,34313720000
2016-10-06,34645140320
2016-10-07,34477756320
2016-10-10,34424193440
2016-10-11,34122902240
2016-10-12,34394064320
2016-10-13,34092773120
2016-10-14,33945475200
2016-10-17,33771395840
2016-10-18,34029167200
2016-10-19,33821611040
2016-10-20,34979908320
2016-10-21,34049253279
2016-10-24,34092773120
2016-10-25,33691051520
2016-10-26,33028210880
2016-10-27,33168813440
2016-10-28,33403151040
2016-10-31,33476800000
2016-11-01,33326154400
2016-11-02,33152075040
2016-11-03,33054992320
2016-11-04,33041601600
2016-11-07,33048296960
2016-11-08,33145379680
2016-11-09,32566231040
2016-11-10,32335241120
2016-11-11,32716876640
2016-11-14,32385456320
2016-11-15,32740310400
2016-11-16,32750353440
2016-11-17,32827350080
2016-11-18,33101859840
2016-11-21,33004777120
2016-11-22,33088469120
2016-11-23,33252505440
2016-11-25,33312763680
2016-11-28,33162118080
2016-11-29,33091816800
2016-11-30,33192247200
2016-12-01,32723572000
2016-12-02,32797220960
2016-12-05,32740310400
2016-12-06,32743658080
2016-12-07,32937823520
2016-12-08,32857479200
2016-12-09,32917737440
2016-12-12,32854131520
2016-12-13,32874217600
2016-12-14,32750353440
2016-12-15,32733615040
2016-12-16,32536101920
2016-12-19,32516015840
2016-12-20,32505972800
2016-12-21,32706833600
2016-12-22,32767091840
2016-12-23,32874217600
2016-12-27,33142032000
2016-12-28,32937823520
2016-12-29,32840740800
2016-12-30,32810611680
2017-01-03,32852433360
2017-01-04,33067726800
2017-01-05,33101366400
2017-01-06,33037451159
2017-01-09,33003811560
2017-01-10,33178737480
2017-01-11,33128278080
2017-01-12,33067726800
2017-01-13,33094638480
2017-01-17,32838977520
2017-01-18,32970171960
2017-01-19,32986991760
2017-01-20,32899528800
2017-01-23,32294016000
2017-01-24,32529493200
2017-01-25,32798610000
2017-01-26,32717874960
2017-01-27,32926440480
2017-01-30,32973535920
2017-01-31,32916348599
2017-02-01,32882709000
2017-02-02,33306567960
2017-02-03,33457946159
2017-02-06,33656419800
2017-02-07,34066822920
2017-02-08,34339303680
2017-02-09,34177833599
2017-02-10,34309028040
2017-02-13,34399854960
2017-02-14,34406582880
2017-02-15,34507501680
2017-02-16,34477226040
2017-02-17,34446950400
2017-02-21,34514229600
2017-02-22,34531049400
2017-02-23,34510865640
2017-02-24,34591600680
2017-02-27,34584872760
2017-02-28,34584872760
2017-03-01,34716067200
2017-03-02,34853989560
2017-03-03,34938088560
2017-03-06,34948180440
2017-03-07,34907812920
2017-03-08,34941452520
2017-03-09,34958272320
2017-03-10,35059191120
2017-03-13,34981820040
2017-03-14,34917904800
2017-03-15,34901085000
2017-03-16,34783346400
2017-03-17,34739614920
2017-03-20,34759798680
2017-03-21,34628604240
2017-03-22,34557961080
2017-03-23,34547869200
2017-03-24,34645424040
2017-03-27,34722795120
2017-03-28,34709339280
2017-03-29,34857353520
2017-03-30,34901085000
2017-03-31,34816986000
2017-04-03,35194982990
2017-04-04,35458261850
2017-04-05,35373877600
2017-04-06,35238862800
2017-04-07,35289493350
2017-04-10,35161229290
2017-04-11,35093721890
2017-04-12,34999211530
2017-04-13,34843944510
2017-04-17,34823692290
2017-04-18,34870947470
2017-04-19,35181481510
2017-04-20,35248988910
2017-04-21,35225361320
2017-04-24,35363751490
2017-04-25,35512267770
2017-04-26,35600027390
2017-04-27,35593276650
2017-04-28,35694537750
2017-05-01,35765420520
2017-05-02,35697913120
2017-05-03,35708039230
2017-05-04,36042200860
2017-05-05,35974693460
2017-05-08,36082705300
2017-05-09,36038825490
2017-05-10,36008447160
2017-05-11,36069203820
2017-05-12,36072579190
2017-05-15,36129960480
2017-05-16,36352734900
2017-05-17,36248098430
2017-05-18,36207593990
2017-05-19,36369611750
2017-05-22,36511377290
2017-05-23,36484374330
2017-05-24,36453996000
2017-05-25,36437119150
2017-05-26,36453996000
2017-05-30,36501251180
2017-05-31,37095316300
2017-06-01,36899544840
2017-06-02,36842163550
2017-06-05,36865791140
2017-06-06,36740902450
2017-06-07,36862415770
2017-06-08,36869166510
2017-06-09,36649767460
2017-06-12,36528254140
2017-06-13,36828662070
2017-06-14,36882667990
2017-06-15,36791533000
2017-06-16,36821911330
2017-06-19,36842163550
2017-06-20,36791533000
2017-06-21,36848914290
2017-06-22,36960301500
2017-06-23,37122319260
2017-06-26,37037935010
2017-06-27,36967052240
2017-06-28,37095316300
2017-06-29,36926547800
2017-06-30,36943424650
2017-07-03,36997292220
2017-07-05,36973591200
2017-07-06,36993906360
2017-07-07,36943118460
2017-07-10,37014221520
2017-07-11,36990520500
2017-07-12,36963433620
2017-07-13,36976977060
2017-07-14,37041308400
2017-07-17,37058237700
2017-07-18,37061623560
2017-07-19,37109025600
2017-07-20,37146270060
2017-07-21,37197057960
2017-07-24,37092096300
2017-07-25,37146270060
2017-07-26,37220758980
2017-07-27,37359579240
2017-07-28,37318948920
2017-07-31,37356193380
2017-08-01,37616904600
2017-08-02,37542415680
2017-08-03,37467926760
2017-08-04,38063838120
2017-08-07,38246674560
2017-08-08,38253446280
2017-08-09,38290690740
2017-08-10,37962262320
2017-08-11,37989349200
2017-08-14,38097696720
2017-08-15,38202658380
2017-08-16,38189114940
2017-08-17,38080767420
2017-08-18,38073995700
2017-08-21,38040137100
2017-08-22,38040137100
2017-08-23,38023207800
2017-08-24,37925017860
2017-08-25,37999506780
2017-08-28,38114626020
2017-08-29,38026593660
2017-08-30,38057066400
2017-08-31,38246674560
2017-09-01,38226359400
2017-09-05,38063838120
2017-09-06,37975805760
2017-09-07,38145098760
2017-09-08,38023207800
2017-09-11,38107854300
2017-09-12,38185729080
2017-09-13,38134941180
2017-09-14,38057066400
2017-09-15,38206044240
2017-09-18,38256832140
2017-09-19,38233131120
2017-09-20,38107854300
2017-09-21,38165413920
2017-09-22,38138327040
2017-09-25,38063838120
2017-09-26,38046908820
2017-09-27,38168799780
2017-09-28,38216201820
2017-09-29,38290690740
2017-10-02,38696994560
2017-10-03,38779095680
2017-10-04,38898826480
2017-10-05,38888563840
2017-10-06,38980927600
2017-10-09,39175917760
2017-10-10,39340120000
2017-10-11,39497480480
2017-10-12,39401695840
2017-10-13,39398274960
2017-10-16,39319594720
2017-10-17,39391433200
2017-10-18,39463271680
2017-10-19,39507743120
2017-10-20,39641157440
2017-10-23,39819043200
2017-10-24,39952457520
2017-10-25,39849831120
2017-10-26,39894302560
2017-10-27,40000349840
2017-10-30,39931932240
2017-10-31,40041400400
2017-11-01,40126922400
2017-11-02,40181656480
2017-11-03,39346961760
2017-11-06,39928511360
2017-11-07,39907986080
2017-11-08,39798517920
2017-11-09,39446167280
2017-11-10,39699312400
2017-11-13,39562477200
2017-11-14,39511164000
2017-11-15,39340120000
2017-11-16,39405116720
2017-11-17,39511164000
2017-11-20,39401695840
2017-11-21,39449588160
2017-11-22,39391433200
2017-11-24,39220389200
2017-11-27,39179338640
2017-11-28,38926193520
2017-11-29,38655944000
2017-11-30,38789358320
2017-12-01,39264860640
2017-12-04,38953560560
2017-12-05,38912510000
2017-12-06,39110921040
2017-12-07,39384591440
2017-12-08,39439325520
2017-12-11,39627473920
2017-12-12,39559056320
2017-12-13,39702733280
2017-12-14,39641157440
2017-12-15,39801938800
2017-12-18,39952457520
2017-12-19,39836147600
2017-12-20,39935353120
2017-12-21,39921669600
2017-12-22,39921669600
2017-12-26,39877198160
2017-12-27,39918248720
2017-12-28,40017454240
2017-12-29,40055083920
2018-01-02,40534814950
2018-01-03,40579490880
2018-01-04,40507322070
2018-01-05,40569181050
2018-01-08,40648223080
2018-01-09,40706645450
2018-01-10,40947208150
2018-01-11,40981574250
2018-01-12,41094982380
2018-01-16,41033123400
2018-01-17,41012503740
2018-01-18,41239320000
2018-01-19,41393967450
2018-01-22,41610473880
2018-01-23,41531431850
2018-01-24,41397404060
2018-01-25,41308052200
2018-01-26,41356164740
2018-01-29,41428333550
2018-01-30,41311488810
2018-01-31,41349291520
2018-02-01,41686079300
2018-02-02,41452389820
2018-02-05,40617293590
2018-02-06,40603547150
2018-02-07,40005577010
2018-02-08,39844056340
2018-02-09,39789070580
2018-02-12,40050252940
2018-02-13,39933408200
2018-02-14,39479775680
2018-02-15,40180844120
2018-02-16,40723828500
2018-02-20,43150075160
2018-02-21,43163821600
2018-02-22,43201624310
2018-02-23,43108835840
2018-02-26,42772048060
2018-02-27,42837343650
2018-02-28,42840780260
2018-03-01,42534921970
2018-03-02,42644893490
2018-03-05,42882019580
2018-03-06,42751428400
2018-03-07,42538358580
2018-03-08,42510865700
2018-03-09,42503992480
2018-03-12,42483372820
2018-03-13,42143148430
2018-03-14,42029740300
2018-03-15,41885402680
2018-03-16,42012557250
2018-03-19,42143148430
2018-03-20,42304669100
2018-03-21,41912895560
2018-03-22,41555488120
2018-03-23,41304615590
2018-03-26,41792614210
2018-03-27,41761684720
2018-03-28,39954027860
2018-03-29,40208337000
2018-04-02,39649506400
2018-04-03,40059009200
2018-04-04,39721771600
2018-04-05,39498093600
2018-04-06,39136767600
2018-04-09,39346680800
2018-04-10,40127833200
2018-04-11,39876625600
2018-04-12,39288180400
2018-04-13,39036972800
2018-04-16,38827059600
2018-04-17,38940619200
2018-04-18,38882118800
2018-04-19,36879340400
2018-04-20,36184218000
2018-04-23,35502860400
2018-04-24,35000445200
2018-04-25,34821502800
2018-04-26,35268858800
2018-04-27,36270248000
2018-04-30,36098188000
2018-05-01,35785038800
2018-05-02,35348006400
2018-05-03,31782923200
2018-05-04,34508353600
2018-05-07,33882055199
2018-05-08,33995614800
2018-05-09,33943996800
2018-05-10,34167674800
2018-05-11,34071321200
2018-05-14,38107848800
2018-05-15,37870406000
2018-05-16,37454020800
2018-05-17,36721045200
2018-05-18,38204202400
2018-05-21,39453358000
2018-05-22,39732095200
2018-05-23,38730706000
2018-05-24,38372821200
2018-05-25,40189774800
2018-05-29,40014273600
2018-05-30,39773389600
2018-05-31,39229680000
2018-06-01,39229680000
2018-06-04,38094084000
2018-06-05,40041803200
2018-06-06,39408622400
2018-06-07,41318488400
2018-06-08,41352900400
2018-06-11,40705954800
2018-06-12,39659830000
2018-06-13,38352174000
2018-06-14,38889001200
2018-06-15,38940619200
2018-06-18,38352174000
2018-06-19,37505638800
2018-06-20,38858030400
2018-06-21,38830500800
2018-06-22,39597888400
2018-06-25,37901376800
2018-06-26,37777493600
2018-06-27,37632963200
2018-06-28,37939230000
2018-06-29,37601992400
2018-07-02,35091590400
2018-07-03,34469101710
2018-07-05,34407820440
2018-07-06,34662621510
2018-07-09,34630368210
2018-07-10,35594741880
2018-07-11,34704550800
2018-07-12,34959351870
2018-07-13,34678748160
2018-07-16,33559558650
2018-07-17,33436996110
2018-07-18,34346539170
2018-07-19,33395066820
2018-07-20,33333785550
2018-07-23,33894992970
2018-07-24,32466171780
2018-07-25,31727571210
2018-07-26,29934287730
2018-07-27,30630959010
2018-07-30,30585804390
2018-07-31,30750296220
2018-08-01,30769648200
2018-08-02,30834154800
2018-08-03,30937365360
2018-08-06,31056702570
2018-08-07,30953492010
2018-08-08,30898661400
2018-08-09,30859957440
2018-08-10,30498720480
2018-08-13,30047174280
2018-08-14,29411784270
2018-08-15,28950562080
2018-08-16,28911858120
2018-08-17,28953787410
2018-08-20,29069899290
2018-08-21,29660134679
2018-08-22,29421460260
2018-08-23,29247292440
2018-08-24,29666585340
2018-08-27,29773021230
2018-08-28,30056850270
2018-08-29,30260046059
2018-08-30,29734317270
2018-08-31,30040723620
2018-09-04,30530973780
2018-09-05,30279398040
2018-09-06,30314876670
2018-09-07,30324552660
2018-09-10,30214891440
2018-09-11,28889280809
2018-09-12,28640930400
2018-09-13,29644008030
2018-09-14,29918161080
2018-09-17,29076349950
2018-09-18,29569825440
2018-09-19,29731091940
2018-09-20,30282623370
2018-09-21,30231018090
2018-09-24,29379530970
2018-09-25,27902329830
2018-09-26,27508839570
2018-09-27,27583022160
2018-09-28,27576571500
2018-10-01,24928245100
2018-10-02,24942903600
2018-10-03,25247800400
2018-10-04,24318451500
2018-10-05,24394675700
2018-10-08,24083915500
2018-10-09,23740906600
2018-10-10,22914167200
2018-10-11,22659109300
2018-10-12,23031435200
2018-10-15,22835011300
2018-10-16,23802472300
2018-10-17,23415487900
2018-10-18,22779309000
2018-10-19,22779309000
2018-10-22,22421641600
2018-10-23,22785172400
2018-10-24,20882499100
2018-10-25,21621287500
2018-10-26,20800411500
2018-10-29,20732982400
2018-10-30,22131403300
2018-10-31,21984818300
2018-11-01,24652665300
2018-11-02,24649733600
2018-11-05,24292066200
2018-11-06,24784591800
2018-11-07,25051376500
2018-11-08,24808045400
2018-11-09,24535397300
2018-11-12,23242517600
2018-11-13,23966647500
2018-11-14,24063393600
2018-11-15,24808045400
2018-11-16,24910654900
2018-11-19,23852311200
2018-11-20,23866969700
2018-11-21,24374153800
2018-11-23,24218773700
2018-11-26,24022349800
2018-11-27,23714521300
2018-11-28,24338973400
2018-11-29,24306724700
2018-11-30,24441582900
2018-12-03,25115873900
2018-12-04,23987169399
2018-12-06,24054598500
2018-12-07,22427505000
2018-12-10,22280920000
2018-12-11,23125249600
2018-12-12,23377375800
2018-12-13,23110591100
2018-12-14,22741196899
2018-12-17,22066905900
2018-12-18,22577021700
2018-12-19,20905952700
2018-12-20,21093581500
2018-12-21,20621577800
2018-12-24,19850540700
2018-12-26,21040810900
2018-12-27,21404341700
2018-12-28,21146352100
2018-12-31,21483497600
2019-01-02,21550641810
2019-01-03,20671727190
2019-01-04,21671277150
2019-01-07,21832124270
2019-01-08,21955631880
2019-01-09,22960926380
2019-01-10,22986776810
2019-01-11,22828801960
2019-01-14,22578914470
2019-01-15,22423811889
2019-01-16,22501363180
2019-01-17,22731144780
2019-01-18,23205069330
2019-01-22,22716783430
2019-01-23,22662210300
2019-01-24,24198874750
2019-01-25,24483229480
2019-01-28,24603864820
2019-01-29,24626842980
2019-01-30,25195552440
2019-01-31,24997365810
2019-02-01,25390866800
2019-02-04,25477034900
2019-02-05,25919364480
2019-02-06,26554136150
2019-02-07,26060105710
2019-02-08,25135234770
2019-02-11,25635009750
2019-02-12,26778173210
2019-02-13,26390416760
2019-02-14,26353077250
2019-02-15,26723600080
2019-02-19,26568497500
2019-02-20,27071144750
2019-02-21,27099867450
2019-02-22,27145823770
2019-02-25,27901230780
2019-02-26,27028060700
2019-02-27,26376055410
2019-02-28,26229569639
2019-03-01,27071144750
2019-03-04,26849979960
2019-03-05,26798279100
2019-03-06,26390416760
2019-03-07,27022316160
2019-03-08,26763811860
2019-03-11,27079761560
2019-03-12,26996465730
2019-03-13,26827001800
2019-03-14,26669026950
2019-03-15,26821257260
2019-03-18,26502435290
2019-03-19,26660410139
2019-03-20,26146273810
2019-03-21,27082633830
2019-03-22,26039999820
2019-03-25,25543097110
2019-03-26,25646498830
2019-03-27,25089278450
2019-03-28,24678543840
2019-03-29,25387994530
2019-04-01,26546337990
2019-04-02,26096352390
2019-04-03,27049759380
2019-04-04,27159443369
2019-04-05,27603804150
2019-04-08,27733175010
2019-04-09,27446309190
2019-04-10,27598179330
2019-04-11,27463183650
2019-04-12,28219721940
2019-04-15,27907544430
2019-04-16,28309719060
2019-04-17,28453151970
2019-04-18,28290032190
2019-04-22,27693801270
2019-04-23,27851296230
2019-04-24,28160661330
2019-04-25,27471620880
2019-04-26,27842859000
2019-04-29,27533493900
2019-04-30,29704674420
2019-05-01,29527492590
2019-05-02,29980290600
2019-05-03,30396527280
2019-05-06,29817170820
2019-05-07,28815952860
2019-05-08,28545961500
2019-05-09,28216909530
2019-05-10,28171910970
2019-05-13,26189161920
2019-05-14,27609428970
2019-05-15,28171910970
2019-05-16,27463183650
2019-05-17,26754456330
2019-05-20,26042916600
2019-05-21,27190379880
2019-05-22,26335407240
2019-05-23,25848860310
2019-05-24,25820736210
2019-05-28,25202006010
2019-05-29,25064197920
2019-05-30,25559182080
2019-05-31,24794206560
2019-06-03,25207630830
2019-06-04,26613835830
2019-06-05,26281971450
2019-06-06,25955731890
2019-06-07,26054166240
2019-06-10,26827578990
2019-06-11,26847265860
2019-06-12,26369156160
2019-06-13,26560400040
2019-06-14,25561994490
2019-06-17,25227317700
2019-06-18,26656021980
2019-06-19,27061009020
2019-06-20,27564430410
2019-06-21,27578492460
2019-06-24,27463183650
2019-06-25,26748831510
2019-06-26,27319750740
2019-06-27,27907544430
2019-06-28,27451934010
2019-07-01,27885074080
2019-07-02,27371577920
2019-07-03,27259948320
2019-07-05,26939013220
2019-07-08,26665520700
2019-07-09,26768778080
2019-07-10,26827383620
2019-07-11,26266444880
2019-07-12,27067387260
2019-07-15,27672977840
2019-07-16,27072968740
2019-07-17,26902733600
2019-07-18,27103666880
2019-07-19,27338089040
2019-07-22,27555766760
2019-07-23,28169729560
2019-07-24,29442307000
2019-07-25,28401360980
2019-07-26,28566014640
2019-07-29,29087883020
2019-07-30,29523238460
2019-07-31,28853460860
2019-08-01,27907400000
2019-08-02,28035774040
2019-08-05,27042270600
2019-08-06,27982749980
2019-08-07,28568805380
2019-08-08,28320429520
2019-08-09,27873911120
2019-08-12,27419020500
2019-08-13,28512990580
2019-08-14,27904609260
2019-08-15,27843212980
2019-08-16,28900903440
2019-08-19,28872996040
2019-08-20,28708342380
2019-08-21,28845088640
2019-08-22,28825553460
2019-08-23,27346461260
2019-08-26,27547394540
2019-08-27,27550185280
2019-08-28,27985540720
2019-08-29,28342755440
2019-08-30,28504618360
2019-09-03,27675768580
2019-09-04,28423686900
2019-09-05,29581844000
2019-09-06,29528819940
2019-09-09,29969756860
2019-09-10,30100921640
2019-09-11,30698140000
2019-09-12,30706512220
2019-09-13,30901864020
2019-09-16,30019990180
2019-09-17,30073014240
2019-09-18,30089758680
2019-09-19,30240458640
2019-09-20,29246955200
2019-09-23,29595797700
2019-09-24,28995788600
2019-09-25,30201388280
2019-09-26,30254412340
2019-09-27,29729753220
2019-09-30,30633912320
2019-10-01,30591801920
2019-10-02,29954531200
2019-10-03,30128587519
2019-10-04,30847271680
2019-10-07,30316680640
2019-10-08,29126360000
2019-10-09,29746786560
2019-10-10,30108936000
2019-10-11,31094319360
2019-10-14,31229072640
2019-10-15,31434009920
2019-10-16,30490736960
2019-10-17,30827620160
2019-10-18,30603031360
2019-10-21,30875345280
2019-10-22,30257726080
2019-10-23,28974762560
2019-10-24,29777667519
2019-10-25,29718712960
2019-10-28,30501966400
2019-10-29,32119005760
2019-10-30,32231300160
2019-10-31,31914068480
2019-11-01,33126848000
2019-11-04,33093159680
2019-11-05,33312133760
2019-11-06,32697321920
