,TSLA
2019-10-02,43767000000
2019-10-03,41958000000
2019-10-04,41661000000
2019-10-07,42795000000
2019-10-08,43200000000
2019-10-09,44010000000
2019-10-10,44064000000
2019-10-11,44631000000
2019-10-14,46251000000
2019-10-15,46413000000
2019-10-16,46764000000
2019-10-17,47142000000
2019-10-18,46251000000
2019-10-21,45629999999
2019-10-22,46008000000
2019-10-23,45846000000
2019-10-24,53946000000
2019-10-25,59076000000
2019-10-28,58995000000
2019-10-29,56915999999
2019-10-30,56700000000
2019-10-31,56672999999
2019-11-01,56403000000
2019-11-04,57132000000
2019-11-05,57104999999
2019-11-06,58779000000
2019-11-07,60399000000
2019-11-08,60696000000
2019-11-11,62127000000
2019-11-12,62990999999
2019-11-13,62289000000
2019-11-14,62883000000
2019-11-15,63396000000
2019-11-18,62990999999
2019-11-19,64719000000
2019-11-20,63396000000
2019-11-21,63882000000
2019-11-22,59940000000
2019-11-25,60534000000
2019-11-26,59211000000
2019-11-27,59643000000
2019-11-29,59400000000
2019-12-02,60264000000
2019-12-03,60507000000
2019-12-04,59940000000
2019-12-05,59454000000
2019-12-06,60453000000
2019-12-09,61128000000
2019-12-10,62802000000
2019-12-11,63477000000
2019-12-12,64746000000
2019-12-13,64503000000
2019-12-16,68661000000
2019-12-17,68229000000
2019-12-18,70767000000
2019-12-19,72738000000
2019-12-20,73008000000
2019-12-23,75465000000
2019-12-24,76545000000
2019-12-26,77571000000
2019-12-27,77463000000
2019-12-30,74655000000
2019-12-31,76558050000
2020-01-02,78726600000
2020-01-03,81059850000
2020-01-06,82624500000
2020-01-07,85836150000
2020-01-08,90063450000
2020-01-09,88087050000
2020-01-10,87510600000
2020-01-13,96047550000
2020-01-14,98435700000
2020-01-15,94894650000
2020-01-16,93961349999
2020-01-17,93412350000
2020-01-21,100137599999
2020-01-22,104227650000
2020-01-23,104721750000
2020-01-24,103349250000
2020-01-27,102114000000
2020-01-28,103733550000
2020-01-29,106313849999
2020-01-30,117266400000
2020-01-31,119050650000
2020-02-03,142740000000
2020-02-04,162339300000
2020-02-05,134450099999
2020-02-06,137057850000
2020-02-07,136893150000
2020-02-10,141147900000
2020-02-11,141724350000
2020-02-12,140406750000
2020-02-13,147132000000
2020-02-14,146418300000
2020-02-18,157096350000
2020-02-19,167884200000
2020-02-20,164590200000
2020-02-21,164892150000
2020-02-24,152594550000
2020-02-25,146390850000
2020-02-26,142520400000
2020-02-27,124266150000
2020-02-28,122234850000
2020-03-02,136069650000
2020-03-03,136426500000
2020-03-04,137167650000
2020-03-05,132583499999
2020-03-06,128740500000
2020-03-09,111254850000
2020-03-10,118089900000
2020-03-11,116058600000
2020-03-12,102580650000
2020-03-13,100027800000
2020-03-16,81444150000
2020-03-17,78726600000
2020-03-18,66099599999
2020-03-19,78259950000
2020-03-20,78232500000
2020-03-23,79467750000
2020-03-24,92424150000
2020-03-25,98682750000
2020-03-26,96651450000
2020-03-27,94126050000
2020-03-30,91902599999
2020-03-31,97245120000
2020-04-01,89366400000
2020-04-02,84355200000
2020-04-03,89088000000
2020-04-06,95825280000
2020-04-07,101226240000
2020-04-08,101866560000
2020-04-09,106348800000
2020-04-13,120825600000
2020-04-14,131766720000
2020-04-15,135469439999
2020-04-16,138309120000
2020-04-17,139923840000
2020-04-20,138531840000
2020-04-21,127451520000
2020-04-22,135887040000
2020-04-23,130959360000
2020-04-24,134578560000
2020-04-27,148248000000
2020-04-28,142735680000
2020-04-29,148582080000
2020-04-30,145129920000
2020-05-01,130152000000
2020-05-04,141288000000
2020-05-05,142568640000
2020-05-06,145241280000
2020-05-07,144768000000
2020-05-08,152089920000
2020-05-11,150586560000
2020-05-12,150224640000
2020-05-13,146800320000
2020-05-14,149111040000
2020-05-15,148331520000
2020-05-18,151004160000
2020-05-19,149974080000
2020-05-20,151366080000
2020-05-21,153593280000
2020-05-22,151616640000
2020-05-26,151978560000
2020-05-27,152229120000
2020-05-28,149556480000
2020-05-29,154985280000
2020-06-01,166678080000
2020-06-02,163615680000
2020-06-03,163866240000
2020-06-04,160441920000
2020-06-05,164367360000
2020-06-08,176310720000
2020-06-09,174584640000
2020-06-10,190258560000
2020-06-11,180570240000
2020-06-12,173582400000
2020-06-15,183911040000
2020-06-16,182296320000
2020-06-17,184078080000
2020-06-18,186333120000
2020-06-19,185776320000
2020-06-22,184551360000
2020-06-23,185943360000
2020-06-24,178343040000
2020-06-25,182992320000
2020-06-26,178120320000
2020-06-29,187335360000
2020-06-30,202363890000
2020-07-01,209813040000
2020-07-02,226510380000
2020-07-06,257037840000
2020-07-07,260467260000
2020-07-08,255969660000
2020-07-09,261282450000
2020-07-10,289476780000
2020-07-13,280537800000
2020-07-14,284248320000
2020-07-15,289729770000
2020-07-16,281212440000
2020-07-17,281268660000
2020-07-20,307888830000
2020-07-21,293918160000
2020-07-22,298415760000
2020-07-23,283545570000
2020-07-24,265555170000
2020-07-27,288521040000
2020-07-28,276686730000
2020-07-29,280931340000
2020-07-30,278766870000
2020-07-31,268113180000
2020-08-03,278289000000
2020-08-04,278654430000
2020-08-05,278289000000
2020-08-06,279160410000
2020-08-07,272245349999
2020-08-10,265836269999
2020-08-11,257571930000
2020-08-12,291360150000
2020-08-13,303784770000
2020-08-14,309350550000
2020-08-17,344010180000
2020-08-18,353651910000
2020-08-19,352049640000
2020-08-20,375156060000
2020-08-21,384179369999
2020-08-24,377461080000
2020-08-25,379175789999
2020-08-26,403490940000
2020-08-27,419541750000
2020-08-28,414791160000
2020-08-31,466935210000
2020-09-01,445121850000
2020-09-02,419176320000
2020-09-03,381368369999
2020-09-04,391965840000
2020-09-08,309406770000
2020-09-09,343194990000
2020-09-10,347945580000
2020-09-11,349238640000
2020-09-14,393174570000
2020-09-15,421425119999
2020-09-16,413919750000
2020-09-17,396744539999
2020-09-18,414285180000
2020-09-21,421087800000
2020-09-22,397503510000
2020-09-23,356406690000
2020-09-24,363349860000
2020-09-25,381677580000
2020-09-28,394664400000
2020-09-29,392668590000
2020-09-30,407979000000
2020-10-01,426209669999
2020-10-02,394741080000
2020-10-05,404812169999
2020-10-06,393685470000
2020-10-07,404469810000
2020-10-08,405040410000
2020-10-09,412743509999
2020-10-12,420617790000
2020-10-13,424754640000
2020-10-14,438705810000
2020-10-15,426894390000
2020-10-16,418135680000
2020-10-19,409719330000
2020-10-20,401274450000
2020-10-21,401930640000
2020-10-22,404926290000
2020-10-23,400019130000
2020-10-26,399676770000
2020-10-27,403870680000
2020-10-28,386125020000
2020-10-29,390689820000
2020-10-30,369035550000
2020-11-02,380875500000
2020-11-03,403128900000
2020-11-04,400361490000
2020-11-05,416623590000
2020-11-06,408891960000
2020-11-09,400618259999
2020-11-10,390261870000
2020-11-11,396681120000
2020-11-12,391574250000
2020-11-13,388493009999
2020-11-16,388093590000
2020-11-17,419961599999
2020-11-18,462785130000
2020-11-19,474796259999
2020-11-20,465609599999
2020-11-23,496279349999
2020-11-24,528175890000
2020-11-25,545864490000
2020-11-27,557048250000
2020-11-30,539787599999
2020-12-01,556106760000
2020-12-02,540957330000
2020-12-03,564294870000
2020-12-04,569687040000
2020-12-07,610313760000
2020-12-08,618045390000
2020-12-09,574850970000
2020-12-10,596334060000
2020-12-11,580100490000
2020-12-14,608487840000
2020-12-15,602211240000
2020-12-16,592254270000
2020-12-17,623751390000
2020-12-18,660954510000
2020-12-21,618016860000
2020-12-22,608972850000
2020-12-23,614336490000
2020-12-24,629343270000
2020-12-28,631169190000
2020-12-29,633366000000
2020-12-30,660726270000
2020-12-31,678139260000
2021-01-04,701318580000
2021-01-05,706450320000
2021-01-06,726487170000
2021-01-07,784204830000
2021-01-08,845699219999
2021-01-11,779563199999
2021-01-12,816321449999
2021-01-13,821078400000
2021-01-14,812054610000
2021-01-15,793949370000
2021-01-19,811622160000
2021-01-20,817272840000
2021-01-21,812025780000
2021-01-22,813611430000
2021-01-25,846448800000
2021-01-26,848639880000
2021-01-27,830448150000
2021-01-28,802857840000
2021-01-29,762582330000
2021-02-01,807067020000
2021-02-02,838751190000
2021-02-03,821366699999
2021-02-04,816840390000
2021-02-05,819002640000
2021-02-08,829756230000
2021-02-09,816321449999
2021-02-10,773422410000
2021-02-11,779995650000
2021-02-12,784291320000
2021-02-16,765177030000
2021-02-17,767022150000
2021-02-18,756672180000
2021-02-19,750819690000
2021-02-22,686644110000
2021-02-23,671594850000
2021-02-24,713081220000
2021-02-25,655623030000
2021-02-26,649165110000
2021-03-01,690420840000
2021-03-02,659659230000
2021-03-03,627715590000
2021-03-04,597213450000
2021-03-05,574639560000
2021-03-08,541052609999
2021-03-09,647319990000
2021-03-10,642015270000
2021-03-11,672315600000
2021-03-12,666664920000
2021-03-15,680330340000
2021-03-16,650491290000
2021-03-17,674449020000
2021-03-18,627686760000
2021-03-19,629330070000
2021-03-22,643860390000
2021-03-23,636335760000
2021-03-24,605689470000
2021-03-25,615405180000
2021-03-26,594589920000
2021-03-29,587440080000
2021-03-30,610821210000
2021-03-31,648550306864
2021-04-01,642549526985
2021-04-05,671009536409
2021-04-06,671563006398
2021-04-07,651521566804
2021-04-08,663960076552
2021-04-09,657376696685
2021-04-12,681612856194
2021-04-13,740222415007
2021-04-14,711005025599
2021-04-15,717413625469
2021-04-16,718316655451
2021-04-19,693905715945
2021-04-20,698129565860
2021-04-21,722540505365
2021-04-22,698828685845
2021-04-23,708237675655
2021-04-26,716801895481
2021-04-27,684292816140
2021-04-28,674272096343
2021-04-29,657376696685
2021-04-30,688866226047
2021-05-03,665037886530
2021-05-04,654055876752
2021-05-05,651492436804
2021-05-06,644297326950
2021-05-07,652861546776
2021-05-10,610797827628
2021-05-11,599291477861
2021-05-12,572783178398
2021-05-13,555101268756
2021-05-14,572637528401
2021-05-17,560111628655
2021-05-18,561102048635
2021-05-19,547119648918
2021-05-20,569753658460
2021-05-21,564044178575
2021-05-24,588862938073
2021-05-25,587144268107
2021-05-26,601184927823
2021-05-27,612545627593
2021-05-28,607098317703
2021-06-01,605816597729
2021-06-02,587581218099
2021-06-03,556237338733
2021-06-04,581667828218
2021-06-07,587581218099
2021-06-08,586095588129
2021-06-09,581405658224
2021-06-10,592416798001
2021-06-11,592212888005
2021-06-14,599786687851
2021-06-15,581988258212
2021-06-16,587319048104
2021-06-17,598708877873
2021-06-18,605233997741
2021-06-21,602816207790
2021-06-22,605612687733
2021-06-23,637539167087
2021-06-24,660114916630
2021-06-25,652395466786
2021-06-28,668737396455
2021-06-29,661017946611
2021-06-30,678350566405
2021-07-01,676554166441
2021-07-02,677542186422
2021-07-06,658260826808
2021-07-07,643350707107
2021-07-08,651494386944
2021-07-09,655626106861
2021-07-12,684338566285
2021-07-13,667212886629
2021-07-14,652063246932
2021-07-15,649308766987
2021-07-16,642931547115
2021-07-19,644937527075
2021-07-20,659188966789
2021-07-21,653979406894
2021-07-22,647961467014
2021-07-23,642093227132
2021-07-26,656314726847
2021-07-27,643500407104
2021-07-28,645686027060
2021-07-29,675985306453
2021-07-30,685835566255
2021-08-02,708260625806
2021-08-03,708320505805
2021-08-04,709488165781
2021-08-05,713200725707
2021-08-06,697691806018
2021-08-09,712332465724
2021-08-10,708560025800
2021-08-11,706404345843
2021-08-12,720805485555
2021-08-13,715745625656
2021-08-16,684787666276
2021-08-17,664368586686
2021-08-18,687602026220
2021-08-19,672123046530
2021-08-20,678889486395
2021-08-23,704877405874
2021-08-24,707063025830
2021-08-25,709787565775
2021-08-26,699757665976
2021-08-27,710506125761
2021-08-30,729458145381
2021-08-31,734248545285
2021-09-01,732631785318
2021-09-02,730925205352
2021-09-03,732092865328
2021-09-07,751404164941
2021-09-08,752362244922
2021-09-09,753350264902
2021-09-10,734787465274
2021-09-13,741523965139
2021-09-14,742991025110
2021-09-15,754308344883
2021-09-16,755476004860
2021-09-17,757961024810
2021-09-20,728709645396
2021-09-21,737901225212
2021-09-22,750446084961
2021-09-23,752122724927
2021-09-24,772841204512
2021-09-27,789787244172
2021-09-28,776014844448
2021-09-29,779757344373
2021-09-30,787102034232
2021-10-01,786858434236
2021-10-04,793252934108
2021-10-05,792308984127
2021-10-06,794501384083
2021-10-07,805524283863
2021-10-08,797272334028
2021-10-11,803819083897
2021-10-12,817795633617
2021-10-13,823246183508
2021-10-14,830584633361
2021-10-15,855675432858
2021-10-18,883171782307
2021-10-19,877234032426
2021-10-20,878786982395
2021-10-21,907409981822
2021-10-22,923335331502
2021-10-25,1040232879161
2021-10-26,1033716579291
2021-10-27,1053417728897
2021-10-28,1093185428100
2021-10-29,1130699827348
2021-11-01,1226708675425
2021-11-02,1189590126169
2021-11-03,1232067875318
2021-11-04,1248358624991
2021-11-05,1240411175151
2021-11-08,1180394226353
2021-11-09,1038862629188
2021-11-10,1083959078285
2021-11-11,1079452478375
2021-11-12,1048911128987
2021-11-15,1028600979394
2021-11-16,1070561078553
2021-11-17,1105334977857
2021-11-18,1112825677706
2021-11-19,1154115876879
2021-11-22,1174212876477
2021-11-23,1125675577449
2021-11-24,1132739977308
2021-11-26,1098148778000
2021-11-29,1154054976881
2021-11-30,1161941526723
2021-12-01,1111424977735
2021-12-02,1100858827946
2021-12-03,1030184379362
2021-12-06,1024155279483
2021-12-07,1067516078614
2021-12-08,1084994378264
2021-12-09,1018856979589
2021-12-10,1032285429320
2021-12-13,980916280349
2021-12-14,972877480510
2021-12-15,990629830154
2021-12-16,940813631152
2021-12-17,946568681037
2021-12-20,913439081701
2021-12-21,952597780916
2021-12-22,1024003029486
2021-12-23,1083015128304
2021-12-27,1110359227756
2021-12-28,1104786877867
2021-12-29,1102472677914
2021-12-30,1086395078236
2021-12-31,1092710497807
2022-01-03,1240582834804
2022-01-04,1188686375858
2022-01-05,1125126397149
2022-01-06,1100899777641
2022-01-07,1061876618433
2022-01-10,1094106397779
2022-01-11,1100589577647
2022-01-12,1143831456769
2022-01-13,1066622678337
2022-01-14,1085296717958
2022-01-18,1065536978359
2022-01-19,1029491739091
2022-01-20,1030143159078
2022-01-21,975982240178
2022-01-24,961619980470
2022-01-25,949615240713
2022-01-26,969281920314
2022-01-27,857299722588
2022-01-28,875136222226
2022-01-31,968568460328
2022-02-01,962922820443
2022-02-02,936462760980
2022-02-03,921449081285
2022-02-04,954702520610
2022-02-07,938199880945
2022-02-08,953337640638
2022-02-09,963698320427
2022-02-10,935315021004
2022-02-11,889250321939
2022-02-14,905535821609
2022-02-15,953802940628
2022-02-16,954795580608
2022-02-17,906156221596
2022-02-18,886117302003
2022-02-22,849451662748
2022-02-23,790017343955
2022-02-24,827985823184
2022-02-25,837415902992
2022-02-28,900014261721
2022-03-01,893748221848
2022-03-02,909816581522
2022-03-03,867815502375
2022-03-04,866791842395
2022-03-07,831925363104
2022-03-08,852429582687
2022-03-09,888164621961
2022-03-10,866791842395
2022-03-11,822402223297
2022-03-14,792436903906
2022-03-15,829164583160
2022-03-16,868808142354
2022-03-17,901224041696
2022-03-18,936183580986
2022-03-21,952469080655
2022-03-22,1027785639126
2022-03-23,1033090059018
2022-03-24,1048382918707
2022-03-25,1045001738776
2022-03-28,1128972877071
2022-03-29,1136945016909
2022-03-30,1131175297026
2022-03-31,1117471177370
2022-04-01,1124719807223
2022-04-04,1187841995945
2022-04-05,1131626227083
2022-04-06,1084463468038
2022-04-07,1096378597797
2022-04-08,1063433108464
2022-04-11,1012039389505
2022-04-12,1023456759274
2022-04-13,1060197668530
2022-04-14,1021434609315
2022-04-18,1041438338910
2022-04-19,1066201898408
2022-04-20,1013346009479
2022-04-21,1046104838815
2022-04-22,1042247198893
2022-04-25,1034936349041
2022-04-26,908847521595
2022-04-27,914136221488
2022-04-28,909967481572
2022-04-29,902967731714
2022-05-02,936348761038
2022-05-03,942881860905
2022-05-04,987866919994
2022-05-05,905580971661
2022-05-06,897679031821
2022-05-09,816233053470
2022-05-10,829641463199
2022-05-11,761168354585
2022-05-12,754946354711
2022-05-13,798064813838
2022-05-16,751182044788
2022-05-17,789789554006
2022-05-18,736062585094
2022-05-19,735658155102
2022-05-20,688464286058
2022-05-23,699881655826
2022-05-24,651412276808
2022-05-25,683175586165
2022-05-26,733915995137
2022-05-27,787736294047
2022-05-31,786305234076
2022-06-01,767763674452
2022-06-02,803664613725
2022-06-03,729591705225
2022-06-06,741289064988
2022-06-07,743186774949
2022-06-08,752457554762
2022-06-09,745737794898
2022-06-10,722467515369
2022-06-13,671167126408
2022-06-14,687188776083
2022-06-15,724862985321
2022-06-16,662954086574
2022-06-17,674340346344
2022-06-21,737431425066
2022-06-22,734475975126
2022-06-23,731302755190
2022-06-24,764403794520
2022-06-27,761946104570
2022-06-28,723805245342
2022-06-29,710832375605
2022-06-30,706182620000
2022-07-01,714959960000
2022-07-05,733238220000
2022-07-06,729022580000
2022-07-07,769322840000
2022-07-08,788890960000
2022-07-11,737233640000
2022-07-12,733238220000
2022-07-13,745727840000
2022-07-14,749723260000
2022-07-15,755260220000
2022-07-18,756770300000
2022-07-19,772437380000
2022-07-20,778635000000
2022-07-21,854799659999
2022-07-22,856467040000
2022-07-25,844480780000
2022-07-26,814373560000
2022-07-27,864583720000
2022-07-28,883711399999
2022-07-29,934833899999
2022-08-01,935242879999
2022-08-02,945656139999
2022-08-03,967080399999
2022-08-04,970949980000
2022-08-05,906582820000
2022-08-08,913661320000
2022-08-09,891356180000
2022-08-10,926056560000
2022-08-11,901737980000
2022-08-12,943894379999
2022-08-15,973120720000
2022-08-16,964437760000
2022-08-17,956384000000
2022-08-18,952829020000
2022-08-19,933323820000
2022-08-22,912056860000
2022-08-23,932631700000
2022-08-24,934676600000
2022-08-25,931436220000
2022-08-26,906331139999
2022-08-29,896043720000
2022-08-30,873644200000
2022-08-31,867069060000
2022-09-01,871945360000
2022-09-02,850080659999
2022-09-06,863325320000
2022-09-07,892520200000
2022-09-08,910011960000
2022-09-09,942793280000
2022-09-12,957705320000
2022-09-13,919040980000
2022-09-14,952011060000
2022-09-15,955597500000
2022-09-16,954339100000
2022-09-19,972334220000
2022-09-20,971264580000
2022-09-21,946316800000
2022-09-22,907904139999
2022-09-23,866188180000
2022-09-26,868327460000
2022-09-27,890129240000
2022-09-28,905450260000
2022-09-29,843788659999
2022-09-30,838190000000
2022-10-03,765984000000
2022-10-04,788230400000
2022-10-05,760959600000
2022-10-06,752490800000
2022-10-07,704901200000
2022-10-10,704553600000
2022-10-11,684140000000
2022-10-12,686478400000
2022-10-13,700635200000
2022-10-14,647768400000
2022-10-17,693146000000
2022-10-18,695800400000
2022-10-19,701646400000
2022-10-20,655004800000
2022-10-21,677630400000
2022-10-24,667550000000
2022-10-25,702847200000
2022-10-26,709862400000
2022-10-27,711284400000
2022-10-28,722123200000
2022-10-31,719026400000
2022-11-01,719911200000
2022-11-02,679336800000
2022-11-03,680379600000
2022-11-04,655605200000
2022-11-07,622772800000
2022-11-08,604508000000
2022-11-09,561184400000
2022-11-10,602675200000
2022-11-11,619265200000
2022-11-14,603402000000
2022-11-15,614367200000
2022-11-16,590667200000
2022-11-17,578817200000
2022-11-18,569400400000
2022-11-21,530469200000
2022-11-22,536915600000
2022-11-23,578912000000
2022-11-25,577837600000
2022-11-28,578027200000
2022-11-29,571422800000
2022-11-30,615252000000
2022-12-01,615252000000
2022-12-02,615757600000
2022-12-05,576542000000
2022-12-06,568231200000
2022-12-07,549966400000
2022-12-08,548070400000
2022-12-09,565798000000
2022-12-12,530311200000
2022-12-13,508601999999
2022-12-14,495488000000
2022-12-15,498237199999
2022-12-16,474726799999
2022-12-19,473589200000
2022-12-20,435448000000
2022-12-21,434721200000
2022-12-22,396106000000
2022-12-23,389154000000
2022-12-27,344756000000
2022-12-28,356163600000
2022-12-29,384951200000
2022-12-30,389248800000
2023-01-03,342244600000
2023-01-04,359784240000
2023-01-05,349336440000
2023-01-06,357947960000
2023-01-09,379191820000
2023-01-10,376279100000
2023-01-11,390114520000
2023-01-12,391190960000
2023-01-13,387518400000
2023-01-17,416297340000
2023-01-18,407717480000
2023-01-19,402620220000
2023-01-20,422407719999
2023-01-23,455112500000
2023-01-24,455555739999
2023-01-25,457265380000
2023-01-26,507414820000
2023-01-27,563231400000
2023-01-30,527645560000
2023-01-31,548414520000
2023-02-01,574344060000
2023-02-02,596062820000
2023-02-03,601476680000
2023-02-06,616610160000
2023-02-07,623100460000
2023-02-08,637284140000
2023-02-09,656375120000
2023-02-10,623353740000
2023-02-13,616230240000
2023-02-14,662485500000
2023-02-15,678283840000
2023-02-16,639658640000
2023-02-17,659509460000
2023-02-21,624873420000
2023-02-22,635922760000
2023-02-23,639753620000
2023-02-24,623322080000
2023-02-27,657356580000
2023-02-28,651277860000
2023-03-01,641969820000
2023-03-02,604389400000
2023-03-03,626203140000
2023-03-06,613602460000
2023-03-07,594289860000
2023-03-08,576212000000
2023-03-09,547464719999
2023-03-10,549111040000
2023-03-13,552403680000
2023-03-14,580201160000
2023-03-15,571304700000
2023-03-16,582955580000
2023-03-17,570291580000
2023-03-20,580169500000
2023-03-21,625538280000
2023-03-22,605180900000
2023-03-23,608568520000
2023-03-24,602838060000
2023-03-27,607270460000
2023-03-28,598975540000
2023-03-29,613824080000
2023-03-30,618256480000
2023-03-31,657855660000
2023-04-03,617615670000
2023-04-04,610671180000
2023-04-05,588283920000
2023-04-06,586825260000
2023-04-10,585081210000
2023-04-11,592311090000
2023-04-12,572492340000
2023-04-13,589488900000
2023-04-14,586635000000
2023-04-17,593103840000
2023-04-18,584447010000
2023-04-19,572650890000
2023-04-20,516841290000
2023-04-21,523468680000
2023-04-24,515446050000
2023-04-25,509484569999
2023-04-26,487541250000
2023-04-27,507962490000
2023-04-28,521027010000
2023-05-01,513162930000
2023-05-02,508343010000
2023-05-03,509294310000
2023-05-04,511165199999
2023-05-05,539260260000
2023-05-08,544746090000
2023-05-09,536374650000
2023-05-10,534440340000
2023-05-11,545665680000
2023-05-12,532664579999
2023-05-15,527495850000
2023-05-16,528034920000
2023-05-17,551310060000
2023-05-18,560918190000
2023-05-19,571223940000
2023-05-22,598906770000
2023-05-23,589076670000
2023-05-24,579975900000
2023-05-25,584954370000
2023-05-26,612542070000
2023-05-30,637878360000
2023-05-31,646662030000
2023-06-01,658045920000
2023-06-02,678498870000
2023-06-05,690041310000
2023-06-06,701774010000
2023-06-07,712111470000
2023-06-08,744741060000
2023-06-09,774992400000
2023-06-12,792210930000
2023-06-13,820369409999
2023-06-14,814281090000
2023-06-15,811458900000
2023-06-16,826172340000
2023-06-20,870280950000
2023-06-21,822747659999
2023-06-22,839078310000
2023-06-23,813678600000
2023-06-26,764369550000
2023-06-27,793415910000
2023-06-28,812537040000
2023-06-29,816532500000
2023-06-30,831381520000
2023-07-03,888708320000
2023-07-05,897156480000
2023-07-06,878291040000
2023-07-07,871589680000
2023-07-10,856281360000
2023-07-11,856853040000
2023-07-12,863840240000
2023-07-13,882610399999
2023-07-14,893662880000
2023-07-17,922246880000
2023-07-18,931647839999
2023-07-19,925041760000
2023-07-20,834970399999
2023-07-21,825823520000
2023-07-24,854534560000
2023-07-25,842529279999
2023-07-26,839575600000
2023-07-27,812134960000
2023-07-28,846213440000
2023-07-31,849357680000
2023-08-01,829158320000
2023-08-02,807053360000
2023-08-03,823600320000
2023-08-04,806259360000
2023-08-07,798605200000
2023-08-08,793047200000
2023-08-09,769195440000
2023-08-10,779199840000
2023-08-11,770656400000
2023-08-14,761477760000
2023-08-15,739880960000
2023-08-16,716505600000
2023-08-17,696242720000
2023-08-18,684396240000
2023-08-21,734545280000
2023-08-22,740611440000
2023-08-23,752267360000
2023-08-24,730607040000
2023-08-25,757761840000
2023-08-28,758492320000
2023-08-29,816803680000
2023-08-30,815914399999
2023-08-31,819662080000
2023-09-01,778151760000
2023-09-05,814612240000
2023-09-06,800097920000
2023-09-07,798732240000
2023-09-08,789236000000
2023-09-11,868890080000
2023-09-12,849516480000
2023-09-13,861648800000
2023-09-14,876703040000
2023-09-15,871462640000
2023-09-18,842529279999
2023-09-19,846404000000
2023-09-20,833985839999
2023-09-21,812103200000
2023-09-22,777738880000
2023-09-25,784440240000
2023-09-26,775325120000
2023-09-27,763828000000
2023-09-28,782502880000
2023-09-29,794698720000
2023-10-02,800339600000
2023-10-03,784211930000
2023-10-04,830749960000
2023-10-05,827219050000
2023-10-06,828745929999
2023-10-09,826010270000
2023-10-10,838575220000
2023-10-11,836571190000
2023-10-12,823465470000
2023-10-13,798812720000
2023-10-16,807719520000
2023-10-17,810677850000
2023-10-18,771965080000
2023-10-19,700169910000
2023-10-20,674340190000
2023-10-23,674626480000
2023-10-24,688750120000
2023-10-25,675708020000
2023-10-26,654522560000
2023-10-27,659421300000
2023-10-30,627802160000
2023-10-31,638872040000
2023-11-01,654204460000
2023-11-02,695080310000
2023-11-03,699692760000
2023-11-06,697497870000
2023-11-07,706754580000
2023-11-08,706531910000
2023-11-09,667946380000
2023-11-10,682801650000
2023-11-13,711621510000
2023-11-14,755201210000
2023-11-15,772474040000
2023-11-16,743049790000
2023-11-17,745308300000
2023-11-20,749443600000
2023-11-21,767257200000
2023-11-22,745022010000
2023-11-24,748966450000
2023-11-27,750970480000
2023-11-28,784816320000
2023-11-29,776609340000
2023-11-30,763694480000
2023-12-01,759718230000
2023-12-04,749379980000
2023-12-05,759368320000
2023-12-06,761435970000
2023-12-07,771837840000
2023-12-08,775655040000
2023-12-11,762612940000
2023-12-12,753928810000
2023-12-13,761181490000
2023-12-14,798590050000
2023-12-15,806383500000
2023-12-18,801866480000
2023-12-19,818216820000
2023-12-20,786152340000
2023-12-21,809564500000
2023-12-22,803329740000
2023-12-26,816276410000
2023-12-27,831640640000
2023-12-28,805365580000
2023-12-29,790414880000
2024-01-02,791466120000
2024-01-03,759701700000
2024-01-04,758044980000
2024-01-05,756643140000
2024-01-08,766073700000
2024-01-09,748582560000
2024-01-10,745332840000
2024-01-11,723922920000
2024-01-12,697383540000
2024-01-16,700633260000
2024-01-17,686742300000
2024-01-18,675049680000
2024-01-19,676037340000
2024-01-22,665236800000
2024-01-23,666320040000
2024-01-24,662146380000
2024-01-25,581859180000
2024-01-26,583834500000
2024-01-29,608302980000
2024-01-30,610405740000
2024-01-31,596705940000
2024-02-01,601707960000
2024-02-02,598681260000
2024-02-05,576857160000
2024-02-06,589728600000
2024-02-07,597629880000
2024-02-08,603938160000
2024-02-09,616714020000
2024-02-12,599382180000
2024-02-13,586287720000
2024-02-14,601230060000
2024-02-15,638633700000
2024-02-16,637040700000
2024-02-20,617319360000
2024-02-21,620537220000
2024-02-22,628948260000
2024-02-23,611616420000
2024-02-26,635288400000
2024-02-27,636339780000
2024-02-28,643699440000
2024-02-29,643189680000
2024-03-01,645611040000
2024-03-04,599414040000
2024-03-05,575837640000
2024-03-06,562456440000
2024-03-07,569178900000
2024-03-08,558633240000
2024-03-11,566375220000
2024-03-12,565642440000
2024-03-13,539963279999
2024-03-14,517725000000
2024-03-15,521134020000
2024-03-18,553726800000
2024-03-19,545825520000
2024-03-20,559652760000
2024-03-21,550604520000
2024-03-22,544264380000
2024-03-25,549999180000
2024-03-26,566056620000
2024-03-27,572938380000
2024-03-28,560066940000
2024-04-01,558250920000
2024-04-02,530883180000
2024-04-03,536458680000
2024-04-04,545156460000
2024-04-05,525371400000
2024-04-08,551114280000
2024-04-09,563539680000
2024-04-10,547227360000
2024-04-11,556275600000
2024-04-12,544965300000
2024-04-15,514475279999
2024-04-16,500552460000
2024-04-17,495263699999
2024-04-18,477676980000
2024-04-19,468501300000
2024-04-22,452571300000
2024-04-23,460950480000
2024-04-24,516546180000
2024-04-25,542193480000
2024-04-26,536171940000
2024-04-29,618243300000
2024-04-30,583930080000
2024-05-01,573448140000
2024-05-02,573511860000
2024-05-03,577271340000
2024-05-06,588645360000
2024-05-07,566502660000
2024-05-08,556657920000
2024-05-09,547896420000
