,TTWO
2014-06-02,1548489190
2014-06-03,1545314430
2014-06-04,1554838710
2014-06-05,1561188230
2014-06-06,1551663950
2014-06-09,1570712510
2014-06-10,1606428559
2014-06-11,1601666420
2014-06-12,1575474650
2014-06-13,1623492894
2014-06-16,1637382470
2014-06-17,1673098519
2014-06-18,1684210180
2014-06-19,1703258740
2014-06-20,1702465050
2014-06-23,1708020880
2014-06-24,1688972320
2014-06-25,1718338850
2014-06-26,1727863130
2014-06-27,1776278220
2014-06-30,1787095199
2014-07-01,1825665600
2014-07-02,1820844300
2014-07-03,1829683350
2014-07-07,1806380400
2014-07-08,1779863250
2014-07-09,1795934250
2014-07-10,1791112950
2014-07-11,1791112950
2014-07-14,1801559100
2014-07-15,1793523600
2014-07-16,1806380400
2014-07-17,1775041950
2014-07-18,1865843100
2014-07-21,1865843100
2014-07-22,1876289250
2014-07-23,1844147250
2014-07-24,1872271500
2014-07-25,1889146050
2014-07-28,1884324750
2014-07-29,1853789850
2014-07-30,1851379200
2014-07-31,1798344900
2014-08-01,1799148450
2014-08-04,1795130700
2014-08-05,1765399350
2014-08-06,1652902350
2014-08-07,1647679275
2014-08-08,1679419500
2014-08-11,1683437250
2014-08-12,1700311800
2014-08-13,1739685750
2014-08-14,1773434850
2014-08-15,1743703500
2014-08-18,1767810000
2014-08-19,1779863250
2014-08-20,1774238399
2014-08-21,1801559100
2014-08-22,1794327149
2014-08-25,1772631300
2014-08-26,1792720050
2014-08-27,1824058500
2014-08-28,1804773300
2014-08-29,1889146050
2014-09-02,1901199300
2014-09-03,1885931850
2014-09-04,1868253750
2014-09-05,1879503450
2014-09-08,1877092800
2014-09-09,1865843100
2014-09-10,1891556700
2014-09-11,1943787450
2014-09-12,1890753150
2014-09-15,1858611150
2014-09-16,1852182750
2014-09-17,1847361449
2014-09-18,1889949600
2014-09-19,1905217050
2014-09-22,1894770899
2014-09-23,1860218250
2014-09-24,1886735400
2014-09-25,1856200500
2014-09-26,1881914100
2014-09-29,1875485700
2014-09-30,1860803130
2014-10-01,1806761600
2014-10-02,1804341830
2014-10-03,1843864740
2014-10-06,1847091100
2014-10-07,1782563900
2014-10-08,1809987960
2014-10-09,1773691409
2014-10-10,1745460760
2014-10-13,1671254480
2014-10-14,1680126969
2014-10-15,1709164210
2014-10-16,1733361909
2014-10-17,1735781680
2014-10-20,1758366200
2014-10-21,1801115469
2014-10-22,1775304590
2014-10-23,1819667040
2014-10-24,1808374780
2014-10-27,1783370490
2014-10-28,1864029490
2014-10-29,1839025200
2014-10-30,2038252930
2014-10-31,2133430550
2014-11-03,2083421969
2014-11-04,2090681280
2014-11-05,2102780130
2014-11-06,2106813080
2014-11-07,2110039440
2014-11-10,2105199900
2014-11-11,2106006490
2014-11-12,2122944880
2014-11-13,2076969250
2014-11-14,2128591010
2014-11-17,2131010780
2014-11-18,2180212770
2014-11-19,2164887560
2014-11-20,2172953460
2014-11-21,2168920510
2014-11-24,2235060890
2014-11-25,2248772920
2014-11-26,2271357440
2014-11-28,2231027940
2014-12-01,2153595300
2014-12-02,2181019360
2014-12-03,2267324490
2014-12-04,2253612460
2014-12-05,2243126790
2014-12-08,2142303040
2014-12-09,2186665490
2014-12-10,2141496450
2014-12-11,2183439130
2014-12-12,2269744260
2014-12-15,2268131080
2014-12-16,2181825950
2014-12-17,2225381810
2014-12-18,2292328780
2014-12-19,2268937670
2014-12-22,2303621040
2014-12-23,2292328780
2014-12-24,2306847400
2014-12-26,2338304410
2014-12-29,2315719890
2014-12-30,2289909010
2014-12-31,2272784520
2015-01-02,2278054980
2015-01-05,2239540080
2015-01-06,2264676120
2015-01-07,2278460400
2015-01-08,2307650640
2015-01-09,2259811080
2015-01-12,2259811080
2015-01-13,2245215960
2015-01-14,2257378560
2015-01-15,2246026800
2015-01-16,2368463640
2015-01-20,2354679360
2015-01-21,2368463640
2015-01-22,2409005640
2015-01-23,2421168240
2015-01-26,2473062000
2015-01-27,2405762280
2015-01-28,2423600760
2015-01-29,2439817560
2015-01-30,2409816480
2015-02-02,2431709160
2015-02-03,2419546560
2015-02-04,2349003480
2015-02-05,2332786680
2015-02-06,2334002940
2015-02-09,2296298880
2015-02-10,2253324360
2015-02-11,2215214880
2015-02-12,2224944960
2015-02-13,2302785600
2015-02-17,2280892920
2015-02-18,2283325440
2015-02-19,2186024640
2015-02-20,2189673420
2015-02-23,2189268000
2015-02-24,2188457160
2015-02-25,2164942800
2015-02-26,2151969360
2015-02-27,2147915160
2015-03-02,2113049040
2015-03-03,2044127640
2015-03-04,2031154200
2015-03-05,2044127640
2015-03-06,2011694040
2015-03-09,2012504880
2015-03-10,1972773719
2015-03-11,1980071280
2015-03-12,1984125480
2015-03-13,2061966120
2015-03-16,2094399719
2015-03-17,2062776960
2015-03-18,2081426280
2015-03-19,2085480480
2015-03-20,2082237120
2015-03-23,2082237120
2015-03-24,2074128719
2015-03-25,2028721680
2015-03-26,2006018159
2015-03-27,2048181840
2015-03-30,2044127640
2015-03-31,2108514014
2015-04-01,2055915060
2015-04-02,2070825000
2015-04-06,2060470875
2015-04-07,2082421620
2015-04-08,2105614860
2015-04-09,2055915060
2015-04-10,2093189910
2015-04-13,2049288419
2015-04-14,2065026690
2015-04-15,2073309990
2015-04-16,2073309990
2015-04-17,2047631760
2015-04-20,2050116750
2015-04-21,2058400050
2015-04-22,2072481660
2015-04-23,2079108300
2015-04-24,2077451639
2015-04-27,2072481660
2015-04-28,2041005120
2015-04-29,2020296870
2015-04-30,1963142100
2015-05-01,2017811880
2015-05-04,2025266850
2015-05-05,1993790310
2015-05-06,1997931960
2015-05-07,2015326889
2015-05-08,2075794980
2015-05-11,2079522465
2015-05-12,2063370030
2015-05-13,2050530915
2015-05-14,2051773410
2015-05-15,2045146770
2015-05-18,2004558600
2015-05-19,2370680460
2015-05-20,2290332450
2015-05-21,2288675790
2015-05-22,2258027580
2015-05-26,2282049150
2015-05-27,2318495670
2015-05-28,2291160780
2015-05-29,2267139210
2015-06-01,2259684240
2015-06-02,2282049150
2015-06-03,2341274745
2015-06-04,2319324000
2015-06-05,2335062270
2015-06-08,2315182350
2015-06-09,2325950640
2015-06-10,2335890600
2015-06-11,2359912170
2015-06-12,2342103075
2015-06-15,2311869030
2015-06-16,2294474100
2015-06-17,2282877480
2015-06-18,2330920620
2015-06-19,2319324000
2015-06-22,2314354020
2015-06-23,2320152330
2015-06-24,2369023800
2015-06-25,2351628870
2015-06-26,2370680460
2015-06-29,2314354020
2015-06-30,2414029200
2015-07-01,2403522000
2015-07-02,2399144000
2015-07-06,2404397600
2015-07-07,2417531600
2015-07-08,2386010000
2015-07-09,2428914400
2015-07-10,2474445600
2015-07-13,2526106000
2015-07-14,2568134800
2015-07-15,2570761600
2015-07-16,2622422000
2015-07-17,2726618400
2015-07-20,2745006000
2015-07-21,2737125600
2015-07-22,2757264400
2015-07-23,2728369600
2015-07-24,2750259600
2015-07-27,2690718800
2015-07-28,2759891200
2015-07-29,2752010800
2015-07-30,2785283600
2015-07-31,2765144800
2015-08-03,2748508400
2015-08-04,2752010800
2015-08-05,2788786000
2015-08-06,2761642400
2015-08-07,2754637600
2015-08-10,2709106400
2015-08-11,2678460400
2015-08-12,2649565600
2015-08-13,2639058400
2015-08-14,2689843200
2015-08-17,2766020400
2015-08-18,2723991600
2015-08-19,2657446000
2015-08-20,2572512800
2015-08-21,2528732800
2015-08-24,2436794800
2015-08-25,2419282800
2015-08-26,2477948000
2015-08-27,2532235200
2015-08-28,2607536800
2015-08-31,2550622800
2015-09-01,2482326000
2015-09-02,2513847600
2015-09-03,2512972000
2015-09-04,2491082000
2015-09-08,2590024800
2015-09-09,2549747200
2015-09-10,2552374000
2015-09-11,2555000800
2015-09-14,2542742400
2015-09-15,2582144400
2015-09-16,2581268800
2015-09-17,2586522400
2015-09-18,2585646800
2015-09-21,2620670800
2015-09-22,2598780800
2015-09-23,2614541600
2015-09-24,2610163600
2015-09-25,2632053600
2015-09-28,2492833200
2015-09-29,2449053200
2015-09-30,2396828980
2015-10-01,2380978040
2015-10-02,2451890140
2015-10-05,2544493000
2015-10-06,2474415160
2015-10-07,2484426280
2015-10-08,2481089240
2015-10-09,2496940180
2015-10-12,2555338380
2015-10-13,2562846720
2015-10-14,2567852280
2015-10-15,2660455140
2015-10-16,2635427340
2015-10-19,2617907880
2015-10-20,2648775500
2015-10-21,2649609760
2015-10-22,2733035760
2015-10-23,2791433960
2015-10-26,2780588580
2015-10-27,2764737640
2015-10-28,2793936740
2015-10-29,2766406159
2015-10-30,2769743200
2015-11-02,2807284900
2015-11-03,2829809920
2015-11-04,2838986780
2015-11-05,2757229300
2015-11-06,2853169200
2015-11-09,2750555220
2015-11-10,2746383920
2015-11-11,2746383920
2015-11-12,2755560780
2015-11-13,2763069120
2015-11-16,2789765440
2015-11-17,2865683100
2015-11-18,2889876640
2015-11-19,2889042380
2015-11-20,2969965600
2015-11-23,2912401659
2015-11-24,2895716460
2015-11-25,2971634120
2015-11-27,2977473940
2015-11-30,2950777620
2015-12-01,3002501740
2015-12-02,2993324880
2015-12-03,2984982280
2015-12-04,3044214740
2015-12-07,3012512860
2015-12-08,3024192500
2015-12-09,2969131340
2015-12-10,2954948920
2015-12-11,2920744260
2015-12-14,2935760940
2015-12-15,3003336000
2015-12-16,3022523979
2015-12-17,2990822100
2015-12-18,2899887760
2015-12-21,2919910000
2015-12-22,2942435020
2015-12-23,2965794300
2015-12-24,2982062370
2015-12-28,2983313760
2015-12-29,2989153580
2015-12-30,2962457260
2015-12-31,2914505360
2016-01-04,2858457180
2016-01-05,2906976500
2016-01-06,2845072540
2016-01-07,2712062680
2016-01-08,2705370360
2016-01-11,2741341580
2016-01-12,2812447480
2016-01-13,2718755000
2016-01-14,2734649260
2016-01-15,2725447320
2016-01-19,2718755000
2016-01-20,2728793480
2016-01-21,2758072380
2016-01-22,2813284020
2016-01-25,2811610940
2016-01-26,2866822580
2016-01-27,2822485960
2016-01-28,2811610940
2016-01-29,2902793800
2016-02-01,2896101480
2016-02-02,2797389760
2016-02-03,2746360820
2016-02-04,2934582320
2016-02-05,2792370520
2016-02-08,2813284020
2016-02-09,2887736080
2016-02-10,2882716840
2016-02-11,2933745780
2016-02-12,2855111020
2016-02-16,2896938020
2016-02-17,2873514900
2016-02-18,2844236000
2016-02-19,2900284180
2016-02-22,2952986200
2016-02-23,2918688060
2016-02-24,2957168900
2016-02-25,2986447800
2016-02-26,2995649740
2016-02-29,3010707460
2016-03-01,3137025000
2016-03-02,3121967280
2016-03-03,3059226780
2016-03-04,3011544000
2016-03-07,2898611100
2016-03-08,2886899540
2016-03-09,2915341900
2016-03-10,2971390080
2016-03-11,2997322820
2016-03-14,2955495820
2016-03-15,2950476580
2016-03-16,2978082400
2016-03-17,2936255400
2016-03-18,2917014980
2016-03-21,2914505360
2016-03-22,2964697760
2016-03-23,2946293880
2016-03-24,2943784260
2016-03-28,2961351600
2016-03-29,3095198000
2016-03-30,3115274960
2016-03-31,3158301921
2016-04-01,3185131138
2016-04-04,3157463508
2016-04-05,3096259356
2016-04-06,3109673965
2016-04-07,3067753313
2016-04-08,3056015530
2016-04-11,2990619313
2016-04-12,2974689465
2016-04-13,3024155835
2016-04-14,2979719944
2016-04-15,2998165031
2016-04-18,3082006335
2016-04-19,3105481900
2016-04-20,3082006335
2016-04-21,3068591726
2016-04-22,3065238074
2016-04-25,3021640596
2016-04-26,2957921205
2016-04-27,2934445640
2016-04-28,2879110379
2016-04-29,2865695770
2016-05-02,2970497400
2016-05-03,2875756727
2016-05-04,2843897031
2016-05-05,2852281162
2016-05-06,2927738335
2016-05-09,2908454835
2016-05-10,2915162140
2016-05-11,2993134552
2016-05-12,3042600922
2016-05-13,3098774595
2016-05-16,3092905704
2016-05-17,3018286944
2016-05-18,2991457726
2016-05-19,3126442226
2016-05-20,3049308226
2016-05-23,3054338704
2016-05-24,3213637182
2016-05-25,3201899399
2016-05-26,3240466399
2016-05-27,3253042595
2016-05-31,3262265138
2016-06-01,3227890204
2016-06-02,3261426725
2016-06-03,3252204182
2016-06-06,3277356573
2016-06-07,3342752790
2016-06-08,3325146116
2016-06-09,3318438812
2016-06-10,3273164508
2016-06-13,3205253051
2016-06-14,3216152421
2016-06-15,3144887313
2016-06-16,3166686052
2016-06-17,3109673965
2016-06-20,3167524465
2016-06-21,3128119052
2016-06-22,3117219682
2016-06-23,3183454312
2016-06-24,3017448530
2016-06-27,2976366292
2016-06-28,3030863139
2016-06-29,3070268552
2016-06-30,3238102560
2016-07-01,3238102560
2016-07-05,3247495790
2016-07-06,3296169800
2016-07-07,3349967389
2016-07-08,3402057120
2016-07-11,3474641170
2016-07-12,3530146620
2016-07-13,3408034629
2016-07-14,3412304280
2016-07-15,3454146850
2016-07-18,3472079379
2016-07-19,3409742490
2016-07-20,3460124360
2016-07-21,3424259300
2016-07-22,3464394010
2016-07-25,3473787240
2016-07-26,3431090740
2016-07-27,3454146850
2016-07-28,3443045760
2016-07-29,3431090740
2016-08-01,3440483970
2016-08-02,3430236810
2016-08-03,3483180470
2016-08-04,3464394010
2016-08-05,3532708410
2016-08-08,3499405139
2016-08-09,3534416270
2016-08-10,3530146620
2016-08-11,3538685920
2016-08-12,3530146620
2016-08-15,3615539620
2016-08-16,3519899460
2016-08-17,3506236580
2016-08-18,3508798370
2016-08-19,3499405139
2016-08-22,3525876970
2016-08-23,3607854250
2016-08-24,3605292460
2016-08-25,3612977830
2016-08-26,3607000320
2016-08-29,3771808810
2016-08-30,3741067330
2016-08-31,3712033710
2016-09-01,3736797680
2016-09-02,3817067100
2016-09-06,3812797450
2016-09-07,3719719080
2016-09-08,3695809040
2016-09-09,3649696820
2016-09-12,3718011220
2016-09-13,3738505540
2016-09-14,3766685230
2016-09-15,3862325389
2016-09-16,3819628889
2016-09-19,3817921030
2016-09-20,3863179320
2016-09-21,3957111620
2016-09-22,3916976910
2016-09-23,3955403760
2016-09-26,3919538700
2016-09-27,3937471230
2016-09-28,3873426480
2016-09-29,3857201810
2016-09-30,4076494240
2016-10-03,4083728479
2016-10-04,4114474000
2016-10-05,4124421080
2016-10-06,4113569720
2016-10-07,4041227320
2016-10-10,3958033560
2016-10-11,3817870160
2016-10-12,3843190000
2016-10-13,3829625800
2016-10-14,3860371320
2016-10-17,4055695800
2016-10-18,4077398520
2016-10-19,3998726160
2016-10-20,4067451439
2016-10-21,4068355720
2016-10-24,4151549479
2016-10-25,4148836640
2016-10-26,4097292680
2016-10-27,4078302800
2016-10-28,4043035880
2016-10-31,4014098920
2016-11-01,3972502040
2016-11-02,4051174399
2016-11-03,4366768120
2016-11-04,4367672400
2016-11-07,4482515960
2016-11-08,4450866160
2016-11-09,4430972000
2016-11-10,4244690320
2016-11-11,4336022600
2016-11-14,4203997720
2016-11-15,4205806280
2016-11-16,4202189160
2016-11-17,4397513640
2016-11-18,4307989920
2016-11-21,4343256840
2016-11-22,4275435840
2016-11-23,4383949440
2016-11-25,4413790680
2016-11-28,4383949440
2016-11-29,4529538520
2016-11-30,4451770440
2016-12-01,4270914439
2016-12-02,4291712880
2016-12-05,4377619480
2016-12-06,4340544000
2016-12-07,4432780560
2016-12-08,4490654480
2016-12-09,4501505840
2016-12-12,4524112840
2016-12-13,4598263800
2016-12-14,4513261480
2016-12-15,4562996880
2016-12-16,4453579000
2016-12-19,4439110520
2016-12-20,4514165760
2016-12-21,4498793000
2016-12-22,4453579000
2016-12-23,4510548640
2016-12-27,4496984440
2016-12-28,4453579000
2016-12-29,4483420240
2016-12-30,4457196120
2017-01-03,4946117800
2017-01-04,5038568600
2017-01-05,4960186400
2017-01-06,5019475500
2017-01-09,5070725400
2017-01-10,5105896900
2017-01-11,5136043900
2017-01-12,5111926300
2017-01-13,5186288900
2017-01-17,5165186000
2017-01-18,5204377100
2017-01-19,5204377100
2017-01-20,5260651500
2017-01-23,5241558400
2017-01-24,5344058200
2017-01-25,5414401200
2017-01-26,5401337500
2017-01-27,5395308100
2017-01-30,5375210100
2017-01-31,5391288500
2017-02-01,5462636400
2017-02-02,5506852000
2017-02-03,5419425700
2017-02-06,5446558000
2017-02-07,5396313000
2017-02-08,5397317900
2017-02-09,5629449800
2017-02-10,5816361200
2017-02-13,5870625800
2017-02-14,5854547400
2017-02-15,5973125600
2017-02-16,6026385300
2017-02-17,5998248100
2017-02-21,5926900200
2017-02-22,5872635600
2017-02-23,5813346500
2017-02-24,5784204400
2017-02-27,5775160300
2017-02-28,5725920200
2017-03-01,5908812000
2017-03-02,5816361200
2017-03-03,5840478800
2017-03-06,5901777700
2017-03-07,5948003100
2017-03-08,5960061900
2017-03-09,5944988400
2017-03-10,5928910000
2017-03-13,5980159900
2017-03-14,5954032500
2017-03-15,5930919800
2017-03-16,5879669900
2017-03-17,5829424900
2017-03-20,5817366100
2017-03-21,5687734000
2017-03-22,5786214200
2017-03-23,5800282800
2017-03-24,5840478800
2017-03-27,5885699300
2017-03-28,5909816900
2017-03-29,5907807100
2017-03-30,5918861000
2017-03-31,6191640550
2017-04-03,6136274100
2017-04-04,6043300250
2017-04-05,6044344900
2017-04-06,6064193250
2017-04-07,6108068550
2017-04-10,6103889950
2017-04-11,6102845300
2017-04-12,6045389550
2017-04-13,6009871450
2017-04-17,6116425750
2017-04-18,6204176350
2017-04-19,6314909250
2017-04-20,6479963950
2017-04-21,6507124850
2017-04-24,6534285750
2017-04-25,6542642950
2017-04-26,6558312700
2017-04-27,6596964750
2017-04-28,6565625250
2017-05-01,6683670700
2017-05-02,6695161850
2017-05-03,6684715350
2017-05-04,6650241900
2017-05-05,6834100300
2017-05-08,6796492900
2017-05-09,6801716150
2017-05-10,7174656200
2017-05-11,7165254350
2017-05-12,7101530700
2017-05-15,7236290550
2017-05-16,7351202050
2017-05-17,6949011800
2017-05-18,7166298999
2017-05-19,7059744700
2017-05-22,7212263600
2017-05-23,7608185950
2017-05-24,8120064450
2017-05-25,8203636450
2017-05-26,8051117549
2017-05-30,7946652549
2017-05-31,8016644099
2017-06-01,8160805800
2017-06-02,8111707250
2017-06-05,8077233799
2017-06-06,8112751900
2017-06-07,8333173050
2017-06-08,8286163799
2017-06-09,7866214500
2017-06-12,7712650950
2017-06-13,7795178300
2017-06-14,7770106700
2017-06-15,7731454650
2017-06-16,7747124400
2017-06-19,7740856499
2017-06-20,7636391499
2017-06-21,7631168250
2017-06-22,7631168250
2017-06-23,7613409200
2017-06-26,7685490049
2017-06-27,7434774050
2017-06-28,7654150550
2017-06-29,7575801800
2017-06-30,8029973399
2017-07-03,7886620099
2017-07-05,8019030400
2017-07-06,8010276000
2017-07-07,8162383700
2017-07-10,8150346400
2017-07-11,8305737000
2017-07-12,8460033300
2017-07-13,8352791900
2017-07-14,8339660299
2017-07-17,8327622999
2017-07-18,8477542100
2017-07-19,8582594900
2017-07-20,8538822900
2017-07-21,8672327500
2017-07-24,8718288100
2017-07-25,8847415500
2017-07-26,8914167800
2017-07-27,8722665300
2017-07-28,8765343000
2017-07-31,8697496400
2017-08-01,8746739900
2017-08-02,8687647700
2017-08-03,9749118700
2017-08-04,9598105300
2017-08-07,9905603600
2017-08-08,10015033600
2017-08-09,9954847100
2017-08-10,9664857600
2017-08-11,9772099000
2017-08-14,9926395300
2017-08-15,9920923800
2017-08-16,10069748600
2017-08-17,9951564200
2017-08-18,10075220100
2017-08-21,10065371400
2017-08-22,10390378500
2017-08-23,10330192000
2017-08-24,10423207500
2017-08-25,10356455200
2017-08-28,10484488300
2017-08-29,10482299700
2017-08-30,10685839500
2017-08-31,10701159700
2017-09-01,10492148400
2017-09-05,10624558700
2017-09-06,10485582600
2017-09-07,10888285000
2017-09-08,10901416600
2017-09-11,10955037300
2017-09-12,10937528500
2017-09-13,10809495400
2017-09-14,10876247700
2017-09-15,10985677700
2017-09-18,11032732600
2017-09-19,11203443400
2017-09-20,11266912800
2017-09-21,11131219600
2017-09-22,11253781200
2017-09-25,10682556600
2017-09-26,10667236400
2017-09-27,10957225900
2017-09-28,11040392700
2017-09-29,11187028900
2017-10-02,11420096160
2017-10-03,11492871840
2017-10-04,11710061760
2017-10-05,11879492640
2017-10-06,12193337760
2017-10-09,11838556320
2017-10-10,11674811040
2017-10-11,11780563200
2017-10-12,11762369280
2017-10-13,11892000960
2017-10-16,11914743360
2017-10-17,11814676800
2017-10-18,11895412320
2017-10-19,11889726720
2017-10-20,11931800160
2017-10-23,11940897120
2017-10-24,11964776640
2017-10-25,11924977440
2017-10-26,11988656160
2017-10-27,12262702080
2017-10-30,12475343520
2017-10-31,12582232800
2017-11-01,12571998720
2017-11-02,12337752000
2017-11-03,12386648160
2017-11-06,12167184000
2017-11-07,12097819680
2017-11-08,13378216800
2017-11-09,13095073920
2017-11-10,13154204160
2017-11-13,13447581120
2017-11-14,13518082560
2017-11-15,13346377440
2017-11-16,13520356800
2017-11-17,13397547840
2017-11-20,13349788800
2017-11-21,13534002240
2017-11-22,13411193280
2017-11-24,13404370560
2017-11-27,13394136480
2017-11-28,13212197280
2017-11-29,12673202400
2017-11-30,12684573600
2017-12-01,12594741120
2017-12-04,11611132320
2017-12-05,11847653280
2017-12-06,11927251680
2017-12-07,12114876480
2017-12-08,12145578720
2017-12-11,12307049760
2017-12-12,12237685440
2017-12-13,12251330880
2017-12-14,12396882240
2017-12-15,12643637280
2017-12-18,12544707840
2017-12-19,12426447360
2017-12-20,12366180000
2017-12-21,12560627520
2017-12-22,12410527680
2017-12-26,12309324000
2017-12-27,12258153600
2017-12-28,12461698080
2017-12-29,12483303360
2018-01-02,12792690400
2018-01-03,12906020400
2018-01-04,12921886600
2018-01-05,13249410300
2018-01-08,13301542100
2018-01-09,13022750300
2018-01-10,13095281500
2018-01-11,13257343400
2018-01-12,13293609000
2018-01-16,12915086800
2018-01-17,13156479700
2018-01-18,13290209100
2018-01-19,13378606500
2018-01-22,13418272000
2018-01-23,13238077300
2018-01-24,13173479200
2018-01-25,13282276000
2018-01-26,13528202100
2018-01-29,13519135700
2018-01-30,13408072300
2018-01-31,14355511100
2018-02-01,14125451200
2018-02-02,13788861100
2018-02-05,13297008900
2018-02-06,13403539100
2018-02-07,13281142700
2018-02-08,11730788300
2018-02-09,12290638500
2018-02-12,12458366900
2018-02-13,12214707400
2018-02-14,12076444800
2018-02-15,12257772800
2018-02-16,12130843200
2018-02-20,12180708400
2018-02-21,12300838200
2018-02-22,12311037900
2018-02-23,12653294500
2018-02-26,12985351400
2018-02-27,12719025900
2018-02-28,12678227100
2018-03-01,12187508200
2018-03-02,12553564100
2018-03-05,12685026900
2018-03-06,12546764300
2018-03-07,12572830200
2018-03-08,12872021400
2018-03-09,13215411300
2018-03-12,13116247550
2018-03-13,12861821700
2018-03-14,12379035900
2018-03-15,12341637000
2018-03-16,12159175700
2018-03-19,11842985000
2018-03-20,11926849200
2018-03-21,11869050900
2018-03-22,11603858700
2018-03-23,11299001000
2018-03-26,11684323000
2018-03-27,11110873200
2018-03-28,11045141800
2018-03-29,11081407400
2018-04-02,10833300720
2018-04-03,10826524260
2018-04-04,10950759360
2018-04-05,11139370830
2018-04-06,10687606830
2018-04-09,10899935910
2018-04-10,11027559240
2018-04-11,10912359420
2018-04-12,11050147440
2018-04-13,10976735790
2018-04-16,11121300270
2018-04-17,11543699610
2018-04-18,11576452500
2018-04-19,11381064570
2018-04-20,11111135580
2018-04-23,11081770920
2018-04-24,10885253580
2018-04-25,10867183020
2018-04-26,11202617790
2018-04-27,11139370830
2018-04-30,11261347110
2018-05-01,11779746300
2018-05-02,11845252080
2018-05-03,11870099100
2018-05-04,12283463160
2018-05-07,12446098200
2018-05-08,12570333300
2018-05-09,13100026590
2018-05-10,13220873460
2018-05-11,13111320690
2018-05-14,12920450400
2018-05-15,12815415270
2018-05-16,12770238870
2018-05-17,12861721080
2018-05-18,13079697210
2018-05-21,13096638360
2018-05-22,12789438840
2018-05-23,12717156600
2018-05-24,12657297870
2018-05-25,12651650820
2018-05-29,12511603980
2018-05-30,12494662830
2018-05-31,12658427280
2018-06-01,12941909190
2018-06-04,12839132880
2018-06-05,12791697660
2018-06-06,12716027190
2018-06-07,12809768220
2018-06-08,12809768220
2018-06-11,12798474120
2018-06-12,12954332700
2018-06-13,13378990860
2018-06-14,13760731440
2018-06-15,13723460910
2018-06-18,13630849290
2018-06-19,13307838030
2018-06-20,13328167410
2018-06-21,13157626500
2018-06-22,13209579360
2018-06-25,13183602930
2018-06-26,13090991310
2018-06-27,12870756360
2018-06-28,13333814460
2018-06-29,13367696760
2018-07-02,13633414450
2018-07-03,13437790250
2018-07-05,13741462700
2018-07-06,14039448400
2018-07-09,13872257950
2018-07-10,13778995250
2018-07-11,13959833900
2018-07-12,14357906400
2018-07-13,14370417250
2018-07-16,14318099150
2018-07-17,14407949800
2018-07-18,14422735350
2018-07-19,14490976350
2018-07-20,14399988350
2018-07-23,14421598000
2018-07-24,14235072600
2018-07-25,14539882400
2018-07-26,14254407550
2018-07-27,13941636300
2018-07-30,12864565850
2018-07-31,12854329700
2018-08-01,12765616400
2018-08-02,12879351400
2018-08-03,14036036350
2018-08-06,13798330200
2018-08-07,13899554350
2018-08-08,14211188250
2018-08-09,14239622000
2018-08-10,14649068000
2018-08-13,14569453500
2018-08-14,14682051150
2018-08-15,14324923250
2018-08-16,14323785900
2018-08-17,14137260500
2018-08-20,14203226800
2018-08-21,14378378700
2018-08-22,14697974049
2018-08-23,14862889800
2018-08-24,15241627349
2018-08-27,15168836950
2018-08-28,15201820100
2018-08-29,15478196150
2018-08-30,15313280399
2018-08-31,15190446600
2018-09-04,15300769550
2018-09-05,14660441500
2018-09-06,14825357250
2018-09-07,14846966900
2018-09-10,14690012600
2018-09-11,15231391199
2018-09-12,15181347799
2018-09-13,15497531099
2018-09-14,15253000850
2018-09-17,14953877799
2018-09-18,15094909200
2018-09-19,14850378950
2018-09-20,14893598249
2018-09-21,15020981450
2018-09-24,15340576800
2018-09-25,15416779250
2018-09-26,15300769550
2018-09-27,15589656450
2018-09-28,15694292650
2018-10-01,15586828530
2018-10-02,15243126540
2018-10-03,15439365630
2018-10-04,14959544040
2018-10-05,14814349800
2018-10-08,14385573060
2018-10-09,14513752350
2018-10-10,13867184250
2018-10-11,13868318580
2018-10-12,14638528650
2018-10-15,14494468740
2018-10-16,14975424660
2018-10-17,14979961980
2018-10-18,14391244710
2018-10-19,13889870850
2018-10-22,13669810830
2018-10-23,13473571740
2018-10-24,12587660010
2018-10-25,13691363100
2018-10-26,13618765980
2018-10-29,12672734760
2018-10-30,14066826330
2018-10-31,14618110710
2018-11-01,14622648030
2018-11-02,14561394210
2018-11-05,14371961100
2018-11-06,14029393440
2018-11-07,14271005730
2018-11-08,13514407620
2018-11-09,12823600650
2018-11-12,12367599990
2018-11-13,12137331000
2018-11-14,12088554810
2018-11-15,12824734980
2018-11-16,12923421690
2018-11-19,12023898000
2018-11-20,11878703760
2018-11-21,12119181720
2018-11-23,11967181500
2018-11-26,12527540520
2018-11-27,12427719480
2018-11-28,12549092790
2018-11-29,12694287030
2018-11-30,12440197110
2018-12-03,11735778180
2018-12-04,11535001770
2018-12-06,12046584600
2018-12-07,11646166110
2018-12-10,11937688920
2018-12-11,11958106860
2018-12-12,11818584270
2018-12-13,12012554700
2018-12-14,11735778180
2018-12-17,11591718270
2018-12-18,11732375190
2018-12-19,11689270650
2018-12-20,11581509300
2018-12-21,11498703210
2018-12-24,11202643080
2018-12-26,11868494790
2018-12-27,12040912950
2018-12-28,11861688810
2018-12-31,11592485160
2019-01-02,11712982140
2019-01-03,11165678100
2019-01-04,11452843800
2019-01-07,11758027740
2019-01-08,12153302880
2019-01-09,12101500440
2019-01-10,12387540000
2019-01-11,12278304420
2019-01-14,11822217720
2019-01-15,11992264860
2019-01-16,11929201020
