,GD
2013-11-27,32340635000
2013-11-29,32126830000
2013-12-02,31972610000
2013-12-03,31664170000
2013-12-04,31362740000
2013-12-05,31275115000
2013-12-06,31821895000
2013-12-09,31730765000
2013-12-10,31737775000
2013-12-11,31439850000
2013-12-12,31506445000
2013-12-13,31636130000
2013-12-16,31867460000
2013-12-17,32049720000
2013-12-18,32789275000
2013-12-19,32477330000
2013-12-20,32726185000
2013-12-23,32659590000
2013-12-24,32866385000
2013-12-26,33241420000
2013-12-27,33297500000
2013-12-30,33332549999
2013-12-31,32700267600
2014-01-02,32426482000
2014-01-03,32423059680
2014-01-06,32327234719
2014-01-07,32601020320
2014-01-08,32416215040
2014-01-09,32590753360
2014-01-10,32546263199
2014-01-13,32515462320
2014-01-14,32840582719
2014-01-15,32713956880
2014-01-16,32648932800
2014-01-17,32672889040
2014-01-21,32614709600
2014-01-22,34103418800
2014-01-23,34753659600
2014-01-24,33644827920
2014-01-27,34206088400
2014-01-28,34394316000
2014-01-29,33884390320
2014-01-30,34390893680
2014-01-31,34671523920
2014-02-03,33699585040
2014-02-04,34113685760
2014-02-05,33839900160
2014-02-06,34640723040
2014-02-07,35657152080
2014-02-10,35082202320
2014-02-11,35325187040
2014-02-12,35475769120
2014-02-13,35499725360
2014-02-14,36396373200
2014-02-18,36540110640
2014-02-19,36023340320
2014-02-20,36875498000
2014-02-21,36772828400
2014-02-24,37221152320
2014-02-25,37053458640
2014-02-26,36971322960
2014-02-27,37296443360
2014-02-28,37488093280
2014-03-03,37854281520
2014-03-04,38555857120
2014-03-05,38275226880
2014-03-06,38141756400
2014-03-07,38155445680
2014-03-10,37785835120
2014-03-11,37299865680
2014-03-12,37433336160
2014-03-13,36957633680
2014-03-14,36834430160
2014-03-17,37101371120
2014-03-18,37440180800
2014-03-19,36967900640
2014-03-20,36704382000
2014-03-21,36646202560
2014-03-24,36475086560
2014-03-25,36841274800
2014-03-26,36502465120
2014-03-27,36403217840
2014-03-28,36858386400
2014-03-31,36672492640
2014-04-01,36928378560
2014-04-02,37241502120
2014-04-03,37335775880
2014-04-04,36460376680
2014-04-07,36244893800
2014-04-08,35817294960
2014-04-09,36376203680
2014-04-10,35591711320
2014-04-11,35349293080
2014-04-14,35396429960
2014-04-15,35925036400
2014-04-16,36423340560
2014-04-17,36719629520
2014-04-21,36800435600
2014-04-22,36376203680
2014-04-23,37568093360
2014-04-24,37177530640
2014-04-25,36702794920
2014-04-28,36157353880
2014-04-29,36450275920
2014-04-30,36850939400
2014-05-01,36958680840
2014-05-02,37376178920
2014-05-05,37669100960
2014-05-06,37615230240
2014-05-07,37696036320
2014-05-08,37685935560
2014-05-09,37975490680
2014-05-12,38669076200
2014-05-13,38817220680
2014-05-14,38605104720
2014-05-15,38120268240
2014-05-16,38234743520
2014-05-19,38658975440
2014-05-20,38073131360
2014-05-21,38601737800
2014-05-22,38712846160
2014-05-23,38884559080
2014-05-27,39174114200
2014-05-28,39581511520
2014-05-29,39719555240
2014-05-30,39770059040
2014-06-02,39736389840
2014-06-03,39850865120
2014-06-04,39850865120
2014-06-05,40702695880
2014-06-06,40682494360
2014-06-09,40611789040
2014-06-10,40679127440
2014-06-11,40359270040
2014-06-12,39884534320
2014-06-13,40113484880
2014-06-16,40133686400
2014-06-17,40100017200
2014-06-18,40281830880
2014-06-19,40416507680
2014-06-20,40251528600
2014-06-23,39978808080
2014-06-24,39288589480
2014-06-25,39467036240
2014-06-26,39386230160
2014-06-27,39561310000
2014-06-30,38672572050
2014-07-01,38639390950
2014-07-02,38324170500
2014-07-03,38496712220
2014-07-07,38407123250
2014-07-08,38091902800
2014-07-09,38363987820
2014-07-10,38334124830
2014-07-11,38772115350
2014-07-14,38715707480
2014-07-15,38991110610
2014-07-16,38991110610
2014-07-17,38523257100
2014-07-18,39034246040
2014-07-21,39269831850
2014-07-22,39336194050
2014-07-23,40059542030
2014-07-24,40308400280
2014-07-25,40195584540
2014-07-28,39976589280
2014-07-29,39545234980
2014-07-30,39555189310
2014-07-31,38745570470
2014-08-01,38947975180
2014-08-04,38898203530
2014-08-05,38606209850
2014-08-06,38075312250
2014-08-07,37955860290
2014-08-08,38874976760
2014-08-11,39093972020
2014-08-12,38894885420
2014-08-13,39525326320
2014-08-14,39525326320
2014-08-15,39598324740
2014-08-18,40208856980
2014-08-19,40417897910
2014-08-20,40972022280
2014-08-21,41038384480
2014-08-22,41094792350
2014-08-25,41283924620
2014-08-26,41277288400
2014-08-27,41141245890
2014-08-28,40942159290
2014-08-29,40895705750
2014-09-02,40699937260
2014-09-03,41453148230
2014-09-04,41376831700
2014-09-05,41625689950
2014-09-08,41731869470
2014-09-09,41894456860
2014-09-10,42279357620
2014-09-11,42013908820
2014-09-12,41940910400
2014-09-15,42090225350
2014-09-16,42388855250
2014-09-17,42551442640
2014-09-18,42896526080
2014-09-19,42952933950
2014-09-22,42478444220
2014-09-23,41798231670
2014-09-24,42133360780
2014-09-25,41479693110
2014-09-26,42372264700
2014-09-29,42071700000
2014-09-30,41939700000
2014-10-01,41015700000
2014-10-02,40194000000
2014-10-03,40768200000
2014-10-06,40626300000
2014-10-07,39827700000
2014-10-08,40639500000
2014-10-09,40095000000
2014-10-10,40002600000
2014-10-13,39029100000
2014-10-14,39141300000
2014-10-15,38933400000
2014-10-16,38890500000
2014-10-17,39887100000
2014-10-20,40029000000
2014-10-21,40883700000
2014-10-22,41682300000
2014-10-23,43012200000
2014-10-24,43725000000
2014-10-27,43919700000
2014-10-28,45078000000
2014-10-29,45028500000
2014-10-30,45635700000
2014-10-31,46120800000
2014-11-03,46107600000
2014-11-04,46460700000
2014-11-05,46843500000
2014-11-06,46714800000
2014-11-07,46246199999
2014-11-10,46470600000
2014-11-11,46629000000
2014-11-12,46629000000
2014-11-13,47094300000
2014-11-14,47077800000
2014-11-17,46876500000
2014-11-18,47496900000
2014-11-19,47312100000
2014-11-20,47437500000
2014-11-21,47714700000
2014-11-24,47810400000
2014-11-25,47718000000
2014-11-26,47694900000
2014-11-28,47968800000
2014-12-01,47440800000
2014-12-02,47592600000
2014-12-03,47892900000
2014-12-04,47810400000
2014-12-05,47899500000
2014-12-08,47836800000
2014-12-09,47856600000
2014-12-10,46576199999
2014-12-11,46992000000
2014-12-12,45345300000
2014-12-15,44751300000
2014-12-16,45012000000
2014-12-17,45285900000
2014-12-18,46140600000
2014-12-19,46143900000
2014-12-22,46662000000
2014-12-23,46632300000
2014-12-24,46708200000
2014-12-26,46658699999
2014-12-29,46421099999
2014-12-30,46077900000
2014-12-31,45298173480
2015-01-02,45571371300
2015-01-05,44620116240
2015-01-06,44672780880
2015-01-07,44501620800
2015-01-08,45574662840
2015-01-09,45742531380
2015-01-12,45390336600
2015-01-13,45354129660
2015-01-14,45209301900
2015-01-15,45327797340
2015-01-16,45775446780
2015-01-20,45452875860
2015-01-21,45716199059
2015-01-22,46479836340
2015-01-23,46516043280
2015-01-26,46101309240
2015-01-27,45159928800
2015-01-28,44896605600
2015-01-29,44264629920
2015-01-30,43846604340
2015-02-02,44804442480
2015-02-03,45735948300
2015-02-04,45597703620
2015-02-05,45650368260
2015-02-06,45847860660
2015-02-09,45074348760
2015-02-10,45475916640
2015-02-11,45163220340
2015-02-12,45472625100
2015-02-13,45294881940
2015-02-17,45439709700
2015-02-18,45640493640
2015-02-19,45920274540
2015-02-20,46818864960
2015-02-23,46496294040
2015-02-24,46634538720
2015-02-25,46127641559
2015-02-26,45893942220
2015-02-27,45679992120
2015-03-02,46015729200
2015-03-03,45123721860
2015-03-04,44847232500
2015-03-05,44906480220
2015-03-06,44304128400
2015-03-09,44738611679
2015-03-10,43675444260
2015-03-11,43547074200
2015-03-12,43998015179
2015-03-13,43510867260
2015-03-16,44425915380
2015-03-17,44149426020
2015-03-18,44804442480
2015-03-19,44527953120
2015-03-20,44570743140
2015-03-23,44725445520
2015-03-24,44501620800
2015-03-25,44027639040
2015-03-26,44281087620
2015-03-27,44448956160
2015-03-30,45261966540
2015-03-31,44676072420
2015-04-01,44100052920
2015-04-02,44017764420
2015-04-06,44196993030
2015-04-07,44030655000
2015-04-08,44108931720
2015-04-09,44285054340
2015-04-10,44327454230
2015-04-13,43955639810
2015-04-14,43410964300
2015-04-15,43247887800
2015-04-16,43427271950
2015-04-17,42814104310
2015-04-20,43469671840
2015-04-21,43424010419
2015-04-22,43609917630
2015-04-23,43313118400
2015-04-24,43737117300
2015-04-27,43560994680
2015-04-28,43534902440
2015-04-29,45181975090
2015-04-30,44787329960
2015-05-01,45707081419
2015-05-04,45857111800
2015-05-05,45002590940
2015-05-06,44888437390
2015-05-07,45106959900
2015-05-08,46202833980
2015-05-11,45733173660
2015-05-12,45475512790
2015-05-13,45341790060
2015-05-14,45968003820
2015-05-15,45697296830
2015-05-18,45752742840
2015-05-19,45677727650
2015-05-20,45645112350
2015-05-21,45945173110
2015-05-22,45544004919
2015-05-26,45005852470
2015-05-27,45844065680
2015-05-28,45795142730
2015-05-29,45713604480
2015-06-01,45742958250
2015-06-02,45857111800
2015-06-03,45883204040
2015-06-04,45328743940
2015-06-05,45407020660
2015-06-08,45120006020
2015-06-09,45230898040
2015-06-10,46163695620
2015-06-11,46395264250
2015-06-12,46330033650
2015-06-15,46320249060
2015-06-16,46714894190
2015-06-17,47129108500
2015-06-18,47615076470
2015-06-19,47321538770
2015-06-22,47412861610
2015-06-23,47412861610
2015-06-24,47461784560
2015-06-25,47008431890
2015-06-26,47533538220
2015-06-29,46261541520
2015-06-30,46212618570
2015-07-01,46695325009
2015-07-02,46688801950
2015-07-06,45392911200
2015-07-07,45491082000
2015-07-08,45050896800
2015-07-09,45563918400
2015-07-10,46266948000
2015-07-13,46308116400
2015-07-14,46542459600
2015-07-15,46631130000
2015-07-16,47011146000
2015-07-17,47074482000
2015-07-20,47188486800
2015-07-21,46327117200
2015-07-22,45988269600
2015-07-23,45855264000
2015-07-24,45164901600
2015-07-27,45098398800
2015-07-28,45693757200
2015-07-29,47489332800
2015-07-30,47590670400
2015-07-31,47220154800
2015-08-03,47137818000
2015-08-04,47121984000
2015-08-05,47444997600
2015-08-06,47330992800
2015-08-07,47413329600
2015-08-10,48122692800
2015-08-11,47692008000
2015-08-12,47625505199
2015-08-13,47673007200
2015-08-14,48011854800
2015-08-17,48404538000
2015-08-18,48540710400
2015-08-19,48372870000
2015-08-20,47163152400
2015-08-21,45972435599
2015-08-24,44591710800
2015-08-25,43967851200
2015-08-26,45617754000
2015-08-27,45972435599
2015-08-28,45769760400
2015-08-31,44978060400
2015-09-01,43983685199
2015-09-02,45111066000
2015-09-03,45415078800
2015-09-04,44708882400
2015-09-08,45725425199
2015-09-09,45117399600
2015-09-10,44560042800
2015-09-11,44930558400
2015-09-14,44541042000
2015-09-15,44902057200
2015-09-16,44917891200
2015-09-17,44829220800
2015-09-18,44094523200
2015-09-21,44246529600
2015-09-22,43686006000
2015-09-23,43248987600
2015-09-24,43863346800
2015-09-25,43708173600
2015-09-28,42786634800
2015-09-29,42938641200
2015-09-30,43686006000
2015-10-01,43758842400
2015-10-02,44059688400
2015-10-05,45152796000
2015-10-06,44068778000
2015-10-07,43974788000
2015-10-08,44460403000
2015-10-09,44714176000
2015-10-12,45018077000
2015-10-13,44397743000
2015-10-14,43705350000
2015-10-15,44266157000
2015-10-16,44394610000
2015-10-19,44253625000
2015-10-20,44253625000
2015-10-21,44830097000
2015-10-22,46133425000
2015-10-23,46456124000
2015-10-26,46415395000
2015-10-27,46493720000
2015-10-28,47239374000
2015-10-29,46985601000
2015-10-30,46550114000
2015-11-02,46593976000
2015-11-03,46108360999
2015-11-04,46142824000
2015-11-05,46077031000
2015-11-06,45716735999
2015-11-09,45206057000
2015-11-10,45096402000
2015-11-11,44899023000
2015-11-12,44441605000
2015-11-13,44049980000
2015-11-16,44889624000
2015-11-17,44761171000
2015-11-18,45024343000
2015-11-19,45491160000
2015-11-20,45585150000
2015-11-23,45300047000
2015-11-24,45594549000
2015-11-25,45484894000
2015-11-27,45603948000
2015-11-30,45885918000
2015-12-01,46243080000
2015-12-02,45538155000
2015-12-03,44476068000
2015-12-04,45065072000
2015-12-07,44830097000
2015-12-08,44488600000
2015-12-09,43915260999
2015-12-10,43862000000
2015-12-11,43185272000
2015-12-14,43608227000
2015-12-15,43247932000
2015-12-16,43749211999
2015-12-17,43285528000
2015-12-18,42831243000
2015-12-21,43263597000
2015-12-22,43843202000
2015-12-23,43827536999
2015-12-24,43811872000
2015-12-28,43733547000
2015-12-29,43968522000
2015-12-30,43630158000
2015-12-31,42296990080
2016-01-04,41899762960
2016-01-05,42075281919
2016-01-06,41650341280
2016-01-07,40276982400
2016-01-08,40089146320
2016-01-11,40427867120
2016-01-12,40797380720
2016-01-13,39738108400
2016-01-14,39735029120
2016-01-15,38795848720
2016-01-19,39223868640
2016-01-20,38238499040
2016-01-21,38281608960
2016-01-22,38912861360
2016-01-25,38367828800
2016-01-26,39223868640
2016-01-27,39722712000
2016-01-28,39614937200
2016-01-29,41191528560
2016-02-01,41145339360
2016-02-02,41117625840
2016-02-03,41197687120
2016-02-04,41678054800
2016-02-05,41323937600
2016-02-08,40726557280
2016-02-09,40686526640
2016-02-10,40975978960
2016-02-11,39593382240
2016-02-12,40086067040
2016-02-16,40495611280
2016-02-17,41579517840
2016-02-18,41585676400
2016-02-19,41650341280
2016-02-22,42069123360
2016-02-23,41850494480
2016-02-24,41616469200
2016-02-25,42260038720
2016-02-26,42220008080
2016-02-29,41961348560
2016-03-01,42567966720
2016-03-02,41758116080
2016-03-03,41798146720
2016-03-04,41656499840
2016-03-07,40748112240
2016-03-08,40461739200
2016-03-09,40618782480
2016-03-10,41129942960
2016-03-11,41730402560
2016-03-14,41327016880
2016-03-15,41043723120
2016-03-16,41259272720
2016-03-17,41299303360
2016-03-18,41708847600
2016-03-21,41502535840
2016-03-22,41644182720
2016-03-23,41360888960
2016-03-24,39747346240
2016-03-28,40283140960
2016-03-29,40603386080
2016-03-30,40563355440
2016-03-31,40452501360
2016-04-01,40751191520
2016-04-04,40095654300
2016-04-05,39836854800
2016-04-06,40104788400
2016-04-07,40004313299
2016-04-08,40467107700
2016-04-11,40159593000
2016-04-12,40661968500
2016-04-13,40896410400
2016-04-14,40668057900
2016-04-15,41045600700
2016-04-18,41496216300
2016-04-19,41618004300
2016-04-20,41624093700
2016-04-21,41931608400
2016-04-22,41986413000
2016-04-25,41648451300
2016-04-26,42233033700
2016-04-27,43724936700
2016-04-28,42978985200
2016-04-29,42784124400
2016-05-02,43182980100
2016-05-03,43338259800
2016-05-04,43061192100
2016-05-05,43295634000
2016-05-06,43673176800
2016-05-09,43530075900
2016-05-10,44364323700
2016-05-11,44135971200
2016-05-12,44242535700
2016-05-13,43956333900
2016-05-16,44260803900
2016-05-17,44148150000
2016-05-18,43938065700
2016-05-19,43718847300
2016-05-20,44032451400
2016-05-23,43310857500
2016-05-24,43527031200
2016-05-25,43530075900
2016-05-26,43487450100
2016-05-27,43578791100
2016-05-31,43195158900
2016-06-01,43073370900
2016-06-02,42665381100
2016-06-03,42695828100
2016-06-06,42729319800
2016-06-07,42948538200
2016-06-08,43079460300
2016-06-09,43228650600
2016-06-10,43091639100
2016-06-13,42354821700
2016-06-14,42452252100
2016-06-15,42659291700
2016-06-16,42552727200
2016-06-17,42318285300
2016-06-20,42905912400
2016-06-21,42446162700
2016-06-22,42257391300
2016-06-23,42558816600
2016-06-24,41450545799
2016-06-27,40512778200
2016-06-28,40780711800
2016-06-29,41295266100
2016-06-30,42394402800
2016-07-01,43033789800
2016-07-05,42068058580
2016-07-06,42517886819
2016-07-07,42153161220
2016-07-08,42697210240
2016-07-11,42913006220
2016-07-12,43019384520
2016-07-13,43077132740
2016-07-14,43329401280
2016-07-15,43186550420
2016-07-18,42855258000
2016-07-19,43557354780
2016-07-20,43931198520
2016-07-21,43420582680
2016-07-22,43697166260
2016-07-25,43681969360
2016-07-26,43922080380
2016-07-27,44566428940
2016-07-28,44709279800
2016-07-29,44645452819
2016-08-01,45314116420
2016-08-02,45049690360
2016-08-03,44925075780
2016-08-04,44791343060
2016-08-05,45253328819
2016-08-08,45016257180
2016-08-09,45156068660
2016-08-10,46037488860
2016-08-11,45985819400
2016-08-12,46037488860
2016-08-15,46624089200
2016-08-16,46320151200
2016-08-17,46493395860
2016-08-18,46329269340
2016-08-19,46314072440
2016-08-22,46265442360
2016-08-23,46244166700
2016-08-24,46286718020
2016-08-25,46405253840
2016-08-26,46070922040
2016-08-29,46447805160
2016-08-30,46368781280
2016-08-31,46265442360
2016-09-01,46453883920
2016-09-02,46748703780
2016-09-06,46997932940
2016-09-07,46535947180
2016-09-08,46320151200
2016-09-09,45563345580
2016-09-12,46140827780
2016-09-13,45773062800
2016-09-14,45539030540
2016-09-15,46247206080
2016-09-16,45818653500
2016-09-19,46250245460
2016-09-20,46156024680
2016-09-21,46532907800
2016-09-22,47067838680
2016-09-23,46748703780
2016-09-26,46766940060
2016-09-27,47195492640
2016-09-28,47417367380
2016-09-29,47295792180
2016-09-30,47159020080
2016-10-03,46799775000
2016-10-04,46448875000
2016-10-05,46500300000
2016-10-06,46627349999
2016-10-07,46270400000
2016-10-10,46249224999
2016-10-11,45254000000
2016-10-12,45375000000
2016-10-13,45680525000
2016-10-14,45780350000
2016-10-17,45520200000
2016-10-18,45943700000
2016-10-19,45804550000
2016-10-20,45589775000
2016-10-21,45429450000
2016-10-24,45810600000
2016-10-25,46158475000
2016-10-26,45719849999
2016-10-27,45414325000
2016-10-28,45828750000
2016-10-31,45598850000
2016-11-01,45368950000
2016-11-02,45275175000
2016-11-03,45384075000
2016-11-04,45317525000
2016-11-07,46097974999
2016-11-08,46518450000
2016-11-09,49032225000
2016-11-10,50369275000
2016-11-11,50986375000
2016-11-14,51482475000
2016-11-15,50826050000
2016-11-16,50166600000
2016-11-17,50103075000
2016-11-18,50402550000
2016-11-21,50950075000
2016-11-22,51479450000
2016-11-23,51591375000
2016-11-25,52054200000
2016-11-28,52232675000
2016-11-29,52976825000
2016-11-30,53043375000
2016-12-01,53361000000
2016-12-02,54047675000
2016-12-05,54002300000
2016-12-06,53872225000
2016-12-07,53975075000
2016-12-08,52535175000
2016-12-09,53055474999
2016-12-12,52556350000
2016-12-13,52728775000
2016-12-14,52556350000
2016-12-15,52671300000
2016-12-16,52759025000
2016-12-19,52825575000
2016-12-20,53016150000
2016-12-21,52665250000
2016-12-22,52795325000
2016-12-23,53013125000
2016-12-27,52810450000
2016-12-28,52347625000
2016-12-29,52396025000
2016-12-30,52229650000
2017-01-03,52945721950
2017-01-04,52972881340
2017-01-05,53153943939
2017-01-06,53552281660
2017-01-09,53132819970
2017-01-10,53220333560
2017-01-11,53434590970
2017-01-12,53268616920
2017-01-13,53682043189
2017-01-17,53102642870
2017-01-18,53108678290
2017-01-19,53657901510
2017-01-20,53799733880
2017-01-23,53482874330
2017-01-24,53488909750
2017-01-25,52906491720
2017-01-26,53503998300
2017-01-27,55869882939
2017-01-30,55064154370
2017-01-31,54644692680
2017-02-01,54629604130
2017-02-02,54427417560
2017-02-03,55260305520
2017-02-06,55236163840
2017-02-07,55287464910
2017-02-08,55266340939
2017-02-09,55100366890
2017-02-10,55646572400
2017-02-13,56310468600
2017-02-14,56500584330
2017-02-15,56729930290
2017-02-16,56956258540
2017-02-17,57052825260
2017-02-21,57212763890
2017-02-22,57303295189
2017-02-23,56823479300
2017-02-24,57224834730
2017-02-27,57457198400
2017-02-28,57279153510
2017-03-01,58063758110
2017-03-02,57653349550
2017-03-03,57230870150
2017-03-06,57620154740
2017-03-07,57780093370
2017-03-08,57451162980
2017-03-09,57439092140
2017-03-10,57589977640
2017-03-13,57807252760
2017-03-14,57261047250
2017-03-15,57837429860
2017-03-16,57532641150
2017-03-17,58323281170
2017-03-20,57933996580
2017-03-21,56941169990
2017-03-22,57215781600
2017-03-23,57203710760
2017-03-24,56588097920
2017-03-27,55975502790
2017-03-28,56865727240
2017-03-29,56820461590
2017-03-30,56968329380
2017-03-31,56491531200
2017-04-03,56282574600
2017-04-04,56276578800
2017-04-05,55715971500
2017-04-06,55850877000
2017-04-07,56372511600
2017-04-10,56258591400
2017-04-11,56474440200
2017-04-12,55862868600
2017-04-13,55979786700
2017-04-17,56627333099
2017-04-18,56174650200
2017-04-19,56285572500
2017-04-20,56399492700
2017-04-21,56642322600
2017-04-24,57532698900
2017-04-25,57931419600
2017-04-26,58414081500
2017-04-27,58468043700
2017-04-28,58096304100
2017-05-01,57904438500
2017-05-02,58180245300
2017-05-03,58213222200
2017-05-04,58324144500
2017-05-05,58749846300
2017-05-08,58857770700
2017-05-09,58935716100
2017-05-10,58276178099
2017-05-11,58453054200
2017-05-12,58635926100
2017-05-15,58513012200
2017-05-16,58545989100
2017-05-17,57562677900
2017-05-18,57751545599
2017-05-19,58719867300
2017-05-22,59283472500
2017-05-23,59754142800
2017-05-24,59952004200
2017-05-25,60284771100
2017-05-26,60629529600
2017-05-30,60560577900
2017-05-31,60932317500
2017-06-01,60713470800
2017-06-02,61067223000
2017-06-05,60398691300
2017-06-06,59490327600
2017-06-07,59619237300
2017-06-08,59850075599
2017-06-09,59799111300
2017-06-12,59478336000
2017-06-13,60122884500
2017-06-14,60341731200
2017-06-15,60566573700
2017-06-16,60758439300
2017-06-19,61313050800
2017-06-20,61115189400
2017-06-21,61124183099
2017-06-22,60335735400
2017-06-23,60353722800
2017-06-26,60017958000
2017-06-27,59610243600
2017-06-28,60206825700
2017-06-29,59046638400
2017-06-30,59388399000
2017-07-03,59527630700
2017-07-05,59849627300
2017-07-06,59336817900
2017-07-07,60004662700
2017-07-10,59948015150
2017-07-11,59602166950
2017-07-12,59959940950
2017-07-13,59673721750
2017-07-14,59971866750
2017-07-17,59670740299
2017-07-18,60052365900
2017-07-19,60326659300
2017-07-20,60344548000
2017-07-21,60985559750
2017-07-24,61098854850
2017-07-25,60690396200
2017-07-26,58036905700
2017-07-27,57792426800
2017-07-28,59014821300
2017-07-31,58534807850
2017-08-01,58594436850
2017-08-02,59044635800
2017-08-03,59429242850
2017-08-04,59649870150
2017-08-07,59968885299
2017-08-08,59271226000
2017-08-09,59927145000
2017-08-10,59116190600
2017-08-11,58999914049
2017-08-14,59718443500
2017-08-15,59476946050
2017-08-16,59810868450
2017-08-17,59029728550
2017-08-18,59250355850
2017-08-21,59250355850
2017-08-22,59995718350
2017-08-23,59554463750
2017-08-24,59470983150
2017-08-25,59345762250
2017-08-28,58993951150
2017-08-29,59912237750
2017-08-30,59992736900
2017-08-31,60031495750
2017-09-01,59629000000
2017-09-05,59250355850
2017-09-06,58657047300
2017-09-07,58746490800
2017-09-08,58993951150
2017-09-11,59727387850
2017-09-12,59330855000
2017-09-13,58689843250
2017-09-14,58922396350
2017-09-15,59113209150
2017-09-18,60278956100
2017-09-19,60559212400
2017-09-20,60902079150
2017-09-21,61334389400
2017-09-22,61241964450
2017-09-25,61080966150
2017-09-26,61218112850
2017-09-27,61656386000
2017-09-28,61128669350
2017-09-29,61292649100
2017-10-02,61989840000
2017-10-03,62527410000
2017-10-04,62756100000
2017-10-05,63394650000
2017-10-06,63142200000
2017-10-09,63418410000
2017-10-10,63127350000
2017-10-11,63210510000
2017-10-12,63474840000
2017-10-13,63361980000
2017-10-16,63391680000
2017-10-17,62827380000
2017-10-18,62485829999
2017-10-19,62857079999
2017-10-20,63516420000
2017-10-23,63115470000
2017-10-24,62987760000
2017-10-25,61553250000
2017-10-26,60561270000
2017-10-27,60882030000
2017-10-30,61232490000
2017-10-31,60285060000
2017-11-01,59881140000
2017-11-02,60534540000
2017-11-03,60605820000
2017-11-06,60103890000
2017-11-07,60516720000
2017-11-08,60178140000
2017-11-09,59064390000
2017-11-10,59331690000
2017-11-13,59438610000
2017-11-14,59465340000
2017-11-15,59100030000
2017-11-16,59168340000
2017-11-17,58737690000
2017-11-20,59025780000
2017-11-21,59429700000
2017-11-22,59411880000
2017-11-24,59400000000
2017-11-27,59717790000
2017-11-28,60644430000
2017-11-29,60638490000
2017-11-30,61526520000
2017-12-01,60184079999
2017-12-04,59901930000
2017-12-05,59373270000
2017-12-06,59462370000
2017-12-07,59450490000
2017-12-08,59717790000
2017-12-11,59293079999
2017-12-12,58265460000
2017-12-13,58399110000
2017-12-14,58277340000
2017-12-15,59055480000
2017-12-18,58939650000
2017-12-19,59349510000
2017-12-20,59786100000
2017-12-21,60136560000
2017-12-22,60184079999
2017-12-26,59985090000
2017-12-27,60207840000
2017-12-28,60546420000
2017-12-29,60424650000
2018-01-02,59425236000
2018-01-03,59795736000
2018-01-04,60824244000
2018-01-05,60673080000
2018-01-08,60673080000
2018-01-09,61022832000
2018-01-10,60687900000
2018-01-11,60913164000
2018-01-12,62418876000
2018-01-16,61156212000
2018-01-17,61805328000
2018-01-18,61591920000
2018-01-19,61977240000
2018-01-22,61710480000
2018-01-23,61497072000
2018-01-24,64991628000
2018-01-25,67143492000
2018-01-26,67057536000
2018-01-29,66838200000
2018-01-30,66476592000
2018-01-31,65943072000
2018-02-01,66752244000
2018-02-02,65717808000
2018-02-05,62605608000
2018-02-06,62973144000
2018-02-07,63711180000
2018-02-08,61073220000
2018-02-09,62866440000
2018-02-12,62104692000
2018-02-13,62780484000
2018-02-14,64689300000
2018-02-15,66808560000
2018-02-16,66449916000
2018-02-20,65750412000
2018-02-21,65430300000
2018-02-22,65249495999
2018-02-23,65504400000
2018-02-26,67217592000
2018-02-27,66360995999
2018-02-28,65934180000
2018-03-01,64956060000
2018-03-02,66197976000
2018-03-05,66583295999
2018-03-06,66633684000
2018-03-07,67069392000
2018-03-08,67179060000
2018-03-09,68157180000
2018-03-12,66583295999
2018-03-13,66200940000
2018-03-14,65708916000
2018-03-15,65978640000
2018-03-16,66020136000
2018-03-19,66363960000
2018-03-20,66802632000
2018-03-21,66319500000
2018-03-22,64724868000
2018-03-23,64855284000
2018-03-26,66236508000
2018-03-27,65525148000
2018-03-28,64401792000
2018-03-29,65474760000
2018-04-02,64821968640
2018-04-03,65248428960
2018-04-04,64721276620
2018-04-05,65514966660
2018-04-06,63892048220
2018-04-09,63661048880
2018-04-10,63510010850
2018-04-11,64063816960
2018-04-12,64626507660
2018-04-13,64682776730
2018-04-16,64679815200
2018-04-17,65571235730
2018-04-18,66779539970
2018-04-19,66628501940
2018-04-20,66074695830
2018-04-23,66918731880
2018-04-24,65751889060
2018-04-25,63533703090
2018-04-26,62710397750
2018-04-27,60329327630
2018-04-30,59618560430
2018-05-01,58430986900
2018-05-02,57951219040
2018-05-03,57749835000
2018-05-04,57770565710
2018-05-07,58179256850
2018-05-08,59118061860
2018-05-09,59541560650
2018-05-10,59725175510
2018-05-11,60391519760
2018-05-14,60139789710
2018-05-15,59719252450
2018-05-16,59378676500
2018-05-17,59751829280
2018-05-18,59976905560
2018-05-21,60939402810
2018-05-22,60524788610
2018-05-23,60877210680
2018-05-24,61816015690
2018-05-25,61635362360
2018-05-29,59766636930
2018-05-30,60427058120
2018-05-31,59737021630
2018-06-01,60258250910
2018-06-04,60000597800
2018-06-05,59556368300
2018-06-06,59677791030
2018-06-07,60074636050
2018-06-08,59994674740
2018-06-11,59734060100
2018-06-12,58786370500
2018-06-13,59177292460
2018-06-14,57992680460
2018-06-15,57986757400
2018-06-18,58037103410
2018-06-19,56473415570
2018-06-20,56683684200
2018-06-21,55804109790
2018-06-22,56085455140
2018-06-25,56002532300
2018-06-26,55913686400
2018-06-27,55051881169
2018-06-28,55510918320
2018-06-29,55205880730
2018-07-02,55337668430
2018-07-03,56022854910
2018-07-05,55730469300
2018-07-06,55771816760
2018-07-09,56569232060
2018-07-10,56941359200
2018-07-11,56560371890
2018-07-12,57189443959
2018-07-13,56923638860
2018-07-16,56557418500
2018-07-17,56799596480
