,SRE
2009-04-13,5580086820
2009-04-14,5451446280
2009-04-15,5538824760
2009-04-16,5609212980
2009-04-17,5633484780
2009-04-20,5499989880
2009-04-21,5533970400
2009-04-22,5461155000
2009-04-23,5458727820
2009-04-24,5466009360
2009-04-27,5461155000
2009-04-28,5487853980
2009-04-29,5560669380
2009-04-30,5584941180
2009-05-01,5691737100
2009-05-04,5868921240
2009-05-05,5754843780
2009-05-06,5558242200
2009-05-07,5553387840
2009-05-08,5631057600
2009-05-11,5580086820
2009-05-12,5577659640
2009-05-13,5453873460
2009-05-14,5439310380
2009-05-15,5371349340
2009-05-18,5390766780
2009-05-19,5533970400
2009-05-20,5461155000
2009-05-21,5400475500
2009-05-22,5407757040
2009-05-26,5650475040
2009-05-27,5492708340
2009-05-28,5577659640
2009-05-29,5543679120
2009-06-01,5660183760
2009-06-02,5669892480
2009-06-03,5597077080
2009-06-04,5643193500
2009-06-05,5660183760
2009-06-08,5742707880
2009-06-09,5730571980
2009-06-10,5781542760
2009-06-11,5876202780
2009-06-12,5951445360
2009-06-15,5895620220
2009-06-16,5910183300
2009-06-17,5859212520
2009-06-18,5978144340
2009-06-19,5927173560
2009-06-22,6021833580
2009-06-23,5902901760
2009-06-24,5919892020
2009-06-25,6004843320
2009-06-26,6041251020
2009-06-29,6165037200
2009-06-30,6054218500
2009-07-01,6071293250
2009-07-02,5937134500
2009-07-06,6027386750
2009-07-07,5854200000
2009-07-08,5839564500
2009-07-09,5834686000
2009-07-10,5800536500
2009-07-13,5881031750
2009-07-14,5893228000
2009-07-15,5973723250
2009-07-16,5976162500
2009-07-17,5966405500
2009-07-20,6010312000
2009-07-21,6081050250
2009-07-22,6059097000
2009-07-23,6263994000
2009-07-24,6346928500
2009-07-27,6400592000
2009-07-28,6329853750
2009-07-29,6324975250
2009-07-30,6405470500
2009-07-31,6393274250
2009-08-03,6390835000
2009-08-04,6368881750
2009-08-05,6249358500
2009-08-06,6159106250
2009-08-07,6171302500
2009-08-10,6210330500
2009-08-11,6227405250
2009-08-12,6290825750
2009-08-13,6249358500
2009-08-14,6234723000
2009-08-17,6139592250
2009-08-18,6137153000
2009-08-19,6159106250
2009-08-20,6178620250
2009-08-21,6281068750
2009-08-24,6249358500
2009-08-25,6285947250
2009-08-26,6271311750
2009-08-27,6222526750
2009-08-28,6212769750
2009-08-31,6120078250
2009-09-01,6061536250
2009-09-02,6000555000
2009-09-03,5985919500
2009-09-04,6027386750
2009-09-08,5968844750
2009-09-09,5920059750
2009-09-10,5905424250
2009-09-11,5963966250
2009-09-14,6020069000
2009-09-15,6078611000
2009-09-16,6166424000
2009-09-17,6227405250
2009-09-18,6210330500
2009-09-21,6210330500
2009-09-22,6132274500
2009-09-23,6107882000
2009-09-24,6085928750
2009-09-25,6049340000
2009-09-28,6127396000
2009-09-29,6117639000
2009-09-30,6129927530
2009-10-01,6134849190
2009-10-02,6137310020
2009-10-05,6240664880
2009-10-06,6257890690
2009-10-07,6272655670
2009-10-08,6334176420
2009-10-09,6412922980
2009-10-12,6459678750
2009-10-13,6469522070
2009-10-14,6481826220
2009-10-15,6518738670
2009-10-16,6511356180
2009-10-19,6590102740
2009-10-20,6543346970
2009-10-21,6528581990
2009-10-22,6577798590
2009-10-23,6489208710
2009-10-26,6366167210
2009-10-27,6368628040
2009-10-28,6314489780
2009-10-29,6420305470
2009-10-30,6331715590
2009-11-02,6125005870
2009-11-03,6107780060
2009-11-04,6156996660
2009-11-05,6275116500
2009-11-06,6245586540
2009-11-09,6390775510
2009-11-10,6479365390
2009-11-11,6494130370
2009-11-12,6358784720
2009-11-13,6427687960
2009-11-16,6481826220
2009-11-17,6516277840
2009-11-18,6494130370
2009-11-19,6417844640
2009-11-20,6393236340
2009-11-23,6494130370
2009-11-24,6580259420
2009-11-25,6624554360
2009-11-27,6481826220
2009-11-30,6538425310
2009-12-01,6622093530
2009-12-02,6750056690
2009-12-03,6715605070
2009-12-04,6747595860
2009-12-07,6764821670
2009-12-08,6764821670
2009-12-09,6627015190
2009-12-10,6705761750
2009-12-11,6811577440
2009-12-14,6868176530
2009-12-15,6826342420
2009-12-16,6843568230
2009-12-17,6809116610
2009-12-18,6777125820
2009-12-21,6806655780
2009-12-22,6878019850
2009-12-23,6919853960
2009-12-24,6956766410
2009-12-28,6944462260
2009-12-29,6964148900
2009-12-30,6998600520
2009-12-31,6887863170
2010-01-04,6878019850
2010-01-05,6732830880
2010-01-06,6639319340
2010-01-07,6624554360
2010-01-08,6622093530
2010-01-11,6718065900
2010-01-12,6693457600
2010-01-13,6629476020
2010-01-14,6595024400
2010-01-15,6449835430
2010-01-19,6464600410
2010-01-20,6383393020
2010-01-21,6422766300
2010-01-22,6344019740
2010-01-25,6348941400
2010-01-26,6331715590
2010-01-27,6284959820
2010-01-28,6250508200
2010-01-29,6245586540
2010-02-01,6302185630
2010-02-02,6336637250
2010-02-03,6255429860
2010-02-04,6100397570
2010-02-05,6112701720
2010-02-08,6029033500
2010-02-09,6102858400
2010-02-10,6061024290
2010-02-11,6125005870
2010-02-12,6088093420
2010-02-16,6029033500
2010-02-17,5930600300
2010-02-18,5923217810
2010-02-19,6024111840
2010-02-22,5984738560
2010-02-23,5935521960
2010-02-24,5972434410
2010-02-25,6191448280
2010-02-26,6051180970
2010-03-01,6065945950
2010-03-02,6001964370
2010-03-03,6021651010
2010-03-04,6006886030
2010-03-05,6120084210
2010-03-08,6275116500
2010-03-09,6230821560
2010-03-10,6235743220
2010-03-11,6225899900
2010-03-12,6186526620
2010-03-15,6184065790
2010-03-16,6193909110
2010-03-17,6191448280
2010-03-18,6245586540
2010-03-19,6213595750
2010-03-22,6191448280
2010-03-23,6159457490
2010-03-24,6100397570
2010-03-25,5997042710
2010-03-26,6046259310
2010-03-29,6206213260
2010-03-30,6184065790
2010-03-31,6157260800
2010-04-01,6255974400
2010-04-05,6325073920
2010-04-06,6337413120
2010-04-07,6275717120
2010-04-08,6209085440
2010-04-09,6231296000
2010-04-12,6228828160
2010-04-13,6186874880
2010-04-14,6142453760
2010-04-15,6127646720
2010-04-16,6058547200
2010-04-19,6107904000
2010-04-20,6164664320
2010-04-21,6186874880
2010-04-22,6186874880
2010-04-23,6231296000
2010-04-26,6194278400
2010-04-27,6048675840
2010-04-28,6107904000
2010-04-29,6098032640
2010-04-30,6068418560
2010-05-03,6216488960
2010-05-04,6041272320
2010-05-05,5940090880
2010-05-06,5804359680
2010-05-07,5730324480
2010-05-10,5858652160
2010-05-11,5836441600
2010-05-12,5821634560
2010-05-13,5851248640
2010-05-14,5826570240
2010-05-17,5819166720
2010-05-18,5836441600
2010-05-19,5841377280
2010-05-20,5651353600
2010-05-21,5688371200
2010-05-24,5611868160
2010-05-25,5562511360
2010-05-26,5547704320
2010-05-27,5639014400
2010-05-28,5676032000
2010-06-01,5535365120
2010-06-02,5648885760
2010-06-03,5685903360
2010-06-04,5493411840
2010-06-07,5550172160
2010-06-08,5725388800
2010-06-09,5705646080
2010-06-10,5875927040
2010-06-11,5937623040
2010-06-14,5949962240
2010-06-15,6063482880
2010-06-16,6075822080
2010-06-17,6167132160
2010-06-18,6181939200
2010-06-21,6088161280
2010-06-22,5900605440
2010-06-23,5895669760
2010-06-24,5917880320
2010-06-25,5952430080
2010-06-28,5999319040
2010-06-29,5861120000
2010-06-30,5769564520
2010-07-01,5725164280
2010-07-02,5735031000
2010-07-06,5804098040
2010-07-07,5981699000
2010-07-08,6026099240
2010-07-09,6075432840
2010-07-12,6082832880
2010-07-13,6137099840
2010-07-14,6090232920
2010-07-15,6092699600
2010-07-16,5986632360
2010-07-19,6100099640
2010-07-20,6161766640
2010-07-21,6070499480
2010-07-22,6211100240
2010-07-23,6223433640
2010-07-26,6260433840
2010-07-27,6309767440
2010-07-28,6238233720
2010-07-29,6161766640
2010-07-30,6137099840
2010-08-02,6223433640
2010-08-03,6334434240
2010-08-04,6346767640
2010-08-05,6391167880
2010-08-06,6388701200
2010-08-09,6405967960
2010-08-10,6465168280
2010-08-11,6383767840
2010-08-12,6324567520
2010-08-13,6307300760
2010-08-16,6319634160
2010-08-17,6339367600
2010-08-18,6327034200
2010-08-19,6240700400
2010-08-20,6233300360
2010-08-23,6290034000
2010-08-24,6302367400
2010-08-25,6322100840
2010-08-26,6331967560
2010-08-27,6410901320
2010-08-30,6290034000
2010-08-31,6280167280
2010-09-01,6475035000
2010-09-02,6590968960
2010-09-03,6605769040
2010-09-07,6566302160
2010-09-08,6502168480
2010-09-09,6553968760
2010-09-10,6571235520
2010-09-13,6583568920
2010-09-14,6593435640
2010-09-15,6553968760
2010-09-16,6553968760
2010-09-17,6546568720
2010-09-20,6586035600
2010-09-21,6526835280
2010-09-22,6610702400
2010-09-23,6499701800
2010-09-24,6645235920
2010-09-27,6615635760
2010-09-28,6650169280
2010-09-29,6627969160
2010-09-30,6459443200
2010-10-01,6502666240
2010-10-04,6447436800
2010-10-05,6505067520
2010-10-06,6495462400
2010-10-07,6471449600
2010-10-08,6454640640
2010-10-11,6421022720
2010-10-12,6435430400
2010-10-13,6421022720
2010-10-14,6387404800
2010-10-15,6404213760
2010-10-18,6469048320
2010-10-19,6411417600
2010-10-20,6457041920
2010-10-21,6406615040
2010-10-22,6425825280
2010-10-25,6457041920
2010-10-26,6404213760
2010-10-27,6380200960
2010-10-28,6423424000
2010-10-29,6421022720
2010-11-01,6380200960
2010-11-02,6471449600
2010-11-03,6440232960
2010-11-04,6457041920
2010-11-05,6490659840
2010-11-08,6440232960
2010-11-09,6195302400
2010-11-10,6231321600
2010-11-11,6156881920
2010-11-12,6120862720
2010-11-15,6089646080
2010-11-16,5998397440
2010-11-17,5998397440
2010-11-18,6048824320
2010-11-19,6060830720
2010-11-22,6063232000
2010-11-23,6012805120
2010-11-24,6060830720
2010-11-26,6034416640
2010-11-29,5988792320
2010-11-30,6015206400
2010-12-01,6070435840
2010-12-02,6123264000
2010-12-03,6123264000
2010-12-06,6116060160
2010-12-07,6116060160
2010-12-08,6099251200
2010-12-09,6164085760
2010-12-10,6156881920
2010-12-13,6166487040
2010-12-14,6214512640
2010-12-15,6192901120
2010-12-16,6233722880
2010-12-17,6300958720
2010-12-20,6293754880
2010-12-21,6231321600
2010-12-22,6257735680
2010-12-23,6262538240
2010-12-27,6267340800
2010-12-28,6276945920
2010-12-29,6281748480
2010-12-30,6288952320
2010-12-31,6300958720
2011-01-03,6298557440
2011-01-04,6300958720
2011-01-05,6231321600
2011-01-06,6216913920
2011-01-07,6200104960
2011-01-10,6190499840
2011-01-11,6207308800
2011-01-12,6231321600
2011-01-13,6238525440
2011-01-14,6286551040
2011-01-18,6252933120
2011-01-19,6236124160
2011-01-20,6279347200
2011-01-21,6293754880
2011-01-24,6317767680
2011-01-25,6312965120
2011-01-26,6298557440
2011-01-27,6284149760
2011-01-28,6228920320
2011-01-31,6252933120
2011-02-01,6353786880
2011-02-02,6310563840
2011-02-03,6240926720
2011-02-04,6257735680
2011-02-07,6341780480
2011-02-08,6409016320
2011-02-09,6411417600
2011-02-10,6418621440
2011-02-11,6397009920
2011-02-14,6375398400
2011-02-15,6382602240
2011-02-16,6404213760
2011-02-17,6360990720
2011-02-18,6399411200
2011-02-22,6401812480
2011-02-23,6344181760
2011-02-24,6360990720
2011-02-25,6413818880
2011-02-28,6392207360
2011-03-01,6375398400
2011-03-02,6397009920
2011-03-03,6454640640
2011-03-04,6440232960
2011-03-07,6435430400
2011-03-08,6488258560
2011-03-09,6493061120
2011-03-10,6418621440
2011-03-11,6454640640
2011-03-14,6363392000
2011-03-15,6236124160
2011-03-16,6077639680
2011-03-17,6154480640
2011-03-18,6171289600
2011-03-21,6272143360
2011-03-22,6288952320
2011-03-23,6248130560
2011-03-24,6298557440
2011-03-25,6303360000
2011-03-28,6288952320
2011-03-29,6336977920
2011-03-30,6454640640
2011-03-31,6404351250
2011-04-01,6442657650
2011-04-04,6454628400
2011-04-05,6433081050
2011-04-06,6476175750
2011-04-07,6399562950
2011-04-08,6399562950
2011-04-11,6344497500
2011-04-12,6294220350
2011-04-13,6282249600
2011-04-14,6322950150
2011-04-15,6437869350
2011-04-18,6368439000
2011-04-19,6339709200
2011-04-20,6401957100
2011-04-21,6399562950
2011-04-25,6454628400
2011-04-26,6502511400
2011-04-27,6571941750
2011-04-28,6598277400
2011-04-29,6595883250
2011-05-02,6607854000
2011-05-03,6643766250
2011-05-04,6557576850
2011-05-05,6507299700
2011-05-06,6567153450
2011-05-09,6586306650
2011-05-10,6631795500
2011-05-11,6583912500
2011-05-12,6605459850
2011-05-13,6598277400
2011-05-16,6583912500
2011-05-17,6579124200
2011-05-18,6571941750
2011-05-19,6591094950
2011-05-20,6627007200
2011-05-23,6555182700
2011-05-24,6548000250
2011-05-25,6531241200
2011-05-26,6528847050
2011-05-27,6545606100
2011-05-31,6605459850
2011-06-01,6490540650
2011-06-02,6435475200
2011-06-03,6382803900
2011-06-06,6339709200
2011-06-07,6330132600
2011-06-08,6334920900
2011-06-09,6351679950
2011-06-10,6296614500
2011-06-13,6308585250
2011-06-14,6334920900
2011-06-15,6296614500
2011-06-16,6325344300
2011-06-17,6370833150
2011-06-20,6378015600
2011-06-21,6358862400
2011-06-22,6291826200
2011-06-23,6217607550
2011-06-24,6215213400
2011-06-27,6255913950
2011-06-28,6234366600
2011-06-29,6260702250
2011-06-30,6333569800
2011-07-01,6398246950
2011-07-05,6352733400
2011-07-06,6376687900
2011-07-07,6369501550
2011-07-08,6326383450
2011-07-11,6232960900
2011-07-12,6254519950
2011-07-13,6232960900
2011-07-14,6213797300
2011-07-15,6240147250
2011-07-18,6175470100
2011-07-19,6223379100
2011-07-20,6216192750
2011-07-21,6328778900
2011-07-22,6256915400
2011-07-25,6237751800
2011-07-26,6206610950
2011-07-27,6161097400
2011-07-28,6113188400
2011-07-29,6072465750
2011-08-01,6038929450
2011-08-02,5945506900
2011-08-03,5950297800
2011-08-04,5739498200
2011-08-05,5806570800
2011-08-08,5461626000
2011-08-09,5715543700
2011-08-10,5475998700
2011-08-11,5746684550
2011-08-12,5722730050
2011-08-15,5928738750
2011-08-16,5902388800
2011-08-17,5983834100
2011-08-18,5902388800
2011-08-19,5840107100
2011-08-22,5852084350
2011-08-23,5998206800
2011-08-24,6139538350
2011-08-25,6053302150
2011-08-26,6113188400
2011-08-29,6237751800
2011-08-30,6252124500
2011-08-31,6290451700
2011-09-01,6288056250
2011-09-02,6187447350
2011-09-06,6086838450
2011-09-07,6244938150
2011-09-08,6194633700
2011-09-09,6026952200
2011-09-12,6036534000
2011-09-13,6098815700
2011-09-14,6165888300
2011-09-15,6259310850
2011-09-16,6386269700
2011-09-19,6297638050
2011-09-20,6359919750
2011-09-21,6149120150
2011-09-22,5955088700
2011-09-23,6010184050
2011-09-26,6070070300
2011-09-27,6108397500
2011-09-28,6053302150
2011-09-29,6158701950
2011-09-30,6194574500
2011-10-03,5994904720
2011-10-04,5987687740
2011-10-05,6016555660
2011-10-06,6134433000
2011-10-07,6124810360
2011-10-10,6254716000
2011-10-11,6228253740
2011-10-12,6172923560
2011-10-13,6225848080
2011-10-14,6285989580
2011-10-17,6293206560
2011-10-18,6370187680
2011-10-19,6391838620
2011-10-20,6442357480
2011-10-21,6560234820
2011-10-24,6540989540
2011-10-25,6478442380
2011-10-26,6519338600
2011-10-27,6577074440
2011-10-28,6512121620
2011-10-31,6464008420
2011-11-01,6254716000
2011-11-02,6374999000
2011-11-03,6437546160
2011-11-04,6444763140
2011-11-07,6468819740
2011-11-08,6538583880
2011-11-09,6348536740
2011-11-10,6382215980
2011-11-11,6492876340
2011-11-14,6408678240
2011-11-15,6413489560
2011-11-16,6329291460
2011-11-17,6283583920
2011-11-18,6396649940
2011-11-21,6264338640
2011-11-22,6194574500
2011-11-23,6105565080
2011-11-25,6119999040
2011-11-28,6177734880
2011-11-29,6213819780
2011-11-30,6399055600
2011-12-01,6399055600
2011-12-02,6365376360
2011-12-05,6413489560
2011-12-06,6444763140
2011-12-07,6379810320
2011-12-08,6254716000
2011-12-09,6319668820
2011-12-12,6249904680
2011-12-13,6346131080
2011-12-14,6245093360
2011-12-15,6346131080
2011-12-16,6355753720
2011-12-19,6261932980
2011-12-20,6389432960
2011-12-21,6536178220
2011-12-22,6509715960
2011-12-23,6569857460
2011-12-27,6615565000
2011-12-28,6553017840
2011-12-29,6656461220
2011-12-30,6615565000
2012-01-03,6596319720
2012-01-04,6649244240
2012-01-05,6680517820
2012-01-06,6719008380
2012-01-09,6721414040
2012-01-10,6743064980
2012-01-11,6675706500
2012-01-12,6678112160
2012-01-13,6666083860
2012-01-17,6726225360
2012-01-18,6680517820
2012-01-19,6692546120
2012-01-20,6771932900
2012-01-23,6762310260
2012-01-24,6762310260
2012-01-25,6880187600
2012-01-26,6998064940
2012-01-27,6937923440
2012-01-30,6853725340
2012-01-31,6844102700
2012-02-01,6952357400
2012-02-02,6930706460
2012-02-03,7012498900
2012-02-06,6911461180
2012-02-07,7017310220
2012-02-08,7014904560
2012-02-09,6998064940
2012-02-10,6916272500
2012-02-13,6918678160
2012-02-14,6916272500
2012-02-15,6911461180
2012-02-16,6971602680
2012-02-17,7014904560
2012-02-21,7005281920
2012-02-22,7010093240
2012-02-23,6937923440
2012-02-24,6981225320
2012-02-27,6964385700
2012-02-28,7022121540
2012-02-29,7125564920
2012-03-01,7132781900
2012-03-02,7084668700
2012-03-05,7084668700
2012-03-06,7014904560
2012-03-07,7010093240
2012-03-08,7031744180
2012-03-09,7118347940
2012-03-12,7176083780
2012-03-13,7212168680
2012-03-14,7106319640
2012-03-15,7115942280
2012-03-16,7063017760
2012-03-19,7000470600
2012-03-20,7060612100
2012-03-21,7079857380
2012-03-22,7012498900
2012-03-23,6993253620
2012-03-26,7050989460
2012-03-27,7103913980
2012-03-28,7019715880
2012-03-29,7127970580
2012-03-30,7212168680
2012-04-02,7371680370
2012-04-03,7509130740
2012-04-04,7494662280
2012-04-05,7526010610
2012-04-09,7509130740
2012-04-10,7475371000
2012-04-11,7557358940
2012-04-12,7583884450
2012-04-13,7523599200
2012-04-16,7617644190
2012-04-17,7721334820
2012-04-18,7651403930
2012-04-19,7656226750
2012-04-20,7776797250
2012-04-23,7651403930
2012-04-24,7728569049
2012-04-25,7730980460
2012-04-26,7706866360
2012-04-27,7812968400
2012-04-30,7805734169
2012-05-01,7844316730
2012-05-02,7702043540
2012-05-03,7771974429
2012-05-04,7827436860
2012-05-07,7841905320
2012-05-08,7805734169
2012-05-09,7740626100
2012-05-10,7834671090
2012-05-11,7825025450
2012-05-14,7805734169
2012-05-15,7747860330
2012-05-16,7706866360
2012-05-17,7682752260
2012-05-18,7648992520
2012-05-21,7721334820
2012-05-22,7718923409
2012-05-23,7646581110
2012-05-24,7723746230
2012-05-25,7759917380
2012-05-29,7805734169
2012-05-30,7784031480
2012-05-31,7837082500
2012-06-01,7726157640
2012-06-04,7757505970
2012-06-05,7726157640
2012-06-06,7882899289
2012-06-07,7979355690
2012-06-08,8046875169
2012-06-11,8020349659
2012-06-12,8073400679
2012-06-13,8085457730
2012-06-14,8138508750
2012-06-15,8181914130
2012-06-18,8288016169
2012-06-19,8350712830
2012-06-20,8261490659
2012-06-21,8181914130
2012-06-22,8102337600
2012-06-25,8032406710
2012-06-26,8165034260
2012-06-27,8196382590
2012-06-28,8222908100
2012-06-29,8304896039
2012-07-02,17058658800
2012-07-03,17029162560
2012-07-05,16906261560
2012-07-06,16891513440
2012-07-09,16837437000
2012-07-10,16739116199
2012-07-11,16827604919
2012-07-12,16817772840
2012-07-13,16970170080
2012-07-16,16876765320
2012-07-17,17083239000
2012-07-18,17270048520
2012-07-19,17309376840
2012-07-20,17378201400
2012-07-23,17063574840
2012-07-24,16906261560
2012-07-25,16734200160
2012-07-26,17127483360
2012-07-27,17417529720
2012-07-30,17417529720
2012-07-31,17309376840
2012-08-01,17225804160
2012-08-02,17019330479
2012-08-03,17260216440
2012-08-06,17137315440
2012-08-07,17073406919
2012-08-08,16935757800
2012-08-09,16930841759
2012-08-10,16970170080
2012-08-13,16862017199
2012-08-14,17043910680
2012-08-15,17029162560
2012-08-16,16940673840
2012-08-17,16896429479
2012-08-20,16921009680
2012-08-21,16655543520
2012-08-22,16655543520
2012-08-23,16458901919
2012-08-24,16512978360
2012-08-27,16527726479
2012-08-28,16404825479
2012-08-29,16429405680
2012-08-30,16321252800
2012-08-31,16272092400
2012-09-04,16257344280
2012-09-05,16159023479
2012-09-06,16414657560
2012-09-07,16375329240
2012-09-10,16365497160
2012-09-11,16370413199
2012-09-12,16291756560
2012-09-13,16522810440
2012-09-14,16168855560
2012-09-17,16090198919
2012-09-18,15898473360
2012-09-19,15913221479
2012-09-20,15923053560
2012-09-21,15864061080
2012-09-24,15977130000
2012-09-25,15982046039
2012-09-26,15765740280
2012-09-27,15746076120
2012-09-28,15854229000
2012-10-01,16002924800
2012-10-02,16121758400
2012-10-03,16354474200
2012-10-04,16438648000
2012-10-05,16507967600
2012-10-08,16567384400
2012-10-09,16522821799
2012-10-10,16527773200
2012-10-11,16587190000
2012-10-12,16557481599
2012-10-15,16720877800
2012-10-16,16805051599
2012-10-17,16923885200
2012-10-18,16923885200
2012-10-19,16780294600
2012-10-22,16859516999
2012-10-23,16775343200
2012-10-24,16750586200
2012-10-25,16993204800
2012-10-26,17077378600
2012-10-31,17270483200
2012-11-01,17082330000
2012-11-02,17116989800
2012-11-05,16894176799
2012-11-06,17022913200
2012-11-07,16587190000
2012-11-08,16354474200
2012-11-09,16285154600
2012-11-12,16285154600
2012-11-13,16389134000
2012-11-14,16265349000
2012-11-15,16141564000
2012-11-16,16359425600
2012-11-19,16319814400
2012-11-20,16483210600
2012-11-21,16413891000
2012-11-23,16354474200
2012-11-26,16532724600
2012-11-27,16493113400
2012-11-28,16706023600
2012-11-29,16780294600
2012-11-30,16938739400
2012-12-03,16998156200
2012-12-04,16894176799
2012-12-05,17404171000
2012-12-06,17701255000
2012-12-07,17661643800
2012-12-10,17631935400
2012-12-11,17711157800
2012-12-12,17666595200
2012-12-13,17686400800
2012-12-14,17701255000
2012-12-17,18008241800
2012-12-18,17983484800
2012-12-19,17889408200
2012-12-20,17815137200
2012-12-21,17815137200
2012-12-24,17755720400
2012-12-26,17577470000
2012-12-27,17513101800
2012-12-28,17379414000
2012-12-31,17537944428
2013-01-02,17844499983
2013-01-03,17790111095
2013-01-04,17799999984
2013-01-07,17765388872
2013-01-08,17513222206
2013-01-09,17646722206
2013-01-10,17765388872
2013-01-11,17760444428
2013-01-14,17864277761
2013-01-15,17973055539
2013-01-16,17854388872
2013-01-17,17968111094
2013-01-18,18096666650
2013-01-22,18294444428
2013-01-23,18220277761
2013-01-24,18289499983
2013-01-25,18383444427
2013-01-28,18437833316
2013-01-29,18521888872
2013-01-30,18561444427
2013-01-31,18556499983
2013-02-01,18724611094
2013-02-04,18665277761
2013-02-05,18734499983
2013-02-06,18724611094
2013-02-07,18709777760
2013-02-08,18823499983
2013-02-11,18729555538
2013-02-12,18749333316
2013-02-13,18872944427
2013-02-14,18630666649
2013-02-15,18694944427
2013-02-19,18902611094
2013-02-20,18783944427
2013-02-21,18749333316
2013-02-22,18981722205
2013-02-25,18724611094
2013-02-26,19050944427
2013-02-27,19209166649
2013-02-28,19223999982
2013-03-01,19397055538
2013-03-04,19525611093
2013-03-05,19664055537
2013-03-06,19589888871
2013-03-07,19401999982
2013-03-08,19441555538
2013-03-11,19584944426
2013-03-12,19481111093
2013-03-13,19510777760
2013-03-14,19589888871
2013-03-15,19535499982
2013-03-18,19471222204
2013-03-19,19565166649
2013-03-20,19753055537
2013-03-21,19599777760
2013-03-22,19743166648
2013-03-25,19584944426
2013-03-26,19822277759
2013-03-27,19668999982
2013-03-28,19762944426
2013-04-01,19861318800
2013-04-02,20030309000
2013-04-03,19975635700
2013-04-04,20169477400
2013-04-05,20268883400
2013-04-08,20512428100
2013-04-09,20323556700
2013-04-10,20398111200
2013-04-11,20482606300
2013-04-12,20482606300
2013-04-15,20124744700
2013-04-16,20204269500
2013-04-17,20189358600
2013-04-18,20194328900
2013-04-19,20517398400
2013-04-22,20398111200
2013-04-23,20268883400
2013-04-24,20268883400
2013-04-25,20258942800
2013-04-26,20323556700
2013-04-29,20497517200
2013-04-30,20591952900
2013-05-01,20403081500
2013-05-02,20691358900
2013-05-03,20850408500
2013-05-06,20567101400
2013-05-07,20711240100
2013-05-08,20582012300
2013-05-09,20348408200
2013-05-10,20278824000
2013-05-13,20268883400
2013-05-14,20452784500
2013-05-15,20760943100
2013-05-16,20626745000
2013-05-17,20989576900
2013-05-20,21024369000
2013-05-21,20830527300
2013-05-22,20288764600
2013-05-23,19751972200
2013-05-24,19781794000
2013-05-28,20408051800
2013-05-29,20070071400
2013-05-30,20298705200
2013-05-31,20204269500
2013-06-03,20219180400
2013-06-04,19911021800
2013-06-05,19612803800
2013-06-06,19896110900
2013-06-07,19930903000
2013-06-10,19826526700
2013-06-11,19766883100
2013-06-12,19473635400
2013-06-13,19876229700
2013-06-14,19970665400
2013-06-17,20055160500
2013-06-18,20393140900
2013-06-19,20139655600
2013-06-20,19563100800
2013-06-21,19781794000
2013-06-24,19940843600
2013-06-25,20129715000
2013-06-26,20472665700
2013-06-27,20487576600
2013-06-28,20318586400
2013-07-01,20038453757
2013-07-02,19998655438
2013-07-03,19983731068
2013-07-05,19834487371
2013-07-08,19993680648
2013-07-09,20137949555
2013-07-10,20307092412
2013-07-11,20670252076
2013-07-12,20839394932
2013-07-15,21257277285
2013-07-16,20983663840
2013-07-17,21103058798
2013-07-18,21381647033
2013-07-19,21605512579
2013-07-22,21426420142
2013-07-23,21605512579
2013-07-24,21381647033
2013-07-25,21670184847
2013-07-26,21700033587
2013-07-29,21660235268
2013-07-30,21680134427
2013-07-31,21799529385
2013-08-01,22013445351
2013-08-02,22038319301
2013-08-05,21754756276
2013-08-06,21804504175
2013-08-07,21859226864
2013-08-08,21764705856
2013-08-09,21496067201
2013-08-12,21426420142
2013-08-13,21366722663
2013-08-14,21267226865
2013-08-15,20839394932
2013-08-16,20615529387
2013-08-19,20421512580
2013-08-20,20700100815
2013-08-21,20511058798
2013-08-22,20729949554
2013-08-23,20894117622
2013-08-26,20779697454
2013-08-27,20834420143
2013-08-28,20998588210
2013-08-29,20889142832
2013-08-30,20998588210
2013-09-03,20744873924
2013-09-04,20710050395
2013-09-05,20595630227
2013-09-06,20794621823
2013-09-09,20774722664
2013-09-10,20799596613
2013-09-11,20884168042
2013-09-12,20983663840
2013-09-13,21063260478
2013-09-16,21197579806
2013-09-17,21411495772
2013-09-18,22083092410
2013-09-19,21849277284
2013-09-20,21580638629
2013-09-23,21899025183
2013-09-24,21819428545
2013-09-25,21570689049
2013-09-26,21650285688
2013-09-27,21545815100
2013-09-30,21395377600
2013-10-01,21335390560
2013-10-02,21400376520
2013-10-03,21350387320
2013-10-04,21370383000
2013-10-07,21360385160
2013-10-08,21350387320
2013-10-09,21305397040
2013-10-10,21810287960
2013-10-11,21870275000
2013-10-14,21760298760
2013-10-15,21410374360
2013-10-16,21920264200
2013-10-17,22370167000
2013-10-18,22600117320
2013-10-21,22435152960
2013-10-22,22685098960
2013-10-23,22650106520
2013-10-24,22515135680
2013-10-25,22800074120
2013-10-28,22785077360
2013-10-29,23020026600
2013-10-30,22950041720
2013-10-31,22780078440
2013-11-01,22925047120
2013-11-04,22980035240
2013-11-05,22615114080
2013-11-06,22990033080
2013-11-07,22530132440
2013-11-08,22405159440
2013-11-11,22405159440
2013-11-12,22205202640
2013-11-13,22370167000
2013-11-14,22495140000
2013-11-15,22785077360
2013-11-18,22745086000
2013-11-19,22625111920
2013-11-20,22325176720
2013-11-21,22450149720
2013-11-22,22370167000
2013-11-25,22330175640
