,AES
2009-04-16,4502250000
2009-04-17,4635650000
2009-04-20,4375520000
2009-04-21,4568950000
2009-04-22,4468900000
2009-04-23,4462230000
2009-04-24,4615640000
2009-04-27,4368850000
2009-04-28,4388860000
2009-04-29,4515590000
2009-04-30,4715690000
2009-05-01,5155910000
2009-05-04,5409370000
2009-05-05,5482740000
2009-05-06,5489410000
2009-05-07,5429380000
2009-05-08,6416539999
2009-05-11,6016340000
2009-05-12,5996330000
2009-05-13,5582789999
2009-05-14,6103050000
2009-05-15,5702850000
2009-05-18,6016340000
2009-05-19,6369850000
2009-05-20,5909620000
2009-05-21,5789560000
2009-05-22,5749539999
2009-05-26,5996330000
2009-05-27,5916289999
2009-05-28,6343170000
2009-05-29,6663330000
2009-06-01,7123560000
2009-06-02,7016840000
2009-06-03,6690010000
2009-06-04,6956810000
2009-06-05,6876770000
2009-06-08,6830080000
2009-06-09,6716690000
2009-06-10,6750039999
2009-06-11,6950140000
2009-06-12,7130230000
2009-06-15,6723360000
2009-06-16,6656660000
2009-06-17,6463230000
2009-06-18,6409870000
2009-06-19,6503250000
2009-06-22,6109720000
2009-06-23,6423210000
2009-06-24,7056860000
2009-06-25,7417039999
2009-06-26,7250289999
2009-06-29,7643820000
2009-06-30,7743870000
2009-07-01,7843920000
2009-07-02,7530429999
2009-07-06,7417039999
2009-07-07,7270300000
2009-07-08,7343670000
2009-07-09,7443720000
2009-07-10,7457060000
2009-07-13,7643820000
2009-07-14,7730530000
2009-07-15,8077370000
2009-07-16,8064030000
2009-07-17,7957310000
2009-07-20,8210770000
2009-07-21,8170750000
2009-07-22,8037350000
2009-07-23,8344170000
2009-07-24,8711020000
2009-07-27,8657660000
2009-07-28,8317490000
2009-07-29,8144070000
2009-07-30,8564280000
2009-07-31,8530929999
2009-08-03,8804400000
2009-08-04,8764380000
2009-08-05,8731030000
2009-08-06,8764380000
2009-08-07,9257960000
2009-08-10,9324660000
2009-08-11,8957810000
2009-08-12,9257960000
2009-08-13,9284640000
2009-08-14,9197930000
2009-08-17,8951140000
2009-08-18,9144570000
2009-08-19,9151240000
2009-08-20,9291310000
2009-08-21,9511420000
2009-08-24,9618140000
2009-08-25,9344670000
2009-08-26,9491410000
2009-08-27,9277970000
2009-08-28,9284640000
2009-08-31,9117890000
2009-09-01,8837750000
2009-09-02,8797730000
2009-09-03,8857760000
2009-09-04,9004500000
2009-09-08,9197930000
2009-09-09,9404700000
2009-09-10,9431380000
2009-09-11,9438050000
2009-09-14,9864930000
2009-09-15,9818240000
2009-09-16,9998330000
2009-09-17,9571450000
2009-09-18,9598130000
2009-09-21,9758210000
2009-09-22,10125060000
2009-09-23,9951640000
2009-09-24,9738200000
2009-09-25,9551440000
2009-09-28,9938300000
2009-09-29,10165080000
2009-09-30,9884940000
2009-10-01,9224610000
2009-10-02,9191260000
2009-10-05,9804900000
2009-10-06,9858260000
2009-10-07,9891610000
2009-10-08,9891610000
2009-10-09,9878270000
2009-10-12,9904950000
2009-10-13,9858260000
2009-10-14,10005000000
2009-10-15,9984990000
2009-10-16,9858260000
2009-10-19,10111720000
2009-10-20,9891610000
2009-10-21,10078370000
2009-10-22,9978320000
2009-10-23,9484740000
2009-10-26,9224610000
2009-10-27,9164580000
2009-10-28,8544270000
2009-10-29,9031180000
2009-10-30,8717690000
2009-11-02,8811070000
2009-11-03,8877770000
2009-11-04,8871100000
2009-11-05,9244620000
2009-11-06,9358010000
2009-11-09,9284640000
2009-11-10,9211270000
2009-11-11,9064530000
2009-11-12,8711020000
2009-11-13,8931130000
2009-11-16,9111220000
2009-11-17,8871100000
2009-11-18,8864430000
2009-11-19,8570950000
2009-11-20,8437550000
2009-11-23,8564280000
2009-11-24,8437550000
2009-11-25,8804400000
2009-11-27,8524260000
2009-11-30,8497580000
2009-12-01,8764380000
2009-12-02,8711020000
2009-12-03,8671000000
2009-12-04,8911120000
2009-12-07,8864430000
2009-12-08,8584289999
2009-12-09,8490910000
2009-12-10,8497580000
2009-12-11,8724360000
2009-12-14,8977820000
2009-12-15,9117890000
2009-12-16,9338000000
2009-12-17,9184590000
2009-12-18,9177920000
2009-12-21,9231280000
2009-12-22,9111220000
2009-12-23,9271300000
2009-12-24,9264630000
2009-12-28,9297980000
2009-12-29,9124560000
2009-12-30,9117890000
2009-12-31,9250450000
2010-01-04,9500650000
2010-01-05,9403350000
2010-01-06,9306050000
2010-01-07,9313000000
2010-01-08,9577100000
2010-01-11,9639650000
2010-01-12,9528450000
2010-01-13,9785600000
2010-01-14,9792550000
2010-01-15,9757800000
2010-01-19,9820350000
2010-01-20,9528450000
2010-01-21,9292150000
2010-01-22,9048900000
2010-01-25,9319950000
2010-01-26,9083650000
2010-01-27,8951600000
2010-01-28,8812600000
2010-01-29,8777850000
2010-02-01,8958550000
2010-02-02,9118400000
2010-02-03,8965500000
2010-02-04,8228800000
2010-02-05,8152350000
2010-02-08,8166250000
2010-02-09,8430350000
2010-02-10,8298300000
2010-02-11,8305249999
2010-02-12,8180150000
2010-02-16,8235750000
2010-02-17,8360850000
2010-02-18,8360850000
2010-02-19,8465100000
2010-02-22,8340000000
2010-02-23,8180150000
2010-02-24,8201000000
2010-02-25,8131499999
2010-02-26,8124550000
2010-03-01,7763150000
2010-03-02,7811800000
2010-03-03,8006400000
2010-03-04,7867400000
2010-03-05,8048100000
2010-03-08,7985550000
2010-03-09,7923000000
2010-03-10,7825700000
2010-03-11,8062000000
2010-03-12,8103700000
2010-03-15,8041150000
2010-03-16,8256600000
2010-03-17,8173200000
2010-03-18,8034200000
2010-03-19,7964700000
2010-03-22,7832650000
2010-03-23,7804850000
2010-03-24,7658900000
2010-03-25,7478200000
2010-03-26,7547700000
2010-03-29,7811800000
2010-03-30,7693650000
2010-03-31,7645000000
2010-04-01,7853500000
2010-04-05,8062000000
2010-04-06,8207950000
2010-04-07,7923000000
2010-04-08,7839600000
2010-04-09,7839600000
2010-04-12,7839600000
2010-04-13,7825700000
2010-04-14,8082850000
2010-04-15,8180150000
2010-04-16,8034200000
2010-04-19,8034200000
2010-04-20,8298300000
2010-04-21,8527650000
2010-04-22,8576300000
2010-04-23,8597150000
2010-04-26,8444250000
2010-04-27,8096750000
2010-04-28,8117600000
2010-04-29,8131499999
2010-04-30,8020299999
2010-05-03,8381700000
2010-05-04,8068950000
2010-05-05,7707550000
2010-05-06,7443450000
2010-05-07,6873550000
2010-05-10,7401750000
2010-05-11,7499049999
2010-05-12,7721450000
2010-05-13,7575500000
2010-05-14,7408700000
2010-05-17,7200200000
2010-05-18,6950000000
2010-05-19,6824900000
2010-05-20,6407900000
2010-05-21,6685899999
2010-05-24,6498250000
2010-05-25,6692850000
2010-05-26,6894400000
2010-05-27,7109850000
2010-05-28,7137650000
2010-06-01,6581650000
2010-06-02,6845750000
2010-06-03,6943050000
2010-06-04,6672000000
2010-06-07,6678950000
2010-06-08,6741499999
2010-06-09,6811000000
2010-06-10,7200200000
2010-06-11,7214100000
2010-06-14,7214100000
2010-06-15,7471250000
2010-06-16,7401750000
2010-06-17,7367000000
2010-06-18,7304450000
2010-06-21,7325299999
2010-06-22,7068150000
2010-06-23,6963900000
2010-06-24,6727600000
2010-06-25,6852700000
2010-06-28,6790150000
2010-06-29,6428750000
2010-06-30,7523999997
2010-07-01,7401857140
2010-07-02,7426285711
2010-07-06,7247142854
2010-07-07,8028857140
2010-07-08,7971857140
2010-07-09,8330142854
2010-07-12,8346428568
2010-07-13,8330142854
2010-07-14,8313857139
2010-07-15,8305714282
2010-07-16,8126571425
2010-07-19,8199857139
2010-07-20,8346428568
2010-07-21,8167285711
2010-07-22,8460428568
2010-07-23,8517428568
2010-07-26,8525571425
2010-07-27,8720999996
2010-07-28,8590714282
2010-07-29,8419714282
2010-07-30,8395285711
2010-08-02,8761714282
2010-08-03,8509285711
2010-08-04,8582571425
2010-08-05,8688428568
2010-08-06,8672142854
2010-08-09,9014142853
2010-08-10,9087428568
2010-08-11,8639571425
2010-08-12,8623285711
2010-08-13,8647714282
2010-08-16,8680285711
2010-08-17,8900142854
2010-08-18,8875714282
2010-08-19,8615142854
2010-08-20,8468571425
2010-08-23,8517428568
2010-08-24,8362714282
2010-08-25,8492999997
2010-08-26,8468571425
2010-08-27,8631428568
2010-08-30,8468571425
2010-08-31,8338285711
2010-09-01,8680285711
2010-09-02,8900142854
2010-09-03,9071142853
2010-09-07,8957142854
2010-09-08,8973428568
2010-09-09,9046714282
2010-09-10,8997857139
2010-09-13,9087428568
2010-09-14,9111857139
2010-09-15,8940857139
2010-09-16,8875714282
2010-09-17,8859428568
2010-09-20,9266571425
2010-09-21,9266571425
2010-09-22,9160714282
2010-09-23,9030428568
2010-09-24,9242142853
2010-09-27,9274714282
2010-09-28,9347999996
2010-09-29,9274714282
2010-09-30,8728150000
2010-10-01,8874260000
2010-10-04,8743530000
2010-10-05,8981920000
2010-10-06,9035750000
2010-10-07,9074200000
2010-10-08,9204930000
2010-10-11,9397180000
2010-10-12,9458700000
2010-10-13,9627880000
2010-10-14,9443320000
2010-10-15,9474080000
2010-10-18,9581740000
2010-10-19,9366420000
2010-10-20,9420250000
2010-10-21,9366420000
2010-10-22,9466390000
2010-10-25,9474080000
2010-10-26,9312590000
2010-10-27,9128030000
2010-10-28,9197240000
2010-10-29,9181860000
2010-11-01,9097270000
2010-11-02,9197240000
2010-11-03,9151100000
2010-11-04,9189550000
2010-11-05,9043440000
2010-11-08,9043440000
2010-11-09,8981920000
2010-11-10,8997300000
2010-11-11,8997300000
2010-11-12,8812740000
2010-11-15,8889640000
2010-11-16,8820430000
2010-11-17,8851190000
2010-11-18,8820430000
2010-11-19,8651250000
2010-11-22,8666630000
2010-11-23,8374410000
2010-11-24,8382100000
2010-11-26,8405170000
2010-11-29,8351340000
2010-11-30,8312890000
2010-12-01,8397480000
2010-12-02,8666630000
2010-12-03,8766600000
2010-12-06,8835810000
2010-12-07,8789670000
2010-12-08,8728150000
2010-12-09,8728150000
2010-12-10,8758910000
2010-12-13,8758910000
2010-12-14,8697390000
2010-12-15,8605110000
2010-12-16,8697390000
2010-12-17,8797360000
2010-12-20,9043440000
2010-12-21,9320280000
2010-12-22,9504840000
2010-12-23,9404870000
2010-12-27,9358730000
2010-12-28,9297210000
2010-12-29,9343350000
2010-12-30,9381800000
2010-12-31,9585660000
2011-01-03,9868980000
2011-01-04,9916200000
2011-01-05,10049990000
2011-01-06,10223130000
2011-01-07,10223130000
2011-01-10,10207390000
2011-01-11,10341180000
2011-01-12,10183780000
2011-01-13,10175910000
2011-01-14,10223130000
2011-01-18,10191650000
2011-01-19,10034250000
2011-01-20,10168040000
2011-01-21,10120820000
2011-01-24,10183780000
2011-01-25,10097210000
2011-01-26,9939810000
2011-01-27,9955550000
2011-01-28,9735190000
2011-01-31,9758800000
2011-02-01,9963420000
2011-02-02,9884720000
2011-02-03,9884720000
2011-02-04,9774540000
2011-02-07,9876850000
2011-02-08,9845370000
2011-02-09,9719450000
2011-02-10,9829630000
2011-02-11,9798150000
2011-02-14,9868980000
2011-02-15,9861110000
2011-02-16,9861110000
2011-02-17,10105080000
2011-02-18,10136560000
2011-02-22,9711580000
2011-02-23,9640750000
2011-02-24,9499090000
2011-02-25,9648620000
2011-02-28,9735190000
2011-03-01,10018510000
2011-03-02,10081470000
2011-03-03,10317570000
2011-03-04,10301830000
2011-03-07,10207390000
2011-03-08,10427750000
2011-03-09,10530060000
2011-03-10,10317570000
2011-03-11,10309700000
2011-03-14,10026380000
2011-03-15,9892590000
2011-03-16,9609270000
2011-03-17,10034250000
2011-03-18,9687970000
2011-03-21,9931940000
2011-03-22,9813890000
2011-03-23,9806020000
2011-03-24,9892590000
2011-03-25,10002770000
2011-03-28,9908330000
2011-03-29,10105080000
2011-03-30,10286090000
2011-03-31,10166000000
2011-04-01,10236380000
2011-04-04,10173820000
2011-04-05,10095620000
2011-04-06,10345860000
2011-04-07,10338040000
2011-04-08,10369320000
2011-04-11,10072160000
2011-04-12,9884480000
2011-04-13,9970500000
2011-04-14,9993960000
2011-04-15,10033060000
2011-04-18,9798460000
2011-04-19,9751540000
2011-04-20,10072160000
2011-04-21,10173820000
2011-04-25,10079980000
2011-04-26,10087800000
2011-04-27,10173820000
2011-04-28,10322400000
2011-04-29,10353680000
2011-05-02,10314580000
2011-05-03,10369320000
2011-05-04,10205100000
2011-05-05,10111260000
2011-05-06,10111260000
2011-05-09,10275480000
2011-05-10,10205100000
2011-05-11,10025240000
2011-05-12,9837560000
2011-05-13,9728080000
2011-05-16,9798460000
2011-05-17,9696800000
2011-05-18,9900120000
2011-05-19,10111260000
2011-05-20,10181640000
2011-05-23,9790640000
2011-05-24,9751540000
2011-05-25,9962680000
2011-05-26,9939220000
2011-05-27,9978320000
2011-05-31,10134720000
2011-06-01,9962680000
2011-06-02,9806280000
2011-06-03,9743720000
2011-06-06,9618600000
2011-06-07,9642060000
2011-06-08,9657700000
2011-06-09,9728080000
2011-06-10,9626420000
2011-06-13,9673340000
2011-06-14,9618600000
2011-06-15,9438740000
2011-06-16,9516940000
2011-06-17,9595140000
2011-06-20,9595140000
2011-06-21,9767180000
2011-06-22,9649880000
2011-06-23,9548220000
2011-06-24,9477840000
2011-06-27,9548220000
2011-06-28,9743720000
2011-06-29,9853200000
2011-06-30,9911720000
2011-07-01,10098440000
2011-07-05,9989520000
2011-07-06,10090660000
2011-07-07,10215140000
2011-07-08,10160680000
2011-07-11,9919500000
2011-07-12,9841700000
2011-07-13,9880600000
2011-07-14,9787240000
2011-07-15,9756120000
2011-07-18,9561620000
2011-07-19,9748340000
2011-07-20,9787240000
2011-07-21,9942840000
2011-07-22,9865040000
2011-07-25,10020640000
2011-07-26,9958400000
2011-07-27,9888380000
2011-07-28,9693880000
2011-07-29,9577180000
2011-08-01,9476040000
2011-08-02,9125940000
2011-08-03,9094820000
2011-08-04,8363500000
2011-08-05,8417960000
2011-08-08,7468800000
2011-08-09,7702200000
2011-08-10,7531040000
2011-08-11,8114540000
2011-08-12,8176780000
2011-08-15,8573560000
2011-08-16,8464640000
2011-08-17,8487980000
2011-08-18,8130099999
2011-08-19,7920040000
2011-08-22,7912260000
2011-08-23,8145660000
2011-08-24,8293480000
2011-08-25,7958940000
2011-08-26,8052300000
2011-08-29,8456859999
2011-08-30,8285700000
2011-08-31,8449080000
2011-09-01,8277920000
2011-09-02,8028960000
2011-09-06,8192339999
2011-09-07,8449080000
2011-09-08,8309040000
2011-09-09,8036740000
2011-09-12,8091200000
2011-09-13,8075640000
2011-09-14,8239020000
2011-09-15,8472420000
2011-09-16,8604680000
2011-09-19,8503540000
2011-09-20,8340160000
2011-09-21,8060080000
2011-09-22,7647740000
2011-09-23,7678859999
2011-09-26,7834460000
2011-09-27,7927820000
2011-09-28,7741099999
2011-09-29,7982280000
2011-09-30,7593280000
2011-10-03,7344320000
2011-10-04,7344320000
2011-10-05,7593280000
2011-10-06,7904480000
2011-10-07,7795560000
2011-10-10,8052300000
2011-10-11,7943380000
2011-10-12,8145660000
2011-10-13,8083420000
2011-10-14,8176780000
2011-10-17,7974500000
2011-10-18,8324599999
2011-10-19,8394619999
2011-10-20,8417960000
2011-10-21,8705820000
2011-10-24,8736940000
2011-10-25,8417960000
2011-10-26,8526880000
2011-10-27,8954780000
2011-10-28,9063700000
2011-10-31,8729160000
2011-11-01,8511320000
2011-11-02,8783620000
2011-11-03,9009240000
2011-11-04,9265980000
2011-11-07,9281540000
2011-11-08,9429360000
2011-11-09,8876980000
2011-11-10,8931440000
2011-11-11,9164840000
2011-11-14,9102600000
2011-11-15,9195960000
2011-11-16,9102600000
2011-11-17,8939220000
2011-11-18,9141500000
2011-11-21,8939220000
2011-11-22,8752500000
2011-11-23,8651360000
2011-11-25,8628020000
2011-11-28,8884760000
2011-11-29,9063700000
2011-11-30,9398240000
2011-12-01,9421580000
2011-12-02,9289320000
2011-12-05,9398240000
2011-12-06,9390460000
2011-12-07,9367120000
2011-12-08,8954780000
2011-12-09,9227080000
2011-12-12,9118160000
2011-12-13,9079260000
2011-12-14,8954780000
2011-12-15,9001460000
2011-12-16,8947000000
2011-12-19,8931440000
2011-12-20,9094820000
2011-12-21,9017020000
2011-12-22,9180400000
2011-12-23,9234860000
2011-12-27,9265980000
2011-12-28,9118160000
2011-12-29,9242640000
2011-12-30,9211520000
2012-01-03,9283920000
2012-01-04,9214980000
2012-01-05,9437120000
2012-01-06,9368180000
2012-01-09,9552020000
2012-01-10,9728200000
2012-01-11,9697560000
2012-01-12,9613300000
2012-01-13,9689900000
2012-01-17,9866080000
2012-01-18,9797140000
2012-01-19,9896720000
2012-01-20,10003960000
2012-01-23,9912040000
2012-01-24,9758840000
2012-01-25,10042260000
2012-01-26,9912040000
2012-01-27,9812460000
2012-01-30,9766500000
2012-01-31,9774160000
2012-02-01,9927360000
2012-02-02,9965660000
2012-02-03,9896720000
2012-02-06,9789480000
2012-02-07,9866080000
2012-02-08,9912040000
2012-02-09,9942680000
2012-02-10,9866080000
2012-02-13,10049920000
2012-02-14,10325680000
2012-02-15,10287380000
2012-02-16,10555480000
2012-02-17,10494200000
2012-02-21,10555480000
2012-02-22,10586120000
2012-02-23,10547820000
2012-02-24,10570800000
2012-02-27,10494200000
2012-02-28,10295040000
2012-02-29,10386960000
2012-03-01,10363980000
2012-03-02,10333340000
2012-03-05,10249080000
2012-03-06,9942680000
2012-03-07,9973320000
2012-03-08,10095880000
2012-03-09,10103540000
2012-03-12,10164820000
2012-03-13,10203120000
2012-03-14,9958000000
2012-03-15,10072900000
2012-03-16,10088220000
2012-03-19,10049920000
2012-03-20,10072900000
2012-03-21,10026940000
2012-03-22,9850760000
2012-03-23,9896720000
2012-03-26,10042260000
2012-03-27,10088220000
2012-03-28,9973320000
2012-03-29,9973320000
2012-03-30,10011620000
2012-04-02,9962560000
2012-04-03,10123000000
2012-04-04,10061880000
2012-04-05,9870880000
2012-04-09,9825040000
2012-04-10,9550000000
2012-04-11,9534720000
2012-04-12,9672240000
2012-04-13,9473600000
2012-04-16,9504160000
2012-04-17,9427760000
2012-04-18,9359000000
2012-04-19,9259680000
2012-04-20,9366640000
2012-04-23,9206200000
2012-04-24,9274960000
2012-04-25,9336080000
2012-04-26,9488880000
2012-04-27,9511800000
2012-04-30,9565280000
2012-05-01,9611120000
2012-05-02,9404840000
2012-05-03,9328440000
2012-05-04,9229120000
2012-05-07,9221480000
2012-05-08,9175640000
2012-05-09,9190920000
2012-05-10,9450680000
2012-05-11,9443040000
2012-05-14,9336080000
2012-05-15,9313160000
2012-05-16,9267320000
2012-05-17,9152720000
2012-05-18,9129800000
2012-05-21,9343720000
2012-05-22,9488880000
2012-05-23,9328440000
2012-05-24,9458320000
2012-05-25,9588200000
2012-05-29,9634040000
2012-05-30,9412480000
2012-05-31,9236760000
2012-06-01,9045760000
2012-06-04,9030480000
2012-06-05,9183280000
2012-06-06,9511800000
2012-06-07,9443040000
2012-06-08,9588200000
2012-06-11,9397200000
2012-06-12,9420120000
2012-06-13,9427760000
2012-06-14,9641680000
2012-06-15,9649320000
2012-06-18,9611120000
2012-06-19,9695160000
2012-06-20,9511800000
2012-06-21,9267320000
2012-06-22,9229120000
2012-06-25,9175640000
2012-06-26,9305520000
2012-06-27,9511800000
2012-06-28,9641680000
2012-06-29,9802120000
2012-07-02,9501840000
2012-07-03,9569070000
2012-07-05,9584010000
2012-07-06,9591480000
2012-07-09,9464490000
2012-07-10,9449550000
2012-07-11,9524250000
2012-07-12,9412200000
2012-07-13,9501840000
2012-07-16,9442080000
2012-07-17,9464490000
2012-07-18,9419670000
2012-07-19,9576540000
2012-07-20,9539190000
2012-07-23,9300150000
2012-07-24,9038700000
2012-07-25,8807130000
2012-07-26,8941590000
2012-07-27,8949060000
2012-07-30,9046170000
2012-07-31,9008820000
2012-08-01,8964000000
2012-08-02,9046170000
2012-08-03,9150750000
2012-08-06,8747370000
2012-08-07,8612910000
2012-08-08,8754840000
2012-08-09,8784720000
2012-08-10,8799660000
2012-08-13,8859420000
2012-08-14,8739900000
2012-08-15,8710020000
2012-08-16,8807130000
2012-08-17,8717490000
2012-08-20,8717490000
2012-08-21,8672670000
2012-08-22,8717490000
2012-08-23,8500860000
2012-08-24,8597970000
2012-08-27,8635320000
2012-08-28,8530740000
2012-08-29,8605440000
2012-08-30,8508330000
2012-08-31,8508330000
2012-09-04,8433629999
2012-09-05,8433629999
2012-09-06,8493389999
2012-09-07,8508330000
2012-09-10,8560620000
2012-09-11,8590500000
2012-09-12,8411220000
2012-09-13,8590500000
2012-09-14,8642790000
2012-09-17,8515800000
2012-09-18,8343990000
2012-09-19,8321580000
2012-09-20,8366399999
2012-09-21,8306639999
2012-09-24,8396280000
2012-09-25,8254350000
2012-09-26,8134830000
2012-09-27,8134830000
2012-09-28,8194590000
2012-10-01,8024400000
2012-10-02,8083840000
2012-10-03,8106130000
2012-10-04,8173000000
2012-10-05,8113560000
2012-10-08,8046690000
2012-10-09,8009540000
2012-10-10,7905520000
2012-10-11,7950099999
2012-10-12,7883230000
2012-10-15,7979820000
2012-10-16,8143280000
2012-10-17,8247300000
2012-10-18,8284450000
2012-10-19,8202719999
2012-10-22,8031830000
2012-10-23,7972390000
2012-10-24,7794070000
2012-10-25,7764349999
2012-10-26,7764349999
2012-10-31,7764349999
2012-11-01,7831219999
2012-11-02,7920380000
2012-11-05,7704909999
2012-11-06,7786640000
2012-11-07,7482010000
2012-11-08,7541450000
2012-11-09,7400280000
2012-11-12,7363130000
2012-11-13,7236820000
2012-11-14,7266540000
2012-11-15,7221960000
2012-11-16,7348270000
2012-11-19,7407710000
2012-11-20,7370560000
2012-11-21,7407710000
2012-11-23,7504300000
2012-11-26,7578599999
2012-11-27,7556310000
2012-11-28,7727200000
2012-11-29,7742060000
2012-11-30,7927810000
2012-12-03,7853510000
2012-12-04,7964960000
2012-12-05,8068980000
2012-12-06,8054120000
2012-12-07,8068980000
2012-12-10,7964960000
2012-12-11,7964960000
2012-12-12,7979820000
2012-12-13,8002110000
2012-12-14,7979820000
2012-12-17,8098700000
2012-12-18,8210150000
2012-12-19,8106130000
2012-12-20,8187860000
2012-12-21,8098700000
2012-12-24,8024400000
2012-12-26,8002110000
2012-12-27,7905520000
2012-12-28,7808930000
2012-12-31,7971499999
2013-01-02,8195000000
2013-01-03,8150300000
2013-01-04,8343999999
2013-01-07,8083250000
2013-01-08,8083250000
2013-01-09,8120500000
2013-01-10,8262050000
2013-01-11,8276950000
2013-01-14,8217350000
2013-01-15,8195000000
2013-01-16,8157749999
2013-01-17,8247150000
2013-01-18,8299300000
2013-01-22,8425950000
2013-01-23,8351450000
2013-01-24,8262050000
2013-01-25,8262050000
2013-01-28,8083250000
2013-01-29,7971499999
2013-01-30,8105600000
2013-01-31,8075800000
2013-02-01,8232250000
2013-02-04,8135400000
2013-02-05,8187550000
2013-02-06,8239700000
2013-02-07,8276950000
2013-02-08,8247150000
2013-02-11,8343999999
2013-02-12,8425950000
2013-02-13,8448300000
2013-02-14,8351450000
2013-02-15,8321650000
2013-02-19,8470649999
2013-02-20,8470649999
2013-02-21,8239700000
2013-02-22,8366350000
2013-02-25,8120500000
2013-02-26,8157749999
2013-02-27,8671800000
2013-02-28,8656900000
2013-03-01,8887850000
2013-03-04,8954900000
2013-03-05,9074100000
2013-03-06,9208200000
2013-03-07,9178400000
2013-03-08,9185850000
2013-03-11,9319950000
2013-03-12,9349750000
2013-03-13,9416800000
2013-03-14,9364650000
2013-03-15,9312500000
2013-03-18,9230550000
2013-03-19,9275250000
2013-03-20,9446600000
2013-03-21,9252900000
2013-03-22,9245450000
2013-03-25,9163500000
2013-03-26,9230550000
2013-03-27,9342300000
2013-03-28,9364650000
2013-04-01,9344970000
2013-04-02,9344970000
2013-04-03,9307620000
2013-04-04,9359910000
2013-04-05,9285210000
2013-04-08,9404730000
2013-04-09,9442080000
2013-04-10,9598950000
2013-04-11,9658710000
2013-04-12,9785700000
2013-04-15,9479430000
2013-04-16,9613890000
2013-04-17,9442080000
2013-04-18,9427140000
2013-04-19,9613890000
2013-04-22,9651240000
2013-04-23,9823050000
2013-04-24,9890280000
2013-04-25,10054620000
2013-04-26,10062090000
2013-04-29,10204020000
2013-04-30,10353420000
2013-05-01,10308600000
2013-05-02,10331010000
2013-05-03,10323540000
2013-05-06,10331010000
2013-05-07,10428120000
2013-05-08,10383300000
2013-05-09,9875340000
2013-05-10,9942570000
2013-05-13,9718470000
2013-05-14,9808110000
2013-05-15,9770760000
2013-05-16,9606420000
2013-05-17,9703530000
2013-05-20,9658710000
2013-05-21,9711000000
2013-05-22,9591480000
2013-05-23,9636300000
2013-05-24,9457020000
2013-05-28,9277740000
2013-05-29,9240390000
2013-05-30,9195570000
2013-05-31,9113400000
2013-06-03,9180630000
2013-06-04,9173160000
2013-06-05,9016290000
2013-06-06,9173160000
2013-06-07,9344970000
2013-06-10,9158220000
2013-06-11,9195570000
2013-06-12,9098460000
2013-06-13,9255330000
2013-06-14,9232920000
2013-06-17,9150750000
2013-06-18,9090990000
2013-06-19,8724960000
2013-06-20,8538210000
2013-06-21,8575560000
2013-06-24,8523270000
2013-06-25,8717490000
2013-06-26,8896770000
2013-06-27,8934120000
2013-06-28,8956530000
2013-07-01,8829800000
2013-07-02,8763020000
2013-07-03,8777860000
2013-07-05,8800120000
2013-07-08,8844640000
2013-07-09,8926260000
2013-07-10,9096920000
2013-07-11,9297260000
2013-07-12,9349200000
2013-07-15,9549540000
2013-07-16,9475340000
2013-07-17,9453080000
2013-07-18,9460500000
2013-07-19,9519860000
2013-07-22,9408560000
2013-07-23,9467920000
2013-07-24,9215640000
2013-07-25,9237900000
2013-07-26,9260160000
2013-07-29,9200800000
2013-07-30,9185960000
2013-07-31,9230480000
2013-08-01,9393720000
2013-08-02,9393720000
2013-08-05,9482760000
2013-08-06,9467920000
2013-08-07,9549540000
2013-08-08,9742460000
2013-08-09,9712780000
2013-08-12,9705360000
2013-08-13,9623740000
2013-08-14,9638580000
2013-08-15,9505020000
2013-08-16,9393720000
2013-08-19,9267580000
2013-08-20,9415980000
2013-08-21,9364040000
2013-08-22,9556960000
2013-08-23,9579220000
2013-08-26,9608900000
2013-08-27,9445660000
2013-08-28,9542120000
2013-08-29,9482760000
2013-08-30,9430820000
2013-09-03,9423400000
2013-09-04,9378880000
2013-09-05,9430820000
2013-09-06,9712780000
2013-09-09,9861180000
2013-09-10,10068940000
2013-09-11,9965060000
2013-09-12,9927960000
2013-09-13,9846340000
2013-09-16,9905700000
2013-09-17,9883440000
2013-09-18,10128300000
2013-09-19,10083780000
2013-09-20,9927960000
2013-09-23,10024420000
2013-09-24,10031840000
2013-09-25,10024420000
2013-09-26,10083780000
2013-09-27,9994740000
2013-09-30,9874470000
2013-10-01,9941340000
2013-10-02,9919050000
2013-10-03,9844750000
2013-10-04,9941340000
2013-10-07,9874470000
2013-10-08,9881900000
2013-10-09,9822460000
2013-10-10,10067650000
2013-10-11,10171670000
2013-10-14,10260830000
2013-10-15,10060220000
2013-10-16,10216250000
2013-10-17,10446580000
2013-10-18,10558030000
2013-10-21,10565460000
2013-10-22,10624900000
2013-10-23,10439150000
2013-10-24,10454010000
2013-10-25,10632330000
2013-10-28,10662050000
2013-10-29,10624900000
2013-10-30,10580320000
2013-10-31,10468870000
2013-11-01,10394570000
2013-11-04,10491160000
2013-11-05,10372280000
2013-11-06,10439150000
2013-11-07,10179100000
2013-11-08,10558030000
2013-11-11,10818080000
2013-11-12,11040980000
2013-11-13,11226730000
2013-11-14,11293600000
2013-11-15,11353040000
2013-11-18,11115280000
2013-11-19,10922100000
2013-11-20,10840370000
2013-11-21,10870090000
2013-11-22,10862660000
2013-11-25,10795790000
2013-11-26,10721490000
2013-11-27,10751210000
2013-11-29,10825510000
