,VRSK
2019-01-11,18316810035
2019-01-14,18181081508
2019-01-15,18416562326
2019-01-16,18475432531
2019-01-17,18504867633
2019-01-18,18920229632
2019-01-22,19018346639
2019-01-23,19101746096
2019-01-24,18993817387
2019-01-25,19172063285
2019-01-28,19006899655
2019-01-29,19006899655
2019-01-30,19214580655
2019-01-31,19199863103
2019-02-01,19422261654
2019-02-04,19517108095
2019-02-05,19611954535
2019-02-06,19564531315
2019-02-07,19664283606
2019-02-08,19947187645
2019-02-11,19965175763
2019-02-12,20228456400
2019-02-13,20264432636
2019-02-14,20251350368
2019-02-15,20503184021
2019-02-19,20347832092
2019-02-20,20086186739
2019-02-21,20364184927
2019-02-22,20445949100
2019-02-25,20478654769
2019-02-26,20498278171
2019-02-27,20566960076
2019-02-28,20674888784
2019-03-01,20720676721
2019-03-04,20589854044
2019-03-05,20681429918
2019-03-06,20710865020
2019-03-07,20699418036
2019-03-08,20606206879
2019-03-11,20818793729
2019-03-12,20974145657
2019-03-13,21055909830
2019-03-14,20952886972
2019-03-15,21001945476
2019-03-18,21044462846
2019-03-19,21073897949
2019-03-20,20979051508
2019-03-21,21219438176
2019-03-22,21077168515
2019-03-25,21224344027
2019-03-26,21538318451
2019-03-27,21554671286
2019-03-28,21718199632
2019-03-29,21749270018
2019-04-01,21980972813
2019-04-02,22090681184
2019-04-03,22319922557
2019-04-04,22221676254
2019-04-05,22190564925
2019-04-08,22167640788
2019-04-09,22129979705
2019-04-10,22066119608
2019-04-11,22234775762
2019-04-12,22429630929
2019-04-15,22572088068
2019-04-16,22357583640
2019-04-17,22423081175
2019-04-18,22595012205
2019-04-22,22537701862
2019-04-23,22837353085
2019-04-24,22842265401
2019-04-25,22726007276
2019-04-26,22902850621
2019-04-29,22984722540
2019-04-30,23110805295
2019-05-01,22904488059
2019-05-02,22981447663
2019-05-03,23449755039
2019-05-06,23479228930
2019-05-07,23006009239
2019-05-08,23015833869
2019-05-09,23006009239
2019-05-10,23035483129
2019-05-13,22675246686
2019-05-14,22812791510
2019-05-15,23051857513
2019-05-16,23272911694
2019-05-17,23246712680
2019-05-20,23137004309
2019-05-21,23446480163
2019-05-22,23556188534
2019-05-23,23277824010
2019-05-24,23286011201
2019-05-28,23254899872
2019-05-29,22870101853
2019-05-30,23009284115
2019-05-31,22924137320
2019-06-03,22961798402
2019-06-04,23225425981
2019-06-05,23636423015
2019-06-06,23700283112
2019-06-07,23983559951
2019-06-10,24049057487
2019-06-11,23832915620
2019-06-12,23901688032
2019-06-13,23798529414
2019-06-14,23878763895
2019-06-17,23747768825
2019-06-18,23662622029
2019-06-19,23806716606
2019-06-20,23908237786
2019-06-21,23754318578
2019-06-24,23809991483
2019-06-25,23633148138
2019-06-26,23358058490
2019-06-27,23680633851
2019-06-28,23981922513
2019-07-01,24149398958
2019-07-02,24306436301
2019-07-03,24646683879
2019-07-05,24352238860
2019-07-08,24352238860
2019-07-09,24474924284
2019-07-10,24538720705
2019-07-11,24731745773
2019-07-12,24836437335
2019-07-15,24905141173
2019-07-16,24826622501
2019-07-17,24780819943
2019-07-18,25021283375
2019-07-19,24771005109
2019-07-22,24620510988
2019-07-23,24669585158
2019-07-24,24663041935
2019-07-25,24573072624
2019-07-26,24947672120
2019-07-29,24957486954
2019-07-30,24870789254
2019-07-31,24818443473
2019-08-01,25014740152
2019-08-02,25065450128
2019-08-05,24440572366
2019-08-06,24919863424
2019-08-07,25175049107
2019-08-08,25546376992
2019-08-09,25593815356
2019-08-12,25430234790
2019-08-13,25505481850
2019-08-14,25042548848
2019-08-15,25382796426
2019-08-16,25662519194
2019-08-19,25893167792
2019-08-20,25880081346
2019-08-21,25956964212
2019-08-22,25853908456
2019-08-23,25291191309
2019-08-26,25741037865
2019-08-27,25994587743
2019-08-28,26136902835
2019-08-29,26300483401
2019-08-30,26424804631
2019-09-03,26457520744
2019-09-04,26637459367
2019-09-05,26751965763
2019-09-06,26922089552
2019-09-09,26205606673
2019-09-10,25374617397
2019-09-11,25372981592
2019-09-12,25752488505
2019-09-13,25479308960
2019-09-16,25603630190
2019-09-17,25952056795
2019-09-18,26063291580
2019-09-19,25960235824
2019-09-20,25914433265
2019-09-23,25734494643
2019-09-24,25759031728
2019-09-25,25813013314
2019-09-26,26056748358
2019-09-27,25451500263
2019-09-30,25822524990
2019-10-01,25546566553
2019-10-02,25037104823
2019-10-03,25195495168
2019-10-04,25724551580
2019-10-07,25664134644
2019-10-08,25293468578
2019-10-09,25651071523
2019-10-10,25776804065
2019-10-11,25654337303
2019-10-14,25371847306
2019-10-15,25486149617
2019-10-16,25406137999
2019-10-17,25345721063
2019-10-18,25215089850
2019-10-21,25059965285
2019-10-22,24659907196
2019-10-23,24269646448
2019-10-24,24452530146
2019-10-25,24317000262
2019-10-28,24256583326
2019-10-29,24512947081
2019-10-30,24153711246
2019-10-31,23627920615
2019-11-01,23735691365
2019-11-04,22909448944
2019-11-05,22661249640
2019-11-06,22987827672
2019-11-07,22827804436
2019-11-08,22329772938
2019-11-11,22432645018
2019-11-12,22548580219
2019-11-13,22824538656
2019-11-14,23028649926
2019-11-15,23053143278
2019-11-18,23203369173
2019-11-19,23510352523
2019-11-20,23569136569
2019-11-21,23587098361
2019-11-22,23836930555
2019-11-25,23743855816
2019-11-26,24130850784
2019-11-27,24250051766
2019-11-29,24081864079
2019-12-02,23858158127
2019-12-03,23672008649
2019-12-04,23743855816
2019-12-05,23843462116
2019-12-06,23974093329
2019-12-09,24080231189
2019-12-10,24049206276
2019-12-11,23972460438
2019-12-12,24070433848
2019-12-13,24361088297
2019-12-16,24442732805
2019-12-17,24625616502
2019-12-18,24303937141
2019-12-19,24197799281
2019-12-20,24441099914
2019-12-23,24419872342
2019-12-24,24357822516
2019-12-26,24302304251
2019-12-27,24261481997
2019-12-30,24093294310
2019-12-31,24326636106
2020-01-02,24616587976
2020-01-03,24856042610
2020-01-06,24913055618
2020-01-07,25121560333
2020-01-08,25352870252
2020-01-09,25597211716
2020-01-10,25626532691
2020-01-13,25740558708
2020-01-14,25554859195
2020-01-15,25843182122
2020-01-16,26154310253
2020-01-17,26152681309
2020-01-21,26274852041
2020-01-22,26647880009
2020-01-23,26893850415
2020-01-24,26926429277
2020-01-27,26706521960
2020-01-28,26846611066
2020-01-29,26743987651
2020-01-30,26830321635
2020-01-31,26465438383
2020-02-03,26913397732
2020-02-04,27387420172
2020-02-05,27457464725
2020-02-06,27520993505
2020-02-07,27548685538
2020-02-10,27682258871
2020-02-11,27348325538
2020-02-12,27574748627
2020-02-13,27801171717
2020-02-14,27916826676
2020-02-18,27946147652
2020-02-19,27649680009
2020-02-20,27592667001
2020-02-21,27478640985
2020-02-24,27297828302
2020-02-25,26522451391
2020-02-26,26638106350
2020-02-27,25377304399
2020-02-28,25266536268
2020-03-02,26572948627
2020-03-03,26128247163
2020-03-04,27558459196
2020-03-05,26872674155
2020-03-06,26612043261
2020-03-09,24095326187
2020-03-10,25532053992
2020-03-11,24707808789
2020-03-12,22722127162
2020-03-13,23719040333
2020-03-16,21186033828
2020-03-17,23572435455
2020-03-18,22008650088
2020-03-19,22231815292
2020-03-20,20239617893
2020-03-23,19739532364
2020-03-24,22362130739
2020-03-25,21876705698
2020-03-26,23147281308
2020-03-27,22441948950
2020-03-30,23924287162
2020-03-31,22631398627
2020-04-01,22858719319
2020-04-02,23217561269
2020-04-03,22999982892
2020-04-06,23988827904
2020-04-07,23896275907
2020-04-08,24144704950
2020-04-09,24073261303
2020-04-13,23407536419
2020-04-14,24404500026
2020-04-15,23889781030
2020-04-16,24211277438
2020-04-17,24971178038
2020-04-20,24245375542
2020-04-21,23578026938
2020-04-22,24550634757
2020-04-23,23982333027
2020-04-24,24118725442
2020-04-27,24648057911
2020-04-28,24646434192
2020-04-29,24854270253
2020-04-30,24815300992
2020-05-01,24915971584
2020-05-04,25079967226
2020-05-05,25571954153
2020-05-06,25196875011
2020-05-07,25698604253
2020-05-08,25909687753
2020-05-11,26094791745
2020-05-12,25427443141
2020-05-13,25075096068
2020-05-14,24989038949
2020-05-15,25096204418
2020-05-18,25706722849
2020-05-19,25664506149
2020-05-20,25904816595
2020-05-21,25466412403
2020-05-22,25537856049
2020-05-26,26054198764
2020-05-27,26541314533
2020-05-28,27333689517
2020-05-29,28038383663
2020-06-01,27502556317
2020-06-02,27759103956
2020-06-03,27726629571
2020-06-04,26703686456
2020-06-05,26974847567
2020-06-08,27549644175
2020-06-09,27494437721
2020-06-10,27804568094
2020-06-11,26416288152
2020-06-12,26413040714
2020-06-15,26856316064
2020-06-16,27021935425
2020-06-17,27124229737
2020-06-18,27091755352
2020-06-19,26659846037
2020-06-22,27159951560
2020-06-23,27085260475
2020-06-24,26578660075
2020-06-25,26987837321
2020-06-26,26448762537
2020-06-29,26684201825
2020-06-30,27657873418
2020-07-01,28018628289
2020-07-02,28130754803
2020-07-06,28203880790
2020-07-07,28101504408
2020-07-08,28085254189
2020-07-09,28145380000
2020-07-10,28303007128
2020-07-13,28088504232
2020-07-14,28371258050
2020-07-15,28502884827
2020-07-16,28506134871
2020-07-17,28990391409
2020-07-20,29510398430
2020-07-21,29360896411
2020-07-22,29469772881
2020-07-23,29352771302
2020-07-24,29214644437
2020-07-27,29772026962
2020-07-28,29645275251
2020-07-29,30493536704
2020-07-30,30415535650
2020-07-31,30665789029
2020-08-03,30381410190
2020-08-04,30504911857
2020-08-05,30332659532
2020-08-06,30803915894
2020-08-07,31063919405
2020-08-10,30818541092
2020-08-11,30532537230
2020-08-12,30945292803
2020-08-13,30990793417
2020-08-14,30737289995
2020-08-17,30724289819
2020-08-18,30734039951
2020-08-19,30426910804
2020-08-20,30202657776
2020-08-21,30168532316
2020-08-24,30080781131
2020-08-25,30220533018
2020-08-26,30292033983
2020-08-27,30324534422
2020-08-28,30444786045
2020-08-31,30334284553
2020-09-01,30500036791
2020-09-02,31328797981
2020-09-03,30433410892
2020-09-04,29700525997
2020-09-08,28940015729
2020-09-09,29731401414
2020-09-10,29494148211
2020-09-11,29516898518
2020-09-14,30075906065
2020-09-15,30524412120
2020-09-16,30353784817
2020-09-17,30028780429
2020-09-18,29507148386
2020-09-21,29035892023
2020-09-22,29313770775
2020-09-23,28775888513
2020-09-24,28800263842
2020-09-25,29468147859
2020-09-28,29984904836
2020-09-29,29962154529
2020-09-30,30139155478
2020-10-01,30192827279
2020-10-02,29617075239
2020-10-05,29566656276
2020-10-06,29241372638
2020-10-07,29768332131
2020-10-08,30072472333
2020-10-09,30443295680
2020-10-12,31349210612
2020-10-13,31495588249
2020-10-14,31188195211
2020-10-15,31230482084
2020-10-16,31303670902
2020-10-19,30657982881
2020-10-20,30960496664
2020-10-21,30768579318
2020-10-22,30719786772
2020-10-23,30779964245
2020-10-26,30168431006
2020-10-27,30113132787
2020-10-28,29192580092
2020-10-29,29148666801
2020-10-30,28945364527
2020-11-02,29625207330
2020-11-03,30568529881
2020-11-04,31941226833
2020-11-05,31619196031
2020-11-06,32097362979
2020-11-09,31928215487
2020-11-10,31731418886
2020-11-11,32500714690
2020-11-12,32394997508
2020-11-13,33130138530
2020-11-16,33382233349
2020-11-17,33387112604
2020-11-18,33162666894
2020-11-19,33458675004
2020-11-20,33239108549
2020-11-23,32222597180
2020-11-24,31630580959
2020-11-25,31815992632
2020-11-27,32240487780
2020-11-30,32253499125
2020-12-01,32551133654
2020-12-02,31876170105
2020-12-03,31528116613
2020-12-04,31825751141
2020-12-07,31625701704
2020-12-08,31703769777
2020-12-09,31463059885
2020-12-10,31259757611
2020-12-11,31550886467
2020-12-14,31677747086
2020-12-15,31900566378
2020-12-16,31858279505
2020-12-17,32730039655
2020-12-18,33255372730
2020-12-21,32978881638
2020-12-22,32842262510
2020-12-23,32523484545
2020-12-24,32728413237
2020-12-28,33826245515
2020-12-29,33450542913
2020-12-30,33468433513
2020-12-31,33762815828
2021-01-04,32996772847
2021-01-05,32848768789
2021-01-06,32538122909
2021-01-07,32686126967
2021-01-08,32674742039
2021-01-11,32181937319
2021-01-12,31981887878
2021-01-13,32020921915
2021-01-14,31532996449
2021-01-15,30905199016
2021-01-19,31124765476
2021-01-20,31667989161
2021-01-21,31694011853
2021-01-22,31350837608
2021-01-25,30687258974
2021-01-26,30657983447
2021-01-27,29970008539
2021-01-28,30321314875
2021-01-29,29844774337
2021-02-01,30241620382
2021-02-02,30690511811
2021-02-03,30392877277
2021-02-04,30640092846
2021-02-05,30483956697
2021-02-08,30716534502
2021-02-09,30984893509
2021-02-10,31035312474
2021-02-11,30788096904
2021-02-12,30820625269
2021-02-16,30635213591
2021-02-17,30667741956
2021-02-18,31230482660
2021-02-19,30981640672
2021-02-22,30290412929
2021-02-23,30147288125
2021-02-24,27247384439
2021-02-25,26720424936
2021-02-26,26648862534
2021-03-01,27167689946
2021-03-02,27060346344
2021-03-03,26804998683
2021-03-04,26291050526
2021-03-05,27343343114
2021-03-08,27917468746
2021-03-09,28367986593
2021-03-10,28439548994
2021-03-11,28171189988
2021-03-12,27935359346
2021-03-15,28395635702
2021-03-16,28132155951
2021-03-17,27964634874
2021-03-18,27738562742
2021-03-19,27953249947
2021-03-22,28433043322
2021-03-23,28883561168
2021-03-24,28776217566
2021-03-25,28426537649
2021-03-26,29052708663
2021-03-29,29327573343
2021-03-30,28616828580
2021-03-31,28625155885
2021-04-01,29130620180
2021-04-05,29412513729
2021-04-06,29305588590
2021-04-07,29159781582
2021-04-08,29357431082
2021-04-09,29598822684
2021-04-12,29566421127
2021-04-13,29739769459
2021-04-14,29477316844
2021-04-15,29890436701
2021-04-16,30045964177
2021-04-19,29895296935
2021-04-20,29880716234
2021-04-21,30033003554
2021-04-22,30337578193
2021-04-23,30600030808
2021-04-26,30209592041
2021-04-27,30327857726
2021-04-28,30337578193
2021-04-29,30554668628
2021-04-30,30489865513
2021-05-03,30546568238
2021-05-04,30541708005
2021-05-05,27967404269
2021-05-06,28354602880
2021-05-07,28962132081
2021-05-10,29090118233
2021-05-11,28364323347
2021-05-12,27865339364
2021-05-13,28121311667
2021-05-14,28351362725
2021-05-17,28017626683
2021-05-18,27875059831
2021-05-19,28038687696
2021-05-20,28084049876
2021-05-21,28109971122
2021-05-24,28216896261
2021-05-25,28140752601
2021-05-26,28024106995
2021-05-27,27886400376
2021-05-28,27999805827
2021-06-01,27732492978
2021-06-02,27975504659
2021-06-03,27837798040
2021-06-04,27970644425
2021-06-07,27184906658
2021-06-08,27460319896
2021-06-09,27528363167
2021-06-10,27674170175
2021-06-11,27897740921
2021-06-14,28071089253
2021-06-15,27957683802
2021-06-16,27687130798
2021-06-17,28025727073
2021-06-18,27717912277
2021-06-21,28336782024
2021-06-22,28393484749
2021-06-23,27816737027
2021-06-24,28077569564
2021-06-25,28302760388
2021-06-28,28186114782
2021-06-29,28242817507
2021-06-30,28193963091
2021-07-01,28529605509
2021-07-02,28642562092
2021-07-06,28660312412
2021-07-07,29383234543
2021-07-08,29241231981
2021-07-09,29321915255
2021-07-12,29049205790
2021-07-13,29234777319
2021-07-14,29421962514
2021-07-15,29814083223
2021-07-16,30173930623
2021-07-19,29741468277
2021-07-20,30244931904
2021-07-21,30190067278
2021-07-22,30207817598
2021-07-23,30399843789
2021-07-26,30146498310
2021-07-27,30127134324
2021-07-28,29896380162
2021-07-29,30306251192
2021-07-30,30649961937
2021-08-02,30659643930
2021-08-03,30415980444
2021-08-04,30253000231
2021-08-05,30645120940
2021-08-06,30357888487
2021-08-09,30249772900
2021-08-10,30256227562
2021-08-11,30719349552
2021-08-12,30680621581
2021-08-13,30859738448
2021-08-16,30885557095
2021-08-17,31143743571
2021-08-18,30782282505
2021-08-19,31414839369
2021-08-20,31690776165
2021-08-23,31871506697
2021-08-24,31816642071
2021-08-25,31921530327
2021-08-26,31915075665
2021-08-27,32195853457
2021-08-30,32399175306
2021-08-31,32557314522
2021-09-01,32767091033
2021-09-02,33015595516
2021-09-03,33093051458
2021-09-07,32775159361
2021-09-08,33296373307
2021-09-09,33057550818
2021-09-10,33168893735
2021-09-13,33083369465
2021-09-14,33170507401
2021-09-15,33009140854
2021-09-16,32668657440
2021-09-17,32450812601
2021-09-20,32547632529
2021-09-21,32749340713
2021-09-22,33170507401
2021-09-23,33720767326
2021-09-24,33559400779
2021-09-27,32875206620
2021-09-28,32554087191
2021-09-29,32655748116
2021-09-30,32313488797
2021-10-01,32268310903
2021-10-04,32077918349
2021-10-05,32532924283
2021-10-06,32871758490
2021-10-07,33357420852
2021-10-08,33475206076
2021-10-11,33323537431
2021-10-12,33520383970
2021-10-13,33620420736
2021-10-14,34133512534
2021-10-15,33985070881
2021-10-18,34051224226
2021-10-19,34214187345
2021-10-20,34194825390
2021-10-21,34390058433
2021-10-22,34522365123
2021-10-25,34209346856
2021-10-26,34096402121
2021-10-27,33541359421
2021-10-28,33773702877
2021-10-29,33926985017
2021-11-01,33712390020
2021-11-02,33772089380
2021-11-03,34575610498
2021-11-04,34948328125
2021-11-05,34624015384
2021-11-08,34675647264
2021-11-09,34898309742
2021-11-10,34499776176
2021-11-11,34365855989
2021-11-12,34895082749
2021-11-15,35179058084
2021-11-16,35916425857
2021-11-17,36222990139
2021-11-18,36581186299
2021-11-19,37115253548
2021-11-22,36873229115
2021-11-23,37000695317
2021-11-24,36821597236
2021-11-26,36434358143
2021-11-29,36974879377
2021-11-30,36282689499
2021-12-01,35438830976
2021-12-02,36444039121
2021-12-03,35763143716
2021-12-06,35805094618
2021-12-07,36374658783
2021-12-08,36957130919
2021-12-09,36222990139
2021-12-10,36571505322
2021-12-13,36939382460
2021-12-14,36271395025
2021-12-15,36879683100
2021-12-16,36981333362
2021-12-17,35842205031
2021-12-20,35708284844
2021-12-21,35818002587
2021-12-22,36118112884
2021-12-23,36389180249
2021-12-27,36692517539
2021-12-28,36800621785
2021-12-29,36997468324
2021-12-30,36802235281
2021-12-31,36752554837
2022-01-03,35616540485
2022-01-04,35627788152
2022-01-05,34435535466
2022-01-06,34172018699
2022-01-07,33204719350
2022-01-10,33209539779
2022-01-11,33530901689
2022-01-12,33323623257
2022-01-13,32635908770
2022-01-14,31838931233
2022-01-18,31887135519
2022-01-19,32113695666
2022-01-20,31819649518
2022-01-21,31507928465
2022-01-24,31715206897
2022-01-25,30627396832
2022-01-26,30169456110
2022-01-27,30256223826
2022-01-28,31058021791
2022-01-31,31514355704
2022-02-01,31585055324
2022-02-02,32153865905
2022-02-03,31644507277
2022-02-04,31774658851
2022-02-07,31658968563
2022-02-08,31845358471
2022-02-09,31985150902
2022-02-10,31282975128
2022-02-11,30996963029
2022-02-14,30820213978
2022-02-15,31215489127
2022-02-16,31183352936
2022-02-17,30577585736
2022-02-18,30416904781
2022-02-22,29957357250
2022-02-23,28540151227
2022-02-24,28797240755
2022-02-25,28848658660
2022-02-28,28495160559
2022-03-01,28819736088
2022-03-02,29200549952
2022-03-03,29353196859
2022-03-04,30159815253
2022-03-07,30127679062
2022-03-08,29730797103
2022-03-09,30090722442
2022-03-10,29700267722
2022-03-11,29250361048
2022-03-14,29878623582
2022-03-15,30675601119
2022-03-16,31401879035
2022-03-17,32523432101
2022-03-18,33460202069
2022-03-21,33794418455
2022-03-22,33927783648
2022-03-23,33365400305
2022-03-24,33460202069
2022-03-25,33421638640
2022-03-28,34000090078
2022-03-29,34514269134
2022-03-30,34862946806
2022-03-31,33905692405
2022-04-01,33825126300
2022-04-04,34281667562
2022-04-05,34660802174
2022-04-06,34793499288
2022-04-07,34788760106
2022-04-08,34678179177
2022-04-11,34193202819
2022-04-12,33907272133
2022-04-13,33823546573
2022-04-14,33695588641
2022-04-18,33365425583
2022-04-19,34016273334
2022-04-20,34343276937
2022-04-21,34035230064
2022-04-22,33269062203
2022-04-25,33782473656
2022-04-26,32896246501
2022-04-27,32924681597
2022-04-28,33599225260
2022-04-29,32234340657
2022-05-02,31940511333
2022-05-03,31613507730
2022-05-04,30572467275
2022-05-05,29686240119
2022-05-06,29291308232
2022-05-09,28115990934
2022-05-10,28256586686
2022-05-11,27550448472
2022-05-12,27433548633
2022-05-13,27836379158
2022-05-16,27169734132
2022-05-17,27577303840
2022-05-18,26300883979
2022-05-19,26574176846
2022-05-20,26680018591
2022-05-23,27000703284
2022-05-24,27003862739
2022-05-25,26969108733
2022-05-26,27441447271
2022-05-27,28221832680
2022-05-31,27632594304
2022-06-01,27049674838
2022-06-02,27803204880
2022-06-03,27433548633
2022-06-06,27540970106
2022-06-07,27716319864
2022-06-08,26910658814
2022-06-09,26348275806
2022-06-10,25923329095
2022-06-13,25539455300
2022-06-14,24996029023
2022-06-15,25305655623
2022-06-16,25051319487
2022-06-17,25563151214
2022-06-21,26086041033
2022-06-22,26269289428
2022-06-23,27008601922
2022-06-24,27327706887
2022-06-27,27503056645
2022-06-28,26687917229
2022-06-29,27063892386
2022-06-30,27164849838
2022-07-01,27511688582
2022-07-05,27530521455
2022-07-06,27954261096
2022-07-07,27940136442
2022-07-08,27946414066
2022-07-11,27910317726
2022-07-12,27320221040
2022-07-13,27419093623
2022-07-14,27610561165
2022-07-15,28065688928
2022-07-18,27543076704
2022-07-19,28249309440
2022-07-20,28542788376
2022-07-21,28988499703
2022-07-22,28999485546
2022-07-25,28684034924
2022-07-26,28721700670
2022-07-27,28960250394
2022-07-28,29584874014
2022-07-29,29857950672
2022-08-01,29664913724
2022-08-02,29658636099
2022-08-03,30976937207
2022-08-04,31275124362
2022-08-05,31133877815
2022-08-08,31235889210
2022-08-09,31193515246
2022-08-10,31725543907
2022-08-11,31529368147
2022-08-12,31838541144
2022-08-15,32277974847
2022-08-16,32092784929
2022-08-17,31946830164
2022-08-18,32004898189
2022-08-19,31477577746
2022-08-22,31110336723
2022-08-23,30518670631
2022-08-24,30553197565
2022-08-25,30652070148
2022-08-26,29801452053
2022-08-29,29744953434
2022-08-30,29481293212
2022-08-31,29373004193
2022-09-01,29646080851
2022-09-02,28997916140
2022-09-06,29299242107
2022-09-07,30036862965
2022-09-08,29991350188
2022-09-09,30138874360
2022-09-12,30262857440
2022-09-13,29230188240
2022-09-14,29176828433
2022-09-15,28873933059
2022-09-16,28944556333
2022-09-19,28916307024
2022-09-20,28614981056
2022-09-21,28297961028
2022-09-22,27474022836
2022-09-23,27495994521
2022-09-26,27216640239
2022-09-27,26841552186
2022-09-28,27265291827
2022-09-29,27237042518
2022-09-30,26607549484
2022-10-03,27205138849
2022-10-04,28036771047
2022-10-05,28074217901
2022-10-06,27412656827
2022-10-07,26612230340
2022-10-10,26473364926
2022-10-11,26446840072
2022-10-12,26228400095
2022-10-13,26484286925
2022-10-14,26031804116
2022-10-17,26749535469
2022-10-18,27127124572
2022-10-19,26424996074
2022-10-20,25852371277
2022-10-21,26055208399
2022-10-24,26440598930
2022-10-25,27120883430
2022-10-26,27074074863
2022-10-27,27524997387
2022-10-28,28259891881
2022-10-31,28526700710
2022-11-01,28314501875
2022-11-02,26420315218
2022-11-03,25802442140
2022-11-04,25981874978
2022-11-07,26289251231
2022-11-08,26618471483
2022-11-09,26504570637
2022-11-10,28258331596
2022-11-11,27815210499
2022-11-14,27145847998
2022-11-15,27617054235
2022-11-16,27228543133
2022-11-17,26560740917
2022-11-18,27077195434
2022-11-21,28077338472
2022-11-22,27874501350
2022-11-23,28092941327
2022-11-25,28532941852
2022-11-28,27701309654
2022-11-29,27606132236
2022-11-30,28664005839
2022-12-01,29043155227
2022-12-02,28933935239
2022-12-05,28576629848
2022-12-06,28403438152
2022-12-07,28546984422
2022-12-08,28425282149
2022-12-09,28476771573
2022-12-12,28381594154
2022-12-13,28818474108
2022-12-14,28548544708
2022-12-15,27554642813
2022-12-16,27308117696
2022-12-19,27027266297
2022-12-20,26866556885
2022-12-21,27479749106
2022-12-22,27223862276
2022-12-23,27400174543
2022-12-27,27392373115
2022-12-28,27184855137
2022-12-29,27782444503
2022-12-30,27526557673
2023-01-03,26961400101
2023-01-04,27403813963
2023-01-05,27007009778
2023-01-06,27803658794
2023-01-09,27677472022
2023-01-10,27904000082
2023-01-11,28349454589
2023-01-12,27815821374
2023-01-13,27966333307
2023-01-17,27604496540
2023-01-18,27470708155
2023-01-19,27108871389
2023-01-20,27610577830
2023-01-23,28180698786
2023-01-24,27875113954
2023-01-25,27382529448
2023-01-26,27516317832
2023-01-27,27388610738
2023-01-30,27276106869
2023-01-31,27637943636
2023-02-01,27998260080
2023-02-02,28433072330
2023-02-03,27382529448
2023-02-06,26899066877
2023-02-07,27041977196
2023-02-08,27017652036
2023-02-09,26791123976
2023-02-10,26876262038
2023-02-13,27224415902
2023-02-14,26882343329
2023-02-15,26973562682
2023-02-16,26791123976
2023-02-17,26929473328
2023-02-21,26558514625
2023-02-22,26529628497
2023-02-23,26438409144
2023-02-24,26100897538
2023-02-27,26148027537
2023-02-28,26014239153
2023-03-01,26867140103
2023-03-02,27607537185
2023-03-03,28417869104
2023-03-06,28536454263
2023-03-07,27996739758
2023-03-08,28106202981
2023-03-09,27847748148
2023-03-10,27387090415
2023-03-13,27511756864
2023-03-14,27502634929
2023-03-15,27361244932
2023-03-16,27498073961
2023-03-17,27376448157
2023-03-20,28201983302
2023-03-21,28293202655
2023-03-22,27812780729
2023-03-23,27642504604
2023-03-24,28382901685
2023-03-27,28162454916
2023-03-28,28534933940
2023-03-29,28924136513
2023-03-30,29032079414
2023-03-31,27787946018
2023-04-03,27747392360
2023-04-04,27604006211
2023-04-05,27730012221
2023-04-06,27579384347
2023-04-10,27556210828
2023-04-11,27728563876
2023-04-12,27832844711
2023-04-13,28186240877
2023-04-14,27787946018
2023-04-17,27832844711
2023-04-18,27973334171
2023-04-19,27926987133
2023-04-20,28178999152
2023-04-21,28501980074
2023-04-24,28358593925
2023-04-25,27911055338
2023-04-26,27550417448
2023-04-27,27822706297
2023-04-28,28113823630
2023-05-01,27890778509
2023-05-02,27370822676
2023-05-03,29541891741
2023-05-04,29801145485
2023-05-05,30542698094
2023-05-08,30432623879
2023-05-09,30618012031
2023-05-10,31062653928
2023-05-11,31187211593
2023-05-12,31140864554
2023-05-15,31137967865
2023-05-16,31589851486
2023-05-17,31736134325
2023-05-18,31954834411
2023-05-19,32170637807
2023-05-22,31610128315
2023-05-23,31249490425
2023-05-24,31379841470
2023-05-25,31672407147
2023-05-26,31439223612
2023-05-30,31666613768
2023-05-31,31734685980
2023-06-01,31859243645
2023-06-02,32062011936
2023-06-05,32316920646
2023-06-06,32054770212
2023-06-07,31644888594
2023-06-08,31850553575
2023-06-09,31770894603
2023-06-12,31736134325
2023-06-13,31449362027
2023-06-14,31904142338
2023-06-15,32525482317
2023-06-16,32518240592
2023-06-20,32728250609
2023-06-21,32909293726
2023-06-22,33023712976
2023-06-23,32493618728
2023-06-26,32298092162
2023-06-27,32534172387
2023-06-28,32322714025
2023-06-29,32337197475
2023-06-30,32776840850
2023-07-03,32264951950
2023-07-05,32779741071
2023-07-06,32918951650
2023-07-07,32623129169
2023-07-10,32914601319
2023-07-11,32911701099
2023-07-12,32846446140
2023-07-13,32859497132
2023-07-14,33177071265
2023-07-17,33348184269
2023-07-18,33204623359
2023-07-19,33092964874
2023-07-20,33477244077
2023-07-21,33948529892
2023-07-24,33955780443
2023-07-25,34356010858
2023-07-26,34369061850
2023-07-27,33564250689
2023-07-28,33665758403
2023-07-31,33198822918
2023-08-01,33239426004
2023-08-02,33703461268
2023-08-03,33410539008
2023-08-04,33317731955
2023-08-07,33864423500
2023-08-08,33719412480
2023-08-09,34081940030
2023-08-10,33800618651
2023-08-11,34029736063
2023-08-14,34387913282
2023-08-15,34045687275
2023-08-16,34125443336
2023-08-17,33451142093
2023-08-18,33488844958
2023-08-21,33697660827
2023-08-22,33604853774
2023-08-23,34128343557
2023-08-24,34029736063
2023-08-25,34395163833
2023-08-28,34503922098
2023-08-29,34677935322
