,MSCI
2017-02-21,8573720254
2017-02-22,8612724694
2017-02-23,8616353014
2017-02-24,8666242415
2017-02-27,8665335335
2017-02-28,8580069814
2017-03-01,8697083135
2017-03-02,8612724694
2017-03-03,8657171615
2017-03-06,8594583094
2017-03-07,8658078695
2017-03-08,8568277774
2017-03-09,8566463614
2017-03-10,8605468054
2017-03-13,8644472495
2017-03-14,8737901736
2017-03-15,9008211579
2017-03-16,8859450457
2017-03-17,8828609737
2017-03-20,8836773457
2017-03-21,8667149495
2017-03-22,8717945976
2017-03-23,8809561057
2017-03-24,8838587617
2017-03-27,8764207056
2017-03-28,8763299976
2017-03-29,8744251296
2017-03-30,8772370776
2017-03-31,8786364857
2017-04-03,8747491136
2017-04-04,8732122456
2017-04-05,8846031497
2017-04-06,8840607257
2017-04-07,8853263817
2017-04-10,8791789097
2017-04-11,8814390097
2017-04-12,8797213337
2017-04-13,8702289136
2017-04-17,8858688057
2017-04-18,8832470897
2017-04-19,8873152698
2017-04-20,8925587018
2017-04-21,8862304218
2017-04-24,8919258738
2017-04-25,8990677899
2017-04-26,9006046579
2017-04-27,9076561700
2017-04-28,9069329380
2017-05-01,9097354620
2017-05-02,9215783861
2017-05-03,9167869741
2017-05-04,8822526457
2017-05-05,8998814259
2017-05-08,8878576938
2017-05-09,8827950697
2017-05-10,8884001178
2017-05-11,8884905218
2017-05-12,8838799177
2017-05-15,8931915298
2017-05-16,8873152698
2017-05-17,8770996177
2017-05-18,8792693137
2017-05-19,8939147618
2017-05-22,8982541539
2017-05-23,8941859738
2017-05-24,9041304140
2017-05-25,9124475820
2017-05-26,9086506140
2017-05-30,9046728380
2017-05-31,9196799021
2017-06-01,9403824184
2017-06-02,9443601944
2017-06-05,9455354464
2017-06-06,9417384784
2017-06-07,9395687823
2017-06-08,9365854503
2017-06-09,9403824184
2017-06-12,9385743383
2017-06-13,9573783705
2017-06-14,9527677665
2017-06-15,9554798865
2017-06-16,9548470585
2017-06-19,9598192786
2017-06-20,9364046423
2017-06-21,9205839421
2017-06-22,9341445423
2017-06-23,9467106984
2017-06-26,9421904984
2017-06-27,9283586862
2017-06-28,9492420105
2017-06-29,9408344384
2017-06-30,9280634982
2017-07-03,9262612582
2017-07-05,9288745063
2017-07-06,9216655462
2017-07-07,9240084582
2017-07-10,9280634982
2017-07-11,9484288105
2017-07-12,9497804905
2017-07-13,9560883306
2017-07-14,9682534507
2017-07-17,9640181866
2017-07-18,9640181866
2017-07-19,9695150187
2017-07-20,9678028907
2017-07-21,9745612908
2017-07-24,9820405868
2017-07-25,9935749230
2017-07-26,9943859310
2017-07-27,9895198829
2017-07-28,9945661550
2017-07-31,9817702508
2017-08-01,9956474990
2017-08-02,9790668908
2017-08-03,10066411631
2017-08-04,10017751151
2017-08-07,10020454511
2017-08-08,9947463790
2017-08-09,9883484269
2017-08-10,9665413227
2017-08-11,9653698667
2017-08-14,9937551470
2017-08-15,9846538349
2017-08-16,10109665392
2017-08-17,9942958190
2017-08-18,10013245551
2017-08-21,9941155950
2017-08-22,10179952752
2017-08-23,10112368752
2017-08-24,10094346352
2017-08-25,10296197234
2017-08-28,10271866993
2017-08-29,10189865073
2017-08-30,10181754992
2017-08-31,10327736434
2017-09-01,10403430515
2017-09-05,10194370673
2017-09-06,10100654192
2017-09-07,10274570354
2017-09-08,10352967794
2017-09-11,10432266355
2017-09-12,10609786997
2017-09-13,10298900594
2017-09-14,10224107633
2017-09-15,10209689713
2017-09-18,10196172913
2017-09-19,10255646833
2017-09-20,10298900594
2017-09-21,10389913715
2017-09-22,10580951157
2017-09-25,10453893236
2017-09-26,10380001395
2017-09-27,10431365235
2017-09-28,10540400756
2017-09-29,10534092916
2017-10-02,10543407516
2017-10-03,10681306418
2017-10-04,10828218320
2017-10-05,10914743121
2017-10-06,10930966521
2017-10-09,10954400321
2017-10-10,10988649721
2017-10-11,10985044521
2017-10-12,11061655022
2017-10-13,11003971822
2017-10-16,11129252523
2017-10-17,11036418622
2017-10-18,11049036822
2017-10-19,10995860122
2017-10-20,10995860122
2017-10-23,10968821121
2017-10-24,10856158620
2017-10-25,10684010318
2017-10-26,10838132620
2017-10-27,10815600120
2017-10-30,10603794617
2017-10-31,10577656917
2017-11-01,10598386817
2017-11-02,11304104725
2017-11-03,11359985326
2017-11-06,11509601127
2017-11-07,11354577525
2017-11-08,11455523127
2017-11-09,11525824527
2017-11-10,11268052725
2017-11-13,11307709925
2017-11-14,11277065725
2017-11-15,11196850024
2017-11-16,11300499525
2017-11-17,11408655526
2017-11-20,11463634827
2017-11-21,11491575127
2017-11-22,11491575127
2017-11-24,11617757128
2017-11-27,11604237628
2017-11-28,11658315629
2017-11-29,11512305027
2017-11-30,11599731128
2017-12-01,11622263628
2017-12-04,11497884227
2017-12-05,11569086928
2017-12-06,11536640128
2017-12-07,11555567428
2017-12-08,11510502427
2017-12-11,11567284328
2017-12-12,11536640128
2017-12-13,11472647827
2017-12-14,11496081627
2017-12-15,11530331027
2017-12-18,11471746527
2017-12-19,11443806226
2017-12-20,11551060928
2017-12-21,11592520728
2017-12-22,11566383028
2017-12-26,11320328125
2017-12-27,11308611225
2017-12-28,11390629526
2017-12-29,11405050326
2018-01-02,11500776127
2018-01-03,11675521629
2018-01-04,11859274631
2018-01-05,11982677383
2018-01-08,11998890883
2018-01-09,12079057634
2018-01-10,12047531383
2018-01-11,12138507134
2018-01-12,12240291885
2018-01-16,12099774884
2018-01-17,12232185135
2018-01-18,12324061636
2018-01-19,12452868888
2018-01-22,12544745389
2018-01-23,12619507640
2018-01-24,12436655388
2018-01-25,12417739637
2018-01-26,12661842890
2018-01-29,12434853888
2018-01-30,12457372638
2018-01-31,12541142389
2018-02-01,13179774146
2018-02-02,12838389892
2018-02-05,12221376135
2018-02-06,12510516888
2018-02-07,12588882139
2018-02-08,12052935883
2018-02-09,12293436136
2018-02-12,12388014887
2018-02-13,12663644390
2018-02-14,13119423895
2018-02-15,13351817398
2018-02-16,13060875145
2018-02-20,13005028644
2018-02-21,12861809392
2018-02-22,12869015392
2018-02-23,13059974394
2018-02-26,13008631644
2018-02-27,12866313142
2018-02-28,12747414141
2018-03-01,12849198892
2018-03-02,12909549143
2018-03-05,13144644895
2018-03-06,13420274398
2018-03-07,13358122648
2018-03-08,13563493650
2018-03-09,13792284153
2018-03-12,13876053904
2018-03-13,13658973151
2018-03-14,13910282404
2018-03-15,13957121404
2018-03-16,13959823654
2018-03-19,13995853655
2018-03-20,14239056158
2018-03-21,14255269658
2018-03-22,14063409906
2018-03-23,13877855404
2018-03-26,14292200408
2018-03-27,13875153154
2018-03-28,13560791400
2018-03-29,13463510399
2018-04-02,13005005425
2018-04-03,12984509665
2018-04-04,13072730546
2018-04-05,13055799266
2018-04-06,12836583744
2018-04-09,13066492706
2018-04-10,13282143749
2018-04-11,13210854148
2018-04-12,13304421749
2018-04-13,13153822467
2018-04-16,13293728309
2018-04-17,13377493590
2018-04-18,13405118310
2018-04-19,13366800150
2018-04-20,13330264229
2018-04-23,13366800150
2018-04-24,13160951427
2018-04-25,13296401669
2018-04-26,13331155349
2018-04-27,13384622550
2018-04-30,13351651109
2018-05-01,13425614070
2018-05-02,13406009430
2018-05-03,13295510549
2018-05-04,13556608712
2018-05-07,13805231194
2018-05-08,13839984875
2018-05-09,13957612716
2018-05-10,14244553359
2018-05-11,14344358800
2018-05-14,14306040640
2018-05-15,14142965678
2018-05-16,14108211998
2018-05-17,13969197276
2018-05-18,13919294556
2018-05-21,14078805037
2018-05-22,13948701516
2018-05-23,14111776478
2018-05-24,14180392719
2018-05-25,14199106239
2018-05-29,14158114718
2018-05-30,14435253041
2018-05-31,14486938002
2018-06-01,14560900963
2018-06-04,14568029923
2018-06-05,14588525683
2018-06-06,14743580565
2018-06-07,14723084805
2018-06-08,14818434646
2018-06-11,14836257046
2018-06-12,15125871049
2018-06-13,15345086572
2018-06-14,15358453372
2018-06-15,15394098172
2018-06-18,15289837131
2018-06-19,15305877291
2018-06-20,15301421691
2018-06-21,15216765290
2018-06-22,15205180730
2018-06-25,15020718888
2018-06-26,14821999126
2018-06-27,14574267763
2018-06-28,14668726484
2018-06-29,14741798325
2018-07-02,14841363607
2018-07-03,14716161245
2018-07-05,14643348524
2018-07-06,14794301726
2018-07-09,14974557608
2018-07-10,14982549248
2018-07-11,15031387049
2018-07-12,15029611129
2018-07-13,15058025849
2018-07-16,15146821850
2018-07-17,15161029210
2018-07-18,15231178051
2018-07-19,15156589410
2018-07-20,15182340250
2018-07-23,15387459013
2018-07-24,15324413852
2018-07-25,15650295176
2018-07-26,15430081093
2018-07-27,15234729891
2018-07-30,14873330167
2018-07-31,14757007406
2018-08-01,14473748163
2018-08-02,15121071010
2018-08-03,14812948886
2018-08-06,15110415490
2018-08-07,15349276732
2018-08-08,15334181412
2018-08-09,15376803493
2018-08-10,15373251653
2018-08-13,15326189772
2018-08-14,15578370415
2018-08-15,15415873733
2018-08-16,15443400493
2018-08-17,15386571053
2018-08-20,15465599494
2018-08-21,15409658013
2018-08-22,15374139613
2018-08-23,15369699813
2018-08-24,15452280094
2018-08-27,15533972414
2018-08-28,15731099537
2018-08-29,15811903898
2018-08-30,15774609577
2018-08-31,16006367140
2018-09-04,16181295262
2018-09-05,15851862098
2018-09-06,15915795219
2018-09-07,15910467459
2018-09-10,15815455738
2018-09-11,15757738337
2018-09-12,15675158056
2018-09-13,16031230020
2018-09-14,16176855462
2018-09-17,15800360417
2018-09-18,15825223298
2018-09-19,15497566054
2018-09-20,15656510896
2018-09-21,15653847016
2018-09-24,15809240018
2018-09-25,15885604578
2018-09-26,15874061098
2018-09-27,15861629658
2018-09-28,15753298537
2018-10-01,15636846579
2018-10-02,15389857456
2018-10-03,15417687217
2018-10-04,15003719532
2018-10-05,14834131930
2018-10-08,14594969927
2018-10-09,14520177446
2018-10-10,13640061276
2018-10-11,13183479271
2018-10-12,13396550874
2018-10-15,13152170791
2018-10-16,13588750156
2018-10-17,13678327197
2018-10-18,13371330153
2018-10-19,13380896633
2018-10-22,13601795356
2018-10-23,13480040155
2018-10-24,12931272068
2018-10-25,12987801269
2018-10-26,12415551822
2018-10-29,12436424143
2018-10-30,12567745824
2018-10-31,13078247990
2018-11-01,12809516867
2018-11-02,12532958624
2018-11-05,12617317585
2018-11-06,12851261507
2018-11-07,13206090951
2018-11-08,13220005832
2018-11-09,13026936869
2018-11-12,12875612548
2018-11-13,12846043427
2018-11-14,12886048708
2018-11-15,13189567031
2018-11-16,13331324873
2018-11-19,12656453185
2018-11-20,12553830944
2018-11-21,12726897266
2018-11-23,13030415589
2018-11-26,13253923352
2018-11-27,13236529752
2018-11-28,13793994638
2018-11-29,13657454877
2018-11-30,13661803277
2018-12-03,14054028961
2018-12-04,13420901914
2018-12-06,13246965912
2018-12-07,13023458149
2018-12-10,13059115030
2018-12-11,13219136152
2018-12-12,13383505673
2018-12-13,13290449912
2018-12-14,13084335750
2018-12-17,12541655424
2018-12-18,12545134144
2018-12-19,12447729983
2018-12-20,12258139740
2018-12-21,11939836857
2018-12-24,11748507255
2018-12-26,12308581181
2018-12-27,12633841505
2018-12-28,12645147345
2018-12-31,12421419937
2019-01-02,12380135966
2019-01-03,11908319161
2019-01-04,12351489946
2019-01-07,12408781987
2019-01-08,12666596170
2019-01-09,12790448081
2019-01-10,12969906973
2019-01-11,13044892144
2019-01-14,12950528783
2019-01-15,13232776337
2019-01-16,13501543410
2019-01-17,13541984850
2019-01-18,13983470575
2019-01-22,13670891942
2019-01-23,13714703502
2019-01-24,13627080381
2019-01-25,13803169153
2019-01-28,13686057482
2019-01-29,13552095210
2019-01-30,13713860972
2019-01-31,14345758480
2019-02-01,14563131222
2019-02-04,14538697852
2019-02-05,14701306144
2019-02-06,14487303521
2019-02-07,14529430022
2019-02-08,14515949542
2019-02-11,14470452921
2019-02-12,14712259034
2019-02-13,14733322284
2019-02-14,14670975064
2019-02-15,14758598185
2019-02-19,14727424574
2019-02-20,14837796006
2019-02-21,14678557834
2019-02-22,14926261657
2019-02-25,15010514658
2019-02-26,15024837668
2019-02-27,15227887400
2019-02-28,15563214344
2019-03-01,16025763320
2019-03-04,15768791667
2019-03-05,15811760697
2019-03-06,15709814566
2019-03-07,15339101362
2019-03-08,15371117502
2019-03-11,15473906163
2019-03-12,15588490245
2019-03-13,15636514455
2019-03-14,15739303116
2019-03-15,15972683929
2019-03-18,16089795600
2019-03-19,16157198001
2019-03-20,16174048601
2019-03-21,16485784705
2019-03-22,16164780771
2019-03-25,16141189931
2019-03-26,16382153514
2019-03-27,16291160273
2019-03-28,16567510116
2019-03-29,16752866718
2019-04-01,17109330201
2019-04-02,17364427704
2019-04-03,17487315206
2019-04-04,17482230206
2019-04-05,17542402706
2019-04-08,17882250211
2019-04-09,17957677711
2019-04-10,18188197714
2019-04-11,18331425216
2019-04-12,18474652717
2019-04-15,18559402718
2019-04-16,18589065219
2019-04-17,18560250219
2019-04-18,18759412721
2019-04-22,18859417722
2019-04-23,19156042726
2019-04-24,19049257724
2019-04-25,18922980223
2019-04-26,19155195226
2019-04-29,18965355223
2019-04-30,19100955225
2019-05-01,18875520222
2019-05-02,18754327721
2019-05-03,19232317726
2019-05-06,19461142729
2019-05-07,18808567721
2019-05-08,18969592723
2019-05-09,18804330221
2019-05-10,19007730224
2019-05-13,18250912715
2019-05-14,18682290220
2019-05-15,18721275220
2019-05-16,19159432726
2019-05-17,19052647724
2019-05-20,18871282722
2019-05-21,19061122724
2019-05-22,19078920225
2019-05-23,18447532717
2019-05-24,18548385218
2019-05-28,18760260221
2019-05-29,18690765220
2019-05-30,18880605222
2019-05-31,18645847720
2019-06-03,18328035216
2019-06-04,19054342724
2019-06-05,19873875234
2019-06-06,20134905237
2019-06-07,20365425240
2019-06-10,20678152743
2019-06-11,20030662736
2019-06-12,19903537734
2019-06-13,19900995234
2019-06-14,19982355235
2019-06-17,19712002732
2019-06-18,19796752733
2019-06-19,20056087736
2019-06-20,20123040237
2019-06-21,19695900232
2019-06-24,19917097735
2019-06-25,19556062730
2019-06-26,19621320231
2019-06-27,19839975234
2019-06-28,20237452738
2019-07-01,20386830390
2019-07-02,20731823944
2019-07-03,20815741295
2019-07-05,20537712092
2019-07-08,19894345734
2019-07-09,20174070238
2019-07-10,20174070238
2019-07-11,20367334440
2019-07-12,20777597045
2019-07-15,20784378245
2019-07-16,20476681291
2019-07-17,20477528941
2019-07-18,20829303695
2019-07-19,20426669940
2019-07-22,20393611590
2019-07-23,19971481885
2019-07-24,19686671482
2019-07-25,19656156081
2019-07-26,20112191787
2019-07-29,19696843282
2019-07-30,19316248427
2019-07-31,19261998827
2019-08-01,19100097675
2019-08-02,18663557920
2019-08-05,17736228809
2019-08-06,18168530314
2019-08-07,18409262917
2019-08-08,19111964775
2019-08-09,18991598474
2019-08-12,18644909619
2019-08-13,19183167376
2019-08-14,18555058718
2019-08-15,18831392622
2019-08-16,19176386176
2019-08-19,19522227380
2019-08-20,19623097731
2019-08-21,19922318185
2019-08-22,20004540236
2019-08-23,19750245233
2019-08-26,19634964831
2019-08-27,19600211181
2019-08-28,19642593681
2019-08-29,19971481885
2019-08-30,19888412184
2019-09-03,19791780083
2019-09-04,19512903230
2019-09-05,19956224185
2019-09-06,20451251791
2019-09-09,20132535387
2019-09-10,19362869178
2019-09-11,19217073376
2019-09-12,19698538582
2019-09-13,19465434829
2019-09-16,19495950230
2019-09-17,20356314990
2019-09-18,19813818983
2019-09-19,19952833585
2019-09-20,19134003675
2019-09-23,19153499625
2019-09-24,19123831875
2019-09-25,19246741127
2019-09-26,18949215973
2019-09-27,18299916065
2019-09-30,18465635717
2019-10-01,18336736676
2019-10-02,18037385612
2019-10-03,18473267897
2019-10-04,18742090241
2019-10-07,18723433800
2019-10-08,18190877234
2019-10-09,18611495159
2019-10-10,18881165522
2019-10-11,19108434885
2019-10-14,19089778445
2019-10-15,19256838387
2019-10-16,19163556185
2019-10-17,19422202289
2019-10-18,19029569024
2019-10-21,19177972526
2019-10-22,18349456976
2019-10-23,18514820878
2019-10-24,18875229382
2019-10-25,18843004622
2019-10-28,19082994285
2019-10-29,19340792368
2019-10-30,19431530509
2019-10-31,19891157354
2019-11-01,20853660065
2019-11-04,20843483825
2019-11-05,20222733178
2019-11-06,20461026801
2019-11-07,20918957606
2019-11-08,20776490245
2019-11-11,20776490245
2019-11-12,20876556606
2019-11-13,21133506669
2019-11-14,21200500250
2019-11-15,21200500250
2019-11-18,21420137432
2019-11-19,21836515257
2019-11-20,21740688996
2019-11-21,21677087495
2019-11-22,21876372197
2019-11-25,22388576284
2019-11-26,22029015799
2019-11-27,21894180618
2019-11-29,21979830639
2019-12-02,21757649396
2019-12-03,21569388954
2019-12-04,21966262319
2019-12-05,22084137100
2019-12-06,22584468906
2019-12-09,22347871323
2019-12-10,22175723261
2019-12-11,22115513840
2019-12-12,22036647979
2019-12-13,22056152440
2019-12-16,22149434641
2019-12-17,21920469238
2019-12-18,21836515257
2019-12-19,22029863819
2019-12-20,21984918759
2019-12-23,21939973698
2019-12-24,22079048980
2019-12-26,22089225220
2019-12-27,22047672239
2019-12-30,21787330096
2019-12-31,21911736858
2020-01-02,22579663766
2020-01-03,22129852760
2020-01-06,22240183762
2020-01-07,22270736962
2020-01-08,22622947466
2020-01-09,22730732367
2020-01-10,22551656665
2020-01-13,23083791571
2020-01-14,22632283166
2020-01-15,22892834069
2020-01-16,23533602577
2020-01-17,23684671179
2020-01-21,23596406378
2020-01-22,23698250379
2020-01-23,23691460779
2020-01-24,23433455976
2020-01-27,23249288073
2020-01-28,23608288178
2020-01-29,23957103882
2020-01-30,24847390192
2020-01-31,24255846285
2020-02-03,24837205792
2020-02-04,25558600801
2020-02-05,25051926895
2020-02-06,25197903296
2020-02-07,25276832397
2020-02-10,25585759201
2020-02-11,25763986203
2020-02-12,26155236908
2020-02-13,26598258313
2020-02-14,27375667522
2020-02-18,27760128627
2020-02-19,28186176032
2020-02-20,27303528021
2020-02-21,26231619909
2020-02-24,25760591403
2020-02-25,25487310000
2020-02-26,25937121005
2020-02-27,25236943497
2020-02-28,25073993095
2020-03-02,26779031415
2020-03-03,26195125808
2020-03-04,27028549218
2020-03-05,25536534600
2020-03-06,24259241085
2020-03-09,21883729757
2020-03-10,23297663974
2020-03-11,22285164862
2020-03-12,21785280556
2020-03-13,24052158283
2020-03-16,20911968246
2020-03-17,21862512257
2020-03-18,19066045724
2020-03-19,20143894737
2020-03-20,20629351143
2020-03-23,19651648731
2020-03-24,23195819973
2020-03-25,22386160163
2020-03-26,24770158491
2020-03-27,23402054075
2020-03-30,24928016693
2020-03-31,24176127648
2020-04-01,22696912751
2020-04-02,24011305626
2020-04-03,22640856530
2020-04-06,25308128642
2020-04-07,23935169566
2020-04-08,24863862177
2020-04-09,25994189850
2020-04-13,25896300629
2020-04-14,26221761373
2020-04-15,25904667229
2020-04-16,25886260709
2020-04-17,26537182197
2020-04-20,26936269021
2020-04-21,26046899431
2020-04-22,26824993240
2020-04-23,26558935357
2020-04-24,27182247064
2020-04-27,27744482591
2020-04-28,26702840879
2020-04-29,28003010534
2020-04-30,27358782327
2020-05-01,26768100359
2020-05-04,26895272681
2020-05-05,28223888777
2020-05-06,27630696830
2020-05-07,27952810934
2020-05-08,27909304613
2020-05-11,29053018847
2020-05-12,29042142267
2020-05-13,28079983255
2020-05-14,28617955642
2020-05-15,28548512861
2020-05-18,29011185846
2020-05-19,28239785317
2020-05-20,28572776001
2020-05-21,27890061433
2020-05-22,28276598357
2020-05-26,27289339546
2020-05-27,26369013535
2020-05-28,26997345202
2020-05-29,27513564428
2020-06-01,28059066755
2020-06-02,27184757044
2020-06-03,26654314598
2020-06-04,26068652591
2020-06-05,27683406410
2020-06-08,27700976271
2020-06-09,27372168887
2020-06-10,27716036151
2020-06-11,25094780339
2020-06-12,26852603020
2020-06-15,26950492242
2020-06-16,27015751722
2020-06-17,27266749725
2020-06-18,27615636950
2020-06-19,27899264693
2020-06-22,28241458637
2020-06-23,28013050454
2020-06-24,27472568088
2020-06-25,28627995562
2020-06-26,27793845532
2020-06-29,27254199825
2020-06-30,27908019973
2020-07-01,28502430200
2020-07-02,28602752602
2020-07-06,29361858771
2020-07-07,29478901572
2020-07-08,30992097790
2020-07-09,31362454655
2020-07-10,31012162270
2020-07-13,30420260103
2020-07-14,30855826529
2020-07-15,31455252876
2020-07-16,30946116690
2020-07-17,31736991619
2020-07-20,32522850429
2020-07-21,32525358489
2020-07-22,32614812630
2020-07-23,32185098344
2020-07-24,32241111685
2020-07-27,32939188394
2020-07-28,31455252876
2020-07-29,32021238423
2020-07-30,31312293454
2020-07-31,31432680335
2020-08-03,31092420191
2020-08-04,30460389064
2020-08-05,30479617524
2020-08-06,31160137812
2020-08-07,30294857102
2020-08-10,29621024974
2020-08-11,29305009410
2020-08-12,29659481894
2020-08-13,30085852099
2020-08-14,29796589176
2020-08-17,30235499681
2020-08-18,30615052766
2020-08-19,31049783171
2020-08-20,30827401848
2020-08-21,30405211743
2020-08-24,30430292343
2020-08-25,30559039425
2020-08-26,31066503571
2020-08-27,30923544149
2020-08-28,31240395733
2020-08-31,31206118913
2020-09-01,31564771497
2020-09-02,31650881558
2020-09-03,30135177280
2020-09-04,29108544708
2020-09-08,28394583619
2020-09-09,29151181728
2020-09-10,28636193402
2020-09-11,28361978839
2020-09-14,28622817082
2020-09-15,28926292346
2020-09-16,28798381284
2020-09-17,28454777060
2020-09-18,28839346264
2020-09-21,29405331811
2020-09-22,29364366831
2020-09-23,28881147265
2020-09-24,28936324586
2020-09-25,29508162272
2020-09-28,29634401294
2020-09-29,29764820416
2020-09-30,29518906859
2020-10-01,29747260980
2020-10-02,28805713920
2020-10-05,29066335470
2020-10-06,28785857040
2020-10-07,28363070970
2020-10-08,28660096800
2020-10-09,29150727210
2020-10-12,29176375680
2020-10-13,29782837890
2020-10-14,29705892480
2020-10-15,29919353940
2020-10-16,30249474570
2020-10-19,30006227790
2020-10-20,29667006090
2020-10-21,28958777370
2020-10-22,28761863310
2020-10-23,29003455350
2020-10-26,28921545720
2020-10-27,29528835300
2020-10-28,28186841160
2020-10-29,28584806130
2020-10-30,28944712079
2020-11-02,29524698450
2020-11-03,30568839390
2020-11-04,32947528140
2020-11-05,34561727010
2020-11-06,34844687550
2020-11-09,32305489020
2020-11-10,31425167340
2020-11-11,32848243740
2020-11-12,32224406760
2020-11-13,32136705540
2020-11-16,32896231200
2020-11-17,33395962680
2020-11-18,33090663150
2020-11-19,33160162230
2020-11-20,33119621100
2020-11-23,33257791890
2020-11-24,33065014680
2020-11-25,33421611150
2020-11-27,33280958250
2020-11-30,33874182540
2020-12-01,34294486500
2020-12-02,34431829920
2020-12-03,34691624100
2020-12-04,34891020270
2020-12-07,34982858340
2020-12-08,35279056800
2020-12-09,34304414940
2020-12-10,34964656200
2020-12-11,34705689390
2020-12-14,35072214300
2020-12-15,35080488000
2020-12-16,35563672080
2020-12-17,36137866860
2020-12-18,36657455220
2020-12-21,35993904480
2020-12-22,36204056460
2020-12-23,35463560310
2020-12-24,35780443020
2020-12-28,36103944690
2020-12-29,35955018090
2020-12-30,36155241630
2020-12-31,36901239200
2021-01-04,36166569600
2021-01-05,35648416800
2021-01-06,35962448800
2021-01-07,36662409600
2021-01-08,37409475200
2021-01-11,37335925600
2021-01-12,37451621600
2021-01-13,36229376000
2021-01-14,33842732800
2021-01-15,34320392000
2021-01-19,34004707200
2021-01-20,34586492800
2021-01-21,34241884000
2021-01-22,34037763200
2021-01-25,33344413600
2021-01-26,33436970400
2021-01-27,32505617599
2021-01-28,32661807200
2021-01-29,32667592000
2021-02-01,34398900000
2021-02-02,35132743200
2021-02-03,34450136800
2021-02-04,35550901600
2021-02-05,35519498400
2021-02-08,34934407200
2021-02-09,34541040800
2021-02-10,34680702400
2021-02-11,35275710400
2021-02-12,35929392800
2021-02-16,36437628800
2021-02-17,36305404800
2021-02-18,36159132000
2021-02-19,35780640800
2021-02-22,34179904000
2021-02-23,34307996000
2021-02-24,34479887200
2021-02-25,33576632000
2021-02-26,34255932800
2021-03-01,34711279200
2021-03-02,34610458400
2021-03-03,33859260800
2021-03-04,33799760000
2021-03-05,34272460800
2021-03-08,33273343200
2021-03-09,34255932800
2021-03-10,33867524800
2021-03-11,33887358400
2021-03-12,34422039200
2021-03-15,34671612000
2021-03-16,34426171200
2021-03-17,34144368800
2021-03-18,33520436800
2021-03-19,33912150400
2021-03-22,34655910400
2021-03-23,34771606400
2021-03-24,35041839200
2021-03-25,34051812000
2021-03-26,35111256800
2021-03-29,35235216800
2021-03-30,34503026400
2021-03-31,34571313120
2021-04-01,35335661700
2021-04-05,36330056940
2021-04-06,36288005400
2021-04-07,36069502300
2021-04-08,36715941660
2021-04-09,36980619000
2021-04-12,37363205560
2021-04-13,37928840000
2021-04-14,37715284140
2021-04-15,38724521100
2021-04-16,39043618080
2021-04-19,38610734580
2021-04-20,38590945620
2021-04-21,38804501480
2021-04-22,38897674500
2021-04-23,40113871000
2021-04-26,40155098000
2021-04-27,40205394940
2021-04-28,39910209620
2021-04-29,40800712820
2021-04-30,40053679580
2021-05-03,40089134800
2021-05-04,39784055000
2021-05-05,39427853720
2021-05-06,39240683140
2021-05-07,39768388740
2021-05-10,39321488060
2021-05-11,38973532180
2021-05-12,37943681720
2021-05-13,38018714860
2021-05-14,38214130840
2021-05-17,37580884120
2021-05-18,37441536860
2021-05-19,36905585860
2021-05-20,37700442420
2021-05-21,37671583520
2021-05-24,38163833900
2021-05-25,38308952940
2021-05-26,38349355400
2021-05-27,38289163980
2021-05-28,38599191020
2021-06-01,38091274380
2021-06-02,38660206980
2021-06-03,38092098920
2021-06-04,38453247440
2021-06-07,38289163980
2021-06-08,38206709980
2021-06-09,38409546820
2021-06-10,39286032840
2021-06-11,39537517540
2021-06-14,40465125040
2021-06-15,40814730000
2021-06-16,40888938600
2021-06-17,41683795160
2021-06-18,41466116600
2021-06-21,42512457860
2021-06-22,43056654260
2021-06-23,43194352440
2021-06-24,43954578320
2021-06-25,43844914500
2021-06-28,44069189380
2021-06-29,44704085180
2021-06-30,43963107600
2021-07-01,44041454100
2021-07-02,44691317700
2021-07-06,45360149400
2021-07-07,45834351900
2021-07-08,45650443800
2021-07-09,46202168100
2021-07-12,46179076500
2021-07-13,45982797900
2021-07-14,45786519300
2021-07-15,46170829500
2021-07-16,46581530100
2021-07-19,45922594800
2021-07-20,46477617900
2021-07-21,46584004200
2021-07-22,47185210500
2021-07-23,47746006500
2021-07-26,47494473000
2021-07-27,48179798700
2021-07-28,48809044800
2021-07-29,49049857200
2021-07-30,49148821200
2021-08-02,50382572400
2021-08-03,51054702900
2021-08-04,51479423400
2021-08-05,51740028600
2021-08-06,51865383000
2021-08-09,51764769599
2021-08-10,51550347600
2021-08-11,51538801800
2021-08-12,51556945200
2021-08-13,51957749400
2021-08-16,51973418700
2021-08-17,51913215600
2021-08-18,50324018700
2021-08-19,50306700000
2021-08-20,51037384200
2021-08-23,51229539300
2021-08-24,50996973900
2021-08-25,51783737700
2021-08-26,51453857700
2021-08-27,51922287300
2021-08-30,52651322099
2021-08-31,52333812600
2021-09-01,53540348700
2021-09-02,53557667400
2021-09-03,53667352500
2021-09-07,54085475400
2021-09-08,54362574599
2021-09-09,53841364200
2021-09-10,53677248900
2021-09-13,53048827500
2021-09-14,53875176900
2021-09-15,53387779200
2021-09-16,53782810500
2021-09-17,52917700200
2021-09-20,52334637300
2021-09-21,52838529000
2021-09-22,53205520500
2021-09-23,53900742600
2021-09-24,54543183900
2021-09-27,52671939599
2021-09-28,49300566000
2021-09-29,50364429000
2021-09-30,50171624820
2021-10-01,50366261100
2021-10-04,48436392900
2021-10-05,49658642760
2021-10-06,49478851620
