,EL
2013-11-27,29219575000
2013-11-29,29106967999
2013-12-02,29075904000
2013-12-03,28924466999
2013-12-04,28384729999
2013-12-05,28241059000
2013-12-06,28621592999
2013-12-09,28691487000
2013-12-10,28578879999
2013-12-11,28664305999
2013-12-12,28373080999
2013-12-13,28206112000
2013-12-16,28408028000
2013-12-17,28248825000
2013-12-18,28734200000
2013-12-19,28699253000
2013-12-20,28870104999
2013-12-23,29029308000
2013-12-24,28974946000
2013-12-26,28982712000
2013-12-27,28908935000
2013-12-30,29138032000
2013-12-31,29058455999
2014-01-02,28437317999
2014-01-03,28414170000
2014-01-06,28580064000
2014-01-07,28506762000
2014-01-08,28194264000
2014-01-09,28333152000
2014-01-10,28568490000
2014-01-13,28487472000
2014-01-14,28448891999
2014-01-15,28113246000
2014-01-16,27850902000
2014-01-17,27997505999
2014-01-21,27847044000
2014-01-22,27827754000
2014-01-23,27187326000
2014-01-24,26539182000
2014-01-27,26450448000
2014-01-28,26948129999
2014-01-29,26442732000
2014-01-30,26600910000
2014-01-31,26519891999
2014-02-03,26342424000
2014-02-04,26693502000
2014-02-05,25215888000
2014-02-06,25771440000
2014-02-07,25655700000
2014-02-10,25613262000
2014-02-11,25763724000
2014-02-12,25802304000
2014-02-13,26056932000
2014-02-14,26226684000
2014-02-18,26265264000
2014-02-19,25999062000
2014-02-20,26180388000
2014-02-21,26099370000
2014-02-24,26195820000
2014-02-25,26033784000
2014-02-26,26226684000
2014-02-27,26080079999
2014-02-28,26558472000
2014-03-03,26450448000
2014-03-04,26901834000
2014-03-05,26724366000
2014-03-06,26635632000
2014-03-07,27013716000
2014-03-10,27083160000
2014-03-11,27048438000
2014-03-12,27083160000
2014-03-13,26921124000
2014-03-14,26735940000
2014-03-17,26986710000
2014-03-18,27052296000
2014-03-19,26886402000
2014-03-20,26666496000
2014-03-21,26377146000
2014-03-24,25964340000
2014-03-25,25991346000
2014-03-26,25937334000
2014-03-27,25937334000
2014-03-28,25744434000
2014-03-31,25615040000
2014-04-01,26143580000
2014-04-02,26078470000
2014-04-03,26124429999
2014-04-04,25653340000
2014-04-07,25775900000
2014-04-08,26629990000
2014-04-09,26698929999
2014-04-10,26396360000
2014-04-11,26112940000
2014-04-14,26495940000
2014-04-15,27116400000
2014-04-16,27610470000
2014-04-17,27633450000
2014-04-21,27537700000
2014-04-22,27614299999
2014-04-23,27449610000
2014-04-24,27610470000
2014-04-25,27652600000
2014-04-28,27537700000
2014-04-29,27932190000
2014-04-30,27794309999
2014-05-01,27648770000
2014-05-02,28962460000
2014-05-05,28364980000
2014-05-06,28169650000
2014-05-07,28223270000
2014-05-08,28081559999
2014-05-09,28050919999
2014-05-12,28200290000
2014-05-13,28315190000
2014-05-14,28219440000
2014-05-15,27985809999
2014-05-16,28020280000
2014-05-19,28349660000
2014-05-20,28296040000
2014-05-21,28387960000
2014-05-22,28690530000
2014-05-23,28686700000
2014-05-27,28947140000
2014-05-28,28973950000
2014-05-29,29303330000
2014-05-30,29345460000
2014-06-02,29395250000
2014-06-03,29372270000
2014-06-04,29284179999
2014-06-05,29337799999
2014-06-06,29402910000
2014-06-09,29299500000
2014-06-10,29268860000
2014-06-11,29322480000
2014-06-12,29376100000
2014-06-13,29295669999
2014-06-16,29073530000
2014-06-17,28820750000
2014-06-18,29157790000
2014-06-19,29307160000
2014-06-20,29012250000
2014-06-23,28659890000
2014-06-24,28541160000
2014-06-25,28725000000
2014-06-26,28571799999
2014-06-27,28613929999
2014-06-30,28352468000
2014-07-01,28341014000
2014-07-02,28237927999
2014-07-03,28623546000
2014-07-07,28562458000
2014-07-08,28276108000
2014-07-09,28509006000
2014-07-10,28516642000
2014-07-11,28444100000
2014-07-14,28780084000
2014-07-15,28913714000
2014-07-16,28688452000
2014-07-17,28440281999
2014-07-18,29047344000
2014-07-21,28795356000
2014-07-22,29108431999
2014-07-23,28993892000
2014-07-24,28982438000
2014-07-25,28890806000
2014-07-28,28608274000
2014-07-29,28402102000
2014-07-30,28356286000
2014-07-31,28047027999
2014-08-01,28203566000
2014-08-04,28337196000
2014-08-05,28234110000
2014-08-06,28352468000
2014-08-07,27947760000
2014-08-08,28329560000
2014-08-11,28825900000
2014-08-12,28776266000
2014-08-13,28692270000
2014-08-14,28978620000
2014-08-15,29077888000
2014-08-18,29318422000
2014-08-19,29261152000
2014-08-20,29238244000
2014-08-21,29119886000
2014-08-22,29127522000
2014-08-25,29471142000
2014-08-26,29490231999
2014-08-27,29402418000
2014-08-28,29268788000
2014-08-29,29333694000
2014-09-02,29337512000
2014-09-03,29104614000
2014-09-04,29264970000
2014-09-05,29314604000
2014-09-08,28860262000
2014-09-09,28409738000
2014-09-10,28596820000
2014-09-11,28535731999
2014-09-12,28436464000
2014-09-15,28417374000
2014-09-16,28531914000
2014-09-17,28516642000
2014-09-18,28619727999
2014-09-19,28799174000
2014-09-22,28730450000
2014-09-23,28417374000
2014-09-24,28680816000
2014-09-25,28253200000
2014-09-26,28482279999
2014-09-29,28524277999
2014-09-30,28393600000
2014-10-01,28215000000
2014-10-02,28006000000
2014-10-03,28161800000
2014-10-06,28139000000
2014-10-07,28173200000
2014-10-08,28401199999
2014-10-09,27971800000
2014-10-10,27607000000
2014-10-13,26987600000
2014-10-14,27318200000
2014-10-15,27207999999
2014-10-16,27276400000
2014-10-17,27428400000
2014-10-20,27781800000
2014-10-21,28370800000
2014-10-22,28287200000
2014-10-23,28207400000
2014-10-24,28252999999
2014-10-27,28317600000
2014-10-28,28526599999
2014-10-29,28393600000
2014-10-30,28477200000
2014-10-31,28568400000
2014-11-03,28864799999
2014-11-04,27360000000
2014-11-05,27056000000
2014-11-06,27295400000
2014-11-07,27580400000
2014-11-10,27675400000
2014-11-11,27626000000
2014-11-12,27595600000
2014-11-13,27569000000
2014-11-14,27105400000
2014-11-17,27025600000
2014-11-18,27371400000
2014-11-19,27667800000
2014-11-20,27682999999
2014-11-21,27755200000
2014-11-24,27648800000
2014-11-25,27838800000
2014-11-26,27819799999
2014-11-28,28173200000
2014-12-01,28021199999
2014-12-02,28218800000
2014-12-03,28351800000
2014-12-04,28256800000
2014-12-05,28370800000
2014-12-08,28207400000
2014-12-09,28363200000
2014-12-10,27911000000
2014-12-11,28123800000
2014-12-12,27751400000
2014-12-15,27447400000
2014-12-16,27736199999
2014-12-17,28120000000
2014-12-18,28796400000
2014-12-19,28975000000
2014-12-22,28917999999
2014-12-23,29548800000
2014-12-24,29408200000
2014-12-26,29431000000
2014-12-29,29412000000
2014-12-30,29324600000
2014-12-31,28841700000
2015-01-02,28610815000
2015-01-05,28266380000
2015-01-06,28005214999
2015-01-07,28133905000
2015-01-08,28538900000
2015-01-09,28349650000
2015-01-12,28107410000
2015-01-13,28205820000
2015-01-14,28054420000
2015-01-15,27899234999
2015-01-16,28092270000
2015-01-20,28209605000
2015-01-21,28001430000
2015-01-22,28429135000
2015-01-23,27895450000
2015-01-26,27577510000
2015-01-27,27157375000
2015-01-28,26646400000
2015-01-29,27240645000
2015-01-30,26718315000
2015-02-02,27187655000
2015-02-03,27569940000
2015-02-04,27460175000
2015-02-05,29674400000
2015-02-06,30109675000
2015-02-09,30075609999
2015-02-10,30283785000
2015-02-11,30416260000
2015-02-12,30624435000
2015-02-13,31222464999
2015-02-17,30953730000
2015-02-18,30847750000
2015-02-19,30688780000
2015-02-20,30961300000
2015-02-23,31089990000
2015-02-24,30949945000
2015-02-25,30991580000
2015-02-26,31142980000
2015-02-27,31290595000
2015-03-02,31566900000
2015-03-03,31381435000
2015-03-04,31124055000
2015-03-05,31498770000
2015-03-06,31124055000
2015-03-09,31370080000
2015-03-10,30760695000
2015-03-11,30469250000
2015-03-12,30741770000
2015-03-13,30480605000
2015-03-16,30715275000
2015-03-17,30590369999
2015-03-18,30938589999
2015-03-19,30912095000
2015-03-20,31616105000
2015-03-23,31370080000
2015-03-24,31551760000
2015-03-25,31688020000
2015-03-26,31173260000
2015-03-27,31373865000
2015-03-30,31820494999
2015-03-31,31351320000
2015-04-01,31351320000
2015-04-02,31705699999
2015-04-06,32033690000
2015-04-07,31660460000
2015-04-08,31732090000
2015-04-09,31852729999
2015-04-10,31456880000
2015-04-13,31366400000
2015-04-14,31909280000
2015-04-15,31784870000
2015-04-16,31637840000
2015-04-17,31223139999
2015-04-20,31117580000
2015-04-21,31189210000
2015-04-22,31072340000
2015-04-23,31083650000
2015-04-24,31012020000
2015-04-27,31355090000
2015-04-28,31272150000
2015-04-29,31079880000
2015-04-30,30646330000
2015-05-01,31204290000
2015-05-04,31494580000
2015-05-05,32761300000
2015-05-06,32957340000
2015-05-07,33300410000
2015-05-08,33334340000
2015-05-11,33145840000
2015-05-12,33021430000
2015-05-13,33002580000
2015-05-14,33700030000
2015-05-15,33534150000
2015-05-18,33617090000
2015-05-19,33767889999
2015-05-20,33583160000
2015-05-21,33684949999
2015-05-22,34012940000
2015-05-26,33356960000
2015-05-27,33466290000
2015-05-28,33349419999
2015-05-29,32961110000
2015-06-01,33074210000
2015-06-02,32897020000
2015-06-03,32934720000
2015-06-04,32946030000
2015-06-05,32972419999
2015-06-08,32998810000
2015-06-09,33157150000
2015-06-10,33307949999
2015-06-11,33059130000
2015-06-12,32795229999
2015-06-15,32591650000
2015-06-16,33111910000
2015-06-17,33142070000
2015-06-18,33304180000
2015-06-19,33296639999
2015-06-22,33300410000
2015-06-23,33066669999
2015-06-24,32979960000
2015-06-25,32704750000
2015-06-26,33176000000
2015-06-29,32440850000
2015-06-30,32280850000
2015-07-01,32657075000
2015-07-02,32601200000
2015-07-06,32381425000
2015-07-07,32869400000
2015-07-08,32109500000
2015-07-09,32116950000
2015-07-10,32563950000
2015-07-13,33219550000
2015-07-14,33227000000
2015-07-15,33308950000
2015-07-16,33267975000
2015-07-17,33033300000
2015-07-20,32977425000
2015-07-21,33241900000
2015-07-22,33271699999
2015-07-23,33208375000
2015-07-24,32929000000
2015-07-27,32359075000
2015-07-28,32787450000
2015-07-29,33383450000
2015-07-30,33349925000
2015-07-31,33193475000
2015-08-03,33342475000
2015-08-04,33595775000
2015-08-05,33901225000
2015-08-06,33539900000
2015-08-07,33700075000
2015-08-10,33484025000
2015-08-11,33629300000
2015-08-12,33092900000
2015-08-13,33454225000
2015-08-14,33085449999
2015-08-17,30843000000
2015-08-18,31222949999
2015-08-19,31073950000
2015-08-20,30612050000
2015-08-21,29736675000
2015-08-24,28518600000
2015-08-25,28209425000
2015-08-26,29204000000
2015-08-27,29826074999
2015-08-28,29930374999
2015-08-31,29714325000
2015-09-01,28768175000
2015-09-02,29330650000
2015-09-03,29528075000
2015-09-04,28812874999
2015-09-08,28924625000
2015-09-09,28481349999
2015-09-10,28313725000
2015-09-11,28466450000
2015-09-14,28451550000
2015-09-15,28831500000
2015-09-16,29095975000
2015-09-17,29375350000
2015-09-18,28920900000
2015-09-21,29244975000
2015-09-22,28812874999
2015-09-23,29185374999
2015-09-24,29256150000
2015-09-25,29714325000
2015-09-28,28753275000
2015-09-29,29326925000
2015-09-30,29819328000
2015-10-01,29919120000
2015-10-02,30022608000
2015-10-05,30706368000
2015-10-06,30706368000
2015-10-07,30669408000
2015-10-08,31013136000
2015-10-09,31212720000
2015-10-12,31242288000
2015-10-13,30695280000
2015-10-14,30724848000
2015-10-15,31175759999
2015-10-16,31330992000
2015-10-19,30972480000
2015-10-20,30950304000
2015-10-21,30802464000
2015-10-22,31264464000
2015-10-23,31124015999
2015-10-26,31005744000
2015-10-27,30924432000
2015-10-28,30769200000
2015-10-29,30395904000
2015-10-30,29738015999
2015-11-02,32144112000
2015-11-03,32092368000
2015-11-04,31748640000
2015-11-05,32055408000
2015-11-06,31663632000
2015-11-09,31286640000
2015-11-10,31560144000
2015-11-11,31722768000
2015-11-12,31175759999
2015-11-13,30551136000
2015-11-16,30695280000
2015-11-17,30329376000
2015-11-18,30954000000
2015-11-19,31257071999
2015-11-20,31194240000
2015-11-23,31567536000
2015-11-24,31626671999
2015-11-25,31563840000
2015-11-27,31523184000
2015-11-30,31090752000
2015-12-01,31427088000
2015-12-02,30968784000
2015-12-03,30983568000
2015-12-04,31574928000
2015-12-07,32147808000
2015-12-08,32184768000
2015-12-09,31874304000
2015-12-10,32103456000
2015-12-11,31231200000
2015-12-14,31619280000
2015-12-15,32332608000
2015-12-16,32990496000
2015-12-17,32972015999
2015-12-18,32306736000
2015-12-21,32602415999
2015-12-22,32765040000
2015-12-23,33027456000
2015-12-24,32820480000
2015-12-28,32768736000
2015-12-29,33042240000
2015-12-30,32905488000
2015-12-31,32502946000
2016-01-04,32189210999
2016-01-05,32484491000
2016-01-06,31406719000
2016-01-07,30757103000
2016-01-08,30568861999
2016-01-11,30591008000
2016-01-12,31089293000
2016-01-13,30672209999
2016-01-14,31107748000
2016-01-15,30395384999
2016-01-19,30960108000
2016-01-20,30609463000
2016-01-21,30746030000
2016-01-22,31628179000
2016-01-25,30808777000
2016-01-26,30853069000
2016-01-27,30413840000
2016-01-28,30889979000
2016-01-29,31465775000
2016-02-01,31543285999
2016-02-02,31380882000
2016-02-03,31912385999
2016-02-04,32115391000
2016-02-05,33584409000
2016-02-08,33082433000
2016-02-09,33381404000
2016-02-10,32654277000
2016-02-11,32015734000
2016-02-12,32595221000
2016-02-16,32709642000
2016-02-17,33244836999
2016-02-18,33680375000
2016-02-19,33820633000
2016-02-22,33853852000
2016-02-23,33853852000
2016-02-24,33964582000
2016-02-25,34208188000
2016-02-26,33879689000
2016-02-29,33709903000
2016-03-01,34104840000
2016-03-02,33901834999
2016-03-03,34031020000
2016-03-04,34160205000
2016-03-07,33820633000
2016-03-08,33861234000
2016-03-09,34031020000
2016-03-10,33872307000
2016-03-11,34366901000
2016-03-14,34632653000
2016-03-15,34621580000
2016-03-16,34366901000
2016-03-17,34676945000
2016-03-18,34761838000
2016-03-21,34743383000
2016-03-22,34392738000
2016-03-23,34466558000
2016-03-24,34425957000
2016-03-28,34547760000
2016-03-29,34758147000
2016-03-30,34850422000
2016-03-31,34781528000
2016-04-01,35275720000
2016-04-04,35220400000
2016-04-05,35072880000
2016-04-06,35286784000
2016-04-07,34866352000
2016-04-08,35113448000
2016-04-11,35128200000
2016-04-12,34936424000
2016-04-13,34858976000
2016-04-14,34929048000
2016-04-15,35017560000
2016-04-18,35323664000
2016-04-19,35755160000
2016-04-20,35615016000
2016-04-21,34626632000
2016-04-22,34648760000
2016-04-25,34932736000
2016-04-26,35290472000
2016-04-27,35467496000
2016-04-28,35817856000
2016-04-29,35356856000
2016-05-02,35821544000
2016-05-03,34405352000
2016-05-04,34353720000
2016-05-05,34401664000
2016-05-06,34663512000
2016-05-09,34571312000
2016-05-10,35235152000
2016-05-11,35010184000
2016-05-12,34892168000
2016-05-13,34173008000
2016-05-16,34220952000
2016-05-17,33936976000
2016-05-18,33376400000
2016-05-19,33564488000
2016-05-20,33369024000
2016-05-23,33461224000
2016-05-24,33981232000
2016-05-25,33944352000
2016-05-26,33723072000
2016-05-27,33929600000
2016-05-31,33848464000
2016-06-01,34294712000
2016-06-02,34372160000
2016-06-03,34324215999
2016-06-06,34320528000
2016-06-07,34342656000
2016-06-08,34254144000
2016-06-09,34032864000
2016-06-10,33763640000
2016-06-13,33667752000
2016-06-14,33726760000
2016-06-15,33564488000
2016-06-16,33822647999
2016-06-17,33907472000
2016-06-20,34327904000
2016-06-21,34335279999
2016-06-22,34515992000
2016-06-23,35017560000
2016-06-24,33092424000
2016-06-27,32174112000
2016-06-28,32524472000
2016-06-29,33085047999
2016-06-30,33349728000
2016-07-01,33642847999
2016-07-05,33459647999
2016-07-06,33353392000
2016-07-07,33543920000
2016-07-08,34078864000
2016-07-11,34177792000
2016-07-12,34181456000
2016-07-13,34185120000
2016-07-14,34452592000
2016-07-15,34588160000
2016-07-18,34430608000
2016-07-19,34254736000
2016-07-20,34258400000
2016-07-21,34023904000
2016-07-22,34159472000
2016-07-25,34137488000
2016-07-26,34093520000
2016-07-27,33859024000
2016-07-28,33749104000
2016-07-29,34038560000
2016-08-01,34232752000
2016-08-02,34174128000
2016-08-03,34382976000
2016-08-04,34324352000
2016-08-05,34287712000
2016-08-08,34181456000
2016-08-09,34199776000
2016-08-10,34042224000
2016-08-11,33902992000
2016-08-12,34111839999
2016-08-15,34148480000
2016-08-16,33862688000
2016-08-17,34082528000
2016-08-18,34844640000
2016-08-19,33609872000
2016-08-22,33481632000
2016-08-23,33551247999
2016-08-24,33159200000
2016-08-25,33426672000
2016-08-26,33309424000
2016-08-29,33291104000
2016-08-30,32928368000
2016-08-31,32693872000
2016-09-01,32591280000
2016-09-02,32836768000
2016-09-06,32781808000
2016-09-07,32320143999
2016-09-08,32276176000
2016-09-09,32078320000
2016-09-12,32525328000
2016-09-13,32184576000
2016-09-14,32063664000
2016-09-15,32191904000
2016-09-16,32140608000
2016-09-19,32016032000
2016-09-20,31986720000
2016-09-21,32334800000
2016-09-22,32514336000
2016-09-23,32298160000
2016-09-26,32360447999
2016-09-27,32752496000
2016-09-28,32408080000
2016-09-29,31829168000
2016-09-30,32492664000
2016-10-03,32312882999
2016-10-04,32078067000
2016-10-05,32268855000
2016-10-06,32400939000
2016-10-07,32224827000
2016-10-10,32114757000
2016-10-11,32023032000
2016-10-12,32353242000
2016-10-13,32342235000
2016-10-14,32041377000
2016-10-17,32118426000
2016-10-18,32166123000
2016-10-19,32140439999
2016-10-20,31663470000
2016-10-21,31740519000
2016-10-24,31784547000
2016-10-25,31619442000
2016-10-26,31465344000
2016-10-27,31524048000
2016-10-28,31703829000
2016-10-31,31967997000
2016-11-01,31663470000
2016-11-02,29939039999
2016-11-03,29194232999
2016-11-04,28992438000
2016-11-07,29557464000
2016-11-08,29465739000
2016-11-09,29495091000
2016-11-10,28695248999
2016-11-11,28750284000
2016-11-14,28471439999
2016-11-15,28526475000
2016-11-16,28254969000
2016-11-17,28658559000
2016-11-18,28401729000
2016-11-21,28552157999
2016-11-22,28519137000
2016-11-23,28537482000
2016-11-25,28856685000
2016-11-28,28779636000
2016-11-29,28842009000
2016-11-30,28508130000
2016-12-01,27851379000
2016-12-02,27825696000
2016-12-05,28310004000
2016-12-06,28420073999
2016-12-07,28739277000
2016-12-08,29091501000
2016-12-09,29245598999
2016-12-12,28702587000
2016-12-13,28886037000
2016-12-14,28603523999
2016-12-15,28464102000
2016-12-16,27932097000
2016-12-19,27987132000
2016-12-20,28482447000
2016-12-21,28662228000
2016-12-22,28904382000
2016-12-23,28757622000
2016-12-27,28702587000
2016-12-28,28332018000
2016-12-29,28350363000
2016-12-30,28064181000
2017-01-03,28380110000
2017-01-04,28882900000
2017-01-05,28846199999
2017-01-06,29051720000
2017-01-09,28714080000
2017-01-10,28387449999
2017-01-11,28747110000
2017-01-12,29044380000
2017-01-13,28915930000
2017-01-17,29304949999
2017-01-18,29092090000
2017-01-19,28952630000
2017-01-20,29224210000
2017-01-23,29231550000
2017-01-24,29649930000
2017-01-25,30097670000
2017-01-26,30079319999
2017-01-27,29712319999
2017-01-30,29679290000
2017-01-31,29804069999
2017-02-01,29330640000
2017-02-02,30094000000
2017-02-03,30468340000
2017-02-06,30394939999
2017-02-07,30607800000
2017-02-08,30273830000
2017-02-09,30336220000
2017-02-10,30310530000
2017-02-13,30310530000
2017-02-14,30552750000
2017-02-15,30659180000
2017-02-16,30560090000
2017-02-17,31195000000
2017-02-21,31062880000
2017-02-22,30901400000
2017-02-23,30835340000
2017-02-24,30736250000
2017-02-27,30449990000
2017-02-28,30405949999
2017-03-01,30846350000
2017-03-02,30431640000
2017-03-03,30442650000
2017-03-06,30354569999
2017-03-07,30376590000
2017-03-08,30435310000
2017-03-09,30416960000
2017-03-10,31481260000
2017-03-13,31330790000
2017-03-14,31114260000
2017-03-15,31316110000
2017-03-16,31407860000
2017-03-17,31547319999
2017-03-20,31749170000
2017-03-21,31738160000
2017-03-22,31756510000
2017-03-23,31752840000
2017-03-24,31565670000
2017-03-27,31495939999
2017-03-28,31418870000
2017-03-29,31385840000
2017-03-30,31319780000
2017-03-31,31211199000
2017-04-03,30736350000
2017-04-04,31310586000
2017-04-05,31376844000
2017-04-06,31056597000
2017-04-07,30975615000
2017-04-10,31185432000
2017-04-11,31233284999
2017-04-12,31259052000
2017-04-13,31266414000
2017-04-17,31421016000
2017-04-18,31763349000
2017-04-19,31516722000
2017-04-20,31667643000
2017-04-21,31354758000
2017-04-24,31652919000
2017-04-25,32164578000
2017-04-26,32322861000
2017-04-27,32179302000
2017-04-28,32076234000
2017-05-01,32090958000
2017-05-02,32201388000
2017-05-03,33607530000
2017-05-04,33813666000
2017-05-05,34181766000
2017-05-08,34089741000
2017-05-09,34225938000
2017-05-10,34630848000
2017-05-11,34196490000
2017-05-12,34207533000
2017-05-15,34089741000
2017-05-16,33828390000
2017-05-17,33902009999
2017-05-18,33636978000
2017-05-19,34001397000
2017-05-22,34214895000
2017-05-23,33861519000
2017-05-24,34244343000
2017-05-25,34450479000
2017-05-26,34490970000
2017-05-30,34597719000
2017-05-31,34652934000
2017-06-01,34807536000
2017-06-02,35385453000
2017-06-05,35448030000
2017-06-06,35422263000
2017-06-07,35525331000
2017-06-08,35356005000
2017-06-09,35466435000
2017-06-12,35341281000
2017-06-13,35573184000
2017-06-14,35764596000
2017-06-15,35908155000
2017-06-16,35889750000
2017-06-19,36143739000
2017-06-20,35724105000
2017-06-21,35827173000
2017-06-22,35882388000
2017-06-23,35702019000
2017-06-26,35521650000
2017-06-27,35488521000
2017-06-28,35635761000
2017-06-29,35197722000
2017-06-30,35359032000
2017-07-03,35296404000
2017-07-05,35263248000
2017-07-06,34939056000
2017-07-07,34732752000
2017-07-10,34729068000
2017-07-11,34578024000
2017-07-12,34821168000
2017-07-13,34898532000
2017-07-14,35112204000
2017-07-17,35440080000
2017-07-18,35473236000
2017-07-19,35712696000
2017-07-20,35775324000
2017-07-21,36084780000
2017-07-24,36011100000
2017-07-25,36379500000
2017-07-26,36442128000
2017-07-27,36666852000
2017-07-28,36471600000
2017-07-31,36467916000
2017-08-01,36327924000
2017-08-02,36283716000
2017-08-03,36165828000
2017-08-04,36316872000
2017-08-07,37035252000
2017-08-08,37230504000
2017-08-09,38228868000
2017-08-10,37462596000
2017-08-11,36711060000
2017-08-14,37256292000
2017-08-15,37223136000
2017-08-16,37234188000
2017-08-17,36221088000
2017-08-18,39020928000
2017-08-21,39227232000
2017-08-22,38759364000
2017-08-23,38479380000
2017-08-24,39054084000
2017-08-25,39234600000
2017-08-28,39035664000
2017-08-29,38939880000
2017-08-30,38925144000
2017-08-31,39415116000
2017-09-01,39761412000
2017-09-05,39768780000
2017-09-06,39812988000
2017-09-07,39871932000
2017-09-08,40085604000
2017-09-11,40059816000
2017-09-12,40118760000
2017-09-13,40398744000
2017-09-14,40527684000
2017-09-15,40409796000
2017-09-18,40623468000
2017-09-19,40652940000
2017-09-20,40608732000
2017-09-21,39879300000
2017-09-22,39632472000
2017-09-25,39779832000
2017-09-26,39772464000
2017-09-27,39978768000
2017-09-28,39179340000
2017-09-29,39728256000
2017-10-02,39893340000
2017-10-03,39985515000
2017-10-04,40534878000
2017-10-05,40564374000
2017-10-06,40461138000
2017-10-09,40420581000
2017-10-10,40405833000
2017-10-11,40457451000
2017-10-12,40368963000
2017-10-13,40925700000
2017-10-16,41028936000
2017-10-17,40745037000
2017-10-18,40549626000
2017-10-19,40446390000
2017-10-20,40114560000
2017-10-23,40214109000
2017-10-24,40645488000
2017-10-25,40969944000
2017-10-26,41216973000
2017-10-27,41246469000
2017-10-30,40870395000
2017-10-31,41224347000
2017-11-01,45025644000
2017-11-02,44299305000
2017-11-03,44874477000
2017-11-06,44656944000
2017-11-07,45062514000
2017-11-08,45379596000
2017-11-09,45637686000
2017-11-10,45943707000
2017-11-13,46574184000
2017-11-14,46463574000
2017-11-15,45943707000
2017-11-16,46323468000
2017-11-17,45973203000
2017-11-20,46153866000
2017-11-21,46271850000
2017-11-22,46397208000
2017-11-24,46526253000
2017-11-27,46142805000
2017-11-28,46201797000
2017-11-29,45692991000
2017-11-30,46024821000
2017-12-01,46002699000
2017-12-04,46212858000
2017-12-05,45903150000
2017-12-06,45892089000
2017-12-07,46153866000
2017-12-08,46319781000
2017-12-11,46260789000
2017-12-12,46069065000
2017-12-13,47175165000
2017-12-14,47123547000
2017-12-15,47790894000
2017-12-18,47706092999
2017-12-19,47134608000
2017-12-20,47079303000
2017-12-21,47038746000
2017-12-22,47101425000
2017-12-26,47506995000
2017-12-27,47101425000
2017-12-28,47153043000
2017-12-29,46913388000
2018-01-02,46940361000
2018-01-03,47687198000
2018-01-04,47911617000
2018-01-05,47823321000
2018-01-08,48183863000
2018-01-09,48452429999
2018-01-10,47944728000
2018-01-11,47492211000
2018-01-12,47286187000
2018-01-16,47334014000
2018-01-17,48584874000
2018-01-18,48187542000
2018-01-19,49464154999
2018-01-22,49618673000
2018-01-23,50299288000
2018-01-24,50126375000
2018-01-25,50464842999
2018-01-26,50663509000
2018-01-29,50255140000
2018-01-30,50266177000
2018-01-31,49651784000
2018-02-01,49504624000
2018-02-02,49442080999
2018-02-05,49408970000
2018-02-06,50483238000
2018-02-07,49559809000
2018-02-08,48364134000
2018-02-09,49574525000
2018-02-12,50413337000
2018-02-13,50586250000
2018-02-14,51406667000
2018-02-15,51369877000
2018-02-16,51888616000
2018-02-20,51266865000
2018-02-21,51439778000
2018-02-22,51561185000
2018-02-23,52385280999
2018-02-26,52716391000
2018-02-27,51425062000
2018-02-28,50932076000
2018-03-01,50968866000
2018-03-02,51745135000
2018-03-05,52109355999
2018-03-06,52491972000
2018-03-07,52812045000
2018-03-08,53121080999
2018-03-09,53363895000
2018-03-12,53481623000
2018-03-13,53632462000
2018-03-14,53378611000
2018-03-15,53021748000
2018-03-16,53812733000
2018-03-19,53661894000
2018-03-20,54522779999
2018-03-21,53761227000
2018-03-22,53161550000
2018-03-23,52904020000
2018-03-26,54526459000
2018-03-27,53967251000
2018-03-28,53724437000
2018-03-29,55081988000
2018-04-02,54224423999
2018-04-03,54852336000
2018-04-04,55263600000
2018-04-05,55623456000
2018-04-06,55171800000
2018-04-09,55201176000
2018-04-10,55924560000
2018-04-11,55968623999
2018-04-12,55627128000
2018-04-13,54643032000
2018-04-16,55381104000
2018-04-17,56221992000
2018-04-18,55998000000
2018-04-19,55751976000
2018-04-20,54613656000
2018-04-23,54327239999
2018-04-24,53930664000
2018-04-25,53791128000
2018-04-26,54195048000
2018-04-27,54617328000
2018-04-30,54378648000
2018-05-01,53218296000
2018-05-02,48687048000
2018-05-03,49248864000
2018-05-04,49843728000
2018-05-07,49127688000
2018-05-08,50012639999
2018-05-09,50603832000
2018-05-10,50857200000
2018-05-11,51477768000
2018-05-14,51639336000
2018-05-15,52201152000
2018-05-16,53133839999
2018-05-17,53207280000
2018-05-18,53423928000
2018-05-21,54268488000
2018-05-22,54301536000
2018-05-23,55557360000
2018-05-24,55274616000
2018-05-25,55381104000
2018-05-29,55127736000
2018-05-30,55516968000
2018-05-31,54874368000
2018-06-01,54492480000
2018-06-04,54771552000
2018-06-05,54602639999
2018-06-06,54422712000
2018-06-07,55634472000
2018-06-08,56199960000
2018-06-11,56934360000
2018-06-12,57683448000
2018-06-13,57143664000
2018-06-14,57419064000
2018-06-15,58028616000
2018-06-18,57668760000
2018-06-19,56916000000
2018-06-20,56207304000
2018-06-21,55766664000
2018-06-22,56155896000
2018-06-25,53471664000
2018-06-26,53882928000
2018-06-27,53240328000
2018-06-28,52344360000
2018-06-29,52395768000
2018-07-02,52357032000
2018-07-03,52067259999
2018-07-05,52654140000
2018-07-06,52239655999
2018-07-09,52320351999
2018-07-10,53039280000
2018-07-11,51157596000
2018-07-12,50926512000
2018-07-13,51531732000
2018-07-16,51700459999
2018-07-17,52158959999
