,EP
2004-04-23,8700900.0
2004-04-26,11538150.0
2004-04-27,11349000.0
2004-04-28,11349000.0
2004-04-29,11349000.0
2004-04-30,11349000.0
2004-05-03,11349000.0
2004-05-04,10592400.0
2004-05-05,12105600.0
2004-05-06,11349000.0
2004-05-07,13997100.0
2004-05-10,12105600.0
2004-05-11,12105600.0
2004-05-12,12483900.0
2004-05-13,10592400.0
2004-05-14,10592400.0
2004-05-17,10592400.0
2004-05-18,10592400.0
2004-05-19,11349000.0
2004-05-20,11349000.0
2004-05-21,10592400.0
2004-05-24,10592400.0
2004-05-25,9457500.0
2004-05-26,9457500.0
2004-05-27,9457500.0
2004-05-28,9457500.0
2004-06-01,9457500.0
2004-06-02,9835800.0
2004-06-03,7566000.0
2004-06-04,7566000.0
2004-06-07,7566000.0
2004-06-08,7566000.0
2004-06-09,7187700.0
2004-06-10,7187700.0
2004-06-14,10214100.0
2004-06-15,10214100.0
2004-06-16,10214100.0
2004-06-17,7566000.0
2004-06-18,9457500.0
2004-06-21,7944300.0
2004-06-22,8322600.0
2004-06-23,8322600.0
2004-06-24,9079200.0
2004-06-25,9457500.0
2004-06-28,9457500.0
2004-06-29,7566000.0
2004-06-30,9457500.0
2004-07-01,9457500.0
2004-07-02,9457500.0
2004-07-06,9835800.0
2004-07-07,9835800.0
2004-07-08,10214100.0
2004-07-09,9457500.0
2004-07-12,9079200.0
2004-07-13,9457500.0
2004-07-14,11349000.0
2004-07-15,13240500.0
2004-07-16,13240500.0
2004-07-19,13997100.0
2004-07-20,15132000.0
2004-07-21,13240500.0
2004-07-22,13240500.0
2004-07-23,13240500.0
2004-07-26,14375399.0
2004-07-27,13240500.0
2004-07-28,14753700.0
2004-07-29,14375399.0
2004-07-30,13240500.0
2004-08-02,12862200.0
2004-08-03,11349000.0
2004-08-04,11349000.0
2004-08-05,11349000.0
2004-08-06,11349000.0
2004-08-09,9835800.0
2004-08-10,9457500.0
2004-08-11,9457500.0
2004-08-12,9457500.0
2004-08-13,9457500.0
2004-08-16,9457500.0
2004-08-17,9457500.0
2004-08-18,9457500.0
2004-08-19,9079200.0
2004-08-20,9079200.0
2004-08-23,8322600.0
2004-08-24,8700900.0
2004-08-25,9457500.0
2004-08-26,9457500.0
2004-08-27,9457500.0
2004-08-30,9457500.0
2004-08-31,9457500.0
2004-09-01,9835800.0
2004-09-02,9835800.0
2004-09-03,9835800.0
2004-09-07,8700900.0
2004-09-08,8700900.0
2004-09-09,5674500.0
2004-09-10,6809400.0
2004-09-13,7187700.0
2004-09-14,7187700.0
2004-09-15,7187700.0
2004-09-16,7187700.0
2004-09-17,4917900.0
2004-09-20,3783000.0
2004-09-21,3783000.0
2004-09-22,4161300.0
2004-09-23,4161300.0
2004-09-24,4161300.0
2004-09-27,3783000.0
2004-09-28,3404700.0
2004-09-29,3026400.0
2004-09-30,3404700.0
2004-10-01,3404700.0
2004-10-04,3026400.0
2004-10-05,3026400.0
2004-10-06,3026400.0
2004-10-07,3026400.0
2004-10-08,3404700.0
2004-10-11,3404700.0
2004-10-12,3404700.0
2004-10-13,3404700.0
2004-10-14,3404700.0
2004-10-15,3404700.0
2004-10-18,2837250.0
2004-10-19,2837250.0
2004-10-20,2837250.0
2004-10-21,2837250.0
2004-10-22,2837250.0
2004-10-25,2837250.0
2004-10-26,3783000.0
2004-10-27,4161300.0
2004-10-28,3404700.0
2004-10-29,3783000.0
2004-11-01,3783000.0
2004-11-02,3783000.0
2004-11-03,3593850.0
2004-11-04,4161300.0
2004-11-05,3783000.0
2004-11-08,3783000.0
2004-11-09,3404700.0
2004-11-10,3783000.0
2004-11-11,3783000.0
2004-11-12,3593850.0
2004-11-15,3404700.0
2004-11-16,3215550.0
2004-11-17,3215550.0
2004-11-18,3404700.0
2004-11-19,3404700.0
2004-11-22,3215550.0
2004-11-23,3026400.0
2004-11-24,2458950.0
2004-11-26,3404700.0
2004-11-29,3404700.0
2004-11-30,4539600.0
2004-12-01,3026400.0
2004-12-02,3783000.0
2004-12-03,3783000.0
2004-12-06,2648100.0
2004-12-07,3783000.0
2004-12-08,3783000.0
2004-12-09,3783000.0
2004-12-10,3783000.0
2004-12-13,2648100.0
2004-12-14,2648100.0
2004-12-15,2648100.0
2004-12-16,2837250.0
2004-12-17,3404700.0
2004-12-20,3026400.0
2004-12-21,3026400.0
2004-12-22,3026400.0
2004-12-23,3026400.0
2004-12-27,2837250.0
2004-12-28,2837250.0
2004-12-29,3026400.0
2004-12-30,3026400.0
2004-12-31,2648100.0
2005-01-03,3026400.0
2005-01-04,3026400.0
2005-01-05,3026400.0
2005-01-06,3026400.0
2005-01-07,3026400.0
2005-01-10,3026400.0
2005-01-11,2837250.0
2005-01-12,2648100.0
2005-01-13,2648100.0
2005-01-14,3026400.0
2005-01-18,2837250.0
2005-01-19,2837250.0
2005-01-20,2837250.0
2005-01-21,2648100.0
2005-01-24,2648100.0
2005-01-25,2648100.0
2005-01-26,3783000.0
2005-01-27,3404700.0
2005-01-28,3026400.0
2005-01-31,3026400.0
2005-02-01,3215550.0
2005-02-02,3026400.0
2005-02-03,3215550.0
2005-02-04,3215550.0
2005-02-07,3215550.0
2005-02-08,3215550.0
2005-02-09,3215550.0
2005-02-10,3215550.0
2005-02-11,3215550.0
2005-02-14,3026400.0
2005-02-15,3026400.0
2005-02-16,3026400.0
2005-02-17,3026400.0
2005-02-18,3404700.0
2005-02-22,3404700.0
2005-02-23,3404700.0
2005-02-24,3593850.0
2005-02-25,3593850.0
2005-02-28,4350450.0
2005-03-01,4161300.0
2005-03-02,4161300.0
2005-03-03,4539600.0
2005-03-04,4539600.0
2005-03-07,4161300.0
2005-03-08,4161300.0
2005-03-09,4161300.0
2005-03-10,4161300.0
2005-03-11,4161300.0
2005-03-14,3783000.0
2005-03-15,3783000.0
2005-03-16,3783000.0
2005-03-17,3783000.0
2005-03-18,3783000.0
2005-03-21,3026400.0
2005-03-22,3026400.0
2005-03-23,3026400.0
2005-03-24,3026400.0
2005-03-28,2648100.0
2005-03-29,2648100.0
2005-03-30,2648100.0
2005-03-31,2745321.6
2005-04-01,3137510.4
2005-04-04,3529699.2
2005-04-05,3529699.2
2005-04-06,3529699.2
2005-04-07,3529699.2
2005-04-08,3529699.2
2005-04-11,2745321.6
2005-04-12,2745321.6
2005-04-13,2745321.6
2005-04-14,2745321.6
2005-04-15,2745321.6
2005-04-18,2745321.6
2005-04-19,2745321.6
2005-04-20,2745321.6
2005-04-21,2745321.6
2005-04-22,3529699.2
2005-04-25,3529699.2
2005-04-26,3529699.2
2005-04-27,3529699.2
2005-04-28,3529699.2
2005-04-29,3529699.2
2005-05-02,3529699.2
2005-05-03,3529699.2
2005-05-04,3137510.4
2005-05-05,3137510.4
2005-05-06,2786174.6
2005-05-09,3137510.4
2005-05-10,2745321.6
2005-05-11,3529699.2
2005-05-12,2745321.6
2005-05-13,2745321.6
2005-05-16,2745321.6
2005-05-17,2745321.6
2005-05-18,2745321.6
2005-05-19,3529699.2
2005-05-20,3921888.0
2005-05-23,3921888.0
2005-05-24,3921888.0
2005-05-25,3921888.0
2005-05-26,4314076.8
2005-05-27,4510171.2
2005-05-31,4314076.8
2005-06-01,4314076.8
2005-06-02,5686737.6
2005-06-03,5686737.6
2005-06-06,5882832.0
2005-06-07,5098454.4
2005-06-08,5098454.4
2005-06-09,5098454.4
2005-06-10,5882832.0
2005-06-13,4706265.6
2005-06-14,4706265.6
2005-06-15,4706265.6
2005-06-16,4510171.2
2005-06-17,4510171.2
2005-06-20,4510171.2
2005-06-21,4510171.2
2005-06-22,4706265.6
2005-06-23,4706265.6
2005-06-24,4706265.6
2005-06-27,4314076.8
2005-06-28,4314076.8
2005-06-29,4314076.8
2005-06-30,4514869.92
2005-07-01,4514869.92
2005-07-05,4514869.92
2005-07-06,4925312.64
2005-07-07,4925312.64
2005-07-08,4925312.64
2005-07-11,4925312.64
2005-07-12,4720091.28
2005-07-13,4514869.92
2005-07-14,4514869.92
2005-07-15,5130534.0
2005-07-18,5746198.08
2005-07-19,7798411.68
2005-07-20,5746198.08
2005-07-21,7387968.96
2005-07-22,6567083.52
2005-07-25,6567083.52
2005-07-26,6567083.52
2005-07-27,6156640.8
2005-07-28,6156640.8
2005-07-29,6156640.8
2005-08-01,6156640.8
2005-08-02,5130534.0
2005-08-03,5130534.0
2005-08-04,5130534.0
2005-08-05,5130534.0
2005-08-08,5130534.0
2005-08-09,5130534.0
2005-08-10,5130534.0
2005-08-11,5746198.08
2005-08-12,6156640.8
2005-08-15,6156640.8
2005-08-16,6156640.8
2005-08-17,5746198.08
2005-08-18,6156640.8
2005-08-19,6156640.8
2005-08-22,6156640.8
2005-08-23,5335755.36
2005-08-24,5335755.36
2005-08-25,5335755.36
2005-08-26,5335755.36
2005-08-29,4925312.64
2005-08-30,4104427.2
2005-08-31,4925312.64
2005-09-01,4104427.2
2005-09-02,5335755.36
2005-09-06,6156640.8
2005-09-07,6567083.52
2005-09-08,6567083.52
2005-09-09,6567083.52
2005-09-12,6361862.16
2005-09-13,6361862.16
2005-09-14,5746198.08
2005-09-15,5746198.08
2005-09-16,5746198.08
2005-09-19,5335755.36
2005-09-20,5335755.36
2005-09-21,5335755.36
2005-09-22,5335755.36
2005-09-23,6156640.8
2005-09-26,5746198.08
2005-09-27,5746198.08
2005-09-28,5746198.08
2005-09-29,5746198.08
2005-09-30,5996202.24
2005-10-03,5996202.24
2005-10-04,5996202.24
2005-10-05,5996202.24
2005-10-06,7281102.72
2005-10-07,7281102.72
2005-10-10,5567902.08
2005-10-11,5567902.08
2005-10-12,5567902.08
2005-10-13,5567902.08
2005-10-14,5567902.08
2005-10-17,5567902.08
2005-10-18,6852802.56
2005-10-19,6852802.56
2005-10-20,6852802.56
2005-10-21,6852802.56
2005-10-24,6852802.56
2005-10-25,6852802.56
2005-10-26,6852802.56
2005-10-27,6852802.56
2005-10-28,6852802.56
2005-10-31,6424502.4
2005-11-01,6424502.4
2005-11-02,6424502.4
2005-11-03,6424502.4
2005-11-04,7191873.52
2005-11-07,7191873.52
2005-11-08,6852802.56
2005-11-09,6424502.4
2005-11-10,5139601.92
2005-11-11,5139601.92
2005-11-14,5567902.08
2005-11-15,5567902.08
2005-11-16,5567902.08
2005-11-17,5567902.08
2005-11-18,5567902.08
2005-11-21,5567902.08
2005-11-22,5567902.08
2005-11-23,5139601.92
2005-11-25,5139601.92
2005-11-28,5139601.92
2005-11-29,5567902.08
2005-11-30,5567902.08
2005-12-01,5567902.08
2005-12-02,5567902.08
2005-12-05,5567902.08
2005-12-06,5567902.08
2005-12-07,5353752.0
2005-12-08,5353752.0
2005-12-09,4283001.6
2005-12-12,4283001.6
2005-12-13,4283001.6
2005-12-14,4283001.6
2005-12-15,5567902.08
2005-12-16,7709402.88
2005-12-19,6549423.28
2005-12-20,5612516.68
2005-12-21,5567902.08
2005-12-22,5567902.08
2005-12-23,5567902.08
2005-12-27,5567902.08
2005-12-28,5139601.92
2005-12-29,6424502.4
2005-12-30,4711301.76
2006-01-03,4711301.76
2006-01-04,4711301.76
2006-01-05,4711301.76
2006-01-06,5139601.92
2006-01-09,4711301.76
2006-01-10,5139601.92
2006-01-11,5139601.92
2006-01-12,5139601.92
2006-01-13,5139601.92
2006-01-17,5353752.0
2006-01-18,5353752.0
2006-01-19,6852802.56
2006-01-20,6977723.44
2006-01-23,7709402.88
2006-01-24,8137703.04
2006-01-25,8994303.36
2006-01-26,8566003.2
2006-01-27,8994303.36
2006-01-30,9208453.44
2006-01-31,9208453.44
2006-02-01,9422603.52
2006-02-02,9422603.52
2006-02-03,10279203.0
2006-02-06,10279203.0
2006-02-07,9422603.52
2006-02-08,8566003.2
2006-02-09,8994303.36
2006-02-10,8566003.2
2006-02-13,8566003.2
2006-02-14,8566003.2
2006-02-15,9422603.52
2006-02-16,8566003.2
2006-02-17,9422603.52
2006-02-21,10707504.0
2006-02-22,9850903.68
2006-02-23,10707504.0
2006-02-24,10707504.0
2006-02-27,9850903.68
2006-02-28,9850903.68
2006-03-01,10707504.0
2006-03-02,9422603.52
2006-03-03,9422603.52
2006-03-06,9422603.52
2006-03-07,9850903.68
2006-03-08,8566003.2
2006-03-09,8566003.2
2006-03-10,8137703.04
2006-03-13,8137703.04
2006-03-14,8137703.04
2006-03-15,8137703.04
2006-03-16,8137703.04
2006-03-17,8137703.04
2006-03-20,8137703.04
2006-03-21,8137703.04
2006-03-22,7281102.72
2006-03-23,7281102.72
2006-03-24,7281102.72
2006-03-27,7066952.64
2006-03-28,7066952.64
2006-03-29,7066952.64
2006-03-30,7066952.64
2006-03-31,8137703.04
2006-04-03,8566003.2
2006-04-04,10279203.0
2006-04-05,9422603.52
2006-04-06,9422603.52
2006-04-07,9422603.52
2006-04-10,8780153.28
2006-04-11,8780153.28
2006-04-12,8780153.28
2006-04-13,8780153.28
2006-04-17,8780153.28
2006-04-18,9422603.52
2006-04-19,9422603.52
2006-04-20,9422603.52
2006-04-21,9422603.52
2006-04-24,9422603.52
2006-04-25,9422603.52
2006-04-26,6424502.4
2006-04-27,6424502.4
2006-04-28,5782052.16
2006-05-01,10279203.0
2006-05-02,10279203.0
2006-05-03,8566003.2
2006-05-04,8780153.28
2006-05-05,8780153.28
2006-05-08,7709402.88
2006-05-09,7709402.88
2006-05-10,8994303.36
2006-05-11,8994303.36
2006-05-12,8351853.12
2006-05-15,8994303.36
2006-05-16,8137703.04
2006-05-17,8137703.04
2006-05-18,7709402.88
2006-05-19,7709402.88
2006-05-22,7709402.88
2006-05-23,7709402.88
2006-05-24,7709402.88
2006-05-25,7709402.88
2006-05-26,7709402.88
2006-05-30,7709402.88
2006-05-31,7923552.96
2006-06-01,8137703.04
2006-06-02,8566003.2
2006-06-05,8566003.2
2006-06-06,7281102.72
2006-06-07,7281102.72
2006-06-08,7281102.72
2006-06-09,7281102.72
2006-06-12,7281102.72
2006-06-13,5996202.24
2006-06-14,6852802.56
2006-06-15,6852802.56
2006-06-16,6852802.56
2006-06-19,6852802.56
2006-06-20,7066952.64
2006-06-21,7281102.72
2006-06-22,7281102.72
2006-06-23,7281102.72
2006-06-26,7281102.72
2006-06-27,7281102.72
2006-06-28,7281102.72
2006-06-29,7281102.72
2006-06-30,8061508.8
2006-07-03,8061508.8
2006-07-05,8061508.8
2006-07-06,8061508.8
2006-07-07,11855160.0
2006-07-10,10906747.0
2006-07-11,10906747.0
2006-07-12,10906747.0
2006-07-13,9484128.0
2006-07-14,9484128.0
2006-07-17,9484128.0
2006-07-18,8298612.0
2006-07-19,8298612.0
2006-07-20,8298612.0
2006-07-21,8298612.0
2006-07-24,9484128.0
2006-07-25,9484128.0
2006-07-26,12329366.0
2006-07-27,10906747.0
2006-07-28,11380953.0
2006-07-31,11855160.0
2006-08-01,11855160.0
2006-08-02,10432540.0
2006-08-03,10432540.0
2006-08-04,10432540.0
2006-08-07,10432540.0
2006-08-08,10432540.0
2006-08-09,10906747.0
2006-08-10,11380953.0
2006-08-11,11618056.0
2006-08-14,10432540.0
2006-08-15,11855160.0
2006-08-16,9958334.4
2006-08-17,9484128.0
2006-08-18,9484128.0
2006-08-21,9484128.0
2006-08-22,11855160.0
2006-08-23,10669644.0
2006-08-24,11855160.0
2006-08-25,11855160.0
2006-08-28,12329366.0
2006-08-29,13751985.0
2006-08-30,13751985.0
2006-08-31,11855160.0
2006-09-01,11855160.0
2006-09-05,11855160.0
2006-09-06,11855160.0
2006-09-07,10906747.0
2006-09-08,11855160.0
2006-09-11,11855160.0
2006-09-12,9484128.0
2006-09-13,9484128.0
2006-09-14,9484128.0
2006-09-15,11855160.0
2006-09-18,11380953.0
2006-09-19,11519263.0
2006-09-20,11519263.0
2006-09-21,11380953.0
2006-09-22,9484128.0
2006-09-25,9484128.0
2006-09-26,9484128.0
2006-09-27,9484128.0
2006-09-28,10906747.0
2006-09-29,11380953.0
2006-10-02,12019196.0
2006-10-03,11518396.0
2006-10-04,11017596.0
2006-10-05,11518396.0
2006-10-06,14022395.0
2006-10-09,11017596.0
2006-10-10,10015996.0
2006-10-11,10015996.0
2006-10-12,11017596.0
2006-10-13,11017596.0
2006-10-16,10516796.0
2006-10-17,9515196.96
2006-10-18,9515196.96
2006-10-19,10516796.0
2006-10-20,10015996.0
2006-10-23,6009598.08
2006-10-24,6009598.08
2006-10-25,6259998.0
2006-10-26,6259998.0
2006-10-27,4507198.56
2006-10-30,5007998.4
2006-10-31,4757598.48
2006-11-01,4006398.72
2006-11-02,4006398.72
2006-11-03,4507198.56
2006-11-06,4256798.64
2006-11-07,4507198.56
2006-11-08,4757598.48
2006-11-09,4653265.18
2006-11-10,4507198.56
2006-11-13,5007998.4
2006-11-14,5258398.32
2006-11-15,5258398.32
2006-11-16,5258398.32
2006-11-17,5258398.32
2006-11-20,5258398.32
2006-11-21,5759198.16
2006-11-22,5759198.16
2006-11-24,5759198.16
2006-11-27,4507198.56
2006-11-28,5759198.16
2006-11-29,5508798.24
2006-11-30,6009598.08
2006-12-01,5508798.24
2006-12-04,5508798.24
2006-12-05,6510397.92
2006-12-06,6510397.92
2006-12-07,6510397.92
2006-12-08,7511997.6
2006-12-11,8012797.44
2006-12-12,6510397.92
2006-12-13,6510397.92
2006-12-14,6009598.08
2006-12-15,6009598.08
2006-12-18,6009598.08
2006-12-19,6009598.08
2006-12-20,5759198.16
2006-12-21,5759198.16
2006-12-22,7011197.76
2006-12-26,7011197.76
2006-12-27,8012797.44
2006-12-28,11518396.0
2006-12-29,8012797.44
2007-01-03,9515196.96
2007-01-04,10015996.0
2007-01-05,10015996.0
2007-01-08,10015996.0
2007-01-09,10516796.0
2007-01-10,11518396.0
2007-01-11,12519996.0
2007-01-12,14022395.0
2007-01-16,11518396.0
2007-01-17,11017596.0
2007-01-18,11017596.0
2007-01-19,11017596.0
2007-01-22,10015996.0
2007-01-23,10015996.0
2007-01-24,8513597.28
2007-01-25,8513597.28
2007-01-26,8513597.28
2007-01-29,9014397.12
2007-01-30,10015996.0
2007-01-31,10015996.0
2007-02-01,8513597.28
2007-02-02,10015996.0
2007-02-05,10015996.0
2007-02-06,10015996.0
2007-02-07,10015996.0
2007-02-08,10015996.0
2007-02-09,10015996.0
2007-02-12,12519996.0
2007-02-13,12519996.0
2007-02-14,12519996.0
2007-02-15,10516796.0
2007-02-16,12019196.0
2007-02-20,10015996.0
2007-02-21,10015996.0
2007-02-22,8513597.28
2007-02-23,8513597.28
2007-02-26,8513597.28
2007-02-27,8513597.28
2007-02-28,8513597.28
2007-03-01,8513597.28
2007-03-02,10464629.0
2007-03-05,10464629.0
2007-03-06,8513597.28
2007-03-07,8513597.28
2007-03-08,8513597.28
2007-03-09,8513597.28
2007-03-12,8513597.28
2007-03-13,8513597.28
2007-03-14,8513597.28
2007-03-15,10015996.0
2007-03-16,10015996.0
2007-03-19,9515196.96
2007-03-20,9515196.96
2007-03-21,10015996.0
2007-03-22,10015996.0
2007-03-23,12019196.0
2007-03-26,11017596.0
2007-03-27,10015996.0
2007-03-28,10015996.0
2007-03-29,10015996.0
2007-03-30,10015996.0
2007-04-02,12540611.0
2007-04-03,12540611.0
2007-04-04,11995368.0
2007-04-05,13085856.0
2007-04-09,10904880.0
2007-04-10,11995368.0
2007-04-11,12540611.0
2007-04-12,13085856.0
2007-04-13,13631100.0
2007-04-16,13631100.0
2007-04-17,13631100.0
2007-04-18,13631100.0
2007-04-19,13631100.0
2007-04-20,13631100.0
2007-04-23,13085856.0
2007-04-24,11450124.0
2007-04-25,11995368.0
2007-04-26,11450124.0
2007-04-27,12540611.0
2007-04-30,6542928.0
2007-05-01,6656520.5
2007-05-02,5997684.0
2007-05-03,6542928.0
2007-05-04,5725062.0
2007-05-07,5725062.0
2007-05-08,7633416.0
2007-05-09,7633416.0
2007-05-10,7088172.0
2007-05-11,7088172.0
2007-05-14,7088172.0
2007-05-15,7088172.0
2007-05-16,6542928.0
2007-05-17,5452440.0
2007-05-18,5452440.0
2007-05-21,5452440.0
2007-05-22,5452440.0
2007-05-23,5997684.0
2007-05-24,5997684.0
2007-05-25,5997684.0
2007-05-29,5179818.0
2007-05-30,5452440.0
2007-05-31,5452440.0
2007-06-01,5452440.0
2007-06-04,5452440.0
2007-06-05,5452440.0
2007-06-06,5452440.0
2007-06-07,5452440.0
2007-06-08,5452440.0
2007-06-11,5725062.0
2007-06-12,5452440.0
2007-06-13,5452440.0
2007-06-14,5179818.0
2007-06-15,5179818.0
2007-06-18,5997684.0
2007-06-19,5997684.0
2007-06-20,5452440.0
2007-06-21,5452440.0
2007-06-22,5452440.0
2007-06-25,5452440.0
2007-06-26,5452440.0
2007-06-27,5452440.0
2007-06-28,5452440.0
2007-06-29,5452440.0
2007-07-02,5507995.2
2007-07-03,6058794.72
2007-07-05,6058794.72
2007-07-06,6058794.72
2007-07-09,6058794.72
2007-07-10,5507995.2
2007-07-11,5507995.2
2007-07-12,5507995.2
2007-07-13,5507995.2
2007-07-16,5507995.2
2007-07-17,4957195.68
2007-07-18,5507995.2
2007-07-19,5507995.2
2007-07-20,5507995.2
2007-07-23,5507995.2
2007-07-24,4957195.68
2007-07-25,5507995.2
2007-07-26,5232595.44
2007-07-27,5232595.44
2007-07-30,4957195.68
2007-07-31,4957195.68
2007-08-01,4957195.68
2007-08-02,4957195.68
2007-08-03,4957195.68
2007-08-06,4957195.68
2007-08-07,5232595.44
2007-08-08,5232595.44
2007-08-09,5232595.44
2007-08-10,5507995.2
2007-08-13,5507995.2
2007-08-14,5507995.2
2007-08-15,5507995.2
2007-08-16,5507995.2
2007-08-17,5507995.2
2007-08-20,5507995.2
2007-08-21,5507995.2
2007-08-22,5507995.2
2007-08-23,5507995.2
2007-08-24,5507995.2
2007-08-27,5507995.2
2007-08-28,5507995.2
2007-08-29,5507995.2
2007-08-30,4681795.92
2007-08-31,4681795.92
2007-09-04,4681795.92
2007-09-05,4681795.92
2007-09-06,4681795.92
2007-09-07,4957195.68
2007-09-10,4957195.68
2007-09-11,5507995.2
2007-09-12,5507995.2
2007-09-13,4957195.68
2007-09-14,4957195.68
2007-09-17,4957195.68
2007-09-18,4957195.68
2007-09-19,4957195.68
2007-09-20,5507995.2
2007-09-21,5507995.2
2007-09-24,4957195.68
2007-09-25,5507995.2
2007-09-26,5507995.2
2007-09-27,5507995.2
2007-09-28,4957195.68
2007-10-01,4959023.04
2007-10-02,4959023.04
2007-10-03,4959023.04
2007-10-04,4959023.04
2007-10-05,4959023.04
2007-10-08,4959023.04
2007-10-09,4959023.04
2007-10-10,4959023.04
2007-10-11,5785526.88
2007-10-12,5785526.88
2007-10-15,5785526.88
2007-10-16,4959023.04
2007-10-17,4959023.04
2007-10-18,4959023.04
2007-10-19,4959023.04
2007-10-22,4959023.04
2007-10-23,4959023.04
2007-10-24,4959023.04
2007-10-25,4959023.04
2007-10-26,4959023.04
2007-10-29,4959023.04
2007-10-30,4959023.04
2007-10-31,4959023.04
2007-11-01,4683521.76
2007-11-02,5510025.6
2007-11-05,4959023.04
2007-11-06,4408020.48
2007-11-07,4408020.48
2007-11-08,4408020.48
2007-11-09,4408020.48
2007-11-12,4408020.48
2007-11-13,4959023.04
2007-11-14,4132519.2
2007-11-15,4132519.2
2007-11-16,4132519.2
2007-11-19,3857017.92
2007-11-20,3857017.92
2007-11-21,4408020.48
2007-11-23,4408020.48
2007-11-26,4408020.48
2007-11-27,4408020.48
2007-11-28,3306015.36
2007-11-29,3306015.36
2007-11-30,3306015.36
2007-12-03,3306015.36
2007-12-04,3306015.36
2007-12-05,3306015.36
2007-12-06,3306015.36
2007-12-07,4132519.2
2007-12-10,4132519.2
2007-12-11,3581516.64
2007-12-12,3030514.08
2007-12-13,3306015.36
2007-12-14,3030514.08
2007-12-17,3306015.36
2007-12-18,3306015.36
2007-12-19,3030514.08
2007-12-20,2479511.52
2007-12-21,2479511.52
2007-12-24,2755012.8
2007-12-26,3030514.08
2007-12-27,3030514.08
2007-12-28,4408020.48
2007-12-31,5604249.6
2008-01-02,5604249.6
2008-01-03,5884462.08
2008-01-04,6164674.56
2008-01-07,6164674.56
2008-01-08,6725099.52
2008-01-09,7845949.44
2008-01-10,7845949.44
2008-01-11,7845949.44
2008-01-14,8126161.92
2008-01-15,7285524.48
2008-01-16,7448981.76
2008-01-17,7448981.76
2008-01-18,7448981.76
2008-01-22,7448981.76
2008-01-23,7448981.76
2008-01-24,7448981.76
2008-01-25,7448981.76
2008-01-28,7285524.48
2008-01-29,7285524.48
2008-01-30,7285524.48
2008-01-31,5043824.64
2008-02-01,6164674.56
2008-02-04,6164674.56
2008-02-05,6164674.56
2008-02-06,6164674.56
2008-02-07,6725099.52
2008-02-08,6725099.52
2008-02-11,6164674.56
2008-02-12,7285524.48
2008-02-13,7285524.48
2008-02-14,7285524.48
2008-02-15,5604249.6
2008-02-19,5604249.6
2008-02-20,6164674.56
2008-02-21,6725099.52
2008-02-22,6725099.52
2008-02-25,6164674.56
2008-02-26,4483399.68
2008-02-27,5324037.12
2008-02-28,5604249.6
2008-02-29,4483399.68
2008-03-03,4483399.68
2008-03-04,4483399.68
2008-03-05,7005312.0
2008-03-06,7285524.48
2008-03-07,5604249.6
2008-03-10,5604249.6
2008-03-11,7285524.48
2008-03-12,7285524.48
2008-03-13,7285524.48
2008-03-14,7285524.48
2008-03-17,5604249.6
2008-03-18,5604249.6
2008-03-19,5604249.6
2008-03-20,5604249.6
2008-03-24,5604249.6
2008-03-25,5604249.6
2008-03-26,5604249.6
2008-03-27,5604249.6
2008-03-28,5265659.52
2008-03-31,5373746.18
2008-04-01,5147357.76
2008-04-02,5147357.76
2008-04-03,5147357.76
2008-04-04,4575429.12
2008-04-07,4575429.12
2008-04-08,4575429.12
2008-04-09,4575429.12
2008-04-10,4575429.12
2008-04-11,4575429.12
2008-04-14,4861393.44
2008-04-15,4861393.44
2008-04-16,4861393.44
2008-04-17,4861393.44
2008-04-18,4861393.44
2008-04-21,5147357.76
2008-04-22,5147357.76
2008-04-23,5147357.76
2008-04-24,5147357.76
2008-04-25,5147357.76
2008-04-28,5147357.76
2008-04-29,5147357.76
2008-04-30,5147357.76
2008-05-01,5147357.76
2008-05-02,5719286.4
2008-05-05,5719286.4
2008-05-06,5719286.4
2008-05-07,5719286.4
2008-05-08,5719286.4
2008-05-09,5719286.4
2008-05-12,5719286.4
2008-05-13,5719286.4
2008-05-14,5719286.4
2008-05-15,4575429.12
2008-05-16,4575429.12
2008-05-19,4289464.8
2008-05-20,4575429.12
2008-05-21,4575429.12
2008-05-22,3145607.52
2008-05-23,3145607.52
2008-05-27,3145607.52
2008-05-28,3145607.52
2008-05-29,3145607.52
2008-05-30,4289464.8
2008-06-02,4289464.8
2008-06-03,4575429.12
2008-06-04,4575429.12
2008-06-05,4575429.12
2008-06-06,4575429.12
2008-06-09,4575429.12
2008-06-10,4575429.12
2008-06-11,4575429.12
2008-06-12,4575429.12
2008-06-13,4575429.12
2008-06-16,4575429.12
2008-06-17,4575429.12
2008-06-18,4575429.12
2008-06-19,4575429.12
2008-06-20,4575429.12
2008-06-23,3431571.84
2008-06-24,2287714.56
2008-06-25,2859643.2
2008-06-26,3431571.84
2008-06-27,2859643.2
2008-06-30,2859643.2
2008-07-01,2859643.2
2008-07-02,2859643.2
2008-07-03,2859643.2
2008-07-07,2859643.2
2008-07-08,2859643.2
2008-07-09,2859643.2
2008-07-10,2859643.2
2008-07-11,2287714.56
2008-07-14,2168562.76
2008-07-15,2287714.56
2008-07-16,2287714.56
2008-07-17,3431571.84
2008-07-18,3431571.84
2008-07-21,2859643.2
2008-07-22,2859643.2
2008-07-23,2859643.2
2008-07-24,2859643.2
2008-07-25,3431571.84
2008-07-28,3431571.84
2008-07-29,3431571.84
2008-07-30,2859643.2
2008-07-31,2859643.2
