,CPRT
2009-06-02,2654625600
2009-06-03,2654625600
2009-06-04,2882548000
2009-06-05,2882548000
2009-06-08,2828919200
2009-06-09,2842326400
2009-06-10,2855733600
2009-06-11,2869140800
2009-06-12,2882548000
2009-06-15,2882548000
2009-06-16,2882548000
2009-06-17,2882548000
2009-06-18,2882548000
2009-06-19,2869140800
2009-06-22,2855733600
2009-06-23,2869140800
2009-06-24,2909362400
2009-06-25,3003212800
2009-06-26,2949584000
2009-06-29,2949584000
2009-06-30,2909362400
2009-07-01,2922769600
2009-07-02,2828919200
2009-07-06,2788697600
2009-07-07,2761883200
2009-07-08,2748476000
2009-07-09,2761883200
2009-07-10,2748476000
2009-07-13,2694847199
2009-07-14,2721661599
2009-07-15,2788697600
2009-07-16,2842326400
2009-07-17,2802104800
2009-07-20,2828919200
2009-07-21,2788697600
2009-07-22,2828919200
2009-07-23,2842326400
2009-07-24,2855733600
2009-07-27,2869140800
2009-07-28,2855733600
2009-07-29,2869140800
2009-07-30,2909362400
2009-07-31,2971831200
2009-08-03,2985278400
2009-08-04,2998725600
2009-08-05,2971831200
2009-08-06,2971831200
2009-08-07,3106303200
2009-08-10,3065961599
2009-08-11,3025620000
2009-08-12,3039067199
2009-08-13,3025620000
2009-08-14,2998725600
2009-08-17,2958384000
2009-08-18,2944936800
2009-08-19,2985278400
2009-08-20,2998725600
2009-08-21,3052514400
2009-08-24,3052514400
2009-08-25,3039067199
2009-08-26,3025620000
2009-08-27,3012172800
2009-08-28,2998725600
2009-08-31,2971831200
2009-09-01,2944936800
2009-09-02,2985278400
2009-09-03,2985278400
2009-09-04,2998725600
2009-09-08,2998725600
2009-09-09,3065961599
2009-09-10,3106303200
2009-09-11,3092855999
2009-09-14,3106303200
2009-09-15,3146644800
2009-09-16,3227328000
2009-09-17,3213880800
2009-09-18,3146644800
2009-09-21,3146644800
2009-09-22,3133197600
2009-09-23,3213880800
2009-09-24,2743228800
2009-09-25,2756675999
2009-09-28,2770123200
2009-09-29,2770123200
2009-09-30,2797017600
2009-10-01,2729781599
2009-10-02,2729781599
2009-10-05,2770123200
2009-10-06,2797017600
2009-10-07,2797017600
2009-10-08,2810464800
2009-10-09,2850806400
2009-10-12,2823912000
2009-10-13,2823912000
2009-10-14,2837359200
2009-10-15,2837359200
2009-10-16,2797017600
2009-10-19,2837359200
2009-10-20,2797017600
2009-10-21,2783570400
2009-10-22,2797017600
2009-10-23,2783570400
2009-10-26,2756675999
2009-10-27,2729781599
2009-10-28,2689440000
2009-10-29,2716334400
2009-10-30,2702887199
2009-11-02,2731827839
2009-11-03,2745285120
2009-11-04,2731827839
2009-11-05,2772199680
2009-11-06,2772199680
2009-11-09,2799114240
2009-11-10,2799114240
2009-11-11,2826028800
2009-11-12,2785656960
2009-11-13,2799114240
2009-11-16,2839486080
2009-11-17,2866400640
2009-11-18,2839486080
2009-11-19,2799114240
2009-11-20,2772199680
2009-11-23,2772199680
2009-11-24,2745285120
2009-11-25,2745285120
2009-11-27,2704913279
2009-11-30,2731827839
2009-12-01,2772199680
2009-12-02,3014430720
2009-12-03,2960601600
2009-12-04,3027888000
2009-12-07,3027888000
2009-12-08,2987516160
2009-12-09,2960601600
2009-12-10,2933687040
2009-12-11,3000973440
2009-12-14,3014430720
2009-12-15,3027888000
2009-12-16,3041345279
2009-12-17,2960601600
2009-12-18,2974058880
2009-12-21,2987516160
2009-12-22,3041345279
2009-12-23,3068259839
2009-12-24,3081717120
2009-12-28,3095174399
2009-12-29,3095174399
2009-12-30,3095174399
2009-12-31,3081717120
2010-01-04,3068259839
2010-01-05,3068259839
2010-01-06,3054802560
2010-01-07,3027888000
2010-01-08,3041345279
2010-01-11,3027888000
2010-01-12,3000973440
2010-01-13,2987516160
2010-01-14,3000973440
2010-01-15,2960601600
2010-01-19,2987516160
2010-01-20,2974058880
2010-01-21,2933687040
2010-01-22,2879857920
2010-01-25,2920229760
2010-01-26,2906772480
2010-01-27,2920229760
2010-01-28,2866400640
2010-01-29,2839486080
2010-02-01,2870353920
2010-02-02,2897305600
2010-02-03,2883829760
2010-02-04,2789498880
2010-02-05,2802974720
2010-02-08,2789498880
2010-02-09,2802974720
2010-02-10,2789498880
2010-02-11,2816450560
2010-02-12,2843402240
2010-02-16,2964684800
2010-02-17,2991636480
2010-02-18,3032064000
2010-02-19,3045539839
2010-02-22,3045539839
2010-02-23,2991636480
2010-02-24,3018588160
2010-02-25,3018588160
2010-02-26,3005112320
2010-03-01,3059015680
2010-03-02,3112919040
2010-03-03,2951208960
2010-03-04,2924257280
2010-03-05,2978160640
2010-03-08,2991636480
2010-03-09,2937733120
2010-03-10,2964684800
2010-03-11,2964684800
2010-03-12,2978160640
2010-03-15,2991636480
2010-03-16,2991636480
2010-03-17,2991636480
2010-03-18,2991636480
2010-03-19,2964684800
2010-03-22,3032064000
2010-03-23,3059015680
2010-03-24,3005112320
2010-03-25,2978160640
2010-03-26,2964684800
2010-03-29,3018588160
2010-03-30,3005112320
2010-03-31,3005112320
2010-04-01,3005112320
2010-04-05,3032064000
2010-04-06,3032064000
2010-04-07,3032064000
2010-04-08,2991636480
2010-04-09,2964684800
2010-04-12,2978160640
2010-04-13,2978160640
2010-04-14,2991636480
2010-04-15,2991636480
2010-04-16,2937733120
2010-04-19,2897305600
2010-04-20,2951208960
2010-04-21,2951208960
2010-04-22,2951208960
2010-04-23,2978160640
2010-04-26,2978160640
2010-04-27,2951208960
2010-04-28,2951208960
2010-04-29,2991636480
2010-04-30,3007288800
2010-05-03,3047745599
2010-05-04,3007288800
2010-05-05,3007288800
2010-05-06,2966832000
2010-05-07,2926375200
2010-05-10,3088202400
2010-05-11,3074716799
2010-05-12,3128659200
2010-05-13,3142144800
2010-05-14,3101687999
2010-05-17,3128659200
2010-05-18,3101687999
2010-05-19,3047745599
2010-05-20,2953346400
2010-05-21,2953346400
2010-05-24,2953346400
2010-05-25,2912889600
2010-05-26,2939860800
2010-05-27,3020774400
2010-05-28,3020774400
2010-06-01,2980317600
2010-06-02,3061231200
2010-06-03,3142144800
2010-06-04,3088202400
2010-06-07,3047745599
2010-06-08,3034260000
2010-06-09,3020774400
2010-06-10,3101687999
2010-06-11,3101687999
2010-06-14,3101687999
2010-06-15,3128659200
2010-06-16,3142144800
2010-06-17,3142144800
2010-06-18,3142144800
2010-06-21,3142144800
2010-06-22,3061231200
2010-06-23,3061231200
2010-06-24,3047745599
2010-06-25,3061231200
2010-06-28,3101687999
2010-06-29,3047745599
2010-06-30,3020774400
2010-07-01,2966832000
2010-07-02,2939860800
2010-07-06,2926375200
2010-07-07,2980317600
2010-07-08,3007288800
2010-07-09,3020774400
2010-07-12,3007288800
2010-07-13,3088202400
2010-07-14,3074716799
2010-07-15,3074716799
2010-07-16,2993803200
2010-07-19,2993803200
2010-07-20,3020774400
2010-07-21,2980317600
2010-07-22,3034260000
2010-07-23,3088202400
2010-07-26,3128659200
2010-07-27,3115173600
2010-07-28,3074716799
2010-07-29,3074716799
2010-07-30,3074716799
2010-08-02,3055017599
2010-08-03,3028219199
2010-08-04,3041618400
2010-08-05,3014820000
2010-08-06,2961223200
2010-08-09,3014820000
2010-08-10,2947824000
2010-08-11,2907626400
2010-08-12,2894227200
2010-08-13,2854029600
2010-08-16,2854029600
2010-08-17,2907626400
2010-08-18,2880828000
2010-08-19,2827231200
2010-08-20,2854029600
2010-08-23,2787033600
2010-08-24,2746836000
2010-08-25,2760235200
2010-08-26,2760235200
2010-08-27,2800432800
2010-08-30,2787033600
2010-08-31,2773634400
2010-09-01,2854029600
2010-09-02,2854029600
2010-09-03,2880828000
2010-09-07,2854029600
2010-09-08,2880828000
2010-09-09,2894227200
2010-09-10,2880828000
2010-09-13,2907626400
2010-09-14,2934424800
2010-09-15,2961223200
2010-09-16,3001420800
2010-09-17,3001420800
2010-09-20,3041618400
2010-09-21,3028219199
2010-09-22,3014820000
2010-09-23,2693239199
2010-09-24,2840630400
2010-09-27,2813832000
2010-09-28,2773634400
2010-09-29,2760235200
2010-09-30,2760235200
2010-10-01,2746836000
2010-10-04,2746836000
2010-10-05,2800432800
2010-10-06,2813832000
2010-10-07,2813832000
2010-10-08,2854029600
2010-10-11,2880828000
2010-10-12,2867428800
2010-10-13,2867428800
2010-10-14,2867428800
2010-10-15,2867428800
2010-10-18,2854029600
2010-10-19,2800432800
2010-10-20,2827231200
2010-10-21,2813832000
2010-10-22,2840630400
2010-10-25,2840630400
2010-10-26,2827231200
2010-10-27,2827231200
2010-10-28,2813832000
2010-10-29,2840630400
2010-11-01,2755660800
2010-11-02,2781657600
2010-11-03,2768659200
2010-11-04,2794656000
2010-11-05,2807654400
2010-11-08,2820652800
2010-11-09,2807654400
2010-11-10,2820652800
2010-11-11,2859648000
2010-11-12,2833651200
2010-11-15,2807654400
2010-11-16,2794656000
2010-11-17,2794656000
2010-11-18,2833651200
2010-11-19,2833651200
2010-11-22,2872646400
2010-11-23,2846649600
2010-11-24,2924640000
2010-11-26,2911641600
2010-11-29,2937638399
2010-11-30,2885644800
2010-12-01,2742662400
2010-12-02,2690668800
2010-12-03,2716665600
2010-12-06,2716665600
2010-12-07,2729664000
2010-12-08,2716665600
2010-12-09,2755660800
2010-12-10,2794656000
2010-12-13,2833651200
2010-12-14,2859648000
2010-12-15,3002630400
2010-12-16,3028627200
2010-12-17,3028627200
2010-12-20,3041625600
2010-12-21,3028627200
2010-12-22,3041625600
2010-12-23,3028627200
2010-12-27,3041625600
2010-12-28,3041625600
2010-12-29,3041625600
2010-12-30,3041625600
2010-12-31,3028627200
2011-01-03,3054624000
2011-01-04,3041625600
2011-01-05,3041625600
2011-01-06,3041625600
2011-01-07,3041625600
2011-01-10,3041625600
2011-01-11,3041625600
2011-01-12,3041625600
2011-01-13,3054624000
2011-01-14,3054624000
2011-01-18,3210604800
2011-01-19,3197606400
2011-01-20,3184608000
2011-01-21,3275596800
2011-01-24,3249600000
2011-01-25,3210604800
2011-01-26,3275596800
2011-01-27,3223603200
2011-01-28,3171609600
2011-01-31,2736414800
2011-02-01,2781090960
2011-02-02,2769921920
2011-02-03,2781090960
2011-02-04,2803429040
2011-02-07,2814598080
2011-02-08,2848105200
2011-02-09,2848105200
2011-02-10,2848105200
2011-02-11,2870443280
2011-02-14,2870443280
2011-02-15,2848105200
2011-02-16,2859274240
2011-02-17,2881612320
2011-02-18,2892781360
2011-02-22,2825767120
2011-02-23,2803429040
2011-02-24,2825767120
2011-02-25,2870443280
2011-02-28,2937457520
2011-03-01,2848105200
2011-03-02,2870443280
2011-03-03,2892781360
2011-03-04,2870443280
2011-03-07,2848105200
2011-03-08,2881612320
2011-03-09,2915119440
2011-03-10,2848105200
2011-03-11,2848105200
2011-03-14,2870443280
2011-03-15,2836936160
2011-03-16,2803429040
2011-03-17,2825767120
2011-03-18,2859274240
2011-03-21,2870443280
2011-03-22,2892781360
2011-03-23,2892781360
2011-03-24,2915119440
2011-03-25,2937457520
2011-03-28,2926288480
2011-03-29,2993302720
2011-03-30,3004471760
2011-03-31,3026809840
2011-04-01,3026809840
2011-04-04,3071486000
2011-04-05,3071486000
2011-04-06,3082655040
2011-04-07,3071486000
2011-04-08,3071486000
2011-04-11,3093824080
2011-04-12,3093824080
2011-04-13,3116162160
2011-04-14,3104993120
2011-04-15,3127331200
2011-04-18,3071486000
2011-04-19,3071486000
2011-04-20,3104993120
2011-04-21,3093824080
2011-04-25,3093824080
2011-04-26,3093824080
2011-04-27,3093824080
2011-04-28,3104993120
2011-04-29,3172007360
2011-05-02,3039970400
2011-05-03,3061607200
2011-05-04,3072425600
2011-05-05,3061607200
2011-05-06,3083244000
2011-05-09,3083244000
2011-05-10,3115699200
2011-05-11,3094062400
2011-05-12,3148154400
2011-05-13,3126517600
2011-05-16,3104880800
2011-05-17,3104880800
2011-05-18,3148154400
2011-05-19,3158972800
2011-05-20,3137336000
2011-05-23,3126517600
2011-05-24,3126517600
2011-05-25,3126517600
2011-05-26,3148154400
2011-05-27,3137336000
2011-05-31,3180609600
2011-06-01,3126517600
2011-06-02,3007515200
2011-06-03,2964241600
2011-06-06,2953423200
2011-06-07,2985878400
2011-06-08,2975060000
2011-06-09,3007515200
2011-06-10,2953423200
2011-06-13,2964241600
2011-06-14,3007515200
2011-06-15,2996696800
2011-06-16,3018333600
2011-06-17,3018333600
2011-06-20,3007515200
2011-06-21,3050788800
2011-06-22,3083244000
2011-06-23,3072425600
2011-06-24,3039970400
2011-06-27,3072425600
2011-06-28,3104880800
2011-06-29,3115699200
2011-06-30,3148154400
2011-07-01,3191428000
2011-07-05,3191428000
2011-07-06,3191428000
2011-07-07,3234701600
2011-07-08,3213064800
2011-07-11,3158972800
2011-07-12,3137336000
2011-07-13,3104880800
2011-07-14,3083244000
2011-07-15,3083244000
2011-07-18,3050788800
2011-07-19,3072425600
2011-07-20,3061607200
2011-07-21,3083244000
2011-07-22,3094062400
2011-07-25,3072425600
2011-07-26,3029152000
2011-07-27,2975060000
2011-07-28,2964241600
2011-07-29,2942604800
2011-08-01,2849445760
2011-08-02,2786358400
2011-08-03,2786358400
2011-08-04,2691727360
2011-08-05,2649669120
2011-08-08,2470921600
2011-08-09,2576067200
2011-08-10,2491950720
2011-08-11,2618125440
2011-08-12,2618125440
2011-08-15,2649669120
2011-08-16,2670698240
2011-08-17,2670698240
2011-08-18,2565552640
2011-08-19,2565552640
2011-08-22,2565552640
2011-08-23,2639154560
2011-08-24,2681212800
2011-08-25,2639154560
2011-08-26,2691727360
2011-08-29,2765329280
2011-08-30,2786358400
2011-08-31,2828416640
2011-09-01,2786358400
2011-09-02,2712756480
2011-09-06,2712756480
2011-09-07,2786358400
2011-09-08,2723271040
2011-09-09,2681212800
2011-09-12,2691727360
2011-09-13,2723271040
2011-09-14,2775843840
2011-09-15,2712756480
2011-09-16,2712756480
2011-09-19,2660183680
2011-09-20,2618125440
2011-09-21,2470921600
2011-09-22,2428863360
2011-09-23,2460407040
2011-09-26,2544523520
2011-09-27,2576067200
2011-09-28,2534008960
2011-09-29,2607610880
2011-09-30,2565552640
2011-10-03,2491950720
2011-10-04,2586581760
2011-10-05,2649669120
2011-10-06,2691727360
2011-10-07,2660183680
2011-10-10,2765329280
2011-10-11,2765329280
2011-10-12,2807387520
2011-10-13,2817902080
2011-10-14,2828416640
2011-10-17,2744300160
2011-10-18,2796872960
2011-10-19,2765329280
2011-10-20,2786358400
2011-10-21,2849445760
2011-10-24,2902018560
2011-10-25,2838931200
2011-10-26,2859960320
2011-10-27,2944076800
2011-10-28,2912533120
2011-10-31,2791938560
2011-11-01,2709822720
2011-11-02,2771409600
2011-11-03,2843260960
2011-11-04,2843260960
2011-11-07,2812467520
2011-11-08,2853525440
2011-11-09,2740616160
2011-11-10,2771409600
2011-11-11,2822732000
2011-11-14,2791938560
2011-11-15,2832996480
2011-11-16,2791938560
2011-11-17,2791938560
2011-11-18,2802203040
2011-11-21,2750880640
2011-11-22,2730351680
2011-11-23,2699558240
2011-11-25,2709822720
2011-11-28,2750880640
2011-11-29,2781674080
2011-11-30,2884318880
2011-12-01,2894583360
2011-12-02,2904847840
2011-12-05,2935641280
2011-12-06,2915112320
2011-12-07,2925376800
2011-12-08,2884318880
2011-12-09,2935641280
2011-12-12,2935641280
2011-12-13,2904847840
2011-12-14,2894583360
2011-12-15,2925376800
2011-12-16,2956170240
2011-12-19,2945905760
2011-12-20,3007492640
2011-12-21,3017757120
2011-12-22,3038286080
2011-12-23,3069079520
2011-12-27,3069079520
2011-12-28,3058815040
2011-12-29,3079344000
2011-12-30,3069079520
2012-01-03,3017757120
2012-01-04,2966434720
2012-01-05,2976699200
2012-01-06,2986963680
2012-01-09,3028021600
2012-01-10,3058815040
2012-01-11,3079344000
2012-01-12,3079344000
2012-01-13,3089608480
2012-01-17,3089608480
2012-01-18,3110137440
2012-01-19,3110137440
2012-01-20,3099872960
2012-01-23,3099872960
2012-01-24,3099872960
2012-01-25,3120401920
2012-01-26,3089608480
2012-01-27,3048550560
2012-01-30,3038286080
2012-01-31,2977537920
2012-02-01,3018048640
2012-02-02,2997793280
2012-02-03,2997793280
2012-02-06,2967410240
2012-02-07,2957282560
2012-02-08,2957282560
2012-02-09,2977537920
2012-02-10,2937027200
2012-02-13,2937027200
2012-02-14,2916771840
2012-02-15,2906644160
2012-02-16,2957282560
2012-02-17,2926899520
2012-02-21,2926899520
2012-02-22,2926899520
2012-02-23,2947154880
2012-02-24,2957282560
2012-02-27,2886388800
2012-02-28,2896516480
2012-02-29,3149708480
2012-03-01,3220602240
2012-03-02,3180091520
2012-03-05,3169963840
2012-03-06,3149708480
2012-03-07,3180091520
2012-03-08,3220602240
2012-03-09,3240857600
2012-03-12,3271240640
2012-03-13,3342134400
2012-03-14,3342134400
2012-03-15,3352262080
2012-03-16,3352262080
2012-03-19,3342134400
2012-03-20,3332006720
2012-03-21,3342134400
2012-03-22,3342134400
2012-03-23,3342134400
2012-03-26,3382645120
2012-03-27,3362389760
2012-03-28,3342134400
2012-03-29,3321879040
2012-03-30,3301623680
2012-04-02,3301623680
2012-04-03,3301623680
2012-04-04,3250985280
2012-04-05,3220602240
2012-04-09,3200346880
2012-04-10,3119325440
2012-04-11,3180091520
2012-04-12,3250985280
2012-04-13,3250985280
2012-04-16,3301623680
2012-04-17,3332006720
2012-04-18,3372517440
2012-04-19,3342134400
2012-04-20,3362389760
2012-04-23,3321879040
2012-04-24,3321879040
2012-04-25,3352262080
2012-04-26,3362389760
2012-04-27,3372517440
2012-04-30,3329356800
2012-05-01,3339445760
2012-05-02,3349534720
2012-05-03,3329356800
2012-05-04,3309178880
2012-05-07,3319267840
2012-05-08,3339445760
2012-05-09,3319267840
2012-05-10,3319267840
2012-05-11,3339445760
2012-05-14,3268823040
2012-05-15,3299089920
2012-05-16,3319267840
2012-05-17,3289000960
2012-05-18,3238556160
2012-05-21,3309178880
2012-05-22,3379801600
2012-05-23,3410068480
2012-05-24,3440335360
2012-05-25,3410068480
2012-05-29,3440335360
2012-05-30,3470602240
2012-05-31,3420157440
2012-06-01,3268823040
2012-06-04,3188111360
2012-06-05,3147755520
2012-06-06,3127577600
2012-06-07,3107399680
2012-06-08,3107399680
2012-06-11,3067043840
2012-06-12,3056954880
2012-06-13,3006510080
2012-06-14,2956065280
2012-06-15,2935887360
2012-06-18,2996421120
2012-06-19,3036776960
2012-06-20,3016599040
2012-06-21,2956065280
2012-06-22,2945976320
2012-06-25,2895531520
2012-06-26,2895531520
2012-06-27,2895531520
2012-06-28,2925798400
2012-06-29,2986332160
2012-07-02,3046865920
2012-07-03,3077132800
2012-07-05,3077132800
2012-07-06,3036776960
2012-07-09,3026688000
2012-07-10,3006510080
2012-07-11,3036776960
2012-07-12,3036776960
2012-07-13,3046865920
2012-07-16,3016599040
2012-07-17,3016599040
2012-07-18,3077132800
2012-07-19,3097310720
2012-07-20,3077132800
2012-07-23,3036776960
2012-07-24,2986332160
2012-07-25,2966154240
2012-07-26,3016599040
2012-07-27,3067043840
2012-07-30,3026688000
2012-07-31,2953415520
2012-08-01,2933527200
2012-08-02,2923583040
2012-08-03,2993192160
2012-08-06,2983248000
2012-08-07,3032968800
2012-08-08,3072745440
2012-08-09,3112522080
2012-08-10,3112522080
2012-08-13,3132410400
2012-08-14,3122466240
2012-08-15,3162242880
2012-08-16,3241796160
2012-08-17,3231852000
2012-08-20,3231852000
2012-08-21,3221907840
2012-08-22,3241796160
2012-08-23,3251740320
2012-08-24,3231852000
2012-08-27,3241796160
2012-08-28,3281572800
2012-08-29,3301461120
2012-08-30,3291516960
2012-08-31,3321349440
2012-09-04,3440679360
2012-09-05,3420791040
2012-09-06,3440679360
2012-09-07,3390958560
2012-09-10,3390958560
2012-09-11,3460567680
2012-09-12,3470511840
2012-09-13,3470511840
2012-09-14,3450623520
2012-09-17,3450623520
2012-09-18,3440679360
2012-09-19,3400902720
2012-09-20,3430735200
2012-09-21,3430735200
2012-09-24,3410846880
2012-09-25,3410846880
2012-09-26,3460567680
2012-09-27,3450623520
2012-09-28,3450623520
2012-10-01,3410846880
2012-10-02,3400902720
2012-10-03,3400902720
2012-10-04,3420791040
2012-10-05,3410846880
2012-10-08,3400902720
2012-10-09,3371070240
2012-10-10,3341237760
2012-10-11,3341237760
2012-10-12,3321349440
2012-10-15,3321349440
2012-10-16,3331293600
2012-10-17,3390958560
2012-10-18,3400902720
2012-10-19,3381014400
2012-10-22,3351181920
2012-10-23,3341237760
2012-10-24,3361126080
2012-10-25,3400902720
2012-10-26,3390958560
2012-10-31,3591619200
2012-11-01,3701363120
2012-11-02,3611572640
2012-11-05,3581642480
2012-11-06,3631526080
2012-11-07,3591619200
2012-11-08,3581642480
2012-11-09,3671432960
2012-11-12,3681409680
2012-11-13,3701363120
2012-11-14,3661456240
2012-11-15,3621549360
2012-11-16,3671432960
2012-11-19,3691386400
2012-11-20,3741270000
2012-11-21,3771200160
2012-11-23,3821083760
2012-11-26,3721316560
2012-11-27,3711339840
2012-11-28,3731293280
2012-11-29,3761223440
2012-11-30,3761223440
2012-12-03,3781176880
2012-12-04,3781176880
2012-12-05,3741270000
2012-12-06,3751246720
2012-12-07,3751246720
2012-12-10,3771200160
2012-12-11,3781176880
2012-12-12,3751246720
2012-12-13,3791153600
2012-12-14,3771200160
2012-12-17,3771200160
2012-12-18,3801130320
2012-12-19,3781176880
2012-12-20,3791153600
2012-12-21,3741270000
2012-12-24,3721316560
2012-12-26,3671432960
2012-12-27,3681409680
2012-12-28,3631526080
2012-12-31,3681409680
2013-01-02,3801130320
2013-01-03,3771200160
2013-01-04,3801130320
2013-01-07,3841037200
2013-01-08,3801130320
2013-01-09,3851013920
2013-01-10,3870967360
2013-01-11,3950781120
2013-01-14,3980711280
2013-01-15,3970734560
2013-01-16,3930827680
2013-01-17,3950781120
2013-01-18,3960757840
2013-01-22,3990688000
2013-01-23,4020618160
2013-01-24,4030594880
2013-01-25,4120385360
2013-01-28,4230129280
2013-01-29,4240106000
2013-01-30,4220152560
2013-01-31,4499698400
2013-02-01,4479655200
2013-02-04,4459612000
2013-02-05,4569849600
2013-02-06,4579871200
2013-02-07,4509720000
2013-02-08,4509720000
2013-02-11,4489676800
2013-02-12,4459612000
2013-02-13,4479655200
2013-02-14,4499698400
2013-02-15,4549806400
2013-02-19,4499698400
2013-02-20,4379439200
2013-02-21,4329331200
2013-02-22,4309288000
2013-02-25,4299266400
2013-02-26,4329331200
2013-02-27,4409504000
2013-02-28,4279223199
2013-03-01,4259180000
2013-03-04,4199050400
2013-03-05,4179007200
2013-03-06,4199050400
2013-03-07,4028683199
2013-03-08,3988596800
2013-03-11,4048726400
2013-03-12,4038704800
2013-03-13,4249158400
2013-03-14,4269201600
2013-03-15,4289244800
2013-03-18,4309288000
2013-03-19,4349374400
2013-03-20,4319309600
2013-03-21,4239136800
2013-03-22,4269201600
2013-03-25,4279223199
2013-03-26,4299266400
2013-03-27,4279223199
2013-03-28,4289244800
2013-04-01,4239136800
2013-04-02,4209072000
2013-04-03,4148942399
2013-04-04,4179007200
2013-04-05,4168985600
2013-04-08,4179007200
2013-04-09,4179007200
2013-04-10,4269201600
2013-04-11,4259180000
2013-04-12,4229115199
2013-04-15,4098834400
2013-04-16,4168985600
2013-04-17,4068769599
2013-04-18,4018661600
2013-04-19,4108855999
2013-04-22,4158964000
2013-04-23,4279223199
2013-04-24,4269201600
2013-04-25,4329331200
2013-04-26,4329331200
2013-04-29,4379439200
2013-04-30,4423406400
2013-05-01,4433436800
2013-05-02,4433436800
2013-05-03,4433436800
2013-05-06,4443467200
2013-05-07,4443467200
2013-05-08,4413376000
2013-05-09,4443467200
2013-05-10,4513680000
2013-05-13,4563832000
2013-05-14,4624014400
2013-05-15,4644075200
2013-05-16,4603953600
2013-05-17,4774470400
2013-05-20,4664136000
2013-05-21,4644075200
2013-05-22,4593923200
2013-05-23,4613984000
2013-05-24,4624014400
2013-05-28,4684196800
2013-05-29,4624014400
2013-05-30,4603953600
2013-05-31,4313072000
2013-06-03,4483588800
2013-06-04,4443467200
2013-06-05,4353193600
2013-06-06,4313072000
2013-06-07,4052281600
2013-06-10,4042251200
2013-06-11,3941947200
2013-06-12,3851673600
2013-06-13,3921886400
2013-06-14,3901825600
2013-06-17,3962008000
2013-06-18,4002129600
2013-06-19,3962008000
2013-06-20,3901825600
2013-06-21,3871734400
2013-06-24,3781460800
2013-06-25,3801521600
2013-06-26,3811552000
2013-06-27,3861704000
2013-06-28,3861704000
2013-07-01,3921886400
2013-07-02,3931916800
2013-07-03,3931916800
2013-07-05,4012160000
2013-07-08,4022190400
2013-07-09,4032220799
2013-07-10,3992099200
2013-07-11,4032220799
2013-07-12,4062312000
2013-07-15,4072342399
2013-07-16,3992099200
2013-07-17,4112463999
2013-07-18,4082372800
2013-07-19,4072342399
2013-07-22,4092403200
2013-07-23,4072342399
2013-07-24,4052281600
2013-07-25,4062312000
2013-07-26,4062312000
2013-07-29,4042251200
2013-07-30,4082372800
2013-07-31,4074940799
2013-08-01,4165272000
2013-08-02,4165272000
2013-08-05,4165272000
2013-08-06,4115087999
2013-08-07,4074940799
2013-08-08,4115087999
2013-08-09,4145198400
2013-08-12,4165272000
2013-08-13,4175308800
2013-08-14,4155235199
2013-08-15,4084977600
2013-08-16,4074940799
2013-08-19,4064904000
2013-08-20,4105051200
2013-08-21,4084977600
2013-08-22,4135161600
2013-08-23,4105051200
2013-08-26,4105051200
2013-08-27,4034793599
2013-08-28,4034793599
2013-08-29,4044830400
2013-08-30,3984609600
2013-09-03,3994646400
2013-09-04,4024756800
2013-09-05,4014720000
2013-09-06,4054867200
2013-09-09,4135161600
2013-09-10,4195382399
2013-09-11,4175308800
2013-09-12,4185345600
2013-09-13,4185345600
2013-09-16,4175308800
2013-09-17,4225492800
2013-09-18,4205419200
2013-09-19,4265640000
2013-09-20,4235529599
2013-09-23,4305787200
2013-09-24,4275676800
2013-09-25,3894278400
2013-09-26,3884241600
2013-09-27,3884241600
2013-09-30,3984609600
2013-10-01,4115087999
2013-10-02,4155235199
2013-10-03,4155235199
2013-10-04,4145198400
2013-10-07,4084977600
2013-10-08,4014720000
2013-10-09,4014720000
2013-10-10,4064904000
2013-10-11,4084977600
2013-10-14,4125124800
2013-10-15,4064904000
2013-10-16,4074940799
2013-10-17,4095014400
2013-10-18,4084977600
2013-10-21,4125124800
2013-10-22,4105051200
2013-10-23,4054867200
2013-10-24,4074940799
2013-10-25,4095014400
2013-10-28,4105051200
2013-10-29,4115087999
2013-10-30,4054867200
2013-10-31,4048183360
2013-11-01,4018048000
2013-11-04,4038138239
2013-11-05,3967822400
2013-11-06,3997957760
2013-11-07,3917596800
2013-11-08,3917596800
2013-11-11,3957777280
2013-11-12,3967822400
2013-11-13,3967822400
2013-11-14,4018048000
2013-11-15,4088363840
2013-11-18,4138589440
2013-11-19,4088363840
2013-11-20,4088363840
2013-11-21,4128544320
2013-11-22,4128544320
2013-11-25,4078318719
2013-11-26,4259130880
2013-11-27,4329446720
2013-11-29,4319401600
2013-12-02,4359582080
2013-12-03,4419852800
2013-12-04,4449988160
2013-12-05,4429897920
2013-12-06,4490168640
2013-12-09,4480123520
2013-12-10,4439943040
2013-12-11,4419852800
2013-12-12,4409807680
2013-12-13,4429897920
2013-12-16,4470078400
2013-12-17,4460033280
2013-12-18,4520304000
2013-12-19,4470078400
2013-12-20,4480123520
2013-12-23,4520304000
2013-12-24,4530349120
2013-12-26,4530349120
2013-12-27,4560484480
2013-12-30,4590619840
2013-12-31,4600664960
2014-01-02,4600664960
2014-01-03,4560484480
2014-01-06,4560484480
2014-01-07,4570529600
2014-01-08,4550439360
2014-01-09,4530349120
2014-01-10,4560484480
2014-01-13,4490168640
2014-01-14,4530349120
2014-01-15,4520304000
2014-01-16,4490168640
