,ATVI
2014-01-23,11819030000
2014-01-24,11819030000
2014-01-27,11819030000
2014-01-28,11833210000
2014-01-29,11989190000
2014-01-30,12237340000
2014-01-31,12145170000
2014-02-03,12095540000
2014-02-04,11982099999
2014-02-05,11975010000
2014-02-06,12173530000
2014-02-07,13924760000
2014-02-10,13726240000
2014-02-11,13733330000
2014-02-12,13917670000
2014-02-13,14016930000
2014-02-14,14038200000
2014-02-18,14137460000
2014-02-19,13953120000
2014-02-20,13917670000
2014-02-21,13981480000
2014-02-24,13960210000
2014-02-25,13797140000
2014-02-26,13782960000
2014-02-27,13860950000
2014-02-28,13719150000
2014-03-03,13839680000
2014-03-04,13974390000
2014-03-05,14208360000
2014-03-06,14300530000
2014-03-07,14257990000
2014-03-10,14385610000
2014-03-11,14229630000
2014-03-12,14605400000
2014-03-13,14782650000
2014-03-14,14889000000
2014-03-17,15052070000
2014-03-18,14959900000
2014-03-19,14917360000
2014-03-20,14832280000
2014-03-21,14733020000
2014-03-24,14528119000
2014-03-25,14598310000
2014-03-26,14598310000
2014-03-27,14357250000
2014-03-28,14499050000
2014-03-31,14635040000
2014-04-01,14814040000
2014-04-02,14874899999
2014-04-03,14491839999
2014-04-04,14405920000
2014-04-07,13911163999
2014-04-08,14133839999
2014-04-09,14205440000
2014-04-10,13876080000
2014-04-11,13632640000
2014-04-14,13775839999
2014-04-15,13654120000
2014-04-16,13926200000
2014-04-17,14098040000
2014-04-21,14098040000
2014-04-22,14248399999
2014-04-23,14055080000
2014-04-24,14012120000
2014-04-25,13933360000
2014-04-28,13840279999
2014-04-29,14098040000
2014-04-30,14327160000
2014-05-01,14298520000
2014-05-02,14277040000
2014-05-05,13904720000
2014-05-06,13825960000
2014-05-07,15043160000
2014-05-08,14892800000
2014-05-09,14885640000
2014-05-12,14799720000
2014-05-13,14678000000
2014-05-14,14520480000
2014-05-15,14377279999
2014-05-16,14570600000
2014-05-19,14878480000
2014-05-20,14914279999
2014-05-21,14942920000
2014-05-22,14699480000
2014-05-23,14806880000
2014-05-27,14735279999
2014-05-28,14556279999
2014-05-29,14857000000
2014-05-30,14878480000
2014-06-02,14763920000
2014-06-03,14857000000
2014-06-04,14842680000
2014-06-05,14828360000
2014-06-06,14978720000
2014-06-09,15243640000
2014-06-10,15358200000
2014-06-11,15379680000
2014-06-12,15265120000
2014-06-13,15329560000
2014-06-16,15343880000
2014-06-17,15615960000
2014-06-18,15623120000
2014-06-19,15773480000
2014-06-20,15759160000
2014-06-23,15820020000
2014-06-24,15680399999
2014-06-25,15780640000
2014-06-26,15608800000
2014-06-27,15694720000
2014-06-30,16011400000
2014-07-01,16190900000
2014-07-02,16133460000
2014-07-03,16277060000
2014-07-07,16219620000
2014-07-08,16018580000
2014-07-09,16169360000
2014-07-10,16111920000
2014-07-11,16111920000
2014-07-14,16219620000
2014-07-15,16334500000
2014-07-16,16528360000
2014-07-17,16205260000
2014-07-18,16463740000
2014-07-21,16363220000
2014-07-22,16470920000
2014-07-23,16600160000
2014-07-24,16650420000
2014-07-25,16503230000
2014-07-28,16779660000
2014-07-29,16485280000
2014-07-30,16435020000
2014-07-31,16068840000
2014-08-01,16111920000
2014-08-04,16233980000
2014-08-05,16054480000
2014-08-06,16478100000
2014-08-07,16083199999
2014-08-08,16183720000
2014-08-11,16370400000
2014-08-12,16377580000
2014-08-13,16521180000
2014-08-14,16736580000
2014-08-15,16772480000
2014-08-18,16707860000
2014-08-19,16521180000
2014-08-20,16571439999
2014-08-21,16628880000
2014-08-22,16607340000
2014-08-25,16542720000
2014-08-26,16521180000
2014-08-27,16650420000
2014-08-28,16765300000
2014-08-29,16901720000
2014-09-02,17045319999
2014-09-03,17192510000
2014-09-04,17081220000
2014-09-05,17246360000
2014-09-08,17131480000
2014-09-09,17038140000
2014-09-10,17095580000
2014-09-11,17138660000
2014-09-12,16794020000
2014-09-15,16018580000
2014-09-16,15946780000
2014-09-17,15393920000
2014-09-18,15630860000
2014-09-19,15666760000
2014-09-22,15573420000
2014-09-23,15279040000
2014-09-24,15228780000
2014-09-25,15085180000
2014-09-26,15257500000
2014-09-29,15013380000
2014-09-30,14885640000
2014-10-01,14742440000
2014-10-02,14609980000
2014-10-03,14828360000
2014-10-06,14778240000
2014-10-07,14413080000
2014-10-08,14778240000
2014-10-09,14377279999
2014-10-10,13396360000
2014-10-13,13188720000
2014-10-14,13038360000
2014-10-15,13403520000
2014-10-16,13596839999
2014-10-17,13496600000
2014-10-20,13510920000
2014-10-21,13775839999
2014-10-22,13632640000
2014-10-23,13646960000
2014-10-24,13725720000
2014-10-27,13596839999
2014-10-28,13768680000
2014-10-29,13632640000
2014-10-30,14019279999
2014-10-31,14284200000
2014-11-03,14534800000
2014-11-04,14284200000
2014-11-05,14914279999
2014-11-06,14735279999
2014-11-07,14785399999
2014-11-10,14978720000
2014-11-11,14756760000
2014-11-12,14613560000
2014-11-13,14559860000
2014-11-14,14391600000
2014-11-17,14248399999
2014-11-18,14327160000
2014-11-19,14012120000
2014-11-20,15114760000
2014-11-21,15157720000
2014-11-24,15250800000
2014-11-25,15558680000
2014-11-26,15623120000
2014-11-28,15501399999
2014-12-01,15071800000
2014-12-02,15136240000
2014-12-03,15379680000
2014-12-04,15587320000
2014-12-05,15601640000
2014-12-08,14978720000
2014-12-09,15014520000
2014-12-10,14670839999
2014-12-11,14563440000
2014-12-12,14248399999
2014-12-15,14334320000
2014-12-16,13876080000
2014-12-17,14083720000
2014-12-18,14348640000
2014-12-19,14499000000
2014-12-22,14534800000
2014-12-23,14484680000
2014-12-24,14570600000
2014-12-26,14620720000
2014-12-29,14577760000
2014-12-30,14491839999
2014-12-31,14568449999
2015-01-02,14553990000
2015-01-05,14351550000
2015-01-06,14084040000
2015-01-07,13776765000
2015-01-08,13917750000
2015-01-09,13664699999
2015-01-12,13635780000
2015-01-13,13418880000
2015-01-14,13686390000
2015-01-15,13411650000
2015-01-16,14640750000
2015-01-20,14619060000
2015-01-21,14532300000
2015-01-22,14886570000
2015-01-23,14929949999
2015-01-26,15063705000
2015-01-27,14799810000
2015-01-28,14944410000
2015-01-29,14998635000
2015-01-30,15107085000
2015-02-02,15273375000
2015-02-03,15660180000
2015-02-04,15558960000
2015-02-05,15775860000
2015-02-06,15981915000
2015-02-09,15934920000
2015-02-10,16108440000
2015-02-11,16383180000
2015-02-12,16585620000
2015-02-13,16708530000
2015-02-17,16983269999
2015-02-18,16925430000
2015-02-19,16856745000
2015-02-20,16853130000
2015-02-23,16896510000
2015-02-24,17019420000
2015-02-25,16957964999
2015-02-26,16882050000
2015-02-27,16860360000
2015-03-02,16806135000
2015-03-03,16701300000
2015-03-04,16578390000
2015-03-05,16838670000
2015-03-06,16679610000
2015-03-09,16856745000
2015-03-10,16441019999
2015-03-11,16491630000
2015-03-12,16477170000
2015-03-13,16621769999
2015-03-16,16759140000
2015-03-17,16704915000
2015-03-18,17048339999
2015-03-19,16737449999
2015-03-20,16932660000
2015-03-23,16759140000
2015-03-24,16759140000
2015-03-25,16412100000
2015-03-26,16253040000
2015-03-27,16455480000
2015-03-30,16643460000
2015-03-31,16521075000
2015-04-01,16306610000
2015-04-02,16459280000
2015-04-06,16481090000
2015-04-07,16553790000
2015-04-08,16691920000
2015-04-09,16721000000
2015-04-10,16666475000
2015-04-13,16568330000
2015-04-14,16662840000
2015-04-15,16648299999
2015-04-16,16855495000
2015-04-17,16579235000
2015-04-20,16775525000
2015-04-21,17004530000
2015-04-22,17077229999
2015-04-23,17262615000
2015-04-24,17404380000
2015-04-27,17244440000
2015-04-28,17062690000
2015-04-29,16859130000
2015-04-30,16586505000
2015-05-01,16757350000
2015-05-04,16859130000
2015-05-05,16510170000
2015-05-06,16866400000
2015-05-07,17746070000
2015-05-08,18207715000
2015-05-11,17913280000
2015-05-12,17891470000
2015-05-13,17906010000
2015-05-14,18298590000
2015-05-15,18480340000
2015-05-18,18480340000
2015-05-19,18523960000
2015-05-20,18720250000
2015-05-21,18625740000
2015-05-22,18531230000
2015-05-26,18473070000
2015-05-27,18691170000
2015-05-28,18702075000
2015-05-29,18364020000
2015-06-01,18462165000
2015-06-02,18560310000
2015-06-03,18872920000
2015-06-04,18672995000
2015-06-05,18734790000
2015-06-08,18494880000
2015-06-09,18553040000
2015-06-10,18538500000
2015-06-11,18393100000
2015-06-12,18465800000
2015-06-15,17840580000
2015-06-16,17985980000
2015-06-17,18080490000
2015-06-18,18276780000
2015-06-19,18182270000
2015-06-22,18342210000
2015-06-23,18480340000
2015-06-24,18494880000
2015-06-25,18465800000
2015-06-26,18204080000
2015-06-29,17804230000
2015-06-30,17673300000
2015-07-01,18052900000
2015-07-02,17979900000
2015-07-06,18118600000
2015-07-07,18286500000
2015-07-08,18104000000
2015-07-09,18341250000
2015-07-10,18512800000
2015-07-13,18896050000
2015-07-14,19023800000
2015-07-15,18808450000
2015-07-16,18870500000
2015-07-17,18841300000
2015-07-20,19162500000
2015-07-21,19045700000
2015-07-22,18943500000
2015-07-23,18936200000
2015-07-24,19111400000
2015-07-27,18695300000
2015-07-28,18768300000
2015-07-29,18965400000
2015-07-30,19023800000
2015-07-31,18826700000
2015-08-03,18629600000
2015-08-04,18739100000
2015-08-05,20958300000
2015-08-06,20958300000
2015-08-07,21009400000
2015-08-10,21031300000
2015-08-11,20775800000
2015-08-12,20921800000
2015-08-13,21060500000
2015-08-14,20936400000
2015-08-17,21389000000
2015-08-18,21330600000
2015-08-19,21155400000
2015-08-20,20425400000
2015-08-21,19870600000
2015-08-24,19096800000
2015-08-25,19111400000
2015-08-26,19921700000
2015-08-27,20388900000
2015-08-28,21330600000
2015-08-31,20899900000
2015-09-01,20337800000
2015-09-02,20710100000
2015-09-03,20878000000
2015-09-04,20513000000
2015-09-08,21075100000
2015-09-09,20943700000
2015-09-10,21213800000
2015-09-11,21279500000
2015-09-14,21323300000
2015-09-15,21754000000
2015-09-16,22279600000
2015-09-17,22608100000
2015-09-18,22703000000
2015-09-21,23009600000
2015-09-22,22929300000
2015-09-23,23082600000
2015-09-24,22987700000
2015-09-25,23403800000
2015-09-28,22856300000
2015-09-29,22381800000
2015-09-30,22487920000
2015-10-01,22495200000
2015-10-02,22902880000
2015-10-05,23274160000
2015-10-06,23230480000
2015-10-07,23252320000
2015-10-08,23099440000
2015-10-09,23346960000
2015-10-12,23718240000
2015-10-13,23936640000
2015-10-14,24038560000
2015-10-15,24606399999
2015-10-16,24875760000
2015-10-19,24570000000
2015-10-20,24620960000
2015-10-21,24591840000
2015-10-22,25298000000
2015-10-23,25407200000
2015-10-26,25392640000
2015-10-27,25392640000
2015-10-28,25683840000
2015-10-29,25472720000
2015-10-30,25305280000
2015-11-02,25166960000
2015-11-03,26076960000
2015-11-04,26928720000
2015-11-05,27198080000
2015-11-06,25480000000
2015-11-09,24788399999
2015-11-10,24650080000
2015-11-11,25166960000
2015-11-12,25487280000
2015-11-13,25181520000
2015-11-16,25443600000
2015-11-17,26295360000
2015-11-18,26841360000
2015-11-19,26943280000
2015-11-20,27307280000
2015-11-23,27190800000
2015-11-24,26819520000
2015-11-25,27103439999
2015-11-27,27110720000
2015-11-30,27416479999
2015-12-01,28078960000
2015-12-02,27940640000
2015-12-03,27387360000
2015-12-04,28311920000
2015-12-07,28166320000
2015-12-08,28654080000
2015-12-09,28093520000
2015-12-10,27940640000
2015-12-11,27096160000
2015-12-14,27634880000
2015-12-15,28180880000
2015-12-16,28544880000
2015-12-17,28297360000
2015-12-18,28006160000
2015-12-21,28202720000
2015-12-22,28544880000
2015-12-23,28275520000
2015-12-24,28333760000
2015-12-28,28413840000
2015-12-29,28814240000
2015-12-30,28705040000
2015-12-31,28451850000
2016-01-04,27650700000
2016-01-05,27297900000
2016-01-06,27040650000
2016-01-07,26658450000
2016-01-08,26246850000
2016-01-11,26614350000
2016-01-12,27283200000
2016-01-13,25622100000
2016-01-14,26019000000
2016-01-15,25658849999
2016-01-19,25835250000
2016-01-20,25511850000
2016-01-21,25401600000
2016-01-22,26401200000
2016-01-25,25526549999
2016-01-26,25945499999
2016-01-27,25041450000
2016-01-28,24835650000
2016-01-29,25592700000
2016-02-01,25482450000
2016-02-02,24563700000
2016-02-03,24343200000
2016-02-04,23475900000
2016-02-05,22439550000
2016-02-08,21109200000
2016-02-09,21175350000
2016-02-10,22160250000
2016-02-11,22432200000
2016-02-12,20668200000
2016-02-16,21623700000
2016-02-17,21645750000
2016-02-18,21226800000
2016-02-19,22189650000
2016-02-22,23167200000
2016-02-23,22586550000
2016-02-24,23306850000
2016-02-25,23755200000
2016-02-26,23439150000
2016-02-29,23277450000
2016-03-01,23674350000
2016-03-02,23527350000
2016-03-03,23167200000
2016-03-04,22924650000
2016-03-07,22770300000
2016-03-08,22623300000
2016-03-09,22682100000
2016-03-10,22968750000
2016-03-11,23167200000
2016-03-14,23821349999
2016-03-15,23872799999
2016-03-16,24100650000
2016-03-17,23961000000
2016-03-18,23667000000
2016-03-21,23549400000
2016-03-22,23916900000
2016-03-23,23946300000
2016-03-24,23674350000
2016-03-28,23622900000
2016-03-29,24431400000
2016-03-30,25041450000
2016-03-31,25007760000
2016-04-01,25436380000
2016-04-04,25295969999
2016-04-05,24911690000
2016-04-06,25126000000
2016-04-07,24697380000
2016-04-08,25103830000
2016-04-11,24689989999
2016-04-12,24741719999
2016-04-13,25983239999
2016-04-14,25798489999
2016-04-15,25547230000
2016-04-18,26190160000
2016-04-19,26020190000
2016-04-20,26049750000
2016-04-21,26005410000
2016-04-22,25606350000
2016-04-25,25805880000
2016-04-26,26020190000
2016-04-27,25399430000
2016-04-28,25052100000
2016-04-29,25473330000
2016-05-02,25554620000
2016-05-03,25207290000
2016-05-04,25332920000
2016-05-05,25798489999
2016-05-06,27985930000
2016-05-09,27453850000
2016-05-10,26906989999
2016-05-11,27424290000
2016-05-12,28015489999
2016-05-13,28296310000
2016-05-16,29109210000
2016-05-17,28170680000
2016-05-18,28429330000
2016-05-19,27934199999
2016-05-20,27734670000
2016-05-23,27882469999
2016-05-24,28835780000
2016-05-25,28784050000
2016-05-26,28891205000
2016-05-27,29072260000
2016-05-31,29013140000
2016-06-01,28562350000
2016-06-02,28591910000
2016-06-03,27941590000
2016-06-06,27904640000
2016-06-07,28178070000
2016-06-08,28170680000
2016-06-09,28481060000
2016-06-10,27912030000
2016-06-13,27808570000
2016-06-14,28384989999
2016-06-15,28325870000
2016-06-16,28843170000
2016-06-17,28141120000
2016-06-20,28591910000
2016-06-21,28569739999
2016-06-22,28318480000
2016-06-23,28761880000
2016-06-24,27328219999
2016-06-27,26714850000
2016-06-28,27476020000
2016-06-29,28096780000
2016-06-30,29405460000
2016-07-01,29390620000
2016-07-05,29791300000
2016-07-06,30058420000
2016-07-07,29969380000
2016-07-08,30637180000
2016-07-11,31312400000
2016-07-12,31653719999
2016-07-13,31245620000
2016-07-14,31052700000
2016-07-15,31312400000
2016-07-18,31267880000
2016-07-19,30807840000
2016-07-20,30703960000
2016-07-21,30622340000
2016-07-22,30748480000
2016-07-25,31460800000
2016-07-26,30837520000
2016-07-27,30340380000
2016-07-28,29880340000
2016-07-29,29798719999
2016-08-01,29731940000
2016-08-02,29494500000
2016-08-03,29961960000
2016-08-04,30295860000
2016-08-05,30095520000
2016-08-08,30132620000
2016-08-09,30607500000
2016-08-10,30496200000
2016-08-11,30652020000
2016-08-12,30525880000
2016-08-15,30778159999
2016-08-16,29168020000
2016-08-17,29590960000
2016-08-18,29694840000
2016-08-19,29665159999
2016-08-22,29769040000
2016-08-23,30154880000
2016-08-24,30177140000
2016-08-25,30414580000
2016-08-26,30459099999
2016-08-29,30637180000
2016-08-30,30852360000
2016-08-31,30696540000
2016-09-01,31275300000
2016-09-02,31757599999
2016-09-06,32284420000
2016-09-07,32187960000
2016-09-08,32128599999
2016-09-09,31379180000
2016-09-12,32247320000
2016-09-13,32210219999
2016-09-14,32395719999
2016-09-15,33085780000
2016-09-16,32959640000
2016-09-19,32737040000
2016-09-20,32744460000
2016-09-21,33145140000
2016-09-22,33026420000
2016-09-23,32915120000
2016-09-26,32633159999
2016-09-27,32803820000
2016-09-28,32766719999
2016-09-29,32803820000
2016-09-30,32959199999
2016-10-03,32810400000
2016-10-04,32832720000
2016-10-05,33130320000
2016-10-06,32728560000
2016-10-07,32676480000
2016-10-10,32579760000
2016-10-11,31917600000
2016-10-12,32237520000
2016-10-13,32111039999
2016-10-14,32505360000
2016-10-17,32386320000
2016-10-18,32869920000
2016-10-19,32579760000
2016-10-20,32974080000
2016-10-21,33137760000
2016-10-24,33829680000
2016-10-25,33524640000
2016-10-26,33063360000
2016-10-27,32527680000
2016-10-28,32230080000
2016-10-31,32118480000
2016-11-01,31694400000
2016-11-02,31694400000
2016-11-03,32267280000
2016-11-04,31024800000
2016-11-07,30570960000
2016-11-08,30511440000
2016-11-09,29871600000
2016-11-10,28792800000
2016-11-11,29321039999
2016-11-14,28100880000
2016-11-15,28666320000
2016-11-16,28993680000
2016-11-17,29715360000
2016-11-18,28562160000
2016-11-21,28591920000
2016-11-22,27654480000
2016-11-23,27721440000
2016-11-25,27691680000
2016-11-28,27803280000
2016-11-29,28234800000
2016-11-30,27237840000
2016-12-01,26471520000
2016-12-02,26568240000
2016-12-05,27141119999
2016-12-06,27304800000
2016-12-07,27862800000
2016-12-08,27818160000
2016-12-09,27371760000
2016-12-12,27654480000
2016-12-13,27766080000
2016-12-14,27334560000
2016-12-15,27520560000
2016-12-16,27133680000
2016-12-19,27252720000
2016-12-20,27401520000
2016-12-21,27453600000
2016-12-22,27111360000
2016-12-23,27156000000
2016-12-27,27178320000
2016-12-28,27103920000
2016-12-29,27141119999
2016-12-30,26865840000
2017-01-03,27443360000
2017-01-04,27982640000
2017-01-05,28417060000
2017-01-06,28394589999
2017-01-09,28237300000
2017-01-10,28746620000
2017-01-11,29360800000
2017-01-12,29308370000
2017-01-13,29173550000
2017-01-17,29173550000
2017-01-18,29270920000
2017-01-19,29106140000
2017-01-20,29188530000
2017-01-23,28858970000
2017-01-24,29285900000
2017-01-25,29630440000
2017-01-26,29563030000
2017-01-27,29667890000
2017-01-30,29667890000
2017-01-31,30117290000
2017-02-01,30312030000
2017-02-02,30312030000
2017-02-03,29967490000
2017-02-06,30102310000
2017-02-07,29997449999
2017-02-08,29353310000
2017-02-09,29757769999
2017-02-10,35375270000
2017-02-13,34229300000
2017-02-14,33690019999
2017-02-15,34064519999
2017-02-16,33997110000
2017-02-17,33952170000
2017-02-21,33959660000
2017-02-22,33877269999
2017-02-23,33764920000
2017-02-24,34116949999
2017-02-27,34221810000
2017-02-28,33802370000
2017-03-01,35307860000
2017-03-02,34963320000
2017-03-03,35255430000
2017-03-06,35809690000
2017-03-07,35996940000
2017-03-08,36386420000
2017-03-09,36715980000
2017-03-10,36850800000
2017-03-13,37075500000
2017-03-14,36760920000
2017-03-15,36865780000
2017-03-16,36775900000
2017-03-17,36798370000
2017-03-20,36671040000
2017-03-21,36116780000
2017-03-22,36461320000
2017-03-23,36536220000
2017-03-24,36790880000
2017-03-27,36925700000
2017-03-28,37270240000
2017-03-29,37554860000
2017-03-30,37592310000
2017-03-31,37594440000
2017-04-03,37345620000
2017-04-04,36976160000
2017-04-05,37096800000
2017-04-06,37217440000
2017-04-07,37405940000
2017-04-10,36976160000
2017-04-11,37006320000
2017-04-12,36674560000
2017-04-13,36508680000
2017-04-17,36795200000
2017-04-18,37074180000
2017-04-19,37209900000
2017-04-20,37662300000
2017-04-21,37601980000
2017-04-24,38363520000
2017-04-25,38725440000
2017-04-26,38725440000
2017-04-27,39140140000
2017-04-28,39396500000
2017-05-01,39735800000
2017-05-02,39984620000
2017-05-03,39841360000
2017-05-04,40037400000
2017-05-05,40587820000
2017-05-08,40708460000
2017-05-09,41183480000
2017-05-10,42216460000
2017-05-11,42035500000
2017-05-12,42231540000
2017-05-15,42533140000
2017-05-16,42812120000
2017-05-17,40889420000
2017-05-18,41583100000
2017-05-19,42133520000
2017-05-22,43068480000
2017-05-23,43581200000
2017-05-24,44116540000
2017-05-25,44651880000
2017-05-26,43943120000
2017-05-30,44169320000
2017-05-31,44169320000
2017-06-01,44908240000
2017-06-02,44976100000
2017-06-05,45089200000
2017-06-06,45119360000
2017-06-07,45639620000
2017-06-08,45654700000
2017-06-09,43754620000
2017-06-12,42797040000
2017-06-13,43656600000
2017-06-14,44071300000
2017-06-15,44418140000
2017-06-16,44335200000
2017-06-19,45481280000
2017-06-20,45353100000
2017-06-21,45752720000
2017-06-22,46114640000
2017-06-23,45571760000
2017-06-26,45405880000
2017-06-27,43950660000
2017-06-28,44342740000
2017-06-29,43415320000
2017-06-30,43465350000
2017-07-03,42476300000
2017-07-05,43155800000
2017-07-06,42748100000
2017-07-07,43857950000
2017-07-10,44175050000
2017-07-11,43774900000
2017-07-12,46070100000
2017-07-13,45677500000
2017-07-14,45866250000
2017-07-17,45677500000
2017-07-18,46304150000
2017-07-19,46304150000
2017-07-20,46115400000
2017-07-21,46002150000
2017-07-24,46387200000
2017-07-25,46017250000
2017-07-26,47293200000
2017-07-27,46183350000
2017-07-28,46394750000
2017-07-31,46643900000
2017-08-01,47112000000
2017-08-02,46394750000
2017-08-03,48297350000
2017-08-04,46817550000
2017-08-07,47195050000
2017-08-08,46304150000
2017-08-09,46341900000
2017-08-10,45458550000
2017-08-11,45858700000
2017-08-14,46726950000
2017-08-15,46787350000
2017-08-16,47481950000
2017-08-17,46334350000
2017-08-18,46817550000
2017-08-21,46643900000
2017-08-22,48516300000
2017-08-23,48327550000
2017-08-24,47889650000
2017-08-25,47247900000
2017-08-28,47376250000
2017-08-29,47927400000
2017-08-30,49588400000
2017-08-31,49497800000
2017-09-01,49165600000
2017-09-05,49112750000
2017-09-06,48320000000
2017-09-07,49701650000
2017-09-08,49022150000
2017-09-11,49950800000
2017-09-12,49897950000
2017-09-13,49377000000
2017-09-14,49203350000
2017-09-15,49075000000
2017-09-18,48471000000
2017-09-19,48554050000
2017-09-20,49075000000
2017-09-21,48403050000
2017-09-22,48244500000
2017-09-25,46915700000
2017-09-26,46628800000
2017-09-27,47632950000
2017-09-28,47972700000
2017-09-29,48705050000
2017-10-02,47796060000
2017-10-03,47841300000
2017-10-04,47223020000
2017-10-05,47569860000
2017-10-06,47690500000
2017-10-09,46129720000
2017-10-10,46333300000
2017-10-11,46265440000
2017-10-12,46785700000
2017-10-13,46054320000
2017-10-16,46355920000
2017-10-17,46491640000
2017-10-18,46371000000
2017-10-19,46740460000
2017-10-20,47223020000
2017-10-23,46340840000
2017-10-24,47298420000
2017-10-25,46604740000
2017-10-26,46793240000
2017-10-27,48361560000
2017-10-30,49236200000
2017-10-31,49379459999
2017-11-01,49258820000
2017-11-02,49349300000
2017-11-03,47652800000
2017-11-06,45895980000
2017-11-07,45963840000
2017-11-08,48670700000
2017-11-09,47735740000
2017-11-10,47502000000
2017-11-13,47969480000
2017-11-14,48278620000
2017-11-15,47419060000
2017-11-16,48354020000
2017-11-17,48331399999
2017-11-20,48203220000
2017-11-21,48633000000
2017-11-22,49115560000
2017-11-24,49786620000
2017-11-27,49567959999
2017-11-28,49741380000
2017-11-29,46755540000
2017-11-30,47049600000
2017-12-01,46717840000
2017-12-04,44184400000
2017-12-05,44900700000
2017-12-06,45805500000
2017-12-07,46423780000
2017-12-08,47072220000
2017-12-11,47630180000
2017-12-12,48557600000
2017-12-13,48708399999
2017-12-14,49032620000
2017-12-15,50314420000
2017-12-18,49771540000
2017-12-19,48934600000
2017-12-20,48542520000
2017-12-21,49070320000
2017-12-22,48640540000
2017-12-26,47841300000
2017-12-27,47758360000
2017-12-28,47803600000
2017-12-29,47743280000
2018-01-02,48811290000
2018-01-03,49570290000
2018-01-04,49076940000
2018-01-05,50374830000
2018-01-08,50572170000
2018-01-09,50238210000
2018-01-10,50723970000
2018-01-11,52553159999
2018-01-12,53403240000
2018-01-16,52150889999
2018-01-17,53403240000
2018-01-18,52978200000
2018-01-19,53562629999
2018-01-22,54116700000
2018-01-23,54306450000
2018-01-24,53190720000
2018-01-25,53752379999
2018-01-26,55042680000
2018-01-29,54989550000
2018-01-30,54351990000
2018-01-31,56264670000
2018-02-01,55672649999
2018-02-02,54207780000
2018-02-05,51596820000
2018-02-06,52902300000
2018-02-07,52720139999
2018-02-08,49964970000
2018-02-09,50913720000
2018-02-12,51854879999
2018-02-13,51634770000
2018-02-14,52864350000
2018-02-15,54640409999
2018-02-16,53274210000
2018-02-20,53767560000
2018-02-21,53296980000
2018-02-22,52742909999
2018-02-23,54701129999
2018-02-26,55528440000
2018-02-27,55110990000
2018-02-28,55505670000
2018-03-01,54655590000
2018-03-02,56173590000
2018-03-05,57000899999
2018-03-06,56105280000
2018-03-07,56219129999
2018-03-08,58298790000
2018-03-09,59368980000
2018-03-12,58336740000
2018-03-13,57630870000
2018-03-14,56332980000
2018-03-15,55695420000
2018-03-16,54405120000
2018-03-19,53926950000
2018-03-20,54169830000
2018-03-21,54351990000
2018-03-22,52947840000
2018-03-23,51642360000
2018-03-26,53190720000
2018-03-27,50314110000
2018-03-28,50071230000
2018-03-29,51202139999
2018-04-02,49533490000
2018-04-03,49830280000
2018-04-04,50431470000
2018-04-05,50629330000
2018-04-06,49130160000
2018-04-09,50050970000
2018-04-10,50621720000
2018-04-11,50111849999
2018-04-12,51154420000
2018-04-13,50134680000
2018-04-16,50652160000
2018-04-17,51961080000
2018-04-18,52273090000
2018-04-19,51504480000
2018-04-20,50454300000
2018-04-23,50401030000
2018-04-24,49723740000
2018-04-25,49328019999
2018-04-26,50484740000
2018-04-27,50066190000
2018-04-30,50492349999
2018-05-01,51595800000
2018-05-02,52044790000
2018-05-03,50850019999
2018-05-04,53148240000
2018-05-07,53551570000
2018-05-08,52973210000
2018-05-09,54266910000
2018-05-10,55476900000
2018-05-11,54563700000
2018-05-14,54563700000
2018-05-15,53399370000
2018-05-16,53521130000
2018-05-17,54533260000
2018-05-18,54784389999
2018-05-21,54373450000
2018-05-22,54297349999
2018-05-23,54594139999
2018-05-24,53878800000
2018-05-25,54381059999
2018-05-29,53757040000
2018-05-30,53795090000
2018-05-31,53962510000
2018-06-01,55575830000
2018-06-04,55393190000
2018-06-05,55377970000
2018-06-06,56915190000
2018-06-07,56275950000
2018-06-08,56534690000
2018-06-11,57075000000
2018-06-12,57790340000
2018-06-13,58345870000
2018-06-14,59137309999
2018-06-15,58909010000
2018-06-18,59259070000
2018-06-19,58779639999
2018-06-20,58475240000
2018-06-21,57874050000
2018-06-22,57820780000
2018-06-25,56846700000
2018-06-26,57280470000
2018-06-27,55872620000
2018-06-28,57843610000
2018-06-29,58079519999
2018-07-02,58964640000
2018-07-03,57896440000
2018-07-05,58132970000
2018-07-06,58895970000
2018-07-09,58628920000
2018-07-10,58132970000
2018-07-11,59979430000
2018-07-12,62085310000
2018-07-13,62184500000
2018-07-16,61215490000
2018-07-17,61764850000
2018-07-18,62009010000
2018-07-19,61505430000
2018-07-20,60772950000
2018-07-23,60849250000
2018-07-24,59826830000
2018-07-25,60620350000
2018-07-26,59246950000
2018-07-27,57499680000
2018-07-30,55508250000
2018-07-31,56019460000
2018-08-01,55760040000
2018-08-02,56507780000
2018-08-03,54417159999
2018-08-06,53844909999
2018-08-07,53585490000
2018-08-08,53417630000
2018-08-09,53791500000
2018-08-10,53875430000
2018-08-13,53806760000
2018-08-14,54394270000
2018-08-15,52883530000
2018-08-16,53173470000
2018-08-17,52761450000
2018-08-20,52593590000
2018-08-21,53150580000
2018-08-22,54501090000
2018-08-23,54302710000
2018-08-24,56530670000
2018-08-27,56530670000
2018-08-28,56462000000
2018-08-29,57156330000
2018-08-30,56538299999
2018-08-31,55012299999
2018-09-04,55683740000
2018-09-05,54668950000
2018-09-06,54905479999
2018-09-07,56133909999
