,ATVI
2004-10-18,1795223891
2004-10-19,1831562846
2004-10-20,1827387097
2004-10-21,1838572138
2004-10-22,1817593973
2004-10-25,1831562846
2004-10-26,1844139803
2004-10-27,1964391418
2004-10-28,1999338456
2004-10-29,2024492370
2004-11-01,1999338456
2004-11-02,2062272952
2004-11-03,2083201406
2004-11-04,2150311651
2004-11-05,2150311651
2004-11-08,2150311651
2004-11-09,2132167029
2004-11-10,2203453022
2004-11-11,2234224312
2004-11-12,2263603685
2004-11-15,2285973767
2004-11-16,2263603685
2004-11-17,2301334556
2004-11-18,2319479178
2004-11-19,2203453022
2004-11-22,2221647355
2004-11-23,2235616228
2004-11-24,2224431187
2004-11-26,2217421895
2004-11-29,2221647355
2004-11-30,2197885357
2004-12-01,2234224312
2004-12-02,2315303429
2004-12-03,2443956253
2004-12-06,2477511375
2004-12-07,2351642384
2004-12-08,2355867843
2004-12-09,2329272302
2004-12-10,2481687124
2004-12-13,2607556115
2004-12-14,2594929447
2004-12-15,2603330655
2004-12-16,2726366103
2004-12-17,2690027149
2004-12-20,2653638483
2004-12-21,2692810981
2004-12-22,2715181063
2004-12-23,2743118809
2004-12-27,2741776604
2004-12-28,2771106266
2004-12-29,2807445221
2004-12-30,2803269472
2004-12-31,2837986341
2005-01-03,2760681265
2005-01-04,2688926554
2005-01-05,2728329141
2005-01-06,2690376649
2005-01-07,2600370739
2005-01-10,2624222305
2005-01-11,2805684220
2005-01-12,2777532371
2005-01-13,2978645576
2005-01-14,3075701949
2005-01-18,3126305272
2005-01-19,3036299362
2005-01-20,3013747881
2005-01-21,3027898810
2005-01-24,2957544191
2005-01-25,3002547146
2005-01-26,3109454165
2005-01-27,3120704904
2005-01-28,3103803794
2005-01-31,3178308686
2005-02-01,3153007025
2005-02-02,3309167278
2005-02-03,3297916540
2005-02-04,3345719678
2005-02-07,3383672170
2005-02-08,3470877896
2005-02-09,3361170693
2005-02-10,2870388468
2005-02-11,2909741052
2005-02-14,3012397793
2005-02-15,3034899270
2005-02-16,3060200931
2005-02-17,3030698994
2005-02-18,3027898810
2005-02-22,3015197976
2005-02-23,3040499638
2005-02-24,3054600564
2005-02-25,3086952688
2005-02-28,3074251854
2005-03-01,3151656936
2005-03-02,3207860627
2005-03-03,3202260259
2005-03-04,3248663306
2005-03-07,3310517367
2005-03-08,3257113861
2005-03-09,3209260719
2005-03-10,3185359149
2005-03-11,3231762196
2005-03-14,3241662846
2005-03-15,3234612383
2005-03-16,3219161369
2005-03-17,3233212291
2005-03-18,3241662846
2005-03-21,3233212291
2005-03-22,3162907675
2005-03-23,3191459550
2005-03-24,3093953148
2005-03-28,3030198961
2005-03-29,2919591699
2005-03-30,2865188127
2005-03-31,2987394109
2005-04-01,3112541701
2005-04-04,3104467662
2005-04-05,3068134491
2005-04-06,3080245548
2005-04-07,3160985929
2005-04-08,3150920295
2005-04-11,3148874872
2005-04-12,3207438562
2005-04-13,3150920295
2005-04-14,3056023434
2005-04-15,3112541701
2005-04-18,3066142895
2005-04-19,3108504681
2005-04-20,3011616224
2005-04-21,3045903972
2005-04-22,2953106361
2005-04-25,3086327990
2005-04-26,3051986415
2005-04-27,3007579205
2005-04-28,2930875843
2005-04-29,2918764785
2005-05-02,2971246033
2005-05-03,3068134491
2005-05-04,3003542186
2005-05-05,3033792915
2005-05-06,3211475581
2005-05-09,3124652758
2005-05-10,3118570316
2005-05-11,3066142895
2005-05-12,3039875357
2005-05-13,3047949395
2005-05-16,3100430643
2005-05-17,3185208044
2005-05-18,3191290486
2005-05-19,3136763815
2005-05-20,3158994333
2005-05-23,3140800834
2005-05-24,3118570316
2005-05-25,3074216933
2005-05-26,3076208529
2005-05-27,3104467662
2005-05-31,3189245063
2005-06-01,3203401543
2005-06-02,3199364524
2005-06-03,3150920295
2005-06-06,3302281597
2005-06-07,3292162136
2005-06-08,3253837368
2005-06-09,3417363554
2005-06-10,3461716936
2005-06-13,3492021493
2005-06-14,3467799378
2005-06-15,3502140954
2005-06-16,3548539760
2005-06-17,3544502741
2005-06-20,3552576779
2005-06-21,3586918354
2005-06-22,3594938566
2005-06-23,3582881335
2005-06-24,3405252496
2005-06-27,3387058997
2005-06-28,3421346746
2005-06-29,3401215477
2005-06-30,4495458688
2005-07-01,4462804024
2005-07-05,4462804024
2005-07-06,4538998239
2005-07-07,4661489511
2005-07-08,4718598889
2005-07-11,4781223277
2005-07-12,4862859936
2005-07-13,4898199539
2005-07-14,4925411758
2005-07-15,4914526871
2005-07-18,4903641983
2005-07-19,4919969314
2005-07-20,4958066422
2005-07-21,4971708815
2005-07-22,5020690810
2005-07-25,5009805922
2005-07-26,5004363478
2005-07-27,5224746175
2005-07-28,5162194352
2005-07-29,5537722984
2005-08-01,5477856101
2005-08-02,5573062586
2005-08-03,5638371914
2005-08-04,5619359643
2005-08-05,5545850367
2005-08-08,5578505030
2005-08-09,5554050316
2005-08-10,5439758993
2005-08-11,5409789268
2005-08-12,5341795002
2005-08-15,5521395652
2005-08-16,5442443932
2005-08-17,5521395652
2005-08-18,5469656152
2005-08-19,5450643881
2005-08-22,5439758993
2005-08-23,5524080591
2005-08-24,5733650965
2005-08-25,5698238797
2005-08-26,5687353909
2005-08-29,5826172512
2005-08-30,5807087675
2005-08-31,6081967377
2005-09-01,6177173863
2005-09-02,6193501195
2005-09-06,6245240695
2005-09-07,6041112765
2005-09-08,5886039395
2005-09-09,6013900545
2005-09-12,6130949372
2005-09-13,6128191867
2005-09-14,6114622041
2005-09-15,5978560942
2005-09-16,5921378998
2005-09-19,5981245881
2005-09-20,5649256801
2005-09-21,5347237446
2005-09-22,5333595053
2005-09-23,5437001488
2005-09-26,5401661885
2005-09-27,5442443932
2005-09-28,5377134605
2005-09-29,5556735255
2005-09-30,4217303184
2005-10-03,4264707150
2005-10-04,4171933959
2005-10-05,4074981300
2005-10-06,4085264991
2005-10-07,4029612075
2005-10-10,3973959159
2005-10-11,3965710209
2005-10-12,3932714409
2005-10-13,4054358925
2005-10-14,4237925559
2005-10-17,4223462400
2005-10-18,4275045834
2005-10-19,4376067975
2005-10-20,4262672409
2005-10-21,4371943500
2005-10-24,4473020634
2005-10-25,4440684750
2005-10-26,4270206450
2005-10-27,4190466600
2005-10-28,4272956100
2005-10-31,4336198050
2005-11-01,4451683350
2005-11-02,4622161650
2005-11-03,4778891700
2005-11-04,4789890300
2005-11-07,4787140650
2005-11-08,4734897300
2005-11-09,4635909900
2005-11-10,4649658150
2005-11-11,4589165850
2005-11-14,4699151850
2005-11-15,4608413400
2005-11-16,4638659550
2005-11-17,4468181250
2005-11-18,4173968700
2005-11-21,4085979900
2005-11-22,4033736550
2005-11-23,4050234450
2005-11-25,4044735150
2005-11-28,3904503000
2005-11-29,3797266650
2005-11-30,3659784150
2005-12-01,3635037300
2005-12-02,3676282050
2005-12-05,3626788350
2005-12-06,3734024700
2005-12-07,3703778550
2005-12-08,3690030300
2005-12-09,3816514200
2005-12-12,3772519800
2005-12-13,3734024700
2005-12-14,3931999500
2005-12-15,3615789750
2005-12-16,3701028900
2005-12-19,3637786950
2005-12-20,3582793950
2005-12-21,3736774350
2005-12-22,3750522600
2005-12-23,3714777150
2005-12-27,3654284850
2005-12-28,3739524000
2005-12-29,3844010700
2005-12-30,3778019100
2006-01-03,3879989900
2006-01-04,3927306850
2006-01-05,3960707050
2006-01-06,4144408150
2006-01-09,4105496917
2006-01-10,4116574650
2006-01-11,4367076150
2006-01-12,4311409150
2006-01-13,4147191500
2006-01-17,4041702535
2006-01-18,3994107250
2006-01-19,4055340950
2006-01-20,3902256700
2006-01-23,3893906650
2006-01-24,3910606750
2006-01-25,3832672950
2006-01-26,3921740150
2006-01-27,3893906650
2006-01-30,3896690000
2006-01-31,3991323900
2006-02-01,3952357000
2006-02-02,3882773250
2006-02-03,3918956800
2006-02-06,3996890600
2006-02-07,3774222600
2006-02-08,3757522500
2006-02-09,3587738150
2006-02-10,3604438250
2006-02-13,3637838450
2006-02-14,3529287800
2006-02-15,3470837450
2006-02-16,3378986900
2006-02-17,3390120300
2006-02-21,3370636850
2006-02-22,3384553600
2006-02-23,3351153400
2006-02-24,3404037050
2006-02-27,3548771250
2006-02-28,3479187500
2006-03-01,3532071150
2006-03-02,3498670950
2006-03-03,3504237650
2006-03-06,3384553600
2006-03-07,3387336950
2006-03-08,3365070150
2006-03-09,3380935245
2006-03-10,3314969850
2006-03-13,3509804350
2006-03-14,3676805350
2006-03-15,3877206550
2006-03-16,3841023000
2006-03-17,3916173450
2006-03-20,3918956800
2006-03-21,3913390100
2006-03-22,3938440250
2006-03-23,3860506450
2006-03-24,3838239650
2006-03-27,3905040050
2006-03-28,3871639850
2006-03-29,3888339950
2006-03-30,3893906650
2006-03-31,3838239650
2006-04-03,3835456300
2006-04-04,3790922700
2006-04-05,3751955800
2006-04-06,3749172450
2006-04-07,3763089200
2006-04-10,3660105250
2006-04-11,3646188500
2006-04-12,3701855500
2006-04-13,3710205550
2006-04-17,3590521500
2006-04-18,3785356000
2006-04-19,3804839450
2006-04-20,3863289800
2006-04-21,3799272750
2006-04-24,3754739150
2006-04-25,3785356000
2006-04-26,3763089200
2006-04-27,3871639850
2006-04-28,3949573650
2006-05-01,3760305850
2006-05-02,3735255700
2006-05-03,3796489400
2006-05-04,3643405150
2006-05-05,4108224600
2006-05-08,4030290800
2006-05-09,4152758200
2006-05-10,4008024000
2006-05-11,3868856500
2006-05-12,3726905650
2006-05-15,3729689000
2006-05-16,3679588700
2006-05-17,3607221600
2006-05-18,3509804350
2006-05-19,3404037050
2006-05-22,3359503450
2006-05-23,3401253700
2006-05-24,3387336950
2006-05-25,3573821400
2006-05-26,3545987900
2006-05-30,3498670950
2006-05-31,3640621800
2006-06-01,3621138350
2006-06-02,3621138350
2006-06-05,3487537550
2006-06-06,3437437250
2006-06-07,3429087200
2006-06-08,3415170450
2006-06-09,3404037050
2006-06-12,3225902650
2006-06-13,3242602750
2006-06-14,3147968850
2006-06-15,3200852500
2006-06-16,3223119300
2006-06-19,3100651900
2006-06-20,3064468350
2006-06-21,3120135350
2006-06-22,3159102250
2006-06-23,3173019000
2006-06-26,3164668950
2006-06-27,3081168450
2006-06-28,2992101250
2006-06-29,3195285800
2006-06-30,3193535260
2006-07-03,3280529630
2006-07-05,3143022400
2006-07-06,3154247480
2006-07-07,3039190410
2006-07-10,3011127710
2006-07-11,3008321440
2006-07-12,3053221760
2006-07-13,3061640570
2006-07-14,3168278829
2006-07-17,3145828670
2006-07-18,3258079470
2006-07-19,3392780430
2006-07-20,3389974160
2006-07-21,3311398600
2006-07-24,3333848760
2006-07-25,3389974160
2006-07-26,3482581070
2006-07-27,3460130910
2006-07-28,3499418690
2006-07-31,3353492650
2006-08-01,3258079470
2006-08-02,3440487020
2006-08-03,3490999880
2006-08-04,3592025600
2006-08-07,3510643770
2006-08-08,3535900200
2006-08-09,3482581070
2006-08-10,3617282030
2006-08-11,3631313380
2006-08-14,3583606790
2006-08-15,3690245050
2006-08-16,3819333470
2006-08-17,3925971730
2006-08-18,3909134110
2006-08-21,3808108390
2006-08-22,3802495850
2006-08-23,3645344730
2006-08-24,3628507110
2006-08-25,3634119650
2006-08-28,3676213700
2006-08-29,3656569810
2006-08-30,3659376079
2006-08-31,3620088300
2006-09-01,3681826240
2006-09-05,3650957270
2006-09-06,3558350360
2006-09-07,3549931550
2006-09-08,3693051320
2006-09-11,3715501480
2006-09-12,3906327840
2006-09-13,3881071410
2006-09-14,4012966100
2006-09-15,3962453240
2006-09-18,3909134110
2006-09-19,3954034430
2006-09-20,4144860790
2006-09-21,4184148570
2006-09-22,4113991820
2006-09-25,4142054520
2006-09-26,4369362390
2006-09-27,4363749850
2006-09-28,4271142940
2006-09-29,4237467700
2006-10-02,4152926400
2006-10-03,4237680000
2006-10-04,4277231680
2006-10-05,4223554400
2006-10-06,4246155360
2006-10-09,4333734080
2006-10-10,4263106080
2006-10-11,4243330240
2006-10-12,4319608480
2006-10-13,4483465440
2006-10-16,4381761120
2006-10-17,4311133120
2006-10-18,4328083840
2006-10-19,4308308000
2006-10-20,4311133120
2006-10-23,4313958240
2006-10-24,4189652960
2006-10-25,4031446240
2006-10-26,4412837440
2006-10-27,4325258720
2006-10-30,4373285760
2006-10-31,4356335040
2006-11-01,4328083840
2006-11-02,4378936000
2006-11-03,4477815200
2006-11-06,4435438400
2006-11-07,4421312800
2006-11-08,4483465440
2006-11-09,4472164960
2006-11-10,4637151968
2006-11-13,4585169760
2006-11-14,4644497280
2006-11-15,4703824800
2006-11-16,4689699200
2006-11-17,4599295360
2006-11-20,4692524320
2006-11-21,4771627680
2006-11-22,4862031520
2006-11-24,4811179360
2006-11-27,4633196800
2006-11-28,4593645120
2006-11-29,4684048959
2006-11-30,4802704000
2006-12-01,4842255680
2006-12-04,4938309760
2006-12-05,4969386080
2006-12-06,4952435360
2006-12-07,4949610240
2006-12-08,5042839200
2006-12-11,5068265280
2006-12-12,4958085600
2006-12-13,4943960000
2006-12-14,4949610240
2006-12-15,4943960000
2006-12-18,4788578400
2006-12-19,4799878880
2006-12-20,4760327200
2006-12-21,4763152320
2006-12-22,4768802560
2006-12-26,4805529120
2006-12-27,4898758080
2006-12-28,4910058560
2006-12-29,4870506880
2007-01-03,4823916240
2007-01-04,4863272200
2007-01-05,4835160800
2007-01-08,4832349660
2007-01-09,4829538520
2007-01-10,4927928420
2007-01-11,5180931020
2007-01-12,5082541119
2007-01-16,5180931020
2007-01-17,5239964960
2007-01-18,5017884900
2007-01-19,4986962360
2007-01-22,4908250440
2007-01-23,4933550700
2007-01-24,5090974540
2007-01-25,4812671680
2007-01-26,4728337480
2007-01-29,4857649920
2007-01-30,4700226080
2007-01-31,4784560280
2007-02-01,4801427119
2007-02-02,4888572460
2007-02-05,4787371420
2007-02-06,4714281780
2007-02-07,4733959760
2007-02-08,4621514160
2007-02-09,4624325300
2007-02-12,4570913640
2007-02-13,4644003280
2007-02-14,4790182560
2007-02-15,4804238260
2007-02-16,4857649920
2007-02-20,4939172980
2007-02-21,4911061580
2007-02-22,4958850960
2007-02-23,4984151220
2007-02-26,4941984119
2007-02-27,4784560280
2007-02-28,4700226080
2007-03-01,4717092920
2007-03-02,4596213900
2007-03-05,4604647320
2007-03-06,4686170380
2007-03-07,4655247840
2007-03-08,4823916240
2007-03-09,4854838780
2007-03-12,4843594220
2007-03-13,4739582040
2007-03-14,4764882300
2007-03-15,4731148619
2007-03-16,4798615980
2007-03-19,4930739560
2007-03-20,4967284380
2007-03-21,5093785680
2007-03-22,5130330500
2007-03-23,5099407960
2007-03-26,5082541119
2007-03-27,5096596820
2007-03-28,5343977140
2007-03-29,5293376619
2007-03-30,5324299160
2007-04-02,5333820030
2007-04-03,5424560190
2007-04-04,5472765900
2007-04-05,5438738340
2007-04-09,5447245230
2007-04-10,5523807240
2007-04-11,5543656650
2007-04-12,5651410590
2007-04-13,5637232440
2007-04-16,5776178310
2007-04-17,5869754100
2007-04-18,5815877130
2007-04-19,5739315120
2007-04-20,5827219650
2007-04-23,5861247210
2007-04-24,5895274770
2007-04-25,5889603510
2007-04-26,5889603510
2007-04-27,5776178310
2007-04-30,5671260000
2007-05-01,5744986380
2007-05-02,5912288550
2007-05-03,5946316110
2007-05-04,6031385010
2007-05-07,5719465710
2007-05-08,5722301340
2007-05-09,5705287560
2007-05-10,5614547400
2007-05-11,5549327910
2007-05-14,5410382039
2007-05-15,5328148770
2007-05-16,5370683220
2007-05-17,5376354480
2007-05-18,5461423380
2007-05-21,5486944050
2007-05-22,5418888930
2007-05-23,5396203890
2007-05-24,5226066090
2007-05-25,5345162550
2007-05-29,5421724560
2007-05-30,5515300350
2007-05-31,5611711770
2007-06-01,5350833810
2007-06-04,5418888930
2007-06-05,5532314130
2007-06-06,5549327910
2007-06-07,5234572980
2007-06-08,5254422390
2007-06-11,5333820030
2007-06-12,5245915500
2007-06-13,5260093650
2007-06-14,5478437160
2007-06-15,5424560190
2007-06-18,5552163539
2007-06-19,5452916490
2007-06-20,5333820030
2007-06-21,5390532630
2007-06-22,5305463730
2007-06-25,5285614320
2007-06-26,5245915500
2007-06-27,5339491289
2007-06-28,5350833810
2007-06-29,5294121210
2007-07-02,5410141449
2007-07-03,5418760900
2007-07-05,5387156250
2007-07-06,5332566400
2007-07-09,5286596000
2007-07-10,5507828550
2007-07-11,5530813750
2007-07-12,5548052650
2007-07-13,5461858150
2007-07-16,5372790500
2007-07-17,5263668263
2007-07-18,5232006150
2007-07-19,5309581200
2007-07-20,5226259850
2007-07-23,5206147800
2007-07-24,5214767250
2007-07-25,5240625600
2007-07-26,5122826449
2007-07-27,4979168949
2007-07-30,4990661550
2007-07-31,4915959650
2007-08-01,5007900450
2007-08-02,5257864500
2007-08-03,5413014600
2007-08-06,5648612900
2007-08-07,5533686900
2007-08-08,5415887750
2007-08-09,5223386700
2007-08-10,5203274650
2007-08-13,5346932150
2007-08-14,5550925800
2007-08-15,5277976550
2007-08-16,5177416300
2007-08-17,5234879300
2007-08-20,5214767250
2007-08-21,5234879300
2007-08-22,5197528350
2007-08-23,5335439550
2007-08-24,5496335950
2007-08-27,5458985000
2007-08-28,5283722850
2007-08-29,5424507200
2007-08-30,5473350750
2007-08-31,5599769350
2007-09-04,5706075900
2007-09-05,5628500850
2007-09-06,5634247150
2007-09-07,5398648850
2007-09-10,5562418400
2007-09-11,5720441650
2007-09-12,5798016700
2007-09-13,5731934250
2007-09-14,5743426850
2007-09-17,5752046300
2007-09-18,5976152000
2007-09-19,6047980750
2007-09-20,6022122400
2007-09-21,6010629800
2007-09-24,5961786250
2007-09-25,6119809500
2007-09-26,6062346500
2007-09-27,6168653050
2007-09-28,6203130850
2007-10-01,6461195440
2007-10-02,6481577760
2007-10-03,6542724720
2007-10-04,6621342240
2007-10-05,6606783440
2007-10-08,6670842160
2007-10-09,6857194800
2007-10-10,6731989120
2007-10-11,6548548240
2007-10-12,6653371600
2007-10-15,6580577600
2007-10-16,6516518880
2007-10-17,6528165920
2007-10-18,6577665840
2007-10-19,6405872000
2007-10-22,6691224480
2007-10-23,6656283360
2007-10-24,6507783600
2007-10-25,6676665680
2007-10-26,6892135920
2007-10-29,6764018480
2007-10-30,6688312720
2007-10-31,6886312400
2007-11-01,6699959760
2007-11-02,6711606800
2007-11-05,6667930400
2007-11-06,6560195280
2007-11-07,6260284000
2007-11-08,6321430960
2007-11-09,6030254960
2007-11-12,5925431600
2007-11-13,6111784240
2007-11-14,6036078480
2007-11-15,6041902000
2007-11-16,5873019920
2007-11-19,5934166880
2007-11-20,5701226079
2007-11-21,5509049920
2007-11-23,5675020240
2007-11-26,5511961680
2007-11-27,6271931040
2007-11-28,6574754079
2007-11-29,6397136720
2007-11-30,6449548400
2007-12-03,7270664720
2007-12-04,7786046240
2007-12-05,7739458079
2007-12-06,7614252400
2007-12-07,7800605040
2007-12-10,7858840240
2007-12-11,7672487600
2007-12-12,7745281600
2007-12-13,7716164000
2007-12-14,7780222720
2007-12-17,7745281600
2007-12-18,7771487440
2007-12-19,7803516800
2007-12-20,8138369200
2007-12-21,8377133520
2007-12-24,8531456800
2007-12-26,8642103680
2007-12-27,8583868480
2007-12-28,8522721520
2007-12-31,8800793100
2008-01-02,8424462890
2008-01-03,8276301390
2008-01-04,8249632320
2008-01-07,8294080770
2008-01-08,8157772190
2008-01-09,8157772190
2008-01-10,8305933690
2008-01-11,8042206220
2008-01-14,8030353300
2008-01-15,7867375650
2008-01-16,8009610690
2008-01-17,7944419630
2008-01-18,7971088700
2008-01-22,7852559500
2008-01-23,7899971180
2008-01-24,7923677020
2008-01-25,7834780120
2008-01-28,7991831310
2008-01-29,7772552290
2008-01-30,7745883220
2008-01-31,7665876010
2008-02-01,7831816890
2008-02-04,7677728930
2008-02-05,7648096630
2008-02-06,7677728930
2008-02-07,7790331670
2008-02-08,7908860870
2008-02-11,8009610690
2008-02-12,7876265339
2008-02-13,8048132680
2008-02-14,7849596270
2008-02-15,7997757770
2008-02-19,7864412420
2008-02-20,8045169450
2008-02-21,7956272550
2008-02-22,8059985600
2008-02-25,8113323740
2008-02-26,8074801750
2008-02-27,8151845730
2008-02-28,8137029580
2008-02-29,8065971324
2008-03-03,8074801750
2008-03-04,8137029580
2008-03-05,8101470820
2008-03-06,8134066350
2008-03-07,8086654670
2008-03-10,7947382860
2008-03-11,8039242990
2008-03-12,7947382860
2008-03-13,8068875290
2008-03-14,7982941620
2008-03-17,7864412420
2008-03-18,8033316530
2008-03-19,7722177380
2008-03-20,7867375650
2008-03-24,7855522730
2008-03-25,7873302110
2008-03-26,7899971180
2008-03-27,8048132680
2008-03-28,8086654670
2008-03-31,8092581130
2008-04-01,8119250200
2008-04-02,8131103120
2008-04-03,8151845730
2008-04-04,8119250200
2008-04-07,8074801750
2008-04-08,8018500380
2008-04-09,8024426839
2008-04-10,8009610690
2008-04-11,8030353300
2008-04-14,8027390070
2008-04-15,8095544360
2008-04-16,8145919270
2008-04-17,8142956040
2008-04-18,8145919270
2008-04-21,8148882500
2008-04-22,8068875290
2008-04-23,8083691440
2008-04-24,8092581130
2008-04-25,8101470820
2008-04-28,8074801750
2008-04-29,8057022370
2008-04-30,8015537150
2008-05-01,8128139890
2008-05-02,8048132680
2008-05-05,8065912060
2008-05-06,8125176660
2008-05-07,8145919270
2008-05-08,8208147100
2008-05-09,9375659720
2008-05-12,9156380700
2008-05-13,9535674140
2008-05-14,9636423960
2008-05-15,9923857270
2008-05-16,9760879620
2008-05-19,9751989929
2008-05-20,9683835640
2008-05-21,9669019490
2008-05-22,9734210550
2008-05-23,9731247320
2008-05-27,9894224970
2008-05-28,9775695770
2008-05-29,9994974790
2008-05-30,10000901250
2008-06-02,9947563110
2008-06-03,9997938020
2008-06-04,10110540760
2008-06-05,10223143500
2008-06-06,10080908460
2008-06-09,10246849340
2008-06-10,10015717400
2008-06-11,9837923600
2008-06-12,10039423240
2008-06-13,10184621510
2008-06-16,10359452080
2008-06-17,10863201179
2008-06-18,10667628000
2008-06-19,11052847900
2008-06-20,10623179550
2008-06-23,10557988490
2008-06-24,10469091590
2008-06-25,10498723890
2008-06-26,10312040400
2008-06-27,9989048330
2008-06-30,21651485000
2008-07-01,21676905000
2008-07-02,20069090000
2008-07-03,19636950000
2008-07-07,20342355000
2008-07-08,20158060000
2008-07-09,19109485000
2008-07-10,20189835000
2008-07-11,20685525000
2008-07-14,20933368729
2008-07-15,22420438729
2008-07-16,22769966271
2008-07-17,22878000000
2008-07-18,23666021270
2008-07-21,23399110000
2008-07-22,23685085000
2008-07-23,23894798729
2008-07-24,22814451271
2008-07-25,22522118729
2008-07-28,22255210000
2008-07-29,22909775000
2008-07-30,22738188729
2008-07-31,22865289999
2008-08-01,22395021270
2008-08-04,21708679999
2008-08-05,21994655000
2008-08-06,22928841271
2008-08-07,21651485000
2008-08-08,20717300000
2008-08-11,20990565000
2008-08-12,21950170000
2008-08-13,21924750000
2008-08-14,21981945000
2008-08-15,21702325000
2008-08-18,21702325000
2008-08-19,22356890000
2008-08-20,21734100000
2008-08-21,21664195000
2008-08-22,21594289999
2008-08-25,21314670000
2008-08-26,20653750000
2008-08-27,20946080000
2008-08-28,21200280000
2008-08-29,20857110000
2008-09-02,20844400000
2008-09-03,21219345000
2008-09-04,20927015000
2008-09-05,21441770000
2008-09-08,21340090000
2008-09-09,21124020000
2008-09-10,22102690000
2008-09-11,22598380000
2008-09-12,22255210000
2008-09-15,21340090000
2008-09-16,21060470000
2008-09-17,19738630000
2008-09-18,20374130000
2008-09-19,22013720000
2008-09-22,20590200000
2008-09-23,20272450000
2008-09-24,20475810000
2008-09-25,20488520000
2008-09-26,20818980000
2008-09-29,17946520000
2008-09-30,20182440000
2008-10-01,18966000000
2008-10-02,16807800000
2008-10-03,16402319999
2008-10-06,15905280000
2008-10-07,15499800000
2008-10-08,15630600000
2008-10-09,15107400000
2008-10-10,15120480000
2008-10-13,18639000000
2008-10-14,17017080000
2008-10-15,15277440000
2008-10-16,16323840000
2008-10-17,17030160000
2008-10-20,17723400000
2008-10-21,17004000000
2008-10-22,16101480000
2008-10-23,16415400000
2008-10-24,15290520000
2008-10-27,13734000000
2008-10-28,15434400000
2008-10-29,15696000000
2008-10-30,16624680000
2008-10-31,16297680000
2008-11-03,15552120000
2008-11-04,15512880000
2008-11-05,14361840000
2008-11-06,15709080000
2008-11-07,16036080000
2008-11-10,16023000000
2008-11-11,15970680000
2008-11-12,14623440000
2008-11-13,16441560000
2008-11-14,13877880000
2008-11-17,13694760000
2008-11-18,13223880000
2008-11-19,12255959999
2008-11-20,12216720000
2008-11-21,13472400000
2008-11-24,14388000000
2008-11-25,14257200000
2008-11-26,15722160000
2008-11-28,15303600000
2008-12-01,13773240000
2008-12-02,14047920000
2008-12-03,14126400000
2008-12-04,13080000000
2008-12-05,13550880000
2008-12-08,14440319999
2008-12-09,13197720000
2008-12-10,13040760000
2008-12-11,12556800000
2008-12-12,12203640000
2008-12-15,12033600000
2008-12-16,12504480000
2008-12-17,12713760000
2008-12-18,12072840000
2008-12-19,12426000000
2008-12-22,11824319999
2008-12-23,11732760000
2008-12-24,11785080000
2008-12-26,11588880000
2008-12-29,11183400000
2008-12-30,11170319999
2008-12-31,11301120000
2009-01-02,11928959999
2009-01-05,11445000000
2009-01-06,10699440000
2009-01-07,11876640000
2009-01-08,12112080000
2009-01-09,12112080000
2009-01-12,11902800000
2009-01-13,11981280000
2009-01-14,11850480000
2009-01-15,11981280000
2009-01-16,12517560000
2009-01-20,11824319999
2009-01-21,12478319999
2009-01-22,12242880000
2009-01-23,12255959999
2009-01-26,12229800000
2009-01-27,12308280000
2009-01-28,12321360000
2009-01-29,11772000000
2009-01-30,11458080000
2009-02-02,11719680000
2009-02-03,11994360000
2009-02-04,12439080000
2009-02-05,12726840000
2009-02-06,13027680000
2009-02-09,12870720000
2009-02-10,12582959999
2009-02-11,12399840000
2009-02-12,12112080000
2009-02-13,12687600000
2009-02-17,12295200000
2009-02-18,12543720000
2009-02-19,12269040000
2009-02-20,12295200000
2009-02-23,12334440000
2009-02-24,13210800000
2009-02-25,12936120000
2009-02-26,13014600000
2009-02-27,13119240000
2009-03-02,12949200000
2009-03-03,12909959999
2009-03-04,13171560000
2009-03-05,13132319999
2009-03-06,13511640000
2009-03-09,13315440000
2009-03-10,13681680000
2009-03-11,13629360000
2009-03-12,13066920000
2009-03-13,12923040000
2009-03-16,12399840000
2009-03-17,12517560000
2009-03-18,12661440000
2009-03-19,12949200000
2009-03-20,13066920000
2009-03-23,13668600000
2009-03-24,13393920000
2009-03-25,13420080000
2009-03-26,14283360000
2009-03-27,13943280000
2009-03-30,13380840000
2009-03-31,13482940000
2009-04-01,13521610000
2009-04-02,14062990000
2009-04-03,14320790000
2009-04-06,13959870000
2009-04-07,13431380000
2009-04-08,13534500000
2009-04-09,13779410000
2009-04-13,13727850000
2009-04-14,12980230000
2009-04-15,12928670000
2009-04-16,13057570000
2009-04-17,13624730000
2009-04-20,12915780000
2009-04-21,13173580000
2009-04-22,12967340000
2009-04-23,12890000000
2009-04-24,13405600000
2009-04-27,13586059999
2009-04-28,13212250000
2009-04-29,13830970000
2009-04-30,13882530000
2009-05-01,13972760000
2009-05-04,14243450000
2009-05-05,14140330000
2009-05-06,14140330000
2009-05-07,14179000000
2009-05-08,15223090000
2009-05-11,14823500000
2009-05-12,14694600000
2009-05-13,14578590000
2009-05-14,14836390000
2009-05-15,14952400000
2009-05-18,15068410000
2009-05-19,14733270000
2009-05-20,14707490000
2009-05-21,14359460000
2009-05-22,14359460000
2009-05-26,14784830000
2009-05-27,14746160000
2009-05-28,15171530000
2009-05-29,15571120000
2009-06-01,15635570000
2009-06-02,15867590000
2009-06-03,15751580000
2009-06-04,16447640000
