,PRGO
2014-03-06,21912093000
2014-03-07,21990976000
2014-03-10,22103284000
2014-03-11,21914767000
2014-03-12,22174145000
2014-03-13,21769034000
2014-03-14,22126013000
2014-03-17,22080555000
2014-03-18,22392076000
2014-03-19,22215592000
2014-03-20,21926800000
2014-03-21,21259637000
2014-03-24,20849178000
2014-03-25,21131285000
2014-03-26,20797035000
2014-03-27,20596485000
2014-03-28,20477492000
2014-03-31,20678042000
2014-04-01,20837145000
2014-04-02,21017640000
2014-04-03,20425349000
2014-04-04,20192711000
2014-04-07,19652563000
2014-04-08,19823699000
2014-04-09,20009542000
2014-04-10,19286225000
2014-04-11,18727359000
2014-04-14,18782176000
2014-04-15,18832982000
2014-04-16,19161884000
2014-04-17,18984063000
2014-04-21,19406555000
2014-04-22,20262235000
2014-04-23,20045641000
2014-04-24,19747490000
2014-04-25,19613790000
2014-04-28,19659248000
2014-04-29,19478753000
2014-04-30,19367782000
2014-05-01,19522874000
2014-05-02,19423936000
2014-05-05,19493460000
2014-05-06,19117763000
2014-05-07,17454535000
2014-05-08,16962519000
2014-05-09,17315487000
2014-05-12,17490634000
2014-05-13,17556147000
2014-05-14,17549462000
2014-05-15,17697869000
2014-05-16,17755360000
2014-05-19,17804829000
2014-05-20,17768730000
2014-05-21,17800818000
2014-05-22,18294171000
2014-05-23,18534831000
2014-05-27,18161808000
2014-05-28,18279464000
2014-05-29,18557560000
2014-05-30,18477340000
2014-06-02,18538842000
2014-06-03,18385087000
2014-06-04,18255398000
2014-06-05,18629758000
2014-06-06,18577615000
2014-06-09,18722011000
2014-06-10,18639117000
2014-06-11,18874429000
2014-06-12,19076316000
2014-06-13,18770143000
2014-06-16,18942616000
2014-06-17,18918550000
2014-06-18,19201994000
2014-06-19,18966682000
2014-06-20,19240767000
2014-06-23,19292910000
2014-06-24,19386500000
2014-06-25,19779578000
2014-06-26,19907930000
2014-06-27,19516189000
2014-06-30,19517264000
2014-07-01,20141238000
2014-07-02,20528209000
2014-07-03,20528209000
2014-07-07,20238985000
2014-07-08,19929676000
2014-07-09,19825234000
2014-07-10,19719453000
2014-07-11,19569485000
2014-07-14,21270015000
2014-07-15,20545616000
2014-07-16,20801365000
2014-07-17,20334054000
2014-07-18,20729059000
2014-07-21,20230951000
2014-07-22,20798687000
2014-07-23,21059792000
2014-07-24,21031673000
2014-07-25,20753161000
2014-07-28,20599176000
2014-07-29,20706296000
2014-07-30,20605871000
2014-07-31,20145255000
2014-08-01,20297901000
2014-08-04,20086339000
2014-08-05,19830590000
2014-08-06,19123598000
2014-08-07,18954884000
2014-08-08,19185192000
2014-08-11,19047275000
2014-08-12,18612100000
2014-08-13,18632185000
2014-08-14,19989931000
2014-08-15,19888167000
2014-08-18,19801132000
2014-08-19,20197476000
2014-08-20,20008677000
2014-08-21,19783725000
2014-08-22,19980558000
2014-08-25,19815861000
2014-08-26,19833268000
2014-08-27,19926998000
2014-08-28,20089017000
2014-08-29,19916286000
2014-09-02,19944405000
2014-09-03,20076966000
2014-09-04,19558773000
2014-09-05,19585553000
2014-09-08,19392737000
2014-09-09,19171802000
2014-09-10,19534671000
2014-09-11,19435585000
2014-09-12,19348550000
2014-09-15,19238752000
2014-09-16,19450314000
2014-09-17,19549400000
2014-09-18,19635096000
2014-09-19,19719453000
2014-09-22,20052864000
2014-09-23,20007338000
2014-09-24,20471971000
2014-09-25,20188103000
2014-09-26,20181408000
2014-09-29,20408199000
2014-09-30,20470897000
2014-10-01,20333234000
2014-10-02,20643998000
2014-10-03,21148308000
2014-10-06,20856626000
2014-10-07,20439548000
2014-10-08,20639909000
2014-10-09,20770757000
2014-10-10,20334597000
2014-10-13,19861636000
2014-10-14,20060634000
2014-10-15,19879355000
2014-10-16,19857547000
2014-10-17,19869814000
2014-10-20,20236461000
2014-10-21,20466808000
2014-10-22,20480438000
2014-10-23,20977933000
2014-10-24,21146945000
2014-10-27,21100603000
2014-10-28,21285971000
2014-10-29,21126500000
2014-10-30,21989279000
2014-10-31,22005635000
2014-11-03,21801185000
2014-11-04,21787555000
2014-11-05,21603550000
2014-11-06,20784387000
2014-11-07,21231451000
2014-11-10,21339128000
2014-11-11,21186472000
2014-11-12,21108781000
2014-11-13,21198739000
2014-11-14,21052898000
2014-11-17,20896153000
2014-11-18,21799822000
2014-11-19,21645803000
2014-11-20,21027001000
2014-11-21,21058350000
2014-11-24,21384107000
2014-11-25,21326861000
2014-11-26,21701686000
2014-11-28,21833897000
2014-12-01,21561297000
2014-12-02,21536763000
2014-12-03,21750754000
2014-12-04,21675789000
2014-12-05,21416819000
2014-12-08,21566749000
2014-12-09,21688056000
2014-12-10,21452257000
2014-12-11,21336402000
2014-12-12,20909783000
2014-12-15,21017460000
2014-12-16,20958851000
2014-12-17,21692145000
2014-12-18,22469055000
2014-12-19,22917482000
2014-12-22,23001988000
2014-12-23,22373645000
2014-12-24,22640793000
2014-12-26,22620348000
2014-12-29,23268375000
2014-12-30,23176800000
2014-12-31,23193450000
2015-01-02,23119912500
2015-01-05,22881262500
2015-01-06,22838250000
2015-01-07,23219812500
2015-01-08,23749837500
2015-01-09,23552812500
2015-01-12,23493150000
2015-01-13,22725862500
2015-01-14,22573237500
2015-01-15,21993262500
2015-01-16,22272150000
2015-01-20,22473337500
2015-01-21,22045987500
2015-01-22,21674137500
2015-01-23,21783750000
2015-01-26,21857287500
2015-01-27,21646387500
2015-01-28,21299512500
2015-01-29,21367500000
2015-01-30,21053925000
2015-02-02,21145500000
2015-02-03,20998425000
2015-02-04,21017850000
2015-02-05,21510412500
2015-02-06,20858287500
2015-02-09,20514187500
2015-02-10,20806950000
2015-02-11,20503087500
2015-02-12,20906850000
2015-02-13,20937375000
2015-02-17,21076125000
2015-02-18,20895750000
2015-02-19,21033112500
2015-02-20,21002587500
2015-02-23,21096937500
2015-02-24,21295350000
2015-02-25,21191287500
2015-02-26,21540937500
2015-02-27,21432712500
2015-03-02,21860062500
2015-03-03,21675525000
2015-03-04,21922500000
2015-03-05,22200000000
2015-03-06,21760162500
2015-03-09,22220812500
2015-03-10,22052925000
2015-03-11,22373437500
2015-03-12,23099100000
2015-03-13,23090775000
2015-03-16,23833087500
2015-03-17,23931600000
2015-03-18,24100875000
2015-03-19,23638837500
2015-03-20,23985712500
2015-03-23,23083837500
2015-03-24,23021400000
2015-03-25,22617637500
2015-03-26,22799400000
2015-03-27,23028337500
2015-03-30,24616438000
2015-03-31,24219965000
2015-04-01,23991737000
2015-04-02,23953699000
2015-04-06,24139500000
2015-04-07,24097073000
2015-04-08,28528500000
2015-04-09,29069810000
2015-04-10,29047865000
2015-04-13,29535044000
2015-04-14,29799847000
2015-04-15,29729623000
2015-04-16,29113700000
2015-04-17,29110774000
2015-04-20,28979104000
2015-04-21,28209566000
2015-04-22,29479450000
2015-04-23,29498469000
2015-04-24,28219806999
2015-04-27,27545364000
2015-04-28,27268856999
2015-04-29,27027462000
2015-04-30,26813864000
2015-05-01,27249838000
2015-05-04,27495622000
2015-05-05,27523419000
2015-05-06,27777981000
2015-05-07,27943300000
2015-05-08,28177380000
2015-05-11,28320754000
2015-05-12,28420238000
2015-05-13,28351477000
2015-05-14,28404145000
2015-05-15,28455350000
2015-05-18,29021531000
2015-05-19,28920584000
2015-05-20,28900102000
2015-05-21,29005438000
2015-05-22,29036161000
2015-05-26,28638225000
2015-05-27,28455350000
2015-05-28,28376348000
2015-05-29,27840890000
2015-06-01,28234437000
2015-06-02,28427553000
2015-06-03,28657244000
2015-06-04,28218344000
2015-06-05,27981338000
2015-06-08,27640459000
2015-06-09,27529271000
2015-06-10,27504400000
2015-06-11,27344933000
2015-06-12,27002591000
2015-06-15,26816790000
2015-06-16,27979875000
2015-06-17,27552679000
2015-06-18,27545364000
2015-06-19,27065500000
2015-06-22,27046481000
2015-06-23,27707756999
2015-06-24,27674108000
2015-06-25,27681423000
2015-06-26,27877465000
2015-06-29,26939681999
2015-06-30,27040629000
2015-07-01,27074278000
2015-07-02,26872384000
2015-07-06,27162058000
2015-07-07,26764122000
2015-07-08,26380816000
2015-07-09,26335463000
2015-07-10,26459818000
2015-07-13,26922126000
2015-07-14,27239597000
2015-07-15,27311284000
2015-07-16,27330303000
2015-07-17,27191318000
2015-07-20,27451731999
2015-07-21,27368341000
2015-07-22,27658015000
2015-07-23,27754573000
2015-07-24,27284950000
2015-07-27,28323680000
2015-07-28,28099841000
2015-07-29,28211029000
2015-07-30,28006209000
2015-07-31,28118860000
2015-08-03,28162750000
2015-08-04,27890631999
2015-08-05,27745795000
2015-08-06,27539512000
2015-08-07,27827723000
2015-08-10,28380737000
2015-08-11,28206640000
2015-08-12,27220578000
2015-08-13,28162750000
2015-08-14,28674800000
2015-08-17,28829878000
2015-08-18,28607502000
2015-08-19,28592872000
2015-08-20,28186158000
2015-08-21,27342006999
2015-08-24,26114550000
2015-08-25,26041400000
2015-08-26,26884088000
2015-08-27,27532197000
2015-08-28,27126946000
2015-08-31,26768511000
2015-09-01,26254998000
2015-09-02,26566617000
2015-09-03,26034085000
2015-09-04,26158440000
2015-09-08,26429095000
2015-09-09,25905341000
2015-09-10,26066271000
2015-09-11,26285721000
2015-09-14,26518338000
2015-09-15,26840198000
2015-09-16,26683656999
2015-09-17,26492004000
2015-09-18,26124791000
2015-09-21,25577629000
2015-09-22,25159211000
2015-09-23,24998281000
2015-09-24,24762738000
2015-09-25,23539670000
2015-09-28,22107393000
2015-09-29,22445010000
2015-09-30,22788423000
2015-10-01,22658013000
2015-10-02,23289777000
2015-10-05,23449167000
2015-10-06,23141979000
2015-10-07,22621788000
2015-10-08,22943466000
2015-10-09,23270940000
2015-10-12,23405697000
2015-10-13,22920282000
2015-10-14,23315859000
2015-10-15,23563638000
2015-10-16,24075135000
2015-10-19,24004134000
2015-10-20,23562189000
2015-10-21,22494276000
2015-10-22,21398832000
2015-10-23,21817593000
2015-10-26,22353723000
2015-10-27,22640625000
2015-10-28,23247756000
2015-10-29,24025869000
2015-10-30,22856526000
2015-11-02,23089815000
2015-11-03,23146326000
2015-11-04,23515821000
2015-11-05,23256450000
2015-11-06,23510025000
2015-11-09,23143428000
2015-11-10,23623047000
2015-11-11,23337594000
2015-11-12,22684095000
2015-11-13,21285810000
2015-11-16,21590100000
2015-11-17,22242150000
2015-11-18,22552235999
2015-11-19,22405887000
2015-11-20,22447908000
2015-11-23,21503160000
2015-11-24,21735000000
2015-11-25,21826287000
2015-11-27,21806001000
2015-11-30,21646610999
2015-12-01,21620529000
2015-12-02,21424914000
2015-12-03,21095991000
2015-12-04,21400281000
2015-12-07,21349566000
2015-12-08,21501710999
2015-12-09,21468384000
2015-12-10,21574160999
2015-12-11,21327831000
2015-12-14,21588651000
2015-12-15,21635019000
2015-12-16,21655305000
2015-12-17,21193074000
2015-12-18,20913417000
2015-12-21,20906172000
2015-12-22,21049623000
2015-12-23,21401730000
2015-12-24,21378546000
2015-12-28,21132216000
2015-12-29,21240891000
2015-12-30,21045276000
2015-12-31,20967030000
2016-01-04,20381351347
2016-01-05,20407096212
2016-01-06,20635939455
2016-01-07,20640230266
2016-01-08,20122472428
2016-01-11,20540111347
2016-01-12,20963471347
2016-01-13,20464307023
2016-01-14,20797559996
2016-01-15,20740349185
2016-01-19,20953459455
2016-01-20,20859061617
2016-01-21,20994937293
2016-01-22,21250955671
2016-01-25,21319608644
2016-01-26,21302445401
2016-01-27,20670265942
2016-01-28,20485761077
2016-01-29,20678847563
2016-02-01,20552983779
2016-02-02,20597322158
2016-02-03,20836177293
2016-02-04,20611624860
2016-02-05,20578728644
2016-02-08,19711984861
2016-02-09,19847860536
2016-02-10,19660495131
2016-02-11,19318660536
2016-02-12,19823545942
2016-02-16,20196846482
2016-02-17,20763233509
2016-02-18,18650724320
2016-02-19,18499115672
2016-02-22,17746793510
2016-02-23,17856924320
2016-02-24,18058592429
2016-02-25,18471940537
2016-02-26,18483382699
2016-02-29,18057162158
2016-03-01,18051441077
2016-03-02,17994230266
2016-03-03,18081476753
2016-03-04,18108651888
2016-03-07,18461928645
2016-03-08,18459068104
2016-03-09,18795181618
2016-03-10,19148458374
2016-03-11,19451675672
2016-03-14,20043807563
2016-03-15,19218541617
2016-03-16,19032606482
2016-03-17,18766576212
2016-03-18,18373251888
2016-03-21,18775157834
2016-03-22,19011152428
2016-03-23,18626409726
2016-03-24,18637851888
2016-03-28,18237376212
2016-03-29,18534872428
2016-03-30,18539163239
2016-03-31,18297447564
2016-04-01,18125815131
2016-04-04,18406928000
2016-04-05,18402632000
2016-04-06,18717672000
2016-04-07,18812184000
2016-04-08,18429840000
2016-04-11,18219336000
2016-04-12,18008832000
2016-04-13,18299528000
2016-04-14,18333896000
2016-04-15,18328168000
2016-04-18,18464208000
2016-04-19,18704784000
2016-04-20,18418384000
2016-04-21,18426976000
2016-04-22,17377320000
2016-04-25,14234080000
2016-04-26,14255560000
2016-04-27,13924768000
2016-04-28,13811640000
2016-04-29,13843144000
2016-05-02,13762952000
2016-05-03,13834552000
2016-05-04,13704240000
2016-05-05,13900423999
2016-05-06,13230248000
2016-05-09,13429296000
2016-05-10,13327623999
2016-05-11,13281800000
2016-05-12,12750528000
2016-05-13,12653152000
2016-05-16,12706136000
2016-05-17,12929528000
2016-05-18,13396360000
2016-05-19,13165808000
2016-05-20,13429296000
2016-05-23,13389200000
2016-05-24,13784432000
2016-05-25,13807344000
2016-05-26,13775840000
2016-05-27,13834552000
2016-05-31,13724288000
2016-06-01,13883240000
2016-06-02,14055080000
2016-06-03,13923336000
2016-06-06,14214032000
2016-06-07,14192552000
2016-06-08,14365823999
2016-06-09,14388736000
2016-06-10,14106632000
2016-06-13,14185392000
2016-06-14,15484216000
2016-06-15,14060808000
2016-06-16,14110928000
2016-06-17,14039328000
2016-06-20,13854600000
2016-06-21,13811640000
2016-06-22,13433592000
2016-06-23,13632640000
2016-06-24,13032632000
2016-06-27,12565800000
2016-06-28,12497064000
2016-06-29,13109960000
2016-06-30,12983944000
2016-07-01,13048384000
2016-07-05,13021016012
2016-07-06,13300375471
2016-07-07,13334758173
2016-07-08,13427877993
2016-07-11,13419282317
2016-07-12,13606954569
2016-07-13,13680017812
2016-07-14,13413551867
2016-07-15,13566841416
2016-07-18,13247368804
2016-07-19,13330460336
2016-07-20,13588330605
2016-07-21,13111270606
2016-07-22,13245936192
2016-07-25,13254531867
2016-07-26,13005257273
2016-07-27,13085483579
2016-07-28,13048235651
2016-07-29,13092646642
2016-08-01,13051100877
2016-08-02,13124164120
2016-08-03,13502373849
2016-08-04,13214418714
2016-08-05,13344786462
2016-08-08,13386332227
2016-08-09,13622713308
2016-08-10,12320468446
2016-08-11,12291816193
2016-08-12,12601260517
2016-08-15,12648536733
2016-08-16,12701543400
2016-08-17,12827613309
2016-08-18,13008122498
2016-08-19,13155681597
2016-08-22,13111270606
2016-08-23,13114135831
2016-08-24,12585501778
2016-08-25,12675756373
2016-08-26,12694380337
2016-08-29,12755982679
2016-08-30,13039639976
2016-08-31,13035342138
2016-09-01,13072590066
2016-09-02,13000959435
2016-09-06,13190064300
2016-09-07,12949385381
2016-09-08,12993796372
2016-09-09,12708706463
2016-09-12,13642769885
2016-09-13,13406388804
2016-09-14,13313268984
2016-09-15,13459395470
2016-09-16,13366275651
2016-09-19,13363410426
2016-09-20,13376303939
2016-09-21,13422147543
2016-09-22,13913533668
2016-09-23,13953646821
2016-09-26,13714400515
2016-09-27,13863392226
2016-09-28,13936455470
2016-09-29,13357679975
2016-09-30,13227312228
2016-10-03,13438674000
2016-10-04,13480230999
2016-10-05,13861409000
2016-10-06,13590572000
2016-10-07,13033135000
2016-10-10,13288209000
2016-10-11,12786659000
2016-10-12,12610400000
2016-10-13,12596070000
2016-10-14,12379687000
2016-10-17,12385419000
2016-10-18,12644792000
2016-10-19,12636194000
2016-10-20,12683483000
2016-10-21,12941423000
2016-10-24,12984413000
2016-10-25,12921361000
2016-10-26,12998743000
2016-10-27,13040300000
2016-10-28,12475698000
2016-10-31,11921127000
2016-11-01,12137510000
2016-11-02,11881003000
2016-11-03,11456835000
2016-11-04,11806487000
2016-11-07,12031468000
2016-11-08,11549980000
2016-11-09,11966983000
2016-11-10,12769463000
2016-11-11,12792391000
2016-11-14,13119115000
2016-11-15,12768030000
2016-11-16,12379687000
2016-11-17,12666287000
2016-11-18,12630462000
2016-11-21,12798123000
2016-11-22,12587472000
2016-11-23,12800989000
2016-11-25,12587472000
2016-11-28,12637627000
2016-11-29,12293707000
2016-11-30,12372522000
2016-12-01,12295140000
2016-12-02,12318068000
2016-12-05,12131778000
2016-12-06,12104551000
2016-12-07,12028602000
2016-12-08,11743435000
2016-12-09,11822250000
2016-12-12,11793590000
2016-12-13,11999942000
2016-12-14,11923993000
2016-12-15,11838013000
2016-12-16,11876704000
2016-12-19,12116015000
2016-12-20,12140376000
2016-12-21,12150407000
2016-12-22,12085922000
2016-12-23,12177634000
2016-12-27,12206294000
2016-12-28,11870972000
2016-12-29,11795023000
2016-12-30,11926859000
2017-01-03,12404100000
2017-01-04,12508782000
2017-01-05,12408402000
2017-01-06,12224850000
2017-01-09,12250662000
2017-01-10,11995410000
2017-01-11,11167992000
2017-01-12,11211012000
2017-01-13,11156520000
2017-01-17,10977270000
2017-01-18,10964364000
2017-01-19,10965798000
2017-01-20,10763604000
2017-01-23,10537032000
2017-01-24,10313328000
2017-01-25,10439520000
2017-01-26,10380726000
2017-01-27,10597260000
2017-01-30,10668960000
2017-01-31,10919910000
2017-02-01,11008818000
2017-02-02,11245428000
2017-02-03,11183766000
2017-02-06,11196672000
2017-02-07,11150784000
2017-02-08,11175162000
2017-02-09,11391696000
2017-02-10,11385960000
2017-02-13,11494944000
2017-02-14,11777442000
2017-02-15,12174660000
2017-02-16,11919408000
2017-02-17,12112998000
2017-02-21,12141678000
2017-02-22,12058506000
2017-02-23,12055637999
2017-02-24,12107262000
2017-02-27,12143112000
2017-02-28,10722018000
2017-03-01,10750698000
2017-03-02,10835304000
2017-03-03,10433784000
2017-03-06,10266006000
2017-03-07,10081020000
2017-03-08,10083887999
2017-03-09,10096794000
2017-03-10,10212948000
2017-03-13,10079586000
2017-03-14,9937620000
2017-03-15,10124040000
2017-03-16,10162758000
2017-03-17,9966300000
2017-03-20,9811428000
2017-03-21,9771276000
2017-03-22,9812862000
2017-03-23,9774144000
2017-03-24,9745464000
2017-03-27,9920412000
2017-03-28,9881694000
2017-03-29,9907506000
2017-03-30,9597762000
2017-03-31,9520326000
2017-04-03,9489746916
2017-04-04,9469861202
2017-04-05,9461338753
2017-04-06,9601959161
2017-04-07,9766726508
2017-04-10,9910187732
2017-04-11,9802236712
2017-04-12,9665877528
2017-04-13,9609061202
2017-04-17,9643150998
2017-04-18,9394579570
2017-04-19,9435771406
2017-04-20,9482644876
2017-04-21,9435771406
2017-04-24,9523836712
2017-04-25,9631787732
2017-04-26,10371820384
2017-04-27,10512440792
2017-04-28,10502497935
2017-05-01,10518122424
2017-05-02,10827771403
2017-05-03,10276653037
2017-05-04,10386024465
2017-05-05,10427216302
2017-05-08,10378922425
2017-05-09,10614710179
2017-05-10,10587722424
2017-05-11,10705616301
2017-05-12,10648799975
2017-05-15,10660163240
2017-05-16,10589142832
2017-05-17,10378922425
2017-05-18,10013877528
2017-05-19,10055069364
2017-05-22,10136032629
2017-05-23,10378922425
2017-05-24,10216995894
2017-05-25,10205632629
2017-05-26,9935755079
2017-05-30,9647412222
2017-05-31,10347673445
2017-06-01,10614710179
2017-06-02,10431477527
2017-06-05,10195689772
2017-06-06,9991150997
2017-06-07,10018138752
2017-06-08,10116146915
2017-06-09,10158759160
2017-06-12,10175804058
2017-06-13,10184326507
2017-06-14,10272391813
2017-06-15,10343412221
2017-06-16,10371820384
2017-06-19,10388865282
2017-06-20,10278073445
2017-06-21,10415853037
2017-06-22,10603346914
2017-06-23,10692832628
2017-06-26,10775216301
2017-06-27,10610448955
2017-06-28,10866122424
2017-06-29,10783738750
2017-06-30,10726922424
2017-07-03,10703475000
2017-07-05,10555110000
2017-07-06,10218815999
2017-07-07,10238598000
2017-07-10,10175013000
2017-07-11,10240011000
2017-07-12,10354464000
2017-07-13,10449135000
2017-07-14,10439244000
2017-07-17,10437831000
2017-07-18,10300770000
2017-07-19,10265445000
2017-07-20,10669563000
2017-07-21,10768473000
2017-07-24,10788255000
2017-07-25,10778364000
2017-07-26,10772712000
2017-07-27,10443483000
2017-07-28,10522611000
2017-07-31,10586196000
2017-08-01,10484460000
2017-08-02,10191969000
2017-08-03,9652203000
2017-08-04,9527859000
2017-08-07,9539163000
2017-08-08,9406340999
2017-08-09,9378081000
2017-08-10,10857492000
2017-08-11,11090637000
2017-08-14,10922490000
2017-08-15,10988901000
2017-08-16,11188134000
2017-08-17,10977597000
2017-08-18,10918251000
2017-08-21,10962054000
2017-08-22,11106180000
2017-08-23,10939446000
2017-08-24,10950750000
2017-08-25,10939446000
2017-08-28,11073681000
2017-08-29,10971945000
2017-08-30,10953576000
2017-08-31,11157048000
2017-09-01,11149983000
2017-09-05,11029878000
2017-09-06,11068029000
2017-09-07,11613447000
2017-09-08,11698227000
2017-09-11,12020390999
2017-09-12,12577113000
2017-09-13,12577113000
2017-09-14,12557331000
2017-09-15,12278970000
2017-09-18,12239406000
2017-09-19,12052890000
2017-09-20,12078324000
2017-09-21,12016152000
2017-09-22,12000609000
2017-09-25,12009087000
2017-09-26,11980827000
2017-09-27,12030282000
2017-09-28,11756160000
2017-09-29,11961045000
2017-10-02,12142592000
2017-10-03,12144000000
2017-10-04,12205952000
2017-10-05,12281984000
2017-10-06,12224255999
2017-10-09,12251008000
2017-10-10,12397440000
2017-10-11,12293248000
2017-10-12,12342528000
2017-10-13,12359424000
2017-10-16,12255232000
2017-10-17,12472064000
2017-10-18,12467840000
2017-10-19,12324224000
2017-10-20,12311552000
2017-10-23,12153855999
2017-10-24,12117248000
2017-10-25,11968000000
2017-10-26,11762432000
2017-10-27,11707520000
2017-10-30,11784960000
2017-10-31,11403392000
2017-11-01,11623040000
2017-11-02,11442816000
2017-11-03,11596288000
2017-11-06,11746944000
2017-11-07,11362560000
2017-11-08,11432960000
2017-11-09,12388992000
2017-11-10,12348160000
2017-11-13,12221440000
2017-11-14,12108800000
2017-11-15,12080640000
2017-11-16,12249600000
2017-11-17,12093312000
2017-11-20,11996160000
2017-11-21,12214400000
2017-11-22,12207360000
2017-11-24,12189055999
2017-11-27,12117248000
2017-11-28,12253824000
2017-11-29,12350976000
2017-11-30,12279168000
2017-12-01,12249600000
2017-12-04,12151040000
2017-12-05,11768064000
2017-12-06,11599104000
2017-12-07,11668096000
2017-12-08,12052480000
2017-12-11,12051072000
2017-12-12,12097536000
2017-12-13,12111616000
2017-12-14,11832832000
2017-12-15,12179200000
2017-12-18,12162304000
2017-12-19,12093312000
2017-12-20,12183424000
2017-12-21,12274944000
2017-12-22,12251008000
2017-12-26,12380544000
2017-12-27,12462208000
2017-12-28,12287616000
2017-12-29,12272128000
2018-01-02,12628352000
2018-01-03,12593152000
2018-01-04,12824064000
2018-01-05,12838144000
2018-01-08,12690304000
2018-01-09,12790272000
2018-01-10,12683264000
2018-01-11,12952192000
2018-01-12,12925440000
2018-01-16,12793088000
2018-01-17,12897280000
2018-01-18,12909952000
2018-01-19,12936704000
2018-01-22,13156352000
2018-01-23,13233792000
2018-01-24,13180288000
2018-01-25,13318272000
2018-01-26,13397120000
2018-01-29,13004288000
2018-01-30,12694528000
2018-01-31,12759296000
2018-02-01,12807168000
2018-02-02,12728320000
2018-02-05,12234112000
2018-02-06,12396032000
2018-02-07,12322816000
2018-02-08,11889152000
2018-02-09,12011648000
2018-02-12,12010240000
2018-02-13,12082048000
2018-02-14,12201728000
2018-02-15,12622720000
2018-02-16,12608640000
2018-02-20,12255232000
2018-02-21,12263680000
2018-02-22,12259455999
2018-02-23,12425600000
2018-02-26,12432640000
2018-02-27,11545600000
2018-02-28,11469568000
2018-03-01,11203455999
2018-03-02,11684992000
2018-03-05,11659648000
2018-03-06,11604736000
2018-03-07,11666688000
2018-03-08,11976448000
2018-03-09,11960960000
2018-03-12,12128512000
2018-03-13,12180608000
2018-03-14,12077824000
2018-03-15,11890560000
2018-03-16,11859584000
2018-03-19,11573760000
2018-03-20,11371008000
2018-03-21,11593472000
2018-03-22,11482240000
2018-03-23,11316096000
2018-03-26,11531520000
2018-03-27,11535744000
2018-03-28,11630080000
2018-03-29,11734272000
2018-04-02,11193005000
2018-04-03,11437442000
2018-04-04,11516159000
2018-04-05,11561732000
2018-04-06,11322819000
2018-04-09,11447109000
2018-04-10,11600400000
2018-04-11,11315914000
2018-04-12,11166766000
2018-04-13,11154337000
2018-04-16,11251007000
2018-04-17,11390488000
2018-04-18,11430537000
2018-04-19,11425013000
2018-04-20,11260674000
2018-04-23,11311771000
2018-04-24,11115669000
2018-04-25,10746942000
2018-04-26,10854660000
2018-04-27,10965140000
2018-04-30,10791134000
2018-05-01,10781467000
2018-05-02,10539792000
2018-05-03,10392025000
2018-05-04,10531506000
2018-05-07,10666844000
2018-05-08,10288450000
2018-05-09,10143445000
2018-05-10,10432074000
2018-05-11,10705512000
2018-05-14,10349214000
2018-05-15,10433455000
2018-05-16,10451408000
2018-05-17,10476266000
2018-05-18,10524601000
2018-05-21,10452789000
2018-05-22,10491457000
2018-05-23,10379596000
2018-05-24,10372691000
2018-05-25,10390644000
2018-05-29,10247020000
2018-05-30,10487314000
2018-05-31,10103396000
2018-06-01,10230448000
2018-06-04,10191780000
2018-06-05,10220781000
2018-06-06,10111682000
2018-06-07,10110301000
2018-06-08,10117206000
2018-06-11,10147588000
2018-06-12,10224924000
2018-06-13,10262211000
2018-06-14,10334023000
2018-06-15,10372691000
2018-06-18,10269116000
2018-06-19,10445884000
2018-06-20,10476266000
2018-06-21,10405835000
2018-06-22,10448646000
2018-06-25,10374072000
2018-06-26,10288450000
2018-06-27,10248401000
2018-06-28,10099253000
2018-06-29,10068871000
2018-07-02,10131876000
2018-07-03,10159356000
2018-07-05,10336602000
2018-07-06,10474002000
2018-07-09,10653996000
2018-07-10,10691094000
2018-07-11,10678728000
2018-07-12,10445148000
2018-07-13,10428660000
2018-07-16,10310496000
2018-07-17,10721322000
2018-07-18,10500108000
2018-07-19,10419042000
2018-07-20,10438278000
2018-07-23,10512474000
2018-07-24,10515222000
2018-07-25,10618272000
2018-07-26,10641630000
2018-07-27,10784526000
2018-07-30,11011236000
2018-07-31,11063448000
2018-08-01,10893072000
2018-08-02,10754298000
2018-08-03,10814754000
2018-08-06,10675980000
2018-08-07,10792770000
2018-08-08,10758420000
2018-08-09,9622122000
2018-08-10,9604260000
2018-08-13,9568536000
2018-08-14,9542430000
2018-08-15,9541056000
2018-08-16,9672960000
2018-08-17,10024704000
2018-08-20,10372326000
2018-08-21,10177218000
2018-08-22,10223934000
2018-08-23,10160730000
2018-08-24,10207446000
2018-08-27,10254162000
2018-08-28,10273398000
2018-08-29,10299504000
2018-08-30,10438278000
2018-08-31,10512474000
2018-09-04,10500108000
2018-09-05,10586670000
2018-09-06,10442400000
2018-09-07,10408050000
2018-09-10,10318740000
2018-09-11,10283016000
2018-09-12,10321488000
2018-09-13,10377822000
2018-09-14,10125006000
2018-09-17,9971118000
2018-09-18,10028826000
2018-09-19,10075542000
2018-09-20,10153860000
2018-09-21,10107144000
2018-09-24,9951882000
2018-09-25,9929898000
2018-09-26,9887304000
2018-09-27,9874938000
2018-09-28,9727920000
2018-10-01,9640128000
2018-10-02,9705264000
2018-10-03,9759544000
2018-10-04,9710692000
2018-10-05,9758187000
2018-10-08,9878960000
2018-10-09,9701193000
2018-10-10,9889816000
2018-10-11,9470503000
2018-10-12,9520712000
2018-10-15,9745974000
2018-10-16,9872175000
2018-10-17,10024159000
2018-10-18,9804325000
