,PFE
2009-04-13,86051120000
2009-04-14,85176480000
2009-04-15,88473200000
2009-04-16,88742320000
2009-04-17,90357040000
2009-04-20,86723920000
2009-04-21,86320240000
2009-04-22,83225360000
2009-04-23,84772800000
2009-04-24,84100000000
2009-04-27,86118400000
2009-04-28,85445600000
2009-04-29,85714720000
2009-04-30,85311040000
2009-05-01,86656640000
2009-05-04,89213280000
2009-05-05,91164400000
2009-05-06,88809600000
2009-05-07,90357040000
2009-05-08,91904480000
2009-05-11,90357040000
2009-05-12,95335760000
2009-05-13,97488720000
2009-05-14,97892400000
2009-05-15,95806720000
2009-05-18,96950480000
2009-05-19,96412240000
2009-05-20,96479520000
2009-05-21,94662960000
2009-05-22,95470320000
2009-05-26,95874000000
2009-05-27,93586480000
2009-05-28,93788320000
2009-05-29,96950480000
2009-06-01,94192000000
2009-06-02,95604880000
2009-06-03,95066640000
2009-06-04,93451920000
2009-06-05,92644560000
2009-06-08,91366240000
2009-06-09,90222480000
2009-06-10,89684240000
2009-06-11,93384640000
2009-06-12,94192000000
2009-06-15,90222480000
2009-06-16,90357040000
2009-06-17,93048240000
2009-06-18,95268480000
2009-06-19,95739440000
2009-06-22,94393840000
2009-06-23,94057440000
2009-06-24,93990160000
2009-06-25,97825120000
2009-06-26,96950480000
2009-06-29,97450400000
2009-06-30,95767900000
2009-07-01,95162200000
2009-07-02,92470200000
2009-07-06,93008600000
2009-07-07,93143200000
2009-07-08,93277800000
2009-07-09,91258800000
2009-07-10,90653100000
2009-07-13,94220000000
2009-07-14,95162200000
2009-07-15,95902500000
2009-07-16,96239000000
2009-07-17,95498700000
2009-07-20,97450400000
2009-07-21,100277000000
2009-07-22,101353800000
2009-07-23,103103600000
2009-07-24,105257200000
2009-07-27,106132100000
2009-07-28,102363300000
2009-07-29,100546200000
2009-07-30,101757600000
2009-07-31,101690300000
2009-08-03,102430600000
2009-08-04,102632500000
2009-08-05,101353800000
2009-08-06,100815400000
2009-08-07,101892200000
2009-08-10,101555700000
2009-08-11,101084600000
2009-08-12,101286500000
2009-08-13,100882700000
2009-08-14,100680800000
2009-08-17,101421100000
2009-08-18,102026800000
2009-08-19,104516900000
2009-08-20,103642000000
2009-08-21,106266700000
2009-08-24,106805100000
2009-08-25,107276200000
2009-08-26,107074300000
2009-08-27,107680000000
2009-08-28,107343500000
2009-08-31,106603200000
2009-09-01,104584200000
2009-09-02,103978500000
2009-09-03,102699800000
2009-09-04,104651500000
2009-09-08,103507400000
2009-09-09,103238200000
2009-09-10,104315000000
2009-09-11,103776600000
2009-09-14,104449600000
2009-09-15,103507400000
2009-09-16,104853400000
2009-09-17,104180400000
2009-09-18,105391800000
2009-09-21,106266700000
2009-09-22,107276200000
2009-09-23,104920700000
2009-09-24,104988000000
2009-09-25,104718800000
2009-09-28,106298640000
2009-09-29,107583420000
2009-09-30,106163400000
2009-10-01,104608140000
2009-10-02,103593840000
2009-10-05,105216720000
2009-10-06,107651040000
2009-10-07,107042460000
2009-10-08,107110080000
2009-10-09,108530100000
2009-10-12,109679639999
2009-10-13,107651040000
2009-10-14,111437760000
2009-10-15,113331120000
2009-10-16,114007320000
2009-10-19,115359719999
2009-10-20,115021620000
2009-10-21,111708240000
2009-10-22,112654920000
2009-10-23,110693940000
2009-10-26,109814879999
2009-10-27,110761560000
2009-10-28,110423459999
2009-10-29,112587299999
2009-10-30,109273920000
2009-11-02,108732959999
2009-11-03,108327240000
2009-11-04,108597719999
2009-11-05,109206299999
2009-11-06,108800580000
2009-11-09,111843480000
2009-11-10,112654920000
2009-11-11,113060639999
2009-11-12,113060639999
2009-11-13,112857780000
2009-11-16,115089240000
2009-11-17,115089240000
2009-11-18,116712120000
2009-11-19,116171160000
2009-11-20,117794040000
2009-11-23,118875959999
2009-11-24,117455940000
2009-11-25,119281680000
2009-11-27,117050219999
2009-11-30,116576879999
2009-12-01,120904560000
2009-12-02,120228360000
2009-12-03,119619780000
2009-12-04,118605480000
2009-12-07,115833060000
2009-12-08,113939700000
2009-12-09,117050219999
2009-12-10,117523560000
2009-12-11,117388320000
2009-12-14,118064520000
2009-12-15,117320700000
2009-12-16,118132139999
2009-12-17,116914980000
2009-12-18,117388320000
2009-12-21,119416920000
2009-12-22,119416920000
2009-12-23,119214060000
2009-12-24,119349299999
2009-12-28,119552160000
2009-12-29,119078820000
2009-12-30,118673100000
2009-12-31,139132860000
2010-01-04,144775560000
2010-01-05,142679700000
2010-01-06,142276650000
2010-01-07,141712380000
2010-01-08,142840920000
2010-01-11,144050070000
2010-01-12,143566410000
2010-01-13,146952030000
2010-01-14,148241790000
2010-01-15,149047890000
2010-01-19,152997780000
2010-01-20,152514120000
2010-01-21,147113250000
2010-01-22,145017390000
2010-01-25,144130680000
2010-01-26,143647020000
2010-01-27,145339830000
2010-01-28,142518480000
2010-01-29,142679700000
2010-02-01,143727630000
2010-02-02,147113250000
2010-02-03,142437870000
2010-02-04,137923710000
2010-02-05,137359440000
2010-02-08,136472730000
2010-02-09,136714560000
2010-02-10,135666629999
2010-02-11,136633950000
2010-02-12,136150290000
2010-02-16,135505409999
2010-02-17,135102360000
2010-02-18,135586020000
2010-02-19,137601270000
2010-02-22,137278830000
2010-02-23,135102360000
2010-02-24,136230899999
2010-02-25,135263580000
2010-02-26,134215649999
2010-03-01,135747240000
2010-03-02,134618700000
2010-03-03,132442230000
2010-03-04,132522840000
2010-03-05,133651379999
2010-03-08,132684060000
2010-03-09,131797350000
2010-03-10,131152470000
2010-03-11,132200399999
2010-03-12,130588200000
2010-03-15,132039179999
2010-03-16,132039179999
2010-03-17,131636129999
2010-03-18,131797350000
2010-03-19,129298440000
2010-03-22,131152470000
2010-03-23,134135040000
2010-03-24,134699310000
2010-03-25,133006500000
2010-03-26,131071860000
2010-03-29,132119790000
2010-03-30,132039179999
2010-03-31,131152470000
2010-04-01,130588200000
2010-04-05,128977380000
2010-04-06,129460140000
2010-04-07,130345200000
2010-04-08,130827960000
2010-04-09,131713020000
2010-04-12,131954399999
2010-04-13,131149800000
2010-04-14,130345200000
2010-04-15,129701520000
2010-04-16,128253240000
2010-04-19,128172780000
2010-04-20,127931400000
2010-04-21,126724500000
2010-04-22,125839440000
2010-04-23,129057840000
2010-04-26,128414160000
2010-04-27,125678520000
2010-04-28,126161280000
2010-04-29,128736000000
2010-04-30,127609560000
2010-05-03,129057840000
2010-05-04,131793479999
2010-05-05,131149800000
2010-05-06,127770480000
2010-05-07,125678520000
2010-05-10,129781979999
2010-05-11,129862440000
2010-05-12,128977380000
2010-05-13,126402660000
2010-05-14,123667020000
2010-05-17,122942880000
2010-05-18,120690000000
2010-05-19,120770460000
2010-05-20,116264700000
2010-05-21,117552060000
2010-05-24,116184240000
2010-05-25,114977340000
2010-05-26,115379640000
2010-05-27,117310680000
2010-05-28,116264700000
2010-06-01,114414120000
2010-06-02,116023320000
2010-06-03,116264700000
2010-06-04,112644000000
2010-06-07,110873880000
2010-06-08,111034800000
2010-06-09,110873880000
2010-06-10,113850900000
2010-06-11,118034820000
2010-06-14,116988840000
2010-06-15,118437120000
2010-06-16,118195740000
2010-06-17,118115280000
2010-06-18,116103780000
2010-06-21,115299180000
2010-06-22,114253200000
2010-06-23,113609520000
2010-06-24,110391120000
2010-06-25,111758940000
2010-06-28,111034800000
2010-06-29,109023300000
2010-06-30,108862380000
2010-07-01,108621000000
2010-07-02,107977320000
2010-07-06,108846120000
2010-07-07,111334490000
2010-07-08,112859620000
2010-07-09,112458270000
2010-07-12,113742590000
2010-07-13,112618810000
2010-07-14,113020160000
2010-07-15,113260970000
2010-07-16,110852870000
2010-07-19,112217460000
2010-07-20,110772600000
2010-07-21,110451520000
2010-07-22,112779350000
2010-07-23,111013410000
2010-07-26,114384750000
2010-07-27,116311230000
2010-07-28,114224210000
2010-07-29,114946640000
2010-07-30,114224210000
2010-08-02,117916630000
2010-08-03,124418500000
2010-08-04,125221200000
2010-08-05,123294720000
2010-08-06,123696070000
2010-08-09,125060660000
2010-08-10,126184440000
2010-08-11,121849860000
2010-08-12,123374990000
2010-08-13,122492020000
2010-08-16,122090670000
2010-08-17,123936880000
2010-08-18,122652560000
2010-08-19,122090670000
2010-08-20,121207700000
2010-08-23,122652560000
2010-08-24,120485270000
2010-08-25,121769590000
2010-08-26,121127430000
2010-08-27,122572290000
2010-08-30,120806350000
2010-08-31,121127430000
2010-09-01,124017150000
2010-09-02,124900120000
2010-09-03,125381740000
2010-09-07,124338230000
2010-09-08,126104170000
2010-09-09,127709570000
2010-09-10,129395240000
2010-09-13,129234700000
2010-09-14,130037400000
2010-09-15,131562530000
2010-09-16,130759830000
2010-09-17,129957130000
2010-09-20,131562530000
2010-09-21,130519020000
2010-09-22,131161180000
2010-09-23,129796590000
2010-09-24,132525770000
2010-09-27,130759830000
2010-09-28,132766580000
2010-09-29,132525770000
2010-09-30,130759830000
2010-10-01,130840100000
2010-10-04,128384270000
2010-10-05,130947150000
2010-10-06,131187419999
2010-10-07,132068409999
2010-10-08,132709130000
2010-10-11,132068409999
2010-10-12,132789219999
2010-10-13,134711380000
2010-10-14,134230840000
2010-10-15,134871560000
2010-10-18,135272010000
2010-10-19,132148500000
2010-10-20,134230840000
2010-10-21,133990570000
2010-10-22,132949400000
2010-10-25,133910479999
2010-10-26,132869310000
2010-10-27,131267510000
2010-10-28,133510030000
2010-10-29,132388770000
2010-11-01,133910479999
2010-11-02,132629039999
2010-11-03,133670210000
2010-11-04,132068409999
2010-11-05,130546700000
2010-11-08,129585620000
2010-11-09,129105080000
2010-11-10,127903730000
2010-11-11,129024990000
2010-11-12,128063910000
2010-11-15,127263010000
2010-11-16,126141750000
2010-11-17,125260760000
2010-11-18,127903730000
2010-11-19,127663460000
2010-11-22,126382020000
2010-11-23,125901480000
2010-11-24,126782470000
2010-11-26,125340850000
2010-11-29,125821390000
2010-11-30,123819140000
2010-12-01,126862560000
2010-12-02,126782470000
2010-12-03,127022740000
2010-12-06,127743550000
2010-12-07,127423190000
2010-12-08,127022740000
2010-12-09,127343100000
2010-12-10,129345349999
2010-12-13,130626789999
2010-12-14,129986070000
2010-12-15,129745800000
2010-12-16,130867060000
2010-12-17,129425440000
2010-12-20,130466610000
2010-12-21,132068409999
2010-12-22,133429940000
2010-12-23,133830390000
2010-12-27,132869310000
2010-12-28,133670210000
2010-12-29,133750300000
2010-12-30,132869310000
2010-12-31,132581020000
2011-01-03,133858140000
2011-01-04,136252740000
2011-01-05,137130760000
2011-01-06,137689500000
2011-01-07,138886800000
2011-01-10,138248240000
2011-01-11,138008780000
2011-01-12,139126260000
2011-01-13,138008780000
2011-01-14,138886800000
2011-01-18,139206080000
2011-01-19,138727160000
2011-01-20,138168420000
2011-01-21,139046440000
2011-01-24,139685000000
2011-01-25,139844640000
2011-01-26,139046440000
2011-01-27,139924460000
2011-01-28,137450040000
2011-01-31,138008780000
2011-02-01,145591680000
2011-02-02,143596180000
2011-02-03,145192580000
2011-02-04,146150420000
2011-02-07,144154920000
2011-02-08,145112760000
2011-02-09,144234740000
2011-02-10,144154920000
2011-02-11,142638340000
2011-02-14,144234740000
2011-02-15,144234740000
2011-02-16,145990780000
2011-02-17,146709160000
2011-02-18,145352220000
2011-02-22,143037440000
2011-02-23,142079600000
2011-02-24,143117260000
2011-02-25,142797980000
2011-02-28,145671500000
2011-03-01,144953120000
2011-03-02,145352220000
2011-03-03,149742320000
2011-03-04,148864300000
2011-03-07,148545020000
2011-03-08,149023940000
2011-03-09,148864300000
2011-03-10,146629340000
2011-03-11,147427540000
2011-03-14,150061600000
2011-03-15,149662500000
2011-03-16,146150420000
2011-03-17,150540520000
2011-03-18,152855300000
2011-03-21,151338720000
2011-03-22,151019440000
2011-03-23,150859800000
2011-03-24,153733320000
2011-03-25,154132420000
2011-03-28,153493860000
2011-03-29,154371880000
2011-03-30,154052600000
2011-03-31,153813140000
2011-04-01,154371880000
2011-04-04,153483750000
2011-04-05,152775000000
2011-04-06,151593750000
2011-04-07,151908750000
2011-04-08,152853750000
2011-04-11,154428750000
2011-04-12,152853750000
2011-04-13,152853750000
2011-04-14,153090000000
2011-04-15,153405000000
2011-04-18,152381250000
2011-04-19,153405000000
2011-04-20,152381250000
2011-04-21,147892500000
2011-04-25,150491250000
2011-04-26,150885000000
2011-04-27,154113750000
2011-04-28,155610000000
2011-04-29,156712500000
2011-05-02,157027500000
2011-05-03,152696250000
2011-05-04,154192500000
2011-05-05,152381250000
2011-05-06,153562500000
2011-05-09,153877500000
2011-05-10,155846250000
2011-05-11,153956250000
2011-05-12,156082500000
2011-05-13,156318750000
2011-05-16,156791250000
2011-05-17,157972500000
2011-05-18,158208750000
2011-05-19,157106250000
2011-05-20,154586250000
2011-05-23,153877500000
2011-05-24,153326250000
2011-05-25,155295000000
2011-05-26,156161250000
2011-05-27,156397500000
2011-05-31,160256250000
2011-06-01,157263750000
2011-06-02,156870000000
2011-06-03,155688750000
2011-06-06,154980000000
2011-06-07,154980000000
2011-06-08,154507500000
2011-06-09,155058750000
2011-06-10,150255000000
2011-06-13,152853750000
2011-06-14,153798750000
2011-06-15,150885000000
2011-06-16,151200000000
2011-06-17,151357500000
2011-06-20,151436250000
2011-06-21,152617500000
2011-06-22,151515000000
2011-06-23,154271250000
2011-06-24,150018750000
2011-06-27,150727500000
2011-06-28,153562500000
2011-06-29,154428750000
2011-06-30,153877500000
2011-07-01,155058750000
2011-07-05,153224400000
2011-07-06,153224400000
2011-07-07,149106300000
2011-07-08,148640100000
2011-07-11,147707700000
2011-07-12,147474600000
2011-07-13,147396900000
2011-07-14,146775300000
2011-07-15,145609800000
2011-07-18,144755100000
2011-07-19,147008400000
2011-07-20,146697600000
2011-07-21,148173900000
2011-07-22,147940800000
2011-07-25,146076000000
2011-07-26,144677400000
2011-07-27,142268700000
2011-07-28,142734900000
2011-07-29,141880200000
2011-08-01,140170800000
2011-08-02,133721700000
2011-08-03,132944700000
2011-08-04,127971899999
2011-08-05,128904300000
2011-08-08,122843700000
2011-08-09,129759000000
2011-08-10,125718600000
2011-08-11,131312999999
2011-08-12,131623800000
2011-08-15,135197999999
2011-08-16,134964900000
2011-08-17,136285800000
2011-08-18,130536000000
2011-08-19,130225200000
2011-08-22,130302900000
2011-08-23,134498699999
2011-08-24,135586500000
2011-08-25,132400800000
2011-08-26,134265600000
2011-08-29,139160700000
2011-08-30,139160700000
2011-08-31,139937700000
2011-09-01,139393800000
2011-09-02,136052700000
2011-09-06,137451300000
2011-09-07,140170800000
2011-09-08,138772200000
2011-09-09,134731800000
2011-09-12,134498699999
2011-09-13,135120300000
2011-09-14,135741899999
2011-09-15,136285800000
2011-09-16,133799399999
2011-09-19,133100099999
2011-09-20,134498699999
2011-09-21,131546100000
2011-09-22,128904300000
2011-09-23,128671199999
2011-09-26,131002200000
2011-09-27,130846800000
2011-09-28,129448200000
2011-09-29,132556199999
2011-09-30,130302900000
2011-10-03,125519400000
2011-10-04,127428150000
2011-10-05,130253099999
2011-10-06,132085500000
2011-10-07,133612500000
2011-10-10,137048250000
2011-10-11,136513800000
2011-10-12,136361100000
2011-10-13,135903000000
2011-10-14,137888100000
2011-10-17,135368550000
2011-10-18,137430000000
2011-10-19,136284750000
2011-10-20,135673950000
2011-10-21,138040800000
2011-10-24,140254950000
2011-10-25,136666499999
2011-10-26,139644150000
2011-10-27,143690700000
2011-10-28,143538000000
2011-10-31,139491450000
2011-11-01,140025900000
2011-11-02,141476550000
2011-11-03,143996100000
2011-11-04,142392750000
2011-11-07,145370400000
2011-11-08,145446750000
2011-11-09,140102250000
2011-11-10,143385300000
2011-11-11,144835950000
2011-11-14,143385300000
2011-11-15,143919750000
2011-11-16,141781950000
2011-11-17,141018450000
2011-11-18,141476550000
2011-11-21,137353649999
2011-11-22,136895550000
2011-11-23,133612500000
2011-11-25,133612500000
2011-11-28,138269850000
2011-11-29,140560350000
2011-11-30,145370400000
2011-12-01,145065000000
2011-12-02,144072450000
2011-12-05,143690700000
2011-12-06,146515650000
2011-12-07,148271700000
2011-12-08,146286600000
2011-12-09,148958850000
2011-12-12,147737250000
2011-12-13,150409500000
2011-12-14,151096650000
2011-12-15,153158100000
2011-12-16,152318250000
2011-12-19,153158100000
2011-12-20,155448600000
2011-12-21,157051950000
2011-12-22,156670200000
2011-12-23,158120850000
2011-12-27,157662750000
2011-12-28,155983050000
2011-12-29,157281000000
2011-12-30,156746550000
2012-01-03,157071080000
2012-01-04,155639050000
2012-01-05,154433130000
2012-01-06,154207020000
2012-01-09,156015900000
2012-01-10,156920340000
2012-01-11,156618860000
2012-01-12,157221820000
2012-01-13,156166640000
2012-01-17,156920340000
2012-01-18,157071080000
2012-01-19,156166640000
2012-01-20,156618860000
2012-01-23,155262200000
2012-01-24,154885350000
2012-01-25,155337570000
2012-01-26,154659240000
2012-01-27,153604060000
2012-01-30,154282390000
2012-01-31,153001100000
2012-02-01,152398140000
2012-02-02,150966110000
2012-02-03,151569070000
2012-02-06,149835560000
2012-02-07,150513890000
2012-02-08,150212410000
2012-02-09,151192220000
2012-02-10,150513890000
2012-02-13,152322770000
2012-02-14,152548880000
2012-02-15,150966110000
2012-02-16,152548880000
2012-02-17,151493700000
2012-02-21,151719810000
2012-02-22,152774990000
2012-02-23,150363150000
2012-02-24,151418330000
2012-02-27,152021290000
2012-02-28,151719810000
2012-02-29,151116850000
2012-03-01,153679430000
2012-03-02,153076470000
2012-03-05,153754800000
2012-03-06,152096660000
2012-03-07,152850360000
2012-03-08,153453320000
2012-03-09,153604060000
2012-03-12,154056280000
2012-03-13,157372560000
2012-03-14,156844970000
2012-03-15,156694230000
2012-03-16,156920340000
2012-03-19,156468120000
2012-03-20,155865160000
2012-03-21,155639050000
2012-03-22,155412940000
2012-03-23,156015900000
2012-03-26,158427740000
2012-03-27,160914950000
2012-03-28,160236620000
2012-03-29,160311990000
2012-03-30,161970130000
2012-04-02,160210680000
2012-04-03,159911640000
2012-04-04,158790240000
2012-04-05,158491200000
2012-04-09,156397920000
2012-04-10,155949360000
2012-04-11,155725080000
2012-04-12,155500800000
2012-04-13,154977480000
2012-04-16,155874600000
2012-04-17,158266920000
2012-04-18,159238800000
2012-04-19,158491200000
2012-04-20,159986400000
2012-04-23,158715480000
2012-04-24,160509720000
2012-04-25,162303960000
2012-04-26,163574880000
2012-04-27,163724400000
2012-04-30,162453480000
2012-05-01,161556360000
2012-05-02,160734000000
2012-05-03,160285440000
2012-05-04,158715480000
2012-05-07,159238800000
2012-05-08,159014520000
2012-05-09,159238800000
2012-05-10,161930160000
2012-05-11,160659240000
2012-05-14,160210680000
2012-05-15,158192160000
2012-05-16,160584480000
2012-05-17,159986400000
2012-05-18,160061160000
2012-05-21,159911640000
2012-05-22,158640720000
2012-05-23,156696960000
2012-05-24,157070760000
2012-05-25,156996000000
2012-05-29,157295040000
2012-05-30,156323160000
2012-05-31,155127000000
2012-06-01,153482280000
2012-06-04,153258000000
2012-06-05,153183240000
2012-06-06,155426040000
2012-06-07,155650320000
2012-06-08,157070760000
2012-06-11,156771720000
2012-06-12,157369800000
2012-06-13,157369800000
2012-06-14,159986400000
2012-06-15,160360200000
2012-06-18,160434960000
2012-06-19,161107800000
2012-06-20,160808760000
2012-06-21,160285440000
2012-06-22,161257320000
2012-06-25,159388320000
2012-06-26,159164040000
2012-06-27,160360200000
2012-06-28,159836880000
2012-06-29,163126320000
2012-07-02,162253520000
2012-07-03,161361200000
2012-07-05,159948360000
2012-07-06,159056040000
2012-07-09,159799640000
2012-07-10,158312440000
2012-07-11,157643200000
2012-07-12,159948360000
2012-07-13,160915040000
2012-07-16,163145840000
2012-07-17,166640760000
2012-07-18,167012560000
2012-07-19,167904880000
2012-07-20,167235640000
2012-07-23,166492040000
2012-07-24,164930480000
2012-07-25,164558680000
2012-07-26,165748440000
2012-07-27,168127960000
2012-07-30,167310000000
2012-07-31,169615160000
2012-08-01,168871560000
2012-08-02,168722840000
2012-08-03,171325440000
2012-08-06,171176720000
2012-08-07,167458720000
2012-08-08,168127960000
2012-08-09,168425400000
2012-08-10,168871560000
2012-08-13,167310000000
2012-08-14,169169000000
2012-08-15,169615160000
2012-08-16,169466440000
2012-08-17,167830520000
2012-08-20,168722840000
2012-08-21,167161280000
2012-08-22,167235640000
2012-08-23,167458720000
2012-08-24,169392080000
2012-08-27,168574120000
2012-08-28,168276680000
2012-08-29,169020280000
2012-08-30,168202320000
2012-08-31,168351040000
2012-09-04,167756160000
2012-09-05,168722840000
2012-09-06,171697240000
2012-09-07,171028000000
2012-09-10,170061320000
2012-09-11,170507480000
2012-09-12,169838240000
2012-09-13,171102360000
2012-09-14,167904880000
2012-09-17,169466440000
2012-09-18,169392080000
2012-09-19,170433120000
2012-09-20,172217760000
2012-09-21,172961360000
2012-09-24,174597280000
2012-09-25,175266520000
2012-09-26,175192160000
2012-09-27,176084480000
2012-09-28,175340880000
2012-10-01,173899440000
2012-10-02,174411770000
2012-10-03,175802380000
2012-10-04,176021950000
2012-10-05,177192990000
2012-10-08,176387900000
2012-10-09,175729190000
2012-10-10,174704530000
2012-10-11,174411770000
2012-10-12,174411770000
2012-10-15,177558940000
2012-10-16,179169120000
2012-10-17,179461880000
2012-10-18,180852490000
2012-10-19,178876360000
2012-10-22,177778510000
2012-10-23,174924100000
2012-10-24,175729190000
2012-10-25,177851700000
2012-10-26,176607470000
2012-10-31,172728400000
2012-11-01,170459510000
2012-11-02,170459510000
2012-11-05,170679080000
2012-11-06,171557360000
2012-11-07,167824670000
2012-11-08,167751480000
2012-11-09,167824670000
2012-11-12,167385530000
2012-11-13,167019580000
2012-11-14,165336210000
2012-11-15,164311550000
2012-11-16,165702160000
2012-11-19,167605100000
2012-11-20,168629760000
2012-11-21,169068900000
2012-11-23,170313130000
2012-11-26,170093560000
2012-11-27,168410190000
2012-11-28,171337790000
2012-11-29,172582020000
2012-11-30,173753060000
2012-12-03,174192200000
2012-12-04,174777720000
2012-12-05,178071270000
2012-12-06,177851700000
2012-12-07,177485750000
2012-12-10,176461090000
2012-12-11,178071270000
2012-12-12,177119800000
2012-12-13,175875570000
2012-12-14,174850910000
2012-12-17,176095140000
2012-12-18,178071270000
2012-12-19,176021950000
2012-12-20,176607470000
2012-12-21,174192200000
2012-12-24,174192200000
2012-12-26,175290050000
2012-12-27,174558150000
2012-12-28,172801590000
2012-12-31,171050600000
2013-01-02,176656460000
2013-01-03,176297110000
2013-01-04,177015810000
2013-01-07,177159550000
2013-01-08,177447030000
2013-01-09,180465570000
2013-01-10,182477930000
2013-01-11,180824920000
2013-01-14,182334190000
2013-01-15,181543620000
2013-01-16,181471750000
2013-01-17,182981020000
2013-01-18,180968660000
2013-01-22,181902970000
2013-01-23,181687360000
2013-01-24,183052890000
2013-01-25,184130940000
2013-01-28,182981020000
2013-01-29,188874360000
2013-01-30,187580700000
2013-01-31,185999560000
2013-02-01,188371270000
2013-02-04,185280860000
2013-02-05,187580700000
2013-02-06,186287040000
2013-02-07,183843460000
2013-02-08,183268500000
2013-02-11,185065250000
2013-02-12,184059070000
2013-02-13,184130940000
2013-02-14,184490290000
2013-02-15,186071430000
2013-02-19,188946230000
2013-02-20,188011920000
2013-02-21,186933870000
2013-02-22,186718260000
2013-02-25,182981020000
2013-02-26,184346550000
2013-02-27,186933870000
2013-02-28,186646390000
2013-03-01,186790130000
2013-03-04,188802490000
2013-03-05,191389810000
2013-03-06,191749160000
2013-03-07,192755340000
2013-03-08,192252250000
2013-03-11,192611600000
2013-03-12,190527370000
2013-03-13,191030460000
2013-03-14,191677290000
2013-03-15,191030460000
2013-03-18,191174200000
2013-03-19,190886720000
2013-03-20,192899080000
2013-03-21,191677290000
2013-03-22,193545910000
2013-03-25,192036640000
2013-03-26,194983310000
2013-03-27,195270790000
2013-03-28,196780060000
2013-04-01,192669120000
2013-04-02,195274660000
2013-04-03,193936680000
2013-04-04,194852140000
2013-04-05,194429620000
2013-04-08,194852140000
2013-04-09,194500040000
2013-04-10,199922380000
2013-04-11,204710940000
2013-04-12,204922200000
2013-04-15,203443380000
2013-04-16,206682700000
2013-04-17,206260180000
2013-04-18,204358840000
2013-04-19,207527740000
2013-04-22,206682700000
2013-04-23,207668580000
2013-04-24,204429260000
2013-04-25,202175820000
2013-04-26,201049100000
2013-04-29,203302540000
2013-04-30,194218360000
2013-05-01,193091640000
2013-05-02,195556340000
2013-05-03,193514160000
2013-05-06,191894500000
2013-05-07,193936680000
2013-05-08,191964920000
2013-05-09,191049460000
2013-05-10,191894500000
2013-05-13,196260540000
2013-05-14,196401380000
2013-05-15,197528100000
2013-05-16,195415500000
2013-05-17,193514160000
2013-05-20,191753660000
2013-05-21,192317020000
2013-05-22,195767600000
2013-05-23,194500040000
2013-05-24,194007100000
2013-05-28,193795840000
2013-05-29,188936860000
2013-05-30,188725600000
2013-05-31,181894860000
2013-06-03,185415860000
2013-06-04,184782080000
2013-06-05,183584940000
2013-06-06,187810140000
2013-06-07,188796020000
2013-06-10,189570640000
2013-06-11,189852320000
2013-06-12,189922740000
2013-06-13,194288780000
2013-06-14,194359200000
2013-06-17,194852140000
2013-06-18,196401380000
2013-06-19,194429620000
2013-06-20,191331140000
2013-06-21,190134000000
2013-06-24,185134180000
2013-06-25,187035520000
2013-06-26,187739720000
2013-06-27,188303080000
2013-06-28,187105940000
2013-07-01,173475160000
2013-07-02,172948680000
2013-07-03,172619630000
2013-07-05,174659740000
2013-07-08,175646890000
2013-07-09,177028900000
2013-07-10,177555380000
2013-07-11,179661300000
2013-07-12,179858730000
2013-07-15,179727110000
2013-07-16,179069010000
2013-07-17,179069010000
2013-07-18,177884430000
2013-07-19,181635600000
2013-07-22,183280850000
2013-07-23,183675710000
2013-07-24,182820180000
2013-07-25,182227890000
2013-07-26,183412470000
2013-07-29,184465430000
2013-07-30,185255150000
2013-07-31,182491130000
2013-08-01,181767220000
2013-08-02,183412470000
2013-08-05,182227890000
2013-08-06,183215040000
2013-08-07,182688560000
2013-08-08,181898840000
2013-08-09,182359510000
2013-08-12,182227890000
2013-08-13,182754370000
2013-08-14,181240740000
2013-08-15,179792920000
2013-08-16,177160520000
2013-08-19,177687000000
2013-08-20,178147670000
2013-08-21,176304990000
2013-08-22,175844320000
2013-08-23,176963090000
2013-08-26,174922980000
2013-08-27,174857170000
2013-08-28,176107560000
2013-08-29,175449460000
2013-08-30,176107560000
2013-09-03,174857170000
2013-09-04,177160520000
2013-09-05,176502420000
2013-09-06,176568230000
2013-09-09,176699850000
2013-09-10,177621190000
2013-09-11,179003200000
2013-09-12,176765660000
2013-09-13,178016050000
2013-09-16,179266440000
2013-09-17,178805770000
2013-09-18,181306550000
2013-09-19,180056160000
2013-09-20,180911690000
2013-09-23,179792920000
2013-09-24,179266440000
2013-09-25,177884430000
2013-09-26,178081860000
2013-09-27,180319400000
2013-09-30,175636180000
2013-10-01,176602630000
2013-10-02,177311360000
2013-10-03,175893900000
2013-10-04,177246930000
2013-10-07,174927450000
2013-10-08,172607970000
2013-10-09,172930120000
2013-10-10,175893900000
2013-10-11,175571750000
2013-10-14,179437550000
2013-10-15,178277810000
2013-10-16,182143610000
2013-10-17,184978530000
2013-10-18,186524850000
2013-10-21,185816120000
2013-10-22,187555730000
2013-10-23,187040290000
2013-10-24,187104720000
2013-10-25,187104720000
2013-10-28,187942310000
2013-10-29,191034950000
2013-10-30,189102050000
2013-10-31,187620160000
2013-11-01,190519510000
2013-11-04,191099380000
2013-11-05,190970520000
2013-11-06,189295340000
2013-11-07,188973190000
2013-11-08,191485960000
2013-11-11,190970520000
2013-11-12,191808110000
2013-11-13,194836320000
2013-11-14,195609480000
2013-11-15,196833650000
2013-11-18,195673910000
2013-11-19,193547720000
2013-11-20,195094040000
2013-11-21,195416190000
2013-11-22,196318210000
2013-11-25,196447070000
