,KR
2013-11-27,21400680000
2013-11-29,21339360000
2013-12-02,21359800000
2013-12-03,21513100000
2013-12-04,21216720000
2013-12-05,20470660000
2013-12-06,20664840000
2013-12-09,20654620000
2013-12-10,20613740000
2013-12-11,20623960000
2013-12-12,20440000000
2013-12-13,20399120000
2013-12-16,20470660000
2013-12-17,20358240000
2013-12-18,20480880000
2013-12-19,20266260000
2013-12-20,20286700000
2013-12-23,20388900000
2013-12-24,20388900000
2013-12-26,20358240000
2013-12-27,20204940000
2013-12-30,20266260000
2013-12-31,20194720000
2014-01-02,20072080000
2014-01-03,19980100000
2014-01-06,19806360000
2014-01-07,19929000000
2014-01-08,19908560000
2014-01-09,20112960000
2014-01-10,20164060000
2014-01-13,19734820000
2014-01-14,19929000000
2014-01-15,20061860000
2014-01-16,19080740000
2014-01-17,18804800000
2014-01-21,18702600000
2014-01-22,18620840000
2014-01-23,18600400000
2014-01-24,18436880000
2014-01-27,18283580000
2014-01-28,18733260000
2014-01-29,18661720000
2014-01-30,18610620000
2014-01-31,18447100000
2014-02-03,17725380000
2014-02-04,17775480000
2014-02-05,17765460000
2014-02-06,18416760000
2014-02-07,18176280000
2014-02-10,18126180000
2014-02-11,18587100000
2014-02-12,18506940000
2014-02-13,18587100000
2014-02-14,18727380000
2014-02-18,18837600000
2014-02-19,19428780000
2014-02-20,19679280000
2014-02-21,19839600000
2014-02-24,19929780000
2014-02-25,19869660000
2014-02-26,20050020000
2014-02-27,20110140000
2014-02-28,21011940000
2014-03-03,21042000000
2014-03-04,21242400000
2014-03-05,21883680000
2014-03-06,21723360000
2014-03-07,21933780000
2014-03-10,21923760000
2014-03-11,21713340000
2014-03-12,21973860000
2014-03-13,21793500000
2014-03-14,22003920000
2014-03-17,22054020000
2014-03-18,22044000000
2014-03-19,21883680000
2014-03-20,22044000000
2014-03-21,22033980000
2014-03-24,21853620000
2014-03-25,21793500000
2014-03-26,21683280000
2014-03-27,21863640000
2014-03-28,22023960000
2014-03-31,21873660000
2014-04-01,21853620000
2014-04-02,22675260000
2014-04-03,22524960000
2014-04-04,22384680000
2014-04-07,22114140000
2014-04-08,22204320000
2014-04-09,22404720000
2014-04-10,21973860000
2014-04-11,22044000000
2014-04-14,22334580000
2014-04-15,22054020000
2014-04-16,22204320000
2014-04-17,22184280000
2014-04-21,22404720000
2014-04-22,22645200000
2014-04-23,22775460000
2014-04-24,22715340000
2014-04-25,22625160000
2014-04-28,22815540000
2014-04-29,22825560000
2014-04-30,23066040000
2014-05-01,23126160000
2014-05-02,23296500000
2014-05-05,23276460000
2014-05-06,23246400000
2014-05-07,23216340000
2014-05-08,23076060000
2014-05-09,23226360000
2014-05-12,23386680000
2014-05-13,23346600000
2014-05-14,23376660000
2014-05-15,23196300000
2014-05-16,23547000000
2014-05-19,23456820000
2014-05-20,23316540000
2014-05-21,23547000000
2014-05-22,23206320000
2014-05-23,23466840000
2014-05-27,22795000000
2014-05-28,22639800000
2014-05-29,22649500000
2014-05-30,23153900000
2014-06-02,23037500000
2014-06-03,23202400000
2014-06-04,23299400000
2014-06-05,23367300000
2014-06-06,23347900000
2014-06-09,23503100000
2014-06-10,23241200000
2014-06-11,23280000000
2014-06-12,22911400000
2014-06-13,22872600000
2014-06-16,22833800000
2014-06-17,22746500000
2014-06-18,22930800000
2014-06-19,24085100000
2014-06-20,24172400000
2014-06-23,23959000000
2014-06-24,23842600000
2014-06-25,23871700000
2014-06-26,23959000000
2014-06-27,24211200000
2014-06-30,23978400000
2014-07-01,24017200000
2014-07-02,23978400000
2014-07-03,24085100000
2014-07-07,23997800000
2014-07-08,23755300000
2014-07-09,23910500000
2014-07-10,23755300000
2014-07-11,23677700000
2014-07-14,23891100000
2014-07-15,23929900000
2014-07-16,23929900000
2014-07-17,23900800000
2014-07-18,24056000000
2014-07-21,23997800000
2014-07-22,24327600000
2014-07-23,24327600000
2014-07-24,24735000000
2014-07-25,24599200000
2014-07-28,24317900000
2014-07-29,24376100000
2014-07-30,24123900000
2014-07-31,23755300000
2014-08-01,23891100000
2014-08-04,23939600000
2014-08-05,23629200000
2014-08-06,23871700000
2014-08-07,23755300000
2014-08-08,23968700000
2014-08-11,24376100000
2014-08-12,24308200000
2014-08-13,24123900000
2014-08-14,24521600000
2014-08-15,24327600000
2014-08-18,24387480000
2014-08-19,24494400000
2014-08-20,24552720000
2014-08-21,24523560000
2014-08-22,24445800000
2014-08-25,24368040000
2014-08-26,24533280000
2014-08-27,24717960000
2014-08-28,24786000000
2014-08-29,24776280000
2014-09-02,24951240000
2014-09-03,25077600000
2014-09-04,25194240000
2014-09-05,25476120000
2014-09-08,25349760000
2014-09-09,25145640000
2014-09-10,25203960000
2014-09-11,25349760000
2014-09-12,25194240000
2014-09-15,25058160000
2014-09-16,25378920000
2014-09-17,25417800000
2014-09-18,25515000000
2014-09-19,25349760000
2014-09-22,25281720000
2014-09-23,25281720000
2014-09-24,25651080000
2014-09-25,25116480000
2014-09-26,25145640000
2014-09-29,25262280000
2014-09-30,25272000000
2014-10-01,25077600000
2014-10-02,25029000000
2014-10-03,25699680000
2014-10-06,25767720000
2014-10-07,25738560000
2014-10-08,26282880000
2014-10-09,25884360000
2014-10-10,26205120000
2014-10-13,25719120000
2014-10-14,25952400000
2014-10-15,25437240000
2014-10-16,24892920000
2014-10-17,25106760000
2014-10-20,25680240000
2014-10-21,26088480000
2014-10-22,26292600000
2014-10-23,26389800000
2014-10-24,26331480000
2014-10-27,26525880000
2014-10-28,26555040000
2014-10-29,26516160000
2014-10-30,26759160000
2014-10-31,27079920000
2014-11-03,27429840000
2014-11-04,27740880000
2014-11-05,27945000000
2014-11-06,28071360000
2014-11-07,28090800000
2014-11-10,28460160000
2014-11-11,28324080000
2014-11-12,28372680000
2014-11-13,28382400000
2014-11-14,28051920000
2014-11-17,28333800000
2014-11-18,28440720000
2014-11-19,28431000000
2014-11-20,28294920000
2014-11-21,28362960000
2014-11-24,28431000000
2014-11-25,28586520000
2014-11-26,28780920000
2014-11-28,29082240000
2014-12-01,29072520000
2014-12-02,28917000000
2014-12-03,28508760000
2014-12-04,29529360000
2014-12-05,29636280000
2014-12-08,29820960000
2014-12-09,29889000000
2014-12-10,29820960000
2014-12-11,30083400000
2014-12-12,29918160000
2014-12-15,29898720000
2014-12-16,29889000000
2014-12-17,30355560000
2014-12-18,30929040000
2014-12-19,30890160000
2014-12-22,31210920000
2014-12-23,31240080000
2014-12-24,31133160000
2014-12-26,31249800000
2014-12-29,31298400000
2014-12-30,31356719999
2014-12-31,31201200000
2015-01-02,30870720000
2015-01-05,30656880000
2015-01-06,30656880000
2015-01-07,31580280000
2015-01-08,32173200000
2015-01-09,31998240000
2015-01-12,32076000000
2015-01-13,32076000000
2015-01-14,31959360000
2015-01-15,32377320000
2015-01-16,32435639999
2015-01-20,32270400000
2015-01-21,32562000000
2015-01-22,32902200000
2015-01-23,33028559999
2015-01-26,33495120000
2015-01-27,33699240000
2015-01-28,33475679999
2015-01-29,33699240000
2015-01-30,33563160000
2015-02-02,33725120000
2015-02-03,34122000000
2015-02-04,34528560000
2015-02-05,34635040000
2015-02-06,34702800000
2015-02-09,34286560000
2015-02-10,34702800000
2015-02-11,34702800000
2015-02-12,35060960000
2015-02-13,35264240000
2015-02-17,35457840000
2015-02-18,35544960000
2015-02-19,35060960000
2015-02-20,35235200000
2015-02-23,35399760000
2015-02-24,35293280000
2015-02-25,35012560000
2015-02-26,34886720000
2015-02-27,34441440000
2015-03-02,34334960000
2015-03-03,33870320000
2015-03-04,33715440000
2015-03-05,35961200000
2015-03-06,35980560000
2015-03-09,36329040000
2015-03-10,35816000000
2015-03-11,36154800000
2015-03-12,36929200000
2015-03-13,36948560000
2015-03-16,37297040000
2015-03-17,36784000000
2015-03-18,36687200000
2015-03-19,36977600000
2015-03-20,37190560000
2015-03-23,37238960000
2015-03-24,37345440000
2015-03-25,36745280000
2015-03-26,36822720000
2015-03-27,36948560000
2015-03-30,37384160000
2015-03-31,37103440000
2015-04-01,37151840000
2015-04-02,37326080000
2015-04-06,37258320000
2015-04-07,36958240000
2015-04-08,37219600000
2015-04-09,37171200000
2015-04-10,37297040000
2015-04-13,36948560000
2015-04-14,36406480000
2015-04-15,35777280000
2015-04-16,35515920000
2015-04-17,34770560000
2015-04-20,34499520000
2015-04-21,34770560000
2015-04-22,34073600000
2015-04-23,34334960000
2015-04-24,34702800000
2015-04-27,34151040000
2015-04-28,33599280000
2015-04-29,33299200000
2015-04-30,33357280000
2015-05-01,33938080000
2015-05-04,33889679999
2015-05-05,33008800000
2015-05-06,33783200000
2015-05-07,34199440000
2015-05-08,34751200000
2015-05-11,34770560000
2015-05-12,34528560000
2015-05-13,34480160000
2015-05-14,35060960000
2015-05-15,35380400000
2015-05-18,35370720000
2015-05-19,35564320000
2015-05-20,35699840000
2015-05-21,35845040000
2015-05-22,36019280000
2015-05-26,35746560000
2015-05-27,35727300000
2015-05-28,35602110000
2015-05-29,35053200000
2015-06-01,35139870000
2015-06-02,34812450000
2015-06-03,34947270000
2015-06-04,34764300000
2015-06-05,34196129999
2015-06-08,34042050000
2015-06-09,34042050000
2015-06-10,34330950000
2015-06-11,34562070000
2015-06-12,34504290000
2015-06-15,34542810000
2015-06-16,34831710000
2015-06-17,35110980000
2015-06-18,35409510000
2015-06-19,35602110000
2015-06-22,35775450000
2015-06-23,35361360000
2015-06-24,35120610000
2015-06-25,35120610000
2015-06-26,35207280000
2015-06-29,34985790000
2015-06-30,34918380000
2015-07-01,35265060000
2015-07-02,35207280000
2015-07-06,35419140000
2015-07-07,36305100000
2015-07-08,36189540000
2015-07-09,36382140000
2015-07-10,36757710000
2015-07-13,37046610000
2015-07-14,36786600000
2015-07-15,36911790000
2015-07-16,37162170000
2015-07-17,37287360000
2015-07-20,37720710000
2015-07-21,37518480000
2015-07-22,37566630000
2015-07-23,37239210000
2015-07-24,36940680000
2015-07-27,36786600000
2015-07-28,37287360000
2015-07-29,37364400000
2015-07-30,37557000000
2015-07-31,37788120000
2015-08-03,37942200000
2015-08-04,37133280000
2015-08-05,37634040000
2015-08-06,37287360000
2015-08-07,36420660000
2015-08-10,36151020000
2015-08-11,36006570000
2015-08-12,36401400000
2015-08-13,36796230000
2015-08-14,36931050000
2015-08-17,37297250000
2015-08-18,37249000000
2015-08-19,36052400000
2015-08-20,35396200000
2015-08-21,33707450000
2015-08-24,32588050000
2015-08-25,32481899999
2015-08-26,33852200000
2015-08-27,34286450000
2015-08-28,33717099999
2015-08-31,33292500000
2015-09-01,32665250000
2015-09-02,33437250000
2015-09-03,33360050000
2015-09-04,32877550000
2015-09-08,33823249999
2015-09-09,33196000000
2015-09-10,34161000000
2015-09-11,35984850000
2015-09-14,36110300000
2015-09-15,35859400000
2015-09-16,35878700000
2015-09-17,36187500000
2015-09-18,35444450000
2015-09-21,35376900000
2015-09-22,35135650000
2015-09-23,35106700000
2015-09-24,34701400000
2015-09-25,34846150000
2015-09-28,34498750000
2015-09-29,34363650000
2015-09-30,34807550000
2015-10-01,35396200000
2015-10-02,35840100000
2015-10-05,36737550000
2015-10-06,35830450000
2015-10-07,36197150000
2015-10-08,36670000000
2015-10-09,36698950000
2015-10-12,36863000000
2015-10-13,36129600000
2015-10-14,35058450000
2015-10-15,35772550000
2015-10-16,36197150000
2015-10-19,36505950000
2015-10-20,36399800000
2015-10-21,36747200000
2015-10-22,36949850000
2015-10-23,36496300000
2015-10-26,36235750000
2015-10-27,35695350000
2015-10-28,36380500000
2015-10-29,36332250000
2015-10-30,36477000000
2015-11-02,36863000000
2015-11-03,36438400000
2015-11-04,35714650000
2015-11-05,35772550000
2015-11-06,36255050000
2015-11-09,35935200000
2015-11-10,36002820000
2015-11-11,35770980000
2015-11-12,35268660000
2015-11-13,34824300000
2015-11-16,35297640000
2015-11-17,35761320000
2015-11-18,36263640000
2015-11-19,36051120000
2015-11-20,36041460000
2015-11-23,35983500000
2015-11-24,35857920000
2015-11-25,35906220000
2015-11-27,36717660000
2015-11-30,36379560000
2015-12-01,36901200000
2015-12-02,36814260000
2015-12-03,38553060000
2015-12-04,39171300000
2015-12-07,40021380000
2015-12-08,40002060000
2015-12-09,39847500000
2015-12-10,39731580000
2015-12-11,39683280000
2015-12-14,40436760000
2015-12-15,40871460000
2015-12-16,40987380000
2015-12-17,40514040000
2015-12-18,39258240000
2015-12-21,39808860000
2015-12-22,40668600000
2015-12-23,40871460000
2015-12-24,41016360000
2015-12-28,41006700000
2015-12-29,41190240000
2015-12-30,40871460000
2015-12-31,40407780000
2016-01-04,39760560000
2016-01-05,40658940000
2016-01-06,40620300000
2016-01-07,39673620000
2016-01-08,39412800000
2016-01-11,39876480000
2016-01-12,39837840000
2016-01-13,37867200000
2016-01-14,37702980000
2016-01-15,37181340000
2016-01-19,36891540000
2016-01-20,36563100000
2016-01-21,35886900000
2016-01-22,35857920000
2016-01-25,35423220000
2016-01-26,35529480000
2016-01-27,36186360000
2016-01-28,36534120000
2016-01-29,37490460000
2016-02-01,38264940000
2016-02-02,38303100000
2016-02-03,38331720000
2016-02-04,37167840000
2016-02-05,35899020000
2016-02-08,35126280000
2016-02-09,35040420000
2016-02-10,35154900000
2016-02-11,34754220000
2016-02-12,36566820000
2016-02-16,36719460000
2016-02-17,37606680000
2016-02-18,36309240000
2016-02-19,36080280000
2016-02-22,36509580000
2016-02-23,36996120000
2016-02-24,36919800000
2016-02-25,37644840000
2016-02-26,37635300000
2016-02-29,38074140000
2016-03-01,38751480000
2016-03-02,38780100000
2016-03-03,36061200000
2016-03-04,35145360000
2016-03-07,35345700000
2016-03-08,35317080000
2016-03-09,36070740000
2016-03-10,35994420000
2016-03-11,36862560000
2016-03-14,36624060000
2016-03-15,36385560000
2016-03-16,36833940000
2016-03-17,36337860000
2016-03-18,36786240000
2016-03-21,36376020000
2016-03-22,36204300000
2016-03-23,35860860000
2016-03-24,35918100000
2016-03-28,36309240000
2016-03-29,36280620000
2016-03-30,36337860000
2016-03-31,36490500000
2016-04-01,36557280000
2016-04-04,36280620000
2016-04-05,36461880000
2016-04-06,37282320000
2016-04-07,36414180000
2016-04-08,36242460000
2016-04-11,35460180000
2016-04-12,35450640000
2016-04-13,36118440000
2016-04-14,35364780000
2016-04-15,35212140000
2016-04-18,34992720000
2016-04-19,34563420000
2016-04-20,35250300000
2016-04-21,34792380000
2016-04-22,33943320000
2016-04-25,35078580000
2016-04-26,34725600000
2016-04-27,34639740000
2016-04-28,34267680000
2016-04-29,33762060000
2016-05-02,33800220000
2016-05-03,33580800000
2016-05-04,33390000000
2016-05-05,33313680000
2016-05-06,32960699999
2016-05-09,34191360000
2016-05-10,33618960000
2016-05-11,33113340000
2016-05-12,33285060000
2016-05-13,33256440000
2016-05-16,33161040000
2016-05-17,32874840000
2016-05-18,32788979999
2016-05-19,33227820000
2016-05-20,33027479999
2016-05-23,32816399999
2016-05-24,33495360000
2016-05-25,32948419999
2016-05-26,33561370000
2016-05-27,33674530000
2016-05-31,33721680000
2016-06-01,34344060000
2016-06-02,34362920000
2016-06-03,34183750000
2016-06-06,33966860000
2016-06-07,34221470000
2016-06-08,34438360000
2016-06-09,34494940000
2016-06-10,34711830000
2016-06-13,34080020000
2016-06-14,33721680000
2016-06-15,33674530000
2016-06-16,33448210000
2016-06-17,33174740000
2016-06-20,32731530000
2016-06-21,32505210000
2016-06-22,32269460000
2016-06-23,32693810000
2016-06-24,33137020000
2016-06-27,34532660000
2016-06-28,33995149999
2016-06-29,34372350000
2016-06-30,34692970000
2016-07-01,34466650000
2016-07-05,35202190000
2016-07-06,35437940000
2016-07-07,35192760000
2016-07-08,35701980000
2016-07-11,35400220000
2016-07-12,35258770000
2016-07-13,35343640000
2016-07-14,35173900000
2016-07-15,34617530000
2016-07-18,34268620000
2016-07-19,34146030000
2016-07-20,34325200000
2016-07-21,33910280000
2016-07-22,33929139999
2016-07-25,33749970000
2016-07-26,34344060000
2016-07-27,33542510000
2016-07-28,32439200000
2016-07-29,32241169999
2016-08-01,32071430000
2016-08-02,30751230000
2016-08-03,31307600000
2016-08-04,30694649999
2016-08-05,30760659999
2016-08-08,30468330000
2016-08-09,30449470000
2016-08-10,30647500000
2016-08-11,30458899999
2016-08-12,30722940000
2016-08-15,30766199999
2016-08-16,30174000000
2016-08-17,29967200000
2016-08-18,30512400000
2016-08-19,30653400000
2016-08-22,30888400000
2016-08-23,30315000000
2016-08-24,31010600000
2016-08-25,30794400000
2016-08-26,30719200000
2016-08-29,30390200000
2016-08-30,30230399999
2016-08-31,30070600000
2016-09-01,30042400000
2016-09-02,30550000000
2016-09-06,30709800000
2016-09-07,29440800000
2016-09-08,29431400000
2016-09-09,29619400000
2016-09-12,29036600000
2016-09-13,29093000000
2016-09-14,28867400000
2016-09-15,29375000000
2016-09-16,29215200000
2016-09-19,28942600000
2016-09-20,29224600000
2016-09-21,28989600000
2016-09-22,28905000000
2016-09-23,28623000000
2016-09-26,28275200000
2016-09-27,28106000000
2016-09-28,28049600000
2016-09-29,27730000000
2016-09-30,27899200000
2016-10-03,27523200000
2016-10-04,27260000000
2016-10-05,27109600000
2016-10-06,27607800000
2016-10-07,27260000000
2016-10-10,27307000000
2016-10-11,28303400000
2016-10-12,29299800000
2016-10-13,29262200000
2016-10-14,29393800000
2016-10-17,28980200000
2016-10-18,28801600000
2016-10-19,29149400000
2016-10-20,29064800000
2016-10-21,28914400000
2016-10-24,29309200000
2016-10-25,29055400000
2016-10-26,29046000000
2016-10-27,29158800000
2016-10-28,29384400000
2016-10-31,29121200000
2016-11-01,28942600000
2016-11-02,30286800000
2016-11-03,29158800000
2016-11-04,29064800000
2016-11-07,29021960000
2016-11-08,28706100000
2016-11-09,29997410000
2016-11-10,30536229999
2016-11-11,31140080000
2016-11-14,32180560000
2016-11-15,32384940000
2016-11-16,31307300000
2016-11-17,31140080000
2016-11-18,31075050000
2016-11-21,31149370000
2016-11-22,31093630000
2016-11-23,31307300000
2016-11-25,31474520000
2016-11-28,31270139999
2016-11-29,30749900000
2016-11-30,30006699999
2016-12-01,30991440000
2016-12-02,30935699999
2016-12-05,30591970000
2016-12-06,30722030000
2016-12-07,31242270000
2016-12-08,31762509999
2016-12-09,32310620000
2016-12-12,31790380000
2016-12-13,31976180000
2016-12-14,32254880000
2016-12-15,33406840000
2016-12-16,33388259999
2016-12-19,33332520000
2016-12-20,32970210000
2016-12-21,32710090000
2016-12-22,32496419999
2016-12-23,32589320000
2016-12-27,32672930000
2016-12-28,32217720000
2016-12-29,32134110000
2016-12-30,32059790000
2017-01-03,31325880000
2017-01-04,30879960000
2017-01-05,30852090000
2017-01-06,30759190000
2017-01-09,30582680000
2017-01-10,30833509999
2017-01-11,30722030000
2017-01-12,31140080000
2017-01-13,31678900000
2017-01-17,32366360000
2017-01-18,32431389999
2017-01-19,31827540000
2017-01-20,31669610000
2017-01-23,31149370000
2017-01-24,31019310000
2017-01-25,31093630000
2017-01-26,31344460000
2017-01-27,30991440000
2017-01-30,30710400000
2017-01-31,31039440000
2017-02-01,30564159999
2017-02-02,31167400000
2017-02-03,31094280000
2017-02-06,30792659999
2017-02-07,30235120000
2017-02-08,30015760000
2017-02-09,30609860000
2017-02-10,30600719999
2017-02-13,30353940000
2017-02-14,30225980000
2017-02-15,30628140000
2017-02-16,31021159999
2017-02-17,31085140000
2017-02-21,31277080000
2017-02-22,30372219999
2017-02-23,30152860000
2017-02-24,30427060000
2017-02-27,29449080000
2017-02-28,29065200000
2017-03-01,29302840000
2017-03-02,28032380000
2017-03-03,27081820000
2017-03-06,26844180000
2017-03-07,26332340000
2017-03-08,26506000000
2017-03-09,26350620000
2017-03-10,26341480000
2017-03-13,26222660000
2017-03-14,26231800000
2017-03-15,26359760000
2017-03-16,26798480000
2017-03-17,27008700000
2017-03-20,26679660000
2017-03-21,26442020000
2017-03-22,26469440000
2017-03-23,26743640000
2017-03-24,26597400000
2017-03-27,26442020000
2017-03-28,26542560000
2017-03-29,26816760000
2017-03-30,26688800000
2017-03-31,26953860000
2017-04-03,26871600000
2017-04-04,27136660000
2017-04-05,26789340000
2017-04-06,26972140000
2017-04-07,27292040000
2017-04-10,27593660000
2017-04-11,27026980000
2017-04-12,27292040000
2017-04-13,27392580000
2017-04-17,27420000000
2017-04-18,27255480000
2017-04-19,27374300000
2017-04-20,27154940000
2017-04-21,27374300000
2017-04-24,27547960000
2017-04-25,27273760000
2017-04-26,27292040000
2017-04-27,27557100000
2017-04-28,27100100000
2017-05-01,26524280000
2017-05-02,26341480000
2017-05-03,26871600000
2017-05-04,26707080000
2017-05-05,26825900000
2017-05-08,26432880000
2017-05-09,26551700000
2017-05-10,27456560000
2017-05-11,27813020000
2017-05-12,26981280000
2017-05-15,26633960000
2017-05-16,26341480000
2017-05-17,26140400000
2017-05-18,26588260000
2017-05-19,26716220000
2017-05-22,26264160000
2017-05-23,26120640000
2017-05-24,26129610000
2017-05-25,26228280000
2017-05-26,26416650000
2017-05-30,26694720000
2017-05-31,26712660000
2017-06-01,27134250000
2017-06-02,27026610000
2017-06-05,26990730000
2017-06-06,26739570000
2017-06-07,26649870000
2017-06-08,27089400000
2017-06-09,27609660000
2017-06-12,26936910000
2017-06-13,27197040000
2017-06-14,27161160000
2017-06-15,22030320000
2017-06-16,19994130000
2017-06-19,20308080000
2017-06-20,20074860000
2017-06-21,20065890000
2017-06-22,20236320000
2017-06-23,20272200000
2017-06-26,20281170000
2017-06-27,20424690000
2017-06-28,20944950000
2017-06-29,20846280000
2017-06-30,20918040000
2017-07-03,21124350000
2017-07-05,20837310000
2017-07-06,20747610000
2017-07-07,20774520000
2017-07-10,20281170000
2017-07-11,20299110000
2017-07-12,20451600000
2017-07-13,20559240000
2017-07-14,20639970000
2017-07-17,20514390000
2017-07-18,20227350000
2017-07-19,20577180000
2017-07-20,20864220000
2017-07-21,20864220000
2017-07-24,20837310000
2017-07-25,21240960000
2017-07-26,21276840000
2017-07-27,21483150000
2017-07-28,21779160000
2017-07-31,21994440000
2017-08-01,22066200000
2017-08-02,22093110000
2017-08-03,21581820000
2017-08-04,21644610000
2017-08-07,21859890000
2017-08-08,21644610000
2017-08-09,21474180000
2017-08-10,21142290000
2017-08-11,21070530000
2017-08-14,20915460000
2017-08-15,20498570000
2017-08-16,20480830000
2017-08-17,20276820000
2017-08-18,20276820000
2017-08-21,20055070000
2017-08-22,20347780000
2017-08-23,20365520000
2017-08-24,18715700000
2017-08-25,19283380000
2017-08-28,19265640000
2017-08-29,19345470000
2017-08-30,19691400000
2017-08-31,19398690000
2017-09-01,19886540000
2017-09-05,19895410000
2017-09-06,20001850000
2017-09-07,20196990000
2017-09-08,18680220000
2017-09-11,18928580000
2017-09-12,19141460000
2017-09-13,19274510000
2017-09-14,18857620000
2017-09-15,19132590000
2017-09-18,19017280000
2017-09-19,18742310000
2017-09-20,18449600000
2017-09-21,17935140000
2017-09-22,17873050000
2017-09-25,17686780000
2017-09-26,17908530000
2017-09-27,17944010000
2017-09-28,17970620000
2017-09-29,17793220000
2017-10-02,17704520000
2017-10-03,18236720000
2017-10-04,18210110000
2017-10-05,18360900000
2017-10-06,18298810000
2017-10-09,17997230000
2017-10-10,18210110000
2017-10-11,18431860000
2017-10-12,18627000000
2017-10-13,18893100000
2017-10-16,18130280000
2017-10-17,18165760000
2017-10-18,18334290000
2017-10-19,18529430000
2017-10-20,18644740000
2017-10-23,18937450000
2017-10-24,19043890000
2017-10-25,18742310000
2017-10-26,18467340000
2017-10-27,18245590000
2017-10-30,18307680000
2017-10-31,18360900000
2017-11-01,18538300000
2017-11-02,18786660000
2017-11-03,19070500000
2017-11-06,18663750000
2017-11-07,18646250000
2017-11-08,19118750000
2017-11-09,19206250000
2017-11-10,19320000000
2017-11-13,19372500000
2017-11-14,19267500000
2017-11-15,18908750000
2017-11-16,19495000000
2017-11-17,20483750000
2017-11-20,20300000000
2017-11-21,19932500000
2017-11-22,20247500000
2017-11-24,20107500000
2017-11-27,20282500000
2017-11-28,20615000000
2017-11-29,21332500000
2017-11-30,22627500000
2017-12-01,22461250000
2017-12-04,23520000000
2017-12-05,22942500000
2017-12-06,23108750000
2017-12-07,23213750000
2017-12-08,23345000000
2017-12-11,23257500000
2017-12-12,23038750000
2017-12-13,23353750000
2017-12-14,22662500000
2017-12-15,23143750000
2017-12-18,23625000000
2017-12-19,23581250000
2017-12-20,23905000000
2017-12-21,24106250000
2017-12-22,24718750000
2017-12-26,24325000000
2017-12-27,24246250000
2017-12-28,24193750000
2017-12-29,24018750000
2018-01-02,24762500000
2018-01-03,24368750000
2018-01-04,23607500000
2018-01-05,23905000000
2018-01-08,24473750000
2018-01-09,24298750000
2018-01-10,24491250000
2018-01-11,24570000000
2018-01-12,24622500000
2018-01-16,24718750000
2018-01-17,25086250000
2018-01-18,25427500000
2018-01-19,26005000000
2018-01-22,25926250000
2018-01-23,25646250000
2018-01-24,25795000000
2018-01-25,26477500000
2018-01-26,27020000000
2018-01-29,27422500000
2018-01-30,26976250000
2018-01-31,26565000000
2018-02-01,26433750000
2018-02-02,25672500000
2018-02-05,23886330000
2018-02-06,24389730000
2018-02-07,24247100000
2018-02-08,23131230000
2018-02-09,23206740000
2018-02-12,22820800000
2018-02-13,23592680000
2018-02-14,23827600000
2018-02-15,24154810000
2018-02-16,24070910000
2018-02-20,23064110000
2018-02-21,22996990000
2018-02-22,22837580000
2018-02-23,23005380000
2018-02-26,23366150000
2018-02-27,22879530000
2018-02-28,22753680000
2018-03-01,23038940000
2018-03-02,22946650000
2018-03-05,23483610000
2018-03-06,23500390000
2018-03-07,22006970000
2018-03-08,19280220000
2018-03-09,20203120000
2018-03-12,20127610000
2018-03-13,20144390000
2018-03-14,19666160000
2018-03-15,19825570000
2018-03-16,19875910000
2018-03-19,19431240000
2018-03-20,19640990000
2018-03-21,19674550000
2018-03-22,19624210000
2018-03-23,19531920000
2018-03-26,20026930000
2018-03-27,19691330000
2018-03-28,19817180000
2018-03-29,20085660000
2018-04-02,19531920000
2018-04-03,19792010000
2018-04-04,20203120000
2018-04-05,19976590000
2018-04-06,19943030000
2018-04-09,19750060000
2018-04-10,19682940000
2018-04-11,19699720000
2018-04-12,19800400000
2018-04-13,19909470000
2018-04-16,20278630000
2018-04-17,20328970000
2018-04-18,20622620000
2018-04-19,20287020000
2018-04-20,20236680000
2018-04-23,20798810000
2018-04-24,21293820000
2018-04-25,21503570000
2018-04-26,21503570000
2018-04-27,21411280000
2018-04-30,21134410000
2018-05-01,20773640000
2018-05-02,20597450000
2018-05-03,20026930000
2018-05-04,20253460000
2018-05-07,20119220000
2018-05-08,20211510000
2018-05-09,20438040000
2018-05-10,20438040000
2018-05-11,20614230000
2018-05-14,20748470000
2018-05-15,20765250000
2018-05-16,20924660000
2018-05-17,21226700000
2018-05-18,20882710000
2018-05-21,20782030000
2018-05-22,20723300000
2018-05-23,20614230000
2018-05-24,20605840000
2018-05-25,20647790000
2018-05-29,19526500000
2018-05-30,19909060000
2018-05-31,19391010000
2018-06-01,19462740000
2018-06-04,19725750000
2018-06-05,19853270000
2018-06-06,19669960000
2018-06-07,19909060000
2018-06-08,20211920000
2018-06-11,20355380000
2018-06-12,20474930000
2018-06-13,20729970000
2018-06-14,20849520000
2018-06-15,20626360000
2018-06-18,20729970000
2018-06-19,20714030000
2018-06-20,20865460000
2018-06-21,22897810000
2018-06-22,23662930000
2018-06-25,23376010000
2018-06-26,23113000000
2018-06-27,23120970000
2018-06-28,22658710000
2018-06-29,22674650000
2018-07-02,22491340000
2018-07-03,22873900000
2018-07-05,22794200000
2018-07-06,23208640000
2018-07-09,22913750000
2018-07-10,22929690000
2018-07-11,22292090000
2018-07-12,22276150000
2018-07-13,22355850000
2018-07-16,22308030000
2018-07-17,22650740000
