,TFC
2009-04-13,12657246000
2009-04-14,11650693579
2009-04-15,12386019300
2009-04-16,12699436820
2009-04-17,14115842920
2009-04-20,11927947540
2009-04-21,13332299120
2009-04-22,12880254620
2009-04-23,13253944740
2009-04-24,14115842920
2009-04-27,13525171440
2009-04-28,13482980620
2009-04-29,14525696600
2009-04-30,14067624840
2009-05-01,13736125540
2009-05-04,15471976420
2009-05-05,14833086860
2009-05-06,16695510200
2009-05-07,15273076840
2009-05-08,15869775579
2009-05-11,14670350840
2009-05-12,13561335000
2009-05-13,12958609000
2009-05-14,13440789800
2009-05-15,13036963380
2009-05-18,13633662120
2009-05-19,13561335000
2009-05-20,13091208720
2009-05-21,12645191480
2009-05-22,12241365060
2009-05-26,13127372280
2009-05-27,12771763940
2009-05-28,13253944740
2009-05-29,13513116920
2009-06-01,13398598980
2009-06-02,12970663520
2009-06-03,13049017900
2009-06-04,13416680760
2009-06-05,12904363660
2009-06-08,13217781180
2009-06-09,13531198700
2009-06-10,13386544460
2009-06-11,13597498560
2009-06-12,13947079640
2009-06-15,13621607600
2009-06-16,13398598980
2009-06-17,13006827079
2009-06-18,13446817060
2009-06-19,13633662120
2009-06-22,12958609000
2009-06-23,13049017900
2009-06-24,13151481320
2009-06-25,13446817060
2009-06-26,13663798420
2009-06-29,13555307740
2009-06-30,14625667840
2009-07-01,14432699520
2009-07-02,13760637440
2009-07-06,14006838400
2009-07-07,13867102720
2009-07-08,13607593600
2009-07-09,13880410880
2009-07-10,13727367040
2009-07-13,14545818880
2009-07-14,14406083200
2009-07-15,14971680000
2009-07-16,14858560639
2009-07-17,13933643520
2009-07-20,13960259840
2009-07-21,13434587520
2009-07-22,13574323200
2009-07-23,14219768960
2009-07-24,13986876160
2009-07-27,14492586240
2009-07-28,14612359680
2009-07-29,14658938240
2009-07-30,15058183040
2009-07-31,15224535040
2009-08-03,15244497280
2009-08-04,15743553280
2009-08-05,16082911360
2009-08-06,16402307200
2009-08-07,17180834560
2009-08-10,17240721280
2009-08-11,16754973440
2009-08-12,17107639680
2009-08-13,17167526400
2009-08-14,18784467840
2009-08-17,17586733440
2009-08-18,18318682240
2009-08-19,18278757760
2009-08-20,18485034240
2009-08-21,18651386240
2009-08-24,18245487360
2009-08-25,18292065920
2009-08-26,18391877120
2009-08-27,18638078080
2009-08-28,18890933120
2009-08-31,18591499520
2009-09-01,17726469120
2009-09-02,17380456960
2009-09-03,17546808960
2009-09-04,17639966080
2009-09-08,17646620160
2009-09-09,17966016000
2009-09-10,17959361920
2009-09-11,17812972160
2009-09-14,18192254720
2009-09-15,18791121920
2009-09-16,19649498240
2009-09-17,19230291200
2009-09-18,19463184000
2009-09-21,19030668800
2009-09-22,19316794240
2009-09-23,18857662720
2009-09-24,18498342400
2009-09-25,18079135360
2009-09-28,18611461760
2009-09-29,18252141440
2009-09-30,18757191600
2009-10-01,17579702700
2009-10-02,18392238900
2009-10-05,18543728700
2009-10-06,18337151700
2009-10-07,18536842800
2009-10-08,18392238900
2009-10-09,18798507000
2009-10-12,19122144300
2009-10-13,19122144300
2009-10-14,19645472700
2009-10-15,19700559900
2009-10-16,19452667500
2009-10-19,18612587700
2009-10-20,18220091400
2009-10-21,17600360400
2009-10-22,18137460600
2009-10-23,17951541300
2009-10-26,17565930900
2009-10-27,17483300100
2009-10-28,17049488400
2009-10-29,17524615500
2009-10-30,16464186900
2009-11-02,17256065400
2009-11-03,17125233300
2009-11-04,16539931800
2009-11-05,16918656300
2009-11-06,16849797300
2009-11-09,17373125700
2009-11-10,17269837200
2009-11-11,17352468000
2009-11-12,17077032000
2009-11-13,16836025500
2009-11-16,17097689699
2009-11-17,17152776900
2009-11-18,17276723100
2009-11-19,16994401200
2009-11-20,16939314000
2009-11-23,17262951300
2009-11-24,17269837200
2009-11-25,17207864100
2009-11-27,16705193400
2009-11-30,17145890999
2009-12-01,17627904000
2009-12-02,18034172100
2009-12-03,17607246300
2009-12-04,18323379900
2009-12-07,17806937400
2009-12-08,17806937400
2009-12-09,17793165600
2009-12-10,17841366900
2009-12-11,17820709200
2009-12-14,18061715700
2009-12-15,17786279700
2009-12-16,17662333500
2009-12-17,17469528300
2009-12-18,17579702700
2009-12-21,17820709200
2009-12-22,17724306600
2009-12-23,17641675800
2009-12-24,17813823300
2009-12-28,17593474500
2009-12-29,17600360400
2009-12-30,17600360400
2009-12-31,17525393040
2010-01-04,17829341520
2010-01-05,18084934560
2010-01-06,18361251360
2010-01-07,19100398800
2010-01-08,18886253280
2010-01-11,18886253280
2010-01-12,18948424560
2010-01-13,19273096800
2010-01-14,19701387840
2010-01-15,19176385920
2010-01-19,19459610640
2010-01-20,19687572000
2010-01-21,20088231360
2010-01-22,19445794800
2010-01-25,19045135440
2010-01-26,18513225600
2010-01-27,19535597760
2010-01-28,19563229440
2010-01-29,19252373040
2010-02-01,19494150240
2010-02-02,19632308640
2010-02-03,19204017600
2010-02-04,18603028560
2010-02-05,19003687920
2010-02-08,18741186960
2010-02-09,18789542400
2010-02-10,18906977040
2010-02-11,18782634480
2010-02-12,18596120640
2010-02-16,18934608720
2010-02-17,18803358240
2010-02-18,18824082000
2010-02-19,18865529520
2010-02-22,19487242320
2010-02-23,19169478000
2010-02-24,19673756160
2010-02-25,19501058160
2010-02-26,19708295760
2010-03-01,19204017600
2010-03-02,19210925520
2010-03-03,18913884960
2010-03-04,19210925520
2010-03-05,19708295760
2010-03-08,19832638320
2010-03-09,19908625440
2010-03-10,20468166960
2010-03-11,21013892640
2010-03-12,21207314400
2010-03-15,21262577760
2010-03-16,21822119280
2010-03-17,22215870719
2010-03-18,22043172720
2010-03-19,22001725200
2010-03-22,22105344000
2010-03-23,22174423200
2010-03-24,22188239040
2010-03-25,22305673680
2010-03-26,22278042000
2010-03-29,22243502400
2010-03-30,22084620240
2010-03-31,22417540070
2010-04-01,22472909110
2010-04-05,22784359960
2010-04-06,23206548890
2010-04-07,22991993860
2010-04-08,23310365840
2010-04-09,23428025050
2010-04-12,23566447649
2010-04-13,23192706630
2010-04-14,23912504149
2010-04-15,23656422340
2010-04-16,23365734880
2010-04-19,23538763130
2010-04-20,23919425280
2010-04-21,24300087430
2010-04-22,23767160420
2010-04-23,23725633640
2010-04-26,23068126290
2010-04-27,22535199280
2010-04-28,22632095100
2010-04-29,23199627760
2010-04-30,23005836120
2010-05-03,23649501210
2010-05-04,23213470020
2010-05-05,22978151600
2010-05-06,22299880860
2010-05-07,22313723120
2010-05-10,23545684260
2010-05-11,24099374660
2010-05-12,24646143930
2010-05-13,24341614210
2010-05-14,23566447649
2010-05-17,23344971489
2010-05-18,22521357020
2010-05-19,22348328770
2010-05-20,21054077460
2010-05-21,21704663680
2010-05-24,20832601300
2010-05-25,21123288760
2010-05-26,20846443560
2010-05-27,21510872040
2010-05-28,20929497120
2010-06-01,20604204010
2010-06-02,21268632490
2010-06-03,21081761980
2010-06-04,20230462990
2010-06-07,19960538920
2010-06-08,20057434740
2010-06-09,19870564230
2010-06-10,20853364690
2010-06-11,20908733730
2010-06-14,20624967400
2010-06-15,21005629550
2010-06-16,20971023900
2010-06-17,20569598360
2010-06-18,20465781410
2010-06-21,20368885590
2010-06-22,20112803780
2010-06-23,19946696660
2010-06-24,19496823210
2010-06-25,19905169880
2010-06-28,19745983890
2010-06-29,18880842640
2010-06-30,18233277270
2010-07-01,18316439310
2010-07-02,18032302340
2010-07-06,18385741010
2010-07-07,18954014950
2010-07-08,19085688180
2010-07-09,19529219060
2010-07-12,19487638040
2010-07-13,19813356030
2010-07-14,19349034640
2010-07-15,19189640730
2010-07-16,18281788460
2010-07-19,18094673870
2010-07-20,18399601350
2010-07-21,17956070470
2010-07-22,17561050780
2010-07-23,17699654180
2010-07-26,18011511830
2010-07-27,18080813530
2010-07-28,17713514520
2010-07-29,17360075850
2010-07-30,17207612110
2010-08-02,17567980950
2010-08-03,17193751770
2010-08-04,17387796530
2010-08-05,17498679250
2010-08-06,17464028400
2010-08-09,17567980950
2010-08-10,17491749080
2010-08-11,16791801910
2010-08-12,16521525280
2010-08-13,16514595109
2010-08-16,16493804600
2010-08-17,16528455450
2010-08-18,16521525280
2010-08-19,16133435760
2010-08-20,16015622870
2010-08-23,15676044540
2010-08-24,15523580799
2010-08-25,15426558420
2010-08-26,15433488590
2010-08-27,15745346240
2010-08-30,15156281790
2010-08-31,15329536040
2010-09-01,15960181510
2010-09-02,16022553040
2010-09-03,16327480520
2010-09-07,15724555730
2010-09-08,16084924570
2010-09-09,16583896810
2010-09-10,16389852049
2010-09-13,16888824290
2010-09-14,16237388310
2010-09-15,16355201200
2010-09-16,16133435760
2010-09-17,15960181510
2010-09-20,16410642560
2010-09-21,16459153750
2010-09-22,16396782220
2010-09-23,16375991710
2010-09-24,16985846670
2010-09-27,16673989020
2010-09-28,16680919190
2010-09-29,16805662250
2010-09-30,16743040719
2010-10-01,16944680330
2010-10-04,16736087630
2010-10-05,16889055610
2010-10-06,16896008700
2010-10-07,16736087630
2010-10-08,16395386219
2010-10-11,16339761500
2010-10-12,16562260380
2010-10-13,16256324420
2010-10-14,15908669920
2010-10-15,15741795760
2010-10-18,16082497170
2010-10-19,15936482280
2010-10-20,15936482280
2010-10-21,15727889580
2010-10-22,15727889580
2010-10-25,15519296880
2010-10-26,15644452500
2010-10-27,15672264860
2010-10-28,16131168800
2010-10-29,16277183690
2010-11-01,15811326659
2010-11-02,15929529190
2010-11-03,16026872450
2010-11-04,16826477800
2010-11-05,17786004220
2010-11-08,17570458430
2010-11-09,17278428650
2010-11-10,17633036240
2010-11-11,17570458430
2010-11-12,17257569380
2010-11-15,17417490450
2010-11-16,17000305050
2010-11-17,16861243250
2010-11-18,16972492690
2010-11-19,17021164320
2010-11-22,16812571620
2010-11-23,16402339310
2010-11-24,16499682570
2010-11-26,16228512060
2010-11-29,16478823300
2010-11-30,16131168800
2010-12-01,16513588750
2010-12-02,17181085390
2010-12-03,17181085390
2010-12-06,17069835950
2010-12-07,17174132300
2010-12-08,17779051130
2010-12-09,18842873900
2010-12-10,18877639350
2010-12-13,18689905920
2010-12-14,18481313220
2010-12-15,18189283440
2010-12-16,18356157600
2010-12-17,18189283440
2010-12-20,18022409280
2010-12-21,18203189620
2010-12-22,18418735410
2010-12-23,18314439060
2010-12-27,18439594680
2010-12-28,18383969960
2010-12-29,18383969960
2010-12-30,18356157600
2010-12-31,18279673610
2011-01-03,18682952830
2011-01-04,18662093560
2011-01-05,19100138230
2011-01-06,18696859010
2011-01-07,18307485970
2011-01-10,18383969960
2011-01-11,18446547770
2011-01-12,18669046650
2011-01-13,18682952830
2011-01-14,19315684020
2011-01-18,19114044410
2011-01-19,18974982610
2011-01-20,18828967720
2011-01-21,19739822510
2011-01-24,19322637110
2011-01-25,19399121100
2011-01-26,19023654240
2011-01-27,19322637110
2011-01-28,18954123340
2011-01-31,19218340760
2011-02-01,19816306500
2011-02-02,19684197790
2011-02-03,19732869420
2011-02-04,19774587960
2011-02-07,19969274480
2011-02-08,20282163530
2011-02-09,20143101730
2011-02-10,19858025040
2011-02-11,20247398080
2011-02-14,20212632630
2011-02-15,19983180660
2011-02-16,20004039930
2011-02-17,19746775600
2011-02-18,19753728690
2011-02-22,19280918570
2011-02-23,19253106210
2011-02-24,19253106210
2011-02-25,19225293850
2011-02-28,19190528400
2011-03-01,18787249180
2011-03-02,18815061540
2011-03-03,18822014630
2011-03-04,18335298330
2011-03-07,18321392150
2011-03-08,18759436820
2011-03-09,18766389910
2011-03-10,18453500860
2011-03-11,18842873900
2011-03-14,18655140470
2011-03-15,18655140470
2011-03-16,18592562660
2011-03-17,18682952830
2011-03-18,18780296090
2011-03-21,18689905920
2011-03-22,18516078670
2011-03-23,18488266310
2011-03-24,18543891030
2011-03-25,18822014630
2011-03-28,18974982610
2011-03-29,19232246940
2011-03-30,19260059300
2011-03-31,19122356250
2011-04-01,19240782500
2011-04-04,19178086250
2011-04-05,19122356250
2011-04-06,19094491250
2011-04-07,19087525000
2011-04-08,18969098750
2011-04-11,19010896250
2011-04-12,18996963750
2011-04-13,18704381250
2011-04-14,18432697500
2011-04-15,18481461250
2011-04-18,18537191250
2011-04-19,18767077500
2011-04-20,18523258750
2011-04-21,18098317500
2011-04-25,17882363750
2011-04-26,18140115000
2011-04-27,18237642500
2011-04-28,18565056250
2011-04-29,18753145000
2011-05-02,18523258750
2011-05-03,18746178750
2011-05-04,18606853750
2011-05-05,18572022500
2011-05-06,18794942500
2011-05-09,18787976250
2011-05-10,18941233750
2011-05-11,18906402500
2011-05-12,18948200000
2011-05-13,18551123750
2011-05-16,18578988750
2011-05-17,18871571250
2011-05-18,18857638750
2011-05-19,19024828750
2011-05-20,18502360000
2011-05-23,18181912500
2011-05-24,18258541250
2011-05-25,18578988750
2011-05-26,18732246250
2011-05-27,19017862500
2011-05-31,19185052500
2011-06-01,18077418750
2011-06-02,18258541250
2011-06-03,18195845000
2011-06-06,17924161250
2011-06-07,17972925000
2011-06-08,17833600000
2011-06-09,18014722500
2011-06-10,17993823750
2011-06-13,18188878750
2011-06-14,18363035000
2011-06-15,18133148750
2011-06-16,18286406250
2011-06-17,18244608750
2011-06-20,18300338750
2011-06-21,18265507500
2011-06-22,17910228750
2011-06-23,17812701250
2011-06-24,17729106250
2011-06-27,18035621250
2011-06-28,18000790000
2011-06-29,18488427500
2011-06-30,18708875680
2011-07-01,19057401680
2011-07-05,18911020760
2011-07-06,18653111520
2011-07-07,18813433480
2011-07-08,18186086680
2011-07-11,17802708080
2011-07-12,17872413280
2011-07-13,17914236400
2011-07-14,17649356640
2011-07-15,17649356640
2011-07-18,17412358960
2011-07-19,17621474560
2011-07-20,17865442760
2011-07-21,18325497080
2011-07-22,18248821360
2011-07-25,18193057200
2011-07-26,18346408640
2011-07-27,17893324840
2011-07-28,17963030040
2011-07-29,17900295360
2011-08-01,17851501720
2011-08-02,17001098280
2011-08-03,17147479200
2011-08-04,16513161880
2011-08-05,16248282120
2011-08-08,14896001240
2011-08-09,15495465960
2011-08-10,13843452720
2011-08-11,14679915120
2011-08-12,14317448080
2011-08-15,14770531880
2011-08-16,14505652120
2011-08-17,14624150960
2011-08-18,13794659080
2011-08-19,13432192040
2011-08-22,13362486840
2011-08-23,13815570640
2011-08-24,14324418600
2011-08-25,14178037680
2011-08-26,14456858479
2011-08-29,15153910479
2011-08-30,15132998920
2011-08-31,15537289080
2011-09-01,15098146320
2011-09-02,14575357320
2011-09-06,14561416280
2011-09-07,15502436479
2011-09-08,15063293720
2011-09-09,14568386799
2011-09-12,14868119159
2011-09-13,15070264240
2011-09-14,15335144000
2011-09-15,15683670000
2011-09-16,15802168840
2011-09-19,15251497760
2011-09-20,15467583880
2011-09-21,14638092000
2011-09-22,14359271200
2011-09-23,14540504720
2011-09-26,15376967120
2011-09-27,15335144000
2011-09-28,14826296040
2011-09-29,15390908159
2011-09-30,14869505609
2011-10-03,14346667859
2011-10-04,14653399340
2011-10-05,14639457000
2011-10-06,15252919960
2011-10-07,14590658810
2011-10-10,15350516340
2011-10-11,15615420799
2011-10-12,15894267600
2011-10-13,15706046010
2011-10-14,15713017180
2011-10-17,15099554220
2011-10-18,15963979299
2011-10-19,15545709100
2011-10-20,15706046010
2011-10-21,16068546850
2011-10-24,16507730560
2011-10-25,15943065790
2011-10-26,16124316210
2011-10-27,16765663850
2011-10-28,16668067470
2011-10-31,16270710780
2011-11-01,15671190160
2011-11-02,16270710780
2011-11-03,16626240450
2011-11-04,16291624290
2011-11-07,16458932370
2011-11-08,16863260230
2011-11-09,15915181109
2011-11-10,16075518020
2011-11-11,16438018859
2011-11-14,16124316210
2011-11-15,16305566630
2011-11-16,15998835150
2011-11-17,15803642390
2011-11-18,15810613560
2011-11-21,15378401020
2011-11-22,15266862299
2011-11-23,14667341680
2011-11-25,14757966890
2011-11-28,15218064109
2011-11-29,15106525390
2011-11-30,16152200890
2011-12-01,16075518020
2011-12-02,16312537799
2011-12-05,16521672900
2011-12-06,16410134180
2011-12-07,16647153960
2011-12-08,16075518020
2011-12-09,16584413430
2011-12-12,16249797270
2011-12-13,16124316210
2011-12-14,16173114400
2011-12-15,16493788220
2011-12-16,16765663850
2011-12-19,16424076520
2011-12-20,17107251180
2011-12-21,17253645750
2011-12-22,17664944780
2011-12-23,17762541160
2011-12-27,17678887120
2011-12-28,17413982660
2011-12-29,17678887120
2011-12-30,17546434890
2012-01-03,18042134100
2012-01-04,18083995200
2012-01-05,18258416450
2012-01-06,17993296150
2012-01-09,18418884000
2012-01-10,18649120050
2012-01-11,18670050600
2012-01-12,18872379250
2012-01-13,18997962550
2012-01-17,19004939400
2012-01-18,19144476400
2012-01-19,18921217200
2012-01-20,19179360650
2012-01-23,19353781900
2012-01-24,19360758750
2012-01-25,19325874500
2012-01-26,18865402400
2012-01-27,18802610750
2012-01-30,18984008850
2012-01-31,18970055150
2012-02-01,19500295750
2012-02-02,19549133700
2012-02-03,20316587200
2012-02-06,20107281700
2012-02-07,20595661200
2012-02-08,20686360250
2012-02-09,20525892700
2012-02-10,20463101050
2012-02-13,20686360250
2012-02-14,20651476000
2012-02-15,20497985300
2012-02-16,21063110150
2012-02-17,21160786050
2012-02-21,20993341650
2012-02-22,20560776950
2012-02-23,20797989850
2012-02-24,20567753800
2012-02-27,20763105600
2012-02-28,20546823250
2012-02-29,20407286250
2012-03-01,20386355700
2012-03-02,20449147350
2012-03-05,20204957600
2012-03-06,19751462350
2012-03-07,20051466900
2012-03-08,20302633500
2012-03-09,20553800100
2012-03-12,20449147350
2012-03-13,21209624000
2012-03-14,21223577700
2012-03-15,21767772000
2012-03-16,21670096100
2012-03-19,21893355300
2012-03-20,21886378450
2012-03-21,21677072950
2012-03-22,21509628550
2012-03-23,21621258150
2012-03-26,21921262700
2012-03-27,21684049800
2012-03-28,22242197800
2012-03-29,21956146950
2012-03-30,21900332150
2012-04-02,21893465860
2012-04-03,22137968510
2012-04-04,21914423230
2012-04-05,21865522700
2012-04-09,21397474770
2012-04-10,20929426840
2012-04-11,21362545820
2012-04-12,21781693220
2012-04-13,21299673710
2012-04-16,21537190570
2012-04-17,21837579540
2012-04-18,21851551120
2012-04-19,21725806900
2012-04-20,22061124820
2012-04-23,22103039560
2012-04-24,22319599050
2012-04-25,22661902760
2012-04-26,22696831710
2012-04-27,22794632770
2012-04-30,22382471160
2012-05-01,22619988020
2012-05-02,22487258010
2012-05-03,22382471160
2012-05-04,22054139030
2012-05-07,22263712730
2012-05-08,22096053770
2012-05-09,21816622170
2012-05-10,22193854830
2012-05-11,22179883250
2012-05-14,21753750060
2012-05-15,21474318460
2012-05-16,21404460560
2012-05-17,21034213690
2012-05-18,20733824720
2012-05-21,20964355790
2012-05-22,21027227900
2012-05-23,21055171060
2012-05-24,21139000540
2012-05-25,21257758970
2012-05-29,21404460560
2012-05-30,21069142640
2012-05-31,21111057380
2012-06-01,19804714650
2012-06-04,19308723560
2012-06-05,19455425150
2012-06-06,19832657810
2012-06-07,19937444660
2012-06-08,20265776790
2012-06-11,19895529920
2012-06-12,20265776790
2012-06-13,20133046780
2012-06-14,20524251020
2012-06-15,20831625780
2012-06-18,20992298950
2012-06-19,21145986330
2012-06-20,21152972120
2012-06-21,20936412630
2012-06-22,21229815810
2012-06-25,20677938400
2012-06-26,20566165760
2012-06-27,20880526310
2012-06-28,21097085800
2012-06-29,21551162150
2012-07-02,21748721010
2012-07-03,21776684650
2012-07-05,21601911900
2012-07-06,21636866450
2012-07-09,21559966440
2012-07-10,21441120970
2012-07-11,21671821000
2012-07-12,21518020980
2012-07-13,22021366500
2012-07-16,21986411950
2012-07-17,22287021080
2012-07-18,22098266510
2012-07-19,22370912000
2012-07-20,22147202880
2012-07-23,22014375590
2012-07-24,22112248330
2012-07-25,22126230150
2012-07-26,22426839280
2012-07-27,22650548400
2012-07-30,22168175610
2012-07-31,21930484670
2012-08-01,21888539210
2012-08-02,21727748280
2012-08-03,22126230150
2012-08-06,22035348320
2012-08-07,22140211970
2012-08-08,22084284690
2012-08-09,22161184700
2012-08-10,22063311960
2012-08-13,22091275600
2012-08-14,22056321050
2012-08-15,22287021080
2012-08-16,22217111980
2012-08-17,22342948360
2012-08-20,22266048350
2012-08-21,22133221060
2012-08-22,22189148340
2012-08-23,21678811910
2012-08-24,21748721010
2012-08-27,21804648290
2012-08-28,22035348320
2012-08-29,22161184700
2012-08-30,22091275600
2012-08-31,22049330140
2012-09-04,22175166520
2012-09-05,22224102890
2012-09-06,22573648390
2012-09-07,22972130260
2012-09-10,22776384780
2012-09-11,22762402960
2012-09-12,22972130260
2012-09-13,23503439420
2012-09-14,23762103090
2012-09-17,23468484870
2012-09-18,23391584860
2012-09-19,23496448510
2012-09-20,23412557590
2012-09-21,23286721210
2012-09-24,23286721210
2012-09-25,23188848470
2012-09-26,22874257520
2012-09-27,23146903010
2012-09-28,23181857559
2012-10-01,23407862400
2012-10-02,23436270000
2012-10-03,23557002300
2012-10-04,23848180200
2012-10-05,23890791600
2012-10-08,23777161199
2012-10-09,23592511800
2012-10-10,23564104200
2012-10-11,23578308000
2012-10-12,22967544600
2012-10-15,23003054100
2012-10-16,22591143900
2012-10-17,22917831300
2012-10-18,21291496200
2012-10-19,21149458200
2012-10-22,20858280300
2012-10-23,20460573900
2012-10-24,20460573900
2012-10-25,20560000500
2012-10-26,20602611900
2012-10-31,20560000500
2012-11-01,20815668900
2012-11-02,20893789800
2012-11-05,20552898600
2012-11-06,20773057500
2012-11-07,19729078200
2012-11-08,19636753500
2012-11-09,19565734500
2012-11-12,19672263000
2012-11-13,19494715500
2012-11-14,19239047100
2012-11-15,19565734500
2012-11-16,19913727600
2012-11-19,20155192200
2012-11-20,20204905500
2012-11-21,20155192200
2012-11-23,20460573900
2012-11-26,20382453000
2012-11-27,19984746600
2012-11-28,20041561800
2012-11-29,20034459900
2012-11-30,20006052300
2012-12-03,19821402900
2012-12-04,19665161100
2012-12-05,19785893400
2012-12-06,20048663700
2012-12-07,20183599800
2012-12-10,20140988400
2012-12-11,20212007400
2012-12-12,20481879600
2012-12-13,20297230200
2012-12-14,20091275100
2012-12-17,20702038500
2012-12-18,21050031600
2012-12-19,20957706900
2012-12-20,21050031600
2012-12-21,20915095500
2012-12-24,20765955600
2012-12-26,20744649900
2012-12-27,20638121400
2012-12-28,20488981500
2012-12-31,20697792200
2013-01-02,21380371400
2013-01-03,21273718400
2013-01-04,21472804000
2013-01-07,21359040800
2013-01-08,21209726600
2013-01-09,21359040800
2013-01-10,21714550800
2013-01-11,21551016200
2013-01-14,21515465200
2013-01-15,21558126400
2013-01-16,21551016200
2013-01-17,21963407800
2013-01-18,22070060800
2013-01-22,21934967000
2013-01-23,21870975200
2013-01-24,21977628200
2013-01-25,21949187400
2013-01-28,22041620000
2013-01-29,21991848600
2013-01-30,21728771200
2013-01-31,21529685600
2013-02-01,22126942400
2013-02-04,21700330400
2013-02-05,22055840400
2013-02-06,21942077200
2013-02-07,21806983400
2013-02-08,21792763000
2013-02-11,21778542600
2013-02-12,21757212000
2013-02-13,21700330400
2013-02-14,21586567200
2013-02-15,21522575400
2013-02-19,21593677400
2013-02-20,21330600000
2013-02-21,21359040800
2013-02-22,21742991600
2013-02-25,21252387800
2013-02-26,21387481600
2013-02-27,21607897800
2013-02-28,21586567200
2013-03-01,21799873200
2013-03-04,22134052600
2013-03-05,21622118200
2013-03-06,21806983400
2013-03-07,22126942400
2013-03-08,22326028000
2013-03-11,22596215600
2013-03-12,22304697400
2013-03-13,22446901400
2013-03-14,22560664600
2013-03-15,22027399600
2013-03-18,21863865000
2013-03-19,21892305800
2013-03-20,22020289400
2013-03-21,21785652800
2013-03-22,21899416000
2013-03-25,21913636400
2013-03-26,22190934200
2013-03-27,22240705600
2013-03-28,22318917800
2013-04-01,21943935052
2013-04-02,21780545442
2013-04-03,21432454533
2013-04-04,21745025962
2013-04-05,21382727261
2013-04-08,21581636351
2013-04-09,21951038949
2013-04-10,22270714273
2013-04-11,22192571416
2013-04-12,22029181806
2013-04-15,21382727261
2013-04-16,21602948040
2013-04-17,21325896092
2013-04-18,20793103884
2013-04-19,21091467520
2013-04-22,21148298689
2013-04-23,21290376611
2013-04-24,21475077910
2013-04-25,21787649338
2013-04-26,21716610377
2013-04-29,21894207780
2013-04-30,21858688299
2013-05-01,21560324663
2013-05-02,21737922066
2013-05-03,21979454533
2013-05-06,22135740247
2013-05-07,22384376611
2013-05-08,22391480507
2013-05-09,22270714273
2013-05-10,22313337650
2013-05-13,22547766221
2013-05-14,22917168818
2013-05-15,23080558428
2013-05-16,22860337649
2013-05-17,23123181805
2013-05-20,23201324662
2013-05-21,23243948039
2013-05-22,23187116870
2013-05-23,23350506480
2013-05-24,23314987000
2013-05-28,23542311675
2013-05-29,23670181805
2013-05-30,23769636350
2013-05-31,23386025961
2013-06-03,23506792194
2013-06-04,23414441545
2013-06-05,23073454532
2013-06-06,23215532454
2013-06-07,23606246740
2013-06-10,23748324662
2013-06-11,23663077909
2013-06-12,23414441545
2013-06-13,23741220766
2013-06-14,23286571415
2013-06-17,23520999987
2013-06-18,23712805181
2013-06-19,23435753233
2013-06-20,23428649337
2013-06-21,23925922064
2013-06-24,23599142844
2013-06-25,24032480506
2013-06-26,24067999986
2013-06-27,24238493493
2013-06-28,24067999986
2013-07-01,24361756020
2013-07-02,24462010159
2013-07-03,24469171170
2013-07-05,24977602880
2013-07-08,25027729950
2013-07-09,25099340049
2013-07-10,24920314799
2013-07-11,24762772580
2013-07-12,24920314799
2013-07-15,25163789140
2013-07-16,24948958840
2013-07-17,24941797830
2013-07-18,25106501060
2013-07-19,25135145100
2013-07-22,25392941460
2013-07-23,25586288729
2013-07-24,25550483680
2013-07-25,25514678630
2013-07-26,25593449740
2013-07-29,25400102470
2013-07-30,25493195600
2013-07-31,25557644690
2013-08-01,26087559430
2013-08-02,26080398420
2013-08-05,26066076400
2013-08-06,25836924080
2013-08-07,25421585500
2013-08-08,25407263479
2013-08-09,25392941460
2013-08-12,25471712570
2013-08-13,25686542870
2013-08-14,25564805700
2013-08-15,25292687320
2013-08-16,25443068530
2013-08-19,25414424490
2013-08-20,25521839640
2013-08-21,25307009340
2013-08-22,25715186909
2013-08-23,25607771760
2013-08-26,25493195600
2013-08-27,24698323490
2013-08-28,24576586320
2013-08-29,24533620260
2013-08-30,24318789960
2013-09-03,24211374810
2013-09-04,24297306930
2013-09-05,24297306930
2013-09-06,24003705520
2013-09-09,24175569760
2013-09-10,24211374810
2013-09-11,24247179860
2013-09-12,24254340870
2013-09-13,24354595010
2013-09-16,24691162479
2013-09-17,25106501060
2013-09-18,25206755200
2013-09-19,25106501060
2013-09-20,25099340049
2013-09-23,24483493190
2013-09-24,24254340870
2013-09-25,24333111979
2013-09-26,24304467940
2013-09-27,24325950970
2013-09-30,24206570718
2013-10-01,24407395601
2013-10-02,24256776939
2013-10-03,23955539615
2013-10-04,24149192180
2013-10-07,23769059366
2013-10-08,23424788138
2013-10-09,23496511311
2013-10-10,24163536815
2013-10-11,24192226084
2013-10-14,24256776939
2013-10-15,24048779739
2013-10-16,24543669629
2013-10-17,24385878650
2013-10-18,24098985960
2013-10-21,24428912553
2013-10-22,24880768540
2013-10-23,24895113174
2013-10-24,24837734636
2013-10-25,24966836347
2013-10-28,24945319395
2013-10-29,24787528416
2013-10-30,24694288291
2013-10-31,24364361698
2013-11-01,24306983160
2013-11-04,24292638525
2013-11-05,24142019863
2013-11-06,24063124373
2013-11-07,23582579118
2013-11-08,24120502911
2013-11-11,24020090470
2013-11-12,23697336194
2013-11-13,23855127173
2013-11-14,24070296691
2013-11-15,24228087670
2013-11-18,24271121574
2013-11-19,24285466208
2013-11-20,24393050967
2013-11-21,24665599022
2013-11-22,24916630126
2013-11-25,25009870250
