,CR
2013-12-10,3810127110
2013-12-11,3780465000
2013-12-12,3768832800
2013-12-13,3776975340
2013-12-16,3819432870
2013-12-17,3834554730
2013-12-18,3872940990
2013-12-19,3826412190
2013-12-20,3867124889
2013-12-23,3896205389
2013-12-24,3896787000
2013-12-26,3907837590
2013-12-27,3909000809
2013-12-30,3903766320
2013-12-31,3935201000
2014-01-02,3906528160
2014-01-03,3911209440
2014-01-06,3870248240
2014-01-07,3908283640
2014-01-08,3914135240
2014-01-09,3948659680
2014-01-10,3967969960
2014-01-13,3927008760
2014-01-14,4013612440
2014-01-15,4029996920
2014-01-16,4017708560
2014-01-17,4008931160
2014-01-21,4030582079
2014-01-22,4028241440
2014-01-23,3976162200
2014-01-24,3830457359
2014-01-27,3790666480
2014-01-28,3890143680
2014-01-29,3754386560
2014-01-30,3739172400
2014-01-31,3695870560
2014-02-03,3519152240
2014-02-04,3557772800
2014-02-05,3556017320
2014-02-06,3674804800
2014-02-07,3733905960
2014-02-10,3714595680
2014-02-11,3781303920
2014-02-12,3838649599
2014-02-13,3856789560
2014-02-14,3874344359
2014-02-18,3897750760
2014-02-19,3857374720
2014-02-20,3872588880
2014-02-21,3860300520
2014-02-24,3880195960
2014-02-25,3898335920
2014-02-26,3986695079
2014-02-27,3980843480
2014-02-28,4179212720
2014-03-03,4179212720
2014-03-04,4219003599
2014-03-05,4224855200
2014-03-06,4260549960
2014-03-07,4276349280
2014-03-10,4256453839
2014-03-11,4182138520
2014-03-12,4151125040
2014-03-13,4068617480
2014-03-14,4129474119
2014-03-17,4255283520
2014-03-18,4255283520
2014-03-19,4210811359
2014-03-20,4197937839
2014-03-21,4182138520
2014-03-24,4154636000
2014-03-25,4168094680
2014-03-26,4095534839
2014-03-27,4082076160
2014-03-28,4083831640
2014-03-31,4189525450
2014-04-01,4234276530
2014-04-02,4274905799
2014-04-03,4244875470
2014-04-04,4172449380
2014-04-07,4115921700
2014-04-08,4128875960
2014-04-09,4180693000
2014-04-10,4081180730
2014-04-11,4032896669
2014-04-14,4045262100
2014-04-15,4029363690
2014-04-16,4167738740
2014-04-17,4181870660
2014-04-21,4205423860
2014-04-22,4226032910
2014-04-23,4200124390
2014-04-24,4176571190
2014-04-25,4110033400
2014-04-28,4135941919
2014-04-29,4238398340
2014-04-30,4282560590
2014-05-01,4239576000
2014-05-02,4218966950
2014-05-05,4226621740
2014-05-06,4208368010
2014-05-07,4313179750
2014-05-08,4301403150
2014-05-09,4294337190
2014-05-12,4372651580
2014-05-13,4341443590
2014-05-14,4289037720
2014-05-15,4277849950
2014-05-16,4295514850
2014-05-19,4360874980
2014-05-20,4276672289
2014-05-21,4292570700
2014-05-22,4301991980
2014-05-23,4326722840
2014-05-27,4381484030
2014-05-28,4365585620
2014-05-29,4376184560
2014-05-30,4363819130
2014-06-02,4387961160
2014-06-03,4292570700
2014-06-04,4336144120
2014-06-05,4372062750
2014-06-06,4451554800
2014-06-09,4494539390
2014-06-10,4470397360
2014-06-11,4437422880
2014-06-12,4375006900
2014-06-13,4367352110
2014-06-16,4320245710
2014-06-17,4306113790
2014-06-18,4309646770
2014-06-19,4321423370
2014-06-20,4347920720
2014-06-23,4386783500
2014-06-24,4350276040
2014-06-25,4374418070
2014-06-26,4369118600
2014-06-27,4395027120
2014-06-30,4385083560
2014-07-01,4406313120
2014-07-02,4348521540
2014-07-03,4369751100
2014-07-07,4312549230
2014-07-08,4276576920
2014-07-09,4255347360
2014-07-10,4210529400
2014-07-11,4222323599
2014-07-14,4261244460
2014-07-15,4269500400
2014-07-16,4286601990
2014-07-17,4232938380
2014-07-18,4272448950
2014-07-21,4278346050
2014-07-22,4306062420
2014-07-23,4277756340
2014-07-24,4264193010
2014-07-25,4231758960
2014-07-28,4183402740
2014-07-29,4222913310
2014-07-30,4211119110
2014-07-31,4046000310
2014-08-01,3998823510
2014-08-04,4001772060
2014-08-05,3975235110
2014-08-06,3999413219
2014-08-07,4010028000
2014-08-08,4050717990
2014-08-11,4092587400
2014-08-12,4105561020
2014-08-13,4131508260
2014-08-14,4163942310
2014-08-15,4136815650
2014-08-18,4191658680
2014-08-19,4196966070
2014-08-20,4183992450
2014-08-21,4202863170
2014-08-22,4172198250
2014-08-25,4180454190
2014-08-26,4160993760
2014-08-27,4127970000
2014-08-28,4116765510
2014-08-29,4103791890
2014-09-02,4119124349
2014-09-03,4114406670
2014-09-04,4089049140
2014-09-05,4091407979
2014-09-08,4076075520
2014-09-09,4040103210
2014-09-10,4010617710
2014-09-11,4010028000
2014-09-12,4018283940
2014-09-15,4041282630
2014-09-16,4040103210
2014-09-17,4010617710
2014-09-18,4029488430
2014-09-19,3984670469
2014-09-22,3899162520
2014-09-23,3855523979
2014-09-24,3827217900
2014-09-25,3773554290
2014-09-26,3767657190
2014-09-29,3795373560
2014-09-30,3699428460
2014-10-01,3648510840
2014-10-02,3653192920
2014-10-03,3652022400
2014-10-06,3651437140
2014-10-07,3581205940
2014-10-08,3587643800
2014-10-09,3489905380
2014-10-10,3379876500
2014-10-13,3283308600
2014-10-14,3313156860
2014-10-15,3362318700
2014-10-16,3413236320
2014-10-17,3470591800
2014-10-20,3454204520
2014-10-21,3558966060
2014-10-22,3522094680
2014-10-23,3613395240
2014-10-24,3587643800
2014-10-27,3584132240
2014-10-28,3597007960
2014-10-29,3539067220
2014-10-30,3601104780
2014-10-31,3649096100
2014-11-03,3630367780
2014-11-04,3592911140
2014-11-05,3643828760
2014-11-06,3663142340
2014-11-07,3650851880
2014-11-10,3546675600
2014-11-11,3563062880
2014-11-12,3592911140
2014-11-13,3536140920
2014-11-14,3560136580
2014-11-17,3568915480
2014-11-18,3569500740
2014-11-19,3546675600
2014-11-20,3573012300
2014-11-21,3615736280
2014-11-24,3619833100
2014-11-25,3693575860
2014-11-26,3634464600
2014-11-28,3454789780
2014-12-01,3391581700
2014-12-02,3414406840
2014-12-03,3471177060
2014-12-04,3427282560
2014-12-05,3429038340
2014-12-08,3340078820
2014-12-09,3378120720
2014-12-10,3238828840
2014-12-11,3266921320
2014-12-12,3169182900
2014-12-15,3139334640
2014-12-16,3138749380
2014-12-17,3218344740
2014-12-18,3347101940
2014-12-19,3412065800
2014-12-22,3402701640
2014-12-23,3455960300
2014-12-24,3448937180
2014-12-26,3462983420
2014-12-29,3491661160
2014-12-30,3481711740
2014-12-31,3410470000
2015-01-02,3416861000
2015-01-05,3340169000
2015-01-06,3290784000
2015-01-07,3309957000
2015-01-08,3377353000
2015-01-09,3305890000
2015-01-12,3271030000
2015-01-13,3284974000
2015-01-14,3231522000
2015-01-15,3140305000
2015-01-16,3124618000
2015-01-20,3165869000
2015-01-21,3243723000
2015-01-22,3349465000
2015-01-23,3336102000
2015-01-26,3397107000
2015-01-27,3417442000
2015-01-28,3433129000
2015-01-29,3461598000
2015-01-30,3541195000
2015-02-02,3607429000
2015-02-03,3675987000
2015-02-04,3606267000
2015-02-05,3625440000
2015-02-06,3616725000
2015-02-09,3976945000
2015-02-10,4041436000
2015-02-11,3913616000
2015-02-12,3985079000
2015-02-13,3961839000
2015-02-17,3976364000
2015-02-18,3985079000
2015-02-19,4040274000
2015-02-20,4054218000
2015-02-23,4037368999
2015-02-24,4040855000
2015-02-25,4018196000
2015-02-26,3970554000
2015-02-27,3882823000
2015-03-02,3914777999
2015-03-03,3907806000
2015-03-04,3860745000
2015-03-05,3854354000
2015-03-06,3801483000
2015-03-09,3798577999
2015-03-10,3701551000
2015-03-11,3712590000
2015-03-12,3745125999
2015-03-13,3676568000
2015-03-16,3711428000
2015-03-17,3712009000
2015-03-18,3792187000
2015-03-19,3692255000
2015-03-20,3682378000
2015-03-23,3645775000
2015-03-24,3664367000
2015-03-25,3645775000
2015-03-26,3657976000
2015-03-27,3656814000
2015-03-30,3652166000
2015-03-31,3619780000
2015-04-01,3648200000
2015-04-02,3652260000
2015-04-06,3729980000
2015-04-07,3679520000
2015-04-08,3625000000
2015-04-09,3625000000
2015-04-10,3599480000
2015-04-13,3587880000
2015-04-14,3597740000
2015-04-15,3626740000
2015-04-16,3594840000
2015-04-17,3550180000
2015-04-20,3587880000
2015-04-21,3556560000
2015-04-22,3567580000
2015-04-23,3569900000
2015-04-24,3546120000
2015-04-27,3529300000
2015-04-28,3594260000
2015-04-29,3575700000
2015-04-30,3544380000
2015-05-01,3587880000
2015-05-04,3578600000
2015-05-05,3517700000
2015-05-06,3504940000
2015-05-07,3460860000
2015-05-08,3477100000
2015-05-11,3504360000
2015-05-12,3515960000
2015-05-13,3560620000
2015-05-14,3625580000
2015-05-15,3612240000
2015-05-18,3640080000
2015-05-19,3624420000
2015-05-20,3630220000
2015-05-21,3651680000
2015-05-22,3622100000
2015-05-26,3546120000
2015-05-27,3570480000
2015-05-28,3551340000
2015-05-29,3510740000
2015-06-01,3508420000
2015-06-02,3522340000
2015-06-03,3574540000
2015-06-04,3545540000
2015-06-05,3567000000
2015-06-08,3544380000
2015-06-09,3512480000
2015-06-10,3551920000
2015-06-11,3570480000
2015-06-12,3546700000
2015-06-15,3515960000
2015-06-16,3513640000
2015-06-17,3499140000
2015-06-18,3509000000
2015-06-19,3509000000
2015-06-22,3540320000
2015-06-23,3558300000
2015-06-24,3525820000
2015-06-25,3468980000
2015-06-26,3452740000
2015-06-29,3391840000
2015-06-30,3412213000
2015-07-01,3390135000
2015-07-02,3370962000
2015-07-06,3335521000
2015-07-07,3317510000
2015-07-08,3272773000
2015-07-09,3302985000
2015-07-10,3317510000
2015-07-13,3354694000
2015-07-14,3355275000
2015-07-15,3334359000
2015-07-16,3366895000
2015-07-17,3336683000
2015-07-20,3357599000
2015-07-21,3237913000
2015-07-22,3198405000
2015-07-23,3169355000
2015-07-24,3118227000
2015-07-27,3073490000
2015-07-28,3129847000
2015-07-29,3122294000
2015-07-30,3092082000
2015-07-31,3090920000
2015-08-03,3082786000
2015-08-04,3075233000
2015-08-05,3072328000
2015-08-06,3074071000
2015-08-07,3045602000
2015-08-10,3173422000
2015-08-11,3137400000
2015-08-12,3177489000
2015-08-13,3152506000
2015-08-14,3154830000
2015-08-17,3181556000
2015-08-18,3185623000
2015-08-19,3156573000
2015-08-20,3146115000
2015-08-21,3091501000
2015-08-24,2914296000
2015-08-25,2895704000
2015-08-26,2936374000
2015-08-27,3016552000
2015-08-28,3053155000
2015-08-31,3052574000
2015-09-01,2931145000
2015-09-02,2975301000
2015-09-03,2979368000
2015-09-04,2924754000
2015-09-08,2996798000
2015-09-09,2981692000
2015-09-10,2969491000
2015-09-11,2963100000
2015-09-14,2910810000
2015-09-15,2970653000
2015-09-16,3033401000
2015-09-17,2957871000
2015-09-18,2873626000
2015-09-21,2866654000
2015-09-22,2806230000
2015-09-23,2762655000
2015-09-24,2738834000
2015-09-25,2723147000
2015-09-28,2677248000
2015-09-29,2667371000
2015-09-30,2708041000
2015-10-01,2689449000
2015-10-02,2758588000
2015-10-05,2859682000
2015-10-06,2853291000
2015-10-07,2862006000
2015-10-08,2927659000
2015-10-09,2972396000
2015-10-12,2936955000
2015-10-13,2896285000
2015-10-14,2846900000
2015-10-15,2818431000
2015-10-16,2788800000
2015-10-19,2799839000
2015-10-20,2843995000
2015-10-21,2824822000
2015-10-22,2888732000
2015-10-23,2914296000
2015-10-26,2947413000
2015-10-27,3054317000
2015-10-28,3027591000
2015-10-29,3001446000
2015-10-30,3058384000
2015-11-02,3115903000
2015-11-03,3119970000
2015-11-04,3096730000
2015-11-05,3098473000
2015-11-06,3067099000
2015-11-09,3040373000
2015-11-10,3035144000
2015-11-11,3021200000
2015-11-12,2893961000
2015-11-13,2880598000
2015-11-16,2939860000
2015-11-17,2907324000
2015-11-18,2978787000
2015-11-19,2979368000
2015-11-20,2992150000
2015-11-23,2993893000
2015-11-24,3053736000
2015-11-25,3018876000
2015-11-27,3017133000
2015-11-30,3022362000
2015-12-01,3015971000
2015-12-02,2989245000
2015-12-03,2982273000
2015-12-04,2998541000
2015-12-07,2942765000
2015-12-08,2843995000
2015-12-09,2825403000
2015-12-10,2806811000
2015-12-11,2746387000
2015-12-14,2717918000
2015-12-15,2691773000
2015-12-16,2709203000
2015-12-17,2656332000
2015-12-18,2630187000
2015-12-21,2674343000
2015-12-22,2712689000
2015-12-23,2807392000
2015-12-24,2827146000
2015-12-28,2748711000
2015-12-29,2827146000
2015-12-30,2804487000
2015-12-31,2784288000
2016-01-04,2776140000
2016-01-05,2765664000
2016-01-06,2724342000
2016-01-07,2673708000
2016-01-08,2645772000
2016-01-11,2685348000
2016-01-12,2695824000
2016-01-13,2672544000
2016-01-14,2646354000
2016-01-15,2599794000
2016-01-19,2631222000
2016-01-20,2510748000
2016-01-21,2537520000
2016-01-22,2607360000
2016-01-25,2535774000
2016-01-26,2707464000
2016-01-27,2674872000
2016-01-28,2680692000
2016-01-29,2779632000
2016-02-01,2756934000
2016-02-02,2688840000
2016-02-03,2748786000
2016-02-04,2846562000
2016-02-05,2808732000
2016-02-08,2815716000
2016-02-09,2769738000
2016-02-10,2729580000
2016-02-11,2688258000
2016-02-12,2773230000
2016-02-16,2805240000
2016-02-17,2870424000
2016-02-18,2842488000
2016-02-19,2822118000
2016-02-22,2865186000
2016-02-23,2810478000
2016-02-24,2802912000
2016-02-25,2793600000
2016-02-26,2895450000
2016-02-29,2854710000
2016-03-01,2964708000
2016-03-02,2976930000
2016-03-03,3014760000
2016-03-04,3059574000
2016-03-07,3152694000
2016-03-08,3013596000
2016-03-09,2987988000
2016-03-10,2998464000
2016-03-11,3069468000
2016-03-14,3050262000
2016-03-15,3015342000
2016-03-16,3087510000
2016-03-17,3162006000
2016-03-18,3195762000
2016-03-21,3194016000
2016-03-22,3170154000
2016-03-23,3086346000
2016-03-24,3106134000
2016-03-28,3094494000
2016-03-29,3163752000
2016-03-30,3158514000
2016-03-31,3140038000
2016-04-01,3157528000
2016-04-04,3079989000
2016-04-05,3049673000
2016-04-06,3073576000
2016-04-07,3054337000
2016-04-08,3097479000
2016-04-11,3106807000
2016-04-12,3156362000
2016-04-13,3209415000
2016-04-14,3264800000
2016-04-15,3295116000
2016-04-18,3292784000
2016-04-19,3309691000
2016-04-20,3308525000
2016-04-21,3270047000
2016-04-22,3334760000
2016-04-25,3301529000
2016-04-26,3327764000
2016-04-27,3324849000
2016-04-28,3257221000
2016-04-29,3239731000
2016-05-02,3283456000
2016-05-03,3201836000
2016-05-04,3135957000
2016-05-05,3125463000
2016-05-06,3163941000
2016-05-09,3146451000
2016-05-10,3218743000
2016-05-11,3227488000
2016-05-12,3234484000
2016-05-13,3189593000
2016-05-16,3218743000
2016-05-17,3208249000
2016-05-18,3190176000
2016-05-19,3155196000
2016-05-20,3204168000
2016-05-23,3203002000
2016-05-24,3249642000
2016-05-25,3333594000
2016-05-26,3342922000
2016-05-27,3337675000
2016-05-31,3346420000
2016-06-01,3367408000
2016-06-02,3377319000
2016-06-03,3365076000
2016-06-06,3452526000
2016-06-07,3480510000
2016-06-08,3490421000
2016-06-09,3492170000
2016-06-10,3426874000
2016-06-13,3370906000
2016-06-14,3360412000
2016-06-15,3353416000
2016-06-16,3358080000
2016-06-17,3398307000
2016-06-20,3451943000
2016-06-21,3410550000
2016-06-22,3417546000
2016-06-23,3472931000
2016-06-24,3298614000
2016-06-27,3163941000
2016-06-28,3237982000
2016-06-29,3260136000
2016-06-30,3318120000
2016-07-01,3318705000
2016-07-05,3255525000
2016-07-06,3259620000
2016-07-07,3257865000
2016-07-08,3342690000
2016-07-11,3361995000
2016-07-12,3416400000
2016-07-13,3409965000
2016-07-14,3429855000
2016-07-15,3439215000
2016-07-18,3432195000
2016-07-19,3421080000
2016-07-20,3435705000
2016-07-21,3426345000
2016-07-22,3428685000
2016-07-25,3390075000
2016-07-26,3615300000
2016-07-27,3627585000
2016-07-28,3624075000
2016-07-29,3644550000
2016-08-01,3658005000
2016-08-02,3678480000
2016-08-03,3690765000
2016-08-04,3686085000
2016-08-05,3775590000
2016-08-08,3775590000
2016-08-09,3793140000
2016-08-10,3812445000
2016-08-11,3809520000
2016-08-12,3773835000
2016-08-15,3797235000
2016-08-16,3761550000
2016-08-17,3776760000
2016-08-18,3801914999
2016-08-19,3813615000
2016-08-22,3794895000
2016-08-23,3825315000
2016-08-24,3793140000
2016-08-25,3812445000
2016-08-26,3815955000
2016-08-29,3828240000
2016-08-30,3818295000
2016-08-31,3762719999
2016-09-01,3778515000
2016-09-02,3811860000
2016-09-06,3788460000
2016-09-07,3763890000
2016-09-08,3746340000
2016-09-09,3632850000
2016-09-12,3645135000
2016-09-13,3593655000
2016-09-14,3562650000
2016-09-15,3591315000
2016-09-16,3530475000
2016-09-19,3592485000
2016-09-20,3574350000
2016-09-21,3636945000
2016-09-22,3713580000
2016-09-23,3627585000
2016-09-26,3610620000
2016-09-27,3635190000
2016-09-28,3667950000
2016-09-29,3645135000
2016-09-30,3684492296
2016-10-03,3654670187
2016-10-04,3609059903
2016-10-05,3677475329
2016-10-06,3674551593
2016-10-07,3568712344
2016-10-10,3570466586
2016-10-11,3560525883
2016-10-12,3573390322
2016-10-13,3552339422
2016-10-14,3554093663
2016-10-17,3553508916
2016-10-18,3545322455
2016-10-19,3588593750
2016-10-20,3548246191
2016-10-21,3533627510
2016-10-24,3538890235
2016-10-25,3938272594
2016-10-26,3942365824
2016-10-27,3969264197
2016-10-28,3988560855
2016-10-31,3976865911
2016-11-01,3948798044
2016-11-02,3922484418
2016-11-03,3911374221
2016-11-04,3890908068
2016-11-07,3990899844
2016-11-08,3990899844
2016-11-09,4123637465
2016-11-10,4251112362
2016-11-11,4300231129
2016-11-14,4366307566
2016-11-15,4331222732
2016-11-16,4320697282
2016-11-17,4315434557
2016-11-18,4311926074
2016-11-21,4350519391
2016-11-22,4399638158
2016-11-23,4424782289
2016-11-25,4435307739
2016-11-28,4410163608
2016-11-29,4312510821
2016-11-30,4297307393
2016-12-01,4356366863
2016-12-02,4393790686
2016-12-05,4418350069
2016-12-06,4461036617
2016-12-07,4523604571
2016-12-08,4492612968
2016-12-09,4466884089
2016-12-12,4473316309
2016-12-13,4428875520
2016-12-14,4348180402
2016-12-15,4352858380
2016-12-16,4248773373
2016-12-19,4303154865
2016-12-20,4317188799
2016-12-21,4261637812
2016-12-22,4283858206
2016-12-23,4276256492
2016-12-27,4284442954
2016-12-28,4221875000
2016-12-29,4214273286
2016-12-30,4217197022
2017-01-03,4340760000
2017-01-04,4397688000
2017-01-05,4352620000
2017-01-06,4345504000
2017-01-09,4242915000
2017-01-10,4332458000
2017-01-11,4371596000
2017-01-12,4333051000
2017-01-13,4376340000
2017-01-17,4266042000
2017-01-18,4307552000
2017-01-19,4306366000
2017-01-20,4298657000
2017-01-23,4271972000
2017-01-24,4410141000
2017-01-25,4462325000
2017-01-26,4423780000
2017-01-27,4408955000
2017-01-30,4382270000
2017-01-31,4271972000
2017-02-01,4419629000
2017-02-02,4391165000
2017-02-03,4468848000
2017-02-06,4401839000
2017-02-07,4402432000
2017-02-08,4341353000
2017-02-09,4340760000
2017-02-10,4367445000
2017-02-13,4357957000
2017-02-14,4344911000
2017-02-15,4380491000
2017-02-16,4378712000
2017-02-17,4375747000
2017-02-21,4420222000
2017-02-22,4389386000
2017-02-23,4290948000
2017-02-24,4341353000
2017-02-27,4398874000
2017-02-28,4286797000
2017-03-01,4438012000
2017-03-02,4289762000
2017-03-03,4293320000
2017-03-06,4466476000
2017-03-07,4423780000
2017-03-08,4413106000
2017-03-09,4322377000
2017-03-10,4399467000
2017-03-13,4396502000
2017-03-14,4389386000
2017-03-15,4440384000
2017-03-16,4409548000
2017-03-17,4457581000
2017-03-20,4449279000
2017-03-21,4337202000
2017-03-22,4341946000
2017-03-23,4349062000
2017-03-24,4292133999
2017-03-27,4297471000
2017-03-28,4357957000
2017-03-29,4369817000
2017-03-30,4416071000
2017-03-31,4452385000
2017-04-03,4405380000
2017-04-04,4447625000
2017-04-05,4401810000
2017-04-06,4451790000
2017-04-07,4446435000
2017-04-10,4475590000
2017-04-11,4501770000
2017-04-12,4398835000
2017-04-13,4358375000
2017-04-17,4451195000
2017-04-18,4455955000
2017-04-19,4470235000
2017-04-20,4579715000
2017-04-21,4554130000
2017-04-24,4635645000
2017-04-25,4783205000
2017-04-26,4786775000
2017-04-27,4762975000
2017-04-28,4754645000
2017-05-01,4720730000
2017-05-02,4720135000
2017-05-03,4712995000
2017-05-04,4689790000
2017-05-05,4746315000
2017-05-08,4720730000
2017-05-09,4697525000
2017-05-10,4709425000
2017-05-11,4664205000
2017-05-12,4628505000
2017-05-15,4673725000
2017-05-16,4736200000
2017-05-17,4601135000
2017-05-18,4567220000
2017-05-19,4593995000
2017-05-22,4580310000
2017-05-23,4608275000
2017-05-24,4604110000
2017-05-25,4578525000
2017-05-26,4588640000
2017-05-30,4581500000
2017-05-31,4616010000
2017-06-01,4718945000
2017-06-02,4696930000
2017-06-05,4664800000
2017-06-06,4646355000
2017-06-07,4618390000
2017-06-08,4693955000
2017-06-09,4723110000
2017-06-12,4715970000
2017-06-13,4699310000
2017-06-14,4655875000
2017-06-15,4685030000
2017-06-16,4724300000
2017-06-19,4774280000
2017-06-20,4736200000
2017-06-21,4670155000
2017-06-22,4670750000
2017-06-23,4715970000
2017-06-26,4744530000
2017-06-27,4642785000
2017-06-28,4720135000
2017-06-29,4674915000
2017-06-30,4723110000
2017-07-03,4766545000
2017-07-05,4830805000
2017-07-06,4795700000
2017-07-07,4864125000
2017-07-10,4897445000
2017-07-11,4877810000
2017-07-12,4960515000
2017-07-13,4920055000
2017-07-14,4953970000
2017-07-17,4959325000
2017-07-18,4913510000
2017-07-19,4953375000
2017-07-20,4956945000
2017-07-21,4970630000
2017-07-24,5011090000
2017-07-25,4609465000
2017-07-26,4474400000
2017-07-27,4508910000
2017-07-28,4491060000
2017-07-31,4492250000
2017-08-01,4519025000
2017-08-02,4533305000
2017-08-03,4488085000
2017-08-04,4535685000
2017-08-07,4535685000
2017-08-08,4517835000
2017-08-09,4472615000
2017-08-10,4386340000
2017-08-11,4408355000
2017-08-14,4496415000
2017-08-15,4492845000
2017-08-16,4470830000
2017-08-17,4365515000
2017-08-18,4372655000
2017-08-21,4341715000
2017-08-22,4396455000
2017-08-23,4375630000
2017-08-24,4344690000
2017-08-25,4383365000
2017-08-28,4382770000
2017-08-29,4391100000
2017-08-30,4380985000
2017-08-31,4416685000
2017-09-01,4421445000
2017-09-05,4357185000
2017-09-06,4329220000
2017-09-07,4295305000
2017-09-08,4364920000
2017-09-11,4438105000
2017-09-12,4465475000
2017-09-13,4472615000
2017-09-14,4504745000
2017-09-15,4538065000
2017-09-18,4567815000
2017-09-19,4560080000
2017-09-20,4651710000
2017-09-21,4647545000
2017-09-22,4661825000
2017-09-25,4671940000
2017-09-26,4718350000
2017-09-27,4776660000
2017-09-28,4790345000
2017-09-29,4759405000
2017-10-02,4749615992
2017-10-03,4770775029
2017-10-04,4757844506
2017-10-05,4744326233
2017-10-06,4739036474
2017-10-09,4744326233
2017-10-10,4741975229
2017-10-11,4744913984
2017-10-12,4784881053
2017-10-13,4798399327
2017-10-16,4850709168
2017-10-17,4822497119
2017-10-18,4848945915
2017-10-19,4863051939
2017-10-20,4943573829
2017-10-23,4914186278
2017-10-24,5042903751
2017-10-25,4991181661
2017-10-26,5059948531
2017-10-27,5015279453
2017-10-30,4867753947
2017-10-31,4885386478
2017-11-01,4898317000
2017-11-02,4951214592
2017-11-03,4958855355
2017-11-06,4985891902
2017-11-07,4984716400
2017-11-08,4952390094
2017-11-09,4859525433
2017-11-10,4858937682
2017-11-13,4848945915
2017-11-14,4857762180
2017-11-15,4787232057
2017-11-16,4843656155
2017-11-17,4836603143
2017-11-20,4848945915
2017-11-21,4865402943
2017-11-22,4868929449
2017-11-24,4850709168
2017-11-27,4869517200
2017-11-28,4928880053
2017-11-29,4907133265
2017-11-30,5017630457
2017-12-01,4900668004
2017-12-04,4931231057
2017-12-05,4851296919
2017-12-06,5073466804
2017-12-07,5099915600
2017-12-08,5054658772
2017-12-11,4971785878
2017-12-12,4997059172
2017-12-13,5002936682
2017-12-14,4985304151
2017-12-15,5039964996
2017-12-18,5212763796
2017-12-19,5197482269
2017-12-20,5246853355
2017-12-21,5316795726
2017-12-22,5235098335
2017-12-26,5237449339
2017-12-27,5238037090
2017-12-28,5246265604
2017-12-29,5243914600
2018-01-02,5355687000
2018-01-03,5374791000
2018-01-04,5436282000
2018-01-05,5453595000
2018-01-08,5466729000
2018-01-09,5450013000
2018-01-10,5394492000
2018-01-11,5467326000
2018-01-12,5509116000
2018-01-16,5510310000
2018-01-17,5565831000
2018-01-18,5525235000
2018-01-19,5559861000
2018-01-22,5521056000
2018-01-23,5523444000
2018-01-24,5531802000
2018-01-25,5602845000
2018-01-26,5617173000
2018-01-29,5575980000
2018-01-30,5781348000
2018-01-31,5966418000
2018-02-01,5941344000
2018-02-02,5800452000
2018-02-05,5593293000
2018-02-06,5575383000
2018-02-07,5557473000
2018-02-08,5340165000
2018-02-09,5340165000
2018-02-12,5401656000
2018-02-13,5410611000
2018-02-14,5537772000
2018-02-15,5628516000
2018-02-16,5647023000
2018-02-20,5593890000
2018-02-21,5583144000
2018-02-22,5618964000
2018-02-23,5625531000
2018-02-26,5662545000
2018-02-27,5573592000
2018-02-28,5510907000
2018-03-01,5392701000
2018-03-02,5484042000
2018-03-05,5558667000
2018-03-06,5580756000
2018-03-07,5610606000
2018-03-08,5660157000
2018-03-09,5786124000
2018-03-12,5724633000
2018-03-13,5673291000
2018-03-14,5640456000
2018-03-15,5642844000
2018-03-16,5655381000
2018-03-19,5642844000
2018-03-20,5687619000
2018-03-21,5715678000
2018-03-22,5538369000
2018-03-23,5449416000
2018-03-26,5583144000
2018-03-27,5458968000
2018-03-28,5412402000
2018-03-29,5536578000
2018-04-02,5396880000
2018-04-03,5483445000
2018-04-04,5487027000
2018-04-05,5553294000
2018-04-06,5386731000
2018-04-09,5391507000
2018-04-10,5549712000
2018-04-11,5518071000
2018-04-12,5553891000
2018-04-13,5540160000
2018-04-16,5592696000
2018-04-17,5700753000
2018-04-18,5702544000
2018-04-19,5700753000
2018-04-20,5676276000
2018-04-23,5696574000
2018-04-24,5241063000
2018-04-25,5178378000
2018-04-26,5069724000
2018-04-27,5081067000
2018-04-30,4993308000
2018-05-01,5032113000
2018-05-02,5041665000
2018-05-03,4993308000
2018-05-04,5057187000
2018-05-07,5096589000
2018-05-08,5132409000
2018-05-09,5141961000
2018-05-10,5148528000
2018-05-11,5187930000
2018-05-14,5135394000
2018-05-15,5111514000
2018-05-16,5121066000
2018-05-17,5165244000
2018-05-18,5199273000
2018-05-21,5255391000
2018-05-22,5189721000
2018-05-23,5147931000
2018-05-24,5155692000
2018-05-25,5064351000
2018-05-29,5021367000
2018-05-30,5083455000
2018-05-31,4961667000
2018-06-01,5002263000
2018-06-04,5035695000
2018-06-05,5071515000
2018-06-06,5091216000
2018-06-07,5106141000
2018-06-08,5111514000
2018-06-11,5106738000
2018-06-12,5095395000
2018-06-13,5011815000
2018-06-14,5034501000
2018-06-15,4978383000
2018-06-18,5001666000
2018-06-19,4955697000
2018-06-20,4941966000
2018-06-21,4779582000
2018-06-22,4832118000
2018-06-25,4802865000
2018-06-26,4885251000
2018-06-27,4851819000
2018-06-28,4776000000
2018-06-29,4783761000
2018-07-02,4746150000
2018-07-03,4757493000
2018-07-05,4802865000
2018-07-06,4795701000
2018-07-09,4873908000
2018-07-10,4884654000
2018-07-11,4832715000
2018-07-12,4846446000
2018-07-13,4891818000
2018-07-16,4847043000
2018-07-17,4895997000
2018-07-18,4961667000
2018-07-19,5050023000
2018-07-20,5036292000
2018-07-23,4924056000
2018-07-24,4995099000
2018-07-25,5254197000
2018-07-26,5312106000
2018-07-27,5302554000
