,CRL
2014-06-12,2554114220
2014-06-13,2555991900
2014-06-16,2540501040
2014-06-17,2534868000
2014-06-18,2536276260
2014-06-19,2528765540
2014-06-20,2550828280
2014-06-23,2526887860
2014-06-24,2493559040
2014-06-25,2523601920
2014-06-26,2499192080
2014-06-27,2474782240
2014-06-30,2462776320
2014-07-01,2487624960
2014-07-02,2491766400
2014-07-03,2500049280
2014-07-07,2491766400
2014-07-08,2447130880
2014-07-09,2453112960
2014-07-10,2462776320
2014-07-11,2420901760
2014-07-14,2456334080
2014-07-15,2442989440
2014-07-16,2428724480
2014-07-17,2403875840
2014-07-18,2430104960
2014-07-21,2420441600
2014-07-22,2457714560
2014-07-23,2469678720
2014-07-24,2472899840
2014-07-25,2477961600
2014-07-28,2495447680
2014-07-29,2541003520
2014-07-30,2572754560
2014-07-31,2494527360
2014-08-01,2462776320
2014-08-04,2448971520
2014-08-05,2452652800
2014-08-06,2475200640
2014-08-07,2599904000
2014-08-08,2613248640
2014-08-11,2611408000
2014-08-12,2702059520
2014-08-13,2696537600
2014-08-14,2705280640
2014-08-15,2717244800
2014-08-18,2735191040
2014-08-19,2746234880
2014-08-20,2736571520
2014-08-21,2715864320
2014-08-22,2720005760
2014-08-25,2745314560
2014-08-26,2781667200
2014-08-27,2752216960
2014-08-28,2756818560
2014-08-29,2719545600
2014-09-02,2714483840
2014-09-03,2772464000
2014-09-04,2816179200
2014-09-05,2772924160
2014-09-08,2779826560
2014-09-09,2749916160
2014-09-10,2794091520
2014-09-11,2797312640
2014-09-12,2790410240
2014-09-15,2772924160
2014-09-16,2783968000
2014-09-17,2788109440
2014-09-18,2810197120
2014-09-19,2782587520
2014-09-22,2784428160
2014-09-23,2753137280
2014-09-24,2794551680
2014-09-25,2758199040
2014-09-26,2744394240
2014-09-29,2804760739
2014-09-30,2775491246
2014-10-01,2746686349
2014-10-02,2803366954
2014-10-03,2850755656
2014-10-06,2787106124
2014-10-07,2725779569
2014-10-08,2768057724
2014-10-09,2727173354
2014-10-10,2641687852
2014-10-13,2623104047
2014-10-14,2626356213
2014-10-15,2676532486
2014-10-16,2793610456
2014-10-17,2849361870
2014-10-20,2807548310
2014-10-21,2891175431
2014-10-22,2872591626
2014-10-23,2906507070
2014-10-24,2959006319
2014-10-27,2964116865
2014-10-28,2975731743
2014-10-29,2995244738
2014-10-30,2918121948
2014-10-31,2934382777
2014-11-03,2993386358
2014-11-04,2978983909
2014-11-05,2912082212
2014-11-06,2960864699
2014-11-07,2943674680
2014-11-10,2970156602
2014-11-11,2987346621
2014-11-12,3014293138
2014-11-13,2995709333
2014-11-14,2962258485
2014-11-17,2949249821
2014-11-18,2970621197
2014-11-19,2949249821
2014-11-20,2966439841
2014-11-21,2967369031
2014-11-24,3047279392
2014-11-25,2996173928
2014-11-26,3009182592
2014-11-28,3008253402
2014-12-01,2981771480
2014-12-02,3000355284
2014-12-03,2993386358
2014-12-04,2972479577
2014-12-05,2969227411
2014-12-08,2964581460
2014-12-09,2973408768
2014-12-10,2892104622
2014-12-11,2926020065
2014-12-12,2911153021
2014-12-15,2892569217
2014-12-16,2869804056
2014-12-17,2921374114
2014-12-18,2955289558
2014-12-19,2971550387
2014-12-22,2969227411
2014-12-23,2939028729
2014-12-24,2954360368
2014-12-26,2986882026
2014-12-29,3013987680
2014-12-30,2999956080
2014-12-31,2976570080
2015-01-02,2987795360
2015-01-05,3011181360
2015-01-06,3023809800
2015-01-07,3096306400
2015-01-08,3113144320
2015-01-09,3121095560
2015-01-12,3151965080
2015-01-13,3222123080
2015-01-14,3216042720
2015-01-15,3171141600
2015-01-16,3190318119
2015-01-20,3187979520
2015-01-21,3155706840
2015-01-22,3197333920
2015-01-23,3217445880
2015-01-26,3301635480
2015-01-27,3281991240
2015-01-28,3259540680
2015-01-29,3262814720
2015-01-30,3243638199
2015-02-02,3222123080
2015-02-03,3263750160
2015-02-04,3230542039
2015-02-05,3288539320
2015-02-06,3252992600
2015-02-09,3217913600
2015-02-10,3260008400
2015-02-11,3420904080
2015-02-12,3458321680
2015-02-13,3442886920
2015-02-17,3449435000
2015-02-18,3489191199
2015-02-19,3500884199
2015-02-20,3563090960
2015-02-23,3588347840
2015-02-24,3568703600
2015-02-25,3592089600
2015-02-26,3590686440
2015-02-27,3586009240
2015-03-02,3589751000
2015-03-03,3536898640
2015-03-04,3583202920
2015-03-05,3634184400
2015-03-06,3590686440
2015-03-09,3655231800
2015-03-10,3666924800
2015-03-11,3718374000
2015-03-12,3755323880
2015-03-13,3750646680
2015-03-16,3833900840
2015-03-17,3830626800
2015-03-18,3832965400
2015-03-19,3938202400
2015-03-20,3932589760
2015-03-23,3896575320
2015-03-24,3826885039
2015-03-25,3651490039
2015-03-26,3695455720
2015-03-27,3723518920
2015-03-30,3726065250
2015-03-31,3700860750
2015-04-01,3672855750
2015-04-02,3633648749
2015-04-06,3671922250
2015-04-07,3624780500
2015-04-08,3661653750
2015-04-09,3689192000
2015-04-10,3676589750
2015-04-13,3690592249
2015-04-14,3678456750
2015-04-15,3673789249
2015-04-16,3651851999
2015-04-17,3652785500
2015-04-20,3665854500
2015-04-21,3668188250
2015-04-22,3643450500
2015-04-23,3635515750
2015-04-24,3612645000
2015-04-27,3587907250
2015-04-28,3538431750
2015-04-29,3558968750
2015-04-30,3228043000
2015-05-01,3296188500
2015-05-04,3357799500
2015-05-05,3285453250
2015-05-06,3280785750
2015-05-07,3256514750
2015-05-08,3289654000
2015-05-11,3290120749
2015-05-12,3261649000
2015-05-13,3285453250
2015-05-14,3332128250
2015-05-15,3292454500
2015-05-18,3347997750
2015-05-19,3346130750
2015-05-20,3381137000
2015-05-21,3387204749
2015-05-22,3389538500
2015-05-26,3367134500
2015-05-27,3404941250
2015-05-28,3432946250
2015-05-29,3376469500
2015-06-01,3381137000
2015-06-02,3388604999
2015-06-03,3432012750
2015-06-04,3414276250
2015-06-05,3416610000
2015-06-08,3428745499
2015-06-09,3403074250
2015-06-10,3428278750
2015-06-11,3442281250
2015-06-12,3397940000
2015-06-15,3379270000
2015-06-16,3378336500
2015-06-17,3361066750
2015-06-18,3433413000
2015-06-19,3438547250
2015-06-22,3488022750
2015-06-23,3482421750
2015-06-24,3413809500
2015-06-25,3400273749
2015-06-26,3346130750
2015-06-29,3257427300
2015-06-30,3256038600
2015-07-01,3240762900
2015-07-02,3219006600
2015-07-06,3246317700
2015-07-07,3259278900
2015-07-08,3190306800
2015-07-09,3331954200
2015-07-10,3392594100
2015-07-13,3437958300
2015-07-14,3458325899
2015-07-15,3466658100
2015-07-16,3477304800
2015-07-17,3481470899
2015-07-20,3510170700
2015-07-21,3492117600
2015-07-22,3511559400
2015-07-23,3508319100
2015-07-24,3477304800
2015-07-27,3473138700
2015-07-28,3534241499
2015-07-29,3542110800
2015-07-30,3445827600
2015-07-31,3593029800
2015-08-03,3557849400
2015-08-04,3531927000
2015-08-05,3527298000
2015-08-06,3423608399
2015-08-07,3473601600
2015-08-10,3467121000
2015-08-11,3487488600
2015-08-12,3523594800
2015-08-13,3503227200
2015-08-14,3484711200
2015-08-17,3506930400
2015-08-18,3478230600
2015-08-19,3461103300
2015-08-20,3318067200
2015-08-21,3239837100
2015-08-24,3044493300
2015-08-25,3003758100
2015-08-26,3165773100
2015-08-27,3245391900
2015-08-28,3257890200
2015-08-31,3188918100
2015-09-01,3081525299
2015-09-02,3145405500
2015-09-03,3128741100
2015-09-04,3115779900
2015-09-08,3219932400
2015-09-09,3199101900
2015-09-10,3243540299
2015-09-11,3283349700
2015-09-14,3266222400
2015-09-15,3285664200
2015-09-16,3339360600
2015-09-17,3402315000
2015-09-18,3337508999
2015-09-21,3266222400
2015-09-22,3211137300
2015-09-23,3206508300
2015-09-24,3150497400
2015-09-25,2994963000
2015-09-28,2849707710
2015-09-29,2892737880
2015-09-30,2939006880
2015-10-01,2919111210
2015-10-02,2984813190
2015-10-05,2957051790
2015-10-06,2857110750
2015-10-07,2902917060
2015-10-08,2876081040
2015-10-09,2990365470
2015-10-12,3052365930
2015-10-13,3007485000
2015-10-14,2956126410
2015-10-15,3037097160
2015-10-16,3055604760
2015-10-19,3112052940
2015-10-20,3033858329
2015-10-21,3066709320
2015-10-22,2985275880
2015-10-23,3033858329
2015-10-26,3086142300
2015-10-27,3074112360
2015-10-28,3122694810
2015-10-29,3068560079
2015-10-30,3018589560
2015-11-02,3187471410
2015-11-03,3170351880
2015-11-04,3306845430
2015-11-05,3350800980
2015-11-06,3424368690
2015-11-09,3377637000
2015-11-10,3426219450
2015-11-11,3375786239
2015-11-12,3289263210
2015-11-13,3286024380
2015-11-16,3317487300
2015-11-17,3364681680
2015-11-18,3430846350
2015-11-19,3462309270
2015-11-20,3477578040
2015-11-23,3532175460
2015-11-24,3539578500
2015-11-25,3573354870
2015-11-27,3610832760
2015-11-30,3542817329
2015-12-01,3618698489
2015-12-02,3537265050
2015-12-03,3466010790
2015-12-04,3554847270
2015-12-07,3496085640
2015-12-08,3501175230
2015-12-09,3443801670
2015-12-10,3496085640
2015-12-11,3534951600
2015-12-14,3532638149
2015-12-15,3636743399
2015-12-16,3680698950
2015-12-17,3672833220
2015-12-18,3600653579
2015-12-21,3639056850
2015-12-22,3671907840
2015-12-23,3679773570
2015-12-24,3705221520
2015-12-28,3717367400
2015-12-29,3754681000
2015-12-30,3756546680
2015-12-31,3749550380
2016-01-04,3649736500
2016-01-05,3638076000
2016-01-06,3562982380
2016-01-07,3662329840
2016-01-08,3682385900
2016-01-11,3540127800
2016-01-12,3575109300
2016-01-13,3467366280
2016-01-14,3525202360
2016-01-15,3476228260
2016-01-19,3535463600
2016-01-20,3493485800
2016-01-21,3445910960
2016-01-22,3519138900
2016-01-25,3532665079
2016-01-26,3592366840
2016-01-27,3505146300
2016-01-28,3388541300
2016-01-29,3462235660
2016-02-01,3492086540
2016-02-02,3374548699
2016-02-03,3366619560
2016-02-04,3340033620
2016-02-05,3267738520
2016-02-08,3129678199
2016-02-09,3179118720
2016-02-10,3358690420
2016-02-11,3302720020
2016-02-12,3361488939
2016-02-16,3410929460
2016-02-17,3418858600
2016-02-18,3371750180
2016-02-19,3419325020
2016-02-22,3403466740
2016-02-23,3382944260
2016-02-24,3399735380
2016-02-25,3408597360
2016-02-26,3437515400
2016-02-29,3424922060
2016-03-01,3484623819
2016-03-02,3507478400
2016-03-03,3479026780
2016-03-04,3472030480
2016-03-07,3519138900
2016-03-08,3493952220
2016-03-09,3455239360
2016-03-10,3431451939
2016-03-11,3494885060
2016-03-14,3446377380
2016-03-15,3314846939
2016-03-16,3322776079
2016-03-17,3296190140
2016-03-18,3446377380
2016-03-21,3451508000
2016-03-22,3488821600
2016-03-23,3461302819
2016-03-24,3466899860
2016-03-28,3490043760
2016-03-29,3582283320
2016-03-30,3550281840
2016-03-31,3573812340
2016-04-01,3650051160
2016-04-04,3742290720
2016-04-05,3728172420
2016-04-06,3869826030
2016-04-07,3833118450
2016-04-08,3854295900
2016-04-11,3763938780
2016-04-12,3743702550
2016-04-13,3798763920
2016-04-14,3790292940
2016-04-15,3786998670
2016-04-18,3836883330
2016-04-19,3734290349
2016-04-20,3776645250
2016-04-21,3803470019
2016-04-22,3811470389
2016-04-25,3843471870
2016-04-26,3835471500
2016-04-27,3836883330
2016-04-28,3766291830
2016-04-29,3730525470
2016-05-02,3736643400
2016-05-03,3708406800
2016-05-04,3718289610
2016-05-05,3800175750
2016-05-06,3806764290
2016-05-09,3906533610
2016-05-10,3953594610
2016-05-11,3859472610
2016-05-12,3831706620
2016-05-13,3897121410
2016-05-16,3951241559
2016-05-17,3940417530
2016-05-18,3949359120
2016-05-19,3938535090
2016-05-20,3980889990
2016-05-23,3976183889
2016-05-24,4019480010
2016-05-25,4017597570
2016-05-26,4024656720
2016-05-27,4049128440
2016-05-31,4043951730
2016-06-01,4070776500
2016-06-02,4115484450
2016-06-03,4040186849
2016-06-06,4052893320
2016-06-07,4028421599
2016-06-08,4034068920
2016-06-09,4048657830
2016-06-10,3987478530
2016-06-13,3968183519
2016-06-14,3959241930
2016-06-15,3944653019
2016-06-16,3911710320
2016-06-17,3863237490
2016-06-20,3900886290
2016-06-21,3893827139
2016-06-22,3921122519
2016-06-23,3961594980
2016-06-24,3781351349
2016-06-27,3581802000
2016-06-28,3713378399
2016-06-29,3801095999
2016-06-30,3887870400
2016-07-01,3928428000
2016-07-05,3906262800
2016-07-06,3935973599
2016-07-07,3985020000
2016-07-08,4033123200
2016-07-11,4034538000
2016-07-12,4054345200
2016-07-13,4006713599
2016-07-14,4058118000
2016-07-15,4037839200
2016-07-18,4015674000
2016-07-19,3988321199
2016-07-20,4064248800
2016-07-21,4056231600
2016-07-22,4092544800
2016-07-25,4072265999
2016-07-26,4140176400
2016-07-27,4103863200
2016-07-28,4126500000
2016-07-29,4146778800
2016-08-01,4170830400
2016-08-02,4104806400
2016-08-03,4053873599
2016-08-04,4103863200
2016-08-05,4042555200
2016-08-08,3977002800
2016-08-09,3968514000
2016-08-10,3920410800
2016-08-11,3927013200
2016-08-12,3910507200
2016-08-15,3927956400
2016-08-16,3930785999
2016-08-17,3910507200
2016-08-18,3931257600
2016-08-19,3898245600
2016-08-22,3942104400
2016-08-23,3940218000
2016-08-24,3863347200
2016-08-25,3882211199
2016-08-26,3919467600
2016-08-29,3962383200
2016-08-30,3973701600
2016-08-31,3924183599
2016-09-01,3942575999
2016-09-02,3981247200
2016-09-06,3819016800
2016-09-07,3870892800
2016-09-08,3845898000
2016-09-09,3714321600
2016-09-12,3781288800
2016-09-13,3754879200
2016-09-14,3799209600
2016-09-15,3831278399
2016-09-16,3820903200
2016-09-19,3794965200
2016-09-20,3796851600
2016-09-21,3853915200
2016-09-22,3912393599
2016-09-23,3902961600
2016-09-26,3893505000
2016-09-27,3961464360
2016-09-28,3943058700
2016-09-29,3895392760
2016-09-30,3933147960
2016-10-03,3949193920
2016-10-04,3920405579
2016-10-05,3915686180
2016-10-06,3931260200
2016-10-07,3918989760
2016-10-10,3939755120
2016-10-11,3851974280
2016-10-12,3808083860
2016-10-13,3818466540
2016-10-14,3801476700
2016-10-17,3777879700
2016-10-18,3826489520
2016-10-19,3802892520
2016-10-20,3917102000
2016-10-21,3876043220
2016-10-24,3908607079
2016-10-25,3769856720
2016-10-26,3680660059
2016-10-27,3609397120
2016-10-28,3586744000
2016-10-31,3581080720
2016-11-01,3496131520
2016-11-02,3309243280
2016-11-03,3180875600
2016-11-04,3218158860
2016-11-07,3317266260
2016-11-08,3402687399
2016-11-09,3556067899
2016-11-10,3557011780
2016-11-11,3522088220
2016-11-14,3542381640
2016-11-15,3491412120
2016-11-16,3411654260
2016-11-17,3478669739
2016-11-18,3468759000
2016-11-21,3418733360
2016-11-22,3418733360
2016-11-23,3427700220
2016-11-25,3408350680
2016-11-28,3377202640
2016-11-29,3377202640
2016-11-30,3355493399
2016-12-01,3304523880
2016-12-02,3391832780
2016-12-05,3404575160
2016-12-06,3492827940
2016-12-07,3419205300
2016-12-08,3469702880
2016-12-09,3499435100
2016-12-12,3542381640
2016-12-13,3560315360
2016-12-14,3569754160
2016-12-15,3610341000
2016-12-16,3574473559
2016-12-19,3537662239
2016-12-20,3562675059
2016-12-21,3520672399
2016-12-22,3510289720
2016-12-23,3572585800
2016-12-27,3588631760
2016-12-28,3567866399
2016-12-29,3590519520
2016-12-30,3595710860
2017-01-03,3638695380
2017-01-04,3771348719
2017-01-05,3830305760
2017-01-06,3843143180
2017-01-09,3832207599
2017-01-10,3865489800
2017-01-11,3803680000
2017-01-12,3838864039
2017-01-13,3829354840
2017-01-17,3793695340
2017-01-18,3804630920
2017-01-19,3807008219
2017-01-20,3797023560
2017-01-23,3776103320
2017-01-24,3769446880
2017-01-25,3797023560
2017-01-26,3748526640
2017-01-27,3758511300
2017-01-30,3726655480
2017-01-31,3841716800
2017-02-01,3894968320
2017-02-02,3892115560
2017-02-03,3919216780
2017-02-06,3898296539
2017-02-07,3926348680
2017-02-08,3922069539
2017-02-09,3974845599
2017-02-10,3962483640
2017-02-13,3921118620
2017-02-14,4229216700
2017-02-15,4218281120
2017-02-16,4203541860
2017-02-17,4207821000
2017-02-21,4203066400
2017-02-22,4180719780
2017-02-23,4175014260
2017-02-24,4186425300
2017-02-27,4257268840
2017-02-28,4135075620
2017-03-01,4159324080
2017-03-02,4164554140
2017-03-03,4185949840
2017-03-06,4160275000
2017-03-07,4189753520
2017-03-08,4225888480
2017-03-09,4232069460
2017-03-10,4257268840
2017-03-13,4239201360
2017-03-14,4255367000
2017-03-15,4345704400
2017-03-16,4250136940
2017-03-17,4279140000
2017-03-20,4240627740
2017-03-21,4189753520
2017-03-22,4205443700
2017-03-23,4175014260
2017-03-24,4189278060
2017-03-27,4205443700
2017-03-28,4248710560
2017-03-29,4252038780
2017-03-30,4261072520
2017-03-31,4276762700
2017-04-03,4257966770
2017-04-04,4192767099
2017-04-05,4165164320
2017-04-06,4176110250
2017-04-07,4163736589
2017-04-10,4146127920
2017-04-11,4168495690
2017-04-12,4144700190
2017-04-13,4158501580
2017-04-17,4187056180
2017-04-18,4173254790
2017-04-19,4211803500
2017-04-20,4251779940
2017-04-21,4227508530
2017-04-24,4236074910
2017-04-25,4205616670
2017-04-26,4202761210
2017-04-27,4265105420
2017-04-28,4268912700
2017-05-01,4303654130
2017-05-02,4300322760
2017-05-03,4284617730
2017-05-04,4306509590
2017-05-05,4311268690
2017-05-08,4355528320
2017-05-09,4364094700
2017-05-10,4293660020
2017-05-11,4198953930
2017-05-12,4201333480
2017-05-15,4265581330
2017-05-16,4292232290
2017-05-17,4210851680
2017-05-18,4254635400
2017-05-19,4264153599
2017-05-22,4301750490
2017-05-23,4312696420
2017-05-24,4364094700
2017-05-25,4390745660
2017-05-26,4406926600
2017-05-30,4368377890
2017-05-31,4380751550
2017-06-01,4447378950
2017-06-02,4460228520
2017-06-05,4454993510
2017-06-06,4429294370
2017-06-07,4449758500
2017-06-08,4530187290
2017-06-09,4484499930
2017-06-12,4451186230
2017-06-13,4480216740
2017-06-14,4511626800
2017-06-15,4528283650
2017-06-16,4557314160
2017-06-19,4652020250
2017-06-20,4716268100
2017-06-21,4733400860
2017-06-22,4778612310
2017-06-23,4772901390
2017-06-26,4789082330
2017-06-27,4754340900
2017-06-28,4816209200
2017-06-29,4832390140
2017-06-30,4813829650
2017-07-03,4795398060
2017-07-05,4803464730
2017-07-06,4709986260
2017-07-07,4756962750
2017-07-10,4709511750
2017-07-11,4716154890
2017-07-12,4743676470
2017-07-13,4775943150
2017-07-14,4771672560
2017-07-17,4778315700
2017-07-18,4730390190
2017-07-19,4751268630
2017-07-20,4797296100
2017-07-21,4800143160
2017-07-24,4826715720
2017-07-25,4754115690
2017-07-26,4718527440
2017-07-27,4671076440
2017-07-28,4627896030
2017-07-31,4659688200
2017-08-01,4691480370
2017-08-02,4722798030
2017-08-03,4721374500
2017-08-04,4722798030
2017-08-07,4726119600
2017-08-08,4667280360
2017-08-09,4667280360
2017-08-10,4589460720
2017-08-11,4648774470
2017-08-14,4657315650
2017-08-15,4677719580
2017-08-16,4715680380
2017-08-17,4731339210
2017-08-18,4744150980
2017-08-21,4802515710
2017-08-22,4933954980
2017-08-23,4918770660
2017-08-24,4981880490
2017-08-25,4983778530
2017-08-28,5020790310
2017-08-29,5050209930
2017-08-30,5067766800
2017-08-31,5162668800
2017-09-01,5135147220
2017-09-05,5098609950
2017-09-06,5118064860
2017-09-07,5184021750
2017-09-08,5133249180
2017-09-11,5151755070
2017-09-12,5184496260
2017-09-13,5102406030
2017-09-14,5044515810
2017-09-15,5030755020
2017-09-18,5091017790
2017-09-19,5014621680
2017-09-20,5020315800
2017-09-21,5000386380
2017-09-22,5006555010
2017-09-25,5022213840
2017-09-26,5002758930
2017-09-27,5078680530
2017-09-28,5073935430
2017-09-29,5125657020
2017-10-02,5092184587
2017-10-03,5110416038
2017-10-04,5122570339
2017-10-05,5147813887
2017-10-06,5137529478
2017-10-09,5163707973
2017-10-10,5226349369
2017-10-11,5273096680
2017-10-12,5263279745
2017-10-13,5278706358
2017-10-16,5332465765
2017-10-17,5339945335
2017-10-18,5361916571
2017-10-19,5392302323
2017-10-20,5383887807
2017-10-23,5371733507
2017-10-24,5367058775
2017-10-25,5369863614
2017-10-26,5520389955
2017-10-27,5487199365
2017-10-30,5382017915
2017-10-31,5436244796
2017-11-01,5504963343
2017-11-02,5475512537
2017-11-03,5504495870
2017-11-06,5485796945
2017-11-07,5464293182
2017-11-08,5506833235
2017-11-09,4807960936
2017-11-10,4773835399
2017-11-13,4764953410
2017-11-14,4717738626
2017-11-15,4694832443
2017-11-16,4743449647
2017-11-17,4739709862
2017-11-20,4745319539
2017-11-21,4788327065
2017-11-22,4781782442
2017-11-24,4758876259
2017-11-27,4782249915
2017-11-28,4833204484
2017-11-29,4799078947
2017-11-30,4871069806
2017-12-01,4875277064
2017-12-04,4771498033
2017-12-05,4759811206
2017-12-06,4790664431
2017-12-07,4821050183
2017-12-08,4854240774
2017-12-11,4857045612
2017-12-12,4888366311
2017-12-13,4955214966
2017-12-14,4902857977
2017-12-15,5052449372
2017-12-18,5069745877
2017-12-19,5130049909
2017-12-20,5116025715
2017-12-21,5084705017
2017-12-22,5072550716
2017-12-26,5037957706
2017-12-27,5093119533
2017-12-28,5130049909
2017-12-29,5116493188
2018-01-02,5287410250
2018-01-03,5271163350
2018-01-04,5231023950
2018-01-05,5346185800
2018-01-08,5346663650
2018-01-09,5278808950
2018-01-10,5249182250
2018-01-11,5163647100
2018-01-12,5033671900
2018-01-16,5053741600
2018-01-17,5102004450
2018-01-18,5097225950
2018-01-19,5155523650
2018-01-22,5055653000
2018-01-23,5111561450
2018-01-24,5042751050
2018-01-25,5122552000
2018-01-26,5152656550
2018-01-29,5135453950
2018-01-30,5069988500
2018-01-31,5038450400
2018-02-01,5151223000
2018-02-02,4918987900
2018-02-05,4782322800
2018-02-06,4818161550
2018-02-07,4799047550
2018-02-08,4692009150
2018-02-09,4767509450
2018-02-12,4873592150
2018-02-13,5144533100
2018-02-14,5271163350
2018-02-15,5239625250
2018-02-16,5166036350
2018-02-20,5114428550
2018-02-21,5116339950
2018-02-22,5047529550
2018-02-23,5224811900
2018-02-26,5206175750
2018-02-27,5152178700
2018-02-28,5094358850
2018-03-01,5014557900
2018-03-02,5091969600
2018-03-05,5173681950
2018-03-06,5319426200
2018-03-07,5310824900
2018-03-08,5348097200
2018-03-09,5486673700
2018-03-12,5504832000
2018-03-13,5456569150
2018-03-14,5385847350
2018-03-15,5354787100
2018-03-16,5308913500
2018-03-19,5297445100
2018-03-20,5277375400
2018-03-21,5251571500
2018-03-22,5107738650
2018-03-23,5078111950
2018-03-26,5199008000
2018-03-27,5125896950
2018-03-28,5073811300
2018-03-29,5100570900
2018-04-02,4969695780
2018-04-03,5040546840
2018-04-04,5090672760
2018-04-05,5082479100
2018-04-06,4934029260
2018-04-09,4992348840
2018-04-10,5113807800
2018-04-11,5074767420
2018-04-12,5109469980
2018-04-13,5111397900
2018-04-16,5169235500
2018-04-17,5205865980
2018-04-18,5211167760
2018-04-19,5108988000
2018-04-20,5082961080
2018-04-23,5134050960
2018-04-24,5070911580
2018-04-25,5046330600
2018-04-26,5051150400
2018-04-27,5064163860
2018-04-30,5021749620
2018-05-01,5060308020
2018-05-02,5050668420
2018-05-03,5056934160
2018-05-04,5105614140
2018-05-07,5078141280
2018-05-08,5057898120
2018-05-09,5068983660
2018-05-10,5040064860
2018-05-11,5086334940
2018-05-14,5172127380
2018-05-15,5020303680
2018-05-16,4999578540
2018-05-17,5060790000
2018-05-18,5105614140
2018-05-21,5138388780
2018-05-22,5142244620
2018-05-23,5132605020
2018-05-24,5093564640
2018-05-25,5018857740
2018-05-29,5042956740
2018-05-30,5189478660
2018-05-31,5182248960
2018-06-01,5211167760
2018-06-04,5254545960
2018-06-05,5304189900
2018-06-06,5395766100
2018-06-07,5419383120
2018-06-08,5500355760
2018-06-11,5584220280
2018-06-12,5589040080
2018-06-13,5488306260
2018-06-14,5517225060
2018-06-15,5651215500
2018-06-18,5617958880
2018-06-19,5589522060
2018-06-20,5635792140
2018-06-21,5577954540
2018-06-22,5601089580
2018-06-25,5451675780
2018-06-26,5416973220
2018-06-27,5316239400
2018-06-28,5360581560
2018-06-29,5410707480
2018-07-02,5416034100
2018-07-03,5470624400
2018-07-05,5514103400
2018-07-06,5593331800
2018-07-09,5608791000
2018-07-10,5642124900
2018-07-11,5580288100
2018-07-12,5650337600
2018-07-13,5667246100
2018-07-16,5684154600
2018-07-17,5794784500
2018-07-18,5817490200
2018-07-19,5899617200
2018-07-20,6003483700
2018-07-23,6020875300
2018-07-24,5981744200
2018-07-25,5956623000
2018-07-26,6021358400
2018-07-27,5906380600
2018-07-30,5844543800
2018-07-31,6004933000
2018-08-01,6027638700
2018-08-02,6130055900
2018-08-03,6170636300
2018-08-06,6161457400
2018-08-07,6203970199
2018-08-08,5999135800
2018-08-09,5882225600
2018-08-10,5825702900
2018-08-13,5793818300
2018-08-14,5803963400
2018-08-15,5741160400
2018-08-16,5825702900
2018-08-17,5851790300
2018-08-20,5779808400
2018-08-21,5805412700
2018-08-22,5821838100
2018-08-23,5891887600
2018-08-24,5870148100
2018-08-27,5895269300
2018-08-28,5882708700
2018-08-29,5882708700
2018-08-30,5872563600
2018-08-31,5966768100
2018-09-04,6024740100
2018-09-05,6003966800
2018-09-06,6062905000
2018-09-07,6102519200
2018-09-10,6120877000
2018-09-11,6179815200
2018-09-12,6237304100
2018-09-13,6326194499
2018-09-14,6390446800
2018-09-17,6241168900
2018-09-18,6277401400
2018-09-19,6176433500
2018-09-20,6228125199
2018-09-21,6203487100
2018-09-24,6219912500
2018-09-25,6361943900
2018-09-26,6354697400
2018-09-27,6460979400
2018-09-28,6499627400
2018-10-01,6429497650
2018-10-02,6428053360
2018-10-03,6468974910
2018-10-04,6289882950
2018-10-05,6245591389
2018-10-08,6177228330
2018-10-09,6171932599
2018-10-10,5924477580
2018-10-11,5819044410
2018-10-12,5921107570
2018-10-15,5866705980
2018-10-16,6106939550
2018-10-17,6126196750
2018-10-18,6027503600
2018-10-19,5889333190
2018-10-22,5923996150
2018-10-23,5853707370
2018-10-24,5453639040
2018-10-25,5724684130
2018-10-26,5693872610
2018-10-29,5663061090
2018-10-30,5688576880
2018-10-31,5864780260
2018-11-01,5927847590
2018-11-02,5945660500
2018-11-05,5995247790
2018-11-06,6024615020
2018-11-07,6558520889
2018-11-08,6552262300
2018-11-09,6569112349
2018-11-12,6436237670
2018-11-13,6315880170
2018-11-14,6196485530
2018-11-15,6286512940
2018-11-16,6300955840
2018-11-19,6017875000
2018-11-20,5947586220
2018-11-21,6025096450
2018-11-23,6133418200
2018-11-26,6223445610
2018-11-27,6244147099
2018-11-28,6479084940
2018-11-29,6403019000
2018-11-30,6492083550
2018-12-03,6606663889
2018-12-04,6432867660
2018-12-06,6299030120
2018-12-07,6203706980
2018-12-10,6148342530
2018-12-11,6201299830
2018-12-12,6247998540
2018-12-13,6158452560
2018-12-14,6015949280
2018-12-17,5789195750
2018-12-18,5777641430
2018-12-19,5717944110
2018-12-20,5487820570
2018-12-21,5327022950
2018-12-24,5059347870
2018-12-26,5303914310
2018-12-27,5313542910
2018-12-28,5378535960
2018-12-31,5484476440
2019-01-02,5383199220
2019-01-03,5079367560
2019-01-04,5318265500
2019-01-07,5454432480
2019-01-08,5697691640
2019-01-09,5717559420
2019-01-10,5795092220
2019-01-11,5776678180
2019-01-14,5666678520
2019-01-15,5643418680
2019-01-16,5671039740
2019-01-17,5739850100
2019-01-18,5776678180
2019-01-22,5698176220
2019-01-23,5757294980
2019-01-24,5718528580
2019-01-25,5754872080
2019-01-28,5746149640
2019-01-29,5785400620
