,RSG
2009-04-13,7511337889
2009-04-14,7496171130
2009-04-15,7431712400
2009-04-16,7499962820
2009-04-17,7746422670
2009-04-20,7390003809
2009-04-21,7549254790
2009-04-22,7427920710
2009-04-23,7393795500
2009-04-24,7397587190
2009-04-27,7462045920
2009-04-28,7405170570
2009-04-29,7852589990
2009-04-30,7962549000
2009-05-01,8599552920
2009-05-04,8629886440
2009-05-05,8739845450
2009-05-06,8781554040
2009-05-07,8671595030
2009-05-08,9012847130
2009-05-11,8880137980
2009-05-12,8717095310
2009-05-13,8387218280
2009-05-14,8565427710
2009-05-15,8406176730
2009-05-18,8595761230
2009-05-19,8444093630
2009-05-20,8368259830
2009-05-21,8163508570
2009-05-22,8167300260
2009-05-26,8463052080
2009-05-27,8152133500
2009-05-28,8432718559
2009-05-29,8641261510
2009-06-01,8952180090
2009-06-02,8796720800
2009-06-03,8637469820
2009-06-04,8607136300
2009-06-05,8720887000
2009-06-08,8523719120
2009-06-09,8591969540
2009-06-10,8584386160
2009-06-11,8830846010
2009-06-12,8906679810
2009-06-15,8652636580
2009-06-16,8512344050
2009-06-17,8736053760
2009-06-18,8887721360
2009-06-19,8906679810
2009-06-22,8648844890
2009-06-23,8557844330
2009-06-24,8792929110
2009-06-25,9153139660
2009-06-26,9073514170
2009-06-29,9210015010
2009-06-30,9268477000
2009-07-01,9215319000
2009-07-02,8995093000
2009-07-06,9090018000
2009-07-07,8888777000
2009-07-08,9055845000
2009-07-09,8998890000
2009-07-10,9109003000
2009-07-13,9333026000
2009-07-14,9500094000
2009-07-15,9750696000
2009-07-16,9849418000
2009-07-17,9948140000
2009-07-20,10024080000
2009-07-21,10020283000
2009-07-22,9986110000
2009-07-23,10065847000
2009-07-24,10058253000
2009-07-27,10065847000
2009-07-28,10096223000
2009-07-29,10016486000
2009-07-30,9974719000
2009-07-31,10100020000
2009-08-03,9621598000
2009-08-04,9431748000
2009-08-05,9488703000
2009-08-06,9287462000
2009-08-07,9496297000
2009-08-10,9530470000
2009-08-11,9462124000
2009-08-12,9667162000
2009-08-13,9701335000
2009-08-14,9583628000
2009-08-17,9553252000
2009-08-18,9545658000
2009-08-19,9560846000
2009-08-20,9560846000
2009-08-21,9879794000
2009-08-24,9834230000
2009-08-25,9762087000
2009-08-26,9811448000
2009-08-27,9864606000
2009-08-28,9769681000
2009-08-31,9724117000
2009-09-01,9686147000
2009-09-02,9655771000
2009-09-03,9754493000
2009-09-04,9857012000
2009-09-08,9997501000
2009-09-09,10077238000
2009-09-10,10084832000
2009-09-11,10020283000
2009-09-14,10134193000
2009-09-15,10145584000
2009-09-16,10289870000
2009-09-17,10270885000
2009-09-18,10365810000
2009-09-21,10187351000
2009-09-22,10217727000
2009-09-23,10172163000
2009-09-24,10088629000
2009-09-25,9989907000
2009-09-28,10229118000
2009-09-29,10156975000
2009-09-30,10120513000
2009-10-01,9831029000
2009-10-02,9815793000
2009-10-05,9827220000
2009-10-06,9971962000
2009-10-07,10021479000
2009-10-08,10200502000
2009-10-09,10272873000
2009-10-12,10139558000
2009-10-13,10162412000
2009-10-14,10284300000
2009-10-15,10505222000
2009-10-16,10528076000
2009-10-19,10634728000
2009-10-20,10627110000
2009-10-21,10577593000
2009-10-22,10554739000
2009-10-23,10208120000
2009-10-26,10170030000
2009-10-27,10234783000
2009-10-28,10013861000
2009-10-29,10036715000
2009-10-30,9869119000
2009-11-02,9952917000
2009-11-03,9930063000
2009-11-04,10059569000
2009-11-05,10250019000
2009-11-06,10154794000
2009-11-09,10467132000
2009-11-10,10463323000
2009-11-11,10505222000
2009-11-12,10303345000
2009-11-13,10482368000
2009-11-16,10653773000
2009-11-17,10794706000
2009-11-18,10699481000
2009-11-19,10482368000
2009-11-20,10436660000
2009-11-23,10611874000
2009-11-24,10752807000
2009-11-25,10809942000
2009-11-27,10676627000
2009-11-30,10741380000
2009-12-01,10882313000
2009-12-02,10912785000
2009-12-03,10844223000
2009-12-04,10962302000
2009-12-07,11087999000
2009-12-08,11015628000
2009-12-09,10981347000
2009-12-10,11156561000
2009-12-11,11263213000
2009-12-14,11240359000
2009-12-15,11087999000
2009-12-16,10969920000
2009-12-17,10653773000
2009-12-18,10600447000
2009-12-21,10699481000
2009-12-22,10695672000
2009-12-23,10832796000
2009-12-24,10855650000
2009-12-28,10870886000
2009-12-29,10912785000
2009-12-30,10870886000
2009-12-31,10797434000
2010-01-04,10938552000
2010-01-05,10953808000
2010-01-06,11037716000
2010-01-07,11018646000
2010-01-08,11033902000
2010-01-11,11030088000
2010-01-12,11014832000
2010-01-13,11167392000
2010-01-14,11144508000
2010-01-15,10824132000
2010-01-19,10904226000
2010-01-20,10797434000
2010-01-21,10755480000
2010-01-22,10519012000
2010-01-25,10461802000
2010-01-26,10278730000
2010-01-27,10313056000
2010-01-28,10259660000
2010-01-29,10217706000
2010-02-01,10297800000
2010-02-02,10305428000
2010-02-03,10202450000
2010-02-04,9885888000
2010-02-05,9794352000
2010-02-08,9771468000
2010-02-09,9866818000
2010-02-10,9874446000
2010-02-11,10000308000
2010-02-12,9927842000
2010-02-16,10305428000
2010-02-17,10457988000
2010-02-18,10538082000
2010-02-19,10709712000
2010-02-22,10679200000
2010-02-23,10549524000
2010-02-24,10702084000
2010-02-25,10732596000
2010-02-26,10732596000
2010-03-01,11018646000
2010-03-02,11178834000
2010-03-03,11148322000
2010-03-04,11087298000
2010-03-05,11255114000
2010-03-08,11152136000
2010-03-09,11060600000
2010-03-10,10953808000
2010-03-11,10984320000
2010-03-12,10949994000
2010-03-15,11075856000
2010-03-16,10999576000
2010-03-17,10999576000
2010-03-18,11003390000
2010-03-19,10888970000
2010-03-22,10888970000
2010-03-23,11014832000
2010-03-24,10999576000
2010-03-25,10969064000
2010-03-26,11049158000
2010-03-29,11144508000
2010-03-30,11110182000
2010-03-31,11100150000
2010-04-01,11161350000
2010-04-05,11241675000
2010-04-06,11379375000
2010-04-07,11352600000
2010-04-08,11394675000
2010-04-09,11455875000
2010-04-12,11471175000
2010-04-13,11452050000
2010-04-14,11520900000
2010-04-15,11738925000
2010-04-16,11620350000
2010-04-19,11585925000
2010-04-20,11662425000
2010-04-21,11643300000
2010-04-22,11582100000
2010-04-23,11578275000
2010-04-26,11700675000
2010-04-27,11329650000
2010-04-28,11398500000
2010-04-29,11540025000
2010-04-30,11868975000
2010-05-03,12079350000
2010-05-04,11528550000
2010-05-05,11455875000
2010-05-06,11123100000
2010-05-07,11073375000
2010-05-10,11475000000
2010-05-11,11471175000
2010-05-12,11612700000
2010-05-13,11513250000
2010-05-14,11314350000
2010-05-17,11394675000
2010-05-18,11379375000
2010-05-19,11249325000
2010-05-20,10805625000
2010-05-21,10958625000
2010-05-24,10813275000
2010-05-25,10885950000
2010-05-26,10832400000
2010-05-27,11188125000
2010-05-28,11138400000
2010-06-01,11111625000
2010-06-02,11352600000
2010-06-03,11459700000
2010-06-04,10905075000
2010-06-07,10736775000
2010-06-08,11069550000
2010-06-09,11322000000
2010-06-10,11723625000
2010-06-11,11731275000
2010-06-14,11796300000
2010-06-15,11968425000
2010-06-16,11972250000
2010-06-17,12064050000
2010-06-18,12056400000
2010-06-21,11968425000
2010-06-22,11704500000
2010-06-23,11715975000
2010-06-24,11605050000
2010-06-25,11846025000
2010-06-28,11815425000
2010-06-29,11306700000
2010-06-30,11416320000
2010-07-01,11339520000
2010-07-02,11235840000
2010-07-06,11304960000
2010-07-07,11566080000
2010-07-08,11723520000
2010-07-09,11750400000
2010-07-12,11746560000
2010-07-13,11861760000
2010-07-14,11688960000
2010-07-15,11804160000
2010-07-16,11512320000
2010-07-19,11566080000
2010-07-20,11692800000
2010-07-21,11942400000
2010-07-22,12192000000
2010-07-23,12311040000
2010-07-26,12537600000
2010-07-27,12384000000
2010-07-28,12334079999
2010-07-29,12280320000
2010-07-30,12234240000
2010-08-02,12468480000
2010-08-03,12407040000
2010-08-04,12437760000
2010-08-05,12226560000
2010-08-06,12149760000
2010-08-09,12199680000
2010-08-10,12011520000
2010-08-11,11496960000
2010-08-12,11301120000
2010-08-13,11289600000
2010-08-16,11389440000
2010-08-17,11581440000
2010-08-18,11520000000
2010-08-19,11562240000
2010-08-20,11715840000
2010-08-23,11543040000
2010-08-24,11500800000
2010-08-25,11431680000
2010-08-26,11381760000
2010-08-27,11616000000
2010-08-30,11450880000
2010-08-31,11301120000
2010-09-01,11623680000
2010-09-02,11819520000
2010-09-03,11957760000
2010-09-07,11677440000
2010-09-08,11554560000
2010-09-09,11685120000
2010-09-10,11750400000
2010-09-13,11792640000
2010-09-14,11823360000
2010-09-15,11842560000
2010-09-16,11884800000
2010-09-17,11984640000
2010-09-20,12134400000
2010-09-21,12157440000
2010-09-22,11988480000
2010-09-23,11658240000
2010-09-24,11723520000
2010-09-27,11477760000
2010-09-28,11581440000
2010-09-29,11685120000
2010-09-30,11653278000
2010-10-01,11680032000
2010-10-04,11538618000
2010-10-05,11867310000
2010-10-06,11924640000
2010-10-07,11886420000
2010-10-08,11932284000
2010-10-11,11939928000
2010-10-12,11905530000
2010-10-13,12180714000
2010-10-14,11867310000
2010-10-15,11748828000
2010-10-18,11580660000
2010-10-19,11496576000
2010-10-20,11588304000
2010-10-21,11771760000
2010-10-22,11737362000
2010-10-25,11779404000
2010-10-26,11714430000
2010-10-27,11496576000
2010-10-28,11634168000
2010-10-29,11393382000
2010-11-01,11255790000
2010-11-02,11423958000
2010-11-03,11404848000
2010-11-04,11446890000
2010-11-05,11099088000
2010-11-08,10873590000
2010-11-09,10927098000
2010-11-10,10953852000
2010-11-11,10766574000
2010-11-12,10804794000
2010-11-15,10827726000
2010-11-16,10655736000
2010-11-17,10716888000
2010-11-18,10816260000
2010-11-19,10766574000
2010-11-22,10762752000
2010-11-23,10701600000
2010-11-24,10927098000
2010-11-26,10804794000
2010-11-29,10831548000
2010-11-30,10755108000
2010-12-01,10942386000
2010-12-02,11209926000
2010-12-03,11003538000
2010-12-06,11003538000
2010-12-07,10873590000
2010-12-08,11011182000
2010-12-09,11324586000
2010-12-10,11439246000
2010-12-13,11622702000
2010-12-14,11477466000
2010-12-15,11458356000
2010-12-16,11439246000
2010-12-17,11622702000
2010-12-20,11595948000
2010-12-21,11458356000
2010-12-22,11473644000
2010-12-23,11527152000
2010-12-27,11492754000
2010-12-28,11527152000
2010-12-29,11508042000
2010-12-30,11443068000
2010-12-31,11412492000
2011-01-03,11485110000
2011-01-04,11431602000
2011-01-05,11313120000
2011-01-06,11385738000
2011-01-07,11324586000
2011-01-10,11183172000
2011-01-11,11175528000
2011-01-12,11248146000
2011-01-13,11198460000
2011-01-14,11408670000
2011-01-18,11573016000
2011-01-19,11611236000
2011-01-20,11611236000
2011-01-21,11557728000
2011-01-24,11664744000
2011-01-25,11737362000
2011-01-26,11848200000
2011-01-27,11959038000
2011-01-28,11729718000
2011-01-31,11787048000
2011-02-01,11641812000
2011-02-02,11657100000
2011-02-03,11599770000
2011-02-04,11504220000
2011-02-07,11676210000
2011-02-08,11645634000
2011-02-09,11668566000
2011-02-10,11622702000
2011-02-11,11485110000
2011-02-14,11458356000
2011-02-15,11404848000
2011-02-16,11485110000
2011-02-17,11462178000
2011-02-18,11462178000
2011-02-22,11305476000
2011-02-23,11030292000
2011-02-24,11106732000
2011-02-25,11179350000
2011-02-28,11316942000
2011-03-01,11079978000
2011-03-02,11202282000
2011-03-03,11397204000
2011-03-04,11381916000
2011-03-07,11313120000
2011-03-08,11435424000
2011-03-09,11435424000
2011-03-10,11313120000
2011-03-11,11347518000
2011-03-14,11309298000
2011-03-15,11152596000
2011-03-16,10915632000
2011-03-17,11064690000
2011-03-18,11186994000
2011-03-21,11305476000
2011-03-22,11083800000
2011-03-23,11144952000
2011-03-24,11297832000
2011-03-25,11416314000
2011-03-28,11408670000
2011-03-29,11538618000
2011-03-30,11519508000
2011-03-31,11361128000
2011-04-01,11383820000
2011-04-04,11395166000
2011-04-05,11319526000
2011-04-06,11455678000
2011-04-07,11391384000
2011-04-08,11311962000
2011-04-11,11289270000
2011-04-12,11372474000
2011-04-13,11353564000
2011-04-14,11296834000
2011-04-15,11266578000
2011-04-18,11179592000
2011-04-19,11122862000
2011-04-20,11304398000
2011-04-21,11217412000
2011-04-25,11236322000
2011-04-26,11448114000
2011-04-27,11584266000
2011-04-28,11709072000
2011-04-29,11958684000
2011-05-02,12064580000
2011-05-03,12075926000
2011-05-04,12030542000
2011-05-05,11947338000
2011-05-06,12060798000
2011-05-09,12068362000
2011-05-10,12106182000
2011-05-11,12155348000
2011-05-12,12283935999
2011-05-13,12238552000
2011-05-16,12215859999
2011-05-17,12219642000
2011-05-18,12446561999
2011-05-19,12457908000
2011-05-20,12159130000
2011-05-23,12064580000
2011-05-24,11966248000
2011-05-25,11879262000
2011-05-26,11886826000
2011-05-27,11928428000
2011-05-31,11920864000
2011-06-01,11796058000
2011-06-02,11773366000
2011-06-03,11576702000
2011-06-06,11501062000
2011-06-07,11406512000
2011-06-08,11410294000
2011-06-09,11417858000
2011-06-10,11296834000
2011-06-13,11383820000
2011-06-14,11470806000
2011-06-15,11308180000
2011-06-16,11455678000
2011-06-17,11519972000
2011-06-20,11663688000
2011-06-21,11735546000
2011-06-22,11769584000
2011-06-23,11762020000
2011-06-24,11531318000
2011-06-27,11588048000
2011-06-28,11663688000
2011-06-29,11667470000
2011-06-30,11513220000
2011-07-01,11610252000
2011-07-05,11613984000
2011-07-06,11692356000
2011-07-07,11811780000
2011-07-08,11673696000
2011-07-11,11475900000
2011-07-12,11244516000
2011-07-13,11229588000
2011-07-14,11072844000
2011-07-15,11065380000
2011-07-18,10938492000
2011-07-19,11184804000
2011-07-20,11222124000
2011-07-21,11449776000
2011-07-22,11296764000
2011-07-25,11244516000
2011-07-26,11125092000
2011-07-27,11020596000
2011-07-28,10729500000
2011-07-29,10833996000
2011-08-01,10733232000
2011-08-02,10468260000
2011-08-03,10378692000
2011-08-04,10009224000
2011-08-05,10012956000
2011-08-08,9240432000
2011-08-09,9792768000
2011-08-10,9464352000
2011-08-11,9826356000
2011-08-12,10042812000
2011-08-15,10475724000
2011-08-16,10416012000
2011-08-17,10513044000
2011-08-18,10236876000
2011-08-19,10263000000
2011-08-22,10479456000
2011-08-23,10792944000
2011-08-24,11072844000
2011-08-25,10957152000
2011-08-26,11076576000
2011-08-29,11382600000
2011-08-30,11349012000
2011-08-31,11330352000
2011-09-01,11196000000
2011-09-02,10822800000
2011-09-06,10766820000
2011-09-07,10942224000
2011-09-08,10833996000
2011-09-09,10535436000
2011-09-12,10550364000
2011-09-13,10639932000
2011-09-14,10766820000
2011-09-15,10830264000
2011-09-16,10763088000
2011-09-19,10505580000
2011-09-20,10606344000
2011-09-21,10154772000
2011-09-22,10057740000
2011-09-23,10371228000
2011-09-26,10565292000
2011-09-27,10718304000
2011-09-28,10494384000
2011-09-29,10486920000
2011-09-30,10390618000
2011-10-03,9979585000
2011-10-04,10127705000
2011-10-05,10261013000
2011-10-06,10409133000
2011-10-07,10398024000
2011-10-10,10683155000
2011-10-11,10498005000
2011-10-12,10642422000
2011-10-13,10498005000
2011-10-14,10742403000
2011-10-17,10583174000
2011-10-18,10590580000
2011-10-19,10501708000
2011-10-20,10509114000
2011-10-21,10731294000
2011-10-24,10920147000
2011-10-25,10901632000
2011-10-26,10838681000
2011-10-27,10931256000
2011-10-28,10731294000
2011-10-31,10538738000
2011-11-01,10220280000
2011-11-02,10290637000
2011-11-03,10494302000
2011-11-04,10435054000
2011-11-07,10253607000
2011-11-08,10346182000
2011-11-09,10068457000
2011-11-10,10053645000
2011-11-11,10264716000
2011-11-14,10094378000
2011-11-15,10083269000
2011-11-16,9979585000
2011-11-17,9861089000
2011-11-18,9909228000
2011-11-21,9683345000
2011-11-22,9716672000
2011-11-23,9583364000
2011-11-25,9561146000
2011-11-28,9853683000
2011-11-29,9927743000
2011-11-30,10164735000
2011-12-01,10127705000
2011-12-02,9916634000
2011-12-05,10009209000
2011-12-06,10053645000
2011-12-07,10127705000
2011-12-08,9920337000
2011-12-09,10146220000
2011-12-12,10086972000
2011-12-13,9972179000
2011-12-14,9949961000
2011-12-15,9912931000
2011-12-16,9798138000
2011-12-19,9783326000
2011-12-20,9961070000
2011-12-21,9979585000
2011-12-22,10161032000
2011-12-23,10320261000
2011-12-27,10412836000
2011-12-28,10275825000
2011-12-29,10220280000
2011-12-30,10201765000
2012-01-03,10221050000
2012-01-04,10165400000
2012-01-05,10239600000
2012-01-06,10328640000
2012-01-09,10291540000
2012-01-10,10306380000
2012-01-11,10128300000
2012-01-12,10451070000
2012-01-13,10287830000
2012-01-17,10206210000
2012-01-18,10261860000
2012-01-19,10373160000
2012-01-20,10425100000
2012-01-23,10528980000
2012-01-24,10517850000
2012-01-25,10595760000
2012-01-26,10643990000
2012-01-27,10740450000
2012-01-30,10784970000
2012-01-31,10862880000
2012-02-01,11133710000
2012-02-02,11000150000
2012-02-03,11144840000
2012-02-06,11122580000
2012-02-07,11026120000
2012-02-08,11115160000
2012-02-09,11163390000
2012-02-10,11185650000
2012-02-13,11296950000
2012-02-14,11189360000
2012-02-15,11055800000
2012-02-16,11014990000
2012-02-17,10981600000
2012-02-21,11029830000
2012-02-22,11044670000
2012-02-23,11070640000
2012-02-24,11070640000
2012-02-27,11055800000
2012-02-28,10989020000
2012-02-29,11066930000
2012-03-01,11104030000
2012-03-02,11063220000
2012-03-05,11074350000
2012-03-06,10977890000
2012-03-07,10951920000
2012-03-08,11137420000
2012-03-09,11334050000
2012-03-12,11337760000
2012-03-13,11389700000
2012-03-14,11363730000
2012-03-15,11330340000
2012-03-16,11315500000
2012-03-19,11348890000
2012-03-20,11256140000
2012-03-21,11241300000
2012-03-22,11263560000
2012-03-23,11219040000
2012-03-26,11322920000
2012-03-27,11356310000
2012-03-28,11311790000
2012-03-29,11237590000
2012-03-30,11337760000
2012-04-02,11360752000
2012-04-03,11294530000
2012-04-04,11202555000
2012-04-05,11312925000
2012-04-09,11276135000
2012-04-10,11073790000
2012-04-11,11217271000
2012-04-12,11364431000
2012-04-13,11323962000
2012-04-16,11305567000
2012-04-17,11390184000
2012-04-18,11397542000
2012-04-19,11338678000
2012-04-20,11408579000
2012-04-23,11320283000
2012-04-24,11320283000
2012-04-25,11419616000
2012-04-26,11456406000
2012-04-27,9936979000
2012-04-30,10069423000
2012-05-01,10124608000
2012-05-02,10054707000
2012-05-03,9992164000
2012-05-04,9889152000
2012-05-07,9896510000
2012-05-08,9867078000
2012-05-09,9745671000
2012-05-10,9944337000
2012-05-11,9830288000
2012-05-14,9466067000
2012-05-15,9443993000
2012-05-16,9554363000
2012-05-17,9528610000
2012-05-18,9561721000
2012-05-21,9716239000
2012-05-22,9797177000
2012-05-23,9900189000
2012-05-24,9808214000
2012-05-25,9863399000
2012-05-29,9848683000
2012-05-30,9661054000
2012-05-31,9697844000
2012-06-01,9583795000
2012-06-04,9502857000
2012-06-05,9469746000
2012-06-06,9624264000
2012-06-07,9587474000
2012-06-08,9672091000
2012-06-11,9539647000
2012-06-12,9436635000
2012-06-13,9477104000
2012-06-14,9510215000
2012-06-15,9484462000
2012-06-18,9517573000
2012-06-19,9642659000
2012-06-20,9620585000
2012-06-21,9477104000
2012-06-22,9410882000
2012-06-25,9340981000
2012-06-26,9377771000
2012-06-27,9414561000
2012-06-28,9352018000
2012-06-29,9734634000
2012-07-02,9551556000
2012-07-03,9536940000
2012-07-05,9507708000
2012-07-06,9445590000
2012-07-09,9489438000
2012-07-10,9642906000
2012-07-11,9675792000
2012-07-12,9701370000
2012-07-13,9818298000
2012-07-16,9789066000
2012-07-17,9865800000
2012-07-18,9935226000
2012-07-19,10055808000
2012-07-20,9946188000
2012-07-23,9909648000
2012-07-24,9902340000
2012-07-25,9909648000
2012-07-26,9946188000
2012-07-27,10293318000
2012-07-30,10435824000
2012-07-31,10571022000
2012-08-01,10461402000
2012-08-02,10340820000
2012-08-03,10497942000
2012-08-06,10571022000
2012-08-07,10538136000
2012-08-08,10516212000
2012-08-09,10519866000
2012-08-10,10538136000
2012-08-13,10494288000
2012-08-14,10476018000
2012-08-15,10497942000
2012-08-16,10560060000
2012-08-17,10527174000
2012-08-20,10322550000
2012-08-21,10264086000
2012-08-22,10267740000
2012-08-23,10172736000
2012-08-24,10172736000
2012-08-27,10125234000
2012-08-28,10125234000
2012-08-29,10085040000
2012-08-30,10096002000
2012-08-31,10103310000
2012-09-04,10044846000
2012-09-05,10048500000
2012-09-06,10238508000
2012-09-07,10370052000
2012-09-10,10307934000
2012-09-11,10311588000
2012-09-12,10318896000
2012-09-13,10538136000
2012-09-14,10454094000
2012-09-17,10406592000
2012-09-18,10472364000
2012-09-19,10421208000
2012-09-20,10311588000
2012-09-21,10234854000
2012-09-24,10227546000
2012-09-25,10121580000
2012-09-26,10000998000
2012-09-27,9986382000
2012-09-28,10052154000
2012-10-01,9911728000
2012-10-02,9951680000
2012-10-03,9980736000
2012-10-04,10031584000
2012-10-05,10118752000
2012-10-08,10136912000
2012-10-09,10038848000
2012-10-10,10009792000
2012-10-11,10046112000
2012-10-12,10096960000
2012-10-15,10180496000
2012-10-16,10147808000
2012-10-17,10329408000
2012-10-18,10394784000
2012-10-19,10293088000
2012-10-22,10300352000
2012-10-23,10271296000
2012-10-24,10195024000
2012-10-25,10347568000
2012-10-26,10249504000
2012-10-31,10296720000
2012-11-01,10282192000
2012-11-02,9617536000
2012-11-05,9751920000
2012-11-06,9820928000
2012-11-07,9770080000
2012-11-08,9748288000
2012-11-09,9715600000
2012-11-12,9715600000
2012-11-13,9708336000
2012-11-14,9639328000
2012-11-15,9668384000
2012-11-16,9810032000
2012-11-19,9922624000
2012-11-20,9980736000
2012-11-21,10042480000
2012-11-23,10144176000
2012-11-26,10205920000
2012-11-27,10195024000
2012-11-28,10260400000
2012-11-29,10256768000
2012-11-30,10340304000
2012-12-03,10318512000
2012-12-04,10383888000
2012-12-05,10580016000
2012-12-06,10572752000
2012-12-07,10569120000
2012-12-10,10543696000
2012-12-11,10481952000
2012-12-12,10500112000
2012-12-13,10580016000
2012-12-14,10580016000
2012-12-17,10634496000
2012-12-18,10801568000
2012-12-19,10881472000
2012-12-20,10866944000
2012-12-21,10819728000
2012-12-24,10801568000
2012-12-26,10736192000
2012-12-27,10718032000
2012-12-28,10536432000
2012-12-31,10637991000
2013-01-02,10710531000
2013-01-03,10783071000
2013-01-04,10830222000
2013-01-07,10779444000
2013-01-08,10801206000
2013-01-09,10881000000
2013-01-10,10949913000
2013-01-11,10949913000
2013-01-14,10968048000
2013-01-15,10993437000
2013-01-16,10971675000
2013-01-17,11022453000
2013-01-18,11098620000
2013-01-22,11196549000
2013-01-23,11196549000
2013-01-24,11171160000
2013-01-25,11283597000
2013-01-28,11526606000
2013-01-29,11541114000
2013-01-30,11439558000
2013-01-31,11566503000
2013-02-01,11541114000
2013-02-04,11381526000
2013-02-05,11385153000
2013-02-06,11443185000
2013-02-07,11548368000
2013-02-08,11287224000
2013-02-11,11341629000
2013-02-12,11312613000
2013-02-13,11323494000
2013-02-14,11352510000
2013-02-15,11356137000
2013-02-19,11305359000
2013-02-20,11312613000
2013-02-21,11232819000
2013-02-22,11367018000
2013-02-25,11225565000
2013-02-26,11207430000
2013-02-27,11352510000
2013-02-28,11403288000
2013-03-01,11276343000
2013-03-04,11316240000
2013-03-05,11345256000
2013-03-06,11258208000
2013-03-07,11196549000
2013-03-08,11352510000
2013-03-11,11504844000
2013-03-12,11439558000
2013-03-13,11559249000
2013-03-14,11570130000
2013-03-15,11595519000
2013-03-18,11631789000
2013-03-19,11642670000
2013-03-20,11787750000
2013-03-21,11780495999
2013-03-22,11842155000
2013-03-25,11838528000
2013-03-26,11820393000
2013-03-27,11809512000
2013-03-28,11969100000
2013-04-01,11786991999
2013-04-02,11830540000
2013-04-03,11736186000
2013-04-04,11794250000
2013-04-05,11750702000
2013-04-08,11790621000
2013-04-09,11866830000
2013-04-10,12106344000
2013-04-11,12244246000
2013-04-12,12164408000
2013-04-15,11903119999
2013-04-16,11997474000
2013-04-17,11768847000
2013-04-18,11707154000
2013-04-19,11859572000
2013-04-22,11805137000
2013-04-23,11906749000
2013-04-24,12051909000
2013-04-25,12066425000
2013-04-26,12451099000
2013-04-29,12218843000
2013-04-30,12367632000
2013-05-01,12374890000
2013-05-02,12382148000
2013-05-03,12512791999
2013-05-06,12581743000
2013-05-07,12694241999
2013-05-08,12639807000
2013-05-09,12541824000
2013-05-10,12320455000
2013-05-13,12262391000
2013-05-14,12302310000
2013-05-15,12487388999
2013-05-16,12534566000
2013-05-17,12661581000
2013-05-20,12686984000
2013-05-21,12734161000
2013-05-22,12538194999
2013-05-23,12596259000
2013-05-24,12563598000
2013-05-28,12574485000
2013-05-29,12360374000
2013-05-30,12574485000
2013-05-31,12374890000
2013-06-03,12472873000
2013-06-04,12393035000
2013-06-05,12273278000
2013-06-06,12215213999
2013-06-07,12309568000
2013-06-10,12236988000
2013-06-11,12236988000
2013-06-12,12189811000
2013-06-13,12331341999
2013-06-14,12360374000
2013-06-17,12400293000
2013-06-18,12610775000
2013-06-19,12374890000
2013-06-20,12117231000
2013-06-21,12139005000
2013-06-24,11884975000
2013-06-25,12149891999
2013-06-26,12349487000
2013-06-27,12320455000
2013-06-28,12316826000
2013-07-01,12348438000
2013-07-02,12221843000
2013-07-03,12192907000
2013-07-05,12352055000
2013-07-08,12395459000
2013-07-09,12579926000
2013-07-10,12558224000
2013-07-11,12778861000
2013-07-12,12753542000
2013-07-15,12771627000
2013-07-16,12710138000
2013-07-17,12706521000
2013-07-18,12818648000
2013-07-19,12768009999
2013-07-22,12706521000
2013-07-23,12659500000
2013-07-24,12699287000
2013-07-25,12710138000
2013-07-26,12395459000
2013-07-29,12225459999
2013-07-30,12362906000
2013-07-31,12265246999
2013-08-01,12446096999
2013-08-02,12493118000
2013-08-05,12496734999
2013-08-06,12453331000
2013-08-07,12456948000
2013-08-08,12634181000
2013-08-09,12598011000
2013-08-12,12565458000
2013-08-13,12619713000
2013-08-14,12601628000
2013-08-15,12207375000
2013-08-16,12113333000
2013-08-19,12066312000
2013-08-20,12171205000
2013-08-21,12066312000
2013-08-22,12138652000
2013-08-23,12218226000
2013-08-26,12243545000
2013-08-27,12044609999
2013-08-28,12022908000
2013-08-29,11918015000
2013-08-30,11758867000
2013-09-03,11632271999
2013-09-04,11740782000
2013-09-05,11711846000
2013-09-06,11635889000
2013-09-09,11751633000
2013-09-10,11838440999
2013-09-11,12004823000
2013-09-12,12026525000
2013-09-13,11936100000
2013-09-16,12106099000
2013-09-17,12062695000
2013-09-18,12272481000
2013-09-19,12315884999
2013-09-20,12362906000
2013-09-23,12323119000
2013-09-24,12348438000
2013-09-25,12283332000
2013-09-26,12326736000
2013-09-27,12207375000
2013-09-30,12042960000
2013-10-01,12107940000
2013-10-02,12014080000
2013-10-03,11851630000
2013-10-04,11923830000
2013-10-07,11887730000
2013-10-08,11783040000
2013-10-09,11685570000
2013-10-10,11779430000
2013-10-11,11931049999
2013-10-14,11981590000
2013-10-15,11909390000
2013-10-16,11967150000
2013-10-17,11967150000
2013-10-18,11956320000
2013-10-21,12003250000
2013-10-22,12165700000
2013-10-23,12162090000
2013-10-24,12122380000
2013-10-25,12180140000
2013-10-28,12169310000
2013-10-29,12216240000
2013-10-30,12039350000
2013-10-31,12082670000
2013-11-01,12396740000
2013-11-04,12324540000
2013-11-05,12320930000
2013-11-06,12375080000
2013-11-07,12310100000
2013-11-08,12389520000
2013-11-11,12310100000
2013-11-12,12313710000
2013-11-13,12494210000
2013-11-14,12631390000
2013-11-15,12674710000
2013-11-18,12689150000
2013-11-19,12635000000
2013-11-20,12613340000
2013-11-21,12537529999
2013-11-22,12642220000
2013-11-25,12577240000
