,KLAC
2009-04-13,4021371900
2009-04-14,4063863150
2009-04-15,3994177500
2009-04-16,4162442849
2009-04-17,4225329900
2009-04-20,3985679250
2009-04-21,4031569800
2009-04-22,4381697700
2009-04-23,4368100500
2009-04-24,4390195950
2009-04-27,4422489300
2009-04-28,4464980550
2009-04-29,4568659200
2009-04-30,4714829100
2009-05-01,4640044500
2009-05-04,4942582200
2009-05-05,4833804600
2009-05-06,4867797600
2009-05-07,4568659200
2009-05-08,4449683700
2009-05-11,4402093500
2009-05-12,4301814150
2009-05-13,4221930600
2009-05-14,4335807150
2009-05-15,4289916599
2009-05-18,4456482300
2009-05-19,4563560250
2009-05-20,4514270400
2009-05-21,4386796650
2009-05-22,4337506800
2009-05-26,4553362350
2009-05-27,4524468300
2009-05-28,4551662700
2009-05-29,4589055000
2009-06-01,5005469250
2009-06-02,4745422800
2009-06-03,4619648700
2009-06-04,4702931550
2009-06-05,4502372850
2009-06-08,4492174950
2009-06-09,4572058500
2009-06-10,4551662700
2009-06-11,4483676700
2009-06-12,4398694200
2009-06-15,4334107500
2009-06-16,4247425349
2009-06-17,4279718700
2009-06-18,4261022550
2009-06-19,4303513800
2009-06-22,4085958600
2009-06-23,4017972600
2009-06-24,4050265949
2009-06-25,4181139000
2009-06-26,4218531300
2009-06-29,4216831650
2009-06-30,4310124500
2009-07-01,4405715380
2009-07-02,4361333900
2009-07-06,4451803840
2009-07-07,4342557120
2009-07-08,4289640740
2009-07-09,4499599280
2009-07-10,4448389880
2009-07-13,4603725060
2009-07-14,4755646280
2009-07-15,4895618640
2009-07-16,5037297980
2009-07-17,5064609660
2009-07-20,5124353960
2009-07-21,5107284160
2009-07-22,5259205380
2009-07-23,5373573040
2009-07-24,5385521900
2009-07-27,5446973180
2009-07-28,5414540560
2009-07-29,5365038140
2009-07-30,5336019480
2009-07-31,5441852240
2009-08-03,5499889560
2009-08-04,5511838420
2009-08-05,5431610360
2009-08-06,5327484580
2009-08-07,5327484580
2009-08-10,5228479740
2009-08-11,5168735440
2009-08-12,5301879880
2009-08-13,5402591700
2009-08-14,5231893700
2009-08-17,5056074760
2009-08-18,5153372620
2009-08-19,5177270340
2009-08-20,5238721620
2009-08-21,5359917200
2009-08-24,5286517060
2009-08-25,5332605520
2009-08-26,5424782440
2009-08-27,5411126600
2009-08-28,5436731300
2009-08-31,5325777600
2009-09-01,5141423760
2009-09-02,5172149400
2009-09-03,5247256520
2009-09-04,5402591700
2009-09-08,5494768620
2009-09-09,5668880580
2009-09-10,5858355360
2009-09-11,5846406500
2009-09-14,5947118320
2009-09-15,6056365039
2009-09-16,6061485980
2009-09-17,5950532280
2009-09-18,6066606920
2009-09-21,6052951080
2009-09-22,6105867460
2009-09-23,6085383700
2009-09-24,5984671880
2009-09-25,5967602080
2009-09-28,6085383700
2009-09-29,6034174300
2009-09-30,6146690880
2009-10-01,5862153600
2009-10-02,5730169440
2009-10-05,5899863360
2009-10-06,6064415040
2009-10-07,6038703839
2009-10-08,6117551520
2009-10-09,6328383360
2009-10-12,6378091680
2009-10-13,6342096000
2009-10-14,6290673600
2009-10-15,6292387680
2009-10-16,6098696640
2009-10-19,6180972480
2009-10-20,6168973920
2009-10-21,6006136320
2009-10-22,6167259839
2009-10-23,6011278560
2009-10-26,6000994080
2009-10-27,5893007040
2009-10-28,5699316000
2009-10-29,5875866240
2009-10-30,5572474080
2009-11-02,5632466880
2009-11-03,5433633600
2009-11-04,5445632160
2009-11-05,5635895040
2009-11-06,5632466880
2009-11-09,5737025760
2009-11-10,5661606240
2009-11-11,5766165120
2009-11-12,5653035839
2009-11-13,5692459680
2009-11-16,5793590399
2009-11-17,5793590399
2009-11-18,5694173760
2009-11-19,5509053120
2009-11-20,5466201120
2009-11-23,5512481279
2009-11-24,5531336160
2009-11-25,5582758560
2009-11-27,5471343360
2009-11-30,5354785920
2009-12-01,5435347680
2009-12-02,5615326080
2009-12-03,5930716800
2009-12-04,6117551520
2009-12-07,6179258399
2009-12-08,6139834560
2009-12-09,6174116160
2009-12-10,6155261279
2009-12-11,6127836000
2009-12-14,6186114720
2009-12-15,6198113279
2009-12-16,6252963839
2009-12-17,6124407839
2009-12-18,6203255520
2009-12-21,6347238240
2009-12-22,6354094560
2009-12-23,6306100320
2009-12-24,6410659200
2009-12-28,6306100320
2009-12-29,6222110399
2009-12-30,6312956640
2009-12-31,6201656959
2010-01-04,6332001520
2010-01-05,6261684060
2010-01-06,6237673220
2010-01-07,6271974420
2010-01-08,6366302720
2010-01-11,6338861760
2010-01-12,6117619020
2010-01-13,6189651540
2010-01-14,6002710000
2010-01-15,5718010040
2010-01-19,5769461840
2010-01-20,5699144379
2010-01-21,5633972100
2010-01-22,5292675160
2010-01-25,5309825760
2010-01-26,5260089020
2010-01-27,5290960100
2010-01-28,5038846280
2010-01-29,4836469200
2010-02-01,5006260140
2010-02-02,4990824600
2010-02-03,5023410740
2010-02-04,4855334860
2010-02-05,4937657740
2010-02-08,4925652320
2010-02-09,5002830020
2010-02-10,4971958940
2010-02-11,5055996880
2010-02-12,5088583020
2010-02-16,5285814920
2010-02-17,5218927580
2010-02-18,5188056500
2010-02-19,5244653480
2010-02-22,5201776980
2010-02-23,4954808340
2010-02-24,4989109540
2010-02-25,4956523400
2010-02-26,4995969780
2010-03-01,5169190840
2010-03-02,5189771560
2010-03-03,5184626380
2010-03-04,5150325180
2010-03-05,5194916740
2010-03-08,5167475780
2010-03-09,5102303500
2010-03-10,5167475780
2010-03-11,5143464940
2010-03-12,5050851700
2010-03-15,4817603540
2010-03-16,4975389060
2010-03-17,5045706520
2010-03-18,4989109540
2010-03-19,4937657740
2010-03-22,5105733620
2010-03-23,5332121540
2010-03-24,5258373960
2010-03-25,5296105280
2010-03-26,5215497460
2010-03-29,5249798660
2010-03-30,5296105280
2010-03-31,5171093910
2010-04-01,5201187570
2010-04-05,5368374570
2010-04-06,5339952780
2010-04-07,5298156030
2010-04-08,5197843830
2010-04-09,5269734240
2010-04-12,5293140420
2010-04-13,5346640260
2010-04-14,5565655230
2010-04-15,5548936530
2010-04-16,5580702060
2010-04-19,5560639620
2010-04-20,5592405150
2010-04-21,5590733280
2010-04-22,5759592150
2010-04-23,5764607759
2010-04-26,5786342070
2010-04-27,5627514419
2010-04-28,5617483200
2010-04-29,5799717030
2010-04-30,5694389220
2010-05-03,5901701100
2010-05-04,5665967430
2010-05-05,5523858480
2010-05-06,5333265300
2010-05-07,5206203180
2010-05-10,5465343030
2010-05-11,5461999290
2010-05-12,5553952140
2010-05-13,5370046440
2010-05-14,5179453260
2010-05-17,5278093590
2010-05-18,5107562850
2010-05-19,5132640900
2010-05-20,4992203820
2010-05-21,5054063010
2010-05-24,4933688370
2010-05-25,4973813250
2010-05-26,4945391460
2010-05-27,5226265620
2010-05-28,5144343990
2010-06-01,5003906910
2010-06-02,5157718950
2010-06-03,5288124810
2010-06-04,5002235040
2010-06-07,4749782670
2010-06-08,4739751450
2010-06-09,4694610960
2010-06-10,4851766740
2010-06-11,4875172920
2010-06-14,4898579100
2010-06-15,5080812930
2010-06-16,5059078620
2010-06-17,5082484800
2010-06-18,5149359600
2010-06-21,5274749850
2010-06-22,5146015860
2010-06-23,5167750170
2010-06-24,4980500730
2010-06-25,4995547560
2010-06-28,5017281870
2010-06-29,4726376490
2010-06-30,4661173560
2010-07-01,4540798920
2010-07-02,4549158270
2010-07-06,4564205100
2010-07-07,4791579420
2010-07-08,4798266900
2010-07-09,4982172600
2010-07-12,4933688370
2010-07-13,5227937490
2010-07-14,5105890980
2010-07-15,5102547240
2010-07-16,4886876010
2010-07-19,5022297480
2010-07-20,5092516020
2010-07-21,4967125770
2010-07-22,5154375210
2010-07-23,5214562530
2010-07-26,5321562210
2010-07-27,5278093590
2010-07-28,5167750170
2010-07-29,5152703340
2010-07-30,5294812290
2010-08-02,5393452620
2010-08-03,5411843190
2010-08-04,5467014900
2010-08-05,5436921240
2010-08-06,5400140100
2010-08-09,5436921240
2010-08-10,5254687410
2010-08-11,4978828860
2010-08-12,4868485440
2010-08-13,4865141700
2010-08-16,4856782350
2010-08-17,4970469510
2010-08-18,5062422360
2010-08-19,5003906910
2010-08-20,4968797640
2010-08-23,4850094870
2010-08-24,4781548200
2010-08-25,4855110480
2010-08-26,4781548200
2010-08-27,4870157310
2010-08-30,4749782670
2010-08-31,4682907870
2010-09-01,4846751130
2010-09-02,4977156990
2010-09-03,5074125450
2010-09-07,4791579420
2010-09-08,4808298120
2010-09-09,4833376170
2010-09-10,4753126410
2010-09-13,4896907230
2010-09-14,4983844470
2010-09-15,5017281870
2010-09-16,5196171960
2010-09-17,5191156350
2010-09-20,5274749850
2010-09-21,5398468230
2010-09-22,5351655870
2010-09-23,5485405470
2010-09-24,5592405150
2010-09-27,5652592470
2010-09-28,5834826300
2010-09-29,5871607440
2010-09-30,5879393779
2010-10-01,5842678860
2010-10-04,5714176640
2010-10-05,5867711759
2010-10-06,5790944200
2010-10-07,5841010000
2010-10-08,5749222700
2010-10-11,5760904720
2010-10-12,5789275340
2010-10-13,5834334560
2010-10-14,5834334560
2010-10-15,5952823620
2010-10-18,5949485900
2010-10-19,5867711759
2010-10-20,5939472740
2010-10-21,5991207400
2010-10-22,6006227140
2010-10-25,6143073660
2010-10-26,6006227140
2010-10-27,6101352160
2010-10-28,5921115279
2010-10-29,5961167920
2010-11-01,5934466160
2010-11-02,5984531960
2010-11-03,6021246880
2010-11-04,6309959660
2010-11-05,6269907020
2010-11-08,6328317120
2010-11-09,6244874120
2010-11-10,6238198680
2010-11-11,6168106560
2010-11-12,6121378480
2010-11-15,6118040759
2010-11-16,5994545120
2010-11-17,5974518800
2010-11-18,6096345580
2010-11-19,6131391640
2010-11-22,6186464020
2010-11-23,6084663560
2010-11-24,6261562720
2010-11-26,6206490340
2010-11-29,6219841220
2010-11-30,6119709620
2010-12-01,6408422400
2010-12-02,6585321560
2010-12-03,6702141759
2010-12-06,6643731660
2010-12-07,6618698759
2010-12-08,6680446580
2010-12-09,6645400520
2010-12-10,6588659279
2010-12-13,6503547420
2010-12-14,6541931200
2010-12-15,6546937779
2010-12-16,6622036480
2010-12-17,6647069380
2010-12-20,6613692180
2010-12-21,6613692180
2010-12-22,6622036480
2010-12-23,6605347880
2010-12-27,6630380779
2010-12-28,6613692180
2010-12-29,6590328140
2010-12-30,6541931200
2010-12-31,6477184560
2011-01-03,6495623750
2011-01-04,6450363919
2011-01-05,6353139100
2011-01-06,6403427800
2011-01-07,6317937010
2011-01-10,6478860850
2011-01-11,6463774240
2011-01-12,6535854710
2011-01-13,6663252750
2011-01-14,7058857190
2011-01-18,7102440730
2011-01-19,6975042690
2011-01-20,7062209770
2011-01-21,7011921070
2011-01-24,7226486190
2011-01-25,7320358430
2011-01-26,7464519370
2011-01-27,7489663720
2011-01-28,7323711010
2011-01-31,7389086320
2011-02-01,7558391610
2011-02-02,7570125639
2011-02-03,7524865810
2011-02-04,7648911270
2011-02-07,7737754639
2011-02-08,7744459800
2011-02-09,7741107220
2011-02-10,7739430930
2011-02-11,7866828970
2011-02-14,8076365220
2011-02-15,8086422960
2011-02-16,8183647780
2011-02-17,8302664370
2011-02-18,8363010810
2011-02-22,7974111530
2011-02-23,7897002190
2011-02-24,8009313620
2011-02-25,8207115840
2011-02-28,8183647780
2011-03-01,8037810550
2011-03-02,8327808720
2011-03-03,8574223350
2011-03-04,8584281090
2011-03-07,8255728250
2011-03-08,8346247910
2011-03-09,7962377500
2011-03-10,7672379330
2011-03-11,7732725770
2011-03-14,7685789650
2011-03-15,7640529820
2011-03-16,7441051310
2011-03-17,7568449350
2011-03-18,7506426620
2011-03-21,7704228840
2011-03-22,7637177240
2011-03-23,7731049480
2011-03-24,7910412510
2011-03-25,7855094940
2011-03-28,7928851700
2011-03-29,7969082660
2011-03-30,7982492980
2011-03-31,7919002000
2011-04-01,7831980000
2011-04-04,7770060500
2011-04-05,7724875999
2011-04-06,7726549500
2011-04-07,7373441000
2011-04-08,7313195000
2011-04-11,7266337000
2011-04-12,7088946000
2011-04-13,7097313499
2011-04-14,7109027999
2011-04-15,7162580000
2011-04-18,6958413000
2011-04-19,6991883000
2011-04-20,7468830500
2011-04-21,7129110000
2011-04-25,7139150999
2011-04-26,7355032500
2011-04-27,7375114500
2011-04-28,7256296000
2011-04-29,7346665000
2011-05-02,7309848000
2011-05-03,7204417500
2011-05-04,7334950500
2011-05-05,7450422000
2011-05-06,7524056000
2011-05-09,7532423500
2011-05-10,7532423500
2011-05-11,7413605000
2011-05-12,7512341500
2011-05-13,7435360500
2011-05-16,7276377999
2011-05-17,7127436500
2011-05-18,7167600500
2011-05-19,6896493500
2011-05-20,6894820000
2011-05-23,6811145000
2011-05-24,6792736500
2011-05-25,6874738000
2011-05-26,6918249000
2011-05-27,6965107000
2011-05-31,7212785000
2011-06-01,6921596000
2011-06-02,6981842000
2011-06-03,6814492000
2011-06-06,6787716000
2011-06-07,6881432000
2011-06-08,6752572500
2011-06-09,6839594500
2011-06-10,6685632500
2011-06-13,6637100999
2011-06-14,6797757000
2011-06-15,6618692500
2011-06-16,6424566500
2011-06-17,6376035000
2011-06-20,6389423000
2011-06-21,6521629500
2011-06-22,6501547500
2011-06-23,6603631000
2011-06-24,6531670500
2011-06-27,6660530000
2011-06-28,6717429000
2011-06-29,6650489000
2011-06-30,6747368319
2011-07-01,6909051800
2011-07-05,6769037240
2011-07-06,6624022160
2011-07-07,7089070520
2011-07-08,7042399000
2011-07-11,7049066360
2011-07-12,6885716040
2011-07-13,6939054920
2011-07-14,6792373000
2011-07-15,6825709800
2011-07-18,6755702520
2011-07-19,7074068960
2011-07-20,7067401600
2011-07-21,7165745160
2011-07-22,7352431240
2011-07-25,7340763360
2011-07-26,7285757640
2011-07-27,6962390680
2011-07-28,6952389640
2011-07-29,6637356880
2011-08-01,6654025280
2011-08-02,6393998240
2011-08-03,6514010720
2011-08-04,6110635439
2011-08-05,6033960800
2011-08-08,5705593319
2011-08-09,6032293960
2011-08-10,5893946240
2011-08-11,6012291880
2011-08-12,5988956120
2011-08-15,6162307480
2011-08-16,6048962360
2011-08-17,6032293960
2011-08-18,5702259640
2011-08-19,5612250280
2011-08-22,5637252880
2011-08-23,5915615160
2011-08-24,5913948319
2011-08-25,5747264319
2011-08-26,5912281480
2011-08-29,6147305920
2011-08-30,6107301760
2011-08-31,6113969120
2011-09-01,6012291880
2011-09-02,5803936880
2011-09-06,5708927000
2011-09-07,5963953520
2011-09-08,5895613080
2011-09-09,5910614640
2011-09-12,6068964439
2011-09-13,6285653640
2011-09-14,6452337640
2011-09-15,6522344920
2011-09-16,6559015400
2011-09-19,6462338680
2011-09-20,6388997720
2011-09-21,6360661439
2011-09-22,6180642720
2011-09-23,6288987319
2011-09-26,6615687960
2011-09-27,6674027360
2011-09-28,6477340240
2011-09-29,6505676520
2011-09-30,6367610040
2011-10-03,6192949889
2011-10-04,6449118110
2011-10-05,6678671450
2011-10-06,6667027440
2011-10-07,6909888220
2011-10-10,7137778129
2011-10-11,7137778129
2011-10-12,7290813690
2011-10-13,7279169680
2011-10-14,7294140550
2011-10-17,7191007889
2011-10-18,7277506250
2011-10-19,7189344460
2011-10-20,7076231220
2011-10-21,7202651900
2011-10-24,7455493260
2011-10-25,7455493260
2011-10-26,7520367030
2011-10-27,7869687330
2011-10-28,7876341050
2011-10-31,7833091870
2011-11-01,7518703600
2011-11-02,7605201960
2011-11-03,7861370180
2011-11-04,7897965639
2011-11-07,7866360470
2011-11-08,7952858830
2011-11-09,7566943070
2011-11-10,7709998050
2011-11-11,8059318350
2011-11-14,7951195400
2011-11-15,8054328060
2011-11-16,7907946220
2011-11-17,7566943070
2011-11-18,7383965770
2011-11-21,7362341180
2011-11-22,7204315330
2011-11-23,7071240930
2011-11-25,6999713440
2011-11-28,7239247360
2011-11-29,7202651900
2011-11-30,7668412300
2011-12-01,7856379889
2011-12-02,7809803850
2011-12-05,8099240670
2011-12-06,8175758450
2011-12-07,8159124150
2011-12-08,7992781150
2011-12-09,8150807000
2011-12-12,7916263370
2011-12-13,7789842690
2011-12-14,7688373460
2011-12-15,7645124280
2011-12-16,7658431720
2011-12-19,7517040170
2011-12-20,7952858830
2011-12-21,7803150129
2011-12-22,8007752020
2011-12-23,8069298930
2011-12-27,8124192120
2011-12-28,8046010910
2011-12-29,8114211540
2011-12-30,8026049750
2012-01-03,7929142200
2012-01-04,7837253699
2012-01-05,7939166400
2012-01-06,7974251099
2012-01-09,8049432600
2012-01-10,8114589900
2012-01-11,8239892400
2012-01-12,8153016000
2012-01-13,8002653000
2012-01-17,8107907100
2012-01-18,8356841400
2012-01-19,8525582100
2012-01-20,8604105000
2012-01-23,8448729900
2012-01-24,8564008200
2012-01-25,8560666800
2012-01-26,8396938200
2012-01-27,8742773100
2012-01-30,8532264900
2012-01-31,8538947700
2012-02-01,8637519000
2012-02-02,8609117100
2012-02-03,8684298600
2012-02-06,8492168100
2012-02-07,8537277000
2012-02-08,8574032400
2012-02-09,8482143900
2012-02-10,8254928699
2012-02-13,8206478400
2012-02-14,8286672000
2012-02-15,8241563100
2012-02-16,8467107600
2012-02-17,8381901900
2012-02-21,8054444700
2012-02-22,8069481000
2012-02-23,8111248500
2012-02-24,7977592500
2012-02-27,8061127500
2012-02-28,8196454200
2012-02-29,8084517300
2012-03-01,8032725600
2012-03-02,7977592500
2012-03-05,7852290000
2012-03-06,7907423100
2012-03-07,7957544100
2012-03-08,8011006500
2012-03-09,8263282200
2012-03-12,8323427400
2012-03-13,8450400600
2012-03-14,8462095500
2012-03-15,8667591600
2012-03-16,8685969300
2012-03-19,8747785200
2012-03-20,8802918300
2012-03-21,8801247600
2012-03-22,8734419600
2012-03-23,8834661600
2012-03-26,9035145600
2012-03-27,9095290800
2012-03-28,9030133500
2012-03-29,9038487000
2012-03-30,9091949400
2012-04-02,9126500460
2012-04-03,9006305100
2012-04-04,8871085320
2012-04-05,8957893080
2012-04-09,8894456640
2012-04-10,8690792280
2012-04-11,8881101600
2012-04-12,8969578740
2012-04-13,8800971360
2012-04-16,8794293840
2012-04-17,8927844240
2012-04-18,8929513620
2012-04-19,8909481060
2012-04-20,8785946940
2012-04-23,8662412820
2012-04-24,8619008940
2012-04-25,8881101600
2012-04-26,9199953180
2012-04-27,8729188020
2012-04-30,8702477940
2012-05-01,8719171740
2012-05-02,8657404680
2012-05-03,8483789160
2012-05-04,8323528680
2012-05-07,8301826739
2012-05-08,8330206200
2012-05-09,8351908140
2012-05-10,8346900000
2012-05-11,8351908140
2012-05-14,8343561239
2012-05-15,8286802320
2012-05-16,7864449180
2012-05-17,7719213120
2012-05-18,7605695280
2012-05-21,7712535600
2012-05-22,7679148000
2012-05-23,7662454200
2012-05-24,7635744120
2012-05-25,7704188700
2012-05-29,7819375920
2012-05-30,7674139860
2012-05-31,7650768540
2012-06-01,7438757280
2012-06-04,7453781700
2012-06-05,7507201860
2012-06-06,7767625140
2012-06-07,7669131720
2012-06-08,7901175540
2012-06-11,7844416620
2012-06-12,7954595700
2012-06-13,7919538720
2012-06-14,7897836780
2012-06-15,8064774780
2012-06-18,8250075960
2012-06-19,8271777900
2012-06-20,8305165500
2012-06-21,8083137960
2012-06-22,8094823620
2012-06-25,7856102280
2012-06-26,7922877480
2012-06-27,8031387180
2012-06-28,7929555000
2012-06-29,8221696500
2012-07-02,8151692450
2012-07-03,8153357760
2012-07-05,8126712800
2012-07-06,7670417860
2012-07-09,7597144220
2012-07-10,7575495190
2012-07-11,7583821740
2012-07-12,7597144220
2012-07-13,7612132010
2012-07-16,7592148290
2012-07-17,7663756620
2012-07-18,8110059700
2012-07-19,8216639540
2012-07-20,8196655820
2012-07-23,8031790129
2012-07-24,8010141100
2012-07-25,8150027140
2012-07-26,8269929459
2012-07-27,8478093209
2012-07-30,8518060650
2012-07-31,8478093209
2012-08-01,8456444180
2012-08-02,8592999600
2012-08-03,8676265100
2012-08-06,8664607930
2012-08-07,8789506180
2012-08-08,8811155210
2012-08-09,8836134860
2012-08-10,8846126720
2012-08-13,8817816450
2012-08-14,8707905990
2012-08-15,8751204050
2012-08-16,8877767610
2012-08-17,8882763540
2012-08-20,8876102300
2012-08-21,8924396290
2012-08-22,8871106370
2012-08-23,8836134860
2012-08-24,8886094160
2012-08-27,8822812380
2012-08-28,8602991460
2012-08-29,8697914130
2012-08-30,8474762590
2012-08-31,8544705610
2012-09-04,8679595720
2012-09-05,8519725959
2012-09-06,8729555020
2012-09-07,8634632350
2012-09-10,8687922270
2012-09-11,8631301730
2012-09-12,8574681190
2012-09-13,8573015879
2012-09-14,8739546880
2012-09-17,8634632350
2012-09-18,8468101350
2012-09-19,8065096330
2012-09-20,7925210290
2012-09-21,7936867459
2012-09-24,7848606030
2012-09-25,7801977350
2012-09-26,7800312040
2012-09-27,7976834900
2012-09-28,7945194010
2012-10-01,7862813720
2012-10-02,7906043400
2012-10-03,7844524240
2012-10-04,7839536200
2012-10-05,7834548160
2012-10-08,7787993120
2012-10-09,7726473960
2012-10-10,7573507400
2012-10-11,7465433200
2012-10-12,7507000200
2012-10-15,7608423680
2012-10-16,7699871080
2012-10-17,7603435639
2012-10-18,7743100760
2012-10-19,7578495440
2012-10-22,7804619920
2012-10-23,7748088800
2012-10-24,7836210840
2012-10-25,7837873520
2012-10-26,7753076840
2012-10-31,7739775400
2012-11-01,8100576960
2012-11-02,7964237200
2012-11-05,8019105639
2012-11-06,8130505200
2012-11-07,7801294560
2012-11-08,7591796879
2012-11-09,7688232320
2012-11-12,7914356800
2012-11-13,7659966760
2012-11-14,7503674840
2012-11-15,7310803960
2012-11-16,7370660440
2012-11-19,7357359000
2012-11-20,7370660440
2012-11-21,7337406840
2012-11-23,7510325560
2012-11-26,7502012160
2012-11-27,7438830320
2012-11-28,7570182040
2012-11-29,7576832760
2012-11-30,7560205960
2012-12-03,7546904520
2012-12-04,7846186920
2012-12-05,7714835200
2012-12-06,7807945280
2012-12-07,7846186920
2012-12-10,7884428560
2012-12-11,7884428560
2012-12-12,7827897440
2012-12-13,7749751480
2012-12-14,7844524240
2012-12-17,7872789800
2012-12-18,7954261120
2012-12-19,7967562560
2012-12-20,8065660680
2012-12-21,8042383160
2012-12-24,7949273080
2012-12-26,7927658240
2012-12-27,7886091240
2012-12-28,7817921360
2012-12-31,7939335840
2013-01-02,8240219380
2013-01-03,8168738760
2013-01-04,8142141319
2013-01-07,8083959420
2013-01-08,7874504580
2013-01-09,7952634560
2013-01-10,8077310060
2013-01-11,8177050460
2013-01-14,8132167280
2013-01-15,8044063260
2013-01-16,8062349000
2013-01-17,8625882260
2013-01-18,8617570560
2013-01-22,8610921200
2013-01-23,8702349900
2013-01-24,8639180980
2013-01-25,9365623560
2013-01-28,9325727400
2013-01-29,9279181880
2013-01-30,9171129780
2013-01-31,9127908940
2013-02-01,9269207840
2013-02-04,9279181880
2013-02-05,9400532700
2013-02-06,9478662680
2013-02-07,9440428860
2013-02-08,9403857380
2013-02-11,9372272920
2013-02-12,9427130140
2013-02-13,9410506740
2013-02-14,9325727400
2013-02-15,9269207840
2013-02-19,9373935260
2013-02-20,9126246600
2013-02-21,8953363240
2013-02-22,9106298520
2013-02-25,8813726680
2013-02-26,8963337280
2013-02-27,9097986820
2013-02-28,9102973840
2013-03-01,9059753000
2013-03-04,8971648980
2013-03-05,9234298700
2013-03-06,9142870000
2013-03-07,9149519360
2013-03-08,9169467440
2013-03-11,9094662140
2013-03-12,9083025760
2013-03-13,9097986820
2013-03-14,9131233620
2013-03-15,8752220100
2013-03-18,8599284820
2013-03-19,8536115900
2013-03-20,8574349720
2013-03-21,8521154840
2013-03-22,8580999080
2013-03-25,8585986100
2013-03-26,8652479700
2013-03-27,8600947160
2013-03-28,8767181160
2013-04-01,8532926910
2013-04-02,8504798200
2013-04-03,8488251900
2013-04-04,8527963020
2013-04-05,8559400989
2013-04-08,8602421370
2013-04-09,8709972320
2013-04-10,8978022380
2013-04-11,8901909400
2013-04-12,8896945510
2013-04-15,8655369530
2013-04-16,8840688090
2013-04-17,8728173250
2013-04-18,8748028810
2013-04-19,8777812150
2013-04-22,8895290880
2013-04-23,9135212230
2013-04-24,9181541870
2013-04-25,9249381700
2013-04-26,8622276930
2013-04-29,8787739930
2013-04-30,8976367750
2013-05-01,8867162170
2013-05-02,8916801070
2013-05-03,8984640900
2013-05-06,8944929780
2013-05-07,9011114980
2013-05-08,9050826100
2013-05-09,8968094600
2013-05-10,9012769610
2013-05-13,8885363100
2013-05-14,9009460350
2013-05-15,9108738150
2013-05-16,9135212230
2013-05-17,9244417810
2013-05-20,9203052060
2013-05-21,9275855780
2013-05-22,9179887240
2013-05-23,9090537220
2013-05-24,9045862210
2013-05-28,9211325210
2013-05-29,9203052060
2013-05-30,9350314130
2013-05-31,9313912270
2013-06-03,9414844700
2013-06-04,9428081740
2013-06-05,9348659500
2013-06-06,9279165040
2013-06-07,9393334510
2013-06-10,9388370620
2013-06-11,9146794640
2013-06-12,9130248340
2013-06-13,9366860430
2013-06-14,9217943730
2013-06-17,9262618740
2013-06-18,9330458570
2013-06-19,9300675230
2013-06-20,9006151090
2013-06-21,9062408510
2013-06-24,8903564030
2013-06-25,9183196500
2013-06-26,9155067790
2013-06-27,9194778910
2013-06-28,9221252990
2013-07-01,9170178080
2013-07-02,9098847100
2013-07-03,9135342020
2013-07-05,9367582420
2013-07-08,9205014140
2013-07-09,9646270900
2013-07-10,9827086640
2013-07-11,9941547980
2013-07-12,10017855540
2013-07-15,9828745500
2013-07-16,9866899280
2013-07-17,9979701760
2013-07-18,9983019480
2013-07-19,10057668180
2013-07-22,10004584660
2013-07-23,9973066320
2013-07-24,9861922700
2013-07-25,9918323940
2013-07-26,9750779080
2013-07-29,9581575360
2013-07-30,9691060120
2013-07-31,9725896180
2013-08-01,9973066320
2013-08-02,9870217000
2013-08-05,9729213900
2013-08-06,9682765820
2013-08-07,9689401260
2013-08-08,9692718980
2013-08-09,9573281060
2013-08-12,9745802500
2013-08-13,9845334100
2013-08-14,9749120220
2013-08-15,9467114020
2013-08-16,9379194440
2013-08-19,9342699520
2013-08-20,9347676100
2013-08-21,9269709680
2013-08-22,9360946980
2013-08-23,9400759620
2013-08-26,9355970400
2013-08-27,9068987620
2013-08-28,9098847100
2013-08-29,9180131240
2013-08-30,9148612900
2013-09-03,9186766680
2013-09-04,9691060120
2013-09-05,9710966440
2013-09-06,9747461360
2013-09-09,9770685400
2013-09-10,9891782180
2013-09-11,9906711920
2013-09-12,9986337200
2013-09-13,9999608080
2013-09-16,10133975740
2013-09-17,10231848480
2013-09-18,10286590860
2013-09-19,10245119360
2013-09-20,10160517500
2013-09-23,10163835220
2013-09-24,10142270040
2013-09-25,10198671280
2013-09-26,10112410560
2013-09-27,10104116260
2013-09-30,10126291900
2013-10-01,10149589860
2013-10-02,10142933300
2013-10-03,10054733880
2013-10-04,10117971200
2013-10-07,10111314640
2013-10-08,9934915800
2013-10-09,9894976440
2013-10-10,10184536800
2013-10-11,10264415520
2013-10-14,10462448180
2013-10-15,10309347300
2013-10-16,10455791620
2013-10-17,10632190460
2013-10-18,10727046439
2013-10-21,10722054020
2013-10-22,10786955479
2013-10-23,10492402700
2013-10-24,10605564220
2013-10-25,10630526320
2013-10-28,10775306500
2013-10-29,11014942660
2013-10-30,10953369479
2013-10-31,10916758400
2013-11-01,10798604460
2013-11-04,10728710580
2013-11-05,10645503580
2013-11-06,10758665100
2013-11-07,10627198040
2013-11-08,10783627200
2013-11-11,10447470920
2013-11-12,10537334480
2013-11-13,10638847020
2013-11-14,10422508820
2013-11-15,10572281420
2013-11-18,10464112320
2013-11-19,10320996280
2013-11-20,10296034180
2013-11-21,10552311740
2013-11-22,10565624860
2013-11-25,10560632440
