,FLT
2015-08-03,14218099600
2015-08-04,14207046400
2015-08-05,14184018900
2015-08-06,14646411100
2015-08-07,14737600000
2015-08-10,14791023800
2015-08-11,14843526500
2015-08-12,14864711800
2015-08-13,14882212700
2015-08-14,14968796100
2015-08-17,15093144600
2015-08-18,14947610800
2015-08-19,14953137400
2015-08-20,14437321400
2015-08-21,13994272300
2015-08-24,13402926100
2015-08-25,13160676800
2015-08-26,13566881900
2015-08-27,13927953100
2015-08-28,13939927400
2015-08-31,13739127600
2015-09-01,13330159200
2015-09-02,13450823300
2015-09-03,13789788100
2015-09-04,13663597400
2015-09-08,14137963900
2015-09-09,13995193400
2015-09-10,13937164100
2015-09-11,14021905300
2015-09-14,13884661400
2015-09-15,14137963900
2015-09-16,14153622600
2015-09-17,14237442700
2015-09-18,14121384100
2015-09-21,14418899400
2015-09-22,14187703300
2015-09-23,14184018900
2015-09-24,13784261500
2015-09-25,13864397200
2015-09-28,13194757500
2015-09-29,12952508200
2015-09-30,12705216020
2015-10-01,12734758740
2015-10-02,13003412850
2015-10-05,13316381040
2015-10-06,13212058310
2015-10-07,13439167970
2015-10-08,13564724530
2015-10-09,13589651199
2015-10-12,13545337120
2015-10-13,13441014390
2015-10-14,13335768449
2015-10-15,13402239569
2015-10-16,13446553650
2015-10-19,13558262060
2015-10-20,13448400069
2015-10-21,13348693390
2015-10-22,13512101560
2015-10-23,13710591710
2015-10-26,13563801319
2015-10-27,13044957300
2015-10-28,13361618330
2015-10-29,13356079069
2015-10-30,13373620060
2015-11-02,13381928949
2015-11-03,13658891949
2015-11-04,13294224000
2015-11-05,14271903390
2015-11-06,14439004400
2015-11-09,14168503870
2015-11-10,14234974990
2015-11-11,14136191520
2015-11-12,13906312230
2015-11-13,13554569220
2015-11-16,13711514920
2015-11-17,13688434670
2015-11-18,14006942120
2015-11-19,13993093970
2015-11-20,14052179410
2015-11-23,14124189790
2015-11-24,14283905120
2015-11-25,14186968069
2015-11-27,14101109540
2015-11-30,14190660910
2015-12-01,14170350290
2015-12-02,14029099160
2015-12-03,13751212949
2015-12-04,13896156920
2015-12-07,13618270710
2015-12-08,13626579600
2015-12-09,13478866000
2015-12-10,13549029960
2015-12-11,12907399010
2015-12-14,12861238510
2015-12-15,13062498290
2015-12-16,13317304250
2015-12-17,13182515590
2015-12-18,12954482720
2015-12-21,13052342980
2015-12-22,13122506939
2015-12-23,13424396610
2015-12-24,13417934140
2015-12-28,13280375850
2015-12-29,13422550189
2015-12-30,13212981520
2015-12-31,13223311880
2016-01-04,13010525080
2016-01-05,12652488160
2016-01-06,12273172560
2016-01-07,11888306000
2016-01-08,11958618160
2016-01-11,11616308960
2016-01-12,11498813640
2016-01-13,10885432560
2016-01-14,11103770320
2016-01-15,10931690560
2016-01-19,10625462600
2016-01-20,10630088400
2016-01-21,10801243000
2016-01-22,11440528560
2016-01-25,11010329160
2016-01-26,11114872240
2016-01-27,10918738320
2016-01-28,10870630000
2016-01-29,11364665440
2016-02-01,11264748160
2016-02-02,10893759000
2016-02-03,11277700400
2016-02-04,11541371000
2016-02-05,11449780160
2016-02-08,10858602920
2016-02-09,10534796920
2016-02-10,10638414840
2016-02-11,10490389240
2016-02-12,10866929360
2016-02-16,11528418760
2016-02-17,11795790000
2016-02-18,11748606840
2016-02-19,11839272520
2016-02-22,12007651640
2016-02-23,11691246920
2016-02-24,11853149920
2016-02-25,11807817080
2016-02-26,11842048000
2016-02-29,11813368040
2016-03-01,12449878120
2016-03-02,12511863840
2016-03-03,12740378360
2016-03-04,12769983480
2016-03-07,13113217840
2016-03-08,12565523120
2016-03-09,12637685600
2016-03-10,12498911600
2016-03-11,12932811640
2016-03-14,12906907160
2016-03-15,12949464520
2016-03-16,12991096719
2016-03-17,13210359640
2016-03-18,13633157760
2016-03-21,13580423640
2016-03-22,13586899760
2016-03-23,13516587600
2016-03-24,13494383760
2016-03-28,13484207000
2016-03-29,13660912560
2016-03-30,13670164160
2016-03-31,13783918750
2016-04-01,13773725599
2016-04-04,13812644900
2016-04-05,13476270950
2016-04-06,13593955499
2016-04-07,13403992250
2016-04-08,13499437200
2016-04-11,13585615650
2016-04-12,13805231700
2016-04-13,14076740150
2016-04-14,13994268300
2016-04-15,13980368550
2016-04-18,14129559200
2016-04-19,14091566550
2016-04-20,14196277999
2016-04-21,14222224200
2016-04-22,14295429550
2016-04-25,14220370900
2016-04-26,14230564050
2016-04-27,14447400150
2016-04-28,14250023700
2016-04-29,14333422200
2016-05-02,14417747350
2016-05-03,14350101900
2016-05-04,14151798800
2016-05-05,14053573900
2016-05-06,14032260950
2016-05-09,13913649750
2016-05-10,14121219349
2016-05-11,14085080000
2016-05-12,13985928450
2016-05-13,13471637700
2016-05-16,13566156000
2016-05-17,13434571700
2016-05-18,13542989750
2016-05-19,13480904200
2016-05-20,13607855250
2016-05-23,13578202450
2016-05-24,13795965200
2016-05-25,13918282999
2016-05-26,13835811150
2016-05-27,13915503049
2016-05-31,13796891849
2016-06-01,13901603300
2016-06-02,14129559200
2016-06-03,13940522600
2016-06-06,14252803650
2016-06-07,14163845250
2016-06-08,14121219349
2016-06-09,13899750000
2016-06-10,13653261100
2016-06-13,13522603450
2016-06-14,13342833350
2016-06-15,13404918900
2016-06-16,13348393250
2016-06-17,13376192750
2016-06-20,13444764850
2016-06-21,13535576550
2016-06-22,13359513049
2016-06-23,13566156000
2016-06-24,13111170850
2016-06-27,12479195549
2016-06-28,12901747950
2016-06-29,13263141450
2016-06-30,13258275030
2016-07-01,13223075250
2016-07-05,12922950810
2016-07-06,12932213910
2016-07-07,12982234650
2016-07-08,13319411490
2016-07-11,13310148390
2016-07-12,13900207860
2016-07-13,13864081769
2016-07-14,14066017350
2016-07-15,13936333949
2016-07-18,13931702400
2016-07-19,13913176199
2016-07-20,14068796280
2016-07-21,13893723690
2016-07-22,14061385800
2016-07-25,14002101960
2016-07-26,14081764620
2016-07-27,13964123250
2016-07-28,14094732960
2016-07-29,14050270080
2016-08-01,14108627610
2016-08-02,13949302290
2016-08-03,14239237320
2016-08-04,14338352490
2016-08-05,15035863920
2016-08-08,15142389570
2016-08-09,15099779310
2016-08-10,15056242740
2016-08-11,15258178320
2016-08-12,15234094260
2016-08-15,15649081140
2016-08-16,15561081690
2016-08-17,15581460510
2016-08-18,15612955050
2016-08-19,15521250360
2016-08-22,15507355710
2016-08-23,15602765640
2016-08-24,15378598620
2016-08-25,15358219800
2016-08-26,15429545670
2016-08-29,15388788030
2016-08-30,15384156480
2016-08-31,15210010199
2016-09-01,15531439769
2016-09-02,15527734530
2016-09-06,15543481800
2016-09-07,15558302760
2016-09-08,15528660839
2016-09-09,14899696350
2016-09-12,15172031490
2016-09-13,14936748750
2016-09-14,15045127019
2016-09-15,15107189790
2016-09-16,15238725810
2016-09-19,15610176120
2016-09-20,15529587150
2016-09-21,15827858970
2016-09-22,15942721410
2016-09-23,15796364430
2016-09-26,15817669560
2016-09-27,15881584949
2016-09-28,16162256880
2016-09-29,15993668460
2016-09-30,16082881020
2016-10-03,15988455540
2016-10-04,15855148980
2016-10-05,16031039579
2016-10-06,16158791700
2016-10-07,15963460560
2016-10-10,16161568920
2016-10-11,15836634180
2016-10-12,15919950780
2016-10-13,15620936760
2016-10-14,15867183600
2016-10-17,15956054640
2016-10-18,16067143440
2016-10-19,16140276900
2016-10-20,15981975359
2016-10-21,16080103799
2016-10-24,16249514220
2016-10-25,16006044600
2016-10-26,15906990420
2016-10-27,16062514740
2016-10-28,16103247299
2016-10-31,16228222200
2016-11-01,15985678320
2016-11-02,14073099480
2016-11-03,13771308240
2016-11-04,13890728700
2016-11-07,13700026260
2016-11-08,13774085460
2016-11-09,13887951480
2016-11-10,13561165260
2016-11-11,13302883799
2016-11-14,13256596799
2016-11-15,13418601299
2016-11-16,13481551620
2016-11-17,13950901799
2016-11-18,13904614799
2016-11-21,14100871680
2016-11-22,14164747740
2016-11-23,14186965500
2016-11-25,14223995100
2016-11-28,13862956500
2016-11-29,13857402060
2016-11-30,13825001160
2016-12-01,13466739780
2016-12-02,13469517000
2016-12-05,13877768340
2016-12-06,13835184299
2016-12-07,14088837060
2016-12-08,14204554560
2016-12-09,14215663440
2016-12-12,13968490859
2016-12-13,13933312740
2016-12-14,13978674000
2016-12-15,13835184299
2016-12-16,13704654960
2016-12-19,13234379040
2016-12-20,13306586760
2016-12-21,13139027820
2016-12-22,13182537600
2016-12-23,13278814560
2016-12-27,13324175820
2016-12-28,13132547640
2016-12-29,13157542620
2016-12-30,13101072480
2017-01-03,13323422200
2017-01-04,13544481400
2017-01-05,13583166760
2017-01-06,13668827200
2017-01-09,13619088880
2017-01-10,13629220760
2017-01-11,13678038000
2017-01-12,13723170920
2017-01-13,13879754520
2017-01-17,13795015160
2017-01-18,14035417040
2017-01-19,13840148080
2017-01-20,13839227000
2017-01-23,13798699480
2017-01-24,13882517760
2017-01-25,13884359920
2017-01-26,13636589400
2017-01-27,13648563440
2017-01-30,13628299680
2017-01-31,13585008920
2017-02-01,13479084720
2017-02-02,13636589400
2017-02-03,13882517760
2017-02-06,13604351599
2017-02-07,13701065000
2017-02-08,13931335000
2017-02-09,15461248880
2017-02-10,15557962280
2017-02-13,15497171000
2017-02-14,15415194880
2017-02-15,15443748359
2017-02-16,15339666320
2017-02-17,15333218760
2017-02-21,15342429560
2017-02-22,15390325720
2017-02-23,15508223960
2017-02-24,15538619599
2017-02-27,15647307040
2017-02-28,15658360000
2017-03-01,15174793000
2017-03-02,14978602960
2017-03-03,15159134640
2017-03-06,15075316359
2017-03-07,15032025599
2017-03-08,14846888520
2017-03-09,14846888520
2017-03-10,14755701599
2017-03-13,14723463800
2017-03-14,14662672520
2017-03-15,14904916560
2017-03-16,15104790920
2017-03-17,14942680840
2017-03-20,14734516760
2017-03-21,14412138760
2017-03-22,14608328800
2017-03-23,14586222880
2017-03-24,14451745200
2017-03-27,14400164720
2017-03-28,14507010000
2017-03-29,14046470000
2017-03-30,13641194800
2017-03-31,13502861670
2017-04-03,13388725350
2017-04-04,12626330400
2017-04-05,12666456450
2017-04-06,12971414430
2017-04-07,13042749630
2017-04-10,13047208080
2017-04-11,12979439640
2017-04-12,12859953180
2017-04-13,12694098840
2017-04-17,12870653460
2017-04-18,12809126850
2017-04-19,12767217420
2017-04-20,13351274370
2017-04-21,13166694540
2017-04-24,13395858870
2017-04-25,13273697340
2017-04-26,13498403220
2017-04-27,12987464850
2017-04-28,12585312659
2017-05-01,13213062420
2017-05-02,12305322000
2017-05-03,11704322940
2017-05-04,11780116590
2017-05-05,11895144600
2017-05-08,12003039090
2017-05-09,12028006409
2017-05-10,12325830870
2017-05-11,12168001740
2017-05-12,12343664670
2017-05-15,12494360280
2017-05-16,12445317330
2017-05-17,12107366820
2017-05-18,11896036290
2017-05-19,12107366820
2017-05-22,12222394830
2017-05-23,12124308930
2017-05-24,12431941979
2017-05-25,12578179140
2017-05-26,13051666530
2017-05-30,12968739360
2017-05-31,12866195010
2017-06-01,13161344400
2017-06-02,13228221150
2017-06-05,13389617040
2017-06-06,13094467650
2017-06-07,12981223020
2017-06-08,12972306120
2017-06-09,12834985860
2017-06-12,12732441510
2017-06-13,13129243560
2017-06-14,13068608640
2017-06-15,12885812190
2017-06-16,12876895290
2017-06-19,12799318260
2017-06-20,12557670270
2017-06-21,12481876620
2017-06-22,12573720690
2017-06-23,12847469520
2017-06-26,12793968120
2017-06-27,12762758970
2017-06-28,13132810320
2017-06-29,13018674000
2017-06-30,13087201710
2017-07-03,13192472870
2017-07-05,13193380380
2017-07-06,13082664160
2017-07-07,13167970100
2017-07-10,13138929780
2017-07-11,13253276040
2017-07-12,13291391460
2017-07-13,13567274500
2017-07-14,13524621530
2017-07-17,13402107680
2017-07-18,13534604139
2017-07-19,13574534580
2017-07-20,13521899000
2017-07-21,13453835750
2017-07-24,13463818360
2017-07-25,13658025500
2017-07-26,13952966250
2017-07-27,13775094290
2017-07-28,13798689550
2017-07-31,13799597060
2017-08-01,13993804199
2017-08-02,13991989180
2017-08-03,13991989180
2017-08-04,13182490260
2017-08-07,12928387460
2017-08-08,12923849910
2017-08-09,12726012730
2017-08-10,12590793740
2017-08-11,12643429320
2017-08-14,12866676780
2017-08-15,12997358220
2017-08-16,13014600910
2017-08-17,12888457020
2017-08-18,12949260190
2017-08-21,13000080750
2017-08-22,12914774810
2017-08-23,12900254650
2017-08-24,12927479949
2017-08-25,12925664930
2017-08-28,12982838060
2017-08-29,12954705250
2017-08-30,12992820669
2017-08-31,13047271270
2017-09-01,13060883919
2017-09-05,12822208790
2017-09-06,12737810360
2017-09-07,12887549510
2017-09-08,13099906850
2017-09-11,13258721100
2017-09-12,13152542430
2017-09-13,13137114760
2017-09-14,13069051510
2017-09-15,13160710020
2017-09-18,13722458710
2017-09-19,13908498260
2017-09-20,13703401000
2017-09-21,13670730639
2017-09-22,13945706169
2017-09-25,14096352830
2017-09-26,14040994720
2017-09-27,14001971790
2017-09-28,14039179699
2017-09-29,14045532270
2017-10-02,13878257760
2017-10-03,13899780000
2017-10-04,14203781639
2017-10-05,14145492240
2017-10-06,14416313760
2017-10-09,14541860160
2017-10-10,14487157800
2017-10-11,14488951320
2017-10-12,14379546600
2017-10-13,14403759120
2017-10-16,14410036440
2017-10-17,14584904639
2017-10-18,14882628960
2017-10-19,14710451040
2017-10-20,14767843680
2017-10-23,14766946919
2017-10-24,14691619080
2017-10-25,14742734400
2017-10-26,14719418639
2017-10-27,14829720120
2017-10-30,14679961199
2017-10-31,14820752520
2017-11-01,14734663560
2017-11-02,16348831560
2017-11-03,16034068800
2017-11-06,16129125360
2017-11-07,15872652000
2017-11-08,15778492199
2017-11-09,15872652000
2017-11-10,16191001800
2017-11-13,16269019919
2017-11-14,16023307680
2017-11-15,15826020480
2017-11-16,16020617400
2017-11-17,16024204440
2017-11-20,16027791480
2017-11-21,16134505919
2017-11-22,16019720639
2017-11-24,16157821680
2017-11-27,16013443320
2017-11-28,16153337880
2017-11-29,16098635520
2017-11-30,16309374120
2017-12-01,16217007840
2017-12-04,16464513600
2017-12-05,16488726120
2017-12-06,16543428480
2017-12-07,16654626720
2017-12-08,16718296680
2017-12-11,16960421880
2017-12-12,16974770040
2017-12-13,17014227480
2017-12-14,16903926000
2017-12-15,17048304360
2017-12-18,17099419680
2017-12-19,16936209360
2017-12-20,17053684919
2017-12-21,17144257680
2017-12-22,17079690960
2017-12-26,17158605840
2017-12-27,17166676680
2017-12-28,17341544880
2017-12-29,17256352680
2018-01-02,17402740550
2018-01-03,17500584400
2018-01-04,17545466900
2018-01-05,17683705000
2018-01-08,17698067400
2018-01-09,17675626150
2018-01-10,18034686150
2018-01-11,18184593700
2018-01-12,18246531550
2018-01-16,18114577000
2018-01-17,18258201000
2018-01-18,18244736250
2018-01-19,18549937250
2018-01-22,18560709050
2018-01-23,18747420250
2018-01-24,18655859950
2018-01-25,19040951800
2018-01-26,19032872950
2018-01-29,18850650000
2018-01-30,18813846350
2018-01-31,19075062500
2018-02-01,18962856250
2018-02-02,18627135150
2018-02-05,17983520100
2018-02-06,18262689250
2018-02-07,18251019800
2018-02-08,17469166650
2018-02-09,17048168799
2018-02-12,17296817850
2018-02-13,17432363000
2018-02-14,17483529050
2018-02-15,17626255400
2018-02-16,17827329000
2018-02-20,17903629250
2018-02-21,18279744600
2018-02-22,18318343550
2018-02-23,18507747700
2018-02-26,18308469400
2018-02-27,18071489800
2018-02-28,17946716450
2018-03-01,17930558750
2018-03-02,18083159250
2018-03-05,18285130500
2018-03-06,18259996300
2018-03-07,18416187400
2018-03-08,18538267800
2018-03-09,18796791000
2018-03-12,18733057850
2018-03-13,18653167000
2018-03-14,18662143500
2018-03-15,18561606700
2018-03-16,18761782650
2018-03-19,18413494450
2018-03-20,18697151850
2018-03-21,18728569600
2018-03-22,18207932600
2018-03-23,17794115950
2018-03-26,18149585350
2018-03-27,17828226650
2018-03-28,17650491950
2018-03-29,18177412500
2018-04-02,17669729040
2018-04-03,17756222970
2018-04-04,17763356490
2018-04-05,17852525490
2018-04-06,17507441460
2018-04-09,17520816810
2018-04-10,17850742110
2018-04-11,17840041830
2018-04-12,17894434920
2018-04-13,17921185620
2018-04-16,18086148270
2018-04-17,18640779450
2018-04-18,18804850410
2018-04-19,18697847610
2018-04-20,18631862550
2018-04-23,18403589910
2018-04-24,18347413440
2018-04-25,17948828010
2018-04-26,18374164140
2018-04-27,18523076370
2018-04-30,18482950320
2018-05-01,18756699150
2018-05-02,18767399430
2018-05-03,18764724360
2018-05-04,17837366760
2018-05-07,18107548830
2018-05-08,18123599250
2018-05-09,18200284590
2018-05-10,18211876560
2018-05-11,18063856020
2018-05-14,18038888700
2018-05-15,18029971800
2018-05-16,18130732770
2018-05-17,18324229500
2018-05-18,18232385430
2018-05-21,18148566570
2018-05-22,17796349020
2018-05-23,17887301400
2018-05-24,18044238840
2018-05-25,18022838280
2018-05-29,17830233240
2018-05-30,17952394770
2018-05-31,17775840150
2018-06-01,17894434920
2018-06-04,18033538560
2018-06-05,18204743040
2018-06-06,18503459190
2018-06-07,17847175350
2018-06-08,18056722500
2018-06-11,18084364890
2018-06-12,18277861620
2018-06-13,18516834540
2018-06-14,18326904570
2018-06-15,18466008210
2018-06-18,19656414360
2018-06-19,19624313520
2018-06-20,19770550680
2018-06-21,19511960580
2018-06-22,19288146390
2018-06-25,18812875620
2018-06-26,18783449850
2018-06-27,18583711290
2018-06-28,18807525480
2018-06-29,18783449850
2018-07-02,18802207360
2018-07-03,18947275200
2018-07-05,18944621520
2018-07-06,19176376240
2018-07-09,19331174240
2018-07-10,19409900080
2018-07-11,19392208880
2018-07-12,19504548000
2018-07-13,19480664880
2018-07-16,19122418080
2018-07-17,19125956320
2018-07-18,19273677840
2018-07-19,19283408000
2018-07-20,19379825040
2018-07-23,19397516240
2018-07-24,19593888560
2018-07-25,19951250800
2018-07-26,19806182960
2018-07-27,19532853920
2018-07-30,19172838000
2018-07-31,19194952000
2018-08-01,19303752880
2018-08-02,19599195920
2018-08-03,19111803360
2018-08-06,19181683600
2018-08-07,19244487360
2018-08-08,19258640320
2018-08-09,19097650400
2018-08-10,19241833680
2018-08-13,19002117920
2018-08-14,19035731200
2018-08-15,18807514720
2018-08-16,18934006800
2018-08-17,18946390640
2018-08-20,19031308400
2018-08-21,19107380560
2018-08-22,19245371920
2018-08-23,19116226160
2018-08-24,19291369040
2018-08-27,19409015520
2018-08-28,19159569600
2018-08-29,19153377680
2018-08-30,18957005360
2018-08-31,18906585440
2018-09-04,19045461360
2018-09-05,19003002480
2018-09-06,19122418080
2018-09-07,19005656160
2018-09-10,19248910160
2018-09-11,19213527760
2018-09-12,19549660560
2018-09-13,19605387840
2018-09-14,19555852480
2018-09-17,19349750000
2018-09-18,19549660560
2018-09-19,19454128080
2018-09-20,19653154080
2018-09-21,19661999680
2018-09-24,19637232000
2018-09-25,19963634640
2018-09-26,19914099280
2018-09-27,20116663520
2018-09-28,20153815040
2018-10-01,19809241440
2018-10-02,19686551040
2018-10-03,19814499600
2018-10-04,19364926920
2018-10-05,19144084200
2018-10-08,19000361160
2018-10-09,18855761760
2018-10-10,17989918080
2018-10-11,17579781600
2018-10-12,18251073360
2018-10-15,18277364160
2018-10-16,18744464040
2018-10-17,18656828040
2018-10-18,18116990280
2018-10-19,17885631240
2018-10-22,17838307800
2018-10-23,17644632240
2018-10-24,16841010119
2018-10-25,17089020000
2018-10-26,16510622400
2018-10-29,16057544280
2018-10-30,16234569000
2018-10-31,17529829080
2018-11-01,17513178240
2018-11-02,17294088240
2018-11-05,17306357280
2018-11-06,17316873600
2018-11-07,17898776640
2018-11-08,17928572880
2018-11-09,17511425520
2018-11-12,16974216840
2018-11-13,17048707440
2018-11-14,16734970560
2018-11-15,17370331560
2018-11-16,17368578840
2018-11-19,16750745039
2018-11-20,16502735160
2018-11-21,16485207960
2018-11-23,16134663960
2018-11-26,16563204000
2018-11-27,16456288080
2018-11-28,16908489840
2018-11-29,16798068480
2018-11-30,16948802400
2018-12-03,17190677760
2018-12-04,16640323680
2018-12-06,16559698560
2018-12-07,16381797480
2018-12-10,16288903320
2018-12-11,15997075440
2018-12-12,15898046760
2018-12-13,15745560119
2018-12-14,15503684760
2018-12-17,15622869720
2018-12-18,15693854880
2018-12-19,15770974560
2018-12-20,15610600680
2018-12-21,15458990400
2018-12-24,15380118000
2018-12-26,16019860800
2018-12-27,16221423600
2018-12-28,16080329640
2018-12-31,15960962520
2019-01-02,15946352550
2019-01-03,15606885600
2019-01-04,15893928540
2019-01-07,15987604230
2019-01-08,16109640449
2019-01-09,16291835370
2019-01-10,16333946460
2019-01-11,16242849000
2019-01-14,16220504340
2019-01-15,16419028050
2019-01-16,16441372710
2019-01-17,16553096010
2019-01-18,17043819120
2019-01-22,16839279540
2019-01-23,16930377000
2019-01-24,16894281780
2019-01-25,17168433570
2019-01-28,17059288500
2019-01-29,16979363370
2019-01-30,17412506010
2019-01-31,17343753210
2019-02-01,17445163590
2019-02-04,17361800820
2019-02-05,17603295030
2019-02-06,17633374380
2019-02-07,18741153870
2019-02-08,18669822840
2019-02-11,18671541660
2019-02-12,18810766080
2019-02-13,18854595990
2019-02-14,18949990500
2019-02-15,19255081050
2019-02-19,19428681870
2019-02-20,19551577500
2019-02-21,19401180750
2019-02-22,19631502630
2019-02-25,19788774660
2019-02-26,19916826750
2019-02-27,19912529700
2019-02-28,20048316480
2019-03-01,20052613530
2019-03-04,19943468460
2019-03-05,19881590940
2019-03-06,19838620440
2019-03-07,19551577500
2019-03-08,19579078620
2019-03-11,19837761030
2019-03-12,19921123800
2019-03-13,20193556770
2019-03-14,20333640600
2019-03-15,20563103070
2019-03-18,20690295750
2019-03-19,20701468080
2019-03-20,20473724430
2019-03-21,20758189140
2019-03-22,20407549860
2019-03-25,20428175700
2019-03-26,20723812740
2019-03-27,20811472560
2019-03-28,20933508780
2019-03-29,21192191190
2019-04-01,21508821600
2019-04-02,21598636000
2019-04-03,21587409200
2019-04-04,21444915200
2019-04-05,21616771600
2019-04-08,21665996800
2019-04-09,21614180800
2019-04-10,21602954000
2019-04-11,21583091200
2019-04-12,21709176800
2019-04-15,21725585200
2019-04-16,21770492400
2019-04-17,21691041200
2019-04-18,21712631200
2019-04-22,21805900000
2019-04-23,22166021200
2019-04-24,22137522399
2019-04-25,22213519200
2019-04-26,22269653200
2019-04-29,22472599200
2019-04-30,22535642000
2019-05-01,22243745200
2019-05-02,22180702399
2019-05-03,22259290000
2019-05-06,22162566800
2019-05-07,21474277600
2019-05-08,22988168400
2019-05-09,22988168400
2019-05-10,22767086800
2019-05-13,22202292399
2019-05-14,22853446800
2019-05-15,22814584800
2019-05-16,23414786800
2019-05-17,23253293600
2019-05-20,23496828800
2019-05-21,23623778000
2019-05-22,23748136400
2019-05-23,23029621200
2019-05-24,23040848000
2019-05-28,23120299200
2019-05-29,22453600000
2019-05-30,22513188400
2019-05-31,22299015600
2019-06-03,21613317200
2019-06-04,21905214000
2019-06-05,21732494000
2019-06-06,21704858800
2019-06-07,22366376400
2019-06-10,22990759200
2019-06-11,23033939200
2019-06-12,23097845600
2019-06-13,23565916800
2019-06-14,23546917600
2019-06-17,23185932800
2019-06-18,23603051600
2019-06-19,23976126800
2019-06-20,23988217200
2019-06-21,24103939600
2019-06-24,24110848400
2019-06-25,23950218800
2019-06-26,23932083200
2019-06-27,24112575600
2019-06-28,24254206000
2019-07-01,24540078540
2019-07-02,24787065240
2019-07-03,25097315200
2019-07-05,25285371740
2019-07-08,25203909460
2019-07-09,25518492520
2019-07-10,25330435980
2019-07-11,25425764180
2019-07-12,25319169920
2019-07-15,25351234859
2019-07-16,25218642000
2019-07-17,25108581260
2019-07-18,25175311000
2019-07-19,25030585460
2019-07-22,24990720940
2019-07-23,25130246760
2019-07-24,24988121079
2019-07-25,24740267760
2019-07-26,24891926260
2019-07-29,24846862020
2019-07-30,24586876020
2019-07-31,24626740540
2019-08-01,24404019200
2019-08-02,24105035299
2019-08-05,23116221880
2019-08-06,23332876880
2019-08-07,25247240460
2019-08-08,25684016940
2019-08-09,25627686640
2019-08-12,25047051240
2019-08-13,25640685940
2019-08-14,24765399740
2019-08-15,24848595260
2019-08-16,25242040740
2019-08-19,25789744579
2019-08-20,25625953400
2019-08-21,26083528760
2019-08-22,26037597900
2019-08-23,25389366140
2019-08-26,25347768380
2019-08-27,25354701340
2019-08-28,25612954100
2019-08-29,25938803220
2019-08-30,25859940799
2019-09-03,25385033040
2019-09-04,25834808820
2019-09-05,26217854859
2019-09-06,26227387680
2019-09-09,25179644100
2019-09-10,24807864120
2019-09-11,24767999600
2019-09-12,25040984900
2019-09-13,25315703440
2019-09-16,25813143320
2019-09-17,25761146120
2019-09-18,25577422680
2019-09-19,25296637799
2019-09-20,25053984200
2019-09-23,24934390640
2019-09-24,24777532420
2019-09-25,25268039340
2019-09-26,25365967400
2019-09-27,24958656000
2019-09-30,24835147999
2019-10-01,24509532000
2019-10-02,24194308000
2019-10-03,24360580000
2019-10-04,25089752000
2019-10-07,24645493999
2019-10-08,24235010000
2019-10-09,24476624000
2019-10-10,24978904000
2019-10-11,25225714000
2019-10-14,25170289999
2019-10-15,25626672000
2019-10-16,25532278000
2019-10-17,25450008000
2019-10-18,25272478000
2019-10-21,25304520000
2019-10-22,24791847999
2019-10-23,25237838000
2019-10-24,25654384000
2019-10-25,25883008000
2019-10-28,26157530000
2019-10-29,25857893999
2019-10-30,25982597999
2019-10-31,25479452000
2019-11-01,25489843999
2019-11-04,25377264000
2019-11-05,25263818000
2019-11-06,25466462000
2019-11-07,25683828000
2019-11-08,25412770000
2019-11-11,25200600000
2019-11-12,25177218000
2019-11-13,25201466000
2019-11-14,25409306000
2019-11-15,25749643999
2019-11-18,25849234000
2019-11-19,26146272000
2019-11-20,26066600000
2019-11-21,25570382000
2019-11-22,25562588000
2019-11-25,25938432000
2019-11-26,26622572000
2019-11-27,26575808000
2019-11-29,26579272000
2019-12-02,26709172000
2019-12-03,26489208000
2019-12-04,26517786000
2019-12-05,26255388000
2019-12-06,26653747999
2019-12-09,26206892000
2019-12-10,26199964000
2019-12-11,26244996000
2019-12-12,26111632000
2019-12-13,26388752000
2019-12-16,26639026000
2019-12-17,26293492000
2019-12-18,25702014000
2019-12-19,25016142000
2019-12-20,25139980000
2019-12-23,24642896000
2019-12-24,24721702000
2019-12-26,24507800000
2019-12-27,24752012000
2019-12-30,24790116000
2019-12-31,24428003440
2020-01-02,24429701480
2020-01-03,24690350620
2020-01-06,24552809380
2020-01-07,24770158500
2020-01-08,25217592040
2020-01-09,25344096020
2020-01-10,24825344799
2020-01-13,25419658799
2020-01-14,25146274360
2020-01-15,25732098160
2020-01-16,26232170940
2020-01-17,26323016080
2020-01-21,26402823960
2020-01-22,27024306600
2020-01-23,26888463400
2020-01-24,27222128260
2020-01-27,26595551500
2020-01-28,26952139900
2020-01-29,27130434100
2020-01-30,27268824360
2020-01-31,26763657460
2020-02-03,27090530160
2020-02-04,27502304860
2020-02-05,27751916740
2020-02-06,27920022700
2020-02-07,26044537520
2020-02-10,26632059360
2020-02-11,26807806500
2020-02-12,26861294760
2020-02-13,26963177160
2020-02-14,27035343860
2020-02-18,27217034140
2020-02-19,27262881220
2020-02-20,26947045780
2020-02-21,26227925840
2020-02-24,25336454840
2020-02-25,24484038760
2020-02-26,24129148400
2020-02-27,22555914340
2020-02-28,22566102580
2020-03-02,23945760080
2020-03-03,22618741820
2020-03-04,22774961500
2020-03-05,21456433440
2020-03-06,21154182320
2020-03-09,18898336180
2020-03-10,20178658340
2020-03-11,18888147940
2020-03-12,18205535860
2020-03-13,19991024920
2020-03-16,17906680820
2020-03-17,19046914680
2020-03-18,17023700020
2020-03-19,16411556600
