,FLT
2020-03-20,15879221060
2020-03-23,14579371440
2020-03-24,16167887860
2020-03-25,18027241660
2020-03-26,18029788720
2020-03-27,16656074360
2020-03-30,16472686040
2020-03-31,15649773300
2020-04-01,14532291900
2020-04-02,15228620400
2020-04-03,15502118100
2020-04-06,17289920550
2020-04-07,17648152200
2020-04-08,18482907450
2020-04-09,18875536050
2020-04-13,18308405850
2020-04-14,18611266800
2020-04-15,17741275650
2020-04-16,17554189800
2020-04-17,18758083050
2020-04-20,17964436350
2020-04-21,17139748500
2020-04-22,17927522550
2020-04-23,18340285950
2020-04-24,18676704900
2020-04-27,19485452700
2020-04-28,19764823050
2020-04-29,20801765250
2020-04-30,20239668750
2020-05-01,19533272850
2020-05-04,19442666250
2020-05-05,19805092650
2020-05-06,20182620150
2020-05-07,20868042300
2020-05-08,20134800000
2020-05-11,19874725500
2020-05-12,19166651700
2020-05-13,18050009250
2020-05-14,18584420400
2020-05-15,18669993300
2020-05-18,19947714150
2020-05-19,19621362600
2020-05-20,20184298050
2020-05-21,20121376800
2020-05-22,20071878750
2020-05-26,20798409450
2020-05-27,20970394200
2020-05-28,20759817750
2020-05-29,20452762050
2020-06-01,20674244850
2020-06-02,20964521550
2020-06-03,21537524400
2020-06-04,21587022450
2020-06-05,23694464850
2020-06-08,23248982400
2020-06-09,23206195950
2020-06-10,22925986650
2020-06-11,21512355900
2020-06-12,21727966050
2020-06-15,21706153350
2020-06-16,22014886950
2020-06-17,21665883750
2020-06-18,21924280350
2020-06-19,22175126400
2020-06-22,22177643250
2020-06-23,22141568400
2020-06-24,20670889050
2020-06-25,20712836550
2020-06-26,20010635400
2020-06-29,20650754250
2020-06-30,21057840070
2020-07-01,21322392110
2020-07-02,21334949960
2020-07-06,21447970610
2020-07-07,21161651630
2020-07-08,21234487160
2020-07-09,21208534270
2020-07-10,21181744190
2020-07-13,20787427700
2020-07-14,20854402900
2020-07-15,22251673010
2020-07-16,21791218510
2020-07-17,21689081330
2020-07-20,21720894550
2020-07-21,21612897040
2020-07-22,21949447420
2020-07-23,21711685459
2020-07-24,21606199520
2020-07-27,21639687120
2020-07-28,21450482180
2020-07-29,22165442440
2020-07-30,21724243310
2020-07-31,21647221830
2020-08-03,22035677990
2020-08-04,21644710260
2020-08-05,22209813510
2020-08-06,22018097000
2020-08-07,20143628590
2020-08-10,19791171600
2020-08-11,19653872440
2020-08-12,19303089830
2020-08-13,19642988970
2020-08-14,20116001320
2020-08-17,20547991360
2020-08-18,20402320300
2020-08-19,20500271530
2020-08-20,20193859990
2020-08-21,19981213730
2020-08-24,20100094710
2020-08-25,20289299650
2020-08-26,20494411200
2020-08-27,20762312000
2020-08-28,21348345000
2020-08-31,21051142550
2020-09-01,20928912810
2020-09-02,21235324350
2020-09-03,20608269040
2020-09-04,19928470760
2020-09-08,19415273290
2020-09-09,19670616240
2020-09-10,19524107990
2020-09-11,19339089000
2020-09-14,19677313760
2020-09-15,19449598080
2020-09-16,19631268310
2020-09-17,19751823670
2020-09-18,20248277340
2020-09-21,19710801360
2020-09-22,19761032760
2020-09-23,19590246000
2020-09-24,19556758400
2020-09-25,19833868290
2020-09-28,20235719490
2020-09-29,20155349250
2020-09-30,19884683400
2020-10-01,19807850520
2020-10-02,19580692440
2020-10-05,19953164880
2020-10-06,19954835160
2020-10-07,20118522600
2020-10-08,20470951680
2020-10-09,20637144540
2020-10-12,20978716800
2020-10-13,20774942640
2020-10-14,20894367660
2020-10-15,20587036140
2020-10-16,20844259260
2020-10-19,20172806700
2020-10-20,20279704620
2020-10-21,20734855920
2020-10-22,21449735759
2020-10-23,21646828800
2020-10-26,20144411940
2020-10-27,19349358660
2020-10-28,18508372680
2020-10-29,18323806740
2020-10-30,18449077740
2020-11-02,19252482420
2020-11-03,19637481960
2020-11-04,19808685660
2020-11-05,20043360000
2020-11-06,19384434540
2020-11-09,22475287680
2020-11-10,23302911419
2020-11-11,22245624180
2020-11-12,21742869900
2020-11-13,21738694200
2020-11-16,22140396540
2020-11-17,22380916860
2020-11-18,21932446680
2020-11-19,21737023919
2020-11-20,21206710020
2020-11-23,21267675240
2020-11-24,22303248840
2020-11-25,22522890660
2020-11-27,22348346400
2020-11-30,22148747940
2020-12-01,22319951640
2020-12-02,22031828340
2020-12-03,21899876220
2020-12-04,22385927700
2020-12-07,22851100680
2020-12-08,22407641340
2020-12-09,22303248840
2020-12-10,22831892460
2020-12-11,22856111520
2020-12-14,22645656240
2020-12-15,23044853160
2020-12-16,23361371220
2020-12-17,23551783140
2020-12-18,23339657580
2020-12-21,22703280900
2020-12-22,22503682440
2020-12-23,22519550100
2020-12-24,22589701860
2020-12-28,22836068160
2020-12-29,22648996800
2020-12-30,22551285419
2020-12-31,22774484250
2021-01-04,22198506750
2021-01-05,22287825000
2021-01-06,22724399250
2021-01-07,23044108500
2021-01-08,23025743999
2021-01-11,22569135750
2021-01-12,22809543750
2021-01-13,23016561750
2021-01-14,22344588000
2021-01-15,22140074250
2021-01-19,22269460499
2021-01-20,22340414250
2021-01-21,22519885499
2021-01-22,22322049750
2021-01-25,21792818250
2021-01-26,21789479249
2021-01-27,20475582750
2021-01-28,21042378000
2021-01-29,20263556250
2021-02-01,20849550750
2021-02-02,21261917250
2021-02-03,21234370500
2021-02-04,22019035499
2021-02-05,21483126000
2021-02-08,21555749250
2021-02-09,21503160000
2021-02-10,21868780500
2021-02-11,22167621000
2021-02-12,22062442500
2021-02-16,22604195250
2021-02-17,22704365250
2021-02-18,22706034750
2021-02-19,22820395500
2021-02-22,23677683750
2021-02-23,23360478750
2021-02-24,24223610250
2021-02-25,23630937749
2021-02-26,23148452250
2021-03-01,23581687500
2021-03-02,23660154000
2021-03-03,23564992500
2021-03-04,23223579750
2021-03-05,23565827250
2021-03-08,23679353250
2021-03-09,23531602500
2021-03-10,23821260750
2021-03-11,23679353250
2021-03-12,23695213500
2021-03-15,23594208750
2021-03-16,23714412749
2021-03-17,23811243750
2021-03-18,23734446750
2021-03-19,23453970750
2021-03-22,23237770500
2021-03-23,22732746750
2021-03-24,22860463500
2021-03-25,22955625000
2021-03-26,23244448500
2021-03-29,22975659000
2021-03-30,23093358750
2021-03-31,22334166830
2021-04-01,23237909500
2021-04-05,23358463950
2021-04-06,23206315920
2021-04-07,23385069070
2021-04-08,23553013890
2021-04-09,23813245220
2021-04-12,23858141360
2021-04-13,23799942660
2021-04-14,23905531729
2021-04-15,24213153430
2021-04-16,24232275860
2021-04-19,24185716900
2021-04-20,23674399750
2021-04-21,23932968260
2021-04-22,23999481060
2021-04-23,24224793170
2021-04-26,24205670740
2021-04-27,24092598979
2021-04-28,24347010439
2021-04-29,23922991340
2021-04-30,23921328520
2021-05-03,24396895040
2021-05-04,24354493130
2021-05-05,24031074640
2021-05-06,23815739450
2021-05-07,23750058060
2021-05-10,23544699790
2021-05-11,23105715310
2021-05-12,22283450820
2021-05-13,22339986700
2021-05-14,22691673130
2021-05-17,22620171870
2021-05-18,22356614900
2021-05-19,22621003280
2021-05-20,22815553220
2021-05-21,22591903930
2021-05-24,22699155820
2021-05-25,22630980200
2021-05-26,22561141760
2021-05-27,22804744890
2021-05-28,22817216040
2021-06-01,22996800600
2021-06-02,23150611450
2021-06-03,23054167890
2021-06-04,23030057000
2021-06-07,22656753910
2021-06-08,22566961630
2021-06-09,22550333430
2021-06-10,22566130220
2021-06-11,22604375080
2021-06-14,22452227050
2021-06-15,22673382110
2021-06-16,22131302790
2021-06-17,21866083000
2021-06-18,21616660000
2021-06-21,21866083000
2021-06-22,21799570200
2021-06-23,21217583200
2021-06-24,21336474830
2021-06-25,21811209939
2021-06-28,21207606280
2021-06-29,21080400550
2021-06-30,20954926160
2021-07-01,20991752360
2021-07-02,21236442000
2021-07-06,20987660560
2021-07-07,21006482840
2021-07-08,20538380920
2021-07-09,20706963080
2021-07-12,20704508000
2021-07-13,20566205160
2021-07-14,21009756280
2021-07-15,21016303160
2021-07-16,20882910480
2021-07-19,20098921600
2021-07-20,20507283240
2021-07-21,20854267880
2021-07-22,20801892840
2021-07-23,21038398880
2021-07-26,20995025800
2021-07-27,21026941840
2021-07-28,21014666440
2021-07-29,21275723280
2021-07-30,21131691920
2021-08-02,20784707280
2021-08-03,20564568440
2021-08-04,20262593600
2021-08-05,21342010440
2021-08-06,21854303800
2021-08-09,21463127720
2021-08-10,21572787960
2021-08-11,21102230960
2021-08-12,21195524000
2021-08-13,21481131640
2021-08-16,21369016320
2021-08-17,21391930400
2021-08-18,21151332560
2021-08-19,20880455400
2021-08-20,21099775880
2021-08-23,21378018280
2021-08-24,21593246960
2021-08-25,21464764440
2021-08-26,21016303160
2021-08-27,21427938239
2021-08-30,21284725239
2021-08-31,21545782079
2021-09-01,21593246960
2021-09-02,21486860160
2021-09-03,21434485120
2021-09-07,21297000640
2021-09-08,21570332880
2021-09-09,21653805600
2021-09-10,21338737000
2021-09-13,21278178360
2021-09-14,20929557000
2021-09-15,21263447880
2021-09-16,21390293680
2021-09-17,21133328640
2021-09-20,20871453440
2021-09-21,20646404440
2021-09-22,21022850040
2021-09-23,21647258720
2021-09-24,21859213960
2021-09-27,22121907520
2021-09-28,21830571360
2021-09-29,21761829120
2021-09-30,20961169560
2021-10-01,21396807600
2021-10-04,20985237960
2021-10-05,20933089760
2021-10-06,20922660120
2021-10-07,21162541839
2021-10-08,21063861400
2021-10-11,20455733160
2021-10-12,20470174200
2021-10-13,20653896320
2021-10-14,20940310280
2021-10-15,21842875280
2021-10-18,21586947960
2021-10-19,22095593480
2021-10-20,22053072640
2021-10-21,22250433519
2021-10-22,22248828960
2021-10-25,22541661160
2021-10-26,22113243640
2021-10-27,21076697880
2021-10-28,20235908440
2021-10-29,19849209480
2021-11-01,20074650160
2021-11-02,19435233000
2021-11-03,19412769160
2021-11-04,19395119000
2021-11-05,19636605280
2021-11-08,19847604920
2021-11-09,19582050240
2021-11-10,19556377280
2021-11-11,19177701120
2021-11-12,19376666560
2021-11-15,19386293920
2021-11-16,19035697560
2021-11-17,18549515880
2021-11-18,18235022120
2021-11-19,18265508760
2021-11-22,17966258320
2021-11-23,18145969040
2021-11-24,18313645560
2021-11-26,17261054200
2021-11-29,17086959440
2021-11-30,16617625640
2021-12-01,16112189240
2021-12-02,16676994360
2021-12-03,16693039960
2021-12-06,17430335280
2021-12-07,17662194200
2021-12-08,17894855400
2021-12-09,17806604600
2021-12-10,17875600680
2021-12-13,17427126160
2021-12-14,17342886760
2021-12-15,17265867880
2021-12-16,17360536920
2021-12-17,17189651280
2021-12-20,16944153600
2021-12-21,17642939480
2021-12-22,17873996120
2021-12-23,17946201320
2021-12-27,17901273640
2021-12-28,18036056680
2021-12-29,18117086960
2021-12-30,18103448200
2021-12-31,17400650080
2022-01-03,17965798070
2022-01-04,18443103250
2022-01-05,18446990100
2022-01-06,18599354620
2022-01-07,18892423110
2022-01-10,18502960740
2022-01-11,18935178460
2022-01-12,18941397420
2022-01-13,19139626770
2022-01-14,18967828000
2022-01-18,18518508140
2022-01-19,18468756460
2022-01-20,18158585830
2022-01-21,17600434170
2022-01-24,17525806650
2022-01-25,17550682490
2022-01-26,17397540600
2022-01-27,17342347330
2022-01-28,17981345470
2022-01-31,18521617620
2022-02-01,18710518530
2022-02-02,18748609660
2022-02-03,18189680630
2022-02-04,18360702030
2022-02-07,18288406620
2022-02-08,18366920990
2022-02-09,19589724000
2022-02-10,19234465910
2022-02-11,19159838390
2022-02-14,19021466530
2022-02-15,18991149100
2022-02-16,18990371730
2022-02-17,18298512430
2022-02-18,18152366870
2022-02-22,18446990100
2022-02-23,18258866560
2022-02-24,18313282460
2022-02-25,18492854930
2022-02-28,18206005400
2022-03-01,17577113070
2022-03-02,18308618240
2022-03-03,18138374210
2022-03-04,17594215210
2022-03-07,17034508810
2022-03-08,17740360770
2022-03-09,17898944250
2022-03-10,17945586450
2022-03-11,17843750980
2022-03-14,17605098390
2022-03-15,17833645170
2022-03-16,18387132610
2022-03-17,18409676340
2022-03-18,18595467770
2022-03-21,18753273880
2022-03-22,18933623720
2022-03-23,18675536880
2022-03-24,18943729530
2022-03-25,19125634110
2022-03-28,18891645740
2022-03-29,19393049390
2022-03-30,19451352140
2022-03-31,19120087140
2022-04-01,19161542400
2022-04-04,19487042960
2022-04-05,19691248500
2022-04-06,19471689160
2022-04-07,19166148540
2022-04-08,19230634500
2022-04-11,19205300730
2022-04-12,19249059060
2022-04-13,19736542209
2022-04-14,19857837230
2022-04-18,19629833300
2022-04-19,20045153590
2022-04-20,20089679610
2022-04-21,19859372610
2022-04-22,19364212560
2022-04-25,19336575720
2022-04-26,18924326190
2022-04-27,19322757300
2022-04-28,19888544830
2022-04-29,19155400880
2022-05-02,19067884220
2022-05-03,19103197960
2022-05-04,19507002900
2022-05-05,18707069920
2022-05-06,17216215940
2022-05-09,16628933090
2022-05-10,17165548400
2022-05-11,17441149110
2022-05-12,17274560380
2022-05-13,17932470710
2022-05-16,17423492240
2022-05-17,17600828630
2022-05-18,17005868880
2022-05-19,17334440200
2022-05-20,17739780520
2022-05-23,18329366440
2022-05-24,17850327880
2022-05-25,17910975390
2022-05-26,18452964530
2022-05-27,19152330120
2022-05-31,19100894890
2022-06-01,18633371680
2022-06-02,18828364940
2022-06-03,18706302230
2022-06-06,18996489050
2022-06-07,19065581150
2022-06-08,18984973700
2022-06-09,18534339670
2022-06-10,18208071420
2022-06-13,17193185240
2022-06-14,17429633760
2022-06-15,17620020880
2022-06-16,16279634140
2022-06-17,16314180190
2022-06-21,16595922420
2022-06-22,16296523320
2022-06-23,16124560760
2022-06-24,16697257500
2022-06-27,16793218750
2022-06-28,16228966600
2022-06-29,16083873190
2022-06-30,15645000710
2022-07-01,15926463289
2022-07-05,15910826480
2022-07-06,16006136560
2022-07-07,16205692039
2022-07-08,16266005450
2022-07-11,15994967410
2022-07-12,15738821570
2022-07-13,15481931120
2022-07-14,15295778620
2022-07-15,15612237870
2022-07-18,15814771789
2022-07-19,16318128150
2022-07-20,16428330430
2022-07-21,16449179510
2022-07-22,16291322190
2022-07-25,16391099930
2022-07-26,16204947430
2022-07-27,16479708520
2022-07-28,16365783190
2022-07-29,16388121490
2022-08-01,16568317110
2022-08-02,16606292220
2022-08-03,16812549190
2022-08-04,16605547610
2022-08-05,16875096430
2022-08-08,16930942180
2022-08-09,16762660320
2022-08-10,16715749890
2022-08-11,16884776360
2022-08-12,16951791260
2022-08-15,16942111330
2022-08-16,17261549020
2022-08-17,17274952000
2022-08-18,17595878910
2022-08-19,17504291880
2022-08-22,17068695030
2022-08-23,16997212470
2022-08-24,17082098010
2022-08-25,17344945340
2022-08-26,16484176180
2022-08-29,16254836300
2022-08-30,16039644010
2022-08-31,15825196330
2022-09-01,15756692210
2022-09-02,15571284320
2022-09-06,15565327440
2022-09-07,15813282570
2022-09-08,15919761800
2022-09-09,16415672060
2022-09-12,16604803000
2022-09-13,15788710440
2022-09-14,15627130070
2022-09-15,15295778620
2022-09-16,15082820160
2022-09-19,15115583000
2022-09-20,14798379140
2022-09-21,14612226640
2022-09-22,14137165460
2022-09-23,13715716200
2022-09-26,13439465890
2022-09-27,12982275350
2022-09-28,13382875530
2022-09-29,13484142490
2022-09-30,12945676280
2022-10-03,13396133200
2022-10-04,13846590120
2022-10-05,13745182200
2022-10-06,13391724160
2022-10-07,13196991560
2022-10-10,12910403960
2022-10-11,12578991120
2022-10-12,12437901840
2022-10-13,12526082640
2022-10-14,12290933840
2022-10-17,12618672480
2022-10-18,12642922200
2022-10-19,12307100320
2022-10-20,12051376000
2022-10-21,12526817480
2022-10-24,12770784360
2022-10-25,13079417160
2022-10-26,13252104560
2022-10-27,13496806280
2022-10-28,13898763759
2022-10-31,13676842080
2022-11-01,13715053759
2022-11-02,13100727520
2022-11-03,12800912800
2022-11-04,13019160280
2022-11-07,13251369720
2022-11-08,13402746759
2022-11-09,13150696640
2022-11-10,14299986400
2022-11-11,14682103200
2022-11-14,14168450040
2022-11-15,14373470400
2022-11-16,14126564160
2022-11-17,13795886160
2022-11-18,13848059800
2022-11-21,13878923080
2022-11-22,14064837600
2022-11-23,13949467720
2022-11-25,14085413120
2022-11-28,13764288040
2022-11-29,13976656800
2022-11-30,14417560800
2022-12-01,14423439520
2022-12-02,14226502400
2022-12-05,14053815000
2022-12-06,13622463920
2022-12-07,13700356960
2022-12-08,13548245080
2022-12-09,13480639800
2022-12-12,13928157360
2022-12-13,14051610480
2022-12-14,14028095600
2022-12-15,13415973880
2022-12-16,13318975000
2022-12-19,13150696640
2022-12-20,13155840520
2022-12-21,13363065400
2022-12-22,13068394560
2022-12-23,13316770480
2022-12-27,13354982160
2022-12-28,13189643160
2022-12-29,13650387840
2022-12-30,13497541120
2023-01-03,13468311990
2023-01-04,13577858280
2023-01-05,13252895460
2023-01-06,13763866410
2023-01-09,14020454700
2023-01-10,14110885530
2023-01-11,14313068280
2023-01-12,14301304920
2023-01-13,14314538700
2023-01-17,14314538700
2023-01-18,14103533430
2023-01-19,14159409390
2023-01-20,14609357910
2023-01-23,14734343610
2023-01-24,14672585970
2023-01-25,14726256300
2023-01-26,14866681410
2023-01-27,15024016350
2023-01-30,14778456210
2023-01-31,15351920010
2023-02-01,15761431980
2023-02-02,16298135280
2023-02-03,16042282200
2023-02-06,15493815540
2023-02-07,15687175770
2023-02-08,15361477740
2023-02-09,14997548790
2023-02-10,15223258260
2023-02-13,15464407140
2023-02-14,15439410000
2023-02-15,15526164780
2023-02-16,15757755930
2023-02-17,15702615180
2023-02-21,15415883280
2023-02-22,15396767820
2023-02-23,15392356560
2023-02-24,15201937170
2023-02-27,15437939580
2023-02-28,15791575590
2023-03-01,15696733500
2023-03-02,15623212500
2023-03-03,15786429120
2023-03-06,15570277380
2023-03-07,15378387570
2023-03-08,15362212950
2023-03-09,15048278280
2023-03-10,14401293480
2023-03-13,13994722350
2023-03-14,14268955680
2023-03-15,13911643620
2023-03-16,14113091160
2023-03-17,13763131200
2023-03-20,14636560680
2023-03-21,15485728230
2023-03-22,14863005360
2023-03-23,14686554960
2023-03-24,14764487220
2023-03-27,14967405180
2023-03-28,14868887040
2023-03-29,15250461030
2023-03-30,15112976760
2023-03-31,15579073950
2023-04-03,15632272590
2023-04-04,15278353860
2023-04-05,15329335890
2023-04-06,15344852160
2023-04-10,15547302540
2023-04-11,15950725560
2023-04-12,15811079130
2023-04-13,16220413110
2023-04-14,16343804400
2023-04-17,16409563830
2023-04-18,16411041570
2023-04-19,16235929380
2023-04-20,15963286350
2023-04-21,16020918210
2023-04-24,15978063750
2023-04-25,15465287970
2023-04-26,15483020850
2023-04-27,15675127050
2023-04-28,15805907040
2023-05-01,15803690429
2023-05-02,15301258830
2023-05-03,15319730580
2023-05-04,16521133200
2023-05-05,17081935530
2023-05-08,16980710340
2023-05-09,17062724910
2023-05-10,16861752270
2023-05-11,16784909790
2023-05-12,16775304480
2023-05-15,17005093050
2023-05-16,16736883240
2023-05-17,17149911570
2023-05-18,17352361950
2023-05-19,17263697550
2023-05-22,17562939900
2023-05-23,17480186460
2023-05-24,17175772020
2023-05-25,17202371340
2023-05-26,17271086250
2023-05-30,17063463780
2023-05-31,16739099850
2023-06-01,16846236000
2023-06-02,17351623080
2023-06-05,17191288290
2023-06-06,17602838880
2023-06-07,17554812330
2023-06-08,17607272100
2023-06-09,17686331190
2023-06-12,17678942490
2023-06-13,17755046100
2023-06-14,17717363730
2023-06-15,18061677150
2023-06-16,18001089810
2023-06-20,17916119760
2023-06-21,17956757610
2023-06-22,17806028130
2023-06-23,17626482720
2023-06-26,17675987010
2023-06-27,18151819290
2023-06-28,18167335560
2023-06-29,18327670350
2023-06-30,18370268200
2023-07-03,18545132550
2023-07-05,18363683350
2023-07-06,18295639900
2023-07-07,18546595850
2023-07-10,18752921150
2023-07-11,18929980450
2023-07-12,18867790200
2023-07-13,19059482500
2023-07-14,18949003350
2023-07-17,18911689200
2023-07-18,19003145450
2023-07-19,18676097900
2023-07-20,18522451400
2023-07-21,18469772600
2023-07-24,18416362150
2023-07-25,18467577650
2023-07-26,18362220050
2023-07-27,17939326350
2023-07-28,18084924700
2023-07-31,18211500150
2023-08-01,18368804900
2023-08-02,17915181900
2023-08-03,18071755000
2023-08-04,17978103800
2023-08-07,18055658700
2023-08-08,17891769100
2023-08-09,19025826600
2023-08-10,19652850650
2023-08-11,19428234100
2023-08-14,19527738500
2023-08-15,19352874150
2023-08-16,19340436100
2023-08-17,19169961650
2023-08-18,19186057950
2023-08-21,18880228250
2023-08-22,19186789600
2023-08-23,19352874150
2023-08-24,19171424949
2023-08-25,19406284600
2023-08-28,19816008600
2023-08-29,19878198850
2023-08-30,19991604600
2023-08-31,19881125450
2023-09-01,19963801900
2023-09-05,19987214700
2023-09-06,20155494200
2023-09-07,19906001550
2023-09-08,19889173600
2023-09-11,19948437250
2023-09-12,19906001550
2023-09-13,19922097850
2023-09-14,20023065550
2023-09-15,19963801900
2023-09-18,20126959850
2023-09-19,20070622800
2023-09-20,20133544700
2023-09-21,19750891750
2023-09-22,19753086700
2023-09-25,19847469550
2023-09-26,19136305750
2023-09-27,18939491900
2023-09-28,18915347449
2023-09-29,18681951100
2023-10-02,18721460200
2023-10-03,18274422050
2023-10-04,18387827800
2023-10-05,18442701550
2023-10-06,18623419100
2023-10-09,18995828950
2023-10-10,19128989250
2023-10-11,18747799600
2023-10-12,18210768500
2023-10-13,18248814300
2023-10-16,18286860100
2023-10-17,18411972250
2023-10-18,18127360400
2023-10-19,17703735050
2023-10-20,17486435000
2023-10-23,17436682800
2023-10-24,17617400350
2023-10-25,16893066849
2023-10-26,16723324050
2023-10-27,16235313500
2023-10-30,16283602400
2023-10-31,16474563050
2023-11-01,16725519000
2023-11-02,17315228900
2023-11-03,17315228900
2023-11-06,17077442650
2023-11-07,17078905950
2023-11-08,17233284100
2023-11-09,16736493750
2023-11-10,16916479650
2023-11-13,16765028099
2023-11-14,17121341650
2023-11-15,17256696900
2023-11-16,16973548350
2023-11-17,17033543650
2023-11-20,17215724500
2023-11-21,17016715700
2023-11-22,17096465550
2023-11-24,17121341650
2023-11-27,16949403900
2023-11-28,17202554800
2023-11-29,17356932950
2023-11-30,17596182500
2023-12-01,18410508950
2023-12-04,18408314000
2023-12-05,18360025100
2023-12-06,18381242950
2023-12-07,18734629900
2023-12-08,18736824850
2023-12-11,18908030950
2023-12-12,18892666300
2023-12-13,19357264050
2023-12-14,19908196500
2023-12-15,20298165950
2023-12-18,20336211750
2023-12-19,20383769000
2023-12-20,20132081400
2023-12-21,20268899949
2023-12-22,20297434300
2023-12-26,20394743750
2023-12-27,20704231700
2023-12-28,20666185900
2023-12-29,20677160650
2024-01-02,20600337400
2024-01-03,20412303350
2024-01-04,20550585200
2024-01-05,20541805400
2024-01-08,20807394350
2024-01-09,20756178850
2024-01-10,20505222900
2024-01-11,20448154200
2024-01-12,20778128350
2024-01-16,20778128350
2024-01-17,20334748450
2024-01-18,20307677400
2024-01-19,20695451900
2024-01-22,21032010900
2024-01-23,21105175900
2024-01-24,21027621000
2024-01-25,21495877000
2024-01-26,21511241650
2024-01-29,21749759550
2024-01-30,21724883450
2024-01-31,21212728450
2024-02-01,21550750750
2024-02-02,21653181750
2024-02-05,21333450700
2024-02-06,20681934350
2024-02-07,21042259350
2024-02-08,19105872800
2024-02-09,19702571000
2024-02-12,19526732400
2024-02-13,19367468750
2024-02-14,19629064700
2024-02-15,19845259700
2024-02-16,19574295300
2024-02-20,19667259150
2024-02-21,19767429500
2024-02-22,20266609250
2024-02-23,20661170000
2024-02-26,20448827250
2024-02-27,20466461250
2024-02-28,20254118500
2024-02-29,20519363250
2024-03-01,20323185000
2024-03-04,20695703250
2024-03-05,20617819750
2024-03-06,20958009000
2024-03-07,21533318250
2024-03-08,21603854249
2024-03-11,21566382000
2024-03-12,21650878250
2024-03-13,21963881750
2024-03-14,21741252500
2024-03-15,21722149000
2024-03-18,21577702300
2024-03-19,22079995350
2024-03-20,22069906250
2024-03-21,22037477000
2024-03-22,21854431900
2024-03-25,22171517900
2024-03-26,21920731700
2024-03-28,22234935100
2024-04-01,22044683500
2024-04-02,22366814050
2024-04-04,21967573950
2024-04-05,22066303000
2024-04-08,22113865900
2024-04-10,21892626350
2024-04-11,22031711800
2024-04-12,21613014150
2024-04-15,21352138850
2024-04-16,21527977450
