,FICO
2009-06-11,833125051
2009-06-12,830195000
2009-06-15,792592050
2009-06-16,769639600
2009-06-17,775011450
2009-06-18,773058050
2009-06-19,762802700
2009-06-22,738873550
2009-06-23,740338600
2009-06-24,747663850
2009-06-25,752059000
2009-06-26,766709500
2009-06-29,752547350
2009-06-30,735988760
2009-07-01,753602980
2009-07-02,713137880
2009-07-06,699332140
2009-07-07,681717920
2009-07-08,666484000
2009-07-09,660771280
2009-07-10,668388240
2009-07-13,675529140
2009-07-14,671244600
2009-07-15,675529140
2009-07-16,701712440
2009-07-17,713137880
2009-07-20,720278780
2009-07-21,734560580
2009-07-22,752650860
2009-07-23,860716479
2009-07-24,847386752
2009-07-27,853099520
2009-07-28,879758880
2009-07-29,878330747
2009-07-30,900705520
2009-07-31,913559187
2009-08-03,938790272
2009-08-04,980683600
2009-08-05,965449727
2009-08-06,985444247
2009-08-07,1025909252
2009-08-10,1028289600
2009-08-11,1014007752
2009-08-12,1038762920
2009-08-13,1065898292
2009-08-14,1060661727
2009-08-17,1014959920
2009-08-18,1054948960
2009-08-19,1071611060
2009-08-20,1112076160
2009-08-21,1148732780
2009-08-24,1140639760
2009-08-25,1148256720
2009-08-26,1153017320
2009-08-27,1130642500
2009-08-28,1110171920
2009-08-31,1061613800
2009-09-01,1035430500
2009-09-02,1010675380
2009-09-03,1020196580
2009-09-04,1026385359
2009-09-08,1034954439
2009-09-09,1064470160
2009-09-10,1074467420
2009-09-11,1060661680
2009-09-14,1051140479
2009-09-15,1046855939
2009-09-16,1053520780
2009-09-17,1056853200
2009-09-18,1056853200
2009-09-21,1050664420
2009-09-22,1058281380
2009-09-23,1045903820
2009-09-24,1030669899
2009-09-25,1008771140
2009-09-28,1034478380
2009-09-29,1025909300
2009-09-30,1023052939
2009-10-01,1008771140
2009-10-02,1017340220
2009-10-05,1025433240
2009-10-06,1027337479
2009-10-07,1029717780
2009-10-08,1059233500
2009-10-09,1083036500
2009-10-12,1079704080
2009-10-13,1058281380
2009-10-14,1072563180
2009-10-15,1073515300
2009-10-16,1057329260
2009-10-19,1077799840
2009-10-20,1051616540
2009-10-21,1057805320
2009-10-22,1076847720
2009-10-23,1062089859
2009-10-26,1055901080
2009-10-27,1045903820
2009-10-28,1017340220
2009-10-29,1020672640
2009-10-30,967829979
2009-11-02,953072120
2009-11-03,966877859
2009-11-04,928793060
2009-11-05,883567359
2009-11-06,887851899
2009-11-09,904514000
2009-11-10,860240420
2009-11-11,874522220
2009-11-12,870237680
2009-11-13,886899780
2009-11-16,926412760
2009-11-17,901657640
2009-11-18,894992800
2009-11-19,893564620
2009-11-20,890708260
2009-11-23,921652160
2009-11-24,924508520
2009-11-25,917367620
2009-11-27,888804020
2009-11-30,868809500
2009-12-01,865001020
2009-12-02,885471600
2009-12-03,868809500
2009-12-04,907370359
2009-12-07,909750660
2009-12-08,911178840
2009-12-09,901657640
2009-12-10,882615240
2009-12-11,919747920
2009-12-14,954976359
2009-12-15,940218500
2009-12-16,961165140
2009-12-17,953072120
2009-12-18,966877859
2009-12-21,1000202060
2009-12-22,998773880
2009-12-23,1005438720
2009-12-24,1024005060
2009-12-28,1017340220
2009-12-29,1023052939
2009-12-30,1024005060
2009-12-31,989785570
2010-01-04,1005577549
2010-01-05,996752620
2010-01-06,1000003910
2010-01-07,1000932850
2010-01-08,999074970
2010-01-11,999539440
2010-01-12,1000468380
2010-01-13,1017653770
2010-01-14,1021834000
2010-01-15,1024620820
2010-01-19,1057133720
2010-01-20,1050166670
2010-01-21,1023691880
2010-01-22,1016724830
2010-01-25,1038090450
2010-01-26,1064565240
2010-01-27,1053882430
2010-01-28,1031587870
2010-01-29,1018582710
2010-02-01,1022298470
2010-02-02,1011151190
2010-02-03,1000003910
2010-02-04,957737140
2010-02-05,950770090
2010-02-08,926617650
2010-02-09,968884420
2010-02-10,963310779
2010-02-11,975851470
2010-02-12,978173820
2010-02-16,996752620
2010-02-17,1012544600
2010-02-18,1040877270
2010-02-19,1055740310
2010-02-22,1062707360
2010-02-23,1049702200
2010-02-24,1069209940
2010-02-25,1066423120
2010-02-26,1066423120
2010-03-01,1106832010
2010-03-02,1105438600
2010-03-03,1099400490
2010-03-04,1098471550
2010-03-05,1135629150
2010-03-08,1119372700
2010-03-09,1141202790
2010-03-10,1147705370
2010-03-11,1172786750
2010-03-12,1183005090
2010-03-15,1172786750
2010-03-16,1189507670
2010-03-17,1209479880
2010-03-18,1191830020
2010-03-19,1182540620
2010-03-22,1228987620
2010-03-23,1229916560
2010-03-24,1234096790
2010-03-25,1223878450
2010-03-26,1196939190
2010-03-29,1184398500
2010-03-30,1192758960
2010-03-31,1126261640
2010-04-01,1132484080
2010-04-05,1156484920
2010-04-06,1152484780
2010-04-07,1124928260
2010-04-08,1124928260
2010-04-09,1121817040
2010-04-12,1118705820
2010-04-13,1128039480
2010-04-14,1134706380
2010-04-15,1127150560
2010-04-16,1111150000
2010-04-19,1110261080
2010-04-20,1110705540
2010-04-21,1118705820
2010-04-22,1110705540
2010-04-23,1148929100
2010-04-26,1138262060
2010-04-27,1109372160
2010-04-28,1076482120
2010-04-29,980923220
2010-04-30,936032760
2010-05-03,954700080
2010-05-04,975589700
2010-05-05,978700920
2010-05-06,977812000
2010-05-07,972034020
2010-05-10,986256740
2010-05-11,985812280
2010-05-12,1003590679
2010-05-13,1042703160
2010-05-14,1021369080
2010-05-17,1010257580
2010-05-18,1012035420
2010-05-19,1004035140
2010-05-20,968478340
2010-05-21,979589840
2010-05-24,977812000
2010-05-25,1006257440
2010-05-26,1014702179
2010-05-27,1024924760
2010-05-28,1031147200
2010-06-01,968922800
2010-06-02,1002257300
2010-06-03,1006701899
2010-06-04,956477920
2010-06-07,932032620
2010-06-08,940032899
2010-06-09,953366700
2010-06-10,981812140
2010-06-11,982701060
2010-06-14,1021813539
2010-06-15,1068926300
2010-06-16,1068926300
2010-06-17,1093816060
2010-06-18,1080926720
2010-06-21,1073370899
2010-06-22,1041814240
2010-06-23,1020035700
2010-06-24,1006257440
2010-06-25,1018257860
2010-06-28,1018257860
2010-06-29,977367539
2010-06-30,869922170
2010-07-01,880701380
2010-07-02,887488290
2010-07-06,877108310
2010-07-07,916232850
2010-07-08,924616680
2010-07-09,954558930
2010-07-12,949368940
2010-07-13,964140450
2010-07-14,965737370
2010-07-15,948570480
2010-07-16,913438240
2010-07-19,891480589
2010-07-20,908647480
2010-07-21,899864420
2010-07-22,934597430
2010-07-23,976117350
2010-07-26,994481930
2010-07-27,977714269
2010-07-28,940585880
2010-07-29,973721970
2010-07-30,952163550
2010-08-02,952562780
2010-08-03,942182800
2010-08-04,970927360
2010-08-05,969729670
2010-08-06,968931210
2010-08-09,991288089
2010-08-10,979311190
2010-08-11,942182800
2010-08-12,923818220
2010-08-13,915833620
2010-08-16,927810519
2010-08-17,937791269
2010-08-18,935395890
2010-08-19,903856720
2010-08-20,900263650
2010-08-23,905054410
2010-08-24,885092910
2010-08-25,915833620
2010-08-26,898267500
2010-08-27,919825920
2010-08-30,889883670
2010-08-31,893875970
2010-09-01,934597430
2010-09-02,942182800
2010-09-03,969330440
2010-09-07,936992810
2010-09-08,940186650
2010-09-09,945775870
2010-09-10,953361240
2010-09-13,985299640
2010-09-14,991687320
2010-09-15,990489630
2010-09-16,976117350
2010-09-17,972524280
2010-09-20,996078850
2010-09-21,987695019
2010-09-22,969330440
2010-09-23,968931210
2010-09-24,1008854210
2010-09-27,977714269
2010-09-28,994481930
2010-09-29,986896560
2010-09-30,984501180
2010-10-01,989291940
2010-10-04,962144300
2010-10-05,996078850
2010-10-06,977315040
2010-10-07,976117350
2010-10-08,984900410
2010-10-11,965338140
2010-10-12,980508880
2010-10-13,991687320
2010-10-14,994481930
2010-10-15,990888860
2010-10-18,973322740
2010-10-19,944977410
2010-10-20,963341990
2010-10-21,968132750
2010-10-22,988493480
2010-10-25,979311190
2010-10-26,976117350
2010-10-27,953760470
2010-10-28,955756620
2010-10-29,959748920
2010-11-01,948570480
2010-11-02,975718120
2010-11-03,983303490
2010-11-04,1015641120
2010-11-05,1017238040
2010-11-08,1005261140
2010-11-09,992485780
2010-11-10,976915810
2010-11-11,967733519
2010-11-12,954958160
2010-11-15,956155850
2010-11-16,930205900
2010-11-17,938988960
2010-11-18,951764320
2010-11-19,948969710
2010-11-22,947372790
2010-11-23,938988960
2010-11-24,956155850
2010-11-26,946973560
2010-11-29,942182800
2010-11-30,932202050
2010-12-01,961745070
2010-12-02,975318890
2010-12-03,977315040
2010-12-06,977315040
2010-12-07,964140450
2010-12-08,962942760
2010-12-09,970528130
2010-12-10,982105800
2010-12-13,959349690
2010-12-14,959349690
2010-12-15,957752769
2010-12-16,958152000
2010-12-17,958152000
2010-12-20,943779720
2010-12-21,940585880
2010-12-22,944178950
2010-12-23,934996660
2010-12-27,952163550
2010-12-28,938589730
2010-12-29,956555080
2010-12-30,950167400
2010-12-31,935033700
2011-01-03,942635600
2011-01-04,921430300
2011-01-05,921830400
2011-01-06,925031200
2011-01-07,901025200
2011-01-10,908627100
2011-01-11,909027200
2011-01-12,923430799
2011-01-13,926631600
2011-01-14,941835400
2011-01-18,963440799
2011-01-19,941435300
2011-01-20,942235500
2011-01-21,932633100
2011-01-24,946236500
2011-01-25,961040200
2011-01-26,991047700
2011-01-27,1039859899
2011-01-28,1026256500
2011-01-31,1015453800
2011-02-01,1035058700
2011-02-02,1031457800
2011-02-03,1006651600
2011-02-04,1008652100
2011-02-07,1024656100
2011-02-08,1032658100
2011-02-09,1023855900
2011-02-10,1007051700
2011-02-11,1025856400
2011-02-14,1021455300
2011-02-15,1017854400
2011-02-16,1014253500
2011-02-17,1125081200
2011-02-18,1134283500
2011-02-22,1110277500
2011-02-23,1079069700
2011-02-24,1096674100
2011-02-25,1136284000
2011-02-28,1118279500
2011-03-01,1092273000
2011-03-02,1117079200
2011-03-03,1135483800
2011-03-04,1115078700
2011-03-07,1105876400
2011-03-08,1125481300
2011-03-09,1118679600
2011-03-10,1096274000
2011-03-11,1109477300
2011-03-14,1119079700
2011-03-15,1127481800
2011-03-16,1116279000
2011-03-17,1114678600
2011-03-18,1159089700
2011-03-21,1218704600
2011-03-22,1202700600
2011-03-23,1210302500
2011-03-24,1219904900
2011-03-25,1225106200
2011-03-28,1240310000
2011-03-29,1239909900
2011-03-30,1251912900
2011-03-31,1247046110
2011-04-01,1234816300
2011-04-04,1239155910
2011-04-05,1231265710
2011-04-06,1222981000
2011-04-07,1212723740
2011-04-08,1196943340
2011-04-11,1181162940
2011-04-12,1171300190
2011-04-13,1183530000
2011-04-14,1176428820
2011-04-15,1183924510
2011-04-18,1150391160
2011-04-19,1140133900
2011-04-20,1170905680
2011-04-21,1171300190
2011-04-25,1157492340
2011-04-26,1161831950
2011-04-27,1172878230
2011-04-28,1173272740
2011-04-29,1178795880
2011-05-02,1152758220
2011-05-03,1149996650
2011-05-04,1148024100
2011-05-05,1128298600
2011-05-06,1124353500
2011-05-09,1150391160
2011-05-10,1176034310
2011-05-11,1152363710
2011-05-12,1155125280
2011-05-13,1142500960
2011-05-16,1129876640
2011-05-17,1128693110
2011-05-18,1140133900
2011-05-19,1139739390
2011-05-20,1133427230
2011-05-23,1133821740
2011-05-24,1120013890
2011-05-25,1136188800
2011-05-26,1143289980
2011-05-27,1143684490
2011-05-31,1153941750
2011-06-01,1119224870
2011-06-02,1133427230
2011-06-03,1111334670
2011-06-06,1115279770
2011-06-07,1128298600
2011-06-08,1114885260
2011-06-09,1128298600
2011-06-10,1115279770
2011-06-13,1118830360
2011-06-14,1136583310
2011-06-15,1114885260
2011-06-16,1118435850
2011-06-17,1130271150
2011-06-20,1142500960
2011-06-21,1171694700
2011-06-22,1164988030
2011-06-23,1153941750
2011-06-24,1143289980
2011-06-27,1155519790
2011-06-28,1182740980
2011-06-29,1183135490
2011-06-30,1088226800
2011-07-01,1098676660
2011-07-05,1087506120
2011-07-06,1098676660
2011-07-07,1113090260
2011-07-08,1100118020
2011-07-11,1080659660
2011-07-12,1081020000
2011-07-13,1092550880
2011-07-14,1083182040
2011-07-15,1082821700
2011-07-18,1070930480
2011-07-19,1086425100
2011-07-20,1090388840
2011-07-21,1092911220
2011-07-22,1086785440
2011-07-25,1077776940
2011-07-26,1064444360
2011-07-27,1043544640
2011-07-28,1057958240
2011-07-29,1072011500
2011-08-01,1076335580
2011-08-02,1046067020
2011-08-03,1058678920
2011-08-04,1008952000
2011-08-05,957783719
2011-08-08,879229600
2011-08-09,938685700
2011-08-10,894003540
2011-08-11,917425640
2011-08-12,926073800
2011-08-15,949135560
2011-08-16,948054540
2011-08-17,963549160
2011-08-18,909137820
2011-08-19,882472660
2011-08-22,885355380
2011-08-23,924272100
2011-08-24,939766719
2011-08-25,915263600
2011-08-26,923911760
2011-08-29,946613180
2011-08-30,929677200
2011-08-31,920668700
2011-09-01,899408640
2011-09-02,859410900
2011-09-06,858329880
2011-09-07,902651700
2011-09-08,863374640
2011-09-09,825538940
2011-09-12,848600700
2011-09-13,880310620
2011-09-14,894363880
2011-09-15,897246600
2011-09-16,882833000
2011-09-19,850042060
2011-09-20,839592200
2011-09-21,803558200
2011-09-22,763560460
2011-09-23,780856780
2011-09-26,803558200
2011-09-27,829863020
2011-09-28,797792760
2011-09-29,817971800
2011-09-30,786622219
2011-10-03,730048840
2011-10-04,777974060
2011-10-05,824457920
2011-10-06,850042060
2011-10-07,832385400
2011-10-10,872743480
2011-10-11,886796740
2011-10-12,912380880
2011-10-13,901570680
2011-10-14,932199580
2011-10-17,902651700
2011-10-18,936523660
2011-10-19,915984280
2011-10-20,935442640
2011-10-21,943730460
2011-10-24,976521400
2011-10-25,958504400
2011-10-26,980485140
2011-10-27,1043184300
2011-10-28,1022644920
2011-10-31,985529900
2011-11-01,934001280
2011-11-02,979404120
2011-11-03,1224795660
2011-11-04,1224435320
2011-11-07,1215426820
2011-11-08,1262271020
2011-11-09,1207859680
2011-11-10,1249298780
2011-11-11,1262271020
2011-11-14,1228038720
2011-11-15,1266234760
2011-11-16,1224435320
2011-11-17,1209301040
2011-11-18,1238128240
2011-11-21,1213264780
2011-11-22,1219390560
2011-11-23,1194887439
2011-11-25,1181915200
2011-11-28,1235245520
2011-11-29,1229480080
2011-11-30,1310556580
2011-12-01,1294701620
2011-12-02,1319565080
2011-12-05,1344428540
2011-12-06,1315241000
2011-12-07,1342626840
2011-12-08,1310916920
2011-12-09,1366409280
2011-12-12,1331816640
2011-12-13,1296863660
2011-12-14,1288575840
2011-12-15,1301548080
2011-12-16,1310916920
2011-12-19,1269477820
2011-12-20,1339023439
2011-12-21,1311637600
2011-12-22,1309835900
2011-12-23,1314159980
2011-12-27,1326051200
2011-12-28,1296503320
2011-12-29,1321006439
2011-12-30,1291458560
2012-01-03,1293467910
2012-01-04,1253897190
2012-01-05,1281808680
2012-01-06,1270856070
2012-01-09,1268029590
2012-01-10,1297707630
2012-01-11,1309366860
2012-01-12,1308306930
2012-01-13,1316079750
2012-01-17,1268382900
2012-01-18,1304067209
2012-01-19,1334451870
2012-01-20,1346464410
2012-01-23,1335511800
2012-01-24,1365189840
2012-01-25,1385328510
2012-01-26,1386035130
2012-01-27,1272269310
2012-01-30,1289581500
2012-01-31,1280395440
2012-02-01,1345404480
2012-02-02,1333391940
2012-02-03,1377909000
2012-02-06,1361303430
2012-02-07,1381795410
2012-02-08,1359536880
2012-02-09,1377202380
2012-02-10,1362363360
2012-02-13,1386388440
2012-02-14,1385681820
2012-02-15,1377202380
2012-02-16,1417479720
2012-02-17,1419246270
2012-02-21,1414299930
2012-02-22,1424545920
2012-02-23,1439031630
2012-02-24,1431965430
2012-02-27,1420306200
2012-02-28,1431965430
2012-02-29,1430198880
2012-03-01,1440444870
2012-03-02,1404407250
2012-03-05,1421719440
2012-03-06,1401934080
2012-03-07,1414299930
2012-03-08,1458110370
2012-03-09,1480368900
2012-03-12,1483195380
2012-03-13,1519233000
2012-03-14,1503334050
2012-03-15,1524532650
2012-03-16,1518879690
2012-03-19,1513933350
2012-03-20,1512520110
2012-03-21,1514993280
2012-03-22,1518526380
2012-03-23,1533012090
2012-03-26,1555977240
2012-03-27,1540431600
2012-03-28,1517113140
2012-03-29,1531952160
2012-03-30,1551030900
2012-04-02,1507737360
2012-04-03,1463872200
2012-04-04,1443469800
2012-04-05,1438709240
2012-04-09,1425107640
2012-04-10,1393483920
2012-04-11,1438709240
2012-04-12,1443129760
2012-04-13,1428848080
2012-04-16,1433608640
2012-04-17,1457071400
2012-04-18,1441429560
2012-04-19,1414906440
2012-04-20,1442449680
2012-04-23,1419326960
2012-04-24,1416946680
2012-04-25,1463872200
2012-04-26,1472713240
2012-04-27,1507057280
2012-04-30,1458771600
2012-05-01,1457751480
2012-05-02,1468972800
2012-05-03,1437009040
2012-05-04,1411506040
2012-05-07,1413546280
2012-05-08,1422387320
2012-05-09,1408785720
2012-05-10,1411846080
2012-05-11,1410145880
2012-05-14,1395524160
2012-05-15,1392123760
2012-05-16,1385322960
2012-05-17,1359139880
2012-05-18,1357439680
2012-05-21,1399944680
2012-05-22,1397224360
2012-05-23,1405725360
2012-05-24,1402324960
2012-05-25,1395524160
2012-05-29,1387363200
2012-05-30,1367300840
2012-05-31,1382602640
2012-06-01,1310174120
2012-06-04,1309494040
2012-06-05,1326496040
2012-06-06,1360500040
2012-06-07,1366280720
2012-06-08,1383962800
2012-06-11,1388043280
2012-06-12,1406745480
2012-06-13,1404025160
2012-06-14,1394164000
2012-06-15,1396204240
2012-06-18,1406405440
2012-06-19,1441769600
2012-06-20,1443129760
2012-06-21,1396544280
2012-06-22,1417286720
2012-06-25,1368661000
2012-06-26,1380902440
2012-06-27,1409805840
2012-06-28,1400964800
2012-06-29,1437689120
2012-07-02,1487313420
2012-07-03,1515408260
2012-07-05,1507528000
2012-07-06,1491424860
2012-07-09,1496221540
2012-07-10,1482174120
2012-07-11,1502046080
2012-07-12,1483544600
2012-07-13,1517463980
2012-07-16,1503759180
2012-07-17,1514723020
2012-07-18,1508898480
2012-07-19,1509241100
2012-07-20,1493480580
2012-07-23,1467784080
2012-07-24,1479775780
2012-07-25,1503073940
2012-07-26,1342727780
2012-07-27,1479775780
2012-07-30,1476692200
2012-07-31,1483201980
2012-08-01,1466070980
2012-08-02,1484229840
2012-08-03,1508213240
2012-08-06,1510268960
2012-08-07,1511296820
2012-08-08,1520204940
2012-08-09,1519519700
2012-08-10,1521575420
2012-08-13,1517806600
2012-08-14,1488341280
2012-08-15,1506157520
2012-08-16,1519519700
2012-08-17,1565088160
2012-08-20,1530826160
2012-08-21,1537335940
2012-08-22,1509241100
2012-08-23,1506842760
2012-08-24,1491767480
2012-08-27,1489026520
2012-08-28,1516093500
2012-08-29,1488341280
2012-08-30,1449282600
2012-08-31,1463330020
2012-09-04,1521575420
2012-09-05,1507870620
2012-09-06,1547957160
2012-09-07,1533567120
2012-09-10,1535965460
2012-09-11,1541447380
2012-09-12,1551040740
2012-09-13,1547271920
2012-09-14,1561661960
2012-09-17,1545216200
2012-09-18,1544530960
2012-09-19,1540076900
2012-09-20,1547957160
2012-09-21,1574338900
2012-09-24,1570227460
2012-09-25,1536650700
2012-09-26,1527057340
2012-09-27,1529798300
2012-09-28,1516436120
2012-10-01,1522267920
2012-10-02,1534883400
2012-10-03,1559413500
2012-10-04,1593405210
2012-10-05,1565020379
2012-10-08,1561516080
2012-10-09,1528225230
2012-10-10,1535934690
2012-10-11,1542242430
2012-10-12,1549251030
2012-10-15,1566772530
2012-10-16,1566071670
2012-10-17,1575533280
2012-10-18,1566422100
2012-10-19,1531729530
2012-10-22,1560815220
2012-10-23,1553105760
2012-10-24,1556259629
2012-10-25,1588499190
2012-10-26,1606020690
2012-10-31,1633003800
2012-11-01,1677157980
2012-11-02,1523319210
2012-11-05,1532430390
2012-11-06,1507900290
2012-11-07,1462694820
2012-11-08,1467250410
2012-11-09,1478464170
2012-11-12,1471806000
2012-11-13,1470754710
2012-11-14,1450429770
2012-11-15,1423446660
2012-11-16,1443421170
2012-11-19,1464096540
2012-11-20,1468652129
2012-11-21,1500190830
2012-11-23,1497737820
2012-11-26,1500891690
2012-11-27,1482669330
2012-11-28,1473558150
2012-11-29,1511755020
2012-11-30,1500541260
2012-12-03,1485823200
2012-12-04,1515259320
2012-12-05,1493883090
2012-12-06,1480566750
2012-12-07,1477412879
2012-12-10,1461643530
2012-12-11,1487925780
2012-12-12,1476011160
2012-12-13,1467951270
2012-12-14,1459540950
2012-12-17,1471806000
2012-12-18,1478113740
2012-12-19,1470053850
2012-12-20,1480216320
2012-12-21,1472506860
2012-12-24,1463395680
2012-12-26,1454985360
2012-12-27,1461643530
2012-12-28,1450780200
2012-12-31,1498957920
2013-01-02,1546747680
2013-01-03,1536761760
2013-01-04,1544607840
2013-01-07,1532838720
2013-01-08,1534621920
2013-01-09,1561013280
2013-01-10,1568859360
2013-01-11,1573139040
2013-01-14,1563866400
2013-01-15,1570642560
2013-01-16,1563153120
2013-01-17,1587404640
2013-01-18,1586691360
2013-01-22,1595607360
2013-01-23,1588831200
2013-01-24,1599887040
2013-01-25,1587404640
2013-01-28,1599887040
2013-01-29,1582768320
2013-01-30,1584908160
2013-01-31,1607376480
2013-02-01,1614509280
2013-02-04,1592397600
2013-02-05,1608446400
2013-02-06,1613796000
2013-02-07,1614152640
2013-02-08,1624851840
2013-02-11,1636620960
2013-02-12,1603810080
2013-02-13,1605949920
2013-02-14,1603810080
2013-02-15,1607019840
2013-02-19,1608446400
2013-02-20,1589187840
2013-02-21,1546034400
2013-02-22,1572782400
2013-02-25,1546034400
2013-02-26,1549957440
2013-02-27,1577775360
2013-02-28,1581341760
2013-03-01,1569929280
2013-03-04,1576348800
2013-03-05,1615222560
2013-03-06,1628774880
2013-03-07,1624138560
2013-03-08,1635194400
2013-03-11,1619502239
2013-03-12,1611656160
2013-03-13,1619858880
2013-03-14,1639474080
2013-03-15,1636977600
2013-03-18,1628418239
2013-03-19,1629844800
2013-03-20,1641613920
2013-03-21,1621998720
2013-03-22,1620928800
2013-03-25,1613082720
2013-03-26,1617362400
2013-03-27,1636620960
2013-03-28,1629488160
2013-04-01,1577930550
2013-04-02,1563375960
2013-04-03,1551306300
2013-04-04,1519712190
2013-04-05,1486343130
2013-04-08,1498767780
2013-04-09,1477468380
2013-04-10,1528941930
2013-04-11,1537106700
2013-04-12,1511192430
2013-04-15,1483148220
2013-04-16,1533201810
2013-04-17,1515452310
2013-04-18,1514742330
2013-04-19,1526811990
2013-04-22,1538171670
2013-04-23,1561956000
2013-04-24,1561956000
2013-04-25,1571895720
2013-04-26,1568345820
2013-04-29,1601359890
2013-04-30,1653543420
2013-05-01,1616979450
2013-05-02,1643248710
2013-05-03,1685492520
2013-05-06,1700402100
2013-05-07,1710696810
2013-05-08,1715311680
2013-05-09,1709986830
2013-05-10,1730576250
2013-05-13,1720636530
2013-05-14,1750455690
2013-05-15,1768915170
2013-05-16,1780984830
2013-05-17,1801929240
2013-05-20,1767850200
2013-05-21,1775304990
2013-05-22,1749745710
2013-05-23,1746905790
2013-05-24,1743710880
2013-05-28,1766785230
2013-05-29,1764300300
2013-05-30,1772820060
2013-05-31,1742290920
2013-06-03,1740870960
2013-06-04,1742290920
2013-06-05,1704661980
2013-06-06,1717796610
2013-06-07,1731996210
2013-06-10,1731641220
2013-06-11,1694012280
2013-06-12,1672712880
2013-06-13,1695787230
2013-06-14,1674487830
2013-06-17,1671647910
2013-06-18,1680522660
2013-06-19,1653188430
2013-06-20,1614139530
2013-06-21,1596745020
2013-06-24,1581835440
2013-06-25,1580060490
2013-06-26,1592485140
2013-06-27,1642538730
2013-06-28,1626919170
2013-07-01,1640313080
2013-07-02,1644880240
2013-07-03,1668770000
2013-07-05,1694065040
2013-07-08,1689497880
2013-07-09,1691254480
2013-07-10,1690903160
2013-07-11,1697929560
2013-07-12,1704253320
2013-07-15,1738682680
2013-07-16,1739034000
2013-07-17,1743601160
2013-07-18,1771706760
2013-07-19,1769598840
2013-07-22,1779084480
2013-07-23,1771355440
2013-07-24,1762221119
2013-07-25,1797704440
2013-07-26,1772058080
2013-07-29,1749222280
2013-07-30,1761167160
2013-07-31,1755194720
2013-08-01,1823702119
2013-08-02,1817027040
2013-08-05,1833187760
2013-08-06,1818783640
2013-08-07,1817027040
2013-08-08,1822648160
2013-08-09,1822296840
2013-08-12,1842673400
2013-08-13,1854618280
2013-08-14,1844078680
2013-08-15,1821242880
2013-08-16,1819837600
2013-08-19,1801217640
2013-08-20,1820188920
2013-08-21,1819837600
2013-08-22,1847591880
2013-08-23,1840916800
2013-08-26,1849699800
2013-08-27,1797704440
2013-08-28,1786462200
2013-08-29,1791380680
2013-08-30,1759410560
2013-09-03,1733061560
2013-09-04,1764329040
2013-09-05,1767139600
2013-09-06,1767139600
2013-09-09,1802271600
2013-09-10,1846537920
2013-09-11,1878156720
2013-09-12,1841268119
2013-09-13,1841970760
2013-09-16,1845835280
2013-09-17,1877102760
2013-09-18,1911883440
2013-09-19,1894668760
2013-09-20,1891506880
2013-09-23,1894317440
2013-09-24,1929098119
2013-09-25,1938935080
2013-09-26,1942448280
2013-09-27,1939989040
2013-09-30,1918160720
2013-10-01,1918160720
2013-10-02,1927182460
2013-10-03,1908791990
2013-10-04,1922671590
2013-10-07,1938286140
2013-10-08,1930999350
2013-10-09,1920936640
2013-10-10,1964657380
2013-10-11,1989293670
2013-10-14,1896994330
2013-10-15,1891095500
2013-10-16,1907404030
2013-10-17,1908445000
2013-10-18,1969515240
2013-10-21,1989987650
2013-10-22,2000397350
2013-10-23,1973679120
2013-10-24,1987211730
2013-10-25,1983047850
2013-10-28,1985476780
2013-10-29,2007684140
2013-10-30,1968127280
2013-10-31,1987558720
2013-11-01,1967086310
2013-11-04,1988252700
2013-11-05,1955982630
2013-11-06,1924753530
2013-11-07,1886584630
2013-11-08,1928223430
2013-11-11,1931346340
2013-11-12,1968474270
2013-11-13,1984435810
2013-11-14,1972985140
2013-11-15,1998315410
2013-11-18,2000744340
2013-11-19,1991722600
2013-11-20,2002479290
2013-11-21,2036831300
2013-11-22,2017746850
2013-11-25,2029891500
2013-11-26,2045159060
2013-11-27,2048628960
2013-11-29,2047587990
2013-12-02,2019828790
2013-12-03,2025727620
2013-12-04,2027115580
2013-12-05,2037525280
2013-12-06,2068754380
2013-12-09,2019828790
2013-12-10,2001785310
2013-12-11,1961881460
2013-12-12,1970556210
2013-12-13,1977843000
2013-12-16,2056609730
2013-12-17,2020522770
2013-12-18,2086450870
2013-12-19,2087144850
2013-12-20,2143010240
2013-12-23,2171463420
2013-12-24,2178750210
2013-12-26,2178750210
2013-12-27,2179097200
2013-12-30,2184996030
2013-12-31,2167980000
2014-01-02,2124165000
2014-01-03,2124855000
2014-01-06,2110020000
2014-01-07,2109675000
2014-01-08,2102085000
2014-01-09,2104155000
2014-01-10,2100015000
2014-01-13,2053440000
2014-01-14,2070000000
2014-01-15,2076900000
2014-01-16,2070000000
2014-01-17,2070000000
2014-01-21,2068275000
2014-01-22,2070000000
2014-01-23,1990995000
2014-01-24,1956150000
2014-01-27,1913370000
2014-01-28,1905780000
2014-01-29,1860240000
2014-01-30,1881285000
2014-01-31,1875420000
2014-02-03,1798830000
2014-02-04,1800900000
2014-02-05,1778130000
2014-02-06,1774680000
2014-02-07,1759500000
2014-02-10,1783995000
2014-02-11,1814355000
2014-02-12,1820565000
2014-02-13,1845060000
2014-02-14,1842645000
2014-02-18,1827465000
2014-02-19,1820565000
2014-02-20,1832985000
2014-02-21,1827120000
2014-02-24,1843335000
2014-02-25,1831950000
2014-02-26,1822290000
2014-02-27,1833675000
2014-02-28,1853685000
2014-03-03,1830915000
2014-03-04,1861620000
2014-03-05,1850235000
2014-03-06,1842645000
