,FICO
2004-10-01,2029672000
2004-10-04,2053671568
2004-10-05,2052985868
2004-10-06,2059157168
2004-10-07,2060528431
2004-10-08,2026243431
2004-10-11,2026243431
2004-10-12,2042700368
2004-10-13,2020757831
2004-10-14,1981673000
2004-10-15,1970701800
2004-10-18,2000872600
2004-10-19,1991958431
2004-10-20,1974815931
2004-10-21,1987844300
2004-10-22,1964530500
2004-10-25,1973444668
2004-10-26,2004986800
2004-10-27,2068756900
2004-10-28,2091385000
2004-10-29,2070814068
2004-11-01,2052985868
2004-11-02,2035157600
2004-11-03,2060528431
2004-11-04,2083842231
2004-11-05,2123612831
2004-11-08,2159955000
2004-11-09,2154469400
2004-11-10,2188754400
2004-11-11,2136641200
2004-11-12,2168869031
2004-11-15,2194925562
2004-11-16,2197668431
2004-11-17,2207954068
2004-11-18,2227839437
2004-11-19,2225096568
2004-11-22,2238810637
2004-11-23,2251838800
2004-11-24,2268981300
2004-11-26,2311494631
2004-11-29,2275838231
2004-11-30,2275152600
2004-12-01,2345094068
2004-12-02,2351265368
2004-12-03,2376636200
2004-12-06,2374579168
2004-12-07,2332065562
2004-12-08,2360179262
2004-12-09,2375264731
2004-12-10,2392407231
2004-12-13,2362922131
2004-12-14,2423263800
2004-12-15,2433549437
2004-12-16,2441091862
2004-12-17,2462348700
2004-12-20,2478119731
2004-12-21,2486348062
2004-12-22,2482234068
2004-12-23,2479491200
2004-12-27,2474005737
2004-12-28,2526804362
2004-12-29,2508976300
2004-12-30,2519261937
2004-12-31,2456789720
2005-01-03,2369047163
2005-01-04,2271257890
2005-01-05,2274606773
2005-01-06,2262550553
2005-01-07,2246475726
2005-01-10,2224372523
2005-01-11,2220353983
2005-01-12,2241787196
2005-01-13,2233749516
2005-01-14,2230400633
2005-01-18,2249824610
2005-01-19,2219014336
2005-01-20,2202269586
2005-01-21,2210307000
2005-01-24,2300728516
2005-01-25,2310105843
2005-01-26,2324171366
2005-01-27,2306756693
2005-01-28,2289342220
2005-01-31,2314124383
2005-02-01,2292021446
2005-02-02,2312115080
2005-02-03,2302068163
2005-02-04,2340916116
2005-02-07,2332208780
2005-02-08,2344265000
2005-02-09,2317473266
2005-02-10,2302068163
2005-02-11,2309435920
2005-02-14,2289342220
2005-02-15,2304077733
2005-02-16,2299389203
2005-02-17,2300728516
2005-02-18,2289342220
2005-02-22,2265899703
2005-02-23,2261210906
2005-02-24,2258531946
2005-02-25,2247815306
2005-02-28,2263890133
2005-03-01,2299389203
2005-03-02,2295370330
2005-03-03,2261210906
2005-03-04,2280634883
2005-03-07,2295370330
2005-03-08,2271257890
2005-03-09,2233749516
2005-03-10,2229061053
2005-03-11,2237768390
2005-03-14,2231740280
2005-03-15,2212316303
2005-03-16,2202269586
2005-03-17,2200260016
2005-03-18,2232410203
2005-03-21,2247145383
2005-03-22,2257862023
2005-03-23,2273937116
2005-03-24,2258531946
2005-03-28,2247145383
2005-03-29,2251164256
2005-03-30,2294030750
2005-03-31,2280444533
2005-04-01,2259255733
2005-04-04,2284417500
2005-04-05,2279782450
2005-04-06,2283755482
2005-04-07,2275147466
2005-04-08,2254620683
2005-04-11,2224161850
2005-04-12,2273161082
2005-04-13,2239391300
2005-04-14,2224823867
2005-04-15,2228134882
2005-04-18,2245350650
2005-04-19,2252634300
2005-04-20,2238066933
2005-04-21,2251310000
2005-04-22,2236080550
2005-04-25,2225486216
2005-04-26,2188405683
2005-04-27,2201648750
2005-04-28,2158608867
2005-04-29,2177149266
2005-05-02,2197013700
2005-05-03,2200324450
2005-05-04,2261904400
2005-05-05,2255282966
2005-05-06,2249323616
2005-05-09,2242701983
2005-05-10,2256607332
2005-05-11,2275809483
2005-05-12,2257269350
2005-05-13,2246012667
2005-05-16,2244688632
2005-05-17,2254620683
2005-05-18,2284417500
2005-05-19,2299646950
2005-05-20,2297660566
2005-05-23,2310903632
2005-05-24,2326133016
2005-05-25,2304281933
2005-05-26,2324146367
2005-05-27,2314214316
2005-05-31,2267863750
2005-06-01,2285079517
2005-06-02,2284417500
2005-06-03,2302957633
2005-06-06,2334078750
2005-06-07,2345997450
2005-06-08,2337389433
2005-06-09,2356591850
2005-06-10,2315538616
2005-06-13,2349308200
2005-06-14,2394996417
2005-06-15,2430090566
2005-06-16,2481738200
2005-06-17,2494981200
2005-06-20,2492994882
2005-06-21,2479751816
2005-06-22,2477103150
2005-06-23,2439360600
2005-06-24,2384402017
2005-06-27,2379767033
2005-06-28,2432076950
2005-06-29,2409563783
2005-06-30,2343701500
2005-07-01,2334712024
2005-07-05,2346911985
2005-07-06,2312237981
2005-07-07,2368101744
2005-07-08,2352690975
2005-07-11,2399565005
2005-07-12,2412407270
2005-07-13,2382870274
2005-07-14,2377091220
2005-07-15,2388007025
2005-07-18,2386080760
2005-07-19,2380944008
2005-07-20,2381585990
2005-07-21,2364249020
2005-07-22,2370669991
2005-07-25,2371312230
2005-07-26,2370669991
2005-07-27,2375807000
2005-07-28,2417544278
2005-07-29,2416259994
2005-08-01,2402133510
2005-08-02,2404059775
2005-08-03,2441944265
2005-08-04,2445796990
2005-08-05,2433597028
2005-08-08,2445796990
2005-08-09,2450933741
2005-08-10,2449007475
2005-08-11,2501018514
2005-08-12,2500376275
2005-08-15,2515144741
2005-08-16,2490744754
2005-08-17,2515144741
2005-08-18,2501660495
2005-08-19,2481755278
2005-08-22,2518355484
2005-08-23,2552387250
2005-08-24,2539544985
2005-08-25,2547892480
2005-08-26,2574860971
2005-08-29,2536334500
2005-08-30,2603755985
2005-08-31,2624303505
2005-09-01,2623661524
2005-09-02,2615314030
2005-09-06,2640356255
2005-09-07,2685304020
2005-09-08,2701999008
2005-09-09,2715483254
2005-09-12,2731536004
2005-09-13,2712914750
2005-09-14,2708419980
2005-09-15,2696220018
2005-09-16,2698788265
2005-09-19,2694293495
2005-09-20,2682735515
2005-09-21,2678240745
2005-09-22,2700072485
2005-09-23,2698788265
2005-09-26,2691724991
2005-09-27,2676956525
2005-09-28,2827210265
2005-09-29,2878579258
2005-09-30,2876652735
2005-10-03,2829778770
2005-10-04,2775841530
2005-10-05,2727683280
2005-10-06,2742451745
2005-10-07,2752725505
2005-10-10,2719335721
2005-10-11,2710346245
2005-10-12,2666040720
2005-10-13,2661546014
2005-10-14,2694935734
2005-10-17,2687230221
2005-10-18,2639714274
2005-10-19,2675672241
2005-10-20,2637145770
2005-10-21,2662187995
2005-10-24,2688514505
2005-10-25,2658335528
2005-10-26,2610819260
2005-10-27,2581924245
2005-10-28,2644208980
2005-10-31,2681451231
2005-11-01,2666682765
2005-11-02,2707777741
2005-11-03,2857389500
2005-11-04,2842620970
2005-11-07,2862526508
2005-11-08,2881147505
2005-11-09,2937653250
2005-11-10,3005074735
2005-11-11,3015348495
2005-11-14,3012779991
2005-11-15,2995443278
2005-11-16,3012779991
2005-11-17,3059011975
2005-11-18,3026264494
2005-11-21,3046812014
2005-11-22,3095612245
2005-11-23,3089833255
2005-11-25,3085338485
2005-11-28,3044885491
2005-11-29,3049380518
2005-11-30,2942148020
2005-12-01,2969758750
2005-12-02,2969116768
2005-12-05,2942148020
2005-12-06,3010211744
2005-12-07,3046169775
2005-12-08,3053875224
2005-12-09,3017917000
2005-12-12,2986453481
2005-12-13,2846473758
2005-12-14,2844547235
2005-12-15,2857389500
2005-12-16,2807304984
2005-12-19,2788041491
2005-12-20,2798315508
2005-12-21,2849042005
2005-12-22,2847757721
2005-12-23,2852252491
2005-12-27,2817578744
2005-12-28,2874084231
2005-12-29,2858031481
2005-12-30,2836199741
2006-01-03,2944904040
2006-01-04,3002800320
2006-01-05,3002149930
2006-01-06,3022315854
2006-01-09,3050938930
2006-01-10,3056142960
2006-01-11,3107534040
2006-01-12,3058094389
2006-01-13,3037277814
2006-01-17,3019713709
2006-01-18,3006052854
2006-01-19,3016461174
2006-01-20,2976129000
2006-01-23,2969623930
2006-01-24,2953360930
2006-01-25,2940350465
2006-01-26,2894814000
2006-01-27,2916281290
2006-01-30,2870094174
2006-01-31,2883104640
2006-02-01,2893512960
2006-02-02,2881153145
2006-02-03,2871395214
2006-02-06,2905222320
2006-02-07,2894163610
2006-02-08,2890260360
2006-02-09,2888308930
2006-02-10,2888308930
2006-02-13,2867492290
2006-02-14,2882454185
2006-02-15,2883755290
2006-02-16,2883755290
2006-02-17,2883755290
2006-02-21,2866191185
2006-02-22,2868142680
2006-02-23,2831713494
2006-02-24,2813499000
2006-02-27,2813499000
2006-02-28,2772516174
2006-03-01,2844723960
2006-03-02,2859685854
2006-03-03,2830412389
2006-03-06,2797886389
2006-03-07,2784225534
2006-03-08,2787478069
2006-03-09,2762107854
2006-03-10,2767312145
2006-03-13,2742592320
2006-03-14,2561097174
2006-03-15,2538329040
2006-03-16,2531823709
2006-03-17,2598176814
2006-03-20,2596225320
2006-03-21,2571505494
2006-03-22,2566951854
2006-03-23,2556543534
2006-03-24,2554592040
2006-03-27,2522066040
2006-03-28,2543533069
2006-03-29,2527270069
2006-03-30,2524017534
2006-03-31,2522367616
2006-04-03,2541466752
2006-04-04,2558656096
2006-04-05,2540830240
2006-04-06,2540830240
2006-04-07,2540830240
2006-04-10,2533827136
2006-04-11,2558019520
2006-04-12,2598764480
2006-04-13,2594308000
2006-04-17,2598127903
2006-04-18,2605767520
2006-04-19,2594944512
2006-04-20,2616590272
2006-04-21,2617227103
2006-04-24,2600037760
2006-04-25,2587304896
2006-04-26,2572025727
2006-04-27,2375940480
2006-04-28,2362571103
2006-05-01,2344745247
2006-05-02,2358114623
2006-05-03,2378487103
2006-05-04,2374667136
2006-05-05,2431328096
2006-05-08,2449154143
2006-05-09,2435784512
2006-05-10,2442787616
2006-05-11,2419232000
2006-05-12,2420505280
2006-05-15,2422415136
2006-05-16,2425598272
2006-05-17,2343471903
2006-05-18,2319279520
2006-05-19,2356204512
2006-05-22,2330102272
2006-05-23,2267075103
2006-05-24,2253705727
2006-05-25,2295087136
2006-05-26,2298270272
2006-05-30,2277261280
2006-05-31,2264528480
2006-06-01,2323736000
2006-06-02,2293177280
2006-06-05,2252432383
2006-06-06,2219963616
2006-06-07,2204684383
2006-06-08,2230786623
2006-06-09,2244792512
2006-06-12,2193224863
2006-06-13,2196408000
2006-06-14,2197044512
2006-06-15,2183675136
2006-06-16,2268348383
2006-06-19,2307820000
2006-06-20,2272168096
2006-06-21,2319279520
2006-06-22,2281717760
2006-06-23,2299543616
2006-06-26,2288084096
2006-06-27,2250522272
2006-06-28,2263255136
2006-06-29,2311639903
2006-06-30,2108049728
2006-07-03,2091213140
2006-07-05,2051153926
2006-07-06,2044186911
2006-07-07,2037800583
2006-07-10,2032575453
2006-07-11,2035478478
2006-07-12,2031995000
2006-07-13,1997741369
2006-07-14,2025028218
2006-07-17,2020383541
2006-07-18,2033156140
2006-07-19,2092374338
2006-07-20,2060443046
2006-07-21,2026189416
2006-07-24,2057540021
2006-07-25,2025608671
2006-07-26,1983227119
2006-07-27,1930395250
2006-07-28,1954198619
2006-07-31,1961165401
2006-08-01,1971035208
2006-08-02,2009352828
2006-08-03,2020383541
2006-08-04,2014577958
2006-08-07,2011094421
2006-08-08,2001224848
2006-08-09,1981485468
2006-08-10,1971035208
2006-08-11,1953618166
2006-08-14,1965810078
2006-08-15,1978582676
2006-08-16,1988452250
2006-08-17,1994257833
2006-08-18,2014577958
2006-08-21,1973357546
2006-08-22,1985549458
2006-08-23,1994257833
2006-08-24,1952456968
2006-08-25,1957682098
2006-08-28,1960584890
2006-08-29,1988452250
2006-08-30,2054637171
2006-08-31,2032575453
2006-09-01,2063926291
2006-09-05,2049992728
2006-09-06,2036639676
2006-09-07,2024447531
2006-09-08,2034897791
2006-09-11,2075537750
2006-09-12,2099921573
2006-09-13,2131853098
2006-09-14,2148109000
2006-09-15,2112113718
2006-09-18,2109791380
2006-09-19,2128950073
2006-09-20,2159720458
2006-09-21,2115016510
2006-09-22,2091213140
2006-09-25,2105727390
2006-09-26,2131853098
2006-09-27,2107469041
2006-09-28,2142303416
2006-09-29,2123144490
2006-10-02,2099341119
2006-10-03,2105146703
2006-10-04,2147528546
2006-10-05,2143464323
2006-10-06,2137078228
2006-10-09,2136497541
2006-10-10,2121402838
2006-10-11,2120822151
2006-10-12,2095857583
2006-10-13,2101082771
2006-10-16,2120822151
2006-10-17,2105146703
2006-10-18,2080762880
2006-10-19,2081924078
2006-10-20,2101663458
2006-10-23,2149270140
2006-10-24,2110371833
2006-10-25,2113274916
2006-10-26,2117919359
2006-10-27,2106888588
2006-10-30,2145786661
2006-10-31,2126627968
2006-11-01,2116758161
2006-11-02,2317054870
2006-11-03,2271770468
2006-11-06,2299637828
2006-11-07,2359436421
2006-11-08,2401818031
2006-11-09,2365242296
2006-11-10,2390787260
2006-11-13,2388464921
2006-11-14,2415171083
2006-11-15,2431427218
2006-11-16,2458713833
2006-11-17,2437813546
2006-11-20,2459294578
2006-11-21,2448844260
2006-11-22,2441877478
2006-11-24,2470325291
2006-11-27,2400076380
2006-11-28,2383820478
2006-11-29,2391948458
2006-11-30,2416332281
2006-12-01,2472647630
2006-12-04,2459875031
2006-12-05,2455230588
2006-12-06,2435491208
2006-12-07,2407043161
2006-12-08,2408785046
2006-12-11,2423299296
2006-12-12,2404140370
2006-12-13,2445360781
2006-12-14,2465680848
2006-12-15,2431427218
2006-12-18,2423299296
2006-12-19,2397754041
2006-12-20,2414010176
2006-12-21,2397754041
2006-12-22,2378014661
2006-12-26,2396012390
2006-12-27,2385562130
2006-12-28,2382659338
2006-12-29,2360017166
2007-01-03,2306639286
2007-01-04,2325998886
2007-01-05,2299806543
2007-01-08,2296959600
2007-01-09,2301514686
2007-01-10,2321443800
2007-01-11,2339095313
2007-01-12,2366426456
2007-01-16,2363010000
2007-01-17,2349913800
2007-01-18,2366426456
2007-01-19,2372689686
2007-01-22,2337956456
2007-01-23,2336817656
2007-01-24,2334540000
2007-01-25,2326568456
2007-01-26,2296390313
2007-01-29,2294681943
2007-01-30,2275891856
2007-01-31,2267350800
2007-02-01,2279308143
2007-02-02,2272475400
2007-02-05,2290696200
2007-02-06,2305500713
2007-02-07,2301514686
2007-02-08,2306639286
2007-02-09,2272475400
2007-02-12,2278169286
2007-02-13,2260518056
2007-02-14,2255962743
2007-02-15,2252546456
2007-02-16,2262795713
2007-02-20,2292404286
2007-02-21,2286141113
2007-02-22,2291835000
2007-02-23,2285571543
2007-02-26,2275322343
2007-02-27,2218382343
2007-02-28,2222368143
2007-03-01,2232617343
2007-03-02,2193328800
2007-03-05,2168844600
2007-03-06,2201869686
2007-03-07,2206994286
2007-03-08,2185357256
2007-03-09,2173399686
2007-03-12,2195606456
2007-03-13,2156317743
2007-03-14,2162011856
2007-03-15,2160303543
2007-03-16,2151762656
2007-03-19,2162011856
2007-03-20,2177955000
2007-03-21,2202439200
2007-03-22,2206994286
2007-03-23,2191620713
2007-03-26,2177955000
2007-03-27,2194467656
2007-03-28,2188773543
2007-03-29,2191620713
2007-03-30,2202439200
2007-04-02,2157973384
2007-04-03,2156300160
2007-04-04,2189208000
2007-04-05,2185303680
2007-04-09,2189208000
2007-04-10,2200363255
2007-04-11,2242195255
2007-04-12,2219327095
2007-04-13,2242752904
2007-04-16,2261716744
2007-04-17,2068174191
2007-04-18,2062596479
2007-04-19,2060923255
2007-04-20,2062038775
2007-04-23,2058134511
2007-04-24,2053114615
2007-04-25,2043632584
2007-04-26,2039170615
2007-04-27,2014071415
2007-04-30,1991760904
2007-05-01,2007378351
2007-05-02,1991760904
2007-05-03,2019091255
2007-05-04,1998454191
2007-05-07,2008493648
2007-05-08,2028015415
2007-05-09,2002358511
2007-05-10,1993434351
2007-05-11,2009609224
2007-05-14,1978374775
2007-05-15,1953833224
2007-05-16,1973912584
2007-05-17,1989529808
2007-05-18,2038055095
2007-05-21,2039170615
2007-05-22,2063712000
2007-05-23,2056461064
2007-05-24,2052556744
2007-05-25,2070405064
2007-05-29,2066500744
2007-05-30,2082675840
2007-05-31,2111121488
2007-06-01,2106101648
2007-06-04,2121161224
2007-06-05,2121719095
2007-06-06,2102197384
2007-06-07,2053672320
2007-06-08,2091600000
2007-06-11,2073751680
2007-06-12,2069289488
2007-06-13,2068174191
2007-06-14,2066500744
2007-06-15,2058692159
2007-06-18,2075424904
2007-06-19,2064269648
2007-06-20,2068174191
2007-06-21,2069847415
2007-06-22,2056461064
2007-06-25,2077098351
2007-06-26,2078213648
2007-06-27,2092715520
2007-06-28,2084906935
2007-06-29,2237733064
2007-07-02,2028202209
2007-07-03,2016692549
2007-07-05,2001179680
2007-07-06,2013189659
2007-07-09,2002680840
2007-07-10,1962647290
2007-07-11,1971654900
2007-07-12,1974657269
2007-07-13,1975157790
2007-07-16,1964148500
2007-07-17,1968652280
2007-07-18,1975157790
2007-07-19,1989669819
2007-07-20,1946633900
2007-07-23,1936625450
2007-07-24,1890586709
2007-07-25,1909102400
2007-07-26,1885082039
2007-07-27,1925115790
2007-07-30,1959144400
2007-07-31,1964648819
2007-08-01,1924114950
2007-08-02,1953639730
2007-08-03,1904098049
2007-08-06,1891587549
2007-08-07,1877075319
2007-08-08,1838543180
2007-08-09,1801512000
2007-08-10,1827533840
2007-08-13,1847050219
2007-08-14,1819527170
2007-08-15,1783997400
2007-08-16,1818526280
2007-08-17,1823530429
2007-08-20,1796507900
2007-08-21,1803013209
2007-08-22,1813021659
2007-08-23,1805515460
2007-08-24,1831537099
2007-08-27,1818526280
2007-08-28,1789001500
2007-08-29,1813021659
2007-08-30,1817025070
2007-08-31,1851053680
2007-09-04,1889085500
2007-09-05,1901596000
2007-09-06,1900595159
2007-09-07,1875073790
2007-09-10,1838042659
2007-09-11,1850052790
2007-09-12,1848551429
2007-09-13,1857058670
2007-09-14,1877575840
2007-09-17,1850553159
2007-09-18,1851554000
2007-09-19,1869068599
2007-09-20,1840044340
2007-09-21,1821028329
2007-09-24,1802512840
2007-09-25,1807016670
2007-09-26,1809018400
2007-09-27,1821528900
2007-09-28,1807016670
2007-10-01,1815023340
2007-10-02,1832037670
2007-10-03,1836040929
2007-10-04,1828034209
2007-10-05,1854056049
2007-10-08,1859060400
2007-10-09,1856558099
2007-10-10,1843547280
2007-10-11,1825031790
2007-10-12,1811520450
2007-10-15,1802512840
2007-10-16,1798509429
2007-10-17,1804014049
2007-10-18,1805014940
2007-10-19,1742462440
2007-10-22,1711936769
2007-10-23,1732954510
2007-10-24,1724947790
2007-10-25,1708934400
2007-10-26,1714939340
2007-10-29,1715940230
2007-10-30,1703930049
2007-10-31,1897592539
2007-11-01,1869569170
2007-11-02,1878576730
2007-11-05,1870069489
2007-11-06,1858059510
2007-11-07,1852554840
2007-11-08,1854556570
2007-11-09,1880578460
2007-11-12,1964648819
2007-11-13,2000679159
2007-11-14,1965149340
2007-11-15,1966150230
2007-11-16,1997676539
2007-11-19,1981663099
2007-11-20,1921612900
2007-11-21,1891587549
2007-11-23,1921612900
2007-11-26,1886583450
2007-11-27,1876074680
2007-11-28,1887584290
2007-11-29,1867567440
2007-11-30,1849552269
2007-12-03,1805515460
2007-12-04,1814522819
2007-12-05,1808017510
2007-12-06,1821528900
2007-12-07,1804514570
2007-12-10,1817525440
2007-12-11,1752470840
2007-12-12,1767983960
2007-12-13,1754472570
2007-12-14,1736957769
2007-12-17,1731453099
2007-12-18,1714438819
2007-12-19,1687916659
2007-12-20,1686415450
2007-12-21,1648383429
2007-12-24,1686915769
2007-12-26,1683913400
2007-12-27,1644380170
2007-12-28,1621360900
2007-12-31,1567634097
2008-01-02,1533014448
2008-01-03,1498394800
2008-01-04,1485229551
2008-01-07,1469626351
2008-01-08,1421354000
2008-01-09,1372106351
2008-01-10,1387709551
2008-01-11,1389172400
2008-01-14,1381858400
2008-01-15,1117091600
2008-01-16,1155124448
2008-01-17,1100025551
2008-01-18,1101976000
2008-01-22,1075645551
2008-01-23,1073695200
2008-01-24,1137083200
2008-01-25,1155124448
2008-01-28,1174140800
2008-01-29,1258007951
2008-01-30,1255570000
2008-01-31,1243380000
2008-02-01,1256545200
2008-02-04,1252644448
2008-02-05,1231190000
2008-02-06,1206810000
2008-02-07,1201446351
2008-02-08,1190719200
2008-02-11,1188768751
2008-02-12,1221925551
2008-02-13,1229727151
2008-02-14,1221925551
2008-02-15,1206810000
2008-02-19,1191694448
2008-02-20,1204859551
2008-02-21,1193644800
2008-02-22,1167314448
2008-02-25,1172190448
2008-02-26,1188281248
2008-02-27,1196082848
2008-02-28,1161950800
2008-02-29,1131232048
2008-03-03,1105389200
2008-03-04,1096612400
2008-03-05,1130256800
2008-03-06,1110265200
2008-03-07,1092711600
2008-03-10,1094174448
2008-03-11,1104414000
2008-03-12,1109777600
2008-03-13,1101976000
2008-03-14,1068331600
2008-03-17,1015670799
2008-03-18,1080521600
2008-03-19,1059067151
2008-03-20,1075645551
2008-03-24,1123917951
2008-03-25,1129769200
2008-03-26,1123430448
2008-03-27,1115141248
2008-03-28,1082472048
2008-03-31,1044171920
2008-04-01,1092207710
2008-04-02,1146551181
2008-04-03,1172267360
2008-04-04,1182941931
2008-04-07,1181971608
2008-04-08,1209628530
2008-04-09,1196042650
2008-04-10,1218847568
2008-04-11,1193131390
2008-04-14,1190220178
2008-04-15,1202350428
2008-04-16,1225155250
2008-04-17,1228066461
2008-04-18,1244078391
2008-04-21,1240681970
2008-04-22,1217391890
2008-04-23,1250386170
2008-04-24,1288717711
2008-04-25,1295510748
2008-04-28,1282410030
2008-04-29,1128598460
2008-04-30,1201865170
2008-05-01,1191675711
2008-05-02,1190220178
2008-05-05,1113071788
2008-05-06,1139273080
2008-05-07,1109675318
2008-05-08,1124716780
2008-05-09,1123746360
2008-05-12,1145580858
2008-05-13,1176149040
2008-05-14,1177604670
2008-05-15,1205746850
2008-05-16,1220788360
2008-05-19,1195557391
2008-05-20,1228551720
2008-05-21,1232918610
2008-05-22,1240681970
2008-05-23,1219817891
2008-05-27,1219817891
2008-05-28,1208172900
2008-05-29,1212054580
2008-05-30,1226125670
2008-06-02,1178575138
2008-06-03,1175178571
2008-06-04,1182456818
2008-06-05,1185368030
2008-06-06,1157225850
2008-06-09,1121320358
2008-06-10,1133935818
2008-06-11,1104337960
2008-06-12,1106763961
2008-06-13,1119379470
2008-06-16,1129568928
2008-06-17,1139273080
2008-06-18,1129083670
2008-06-19,1143154711
2008-06-20,1104337960
2008-06-23,1074254891
2008-06-24,1064065530
2008-06-25,1084444350
2008-06-26,1005355071
2008-06-27,985461461
2008-06-30,1005828790
2008-07-01,1009218680
2008-07-02,1009702950
2008-07-03,938031038
2008-07-07,923987159
2008-07-08,966602871
2008-07-09,938999481
2008-07-10,960791680
2008-07-11,967087141
2008-07-14,947232071
2008-07-15,949169200
2008-07-16,1003407391
2008-07-17,1031010878
2008-07-18,1043601801
2008-07-21,1030526608
2008-07-22,1050865948
2008-07-23,1114789540
2008-07-24,1068299571
2008-07-25,1095902961
2008-07-28,1061035570
2008-07-29,1130286180
2008-07-30,1105588410
2008-07-31,1077985020
2008-08-01,1079922051
2008-08-04,1050865948
2008-08-05,1114305270
2008-08-06,1139003040
2008-08-07,1139003040
2008-08-08,1170480590
2008-08-11,1205347981
2008-08-12,1225687321
2008-08-13,1258133460
2008-08-14,1267334590
2008-08-15,1291548090
2008-08-18,1277988481
2008-08-19,1181134481
2008-08-20,1141908660
2008-08-21,1125443480
2008-08-22,1141424390
2008-08-25,1105588410
2008-08-26,1101229980
2008-08-27,1113336730
2008-08-28,1131254768
2008-08-29,1118663700
2008-09-02,1138034500
2008-09-03,1160310871
2008-09-04,1169996320
2008-09-05,1169027731
2008-09-08,1186945770
2008-09-09,1196146948
2008-09-10,1198568250
2008-09-11,1214549160
2008-09-12,1219391860
2008-09-15,1189851390
2008-09-16,1199536790
2008-09-17,1145782820
2008-09-18,1195662678
2008-09-19,1259102000
2008-09-22,1205347981
2008-09-23,1179197450
2008-09-24,1158373840
2008-09-25,1161763730
2008-09-26,1176291878
2008-09-29,1125927750
2008-09-30,1117417851
2008-10-01,1094148460
2008-10-02,1015614148
2008-10-03,931262331
2008-10-06,891995199
2008-10-07,830428091
2008-10-08,787767500
2008-10-09,729109120
2008-10-10,762074160
2008-10-13,852243239
2008-10-14,817339128
2008-10-15,751409000
2008-10-16,723291760
2008-10-17,748015540
2008-10-20,786313111
2008-10-21,786313111
2008-10-22,729593900
2008-10-23,693235400
2008-10-24,670935520
2008-10-27,621972740
2008-10-28,674813760
2008-10-29,685963700
2008-10-30,748500320
2008-10-31,755772020
2008-11-03,747530760
2008-11-04,727654780
2008-11-05,688387600
2008-11-06,674813760
2008-11-07,726685220
2008-11-10,709717920
2008-11-11,687418040
2008-11-12,632153120
2008-11-13,707294020
2008-11-14,650574760
2008-11-17,625366200
2008-11-18,607429340
2008-11-19,555073100
2008-11-20,530349320
2008-11-21,558466560
2008-11-24,611792360
2008-11-25,621003180
2008-11-26,657846460
2008-11-28,685478920
2008-12-01,603066320
2008-12-02,628274880
2008-12-03,665118160
2008-12-04,627790100
2008-12-05,643303060
2008-12-08,696144080
2008-12-09,701476660
2008-12-10,708748360
2008-12-11,684509360
2008-12-12,692265840
2008-12-15,640879160
2008-12-16,679661560
2008-12-17,689357160
2008-12-18,686448480
2008-12-19,713596160
2008-12-22,689357160
2008-12-23,685963700
2008-12-24,684994140
2008-12-26,708748360
2008-12-29,700991880
2008-12-30,749954660
2008-12-31,822987228
2009-01-02,842024250
2009-01-05,816153311
2009-01-06,825915960
2009-01-07,807367068
2009-01-08,782472438
2009-01-09,756113370
2009-01-12,759530280
2009-01-13,774174180
2009-01-14,752208330
2009-01-15,766364100
2009-01-16,770757270
2009-01-20,726825570
2009-01-21,765387840
2009-01-22,725849310
2009-01-23,720479880
2009-01-26,723408660
2009-01-27,744398250
2009-01-28,782472438
2009-01-29,639938430
2009-01-30,619925100
2009-02-02,645307860
2009-02-03,647260380
2009-02-04,641402820
2009-02-05,634080870
2009-02-06,660928020
2009-02-09,642379080
2009-02-10,614555670
2009-02-11,610650630
2009-02-12,604304940
2009-02-13,597959250
2009-02-17,573552750
2009-02-18,583803480
2009-02-19,566230800
2009-02-20,548658120
2009-02-23,526692269
2009-02-24,554515680
2009-02-25,532061700
2009-02-26,524251620
2009-02-27,534502349
2009-03-02,511560240
2009-03-03,499845120
2009-03-04,520346580
2009-03-05,483248700
2009-03-06,492523170
2009-03-09,543776820
2009-03-10,623342010
2009-03-11,619436970
2009-03-12,648236640
2009-03-13,640426560
2009-03-16,627735180
2009-03-17,646284120
2009-03-18,656046720
2009-03-19,651165420
2009-03-20,620901360
2009-03-23,663856800
2009-03-24,651653550
2009-03-25,692168340
2009-03-26,730730610
2009-03-27,692656470
2009-03-30,656046720
2009-03-31,687108450
2009-04-01,691015250
2009-04-02,742780350
2009-04-03,749617250
2009-04-06,757430850
2009-04-07,736920150
2009-04-08,748640550
2009-04-09,813102749
2009-04-13,812614351
2009-04-14,784778450
2009-04-15,788196851
2009-04-16,847775648
2009-04-17,890750399
2009-04-20,708107500
2009-04-21,738873550
2009-04-22,741803650
2009-04-23,745710450
2009-04-24,781848350
2009-04-27,827753298
2009-04-28,775499800
2009-04-29,820916301
2009-04-30,821404700
2009-05-01,807730948
2009-05-04,843380450
2009-05-05,846798900
2009-05-06,856077598
2009-05-07,813591100
2009-05-08,857054201
2009-05-11,841427050
2009-05-12,826776550
2009-05-13,774523100
2009-05-14,804312401
2009-05-15,810172650
2009-05-18,839473698
2009-05-19,842403750
2009-05-20,832636701
2009-05-21,825799850
2009-05-22,824334751
2009-05-26,865844550
2009-05-27,846798900
2009-05-28,845822200
2009-05-29,858519299
2009-06-01,896122250
2009-06-02,896610648
2009-06-03,884401898
2009-06-04,891727100
2009-06-05,897098998
2009-06-08,882448450
2009-06-09,865356151
2009-06-10,830195000
