,CNP
2009-04-13,3583360000
2009-04-14,3562239999
2009-04-15,3583360000
2009-04-16,3618560000
2009-04-17,3703040000
2009-04-20,3667840000
2009-04-21,3674880000
2009-04-22,3629120000
2009-04-23,3590399999
2009-04-24,3629120000
2009-04-27,3755840000
2009-04-28,3780480000
2009-04-29,3766399999
2009-04-30,3745280000
2009-05-01,3875520000
2009-05-04,3861440000
2009-05-05,3791040000
2009-05-06,3815680000
2009-05-07,3819200000
2009-05-08,3847360000
2009-05-11,3798079999
2009-05-12,3759360000
2009-05-13,3586880000
2009-05-14,3604480000
2009-05-15,3537600000
2009-05-18,3615040000
2009-05-19,3632640000
2009-05-20,3505920000
2009-05-21,3460160000
2009-05-22,3467200000
2009-05-26,3520000000
2009-05-27,3439040000
2009-05-28,3555200000
2009-05-29,3562239999
2009-06-01,3615040000
2009-06-02,3604480000
2009-06-03,3537600000
2009-06-04,3527040000
2009-06-05,3516480000
2009-06-08,3572800000
2009-06-09,3534079999
2009-06-10,3583360000
2009-06-11,3710079999
2009-06-12,3752320000
2009-06-15,3681920000
2009-06-16,3685440000
2009-06-17,3696000000
2009-06-18,3776960000
2009-06-19,3784000000
2009-06-22,3889600000
2009-06-23,3762880000
2009-06-24,3801600000
2009-06-25,3889600000
2009-06-26,3893120000
2009-06-29,3956480000
2009-06-30,4099600000
2009-07-01,4143999999
2009-07-02,4047800000
2009-07-06,4132900000
2009-07-07,4047800000
2009-07-08,3996000000
2009-07-09,3988600000
2009-07-10,4040400000
2009-07-13,4110700000
2009-07-14,4143999999
2009-07-15,4177299999
2009-07-16,4143999999
2009-07-17,4140300000
2009-07-20,4229100000
2009-07-21,4273500000
2009-07-22,4258700000
2009-07-23,4340100000
2009-07-24,4391900000
2009-07-27,4428900000
2009-07-28,4380800000
2009-07-29,4347500000
2009-07-30,4443700000
2009-07-31,4458500000
2009-08-03,4502900000
2009-08-04,4473300000
2009-08-05,4465900000
2009-08-06,4488100000
2009-08-07,4565800000
2009-08-10,4602800000
2009-08-11,4632400000
2009-08-12,4565800000
2009-08-13,4588000000
2009-08-14,4617600000
2009-08-17,4617600000
2009-08-18,4639800000
2009-08-19,4650900000
2009-08-20,4687900000
2009-08-21,4736000000
2009-08-24,4739700000
2009-08-25,4724900000
2009-08-26,4747100000
2009-08-27,4717500000
2009-08-28,4650900000
2009-08-31,4588000000
2009-09-01,4558400000
2009-09-02,4502900000
2009-09-03,4484400000
2009-09-04,4465900000
2009-09-08,4488100000
2009-09-09,4517700000
2009-09-10,4488100000
2009-09-11,4606500000
2009-09-14,4636100000
2009-09-15,4695300000
2009-09-16,4724900000
2009-09-17,4621300000
2009-09-18,4621300000
2009-09-21,4625000000
2009-09-22,4617600000
2009-09-23,4580600000
2009-09-24,4536200000
2009-09-25,4532500000
2009-09-28,4621300000
2009-09-29,4662000000
2009-09-30,4835270000
2009-10-01,4780810000
2009-10-02,4753580000
2009-10-05,4808040000
2009-10-06,4815820000
2009-10-07,4804150000
2009-10-08,4874170000
2009-10-09,4928630000
2009-10-12,4967530000
2009-10-13,4932520000
2009-10-14,4951970000
2009-10-15,4998650000
2009-10-16,5033660000
2009-10-19,5092010000
2009-10-20,5029770000
2009-10-21,4975310000
2009-10-22,5057000000
2009-10-23,4998650000
2009-10-26,4940300000
2009-10-27,4944190000
2009-10-28,4901400000
2009-10-29,4897510000
2009-10-30,4901400000
2009-11-02,4878060000
2009-11-03,4854720000
2009-11-04,4893620000
2009-11-05,4955860000
2009-11-06,4955860000
2009-11-09,5014210000
2009-11-10,5033660000
2009-11-11,4986980000
2009-11-12,4843050000
2009-11-13,4913070000
2009-11-16,5006430000
2009-11-17,5010320000
2009-11-18,4998650000
2009-11-19,4951970000
2009-11-20,4967530000
2009-11-23,5049220000
2009-11-24,5068670000
2009-11-25,5130910000
2009-11-27,5041440000
2009-11-30,5162030000
2009-12-01,5239830000
2009-12-02,5282620000
2009-12-03,5368200000
2009-12-04,5356530000
2009-12-07,5399320000
2009-12-08,5399320000
2009-12-09,5403210000
2009-12-10,5446000000
2009-12-11,5621050000
2009-12-14,5667730000
2009-12-15,5652170000
2009-12-16,5675510000
2009-12-17,5624940000
2009-12-18,5659950000
2009-12-21,5698850000
2009-12-22,5718300000
2009-12-23,5718300000
2009-12-24,5745530000
2009-12-28,5761090000
2009-12-29,5741640000
2009-12-30,5714410000
2009-12-31,5700326050
2010-01-04,5704254600
2010-01-05,5661040550
2010-01-06,5606040850
2010-01-07,5661040550
2010-01-08,5594255200
2010-01-11,5633540700
2010-01-12,5668897650
2010-01-13,5716040250
2010-01-14,5743540100
2010-01-15,5739611550
2010-01-19,5822111100
2010-01-20,5837825300
2010-01-21,5719968800
2010-01-22,5578541000
2010-01-25,5629612150
2010-01-26,5578541000
2010-01-27,5531398400
2010-01-28,5539255500
2010-01-29,5480327250
2010-02-01,5602112300
2010-02-02,5680683300
2010-02-03,5649254900
2010-02-04,5456755950
2010-02-05,5468541600
2010-02-08,5401756250
2010-02-09,5503898550
2010-02-10,5433184650
2010-02-11,5397827700
2010-02-12,5362470750
2010-02-16,5480327250
2010-02-17,5523541300
2010-02-18,5653183450
2010-02-19,5708183150
2010-02-22,5676754750
2010-02-23,5621755050
2010-02-24,5582469550
2010-02-25,5539255500
2010-02-26,5256399900
2010-03-01,5342828000
2010-03-02,5433184650
2010-03-03,5409613350
2010-03-04,5507827100
2010-03-05,5503898550
2010-03-08,5558898250
2010-03-09,5543184050
2010-03-10,5547112600
2010-03-11,5609969400
2010-03-12,5594255200
2010-03-15,5590326650
2010-03-16,5668897650
2010-03-17,5680683300
2010-03-18,5661040550
2010-03-19,5668897650
2010-03-22,5609969400
2010-03-23,5617826500
2010-03-24,5574612450
2010-03-25,5551041150
2010-03-26,5574612450
2010-03-29,5684611850
2010-03-30,5672826200
2010-03-31,5737035400
2010-04-01,5792967500
2010-04-05,5848899600
2010-04-06,5888851100
2010-04-07,5780982050
2010-04-08,5741030550
2010-04-09,5792967500
2010-04-12,5804952950
2010-04-13,5792967500
2010-04-14,5800957800
2010-04-15,5840909300
2010-04-16,5721054800
2010-04-19,5693088750
2010-04-20,5737035400
2010-04-21,5745025700
2010-04-22,5737035400
2010-04-23,5820933550
2010-04-26,5812943250
2010-04-27,5665122700
2010-04-28,5729045100
2010-04-29,5749020850
2010-04-30,5737035400
2010-05-03,5820933550
2010-05-04,5729045100
2010-05-05,5745025700
2010-05-06,5545268200
2010-05-07,5493331250
2010-05-10,5649142100
2010-05-11,5665122700
2010-05-12,5709069350
2010-05-13,5693088750
2010-05-14,5653137250
2010-05-17,5665122700
2010-05-18,5585219700
2010-05-19,5497326400
2010-05-20,5301564050
2010-05-21,5325534950
2010-05-24,5273598000
2010-05-25,5217665900
2010-05-26,5253622250
2010-05-27,5401442800
2010-05-28,5441394300
2010-06-01,5305559200
2010-06-02,5425413700
2010-06-03,5481345800
2010-06-04,5273598000
2010-06-07,5309554350
2010-06-08,5325534950
2010-06-09,5153743500
2010-06-10,5257617400
2010-06-11,5301564050
2010-06-14,5329530100
2010-06-15,5433404000
2010-06-16,5505316700
2010-06-17,5573234250
2010-06-18,5597205150
2010-06-21,5589214850
2010-06-22,5449384600
2010-06-23,5401442800
2010-06-24,5409433100
2010-06-25,5401442800
2010-06-28,5481345800
2010-06-29,5317544650
2010-06-30,5555862480
2010-07-01,5513644680
2010-07-02,5500979340
2010-07-06,5589636720
2010-07-07,5788060380
2010-07-08,5897826660
2010-07-09,5931600900
2010-07-12,5940044460
2010-07-13,5990705820
2010-07-14,5986484040
2010-07-15,6037145400
2010-07-16,5880939540
2010-07-19,5931600900
2010-07-20,5982262260
2010-07-21,5872495980
2010-07-22,5990705820
2010-07-23,6016036500
2010-07-26,6079363200
2010-07-27,6163798800
2010-07-28,6138468120
2010-07-29,6049810740
2010-07-30,6007592940
2010-08-02,6134246340
2010-08-03,6104693880
2010-08-04,6218681940
2010-08-05,6252456180
2010-08-06,6265121520
2010-08-09,6315782880
2010-08-10,6358000680
2010-08-11,6222903720
2010-08-12,6113137440
2010-08-13,6121581000
2010-08-16,6121581000
2010-08-17,6239790840
2010-08-18,6214460160
2010-08-19,6117359220
2010-08-20,6142689900
2010-08-23,6142689900
2010-08-24,6193351260
2010-08-25,6235569060
2010-08-26,6172242360
2010-08-27,6315782880
2010-08-30,6193351260
2010-08-31,6244012620
2010-09-01,6383331360
2010-09-02,6358000680
2010-09-03,6442436280
2010-09-07,6446658060
2010-09-08,6358000680
2010-09-09,6421327380
2010-09-10,6417105600
2010-09-13,6442436280
2010-09-14,6438214500
2010-09-15,6383331360
2010-09-16,6328448220
2010-09-17,6345335340
2010-09-20,6493097640
2010-09-21,6484654080
2010-09-22,6505762980
2010-09-23,6433992720
2010-09-24,6607085700
2010-09-27,6636638160
2010-09-28,6687299520
2010-09-29,6653525280
2010-09-30,6681000000
2010-10-01,6757500000
2010-10-04,6706500000
2010-10-05,6812750000
2010-10-06,6753250000
2010-10-07,6800000000
2010-10-08,6838250000
2010-10-11,6868000000
2010-10-12,6833999999
2010-10-13,6795750000
2010-10-14,6783000000
2010-10-15,6855250000
2010-10-18,6863749999
2010-10-19,6863749999
2010-10-20,6965750000
2010-10-21,6965750000
2010-10-22,6978500000
2010-10-25,6969999999
2010-10-26,6978500000
2010-10-27,6978500000
2010-10-28,6965750000
2010-10-29,7037999999
2010-11-01,7033750000
2010-11-02,7127250000
2010-11-03,7105999999
2010-11-04,7191000000
2010-11-05,7089000000
2010-11-08,7033750000
2010-11-09,7055000000
2010-11-10,7046499999
2010-11-11,7050750000
2010-11-12,6846750000
2010-11-15,6893499999
2010-11-16,6749000000
2010-11-17,6668250000
2010-11-18,6736250000
2010-11-19,6723500000
2010-11-22,6744750000
2010-11-23,6698000000
2010-11-24,6766000000
2010-11-26,6710750000
2010-11-29,6630000000
2010-11-30,6642750000
2010-12-01,6698000000
2010-12-02,6732000000
2010-12-03,6757500000
2010-12-06,6655500000
2010-12-07,6647000000
2010-12-08,6642750000
2010-12-09,6693750000
2010-12-10,6732000000
2010-12-13,6770250000
2010-12-14,6842500000
2010-12-15,6740500000
2010-12-16,6757500000
2010-12-17,6744750000
2010-12-20,6761750000
2010-12-21,6749000000
2010-12-22,6749000000
2010-12-23,6757500000
2010-12-27,6757500000
2010-12-28,6736250000
2010-12-29,6727750000
2010-12-30,6698000000
2010-12-31,6681000000
2011-01-03,6715000000
2011-01-04,6727750000
2011-01-05,6702250000
2011-01-06,6634250000
2011-01-07,6664000000
2011-01-10,6689500000
2011-01-11,6642750000
2011-01-12,6702250000
2011-01-13,6702250000
2011-01-14,6672500000
2011-01-18,6689500000
2011-01-19,6723500000
2011-01-20,6774500000
2011-01-21,6757500000
2011-01-24,6838250000
2011-01-25,6863749999
2011-01-26,6846750000
2011-01-27,6863749999
2011-01-28,6812750000
2011-01-31,6863749999
2011-02-01,6906250000
2011-02-02,6829750000
2011-02-03,6868000000
2011-02-04,6859500000
2011-02-07,6944500000
2011-02-08,6901999999
2011-02-09,6842500000
2011-02-10,6855250000
2011-02-11,6880750000
2011-02-14,6749000000
2011-02-15,6783000000
2011-02-16,6766000000
2011-02-17,6761750000
2011-02-18,6757500000
2011-02-22,6706500000
2011-02-23,6604500000
2011-02-24,6574750000
2011-02-25,6664000000
2011-02-28,6740500000
2011-03-01,6647000000
2011-03-02,6698000000
2011-03-03,6766000000
2011-03-04,6749000000
2011-03-07,6723500000
2011-03-08,6842500000
2011-03-09,6901999999
2011-03-10,6808500000
2011-03-11,6842500000
2011-03-14,6693750000
2011-03-15,6621500000
2011-03-16,6511000000
2011-03-17,6460000000
2011-03-18,7084750000
2011-03-21,7267500000
2011-03-22,7178250000
2011-03-23,7208000000
2011-03-24,7297250000
2011-03-25,7280250000
2011-03-28,7297250000
2011-03-29,7348250000
2011-03-30,7514000000
2011-03-31,7480559999
2011-04-01,7561500000
2011-04-04,7629660000
2011-04-05,7531680000
2011-04-06,7544460000
2011-04-07,7450739999
2011-04-08,7455000000
2011-04-11,7378320000
2011-04-12,7339980000
2011-04-13,7378320000
2011-04-14,7514640000
2011-04-15,7616880000
2011-04-18,7591320000
2011-04-19,7587059999
2011-04-20,7714860000
2011-04-21,7787280000
2011-04-25,7778760000
2011-04-26,7783020000
2011-04-27,7812840000
2011-04-28,7863960000
2011-04-29,7923600000
2011-05-02,7919340000
2011-05-03,7944899999
2011-05-04,7876739999
2011-05-05,7923600000
2011-05-06,7974719999
2011-05-09,8055660000
2011-05-10,8204760000
2011-05-11,8140860000
2011-05-12,8051399999
2011-05-13,7978980000
2011-05-16,7961940000
2011-05-17,7936380000
2011-05-18,8085480000
2011-05-19,8094000000
2011-05-20,8076960000
2011-05-23,7978980000
2011-05-24,7987500000
2011-05-25,8081219999
2011-05-26,8102520000
2011-05-27,8128079999
2011-05-31,8234579999
2011-06-01,8196239999
2011-06-02,8243100000
2011-06-03,8132340000
2011-06-06,8132340000
2011-06-07,8132340000
2011-06-08,8051399999
2011-06-09,8017320000
2011-06-10,8034360000
2011-06-13,7974719999
2011-06-14,8025840000
2011-06-15,7876739999
2011-06-16,7949160000
2011-06-17,7983239999
2011-06-20,8021579999
2011-06-21,8094000000
2011-06-22,8102520000
2011-06-23,7991760000
2011-06-24,8072700000
2011-06-27,8145120000
2011-06-28,8196239999
2011-06-29,8238840000
2011-06-30,8243100000
2011-07-01,8430540000
2011-07-05,8413500000
2011-07-06,8439059999
2011-07-07,8434800000
2011-07-08,8413500000
2011-07-11,8217540000
2011-07-12,8285700000
2011-07-13,8264399999
2011-07-14,8226059999
2011-07-15,8260140000
2011-07-18,8264399999
2011-07-19,8396460000
2011-07-20,8571120000
2011-07-21,8639280000
2011-07-22,8630760000
2011-07-25,8562600000
2011-07-26,8541300000
2011-07-27,8541300000
2011-07-28,8430540000
2011-07-29,8341079999
2011-08-01,8332559999
2011-08-02,8217540000
2011-08-03,8230320000
2011-08-04,7859700000
2011-08-05,7898040000
2011-08-08,7344239999
2011-08-09,7817100000
2011-08-10,7765980000
2011-08-11,8149380000
2011-08-12,7966200000
2011-08-15,8324040000
2011-08-16,8243100000
2011-08-17,8281440000
2011-08-18,8030100000
2011-08-19,7978980000
2011-08-22,7949160000
2011-08-23,8183460000
2011-08-24,8336820000
2011-08-25,8196239999
2011-08-26,8328300000
2011-08-29,8447579999
2011-08-30,8468880000
2011-08-31,8524260000
2011-09-01,8430540000
2011-09-02,8285700000
2011-09-06,8191980000
2011-09-07,8353860000
2011-09-08,8524260000
2011-09-09,8315520000
2011-09-12,8324040000
2011-09-13,8447579999
2011-09-14,8481660000
2011-09-15,8468880000
2011-09-16,8490180000
2011-09-19,8507219999
2011-09-20,8575380000
2011-09-21,8247360000
2011-09-22,7970460000
2011-09-23,8081219999
2011-09-26,8196239999
2011-09-27,8191980000
2011-09-28,8145120000
2011-09-29,8502960000
2011-09-30,8358120000
2011-10-03,8170680000
2011-10-04,8336820000
2011-10-05,8396460000
2011-10-06,8575380000
2011-10-07,8490180000
2011-10-10,8733000000
2011-10-11,8541300000
2011-10-12,8468880000
2011-10-13,8549820000
2011-10-14,8669100000
2011-10-17,8737260000
2011-10-18,8830980000
2011-10-19,8805420000
2011-10-20,8920440000
2011-10-21,9043980000
2011-10-24,9052500000
2011-10-25,8907660000
2011-10-26,8954520000
2011-10-27,9052500000
2011-10-28,9069540000
2011-10-31,8877840000
2011-11-01,8617980000
2011-11-02,8554079999
2011-11-03,8647800000
2011-11-04,8652060000
2011-11-07,8669100000
2011-11-08,8592420000
2011-11-09,8341079999
2011-11-10,8328300000
2011-11-11,8434800000
2011-11-14,8200500000
2011-11-15,8349600000
2011-11-16,8209020000
2011-11-17,8247360000
2011-11-18,8247360000
2011-11-21,8098260000
2011-11-22,8051399999
2011-11-23,7957680000
2011-11-25,7919340000
2011-11-28,8081219999
2011-11-29,8187719999
2011-11-30,8477399999
2011-12-01,8434800000
2011-12-02,8362380000
2011-12-05,8430540000
2011-12-06,8383680000
2011-12-07,8434800000
2011-12-08,8272920000
2011-12-09,8447579999
2011-12-12,8281440000
2011-12-13,8179200000
2011-12-14,7991760000
2011-12-15,8136600000
2011-12-16,8187719999
2011-12-19,8136600000
2011-12-20,8315520000
2011-12-21,8417760000
2011-12-22,8485920000
2011-12-23,8613720000
2011-12-27,8652060000
2011-12-28,8592420000
2011-12-29,8617980000
2011-12-30,8558340000
2012-01-03,8473140000
2012-01-04,8430540000
2012-01-05,8434800000
2012-01-06,8324040000
2012-01-09,8392200000
2012-01-10,8328300000
2012-01-11,8230320000
2012-01-12,8162160000
2012-01-13,8132340000
2012-01-17,8149380000
2012-01-18,8068440000
2012-01-19,7851180000
2012-01-20,8013059999
2012-01-23,7983239999
2012-01-24,7915079999
2012-01-25,7974719999
2012-01-26,7872480000
2012-01-27,7765980000
2012-01-30,7812840000
2012-01-31,7868219999
2012-02-01,7957680000
2012-02-02,7915079999
2012-02-03,8042880000
2012-02-06,7996020000
2012-02-07,8038620000
2012-02-08,8047140000
2012-02-09,8025840000
2012-02-10,8055660000
2012-02-13,8034360000
2012-02-14,7936380000
2012-02-15,8025840000
2012-02-16,8030100000
2012-02-17,8085480000
2012-02-21,8072700000
2012-02-22,8004540000
2012-02-23,8021579999
2012-02-24,8008800000
2012-02-27,7932120000
2012-02-28,7889520000
2012-02-29,8302739999
2012-03-01,8247360000
2012-03-02,8319780000
2012-03-05,8226059999
2012-03-06,8162160000
2012-03-07,8217540000
2012-03-08,8272920000
2012-03-09,8204760000
2012-03-12,8251620000
2012-03-13,8294219999
2012-03-14,8153640000
2012-03-15,8187719999
2012-03-16,8123820000
2012-03-19,8068440000
2012-03-20,8157899999
2012-03-21,8149380000
2012-03-22,8221800000
2012-03-23,8226059999
2012-03-26,8302739999
2012-03-27,8324040000
2012-03-28,8166420000
2012-03-29,8243100000
2012-03-30,8400719999
2012-04-02,8484490000
2012-04-03,8463140000
2012-04-04,8382010000
2012-04-05,8347850000
2012-04-09,8292340000
2012-04-10,8138619999
2012-04-11,8142890000
2012-04-12,8224020000
2012-04-13,8185590000
2012-04-16,8249640000
2012-04-17,8317960000
2012-04-18,8249640000
2012-04-19,8253909999
2012-04-20,8339310000
2012-04-23,8232560000
2012-04-24,8339310000
2012-04-25,8420439999
2012-04-26,8475950000
2012-04-27,8561350000
2012-04-30,8629670000
2012-05-01,8719340000
2012-05-02,8561350000
2012-05-03,8420439999
2012-05-04,8561350000
2012-05-07,8493030000
2012-05-08,8493030000
2012-05-09,8441790000
2012-05-10,8646750000
2012-05-11,8642480000
2012-05-14,8574159999
2012-05-15,8467409999
2012-05-16,8548540000
2012-05-17,8467409999
2012-05-18,8377740000
2012-05-21,8480220000
2012-05-22,8531460000
2012-05-23,8484490000
2012-05-24,8552810000
2012-05-25,8616860000
2012-05-29,8642480000
2012-05-30,8548540000
2012-05-31,8638210000
2012-06-01,8527189999
2012-06-04,8446060000
2012-06-05,8510110000
2012-06-06,8604050000
2012-06-07,8676640000
2012-06-08,8710800000
2012-06-11,8608320000
2012-06-12,8668100000
2012-06-13,8668100000
2012-06-14,8715070000
2012-06-15,8804740000
2012-06-18,8843170000
2012-06-19,8791930000
2012-06-20,8787660000
2012-06-21,8616860000
2012-06-22,8685180000
2012-06-25,8659560000
2012-06-26,8663830000
2012-06-27,8762040000
2012-06-28,8804740000
2012-06-29,8826090000
2012-07-02,8872948560
2012-07-03,8825933900
2012-07-05,8744726760
2012-07-06,8791741420
2012-07-09,8787467360
2012-07-10,8749000820
2012-07-11,8770371120
2012-07-12,8817385780
2012-07-13,8971251940
2012-07-16,8847304200
2012-07-17,8890044800
2012-07-18,8954155700
2012-07-19,8941333520
2012-07-20,9039636900
2012-07-23,8962703820
2012-07-24,8783193300
2012-07-25,8791741420
2012-07-26,8928511340
2012-07-27,9056733140
2012-07-30,9056733140
2012-07-31,9001170360
2012-08-01,8932785400
2012-08-02,8902866980
2012-08-03,9043910960
2012-08-06,9001170360
2012-08-07,8992622240
2012-08-08,9022540660
2012-08-09,8979800060
2012-08-10,9009718480
2012-08-13,8881496680
2012-08-14,8783193300
2012-08-15,8766097060
2012-08-16,8727630520
2012-08-17,8650697440
2012-08-20,8731904580
2012-08-21,8731904580
2012-08-22,8710534280
2012-08-23,8650697440
2012-08-24,8684889920
2012-08-27,8744726760
2012-08-28,8804563600
2012-08-29,8796015480
2012-08-30,8770371120
2012-08-31,8714808340
2012-09-04,8817385780
2012-09-05,8821659840
2012-09-06,8971251940
2012-09-07,8954155700
2012-09-10,8945607580
2012-09-11,8932785400
2012-09-12,8847304200
2012-09-13,9018266600
2012-09-14,8984074120
2012-09-17,8890044800
2012-09-18,8894318860
2012-09-19,8855852320
2012-09-20,8919963220
2012-09-21,9026814720
2012-09-24,9099473740
2012-09-25,9155036520
2012-09-26,9167858700
2012-09-27,9103747800
2012-09-28,9103747800
2012-10-01,9031050000
2012-10-02,9052400000
2012-10-03,9189040000
2012-10-04,9184770000
2012-10-05,9142070000
2012-10-08,9142070000
2012-10-09,9120720000
2012-10-10,9090830000
2012-10-11,9043860000
2012-10-12,9022510000
2012-10-15,9137800000
2012-10-16,9154880000
2012-10-17,9287250000
2012-10-18,9261630000
2012-10-19,9142070000
2012-10-22,9069480000
2012-10-23,8984080000
2012-10-24,9018240000
2012-10-25,9129260000
2012-10-26,9167690000
2012-10-31,9253090000
2012-11-01,9282980000
2012-11-02,9197580000
2012-11-05,9124990000
2012-11-06,9171960000
2012-11-07,8809010000
2012-11-08,8706530000
2012-11-09,8604050000
2012-11-12,8608320000
2012-11-13,8522920000
2012-11-14,8322229999
2012-11-15,8168510000
2012-11-16,8360659999
2012-11-19,8275260000
2012-11-20,8266720000
2012-11-21,8241100000
2012-11-23,8224020000
2012-11-26,8352119999
2012-11-27,8377740000
2012-11-28,8428979999
2012-11-29,8437520000
2012-11-30,8424710000
2012-12-03,8437520000
2012-12-04,8382010000
2012-12-05,8505840000
2012-12-06,8480220000
2012-12-07,8471680000
2012-12-10,8505840000
2012-12-11,8488760000
2012-12-12,8475950000
2012-12-13,8467409999
2012-12-14,8399090000
2012-12-17,8471680000
2012-12-18,8497299999
2012-12-19,8420439999
2012-12-20,8399090000
2012-12-21,8309420000
2012-12-24,8279530000
2012-12-26,8168510000
2012-12-27,8134350000
2012-12-28,8113000000
2012-12-31,8239000000
2013-01-02,8397360000
2013-01-03,8423040000
2013-01-04,8482960000
2013-01-07,8388800000
2013-01-08,8333159999
2013-01-09,8418760000
2013-01-10,8470120000
2013-01-11,8577120000
2013-01-14,8508640000
2013-01-15,8585679999
2013-01-16,8525760000
2013-01-17,8521480000
2013-01-18,8568560000
2013-01-22,8641320000
2013-01-23,8628480000
2013-01-24,8662720000
2013-01-25,8701240000
2013-01-28,8667000000
2013-01-29,8786840000
2013-01-30,8778280000
2013-01-31,8748320000
2013-02-01,8799680000
2013-02-04,8786840000
2013-02-05,8846760000
2013-02-06,8893840000
2013-02-07,8932360000
2013-02-08,8949480000
2013-02-11,8953760000
2013-02-12,9009400000
2013-02-13,8893840000
2013-02-14,8744040000
2013-02-15,8735480000
2013-02-19,8778280000
2013-02-20,8859600000
2013-02-21,8846760000
2013-02-22,8945200000
2013-02-25,8782560000
2013-02-26,8859600000
2013-02-27,9086440000
2013-02-28,9172040000
2013-03-01,9214840000
2013-03-04,9266200000
2013-03-05,9356080000
2013-03-06,9291880000
2013-03-07,9257640000
2013-03-08,9338960000
2013-03-11,9351800000
2013-03-12,9317560000
2013-03-13,9360360000
2013-03-14,9347520000
2013-03-15,10019480000
2013-03-18,9891080000
2013-03-19,9831160000
2013-03-20,9895360000
2013-03-21,10032320000
2013-03-22,10028040000
2013-03-25,10019480000
2013-03-26,10165000000
2013-03-27,10130760000
2013-03-28,10254880000
2013-04-01,10210200000
2013-04-02,10278840000
2013-04-03,10180170000
2013-04-04,10270260000
2013-04-05,10240230000
2013-04-08,10326030000
2013-04-09,10270260000
2013-04-10,10338900000
2013-04-11,10394670000
2013-04-12,10304580000
2013-04-15,10085790000
2013-04-16,10231650000
2013-04-17,10111530000
2013-04-18,10184460000
2013-04-19,10356060000
2013-04-22,10304580000
2013-04-23,10377510000
2013-04-24,10377510000
2013-04-25,10433280000
2013-04-26,10407540000
2013-04-29,10519080000
2013-04-30,10587720000
2013-05-01,10441860000
2013-05-02,10356060000
2013-05-03,10441860000
2013-05-06,10373220000
2013-05-07,10459020000
2013-05-08,10390380000
2013-05-09,10334610000
2013-05-10,10386090000
2013-05-13,10330320000
2013-05-14,10351770000
2013-05-15,10471890000
2013-05-16,10338900000
2013-05-17,10424700000
2013-05-20,10411830000
2013-05-21,10454730000
2013-05-22,10184460000
2013-05-23,10235940000
2013-05-24,10107240000
2013-05-28,10051470000
2013-05-29,9884160000
2013-05-30,9952800000
2013-05-31,9944220000
2013-06-03,9952800000
2013-06-04,9914190000
2013-06-05,9802650000
2013-06-06,9931350000
2013-06-07,10034310000
2013-06-10,10008570000
2013-06-11,9918480000
2013-06-12,9897030000
2013-06-13,10132980000
2013-06-14,10171590000
2013-06-17,10098660000
2013-06-18,10154430000
2013-06-19,9905610000
2013-06-20,9648210000
2013-06-21,9764040000
2013-06-24,9703980000
2013-06-25,9897030000
2013-06-26,9995700000
2013-06-27,10077210000
2013-06-28,10077210000
2013-07-01,9974173560
2013-07-02,10051326600
2013-07-03,10012750080
2013-07-05,10004177520
2013-07-08,10149911040
2013-07-09,10227064080
2013-07-10,10304217120
2013-07-11,10419946680
2013-07-12,10458523200
2013-07-15,10561393920
2013-07-16,10505672280
2013-07-17,10484240880
2013-07-18,10604256720
2013-07-19,10561393920
2013-07-22,10535676240
2013-07-23,10621401840
2013-07-24,10479954600
2013-07-25,10591397880
2013-07-26,10638546960
2013-07-29,10574252760
2013-07-30,10642833240
2013-07-31,10638546960
2013-08-01,10784280480
2013-08-02,10762849080
2013-08-05,10535676240
2013-08-06,10552821360
2013-08-07,10514244840
2013-08-08,10458523200
2013-08-09,10394229000
2013-08-12,10334221080
2013-08-13,10299930840
2013-08-14,10094189400
2013-08-15,9982746120
2013-08-16,9935597040
2013-08-19,9828440040
2013-08-20,9991318680
2013-08-21,9858444000
2013-08-22,9862730280
2013-08-23,9931310760
2013-08-26,9854157720
2013-08-27,9875589120
2013-08-28,9944169600
2013-08-29,9879875400
2013-08-30,9828440040
2013-09-03,9755573280
2013-09-04,9828440040
2013-09-05,9755573280
2013-09-06,9777004680
2013-09-09,9867016560
2013-09-10,9905593080
2013-09-11,9798436080
2013-09-12,9802722360
2013-09-13,9811294920
2013-09-16,9802722360
2013-09-17,10068471720
2013-09-18,10419946680
2013-09-19,10377083880
2013-09-20,10252781760
2013-09-23,10394229000
2013-09-24,10299930840
2013-09-25,10287072000
2013-09-26,10325648520
2013-09-27,10257068040
2013-09-30,10259160000
2013-10-01,10353320000
2013-10-02,10447480000
2013-10-03,10216360000
2013-10-04,10327640000
2013-10-07,10216360000
2013-10-08,10207800000
2013-10-09,10242040000
2013-10-10,10417520000
2013-10-11,10468880000
2013-10-14,10447480000
2013-10-15,10289120000
2013-10-16,10421800000
2013-10-17,10563040000
2013-10-18,10528800000
2013-10-21,10528800000
2013-10-22,10575880000
2013-10-23,10563040000
2013-10-24,10537360000
2013-10-25,10644360000
2013-10-28,10631520000
2013-10-29,10614400000
2013-10-30,10477440000
2013-10-31,10528800000
2013-11-01,10447480000
2013-11-04,10464600000
2013-11-05,10383280000
2013-11-06,10721400000
2013-11-07,10584440000
2013-11-08,10622960000
2013-11-11,10700000000
2013-11-12,10657200000
2013-11-13,10691440000
2013-11-14,10674320000
2013-11-15,10729960000
2013-11-18,10661480000
2013-11-19,10563040000
2013-11-20,10438920000
2013-11-21,10503120000
2013-11-22,10691440000
2013-11-25,10644360000
