,RHI
2004-08-23,4329243860
2004-08-24,4347948370
2004-08-25,4410863540
2004-08-26,4419365590
2004-08-27,4387057800
2004-08-30,4307138530
2004-08-31,4166004500
2004-09-01,4159202860
2004-09-02,4293535250
2004-09-03,4370053700
2004-09-07,4325843040
2004-09-08,4387057800
2004-09-09,4511187730
2004-09-10,4540094700
2004-09-13,4528191830
2004-09-14,4596208230
2004-09-15,4538394290
2004-09-16,4618313560
2004-09-17,4662524220
2004-09-20,4591107000
2004-09-21,4650621350
2004-09-22,4604710280
2004-09-23,4509487320
2004-09-24,4601309460
2004-09-27,4533293060
2004-09-28,4516288960
2004-09-29,4553697980
2004-09-30,4376416020
2004-10-01,4493595960
2004-10-04,4474915100
2004-10-05,4417174260
2004-10-06,4405286440
2004-10-07,4471518580
2004-10-08,4323769960
2004-10-11,4339054300
2004-10-12,4390002100
2004-10-13,4299994320
2004-10-14,4293201280
2004-10-15,4393398620
2004-10-18,4609077640
2004-10-19,4556431580
2004-10-20,4498690740
2004-10-21,4624361980
2004-10-22,4500389000
2004-10-25,4464725540
2004-10-26,4446044680
2004-10-27,4568319400
2004-10-28,4510578560
2004-10-29,4505483780
2004-11-01,4536052460
2004-11-02,4627758500
2004-11-03,4636249800
2004-11-04,4670215000
2004-11-05,4800981020
2004-11-08,4736447140
2004-11-09,4683801080
2004-11-10,4714369760
2004-11-11,4649835880
2004-11-12,4717766280
2004-11-15,4789093200
2004-11-16,4765317560
2004-11-17,4772110600
2004-11-18,4765317560
2004-11-19,4721162800
2004-11-22,4710973240
2004-11-23,4695688900
2004-11-24,4695688900
2004-11-26,4627758500
2004-11-29,4624361980
2004-11-30,4590396780
2004-12-01,4663421960
2004-12-02,4677008040
2004-12-03,4639646320
2004-12-06,4665120220
2004-12-07,4527561160
2004-12-08,4576810700
2004-12-09,4615870680
2004-12-10,4595491560
2004-12-13,4576810700
2004-12-14,4607379380
2004-12-15,4529259420
2004-12-16,4449441200
2004-12-17,4435855120
2004-12-20,4464725540
2004-12-21,4515673340
2004-12-22,4627758500
2004-12-23,4989487880
2004-12-27,4926652260
2004-12-28,4960617460
2004-12-29,5038737420
2004-12-30,5021754820
2004-12-31,5000098140
2005-01-03,4850587900
2005-01-04,4872674640
2005-01-05,4772434820
2005-01-06,4865878720
2005-01-07,4816608300
2005-01-10,4916848120
2005-01-11,4826802180
2005-01-12,4879470560
2005-01-13,4803016460
2005-01-14,4864179740
2005-01-18,4913450160
2005-01-19,4879470560
2005-01-20,4877771580
2005-01-21,4835297080
2005-01-24,4869276680
2005-01-25,4910052200
2005-01-26,4942332820
2005-01-27,5028980800
2005-01-28,5125822660
2005-01-31,5154705320
2005-02-01,5059562440
2005-02-02,5013689980
2005-02-03,4955924660
2005-02-04,4937235880
2005-02-07,4927042000
2005-02-08,4910052200
2005-02-09,4850587900
2005-02-10,4887965460
2005-02-11,4901557300
2005-02-14,4838695040
2005-02-15,4828501160
2005-02-16,4836996060
2005-02-17,4765638900
2005-02-18,4755445020
2005-02-22,4670496020
2005-02-23,4690883780
2005-02-24,4867577700
2005-02-25,4944031800
2005-02-28,4955924660
2005-03-01,4962720580
2005-03-02,4927042000
2005-03-03,4865878720
2005-03-04,4887965460
2005-03-07,4928740980
2005-03-08,4972914460
2005-03-09,4796220540
2005-03-10,4794521560
2005-03-11,4801317480
2005-03-14,4857383820
2005-03-15,4711271540
2005-03-16,4634817440
2005-03-17,4701077660
2005-03-18,4694281740
2005-03-21,4702776640
2005-03-22,4667098060
2005-03-23,4668797040
2005-03-24,4546470480
2005-03-28,4612730700
2005-03-29,4617827640
2005-03-30,4536276600
2005-03-31,4510003600
2005-04-01,4386212700
2005-04-04,4309261600
2005-04-05,4357774250
2005-04-06,4409632600
2005-04-07,4396249800
2005-04-08,4325990100
2005-04-11,4255730400
2005-04-12,4232310500
2005-04-13,4148668000
2005-04-14,4126920950
2005-04-15,4160377950
2005-04-18,4148668000
2005-04-19,4245693300
2005-04-20,4250711850
2005-04-21,4342718600
2005-04-22,4056661250
2005-04-25,4195507799
2005-04-26,4140303750
2005-04-27,4063352650
2005-04-28,4056661250
2005-04-29,4152013700
2005-05-02,4210563450
2005-05-03,4239001900
2005-05-04,4279150299
2005-05-05,4270786050
2005-05-06,4371157050
2005-05-09,4342718600
2005-05-10,4260748950
2005-05-11,4269113200
2005-05-12,4225619100
2005-05-13,4259076100
2005-05-16,4254057550
2005-05-17,4240674750
2005-05-18,4339372900
2005-05-19,4310934450
2005-05-20,4279150299
2005-05-23,4314280150
2005-05-24,4304243050
2005-05-25,4197180650
2005-05-26,4265767500
2005-05-27,4259076100
2005-05-31,4172087900
2005-06-01,4223946250
2005-06-02,4230637650
2005-06-03,4195507799
2005-06-06,4222273399
2005-06-07,4222273399
2005-06-08,4086772550
2005-06-09,4180452149
2005-06-10,4135285200
2005-06-13,4172087900
2005-06-14,4207217750
2005-06-15,4170415050
2005-06-16,4167069350
2005-06-17,4185470700
2005-06-20,4111865299
2005-06-21,4130266650
2005-06-22,4148668000
2005-06-23,4078408300
2005-06-24,4053315550
2005-06-27,4065025500
2005-06-28,4182125000
2005-06-29,4173760750
2005-06-30,4158828410
2005-07-01,4190473480
2005-07-05,4273749980
2005-07-06,4257094680
2005-07-07,4265422330
2005-07-08,4338705650
2005-07-11,4377012840
2005-07-12,4440302980
2005-07-13,4733436260
2005-07-14,4680139300
2005-07-15,4683470360
2005-07-18,4665149530
2005-07-19,4958282810
2005-07-20,4938296450
2005-07-21,4868344190
2005-07-22,5694447070
2005-07-25,5607839510
2005-07-26,5654474350
2005-07-27,5627825870
2005-07-28,5646146700
2005-07-29,5644481170
2005-08-01,5576194439
2005-08-02,5529559600
2005-08-03,5621163750
2005-08-04,5547880430
2005-08-05,5496249000
2005-08-08,5406310380
2005-08-09,5479593700
2005-08-10,5481259229
2005-08-11,5601177390
2005-08-12,5566201260
2005-08-15,5661136470
2005-08-16,5554542550
2005-08-17,5554542550
2005-08-18,5504576650
2005-08-19,5507907710
2005-08-22,5546214900
2005-08-23,5417969090
2005-08-24,5424631210
2005-08-25,5526228540
2005-08-26,5486255820
2005-08-29,5472931580
2005-08-30,5472931580
2005-08-31,5609505040
2005-09-01,5597846330
2005-09-02,5566201260
2005-09-06,5746078500
2005-09-07,5701109189
2005-09-08,5667798590
2005-09-09,5764399330
2005-09-12,5862665600
2005-09-13,5872658780
2005-09-14,5822692880
2005-09-15,5711102370
2005-09-16,5885983020
2005-09-19,5724426610
2005-09-20,5666133060
2005-09-21,5716098960
2005-09-22,5757737210
2005-09-23,5875989840
2005-09-26,5897641729
2005-09-27,5945942100
2005-09-28,6000904590
2005-09-29,5887648550
2005-09-30,5941964040
2005-10-03,5973685680
2005-10-04,5806729680
2005-10-05,5686521360
2005-10-06,5683182240
2005-10-07,5776677600
2005-10-10,5698208280
2005-10-11,5631425879
2005-10-12,5569652160
2005-10-13,5531252280
2005-10-14,5699877840
2005-10-17,5616399840
2005-10-18,5507878440
2005-10-19,5536260959
2005-10-20,5411043959
2005-10-21,6235806600
2005-10-24,6260850000
2005-10-25,6177372000
2005-10-26,6145650360
2005-10-27,6000398640
2005-10-28,6115598280
2005-10-31,6157337280
2005-11-01,6197406720
2005-11-02,6297580320
2005-11-03,6387736560
2005-11-04,6300919440
2005-11-07,6304258560
2005-11-08,6083876640
2005-11-09,6027111600
2005-11-10,6164015520
2005-11-11,6232467480
2005-11-14,6135633000
2005-11-15,6095563560
2005-11-16,6224119680
2005-11-17,6285893400
2005-11-18,6265858680
2005-11-21,6282554280
2005-11-22,6391075680
2005-11-23,6436153800
2005-11-25,6461197200
2005-11-28,6426136440
2005-11-29,6417788640
2005-11-30,6387736560
2005-12-01,6526310040
2005-12-02,6464536320
2005-12-05,6424466879
2005-12-06,6461197200
2005-12-07,6302589000
2005-12-08,6334310640
2005-12-09,6431145120
2005-12-12,6511284000
2005-12-13,6501266640
2005-12-14,6559701240
2005-12-15,6558031680
2005-12-16,6532988280
2005-12-19,6446171160
2005-12-20,6476223240
2005-12-21,6459527640
2005-12-22,6280884720
2005-12-23,6382727879
2005-12-27,6340988879
2005-12-28,6357684480
2005-12-29,6352675800
2005-12-30,6325962840
2006-01-03,6273777199
2006-01-04,6262059899
2006-01-05,6283820600
2006-01-06,6399319699
2006-01-09,6449536700
2006-01-10,6620274500
2006-01-11,6620274500
2006-01-12,6625296200
2006-01-13,6600187700
2006-01-17,6287168400
2006-01-18,6335711500
2006-01-19,6380906800
2006-01-20,6161625900
2006-01-23,6123126200
2006-01-24,6265407700
2006-01-25,6350776600
2006-01-26,6421080400
2006-01-27,6051148500
2006-01-30,6191756100
2006-01-31,6114756700
2006-02-01,6223560200
2006-02-02,6186734400
2006-02-03,6079604800
2006-02-06,6034409500
2006-02-07,6026040000
2006-02-08,6108061100
2006-02-09,6067887500
2006-02-10,6017670500
2006-02-13,6052822399
2006-02-14,6119778400
2006-02-15,6176691000
2006-02-16,6161625900
2006-02-17,6235277500
2006-02-21,5979170800
2006-02-22,6171669300
2006-02-23,6103039400
2006-02-24,6139865200
2006-02-27,6198451700
2006-02-28,6012648800
2006-03-01,6218538500
2006-03-02,6121452300
2006-03-03,6099691600
2006-03-06,6042779000
2006-03-07,5937323300
2006-03-08,5994235900
2006-03-09,5995909800
2006-03-10,6059518000
2006-03-13,6143213000
2006-03-14,6293864000
2006-03-15,6407689200
2006-03-16,6367515600
2006-03-17,6422754300
2006-03-20,6419406500
2006-03-21,6329015900
2006-03-22,6506449300
2006-03-23,6593492100
2006-03-24,6588470400
2006-03-27,6519840500
2006-03-28,6536579500
2006-03-29,6573405300
2006-03-30,6419406500
2006-03-31,6478719390
2006-04-03,6483753360
2006-04-04,6560940900
2006-04-05,6512279190
2006-04-06,6507245220
2006-04-07,6529059089
2006-04-10,6428379690
2006-04-11,6384751949
2006-04-12,6388107930
2006-04-13,6483753360
2006-04-17,6396497880
2006-04-18,6792503519
2006-04-19,7034134080
2006-04-20,6898216890
2006-04-21,7092863730
2006-04-24,7133135490
2006-04-25,6997218300
2006-04-26,7118033580
2006-04-27,7081117800
2006-04-28,7092863730
2006-05-01,6998896290
2006-05-02,6980438400
2006-05-03,6982116390
2006-05-04,7114677600
2006-05-05,7180119210
2006-05-08,7208645040
2006-05-09,7366376100
2006-05-10,7312680420
2006-05-11,7267374690
2006-05-12,7292544540
2006-05-15,7240526850
2006-05-16,7201933080
2006-05-17,7019032170
2006-05-18,6889826940
2006-05-19,6960302519
2006-05-22,6851233170
2006-05-23,6940166640
2006-05-24,6953590560
2006-05-25,6946878600
2006-05-26,6988828350
2006-05-30,6795859500
2006-05-31,6886470960
2006-06-01,7042524030
2006-06-02,6961980510
2006-06-05,6799215480
2006-06-06,6753909750
2006-06-07,6732095880
2006-06-08,6493821300
2006-06-09,6698536080
2006-06-12,6478719390
2006-06-13,6344480190
2006-06-14,6525703110
2006-06-15,6789147540
2006-06-16,6753909750
2006-06-19,6718671960
2006-06-20,6710282010
2006-06-21,6821029350
2006-06-22,6805927440
2006-06-23,6837809250
2006-06-26,6804249449
2006-06-27,6752231760
2006-06-28,6765655680
2006-06-29,6972048449
2006-06-30,6937434000
2006-07-03,6907702140
2006-07-05,6775560540
2006-07-06,6821810100
2006-07-07,6597169380
2006-07-10,6534402120
2006-07-11,6645070709
2006-07-12,6503018490
2006-07-13,6040522890
2006-07-14,5862131730
2006-07-17,5812578630
2006-07-18,5862131730
2006-07-19,5931506069
2006-07-20,5469010470
2006-07-21,5378163120
2006-07-24,5530125959
2006-07-25,5739900750
2006-07-26,5295574620
2006-07-27,5274101610
2006-07-28,5368252500
2006-07-31,5345127720
2006-08-01,5313744090
2006-08-02,5366600730
2006-08-03,5493787020
2006-08-04,5391377280
2006-08-07,5277405150
2006-08-08,5313744090
2006-08-09,5227852050
2006-08-10,5340172410
2006-08-11,5212986120
2006-08-14,5214637890
2006-08-15,5297226390
2006-08-16,5361645420
2006-08-17,5421109140
2006-08-18,5417805600
2006-08-21,5335217100
2006-08-22,5234459130
2006-08-23,5130397620
2006-08-24,4996604250
2006-08-25,5036246730
2006-08-28,5065978590
2006-08-29,5070933900
2006-08-30,5146915320
2006-08-31,5110576380
2006-09-01,5217941430
2006-09-05,5179950720
2006-09-06,5052764430
2006-09-07,4988345400
2006-09-08,5024684340
2006-09-11,4963568850
2006-09-12,5158477710
2006-09-13,5284012230
2006-09-14,5269146300
2006-09-15,5287315770
2006-09-18,5379814890
2006-09-19,5318699400
2006-09-20,5447537459
2006-09-21,5369904270
2006-09-22,5287315770
2006-09-25,5318699400
2006-09-26,5351734800
2006-09-27,5404591440
2006-09-28,5680437030
2006-09-29,5611062690
2006-10-02,5533648890
2006-10-03,5461634530
2006-10-04,5638397050
2006-10-05,5669494160
2006-10-06,5576202830
2006-10-09,5630213600
2006-10-10,5568019380
2006-10-11,5597479800
2006-10-12,5749691970
2006-10-13,5751328660
2006-10-16,5900267450
2006-10-17,5964098360
2006-10-18,5959188289
2006-10-19,5928091180
2006-10-20,5770968940
2006-10-23,6019745820
2006-10-24,6005015610
2006-10-25,6129404050
2006-10-26,6131040740
2006-10-27,6008288990
2006-10-30,6117947220
2006-10-31,5982101950
2006-11-01,5874080410
2006-11-02,5959188289
2006-11-03,5964098360
2006-11-06,5980465260
2006-11-07,6101580320
2006-11-08,6104853700
2006-11-09,6047569550
2006-11-10,6054116310
2006-11-13,6099943630
2006-11-14,6149044330
2006-11-15,6317623400
2006-11-16,6289799670
2006-11-17,6356903960
2006-11-20,6332353610
2006-11-21,6360177340
2006-11-22,6430555010
2006-11-24,6386364380
2006-11-27,6193234960
2006-11-28,6212875240
2006-11-29,6270159390
2006-11-30,6315986710
2006-12-01,6171957990
2006-12-04,6284889600
2006-12-05,6173594680
2006-12-06,6203055100
2006-12-07,6219422000
2006-12-08,6131040740
2006-12-11,6198145030
2006-12-12,6109763770
2006-12-13,6147407640
2006-12-14,6212875240
2006-12-15,6140860880
2006-12-18,6062299760
2006-12-19,6093396869
2006-12-20,6072119900
2006-12-21,6108127080
2006-12-22,6083576730
2006-12-26,6108127080
2006-12-27,6119583910
2006-12-28,6117947220
2006-12-29,6075393280
2007-01-03,6345561929
2007-01-04,6368499670
2007-01-05,6291494400
2007-01-08,6304601679
2007-01-09,6203020260
2007-01-10,6248895740
2007-01-11,6378330130
2007-01-12,6335731470
2007-01-16,6243980510
2007-01-17,6248895740
2007-01-18,6099800429
2007-01-19,6094885200
2007-01-22,6252172559
2007-01-23,6637198910
2007-01-24,6750249200
2007-01-25,6627368450
2007-01-26,6514318160
2007-01-29,6574939330
2007-01-30,6545447950
2007-01-31,6668328700
2007-02-01,6756802840
2007-02-02,6801039910
2007-02-05,6735503510
2007-02-06,6773186940
2007-02-07,6745333970
2007-02-08,6778102170
2007-02-09,6661775059
2007-02-12,6594600250
2007-02-13,6691266440
2007-02-14,6771548530
2007-02-15,6756802840
2007-02-16,6787932630
2007-02-20,6746972380
2007-02-21,6773186940
2007-02-22,6819062420
2007-02-23,6807593550
2007-02-26,6753526020
2007-02-27,6479911550
2007-02-28,6401267870
2007-03-01,6329177830
2007-03-02,6194828210
2007-03-05,6132568630
2007-03-06,6298048040
2007-03-07,6283302350
2007-03-08,6325901010
2007-03-09,6248895740
2007-03-12,6142399090
2007-03-13,5916298510
2007-03-14,5983473320
2007-03-15,6021156750
2007-03-16,6098162020
2007-03-19,6199743440
2007-03-20,6204658670
2007-03-21,6361946030
2007-03-22,6368499670
2007-03-23,6353753980
2007-03-26,6329177830
2007-03-27,6324262600
2007-03-28,6307878500
2007-03-29,6081777920
2007-03-30,6063755410
2007-04-02,5944073570
2007-04-03,6032503120
2007-04-04,5698078640
2007-04-05,5699686450
2007-04-09,5704509879
2007-04-10,5778469140
2007-04-11,5731842650
2007-04-12,5860467450
2007-04-13,5828311250
2007-04-16,5923172040
2007-04-17,5940857950
2007-04-18,5974621959
2007-04-19,6000346920
2007-04-20,5468161810
2007-04-23,5333105770
2007-04-24,5374908830
2007-04-25,5484239910
2007-04-26,5477808670
2007-04-27,5505141440
2007-04-30,5354007300
2007-05-01,5368477590
2007-05-02,5436005610
2007-05-03,5535689830
2007-05-04,5503533629
2007-05-07,5516396110
2007-05-08,5546944500
2007-05-09,5587139750
2007-05-10,5546944500
2007-05-11,5627335000
2007-05-14,5587139750
2007-05-15,5554983550
2007-05-16,5645020910
2007-05-17,5579100700
2007-05-18,5622511570
2007-05-21,5628942810
2007-05-22,5604825660
2007-05-23,5571061650
2007-05-24,5484239910
2007-05-25,5529258590
2007-05-29,5461730570
2007-05-30,5591963180
2007-05-31,5649844340
2007-06-01,5696470830
2007-06-04,5731842650
2007-06-05,5632158430
2007-06-06,5600002230
2007-06-07,5588747560
2007-06-08,5727019220
2007-06-11,5669138060
2007-06-12,5611256900
2007-06-13,5694863020
2007-06-14,5686823970
2007-06-15,5709333310
2007-06-18,5747920750
2007-06-19,5773645709
2007-06-20,5773645709
2007-06-21,5854036209
2007-06-22,5828311250
2007-06-25,5847604970
2007-06-26,5868506500
2007-06-27,5903878320
2007-06-28,5953720430
2007-06-29,5868506500
2007-07-02,5870099200
2007-07-03,5890701600
2007-07-05,5865344800
2007-07-06,5887532000
2007-07-09,5968356799
2007-07-10,5887532000
2007-07-11,5916058400
2007-07-12,6014316000
2007-07-13,6026994400
2007-07-16,5993713600
2007-07-17,5995298400
2007-07-18,5966772000
2007-07-19,6019070399
2007-07-20,5996883200
2007-07-23,5965187200
2007-07-24,5719543200
2007-07-25,5744900000
2007-07-26,5611776799
2007-07-27,5481823200
2007-07-30,5484992800
2007-07-31,5386735200
2007-08-01,5440618400
2007-08-02,5456466400
2007-08-03,5283723200
2007-08-06,5353454400
2007-08-07,5324928000
2007-08-08,5404168000
2007-08-09,5152184800
2007-08-10,5377226400
2007-08-13,5236179200
2007-08-14,5207652800
2007-08-15,5004798400
2007-08-16,5046003200
2007-08-17,5112564800
2007-08-20,5084038400
2007-08-21,5114149600
2007-08-22,5093547200
2007-08-23,5071360000
2007-08-24,5153769600
2007-08-27,5069775200
2007-08-28,4963593600
2007-08-29,5096716799
2007-08-30,5072944800
2007-08-31,5061851200
2007-09-04,4962008800
2007-09-05,4822546400
2007-09-06,4901786400
2007-09-07,4754400000
2007-09-10,4730628000
2007-09-11,4776587200
2007-09-12,4771832800
2007-09-13,4813037600
2007-09-14,4838394400
2007-09-17,4751230400
2007-09-18,4947745600
2007-09-19,5069775200
2007-09-20,4890692800
2007-09-21,4893862400
2007-09-24,4813037600
2007-09-25,4871675200
2007-09-26,4665651200
2007-09-27,4743306400
2007-09-28,4732212800
2007-10-01,4750991700
2007-10-02,4788437940
2007-10-03,4838366260
2007-10-04,4822763660
2007-10-05,5098929680
2007-10-08,5036519280
2007-10-09,5075525780
2007-10-10,4988151220
2007-10-11,4988151220
2007-10-12,4977229400
2007-10-15,4907017700
2007-10-16,4925740820
2007-10-17,5002193560
2007-10-18,5064603960
2007-10-19,4758793000
2007-10-22,4713545460
2007-10-23,4758793000
2007-10-24,4711985200
2007-10-25,4671418440
2007-10-26,4671418440
2007-10-29,4635532460
2007-10-30,4646454280
2007-10-31,4694822340
2007-11-01,4609008040
2007-11-02,4563760500
2007-11-05,4487307760
2007-11-06,4462343600
2007-11-07,4300076560
2007-11-08,4351565140
2007-11-09,4237666160
2007-11-12,4179936540
2007-11-13,4232985380
2007-11-14,4178376280
2007-11-15,4070718340
2007-11-16,4020790020
2007-11-19,3939656500
2007-11-20,4012988720
2007-11-21,3874125579
2007-11-23,3975542480
2007-11-26,3855402460
2007-11-27,3835119079
2007-11-28,3997386120
2007-11-29,4041073400
2007-11-30,4206460960
2007-12-03,3914692340
2007-12-04,3911571820
2007-12-05,4017669500
2007-12-06,4112845360
2007-12-07,4189298100
2007-12-10,4220503300
2007-12-11,4080079900
2007-12-12,4169014720
2007-12-13,4003627160
2007-12-14,3961500140
2007-12-17,3902210260
2007-12-18,3928734680
2007-12-19,4037952880
2007-12-20,4097242760
2007-12-21,4197099400
2007-12-24,4292275260
2007-12-26,4228304600
2007-12-27,4204900700
2007-12-28,4292275260
2007-12-31,4179491680
2008-01-02,3950732520
2008-01-03,3796165520
2008-01-04,3701879650
2008-01-07,3706516660
2008-01-08,3561223680
2008-01-09,3585954400
2008-01-10,3664783570
2008-01-11,3663237900
2008-01-14,3749795420
2008-01-15,3646235530
2008-01-16,3607593780
2008-01-17,3446844100
2008-01-18,3425204720
2008-01-22,3466937810
2008-01-23,3630778829
2008-01-24,3729701710
2008-01-25,3604502440
2008-01-28,3771434800
2008-01-29,3840989950
2008-01-30,4324784660
2008-01-31,4293871260
2008-02-01,4249046829
2008-02-04,4157852300
2008-02-05,3987828600
2008-02-06,3998648290
2008-02-07,4043472720
2008-02-08,4000193960
2008-02-11,3966189220
2008-02-12,3978554579
2008-02-13,4092934160
2008-02-14,4057383750
2008-02-15,4020287670
2008-02-19,3972371900
2008-02-20,4034198700
2008-02-21,3966189220
2008-02-22,3995556950
2008-02-25,4066657770
2008-02-26,4279960230
2008-02-27,4324784660
2008-02-28,4242864150
2008-02-29,4165580650
2008-03-03,4125393230
2008-03-04,4105299520
2008-03-05,4085205810
2008-03-06,3904362420
2008-03-07,3814713560
2008-03-10,3755978100
2008-03-11,3992465609
2008-03-12,3953823859
2008-03-13,3964643550
2008-03-14,3882723040
2008-03-17,3779163150
2008-03-18,3987828600
2008-03-19,3888905720
2008-03-20,3936821490
2008-03-24,4193402710
2008-03-25,4168671990
2008-03-26,4074386120
2008-03-27,4038835710
2008-03-28,4009467980
2008-03-31,3935079719
2008-04-01,4022220180
2008-04-02,4020691400
2008-04-03,3980943120
2008-04-04,3954953860
2008-04-07,3922849480
2008-04-08,3849468040
2008-04-09,3769971480
2008-04-10,3725636860
2008-04-11,3592633000
2008-04-14,3584989100
2008-04-15,3617093480
2008-04-16,3679773460
2008-04-17,3659899320
2008-04-18,3704233940
2008-04-21,3693532480
2008-04-22,3659899320
2008-04-23,3555942280
2008-04-24,3601805680
2008-04-25,3597219340
2008-04-28,3630852500
2008-04-29,3682831020
2008-04-30,3623208600
2008-05-01,3727165640
2008-05-02,3821950000
2008-05-05,3759270020
2008-05-06,3742453440
2008-05-07,3727165640
2008-05-08,3699647600
2008-05-09,3745511000
2008-05-12,3861698280
2008-05-13,3867813400
2008-05-14,3907561680
2008-05-15,3921320700
2008-05-16,3880043640
2008-05-19,3886158760
2008-05-20,3840295360
2008-05-21,3769971480
2008-05-22,3624737380
2008-05-23,3641553960
2008-05-27,3684359800
2008-05-28,3673658340
2008-05-29,3762327580
2008-05-30,3757741239
2008-06-02,3771500260
2008-06-03,3789845620
2008-06-04,3825007560
2008-06-05,3887687540
2008-06-06,3763856360
2008-06-09,3753154900
2008-06-10,3785259280
2008-06-11,3708820280
2008-06-12,3727165640
2008-06-13,3861698280
2008-06-16,3887687540
2008-06-17,3846410480
2008-06-18,3838766580
2008-06-19,3941194840
2008-06-20,3850996820
2008-06-23,3821950000
2008-06-24,3713406620
2008-06-25,3789845620
2008-06-26,3641553960
2008-06-27,3618622260
2008-06-30,3615586860
2008-07-01,3603519820
2008-07-02,3448156680
2008-07-03,3389329860
2008-07-07,3375754440
2008-07-08,3416480700
2008-07-09,3356145500
2008-07-10,3451173440
2008-07-11,3479832660
2008-07-14,3443631539
2008-07-15,3396871760
2008-07-16,3564301940
2008-07-17,3645754460
2008-07-18,3556760039
2008-07-21,3547709760
2008-07-22,3541676240
2008-07-23,3606536580
2008-07-24,3902179060
2008-07-25,3819218160
2008-07-28,3733240500
2008-07-29,3846369000
2008-07-30,3944413700
2008-07-31,3814693020
2008-08-01,3838827100
2008-08-04,3775475140
2008-08-05,3967039400
2008-08-06,3927821520
2008-08-07,3887095260
2008-08-08,4060558960
2008-08-11,4190279640
2008-08-12,4078659520
2008-08-13,4102793600
2008-08-14,4190279640
2008-08-15,4270223780
2008-08-18,4006257280
2008-08-19,3917262860
2008-08-20,3920279620
2008-08-21,3894637160
2008-08-22,3951955600
2008-08-25,3865977940
2008-08-26,3868994700
2008-08-27,3902179060
2008-08-28,3915754480
2008-08-29,3861452800
2008-09-02,3890112020
2008-09-03,3938380180
2008-09-04,3764916480
2008-09-05,3784525420
2008-09-08,3894637160
2008-09-09,3933855039
2008-09-10,3900670680
2008-09-11,3945922080
2008-09-12,4025866220
2008-09-15,3798100840
2008-09-16,3801117600
2008-09-17,3577877360
2008-09-18,3859944420
2008-09-19,4244581320
2008-09-22,3974581300
2008-09-23,3914246100
2008-09-24,3914246100
2008-09-25,3875028220
2008-09-26,3844860620
2008-09-29,3496424840
2008-09-30,3667108500
2008-10-01,3530795779
2008-10-02,3274468600
2008-10-03,3164825760
2008-10-06,3118894300
2008-10-07,2997398180
2008-10-08,2995916520
2008-10-09,2736626020
2008-10-10,2927760160
2008-10-13,3041847980
2008-10-14,2932205140
2008-10-15,2649208080
2008-10-16,2769222540
2008-10-17,2760332580
2008-10-20,2947021740
2008-10-21,2773667520
2008-10-22,2564753460
2008-10-23,2428440740
2008-10-24,2338059480
2008-10-27,2363247700
2008-10-28,2566235120
2008-10-29,2554381840
2008-10-30,2704029500
2008-10-31,2795892420
2008-11-03,2844787200
2008-11-04,2970728300
2008-11-05,2784039140
2008-11-06,2644763100
2008-11-07,2708474480
2008-11-10,2665506340
2008-11-11,2665506340
2008-11-12,2566235120
2008-11-13,2849232180
2008-11-14,2638836460
2008-11-17,2652171400
2008-11-18,2714401120
2008-11-19,2598831640
2008-11-20,2468445560
2008-11-21,2708474480
2008-11-24,2748479300
2008-11-25,2818117320
2008-11-26,2987026560
2008-11-28,3095187740
2008-12-01,2801819060
2008-12-02,2877383720
2008-12-03,2896645300
2008-12-04,2791447440
2008-12-05,2961838340
2008-12-08,2878865380
2008-12-09,2835897240
2008-12-10,2926278500
2008-12-11,2712919460
2008-12-12,2698102860
2008-12-15,2662543020
2008-12-16,2844787200
2008-12-17,2905535260
2008-12-18,2889237000
2008-12-19,2938131779
2008-12-22,2775149180
2008-12-23,2797374080
2008-12-24,2807745700
2008-12-26,2853677160
2008-12-29,2835897240
2008-12-30,2963320000
2008-12-31,3057999960
2009-01-02,3135845300
2009-01-05,3031561920
2009-01-06,3041843380
2009-01-07,2884683920
2009-01-08,2889090260
2009-01-09,2812713700
2009-01-12,2756900060
2009-01-13,2795088340
2009-01-14,2640866440
2009-01-15,2733399580
2009-01-16,2731930800
2009-01-20,2577708900
2009-01-21,2642335220
2009-01-22,2574771340
2009-01-23,2554208420
2009-01-26,2586521580
2009-01-27,2664366920
2009-01-28,2706961540
2009-01-29,2516020140
2009-01-30,2489582100
2009-02-02,2413205540
2009-02-03,2495457220
2009-02-04,2473425520
2009-02-05,2567427440
2009-02-06,2676117160
2009-02-09,2661429360
2009-02-10,2552739640
2009-02-11,2570365000
2009-02-12,2612959620
2009-02-13,2574771340
2009-02-17,2441112360
2009-02-18,2477831860
2009-02-19,2417611880
2009-02-20,2445518700
2009-02-23,2354454340
2009-02-24,2416143100
2009-02-25,2350048000
2009-02-26,2292765580
2009-02-27,2257514860
2009-03-02,2135606119
2009-03-03,2129731000
2009-03-04,2204638780
2009-03-05,2159106600
2009-03-06,2116511980
2009-03-09,2123855880
2009-03-10,2300109480
2009-03-11,2295703140
2009-03-12,2442581140
2009-03-13,2419080660
2009-03-16,2380892380
2009-03-17,2452862600
2009-03-18,2551270860
2009-03-19,2514551360
2009-03-20,2463144060
2009-03-23,2665835700
2009-03-24,2573302560
2009-03-25,2586521580
2009-03-26,2775994200
2009-03-27,2708430320
2009-03-30,2558614760
2009-03-31,2611078689
2009-04-01,2669655890
2009-04-02,2893713680
2009-04-03,2921537850
2009-04-06,2862960650
2009-04-07,2770701560
2009-04-08,2799990160
