,RHI
2009-04-09,3005010360
2009-04-13,2958148600
2009-04-14,2868818370
2009-04-15,2933253290
2009-04-16,3048943260
2009-04-17,3148524500
2009-04-20,2969864040
2009-04-21,3224674860
2009-04-22,3451661510
2009-04-23,3129486910
2009-04-24,3435552780
2009-04-27,3374046720
2009-04-28,3331578250
2009-04-29,3543920600
2009-04-30,3517560860
2009-05-01,3479485680
2009-05-04,3482414540
2009-05-05,3447268220
2009-05-06,3492665550
2009-05-07,3445803790
2009-05-08,3483878970
2009-05-11,3488272260
2009-05-12,3398942030
2009-05-13,3240783590
2009-05-14,3251034600
2009-05-15,3215888280
2009-05-18,3321327240
2009-05-19,3319862810
2009-05-20,3306682939
2009-05-21,3210030560
2009-05-22,3170490950
2009-05-26,3218817140
2009-05-27,3100198310
2009-05-28,3091411730
2009-05-29,3132415770
2009-06-01,3312540660
2009-06-02,3350615840
2009-06-03,3242248020
2009-06-04,3233461439
2009-06-05,3346222550
2009-06-08,3385762160
2009-06-09,3390155450
2009-06-10,3338900400
2009-06-11,3363795710
2009-06-12,3294967500
2009-06-15,3226139290
2009-06-16,3171955380
2009-06-17,3220281570
2009-06-18,3242248020
2009-06-19,3236390300
2009-06-22,3161704370
2009-06-23,3145595640
2009-06-24,3192457400
2009-06-25,3362331280
2009-06-26,3397477600
2009-06-29,3419444050
2009-06-30,3453881740
2009-07-01,3448032659
2009-07-02,3121946450
2009-07-06,3154116390
2009-07-07,3031285710
2009-07-08,3007889390
2009-07-09,3067842460
2009-07-10,3047370680
2009-07-13,3082465159
2009-07-14,3123408720
2009-07-15,3307654740
2009-07-16,3275484800
2009-07-17,3307654740
2009-07-20,3373456890
2009-07-21,3427560880
2009-07-22,3364683270
2009-07-23,3598646470
2009-07-24,3651288190
2009-07-27,3636665490
2009-07-28,3624967330
2009-07-29,3566476530
2009-07-30,3597184200
2009-07-31,3624967330
2009-08-03,3749260280
2009-08-04,3847232370
2009-08-05,3724401690
2009-08-06,3774118870
2009-08-07,4060723790
2009-08-10,3951053540
2009-08-11,3831147400
2009-08-12,3911572250
2009-08-13,3946666730
2009-08-14,3863317340
2009-08-17,3766807520
2009-08-18,3790203840
2009-08-19,3775581140
2009-08-20,3812137890
2009-08-21,3869166420
2009-08-24,3854543720
2009-08-25,3858930530
2009-08-26,3886713659
2009-08-27,3946666730
2009-08-28,3915959060
2009-08-31,3844307830
2009-09-01,3752184820
2009-09-02,3734637580
2009-09-03,3763882980
2009-09-04,3816524700
2009-09-08,3784354760
2009-09-09,3863317340
2009-09-10,3927657220
2009-09-11,3940817650
2009-09-14,3929119490
2009-09-15,3895487280
2009-09-16,3927657220
2009-09-17,3953978080
2009-09-18,4009544340
2009-09-21,3968600780
2009-09-22,3961289430
2009-09-23,3891100470
2009-09-24,3778505680
2009-09-25,3705392180
2009-09-28,3774118870
2009-09-29,3728788500
2009-09-30,3605532120
2009-10-01,3468631420
2009-10-02,3426840680
2009-10-05,3588239400
2009-10-06,3640117560
2009-10-07,3618501660
2009-10-08,3735227520
2009-10-09,3745314940
2009-10-12,3748197060
2009-10-13,3710729500
2009-10-14,3764048720
2009-10-15,3804398400
2009-10-16,3800075220
2009-10-19,3833219600
2009-10-20,3804398400
2009-10-21,3563741380
2009-10-22,3777018260
2009-10-23,3706406320
2009-10-26,3720816920
2009-10-27,3664615580
2009-10-28,3435487040
2009-10-29,3490247320
2009-10-30,3343259200
2009-11-02,3367757220
2009-11-03,3376403580
2009-11-04,3382167820
2009-11-05,3487365200
2009-11-06,3464308240
2009-11-09,3511863220
2009-11-10,3506098979
2009-11-11,3487365200
2009-11-12,3418194320
2009-11-13,3422517500
2009-11-16,3491688380
2009-11-17,3490247320
2009-11-18,3454220820
2009-11-19,3363434040
2009-11-20,3347582380
2009-11-23,3385049940
2009-11-24,3310114820
2009-11-25,3276970440
2009-11-27,3197712140
2009-11-30,3217886979
2009-12-01,3278411500
2009-12-02,3295704220
2009-12-03,3340377080
2009-12-04,3709288440
2009-12-07,3690554660
2009-12-08,3647322860
2009-12-09,3624265900
2009-12-10,3697759960
2009-12-11,3728022220
2009-12-14,3834660660
2009-12-15,3828896420
2009-12-16,3846189140
2009-12-17,3762607660
2009-12-18,3764048720
2009-12-21,3843307020
2009-12-22,3892303060
2009-12-23,3906713660
2009-12-24,3905272600
2009-12-28,3915360020
2009-12-29,3928329560
2009-12-30,3926888500
2009-12-31,3855508470
2010-01-04,3911761680
2010-01-05,3960802940
2010-01-06,4142544080
2010-01-07,4216105970
2010-01-08,4213221190
2010-01-11,4233414650
2010-01-12,4083406090
2010-01-13,4099272380
2010-01-14,4156967980
2010-01-15,4119465840
2010-01-19,4168507100
2010-01-20,4056000680
2010-01-21,3939167090
2010-01-22,3838199790
2010-01-25,3802140040
2010-01-26,3810794380
2010-01-27,3878586710
2010-01-28,3871374760
2010-01-29,3882913880
2010-02-01,3875701930
2010-02-02,3940609480
2010-02-03,3900222560
2010-02-04,3796370480
2010-02-05,3807909600
2010-02-08,3803582430
2010-02-09,3839642180
2010-02-10,3865605200
2010-02-11,3926185580
2010-02-12,3905992119
2010-02-16,4027152880
2010-02-17,4064655020
2010-02-18,4083406090
2010-02-19,4126677790
2010-02-22,4056000680
2010-02-23,3937724700
2010-02-24,3992535520
2010-02-25,3995420300
2010-02-26,4024268100
2010-03-01,4156967980
2010-03-02,4148313640
2010-03-03,4149756030
2010-03-04,4151198420
2010-03-05,4315630880
2010-03-08,4276686350
2010-03-09,4306976540
2010-03-10,4353133020
2010-03-11,4373326480
2010-03-12,4348805850
2010-03-15,4370441700
2010-03-16,4446888370
2010-03-17,4529104600
2010-03-18,4529104600
2010-03-19,4494487240
2010-03-22,4530546990
2010-03-23,4555067620
2010-03-24,4451215540
2010-03-25,4435349250
2010-03-26,4458427490
2010-03-29,4493044850
2010-03-30,4474293780
2010-03-31,4354533000
2010-04-01,4364550000
2010-04-05,4461858000
2010-04-06,4510512000
2010-04-07,4438962000
2010-04-08,4417497000
2010-04-09,4451841000
2010-04-12,4453272000
2010-04-13,4460427000
2010-04-14,4477599000
2010-04-15,4477599000
2010-04-16,4387446000
2010-04-19,4367412000
2010-04-20,4393170000
2010-04-21,4441824000
2010-04-22,4567752000
2010-04-23,4602095999
2010-04-26,4563459000
2010-04-27,4493340000
2010-04-28,4035420000
2010-04-29,3993921000
2010-04-30,3918078000
2010-05-03,4005369000
2010-05-04,3873717000
2010-05-05,3860838000
2010-05-06,3776409000
2010-05-07,3657636000
2010-05-10,3906630000
2010-05-11,3899475000
2010-05-12,3959577000
2010-05-13,3930957000
2010-05-14,3802167000
2010-05-17,3878010000
2010-05-18,3840804000
2010-05-19,3793581000
2010-05-20,3553172999
2010-05-21,3611844000
2010-05-24,3640464000
2010-05-25,3553172999
2010-05-26,3571776000
2010-05-27,3664791000
2010-05-28,3618999000
2010-06-01,3534570000
2010-06-02,3581793000
2010-06-03,3611844000
2010-06-04,3378591000
2010-06-07,3271266000
2010-06-08,3288438000
2010-06-09,3287007000
2010-06-10,3464451000
2010-06-11,3454434000
2010-06-14,3420090000
2010-06-15,3507381000
2010-06-16,3493071000
2010-06-17,3507381000
2010-06-18,3537432000
2010-06-21,3583224000
2010-06-22,3528846000
2010-06-23,3573207000
2010-06-24,3574638000
2010-06-25,3606120000
2010-06-28,3561759000
2010-06-29,3402918000
2010-06-30,3349516500
2010-07-01,3342405000
2010-07-02,3316803600
2010-07-06,3338138100
2010-07-07,3498858000
2010-07-08,3520192500
2010-07-09,3609797400
2010-07-12,3555750000
2010-07-13,3673800899
2010-07-14,3587040600
2010-07-15,3550060800
2010-07-16,3419209200
2010-07-19,3423476100
2010-07-20,3498858000
2010-07-21,3454766700
2010-07-22,3651044100
2010-07-23,3700824600
2010-07-26,3749182800
2010-07-27,3715047600
2010-07-28,3643932600
2010-07-29,3579929100
2010-07-30,3581351400
2010-08-02,3678067800
2010-08-03,3656733300
2010-08-04,3754872000
2010-08-05,3695135400
2010-08-06,3601263600
2010-08-09,3655311000
2010-08-10,3569973000
2010-08-11,3370851000
2010-08-12,3383651700
2010-08-13,3373695600
2010-08-16,3360894900
2010-08-17,3417786900
2010-08-18,3413520000
2010-08-19,3296891400
2010-08-20,3245688600
2010-08-23,3127637700
2010-08-24,3067901100
2010-08-25,3129060000
2010-08-26,3111992400
2010-08-27,3178840500
2010-08-30,3093502500
2010-08-31,3069323399
2010-09-01,3218664900
2010-09-02,3269867700
2010-09-03,3417786900
2010-09-07,3318225899
2010-09-08,3333871200
2010-09-09,3393607800
2010-09-10,3366584100
2010-09-13,3440543700
2010-09-14,3416364600
2010-09-15,3419209200
2010-09-16,3403563900
2010-09-17,3490324200
2010-09-20,3567128399
2010-09-21,3554327700
2010-09-22,3517347900
2010-09-23,3478945800
2010-09-24,3588462900
2010-09-27,3540104700
2010-09-28,3604108200
2010-09-29,3611219700
2010-09-30,3686436000
2010-10-01,3696361020
2010-10-04,3598528680
2010-10-05,3737478960
2010-10-06,3714793200
2010-10-07,3697778879
2010-10-08,3761582580
2010-10-11,3770089740
2010-10-12,3802700520
2010-10-13,3859414920
2010-10-14,3826804140
2010-10-15,3795611220
2010-10-18,3842400600
2010-10-19,3763000440
2010-10-20,3849489900
2010-10-21,3842400600
2010-10-22,3879264960
2010-10-25,3890607840
2010-10-26,3884936400
2010-10-27,3857997060
2010-10-28,3865086360
2010-10-29,3843818460
2010-11-01,3872175660
2010-11-02,3913293600
2010-11-03,3948740100
2010-11-04,4018215240
2010-11-05,4028140260
2010-11-08,3985604460
2010-11-09,3916129320
2010-11-10,3940232940
2010-11-11,3943068660
2010-11-12,3916129320
2010-11-15,3910457879
2010-11-16,3828222000
2010-11-17,3826804140
2010-11-18,3904786440
2010-11-19,3850907760
2010-11-22,3877847100
2010-11-23,3845236320
2010-11-24,3988440180
2010-11-26,3948740100
2010-11-29,3968590140
2010-11-30,3930307920
2010-12-01,4086272520
2010-12-02,4230894240
2010-12-03,4219551360
2010-12-06,4201119180
2010-12-07,4215297780
2010-12-08,4239401400
2010-12-09,4277683620
2010-12-10,4281937200
2010-12-13,4276265760
2010-12-14,4334398020
2010-12-15,4296115800
2010-12-16,4283355060
2010-12-17,4313130120
2010-12-20,4300369380
2010-12-21,4369844520
2010-12-22,4376933820
2010-12-23,4381187400
2010-12-27,4378351680
2010-12-28,4392530280
2010-12-29,4378351680
2010-12-30,4381187400
2010-12-31,4365181800
2011-01-03,4416536880
2011-01-04,4343783850
2011-01-05,4506408270
2011-01-06,4532085810
2011-01-07,4526379690
2011-01-10,4562042940
2011-01-11,4617677610
2011-01-12,4703269410
2011-01-13,4690430640
2011-01-14,4714681650
2011-01-18,4828804050
2011-01-19,4710402060
2011-01-20,4681871460
2011-01-21,4687577580
2011-01-24,4754624490
2011-01-25,4825950990
2011-01-26,4805979570
2011-01-27,4502128680
2011-01-28,4389432810
2011-01-31,4473598080
2011-02-01,4534938870
2011-02-02,4539218460
2011-02-03,4673312280
2011-02-04,4794567330
2011-02-07,4777448970
2011-02-08,4788861210
2011-02-09,4767463260
2011-02-10,4741785720
2011-02-11,4743212250
2011-02-14,4683297990
2011-02-15,4636222500
2011-02-16,4650487800
2011-02-17,4637649030
2011-02-18,4651914330
2011-02-22,4564896000
2011-02-23,4447920540
2011-02-24,4487863380
2011-02-25,4547777640
2011-02-28,4550630700
2011-03-01,4470745020
2011-03-02,4502128680
2011-03-03,4731800010
2011-03-04,4679018400
2011-03-07,4579161300
2011-03-08,4674738810
2011-03-09,4466465430
2011-03-10,4306694070
2011-03-11,4379447100
2011-03-14,4308120600
2011-03-15,4295281830
2011-03-16,4259618580
2011-03-17,4223955330
2011-03-18,4241073690
2011-03-21,4323812430
2011-03-22,4232514510
2011-03-23,4203983910
2011-03-24,4196851260
2011-03-25,4241073690
2011-03-28,4185439020
2011-03-29,4231087980
2011-03-30,4298134890
2011-03-31,4323351600
2011-04-01,4389756020
2011-04-04,4379866000
2011-04-05,4430728960
2011-04-06,4427903240
2011-04-07,4385517440
2011-04-08,4290855820
2011-04-11,4251295740
2011-04-12,4230102840
2011-04-13,4239992860
2011-04-14,4245644300
2011-04-15,4249882879
2011-04-18,4128376920
2011-04-19,4186304180
2011-04-20,4269662920
2011-04-21,4330415900
2011-04-25,4379866000
2011-04-26,4365737400
2011-04-27,4320525880
2011-04-28,4264011480
2011-04-29,4285204379
2011-05-02,4255534320
2011-05-03,4230102840
2011-05-04,4153808400
2011-05-05,4093055420
2011-05-06,4074688240
2011-05-09,4069036800
2011-05-10,4101532580
2011-05-11,4076101100
2011-05-12,4100119720
2011-05-13,4011109540
2011-05-16,3896667879
2011-05-17,3879713560
2011-05-18,3985678060
2011-05-19,3936227960
2011-05-20,3902319320
2011-05-23,3834502040
2011-05-24,3842979200
2011-05-25,3865584960
2011-05-26,3916447920
2011-05-27,3892429300
2011-05-31,3895255020
2011-06-01,3776574780
2011-06-02,3752556160
2011-06-03,3759620460
2011-06-06,3715821800
2011-06-07,3776574780
2011-06-08,3703106060
2011-06-09,3698867480
2011-06-10,3632463060
2011-06-13,3605618720
2011-06-14,3688977460
2011-06-15,3601380140
2011-06-16,3632463060
2011-06-17,3656481680
2011-06-20,3724298960
2011-06-21,3790703379
2011-06-22,3742666140
2011-06-23,3752556160
2011-06-24,3673436000
2011-06-27,3707344640
2011-06-28,3748317580
2011-06-29,3729950400
2011-06-30,3769306470
2011-07-01,3840425460
2011-07-05,3762334020
2011-07-06,3797196270
2011-07-07,3876682200
2011-07-08,3720499320
2011-07-11,3615912570
2011-07-12,3600573180
2011-07-13,3597784200
2011-07-14,3530848680
2011-07-15,3539215620
2011-07-18,3468096630
2011-07-19,3583839300
2011-07-20,3600573180
2011-07-21,4151396730
2011-07-22,4092828150
2011-07-25,4055176920
2011-07-26,3912938940
2011-07-27,3788829330
2011-07-28,3787434840
2011-07-29,3818113620
2011-08-01,3745600140
2011-08-02,3606151140
2011-08-03,3572683380
2011-08-04,3449968260
2011-08-05,3364904370
2011-08-08,3091584330
2011-08-09,3274262520
2011-08-10,3052538610
2011-08-11,3218482920
2011-08-12,3214299450
2011-08-15,3261712110
2011-08-16,3212904960
2011-08-17,3171070260
2011-08-18,2992575540
2011-08-19,2973052680
2011-08-22,3060905550
2011-08-23,3133419030
2011-08-24,3168281280
2011-08-25,3094373310
2011-08-26,3157125360
2011-08-29,3267290070
2011-08-30,3337014570
2011-08-31,3335620080
2011-09-01,3254739660
2011-09-02,3134813520
2011-09-06,3080428410
2011-09-07,3171070260
2011-09-08,3079033920
2011-09-09,2949346350
2011-09-12,2908906140
2011-09-13,2982814110
2011-09-14,3046960650
2011-09-15,3137602500
2011-09-16,3165492300
2011-09-19,3090189840
2011-09-20,3067878000
2011-09-21,2920062060
2011-09-22,2797346940
2011-09-23,2839181640
2011-09-26,2921456550
2011-09-27,2995364520
2011-09-28,2936795940
2011-09-29,3062300040
2011-09-30,2940285640
2011-10-03,2855762820
2011-10-04,3031736560
2011-10-05,3120416240
2011-10-06,3179997900
2011-10-07,3207710300
2011-10-10,3314403040
2011-10-11,3282533780
2011-10-12,3349043540
2011-10-13,3364285360
2011-10-14,3566585880
2011-10-17,3378141560
2011-10-18,3464050000
2011-10-19,3398925860
2011-10-20,3390612140
2011-10-21,3515317940
2011-10-24,3612311340
2011-10-25,3501461740
2011-10-26,3682977960
2011-10-27,3774428880
2011-10-28,3774428880
2011-10-31,3662193660
2011-11-01,3565200260
2011-11-02,3651108700
2011-11-03,3763343920
2011-11-04,3725932180
2011-11-07,3677435480
2011-11-08,3721775320
2011-11-09,3543030340
2011-11-10,3652494320
2011-11-11,3728703420
2011-11-14,3664964900
2011-11-15,3717618460
2011-11-16,3676049860
2011-11-17,3591527040
2011-11-18,3541644720
2011-11-21,3452965040
2011-11-22,3458507520
2011-11-23,3328259240
2011-11-25,3301932460
2011-11-28,3447422560
2011-11-29,3423867020
2011-11-30,3670507380
2011-12-01,3656651180
2011-12-02,3742559620
2011-12-05,3857566080
2011-12-06,3807683760
2011-12-07,3793827560
2011-12-08,3797984420
2011-12-09,3900520300
2011-12-12,3827082440
2011-12-13,3768886400
2011-12-14,3663579280
2011-12-15,3700991020
2011-12-16,3756415820
2011-12-19,3692677300
2011-12-20,3814611860
2011-12-21,3834010540
2011-12-22,3926847080
2011-12-23,3955945100
2011-12-27,3946245760
2011-12-28,3846481120
2011-12-29,3926847080
2011-12-30,3943474520
2012-01-03,3994745440
2012-01-04,3971050160
2012-01-05,3979413200
2012-01-06,3966868640
2012-01-09,3989170080
2012-01-10,4028197600
2012-01-11,4007290000
2012-01-12,4024016080
2012-01-13,3962687120
2012-01-17,4001714640
2012-01-18,4086738880
2012-01-19,4180126160
2012-01-20,4192670720
2012-01-23,4145280160
2012-01-24,4141098640
2012-01-25,4217759840
2012-01-26,4148067840
2012-01-27,3867906000
2012-01-30,3867906000
2012-01-31,3859542960
2012-02-01,3957111760
2012-02-02,3918084240
2012-02-03,4125766400
2012-02-06,4109040320
2012-02-07,4113221840
2012-02-08,4118797200
2012-02-09,4145280160
2012-02-10,4057468240
2012-02-13,4088132720
2012-02-14,4096495760
2012-02-15,4056074400
2012-02-16,4082557360
2012-02-17,4065831280
2012-02-21,4078375840
2012-02-22,4061649760
2012-02-23,4050499040
2012-02-24,4024016080
2012-02-27,4037954480
2012-02-28,3993351600
2012-02-29,3962687120
2012-03-01,4012865360
2012-03-02,3923659600
2012-03-05,3940385680
2012-03-06,3872087520
2012-03-07,3957111760
2012-03-08,4044923680
2012-03-09,4095101920
2012-03-12,4111828000
2012-03-13,4210790640
2012-03-14,4224729040
2012-03-15,4291633360
2012-03-16,4276301120
2012-03-19,4308359440
2012-03-20,4260968880
2012-03-21,4245636640
2012-03-22,4206609120
2012-03-23,4242848960
2012-03-26,4318116320
2012-03-27,4286058000
2012-03-28,4251212000
2012-03-29,4202427600
2012-03-30,4223335200
2012-04-02,4267124520
2012-04-03,4242178680
2012-04-04,4154868240
2012-04-05,4121607120
2012-04-09,4024595520
2012-04-10,3933127440
2012-04-11,3992720280
2012-04-12,4092503640
2012-04-13,4031524920
2012-04-16,4032910800
2012-04-17,4154868240
2012-04-18,4109134200
2012-04-19,3998263800
2012-04-20,4013508480
2012-04-23,3946986240
2012-04-24,3996877920
2012-04-25,4225548120
2012-04-26,4201988160
2012-04-27,4242178680
2012-04-30,4129922400
2012-05-01,4156254120
2012-05-02,4206145800
2012-05-03,4163183520
2012-05-04,4098047160
2012-05-07,4100818920
2012-05-08,4070329560
2012-05-09,3978861480
2012-05-10,4003807320
2012-05-11,4078644840
2012-05-14,4042611960
2012-05-15,4016280240
2012-05-16,3984405000
2012-05-17,3909567480
2012-05-18,3894322800
2012-05-21,3991334400
2012-05-22,3994106160
2012-05-23,3981633240
2012-05-24,3981633240
2012-05-25,3956687400
2012-05-29,4046769600
2012-05-30,3931741560
2012-05-31,3938670960
2012-06-01,3686440800
2012-06-04,3644864400
2012-06-05,3716930160
2012-06-06,3823642920
2012-06-07,3808398240
2012-06-08,3919268640
2012-06-11,3848588760
2012-06-12,3938670960
2012-06-13,3881849880
2012-06-14,3933127440
2012-06-15,3999649680
2012-06-18,4021823760
2012-06-19,4075873080
2012-06-20,4027367280
2012-06-21,3897094560
2012-06-22,3898480440
2012-06-25,3782066520
2012-06-26,3764050080
2012-06-27,3816713520
2012-06-28,3788995920
2012-06-29,3959459160
2012-07-02,3927904640
2012-07-03,4007897080
2012-07-05,4028584780
2012-07-06,3930663000
2012-07-09,3900321040
2012-07-10,3889287600
2012-07-11,3898941860
2012-07-12,3817570240
2012-07-13,3883770880
2012-07-16,3883770880
2012-07-17,3903079400
2012-07-18,3947213160
2012-07-19,3992726100
2012-07-20,3881012520
2012-07-23,3842395480
2012-07-24,3767919760
2012-07-25,3601038980
2012-07-26,3634139300
2012-07-27,3732061080
2012-07-30,3748611240
2012-07-31,3725165180
2012-08-01,3698960760
2012-08-02,3690685680
2012-08-03,3796882540
2012-08-06,3770678120
2012-08-07,3828603680
2012-08-08,3814811880
2012-08-09,3883770880
2012-08-10,3897562680
2012-08-13,3918250380
2012-08-14,3886529240
2012-08-15,3926525460
2012-08-16,3999622000
2012-08-17,4006517900
2012-08-20,3998242820
2012-08-21,3963763320
2012-08-22,3863083180
2012-08-23,3889287600
2012-08-24,3868599900
2012-08-27,3698960760
2012-08-28,3652068640
2012-08-29,3732061080
2012-08-30,3656206180
2012-08-31,3627243400
2012-09-04,3581730460
2012-09-05,3550009320
2012-09-06,3732061080
2012-09-07,3738956980
2012-09-10,3744473700
2012-09-11,3752748780
2012-09-12,3705856660
2012-09-13,3714131740
2012-09-14,3785849100
2012-09-17,3729302720
2012-09-18,3737577800
2012-09-19,3712752560
2012-09-20,3656206180
2012-09-21,3690685680
2012-09-24,3715510920
2012-09-25,3639656020
2012-09-26,3628622580
2012-09-27,3689306500
2012-09-28,3672756340
2012-10-01,3603813360
2012-10-02,3557259540
2012-10-03,3544936470
2012-10-04,3592859520
2012-10-05,3605182590
2012-10-08,3581905680
2012-10-09,3490167270
2012-10-10,3473736510
2012-10-11,3479213430
2012-10-12,3455936520
2012-10-15,3464151900
2012-10-16,3491536500
2012-10-17,3527136480
2012-10-18,3550413390
2012-10-19,3729782520
2012-10-22,3670905630
2012-10-23,3675013320
2012-10-24,3662690250
2012-10-25,3706505610
2012-10-26,3666797940
2012-10-31,3681859470
2012-11-01,3791397870
2012-11-02,3781813260
2012-11-05,3768120960
2012-11-06,3831105540
2012-11-07,3733890210
2012-11-08,3691444080
2012-11-09,3661321020
2012-11-12,3653105640
2012-11-13,3696921000
2012-11-14,3661321020
2012-11-15,3672274860
2012-11-16,3646259490
2012-11-19,3705136380
2012-11-20,3695551770
2012-11-21,3728413290
2012-11-23,3759905580
2012-11-26,3828367080
2012-11-27,3795505560
2012-11-28,3813305550
2012-11-29,3817413240
2012-11-30,3869443980
2012-12-03,3872182440
2012-12-04,3888613200
2012-12-05,3879028590
2012-12-06,3918736260
2012-12-07,4006366980
2012-12-10,4028274660
2012-12-11,4069351560
2012-12-12,4055659260
2012-12-13,4053420720
2012-12-14,4083629140
2012-12-17,4100106460
2012-12-18,4182493060
2012-12-19,4255267890
2012-12-20,4326669610
2012-12-21,4336281380
2012-12-24,4319804060
2012-12-26,4341773820
2012-12-27,4348639370
2012-12-28,4317057840
2012-12-31,4369236020
2013-01-02,4470846160
2013-01-03,4514785680
2013-01-04,4587560510
2013-01-07,4484577260
2013-01-08,4479084820
2013-01-09,4501054580
2013-01-10,4495562140
2013-01-11,4514785680
2013-01-14,4566963860
2013-01-15,4604037830
2013-01-16,4554605870
2013-01-17,4628753810
2013-01-18,4668574000
2013-01-22,4668574000
2013-01-23,4609530270
2013-01-24,4668574000
2013-01-25,4623261370
2013-01-28,4650723570
2013-01-29,4604037830
2013-01-30,4907495140
2013-01-31,4838839640
2013-02-01,4873167390
2013-02-04,4783915240
2013-02-05,4889644710
2013-02-06,4923972460
2013-02-07,4881406050
2013-02-08,4869048060
2013-02-11,4855316960
2013-02-12,4848451410
2013-02-13,4833347200
2013-02-14,4833347200
2013-02-15,4877286720
2013-02-19,5043433030
2013-02-20,4869048060
2013-02-21,4767437920
2013-02-22,4880032940
2013-02-25,4778422800
2013-02-26,4800392560
2013-02-27,4874540500
2013-02-28,4881406050
2013-03-01,4829227870
2013-03-04,4796273230
2013-03-05,4897883370
2013-03-06,4928091790
2013-03-07,4934957340
2013-03-08,4994001070
2013-03-11,4996747290
2013-03-12,4921226240
2013-03-13,4954180880
2013-03-14,4984389300
2013-03-15,4908868250
2013-03-18,4877286720
2013-03-19,4910241360
2013-03-20,5035194370
2013-03-21,4978896860
2013-03-22,4996747290
2013-03-25,5009105280
2013-03-26,5077760780
2013-03-27,5084626330
2013-03-28,5153281830
2013-04-01,5096707450
2013-04-02,5050336550
2013-04-03,5001237950
2013-04-04,4975324800
2013-04-05,4828029000
2013-04-08,4879855300
2013-04-09,4837575950
2013-04-10,4983507900
2013-04-11,4998510250
2013-04-12,4963050150
2013-04-15,4784385800
2013-04-16,4908496150
2013-04-17,4826665150
2013-04-18,4780294250
2013-04-19,4923498500
2013-04-22,4983507900
2013-04-23,5006693350
2013-04-24,4522526600
2013-04-25,4487066500
2013-04-26,4413418600
2013-04-29,4472064150
2013-04-30,4476155700
2013-05-01,4281125150
2013-05-02,4272942050
2013-05-03,4487066500
2013-05-06,4542984350
2013-05-07,4566169800
2013-05-08,4579808300
2013-05-09,4607085300
2013-05-10,4678005500
2013-05-13,4645273100
2013-05-14,4740742600
2013-05-15,4847122900
2013-05-16,4836212100
2013-05-17,4923498500
2013-05-20,4852578300
2013-05-21,4878491450
2013-05-22,4810298950
2013-05-23,4774838850
2013-05-24,4748925700
2013-05-28,4798024300
2013-05-29,4733923350
2013-05-30,4748925700
2013-05-31,4740742600
2013-06-03,4668458550
2013-06-04,4638453850
2013-06-05,4542984350
2013-06-06,4619359950
2013-06-07,4653456200
2013-06-10,4609813000
2013-06-11,4556622850
2013-06-12,4534801250
2013-06-13,4664367000
2013-06-14,4581172150
2013-06-17,4673913950
2013-06-18,4694371700
2013-06-19,4620723800
2013-06-20,4491158050
2013-06-21,4448878700
2013-06-24,4384777750
2013-06-25,4457061800
2013-06-26,4466608750
2013-06-27,4510251950
2013-06-28,4532073550
2013-07-01,4545497230
2013-07-02,4519709100
2013-07-03,4283544120
2013-07-05,4392125720
2013-07-08,4440987440
2013-07-09,4552283580
2013-07-10,4565856280
2013-07-11,4635077050
2013-07-12,4685296040
2013-07-15,4708369630
2013-07-16,4697511470
2013-07-17,4757231350
2013-07-18,4821023040
2013-07-19,4948606420
2013-07-22,4871242030
2013-07-23,4864455680
2013-07-24,4998825410
2013-07-25,4982538170
2013-07-26,4930961910
2013-07-29,4916031940
2013-07-30,4948606420
2013-07-31,5054473480
2013-08-01,5198344100
2013-08-02,5187485940
2013-08-05,5239062200
2013-08-06,5209202260
2013-08-07,5127766060
2013-08-08,5244491280
2013-08-09,5232275850
2013-08-12,5236347660
2013-08-13,5279780300
2013-08-14,5244491280
2013-08-15,5114193360
2013-08-16,5150839650
2013-08-19,5101977930
2013-08-20,5107407010
2013-08-21,5035471700
2013-08-22,5099263390
2013-08-23,5047687130
2013-08-26,5047687130
2013-08-27,4856312060
2013-08-28,4865812950
2013-08-29,4853597520
2013-08-30,4787091290
2013-09-03,4852240250
2013-09-04,4884814730
2013-09-05,4994753600
2013-09-06,5028685350
2013-09-09,5190200480
2013-09-10,5215988610
2013-09-11,5213274070
2013-09-12,5176627780
2013-09-13,5165769620
2013-09-16,5211916800
2013-09-17,5252634900
2013-09-18,5271636680
2013-09-19,5283852110
2013-09-20,5236347660
2013-09-23,5194272290
2013-09-24,5247205820
2013-09-25,5294710270
2013-09-26,5301496620
2013-09-27,5289281190
2013-09-30,5277051150
2013-10-01,5286515500
2013-10-02,5285163450
2013-10-03,5254066300
2013-10-04,5367638500
2013-10-07,5328429050
2013-10-08,5241897850
2013-10-09,5176999450
2013-10-10,5325724950
2013-10-11,5364934400
2013-10-14,5358174150
2013-10-15,5348709800
2013-10-16,5477154550
2013-10-17,5479858650
2013-10-18,5533940650
2013-10-21,5478506600
2013-10-22,5505547600
2013-10-23,5310852400
2013-10-24,5300036000
2013-10-25,5306796250
2013-10-28,5310852400
2013-10-29,5320316750
2013-10-30,5225673250
2013-10-31,5209448650
2013-11-01,5258122450
2013-11-04,5250010150
2013-11-05,5204040450
2013-11-06,5158070750
2013-11-07,5029626000
2013-11-08,5164831000
2013-11-11,5224321200
2013-11-12,5264882700
2013-11-13,5314908550
2013-11-14,5236489650
2013-11-15,5251362200
2013-11-18,5206744550
2013-11-19,5129677700
2013-11-20,5083708000
2013-11-21,5124269500
2013-11-22,5135085900
