,LUMN
2009-04-13,2688154659
2009-04-14,2616576480
2009-04-15,2632482720
2009-04-16,2674236600
2009-04-17,2651371380
2009-04-20,2549969100
2009-04-21,2568857760
2009-04-22,2563887159
2009-04-23,2560904640
2009-04-24,2629500399
2009-04-27,2622541220
2009-04-28,2649383100
2009-04-29,2679207399
2009-04-30,2699090100
2009-05-01,2794527639
2009-05-04,2834293140
2009-05-05,2861135019
2009-05-06,2897918100
2009-05-07,3002302899
2009-05-08,3034115280
2009-05-11,3079845720
2009-05-12,3053003840
2009-05-13,3068910279
2009-05-14,3060957159
2009-05-15,3001308759
2009-05-18,3078851480
2009-05-19,3045050720
2009-05-20,3041074260
2009-05-21,2948619240
2009-05-22,2922771600
2009-05-26,3028150340
2009-05-27,2979437480
2009-05-28,3045050720
2009-05-29,3066921900
2009-06-01,3110664159
2009-06-02,3168324279
2009-06-03,3096746100
2009-06-04,3186218600
2009-06-05,3150429759
2009-06-08,3170312360
2009-06-09,3191189201
2009-06-10,3256802441
2009-06-11,3301538840
2009-06-12,3187212939
2009-06-15,3196160298
2009-06-16,3138499980
2009-06-17,3133529280
2009-06-18,3168324279
2009-06-19,3084816519
2009-06-22,3104699220
2009-06-23,3130546860
2009-06-24,3132535140
2009-06-25,3197154239
2009-06-26,3120605360
2009-06-29,3158382780
2009-06-30,9152683398
2009-07-01,9224235318
2009-07-02,8839643450
2009-07-06,8961877681
2009-07-07,9012560590
2009-07-08,8839643450
2009-07-09,8869456750
2009-07-10,8705483898
2009-07-13,8747222220
2009-07-14,8720390250
2009-07-15,8851569068
2009-07-16,8893307390
2009-07-17,8884363101
2009-07-20,8824736800
2009-07-21,8935045711
2009-07-22,8860512461
2009-07-23,9090075170
2009-07-24,9116907140
2009-07-27,9271936300
2009-07-28,9313674920
2009-07-29,9397152160
2009-07-30,9489573390
2009-07-31,9358394571
2009-08-03,9382245211
2009-08-04,9394170830
2009-08-05,9421002800
2009-08-06,9599882898
2009-08-07,9516405360
2009-08-10,9540256000
2009-08-11,9435909450
2009-08-12,9483610431
2009-08-13,9480629101
2009-08-14,9400133788
2009-08-17,9188459060
2009-08-18,9257029351
2009-08-19,9245104330
2009-08-20,9295786940
2009-08-21,9459760090
2009-08-24,9480629101
2009-08-25,9599882898
2009-08-26,9683359840
2009-08-27,9653546838
2009-08-28,9659509796
2009-08-31,9608826590
2009-09-01,9474667038
2009-09-02,9501499008
2009-09-03,9245104330
2009-09-04,9295786940
2009-09-08,9403115118
2009-09-09,9352432508
2009-09-10,9400133788
2009-09-11,9394170830
2009-09-14,9385226840
2009-09-15,9444853440
2009-09-16,9635658560
2009-09-17,9465722750
2009-09-18,9423984428
2009-09-21,9379263881
2009-09-22,9328581868
2009-09-23,9710191810
2009-09-24,9745967471
2009-09-25,9823482648
2009-09-28,10017268203
2009-09-29,10070932441
2009-09-30,10052759176
2009-10-01,10016857060
2009-10-02,9759553981
2009-10-05,9992922516
2009-10-06,10046776587
2009-10-07,9861278336
2009-10-08,9831360007
2009-10-09,9747587308
2009-10-12,9813408052
2009-10-13,9974970561
2009-10-14,10004889190
2009-10-15,10166451700
2009-10-16,10058743260
2009-10-19,10274159840
2009-10-20,10151492236
2009-10-21,10040792502
2009-10-22,10097638166
2009-10-23,9909148621
2009-10-26,9783489722
2009-10-27,9759553981
2009-10-28,9660822118
2009-10-29,9867262421
2009-10-30,9711683697
2009-11-02,9795457592
2009-11-03,9804432672
2009-11-04,9927100277
2009-11-05,10253216591
2009-11-06,10333997995
2009-11-09,10468633470
2009-11-10,10393836150
2009-11-11,10348957160
2009-11-12,10235264935
2009-11-13,10366909115
2009-11-16,10405802824
2009-11-17,10405802824
2009-11-18,10366909115
2009-11-19,10408795315
2009-11-20,10654130524
2009-11-23,10633187274
2009-11-24,10672080983
2009-11-25,10836635984
2009-11-27,10863563019
2009-11-30,10648146439
2009-12-01,10755854879
2009-12-02,10935367848
2009-12-03,10836635984
2009-12-04,10872538398
2009-12-07,10980246838
2009-12-08,10929384062
2009-12-09,10731919138
2009-12-10,10842620069
2009-12-11,11016149252
2009-12-14,10899465433
2009-12-15,10758846173
2009-12-16,10696016724
2009-12-17,10516503755
2009-12-18,10498551800
2009-12-21,10630194783
2009-12-22,10743887008
2009-12-23,10803725163
2009-12-24,10809708949
2009-12-28,10917417389
2009-12-29,10917417389
2009-12-30,10932376553
2009-12-31,10841744430
2010-01-04,10976480579
2010-01-05,10994445659
2010-01-06,10563290340
2010-01-07,10461489920
2010-01-08,10431548920
2010-01-11,10539337899
2010-01-12,10512390729
2010-01-13,10599220798
2010-01-14,10608202590
2010-01-15,10500413910
2010-01-19,10611196420
2010-01-20,10554308250
2010-01-21,10308789590
2010-01-22,10177048468
2010-01-25,10410590010
2010-01-26,10410590010
2010-01-27,10329748500
2010-01-28,10212977729
2010-01-29,10183035531
2010-02-01,10260883510
2010-02-02,10227948079
2010-02-03,10320766409
2010-02-04,10069259489
2010-02-05,10123153829
2010-02-08,10284835951
2010-02-09,10401608218
2010-02-10,10482448531
2010-02-11,10557301781
2010-02-12,10350707410
2010-02-16,10521372520
2010-02-17,10509395701
2010-02-18,10721979829
2010-02-19,10509395701
2010-02-22,10515384260
2010-02-23,10500413910
2010-02-24,10563290340
2010-02-25,10374661048
2010-02-26,10260883510
2010-03-01,10383642840
2010-03-02,10410590010
2010-03-03,10353702138
2010-03-04,10224954548
2010-03-05,9994406239
2010-03-08,10051294410
2010-03-09,10186030260
2010-03-10,10233936340
2010-03-11,10398613490
2010-03-12,10365677760
2010-03-15,10416578569
2010-03-16,10434542451
2010-03-17,10500413910
2010-03-18,10488437090
2010-03-19,10437537479
2010-03-22,10533349340
2010-03-23,10581255420
2010-03-24,10515384260
2010-03-25,10452507829
2010-03-26,10599220798
2010-03-29,10635149760
2010-03-30,10602214329
2010-03-31,10640056379
2010-04-01,10766081340
2010-04-05,10862099900
2010-04-06,10790085379
2010-04-07,10751078740
2010-04-08,10727073500
2010-04-09,10808089160
2010-04-12,10835094680
2010-04-13,10832093199
2010-04-14,10865099879
2010-04-15,10904107720
2010-04-16,10820091780
2010-04-19,10862099900
2010-04-20,10955116979
2010-04-21,10862099900
2010-04-22,10505029979
2010-04-23,10300991740
2010-04-26,10189969379
2010-04-27,10102952259
2010-04-28,10129957479
2010-04-29,10231977199
2010-04-30,10234978680
2010-05-03,10352001000
2010-05-04,10222976060
2010-05-05,10403010259
2010-05-06,10057944160
2010-05-07,9910915439
2010-05-10,10099952279
2010-05-11,10111954900
2010-05-12,10282987660
2010-05-13,10276986500
2010-05-14,10240979840
2010-05-17,10252981259
2010-05-18,10210973439
2010-05-19,10156962699
2010-05-20,9880909940
2010-05-21,9976928500
2010-05-24,10099952279
2010-05-25,10075948240
2010-05-26,10123957520
2010-05-27,10352001000
2010-05-28,10300991740
2010-06-01,10249981279
2010-06-02,10493028560
2010-06-03,10481025940
2010-06-04,10129957479
2010-06-07,10027937759
2010-06-08,10129957479
2010-06-09,10159964180
2010-06-10,10288989120
2010-06-11,10324995779
2010-06-14,10273986520
2010-06-15,10415012879
2010-06-16,10448019560
2010-06-17,10508031160
2010-06-18,10493028560
2010-06-21,10487027400
2010-06-22,10382006199
2010-06-23,10342999560
2010-06-24,10288989120
2010-06-25,10183968219
2010-06-28,10246981300
2010-06-29,10120956340
2010-06-30,10016383920
2010-07-01,9998341500
2010-07-02,9968271901
2010-07-06,10043447401
2010-07-07,10290022740
2010-07-08,10326106680
2010-07-09,10359184200
2010-07-12,10353169860
2010-07-13,10482472020
2010-07-14,10530584040
2010-07-15,10473451261
2010-07-16,10398275761
2010-07-19,10509535200
2010-07-20,10539604799
2010-07-21,10578696360
2010-07-22,10686949380
2010-07-23,10692963420
2010-07-26,10786180439
2010-07-27,10744082460
2010-07-28,10704990598
2010-07-29,10644851401
2010-07-30,10711004939
2010-08-02,10819257960
2010-08-03,10786180439
2010-08-04,10924504261
2010-08-05,10903453918
2010-08-06,10942545479
2010-08-09,10930517098
2010-08-10,10972616581
2010-08-11,10897441081
2010-08-12,10801215238
2010-08-13,10840306799
2010-08-16,10903453918
2010-08-17,10882405079
2010-08-18,10894433460
2010-08-19,10840306799
2010-08-20,10822265581
2010-08-23,10798208819
2010-08-24,10828278418
2010-08-25,10816251240
2010-08-26,10825272000
2010-08-27,10861355939
2010-08-30,10819257960
2010-08-31,10873384319
2010-09-01,11044784460
2010-09-02,10876390738
2010-09-03,10888419119
2010-09-07,10825272000
2010-09-08,10915482299
2010-09-09,10966602240
2010-09-10,11023735319
2010-09-13,11101917238
2010-09-14,11288353380
2010-09-15,11405626860
2010-09-16,11450732761
2010-09-17,11664230880
2010-09-20,11811574259
2010-09-21,11826610261
2010-09-22,11853672238
2010-09-23,11652202500
2010-09-24,11802553500
2010-09-27,11817588299
2010-09-28,11998010401
2010-09-29,11913812939
2010-09-30,11928836617
2010-10-01,12022550540
2010-10-04,11946975040
2010-10-05,12119287180
2010-10-06,12170677915
2010-10-07,12110218422
2010-10-08,12019526915
2010-10-11,12019526915
2010-10-12,12028596882
2010-10-13,12058826477
2010-10-14,12098126040
2010-10-15,12055804062
2010-10-18,12064872819
2010-10-19,11946975040
2010-10-20,12155563117
2010-10-21,12234162242
2010-10-22,12270438180
2010-10-25,12370197235
2010-10-26,12406474382
2010-10-27,12358106062
2010-10-28,12454842702
2010-10-29,12509257062
2010-11-01,12527394577
2010-11-02,12645293264
2010-11-03,12769237084
2010-11-04,13014100797
2010-11-05,12868996140
2010-11-08,12826673860
2010-11-09,12781328257
2010-11-10,12977824860
2010-11-11,12808535437
2010-11-12,12720868764
2010-11-15,12796444264
2010-11-16,12602970077
2010-11-17,12666454404
2010-11-18,12868996140
2010-11-19,12989917242
2010-11-22,12856903757
2010-11-23,12720868764
2010-11-24,12896203319
2010-11-26,13011078382
2010-11-29,12968756404
2010-11-30,12995963584
2010-12-01,13274080819
2010-12-02,13295241960
2010-12-03,13128975860
2010-12-06,13243850922
2010-12-07,13222690084
2010-12-08,13138044617
2010-12-09,13346633904
2010-12-10,13491738562
2010-12-13,13670096742
2010-12-14,13881707235
2010-12-15,13842408882
2010-12-16,13736602577
2010-12-17,13642889562
2010-12-20,13893799617
2010-12-21,14147733297
2010-12-22,14044950617
2010-12-23,13990536257
2010-12-27,14026813404
2010-12-28,13933099180
2010-12-29,13981467500
2010-12-30,14014721022
2010-12-31,14027922832
2011-01-03,14152495167
2011-01-04,14198069360
2011-01-05,14094766176
2011-01-06,13806125776
2011-01-07,13614712223
2011-01-10,13660286416
2011-01-11,13493179119
2011-01-12,13560022463
2011-01-13,13629903823
2011-01-14,13450642640
2011-01-18,13350377776
2011-01-19,13171116592
2011-01-20,12894629776
2011-01-21,12809557119
2011-01-24,12757906287
2011-01-25,12821710703
2011-01-26,13316957167
2011-01-27,13228845583
2011-01-28,13070852640
2011-01-31,13137696287
2011-02-01,13198461776
2011-02-02,13240999167
2011-02-03,13319994880
2011-02-04,13259228176
2011-02-07,13420258832
2011-02-08,13520524000
2011-02-09,13520524000
2011-02-10,13581290703
2011-02-11,13702822592
2011-02-14,13714976176
2011-02-15,13316957167
2011-02-16,12961473119
2011-02-17,12812594832
2011-02-18,12526993360
2011-02-22,12365962703
2011-02-23,12168471296
2011-02-24,12174548240
2011-02-25,12286965776
2011-02-28,12511801760
2011-03-01,12305196000
2011-03-02,12435843760
2011-03-03,12399384223
2011-03-04,12274813407
2011-03-07,12180624880
2011-03-08,12311272640
2011-03-09,12359885760
2011-03-10,12259620592
2011-03-11,12290004703
2011-03-14,12283927760
2011-03-15,12174548240
2011-03-16,12053014832
2011-03-17,12399384223
2011-03-18,12709293167
2011-03-21,12299119360
2011-03-22,12423690176
2011-03-23,12426729407
2011-03-24,12362923776
2011-03-25,12447997343
2011-03-28,12441920703
2011-03-29,12593836703
2011-03-30,12678909360
2011-03-31,24883629601
2011-04-01,24572209921
2011-04-04,24093103320
2011-04-05,24039203161
2011-04-06,24338645161
2011-04-07,24314689202
2011-04-08,24230846041
2011-04-11,24123046921
2011-04-12,23853550917
2011-04-13,24087115078
2011-04-14,23955360000
2011-04-15,23973325921
2011-04-18,23661905642
2011-04-19,23554108917
2011-04-20,23685861601
2011-04-21,23661905642
2011-04-25,23590040161
2011-04-26,24147002880
2011-04-27,24039203161
2011-04-28,24206890082
2011-04-29,24422488921
2011-05-02,24362601120
2011-05-03,24308701560
2011-05-04,24176946481
2011-05-05,24242824320
2011-05-06,24542266320
2011-05-09,24446444880
2011-05-10,24769842838
2011-05-11,24799786439
2011-05-12,25147140357
2011-05-13,25404658082
2011-05-16,25314826680
2011-05-17,25572347398
2011-05-18,25752012000
2011-05-19,25967610838
2011-05-20,25871789398
2011-05-23,25781955601
2011-05-24,25740034320
2011-05-25,25494491880
2011-05-26,25722068398
2011-05-27,25769977921
2011-05-31,25865799361
2011-06-01,25560369120
2011-06-02,24979451041
2011-06-03,24709952642
2011-06-06,24398535357
2011-06-07,24158980560
2011-06-08,24302713917
2011-06-09,24488366161
2011-06-10,24009259560
2011-06-13,23865526202
2011-06-14,24021237838
2011-06-15,23554108917
2011-06-16,23667895680
2011-06-17,23625974398
2011-06-20,23715805202
2011-06-21,23991293638
2011-06-22,23949372357
2011-06-23,23781683041
2011-06-24,23452297439
2011-06-27,23733773518
2011-06-28,23835582601
2011-06-29,24111068642
2011-06-30,24754359110
2011-07-01,25121724697
2011-07-05,25103357000
2011-07-06,25048252069
2011-07-07,24925796057
2011-07-08,24680886482
2011-07-11,24160449807
2011-07-12,24068609482
2011-07-13,23744101447
2011-07-14,23597156192
2011-07-15,23523681115
2011-07-18,23162440134
2011-07-19,23229788767
2011-07-20,23119578295
2011-07-21,23431840790
2011-07-22,23670628819
2011-07-25,23235912762
2011-07-26,23431840790
2011-07-27,23033860127
2011-07-28,22801196704
2011-07-29,22721600082
2011-08-01,22654249000
2011-08-02,22611389610
2011-08-03,21221520819
2011-08-04,20358210250
2011-08-05,20645981052
2011-08-08,19482654140
2011-08-09,20743945372
2011-08-10,20437806872
2011-08-11,21099064807
2011-08-12,21190907582
2011-08-15,21417449459
2011-08-16,21050083872
2011-08-17,21619501482
2011-08-18,20860277390
2011-08-19,20633735512
2011-08-22,20811296454
2011-08-23,21105188802
2011-08-24,21350098377
2011-08-25,21080697110
2011-08-26,21086819267
2011-08-29,21686850115
2011-08-30,21650115332
2011-08-31,22133814774
2011-09-01,21007224482
2011-09-02,20909260774
2011-09-06,20345964709
2011-09-07,20725575225
2011-09-08,20621489360
2011-09-09,20248000390
2011-09-12,20419436725
2011-09-13,21209274667
2011-09-14,21221520819
2011-09-15,20970487250
2011-09-16,21411327302
2011-09-19,21209274667
2011-09-20,21209274667
2011-09-21,20480666262
2011-09-22,20137789917
2011-09-23,20431682877
2011-09-26,20811296454
2011-09-27,20841909692
2011-09-28,20566384430
2011-09-29,20645981052
2011-09-30,20413941943
2011-10-03,19791416546
2011-10-04,19828396477
2011-10-05,19871544352
2011-10-06,19896197023
2011-10-07,20210543386
2011-10-10,20672815636
2011-10-11,20660487760
2011-10-12,21190560556
2011-10-13,21147415146
2011-10-14,21326158567
2011-10-17,21159743022
2011-10-18,21387796716
2011-10-19,21350813703
2011-10-20,21430941510
2011-10-21,21689813353
2011-10-24,21498742056
2011-10-25,21030304943
2011-10-26,21319996170
2011-10-27,22053467523
2011-10-28,22164412863
2011-10-31,21732958147
2011-11-01,21289178636
2011-11-02,21295341033
2011-11-03,22558884567
2011-11-04,22330831489
2011-11-07,22528067033
2011-11-08,23138267636
2011-11-09,22657502647
2011-11-10,23088957363
2011-11-11,23317013522
2011-11-14,23156757910
2011-11-15,23162922772
2011-11-16,22959521750
2011-11-17,22774613466
2011-11-18,22959521750
2011-11-21,22743795932
2011-11-22,22460267103
2011-11-23,21880886500
2011-11-25,22004159716
2011-11-28,22392469022
2011-11-29,22404793817
2011-11-30,23125939760
2011-12-01,22762285590
2011-12-02,21868559239
2011-12-05,22201395260
2011-12-06,22312341216
2011-12-07,22275358203
2011-12-08,21991831840
2011-12-09,22016486976
2011-12-12,21997994853
2011-12-13,21856231363
2011-12-14,21788430817
2011-12-15,21757613283
2011-12-16,21732958147
2011-12-19,21529559590
2011-12-20,22133595329
2011-12-21,22521904636
2011-12-22,22737630453
2011-12-23,22867066067
2011-12-27,22904049079
2011-12-28,22602029977
2011-12-29,22922539353
2011-12-30,22928704216
2012-01-03,23077705876
2012-01-04,22929334720
2012-01-05,22756237098
2012-01-06,22886060160
2012-01-09,22768601876
2012-01-10,22861331839
2012-01-11,22632595498
2012-01-12,22651140501
2012-01-13,22620230720
2012-01-17,22848967061
2012-01-18,23158071061
2012-01-19,23164254378
2012-01-20,23460994218
2012-01-23,23232257876
2012-01-24,22836602901
2012-01-25,23201345621
2012-01-26,22966428436
2012-01-27,23034428843
2012-01-30,22855150378
2012-01-31,22892241621
2012-02-01,23188980843
2012-02-02,22941699498
2012-02-03,23120980436
2012-02-06,22941699498
2012-02-07,23176619156
2012-02-08,23423900501
2012-02-09,23491904000
2012-02-10,23504268160
2012-02-13,23541361876
2012-02-14,23380626560
2012-02-15,23386809876
2012-02-16,23745369279
2012-02-17,24270844843
2012-02-21,24375941440
2012-02-22,24289392938
2012-02-23,24363577279
2012-02-24,24678862123
2012-02-27,24728320000
2012-02-28,24975604436
2012-02-29,24882872000
2012-03-01,24666500436
2012-03-02,24128657621
2012-03-05,23906102123
2012-03-06,23869011498
2012-03-07,23918466901
2012-03-08,23937014378
2012-03-09,24122476160
2012-03-12,24097747839
2012-03-13,24332667498
2012-03-14,24233754218
2012-03-15,24239935061
2012-03-16,24159569876
2012-03-19,24338848341
2012-03-20,24202844436
2012-03-21,24431580160
2012-03-22,24171931563
2012-03-23,24085383061
2012-03-26,24209025279
2012-03-27,24184296341
2012-03-28,23893740436
2012-03-29,23887556501
2012-03-30,23893740436
2012-04-02,24008223509
2012-04-03,23983427410
2012-04-04,23915241699
2012-04-05,23878047240
2012-04-09,23772665210
2012-04-10,23512313910
2012-04-11,23630091820
2012-04-12,23847053509
2012-04-13,23611495830
2012-04-16,23623894189
2012-04-17,23890445599
2012-04-18,23803662039
2012-04-19,23599098090
2012-04-20,23630091820
2012-04-23,23419330240
2012-04-24,23518512160
2012-04-25,23574301990
2012-04-26,23834655769
2012-04-27,23927636960
2012-04-30,23902843339
2012-05-01,24169395369
2012-05-02,24076411080
2012-05-03,24020621250
2012-05-04,23847053509
2012-05-07,23890445599
2012-05-08,23661085550
2012-05-09,23630091820
2012-05-10,24504132490
2012-05-11,24497934240
2012-05-14,24268577289
2012-05-15,23946235429
2012-05-16,23940035320
2012-05-17,23791263679
2012-05-18,23921439330
2012-05-21,23995825150
2012-05-22,23878047240
2012-05-23,24039217240
2012-05-24,23989627519
2012-05-25,24138399160
2012-05-29,24386354580
2012-05-30,24330564750
2012-05-31,24311968759
2012-06-01,22966812730
2012-06-04,23196170300
2012-06-05,23295354699
2012-06-06,23140382949
2012-06-07,23016404929
2012-06-08,23202370410
2012-06-11,23295354699
2012-06-12,23171376679
2012-06-13,23134182840
2012-06-14,23375938150
2012-06-15,23791263679
2012-06-18,23964831419
2012-06-19,24206586730
2012-06-20,24088809439
2012-06-21,23859451869
2012-06-22,23952433060
2012-06-25,23648690289
2012-06-26,23741671480
2012-06-27,23921439330
2012-06-28,24051614980
2012-06-29,24479338869
2012-07-02,24634729679
2012-07-03,24653363498
2012-07-05,24460808861
2012-07-06,24448385901
2012-07-09,24547768960
2012-07-10,24454596138
2012-07-11,24796226917
2012-07-12,24901823320
2012-07-13,25299358039
2012-07-16,25498124778
2012-07-17,25951562818
2012-07-18,25324203960
2012-07-19,25833545320
2012-07-20,25765219039
2012-07-23,25479490960
2012-07-24,25231031138
2012-07-25,25057110320
2012-07-26,25373894557
2012-07-27,25672048082
2012-07-30,25696892138
2012-07-31,25802488541
2012-08-01,26162753138
2012-08-02,25883235917
2012-08-03,25926718762
2012-08-06,25939139237
2012-08-07,25995042557
2012-08-08,26100638960
2012-08-09,26423636541
2012-08-10,26572710818
2012-08-13,26616190557
2012-08-14,26547866762
2012-08-15,26268349541
2012-08-16,26082005762
2012-08-17,26125485501
2012-08-20,25895659498
2012-08-21,25752795458
2012-08-22,25783852237
2012-08-23,25883235917
2012-08-24,26249713237
2012-08-27,26063369458
2012-08-28,26069582181
2012-08-29,26324252861
2012-08-30,26137909082
2012-08-31,26249713237
2012-09-04,26541654039
2012-09-05,26523020221
2012-09-06,26678307221
2012-09-07,26044735640
2012-09-10,26013678861
2012-09-11,26311829901
2012-09-12,26460903557
2012-09-13,26653460679
2012-09-14,26318040138
2012-09-17,26137909082
2012-09-18,26367733221
2012-09-19,26200022640
2012-09-20,26249713237
2012-09-21,26019889098
2012-09-24,26150329557
2012-09-25,26050946498
2012-09-26,25609932039
2012-09-27,25355261360
2012-09-28,25094380442
2012-10-01,24293770679
2012-10-02,24448626429
2012-10-03,24702589859
2012-10-04,24560123188
2012-10-05,24665423860
2012-10-08,24584898250
2012-10-09,24461015508
2012-10-10,24516763578
2012-10-11,24268993140
2012-10-12,24194662999
2012-10-15,24027418789
2012-10-16,24120331000
2012-10-17,24361907828
2012-10-18,24374293811
2012-10-19,24132719460
2012-10-22,23884951499
2012-10-23,23699122741
2012-10-24,23946893179
2012-10-25,23959281640
2012-10-26,23884951499
2012-10-31,23773455359
2012-11-01,23847785500
2012-11-02,23742484828
2012-11-05,23804425890
2012-11-06,23841592508
2012-11-07,23463743859
2012-11-08,24306159758
2012-11-09,24039807249
2012-11-12,24107941921
2012-11-13,24021223320
2012-11-14,23630988688
2012-11-15,23358440710
2012-11-16,23246944570
2012-11-19,23482325929
2012-11-20,23581433610
2012-11-21,23432773328
2012-11-23,23860173960
2012-11-26,23785844438
2012-11-27,23860173960
2012-11-28,23878756030
2012-11-29,23971670719
2012-11-30,24058389320
2012-12-03,24268993140
2012-12-04,24330934820
2012-12-05,24083166859
2012-12-06,24052196328
2012-12-07,23500908000
2012-12-10,23556656070
2012-12-11,23891145110
2012-12-12,24200856610
2012-12-13,24107941921
2012-12-14,24194662999
2012-12-17,24448626429
2012-12-18,24869834688
2012-12-19,24622064250
2012-12-20,24622064250
2012-12-21,24337130289
2012-12-24,24330934820
2012-12-26,24238022609
2012-12-27,24132719460
2012-12-28,23884951499
2012-12-31,24231827140
2013-01-02,24888416140
2013-01-03,24628257241
2013-01-04,24721171929
2013-01-07,24857445609
2013-01-08,24609675789
2013-01-09,24671619328
2013-01-10,24888416140
2013-01-11,24975135360
2013-01-14,24820279610
2013-01-15,24646841789
2013-01-16,24516763578
2013-01-17,24591093719
2013-01-18,24789308460
2013-01-22,25012301359
2013-01-23,24993716811
2013-01-24,24838861061
2013-01-25,24857445609
2013-01-28,24937968741
2013-01-29,25229098789
2013-01-30,25024690438
2013-01-31,25055660969
2013-02-01,25489257688
2013-02-04,25340594929
2013-02-05,25129991110
2013-02-06,25272457780
2013-02-07,25501643671
2013-02-08,25619335899
2013-02-11,25712247491
2013-02-12,25867103241
2013-02-13,25823744250
2013-02-14,19988780210
2013-02-15,20453347460
2013-02-19,21147100600
2013-02-20,21017022390
2013-02-21,21227626210
2013-02-22,21456812100
2013-02-25,21116130070
2013-02-26,21140907609
2013-02-27,21376286491
2013-02-28,21475394171
2013-03-01,21611667850
2013-03-04,21747942149
2013-03-05,21822272289
2013-03-06,22051457561
2013-03-07,21388675570
2013-03-08,21301956350
2013-03-11,21326733890
2013-03-12,21413453110
2013-03-13,21506367179
2013-03-14,21524949250
2013-03-15,21289567890
2013-03-18,21184267219
2013-03-19,21215237750
2013-03-20,21419648578
2013-03-21,21363900508
2013-03-22,21698387070
2013-03-25,21673612008
2013-03-26,21803690219
2013-03-27,21754135140
2013-03-28,21760330609
2013-04-01,21065968324
2013-04-02,21259344360
2013-04-03,21186828724
2013-04-04,21766958040
2013-04-05,21821345824
2013-04-08,21851560319
2013-04-09,21966376491
2013-04-10,22328959504
2013-04-11,22516291311
2013-04-12,22492121044
2013-04-15,22171839775
2013-04-16,22455862319
2013-04-17,22214140311
2013-04-18,22268527491
2013-04-19,22461904131
2013-04-22,22570678491
2013-04-23,22897002175
2013-04-24,22419602991
2013-04-25,22679453455
2013-04-26,22449820508
2013-04-29,22631110504
2013-04-30,22703626140
2013-05-01,22473990775
2013-05-02,22383346684
2013-05-03,22443775675
2013-05-06,22389388495
2013-05-07,22395432724
2013-05-08,22540463995
2013-05-09,22504207688
2013-05-10,22733840635
2013-05-13,22770099360
2013-05-14,22806358688
2013-05-15,22872829491
2013-05-16,22631110504
2013-05-17,22764055131
2013-05-20,22739884864
2013-05-21,22498163460
2013-05-22,22371260040
2013-05-23,22619023860
2013-05-24,22522335540
2013-05-28,22401475140
2013-05-29,21857602131
2013-05-30,21289559460
2013-05-31,20636914508
2013-06-03,20830290544
2013-06-04,21005536311
2013-06-05,21108268860
2013-06-06,21452721000
2013-06-07,21410419860
2013-06-10,21525236635
2013-06-11,21446679188
2013-06-12,21386247175
2013-06-13,21712570860
2013-06-14,21779044684
2013-06-17,21748830188
2013-06-18,21899905688
2013-06-19,21349990868
2013-06-20,20624827864
2013-06-21,20655042360
2013-06-24,20540226188
2013-06-25,21126397315
2013-06-26,21059923491
2013-06-27,21313731540
2013-06-28,21362074491
2013-07-01,20870313687
2013-07-02,20923751187
2013-07-03,20941562500
2013-07-05,21042499406
2013-07-08,20989061312
2013-07-09,21012811906
2013-07-10,21054374406
2013-07-11,21380936312
2013-07-12,21517501187
2013-07-15,21517501187
2013-07-16,21535312500
2013-07-17,21440313093
2013-07-18,21262188093
2013-07-19,21363125000
2013-07-22,21327498812
2013-07-23,21339374406
2013-07-24,21297811906
2013-07-25,21274063687
2013-07-26,21392811906
2013-07-29,21464063687
2013-07-30,21208750593
2013-07-31,21285936312
2013-08-01,21565000000
2013-08-02,21440313093
2013-08-05,21428437500
2013-08-06,21481875000
2013-08-07,21606561906
2013-08-08,20401250593
2013-08-09,20122186906
2013-08-12,20235001187
2013-08-13,20116250593
2013-08-14,20027187500
2013-08-15,19872813093
2013-08-16,19546248812
2013-08-19,19332500593
2013-08-20,19344376187
2013-08-21,19190000000
2013-08-22,19344376187
2013-08-23,19771874406
2013-08-26,19676874406
2013-08-27,19558124406
2013-08-28,19421561906
2013-08-29,19653123812
2013-08-30,19664999406
2013-09-03,19540312499
2013-09-04,19296875000
2013-09-05,19077188093
2013-09-06,18940625000
2013-09-09,19011875000
2013-09-10,19368124406
2013-09-11,19350312500
2013-09-12,19225625593
2013-09-13,19201875000
2013-09-16,19160312500
2013-09-17,19255312500
2013-09-18,19326561906
2013-09-19,19421561906
2013-09-20,19166249406
2013-09-23,19142501187
2013-09-24,19100936312
2013-09-25,19000000000
2013-09-26,19065313093
2013-09-27,18869375593
2013-09-30,18365426834
2013-10-01,18587825840
2013-10-02,18500037575
2013-10-03,18254228795
2013-10-04,18260081385
2013-10-07,18382985190
2013-10-08,18306902105
2013-10-09,18839486624
2013-10-10,19512535060
2013-10-11,19442304565
2013-10-14,19126264120
2013-10-15,19038474684
2013-10-16,19266725109
2013-10-17,19459861750
2013-10-18,19319398419
2013-10-21,19307695580
2013-10-22,19559354609
2013-10-23,19541797424
2013-10-24,19442304565
2013-10-25,19471566930
2013-10-28,19617881680
2013-10-29,19787607375
2013-10-30,19623733684
2013-10-31,19816870325
2013-11-01,19652998390
2013-11-04,19758342669
2013-11-05,19535946005
2013-11-06,19834426924
2013-11-07,18617088204
2013-11-08,18336164470
2013-11-11,18441511090
2013-11-12,18394690370
2013-11-13,18423953320
2013-11-14,18634646560
2013-11-15,18786812729
2013-11-18,18839486624
2013-11-19,18734139419
2013-11-20,18611235614
2013-11-21,18189849720
2013-11-22,17949893530
2013-11-25,17967451885
