,GL
2009-04-14,2410684211
2009-04-15,2701083236
2009-04-16,2626621948
2009-04-17,2669437189
2009-04-20,2397653486
2009-04-21,2632206544
2009-04-22,2516791547
2009-04-23,2174269621
2009-04-24,2204054136
2009-04-27,2168685024
2009-04-28,2241284780
2009-04-29,2384622761
2009-04-30,2427438001
2009-05-01,2434884130
2009-05-04,2632206544
2009-05-05,2565191385
2009-05-06,2742036945
2009-05-07,2773682992
2009-05-08,3138543306
2009-05-11,2905851779
2009-05-12,2963559278
2009-05-13,2831390491
2009-05-14,2937497827
2009-05-15,2924467101
2009-05-18,3138543306
2009-05-19,3015682180
2009-05-20,3023128309
2009-05-21,3000789922
2009-05-22,3002651454
2009-05-26,3105035726
2009-05-27,3032435970
2009-05-28,3259542899
2009-05-29,3322834994
2009-06-01,3360065639
2009-06-02,3347034913
2009-06-03,3203696933
2009-06-04,3320973462
2009-06-05,3250235238
2009-06-08,3257681367
2009-06-09,3263265964
2009-06-10,3263265964
2009-06-11,3253958303
2009-06-12,3168327821
2009-06-15,3082697339
2009-06-16,2961697746
2009-06-17,2957974681
2009-06-18,3039882098
2009-06-19,3054774356
2009-06-22,2930051698
2009-06-23,2948667020
2009-06-24,3023128309
2009-06-25,3090143468
2009-06-26,3056635888
2009-06-29,3099451129
2009-06-30,3064507146
2009-07-01,3045889241
2009-07-02,2816889011
2009-07-06,2937905393
2009-07-07,2842954078
2009-07-08,2774067830
2009-07-09,2831783335
2009-07-10,2787100363
2009-07-13,2971417622
2009-07-14,2952799717
2009-07-15,3111051908
2009-07-16,3152011299
2009-07-17,3122222651
2009-07-20,3280474843
2009-07-21,3267442309
2009-07-22,3287922005
2009-07-23,3457344939
2009-07-24,3479686425
2009-07-27,3507613283
2009-07-28,3300954538
2009-07-29,3191108899
2009-07-30,3250686195
2009-07-31,3232068290
2009-08-03,3224621128
2009-08-04,3252547986
2009-08-05,3286060214
2009-08-06,3263718728
2009-08-07,3408938387
2009-08-10,3345637510
2009-08-11,3287922005
2009-08-12,3431279873
2009-08-13,3453621358
2009-08-14,3377287948
2009-08-17,3259995147
2009-08-18,3312125281
2009-08-19,3332604977
2009-08-20,3399629434
2009-08-21,3492718959
2009-08-24,3455483149
2009-08-25,3613735341
2009-08-26,3500166121
2009-08-27,3529954769
2009-08-28,3537401931
2009-08-31,3526231188
2009-09-01,3304678119
2009-09-02,3312125281
2009-09-03,3351222882
2009-09-04,3382873320
2009-09-08,3381011529
2009-09-09,3502027911
2009-09-10,3550434464
2009-09-11,3503889702
2009-09-14,3626767874
2009-09-15,3610011760
2009-09-16,3839011990
2009-09-17,3803637971
2009-09-18,3712410237
2009-09-21,3619320712
2009-09-22,3634215036
2009-09-23,3541125511
2009-09-24,3474101054
2009-09-25,3470377473
2009-09-28,3615597131
2009-09-29,3637938617
2009-09-30,3595170225
2009-10-01,3386538585
2009-10-02,3347420152
2009-10-05,3552326227
2009-10-06,3688309350
2009-10-07,3669681525
2009-10-08,3753506737
2009-10-09,3762820650
2009-10-12,3792625170
2009-10-13,3747918390
2009-10-14,3857822557
2009-10-15,3859685340
2009-10-16,3738604477
2009-10-19,3872724817
2009-10-20,3777722910
2009-10-21,3656642047
2009-10-22,3785174040
2009-10-23,3664093177
2009-10-26,3531835620
2009-10-27,3569091270
2009-10-28,3537423967
2009-10-29,3580267965
2009-10-30,3360459630
2009-11-02,3369773542
2009-11-03,3356734065
2009-11-04,3345557370
2009-11-05,3421931452
2009-11-06,3470363797
2009-11-09,3598895790
2009-11-10,3554189009
2009-11-11,3598895790
2009-11-12,3511345012
2009-11-13,3535561185
2009-11-16,3654779265
2009-11-17,3632425875
2009-11-18,3619386397
2009-11-19,3539286750
2009-11-20,3503893882
2009-11-23,3526247272
2009-11-24,3567228487
2009-11-25,3608209702
2009-11-27,3528110055
2009-11-30,3598895790
2009-12-01,3600758572
2009-12-02,3613798049
2009-12-03,3511345012
2009-12-04,3613798049
2009-12-07,3583993529
2009-12-08,3569091270
2009-12-09,3608209702
2009-12-10,3610072485
2009-12-11,3669681525
2009-12-14,3755369520
2009-12-15,3636151440
2009-12-16,3667818742
2009-12-17,3559777357
2009-12-18,3544875097
2009-12-21,3626837527
2009-12-22,3634288657
2009-12-23,3628700310
2009-12-24,3651053700
2009-12-28,3626837527
2009-12-29,3632425875
2009-12-30,3660367612
2009-12-31,3640476603
2010-01-04,3707582163
2010-01-05,3793328156
2010-01-06,3819424762
2010-01-07,3819424762
2010-01-08,3817560719
2010-01-11,3825016892
2010-01-12,3832473065
2010-01-13,3866025845
2010-01-14,3867889889
2010-01-15,3826880935
2010-01-19,3886530322
2010-01-20,3854841585
2010-01-21,3772823679
2010-01-22,3664709167
2010-01-25,3752319203
2010-01-26,3715038336
2010-01-27,3793328156
2010-01-28,3742998986
2010-01-29,3720630466
2010-02-01,3765367506
2010-02-02,3826880935
2010-02-03,3763503463
2010-02-04,3662845123
2010-02-05,3653524907
2010-02-08,3647932777
2010-02-09,3668437253
2010-02-10,3675893427
2010-02-11,3690805773
2010-02-12,3675893427
2010-02-16,3701990033
2010-02-17,3761639419
2010-02-18,3821288806
2010-02-19,3854841585
2010-02-22,3882802235
2010-02-23,3739270899
2010-02-24,3797056242
2010-02-25,3836201152
2010-02-26,3852977542
2010-03-01,3897714582
2010-03-02,3910762885
2010-03-03,4015149311
2010-03-04,4056158264
2010-03-05,4141904257
2010-03-08,4188505340
2010-03-09,4179185123
2010-03-10,4218330033
2010-03-11,4248154726
2010-03-12,4236970466
2010-03-15,4266795159
2010-03-16,4356269238
2010-03-17,4451335448
2010-03-18,4447607361
2010-03-19,4406598408
2010-03-22,4402870321
2010-03-23,4421510755
2010-03-24,4382365845
2010-03-25,4369317542
2010-03-26,4361861368
2010-03-29,4399142235
2010-03-30,4374909672
2010-03-31,6582491838
2010-04-01,6659998049
2010-04-05,6720895787
2010-04-06,6731968103
2010-04-07,6635085339
2010-04-08,6621244944
2010-04-09,6629549181
2010-04-12,6690446918
2010-04-13,6729200024
2010-04-14,6895284764
2010-04-15,6856531658
2010-04-16,6704287313
2010-04-19,6745808498
2010-04-20,6870372053
2010-04-21,6798401999
2010-04-22,6787329683
2010-04-23,6917429396
2010-04-26,6864835895
2010-04-27,6565883364
2010-04-28,6480072915
2010-04-29,6743040419
2010-04-30,6588027996
2010-05-03,6599100312
2010-05-04,6471768678
2010-05-05,6469000599
2010-05-06,6244786201
2010-05-07,6039948356
2010-05-10,6538202574
2010-05-11,6485609073
2010-05-12,6601868391
2010-05-13,6477304836
2010-05-14,6278003149
2010-05-17,6366581677
2010-05-18,6261394675
2010-05-19,6319524334
2010-05-20,6081469541
2010-05-21,6228177727
2010-05-24,6089773778
2010-05-25,6111918409
2010-05-26,6134063041
2010-05-27,6491145231
2010-05-28,6338900887
2010-06-01,6194960779
2010-06-02,6435783651
2010-06-03,6402566703
2010-06-04,6095309935
2010-06-07,5995659092
2010-06-08,6186656542
2010-06-09,6186656542
2010-06-10,6369349755
2010-06-11,6385958229
2010-06-14,6361045519
2010-06-15,6521594100
2010-06-16,6471768678
2010-06-17,6477304836
2010-06-18,6502217547
2010-06-21,6482840994
2010-06-22,6311220097
2010-06-23,6297379702
2010-06-24,6175584226
2010-06-25,6402566703
2010-06-28,6433015572
2010-06-29,6300147781
2010-06-30,3998397700
2010-07-01,3949326455
2010-07-02,3962048630
2010-07-06,3962048630
2010-07-07,4134706712
2010-07-08,4174690689
2010-07-09,4191047771
2010-07-12,4143793980
2010-07-13,4183777957
2010-07-14,4114714724
2010-07-15,4072913293
2010-07-16,3956596269
2010-07-19,3983858072
2010-07-20,4063826026
2010-07-21,3965683537
2010-07-22,4076548200
2010-07-23,4138341619
2010-07-26,4167420875
2010-07-27,4200135038
2010-07-28,4196500131
2010-07-29,4309182248
2010-07-30,4287372806
2010-08-02,4392785109
2010-08-03,4314634609
2010-08-04,4292825167
2010-08-05,4309182248
2010-08-06,4301912434
2010-08-09,4361888400
2010-08-10,4321904423
2010-08-11,4172873236
2010-08-12,4121984538
2010-08-13,4089270375
2010-08-16,4065643479
2010-08-17,4131071805
2010-08-18,4154698701
2010-08-19,4027476956
2010-08-20,3998397700
2010-08-23,4007484967
2010-08-24,3903890118
2010-08-25,3938421734
2010-08-26,3925699560
2010-08-27,4060191119
2010-08-30,3934786827
2010-08-31,3985675525
2010-09-01,4143793980
2010-09-02,4147428887
2010-09-03,4220127027
2010-09-07,4134706712
2010-09-08,4165603422
2010-09-09,4207404852
2010-09-10,4252841189
2010-09-13,4340078958
2010-09-14,4378245481
2010-09-15,4385515295
2010-09-16,4352801132
2010-09-17,4345531318
2010-09-20,4421864365
2010-09-21,4456395982
2010-09-22,4361888400
2010-09-23,4267380818
2010-09-24,4390967656
2010-09-27,4323721876
2010-09-28,4363705853
2010-09-29,4310999702
2010-09-30,4138837883
2010-10-01,4152855963
2010-10-04,4117810765
2010-10-05,4270257376
2010-10-06,4243973477
2010-10-07,4203671500
2010-10-08,4238716698
2010-10-11,4236964438
2010-10-12,4257991557
2010-10-13,4275514155
2010-10-14,4252734777
2010-10-15,4243973477
2010-10-18,4303550314
2010-10-19,4217689579
2010-10-20,4282523195
2010-10-21,4312311613
2010-10-22,4312311613
2010-10-25,4322825173
2010-10-26,4342100032
2010-10-27,4328081953
2010-10-28,4464758225
2010-10-29,4461253705
2010-11-01,4405181388
2010-11-02,4473519524
2010-11-03,4492794383
2010-11-04,4608443537
2010-11-05,4613700316
2010-11-08,4583911898
2010-11-09,4568141559
2010-11-10,4611948056
2010-11-11,4554123480
2010-11-12,4515573762
2010-11-15,4555875740
2010-11-16,4487537603
2010-11-17,4512069242
2010-11-18,4596177717
2010-11-19,4592673197
2010-11-22,4578655118
2010-11-23,4534848621
2010-11-24,4583911898
2010-11-26,4527839581
2010-11-29,4545362180
2010-11-30,4475271784
2010-12-01,4585664158
2010-12-02,4694304272
2010-12-03,4731101730
2010-12-06,4741615289
2010-12-07,4757385628
2010-12-08,4808201165
2010-12-09,4811705685
2010-12-10,4808201165
2010-12-13,4827476024
2010-12-14,4788926306
2010-12-15,4708322351
2010-12-16,4696056532
2010-12-17,4703065571
2010-12-20,4711826871
2010-12-21,4736358509
2010-12-22,4767899187
2010-12-23,4734606249
2010-12-27,4732853989
2010-12-28,4720588170
2010-12-29,4711826871
2010-12-30,4666268113
2010-12-31,4652250034
2011-01-03,4725844950
2011-01-04,4759137888
2011-01-05,4813457945
2011-01-06,4787174046
2011-01-07,4778412747
2011-01-10,4787174046
2011-01-11,4746872069
2011-01-12,4799439866
2011-01-13,4774908227
2011-01-14,4794183086
2011-01-18,4781917267
2011-01-19,4755633368
2011-01-20,4757385628
2011-01-21,4781917267
2011-01-24,4804696645
2011-01-25,4848503143
2011-01-26,4888805121
2011-01-27,4946629697
2011-01-28,4857264442
2011-01-31,4852007663
2011-02-01,4939620658
2011-02-02,4888805121
2011-02-03,4885300601
2011-02-04,4953638737
2011-02-07,5016720093
2011-02-08,5021976873
2011-02-09,5027233653
2011-02-10,4892309640
2011-02-11,4941372918
2011-02-14,4908079979
2011-02-15,4929107098
2011-02-16,4976418116
2011-02-17,5039499472
2011-02-18,5097324049
2011-02-22,5004454274
2011-02-23,4951886477
2011-02-24,4937868398
2011-02-25,5013215573
2011-02-28,5081553710
2011-03-01,5030738172
2011-03-02,4978170375
2011-03-03,5057022071
2011-03-04,5090315009
2011-03-07,5023729133
2011-03-08,5111342128
2011-03-09,5071040150
2011-03-10,5023729133
2011-03-11,5074544670
2011-03-14,5018472353
2011-03-15,4978170375
2011-03-16,4899318680
2011-03-17,4969409076
2011-03-18,5043003992
2011-03-21,5130616987
2011-03-22,5071040150
2011-03-23,5078049190
2011-03-24,5067535630
2011-03-25,5141130546
2011-03-28,5142882806
2011-03-29,5128864727
2011-03-30,5130616987
2011-03-31,4920524189
2011-04-01,4978804509
2011-04-04,5022098462
2011-04-05,4977139357
2011-04-06,5002116638
2011-04-07,5000451486
2011-04-08,4933845405
2011-04-11,4963818141
2011-04-12,4950496925
2011-04-13,4928849949
2011-04-14,4883890845
2011-04-15,4912198429
2011-04-18,4823945372
2011-04-19,4858913565
2011-04-20,4902207517
2011-04-21,4943836317
2011-04-25,4902207517
2011-04-26,4945501469
2011-04-27,4898877213
2011-04-28,4927184797
2011-04-29,4952162077
2011-05-02,4903872669
2011-05-03,4932180253
2011-05-04,4902207517
2011-05-05,4833936285
2011-05-06,4867239325
2011-05-09,4872234781
2011-05-10,4930515101
2011-05-11,4917193885
2011-05-12,4937175709
2011-05-13,4883890845
2011-05-16,4933845405
2011-05-17,4948831773
2011-05-18,4972143901
2011-05-19,4995456030
2011-05-20,4947166621
2011-05-23,4880560541
2011-05-24,4850587805
2011-05-25,4848922653
2011-05-26,4855583261
2011-05-27,4880560541
2011-05-31,4907202973
2011-06-01,4792307484
2011-06-02,4837266589
2011-06-03,4762334748
2011-06-06,4740687772
2011-06-07,4714045340
2011-06-08,4702389276
2011-06-09,4702389276
2011-06-10,4675746844
2011-06-13,4669086236
2011-06-14,4709049884
2011-06-15,4550860443
2011-06-16,4622461979
2011-06-17,4655765019
2011-06-20,4652434715
2011-06-21,4682407452
2011-06-22,4640778651
2011-06-23,4642443803
2011-06-24,4625792283
2011-06-27,4650769563
2011-06-28,4689068060
2011-06-29,4720705948
2011-06-30,4480891981
2011-07-01,4507610734
2011-07-05,4498180586
2011-07-06,4504467351
2011-07-07,4576765152
2011-07-08,4523327647
2011-07-11,4378732045
2011-07-12,4366158514
2011-07-13,4374016971
2011-07-14,4352013292
2011-07-15,4334724688
2011-07-18,4286002256
2011-07-19,4337868070
2011-07-20,4344154836
2011-07-21,4421167711
2011-07-22,4396020650
2011-07-25,4361443440
2011-07-26,4311149318
2011-07-27,4210561073
2011-07-28,4286002256
2011-07-29,4232564751
2011-08-01,4188557394
2011-08-02,4069108853
2011-08-03,4081682384
2011-08-04,3894651115
2011-08-05,3836498536
2011-08-08,3476581221
2011-08-09,3732766908
2011-08-10,3515873505
2011-08-11,3817638240
2011-08-12,3787776105
2011-08-15,3861645597
2011-08-16,3789347796
2011-08-17,3803493018
2011-08-18,3701333082
2011-08-19,3691902934
2011-08-22,3707619847
2011-08-23,3836498536
2011-08-24,3922941559
2011-08-25,3806636401
2011-08-26,3827068388
2011-08-29,3977950756
2011-08-30,3957518768
2011-08-31,4003097817
2011-09-01,3878934202
2011-09-02,3757913970
2011-09-06,3699761390
2011-09-07,3902509572
2011-09-08,3830211771
2011-09-09,3745340439
2011-09-12,3794062870
2011-09-13,3820781623
2011-09-14,3845928684
2011-09-15,3866360671
2011-09-16,3894651115
2011-09-19,3800349635
2011-09-20,3770487500
2011-09-21,3596029763
2011-09-22,3608603293
2011-09-23,3594458071
2011-09-26,3693474625
2011-09-27,3723336760
2011-09-28,3619605132
2011-09-29,3748483822
2011-09-30,3488383029
2011-10-03,3374305099
2011-10-04,3468869699
2011-10-05,3564935325
2011-10-06,3659499925
2011-10-07,3572440452
2011-10-10,3748060423
2011-10-11,3730048119
2011-10-12,3808101439
2011-10-13,3754064525
2011-10-14,3853132201
2011-10-17,3769074779
2011-10-18,3899663989
2011-10-19,3781082982
2011-10-20,3890657836
2011-10-21,3982220386
2011-10-24,4039259351
2011-10-25,3901165014
2011-10-26,3982220386
2011-10-27,4085791138
2011-10-28,4159341383
2011-10-31,4096298316
2011-11-01,3949197827
2011-11-02,4112809596
2011-11-03,4153337281
2011-11-04,4162343434
2011-11-07,4223885475
2011-11-08,4262912136
2011-11-09,4100801392
2011-11-10,4169848561
2011-11-11,4237394704
2011-11-14,4228388551
2011-11-15,4271918288
2011-11-16,4189361891
2011-11-17,4159341383
2011-11-18,4208875221
2011-11-21,4136826002
2011-11-22,4130821900
2011-11-23,3982220386
2011-11-25,3970212183
2011-11-28,4097799342
2011-11-29,4111308570
2011-11-30,4261411110
2011-12-01,4259910085
2011-12-02,4264413161
2011-12-05,4316949050
2011-12-06,4376990066
2011-12-07,4358977761
2011-12-08,4234392653
2011-12-09,4318450075
2011-12-12,4303439821
2011-12-13,4196867018
2011-12-14,4232891628
2011-12-15,4237394704
2011-12-16,4216380348
2011-12-19,4163844459
2011-12-20,4249402907
2011-12-21,4264413161
2011-12-22,4303439821
2011-12-23,4354474685
2011-12-27,4346969558
2011-12-28,4282425466
2011-12-29,4369484939
2011-12-30,4342466482
2012-01-03,4376990066
2012-01-04,4348470583
2012-01-05,4401006472
2012-01-06,4348470583
2012-01-09,4339464431
2012-01-10,4392000320
2012-01-11,4395002371
2012-01-12,4414515701
2012-01-13,4399505447
2012-01-17,4393501345
2012-01-18,4458045438
2012-01-19,4491067996
2012-01-20,4534597733
2012-01-23,4552610038
2012-01-24,4537599784
2012-01-25,4554111063
2012-01-26,4503076200
2012-01-27,4578127470
2012-01-30,4515084403
2012-01-31,4570622343
2012-02-01,4627661308
2012-02-02,4675694121
2012-02-03,4770258721
2012-02-06,4738737187
2012-02-07,4726728984
2012-02-08,4719223857
2012-02-09,4669690019
2012-02-10,4723726933
2012-02-13,4804782305
2012-02-14,4813788457
2012-02-15,4777763848
2012-02-16,4869326397
2012-02-17,4875330499
2012-02-21,4912856134
2012-02-22,4875330499
2012-02-23,4881334600
2012-02-24,4882835626
2012-02-27,4864823321
2012-02-28,4876831524
2012-02-29,4846811016
2012-03-01,4870827423
2012-03-02,4858819219
2012-03-05,4921862286
2012-03-06,4821293584
2012-03-07,4833301788
2012-03-08,4852815118
2012-03-09,4879833575
2012-03-12,4860320245
2012-03-13,4950381769
2012-03-14,4962389972
2012-03-15,5046447394
2012-03-16,5058455598
2012-03-19,5034439191
2012-03-20,5041944318
2012-03-21,5011923810
2012-03-22,4945878693
2012-03-23,4959387921
2012-03-26,5053952521
2012-03-27,5035940217
2012-03-28,5026934064
2012-03-29,4966893048
2012-03-30,4987907404
2012-04-02,4864678774
2012-04-03,4835609884
2012-04-04,4768751437
2012-04-05,4755670436
2012-04-09,4687358544
2012-04-10,4649568987
2012-04-11,4713520545
2012-04-12,4774565215
2012-04-13,4701892989
2012-04-16,4725148102
2012-04-17,4799273772
2012-04-18,4774565215
2012-04-19,4712067101
2012-04-20,4712067101
2012-04-23,4681544766
2012-04-24,4736775658
2012-04-25,4655382765
2012-04-26,4713520545
2012-04-27,4757123881
2012-04-30,4719334323
2012-05-01,4742589436
2012-05-02,4716427434
2012-05-03,4677184433
2012-05-04,4608872541
2012-05-07,4637941431
2012-05-08,4668463766
2012-05-09,4613232874
2012-05-10,4649568987
2012-05-11,4671370655
2012-05-14,4613232874
2012-05-15,4553641649
2012-05-16,4491143535
2012-05-17,4433005755
2012-05-18,4408297198
2012-05-21,4473702201
2012-05-22,4483876313
2012-05-23,4501317647
2012-05-24,4560908872
2012-05-25,4502771091
2012-05-29,4514398648
2012-05-30,4472248757
2012-05-31,4521665870
2012-06-01,4414110976
2012-06-04,4387948975
2012-06-05,4457714312
2012-06-06,4571082983
2012-06-07,4579803651
2012-06-08,4603058763
2012-06-11,4587070873
2012-06-12,4635034542
2012-06-13,4585617429
2012-06-14,4649568987
2012-06-15,4681544766
2012-06-18,4773111770
2012-06-19,4826889217
2012-06-20,4802180661
2012-06-21,4716427434
2012-06-22,4726601546
2012-06-25,4682998211
2012-06-26,4713520545
2012-06-27,4786192771
2012-06-28,4806540994
2012-06-29,4898107998
2012-07-02,4827160886
2012-07-03,4885663279
2012-07-05,4871394402
2012-07-06,4841429762
2012-07-09,4832868436
2012-07-10,4820026447
2012-07-11,4858552414
2012-07-12,4827160886
2012-07-13,4937031234
2012-07-16,4898505268
2012-07-17,4907066593
2012-07-18,4935604346
2012-07-19,4907066593
2012-07-20,4869967515
2012-07-23,4834295324
2012-07-24,4795769358
2012-07-25,4791488695
2012-07-26,4670203245
2012-07-27,4757243391
2012-07-30,4760097167
2012-07-31,4732986301
2012-08-01,4722998088
2012-08-02,4792915582
2012-08-03,4885663279
2012-08-06,4887090167
2012-08-07,4887090167
2012-08-08,4824307110
2012-08-09,4737266964
2012-08-10,4785781144
2012-08-13,4801476908
2012-08-14,4787208032
2012-08-15,4807184459
2012-08-16,4842856650
2012-08-17,4861406189
2012-08-20,4858552414
2012-08-21,4818599560
2012-08-22,4810038234
2012-08-23,4801476908
2012-08-24,4845710425
2012-08-27,4862833077
2012-08-28,4849991088
2012-08-29,4861406189
2012-08-30,4835722211
2012-08-31,4868540627
2012-09-04,4899932155
2012-09-05,4905639706
2012-09-06,4959861436
2012-09-07,4972703425
2012-09-10,4935604346
2012-09-11,4978410975
2012-09-12,4964142099
2012-09-13,5001241178
2012-09-14,5018363829
2012-09-17,4969849650
2012-09-18,4955580773
2012-09-19,4958434549
2012-09-20,4968422762
2012-09-21,4938458122
2012-09-24,4944165672
2012-09-25,4881382616
2012-09-26,4834295324
2012-09-27,4865686852
2012-09-28,4884236391
2012-10-01,4802097623
2012-10-02,4775427101
2012-10-03,4775427101
2012-10-04,4837190414
2012-10-05,4859649801
2012-10-08,4842805261
2012-10-09,4781041948
2012-10-10,4759986272
2012-10-11,4793675353
2012-10-12,4751564002
2012-10-15,4748756579
2012-10-16,4809116181
2012-10-17,4875090629
2012-10-18,4861053513
2012-10-19,4782445659
2012-10-22,4790867929
2012-10-23,4757178849
2012-10-24,4771215966
2012-10-25,4695415536
2012-10-26,4722086057
2012-10-31,4734719462
2012-11-01,4772619678
2012-11-02,4731912039
2012-11-05,4738930597
2012-11-06,4754371426
2012-11-07,4661726456
2012-11-08,4657515321
2012-11-09,4699626671
2012-11-12,4684185842
2012-11-13,4679974707
2012-11-14,4636459646
2012-11-15,4663130167
2012-11-16,4723489769
2012-11-19,4765601119
2012-11-20,4788060506
2012-11-21,4793675353
2012-11-23,4851227531
2012-11-26,4838594126
2012-11-27,4827364433
2012-11-28,4844208973
2012-11-29,4856842378
2012-11-30,4865264648
2012-12-03,4848420108
2012-12-04,4835786703
2012-12-05,4849823819
2012-12-06,4831575568
2012-12-07,4844208973
2012-12-10,4876494341
2012-12-11,4866668359
2012-12-12,4875090629
2012-12-13,4785253083
2012-12-14,4733315751
2012-12-17,4848420108
2012-12-18,4852631243
2012-12-19,4854034954
2012-12-20,4956505906
2012-12-21,4876494341
2012-12-24,4875090629
2012-12-26,4828768144
2012-12-27,4785253083
2012-12-28,4768408542
2012-12-31,4835786703
2013-01-02,4917201980
2013-01-03,4971946735
2013-01-04,5002828391
2013-01-07,5009846950
2013-01-08,4964928176
2013-01-09,4962120753
2013-01-10,4981772716
2013-01-11,5001424680
2013-01-14,5008443238
2013-01-15,5001424680
2013-01-16,5012654373
2013-01-17,5016865508
2013-01-18,5030902625
2013-01-22,5094069650
2013-01-23,5094069650
2013-01-24,5195136890
2013-01-25,5238651952
2013-01-28,5207770295
2013-01-29,5209174007
2013-01-30,5200751737
2013-01-31,5213385142
2013-02-01,5242863087
2013-02-04,5182503485
2013-02-05,5150218117
2013-02-06,5220403700
2013-02-07,5192329467
2013-02-08,5197944314
2013-02-11,5223211124
2013-02-12,5240055664
2013-02-13,5252689069
2013-02-14,5238651952
2013-02-15,5259707627
2013-02-19,5308837535
2013-02-20,5233037105
2013-02-21,5211981430
2013-02-22,5252689069
2013-02-25,5147410693
2013-02-26,5176888638
2013-02-27,5249881645
2013-02-28,5258303915
2013-03-01,5268129897
2013-03-04,5308837535
2013-03-05,5372004561
2013-03-06,5411308487
2013-03-07,5422538181
2013-03-08,5460438396
2013-03-11,5501146034
2013-03-12,5499742323
2013-03-13,5557294501
2013-03-14,5579753888
2013-03-15,5554487078
2013-03-18,5489916341
2013-03-19,5495531188
2013-03-20,5537642538
2013-03-21,5513779439
2013-03-22,5548872231
2013-03-25,5537642538
2013-03-26,5551679654
2013-03-27,5553083366
2013-03-28,5596598428
2013-04-01,5481936581
2013-04-02,5497148817
2013-04-03,5378216792
2013-04-04,5436299874
2013-04-05,5360238695
2013-04-08,5380982653
2013-04-09,5380982653
2013-04-10,5530339149
2013-04-11,5516509844
2013-04-12,5497148817
2013-04-15,5369919209
2013-04-16,5480553650
2013-04-17,5397577819
2013-04-18,5408641263
2013-04-19,5466724345
2013-04-22,5462575554
2013-04-23,5541402593
2013-04-24,5593953953
2013-04-25,5663100479
2013-04-26,5652037035
2013-04-29,5707354256
2013-04-30,5722566491
2013-05-01,5652037035
2013-05-02,5737778727
2013-05-03,5773734921
2013-05-06,5808308184
2013-05-07,5856710752
2013-05-08,5918942625
2013-05-09,5906496250
2013-05-10,5918942625
2013-05-13,5917559695
2013-05-14,5982557429
2013-05-15,6026811206
2013-05-16,5952132958
2013-05-17,5979791568
2013-05-20,6008833109
2013-05-21,6008833109
2013-05-22,5941069513
2013-05-23,5931389000
2013-05-24,5924474347
2013-05-28,5963196402
2013-05-29,5954898819
2013-05-30,6028194136
2013-05-31,5947984166
2013-06-03,5923091417
2013-06-04,5833200933
2013-06-05,5784798365
2013-06-06,5896815737
2013-06-07,5989472082
2013-06-10,6003301387
2013-06-11,5934154861
2013-06-12,5946601236
2013-06-13,6019896553
2013-06-14,5961813471
2013-06-17,6028194136
2013-06-18,6017130692
2013-06-19,5974259846
2013-06-20,5959047610
2013-06-21,5950750027
2013-06-24,5885752293
2013-06-25,5956281749
2013-06-26,5996386734
2013-06-27,6058618608
2013-06-28,6006067248
2013-07-01,6008705763
2013-07-02,6018289025
2013-07-03,6008705763
2013-07-05,6122335878
2013-07-08,6172990267
2013-07-09,6211323318
2013-07-10,6259239632
2013-07-11,6286620383
2013-07-12,6319477284
2013-07-15,6322215359
2013-07-16,6278406158
2013-07-17,6270191933
2013-07-18,6345488997
2013-07-19,6348227072
2013-07-22,6441321625
2013-07-23,6419417025
2013-07-24,6367393598
2013-07-25,6445428738
2013-07-26,6419417025
2013-07-29,6420786062
2013-07-30,6455012001
2013-07-31,6487868902
2013-08-01,6657629557
2013-08-02,6608344205
2013-08-05,6537154253
2013-08-06,6487868902
2013-08-07,6464595263
2013-08-08,6494714089
2013-08-09,6494714089
2013-08-12,6493345052
2013-08-13,6527570990
2013-08-14,6493345052
2013-08-15,6426262212
2013-08-16,6474178526
2013-08-19,6389298199
2013-08-20,6429000287
2013-08-21,6385191086
2013-08-22,6508404465
2013-08-23,6509773502
2013-08-26,6486499864
2013-08-27,6307155946
2013-08-28,6330429584
2013-08-29,6355072260
2013-08-30,6287989421
2013-09-03,6312632096
2013-09-04,6402988574
2013-09-05,6468702376
2013-09-06,6438583550
2013-09-09,6519356765
2013-09-10,6583701529
2013-09-11,6624772656
2013-09-12,6585070567
2013-09-13,6586439604
2013-09-16,6653522444
2013-09-17,6643939181
2013-09-18,6594653830
2013-09-19,6554951741
2013-09-20,6565904041
2013-09-23,6570011154
2013-09-24,6583701529
2013-09-25,6630248806
2013-09-26,6660367632
2013-09-27,6648046294
2013-09-30,6422473868
2013-10-01,6402499349
2013-10-02,6366545213
2013-10-03,6330591078
2013-10-04,6441116753
2013-10-07,6373203387
2013-10-08,6286647135
2013-10-09,6273330789
2013-10-10,6470412715
2013-10-11,6494382139
2013-10-14,6506366851
2013-10-15,6457096369
2013-10-16,6574280217
2013-10-17,6664831373
2013-10-18,6659504834
2013-10-21,6670157911
2013-10-22,6668826277
2013-10-23,6610234352
2013-10-24,6539657717
2013-10-25,6513025024
2013-10-28,6510361754
2013-10-29,6529004639
2013-10-30,6507698485
2013-10-31,6467749446
2013-11-01,6459759638
2013-11-04,6469081081
2013-11-05,6467749446
2013-11-06,6529004639
2013-11-07,6485060696
2013-11-08,6560963871
2013-11-11,6574280217
2013-11-12,6536994447
2013-11-13,6642193584
2013-11-14,6695458969
2013-11-15,6695458969
2013-11-18,6672821181
2013-11-19,6624882334
2013-11-20,6607571083
2013-11-21,6672821181
2013-11-22,6694127335
2013-11-25,6704780412
2013-11-26,6750055990
