,LKQ
2013-03-19,6250816960
2013-03-20,6307479900
2013-03-21,6262746000
2013-03-22,6191171760
2013-03-25,6241870180
2013-03-26,6370107360
2013-03-27,6408876740
2013-03-28,6489397760
2013-04-01,6407985780
2013-04-02,6396019420
2013-04-03,6315246490
2013-04-04,6360120340
2013-04-05,6378069880
2013-04-08,6440893270
2013-04-09,6413968960
2013-04-10,6357128750
2013-04-11,6497733480
2013-04-12,6593464360
2013-04-15,6312254900
2013-04-16,6410977370
2013-04-17,6255414690
2013-04-18,6144725860
2013-04-19,6195582890
2013-04-22,6291313770
2013-04-23,6330204440
2013-04-24,6425935320
2013-04-25,6829799969
2013-04-26,6880657000
2013-04-29,7039211270
2013-04-30,7203748719
2013-05-01,7128958969
2013-05-02,7248622570
2013-05-03,7413160020
2013-05-06,7434101150
2013-05-07,7490941360
2013-05-08,7443075920
2013-05-09,7383244120
2013-05-10,7374269350
2013-05-13,7347345040
2013-05-14,7443075920
2013-05-15,7562739520
2013-05-16,7553764750
2013-05-17,7682403120
2013-05-20,7673428350
2013-05-21,7595647010
2013-05-22,7452050690
2013-05-23,7422134790
2013-05-24,7413160020
2013-05-28,7526840440
2013-05-29,7338370270
2013-05-30,7395210480
2013-05-31,7323412320
2013-06-03,7281530060
2013-06-04,7179816000
2013-06-05,7158874870
2013-06-06,7236656210
2013-06-07,7380252530
2013-06-10,7410168430
2013-06-11,7401193660
2013-06-12,7353328219
2013-06-13,7487949770
2013-06-14,7568722700
2013-06-17,7814033080
2013-06-18,7891814420
2013-06-19,7823007850
2013-06-20,7562739520
2013-06-21,7562739520
2013-06-24,7661461990
2013-06-25,7673428350
2013-06-26,7757192870
2013-06-27,7837965800
2013-06-28,7703344250
2013-07-01,7940898350
2013-07-02,7799793540
2013-07-03,7802795770
2013-07-05,7850831450
2013-07-08,7865842600
2013-07-09,7892862670
2013-07-10,7781780160
2013-07-11,7775775700
2013-07-12,7805798000
2013-07-15,7775775700
2013-07-16,7691713260
2013-07-17,7691713260
2013-07-18,7778777930
2013-07-19,7757762320
2013-07-22,7805798000
2013-07-23,7745753400
2013-07-24,7796791310
2013-07-25,7847829220
2013-07-26,7859838140
2013-07-29,7823811380
2013-07-30,7922884970
2013-07-31,7826813610
2013-08-01,8739491530
2013-08-02,8832560660
2013-08-05,8796533900
2013-08-06,8694458080
2013-08-07,8655429090
2013-08-08,8901611950
2013-08-09,8949647630
2013-08-12,9213843870
2013-08-13,9159803730
2013-08-14,9096756900
2013-08-15,8793531670
2013-08-16,8757504910
2013-08-19,8805540590
2013-08-20,8928632020
2013-08-21,8892605260
2013-08-22,9132783660
2013-08-23,9069736830
2013-08-26,9015696690
2013-08-27,8826556200
2013-08-28,8859580730
2013-08-29,8895607490
2013-08-30,8778520520
2013-09-03,8706467000
2013-09-04,8844569580
2013-09-05,8928632020
2013-09-06,8913620870
2013-09-09,9159803730
2013-09-10,9411991050
2013-09-11,9387973210
2013-09-12,9460026730
2013-09-13,9478040110
2013-09-16,9487046800
2013-09-17,9583118160
2013-09-18,9589122620
2013-09-19,9652169450
2013-09-20,9583118160
2013-09-23,9568107010
2013-09-24,9490049030
2013-09-25,9408988820
2013-09-26,9511064640
2013-09-27,9475037880
2013-09-30,9581524280
2013-10-01,10110657720
2013-10-02,9900206920
2013-10-03,9797987960
2013-10-04,9804000840
2013-10-07,9611588680
2013-10-08,9328983320
2013-10-09,9268854520
2013-10-10,9641653080
2013-10-11,9707794760
2013-10-14,9686749680
2013-10-15,9569498520
2013-10-16,9716814080
2013-10-17,9602569360
2013-10-18,9978374360
2013-10-21,9978374360
2013-10-22,9987393680
2013-10-23,9894194039
2013-10-24,9867136080
2013-10-25,9990400120
2013-10-28,10026477400
2013-10-29,9987393680
2013-10-30,9921252000
2013-10-31,9930271320
2013-11-01,9728839840
2013-11-04,9794981520
2013-11-05,9626620880
2013-11-06,9587537160
2013-11-07,9274867400
2013-11-08,9377086360
2013-11-11,9383099240
2013-11-12,9344015520
2013-11-13,9632633760
2013-11-14,9692762560
2013-11-15,9773936440
2013-11-18,9861123200
2013-11-19,9752891360
2013-11-20,9722826960
2013-11-21,9924258440
2013-11-22,9939290640
2013-11-25,9755897800
2013-11-26,9927264880
2013-11-27,9975367920
2013-11-29,9966348600
2013-12-02,9984387240
2013-12-03,9933277760
2013-12-04,9770930000
2013-12-05,9695769000
2013-12-06,10107651280
2013-12-09,10119677039
2013-12-10,10161767200
2013-12-11,9999419440
2013-12-12,9993406560
2013-12-13,10179805840
2013-12-16,9966348600
2013-12-17,9834065240
2013-12-18,9933277760
2013-12-19,9773936440
2013-12-20,9858116760
2013-12-23,9978374360
2013-12-24,10029483840
2013-12-26,9909226240
2013-12-27,9807007280
2013-12-30,9758904240
2013-12-31,9916257400
2014-01-02,9765554400
2014-01-03,9723357560
2014-01-06,9542513960
2014-01-07,9641977940
2014-01-08,9732399740
2014-01-09,9657048240
2014-01-10,9804737180
2014-01-13,9723357560
2014-01-14,9732399740
2014-01-15,8879420760
2014-01-16,8828181740
2014-01-17,8418269580
2014-01-21,7818471640
2014-01-22,8050554260
2014-01-23,8002329300
2014-01-24,7884780960
2014-01-27,7908893440
2014-01-28,8023427720
2014-01-29,7993287120
2014-01-30,8234411920
2014-01-31,8159060420
2014-02-03,8026441780
2014-02-04,7975202760
2014-02-05,7890809080
2014-02-06,8128919820
2014-02-07,8466494540
2014-02-10,8243454100
2014-02-11,8282636880
2014-02-12,8327847780
2014-02-13,8590071000
2014-02-14,8692549040
2014-02-18,8716661520
2014-02-19,8734745880
2014-02-20,8767900540
2014-02-21,8897505120
2014-02-24,8894491060
2014-02-25,8758858360
2014-02-26,8761872420
2014-02-27,8125905760
2014-02-28,8406213340
2014-03-03,8376072740
2014-03-04,8590071000
2014-03-05,8568972580
2014-03-06,8309763420
2014-03-07,8388128979
2014-03-10,8306749360
2014-03-11,8213313500
2014-03-12,8210299440
2014-03-13,8125905760
2014-03-14,7920949680
2014-03-17,7839570060
2014-03-18,7758190440
2014-03-19,7929991860
2014-03-20,7779288860
2014-03-21,7758190440
2014-03-24,7619543680
2014-03-25,7604473380
2014-03-26,7465826620
2014-03-27,7574332780
2014-03-28,7803401340
2014-03-31,7958490500
2014-04-01,8203134800
2014-04-02,8172931800
2014-04-03,8450799400
2014-04-04,8299784400
2014-04-07,8230317500
2014-04-08,8357170100
2014-04-09,8408515200
2014-04-10,8197094200
2014-04-11,8281662600
2014-04-14,8055140100
2014-04-15,8287703200
2014-04-16,8091383700
2014-04-17,8269581400
2014-04-21,8290723500
2014-04-22,8203134800
2014-04-23,8181992700
2014-04-24,8266561100
2014-04-25,8049099500
2014-04-28,8221256600
2014-04-29,8924986500
2014-04-30,8795113600
2014-05-01,8795113600
2014-05-02,8837397800
2014-05-05,8837397800
2014-05-06,8580672300
2014-05-07,8743768500
2014-05-08,8737727900
2014-05-09,8692423400
2014-05-12,8864580500
2014-05-13,8864580500
2014-05-14,8610875300
2014-05-15,8565570800
2014-05-16,8574631700
2014-05-19,8571611400
2014-05-20,8432677600
2014-05-21,8477982100
2014-05-22,8499124200
2014-05-23,8496103900
2014-05-27,8656179800
2014-05-28,8544428700
2014-05-29,8468921200
2014-05-30,8378312200
2014-06-02,8456840000
2014-06-03,8493083600
2014-06-04,8450799400
2014-06-05,8423616700
2014-06-06,8499124200
2014-06-09,8520266300
2014-06-10,8227297200
2014-06-11,8115546100
2014-06-12,7955470200
2014-06-13,7852780000
2014-06-16,7750089800
2014-06-17,7777272500
2014-06-18,8091383700
2014-06-19,7997754400
2014-06-20,8009835600
2014-06-23,7864861200
2014-06-24,7804455200
2014-06-25,7970571700
2014-06-26,7949429600
2014-06-27,8049099500
2014-06-30,8079703560
2014-07-01,8179602480
2014-07-02,8091812520
2014-07-03,8191711440
2014-07-07,8206847640
2014-07-08,8019158760
2014-07-09,8182629720
2014-07-10,8043376680
2014-07-11,8052458400
2014-07-14,8091812520
2014-07-15,8058512880
2014-07-16,7946505000
2014-07-17,7792115760
2014-07-18,7834497120
2014-07-21,7798170240
2014-07-22,7734598200
2014-07-23,7792115760
2014-07-24,7783034040
2014-07-25,7674053400
2014-07-28,7713407520
2014-07-29,7692216840
2014-07-30,7667998919
2014-07-31,7919259840
2014-08-01,7740652680
2014-08-04,8010077040
2014-08-05,7916232600
2014-08-06,7904123640
2014-08-07,7864769520
2014-08-08,8037322200
2014-08-11,8052458400
2014-08-12,7967695680
2014-08-13,7925314320
2014-08-14,8010077040
2014-08-15,8025213240
2014-08-18,8243174520
2014-08-19,8206847640
2014-08-20,8270419680
2014-08-21,8237120040
2014-08-22,8264365200
2014-08-25,8491408200
2014-08-26,8445999600
2014-08-27,8400591000
2014-08-28,8406645480
2014-08-29,8597361600
2014-09-02,8763859800
2014-09-03,8718451200
2014-09-04,8703315000
2014-09-05,8666988120
2014-09-08,8609470560
2014-09-09,8551953000
2014-09-10,8467190280
2014-09-11,8536816800
2014-09-12,8461135800
2014-09-15,8467190280
2014-09-16,8494435440
2014-09-17,8415727200
2014-09-18,8321882760
2014-09-19,8273446919
2014-09-22,8116030440
2014-09-23,8000995320
2014-09-24,8061540120
2014-09-25,7949532240
2014-09-26,8043376680
2014-09-29,8049431160
2014-09-30,8061848690
2014-10-01,8073976330
2014-10-02,8207380370
2014-10-03,8301369580
2014-10-06,8216476100
2014-10-07,8001210490
2014-10-08,8083072060
2014-10-09,7913285100
2014-10-10,7792008700
2014-10-13,7619189830
2014-10-14,7873870270
2014-10-15,7840519260
2014-10-16,7970891390
2014-10-17,7958763750
2014-10-20,8028497680
2014-10-21,8180093180
2014-10-22,8137646440
2014-10-23,8231635650
2014-10-24,8255890930
2014-10-27,8271050480
2014-10-28,8437805529
2014-10-29,8380199240
2014-10-30,8143710260
2014-10-31,8662166870
2014-11-03,8728868890
2014-11-04,8543922380
2014-11-05,8719773160
2014-11-06,8774347540
2014-11-07,8828921920
2014-11-10,8862272930
2014-11-11,8828921920
2014-11-12,8868336750
2014-11-13,8813762370
2014-11-14,8786475180
2014-11-17,8722805070
2014-11-18,8780411360
2014-11-19,8707645520
2014-11-20,8737964620
2014-11-21,8728868890
2014-11-24,8792539000
2014-11-25,8716741250
2014-11-26,8753124170
2014-11-28,8807698550
2014-12-01,8710677430
2014-12-02,8750092260
2014-12-03,8962325960
2014-12-04,8786475180
2014-12-05,8868336750
2014-12-08,8780411360
2014-12-09,8922911130
2014-12-10,8759187990
2014-12-11,8659134960
2014-12-12,8431741710
2014-12-15,8340784410
2014-12-16,8161901720
2014-12-17,8307433400
2014-12-18,8340784410
2014-12-19,8371103510
2014-12-22,8398390700
2014-12-23,8474188450
2014-12-24,8468124630
2014-12-26,8522699010
2014-12-29,8556050020
2014-12-30,8562113840
2014-12-31,8548564360
2015-01-02,8445203340
2015-01-05,8341842320
2015-01-06,8192880850
2015-01-07,8308401989
2015-01-08,8396562860
2015-01-09,8326642170
2015-01-12,8177680700
2015-01-13,8095599890
2015-01-14,7967918630
2015-01-15,7685195840
2015-01-16,7791596890
2015-01-20,7797676950
2015-01-21,7992238870
2015-01-22,8174640670
2015-01-23,8202000940
2015-01-26,8293201840
2015-01-27,8159440520
2015-01-28,7882797790
2015-01-29,7967918630
2015-01-30,7846317430
2015-02-02,7992238870
2015-02-03,8162480550
2015-02-04,8080399739
2015-02-05,8107760010
2015-02-06,8214161060
2015-02-09,8223281150
2015-02-10,8314482050
2015-02-11,8253681450
2015-02-12,8244561360
2015-02-13,8274961660
2015-02-17,8338802290
2015-02-18,8284081750
2015-02-19,8302321930
2015-02-20,8323602140
2015-02-23,8281041720
2015-02-24,8317522080
2015-02-25,8466483550
2015-02-26,7533194340
2015-02-27,7472393739
2015-03-02,7545354460
2015-03-03,7578794790
2015-03-04,7305192090
2015-03-05,7341672450
2015-03-06,7244391489
2015-03-09,7289991940
2015-03-10,7241351460
2015-03-11,7341672450
2015-03-12,7438953410
2015-03-13,7423753260
2015-03-16,7508874100
2015-03-17,7484553860
2015-03-18,7390312930
2015-03-19,7365992690
2015-03-20,7426793290
2015-03-23,7393352960
2015-03-24,7353832570
2015-03-25,7186630920
2015-03-26,7335592390
2015-03-27,7530154310
2015-03-30,7597034970
2015-03-31,7777550160
2015-04-01,7728864400
2015-04-02,7783635879
2015-04-06,7865793100
2015-04-07,7811021620
2015-04-08,7896221700
2015-04-09,7859707379
2015-04-10,7865793100
2015-04-13,7780593020
2015-04-14,7759293000
2015-04-15,7786678740
2015-04-16,7795807320
2015-04-17,7674092920
2015-04-20,7756250140
2015-04-21,7747121560
2015-04-22,7765378720
2015-04-23,7783635879
2015-04-24,7783635879
2015-04-27,7683221500
2015-04-28,7610192860
2015-04-29,7686264360
2015-04-30,8237022020
2015-05-01,8462193660
2015-05-04,8471322240
2015-05-05,8416550760
2015-05-06,8380036440
2015-05-07,8407422180
2015-05-08,8370907860
2015-05-11,8389165020
2015-05-12,8446979360
2015-05-13,8474365100
2015-05-14,8465236520
2015-05-15,8538265160
2015-05-18,8647808120
2015-05-19,8678236720
2015-05-20,8729965340
2015-05-21,8739093920
2015-05-22,8748222500
2015-05-26,8623465240
2015-05-27,8781693960
2015-05-28,8766479660
2015-05-29,8693451020
2015-06-01,8766479660
2015-06-02,8778651100
2015-06-03,8897322640
2015-06-04,8830379720
2015-06-05,8979479860
2015-06-08,8836465440
2015-06-09,8860808320
2015-06-10,8912536940
2015-06-11,8952094120
2015-06-12,8946008400
2015-06-15,8912536940
2015-06-16,8912536940
2015-06-17,8930794100
2015-06-18,9000779880
2015-06-19,9034251340
2015-06-22,9061637080
2015-06-23,9137708580
2015-06-24,9137708580
2015-06-25,9228994380
2015-06-26,9368965940
2015-06-29,9192480060
2015-06-30,9228034750
2015-07-01,9334805400
2015-07-02,9276844190
2015-07-06,9228034750
2015-07-07,9334805400
2015-07-08,9261591240
2015-07-09,9176174720
2015-07-10,9252439470
2015-07-13,9383614840
2015-07-14,9432424280
2015-07-15,9472081950
2015-07-16,9508689030
2015-07-17,9493436080
2015-07-20,9536144340
2015-07-21,9520891390
2015-07-22,9514790210
2015-07-23,9578852600
2015-07-24,9426323100
2015-07-27,9374463070
2015-07-28,9417171330
2015-07-29,9569700830
2015-07-30,9560549060
2015-07-31,9597156140
2015-08-03,9566650240
2015-08-04,9676471480
2015-08-05,9685623250
2015-08-06,9606307910
2015-08-07,9581903190
2015-08-10,9652066760
2015-08-11,9594105550
2015-08-12,9490385490
2015-08-13,9566650240
2015-08-14,9618510270
2015-08-17,9591054960
2015-08-18,9517840800
2015-08-19,9408019560
2015-08-20,9279894780
2015-08-21,8990088730
2015-08-24,8752142710
2015-08-25,8688080320
2015-08-26,8868065130
2015-08-27,9106011150
2015-08-28,9130415870
2015-08-31,9148719410
2015-09-01,8983987550
2015-09-02,9188377080
2015-09-03,9264641830
2015-09-04,9093808790
2015-09-08,9301248910
2015-09-09,9228034750
2015-09-10,9258540650
2015-09-11,9246338290
2015-09-14,9261591240
2015-09-15,9304299500
2015-09-16,9356159530
2015-09-17,9353108940
2015-09-18,9133466460
2015-09-21,9331754810
2015-09-22,9102960560
2015-09-23,8996189910
2015-09-24,8898571030
2015-09-25,8886368670
2015-09-28,8620967340
2015-09-29,8523348460
2015-09-30,8664547200
2015-10-01,8688988800
2015-10-02,8743982400
2015-10-05,8884521600
2015-10-06,8844804000
2015-10-07,8808141600
2015-10-08,8826472800
2015-10-09,8725651200
2015-10-12,8695099200
2015-10-13,8621774400
2015-10-14,8490400800
2015-10-15,8575946400
2015-10-16,8493456000
2015-10-19,8542339200
2015-10-20,8508732000
2015-10-21,8441517600
2015-10-22,8585112000
2015-10-23,8640105600
2015-10-26,8722596000
2015-10-27,8612608800
2015-10-28,9003674400
2015-10-29,9147268800
2015-10-30,9046447200
2015-11-02,9122827200
2015-11-03,9147268800
2015-11-04,9177820800
2015-11-05,9193096800
2015-11-06,9190041600
2015-11-09,9199207200
2015-11-10,9287808000
2015-11-11,9226704000
2015-11-12,9049502400
2015-11-13,8798976000
2015-11-16,8982288000
2015-11-17,9015895200
2015-11-18,8997564000
2015-11-19,9006729600
2015-11-20,9034226400
2015-11-23,9101440800
2015-11-24,9101440800
2015-11-25,9092275200
2015-11-27,9186986400
2015-11-30,9009784800
2015-12-01,9073944000
2015-12-02,8884521600
2015-12-03,8725651200
2015-12-04,8869245600
2015-12-07,8899797600
2015-12-08,8970067200
2015-12-09,8759258400
2015-12-10,8753148000
2015-12-11,8597332800
2015-12-14,8692044000
2015-12-15,8719540800
2015-12-16,8777589600
2015-12-17,8551504799
2015-12-18,8343751200
2015-12-21,8355972000
2015-12-22,8811196800
2015-12-23,9000619200
2015-12-24,9009784800
2015-12-28,9070888800
2015-12-29,9174765600
2015-12-30,9092275200
2015-12-31,9071431910
2016-01-04,8829567880
2016-01-05,8762213340
2016-01-06,8697920370
2016-01-07,8630565830
2016-01-08,8299916270
2016-01-11,8183576610
2016-01-12,8272362140
2016-01-13,7770264660
2016-01-14,7904973740
2016-01-15,7947835720
2016-01-19,7880481179
2016-01-20,7978451420
2016-01-21,8064175380
2016-01-22,8195822890
2016-01-25,7978451420
2016-01-26,8201946030
2016-01-27,8006005550
2016-01-28,8100914220
2016-01-29,8388701800
2016-02-01,8370332380
2016-02-02,8198884460
2016-02-03,8131529920
2016-02-04,8082544800
2016-02-05,7721279540
2016-02-08,7629432440
2016-02-09,7405937830
2016-02-10,7513092780
2016-02-11,7473292370
2016-02-12,7663109710
2016-02-16,7859050190
2016-02-17,7966205140
2016-02-18,7941712580
2016-02-19,8054990670
2016-02-22,7960082000
2016-02-23,8012128690
2016-02-24,7941712580
2016-02-25,8495856750
2016-02-26,8621381120
2016-02-29,8449933200
2016-03-01,8737720780
2016-03-02,8866306720
2016-03-03,9004077370
2016-03-04,9193894710
2016-03-07,9319419080
2016-03-08,9310234370
2016-03-09,9313295940
2016-03-10,9337788500
2016-03-11,9536790550
2016-03-14,9438820310
2016-03-15,9334726930
2016-03-16,9432697170
2016-03-17,9475559150
2016-03-18,9438820310
2016-03-21,9451066590
2016-03-22,9432697170
2016-03-23,9249002970
2016-03-24,9221448840
2016-03-28,9371465770
2016-03-29,9460251300
2016-03-30,9527605840
2016-03-31,9793505740
2016-04-01,9864050879
2016-04-04,9903924220
2016-04-05,9661617000
2016-04-06,9704557520
2016-04-07,9621743660
2016-04-08,9704557520
2016-04-11,9618676480
2016-04-12,9903924220
2016-04-13,10183037600
2016-04-14,10143164260
2016-04-15,10183037600
2016-04-18,10186104780
2016-04-19,10229045300
2016-04-20,10290388900
2016-04-21,10278120180
2016-04-22,10201440680
2016-04-25,10146231440
2016-04-26,10413076100
2016-04-27,10477486879
2016-04-28,10087955020
2016-04-29,9830311900
2016-05-02,9956066280
2016-05-03,9968335000
2016-05-04,9949931920
2016-05-05,9919260120
2016-05-06,9971402180
2016-05-09,10002073980
2016-05-10,10121694000
2016-05-11,9989805260
2016-05-12,10121694000
2016-05-13,9906991400
2016-05-16,10032745780
2016-05-17,9870185240
2016-05-18,9811908820
2016-05-19,9649348280
2016-05-20,9637079560
2016-05-23,9784304200
2016-05-24,9894722680
2016-05-25,10100223740
2016-05-26,10041947320
2016-05-27,10179970420
2016-05-31,10143164260
2016-06-01,10026611420
2016-06-02,10149298620
2016-06-03,10100223740
2016-06-06,9968335000
2016-06-07,10137029900
2016-06-08,10186104780
2016-06-09,10155432980
2016-06-10,9885521139
2016-06-13,9857916520
2016-06-14,9851782160
2016-06-15,9949931920
2016-06-16,9974469360
2016-06-17,9992872440
2016-06-20,10087955020
2016-06-21,10051148860
2016-06-22,10072619120
2016-06-23,10308791980
2016-06-24,9520526720
2016-06-27,9054315360
2016-06-28,9330361560
2016-06-29,9615609300
2016-06-30,9737923000
2016-07-01,9866942800
2016-07-05,9704132100
2016-07-06,9756354400
2016-07-07,9820864300
2016-07-08,10164917100
2016-07-11,10343087300
2016-07-12,10257074100
2016-07-13,10186420399
2016-07-14,10260146000
2016-07-15,10161845200
2016-07-18,10035897300
2016-07-19,9992890700
2016-07-20,10103479100
2016-07-21,10131126199
2016-07-22,10241714600
2016-07-25,10327727800
2016-07-26,10395309600
2016-07-27,10487466600
2016-07-28,10327727800
2016-07-29,10564264100
2016-08-01,10591911199
2016-08-02,10598055000
2016-08-03,10708643400
2016-08-04,10650277300
2016-08-05,10810016100
2016-08-08,10727074800
2016-08-09,10662564900
2016-08-10,10736290500
2016-08-11,10656421100
2016-08-12,10644133500
2016-08-15,10859166500
2016-08-16,10803872300
2016-08-17,10874526000
2016-08-18,10892957400
2016-08-19,10957467300
2016-08-22,10935964000
2016-08-23,10994330100
2016-08-24,11021977200
2016-08-25,11015833400
2016-08-26,10963611100
2016-08-29,11052696199
2016-08-30,11129493699
2016-08-31,11086487100
2016-09-01,10923676400
2016-09-02,10994330100
2016-09-06,11071127600
2016-09-07,11126421800
2016-09-08,10975898699
2016-09-09,10724002899
2016-09-12,10883741700
2016-09-13,10806944200
2016-09-14,10883741700
2016-09-15,10963611100
2016-09-16,10892957400
2016-09-19,10942107800
2016-09-20,10840735100
2016-09-21,10874526000
2016-09-22,10978970600
2016-09-23,10960539200
2016-09-26,10843807000
2016-09-27,10877597899
2016-09-28,10911388800
2016-09-29,10825375600
2016-09-30,10904446440
2016-10-03,10827567940
2016-10-04,10513903660
2016-10-05,10338620680
2016-10-06,10221765360
2016-10-07,10209464800
2016-10-10,10317094700
2016-10-11,10181788540
2016-10-12,10243291340
2016-10-13,10135661440
2016-10-14,10098759760
2016-10-17,10157187420
2016-10-18,10126436020
2016-10-19,10129511160
2016-10-20,10141811719
2016-10-21,10107985180
2016-10-24,10163337700
2016-10-25,10138736580
2016-10-26,10227915640
2016-10-27,9785095480
2016-10-28,9877349680
2016-10-31,9926551920
2016-11-01,9831222580
2016-11-02,9778945200
2016-11-03,9591361660
2016-11-04,9652864460
2016-11-07,9775870060
2016-11-08,9821997160
2016-11-09,9868124260
2016-11-10,9800471180
2016-11-11,9901950800
2016-11-14,10000355280
2016-11-15,10117210600
2016-11-16,10160262560
2016-11-17,10046482380
2016-11-18,9917326500
2016-11-21,10049557520
2016-11-22,10215615080
2016-11-23,10237141060
2016-11-25,10283268160
2016-11-28,10230990780
2016-11-29,10151037140
2016-11-30,10095684620
2016-12-01,10021881260
2016-12-02,9914251360
2016-12-05,10046482380
2016-12-06,10163337700
2016-12-07,10332470400
2016-12-08,10350921239
2016-12-09,10544655060
2016-12-12,10230990780
2016-12-13,10258667040
2016-12-14,9963453600
2016-12-15,10015730980
2016-12-16,9972679020
2016-12-19,9837372860
2016-12-20,9846598280
2016-12-21,9954228180
2016-12-22,9514483160
2016-12-23,9511408020
2016-12-27,9634413620
2016-12-28,9496032320
2016-12-29,9496032320
2016-12-30,9425304100
2017-01-03,9558108840
2017-01-04,9622794720
2017-01-05,9628955280
2017-01-06,9755246760
2017-01-09,9607393320
2017-01-10,9628955280
2017-01-11,9604313040
2017-01-12,9746005920
2017-01-13,9795290400
2017-01-17,9733684800
2017-01-18,9816852360
2017-01-19,9696721440
2017-01-20,9739845360
2017-01-23,9752166480
2017-01-24,9696721440
2017-01-25,9736765080
2017-01-26,9730604520
2017-01-27,9693641160
2017-01-30,9810691800
2017-01-31,9829173480
2017-02-01,9764487600
2017-02-02,9776808720
2017-02-03,9844574880
2017-02-06,9696721440
2017-02-07,9514984920
2017-02-08,9437977920
2017-02-09,9622794720
2017-02-10,9610473600
2017-02-13,9656677800
2017-02-14,9752166480
2017-02-15,9832253760
2017-02-16,9850735440
2017-02-17,9838414320
2017-02-21,10112559240
2017-02-22,10180325400
2017-02-23,9727524240
2017-02-24,9819932640
2017-02-27,9730604520
2017-02-28,9727524240
2017-03-01,9936983280
2017-03-02,9721363680
2017-03-03,9767567880
2017-03-06,9644356680
2017-03-07,9514984920
2017-03-08,9456459600
2017-03-09,9376372320
2017-03-10,9240840000
2017-03-13,9311686440
2017-03-14,9287044200
2017-03-15,9296285040
2017-03-16,9367131480
2017-03-17,9336328680
2017-03-20,9237759720
2017-03-21,9133030200
2017-03-22,9139190760
2017-03-23,9099147120
2017-03-24,9052942920
2017-03-27,9052942920
2017-03-28,9123789360
2017-03-29,9133030200
2017-03-30,9117628800
2017-03-31,9027072890
2017-04-03,8851280900
2017-04-04,8743338450
2017-04-05,8619975650
2017-04-06,8669320770
2017-04-07,8653900420
2017-04-10,8731002170
2017-04-11,8826608340
2017-04-12,8678572980
2017-04-13,8616891580
2017-04-17,8660068560
2017-04-18,8703245540
2017-04-19,8786515430
2017-04-20,8937634860
2017-04-21,8946887070
2017-04-24,9076418010
2017-04-25,9181276390
2017-04-26,9310807330
2017-04-27,9619214330
2017-04-28,9634634680
2017-05-01,9696316080
2017-05-02,9702484220
2017-05-03,9622298400
2017-05-04,9576037350
2017-05-05,9720988640
2017-05-08,9690147940
2017-05-09,9687063870
2017-05-10,9650055030
2017-05-11,9569869210
2017-05-12,9566785140
2017-05-15,9613046190
2017-05-16,9554448860
2017-05-17,9477347110
2017-05-18,9520524090
2017-05-19,9576037350
2017-05-22,9699400150
2017-05-23,9643886890
2017-05-24,9640802820
2017-05-25,9717904570
2017-05-26,9730240850
2017-05-30,9668559450
2017-05-31,9711736430
2017-06-01,9973882380
2017-06-02,9970798310
2017-06-05,9973882380
2017-06-06,9838183300
2017-06-07,9825847020
2017-06-08,9720988640
2017-06-09,9859771790
2017-06-12,9976966450
2017-06-13,10069488550
2017-06-14,10026311570
2017-06-15,10026311570
2017-06-16,10001639010
2017-06-19,10146590300
2017-06-20,9989302730
2017-06-21,9899864700
2017-06-22,9902948770
2017-06-23,9952293890
2017-06-26,10075656690
2017-06-27,9976966450
2017-06-28,9989302730
2017-06-29,10069488550
2017-06-30,10178551550
2017-07-03,10289758790
2017-07-05,10024097050
2017-07-06,9696653510
2017-07-07,9727544410
2017-07-10,9801682570
2017-07-11,9866553460
2017-07-12,9912889810
2017-07-13,9987027970
2017-07-14,10051898860
2017-07-17,10255778800
2017-07-18,10209442450
2017-07-19,10314471510
2017-07-20,10323738780
2017-07-21,10348451500
2017-07-24,10197086090
2017-07-25,10163106100
2017-07-26,10144571560
2017-07-27,10475104189
2017-07-28,10666627770
2017-07-31,10675895040
2017-08-01,10583222340
2017-08-02,10549242350
2017-08-03,10536885990
2017-08-04,10552331439
2017-08-07,10657360500
2017-08-08,10604845970
2017-08-09,10648093230
2017-08-10,10425678750
2017-08-11,10447302380
2017-08-14,10434946020
2017-08-15,10410233300
2017-08-16,10660449590
2017-08-17,10530707810
2017-08-18,10518351450
2017-08-21,10521440540
2017-08-22,10595578700
2017-08-23,10546153260
2017-08-24,10487460550
2017-08-25,10595578700
2017-08-28,10577044160
2017-08-29,10478193280
2017-08-30,10592489610
2017-08-31,10703696850
2017-09-01,10725320480
2017-09-05,10777835010
2017-09-06,10759300470
2017-09-07,10734587750
2017-09-08,10753122290
2017-09-11,10929200420
2017-09-12,11003338580
2017-09-13,10978625860
2017-09-14,11000249490
2017-09-15,10919933150
2017-09-18,10882864069
2017-09-19,10728409569
2017-09-20,10848884080
2017-09-21,10685162310
2017-09-22,10784013189
2017-09-25,10836527720
2017-09-26,10811815000
2017-09-27,11024962210
2017-09-28,11043496750
2017-09-29,11117634910
2017-10-02,11206878200
2017-10-03,11259420100
2017-10-04,11361413200
2017-10-05,11370685300
2017-10-06,11398501600
2017-10-09,11321234100
2017-10-10,11355231800
2017-10-11,11423227200
2017-10-12,11488131900
2017-10-13,11519038900
2017-10-16,11577762200
2017-10-17,11562308699
2017-10-18,11602487800
2017-10-19,11506676099
2017-10-20,11540673800
2017-10-23,11454134200
2017-10-24,11466497000
2017-10-25,11293417800
2017-10-26,11466497000
2017-10-27,11355231800
2017-10-30,11287236400
2017-10-31,11648848300
