,LMT
2009-04-13,28549351000
2009-04-14,28208879000
2009-04-15,28758277000
2009-04-16,30015702000
2009-04-17,29768086000
2009-04-20,29299937000
2009-04-21,29419876000
2009-04-22,28959464999
2009-04-23,29930584000
2009-04-24,29822252000
2009-04-27,30201414000
2009-04-28,29841597000
2009-04-29,30596052000
2009-04-30,30383257000
2009-05-01,31567171000
2009-05-04,31083546000
2009-05-05,30828192000
2009-05-06,31137712000
2009-05-07,30828192000
2009-05-08,31903773999
2009-05-11,31087414999
2009-05-12,31574909000
2009-05-13,31157057000
2009-05-14,31288603000
2009-05-15,30924917000
2009-05-18,31164795000
2009-05-19,31160926000
2009-05-20,31911512000
2009-05-21,31524612000
2009-05-22,31509136000
2009-05-26,32213294000
2009-05-27,31640682000
2009-05-28,32108830999
2009-05-29,32356447000
2009-06-01,32561504000
2009-06-02,32642753000
2009-06-03,32205555999
2009-06-04,32693050000
2009-06-05,33339173000
2009-06-08,33215364999
2009-06-09,32503469000
2009-06-10,32085617000
2009-06-11,31810918000
2009-06-12,32023713000
2009-06-15,31752882999
2009-06-16,31652289000
2009-06-17,31745145000
2009-06-18,32302280999
2009-06-19,31938595000
2009-06-22,31524612000
2009-06-23,31474314999
2009-06-24,30766288000
2009-06-25,31389197000
2009-06-26,31327293000
2009-06-29,31290056000
2009-06-30,30759910000
2009-07-01,30756096000
2009-07-02,30328928000
2009-07-06,30702700000
2009-07-07,29749200000
2009-07-08,29901760000
2009-07-09,29855992000
2009-07-10,29714874000
2009-07-13,30512000000
2009-07-14,30965866000
2009-07-15,30988750000
2009-07-16,31461685999
2009-07-17,30927726000
2009-07-20,31316754000
2009-07-21,28654582000
2009-07-22,29081750000
2009-07-23,28738489999
2009-07-24,28254112000
2009-07-27,28433370000
2009-07-28,28631697999
2009-07-29,28494393999
2009-07-30,28471510000
2009-07-31,28513464000
2009-08-03,28891050000
2009-08-04,28784258000
2009-08-05,28345647999
2009-08-06,28871980000
2009-08-07,29276264000
2009-08-10,29032168000
2009-08-11,28685093999
2009-08-12,28852910000
2009-08-13,28757560000
2009-08-14,28448626000
2009-08-17,28208343999
2009-08-18,28261739999
2009-08-19,28124435999
2009-08-20,28460068000
2009-08-21,28574488000
2009-08-24,28494393999
2009-08-25,28387602000
2009-08-26,28444812000
2009-08-27,28810956000
2009-08-28,28585930000
2009-08-31,28597372000
2009-09-01,28833839999
2009-09-02,28437184000
2009-09-03,28559232000
2009-09-04,28711792000
2009-09-08,28288438000
2009-09-09,27891782000
2009-09-10,28055784000
2009-09-11,28849096000
2009-09-14,28830026000
2009-09-15,28871980000
2009-09-16,29047424000
2009-09-17,30344184000
2009-09-18,30542512000
2009-09-21,30222135999
2009-09-22,30344184000
2009-09-23,30065762000
2009-09-24,29348730000
2009-09-25,29707246000
2009-09-28,29603840000
2009-09-29,29849280000
2009-09-30,29483008000
2009-10-01,28927936000
2009-10-02,28459712000
2009-10-05,28316223999
2009-10-06,28765568000
2009-10-07,27953728000
2009-10-08,27564800000
2009-10-09,28629631999
2009-10-12,28100992000
2009-10-13,27980159999
2009-10-14,28376640000
2009-10-15,28270912000
2009-10-16,28486144000
2009-10-19,29071423999
2009-10-20,27183423999
2009-10-21,26303616000
2009-10-22,27028608000
2009-10-23,27258944000
2009-10-26,26987072000
2009-10-27,26435776000
2009-10-28,25797631999
2009-10-29,26239423999
2009-10-30,25975104000
2009-11-02,26005312000
2009-11-03,26205440000
2009-11-04,26583040000
2009-11-05,27511936000
2009-11-06,27855552000
2009-11-09,28542784000
2009-11-10,28168959999
2009-11-11,28350208000
2009-11-12,27980159999
2009-11-13,28724031999
2009-11-16,29067648000
2009-11-17,28814656000
2009-11-18,28455936000
2009-11-19,28425728000
2009-11-20,28735359999
2009-11-23,29180928000
2009-11-24,29286656000
2009-11-25,29679359999
2009-11-27,29112959999
2009-11-30,29162048000
2009-12-01,29803968000
2009-12-02,29524544000
2009-12-03,29252672000
2009-12-04,29532095999
2009-12-07,29705792000
2009-12-08,29324416000
2009-12-09,28471040000
2009-12-10,28690048000
2009-12-11,28992128000
2009-12-14,29384831999
2009-12-15,29305536000
2009-12-16,29248895999
2009-12-17,28727808000
2009-12-18,28825984000
2009-12-21,28799552000
2009-12-22,28565440000
2009-12-23,28406848000
2009-12-24,28361536000
2009-12-28,28584320000
2009-12-29,28946816000
2009-12-30,28742912000
2009-12-31,28143224999
2010-01-04,28703474999
2010-01-05,29002275000
2010-01-06,28576485000
2010-01-07,27792135000
2010-01-08,28240335000
2010-01-11,28374795000
2010-01-12,28371059999
2010-01-13,28714680000
2010-01-14,28699740000
2010-01-15,28669860000
2010-01-19,29248785000
2010-01-20,29174085000
2010-01-21,28752030000
2010-01-22,28229130000
2010-01-25,28669860000
2010-01-26,28677330000
2010-01-27,28808055000
2010-01-28,28442025000
2010-01-29,27833220000
2010-02-01,27971415000
2010-02-02,28591425000
2010-02-03,28643715000
2010-02-04,28386000000
2010-02-05,28281420000
2010-02-08,27836955000
2010-02-09,28180575000
2010-02-10,28053585000
2010-02-11,28516724999
2010-02-12,28229130000
2010-02-16,28397205000
2010-02-17,28524195000
2010-02-18,28882755000
2010-02-19,28837934999
2010-02-22,28737090000
2010-02-23,28722150000
2010-02-24,28968660000
2010-02-25,28755764999
2010-02-26,29043360000
2010-03-01,29454210000
2010-03-02,29584934999
2010-03-03,29450474999
2010-03-04,29607345000
2010-03-05,30354345000
2010-03-08,30287115000
2010-03-09,30709170000
2010-03-10,30843630000
2010-03-11,31011705000
2010-03-12,31034115000
2010-03-15,31418820000
2010-03-16,31605570000
2010-03-17,31695210000
2010-03-18,32098590000
2010-03-19,32457150000
2010-03-22,32012684999
2010-03-23,31665330000
2010-03-24,31329180000
2010-03-25,31198455000
2010-03-26,31463639999
2010-03-29,31179831999
2010-03-30,30911484000
2010-03-31,30591672000
2010-04-01,30834288000
2010-04-05,30819584000
2010-04-06,30334352000
2010-04-07,30213044000
2010-04-08,30213044000
2010-04-09,30433604000
2010-04-12,30481392000
2010-04-13,30363759999
2010-04-14,30367436000
2010-04-15,30591672000
2010-04-16,30507124000
2010-04-19,30951920000
2010-04-20,31234972000
2010-04-21,31705500000
2010-04-22,31859892000
2010-04-23,31951792000
2010-04-26,31646684000
2010-04-27,31062200000
2010-04-28,31231295999
2010-04-29,31749612000
2010-04-30,31205564000
2010-05-03,31889300000
2010-05-04,31393040000
2010-05-05,31187184000
2010-05-06,30455659999
2010-05-07,29874852000
2010-05-10,30738712000
2010-05-11,30547559999
2010-05-12,30661516000
2010-05-13,30271859999
2010-05-14,29698404000
2010-05-17,29889556000
2010-05-18,29775600000
2010-05-19,29591800000
2010-05-20,28507380000
2010-05-21,29834416000
2010-05-24,29334480000
2010-05-25,29555040000
2010-05-26,29308748000
2010-05-27,29613856000
2010-05-28,29378592000
2010-06-01,29102892000
2010-06-02,29334480000
2010-06-03,29301395999
2010-06-04,28448564000
2010-06-07,28055231999
2010-06-08,28305200000
2010-06-09,28430184000
2010-06-10,28845572000
2010-06-11,28948500000
2010-06-14,29286692000
2010-06-15,29716784000
2010-06-16,29849120000
2010-06-17,29757220000
2010-06-18,29661644000
2010-06-21,29433731999
2010-06-22,29356536000
2010-06-23,29294044000
2010-06-24,28716912000
2010-06-25,28691180000
2010-06-28,27936558000
2010-06-29,27061515000
2010-06-30,26827450000
2010-07-01,26813045999
2010-07-02,26805844000
2010-07-06,26766233000
2010-07-07,27155141000
2010-07-08,27421615000
2010-07-09,27093924000
2010-07-12,26913874000
2010-07-13,27198353000
2010-07-14,27187550000
2010-07-15,27349595000
2010-07-16,26622193000
2010-07-19,26665405000
2010-07-20,26611390000
2010-07-21,26524966000
2010-07-22,26737425000
2010-07-23,26629395000
2010-07-26,26964288000
2010-07-27,26960687000
2010-07-28,27093924000
2010-07-29,26989495000
2010-07-30,27061515000
2010-08-02,27331590000
2010-08-03,27162343000
2010-08-04,27014702000
2010-08-05,27018303000
2010-08-06,27032706999
2010-08-09,27223559999
2010-08-10,27025505000
2010-08-11,26330512000
2010-08-12,26100048000
2010-08-13,26186472000
2010-08-16,25905594000
2010-08-17,26078442000
2010-08-18,26524966000
2010-08-19,26316108000
2010-08-20,26359320000
2010-08-23,26100048000
2010-08-24,25657125000
2010-08-25,25808367000
2010-08-26,25761554000
2010-08-27,26024427000
2010-08-30,25286222000
2010-08-31,25034152000
2010-09-01,25181793000
2010-09-02,25322231999
2010-09-03,25466272000
2010-09-07,25059359000
2010-09-08,24796486000
2010-09-09,24980137000
2010-09-10,25343838000
2010-09-13,25008945000
2010-09-14,24659648000
2010-09-15,24659648000
2010-09-16,24670451000
2010-09-17,25116975000
2010-09-20,25462670999
2010-09-21,25801165000
2010-09-22,25855180000
2010-09-23,25808367000
2010-09-24,26334113000
2010-09-27,25550140000
2010-09-28,25581910000
2010-09-29,25377170000
2010-09-30,25161840000
2010-10-01,24572330000
2010-10-04,24480549999
2010-10-05,24921799999
2010-10-06,25027700000
2010-10-07,24932390000
2010-10-08,24745299999
2010-10-11,24879440000
2010-10-12,24904150000
2010-10-13,25105360000
2010-10-14,24780600000
2010-10-15,24717060000
2010-10-18,24724120000
2010-10-19,24522910000
2010-10-20,24649990000
2010-10-21,25359520000
2010-10-22,25338340000
2010-10-25,25207730000
2010-10-26,25345400000
2010-10-27,25024170000
2010-10-28,25070060000
2010-10-29,25165370000
2010-11-01,25228910000
2010-11-02,25288920000
2010-11-03,25038290000
2010-11-04,25401879999
2010-11-05,25864310000
2010-11-08,25871370000
2010-11-09,25610150000
2010-11-10,25387760000
2010-11-11,24748830000
2010-11-12,24529970000
2010-11-15,24487610000
2010-11-16,24244040000
2010-11-17,24198150000
2010-11-18,24409950000
2010-11-19,24508790000
2010-11-22,24229920000
2010-11-23,24116959999
2010-11-24,24413480000
2010-11-26,24286400000
2010-11-29,24074600000
2010-11-30,24018120000
2010-12-01,24498200000
2010-12-02,24639400000
2010-12-03,24420540000
2010-12-06,24279340000
2010-12-07,24515850000
2010-12-08,24261690000
2010-12-09,24113430000
2010-12-10,24300520000
2010-12-13,24222860000
2010-12-14,24717060000
2010-12-15,24611160000
2010-12-16,24840610000
2010-12-17,24734709999
2010-12-20,24586450000
2010-12-21,24639400000
2010-12-22,24480549999
2010-12-23,24445250000
2010-12-27,24466430000
2010-12-28,24561740000
2010-12-29,24402890000
2010-12-30,24247570000
2010-12-31,24363635000
2011-01-03,24349695000
2011-01-04,24503035000
2011-01-05,25064120000
2011-01-06,25503230000
2011-01-07,25660055000
2011-01-10,25646115000
2011-01-11,25667025000
2011-01-12,25872640000
2011-01-13,25733240000
2011-01-14,25963250000
2011-01-18,26674190000
2011-01-19,27064510000
2011-01-20,27643019999
2011-01-21,27608170000
2011-01-24,27193455000
2011-01-25,27555894999
2011-01-26,27318915000
2011-01-27,27566349999
2011-01-28,27252700000
2011-01-31,27740599999
2011-02-01,28085615000
2011-02-02,28252894999
2011-02-03,28130920000
2011-02-04,28127434999
2011-02-07,28409720000
2011-02-08,28367900000
2011-02-09,28671095000
2011-02-10,28538665000
2011-02-11,28468965000
2011-02-14,28200620000
2011-02-15,28395780000
2011-02-16,28326080000
2011-02-17,28542150000
2011-02-18,28510785000
2011-02-22,27942730000
2011-02-23,27928790000
2011-02-24,27956670000
2011-02-25,27918335000
2011-02-28,27587260000
2011-03-01,27573320000
2011-03-02,27691809999
2011-03-03,28151830000
2011-03-04,27827724999
2011-03-07,27636050000
2011-03-08,27974095000
2011-03-09,28047280000
2011-03-10,27545440000
2011-03-11,28043795000
2011-03-14,28043795000
2011-03-15,27768480000
2011-03-16,27325885000
2011-03-17,28022885000
2011-03-18,28064705000
2011-03-21,28308655000
2011-03-22,28333050000
2011-03-23,28291230000
2011-03-24,28158800000
2011-03-25,28008945000
2011-03-28,27513128000
2011-03-29,27543979999
2011-03-30,27341728000
2011-03-31,27561120000
2011-04-01,27759944000
2011-04-04,27763372000
2011-04-05,27804508000
2011-04-06,27934772000
2011-04-07,28037612000
2011-04-08,27595400000
2011-04-11,27598828000
2011-04-12,27550836000
2011-04-13,26844668000
2011-04-14,26645844000
2011-04-15,26803532000
2011-04-18,26361320000
2011-04-19,26399028000
2011-04-20,26697264000
2011-04-21,26662984000
2011-04-25,26546432000
2011-04-26,27094912000
2011-04-27,27136048000
2011-04-28,27101768000
2011-04-29,27166900000
2011-05-02,26992072000
2011-05-03,27386292000
2011-05-04,27050348000
2011-05-05,27358868000
2011-05-06,27406860000
2011-05-09,27400004000
2011-05-10,27235460000
2011-05-11,27211464000
2011-05-12,27447995999
2011-05-13,27283452000
2011-05-16,27540552000
2011-05-17,27273168000
2011-05-18,27427428000
2011-05-19,27554264000
2011-05-20,27338300000
2011-05-23,27160044000
2011-05-24,26944079999
2011-05-25,26896087999
2011-05-26,26649272000
2011-05-27,26484728000
2011-05-31,26704120000
2011-06-01,25970528000
2011-06-02,25960244000
2011-06-03,26148784000
2011-06-06,26525864000
2011-06-07,26495012000
2011-06-08,26436736000
2011-06-09,26700692000
2011-06-10,26498440000
2011-06-13,27033208000
2011-06-14,27300592000
2011-06-15,27297164000
2011-06-16,27393148000
2011-06-17,27427428000
2011-06-20,27540552000
2011-06-21,27646820000
2011-06-22,27427428000
2011-06-23,27317732000
2011-06-24,27149760000
2011-06-27,26275166000
2011-06-28,26199312000
2011-06-29,26506026000
2011-06-30,26703906000
2011-07-01,27033706000
2011-07-05,26703906000
2011-07-06,26918276000
2011-07-07,26832528000
2011-07-08,26552198000
2011-07-11,26377404000
2011-07-12,26288357999
2011-07-13,26275166000
2011-07-14,26120160000
2011-07-15,25846426000
2011-07-18,25539712000
2011-07-19,25856320000
2011-07-20,25829935999
2011-07-21,26436768000
2011-07-22,26252080000
2011-07-25,26153140000
2011-07-26,26654435999
2011-07-27,25546307999
2011-07-28,24830642000
2011-07-29,24975754000
2011-08-01,24556907999
2011-08-02,24299664000
2011-08-03,24260088000
2011-08-04,23521335999
2011-08-05,24016035999
2011-08-08,22723220000
2011-08-09,23376224000
2011-08-10,22053726000
2011-08-11,22703432000
2011-08-12,22795776000
2011-08-15,23171748000
2011-08-16,23313562000
2011-08-17,23478462000
2011-08-18,22881524000
2011-08-19,22884822000
2011-08-22,23059616000
2011-08-23,23706024000
2011-08-24,24161148000
2011-08-25,23758792000
2011-08-26,24157850000
2011-08-29,24428285999
2011-08-30,24438180000
2011-08-31,24467862000
2011-09-01,24091890000
2011-09-02,23537826000
2011-09-06,23488356000
2011-09-07,24055612000
2011-09-08,23725812000
2011-09-09,23603785999
2011-09-12,23824752000
2011-09-13,23979757999
2011-09-14,24266684000
2011-09-15,24880112000
2011-09-16,25074694000
2011-09-19,25292362000
2011-09-20,24880112000
2011-09-21,23959970000
2011-09-22,24121572000
2011-09-23,23775282000
2011-09-26,23786672000
2011-09-27,23944648000
2011-09-28,23638367999
2011-09-29,23370776000
2011-09-30,23419136000
2011-10-03,22941984000
2011-10-04,23438480000
2011-10-05,23370776000
2011-10-06,23577112000
2011-10-07,23857600000
2011-10-10,24421800000
2011-10-11,24605567999
2011-10-12,24544312000
2011-10-13,24634584000
2011-10-14,24499176000
2011-10-17,24089728000
2011-10-18,24495952000
2011-10-19,24331528000
2011-10-20,24405680000
2011-10-21,24953760000
2011-10-24,25382552000
2011-10-25,25434136000
2011-10-26,24615240000
2011-10-27,24389560000
2011-10-28,24318632000
2011-10-31,24470160000
2011-11-01,23854376000
2011-11-02,24025248000
2011-11-03,24531416000
2011-11-04,24670048000
2011-11-07,25231024000
2011-11-08,25272936000
2011-11-09,24808680000
2011-11-10,24544312000
2011-11-11,24960208000
2011-11-14,24937640000
2011-11-15,25098840000
2011-11-16,24479832000
2011-11-17,24231584000
2011-11-18,24212240000
2011-11-21,24015576000
2011-11-22,24009128000
2011-11-23,23841480000
2011-11-25,24305736000
2011-11-28,25147200000
2011-11-29,24666824000
2011-11-30,25195560000
2011-12-01,25463152000
2011-12-02,25089167999
2011-12-05,25182664000
2011-12-06,25118184000
2011-12-07,25008567999
2011-12-08,24670048000
2011-12-09,24960208000
2011-12-12,24789336000
2011-12-13,24737752000
2011-12-14,24595896000
2011-12-15,24799008000
2011-12-16,24857040000
2011-12-19,24766767999
2011-12-20,25318072000
2011-12-21,25672712000
2011-12-22,26053144000
2011-12-23,26246584000
2011-12-27,26217567999
2011-12-28,26095056000
2011-12-29,26282048000
2011-12-30,26082160000
2012-01-03,26582682000
2012-01-04,26222931000
2012-01-05,25950686999
2012-01-06,25921518000
2012-01-09,25940964000
2012-01-10,26128942000
2012-01-11,26180798000
2012-01-12,26475729000
2012-01-13,26420632000
2012-01-17,26459524000
2012-01-18,26666948000
2012-01-19,27130410999
2012-01-20,26828998000
2012-01-23,26751214000
2012-01-24,26653984000
2012-01-25,26488693000
2012-01-26,26728527000
2012-01-27,26582682000
2012-01-30,26579441000
2012-01-31,26679911999
2012-02-01,27068832000
2012-02-02,26955397000
2012-02-03,27415619000
2012-02-06,27629525000
2012-02-07,28076783000
2012-02-08,28404124000
2012-02-09,28524041000
2012-02-10,28361991000
2012-02-13,28595343000
2012-02-14,28666645000
2012-02-15,28174013000
2012-02-16,28002240000
2012-02-17,28517559000
2012-02-21,28245315000
2012-02-22,28397642000
2012-02-23,28614789000
2012-02-24,29016673000
2012-02-27,28977781000
2012-02-28,28747670000
2012-02-29,28653681000
2012-03-01,28640717000
2012-03-02,28682850000
2012-03-05,28741188000
2012-03-06,28449498000
2012-03-07,28507835999
2012-03-08,28643958000
2012-03-09,28815731000
2012-03-12,28844900000
2012-03-13,29055565000
2012-03-14,29305122000
2012-03-15,29266230000
2012-03-16,28948611999
2012-03-19,29026396000
2012-03-20,28955094000
2012-03-21,28990745000
2012-03-22,28974540000
2012-03-23,29094457000
2012-03-26,29412680000
2012-03-27,29480825000
2012-03-28,29104405000
2012-03-29,29084935000
2012-03-30,29159570000
2012-04-02,29581420000
2012-04-03,29552214999
2012-04-04,29315330000
2012-04-05,29253675000
2012-04-09,28796130000
2012-04-10,28448915000
2012-04-11,28715005000
2012-04-12,29260165000
2012-04-13,28977850000
2012-04-16,29065464999
2012-04-17,29399700000
2012-04-18,29325065000
2012-04-19,29315330000
2012-04-20,29477580000
2012-04-23,29376985000
2012-04-24,29571685000
2012-04-25,29523010000
2012-04-26,29756650000
2012-04-27,29626850000
2012-04-30,29380230000
2012-05-01,29383475000
2012-05-02,29230960000
2012-05-03,29033015000
2012-05-04,28500835000
2012-05-07,28332095000
2012-05-08,28273685000
2012-05-09,27890775000
2012-05-10,27945940000
2012-05-11,27650644999
2012-05-14,27647400000
2012-05-15,27449455000
2012-05-16,27365085000
2012-05-17,26878335000
2012-05-18,26862110000
2012-05-21,27137935000
2012-05-22,27157405000
2012-05-23,27047075000
2012-05-24,27053565000
2012-05-25,26839394999
2012-05-29,27147670000
2012-05-30,26868600000
2012-05-31,26868600000
2012-06-01,26355890000
2012-06-04,26300725000
2012-06-05,26226089999
2012-06-06,26732310000
2012-06-07,26982175000
2012-06-08,27027605000
2012-06-11,26758269999
2012-06-12,27053565000
2012-06-13,26826415000
2012-06-14,27040585000
2012-06-15,27079525000
2012-06-18,27504620000
2012-06-19,27679850000
2012-06-20,27433230000
2012-06-21,27378065000
2012-06-22,27696075000
2012-06-25,27254875000
2012-06-26,26973430000
2012-06-27,27468385000
2012-06-28,27345455000
2012-06-29,28170380000
2012-07-02,28196260000
2012-07-03,28309485000
2012-07-05,28144500000
2012-07-06,28099210000
2012-07-09,28270665000
2012-07-10,28150970000
2012-07-11,28092740000
2012-07-12,27827470000
2012-07-13,28225375000
2012-07-16,28189790000
2012-07-17,28283605000
2012-07-18,28662100000
2012-07-19,28632985000
2012-07-20,28374184999
2012-07-23,28115385000
2012-07-24,28400065000
2012-07-25,28364480000
2012-07-26,28645925000
2012-07-27,29179700000
2012-07-30,28817380000
2012-07-31,28878845000
2012-08-01,28778559999
2012-08-02,28613575000
2012-08-03,28917665000
2012-08-06,28788265000
2012-08-07,29218519999
2012-08-08,29402915000
2012-08-09,29289690000
2012-08-10,29448205000
2012-08-13,29477320000
2012-08-14,29551725000
2012-08-15,29603485000
2012-08-16,29778175000
2012-08-17,29891400000
2012-08-20,30189019999
2012-08-21,30344300000
2012-08-22,30095205000
2012-08-23,29826700000
2012-08-24,29907575000
2012-08-27,29852580000
2012-08-28,29917280000
2012-08-29,29736120000
2012-08-30,29415855000
2012-08-31,29483790000
2012-09-04,29286455000
2012-09-05,29609955000
2012-09-06,30030505000
2012-09-07,29820230000
2012-09-10,29771705000
2012-09-11,29839640000
2012-09-12,29897870000
2012-09-13,30127555000
2012-09-14,29930220000
2012-09-17,29829934999
2012-09-18,29687595000
2012-09-19,29839640000
2012-09-20,29496730000
2012-09-21,29532315000
2012-09-24,29451440000
2012-09-25,29600250000
2012-09-26,29732885000
2012-09-27,29910809999
2012-09-28,30208430000
2012-10-01,30153088000
2012-10-02,30062732000
2012-10-03,30040143000
2012-10-04,30501604000
2012-10-05,30453199000
2012-10-08,30337027000
2012-10-09,30243444000
2012-10-10,29917516999
2012-10-11,29920744000
2012-10-12,29998191999
2012-10-15,29849750000
2012-10-16,30130499000
2012-10-17,30198266000
2012-10-18,30437063999
2012-10-19,29975603000
2012-10-22,29936879000
2012-10-23,29672265000
2012-10-24,30307984000
2012-10-25,30188585000
2012-10-26,29959468000
2012-10-31,30227309000
2012-11-01,30395113000
2012-11-02,30243444000
2012-11-05,30366070000
2012-11-06,30614549000
2012-11-07,29414105000
2012-11-08,29017184000
2012-11-09,29036546000
2012-11-12,28981687000
2012-11-13,29101086000
2012-11-14,28433097000
2012-11-15,28262066000
2012-11-16,28546041999
2012-11-19,29197896000
2012-11-20,29101086000
2012-11-21,29207577000
2012-11-23,29633541000
2012-11-26,30104683000
2012-11-27,30043370000
2012-11-28,30236990000
2012-11-29,30024008000
2012-11-30,30107910000
2012-12-03,29543185000
2012-12-04,29520596000
2012-12-05,29536731000
2012-12-06,29520596000
2012-12-07,29656130000
2012-12-10,29820707000
2012-12-11,29688400000
2012-12-12,29627087000
2012-12-13,29039773000
2012-12-14,28707391999
2012-12-17,29178534000
2012-12-18,29988511000
2012-12-19,29982057000
2012-12-20,29849750000
2012-12-21,30053051000
2012-12-24,29936879000
2012-12-26,29698081000
2012-12-27,29956241000
2012-12-28,29475418000
2012-12-31,29689693000
2013-01-02,30004959000
2013-01-03,30095035000
2013-01-04,30207630000
2013-01-07,30310574000
2013-01-08,29905231999
2013-01-09,30236583000
2013-01-10,30275187000
2013-01-11,30146506999
2013-01-14,30210847000
2013-01-15,30246234000
2013-01-16,30095035000
2013-01-17,30481075000
2013-01-18,30230149000
2013-01-22,30667661000
2013-01-23,30905718999
2013-01-24,29998525000
2013-01-25,29721863000
2013-01-28,28734243999
2013-01-29,28904745000
2013-01-30,28377156999
2013-01-31,27946079000
2013-02-01,28058674000
2013-02-04,27891390000
2013-02-05,27991117000
2013-02-06,28180920000
2013-02-07,28129448000
2013-02-08,28312817000
2013-02-11,28158401000
2013-02-12,28071542000
2013-02-13,28007202000
2013-02-14,28013636000
2013-02-15,28267779000
2013-02-19,28383591000
2013-02-20,28222741000
2013-02-21,28168052000
2013-02-22,28348204000
2013-02-25,28270996000
2013-02-26,28084410000
2013-02-27,28415761000
2013-02-28,28309600000
2013-03-01,28364289000
2013-03-04,28020070000
2013-03-05,28248477000
2013-03-06,28425412000
2013-03-07,28563743000
2013-03-08,28949783000
2013-03-11,29126718000
2013-03-12,29072029000
2013-03-13,29692910000
2013-03-14,29770118000
2013-03-15,29834458000
2013-03-18,29712212000
2013-03-19,29876279000
2013-03-20,29673608000
2013-03-21,29493456000
2013-03-22,29680042000
2013-03-25,29696127000
2013-03-26,30143290000
2013-03-27,30390999000
2013-03-28,31050484000
2013-04-01,30476000000
2013-04-02,30479208000
2013-04-03,30504872000
2013-04-04,30604320000
2013-04-05,30325224000
2013-04-08,30504872000
2013-04-09,30607528000
2013-04-10,30790384000
2013-04-11,31213840000
2013-04-12,31175344000
2013-04-15,30617152000
2013-04-16,30880208000
2013-04-17,30655648000
2013-04-18,30482416000
2013-04-19,30886624000
2013-04-22,30748680000
2013-04-23,31136848000
2013-04-24,31338952000
2013-04-25,31525016000
2013-04-26,31749576000
2013-04-29,31778448000
2013-04-30,31788072000
2013-05-01,31871480000
2013-05-02,32294936000
2013-05-03,32724808000
2013-05-06,32782552000
2013-05-07,33003904000
2013-05-08,32657440000
2013-05-09,32513080000
2013-05-10,32702352000
2013-05-13,32686312000
2013-05-14,33000696000
2013-05-15,33379240000
2013-05-16,33363200000
2013-05-17,34136328000
2013-05-20,34184448000
2013-05-21,34322392000
2013-05-22,34161992000
2013-05-23,34101040000
2013-05-24,34344848000
2013-05-28,34566200000
2013-05-29,34425048000
2013-05-30,34335224000
2013-05-31,33950264000
2013-06-03,33825152000
2013-06-04,33706455999
2013-06-05,33231672000
2013-06-06,33481896000
2013-06-07,34441088000
2013-06-10,34219736000
2013-06-11,33991967999
2013-06-12,34341640000
2013-06-13,34636776000
2013-06-14,34550160000
2013-06-17,34733016000
2013-06-18,34919080000
2013-06-19,34303144000
2013-06-20,33696832000
2013-06-21,33703248000
2013-06-24,33308664000
2013-06-25,33257336000
2013-06-26,33931016000
2013-06-27,34441088000
2013-06-28,34793968000
2013-07-01,34719678000
2013-07-02,34186320000
2013-07-03,34443360000
2013-07-05,34912458000
2013-07-08,35076321000
2013-07-09,35204841000
2013-07-10,35831376000
2013-07-11,36339030000
2013-07-12,36155889000
2013-07-15,36747081000
2013-07-16,36178380000
2013-07-17,36653904000
2013-07-18,37074807000
2013-07-19,37126215000
2013-07-22,37158345000
2013-07-23,37887696000
2013-07-24,38273256000
2013-07-25,38395350000
2013-07-26,38556000000
2013-07-29,38552787000
2013-07-30,38584917000
2013-07-31,38594556000
2013-08-01,39253221000
2013-08-02,39767301000
2013-08-05,39889395000
2013-08-06,39924738000
2013-08-07,40014702000
2013-08-08,40046832000
2013-08-09,39847626000
2013-08-12,39519900000
2013-08-13,39860478000
2013-08-14,39719106000
2013-08-15,39240369000
2013-08-16,39262860000
2013-08-19,39169683000
2013-08-20,39330333000
2013-08-21,39497409000
2013-08-22,39748023000
2013-08-23,40483800000
2013-08-26,40223547000
2013-08-27,39564882000
2013-08-28,39616290000
2013-08-29,39307842000
2013-08-30,39333546000
2013-09-03,39722319000
2013-09-04,39927951000
2013-09-05,39886182000
2013-09-06,39754449000
2013-09-09,39863691000
2013-09-10,40184991000
2013-09-11,40666941000
2013-09-12,40657302000
2013-09-13,40885425000
2013-09-16,41274198000
2013-09-17,41653331999
2013-09-18,42038892000
2013-09-19,41894306999
2013-09-20,41126400000
2013-09-23,41004306000
2013-09-24,41171381999
2013-09-25,41081418000
2013-09-26,41720805000
2013-09-27,41524812000
2013-09-30,40803245000
2013-10-01,40787250000
2013-10-02,40013092000
2013-10-03,39293317000
2013-10-04,39187750000
2013-10-07,39526844000
2013-10-08,39174954000
2013-10-09,39037397000
2013-10-10,40524932000
2013-10-11,40361783000
2013-10-14,40787250000
2013-10-15,40275410000
2013-10-16,40902414000
2013-10-17,41382264000
2013-10-18,41235110000
2013-10-21,40083470000
2013-10-22,41602995000
2013-10-23,42220402000
2013-10-24,42425138000
2013-10-25,42866600000
2013-10-28,42620277000
2013-10-29,42757834000
2013-10-30,42777028000
2013-10-31,42655466000
2013-11-01,43042545000
2013-11-04,43423226000
2013-11-05,43336853000
2013-11-06,43784713000
2013-11-07,43570380000
2013-11-08,44181389000
2013-11-11,43874285000
2013-11-12,43899877000
2013-11-13,43909474000
2013-11-14,44238971000
2013-11-15,43970255000
2013-11-18,44098215000
2013-11-19,44456503000
2013-11-20,43887081000
2013-11-21,44360532999
2013-11-22,45067512000
2013-11-25,45349024000
