,HP
2009-04-14,3009883750
2009-04-15,3110037500
2009-04-16,3353569250
2009-04-17,3470591000
2009-04-20,3152207500
2009-04-21,3424203999
2009-04-22,3510652499
2009-04-23,3367274500
2009-04-24,3453723000
2009-04-27,3372545750
2009-04-28,3355677750
2009-04-29,3540171500
2009-04-30,3249198500
2009-05-01,3302965250
2009-05-04,3501164250
2009-05-05,3479025000
2009-05-06,3670898500
2009-05-07,3473753750
2009-05-08,3660356000
2009-05-11,3411553000
2009-05-12,3479025000
2009-05-13,3292422750
2009-05-14,3268175000
2009-05-15,3133231000
2009-05-18,3427366750
2009-05-19,3436855000
2009-05-20,3414715750
2009-05-21,3335647000
2009-05-22,3362003250
2009-05-26,3450560249
2009-05-27,3408390250
2009-05-28,3561256500
2009-05-29,3686712250
2009-06-01,3878585750
2009-06-02,3864880499
2009-06-03,3548605499
2009-06-04,3665627250
2009-06-05,3542280000
2009-06-08,3486404750
2009-06-09,3540171500
2009-06-10,3610806250
2009-06-11,3757347000
2009-06-12,3681441000
2009-06-15,3540171500
2009-06-16,3412607249
2009-06-17,3252361250
2009-06-18,3269229250
2009-06-19,3256578250
2009-06-22,3057325000
2009-06-23,3087898250
2009-06-24,3146936250
2009-06-25,3300856750
2009-06-26,3324050250
2009-06-29,3305073750
2009-06-30,3255735420
2009-07-01,3228314260
2009-07-02,3080661860
2009-07-06,2985742460
2009-07-07,2885549760
2009-07-08,2925626840
2009-07-09,2958321300
2009-07-10,2963594600
2009-07-13,3055350020
2009-07-14,3118629620
2009-07-15,3256790080
2009-07-16,3358037440
2009-07-17,3382294620
2009-07-20,3433972960
2009-07-21,3501471200
2009-07-22,3436082280
2009-07-23,3578461380
2009-07-24,3599554580
2009-07-27,3619593120
2009-07-28,3524673720
2009-07-29,3501471200
2009-07-30,3517291100
2009-07-31,3623811760
2009-08-03,3703965919
2009-08-04,3686036700
2009-08-05,3776737460
2009-08-06,3702911260
2009-08-07,3676544760
2009-08-10,3634358360
2009-08-11,3502525860
2009-08-12,3545766919
2009-08-13,3631194380
2009-08-14,3485651299
2009-08-17,3322179000
2009-08-18,3418153059
2009-08-19,3485651299
2009-08-20,3514127120
2009-08-21,3671271460
2009-08-24,3739824360
2009-08-25,3607991860
2009-08-26,3585844000
2009-08-27,3577406720
2009-08-28,3604827880
2009-08-31,3528892360
2009-09-01,3475104700
2009-09-02,3404442480
2009-09-03,3467722080
2009-09-04,3623811760
2009-09-08,3758808240
2009-09-09,3804158620
2009-09-10,3871656860
2009-09-11,3973958880
2009-09-14,4042511780
2009-09-15,4231295919
2009-09-16,4321996680
2009-09-17,4143759140
2009-09-18,4039347799
2009-09-21,4105791380
2009-09-22,4184890880
2009-09-23,4068878280
2009-09-24,3939155100
2009-09-25,3896968700
2009-09-28,4087862160
2009-09-29,4180672240
2009-09-30,4173379750
2009-10-01,4005515499
2009-10-02,3951672250
2009-10-05,4143818750
2009-10-06,4276843250
2009-10-07,4291623750
2009-10-08,4408812000
2009-10-09,4383474000
2009-10-12,4476380000
2009-10-13,4408812000
2009-10-14,4456320750
2009-10-15,4616794750
2009-10-16,4674861000
2009-10-19,4682251250
2009-10-20,4664303500
2009-10-21,4695976000
2009-10-22,4740317500
2009-10-23,4547115250
2009-10-26,4390864250
2009-10-27,4328575000
2009-10-28,4080473750
2009-10-29,4268397250
2009-10-30,4013961500
2009-11-02,4012905750
2009-11-03,4116369250
2009-11-04,4027686250
2009-11-05,4084696749
2009-11-06,4020296000
2009-11-09,4145930250
2009-11-10,4113202000
2009-11-11,4129038250
2009-11-12,3993902250
2009-11-13,3997069500
2009-11-16,4062525999
2009-11-17,4004459750
2009-11-18,4030853500
2009-11-19,3948505000
2009-11-20,3949560749
2009-11-23,4032965000
2009-11-24,4051968500
2009-11-25,4137484249
2009-11-27,4002348249
2009-11-30,3964341249
2009-12-01,3988623500
2009-12-02,3966452750
2009-12-03,3885159999
2009-12-04,3885159999
2009-12-07,3925278500
2009-12-08,3854543250
2009-12-09,3888327250
2009-12-10,4021351750
2009-12-11,4041411000
2009-12-14,4126926750
2009-12-15,4136428500
2009-12-16,4218777000
2009-12-17,4191327500
2009-12-18,4247282249
2009-12-21,4269452999
2009-12-22,4308515750
2009-12-23,4477435750
2009-12-24,4466878250
2009-12-28,4448930500
2009-12-29,4373972250
2009-12-30,4299014000
2009-12-31,4215754680
2010-01-04,4437747780
2010-01-05,4696739730
2010-01-06,4867991550
2010-01-07,4898647740
2010-01-08,5074128000
2010-01-11,4911333060
2010-01-12,4810907610
2010-01-13,4993787640
2010-01-14,5135440380
2010-01-15,5020215390
2010-01-19,5060385570
2010-01-20,4998016080
2010-01-21,4981102320
2010-01-22,4699911060
2010-01-25,4726338810
2010-01-26,4765451880
2010-01-27,4777080090
2010-01-28,4660797990
2010-01-29,4421891130
2010-02-01,4529716350
2010-02-02,4574114970
2010-02-03,4540287450
2010-02-04,4261210410
2010-02-05,4264381740
2010-02-08,4229497110
2010-02-09,4300323480
2010-02-10,4334151000
2010-02-11,4413434250
2010-02-12,4401806040
2010-02-16,4537116120
2010-02-17,4661855100
2010-02-18,4682997300
2010-02-19,4641770010
2010-02-22,4412377140
2010-02-23,4396520490
2010-02-24,4358464530
2010-02-25,4375378290
2010-02-26,4283409720
2010-03-01,4289752380
2010-03-02,4310894580
2010-03-03,4357407420
2010-03-04,4242182430
2010-03-05,4253810640
2010-03-08,4186155600
2010-03-09,4217868900
2010-03-10,4298209260
2010-03-11,4308780360
2010-03-12,4321465680
2010-03-15,4270724400
2010-03-16,4321465680
2010-03-17,4341550770
2010-03-18,4110043680
2010-03-19,4020189330
2010-03-22,4103701020
2010-03-23,4100529690
2010-03-24,4026531990
2010-03-25,3847880400
2010-03-26,3858451500
2010-03-29,3992704470
2010-03-30,3962048279
2010-03-31,4026693440
2010-04-01,4100713540
2010-04-05,4219145700
2010-04-06,4192709950
2010-04-07,4131379010
2010-04-08,4103885830
2010-04-09,4123977000
2010-04-12,4103885830
2010-04-13,4118689850
2010-04-14,4224432850
2010-04-15,4307969820
2010-04-16,4203284250
2010-04-19,4171561350
2010-04-20,4295280660
2010-04-21,4445435720
2010-04-22,4521570680
2010-04-23,4569155030
2010-04-26,4578671900
2010-04-27,4409483100
2010-04-28,4506766660
2010-04-29,4388334500
2010-04-30,4295280660
2010-05-03,4277304350
2010-05-04,4202226820
2010-05-05,4167331629
2010-05-06,3948443620
2010-05-07,3771852810
2010-05-10,3909318710
2010-05-11,3873366090
2010-05-12,3994970540
2010-05-13,4004487409
2010-05-14,3971707080
2010-05-17,3867021510
2010-05-18,3849045200
2010-05-19,3767623090
2010-05-20,3533931060
2010-05-21,3651305790
2010-05-24,3546620220
2010-05-25,3579400550
2010-05-26,3579400550
2010-05-27,3882882960
2010-05-28,3984396240
2010-06-01,3791943980
2010-06-02,4027750870
2010-06-03,4321716410
2010-06-04,4096483820
2010-06-07,4095426389
2010-06-08,4125034430
2010-06-09,4145125600
2010-06-10,4458124880
2010-06-11,4438033710
2010-06-14,4376702770
2010-06-15,4478216050
2010-06-16,4480330910
2010-06-17,4510996380
2010-06-18,4495134930
2010-06-21,4421114830
2010-06-22,4262500330
2010-06-23,4273074629
2010-06-24,4127149290
2010-06-25,4131379010
2010-06-28,4017176570
2010-06-29,3960075350
2010-06-30,3864400320
2010-07-01,3859109520
2010-07-02,3865458480
2010-07-06,3914133840
2010-07-07,4208302320
2010-07-08,4235814480
2010-07-09,4280257200
2010-07-12,4205127840
2010-07-13,4250628720
2010-07-14,4243221600
2010-07-15,4236872640
2010-07-16,4059101760
2010-07-19,4087672080
2010-07-20,4256977679
2010-07-21,4238988960
2010-07-22,4353270240
2010-07-23,4338456000
2010-07-26,4404061920
2010-07-27,4331048880
2010-07-28,4297187760
2010-07-29,4279199039
2010-07-30,4288722480
2010-08-02,4377607920
2010-08-03,4364910000
2010-08-04,4380782400
2010-08-05,4334223360
2010-08-06,4298245920
2010-08-09,4306711200
2010-08-10,4251686880
2010-08-11,4037938559
2010-08-12,4021008000
2010-08-13,3959634720
2010-08-16,3946936799
2010-08-17,4034764080
2010-08-18,4014659039
2010-08-19,3959634720
2010-08-20,3844295280
2010-08-23,3910959360
2010-08-24,3954343919
2010-08-25,3907784880
2010-08-26,3864400320
2010-08-27,3999844799
2010-08-30,4005135600
2010-08-31,3919424640
2010-09-01,4105660799
2010-09-02,4131056640
2010-09-03,4168092240
2010-09-07,4082381280
2010-09-08,4150103520
2010-09-09,4138463760
2010-09-10,4261210320
2010-09-13,4356444720
2010-09-14,4309885680
2010-09-15,4267559280
2010-09-16,4076032320
2010-09-17,4080264960
2010-09-20,4154336160
2010-09-21,4120475039
2010-09-22,4129998480
2010-09-23,4127882160
2010-09-24,4222058400
2010-09-27,4178673840
2010-09-28,4198778880
2010-09-29,4246396080
2010-09-30,4290014260
2010-10-01,4268808060
2010-10-04,4276230230
2010-10-05,4361055030
2010-10-06,4479809750
2010-10-07,4363175650
2010-10-08,4440578280
2010-10-11,4492533470
2010-10-12,4499955640
2010-10-13,4650519660
2010-10-14,4680208340
2010-10-15,4680208340
2010-10-18,4639916560
2010-10-19,4446940140
2010-10-20,4471327270
2010-10-21,4427854560
2010-10-22,4407708670
2010-10-25,4380140610
2010-10-26,4399226190
2010-10-27,4524342770
2010-10-28,4550850520
2010-10-29,4536006180
2010-11-01,4527523700
2010-11-02,4536006180
2010-11-03,4536006180
2010-11-04,4664303690
2010-11-05,4633554700
2010-11-08,4637795940
2010-11-09,4664303690
2010-11-10,4771395000
2010-11-11,4927260570
2010-11-12,4844556390
2010-11-15,4816988330
2010-11-16,4768214070
2010-11-17,4806385230
2010-11-18,5023748780
2010-11-19,4936803360
2010-11-22,4877426000
2010-11-23,4757610970
2010-11-24,4845616700
2010-11-26,4812747090
2010-11-29,4821229570
2010-11-30,4809566160
2010-12-01,4968612660
2010-12-02,5124478230
2010-12-03,5120236990
2010-12-06,5077824590
2010-12-07,5022688470
2010-12-08,5006783820
2010-12-09,5025869400
2010-12-10,5061919940
2010-12-13,5100091100
2010-12-14,5077824590
2010-12-15,5084186450
2010-12-16,5161589080
2010-12-17,5167950940
2010-12-20,5152046290
2010-12-21,5148865360
2010-12-22,5167950940
2010-12-23,5165830320
2010-12-27,5132960710
2010-12-28,5141443190
2010-12-29,5201880860
2010-12-30,5182795280
2010-12-31,5163847200
2011-01-03,5223495600
2011-01-04,5124436650
2011-01-05,5242668300
2011-01-06,5156391150
2011-01-07,5207518350
2011-01-10,5172368400
2011-01-11,5203257750
2011-01-12,5335336350
2011-01-13,5295925800
2011-01-14,5406701400
2011-01-18,5533454250
2011-01-19,5436525600
2011-01-20,5391789300
2011-01-21,5392854450
2011-01-24,5386463550
2011-01-25,5309772750
2011-01-26,5518542150
2011-01-27,6043661100
2011-01-28,6004250550
2011-01-31,6255625950
2011-02-01,6282254700
2011-02-02,6290775900
2011-02-03,6302492550
2011-02-04,6295036500
2011-02-07,6348294000
2011-02-08,6390900000
2011-02-09,6279059250
2011-02-10,6337642500
2011-02-11,6309948600
2011-02-14,6406877250
2011-02-15,6407942400
2011-02-16,6564519450
2011-02-17,6559193700
2011-02-18,6619907250
2011-02-22,6577301250
2011-02-23,6713640450
2011-02-24,6596473950
2011-02-25,6900041700
2011-02-28,6922409849
2011-03-01,6736008600
2011-03-02,6788200950
2011-03-03,6852109950
2011-03-04,6823350900
2011-03-07,6745594950
2011-03-08,6733878300
2011-03-09,6645470850
2011-03-10,6437766600
2011-03-11,6566649750
2011-03-14,6594343650
2011-03-15,6590083050
2011-03-16,6451613550
2011-03-17,6732813150
2011-03-18,6516587700
2011-03-21,6744529800
2011-03-22,6733878300
2011-03-23,6789266100
2011-03-24,6825481200
2011-03-25,6969276450
2011-03-28,7056618750
2011-03-29,7248345750
2011-03-30,7199348850
2011-03-31,7347219780
2011-04-01,7373960280
2011-04-04,7352567879
2011-04-05,7347219780
2011-04-06,7170732480
2011-04-07,7219935000
2011-04-08,7373960280
2011-04-11,7150409699
2011-04-12,6921511019
2011-04-13,7003871760
2011-04-14,7090510980
2011-04-15,7256302080
2011-04-18,7162175519
2011-04-19,7222074240
2011-04-20,7348289400
2011-04-21,7392143820
2011-04-25,7382517240
2011-04-26,7523707080
2011-04-27,7485200760
2011-04-28,6957878100
2011-04-29,7095859080
2011-05-02,6754650300
2011-05-03,6492593400
2011-05-04,6243371940
2011-05-05,6249789660
2011-05-06,6168498540
2011-05-09,6355682040
2011-05-10,6511846560
2011-05-11,6280808640
2011-05-12,6277599780
2011-05-13,6313966860
2011-05-16,6193099800
2011-05-17,6177055500
2011-05-18,6419859240
2011-05-19,6444460500
2011-05-20,6450878220
2011-05-23,6331080780
2011-05-24,6433764300
2011-05-25,6603833880
2011-05-26,6656245260
2011-05-27,6692612340
2011-05-31,6704378160
2011-06-01,6702238920
2011-06-02,6838080660
2011-06-03,6773903460
2011-06-06,6537517440
2011-06-07,6579232620
2011-06-08,6588859200
2011-06-09,6693681960
2011-06-10,6475479480
2011-06-13,6298992180
2011-06-14,6490454160
2011-06-15,6327871920
2011-06-16,6301131420
2011-06-17,6241232700
2011-06-20,6341776980
2011-06-21,6527890860
2011-06-22,6583511100
2011-06-23,6552492120
2011-06-24,6490454160
2011-06-27,6519333900
2011-06-28,6739675620
2011-06-29,6895840140
2011-06-30,7079402280
2011-07-01,7223945430
2011-07-05,7222874739
2011-07-06,7308529940
2011-07-07,7411316180
2011-07-08,7328873050
2011-07-11,7142572989
2011-07-12,7172552309
2011-07-13,7311742010
2011-07-14,7171481620
2011-07-15,7500183450
2011-07-18,7400609280
2011-07-19,7634019700
2011-07-20,7622242110
2011-07-21,7693978340
2011-07-22,7768926640
2011-07-25,7773209399
2011-07-26,7769997329
2011-07-27,7536586910
2011-07-28,7683271440
2011-07-29,7393114450
2011-08-01,7321378219
2011-08-02,7045140200
2011-08-03,6852416000
2011-08-04,6176810610
2011-08-05,6085801960
2011-08-08,5493710390
2011-08-09,5910208800
2011-08-10,5858815680
2011-08-11,6246405460
2011-08-12,6306364100
2011-08-15,6436988280
2011-08-16,6147901980
2011-08-17,6109357140
2011-08-18,5594355250
2011-08-19,5282784460
2011-08-22,5209977540
2011-08-23,5553669030
2011-08-24,5602920770
2011-08-25,5488356940
2011-08-26,5761382890
2011-08-29,6022631250
2011-08-30,6057964020
2011-08-31,6105074380
2011-09-01,6151114050
2011-09-02,5857744990
2011-09-06,5733544950
2011-09-07,6042974360
2011-09-08,5900572590
2011-09-09,5652172510
2011-09-12,5727120810
2011-09-13,5727120810
2011-09-14,5784938070
2011-09-15,5795644970
2011-09-16,5728191500
2011-09-19,5621122500
2011-09-20,5468013830
2011-09-21,5168220630
2011-09-22,4859861910
2011-09-23,4776348090
2011-09-26,4960506770
2011-09-27,4866286050
2011-09-28,4608249760
2011-09-29,4641441150
2011-09-30,4351751600
2011-10-03,4007684540
2011-10-04,4250996759
2011-10-05,4589704520
2011-10-06,4529680360
2011-10-07,4498596420
2011-10-10,4794429780
2011-10-11,4886609740
2011-10-12,4987364580
2011-10-13,4988436440
2011-10-14,5200664720
2011-10-17,4908046940
2011-10-18,5147071720
2011-10-19,5019520380
2011-10-20,5082760120
2011-10-21,5151359160
2011-10-24,5322856760
2011-10-25,5259617020
2011-10-26,5492210640
2011-10-27,6035643660
2011-10-28,6097811540
2011-10-31,5700151480
2011-11-01,5391455800
2011-11-02,5541516200
2011-11-03,5829846540
2011-11-04,5873792800
2011-11-07,5886655120
2011-11-08,6002416000
2011-11-09,5557594100
2011-11-10,5743025880
2011-11-11,5931673240
2011-11-14,5835205840
2011-11-15,5908092320
2011-11-16,5929529520
2011-11-17,5801978180
2011-11-18,5841637000
2011-11-21,5741954020
2011-11-22,5751600760
2011-11-23,5417180440
2011-11-25,5434330200
2011-11-28,5790187720
2011-11-29,5663708240
2011-11-30,6105314560
2011-12-01,6200710100
2011-12-02,6250015660
2011-12-05,6344339340
2011-12-06,6405435360
2011-12-07,6387213740
2011-12-08,6299321220
2011-12-09,6493327880
2011-12-12,6222147300
2011-12-13,6143901520
2011-12-14,5801978180
2011-12-15,5775181680
2011-12-16,5978835080
2011-12-19,5835205840
2011-12-20,6224291020
2011-12-21,6186775920
2011-12-22,6238225200
2011-12-23,6323974000
2011-12-27,6330405160
2011-12-28,6171769880
2011-12-29,6244656360
2011-12-30,6255374960
2012-01-03,6635319150
2012-01-04,6719079450
2012-01-05,6769550400
2012-01-06,6831833700
2012-01-09,6904855500
2012-01-10,6993985049
2012-01-11,6678273150
2012-01-12,6367930500
2012-01-13,6283096350
2012-01-17,6157455900
2012-01-18,6550485000
2012-01-19,6538672650
2012-01-20,6393702900
2012-01-23,6484980150
2012-01-24,6607399050
2012-01-25,6759885750
2012-01-26,6524712600
2012-01-27,6504309450
2012-01-30,6478537050
2012-01-31,6626728350
2012-02-01,6604177500
2012-02-02,6637466850
2012-02-03,6617063700
2012-02-06,6545115750
2012-02-07,6548337300
2012-02-08,6527934150
2012-02-09,6436656900
2012-02-10,6364708950
2012-02-13,6369004350
2012-02-14,6345379650
2012-02-15,6317459550
2012-02-16,6477463200
2012-02-17,6795322800
2012-02-21,6687937800
2012-02-22,6775993500
2012-02-23,6733039500
2012-02-24,6735187200
2012-02-27,6675051600
2012-02-28,6590217450
2012-02-29,6582700500
2012-03-01,6698676300
2012-03-02,6525786450
2012-03-05,6386185950
2012-03-06,6212222250
2012-03-07,6345379650
2012-03-08,6489275550
2012-03-09,6534377250
2012-03-12,6357192000
2012-03-13,6453838500
2012-03-14,6315311850
2012-03-15,6293834850
2012-03-16,6370078200
2012-03-19,6349675050
2012-03-20,6210074550
2012-03-21,6086581800
2012-03-22,5884698000
2012-03-23,5962015200
2012-03-26,5906175000
2012-03-27,5856777900
2012-03-28,5709660450
2012-03-29,5626974000
2012-03-30,5793420750
2012-04-02,5881599360
2012-04-03,5861266320
2012-04-04,5743548720
2012-04-05,5725356000
2012-04-09,5738197920
2012-04-10,5572323120
2012-04-11,5586235200
2012-04-12,5819530080
2012-04-13,5588375520
2012-04-16,5501692560
2012-04-17,5625831120
2012-04-18,5609778720
2012-04-19,5600147280
2012-04-20,5511324000
2012-04-23,5554130400
2012-04-24,5647234320
2012-04-25,5840933280
2012-04-26,5657935920
2012-04-27,5456745840
2012-04-30,5499552240
2012-05-01,5546639280
2012-05-02,5437482960
2012-05-03,5273748480
2012-05-04,5080049520
2012-05-07,5097172080
2012-05-08,5095031760
2012-05-09,5028681840
2012-05-10,4963402080
2012-05-11,4916315040
2012-05-14,4818930480
2012-05-15,4693721760
2012-05-16,4647704880
2012-05-17,4660546800
2012-05-18,4651985520
2012-05-21,4836053040
2012-05-22,4875648960
2012-05-23,4983735120
2012-05-24,4904543280
2012-05-25,4949490000
2012-05-29,5040453600
2012-05-30,4920595680
2012-05-31,4847824800
2012-06-01,4742949120
2012-06-04,4828561920
2012-06-05,4932367440
2012-06-06,5060786640
2012-06-07,5034032640
2012-06-08,4932367440
2012-06-11,4779334560
2012-06-12,4875648960
2012-06-13,4672318560
2012-06-14,4670178240
2012-06-15,4764352320
2012-06-18,4779334560
2012-06-19,4943069040
2012-06-20,4879929600
2012-06-21,4525706640
2012-06-22,4476479280
2012-06-25,4210009440
2012-06-26,4192886880
2012-06-27,4364112480
2012-06-28,4444374480
2012-06-29,4653055680
2012-07-02,4569194850
2012-07-03,4835546250
2012-07-05,4729851250
2012-07-06,4650580000
2012-07-09,4594561650
2012-07-10,4468784600
2012-07-11,4583992150
2012-07-12,4508948700
2012-07-13,4564967050
2012-07-16,4543828050
2012-07-17,4693914950
2012-07-18,4826033700
2012-07-19,4835546250
2012-07-20,4818635050
2012-07-23,4781641800
2012-07-24,4675946800
2012-07-25,4571308750
2012-07-26,4837660150
2012-07-27,5135720050
2012-07-30,5078644750
2012-07-31,4914817500
2012-08-01,4967665000
2012-08-02,4870425600
2012-08-03,4966608050
2012-08-06,5014170800
2012-08-07,5094499000
2012-08-08,5068075250
2012-08-09,5161086850
2012-08-10,5276294400
2012-08-13,5105068500
2012-08-14,5071246100
2012-08-15,5028968100
2012-08-16,5130435300
2012-08-17,5211820450
2012-08-20,5202307900
2012-08-21,5143118700
2012-08-22,5086043400
2012-08-23,4966608050
2012-08-24,4953924650
2012-08-27,4888393750
2012-08-28,4854571350
2012-08-29,4775300100
2012-08-30,4744648550
2012-08-31,4823919800
2012-09-04,4679117650
2012-09-05,4679117650
2012-09-06,4839774050
2012-09-07,5073360000
2012-09-10,4962380250
2012-09-11,5107182400
2012-09-12,5104011550
2012-09-13,5283693050
2012-09-14,5442235550
2012-09-17,5262554050
2012-09-18,5211820450
2012-09-19,5188567550
2012-09-20,5170599400
2012-09-21,5194909250
2012-09-24,5096612900
2012-09-25,4932785650
2012-09-26,4907418850
2012-09-27,5067018300
2012-09-28,5032138950
2012-10-01,4964103630
2012-10-02,4995863730
2012-10-03,4787305740
2012-10-04,4906935450
2012-10-05,4981042350
2012-10-08,4931284860
2012-10-09,5139842850
2012-10-10,5045621220
2012-10-11,5109141420
2012-10-12,5251003200
2012-10-15,5326168770
2012-10-16,5428859760
2012-10-17,5451091830
2012-10-18,5455326510
2012-10-19,5311347390
2012-10-22,5337814140
2012-10-23,5205480390
2012-10-24,5150429550
2012-10-25,5190659010
2012-10-26,5091144030
2012-10-31,5060442600
2012-11-01,5252061870
2012-11-02,5044562550
2012-11-05,5159957580
2012-11-06,5223477780
2012-11-07,4982101020
2012-11-08,4843415250
2012-11-09,4861412640
2012-11-12,4942930230
2012-11-13,4955634270
2012-11-14,4876234020
2012-11-15,5171602950
2012-11-16,5284880640
2012-11-19,5466971880
2012-11-20,5412979710
2012-11-21,5400275670
2012-11-23,5461678530
2012-11-26,5367456900
2012-11-27,5304995370
2012-11-28,5363222220
2012-11-29,5440505130
2012-11-30,5526257400
2012-12-03,5573897550
2012-12-04,5735874060
2012-12-05,5820567660
2012-12-06,5798335590
2012-12-07,5871383820
2012-12-10,5874559830
2012-12-11,5847034410
2012-12-12,5784572880
2012-12-13,5734815390
2012-12-14,5681881890
2012-12-17,5748578100
2012-12-18,5952901410
2012-12-19,5955018750
2012-12-20,6032301660
2012-12-21,5974074810
2012-12-24,5928552000
2012-12-26,5902085250
2012-12-27,5862914460
2012-12-28,5776103520
2012-12-31,5955319260
2013-01-02,6065898300
2013-01-03,6059518740
2013-01-04,6130757160
2013-01-07,6065898300
2013-01-08,6015925080
2013-01-09,6141389760
2013-01-10,6259411620
2013-01-11,6224324040
2013-01-14,6171161040
2013-01-15,6277487040
2013-01-16,6290246160
2013-01-17,6347662200
2013-01-18,6485886000
2013-01-22,6505024680
2013-01-23,6515657280
2013-01-24,6584769180
2013-01-25,6613477200
2013-01-28,6618793500
2013-01-29,6653881080
2013-01-30,6733625580
2013-01-31,6841014840
2013-02-01,6882481980
2013-02-04,6778282500
2013-02-05,6835698540
2013-02-06,6851647440
2013-02-07,6837825060
2013-02-08,6846331140
2013-02-11,6896304360
2013-02-12,6955846920
2013-02-13,6983491680
2013-02-14,7215282360
2013-02-15,7212092580
2013-02-19,7223788440
2013-02-20,6976048860
2013-02-21,6833572020
2013-02-22,6968606040
2013-02-25,6755954040
2013-02-26,6864406560
2013-02-27,6953720400
2013-02-28,7045160760
2013-03-01,7028148599
2013-03-04,6805927260
2013-03-05,6905873700
2013-03-06,6878228940
2013-03-07,6911190000
2013-03-08,6834635280
2013-03-11,6778282500
2013-03-12,6782535540
2013-03-13,6730435800
2013-03-14,6954783660
2013-03-15,7045160760
2013-03-18,6656007600
2013-03-19,6515657280
2013-03-20,6450798420
2013-03-21,6425280180
2013-03-22,6440165820
2013-03-25,6406141500
2013-03-26,6500771640
2013-03-27,6481632960
2013-03-28,6453988200
2013-04-01,6365578300
2013-04-02,6374092700
2013-04-03,6279370000
2013-04-04,6301720300
2013-04-05,6483715600
2013-04-08,6530544800
2013-04-09,6580566900
2013-04-10,6745533400
2013-04-11,6663582300
2013-04-12,6529480500
2013-04-15,6143139600
2013-04-16,6247441000
2013-04-17,5986687500
2013-04-18,6102696200
2013-04-19,6096310400
2013-04-22,6257019700
2013-04-23,6335777900
2013-04-24,6461365300
2013-04-25,6340035100
2013-04-26,6171875700
2013-04-29,6197418900
2013-04-30,6238926600
2013-05-01,6182518700
2013-05-02,6364514000
2013-05-03,6572052500
2013-05-06,6627396100
2013-05-07,6662518000
2013-05-08,6675289600
2013-05-09,6700832800
2013-05-10,6647617800
2013-05-13,6591209900
2013-05-14,6611431600
2013-05-15,6597595700
2013-05-16,6701897100
2013-05-17,6959457700
2013-05-20,6971165000
2013-05-21,6886021000
2013-05-22,6640167700
2013-05-23,6608238700
2013-05-24,6707218600
2013-05-28,6787041100
2013-05-29,6826420200
2013-05-30,6733826100
2013-05-31,6570988200
2013-06-03,6676353900
2013-06-04,6684868300
2013-06-05,6668903800
2013-06-06,6657196500
2013-06-07,6824291600
2013-06-10,6846641900
2013-06-11,6639103400
2013-06-12,6489037100
2013-06-13,6589081300
2013-06-14,6473072600
2013-06-17,6759369300
2013-06-18,6815777200
2013-06-19,6733826100
2013-06-20,6516708900
2013-06-21,6565666700
2013-06-24,6578438300
2013-06-25,6775333800
2013-06-26,6698704200
2013-06-27,6674225300
2013-06-28,6646553500
2013-07-01,6791842720
2013-07-02,6822734100
2013-07-03,6798234040
2013-07-05,6975060560
2013-07-08,7014473699
2013-07-09,6963343140
2013-07-10,6880255980
2013-07-11,6895169060
2013-07-12,6975060560
2013-07-15,6951625720
2013-07-16,6853625480
2013-07-17,6946299619
2013-07-18,7084778220
2013-07-19,7178517580
2013-07-22,7136974000
2013-07-23,7120995699
2013-07-24,7024060680
2013-07-25,7090104320
2013-07-26,6895169060
2013-07-29,6757755680
2013-07-30,6725799080
2013-07-31,6732190400
2013-08-01,6910082140
2013-08-02,6986777980
2013-08-05,7062408600
2013-08-06,7070930359
2013-08-07,7167865380
2013-08-08,7229648140
2013-08-09,7233909020
2013-08-12,7168930600
2013-08-13,7164669720
2013-08-14,7082647779
2013-08-15,6977191000
2013-08-16,6898364720
2013-08-19,6819538440
2013-08-20,6917538680
2013-08-21,6806755800
2013-08-22,6875995100
2013-08-23,6888777740
2013-08-26,6824864539
2013-08-27,6734320840
2013-08-28,6834451520
2013-08-29,6739646940
2013-08-30,6715146880
2013-09-03,6701299020
2013-09-04,6813147120
2013-09-05,6870669000
2013-09-06,6855755920
2013-09-09,7002756279
2013-09-10,7043234640
2013-09-11,7149756640
2013-09-12,7090104320
2013-09-13,7348952779
2013-09-16,7340431020
2013-09-17,7351083220
2013-09-18,7418192080
2013-09-19,7543888039
2013-09-20,7490627039
2013-09-23,7393692020
2013-09-24,7328713600
2013-09-25,7354278880
2013-09-26,7400083340
2013-09-27,7357474539
2013-09-30,7387923550
2013-10-01,7599007080
2013-10-02,7705084590
2013-10-03,7781160380
2013-10-04,7896881300
2013-10-07,7724371410
2013-10-08,7695441179
2013-10-09,7619365390
2013-10-10,7840092330
2013-10-11,7926883020
2013-10-14,8047961390
2013-10-15,7991172420
2013-10-16,8064033740
2013-10-17,8126180160
2013-10-18,8224757240
2013-10-21,8195827009
2013-10-22,8238686610
2013-10-23,8036175000
2013-10-24,8130466119
2013-10-25,8204398929
2013-10-28,8268688330
2013-10-29,8428340340
2013-10-30,8305118990
2013-10-31,8309404950
2013-11-01,8296547070
2013-11-04,8341549649
2013-11-05,8334049220
2013-11-06,8320119850
2013-11-07,8107964830
2013-11-08,8359764980
2013-11-11,8398338619
2013-11-12,8220471280
2013-11-13,8246187039
2013-11-14,8364050940
2013-11-15,8493701230
2013-11-18,8443341200
2013-11-19,8416553950
2013-11-20,8448698649
2013-11-21,8464771000
2013-11-22,8461556530
2013-11-25,8276188759
2013-11-26,8434769280
