,HFC
2009-09-23,1229973120
2009-09-24,1169680320
2009-09-25,1256100000
2009-09-28,1258109760
2009-09-29,1264139040
2009-09-30,1287251280
2009-10-01,1319916840
2009-10-02,1297617360
2009-10-05,1351773240
2009-10-06,1346463840
2009-10-07,1384691520
2009-10-08,1412300400
2009-10-09,1433538000
2009-10-12,1474951320
2009-10-13,1456899360
2009-10-14,1469641920
2009-10-15,1580077440
2009-10-16,1580077440
2009-10-19,1575829920
2009-10-20,1659718440
2009-10-21,1715998080
2009-10-22,1744668840
2009-10-23,1699008000
2009-10-26,1673522880
2009-10-27,1629985800
2009-10-28,1521674040
2009-10-29,1620428880
2009-10-30,1540787880
2009-11-02,1516364640
2009-11-03,1554592320
2009-11-04,1520612160
2009-11-05,1524859680
2009-11-06,1486632000
2009-11-09,1471765680
2009-11-10,1509993360
2009-11-11,1494065160
2009-11-12,1503622080
2009-11-13,1513179000
2009-11-16,1551406680
2009-11-17,1508931480
2009-11-18,1488755760
2009-11-19,1392124680
2009-11-20,1397434080
2009-11-23,1378320240
2009-11-24,1371948960
2009-11-25,1409114760
2009-11-27,1358144520
2009-11-30,1351773240
2009-12-01,1342216320
2009-12-02,1354958880
2009-12-03,1332659400
2009-12-04,1346463840
2009-12-07,1344340080
2009-12-08,1314607440
2009-12-09,1328411880
2009-12-10,1333721280
2009-12-11,1310359920
2009-12-14,1330535640
2009-12-15,1306112400
2009-12-16,1286998560
2009-12-17,1274256000
2009-12-18,1309298040
2009-12-21,1330535640
2009-12-22,1320978720
2009-12-23,1347525720
2009-12-24,1356020760
2009-12-28,1352835120
2009-12-29,1357082640
2009-12-30,1368763320
2009-12-31,1361330160
2010-01-04,1453713720
2010-01-05,1547159160
2010-01-06,1543973520
2010-01-07,1543973520
2010-01-08,1532292840
2010-01-11,1494065160
2010-01-12,1437785520
2010-01-13,1416547920
2010-01-14,1416547920
2010-01-15,1429290480
2010-01-19,1433538000
2010-01-20,1435661760
2010-01-21,1415486040
2010-01-22,1385753400
2010-01-25,1386815280
2010-01-26,1397434080
2010-01-27,1398495960
2010-01-28,1385753400
2010-01-29,1385753400
2010-02-01,1446280560
2010-02-02,1513179000
2010-02-03,1477075080
2010-02-04,1417609800
2010-02-05,1405929120
2010-02-08,1392124680
2010-02-09,1421857320
2010-02-10,1440971160
2010-02-11,1429290480
2010-02-12,1448404320
2010-02-16,1504683960
2010-02-17,1493003280
2010-02-18,1509993360
2010-02-19,1516364640
2010-02-22,1504683960
2010-02-23,1471765680
2010-02-24,1494065160
2010-02-25,1378320240
2010-02-26,1363453920
2010-03-01,1352835120
2010-03-02,1382567760
2010-03-03,1439909280
2010-03-04,1474951320
2010-03-05,1490879520
2010-03-08,1469641920
2010-03-09,1479198840
2010-03-10,1572644280
2010-03-11,1549282920
2010-03-12,1559901720
2010-03-15,1507869600
2010-03-16,1514240880
2010-03-17,1525921560
2010-03-18,1468580040
2010-03-19,1456899360
2010-03-22,1493003280
2010-03-23,1500436440
2010-03-24,1556716080
2010-03-25,1509993360
2010-03-26,1477075080
2010-03-29,1488755760
2010-03-30,1483446360
2010-03-31,1482384480
2010-04-01,1515306880
2010-04-05,1605757080
2010-04-06,1566384640
2010-04-07,1454652040
2010-04-08,1437626120
2010-04-09,1441882600
2010-04-12,1412087240
2010-04-13,1407830760
2010-04-14,1429113160
2010-04-15,1378035400
2010-04-16,1329085880
2010-04-19,1308867600
2010-04-20,1333342360
2010-04-21,1323765280
2010-04-22,1332278240
2010-04-23,1386548360
2010-04-26,1403574280
2010-04-27,1356753000
2010-04-28,1366330080
2010-04-29,1421664320
2010-04-30,1436562000
2010-05-03,1484447400
2010-05-04,1440818480
2010-05-05,1413151360
2010-05-06,1342919440
2010-05-07,1310995840
2010-05-10,1404638400
2010-05-11,1400381920
2010-05-12,1496152720
2010-05-13,1525948080
2010-05-14,1480190920
2010-05-17,1432305520
2010-05-18,1409959000
2010-05-19,1439754360
2010-05-20,1359945360
2010-05-21,1371650680
2010-05-24,1301418760
2010-05-25,1296098160
2010-05-26,1269495160
2010-05-27,1359945360
2010-05-28,1378035400
2010-06-01,1332278240
2010-06-02,1371650680
2010-06-03,1383356000
2010-06-04,1330150000
2010-06-07,1302482880
2010-06-08,1291841680
2010-06-09,1282264600
2010-06-10,1347175920
2010-06-11,1367394200
2010-06-14,1380163640
2010-06-15,1436562000
2010-06-16,1468485600
2010-06-17,1450395560
2010-06-18,1458908520
2010-06-21,1440818480
2010-06-22,1406766640
2010-06-23,1470613840
2010-06-24,1478062680
2010-06-25,1487639760
2010-06-28,1495088600
2010-06-29,1416343720
2010-06-30,1414215480
2010-07-01,1368561200
2010-07-02,1341956200
2010-07-06,1314287000
2010-07-07,1346213000
2010-07-08,1389845200
2010-07-09,1412193400
2010-07-12,1393037800
2010-07-13,1413257600
2010-07-14,1380267400
2010-07-15,1380267400
2010-07-16,1340892000
2010-07-19,1319608000
2010-07-20,1334506800
2010-07-21,1337699400
2010-07-22,1358983400
2010-07-23,1350469800
2010-07-26,1381331600
2010-07-27,1372818000
2010-07-28,1366432800
2010-07-29,1385588400
2010-07-30,1422835400
2010-08-02,1451568800
2010-08-03,1430284800
2010-08-04,1453697200
2010-08-05,1454761400
2010-08-06,1498393600
2010-08-09,1523934400
2010-08-10,1485623200
2010-08-11,1410065000
2010-08-12,1405808200
2010-08-13,1407936600
2010-08-16,1397294600
2010-08-17,1414321800
2010-08-18,1417514400
2010-08-19,1433477400
2010-08-20,1426028000
2010-08-23,1426028000
2010-08-24,1404744000
2010-08-25,1396230400
2010-08-26,1377074800
2010-08-27,1410065000
2010-08-30,1404744000
2010-08-31,1384524200
2010-09-01,1401551400
2010-09-02,1428156400
2010-09-03,1467531800
2010-09-07,1473917000
2010-09-08,1467531800
2010-09-09,1468596000
2010-09-10,1522870200
2010-09-13,1563309800
2010-09-14,1562245600
2010-09-15,1493072600
2010-09-16,1468596000
2010-09-17,1443055200
2010-09-20,1482430600
2010-09-21,1498393600
2010-09-22,1465403400
2010-09-23,1449440400
2010-09-24,1479238000
2010-09-27,1486687400
2010-09-28,1490944200
2010-09-29,1509035600
2010-09-30,1530319600
2010-10-01,1540572300
2010-10-04,1519249500
2010-10-05,1566159660
2010-10-06,1573622640
2010-10-07,1574688780
2010-10-08,1609871400
2010-10-11,1629061920
2010-10-12,1618400520
2010-10-13,1729279079
2010-10-14,1769792400
2010-10-15,1759131000
2010-10-18,1775123099
2010-10-19,1790049060
2010-10-20,1807107300
2010-10-21,1690898040
2010-10-22,1719683820
2010-10-25,1774056960
2010-10-26,1782586079
2010-10-27,1749535740
2010-10-28,1756998720
2010-10-29,1744205040
2010-11-01,1780453800
2010-11-02,1746337320
2010-11-03,1799644320
2010-11-04,1748469599
2010-11-05,1719683820
2010-11-08,1754866440
2010-11-09,1762329420
2010-11-10,1778321520
2010-11-11,1840157640
2010-11-12,1790049060
2010-11-15,1807107300
2010-11-16,1786850640
2010-11-17,1785784500
2010-11-18,1858282020
2010-11-19,1854017460
2010-11-22,1860414300
2010-11-23,1820967119
2010-11-24,1896663060
2010-11-26,1862546579
2010-11-29,1910522880
2010-11-30,1915853579
2010-12-01,1961697599
2010-12-02,1954234619
2010-12-03,1964896020
2010-12-06,1997946359
2010-12-07,1999012500
2010-12-08,2016070740
2010-12-09,2010740040
2010-12-10,2046988800
2010-12-13,2024599859
2010-12-14,1999012500
2010-12-15,1971292859
2010-12-16,1967028300
2010-12-17,1994747940
2010-12-20,2070443880
2010-12-21,2092832820
2010-12-22,2106692640
2010-12-23,2124817020
2010-12-27,2102428079
2010-12-28,2123750880
2010-12-29,2184520860
2010-12-30,2166396480
2010-12-31,2173859460
2011-01-03,2227166460
2011-01-04,2182388580
2011-01-05,2183454720
2011-01-06,2173859460
2011-01-07,2227166460
2011-01-10,2274076620
2011-01-11,2253819960
2011-01-12,2271944340
2011-01-13,2276208900
2011-01-14,2304994680
2011-01-18,2301796260
2011-01-19,2263415220
2011-01-20,2211174360
2011-01-21,2236761720
2011-01-24,2264481360
2011-01-25,2263415220
2011-01-26,2393484300
2011-01-27,2448923580
2011-01-28,2502230580
2011-01-31,2616307560
2011-02-01,2680275960
2011-02-02,2737847520
2011-02-03,2746376640
2011-02-04,2807146620
2011-02-07,2899900800
2011-02-08,2958538500
2011-02-09,2935083420
2011-02-10,3064086360
2011-02-11,3027837600
2011-02-14,3145113000
2011-02-15,3106731960
2011-02-16,3205882980
2011-02-17,3226139640
2011-02-18,2991588840
2011-02-22,2962803060
2011-02-23,2948943240
2011-02-24,2828469420
2011-02-25,3082210740
2011-02-28,3045961980
2011-03-01,2961736920
2011-03-02,3041697420
2011-03-03,3128054760
2011-03-04,3091806000
2011-03-07,2910562200
2011-03-08,2793286800
2011-03-09,2870048880
2011-03-10,2767699440
2011-03-11,2952141660
2011-03-14,3029969880
2011-03-15,2963869200
2011-03-16,2894570100
2011-03-17,2919091320
2011-03-18,2936149560
2011-03-21,3082210740
2011-03-22,3021440760
2011-03-23,3019308480
2011-03-24,2999051820
2011-03-25,3188824740
2011-03-28,3164303520
2011-03-29,3280512780
2011-03-30,3293306460
2011-03-31,3238933320
2011-04-01,3288351300
2011-04-04,3376937200
2011-04-05,3465523100
2011-04-06,3341716300
2011-04-07,3260601500
2011-04-08,3207236500
2011-04-11,3204034600
2011-04-12,3099439200
2011-04-13,3280880200
2011-04-14,3259534200
2011-04-15,3287284000
2011-04-18,3154938800
2011-04-19,3248861200
2011-04-20,3370533400
2011-04-21,3396148600
2011-04-25,3343850900
2011-04-26,3136794700
2011-04-27,3104775700
2011-04-28,3068487500
2011-04-29,3089833500
2011-05-02,3036468500
2011-05-03,2898786800
2011-05-04,2787787600
2011-05-05,2867835100
2011-05-06,2964959400
2011-05-09,3175217500
2011-05-10,3270207200
2011-05-11,3122919800
2011-05-12,2996978400
2011-05-13,3023660900
2011-05-16,2992709200
2011-05-17,2994843800
2011-05-18,3190159700
2011-05-19,3224313300
2011-05-20,3167746400
2011-05-23,3232851700
2011-05-24,3224313300
2011-05-25,3253130400
2011-05-26,3217909500
2011-05-27,3281947500
2011-05-31,3325706800
2011-06-01,3244592000
2011-06-02,3116516000
2011-06-03,3159208000
2011-06-06,2975632400
2011-06-07,3147467700
2011-06-08,3048208800
2011-06-09,3112246800
2011-06-10,3200832700
2011-06-13,3191227000
2011-06-14,3406821600
2011-06-15,3348120100
2011-06-16,3338514400
2011-06-17,3339581700
2011-06-20,3438840600
2011-06-21,3555176300
2011-06-22,3564782000
2011-06-23,3495407500
2011-06-24,3192294300
2011-06-27,3308630000
2011-06-28,3535964900
2011-06-29,3638425700
2011-06-30,3703531000
2011-07-01,7530317190
2011-07-05,7609958730
2011-07-06,7542892170
2011-07-07,7718941890
2011-07-08,7748283510
2011-07-11,7603671240
2011-07-12,7513550550
2011-07-13,7484208930
2011-07-14,7347979980
2011-07-15,7544988000
2011-07-18,7456963140
2011-07-19,7786008450
2011-07-20,7706366910
2011-07-21,7760858490
2011-07-22,7639300350
2011-07-25,7827925050
2011-07-26,7790200110
2011-07-27,7572233790
2011-07-28,7486304760
2011-07-29,7901279100
2011-08-01,8006070600
2011-08-02,7691696100
2011-08-03,7528221360
2011-08-04,7048276290
2011-08-05,6983305560
2011-08-08,6369227370
2011-08-09,6939293130
2011-08-10,7041988800
2011-08-11,7375225770
2011-08-12,7318638360
2011-08-15,7647683670
2011-08-16,7452771480
2011-08-17,7371034110
2011-08-18,6956059770
2011-08-19,6995880540
2011-08-22,6593481180
2011-08-23,7004263860
2011-08-24,7130013660
2011-08-25,6916239000
2011-08-26,7406663220
2011-08-29,7572233790
2011-08-30,7576425450
2011-08-31,7519838040
2011-09-01,7274625930
2011-09-02,7127917830
2011-09-06,7318638360
2011-09-07,7773433470
2011-09-08,7660258649
2011-09-09,7339596660
2011-09-12,7266242610
2011-09-13,6878514060
2011-09-14,6865939080
2011-09-15,6922526490
2011-09-16,6997976370
2011-09-19,6717135149
2011-09-20,6427910610
2011-09-21,6212040120
2011-09-22,5652453510
2011-09-23,5717424240
2011-09-26,5971019670
2011-09-27,5864132340
2011-09-28,5673411810
2011-09-29,5363228970
2011-09-30,5495266260
2011-10-03,5271663680
2011-10-04,5492706540
2011-10-05,5792991180
2011-10-06,6220479730
2011-10-07,5888915440
2011-10-10,6356024880
2011-10-11,6549958710
2011-10-12,6501996580
2011-10-13,6681333240
2011-10-14,7219343219
2011-10-17,6900290790
2011-10-18,7175551709
2011-10-19,6879437690
2011-10-20,6925314510
2011-10-21,6992044430
2011-10-24,6785598740
2011-10-25,5966071910
2011-10-26,6333086470
2011-10-27,6695930410
2011-10-28,6643797660
2011-10-31,6399816390
2011-11-01,6353939570
2011-11-02,6585408980
2011-11-03,6800195910
2011-11-04,6962850090
2011-11-07,6939911680
2011-11-08,6791854670
2011-11-09,6353939570
2011-11-10,6207967870
2011-11-11,5936877570
2011-11-14,5734602500
2011-11-15,5751284980
2011-11-16,5175739420
2011-11-17,4990146830
2011-11-18,5083985780
2011-11-21,5040194270
2011-11-22,5013085240
2011-11-23,4671094400
2011-11-25,4533463940
2011-11-28,4691947500
2011-11-29,4719056530
2011-11-30,4848345750
2011-12-01,4885881330
2011-12-02,5102753570
2011-12-05,4988061520
2011-12-06,4912990360
2011-12-07,4862942920
2011-12-08,4581426070
2011-12-09,4781615830
2011-12-12,4631473510
2011-12-13,4545975800
2011-12-14,4562658280
2011-12-15,4573084830
2011-12-16,4694032810
2011-12-19,4575170140
2011-12-20,4712800600
2011-12-21,4746165560
2011-12-22,4814980790
2011-12-23,4867113540
2011-12-27,4938014080
2011-12-28,4808724860
2011-12-29,4837919200
2011-12-30,4879625400
2012-01-03,5263322440
2012-01-04,5436403170
2012-01-05,5423891310
2012-01-06,5592801420
2012-01-09,5396782280
2012-01-10,5434317860
2012-01-11,5511474330
2012-01-12,5590716110
2012-01-13,5694981610
2012-01-17,5786735250
2012-01-18,5847209240
2012-01-19,5853465170
2012-01-20,5874318270
2012-01-23,5995266250
2012-01-24,6005692800
2012-01-25,6120384850
2012-01-26,6026545900
2012-01-27,6201711940
2012-01-30,6237162210
2012-01-31,6118299540
2012-02-01,6343513020
2012-02-02,6572897120
2012-02-03,6762660330
2012-02-06,6841902110
2012-02-07,6912802650
2012-02-08,7190148879
2012-02-09,7142186750
2012-02-10,7006641600
2012-02-13,6781428120
2012-02-14,7110907100
2012-02-15,7100480549
2012-02-16,7183892950
2012-02-17,6925314510
2012-02-21,7169295780
2012-02-22,7356973680
2012-02-23,7340291200
2012-02-24,7067115590
2012-02-27,6910717340
2012-02-28,6643797660
2012-02-29,6804366530
2012-03-01,7006641600
2012-03-02,6939911680
2012-03-05,7119248340
2012-03-06,6896120170
2012-03-07,6962850090
2012-03-08,7373656160
2012-03-09,7482092280
2012-03-12,7402850500
2012-03-13,7496689450
2012-03-14,7336120580
2012-03-15,7342376510
2012-03-16,7492518830
2012-03-19,7505030690
2012-03-20,7429959530
2012-03-21,7275646590
2012-03-22,7079627450
2012-03-23,7183892950
2012-03-26,7123418959
2012-03-27,6956594160
2012-03-28,6716783510
2012-03-29,6677162620
2012-03-30,6704271650
2012-04-02,6632638480
2012-04-03,6692299310
2012-04-04,6663497530
2012-04-05,6476285960
2012-04-09,6488629580
2012-04-10,6085404660
2012-04-11,6083347390
2012-04-12,6278788040
2012-04-13,6180039080
2012-04-16,5838532260
2012-04-17,5918765790
2012-04-18,6013400210
2012-04-19,6215012670
2012-04-20,6120378250
2012-04-23,6171810000
2012-04-24,6126550060
2012-04-25,6161523650
2012-04-26,6301418010
2012-04-27,6521545900
2012-04-30,6340506140
2012-05-01,6291131660
2012-05-02,6297303470
2012-05-03,6227356290
2012-05-04,6071003770
2012-05-07,5900250360
2012-05-08,6005171130
2012-05-09,6194439970
2012-05-10,6229413560
2012-05-11,6140950950
2012-05-14,5945510300
2012-05-15,5834417720
2012-05-16,6083347390
2012-05-17,5980483890
2012-05-18,5801501400
2012-05-21,6217069940
2012-05-22,6066889230
2012-05-23,6274673500
2012-05-24,6212955400
2012-05-25,6241757180
2012-05-29,6239699910
2012-05-30,6249986260
2012-05-31,6064831960
2012-06-01,6105977360
2012-06-04,5877620390
2012-06-05,6120378250
2012-06-06,6387823350
2012-06-07,6326105250
2012-06-08,6449541450
2012-06-11,6381651540
2012-06-12,6558576760
2012-06-13,6521545900
2012-06-14,6595607620
2012-06-15,6704642930
2012-06-18,6649096640
2012-06-19,6898026310
2012-06-20,6926828090
2012-06-21,6542118600
2012-06-22,6700528390
2012-06-25,6640867560
2012-06-26,6729330170
2012-06-27,6912427200
2012-06-28,6992660730
2012-06-29,7288907610
2012-07-02,7264949330
2012-07-03,7525502290
2012-07-05,7470541900
2012-07-06,7415581510
2012-07-09,7411510369
2012-07-10,7262913760
2012-07-11,7273091609
2012-07-12,7338229849
2012-07-13,7505146589
2012-07-16,7608960660
2012-07-17,7704632450
2012-07-18,7680205609
2012-07-19,7437972780
2012-07-20,7354514410
2012-07-23,7236451349
2012-07-24,7020680930
2012-07-25,7030858780
2012-07-26,7163170830
2012-07-27,7415581510
2012-07-30,7507182160
2012-07-31,7610996230
2012-08-01,7562142550
2012-08-02,7580462680
2012-08-03,7818624369
2012-08-06,8020145800
2012-08-07,8024216940
2012-08-08,7979434400
2012-08-09,7938723000
2012-08-10,7832873359
2012-08-13,8058821630
2012-08-14,8207418240
2012-08-15,8125995440
2012-08-16,8244058500
2012-08-17,8115817589
2012-08-20,8156528990
2012-08-21,8115817589
2012-08-22,8097497460
2012-08-23,7893940460
2012-08-24,7936687430
2012-08-27,8136173290
2012-08-28,8221667230
2012-08-29,8115817589
2012-08-30,8219631660
2012-08-31,8201311530
2012-09-04,8162635700
2012-09-05,7981469970
2012-09-06,8024216940
2012-09-07,8046608210
2012-09-10,8054750490
2012-09-11,8146351140
2012-09-12,8142280000
2012-09-13,8091390750
2012-09-14,8543287290
2012-09-17,8404868530
2012-09-18,8215560520
2012-09-19,8254236349
2012-09-20,8531073869
2012-09-21,8472042339
2012-09-24,8345837000
2012-09-25,8207418240
2012-09-26,8170777980
2012-09-27,8408939670
2012-09-28,8400797390
2012-10-01,8437403260
2012-10-02,8299051820
2012-10-03,8008106880
2012-10-04,8140354580
2012-10-05,8235979839
2012-10-08,8136285420
2012-10-09,8012176040
2012-10-10,7717161940
2012-10-11,7729369420
2012-10-12,7603225459
2012-10-15,7597121720
2012-10-16,7715127360
2012-10-17,7812787200
2012-10-18,7839236740
2012-10-19,7768026440
2012-10-22,7737507740
2012-10-23,7544222640
2012-10-24,7497427300
2012-10-25,7676470339
2012-10-26,7912481620
2012-10-31,7859582540
2012-11-01,7841271320
2012-11-02,7674435760
2012-11-05,7918585360
2012-11-06,8154596640
2012-11-07,8266498540
2012-11-08,8227841520
2012-11-09,8290913500
2012-11-12,8417057459
2012-11-13,8415022880
2012-11-14,8480129440
2012-11-15,8498440660
2012-11-16,8659172480
2012-11-19,8866699640
2012-11-20,8966394060
2012-11-21,9074226800
2012-11-23,9253269840
2012-11-26,9116952980
2012-11-27,9135264200
2012-11-28,9194267020
2012-11-29,9204439920
2012-11-30,9222751140
2012-12-03,9226820300
2012-12-04,9182059540
2012-12-05,8803627660
2012-12-06,8842284680
2012-12-07,8878907120
2012-12-10,8929771620
2012-12-11,9184094120
2012-12-12,9241062360
2012-12-13,9202405340
2012-12-14,9481142800
2012-12-17,9411967080
2012-12-18,9475039060
2012-12-19,9424174560
2012-12-20,9639840040
2012-12-21,9580837220
2012-12-24,9430278300
2012-12-26,9379413800
2012-12-27,9304134340
2012-12-28,9106780080
2012-12-31,9470969900
2013-01-02,9485834150
2013-01-03,9066593250
2013-01-04,9025890250
2013-01-07,8732828650
2013-01-08,8856972800
2013-01-09,8901746100
2013-01-10,9044206600
2013-01-11,9091015050
2013-01-14,9325057300
2013-01-15,9434955400
2013-01-16,9434955400
2013-01-17,9253827050
2013-01-18,9007573900
2013-01-22,9017749650
2013-01-23,9341338500
2013-01-24,9526537150
2013-01-25,9620154050
2013-01-28,9758544250
2013-01-29,10277507500
2013-01-30,10249015400
2013-01-31,10627553300
2013-02-01,10739486550
2013-02-04,10804611350
2013-02-05,11048829350
2013-02-06,10951142150
2013-02-07,11103778400
2013-02-08,11449753900
2013-02-11,11427367250
2013-02-12,11258449800
2013-02-13,11423296950
2013-02-14,11510808400
2013-02-15,11305258250
2013-02-19,11461964800
2013-02-20,10932825800
2013-02-21,11091567500
2013-02-22,11295082500
2013-02-25,11111919000
2013-02-26,11050864500
2013-02-27,11333750350
2013-02-28,11437543000
2013-03-01,11590179250
2013-03-04,11891381450
2013-03-05,11757061550
2013-03-06,11836432400
2013-03-07,11565757450
2013-03-08,11415156350
2013-03-11,11103778400
2013-03-12,11181114100
2013-03-13,10603131500
2013-03-14,10680467200
2013-03-15,10767978650
2013-03-18,10808681650
2013-03-19,10428108600
2013-03-20,10770013800
2013-03-21,10554287900
2013-03-22,10497303700
2013-03-25,10261226300
2013-03-26,10478987350
2013-03-27,10491198250
2013-03-28,10470846750
2013-04-01,10347217620
2013-04-02,9950177910
2013-04-03,9621662820
2013-04-04,9724449750
2013-04-05,9617631960
2013-04-08,9885684150
2013-04-09,9841344690
2013-04-10,9784912650
2013-04-11,9363687780
2013-04-12,9438258690
2013-04-15,9250823700
2013-04-16,9585385080
2013-04-17,9448335840
2013-04-18,9774835500
2013-04-19,10061026560
2013-04-22,10101335160
2013-04-23,10254507840
2013-04-24,10488297720
2013-04-25,10234353540
2013-04-26,10109396880
2013-04-29,10123504890
2013-04-30,9966301350
2013-05-01,9676079430
2013-05-02,9990486510
2013-05-03,10169859780
2013-05-06,10425819390
2013-05-07,10423803960
2013-05-08,10133582040
2013-05-09,9968316780
2013-05-10,9674064000
2013-05-13,9569261640
2013-05-14,9571277070
2013-05-15,9760727490
2013-05-16,9528953040
2013-05-17,9944131620
2013-05-20,10054980270
2013-05-21,9837313830
2013-05-22,9986455650
2013-05-23,9867545280
2013-05-24,9821190390
2013-05-28,10010640810
2013-05-29,10169859780
2013-05-30,10085211720
2013-05-31,9976378500
2013-06-03,9708326310
2013-06-04,9643832550
2013-06-05,9468490140
2013-06-06,9631739970
2013-06-07,9524922180
2013-06-10,9339502620
2013-06-11,9085558440
2013-06-12,9123851610
2013-06-13,9192376230
2013-06-14,9107728170
2013-06-17,9002925810
2013-06-18,8920293180
2013-06-19,8912231460
2013-06-20,8634102120
2013-06-21,8370080790
2013-06-24,8208846389
2013-06-25,8503099170
2013-06-26,8630071260
2013-06-27,8605886100
2013-06-28,8622009540
2013-07-01,8111252520
2013-07-02,8001748620
2013-07-03,8081387820
2013-07-05,7916136480
2013-07-08,8270530920
2013-07-09,8356143060
2013-07-10,8027631360
2013-07-11,8431800300
2013-07-12,8569177920
2013-07-15,8473610880
2013-07-16,8417863440
2013-07-17,8330260320
2013-07-18,8161027020
2013-07-19,8445737160
2013-07-22,8591078700
2013-07-23,8656781040
2013-07-24,8573159880
2013-07-25,8790176700
2013-07-26,8831987280
2013-07-29,9082850760
2013-07-30,9070904880
2013-07-31,9068913900
2013-08-01,9220228380
2013-08-02,8979319800
2013-08-05,8959410000
2013-08-06,9142580160
2013-08-07,8851897080
2013-08-08,9049004100
2013-08-09,8909635500
2013-08-12,8955428040
2013-08-13,9011175480
2013-08-14,9074886840
2013-08-15,8947464120
2013-08-16,8839951200
2013-08-19,8732438280
2013-08-20,9134616240
2013-08-21,9132625260
2013-08-22,9118688400
2013-08-23,9152535060
2013-08-26,9039049200
2013-08-27,8949455100
2013-08-28,8887734720
2013-08-29,9035067240
2013-08-30,8855879040
2013-09-03,8887734720
2013-09-04,8961400980
2013-09-05,8772257880
2013-09-06,8698591620
2013-09-09,8527367340
2013-09-10,8533340280
2013-09-11,8409899520
2013-09-12,8324287380
2013-09-13,8370079920
2013-09-16,8342206200
2013-09-17,8274512880
2013-09-18,8242657200
2013-09-19,8188900740
2013-09-20,8246639160
2013-09-23,8228720340
2013-09-24,8399944620
2013-09-25,8603024580
2013-09-26,8481574800
2013-09-27,8497502640
2013-09-30,8384016780
2013-10-01,8297858930
2013-10-02,8367288780
2013-10-03,8293891510
2013-10-04,8285956670
2013-10-07,8170901490
2013-10-08,8020139530
2013-10-09,7881279829
2013-10-10,8365305070
2013-10-11,8480360250
2013-10-14,8428783790
2013-10-15,8571610910
2013-10-16,8565659780
2013-10-17,8767998200
2013-10-18,8910825320
2013-10-21,8910825320
2013-10-22,9021913080
2013-10-23,8920743870
2013-10-24,8680714960
2013-10-25,8740226260
2013-10-28,8809656110
2013-10-29,8875118540
2013-10-30,9281779090
2013-10-31,9136968260
2013-11-01,9232186340
2013-11-04,9236153760
2013-11-05,9210365530
2013-11-06,8615252530
2013-11-07,8609301400
2013-11-08,8764030780
2013-11-11,8718405450
2013-11-12,8994141140
2013-11-13,8902890480
2013-11-14,9238137470
2013-11-15,9224251500
2013-11-18,9252023440
2013-11-19,9111180030
2013-11-20,9136968260
2013-11-21,9049685020
2013-11-22,9202430690
2013-11-25,9432541050
2013-11-26,9257974570
2013-11-27,9779690300
2013-11-29,9517840580
2013-12-02,9753902070
2013-12-03,9571400750
2013-12-04,9085391800
2013-12-05,9051668730
2013-12-06,9305583610
2013-12-09,9198463270
2013-12-10,9238137470
2013-12-11,9109196320
2013-12-12,9097294060
2013-12-13,8990173720
2013-12-16,9462296700
2013-12-17,9448410730
2013-12-18,9567433330
2013-12-19,9384932010
2013-12-20,9599172690
2013-12-23,9799527400
2013-12-24,9787625140
2013-12-26,9845152730
2013-12-27,9779690300
2013-12-30,9666618830
2013-12-31,9857054990
2014-01-02,9865275750
2014-01-03,9787939920
2014-01-06,9819667440
2014-01-07,9714570030
2014-01-08,9688791420
2014-01-09,9956492370
2014-01-10,9873207630
2014-01-13,9663012810
2014-01-14,9651114990
2014-01-15,9567830250
2014-01-16,9417124530
2014-01-17,9518256000
2014-01-21,9672927660
2014-01-22,9551966490
2014-01-23,9472647690
2014-01-24,9258486930
2014-01-27,9262452870
2014-01-28,9216844560
2014-01-29,9478596600
2014-01-30,9321941970
2014-01-31,9181151100
2014-02-03,8935262820
2014-02-04,8760761460
2014-02-05,8661612960
2014-02-06,8691357510
2014-02-07,8917416090
2014-02-10,8673510780
2014-02-11,8822233530
2014-02-12,8814301650
2014-02-13,8933279850
2014-02-14,9177185160
2014-02-18,9099849330
2014-02-19,9093900420
2014-02-20,9054241020
2014-02-21,9147440610
2014-02-24,9397294830
2014-02-25,9559898370
2014-02-26,9333839790
2014-02-27,9042343200
2014-02-28,9036394290
2014-03-03,8899569360
2014-03-04,8931296880
2014-03-05,9074070720
2014-03-06,9417124530
2014-03-07,9403243740
2014-03-10,9516273030
2014-03-11,9686808450
2014-03-12,9865275750
2014-03-13,9704655180
2014-03-14,9863292780
2014-03-17,9813718530
2014-03-18,9853377930
2014-03-19,9696723300
2014-03-20,9799837740
2014-03-21,9726467850
2014-03-24,9555932430
2014-03-25,9559898370
2014-03-26,9450835020
2014-03-27,9317976030
2014-03-28,9409192650
2014-03-31,9434971260
2014-04-01,9566150920
2014-04-02,9520578950
2014-04-03,9597853160
2014-04-04,9496802270
2014-04-07,9471044200
2014-04-08,9435379180
2014-04-09,9564169530
2014-04-10,9389807210
2014-04-11,9150059020
2014-04-14,9415565280
2014-04-15,9643425130
2014-04-16,9968373090
2014-04-17,10065461200
2014-04-21,10085275100
2014-04-22,10162549310
2014-04-23,10235860740
2014-04-24,10196232940
2014-04-25,10275488540
2014-04-28,10428055570
2014-04-29,10394371940
2014-04-30,10420130010
2014-05-01,10362669700
2014-05-02,10293321050
2014-05-05,10223972400
2014-05-06,10221991010
2014-05-07,10285395490
2014-05-08,9918838340
2014-05-09,9788066600
2014-05-12,9914875560
