,ALLE
2018-07-06,7309386000
2018-07-09,7412094000
2018-07-10,7451084999
2018-07-11,7409241000
2018-07-12,7520508000
2018-07-13,7580420999
2018-07-16,7535723999
2018-07-17,7615608000
2018-07-18,7534773000
2018-07-19,7482468000
2018-07-20,7559498999
2018-07-23,7485320999
2018-07-24,7590881999
2018-07-25,7616559000
2018-07-26,7748748000
2018-07-27,7760159999
2018-07-30,7696443000
2018-07-31,7754454000
2018-08-01,7691688000
2018-08-02,7722120000
2018-08-03,7771572000
2018-08-06,7852406999
2018-08-07,7902809999
2018-08-08,7847652000
2018-08-09,7851456000
2018-08-10,7779180000
2018-08-13,7772523000
2018-08-14,7918977000
2018-08-15,8112030000
2018-08-16,8124393000
2018-08-17,8245170000
2018-08-20,8269895999
2018-08-21,8348829000
2018-08-22,8283209999
2018-08-23,8220444000
2018-08-24,8299377000
2018-08-27,8339319000
2018-08-28,8342172000
2018-08-29,8269895999
2018-08-30,8301279000
2018-08-31,8294622000
2018-09-04,8287965000
2018-09-05,8482920000
2018-09-06,8457243000
2018-09-07,8436320999
2018-09-10,8539980000
2018-09-11,8530470000
2018-09-12,8534273999
2018-09-13,8496234000
2018-09-14,8351681999
2018-09-17,8453439000
2018-09-18,8594187000
2018-09-19,8614158000
2018-09-20,8645541000
2018-09-21,8565656999
2018-09-24,8500989000
2018-09-25,8476263000
2018-09-26,8514303000
2018-09-27,8558048999
2018-09-28,8613207000
2018-10-01,8649186000
2018-10-02,8666268000
2018-10-03,8656778000
2018-10-04,8559031000
2018-10-05,8498295000
2018-10-08,8386313000
2018-10-09,8315138000
2018-10-10,8024744000
2018-10-11,7853924000
2018-10-12,7949773000
2018-10-15,7955467000
2018-10-16,8088327000
2018-10-17,7987733000
2018-10-18,7849178999
2018-10-19,7761871000
2018-10-22,7735299000
2018-10-23,7852975000
2018-10-24,7567325999
2018-10-25,7871006000
2018-10-26,7849178999
2018-10-29,7750483000
2018-10-30,8028539999
2018-10-31,8135777000
2018-11-01,8295209000
2018-11-02,8364486000
2018-11-05,8408139999
2018-11-06,8456539000
2018-11-07,8519173000
2018-11-08,8580858000
2018-11-09,8483111000
2018-11-12,8407191000
2018-11-13,8433763000
2018-11-14,8266739000
2018-11-15,8394853999
2018-11-16,8471723000
2018-11-19,8487856000
2018-11-20,8422375000
2018-11-21,8522020000
2018-11-23,8456539000
2018-11-26,8519173000
2018-11-27,8564725000
2018-11-28,8749780000
2018-11-29,8707075000
2018-11-30,8691891000
2018-12-03,8835190000
2018-12-04,8567572000
2018-12-06,8516325999
2018-12-07,8414783000
2018-12-10,8278127000
2018-12-11,8285719000
2018-12-12,8336016000
2018-12-13,8298056000
2018-12-14,8194614999
2018-12-17,7940283000
2018-12-18,8001019000
2018-12-19,7779902000
2018-12-20,7630909000
2018-12-21,7453446000
2018-12-24,7156409000
2018-12-26,7460089000
2018-12-27,7525570000
2018-12-28,7454395000
2018-12-31,7532594999
2019-01-02,7659225000
2019-01-03,7529760000
2019-01-04,7512750000
2019-01-07,7591185000
2019-01-08,7696080000
2019-01-09,7782074999
2019-01-10,7767900000
2019-01-11,7755614999
2019-01-14,7727265000
2019-01-15,7725375000
2019-01-16,7655445000
2019-01-17,7726320000
2019-01-18,7891695000
2019-01-22,7766010000
2019-01-23,7789635000
2019-01-24,7843500000
2019-01-25,7955955000
2019-01-28,7964460000
2019-01-29,8035335000
2019-01-30,8118495000
2019-01-31,8113770000
2019-02-01,8197875000
2019-02-04,8247960000
2019-02-05,8419949999
2019-02-06,8470980000
2019-02-07,8574929999
2019-02-08,8636355000
2019-02-11,8647695000
2019-02-12,8792280000
2019-02-13,8861265000
2019-02-14,8663760000
2019-02-15,8652420000
2019-02-19,8317890000
2019-02-20,8311275000
2019-02-21,8337735000
2019-02-22,8476650000
2019-02-25,8382150000
2019-02-26,8376480000
2019-02-27,8545635000
2019-02-28,8501219999
2019-03-01,8618400000
2019-03-04,8522955000
2019-03-05,8499330000
2019-03-06,8452080000
2019-03-07,8313165000
2019-03-08,8314110000
2019-03-11,8370810000
2019-03-12,8392545000
2019-03-13,8470980000
2019-03-14,8388765000
2019-03-15,8354745000
2019-03-18,8401050000
2019-03-19,8383094999
2019-03-20,8291429999
2019-03-21,8401050000
2019-03-22,8242290000
2019-03-25,8264025000
2019-03-26,8355690000
2019-03-27,8334900000
2019-03-28,8487989999
2019-03-29,8572094999
2019-04-01,8689632000
2019-04-02,8668996000
2019-04-03,8769362000
2019-04-04,8828456000
2019-04-05,8903496000
2019-04-08,8854720000
2019-04-09,8769362000
2019-04-10,8754354000
2019-04-11,8795626000
2019-04-12,8870666000
2019-04-15,8823766000
2019-04-16,8807820000
2019-04-17,8807820000
2019-04-18,8793750000
2019-04-22,8813448000
2019-04-23,9003862000
2019-04-24,8957900000
2019-04-25,9057328000
2019-04-26,9221478000
2019-04-29,9230858000
2019-04-30,9307774000
2019-05-01,9289952000
2019-05-02,9278696000
2019-05-03,9585422000
2019-05-06,9495374000
2019-05-07,9319968000
2019-05-08,9344356000
2019-05-09,9389380000
2019-05-10,9406264000
2019-05-13,9292766000
2019-05-14,9323720000
2019-05-15,9420334000
2019-05-16,9555406000
2019-05-17,9424086000
2019-05-20,9378124000
2019-05-21,9518824000
2019-05-22,9373434000
2019-05-23,9295580000
2019-05-24,9312464000
2019-05-28,9269316000
2019-05-29,9172702000
2019-05-30,9331224000
2019-05-31,9103290000
2019-06-03,9342480000
2019-06-04,9419396000
2019-06-05,9690478000
2019-06-06,9727060000
2019-06-07,9768332000
2019-06-10,9899652000
2019-06-11,9849000000
2019-06-12,9805852000
2019-06-13,9878078000
2019-06-14,9944676000
2019-06-17,9816170000
2019-06-18,9956870000
2019-06-19,10051608000
2019-06-20,10154788000
2019-06-21,10115392000
2019-06-24,10120082000
2019-06-25,10090066000
2019-06-26,10091942000
2019-06-27,10202626000
2019-06-28,10369590000
2019-07-01,10404816000
2019-07-02,10287258000
2019-07-03,10310583000
2019-07-05,10355367000
2019-07-08,10261134000
2019-07-09,10278861000
2019-07-10,10199556000
2019-07-11,10194891000
2019-07-12,10304052000
2019-07-15,10333908000
2019-07-16,10335774000
2019-07-17,10152906000
2019-07-18,10210752000
2019-07-19,10038147000
2019-07-22,10078266000
2019-07-23,10153839000
2019-07-24,10096926000
2019-07-25,9778773000
2019-07-26,9820758000
2019-07-29,9675210000
2019-07-30,9728391000
2019-07-31,9660282000
2019-08-01,9561384000
2019-08-02,9500739000
2019-08-05,9300144000
2019-08-06,9314139000
2019-08-07,9174189000
2019-08-08,9250695000
2019-08-09,9211509000
2019-08-12,9050100000
2019-08-13,9093018000
2019-08-14,8777664000
2019-08-15,8837376000
2019-08-16,8903619000
2019-08-19,9008115000
2019-08-20,8863500000
2019-08-21,8906418000
2019-08-22,8927877000
2019-08-23,8716086000
2019-08-26,8772066000
2019-08-27,8748741000
2019-08-28,8797257000
2019-08-29,8938140000
2019-08-30,8981991000
2019-09-03,8894289000
2019-09-04,9027708000
2019-09-05,9201246000
2019-09-06,9232035000
2019-09-09,9137802000
2019-09-10,9167658000
2019-09-11,9323469000
2019-09-12,9360789000
2019-09-13,9538992000
2019-09-16,9528729000
2019-09-17,9475548000
2019-09-18,9545523000
2019-09-19,9528729000
2019-09-20,9476481000
2019-09-23,9438228000
2019-09-24,9478347000
2019-09-25,9502605000
2019-09-26,9578178000
2019-09-27,9563250000
2019-09-30,9629085000
2019-10-01,9392190000
2019-10-02,9312296000
2019-10-03,9392190000
2019-10-04,9598428000
2019-10-07,9529682000
2019-10-08,9506457000
2019-10-09,9386616000
2019-10-10,9355030000
2019-10-11,9425634000
2019-10-14,9331805000
2019-10-15,9456291000
2019-10-16,9606789000
2019-10-17,9673677000
2019-10-18,9656955000
2019-10-21,9757287000
2019-10-22,9777725000
2019-10-23,9695973000
2019-10-24,10559014000
2019-10-25,10528357000
2019-10-28,10713228000
2019-10-29,10723447000
2019-10-30,10823779000
2019-10-31,10780116000
2019-11-01,10979851000
2019-11-04,10974277000
2019-11-05,10878590000
2019-11-06,10830282000
2019-11-07,10708583000
2019-11-08,10743885000
2019-11-11,10744814000
2019-11-12,10655630000
2019-11-13,10843288000
2019-11-14,10886951000
2019-11-15,11066248000
2019-11-18,11000289000
2019-11-19,11074609000
2019-11-20,10915750000
2019-11-21,11010508000
2019-11-22,11059745000
2019-11-25,11130349000
2019-11-26,11348664000
2019-11-27,11292924000
2019-11-29,11150787000
2019-12-02,11181444000
2019-12-03,11164722000
2019-12-04,11314291000
2019-12-05,11361670000
2019-12-06,11425771000
2019-12-09,11527961000
2019-12-10,11527961000
2019-12-11,11676601000
2019-12-12,11563263000
2019-12-13,11427629000
2019-12-16,11302214000
2019-12-17,11475937000
2019-12-18,11483369000
2019-12-19,11489872000
2019-12-20,11538180000
2019-12-23,11465718000
2019-12-24,11507523000
2019-12-26,11579056000
2019-12-27,11574411000
2019-12-30,11530748000
2019-12-31,11544858000
2020-01-02,11623653000
2020-01-03,11479968000
2020-01-06,11458647000
2020-01-07,11321451000
2020-01-08,11369655000
2020-01-09,11390049000
2020-01-10,11441961000
2020-01-13,11555055000
2020-01-14,11561544000
2020-01-15,11617164000
2020-01-16,11912877000
2020-01-17,11870235000
2020-01-21,11785878000
2020-01-22,12000014999
2020-01-23,12032460000
2020-01-24,11865600000
2020-01-27,11835009000
2020-01-28,11999088000
2020-01-29,12127014000
2020-01-30,12112182000
2020-01-31,11987964000
2020-02-03,12253086000
2020-02-04,12537675000
2020-02-05,12355056000
2020-02-06,12274407000
2020-02-07,12425508000
2020-02-10,12642426000
2020-02-11,12782402999
2020-02-12,12845439000
2020-02-13,12684141000
2020-02-14,12876030000
2020-02-18,12455172000
2020-02-19,12158532000
2020-02-20,12037095000
2020-02-21,11919366000
2020-02-24,11768265000
2020-02-25,11494800000
2020-02-26,11463282000
2020-02-27,10955286000
2020-02-28,10659573000
2020-03-02,11203722000
2020-03-03,11062818000
2020-03-04,11527245000
2020-03-05,11369655000
2020-03-06,11105460000
2020-03-09,10660500000
2020-03-10,10974753000
2020-03-11,10640106000
2020-03-12,9584253000
2020-03-13,10364787000
2020-03-16,9057717000
2020-03-17,9511020000
2020-03-18,8962236000
2020-03-19,8728632000
2020-03-20,7679268000
2020-03-23,7286219999
2020-03-24,7872084000
2020-03-25,8292015000
2020-03-26,8971506000
2020-03-27,8493174000
2020-03-30,8807427000
2020-03-31,8493446000
2020-04-01,7807657000
2020-04-02,7791966000
2020-04-03,7756892000
2020-04-06,8721427000
2020-04-07,8560825000
2020-04-08,8736195000
2020-04-09,8801728000
2020-04-13,8839571000
2020-04-14,9038016000
2020-04-15,8718658000
2020-04-16,8674354000
2020-04-17,9011249000
2020-04-20,8671585000
2020-04-21,8377148000
2020-04-22,8581131000
2020-04-23,8780499000
2020-04-24,8913411000
2020-04-27,9144161000
2020-04-28,9379526000
2020-04-29,9447828000
2020-04-30,9279842000
2020-05-01,8997404000
2020-05-04,8746348000
2020-05-05,8929102000
2020-05-06,9044477000
2020-05-07,9242922000
2020-05-08,9439521000
2020-05-11,9385064000
2020-05-12,9204156000
2020-05-13,8644818000
2020-05-14,8636511000
2020-05-15,8578362000
2020-05-18,8849724000
2020-05-19,8699275000
2020-05-20,8984482000
2020-05-21,8676200000
2020-05-22,8702967000
2020-05-26,9012172000
2020-05-27,9140469000
2020-05-28,9221693000
2020-05-29,9202310000
2020-06-01,9289995000
2020-06-02,9230923000
2020-06-03,9695192000
2020-06-04,9792107000
2020-06-05,10646805000
2020-06-08,10664342000
2020-06-09,10364367000
2020-06-10,10062546000
2020-06-11,9373988000
2020-06-12,9452443000
2020-06-15,9474595000
2020-06-16,9648119000
2020-06-17,9622275000
2020-06-18,9505977000
2020-06-19,9482902000
2020-06-22,9479210000
2020-06-23,9475518000
2020-06-24,9029709000
2020-06-25,9045400000
2020-06-26,8957715000
2020-06-29,9210617000
2020-06-30,9434906000
2020-07-01,9404447000
2020-07-02,9450597000
2020-07-06,9596431000
2020-07-07,9419215000
2020-07-08,9459827000
2020-07-09,9278919000
2020-07-10,9369373000
2020-07-13,9391525000
2020-07-14,9621352000
2020-07-15,9857640000
2020-07-16,9913943000
2020-07-17,9862255000
2020-07-20,9925019000
2020-07-21,10136386000
2020-07-22,10300680000
2020-07-23,9466288000
2020-07-24,9324146000
2020-07-27,9358297000
2020-07-28,9092473000
2020-07-29,9065706000
2020-07-30,9006634000
2020-07-31,9180158000
2020-08-03,9271535000
2020-08-04,9175543000
2020-08-05,9270612000
2020-08-06,9156160000
2020-08-07,9240153000
2020-08-10,9444136000
2020-08-11,9613968000
2020-08-12,9614891000
2020-08-13,9478287000
2020-08-14,9373988000
2020-08-17,9438598000
2020-08-18,9284457000
2020-08-19,9295533000
2020-08-20,9169082000
2020-08-21,9254921000
2020-08-24,9497670000
2020-08-25,9421984000
2020-08-26,9457058000
2020-08-27,9529052000
2020-08-28,9599200000
2020-08-31,9542897000
2020-09-01,9423830000
2020-09-02,9673040000
2020-09-03,9268766000
2020-09-04,9199541000
2020-09-08,9045400000
2020-09-09,9109087000
2020-09-10,8954023000
2020-09-11,9042631000
2020-09-14,9150622000
2020-09-15,9314916000
2020-09-16,9583509000
2020-09-17,9597354000
2020-09-18,9529975000
2020-09-21,9024171000
2020-09-22,9065706000
2020-09-23,8802651000
2020-09-24,8826649000
2020-09-25,8975252000
2020-09-28,9157083000
2020-09-29,9153391000
2020-09-30,8971137000
2020-10-01,8933950000
2020-10-02,8962974000
2020-10-05,9142560000
2020-10-06,9148002000
2020-10-07,9211492000
2020-10-08,9404683000
2020-10-09,9431893000
2020-10-12,9773832000
2020-10-13,9527128000
2020-10-14,9476336000
2020-10-15,9507174000
2020-10-16,9522593000
2020-10-19,9426451000
2020-10-20,9550710000
2020-10-21,9423730000
2020-10-22,9248679000
2020-10-23,9331216000
2020-10-26,9146188000
2020-10-27,9002882000
2020-10-28,8739852000
2020-10-29,8898577000
2020-10-30,8933950000
2020-11-02,9206957000
2020-11-03,9440056000
2020-11-04,9210585000
2020-11-05,9444591000
2020-11-06,9326681000
2020-11-09,10146609000
2020-11-10,10444105000
2020-11-11,10191052000
2020-11-12,9990605000
2020-11-13,10339800000
2020-11-16,10726182000
2020-11-17,10472222000
2020-11-18,10390592000
2020-11-19,10351591000
2020-11-20,10249100000
2020-11-23,10354312000
2020-11-24,10592853000
2020-11-25,10449547000
2020-11-27,10365196000
2020-11-30,10343428000
2020-12-01,10430500000
2020-12-02,10298078000
2020-12-03,10318939000
2020-12-04,10388778000
2020-12-07,10177447000
2020-12-08,10259984000
2020-12-09,10100352000
2020-12-10,10035955000
2020-12-11,9938906000
2020-12-14,9948883000
2020-12-15,10131190000
2020-12-16,10085840000
2020-12-17,10232774000
2020-12-18,10317125000
2020-12-21,10230053000
2020-12-22,10193773000
2020-12-23,10227332000
2020-12-24,10251821000
2020-12-28,10386964000
2020-12-29,10298078000
2020-12-30,10425058000
2020-12-31,10555666000
2021-01-04,10383336000
2021-01-05,10403290000
2021-01-06,10640017000
2021-01-07,10920280000
2021-01-08,10882186000
2021-01-11,10913931000
2021-01-12,10873116000
2021-01-13,10612807000
2021-01-14,10546596000
2021-01-15,10376987000
2021-01-19,10404197000
2021-01-20,10357033000
2021-01-21,10434128000
2021-01-22,10304427000
2021-01-25,10166563000
2021-01-26,10091282000
2021-01-27,10172005000
2021-01-28,10020536000
2021-01-29,9705807000
2021-02-01,10006024000
2021-02-02,10057723000
2021-02-03,10106701000
2021-02-04,10146609000
2021-02-05,10320753000
2021-02-08,10614621000
2021-02-09,10586504000
2021-02-10,10694437000
2021-02-11,10803277000
2021-02-12,10726182000
2021-02-16,9959767000
2021-02-17,9913510000
2021-02-18,9823717000
2021-02-19,9891742000
2021-02-22,9885393000
2021-02-23,9867253000
2021-02-24,9916231000
2021-02-25,9758413000
2021-02-26,9866346000
2021-03-01,10131190000
2021-03-02,10230053000
2021-03-03,10172005000
2021-03-04,10013280000
2021-03-05,10277217000
2021-03-08,10565643000
2021-03-09,10379708000
2021-03-10,10516665000
2021-03-11,10430500000
2021-03-12,10638203000
2021-03-15,10714391000
2021-03-16,11004631000
2021-03-17,11116192000
2021-03-18,11063586000
2021-03-19,10876744000
2021-03-22,10924815000
2021-03-23,10819603000
2021-03-24,11033655000
2021-03-25,11199636000
2021-03-26,11496225000
2021-03-29,11453596000
2021-03-30,11363803000
2021-03-31,11305800000
2021-04-01,11497500000
2021-04-05,11702700000
2021-04-06,11835000000
2021-04-07,11822400000
2021-04-08,11776500000
2021-04-09,11852100000
2021-04-12,11844900000
2021-04-13,11640600000
2021-04-14,11721600000
2021-04-15,11747700000
2021-04-16,11970900000
2021-04-19,11910600000
2021-04-20,11920499999
2021-04-21,11978100000
2021-04-22,12194100000
2021-04-23,12451500000
2021-04-26,12262500000
2021-04-27,12388500000
2021-04-28,12285000000
2021-04-29,12349800000
2021-04-30,12094200000
2021-05-03,12246300000
2021-05-04,12366900000
2021-05-05,12261600000
2021-05-06,12614400000
2021-05-07,12712500000
2021-05-10,12829500000
2021-05-11,12576600000
2021-05-12,12185099999
2021-05-13,12528900000
2021-05-14,12622500000
2021-05-17,12503700000
2021-05-18,12347100000
2021-05-19,12389400000
2021-05-20,12386700000
2021-05-21,12375900000
2021-05-24,12485700000
2021-05-25,12531600000
2021-05-26,12516300000
2021-05-27,12616200000
2021-05-28,12643200000
2021-06-01,12542400000
2021-06-02,12450600000
2021-06-03,12414600000
2021-06-04,12494700000
2021-06-07,12420000000
2021-06-08,12510000000
2021-06-09,12428100000
2021-06-10,12479400000
2021-06-11,12482999999
2021-06-14,12447900000
2021-06-15,12465000000
2021-06-16,12521700000
2021-06-17,12290400000
2021-06-18,12118500000
2021-06-21,12399300000
2021-06-22,12482100000
2021-06-23,12433500000
2021-06-24,12484800000
2021-06-25,12496500000
2021-06-28,12539700000
2021-06-29,12527100000
2021-06-30,12495210000
2021-07-01,12576837000
2021-07-02,12561588000
2021-07-06,12428832000
2021-07-07,12559794000
2021-07-08,12335544000
2021-07-09,12402819000
2021-07-12,12389364000
2021-07-13,12023388000
2021-07-14,12187539000
2021-07-15,12317604000
2021-07-16,12423450000
2021-07-19,12191127000
2021-07-20,12679095000
2021-07-21,12600159000
2021-07-22,12196509000
2021-07-23,12484446000
2021-07-26,12383085000
2021-07-27,12261989999
2021-07-28,12162423000
2021-07-29,12154350000
2021-07-30,12253020000
2021-08-02,12187539000
2021-08-03,12361557000
2021-08-04,12151659000
2021-08-05,12315810000
2021-08-06,12337338000
2021-08-09,12231492000
2021-08-10,12242256000
2021-08-11,12304148999
2021-08-12,12297870000
2021-08-13,12379497000
2021-08-16,12555309000
2021-08-17,12566073000
2021-08-18,12554412000
2021-08-19,12577734000
2021-08-20,12430626000
2021-08-23,12476373000
2021-08-24,12593880000
2021-08-25,12660257999
2021-08-26,12561588000
2021-08-27,12691653000
2021-08-30,12834276000
2021-08-31,12915903000
2021-09-01,12966135000
2021-09-02,13249587000
2021-09-03,13287261000
2021-09-07,12840555000
2021-09-08,12993045000
2021-09-09,12852216000
2021-09-10,12967032000
2021-09-13,12761619000
2021-09-14,12518532000
2021-09-15,12666537000
2021-09-16,12665639999
2021-09-17,12418068000
2021-09-20,12312222000
2021-09-21,12137307000
2021-09-22,12232389000
2021-09-23,12434214000
2021-09-24,12319398000
2021-09-27,12279032999
2021-09-28,12072723000
2021-09-29,12129234000
2021-09-30,11790456000
2021-10-01,11816324000
2021-10-04,11619192000
2021-10-05,11568348000
2021-10-06,11535344000
2021-10-07,11733368000
2021-10-08,11725339999
2021-10-11,11515720000
2021-10-12,11449712000
2021-10-13,11499663999
2021-10-14,11806512000
2021-10-15,11961720000
2021-10-18,12026836000
2021-10-19,12017024000
2021-10-20,12207020000
2021-10-21,11731584000
2021-10-22,11909984000
2021-10-25,11695012000
2021-10-26,11550508000
2021-10-27,11363188000
2021-10-28,11413140000
2021-10-29,11444360000
2021-11-01,11584404000
2021-11-02,11703039999
2021-11-03,11541587999
2021-11-04,11692336000
2021-11-05,11721772000
2021-11-08,11776184000
2021-11-09,11860924000
2021-11-10,11830596000
2021-11-11,11810972000
2021-11-12,12058056000
2021-11-15,11956368000
2021-11-16,12100872000
2021-11-17,12173124000
2021-11-18,12035756000
2021-11-19,11934960000
2021-11-22,11826136000
2021-11-23,11777968000
2021-11-24,11776184000
2021-11-26,11539804000
2021-11-29,11478256000
2021-11-30,11028688000
2021-12-01,10952868000
2021-12-02,11455956000
2021-12-03,11526424000
2021-12-06,11738720000
2021-12-07,11751208000
2021-12-08,11817216000
2021-12-09,11675387999
2021-12-10,11690552000
2021-12-13,11637032000
2021-12-14,11562996000
2021-12-15,11628112000
2021-12-16,11740504000
2021-12-17,11407788000
2021-12-20,11083100000
2021-12-21,11271312000
2021-12-22,11261500000
2021-12-23,11353376000
2021-12-27,11558536000
2021-12-28,11690552000
2021-12-29,11807404000
2021-12-30,11735152000
2021-12-31,11681208000
2022-01-03,11409552000
2022-01-04,11677680000
2022-01-05,11405142000
2022-01-06,11295774000
2022-01-07,11168766000
2022-01-10,11032938000
2022-01-11,11255202000
2022-01-12,11252556000
2022-01-13,11123784000
2022-01-14,10977372000
2022-01-18,10927098000
2022-01-19,10842426000
2022-01-20,10650150000
2022-01-21,10696896000
2022-01-24,10897110000
2022-01-25,10643976000
2022-01-26,10618398000
2022-01-27,10628982000
2022-01-28,10690722000
2022-01-31,10824786000
2022-02-01,10584000000
2022-02-02,10599876000
2022-02-03,10240902000
2022-02-04,10517850000
2022-02-07,10624572000
2022-02-08,10735704000
2022-02-09,11040876000
2022-02-10,10644858000
2022-02-11,10484334000
2022-02-14,10436706000
2022-02-15,10327338000
2022-02-16,10164168000
2022-02-17,10106838000
2022-02-18,10066266000
2022-02-22,10011582000
2022-02-23,9663192000
2022-02-24,9851940000
2022-02-25,10151820000
2022-02-28,10100664000
2022-03-01,10110366000
2022-03-02,10352034000
2022-03-03,10382022000
2022-03-04,10344978000
2022-03-07,10119186000
2022-03-08,9828126000
2022-03-09,10102428000
2022-03-10,9957780000
2022-03-11,9817542000
2022-03-14,9873990000
2022-03-15,10096254000
2022-03-16,10270008000
2022-03-17,10389078000
2022-03-18,10419948000
2022-03-21,10341450000
2022-03-22,10360854000
2022-03-23,9983358000
2022-03-24,9930438000
2022-03-25,9904860000
2022-03-28,10008936000
2022-03-29,10147410000
2022-03-30,9997470000
2022-03-31,9649662000
2022-04-01,9802608000
2022-04-04,9783270000
2022-04-05,9680427000
2022-04-06,9402663000
2022-04-07,9532755000
2022-04-08,9378930000
2022-04-11,9363108000
2022-04-12,9299820000
2022-04-13,9509901000
2022-04-14,9443097000
2022-04-18,9370140000
2022-04-19,9606591000
2022-04-20,9896661000
2022-04-21,9852711000
2022-04-22,10065429000
2022-04-25,10083888000
2022-04-26,10040817000
2022-04-27,10198158000
2022-04-28,10477680000
2022-04-29,10041696000
2022-05-02,10089162000
2022-05-03,10143660000
2022-05-04,10412634000
2022-05-05,9999504000
2022-05-06,9894903000
2022-05-09,10007415000
2022-05-10,9731409000
2022-05-11,9545940000
2022-05-12,9772722000
2022-05-13,9913362000
2022-05-16,9822825000
2022-05-17,9990714000
2022-05-18,9595164000
2022-05-19,9564399000
2022-05-20,9588132000
2022-05-23,9538029000
2022-05-24,9494079000
2022-05-25,9501990000
2022-05-26,9737562000
2022-05-27,9980166000
2022-05-31,9814035000
2022-06-01,9830736000
2022-06-02,10030269000
2022-06-03,9795576000
2022-06-06,9851832000
2022-06-07,9964344000
2022-06-08,9709434000
2022-06-09,9539787000
2022-06-10,9415848000
2022-06-13,9064248000
2022-06-14,8901633000
2022-06-15,8850651000
2022-06-16,8470923000
2022-06-17,8409393000
2022-06-21,8357532000
2022-06-22,8390055000
2022-06-23,8509599000
2022-06-24,8754840000
2022-06-27,8723196000
2022-06-28,8649360000
2022-06-29,8648481000
2022-06-30,8605410000
2022-07-01,8755719000
2022-07-05,8826039000
2022-07-06,8851530000
2022-07-07,8878779000
2022-07-08,8661666000
2022-07-11,8604531000
2022-07-12,8518389000
2022-07-13,8390933999
2022-07-14,8403239999
2022-07-15,8527179000
2022-07-18,8407635000
2022-07-19,8833071000
2022-07-20,8931519000
2022-07-21,9094134000
2022-07-22,9087981000
2022-07-25,9054579000
2022-07-26,9026451000
2022-07-27,9158301000
2022-07-28,9168849000
2022-07-29,9291030000
2022-08-01,9262023000
2022-08-02,9030846000
2022-08-03,9100287000
2022-08-04,9074796000
2022-08-05,8985138000
2022-08-08,9042273000
2022-08-09,8714406000
2022-08-10,8954373000
2022-08-11,9038757000
2022-08-12,9353439000
2022-08-15,9422880000
2022-08-16,9533634000
2022-08-17,9543303000
2022-08-18,9590769000
2022-08-19,9356955000
2022-08-22,9066006000
2022-08-23,8958768000
2022-08-24,8954373000
2022-08-25,9081828000
2022-08-26,8584314000
2022-08-29,8501688000
2022-08-30,8499051000
2022-08-31,8359289999
2022-09-01,8414667000
2022-09-02,8340831000
2022-09-06,8318856000
2022-09-07,8614200000
2022-09-08,8627385000
2022-09-09,8757477000
2022-09-12,8896359000
2022-09-13,8428731000
2022-09-14,8363685000
2022-09-15,8187885000
2022-09-16,7883751000
2022-09-19,8105258999
2022-09-20,8007689999
2022-09-21,8010327000
2022-09-22,7966377000
2022-09-23,8090316000
2022-09-26,7927701000
2022-09-27,7822221000
2022-09-28,8069220000
2022-09-29,7846833000
2022-09-30,7882872000
2022-10-03,8126355000
2022-10-04,8424336000
2022-10-05,8434883999
2022-10-06,8298639000
2022-10-07,8123718000
2022-10-10,8068341000
2022-10-11,8049882000
2022-10-12,7954950000
2022-10-13,8104380000
2022-10-14,7905726000
2022-10-17,8221287000
2022-10-18,8366322000
2022-10-19,8096469000
2022-10-20,7893420000
2022-10-21,8156241000
2022-10-24,8294244000
2022-10-25,8573766000
2022-10-26,8555307000
2022-10-27,9094134000
2022-10-28,9334101000
2022-10-31,9209283000
2022-11-01,9366624000
2022-11-02,8966679000
2022-11-03,8995686000
2022-11-04,9064248000
2022-11-07,9411453000
2022-11-08,9385962000
2022-11-09,9174123000
2022-11-10,10018842000
2022-11-11,9982803000
2022-11-14,9752505000
2022-11-15,9901056000
2022-11-16,9761295000
2022-11-17,9736683000
2022-11-18,9929184000
2022-11-21,9902814000
2022-11-22,10015326000
2022-11-23,10019721000
2022-11-25,10048728000
2022-11-28,9866775000
2022-11-29,9736683000
2022-11-30,9989835000
2022-12-01,10025874000
2022-12-02,10066308000
2022-12-05,9758658000
2022-12-06,9596043000
2022-12-07,9594285000
2022-12-08,9744594000
2022-12-09,9592527000
2022-12-12,9690975000
2022-12-13,9829857000
2022-12-14,9648783000
2022-12-15,9291909000
2022-12-16,9129294000
2022-12-19,9191703000
2022-12-20,9183792000
2022-12-21,9383325000
2022-12-22,9245322000
2022-12-23,9232137000
2022-12-27,9315642000
2022-12-28,9169728000
2022-12-29,9382446000
2022-12-30,9252354000
2023-01-03,9477600000
2023-01-04,9613120000
2023-01-05,9482000000
2023-01-06,9804960000
2023-01-09,9879760000
2023-01-10,9859520000
2023-01-11,10041680000
2023-01-12,9988880000
2023-01-13,10010880000
2023-01-17,9925520000
2023-01-18,9764480000
2023-01-19,9526880000
2023-01-20,9794400000
2023-01-23,9863920000
2023-01-24,9978320000
2023-01-25,9974800000
2023-01-26,9966000000
2023-01-27,10056640000
2023-01-30,10071600000
2023-01-31,10344400000
2023-02-01,10564400000
2023-02-02,10713120000
2023-02-03,10817840000
2023-02-06,10636560000
2023-02-07,10582880000
2023-02-08,10573200000
2023-02-09,10435040000
2023-02-10,10391040000
2023-02-13,10552960000
2023-02-14,10547680000
2023-02-15,10699040000
2023-02-16,10450000000
2023-02-17,10436800000
2023-02-21,10120880000
2023-02-22,9956320000
