,AWK
2017-07-26,14480299999
2017-07-27,14382400000
2017-07-28,14426900000
2017-07-31,14435799999
2017-08-01,14485640000
2017-08-02,14596000000
2017-08-03,14355700000
2017-08-04,14432240000
2017-08-07,14487420000
2017-08-08,14473180000
2017-08-09,14539040000
2017-08-10,14482080000
2017-08-11,14368160000
2017-08-14,14476740000
2017-08-15,14553280000
2017-08-16,14523020000
2017-08-17,14476740000
2017-08-18,14496320000
2017-08-21,14610240000
2017-08-22,14629820000
2017-08-23,14560400000
2017-08-24,14537260000
2017-08-25,14588879999
2017-08-28,14596000000
2017-08-29,14482080000
2017-08-30,14391299999
2017-08-31,14400200000
2017-09-01,14387740000
2017-09-05,14385959999
2017-09-06,14391299999
2017-09-07,14507000000
2017-09-08,14588879999
2017-09-11,14759760000
2017-09-12,14551500000
2017-09-13,14482080000
2017-09-14,14644060000
2017-09-15,14717040000
2017-09-18,14638720000
2017-09-19,14652959999
2017-09-20,14667200000
2017-09-21,14558620000
2017-09-22,14601340000
2017-09-25,14681440000
2017-09-26,14645840000
2017-09-27,14418000000
2017-09-28,14437580000
2017-09-29,14401980000
2017-10-02,14555060000
2017-10-03,14551500000
2017-10-04,14686780000
2017-10-05,14757980000
2017-10-06,14733060000
2017-10-09,14811379999
2017-10-10,14964459999
2017-10-11,15030320000
2017-10-12,15147799999
2017-10-13,15133560000
2017-10-16,15167379999
2017-10-17,15313340000
2017-10-18,15347160000
2017-10-19,15528720000
2017-10-20,15621280000
2017-10-23,15615940000
2017-10-24,15453959999
2017-10-25,15473540000
2017-10-26,15573220000
2017-10-27,15605260000
2017-10-30,15621280000
2017-10-31,15621280000
2017-11-01,15523379999
2017-11-02,15922100000
2017-11-03,15799280000
2017-11-06,15772580000
2017-11-07,16020000000
2017-11-08,16062720000
2017-11-09,15897180000
2017-11-10,15795720000
2017-11-13,15934560000
2017-11-14,16146379999
2017-11-15,15987959999
2017-11-16,15964820000
2017-11-17,15845560000
2017-11-20,15731640000
2017-11-21,15767240000
2017-11-22,15781480000
2017-11-24,15795720000
2017-11-27,15877600000
2017-11-28,15943459999
2017-11-29,16082299999
2017-11-30,16297680000
2017-12-01,16237160000
2017-12-04,16254959999
2017-12-05,16137480000
2017-12-06,16187320000
2017-12-07,16212240000
2017-12-08,16290560000
2017-12-11,16420500000
2017-12-12,15898959999
2017-12-13,16007540000
2017-12-14,16082299999
2017-12-15,16165959999
2017-12-18,16107220000
2017-12-19,15842000000
2017-12-20,15902520000
2017-12-21,15966600000
2017-12-22,16110780000
2017-12-26,16094760000
2017-12-27,16169520000
2017-12-28,16308360000
2017-12-29,16285220000
2018-01-02,15856240000
2018-01-03,15744100000
2018-01-04,15594580000
2018-01-05,15441500000
2018-01-08,15575000000
2018-01-09,15434379999
2018-01-10,15254600000
2018-01-11,15083720000
2018-01-12,14387740000
2018-01-16,14635160000
2018-01-17,14686780000
2018-01-18,14668980000
2018-01-19,14775780000
2018-01-22,14766879999
2018-01-23,14987600000
2018-01-24,14907500000
2018-01-25,15046340000
2018-01-26,15119320000
2018-01-29,14905720000
2018-01-30,14793580000
2018-01-31,14804260000
2018-02-01,14567520000
2018-02-02,14457160000
2018-02-05,14029959999
2018-02-06,14054879999
2018-02-07,13876879999
2018-02-08,13538680000
2018-02-09,13873320000
2018-02-12,13869760000
2018-02-13,14021060000
2018-02-14,13942740000
2018-02-15,14188379999
2018-02-16,14329000000
2018-02-20,14213299999
2018-02-21,14035299999
2018-02-22,14015720000
2018-02-23,14352140000
2018-02-26,14382400000
2018-02-27,14232879999
2018-02-28,14126080000
2018-03-01,14088700000
2018-03-02,14040640000
2018-03-05,14273820000
2018-03-06,14184820000
2018-03-07,14272040000
2018-03-08,14382400000
2018-03-09,14482080000
2018-03-12,14631600000
2018-03-13,14373500000
2018-03-14,14453600000
2018-03-15,14501660000
2018-03-16,14624480000
2018-03-19,14510560000
2018-03-20,14492760000
2018-03-21,14391299999
2018-03-22,14266700000
2018-03-23,14102940000
2018-03-26,14216860000
2018-03-27,14362820000
2018-03-28,14451820000
2018-03-29,14619140000
2018-04-02,14534800000
2018-04-03,14527640000
2018-04-04,14534800000
2018-04-05,14697690000
2018-04-06,14663680000
2018-04-09,14703060000
2018-04-10,14642200000
2018-04-11,14643990000
2018-04-12,14436350000
2018-04-13,14473940000
2018-04-16,14788980000
2018-04-17,15048529999
2018-04-18,14978720000
2018-04-19,14975140000
2018-04-20,14976930000
2018-04-23,15086120000
2018-04-24,15173830000
2018-04-25,15170250000
2018-04-26,15374310000
2018-04-27,15533620000
2018-04-30,15497820000
2018-05-01,15506770000
2018-05-02,15435170000
2018-05-03,15266910000
2018-05-04,15343880000
2018-05-07,15179200000
2018-05-08,14858790000
2018-05-09,14898170000
2018-05-10,14989460000
2018-05-11,14942920000
2018-05-14,14797930000
2018-05-15,14584920000
2018-05-16,14413080000
2018-05-17,14380860000
2018-05-18,14400550000
2018-05-21,14414870000
2018-05-22,14411290000
2018-05-23,14488260000
2018-05-24,14686950000
2018-05-25,14855210000
2018-05-29,15021680000
2018-05-30,15073589999
2018-05-31,14882060000
2018-06-01,14701270000
2018-06-04,14613560000
2018-06-05,14404130000
2018-06-06,14180380000
2018-06-07,14189330000
2018-06-08,14191120000
2018-06-11,14024649999
2018-06-12,14226920000
2018-06-13,14128470000
2018-06-14,14280620000
2018-06-15,14507950000
2018-06-18,14669050000
2018-06-19,14821200000
2018-06-20,14887430000
2018-06-21,14742440000
2018-06-22,14932180000
2018-06-25,15268700000
2018-06-26,15266910000
2018-06-27,15347460000
2018-06-28,15306290000
2018-06-29,15283020000
2018-07-02,15622110000
2018-07-03,15725280000
2018-07-05,15850169999
2018-07-06,16014880000
2018-07-09,15435680000
2018-07-10,15609440000
2018-07-11,15790440000
2018-07-12,15792250000
2018-07-13,15873700000
2018-07-16,15850169999
2018-07-17,15871890000
2018-07-18,15851980000
2018-07-19,16023930000
2018-07-20,15846550000
2018-07-23,15797680000
2018-07-24,15823020000
2018-07-25,15841120000
2018-07-26,16023930000
2018-07-27,15993160000
2018-07-30,15850169999
2018-07-31,15973250000
2018-08-01,15667360000
2018-08-02,15844740000
2018-08-03,15937050000
2018-08-06,15975060000
2018-08-07,15942480000
2018-08-08,15949720000
2018-08-09,15967820000
2018-08-10,15862840000
2018-08-13,15819400000
2018-08-14,15853790000
2018-08-15,15982300000
2018-08-16,16101759999
2018-08-17,16197690000
2018-08-20,16174160000
2018-08-21,16103570000
2018-08-22,15975060000
2018-08-23,15976870000
2018-08-24,16081849999
2018-08-27,15937050000
2018-08-28,15792250000
2018-08-29,15871890000
2018-08-30,15857410000
2018-08-31,15842930000
2018-09-04,16072800000
2018-09-05,16199500000
2018-09-06,16125290000
2018-09-07,15967820000
2018-09-10,16049270000
2018-09-11,16031169999
2018-09-12,16002210000
2018-09-13,16159680000
2018-09-14,16152440000
2018-09-17,16197690000
2018-09-18,16177780000
2018-09-19,15851980000
2018-09-20,16005830000
2018-09-21,16036599999
2018-09-24,15895419999
2018-09-25,15685460000
2018-09-26,15549710000
2018-09-27,15739759999
2018-09-28,15922570000
2018-10-01,15842930000
2018-10-02,15991349999
2018-10-03,15866460000
2018-10-04,15868270000
2018-10-05,16116240000
2018-10-08,16277330000
2018-10-09,16393169999
2018-10-10,16378690000
2018-10-11,15828450000
2018-10-12,15879130000
2018-10-15,15928000000
2018-10-16,16299050000
2018-10-17,16280950000
2018-10-18,16371450000
2018-10-19,16641140000
2018-10-22,16566930000
2018-10-23,16280950000
2018-10-24,16594080000
2018-10-25,16277330000
2018-10-26,15969630000
2018-10-29,16201310000
2018-10-30,16322580000
2018-10-31,16023930000
2018-11-01,15987730000
2018-11-02,15815780000
2018-11-05,15966009999
2018-11-06,16127099999
2018-11-07,16306290000
2018-11-08,16089090000
2018-11-09,16219410000
2018-11-12,16521680000
2018-11-13,16496340000
2018-11-14,16358780000
2018-11-15,16666480000
2018-11-16,16878250000
2018-11-19,16921690000
2018-11-20,16836620000
2018-11-21,16570550000
2018-11-23,16670099999
2018-11-26,16697250000
2018-11-27,16671910000
2018-11-28,16764220000
2018-11-29,16738880000
2018-11-30,17269210000
2018-12-03,17321700000
2018-12-04,17336180000
2018-12-06,17614920000
2018-12-07,17701800000
2018-12-10,17640260000
2018-12-11,17462880000
2018-12-12,17578720000
2018-12-13,17676460000
2018-12-14,17582340000
2018-12-17,16937980000
2018-12-18,16775080000
2018-12-19,16758790000
2018-12-20,16807660000
2018-12-21,16505390000
2018-12-24,15622110000
2018-12-26,16023930000
2018-12-27,16183210000
2018-12-28,16293620000
2018-12-31,16429370000
2019-01-02,16067370000
2019-01-03,16130720000
2019-01-04,16251990000
2019-01-07,16080040000
2019-01-08,16315340000
2019-01-09,16107190000
2019-01-10,16427560000
2019-01-11,16405840000
2019-01-14,16367830000
2019-01-15,16547020000
2019-01-16,16613990000
2019-01-17,16753360000
2019-01-18,16762410000
2019-01-22,16791370000
2019-01-23,17057440000
2019-01-24,17129840000
2019-01-25,16881870000
2019-01-28,16836620000
2019-01-29,16847480000
2019-01-30,16966940000
2019-01-31,17316270000
2019-02-01,17233010000
2019-02-04,17299980000
2019-02-05,17350660000
2019-02-06,17222150000
2019-02-07,17533470000
2019-02-08,17690940000
2019-02-11,17665600000
2019-02-12,17678270000
2019-02-13,17636640000
2019-02-14,17602250000
2019-02-15,17747050000
2019-02-19,17864700000
2019-02-20,17857460000
2019-02-21,18168780000
2019-02-22,18277380000
2019-02-25,18259280000
2019-02-26,18288240000
2019-02-27,18288240000
2019-02-28,18393220000
2019-03-01,18360640000
2019-03-04,18409510000
2019-03-05,18329870000
2019-03-06,18291860000
2019-03-07,18398650000
2019-03-08,18557930000
2019-03-11,18829430000
2019-03-12,18990520000
2019-03-13,19024910000
2019-03-14,19003190000
2019-03-15,19151610000
2019-03-18,19028530000
2019-03-19,18887350000
2019-03-20,18948890000
2019-03-21,19225820000
2019-03-22,19327180000
2019-03-25,19310890000
2019-03-26,19403200000
2019-03-27,19162470000
2019-03-28,18881920000
2019-03-29,18871060000
2019-04-01,18796850000
2019-04-02,18771510000
2019-04-03,18829430000
2019-04-04,18798660000
2019-04-05,18990520000
2019-04-08,18849340000
2019-04-09,18927170000
2019-04-10,18829430000
2019-04-11,18881920000
2019-04-12,18852960000
2019-04-15,18816760000
2019-04-16,18538020000
2019-04-17,18512680000
2019-04-18,18950700000
2019-04-22,18992330000
2019-04-23,18968800000
2019-04-24,19157040000
2019-04-25,19281930000
2019-04-26,19345280000
2019-04-29,19262020000
2019-04-30,19582390000
2019-05-01,19385100000
2019-05-02,19309080000
2019-05-03,19435780000
2019-05-06,19405010000
2019-05-07,19381480000
2019-05-08,19160660000
2019-05-09,19236680000
2019-05-10,19596870000
2019-05-13,20034890000
2019-05-14,19881040000
2019-05-15,19957060000
2019-05-16,20121770000
2019-05-17,20279240000
2019-05-20,20141680000
2019-05-21,20167020000
2019-05-22,20420420000
2019-05-23,20510920000
2019-05-24,20577890000
2019-05-28,20514540000
2019-05-29,20232180000
2019-05-30,20261140000
2019-05-31,20456620000
2019-06-03,20644860000
2019-06-04,20601420000
2019-06-05,21084690000
2019-06-06,21240350000
2019-06-07,21048490000
2019-06-10,20967040000
2019-06-11,20883780000
2019-06-12,21193290000
2019-06-13,21119080000
2019-06-14,21406870000
2019-06-17,21289220000
2019-06-18,21111840000
2019-06-19,21354380000
2019-06-20,21392390000
2019-06-21,21370670000
2019-06-24,21430400000
2019-06-25,21209580000
2019-06-26,20871110000
2019-06-27,20862060000
2019-06-28,20996000000
2019-07-01,20947130000
2019-07-02,21227680000
2019-07-03,21435830000
2019-07-05,21350760000
2019-07-08,21361620000
2019-07-09,21410490000
2019-07-10,21486510000
2019-07-11,21262070000
2019-07-12,21110030000
2019-07-15,20992380000
2019-07-16,20952560000
2019-07-17,21012290000
2019-07-18,21222250000
2019-07-19,20811380000
2019-07-22,20856630000
2019-07-23,20719070000
2019-07-24,20635810000
2019-07-25,20608660000
2019-07-26,20831290000
2019-07-29,20871110000
2019-07-30,20834910000
2019-07-31,20775180000
2019-08-01,21180620000
2019-08-02,21229490000
2019-08-05,20883780000
2019-08-06,21253020000
2019-08-07,21439450000
2019-08-08,21613210000
2019-08-09,21819550000
2019-08-12,22174310000
2019-08-13,22051230000
2019-08-14,21937200000
2019-08-15,22534500000
2019-08-16,22483820000
2019-08-19,22442190000
2019-08-20,22373410000
2019-08-21,22453050000
2019-08-22,22570700000
2019-08-23,22228610000
2019-08-26,22579750000
2019-08-27,22643100000
2019-08-28,22813240000
2019-08-29,22968900000
2019-08-30,23044920000
2019-09-03,23439500000
2019-09-04,23303750000
2019-09-05,22901930000
2019-09-06,22751700000
2019-09-09,22147160000
2019-09-10,21870230000
2019-09-11,21946250000
2019-09-12,22038560000
2019-09-13,21940820000
2019-09-16,21897380000
2019-09-17,22038560000
2019-09-18,21995120000
2019-09-19,22150780000
2019-09-20,22232230000
2019-09-23,22186980000
2019-09-24,22601470000
2019-09-25,22547170000
2019-09-26,22648530000
2019-09-27,22487440000
2019-09-30,22485630000
2019-10-01,22418660000
2019-10-02,22290150000
2019-10-03,22395130000
2019-10-04,22766180000
2019-10-07,22547170000
2019-10-08,22422280000
2019-10-09,22601470000
2019-10-10,22634050000
2019-10-11,22387890000
2019-10-14,22033130000
2019-10-15,21864800000
2019-10-16,22015030000
2019-10-17,22158020000
2019-10-18,22156210000
2019-10-21,22136300000
2019-10-22,22152590000
2019-10-23,22071140000
2019-10-24,22138110000
2019-10-25,21920910000
2019-10-28,21640360000
2019-10-29,21645790000
2019-10-30,21895570000
2019-10-31,22311870000
2019-11-01,22223180000
2019-11-04,21729050000
2019-11-05,21736290000
2019-11-06,22007790000
2019-11-07,21385150000
2019-11-08,21050300000
2019-11-11,20921790000
2019-11-12,20883780000
2019-11-13,21164330000
2019-11-14,21330850000
2019-11-15,21401440000
2019-11-18,21481080000
2019-11-19,21562530000
2019-11-20,21823170000
2019-11-21,21600540000
2019-11-22,21546240000
2019-11-25,21595110000
2019-11-26,21906430000
2019-11-27,21949870000
2019-11-29,21906430000
2019-12-02,21774300000
2019-12-03,21935390000
2019-12-04,22170690000
2019-12-05,22331780000
2019-12-06,22203270000
2019-12-09,22168880000
2019-12-10,22145350000
2019-12-11,21882900000
2019-12-12,21435830000
2019-12-13,21575200000
2019-12-16,21882900000
2019-12-17,21882900000
2019-12-18,21942630000
2019-12-19,22020460000
2019-12-20,22212320000
2019-12-23,21971590000
2019-12-24,22013220000
2019-12-26,22060280000
2019-12-27,22255760000
2019-12-30,22272050000
2019-12-31,22235850000
2020-01-02,21756200000
2020-01-03,21897380000
2020-01-06,21855750000
2020-01-07,21720000000
2020-01-08,21808690000
2020-01-09,22105530000
2020-01-10,22183360000
2020-01-13,22396940000
2020-01-14,22547170000
2020-01-15,22965280000
2020-01-16,23271170000
2020-01-17,23609640000
2020-01-21,24112820000
2020-01-22,24263050000
2020-01-23,24487490000
2020-01-24,24576180000
2020-01-27,24480250000
2020-01-28,24579800000
2020-01-29,24623240000
2020-01-30,24755370000
2020-01-31,24652199999
2020-02-03,24710120000
2020-02-04,24406040000
2020-02-05,24447670000
2020-02-06,24435000000
2020-02-07,24335449999
2020-02-10,24473010000
2020-02-11,24496540000
2020-02-12,24561699999
2020-02-13,24787949999
2020-02-14,25216920000
2020-02-18,25206060000
2020-02-19,25104699999
2020-02-20,24851300000
2020-02-21,24936370000
2020-02-24,24711930000
2020-02-25,24089290000
2020-02-26,24080240000
2020-02-27,23128180000
2020-02-28,22382460000
2020-03-02,23682040000
2020-03-03,23787019999
2020-03-04,25396110000
2020-03-05,25224160000
2020-03-06,25521000000
2020-03-09,24831390000
2020-03-10,24925510000
2020-03-11,23470269999
2020-03-12,21352570000
2020-03-13,23220490000
2020-03-16,21504610000
2020-03-17,25068500000
2020-03-18,23544480000
2020-03-19,20836720000
2020-03-20,18224890000
2020-03-23,17569670000
2020-03-24,18814950000
2020-03-25,19991450000
2020-03-26,21596920000
2020-03-27,21859370000
2020-03-30,22936320000
2020-03-31,21640360000
2020-04-01,20416800000
2020-04-02,21292840000
2020-04-03,20510920000
2020-04-06,21995120000
2020-04-07,21406870000
2020-04-08,22688350000
2020-04-09,23846750000
2020-04-13,23030440000
2020-04-14,24183410000
2020-04-15,23387010000
2020-04-16,23754440000
2020-04-17,23848560000
2020-04-20,22889260000
2020-04-21,22702830000
2020-04-22,23148090000
2020-04-23,22567080000
2020-04-24,22626810000
2020-04-27,22760750000
2020-04-28,22900120000
2020-04-29,22755320000
2020-04-30,22025890000
2020-05-01,21575200000
2020-05-04,21984260000
2020-05-05,22340830000
2020-05-06,21318180000
2020-05-07,21553480000
2020-05-08,21363430000
2020-05-11,21627690000
2020-05-12,21189670000
2020-05-13,21088310000
2020-05-14,21044870000
2020-05-15,21314560000
2020-05-18,22174310000
2020-05-19,21750770000
2020-05-20,21828600000
2020-05-21,21832220000
2020-05-22,21848510000
2020-05-26,21853940000
2020-05-27,21817740000
2020-05-28,22393320000
2020-05-29,22987000000
2020-06-01,23126370000
2020-06-02,23546290000
2020-06-03,23955350000
2020-06-04,23656699999
2020-06-05,23812360000
2020-06-08,23982500000
2020-06-09,23656699999
2020-06-10,23721860000
2020-06-11,23077500000
2020-06-12,23039490000
2020-06-15,23388820000
2020-06-16,23468460000
2020-06-17,23504660000
2020-06-18,23379769999
2020-06-19,22871160000
2020-06-22,22956230000
2020-06-23,22664820000
2020-06-24,22516400000
2020-06-25,22121820000
2020-06-26,22458480000
2020-06-29,22691970000
2020-06-30,23287460000
2020-07-01,23642220000
2020-07-02,23721860000
2020-07-06,23718240000
2020-07-07,23586110000
2020-07-08,23848560000
2020-07-09,23654890000
2020-07-10,24143589999
2020-07-13,24067570000
2020-07-14,24406040000
2020-07-15,24264860000
2020-07-16,25035920000
2020-07-17,25560820000
2020-07-20,25287510000
2020-07-21,25553580000
2020-07-22,26025990000
2020-07-23,26225089999
2020-07-24,26158120000
2020-07-27,26123730000
2020-07-28,26310160000
2020-07-29,26786190000
2020-07-30,26540030000
2020-07-31,26655870000
2020-08-03,26617860000
2020-08-04,26697500000
2020-08-05,26652250000
2020-08-06,26601570000
2020-08-07,27111990000
2020-08-10,26988910000
2020-08-11,25778019999
2020-08-12,26402470000
2020-08-13,26518310000
2020-08-14,26301110000
2020-08-17,26527360000
2020-08-18,26426000000
2020-08-19,26049519999
2020-08-20,26114680000
2020-08-21,25998839999
2020-08-24,26042280000
2020-08-25,25978930000
2020-08-26,25502900000
2020-08-27,25587970000
2020-08-28,25482990000
2020-08-31,25582540000
2020-09-01,25370769999
2020-09-02,26091150000
2020-09-03,25788880000
2020-09-04,25913769999
2020-09-08,25479370000
2020-09-09,25919199999
2020-09-10,25479370000
2020-09-11,25539100000
2020-09-14,25861280000
2020-09-15,25989790000
2020-09-16,25841370000
2020-09-17,25524620000
2020-09-18,25028680000
2020-09-21,25289320000
2020-09-22,25370769999
2020-09-23,24987050000
2020-09-24,25459460000
2020-09-25,26105630000
2020-09-28,26163550000
2020-09-29,26009699999
2020-09-30,26223280000
2020-10-01,26891170000
2020-10-02,26961760000
2020-10-05,27492089999
2020-10-06,27600690000
2020-10-07,27966310000
2020-10-08,28208850000
2020-10-09,28190750000
2020-10-12,28655920000
2020-10-13,28250480000
2020-10-14,28192560000
2020-10-15,28210660000
2020-10-16,28185320000
2020-10-19,27968120000
2020-10-20,27720150000
2020-10-21,27557250000
2020-10-22,27803410000
2020-10-23,27888480000
2020-10-26,27875810000
2020-10-27,27986220000
2020-10-28,27693000000
2020-10-29,27540960000
2020-10-30,27242310000
2020-11-02,27928300000
2020-11-03,28435100000
2020-11-04,28129210000
2020-11-05,28636010000
2020-11-06,29164530000
2020-11-09,29381730000
2020-11-10,29595310000
2020-11-11,29750970000
2020-11-12,29215210000
2020-11-13,29197110000
2020-11-16,29964550000
2020-11-17,28831490000
2020-11-18,28270390000
2020-11-19,28353650000
2020-11-20,28545510000
2020-11-23,28094820000
2020-11-24,27729199999
2020-11-25,27716530000
2020-11-27,27825130000
2020-11-30,27761780000
2020-12-01,27928300000
2020-12-02,28024230000
2020-12-03,27598880000
2020-12-04,26950900000
2020-12-07,27207920000
2020-12-08,27032350000
2020-12-09,26873070000
2020-12-10,26800670000
2020-12-11,26838680000
2020-12-14,26887550000
2020-12-15,27691190000
2020-12-16,27216970000
2020-12-17,27486660000
2020-12-18,27193440000
2020-12-21,26988910000
2020-12-22,26798860000
2020-12-23,26681210000
2020-12-24,26994339999
2020-12-28,27086650000
2020-12-29,27282130000
2020-12-30,27264030000
2020-12-31,27778070000
2021-01-04,27193440000
2021-01-05,27347290000
2021-01-06,27577160000
2021-01-07,27535530000
2021-01-08,28413380000
2021-01-11,28351839999
2021-01-12,28277630000
2021-01-13,28903890000
2021-01-14,28598000000
2021-01-15,28909320000
2021-01-19,28827870000
2021-01-20,29575400000
2021-01-21,29122900000
2021-01-22,29124710000
2021-01-25,29179010000
2021-01-26,28835110000
2021-01-27,28366320000
2021-01-28,28921990000
2021-01-29,28782620000
2021-02-01,29235120000
2021-02-02,29560920000
2021-02-03,29703910000
2021-02-04,29687620000
2021-02-05,29866810000
2021-02-08,29361820000
2021-02-09,29582640000
2021-02-10,29830610000
2021-02-11,29834230000
2021-02-12,29265890000
2021-02-16,29244170000
2021-02-17,29101180000
2021-02-18,28987150000
2021-02-19,28355460000
2021-02-22,27477610000
2021-02-23,27720150000
2021-02-24,27139140000
2021-02-25,26360839999
2021-02-26,25680280000
2021-03-01,26065810000
2021-03-02,25274839999
2021-03-03,23915530000
2021-03-04,24429570000
2021-03-05,24617810000
2021-03-08,24230470000
2021-03-09,24766230000
2021-03-10,24684780000
2021-03-11,24804240000
2021-03-12,25182530000
2021-03-15,25396110000
2021-03-16,25549960000
2021-03-17,25227780000
2021-03-18,25159000000
2021-03-19,25043160000
2021-03-22,25349050000
2021-03-23,26091150000
2021-03-24,26228710000
2021-03-25,26283010000
2021-03-26,26483920000
2021-03-29,26771710000
2021-03-30,26579850000
2021-03-31,27285439999
2021-04-01,27407380000
2021-04-05,27669460000
2021-04-06,27809600000
2021-04-07,27833260000
2021-04-08,27607580000
2021-04-09,27605760000
2021-04-12,27709500000
2021-04-13,28284620000
2021-04-14,28597660000
2021-04-15,28967120000
2021-04-16,29141840000
2021-04-19,28887040000
2021-04-20,29358420000
2021-04-21,29302000000
2021-04-22,29380260000
2021-04-23,29003520000
2021-04-26,28703220000
2021-04-27,28228200000
2021-04-28,28089880000
2021-04-29,28108080000
2021-04-30,28390180000
2021-05-03,28301000000
2021-05-04,28262780000
2021-05-05,27856920000
2021-05-06,27882399999
2021-05-07,27804140000
2021-05-10,28392000000
2021-05-11,27973399999
2021-05-12,27225380000
2021-05-13,27664000000
2021-05-14,27815060000
2021-05-17,27454700000
2021-05-18,27498380000
2021-05-19,27676740000
2021-05-20,28104439999
2021-05-21,28231840000
2021-05-24,28180880000
2021-05-25,28195439999
2021-05-26,28204540000
2021-05-27,27922439999
2021-05-28,28213640000
2021-06-01,28075320000
2021-06-02,28288260000
2021-06-03,28399280000
2021-06-04,28470260000
2021-06-07,28659540000
2021-06-08,28539420000
2021-06-09,28683200000
2021-06-10,29070860000
2021-06-11,29185520000
2021-06-14,29207360000
2021-06-15,29445780000
2021-06-16,28841540000
2021-06-17,29520399999
2021-06-18,28672280000
2021-06-21,29356600000
2021-06-22,29065399999
2021-06-23,28459340000
2021-06-24,28166320000
2021-06-25,28251860000
2021-06-28,28634060000
2021-06-29,28297360000
2021-06-30,28051660000
2021-07-01,28313740000
2021-07-02,28552160000
2021-07-06,29098160000
2021-07-07,29735160000
2021-07-08,29407560000
2021-07-09,29534960000
2021-07-12,29662360000
2021-07-13,29529500000
2021-07-14,29709680000
2021-07-15,30232020000
2021-07-16,30632420000
2021-07-19,30459520000
2021-07-20,30339399999
2021-07-21,29755180000
2021-07-22,29924439999
2021-07-23,30443140000
2021-07-26,30244760000
2021-07-27,30976399999
2021-07-28,31003700000
2021-07-29,31072860000
2021-07-30,30960020000
2021-08-02,31349500000
2021-08-03,31904600000
2021-08-04,32117540000
2021-08-05,32699939999
2021-08-06,32295899999
2021-08-09,32235840000
2021-08-10,32033820000
2021-08-11,31951920000
2021-08-12,32295899999
2021-08-13,32563439999
2021-08-16,33033000000
2021-08-17,33012979999
2021-08-18,32738160000
2021-08-19,33082140000
2021-08-20,33506200000
2021-08-23,33160399999
2021-08-24,32869200000
2021-08-25,32920160000
2021-08-26,32982040000
2021-08-27,32816420000
2021-08-30,33229560000
2021-08-31,33169500000
2021-09-01,33566260000
2021-09-02,34006700000
2021-09-03,33697300000
2021-09-07,33488000000
2021-09-08,34352500000
2021-09-09,34132280000
2021-09-10,33631780000
2021-09-13,33331479999
2021-09-14,33648160000
2021-09-15,33424300000
2021-09-16,33069399999
2021-09-17,32403280000
2021-09-20,32623500000
2021-09-21,32479720000
2021-09-22,32345040000
2021-09-23,32365060000
2021-09-24,32175780000
2021-09-27,31069220000
2021-09-28,30610580000
2021-09-29,30994600000
2021-09-30,30765280000
2021-10-01,30637880000
2021-10-04,31105620000
2021-10-05,31231200000
2021-10-06,31700760000
2021-10-07,31389540000
2021-10-08,31091060000
2021-10-11,30732520000
2021-10-12,30856280000
2021-10-13,30830800000
2021-10-14,31154760000
2021-10-15,31198439999
2021-10-18,31010979999
2021-10-19,31422300000
2021-10-20,31662540000
2021-10-21,31586100000
2021-10-22,31997420000
2021-10-25,31822700000
2021-10-26,31840899999
2021-10-27,31526040000
2021-10-28,31906420000
2021-10-29,31700760000
2021-11-01,31611580000
2021-11-02,32177600000
2021-11-03,30577820000
2021-11-04,30716140000
2021-11-05,30878120000
2021-11-08,30759820000
2021-11-09,30852640000
2021-11-10,31304000000
2021-11-11,31058300000
2021-11-12,31074680000
2021-11-15,31427760000
2021-11-16,31074680000
2021-11-17,31076500000
2021-11-18,31211180000
2021-11-19,31555160000
2021-11-22,31771740000
2021-11-23,31500560000
2021-11-24,31560620000
2021-11-26,30996420000
2021-11-29,31544240000
2021-11-30,30679740000
2021-12-01,30539600000
2021-12-02,31007340000
2021-12-03,31236660000
2021-12-06,31653439999
2021-12-07,32126640000
2021-12-08,32170320000
2021-12-09,31999240000
2021-12-10,32057479999
2021-12-13,32923800000
2021-12-14,32632600000
2021-12-15,33173140000
2021-12-16,33293260000
2021-12-17,33326020000
2021-12-20,33236840000
2021-12-21,32991140000
2021-12-22,33373340000
2021-12-23,33138560000
2021-12-27,33411560000
2021-12-28,33877479999
2021-12-29,34104979999
2021-12-30,34221460000
2021-12-31,34372520000
2022-01-03,33513479999
2022-01-04,32654439999
2022-01-05,32414200000
2022-01-06,31904600000
2022-01-07,31577000000
2022-01-10,30945460000
2022-01-11,30632420000
2022-01-12,30790760000
2022-01-13,30592380000
2022-01-14,29769740000
2022-01-18,29485820000
2022-01-19,29305640000
2022-01-20,29611399999
2022-01-21,29372979999
2022-01-24,29081780000
2022-01-25,28574000000
2022-01-26,28310100000
2022-01-27,28419300000
2022-01-28,28726880000
2022-01-31,29265600000
2022-02-01,28885220000
2022-02-02,29269240000
2022-02-03,28666820000
2022-02-04,28301000000
2022-02-07,28286439999
2022-02-08,28330120000
2022-02-09,28342860000
2022-02-10,27374620000
2022-02-11,27201720000
2022-02-14,26941460000
2022-02-15,26712140000
2022-02-16,26624780000
2022-02-17,26946920000
2022-02-18,26983320000
2022-02-22,26905060000
2022-02-23,26704860000
2022-02-24,27045200000
2022-02-25,27789580000
2022-02-28,27498380000
2022-03-01,27485640000
2022-03-02,27682200000
2022-03-03,28199080000
2022-03-04,29309280000
2022-03-07,28978040000
2022-03-08,28073500000
2022-03-09,27989780000
2022-03-10,27869660000
2022-03-11,27678560000
