,FL
2013-12-04,5636750520
2013-12-05,5648384680
2013-12-06,5702192670
2013-12-09,5630933440
2013-12-10,5616390740
2013-12-11,5644021870
2013-12-12,5609119390
2013-12-13,5644021870
2013-12-16,5662927380
2013-12-17,5683287160
2013-12-18,5824351350
2013-12-19,5770543360
2013-12-20,5978503970
2013-12-23,5955235650
2013-12-24,5997409480
2013-12-26,5969778350
2013-12-27,5959598460
2013-12-30,6001772290
2013-12-31,6026494880
2014-01-02,5930513060
2014-01-03,5998863750
2014-01-06,5998863750
2014-01-07,5998863750
2014-01-08,5978503970
2014-01-09,5969778350
2014-01-10,6000318020
2014-01-13,5907244740
2014-01-14,5942147220
2014-01-15,5843256860
2014-01-16,5742912230
2014-01-17,5655656030
2014-01-21,5629479170
2014-01-22,5612027930
2014-01-23,5556765670
2014-01-24,5449149690
2014-01-27,5527680270
2014-01-28,5552402860
2014-01-29,5472418010
2014-01-30,5636750520
2014-01-31,5613482200
2014-02-03,5340542000
2014-02-04,5458316000
2014-02-05,5517930000
2014-02-06,5576090000
2014-02-07,5622618000
2014-02-10,5593538000
2014-02-11,5709858000
2014-02-12,5692410000
2014-02-13,5701134000
2014-02-14,5663330000
2014-02-18,5648790000
2014-02-19,5728760000
2014-02-20,5824724000
2014-02-21,5816000000
2014-02-24,5882884000
2014-02-25,6015198000
2014-02-26,6103892000
2014-02-27,6082082000
2014-02-28,6064634000
2014-03-03,6076266000
2014-03-04,6221666000
2014-03-05,6160598000
2014-03-06,6212942000
2014-03-07,6759646000
2014-03-10,6684038000
2014-03-11,6713118000
2014-03-12,6643326000
2014-03-13,6614246000
2014-03-14,6553178000
2014-03-17,6601160000
2014-03-18,6720388000
2014-03-19,6734928000
2014-03-20,6766916000
2014-03-21,6665136000
2014-03-24,6707302000
2014-03-25,6697124000
2014-03-26,6554632000
2014-03-27,6580804000
2014-03-28,6707302000
2014-03-31,6830892000
2014-04-01,6877420000
2014-04-02,7027182000
2014-04-03,6868696000
2014-04-04,6733474000
2014-04-07,6576442000
2014-04-08,6668044000
2014-04-09,6707302000
2014-04-10,6505196000
2014-04-11,6400508000
2014-04-14,6470300000
2014-04-15,6487748000
2014-04-16,6572080000
2014-04-17,6577896000
2014-04-21,6598252000
2014-04-22,6624424000
2014-04-23,6649142000
2014-04-24,6708756000
2014-04-25,6665136000
2014-04-28,6729112000
2014-04-29,6766916000
2014-04-30,6765462000
2014-05-01,6765462000
2014-05-02,6848340000
2014-05-05,6842075000
2014-05-06,6778494999
2014-05-07,6755375000
2014-05-08,6814619999
2014-05-09,6911435000
2014-05-12,7035705000
2014-05-13,7060270000
2014-05-14,7053045000
2014-05-15,6988020000
2014-05-16,7080500000
2014-05-19,7054490000
2014-05-20,6911435000
2014-05-21,6872420000
2014-05-22,6960565000
2014-05-23,7068940000
2014-05-27,6998135000
2014-05-28,7005360000
2014-05-29,6936000000
2014-05-30,6962010000
2014-06-02,7015475000
2014-06-03,7058825000
2014-06-04,7109400000
2014-06-05,7198990000
2014-06-06,7167200000
2014-06-09,7157085000
2014-06-10,7216330000
2014-06-11,7168645000
2014-06-12,7151305000
2014-06-13,7144080000
2014-06-16,7203325000
2014-06-17,7126740000
2014-06-18,7222110000
2014-06-19,7200435000
2014-06-20,7171535000
2014-06-23,7223555000
2014-06-24,7148415000
2014-06-25,7204770000
2014-06-26,7126740000
2014-06-27,7314590000
2014-06-30,7329040000
2014-07-01,7456200000
2014-07-02,7428744999
2014-07-03,7476430000
2014-07-07,7376725000
2014-07-08,7327595000
2014-07-09,7331930000
2014-07-10,7313145000
2014-07-11,7222110000
2014-07-14,7191765000
2014-07-15,7158530000
2014-07-16,6964900000
2014-07-17,6810285000
2014-07-18,7032815000
2014-07-21,7005360000
2014-07-22,6946115000
2014-07-23,7003915000
2014-07-24,7157085000
2014-07-25,6998135000
2014-07-28,7005360000
2014-07-29,7009695000
2014-07-30,7045820000
2014-07-31,6868085000
2014-08-01,6953340000
2014-08-04,6997628000
2014-08-05,6960292000
2014-08-06,7040708000
2014-08-07,6928700000
2014-08-08,7208720000
2014-08-11,7146972000
2014-08-12,7221644000
2014-08-13,7208720000
2014-08-14,7281956000
2014-08-15,7152716000
2014-08-18,7280520000
2014-08-19,7461456000
2014-08-20,7528948000
2014-08-21,7549052000
2014-08-22,7771632000
2014-08-25,7837688000
2014-08-26,7951132000
2014-08-27,8090424000
2014-08-28,8040164000
2014-08-29,8057396000
2014-09-02,8221100000
2014-09-03,8202432000
2014-09-04,8232588000
2014-09-05,8212484000
2014-09-08,8213920000
2014-09-09,8111964000
2014-09-10,8155044000
2014-09-11,8206740000
2014-09-12,8199560000
2014-09-15,8203868000
2014-09-16,8325928000
2014-09-17,8229716000
2014-09-18,8239768000
2014-09-19,8159352000
2014-09-22,8130632000
2014-09-23,8076064000
2014-09-24,8179456000
2014-09-25,8050216000
2014-09-26,8179456000
2014-09-29,8122016000
2014-09-30,7991340000
2014-10-01,7872152000
2014-10-02,7889384000
2014-10-03,8066012000
2014-10-06,8005700000
2014-10-07,7896564000
2014-10-08,7984160000
2014-10-09,7912360000
2014-10-10,7919540000
2014-10-13,7732860000
2014-10-14,7738604000
2014-10-15,7652444000
2014-10-16,7564848000
2014-10-17,7678292000
2014-10-20,7807532000
2014-10-21,7955440000
2014-10-22,7853484000
2014-10-23,7918104000
2014-10-24,7854920000
2014-10-27,7905180000
2014-10-28,7964056000
2014-10-29,7994212000
2014-10-30,8020060000
2014-10-31,8043036000
2014-11-03,7912330880
2014-11-04,7554536320
2014-11-05,7424941440
2014-11-06,7672862080
2014-11-07,7677088000
2014-11-10,7715121280
2014-11-11,7705260800
2014-11-12,7850350720
2014-11-13,7841898880
2014-11-14,7886975360
2014-11-17,7719347200
2014-11-18,7723573120
2014-11-19,7915148160
2014-11-20,8029248000
2014-11-21,7684131200
2014-11-24,7948955520
2014-11-25,8016570239
2014-11-26,7991214720
2014-11-28,8070098560
2014-12-01,7937686400
2014-12-02,8015161600
2014-12-03,8101088640
2014-12-04,8072915840
2014-12-05,7986988800
2014-12-08,7964450560
2014-12-09,7957407360
2014-12-10,7891201280
2014-12-11,7941912320
2014-12-12,7909513600
2014-12-15,8048968960
2014-12-16,7857393920
2014-12-17,7934869120
2014-12-18,8153208320
2014-12-19,7586935040
2014-12-22,7699626239
2014-12-23,7778510080
2014-12-24,7791187840
2014-12-26,7812317440
2014-12-29,7965859200
2014-12-30,7937686400
2014-12-31,7913739520
2015-01-02,7894018560
2015-01-05,7872888960
2015-01-06,7668636160
2015-01-07,8017978880
2015-01-08,8099680000
2015-01-09,7919374080
2015-01-12,7999666560
2015-01-13,7836264320
2015-01-14,7495373440
2015-01-15,7343240320
2015-01-16,7334788480
2015-01-20,7302389760
2015-01-21,7396768640
2015-01-22,7533406720
2015-01-23,7529180800
2015-01-26,7605247360
2015-01-27,7617925120
2015-01-28,7577074560
2015-01-29,7655958400
2015-01-30,7496782080
2015-02-02,7472934000
2015-02-03,7657865999
2015-02-04,7611633000
2015-02-05,7621440000
2015-02-06,7439310000
2015-02-09,7345443000
2015-02-10,7465929000
2015-02-11,7478538000
2015-02-12,7578009000
2015-02-13,7559796000
2015-02-17,7516365000
2015-02-18,7533177000
2015-02-19,7716708000
2015-02-20,7783956000
2015-02-23,7844199000
2015-02-24,7818981000
2015-02-25,7828788000
2015-02-26,7823184000
2015-02-27,7869417000
2015-03-02,7868015999
2015-03-03,7907244000
2015-03-04,8054349000
2015-03-05,7989903000
2015-03-06,8317737000
2015-03-09,8554506000
2015-03-10,8494263000
2015-03-11,8562912000
2015-03-12,8614749000
2015-03-13,8589531000
2015-03-16,8505471000
2015-03-17,8578323000
2015-03-18,8569917000
2015-03-19,8697408000
2015-03-20,8784270000
2015-03-23,8732433000
2015-03-24,8780067000
2015-03-25,8701611000
2015-03-26,8588130000
2015-03-27,8665185000
2015-03-30,8911761000
2015-03-31,8826300000
2015-04-01,8759052000
2015-04-02,8768859000
2015-04-06,8761854000
2015-04-07,8623155000
2015-04-08,8774463000
2015-04-09,8764656000
2015-04-10,8689002000
2015-04-13,8655378000
2015-04-14,8523684000
2015-04-15,8525085000
2015-04-16,8511075000
2015-04-17,8309331000
2015-04-20,8382183000
2015-04-21,8417208000
2015-04-22,8406000000
2015-04-23,8506872000
2015-04-24,8526486000
2015-04-27,8415807000
2015-04-28,8407401000
2015-04-29,8330346000
2015-04-30,8328945000
2015-05-01,8445228000
2015-05-04,8456968000
2015-05-05,8476512000
2015-05-06,8503036000
2015-05-07,8600756000
2015-05-08,8577024000
2015-05-11,8609132000
2015-05-12,8491868000
2015-05-13,8564460000
2015-05-14,8557480000
2015-05-15,8609132000
2015-05-18,8764088000
2015-05-19,8857620000
2015-05-20,8863204000
2015-05-21,8934400000
2015-05-22,8859016000
2015-05-26,8731980000
2015-05-27,8852036000
2015-05-28,8812948000
2015-05-29,8822720000
2015-06-01,8825512000
2015-06-02,8738960000
2015-06-03,8878560000
2015-06-04,8782236000
2015-06-05,8748732000
2015-06-08,8725000000
2015-06-09,8655200000
2015-06-10,8725000000
2015-06-11,8817136000
2015-06-12,8850640000
2015-06-15,8734772000
2015-06-16,8796196000
2015-06-17,8819928000
2015-06-18,8896708000
2015-06-19,8960924000
2015-06-22,9057248000
2015-06-23,9192660000
2015-06-24,9150780000
2015-06-25,9221976000
2015-06-26,9396476000
2015-06-29,9217788000
2015-06-30,9354596000
2015-07-01,9488612000
2015-07-02,9424396000
2015-07-06,9491404000
2015-07-07,9614252000
2015-07-08,9622628000
2015-07-09,9625420000
2015-07-10,9710576000
2015-07-13,9840404000
2015-07-14,9798524000
2015-07-15,9693824000
2015-07-16,9762228000
2015-07-17,9696616000
2015-07-20,9773396000
2015-07-21,9717556000
2015-07-22,9808296000
2015-07-23,9758040000
2015-07-24,9692428000
2015-07-27,9603084000
2015-07-28,9633796000
2015-07-29,9689636000
2015-07-30,9812484000
2015-07-31,9848780000
2015-08-03,9776074000
2015-08-04,9991989000
2015-08-05,10092285000
2015-08-06,9933483000
2015-08-07,9894479000
2015-08-10,10198153000
2015-08-11,10213476000
2015-08-12,10060246000
2015-08-13,10121538000
2015-08-14,10199546000
2015-08-17,10313772000
2015-08-18,10324916000
2015-08-19,10316558000
2015-08-20,9990596000
2015-08-21,9614486000
2015-08-24,9436182000
2015-08-25,9468221000
2015-08-26,9845724000
2015-08-27,10005919000
2015-08-28,9976666000
2015-08-31,9861047000
2015-09-01,9806720000
2015-09-02,9951592000
2015-09-03,9874977000
2015-09-04,9863833000
2015-09-08,10069997000
2015-09-09,9908409000
2015-09-10,9979452000
2015-09-11,10057460000
2015-09-14,10072783000
2015-09-15,10118752000
2015-09-16,10219048000
2015-09-17,10238550000
2015-09-18,10216262000
2015-09-21,10209297000
2015-09-22,10178651000
2015-09-23,10287305000
2015-09-24,10361134000
2015-09-25,10553368000
2015-09-28,10291484000
2015-09-29,10017063000
2015-09-30,10025421000
2015-10-01,9911195000
2015-10-02,9873584000
2015-10-05,10050495000
2015-10-06,9854082000
2015-10-07,9632595000
2015-10-08,9932090000
2015-10-09,9895872000
2015-10-12,9858261000
2015-10-13,9749607000
2015-10-14,9544836000
2015-10-15,9549015000
2015-10-16,9759358000
2015-10-19,9868012000
2015-10-20,9717568000
2015-10-21,9776074000
2015-10-22,9659062000
2015-10-23,8860873000
2015-10-26,9119971000
2015-10-27,9210516000
2015-10-28,9475186000
2015-10-29,9454291000
2015-10-30,9437575000
2015-11-02,9347310480
2015-11-03,9477438630
2015-11-04,9369226800
2015-11-05,9445933920
2015-11-06,9174719460
2015-11-09,9207593940
2015-11-10,8992540050
2015-11-11,8517229860
2015-11-12,8403538950
2015-11-13,7950145080
2015-11-16,8100819780
2015-11-17,8150131500
2015-11-18,8372034240
2015-11-19,8428194810
2015-11-20,8906244540
2015-11-23,8911723620
2015-11-24,8936379480
2015-11-25,9045961080
2015-11-27,9074726250
2015-11-30,8903505000
2015-12-01,8996649360
2015-12-02,9025414530
2015-12-03,8754200070
2015-12-04,9024044760
2015-12-07,9085684410
2015-12-08,9118558890
2015-12-09,9100751880
2015-12-10,9187047390
2015-12-11,9095272800
2015-12-14,9044591310
2015-12-15,8745981450
2015-12-16,8914463160
2015-12-17,8767897770
2015-12-18,8804881560
2015-12-21,8767897770
2015-12-22,9129517050
2015-12-23,9177459000
2015-12-24,8902135230
2015-12-28,8939119020
2015-12-29,8998019130
2015-12-30,8895286380
2015-12-31,8915832930
2016-01-04,8945967870
2016-01-05,9071986710
2016-01-06,8935009710
2016-01-07,8826797880
2016-01-08,8588457900
2016-01-11,8577499740
2016-01-12,8680232490
2016-01-13,8444632050
2016-01-14,8430934350
2016-01-15,8307655050
2016-01-19,8614483530
2016-01-20,8525448480
2016-01-21,8843235120
2016-01-22,8930900400
2016-01-25,8830907190
2016-01-26,9058289010
2016-01-27,9002128440
2016-01-28,9219921870
2016-01-29,9254166120
2016-02-01,9432150000
2016-02-02,9437610000
2016-02-03,9348885000
2016-02-04,9288825000
2016-02-05,8983065000
2016-02-08,8805615000
2016-02-09,8686860000
2016-02-10,8731905000
2016-02-11,8733270000
2016-02-12,9002175000
2016-02-16,9238320000
2016-02-17,9235590000
2016-02-18,9145500000
2016-02-19,9213750000
2016-02-22,9179625000
2016-02-23,9037665000
2016-02-24,9114105000
2016-02-25,9149595000
2016-02-26,8755110000
2016-02-29,8531250000
2016-03-01,8663655000
2016-03-02,8681400000
2016-03-03,8632260000
2016-03-04,8599500000
2016-03-07,8512140000
2016-03-08,8659560000
2016-03-09,8559915000
2016-03-10,8651370000
2016-03-11,8755110000
2016-03-14,8774220000
2016-03-15,8617245000
2016-03-16,8671845000
2016-03-17,8888880000
2016-03-18,8902530000
2016-03-21,9097725000
2016-03-22,9034935000
2016-03-23,8707335000
2016-03-24,8663655000
2016-03-28,8899800000
2016-03-29,8983065000
2016-03-30,8973510000
2016-03-31,8804250000
2016-04-01,8701875000
2016-04-04,8669115000
2016-04-05,8572200000
2016-04-06,8634990000
2016-04-07,8513505000
2016-04-08,8450715000
2016-04-11,8116290000
2016-04-12,8187270000
2016-04-13,8458905000
2016-04-14,8383830000
2016-04-15,8381100000
2016-04-18,8531250000
2016-04-19,8430240000
2016-04-20,8370180000
2016-04-21,8252790000
2016-04-22,8245965000
2016-04-25,8239140000
2016-04-26,8364720000
2016-04-27,8453445000
2016-04-28,8390655000
2016-04-29,8386560000
2016-05-02,8338176000
2016-05-03,8268288000
2016-05-04,8312640000
2016-05-05,8120448000
2016-05-06,8168832000
2016-05-09,8354304000
2016-05-10,8202432000
2016-05-11,7898688000
2016-05-12,7934976000
2016-05-13,7722624000
2016-05-16,7971264000
2016-05-17,7877184000
2016-05-18,7676928000
2016-05-19,7869120000
2016-05-20,7361088000
2016-05-23,7268352000
2016-05-24,7272384000
2016-05-25,7370496000
2016-05-26,7353024000
2016-05-27,7398720000
2016-05-31,7515648000
2016-06-01,7378560000
2016-06-02,7402752000
2016-06-03,7371840000
2016-06-06,7336896000
2016-06-07,7416192000
2016-06-08,7429632000
2016-06-09,7479360000
2016-06-10,7484736000
2016-06-13,7394688000
2016-06-14,7343616000
2016-06-15,7289856000
2016-06-16,7163520000
2016-06-17,7210560000
2016-06-20,7219968000
2016-06-21,7252224000
2016-06-22,7197120000
2016-06-23,7142016000
2016-06-24,7137984000
2016-06-27,6960576000
2016-06-28,7012992000
2016-06-29,7402752000
2016-06-30,7373184000
2016-07-01,7381248000
2016-07-05,7379904000
2016-07-06,7506240000
2016-07-07,7439040000
2016-07-08,7715904000
2016-07-11,7809984000
2016-07-12,7844928000
2016-07-13,7789824000
2016-07-14,7757568000
2016-07-15,7748160000
2016-07-18,7904064000
2016-07-19,7854336000
2016-07-20,7838208000
2016-07-21,7878528000
2016-07-22,7953792000
2016-07-25,7960512000
2016-07-26,7995456000
2016-07-27,8010240000
2016-07-28,7965888000
2016-07-29,8012928000
2016-08-01,7950078000
2016-08-02,7737438000
2016-08-03,7782624000
2016-08-04,7748070000
2016-08-05,7813191000
2016-08-08,7834455000
2016-08-09,7757373000
2016-08-10,7766676000
2016-08-11,8020515000
2016-08-12,8125506000
2016-08-15,8130822000
2016-08-16,8092281000
2016-08-17,8027160000
2016-08-18,8197272000
2016-08-19,9102321000
2016-08-22,9070425000
2016-08-23,9095676000
2016-08-24,9066438000
2016-08-25,8892339000
2016-08-26,8843166000
2016-08-29,8829876000
2016-08-30,8718240000
2016-08-31,8723556000
2016-09-01,8708937000
2016-09-02,8771400000
2016-09-06,8770071000
2016-09-07,8828547000
2016-09-08,8758110000
2016-09-09,8584011000
2016-09-12,8687673000
2016-09-13,8601288000
2016-09-14,8649132000
2016-09-15,8758110000
2016-09-16,8784690000
2016-09-19,8853798000
2016-09-20,8744820000
2016-09-21,8840508000
2016-09-22,8916261000
2016-09-23,8913603000
2016-09-26,8981382000
2016-09-27,9047832000
2016-09-28,9017265000
2016-09-29,8881707000
2016-09-30,8999988000
2016-10-03,8973408000
2016-10-04,8904300000
2016-10-05,9035871000
2016-10-06,9030555000
2016-10-07,9176745000
2016-10-10,9152823000
2016-10-11,9107637000
2016-10-12,9200667000
2016-10-13,9102321000
2016-10-14,9115611000
2016-10-17,9022581000
2016-10-18,9022581000
2016-10-19,9053148000
2016-10-20,9039858000
2016-10-21,9027897000
2016-10-24,9151494000
2016-10-25,9037200000
2016-10-26,9150165000
2016-10-27,8872404000
2016-10-28,8924235000
2016-10-31,8779962614
2016-11-01,8652411861
2016-11-02,8833875818
2016-11-03,8628742650
2016-11-04,8701065241
2016-11-07,8843080512
2016-11-08,8870694592
2016-11-09,9108701666
2016-11-10,9419031332
2016-11-11,9405881770
2016-11-14,9395362120
2016-11-15,9212583207
2016-11-16,9167874696
2016-11-17,9382212558
2016-11-18,9438755675
2016-11-21,9612329895
2016-11-22,9642573887
2016-11-23,9755660121
2016-11-25,9721471260
2016-11-28,9612329895
2016-11-29,9525542785
2016-11-30,9424291157
2016-12-01,9688597355
2016-12-02,9760919946
2016-12-05,10001556933
2016-12-06,10101493605
2016-12-07,10326351117
2016-12-08,10414453183
2016-12-09,10269808000
2016-12-12,10202745233
2016-12-13,10133052554
2016-12-14,10038375707
2016-12-15,10027856057
2016-12-16,9920029648
2016-12-19,9905565129
2016-12-20,9942383903
2016-12-21,9872691224
2016-12-22,9484779142
2016-12-23,9434810806
2016-12-27,9455850106
2016-12-28,9354598477
2016-12-29,9321724572
2016-12-30,9321724572
2017-01-03,9432180894
2017-01-04,9599180333
2017-01-05,9437440719
2017-01-06,9308575010
2017-01-09,9319094660
2017-01-10,9328299353
2017-01-11,9253346849
2017-01-12,9250716937
2017-01-13,9277016061
2017-01-17,9169189652
2017-01-18,9119221316
2017-01-19,9014024819
2017-01-20,9091607235
2017-01-23,9045583768
2017-01-24,9054788462
2017-01-25,9099496973
2017-01-26,9098182016
2017-01-27,8943017184
2017-01-30,8924688000
2017-01-31,9006156000
2017-02-01,8975934000
2017-02-02,9103392000
2017-02-03,9137556000
2017-02-06,9029808000
2017-02-07,8978562000
2017-02-08,9154638000
2017-02-09,9367506000
2017-02-10,9358308000
2017-02-13,9254502000
2017-02-14,9282096000
2017-02-15,9246618000
2017-02-16,9263700000
2017-02-17,9329400000
2017-02-21,9355680000
2017-02-22,9332028000
2017-02-23,9011412000
2017-02-24,9856314000
2017-02-27,9987714000
2017-02-28,9943038000
2017-03-01,9985086000
2017-03-02,10065240000
2017-03-03,10061298000
2017-03-06,9990342000
2017-03-07,9949608000
2017-03-08,10151964000
2017-03-09,10049472000
2017-03-10,10116486000
2017-03-13,9982458000
2017-03-14,9968004000
2017-03-15,10017936000
2017-03-16,9960120000
2017-03-17,9943038000
2017-03-20,9720972000
2017-03-21,9651330000
2017-03-22,9569862000
2017-03-23,9573804000
2017-03-24,9538326000
2017-03-27,9565920000
2017-03-28,9610596000
2017-03-29,9906246000
2017-03-30,9903618000
2017-03-31,9830034000
2017-04-03,9769590000
2017-04-04,9519930000
2017-04-05,9355680000
2017-04-06,9498906000
2017-04-07,9494964000
2017-04-10,9534384000
2017-04-11,9523872000
2017-04-12,9539640000
2017-04-13,9472626000
2017-04-17,9530442000
2017-04-18,9538326000
2017-04-19,9546210000
2017-04-20,10058670000
2017-04-21,9965376000
2017-04-24,10041588000
2017-04-25,10065240000
2017-04-26,10107288000
2017-04-27,10077066000
2017-04-28,10162476000
2017-05-01,10039198000
2017-05-02,10074649000
2017-05-03,10087779000
2017-05-04,9995869000
2017-05-05,10078588000
2017-05-08,10048389000
2017-05-09,10066771000
2017-05-10,10156055000
2017-05-11,9953853000
2017-05-12,9831744000
2017-05-15,9612473000
2017-05-16,9426027000
2017-05-17,9303918000
2017-05-18,9250085000
2017-05-19,7709936000
2017-05-22,7913451000
2017-05-23,7860931000
2017-05-24,7829419000
2017-05-25,7833358000
2017-05-26,7854366000
2017-05-30,7833358000
2017-05-31,7800533000
2017-06-01,7793968000
2017-06-02,7620652000
2017-06-05,7562880000
2017-06-06,7232004000
2017-06-07,7259577000
2017-06-08,7074444000
2017-06-09,7192614000
2017-06-12,7203118000
2017-06-13,7234630000
2017-06-14,7060001000
2017-06-15,6936579000
2017-06-16,6832852000
2017-06-19,6755385000
2017-06-20,6608329000
2017-06-21,6278766000
2017-06-22,6236750000
2017-06-23,6306339000
2017-06-26,6350981000
2017-06-27,6368050000
2017-06-28,6395623000
2017-06-29,6394310000
2017-06-30,6470464000
2017-07-03,6649032000
2017-07-05,6604390000
2017-07-06,6575504000
2017-07-07,6562374000
2017-07-10,6354920000
2017-07-11,6344416000
2017-07-12,6333912000
2017-07-13,6377241000
2017-07-14,6357546000
2017-07-17,6427135000
2017-07-18,6378554000
2017-07-19,6373302000
2017-07-20,6299774000
2017-07-21,6198673000
2017-07-24,5915065000
2017-07-25,6006975000
2017-07-26,6052930000
2017-07-27,6203925000
2017-07-28,6042426000
2017-07-31,5945940000
2017-08-01,5905620000
2017-08-02,6003900000
2017-08-03,6117300000
2017-08-04,6174000000
2017-08-07,6153840000
2017-08-08,6305040000
2017-08-09,6274800000
2017-08-10,6185340000
2017-08-11,6211800000
2017-08-14,6214320000
2017-08-15,5938380000
2017-08-16,6119820000
2017-08-17,6010200000
2017-08-18,4331880000
2017-08-21,4009320000
2017-08-22,4180680000
2017-08-23,4441500000
2017-08-24,4381020000
2017-08-25,4520880000
2017-08-28,4498200000
2017-08-29,4430160000
2017-08-30,4440240000
2017-08-31,4438980000
2017-09-01,4578840000
2017-09-05,4577580000
2017-09-06,4624200000
2017-09-07,4556160000
2017-09-08,4501980000
2017-09-11,4408740000
2017-09-12,4498200000
2017-09-13,4548600000
2017-09-14,4614120000
2017-09-15,4653180000
2017-09-18,4568760000
2017-09-19,4416300000
2017-09-20,4355820000
2017-09-21,4246200000
2017-09-22,4233600000
2017-09-25,4367160000
2017-09-26,4425120000
2017-09-27,4418820000
2017-09-28,4392360000
2017-09-29,4437720000
2017-10-02,4378500000
2017-10-03,4331880000
2017-10-04,4265100000
2017-10-05,4331880000
2017-10-06,4335660000
2017-10-09,4207140000
2017-10-10,4233600000
2017-10-11,4149180000
2017-10-12,3960180000
2017-10-13,3987900000
2017-10-16,3899700000
2017-10-17,3908520000
2017-10-18,3928680000
2017-10-19,3904740000
2017-10-20,3941280000
2017-10-23,3984120000
2017-10-24,3922380000
2017-10-25,3942540000
2017-10-26,4166820000
2017-10-27,3975300000
2017-10-30,3664371523
2017-10-31,3604457011
2017-11-01,3584086077
2017-11-02,3596068980
2017-11-03,3576896336
2017-11-06,3552930531
2017-11-07,3503800632
2017-11-08,3580491207
2017-11-09,3667966394
2017-11-10,3635612557
2017-11-13,3551732241
2017-11-14,3594870690
2017-11-15,3738665517
2017-11-16,3816554382
2017-11-17,4891420718
2017-11-20,4875842945
2017-11-21,4875842945
2017-11-22,4857868592
2017-11-24,4805143822
2017-11-27,4721263506
2017-11-28,4847083980
2017-11-29,5103518089
2017-11-30,5133475345
2017-12-01,5189794986
2017-12-04,5483376092
2017-12-05,5200579598
2017-12-06,5131078764
2017-12-07,5179010374
2017-12-08,5388711164
2017-12-11,5321606911
2017-12-12,5340779555
2017-12-13,5434246193
2017-12-14,5312020589
2017-12-15,5470194899
2017-12-18,5580437601
2017-12-19,5537299152
2017-12-20,5546885474
2017-12-21,5749396523
2017-12-22,5663119626
2017-12-26,5817699066
2017-12-27,5713447816
2017-12-28,5642748693
2017-12-29,5617584598
2018-01-02,5738611911
2018-01-03,5736215331
2018-01-04,5549282055
2018-01-05,5627170920
2018-01-08,5628369210
2018-01-09,5512135058
2018-01-10,5545687184
2018-01-11,5548083764
2018-01-12,5685887141
2018-01-16,5627170920
2018-01-17,5760181135
2018-01-18,5822492227
2018-01-19,6016615244
2018-01-22,6035787888
2018-01-23,6173591264
2018-01-24,6261066451
2018-01-25,6283833966
2018-01-26,6181979296
2018-01-29,6144832299
2018-01-30,5979468247
2018-01-31,5889596480
2018-02-01,5896786221
2018-02-02,5797328132
2018-02-05,5416281000
2018-02-06,5654868000
2018-02-07,5698787000
2018-02-08,5445956000
2018-02-09,5488688000
2018-02-12,5500558000
2018-02-13,5536168000
2018-02-14,5766446000
2018-02-15,5844788000
2018-02-16,5836479000
2018-02-20,5717779000
2018-02-21,5747454000
2018-02-22,5728462000
2018-02-23,5727275000
2018-02-26,5854284000
2018-02-27,5642998000
2018-02-28,5449517000
2018-03-01,5445956000
2018-03-02,4752748000
2018-03-05,4941481000
2018-03-06,4997270000
2018-03-07,4833464000
2018-03-08,4848895000
2018-03-09,5051872000
2018-03-12,5142084000
2018-03-13,5206182000
2018-03-14,5134962000
2018-03-15,5158702000
2018-03-16,5235857000
2018-03-19,5201434000
2018-03-20,5177694000
2018-03-21,5194312000
2018-03-22,4971156000
2018-03-23,5191938000
2018-03-26,5372362000
2018-03-27,5235857000
2018-03-28,5315386000
2018-03-29,5405598000
2018-04-02,5201434000
2018-04-03,5441208000
2018-04-04,5672673000
2018-04-05,5686917000
2018-04-06,5514802000
2018-04-09,5413907000
2018-04-10,5536168000
2018-04-11,5473257000
2018-04-12,5451891000
2018-04-13,5365240000
2018-04-16,5145645000
2018-04-17,5029319000
2018-04-18,5035254000
2018-04-19,4942668000
2018-04-20,4852456000
2018-04-23,4891627000
2018-04-24,4950977000
2018-04-25,4978278000
2018-04-26,5123092000
2018-04-27,5271467000
2018-04-30,5113596000
2018-05-01,5057807000
2018-05-02,5056620000
2018-05-03,4943855000
2018-05-04,4946229000
2018-05-07,4724632000
2018-05-08,4889038000
2018-05-09,4834236000
2018-05-10,4880876000
2018-05-11,4965994000
2018-05-14,5065104000
2018-05-15,5086092000
2018-05-16,5147890000
2018-05-17,5122238000
2018-05-18,5065104000
2018-05-21,5140894000
2018-05-22,5161882000
2018-05-23,5250498000
2018-05-24,5409074000
2018-05-25,6499284000
2018-05-29,6361696000
2018-05-30,6361696000
2018-05-31,6292902000
2018-06-01,6378020000
2018-06-04,6500450000
2018-06-05,6653196000
2018-06-06,6646200000
2018-06-07,6721990000
2018-06-08,6870072000
2018-06-11,6763966000
2018-06-12,6755804000
2018-06-13,6671852000
2018-06-14,6721990000
2018-06-15,6631042000
2018-06-18,6517940000
2018-06-19,6533098000
2018-06-20,6612386000
2018-06-21,6624046000
2018-06-22,6364028000
2018-06-25,6199622000
2018-06-26,6264918000
2018-06-27,6219444000
2018-06-28,6304562000
2018-06-29,6138990000
2018-07-02,6067864000
2018-07-03,6084188000
2018-07-05,6078358000
2018-07-06,6098180000
2018-07-09,6233436000
2018-07-10,6182132000
2018-07-11,6066698000
2018-07-12,6053872000
2018-07-13,6141322000
2018-07-16,6157646000
2018-07-17,6128496000
2018-07-18,6158812000
2018-07-19,6191460000
2018-07-20,6111006000
2018-07-23,6030552000
