,OI
2013-12-16,5657754150
2013-12-17,5613282720
2013-12-18,5713755210
2013-12-19,5697284310
2013-12-20,5708813939
2013-12-23,5773050450
2013-12-24,5827404420
2013-12-26,5832345689
2013-12-27,5829051510
2013-12-30,5857052040
2013-12-31,5895112800
2014-01-02,5853922800
2014-01-03,5743533600
2014-01-06,5801199600
2014-01-07,5829208800
2014-01-08,5819323200
2014-01-09,5797904400
2014-01-10,5769895200
2014-01-13,5580421200
2014-01-14,5639734799
2014-01-15,5580421200
2014-01-16,5545821599
2014-01-17,5577126000
2014-01-21,5562297600
2014-01-22,5557354799
2014-01-23,5478270000
2014-01-24,5277262800
2014-01-27,5239368000
2014-01-28,5321748000
2014-01-29,5404128000
2014-01-30,5338224000
2014-01-31,5278910400
2014-02-03,5094379200
2014-02-04,5142159600
2014-02-05,5087788800
2014-02-06,5208063600
2014-02-07,5310214799
2014-02-10,5384356800
2014-02-11,5478270000
2014-02-12,5474974799
2014-02-13,5552412000
2014-02-14,5615020800
2014-02-18,5641382400
2014-02-19,5603487600
2014-02-20,5601840000
2014-02-21,5591954400
2014-02-24,5596897200
2014-02-25,5539231200
2014-02-26,5545821599
2014-02-27,5563945200
2014-02-28,5588659200
2014-03-03,5507926800
2014-03-04,5522755200
2014-03-05,5489803200
2014-03-06,5590306800
2014-03-07,5539231200
2014-03-10,5498041200
2014-03-11,5404128000
2014-03-12,5387652000
2014-03-13,5305272000
2014-03-14,5320100400
2014-03-17,5339871599
2014-03-18,5367880800
2014-03-19,5298681599
2014-03-20,5349757200
2014-03-21,5394242400
2014-03-24,5305272000
2014-03-25,5326690800
2014-03-26,5280558000
2014-03-27,5305272000
2014-03-28,5420604000
2014-03-31,5578769980
2014-04-01,5573822800
2014-04-02,5606804000
2014-04-03,5605154940
2014-04-04,5567226560
2014-04-07,5464984840
2014-04-08,5473230140
2014-04-09,5497966040
2014-04-10,5425407400
2014-04-11,5316569440
2014-04-14,5361094060
2014-04-15,5441898000
2014-04-16,5580419040
2014-04-17,5555683140
2014-04-21,5423758340
2014-04-22,5451792360
2014-04-23,5372637480
2014-04-24,5344603459
2014-04-25,5260501400
2014-04-28,5240712680
2014-04-29,5247308920
2014-04-30,5240712680
2014-05-01,5248957980
2014-05-02,5192889940
2014-05-05,5146716260
2014-05-06,5140120020
2014-05-07,5295131660
2014-05-08,5359445000
2014-05-09,5356146879
2014-05-12,5412214920
2014-05-13,5499615100
2014-05-14,5474879200
2014-05-15,5407267740
2014-05-16,5441898000
2014-05-19,5512807580
2014-05-20,5347901580
2014-05-21,5382531840
2014-05-22,5382531840
2014-05-23,5403969620
2014-05-27,5443547060
2014-05-28,5427056459
2014-05-29,5481475440
2014-05-30,5479826379
2014-06-02,5479826379
2014-06-03,5471581080
2014-06-04,5436950820
2014-06-05,5476528260
2014-06-06,5606804000
2014-06-09,5560630320
2014-06-10,5481475440
2014-06-11,5448494240
2014-06-12,5399022440
2014-06-13,5488071680
2014-06-16,5502913220
2014-06-17,5590313400
2014-06-18,5616698360
2014-06-19,5598558700
2014-06-20,5644732379
2014-06-23,5689257000
2014-06-24,5652977680
2014-06-25,5682660760
2014-06-26,5699151360
2014-06-27,5727185379
2014-06-30,5708602720
2014-07-01,5723434539
2014-07-02,5700362820
2014-07-03,5794297679
2014-07-07,5728378480
2014-07-08,5659163320
2014-07-09,5627851700
2014-07-10,5608075940
2014-07-11,5642683520
2014-07-14,5669051200
2014-07-15,5632795640
2014-07-16,5611371900
2014-07-17,5512493100
2014-07-18,5556988560
2014-07-21,5524028960
2014-07-22,5477885520
2014-07-23,5472941580
2014-07-24,5504253200
2014-07-25,5459757740
2014-07-28,5403726420
2014-07-29,5347695100
2014-07-30,5197728920
2014-07-31,5140049620
2014-08-01,5112033960
2014-08-04,5093906180
2014-08-05,5034578900
2014-08-06,5128513760
2014-08-07,5046114760
2014-08-08,5054354660
2014-08-11,5004915260
2014-08-12,5019747080
2014-08-13,5051058700
2014-08-14,5060946580
2014-08-15,5067538500
2014-08-18,5140049620
2014-08-19,5136753660
2014-08-20,5085666280
2014-08-21,5128513760
2014-08-22,5075778400
2014-08-25,5084018300
2014-08-26,5107090020
2014-08-27,5123569820
2014-08-28,5115329920
2014-08-29,5074130420
2014-09-02,5121921840
2014-09-03,5158177400
2014-09-04,5207616800
2014-09-05,5229040540
2014-09-08,5217504680
2014-09-09,5182897100
2014-09-10,5182897100
2014-09-11,5232336500
2014-09-12,5194432960
2014-09-15,5189489020
2014-09-16,5166417300
2014-09-17,4709926840
2014-09-18,4630823800
2014-09-19,4606104100
2014-09-22,4546776820
2014-09-23,4505577320
2014-09-24,4536888940
2014-09-25,4431418220
2014-09-26,4405050540
2014-09-29,4409994480
2014-09-30,4283193100
2014-10-01,4255241360
2014-10-02,4263462460
2014-10-03,4306212180
2014-10-06,4299635300
2014-10-07,4251952920
2014-10-08,4322654380
2014-10-09,4156588160
2014-10-10,4085886700
2014-10-13,3955993320
2014-10-14,4023406340
2014-10-15,4016829460
2014-10-16,4046425420
2014-10-17,4133569080
2014-10-20,4145078620
2014-10-21,4332519700
2014-10-22,4181251460
2014-10-23,4220712740
2014-10-24,4235510720
2014-10-27,4085886700
2014-10-28,4271683560
2014-10-29,3868849660
2014-10-30,4103973120
2014-10-31,4237154940
2014-11-03,4230578060
2014-11-04,4135213300
2014-11-05,4210847420
2014-11-06,4232222279
2014-11-07,4274972000
2014-11-10,4255241360
2014-11-11,4240443380
2014-11-12,4255241360
2014-11-13,4200982100
2014-11-14,4186184120
2014-11-17,4217424300
2014-11-18,4235510720
2014-11-19,4228933840
2014-11-20,4247020259
2014-11-21,4291414200
2014-11-24,4299635300
2014-11-25,4291414200
2014-11-26,4245376040
2014-11-28,4215780080
2014-12-01,4217424300
2014-12-02,4232222279
2014-12-03,4309500620
2014-12-04,4322654380
2014-12-05,4347317680
2014-12-08,4251952920
2014-12-09,4250308700
2014-12-10,4192761000
2014-12-11,4087530920
2014-12-12,3970791300
2014-12-15,3960925980
2014-12-16,3929685800
2014-12-17,4049713860
2014-12-18,4321010160
2014-12-19,4441038220
2014-12-22,4459124640
2014-12-23,4478855280
2014-12-24,4468989960
2014-12-26,4449259320
2014-12-29,4487076380
2014-12-30,4472278400
2014-12-31,4376320540
2015-01-02,4337405500
2015-01-05,4167152200
2015-01-06,4112022560
2015-01-07,4076350440
2015-01-08,4128237160
2015-01-09,4035813940
2015-01-12,3985548679
2015-01-13,3957983860
2015-01-14,3959605320
2015-01-15,3821781220
2015-01-16,3863939179
2015-01-20,3779623260
2015-01-21,3802323700
2015-01-22,3928797580
2015-01-23,3810431000
2015-01-26,3802323700
2015-01-27,3812052460
2015-01-28,3735843840
2015-01-29,3737465300
2015-01-30,3786109100
2015-02-02,3927176120
2015-02-03,3951498020
2015-02-04,3927176120
2015-02-05,4071486060
2015-02-06,4056892920
2015-02-09,4082836280
2015-02-10,4139587380
2015-02-11,4131480080
2015-02-12,4199581400
2015-02-13,4274168560
2015-02-17,4222281840
2015-02-18,4300111920
2015-02-19,4232010600
2015-02-20,4199581400
2015-02-23,4184988260
2015-02-24,4256332500
2015-02-25,4227146220
2015-02-26,4259575420
2015-02-27,4241739360
2015-03-02,4214174539
2015-03-03,4186609720
2015-03-04,4071486060
2015-03-05,3985548679
2015-03-06,3889882539
2015-03-09,3854210420
2015-03-10,3786109100
2015-03-11,3768273039
2015-03-12,3768273039
2015-03-13,3705036100
2015-03-16,3761787200
2015-03-17,3784487640
2015-03-18,3886639620
2015-03-19,3790973480
2015-03-20,3820159760
2015-03-23,3821781220
2015-03-24,3839617280
2015-03-25,3761787200
2015-03-26,3760165740
2015-03-27,3758544280
2015-03-30,3813673920
2015-03-31,3754333440
2015-04-01,3762383040
2015-04-02,3789751680
2015-04-06,3875077440
2015-04-07,3870247680
2015-04-08,3942694079
2015-04-09,3949133760
2015-04-10,3931424640
2015-04-13,3899226240
2015-04-14,3894396480
2015-04-15,3931424640
2015-04-16,3896006400
2015-04-17,3896006400
2015-04-20,3907275840
2015-04-21,3862198079
2015-04-22,3904056000
2015-04-23,3926594880
2015-04-24,3950743680
2015-04-27,3953963520
2015-04-28,4047338880
2015-04-29,3894396480
2015-04-30,3849318720
2015-05-01,3902446079
2015-05-04,4011920640
2015-05-05,3947523840
2015-05-06,3884736960
2015-05-07,3858978240
2015-05-08,3913715520
2015-05-11,3889566720
2015-05-12,3829999680
2015-05-13,4182572160
2015-05-14,4160033280
2015-05-15,4127834880
2015-05-18,4160033280
2015-05-19,4108515840
2015-05-20,4031239680
2015-05-21,4023190079
2015-05-22,3987771840
2015-05-26,3867027840
2015-05-27,3886346880
2015-05-28,3863808000
2015-05-29,3847708800
2015-06-01,3921765120
2015-06-02,3936254400
2015-06-03,3928204800
2015-06-04,3904056000
2015-06-05,3915325440
2015-06-08,3900836160
2015-06-09,3918545280
2015-06-10,3950743680
2015-06-11,3970062720
2015-06-12,3913715520
2015-06-15,3847708800
2015-06-16,3833219520
2015-06-17,3854148480
2015-06-18,3878297280
2015-06-19,3883127040
2015-06-22,3886346880
2015-06-23,3900836160
2015-06-24,3847708800
2015-06-25,3818730240
2015-06-26,3810680640
2015-06-29,3712475520
2015-06-30,3687146200
2015-07-01,3685538900
2015-07-02,3682324300
2015-07-06,3621246900
2015-07-07,3637319900
2015-07-08,3495877500
2015-07-09,3544096500
2015-07-10,3552133000
2015-07-13,3571420600
2015-07-14,3566598700
2015-07-15,3544096500
2015-07-16,3579457100
2015-07-17,3532845400
2015-07-20,3491055600
2015-07-21,3474982600
2015-07-22,3454087699
2015-07-23,3455695000
2015-07-24,3349613200
2015-07-27,3309430700
2015-07-28,3368900800
2015-07-29,3441229300
2015-07-30,3454087699
2015-07-31,3431585500
2015-08-03,3346398600
2015-08-04,3352827800
2015-08-05,3396224900
2015-08-06,3401046800
2015-08-07,3359257000
2015-08-10,3507128600
2015-08-11,3478197200
2015-08-12,3513557800
2015-08-13,3455695000
2015-08-14,3552133000
2015-08-17,3571420600
2015-08-18,3548918399
2015-08-19,3491055600
2015-08-20,3389795700
2015-08-21,3266033600
2015-08-24,3172810199
2015-08-25,3121376600
2015-08-26,3185668600
2015-08-27,3338362100
2015-08-28,3346398600
2015-08-31,3351220500
2015-09-01,3212992699
2015-09-02,3248353300
2015-09-03,3293357699
2015-09-04,3192097800
2015-09-08,3364078900
2015-09-09,3320681800
2015-09-10,3296572300
2015-09-11,3219421900
2015-09-14,3227458399
2015-09-15,3442836600
2015-09-16,3483019100
2015-09-17,3444443900
2015-09-18,3444443900
2015-09-21,3560169500
2015-09-22,3471768000
2015-09-23,3391403000
2015-09-24,3349613200
2015-09-25,3394617600
2015-09-28,3317467200
2015-09-29,3290143100
2015-09-30,3332335440
2015-10-01,3359676030
2015-10-02,3441697800
2015-10-05,3514069950
2015-10-06,3522111300
2015-10-07,3597699990
2015-10-08,3763351800
2015-10-09,3773001420
2015-10-12,3760135260
2015-10-13,3732794670
2015-10-14,3787475850
2015-10-15,3826074330
2015-10-16,3771393150
2015-10-19,3761743530
2015-10-20,3790692390
2015-10-21,3719928510
2015-10-22,3832507409
2015-10-23,3795517200
2015-10-26,3763351800
2015-10-27,3644339820
2015-10-28,3497987250
2015-10-29,3448130880
2015-10-30,3465821850
2015-11-02,3504420330
2015-11-03,3565534590
2015-11-04,3525327840
2015-11-05,3459388770
2015-11-06,3419182020
2015-11-09,3322685820
2015-11-10,3234230970
2015-11-11,3210106920
2015-11-12,3023547600
2015-11-13,3015506250
2015-11-16,3058929540
2015-11-17,3021939330
2015-11-18,3028372409
2015-11-19,3042846840
2015-11-20,3017114520
2015-11-23,3086270130
2015-11-24,3150600930
2015-11-25,3105569370
2015-11-27,3094311479
2015-11-30,3102352830
2015-12-01,3112002450
2015-12-02,3041238570
2015-12-03,3039630300
2015-12-04,3103961100
2015-12-07,3026764140
2015-12-08,2899710810
2015-12-09,2894886000
2015-12-10,2920618320
2015-12-11,2816080770
2015-12-14,2767832670
2015-12-15,2780698830
2015-12-16,2791956720
2015-12-17,2724409380
2015-12-18,2743708620
2015-12-21,2727625920
2015-12-22,2735667270
2015-12-23,2825730390
2015-12-24,2840204820
2015-12-28,2809647690
2015-12-29,2845029630
2015-12-30,2817689040
2015-12-31,2808173680
2016-01-04,2750140240
2016-01-05,2624401120
2016-01-06,2555083400
2016-01-07,2474481400
2016-01-08,2421284080
2016-01-11,2356802480
2016-01-12,2274588440
2016-01-13,2202046640
2016-01-14,2224615200
2016-01-15,2110160360
2016-01-19,2029558360
2016-01-20,2002153680
2016-01-21,2044066720
2016-01-22,2074695479
2016-01-25,2006989800
2016-01-26,2094039960
2016-01-27,2129504840
2016-01-28,2029558360
2016-01-29,2085979760
2016-02-01,2040842640
2016-02-02,1944120240
2016-02-03,1987645320
2016-02-04,2085979760
2016-02-05,2079531600
2016-02-08,1984421240
2016-02-09,2182702160
2016-02-10,2161745640
2016-02-11,2027946320
2016-02-12,2102100159
2016-02-16,2195598480
2016-02-17,2289096800
2016-02-18,2395491440
2016-02-19,2266528240
2016-02-22,2408387760
2016-02-23,2374534920
2016-02-24,2472869360
2016-02-25,2430956320
2016-02-26,2447076720
2016-02-29,2411611840
2016-03-01,2343906160
2016-03-02,2366474720
2016-03-03,2453524880
2016-03-04,2439016520
2016-03-07,2426120200
2016-03-08,2258468040
2016-03-09,2274588440
2016-03-10,2282648640
2016-03-11,2377759000
2016-03-14,2435792440
2016-03-15,2316501480
2016-03-16,2414835920
2016-03-17,2617952959
2016-03-18,2603444600
2016-03-21,2609892760
2016-03-22,2626013160
2016-03-23,2547023200
2016-03-24,2538963000
2016-03-28,2555083400
2016-03-29,2558307480
2016-03-30,2537350960
2016-03-31,2584642200
2016-04-01,2605695050
2016-04-04,2537678150
2016-04-05,2503669700
2016-04-06,2644561849
2016-04-07,2617031200
2016-04-08,2646181300
2016-04-11,2725534349
2016-04-12,2757923350
2016-04-13,2829179150
2016-04-14,2848612550
2016-04-15,2866426500
2016-04-18,2897196050
2016-04-19,2921487800
2016-04-20,2932823950
2016-04-21,2918248900
2016-04-22,2968451849
2016-04-25,2884240450
2016-04-26,2963593500
2016-04-27,2989504700
2016-04-28,2976549100
2016-04-29,2989504700
2016-05-02,3013796450
2016-05-03,3109344000
2016-05-04,3102866200
2016-05-05,3046185450
2016-05-06,3039707650
2016-05-09,3002460300
2016-05-10,3127157950
2016-05-11,3144971900
2016-05-12,3072096650
2016-05-13,2984646350
2016-05-16,3039707650
2016-05-17,3041327100
2016-05-18,2970071300
2016-05-19,2923107250
2016-05-20,2981407450
2016-05-23,2983026900
2016-05-24,3015415900
2016-05-25,3057521600
2016-05-26,2992743600
2016-05-27,3062379950
2016-05-31,3060760500
2016-06-01,3057521600
2016-06-02,3112582900
2016-06-03,3138494100
2016-06-06,3246997250
2016-06-07,3268050100
2016-06-08,3263191750
2016-06-09,3225944400
2016-06-10,3146591350
2016-06-13,3106105100
2016-06-14,3023513150
2016-06-15,3018654800
2016-06-16,2994363049
2016-06-17,3059141050
2016-06-20,3117441250
2016-06-21,3128777400
2016-06-22,3140113550
2016-06-23,3206511000
2016-06-24,2908532200
2016-06-27,2644561849
2016-06-28,2782215100
2016-06-29,2806506849
2016-06-30,2919060800
2016-07-01,2894748800
2016-07-05,2727806399
2016-07-06,2724564800
2016-07-07,2745635200
2016-07-08,2826675200
2016-07-11,2847745600
2016-07-12,2897990400
2016-07-13,2907715200
2016-07-14,2932027200
2016-07-15,2928785600
2016-07-18,2938510400
2016-07-19,2872057600
2016-07-20,2951476800
2016-07-21,2969305600
2016-07-22,2949856000
2016-07-25,3000100800
2016-07-26,3081140800
2016-07-27,3095728000
2016-07-28,3035758400
2016-07-29,3045483200
2016-08-01,3048724800
2016-08-02,2954718400
2016-08-03,3014688000
2016-08-04,3047104000
2016-08-05,3098969600
2016-08-08,3095728000
2016-08-09,3029275200
2016-08-10,3040620800
2016-08-11,3060070400
2016-08-12,3001721600
2016-08-15,3058449600
2016-08-16,3032516800
2016-08-17,3040620800
2016-08-18,3013067200
2016-08-19,2982272000
2016-08-22,2946614400
2016-08-23,2970926399
2016-08-24,2901232000
2016-08-25,2927164800
2016-08-26,2909336000
2016-08-29,2935268800
2016-08-30,2953097600
2016-08-31,2906094400
2016-09-01,2881782400
2016-09-02,2927164800
2016-09-06,2964443200
2016-09-07,2993617600
2016-09-08,2970926399
2016-09-09,2820192000
2016-09-12,2873678400
2016-09-13,2787776000
2016-09-14,2778051200
2016-09-15,2914198400
2016-09-16,2807225600
2016-09-19,2787776000
2016-09-20,2803984000
2016-09-21,2872057600
2016-09-22,2940131200
2016-09-23,2935268800
2016-09-26,2868816000
2016-09-27,2902852800
2016-09-28,3009825600
2016-09-29,2959580800
2016-09-30,2982729270
2016-10-03,2937315230
2016-10-04,2916230140
2016-10-05,2971375760
2016-10-06,2961644180
2016-10-07,2870816100
2016-10-10,2867572240
2016-10-11,2838377500
2016-10-12,2805938900
2016-10-13,2762146790
2016-10-14,2758902930
2016-10-17,2760524860
2016-10-18,2817292410
2016-10-19,2852974870
2016-10-20,2796207319
2016-10-21,2796207319
2016-10-24,2784853810
2016-10-25,2757281000
2016-10-26,3054094189
2016-10-27,3156275780
2016-10-28,3131946830
2016-10-31,3130324900
2016-11-01,3029765240
2016-11-02,3016789800
2016-11-03,2997326640
2016-11-04,2985973130
2016-11-07,3075179280
2016-11-08,3093020510
2016-11-09,3031387170
2016-11-10,3070313490
2016-11-11,3037874890
2016-11-14,3042740680
2016-11-15,3089776650
2016-11-16,3036252960
2016-11-17,3050850330
2016-11-18,2979485410
2016-11-21,3037874890
2016-11-22,3010302080
2016-11-23,3003814360
2016-11-25,2976241550
2016-11-28,2937315230
2016-11-29,2935693300
2016-11-30,2979485410
2016-12-01,2979485410
2016-12-02,2940559090
2016-12-05,2903254700
2016-12-06,2984351200
2016-12-07,3016789800
2016-12-08,3007058220
2016-12-09,3003814360
2016-12-12,2935693300
2016-12-13,2951912600
2016-12-14,2896766980
2016-12-15,2849731010
2016-12-16,2865950310
2016-12-19,2895145050
2016-12-20,2882169610
2016-12-21,3003814360
2016-12-22,2911364350
2016-12-23,2930827510
2016-12-27,2940559090
2016-12-28,2885413470
2016-12-29,2877303819
2016-12-30,2823780130
2017-01-03,2914864600
2017-01-04,3018792920
2017-01-05,2958709360
2017-01-06,2999306360
2017-01-09,2961957119
2017-01-10,3039903360
2017-01-11,3069133200
2017-01-12,3091867520
2017-01-13,3125969000
2017-01-17,3134088400
2017-01-18,3169813760
2017-01-19,3114601840
2017-01-20,3130840640
2017-01-23,3114601840
2017-01-24,3194171960
2017-01-25,3184428680
2017-01-26,3132464520
2017-01-27,3096739160
2017-01-30,3088619760
2017-01-31,3069133200
2017-02-01,3220154039
2017-02-02,3140583920
2017-02-03,3124345119
2017-02-06,3171437640
2017-02-07,3179557039
2017-02-08,3197419720
2017-02-09,3231521200
2017-02-10,3228273440
2017-02-13,3247760000
2017-02-14,3234768960
2017-02-15,3208786880
2017-02-16,3190924200
2017-02-17,3163318240
2017-02-21,3207163000
2017-02-22,3173061520
2017-02-23,3246136119
2017-02-24,3244512240
2017-02-27,3259127160
2017-02-28,3215282400
2017-03-01,3322458480
2017-03-02,3293228640
2017-03-03,3273742080
2017-03-06,3242888360
2017-03-07,3160070480
2017-03-08,3155198840
2017-03-09,3143831680
2017-03-10,3145455560
2017-03-13,3158446600
2017-03-14,3160070480
2017-03-15,3262374920
2017-03-16,3304595800
2017-03-17,3311091320
2017-03-20,3294852520
2017-03-21,3236392840
2017-03-22,3281861480
2017-03-23,3286733119
2017-03-24,3268870440
2017-03-27,3263998800
2017-03-28,3276989840
2017-03-29,3262374920
2017-03-30,3306219680
2017-03-31,3316152080
2017-04-03,3298253320
2017-04-04,3324287880
2017-04-05,3268964440
2017-04-06,3311270600
2017-04-07,3293371839
2017-04-10,3317779240
2017-04-11,3321033560
2017-04-12,3265710120
2017-04-13,3233166920
2017-04-17,3288490360
2017-04-18,3306389120
2017-04-19,3347068120
2017-04-20,3350322440
2017-04-21,3337305160
2017-04-24,3472359440
2017-04-25,3576497680
2017-04-26,3548835960
2017-04-27,3561853240
2017-04-28,3550463120
2017-05-01,3563480400
2017-05-02,3535818680
2017-05-03,3503275480
2017-05-04,3478868080
2017-05-05,3532564360
2017-05-08,3509784120
2017-05-09,3532564360
2017-05-10,3625312480
2017-05-11,3605786560
2017-05-12,3578124839
2017-05-15,3630193960
2017-05-16,3679008760
2017-05-17,3609040880
2017-05-18,3498394000
2017-05-19,3535818680
2017-05-22,3576497680
2017-05-23,3591142120
2017-05-24,3617176680
2017-05-25,3654601360
2017-05-26,3654601360
2017-05-30,3703416160
2017-05-31,3672500120
2017-06-01,3729450720
2017-06-02,3747349480
2017-06-05,3735959360
2017-06-06,3724569240
2017-06-07,3674127279
2017-06-08,3622058160
2017-06-09,3651347040
2017-06-12,3705043320
2017-06-13,3734332200
2017-06-14,3703416160
2017-06-15,3711551960
2017-06-16,3716433440
2017-06-19,3773384040
2017-06-20,3740840839
2017-06-21,3718060600
2017-06-22,3700161839
2017-06-23,3747349480
2017-06-26,3814063040
2017-06-27,3788028480
2017-06-28,3848233400
2017-06-29,3866132160
2017-06-30,3895754720
2017-07-03,3887611420
2017-07-05,3871324820
2017-07-06,3851780900
2017-07-07,3915298640
2017-07-10,3931585240
2017-07-11,3957643800
2017-07-12,3991845660
2017-07-13,3973930400
2017-07-14,4035819480
2017-07-17,4019532880
2017-07-18,4035819480
2017-07-19,4045591440
2017-07-20,4014646900
2017-07-21,4021161540
2017-07-24,3993474320
2017-07-25,4011389580
2017-07-26,3926699260
2017-07-27,3931585240
2017-07-28,3902269360
2017-07-31,3892497400
2017-08-01,4026047520
2017-08-02,4035819480
2017-08-03,3991845660
2017-08-04,3892497400
2017-08-07,3951129160
2017-08-08,3960901120
2017-08-09,3894126060
2017-08-10,3819207700
2017-08-11,3819207700
2017-08-14,3903898020
2017-08-15,3899012040
2017-08-16,3926699260
2017-08-17,3912041320
2017-08-18,3892497400
2017-08-21,3775233880
2017-08-22,3815950380
2017-08-23,3830608320
2017-08-24,3894126060
2017-08-25,3921813279
2017-08-28,3912041320
2017-08-29,3928327920
2017-08-30,3988588339
2017-08-31,4013018240
2017-09-01,4056992060
2017-09-05,3988588339
2017-09-06,3859924200
2017-09-07,3908784000
2017-09-08,3923441940
2017-09-11,4035819480
2017-09-12,4024418860
2017-09-13,4035819480
2017-09-14,4045591440
2017-09-15,4014646900
2017-09-18,4001617620
2017-09-19,3931585240
2017-09-20,3980445040
2017-09-21,3942985860
2017-09-22,3954386480
2017-09-25,3916927300
2017-09-26,3942985860
2017-09-27,3977187720
2017-09-28,4107480520
2017-09-29,4097708560
2017-10-02,4101929730
2017-10-03,4152450120
2017-10-04,4142671980
2017-10-05,4152450120
2017-10-06,4145931360
2017-10-09,4144301670
2017-10-10,4185043920
2017-10-11,4185043920
2017-10-12,4144301670
2017-10-13,4165487640
2017-10-16,4176895470
2017-10-17,4147561050
2017-10-18,4129634460
2017-10-19,4181784540
2017-10-20,4170376710
2017-10-23,4095410970
2017-10-24,3968295150
2017-10-25,3823252740
2017-10-26,3867254370
2017-10-27,3896588790
2017-10-30,3863994990
2017-10-31,3893329410
2017-11-01,3919404450
2017-11-02,3881921580
2017-11-03,3893329410
2017-11-06,3966665460
2017-11-07,3888440340
2017-11-08,3862365300
2017-11-09,3803696460
2017-11-10,3798807390
2017-11-13,3808585530
2017-11-14,3764583900
2017-11-15,3751546380
2017-11-16,3782510490
2017-11-17,3774362040
2017-11-20,3793918320
2017-11-21,3854216850
2017-11-22,3802066769
2017-11-24,3836290260
2017-11-27,3782510490
2017-11-28,3787399559
2017-11-29,3898218480
2017-11-30,3947109180
2017-12-01,3942220110
2017-12-04,3929182590
2017-12-05,3966665460
2017-12-06,3917774760
2017-12-07,3903107550
2017-12-08,3849327780
2017-12-11,3844438710
2017-12-12,3775991730
2017-12-13,3741768240
2017-12-14,3647246220
2017-12-15,3630949320
2017-12-18,3689618160
2017-12-19,3655394670
2017-12-20,3622800870
2017-12-21,3621171180
2017-12-22,3626060250
2017-12-26,3591836760
2017-12-27,3562502340
2017-12-28,3614652420
2017-12-29,3613022730
2018-01-02,3721069960
2018-01-03,3677081830
2018-01-04,3655902360
2018-01-05,3683598590
2018-01-08,3667306690
2018-01-09,3665677500
2018-01-10,3603768280
2018-01-11,3628206130
2018-01-12,3655902360
2018-01-16,3699890490
2018-01-17,3662419120
2018-01-18,3637981269
2018-01-19,3681969400
2018-01-22,3698261300
2018-01-23,3711294820
2018-01-24,3695002920
2018-01-25,3768316470
2018-01-26,3799271080
2018-01-29,3771574850
2018-01-30,3730845100
2018-01-31,3782979180
2018-02-01,3776462420
2018-02-02,3660789930
2018-02-05,3429444950
2018-02-06,3533713110
2018-02-07,3672194260
2018-02-08,3491354170
2018-02-09,3432703330
2018-02-12,3450624420
2018-02-13,3418040620
2018-02-14,3465287130
2018-02-15,3535342300
2018-02-16,3559780150
2018-02-20,3479949840
2018-02-21,3517421210
2018-02-22,3533713110
2018-02-23,3571184480
2018-02-26,3580959620
2018-02-27,3514162830
2018-02-28,3512533640
2018-03-01,3476691460
2018-03-02,3536971490
2018-03-05,3522308780
2018-03-06,3579330430
2018-03-07,3592363950
2018-03-08,3616801800
2018-03-09,3703148870
2018-03-12,3727586720
2018-03-13,3724328340
2018-03-14,3670565070
2018-03-15,3673823450
2018-03-16,3717811580
2018-03-19,3667306690
2018-03-20,3631464510
2018-03-21,3623318559
2018-03-22,3517421210
2018-03-23,3457141180
2018-03-26,3546746630
2018-03-27,3491354170
2018-03-28,3473433080
2018-03-29,3528825540
2018-04-02,3403755280
2018-04-03,3455229840
2018-04-04,3461664160
2018-04-05,3500270080
2018-04-06,3378018000
2018-04-09,3395712380
2018-04-10,3455229840
2018-04-11,3435926880
2018-04-12,3455229840
2018-04-13,3464881320
2018-04-16,3469707060
2018-04-17,3498661500
2018-04-18,3498661500
2018-04-19,3511530139
2018-04-20,3479358540
2018-04-23,3485792860
2018-04-24,3307240480
2018-04-25,3345846400
2018-04-26,3349063560
2018-04-27,3337803500
2018-04-30,3270243139
2018-05-01,3246114440
2018-05-02,3156033960
2018-05-03,3104559400
2018-05-04,3085256440
2018-05-07,3072387800
2018-05-08,3062736320
2018-05-09,3088473600
2018-05-10,3109385139
2018-05-11,3065953480
2018-05-14,3033781880
2018-05-15,2911529800
2018-05-16,2988741639
2018-05-17,2983915900
2018-05-18,2996784540
2018-05-21,2998393120
2018-05-22,3048259100
2018-05-23,3033781880
2018-05-24,3072387800
2018-05-25,3075604960
2018-05-29,2988741639
2018-05-30,2998393120
2018-05-31,2991958800
2018-06-01,3020913240
2018-06-04,3035390460
2018-06-05,2956570040
2018-06-06,2903486900
2018-06-07,2971047260
2018-06-08,2993567380
2018-06-11,2958178620
2018-06-12,2977481580
2018-06-13,2922789860
2018-06-14,2913138380
2018-06-15,2832709380
2018-06-18,2845578020
2018-06-19,2781234820
2018-06-20,2753888960
2018-06-21,2713674460
2018-06-22,2712065880
2018-06-25,2739411740
2018-06-26,2721717360
2018-06-27,2670242800
2018-06-28,2663808480
2018-06-29,2704022980
2018-07-02,2641521520
2018-07-03,2654244080
2018-07-05,2681279520
2018-07-06,2682869840
2018-07-09,2719447200
2018-07-10,2749663280
2018-07-11,2706724640
2018-07-12,2724218160
2018-07-13,2674918240
2018-07-16,2630389280
2018-07-17,2662195679
2018-07-18,2676508559
2018-07-19,2676508559
2018-07-20,2638340880
2018-07-23,2678098880
2018-07-24,2927779120
2018-07-25,2854624400
2018-07-26,2935730720
2018-07-27,2953224240
2018-07-30,2934140400
2018-07-31,2970717760
2018-08-01,2970717760
2018-08-02,2957995200
