,WMT
2009-04-13,202036800000
2009-04-14,200390400000
2009-04-15,201096000000
2009-04-16,199096800000
2009-04-17,196744800000
2009-04-20,193099200000
2009-04-21,195333600000
2009-04-22,191923200000
2009-04-23,191570400000
2009-04-24,187689600000
2009-04-27,190159200000
2009-04-28,190041600000
2009-04-29,197803200000
2009-04-30,196106400000
2009-05-01,194705640000
2009-05-04,197857350000
2009-05-05,196339860000
2009-05-06,192604500000
2009-05-07,194121990000
2009-05-08,195055830000
2009-05-11,197040240000
2009-05-12,198090810000
2009-05-13,194705640000
2009-05-14,191087010000
2009-05-15,187351650000
2009-05-18,194238720000
2009-05-19,192020850000
2009-05-20,190386630000
2009-05-21,191087010000
2009-05-22,191670660000
2009-05-26,194588910000
2009-05-27,191904120000
2009-05-28,192837960000
2009-05-29,193538339999
2009-06-01,196806780000
2009-06-02,194238720000
2009-06-03,197974080000
2009-06-04,197974080000
2009-06-05,198674460000
2009-06-08,197740620000
2009-06-09,196923510000
2009-06-10,194822370000
2009-06-11,191904120000
2009-06-12,193888530000
2009-06-15,188518949999
2009-06-16,187701839999
2009-06-17,188985870000
2009-06-18,189452790000
2009-06-19,187468380000
2009-06-22,189102600000
2009-06-23,188168760000
2009-06-24,188752410000
2009-06-25,191203740000
2009-06-26,189219330000
2009-06-29,189686250000
2009-06-30,188518949999
2009-07-01,188168760000
2009-07-02,185950890000
2009-07-06,185717430000
2009-07-07,186184350000
2009-07-08,188168760000
2009-07-09,187118190000
2009-07-10,185133780000
2009-07-13,186067620000
2009-07-14,187234920000
2009-07-15,188869140000
2009-07-16,188752410000
2009-07-17,188635680000
2009-07-20,189919710000
2009-07-21,190153170000
2009-07-22,191320470000
2009-07-23,189686250000
2009-07-24,190386630000
2009-07-27,190503360000
2009-07-28,190386630000
2009-07-29,192137580000
2009-07-30,194472180000
2009-07-31,192126390000
2009-08-03,191895330000
2009-08-04,192010860000
2009-08-05,189469199999
2009-08-06,188660489999
2009-08-07,189815790000
2009-08-10,191433210000
2009-08-11,192704040000
2009-08-12,194552520000
2009-08-13,199751370000
2009-08-14,199404780000
2009-08-17,198596070000
2009-08-18,197787360000
2009-08-19,198942660000
2009-08-20,199173719999
2009-08-21,197787360000
2009-08-24,198480540000
2009-08-25,198942660000
2009-08-26,199520310000
2009-08-27,197325239999
2009-08-28,196863120000
2009-08-31,195938880000
2009-09-01,196285469999
2009-09-02,196054410000
2009-09-03,199289250000
2009-09-04,199058190000
2009-09-08,197902890000
2009-09-09,196863120000
2009-09-10,196516530000
2009-09-11,195361230000
2009-09-14,193974870000
2009-09-15,192241920000
2009-09-16,192704040000
2009-09-17,192357449999
2009-09-18,192935100000
2009-09-21,196054410000
2009-09-22,196401000000
2009-09-23,194090400000
2009-09-24,195245699999
2009-09-25,190508969999
2009-09-28,190624500000
2009-09-29,189584730000
2009-09-30,189007080000
2009-10-01,188660489999
2009-10-02,189007080000
2009-10-05,188891550000
2009-10-06,190508969999
2009-10-07,190624500000
2009-10-08,191548739999
2009-10-09,192472980000
2009-10-12,191086620000
2009-10-13,193859340000
2009-10-14,193281690000
2009-10-15,196169940000
2009-10-16,197209710000
2009-10-19,199866900000
2009-10-20,199058190000
2009-10-21,195014640000
2009-10-22,194436989999
2009-10-23,194205930000
2009-10-26,191895330000
2009-10-27,192010860000
2009-10-28,192126390000
2009-10-29,194090400000
2009-10-30,191317680000
2009-11-02,191315400000
2009-11-03,189831450000
2009-11-04,191657850000
2009-11-05,195082350000
2009-11-06,194968199999
2009-11-09,197821949999
2009-11-10,199077600000
2009-11-11,201588900000
2009-11-12,202616250000
2009-11-13,202387950000
2009-11-16,202273800000
2009-11-17,204214350000
2009-11-18,206040750000
2009-11-19,207524700000
2009-11-20,206497350000
2009-11-23,208095450000
2009-11-24,208666200000
2009-11-25,209122800000
2009-11-27,207867150000
2009-11-30,207524700000
2009-12-01,208323750000
2009-12-02,207638850000
2009-12-03,207182249999
2009-12-04,206383199999
2009-12-07,209008650000
2009-12-08,207068100000
2009-12-09,205698300000
2009-12-10,208095450000
2009-12-11,207981300000
2009-12-14,205698300000
2009-12-15,205355849999
2009-12-16,202844550000
2009-12-17,200789850000
2009-12-18,201132300000
2009-12-21,203187000000
2009-12-22,202958700000
2009-12-23,202844550000
2009-12-24,203986050000
2009-12-28,205355849999
2009-12-29,205926600000
2009-12-30,206611500000
2009-12-31,203415300000
2010-01-04,206383199999
2010-01-05,204328499999
2010-01-06,203871900000
2010-01-07,203986050000
2010-01-08,202958700000
2010-01-11,206269050000
2010-01-12,208209599999
2010-01-13,209351100000
2010-01-14,206269050000
2010-01-15,204214350000
2010-01-19,205584150000
2010-01-20,204899250000
2010-01-21,201360600000
2010-01-22,201474749999
2010-01-25,201246450000
2010-01-26,203986050000
2010-01-27,203187000000
2010-01-28,200219100000
2010-01-29,203301150000
2010-02-01,201389849999
2010-02-02,201389849999
2010-02-03,204326550000
2010-02-04,199469700000
2010-02-05,201276900000
2010-02-08,199243800000
2010-02-09,200486250000
2010-02-10,200486250000
2010-02-11,199808550000
2010-02-12,199130850000
2010-02-16,201615750000
2010-02-17,203535900000
2010-02-18,201276900000
2010-02-19,201389849999
2010-02-22,202632300000
2010-02-23,201841650000
2010-02-24,202971150000
2010-02-25,203874750000
2010-02-26,203535900000
2010-03-01,202971150000
2010-03-02,201728700000
2010-03-03,202067550000
2010-03-04,203197049999
2010-03-05,203874750000
2010-03-08,203874750000
2010-03-09,203535900000
2010-03-10,201954600000
2010-03-11,203197049999
2010-03-12,202971150000
2010-03-15,208618650000
2010-03-16,210764700000
2010-03-17,210538800000
2010-03-18,210651749999
2010-03-19,208392750000
2010-03-22,209409300000
2010-03-23,210425850000
2010-03-24,209296350000
2010-03-25,209409300000
2010-03-26,208957500000
2010-03-29,209861099999
2010-03-30,210538800000
2010-03-31,209296350000
2010-04-01,208957500000
2010-04-05,208957500000
2010-04-06,209070450000
2010-04-07,208166850000
2010-04-08,208505700000
2010-04-09,207376200000
2010-04-12,207150300000
2010-04-13,206020799999
2010-04-14,205681950000
2010-04-15,203761800000
2010-04-16,203761800000
2010-04-19,204778350000
2010-04-20,205230150000
2010-04-21,205117200000
2010-04-22,205117200000
2010-04-23,205343100000
2010-04-26,203422950000
2010-04-27,203422950000
2010-04-28,201841650000
2010-04-29,202180499999
2010-04-30,198253440000
2010-05-03,198586080000
2010-05-04,199694880000
2010-05-05,202466880000
2010-05-06,196701119999
2010-05-07,193707360000
2010-05-10,194372640000
2010-05-11,193929119999
2010-05-12,193929119999
2010-05-13,193707360000
2010-05-14,192598560000
2010-05-17,194927039999
2010-05-18,198475199999
2010-05-19,196035840000
2010-05-20,189604800000
2010-05-21,189826560000
2010-05-24,188496000000
2010-05-25,185834880000
2010-05-26,184836960000
2010-05-27,187387199999
2010-05-28,186832800000
2010-06-01,188163360000
2010-06-02,191157119999
2010-06-03,191157119999
2010-06-04,186278400000
2010-06-07,187498080000
2010-06-08,187719840000
2010-06-09,188496000000
2010-06-10,189272160000
2010-06-11,187941600000
2010-06-14,189383039999
2010-06-15,190824480000
2010-06-16,188385119999
2010-06-17,190048320000
2010-06-18,190491840000
2010-06-21,188606880000
2010-06-22,187276320000
2010-06-23,187830720000
2010-06-24,184947840000
2010-06-25,180401760000
2010-06-28,183173760000
2010-06-29,180734400000
2010-06-30,177629760000
2010-07-01,178627680000
2010-07-02,177408000000
2010-07-06,179514720000
2010-07-07,180845280000
2010-07-08,181732320000
2010-07-09,182730240000
2010-07-12,185280480000
2010-07-13,186832800000
2010-07-14,186056640000
2010-07-15,186278400000
2010-07-16,183617280000
2010-07-19,183062880000
2010-07-20,188052480000
2010-07-21,186056640000
2010-07-22,187941600000
2010-07-23,190935360000
2010-07-26,188939520000
2010-07-27,188385119999
2010-07-28,188939520000
2010-07-29,188717760000
2010-07-30,189161280000
2010-08-02,185986140000
2010-08-03,185552100000
2010-08-04,186637200000
2010-08-05,186745710000
2010-08-06,187288260000
2010-08-09,188264850000
2010-08-10,188915910000
2010-08-11,184575510000
2010-08-12,182405310000
2010-08-13,182296800000
2010-08-16,182296800000
2010-08-17,184575510000
2010-08-18,183924450000
2010-08-19,181103190000
2010-08-20,181645739999
2010-08-23,185009550000
2010-08-24,185552100000
2010-08-25,186420180000
2010-08-26,184358489999
2010-08-27,184467000000
2010-08-30,182839350000
2010-08-31,181320210000
2010-09-01,185226570000
2010-09-02,187179750000
2010-09-03,188264850000
2010-09-07,187613790000
2010-09-08,187505280000
2010-09-09,187722300000
2010-09-10,187939320000
2010-09-13,188807399999
2010-09-14,190435050000
2010-09-15,191194620000
2010-09-16,192279720000
2010-09-17,191737170000
2010-09-20,193690350000
2010-09-21,193798860000
2010-09-22,194666940000
2010-09-23,194015880000
2010-09-24,195643530000
2010-09-27,193473329999
2010-09-28,194666940000
2010-09-29,192930780000
2010-09-30,193581840000
2010-10-01,193039290000
2010-10-04,193798860000
2010-10-05,195318000000
2010-10-06,197379690000
2010-10-07,196620120000
2010-10-08,196837140000
2010-10-11,197488200000
2010-10-12,194992470000
2010-10-13,194666940000
2010-10-14,192605250000
2010-10-15,192930780000
2010-10-18,194449920000
2010-10-19,192822270000
2010-10-20,193364820000
2010-10-21,195426510000
2010-10-22,195535020000
2010-10-25,195100980000
2010-10-26,197379690000
2010-10-27,194883960000
2010-10-28,195643530000
2010-10-29,195969060000
2010-11-01,192710700000
2010-11-02,194414220000
2010-11-03,194840100000
2010-11-04,196437150000
2010-11-05,195904800000
2010-11-08,194840100000
2010-11-09,195372450000
2010-11-10,193455990000
2010-11-11,192817170000
2010-11-12,192071880000
2010-11-15,191433060000
2010-11-16,192604230000
2010-11-17,190794240000
2010-11-18,191539529999
2010-11-19,193030110000
2010-11-22,193030110000
2010-11-23,190474830000
2010-11-24,191646000000
2010-11-26,190687770000
2010-11-29,191113650000
2010-11-30,191965410000
2010-12-01,194094810000
2010-12-02,194307750000
2010-12-03,193881870000
2010-12-06,193349520000
2010-12-07,195478920000
2010-12-08,193349520000
2010-12-09,192817170000
2010-12-10,192604230000
2010-12-13,192391290000
2010-12-14,193243050000
2010-12-15,192497759999
2010-12-16,193881870000
2010-12-17,193136580000
2010-12-20,190794240000
2010-12-21,190368360000
2010-12-22,189197190000
2010-12-23,190261890000
2010-12-27,190155420000
2010-12-28,190687770000
2010-12-29,191965410000
2010-12-30,191858940000
2010-12-31,191433060000
2011-01-03,193668930000
2011-01-04,194414220000
2011-01-05,193136580000
2011-01-06,191539529999
2011-01-07,191965410000
2011-01-10,190687770000
2011-01-11,192710700000
2011-01-12,194627160000
2011-01-13,194414220000
2011-01-14,194520690000
2011-01-18,195691860000
2011-01-19,195265980000
2011-01-20,198673020000
2011-01-21,197821259999
2011-01-24,198885960000
2011-01-25,203251230000
2011-01-26,203464170000
2011-01-27,204315930000
2011-01-28,201228300000
2011-01-31,196076790000
2011-02-01,197020980000
2011-02-02,195342420000
2011-02-03,195552240000
2011-02-04,195971880000
2011-02-07,196076790000
2011-02-08,197125890000
2011-02-09,198384810000
2011-02-10,194398230000
2011-02-11,194712960000
2011-02-14,191670570000
2011-02-15,192195120000
2011-02-16,190726380000
2011-02-17,191460750000
2011-02-18,193663860000
2011-02-22,187683990000
2011-02-23,185480880000
2011-02-24,182123760000
2011-02-25,180969750000
2011-02-28,181809029999
2011-03-01,182123760000
2011-03-02,181704120000
2011-03-03,181913940000
2011-03-04,182123760000
2011-03-07,181913940000
2011-03-08,183382680000
2011-03-09,184221960000
2011-03-10,184117050000
2011-03-11,183907230000
2011-03-14,182963040000
2011-03-15,182018850000
2011-03-16,179710830000
2011-03-17,179605920000
2011-03-18,180130470000
2011-03-21,181599210000
2011-03-22,181809029999
2011-03-23,180550110000
2011-03-24,183907230000
2011-03-25,183067950000
2011-03-28,182543400000
2011-03-29,182753220000
2011-03-30,183067950000
2011-03-31,182018850000
2011-04-01,182333580000
2011-04-04,184117050000
2011-04-05,184431779999
2011-04-06,185271060000
2011-04-07,185375970000
2011-04-08,183697410000
2011-04-11,184746510000
2011-04-12,187159440000
2011-04-13,187579080000
2011-04-14,187054529999
2011-04-15,187264350000
2011-04-18,186425070000
2011-04-19,186529980000
2011-04-20,187788900000
2011-04-21,187369260000
2011-04-25,186634890000
2011-04-26,188523270000
2011-04-27,190306740000
2011-04-28,191250930000
2011-04-29,192300029999
2011-05-02,191133600000
2011-05-03,192591839999
2011-05-04,192279360000
2011-05-05,191237760000
2011-05-06,191029440000
2011-05-09,191341920000
2011-05-10,192800160000
2011-05-11,191550240000
2011-05-12,193425120000
2011-05-13,193425120000
2011-05-16,194675040000
2011-05-17,192800160000
2011-05-18,191550240000
2011-05-19,192591839999
2011-05-20,191966880000
2011-05-23,191758560000
2011-05-24,190196160000
2011-05-25,189467040000
2011-05-26,189675360000
2011-05-27,189883680000
2011-05-31,191758560000
2011-06-01,188529600000
2011-06-02,185925600000
2011-06-03,186342240000
2011-06-06,186654720000
2011-06-07,186863040000
2011-06-08,186446400000
2011-06-09,186133920000
2011-06-10,183009120000
2011-06-13,182696640000
2011-06-14,183738240000
2011-06-15,181655040000
2011-06-16,183425760000
2011-06-17,183425760000
2011-06-20,184154880000
2011-06-21,184988160000
2011-06-22,184050720000
2011-06-23,184988160000
2011-06-24,181967520000
2011-06-27,181550880000
2011-06-28,182384160000
2011-06-29,182800800000
2011-06-30,184467360000
2011-07-01,185821440000
2011-07-05,185404800000
2011-07-06,186550560000
2011-07-07,189154560000
2011-07-08,187800480000
2011-07-11,187071360000
2011-07-12,187279680000
2011-07-13,187592160000
2011-07-14,186238080000
2011-07-15,186238080000
2011-07-18,185092320000
2011-07-19,187383839999
2011-07-20,187071360000
2011-07-21,189154560000
2011-07-22,189258720000
2011-07-25,187383839999
2011-07-26,186029760000
2011-07-27,184884000000
2011-07-28,183946560000
2011-07-29,183009120000
2011-08-01,181275900000
2011-08-02,178072050000
2011-08-03,176625150000
2011-08-04,172594500000
2011-08-05,175178250000
2011-08-08,168563850000
2011-08-09,175074900000
2011-08-10,166806900000
2011-08-11,171354299999
2011-08-12,171354299999
2011-08-15,172181100000
2011-08-16,178898850000
2011-08-17,177555300000
2011-08-18,178382100000
2011-08-19,180139050000
2011-08-22,179829000000
2011-08-23,183342899999
2011-08-24,183859650000
2011-08-25,181585950000
2011-08-26,182206050000
2011-08-29,183239550000
2011-08-30,181999350000
2011-08-31,183239550000
2011-09-01,181379250000
2011-09-02,179208900000
2011-09-06,178072050000
2011-09-07,180552450000
2011-09-08,179829000000
2011-09-09,176935200000
2011-09-12,178485450000
2011-09-13,177762000000
2011-09-14,179829000000
2011-09-15,180862500000
2011-09-16,181379250000
2011-09-19,180655800000
2011-09-20,180139050000
2011-09-21,176831850000
2011-09-22,173214600000
2011-09-23,174971550000
2011-09-26,178588800000
2011-09-27,179208900000
2011-09-28,176728500000
2011-09-29,178898850000
2011-09-30,178795500000
2011-10-03,179002200000
2011-10-04,182206050000
2011-10-05,181379250000
2011-10-06,181689299999
2011-10-07,184996500000
2011-10-10,188820450000
2011-10-11,188510399999
2011-10-12,190164000000
2011-10-13,189543900000
2011-10-14,191094149999
2011-10-17,188717100000
2011-10-18,192541050000
2011-10-19,193781250000
2011-10-20,194194650000
2011-10-21,196054950000
2011-10-24,195641550000
2011-10-25,195331500000
2011-10-26,197605200000
2011-10-27,199155450000
2011-10-28,196881750000
2011-10-31,194356980000
2011-11-01,192609719999
2011-11-02,194768100000
2011-11-03,196720920000
2011-11-04,197029260000
2011-11-07,198468180000
2011-11-08,203196060000
2011-11-09,198879300000
2011-11-10,199187640000
2011-11-11,202784940000
2011-11-14,201757140000
2011-11-15,196823700000
2011-11-16,194151420000
2011-11-17,194356980000
2011-11-18,196104239999
2011-11-21,194151420000
2011-11-22,194768100000
2011-11-23,194048640000
2011-11-25,194870880000
2011-11-28,196104239999
2011-11-29,199290420000
2011-11-30,201757140000
2011-12-01,200832120000
2011-12-02,198982080000
2011-12-05,199907100000
2011-12-06,201346020000
2011-12-07,200421000000
2011-12-08,198673739999
2011-12-09,199804320000
2011-12-12,198982080000
2011-12-13,197337600000
2011-12-14,197543160000
2011-12-15,198570960000
2011-12-16,199598760000
2011-12-19,197954280000
2011-12-20,202784940000
2011-12-21,203504400000
2011-12-22,202784940000
2011-12-23,205560000000
2011-12-27,204943320000
2011-12-28,204634980000
2011-12-29,205560000000
2011-12-30,204737760000
2012-01-03,206690580000
2012-01-04,204532200000
2012-01-05,203607180000
2012-01-06,202168260000
2012-01-09,202784940000
2012-01-10,202271040000
2012-01-11,203504400000
2012-01-12,203812739999
2012-01-13,204018300000
2012-01-17,205046100000
2012-01-18,205560000000
2012-01-19,207615600000
2012-01-20,209054520000
2012-01-23,208643400000
2012-01-24,210287880000
2012-01-25,210596219999
2012-01-26,208848960000
2012-01-27,208026719999
2012-01-30,209979540000
2012-01-31,209142150000
2012-02-01,212005710000
2012-02-02,211187550000
2012-02-03,211494360000
2012-02-06,210983010000
2012-02-07,210267120000
2012-02-08,210062580000
2012-02-09,211187550000
2012-02-10,210983010000
2012-02-13,210676200000
2012-02-14,212107979999
2012-02-15,210573930000
2012-02-16,211494360000
2012-02-17,213028409999
2012-02-21,204744540000
2012-02-22,199733310000
2012-02-23,199528770000
2012-02-24,200449200000
2012-02-27,199324229999
2012-02-28,200858280000
2012-02-29,201369630000
2012-03-01,200551470000
2012-03-02,201165090000
2012-03-05,202494600000
2012-03-06,200960550000
2012-03-07,204028650000
2012-03-08,203721840000
2012-03-09,204846810000
2012-03-12,206892210000
2012-03-13,207914909999
2012-03-14,208221720000
2012-03-15,208733070000
2012-03-16,207403560000
2012-03-19,207096750000
2012-03-20,206585400000
2012-03-21,206483130000
2012-03-22,206789940000
2012-03-23,207096750000
2012-03-26,208630800000
2012-03-27,208221720000
2012-03-28,208630800000
2012-03-29,207301290000
2012-03-30,208630800000
2012-04-02,209142150000
2012-04-03,206789940000
2012-04-04,205460430000
2012-04-05,206789940000
2012-04-09,204949080000
2012-04-10,204335460000
2012-04-11,203824110000
2012-04-12,205051350000
2012-04-13,203721840000
2012-04-16,206483130000
2012-04-17,210880740000
2012-04-18,211596630000
2012-04-19,210471659999
2012-04-20,212926140000
2012-04-23,203005950000
2012-04-24,196972020000
2012-04-25,195540240000
2012-04-26,200960550000
2012-04-27,201267360000
2012-04-30,199385280000
2012-05-01,199892880000
2012-05-02,199689840000
2012-05-03,199588320000
2012-05-04,198674640000
2012-05-07,200298960000
2012-05-08,199791360000
2012-05-09,199791360000
2012-05-10,200298960000
2012-05-11,201111120000
2012-05-14,199892880000
2012-05-15,200806560000
2012-05-16,200298960000
2012-05-17,208725120000
2012-05-18,211263120000
2012-05-21,213293520000
2012-05-22,215628479999
2012-05-23,218572560000
2012-05-24,220196880000
2012-05-25,221009040000
2012-05-29,222227280000
2012-05-30,221415120000
2012-05-31,222734880000
2012-06-01,221821200000
2012-06-04,223344000000
2012-06-05,221618159999
2012-06-06,223140960000
2012-06-07,222937920000
2012-06-08,230856479999
2012-06-11,228521520000
2012-06-12,229130640000
2012-06-13,226998720000
2012-06-14,228826080000
2012-06-15,229232159999
2012-06-18,230551920000
2012-06-19,229435200000
2012-06-20,231871680000
2012-06-21,229130640000
2012-06-22,227709360000
2012-06-25,230754960000
2012-06-26,232074720000
2012-06-27,232074720000
2012-06-28,231161040000
2012-06-29,235932479999
2012-07-02,234714240000
2012-07-03,239384159999
2012-07-05,240500880000
2012-07-06,241516080000
2012-07-09,242835840000
2012-07-10,244054080000
2012-07-11,244561680000
2012-07-12,244663200000
2012-07-13,247607280000
2012-07-16,246998159999
2012-07-17,247404240000
2012-07-18,246490560000
2012-07-19,242023680000
2012-07-20,244460159999
2012-07-23,243140400000
2012-07-24,244155600000
2012-07-25,243952560000
2012-07-26,249333120000
2012-07-27,252175680000
2012-07-30,253698479999
2012-07-31,250382520000
2012-08-01,247657680000
2012-08-02,249070560000
2012-08-03,250786200000
2012-08-06,249877920000
2012-08-07,248868720000
2012-08-08,249978840000
2012-08-09,248465040000
2012-08-10,247859520000
2012-08-13,246951240000
2012-08-14,248969640000
2012-08-15,250483440000
2012-08-16,242712600000
2012-08-17,242208000000
2012-08-20,243217200000
2012-08-21,240290520000
2012-08-22,241400640000
2012-08-23,240694200000
2012-08-24,242611680000
2012-08-27,243923640000
2012-08-28,243620880000
2012-08-29,244831920000
2012-08-30,243015359999
2012-08-31,244226400000
2012-09-04,247254000000
2012-09-05,247455840000
2012-09-06,251694480000
2012-09-07,248364120000
2012-09-10,247254000000
2012-09-11,249171480000
2012-09-12,249171480000
2012-09-13,252804600000
2012-09-14,250584359999
2012-09-17,248868720000
2012-09-18,248767800000
2012-09-19,250180680000
2012-09-20,251492640000
2012-09-21,250483440000
2012-09-24,251391720000
2012-09-25,249777000000
2012-09-26,249575160000
2012-09-27,248868720000
2012-09-28,248263200000
2012-10-01,249070560000
2012-10-02,248061359999
2012-10-03,249575160000
2012-10-04,251391720000
2012-10-05,252703680000
2012-10-08,253107359999
2012-10-09,249373320000
2012-10-10,253712880000
2012-10-11,252300000000
2012-10-12,255024840000
2012-10-15,259566240000
2012-10-16,258758880000
2012-10-17,259162560000
2012-10-18,257547840000
2012-10-19,254419320000
2012-10-22,254520240000
2012-10-23,251492640000
2012-10-24,251694480000
2012-10-25,253410120000
2012-10-26,252703680000
2012-10-31,250600200000
2012-11-01,245289600000
2012-11-02,243085200000
2012-11-05,244287600000
2012-11-06,246391800000
2012-11-07,244187400000
2012-11-08,242083200000
2012-11-09,241482000000
2012-11-12,242083200000
2012-11-13,239878800000
2012-11-14,238175400000
2012-11-15,229558200000
2012-11-16,227253600000
2012-11-19,230560200000
2012-11-20,230460000000
2012-11-21,230059200000
2012-11-23,234468000000
2012-11-26,233466000000
2012-11-27,232163400000
2012-11-28,235670400000
2012-11-29,236572200000
2012-11-30,240580200000
2012-12-03,238275600000
2012-12-04,240880800000
2012-12-05,239277600000
2012-12-06,239077200000
2012-12-07,241482000000
2012-12-10,240981000000
2012-12-11,236772600000
2012-12-12,230259600000
2012-12-13,230560200000
2012-12-14,229658400000
2012-12-17,231161400000
2012-12-18,232163400000
2012-12-19,228856800000
2012-12-20,230460000000
2012-12-21,229257600000
2012-12-24,229057200000
2012-12-26,227053200000
2012-12-27,227754600000
2012-12-28,225850800000
2012-12-31,227854799999
2013-01-02,231261599999
2013-01-03,229758600000
2013-01-04,230660400000
2013-01-07,228456000000
2013-01-08,229057200000
2013-01-09,229057200000
2013-01-10,228355800000
2013-01-11,229257600000
2013-01-14,228155400000
2013-01-15,230359799999
2013-01-16,231161400000
2013-01-17,229959000000
2013-01-18,231161400000
2013-01-22,232363800000
2013-01-23,232063200000
2013-01-24,233065200000
2013-01-25,230460000000
2013-01-28,231662400000
2013-01-29,233466000000
2013-01-30,232965000000
2013-01-31,230937960000
2013-02-01,232720500000
2013-02-04,229848630000
2013-02-05,233611770000
2013-02-06,235394310000
2013-02-07,235097219999
2013-02-08,235988489999
2013-02-11,235691400000
2013-02-12,235691400000
2013-02-13,235691400000
2013-02-14,233809830000
2013-02-15,228759300000
2013-02-19,226976760000
2013-02-20,228462210000
2013-02-21,231928260000
2013-02-22,232423410000
2013-02-25,232522440000
2013-02-26,234701100000
2013-02-27,236582670000
2013-02-28,233611770000
2013-03-01,236780730000
2013-03-04,241831260000
2013-03-05,243316710000
2013-03-06,242227380000
2013-03-07,242029320000
2013-03-08,241039020000
2013-03-11,240939989999
2013-03-12,242920590000
2013-03-13,243118650000
2013-03-14,241732230000
2013-03-15,239355510000
2013-03-18,238464239999
2013-03-19,239157450000
2013-03-20,240939989999
2013-03-21,241435140000
2013-03-22,245198280000
2013-03-25,247079850000
2013-03-26,246782760000
2013-03-27,246881790000
2013-03-28,246980820000
2013-04-01,248961420000
2013-04-02,250942020000
2013-04-03,250842989999
2013-04-04,251536200000
2013-04-05,252130380000
2013-04-08,255101280000
2013-04-09,257874120000
2013-04-10,255398370000
2013-04-11,256784790000
2013-04-12,259359570000
2013-04-15,259062480000
2013-04-16,259755690000
2013-04-17,259161510000
2013-04-18,254705160000
2013-04-19,258468300000
2013-04-22,257378969999
2013-04-23,261043080000
2013-04-24,257577030000
2013-04-25,259656660000
2013-04-26,260944050000
2013-04-29,258765390000
2013-04-30,254798940000
2013-05-01,255880680000
2013-05-02,257159100000
2013-05-03,259814280000
2013-05-06,258437520000
2013-05-07,258437520000
2013-05-08,256470719999
2013-05-09,256962420000
2013-05-10,258634200000
2013-05-13,257355780000
2013-05-14,258240840000
2013-05-15,261781080000
2013-05-16,257355780000
2013-05-17,255290640000
2013-05-20,253717200000
2013-05-21,253717200000
2013-05-22,252537120000
2013-05-23,250176960000
2013-05-24,253422180000
2013-05-28,253422180000
2013-05-29,249881940000
2013-05-30,247915140000
2013-05-31,245358300000
2013-06-03,248111820000
2013-06-04,248898540000
2013-06-05,246636719999
2013-06-06,247915140000
2013-06-07,250176960000
2013-06-10,248308500000
2013-06-11,246636719999
2013-06-12,245358300000
2013-06-13,245850000000
2013-06-14,245456640000
2013-06-17,245653320000
2013-06-18,248210159999
2013-06-19,244079880000
2013-06-20,239359560000
2013-06-21,240933000000
2013-06-24,243194820000
2013-06-25,243784860000
2013-06-26,245850000000
2013-06-27,246735060000
2013-06-28,244178219999
2013-07-01,244473240000
2013-07-02,244866600000
2013-07-03,245063280000
2013-07-05,246538380000
2013-07-08,251455380000
2013-07-09,252537120000
2013-07-10,251652060000
2013-07-11,254503920000
2013-07-12,254503920000
2013-07-15,252537120000
2013-07-16,253618860000
2013-07-17,253028820000
2013-07-18,253520520000
2013-07-19,255979020000
2013-07-22,255290640000
2013-07-23,257454120000
2013-07-24,256470719999
2013-07-25,255684000000
2013-07-26,255684000000
2013-07-29,255684000000
2013-07-30,255290640000
2013-07-31,253850580000
2013-08-01,254729970000
2013-08-02,256488750000
2013-08-05,256586460000
2013-08-06,253655160000
2013-08-07,251994090000
2013-08-08,251603250000
2013-08-09,250430730000
2013-08-12,251016990000
2013-08-13,250333020000
2013-08-14,248867370000
2013-08-15,242320800000
2013-08-16,241343700000
2013-08-19,239682630000
2013-08-20,238510110000
2013-08-21,239584920000
2013-08-22,239291789999
2013-08-23,239194080000
2013-08-26,237826140000
2013-08-27,237337590000
2013-08-28,235774230000
2013-08-29,235871940000
2013-08-30,237728429999
2013-09-03,236751330000
2013-09-04,237435300000
2013-09-05,236653620000
2013-09-06,236458200000
2013-09-09,239389500000
2013-09-10,240855150000
2013-09-11,241148280000
2013-09-12,240757440000
2013-09-13,242223090000
2013-09-16,243591030000
2013-09-17,244763550000
2013-09-18,248867370000
2013-09-19,248183400000
2013-09-20,247010880000
2013-09-23,248867370000
2013-09-24,246717750000
2013-09-25,243102480000
2013-09-26,243004770000
2013-09-27,242223090000
2013-09-30,240855150000
2013-10-01,239682630000
2013-10-02,240073470000
2013-10-03,238314690000
2013-10-04,237142170000
2013-10-07,234113160000
2013-10-08,237435300000
2013-10-09,237728429999
2013-10-10,243591030000
2013-10-11,243688740000
2013-10-14,243200190000
2013-10-15,242223090000
2013-10-16,246229200000
2013-10-17,246815460000
2013-10-18,246620039999
2013-10-21,244763550000
2013-10-22,248574240000
2013-10-23,247206300000
2013-10-24,248867370000
2013-10-25,247792560000
2013-10-28,251212410000
2013-10-29,251016990000
2013-10-30,250528440000
2013-10-31,248637599999
2013-11-01,249706800000
2013-11-04,250581600000
2013-11-05,250873200000
2013-11-06,253206000000
2013-11-07,251164800000
2013-11-08,252622800000
2013-11-11,256024800000
2013-11-12,255052800000
2013-11-13,255636000000
2013-11-14,256219200000
2013-11-15,256705200000
2013-11-18,256705200000
2013-11-19,256802400000
2013-11-20,255636000000
2013-11-21,255538800000
2013-11-22,258552000000
2013-11-25,260593200000
