,PPG
2013-11-25,25935360000
2013-11-26,26067711999
2013-11-27,25983232000
2013-11-29,25915648000
2013-12-02,25859328000
2013-12-03,25577728000
2013-12-04,25757952000
2013-12-05,25594624000
2013-12-06,26447872000
2013-12-09,26290176000
2013-12-10,26380288000
2013-12-11,25676288000
2013-12-12,25895936000
2013-12-13,25755136000
2013-12-16,25681920000
2013-12-17,25853696000
2013-12-18,26078976000
2013-12-19,26090240000
2013-12-20,26276096000
2013-12-23,26118400000
2013-12-24,26411264000
2013-12-26,26481664000
2013-12-27,26439424000
2013-12-30,26537984000
2013-12-31,26381706000
2014-01-02,26281554000
2014-01-03,26348322000
2014-01-06,26084032000
2014-01-07,26189748000
2014-01-08,26356668000
2014-01-09,26448474000
2014-01-10,26509678000
2014-01-13,26117416000
2014-01-14,26554190000
2014-01-15,26526370000
2014-01-16,26103506000
2014-01-17,26356668000
2014-01-21,26429000000
2014-01-22,26033956000
2014-01-23,25997790000
2014-01-24,25260560000
2014-01-27,25483120000
2014-01-28,25374622000
2014-01-29,25483120000
2014-01-30,25686206000
2014-01-31,25366276000
2014-02-03,24601226000
2014-02-04,24654084000
2014-02-05,24651302000
2014-02-06,24887772000
2014-02-07,25391314000
2014-02-10,25583272000
2014-02-11,25755756000
2014-02-12,25839216000
2014-02-13,26042302000
2014-02-14,26275990000
2014-02-18,25953278000
2014-02-19,26020046000
2014-02-20,26256516000
2014-02-21,26409526000
2014-02-24,26223132000
2014-02-25,26537498000
2014-02-26,26865774000
2014-02-27,26943670000
2014-02-28,27516762000
2014-03-03,27411046000
2014-03-04,27847820000
2014-03-05,27756014000
2014-03-06,27839474000
2014-03-07,27831128000
2014-03-10,27861730000
2014-03-11,27472250000
2014-03-12,27433302000
2014-03-13,27113372000
2014-03-14,27066078000
2014-03-17,27258036000
2014-03-18,27536236000
2014-03-19,27146756000
2014-03-20,27088334000
2014-03-21,27141192000
2014-03-24,26876902000
2014-03-25,26826826000
2014-03-26,26487422000
2014-03-27,26362232000
2014-03-28,26540280000
2014-03-31,26813556000
2014-04-01,27254304000
2014-04-02,27340236000
2014-04-03,27354096000
2014-04-04,27409536000
2014-04-07,26760888000
2014-04-08,26680500000
2014-04-09,27124020000
2014-04-10,26328456000
2014-04-11,26031852000
2014-04-14,26134416000
2014-04-15,26128872000
2014-04-16,26561304000
2014-04-17,27645156000
2014-04-21,27240444000
2014-04-22,27215496000
2014-04-23,27207180000
2014-04-24,26957700000
2014-04-25,26747028000
2014-04-28,26539128000
2014-04-29,26749800000
2014-04-30,26835732000
2014-05-01,26699904000
2014-05-02,27051948000
2014-05-05,27151740000
2014-05-06,27093528000
2014-05-07,27545364000
2014-05-08,27204408000
2014-05-09,27251532000
2014-05-12,27639612000
2014-05-13,27403992000
2014-05-14,27243216000
2014-05-15,26977104000
2014-05-16,27076896000
2014-05-19,27171144000
2014-05-20,27124020000
2014-05-21,27326376000
2014-05-22,27215496000
2014-05-23,27561996000
2014-05-27,27459432000
2014-05-28,27756036000
2014-05-29,27858600000
2014-05-30,27944532000
2014-06-02,28044324000
2014-06-03,27958392000
2014-06-04,28254996000
2014-06-05,28155204000
2014-06-06,28401912000
2014-06-09,28429632000
2014-06-10,28523880000
2014-06-11,28496160000
2014-06-12,28216188000
2014-06-13,28313208000
2014-06-16,28138572000
2014-06-17,28066500000
2014-06-18,28216188000
2014-06-19,28166292000
2014-06-20,28354788000
2014-06-23,28324296000
2014-06-24,28138572000
2014-06-25,28340928000
2014-06-26,28077588000
2014-06-27,28282716000
2014-06-30,29041348000
2014-07-01,28864452000
2014-07-02,28787060000
2014-07-03,29044112000
2014-07-07,28798116000
2014-07-08,28579760000
2014-07-09,28720724000
2014-07-10,28662680000
2014-07-11,28748364000
2014-07-14,28745600000
2014-07-15,28408392000
2014-07-16,28438796000
2014-07-17,28704140000
2014-07-18,28961192000
2014-07-21,28850632000
2014-07-22,29038584000
2014-07-23,29063460000
2014-07-24,29024764000
2014-07-25,28864452000
2014-07-28,28836812000
2014-07-29,28331000000
2014-07-30,28250844000
2014-07-31,27413352000
2014-08-01,27418880000
2014-08-04,27725684000
2014-08-05,27394004000
2014-08-06,27487980000
2014-08-07,27269624000
2014-08-08,27670404000
2014-08-11,27526676000
2014-08-12,27573664000
2014-08-13,27916400000
2014-08-14,27858356000
2014-08-15,27955096000
2014-08-18,28162396000
2014-08-19,28281248000
2014-08-20,28203856000
2014-08-21,28342056000
2014-08-22,28270192000
2014-08-25,28499604000
2014-08-26,28532772000
2014-08-27,28364168000
2014-08-28,28391808000
2014-08-29,28449852000
2014-09-02,28358640000
2014-09-03,28126464000
2014-09-04,28140284000
2014-09-05,28187272000
2014-09-08,28181744000
2014-09-09,27841772000
2014-09-10,27979972000
2014-09-11,27836244000
2014-09-12,27595776000
2014-09-15,27601304000
2014-09-16,27711864000
2014-09-17,27894288000
2014-09-18,28076712000
2014-09-19,28026960000
2014-09-22,27595776000
2014-09-23,27402296000
2014-09-24,27714628000
2014-09-25,27283444000
2014-09-26,27424408000
2014-09-29,27565372000
2014-09-30,27012402000
2014-10-01,26246268000
2014-10-02,26246268000
2014-10-03,26342378000
2014-10-06,26262744000
2014-10-07,25595466000
2014-10-08,26021096000
2014-10-09,25540546000
2014-10-10,25202788000
2014-10-13,24244434000
2014-10-14,24381734000
2014-10-15,24782650000
2014-10-16,24966632000
2014-10-17,25710798000
2014-10-20,26249014000
2014-10-21,26916292000
2014-10-22,26597756000
2014-10-23,26759770000
2014-10-24,26891578000
2014-10-27,26443980000
2014-10-28,26828420000
2014-10-29,26369838000
2014-10-30,26411028000
2014-10-31,27968010000
2014-11-03,27509428000
2014-11-04,27251304000
2014-11-05,28182198000
2014-11-06,28294784000
2014-11-07,28407370000
2014-11-10,28322244000
2014-11-11,28182198000
2014-11-12,27995470000
2014-11-13,28176706000
2014-11-14,27995470000
2014-11-17,28193182000
2014-11-18,28627050000
2014-11-19,28923618000
2014-11-20,29198218000
2014-11-21,29568928000
2014-11-24,29599134000
2014-11-25,29574420000
2014-11-26,29785862000
2014-11-28,30043986000
2014-12-01,30186778000
2014-12-02,30087922000
2014-12-03,30653598000
2014-12-04,30716756000
2014-12-05,30598678000
2014-12-08,30595932000
2014-12-09,30988610000
2014-12-10,30324078000
2014-12-11,30562980000
2014-12-12,30181286000
2014-12-15,29947876000
2014-12-16,29747418000
2014-12-17,30516298000
2014-12-18,31167100000
2014-12-19,31290670000
2014-12-22,31524080000
2014-12-23,31727284000
2014-12-24,31732776000
2014-12-26,31795934000
2014-12-29,31916758000
2014-12-30,31806918000
2014-12-31,31573724000
2015-01-02,31336040000
2015-01-05,30527368000
2015-01-06,30450872000
2015-01-07,30587472000
2015-01-08,31401608000
2015-01-09,31005468000
2015-01-12,30907116000
2015-01-13,31008200000
2015-01-14,31005468000
2015-01-15,30898920000
2015-01-16,31469908000
2015-01-20,31166656000
2015-01-21,31147532000
2015-01-22,31603776000
2015-01-23,31117480000
2015-01-26,31120212000
2015-01-27,30866136000
2015-01-28,30289684000
2015-01-29,30833352000
2015-01-30,30445408000
2015-02-02,30560152000
2015-02-03,30994540000
2015-02-04,31068304000
2015-02-05,31467176000
2015-02-06,31535476000
2015-02-09,30983612000
2015-02-10,31177584000
2015-02-11,31174852000
2015-02-12,31830532000
2015-02-13,32344148000
2015-02-17,32218476000
2015-02-18,32270384000
2015-02-19,32169300000
2015-02-20,32325024000
2015-02-23,32305900000
2015-02-24,32344148000
2015-02-25,32191156000
2015-02-26,32215744000
2015-02-27,32152908000
2015-03-02,32469820000
2015-03-03,32038164000
2015-03-04,32147444000
2015-03-05,32161104000
2015-03-06,31688468000
2015-03-09,31729448000
2015-03-10,31098356000
2015-03-11,30759588000
2015-03-12,31377020000
2015-03-13,31133872000
2015-03-16,31428928000
2015-03-17,31043716000
2015-03-18,31368824000
2015-03-19,30893456000
2015-03-20,31289596000
2015-03-23,30928972000
2015-03-24,30803300000
2015-03-25,30388036000
2015-03-26,30229580000
2015-03-27,30456336000
2015-03-30,30666700000
2015-03-31,30729825000
2015-04-01,30582675000
2015-04-02,30462775000
2015-04-06,30549975000
2015-04-07,30642625000
2015-04-08,30811575000
2015-04-09,31111325000
2015-04-10,31269375000
2015-04-13,31280275000
2015-04-14,31059550000
2015-04-15,30966900000
2015-04-16,30896050000
2015-04-17,30876975000
2015-04-20,31021400000
2015-04-21,30936925000
2015-04-22,30847000000
2015-04-23,30776150000
2015-04-24,30424625000
2015-04-27,30092175000
2015-04-28,30078550000
2015-04-29,30269300000
2015-04-30,30187550000
2015-05-01,30596300000
2015-05-04,30658975000
2015-05-05,30190275000
2015-05-06,30255675000
2015-05-07,30645350000
2015-05-08,31209425000
2015-05-11,30975075000
2015-05-12,30588125000
2015-05-13,30710750000
2015-05-14,31174000000
2015-05-15,31569125000
2015-05-18,31462850000
2015-05-19,31337500000
2015-05-20,31190350000
2015-05-21,31231225000
2015-05-22,31228500000
2015-05-26,30890600000
2015-05-27,31220325000
2015-05-28,31312975000
2015-05-29,31187625000
2015-06-01,31203975000
2015-06-02,31100425000
2015-06-03,31337500000
2015-06-04,31171275000
2015-06-05,31152200000
2015-06-08,31078625000
2015-06-09,31236675000
2015-06-10,31593650000
2015-06-11,31882500000
2015-06-12,31781675000
2015-06-15,31454675000
2015-06-16,31610000000
2015-06-17,31792575000
2015-06-18,32103225000
2015-06-19,31964250000
2015-06-22,32201325000
2015-06-23,32234025000
2015-06-24,32146825000
2015-06-25,32084150000
2015-06-26,32157725000
2015-06-29,31332050000
2015-06-30,31100592000
2015-07-01,31583150000
2015-07-02,31423201000
2015-07-06,31203610000
2015-07-07,31192766000
2015-07-08,30661410000
2015-07-09,30536704000
2015-07-10,31149390000
2015-07-13,31591283000
2015-07-14,31884071000
2015-07-15,31713278000
2015-07-16,30314402000
2015-07-17,30308980000
2015-07-20,30051435000
2015-07-21,29335731000
2015-07-22,29303199000
2015-07-23,28636293000
2015-07-24,27991075000
2015-07-27,27757929000
2015-07-28,28986012000
2015-07-29,29433327000
2015-07-30,29419772000
2015-07-31,29381818000
2015-08-03,29243557000
2015-08-04,28882994000
2015-08-05,28896549000
2015-08-06,28522431000
2015-08-07,28172712000
2015-08-10,28901971000
2015-08-11,28305551000
2015-08-12,28202533000
2015-08-13,28064272000
2015-08-14,28384170000
2015-08-17,28264886000
2015-08-18,28348927000
2015-08-19,27787750000
2015-08-20,27074757000
2015-08-21,26353631000
2015-08-24,25011686000
2015-08-25,24683655000
2015-08-26,25239410000
2015-08-27,25806009000
2015-08-28,26055421000
2015-08-31,25833119000
2015-09-01,24764985000
2015-09-02,25355983000
2015-09-03,25477978000
2015-09-04,25296341000
2015-09-08,26134040000
2015-09-09,26052710000
2015-09-10,26199104000
2015-09-11,26220792000
2015-09-14,25526776000
2015-09-15,25559308000
2015-09-16,25773477000
2015-09-17,25608106000
2015-09-18,25263809000
2015-09-21,25334295000
2015-09-22,24838182000
2015-09-23,24382734000
2015-09-24,23886621000
2015-09-25,23948974000
2015-09-28,22910661000
2015-09-29,23301045000
2015-09-30,23606148000
2015-10-01,24262996000
2015-10-02,24944072000
2015-10-05,25463628000
2015-10-06,25143280000
2015-10-07,25388252000
2015-10-08,25781284000
2015-10-09,25835124000
2015-10-12,26203928000
2015-10-13,26160856000
2015-10-14,26198544000
2015-10-15,26720792000
2015-10-16,27119208000
2015-10-19,27237656000
2015-10-20,27291496000
2015-10-21,27092288000
2015-10-22,27894504000
2015-10-23,27994108000
2015-10-26,27977956000
2015-10-27,27708756000
2015-10-28,28085636000
2015-10-29,28072176000
2015-10-30,28066792000
2015-11-02,27996800000
2015-11-03,28047948000
2015-11-04,27959112000
2015-11-05,27784132000
2015-11-06,27727600000
2015-11-09,27385716000
2015-11-10,27221504000
2015-11-11,27353412000
2015-11-12,26707332000
2015-11-13,27143436000
2015-11-16,27444940000
2015-11-17,27380332000
2015-11-18,28058716000
2015-11-19,27827204000
2015-11-20,28163704000
2015-11-23,28392524000
2015-11-24,28397908000
2015-11-25,28659032000
2015-11-27,28591732000
2015-11-30,28465208000
2015-12-01,28739792000
2015-12-02,28357528000
2015-12-03,28077560000
2015-12-04,28524432000
2015-12-07,28263308000
2015-12-08,27660300000
2015-12-09,27337260000
2015-12-10,27156896000
2015-12-11,26578116000
2015-12-14,26308916000
2015-12-15,26529660000
2015-12-16,26979224000
2015-12-17,26446208000
2015-12-18,25921268000
2015-12-21,26174316000
2015-12-22,26586192000
2015-12-23,26984608000
2015-12-24,27024988000
2015-12-28,26893080000
2015-12-29,27076136000
2015-12-30,26858084000
2015-12-31,26377338469
2016-01-04,26147784622
2016-01-05,26241207699
2016-01-06,25750069238
2016-01-07,25424423084
2016-01-08,25221561545
2016-01-11,25210884622
2016-01-12,25389723084
2016-01-13,24837192314
2016-01-14,24975992314
2016-01-15,24530230776
2016-01-19,24450153853
2016-01-20,24962646161
2016-01-21,24535569237
2016-01-22,24866553853
2016-01-25,24319361545
2016-01-26,24711738468
2016-01-27,24770461545
2016-01-28,24580946160
2016-01-29,25389723084
2016-02-01,25515176930
2016-02-02,24834523084
2016-02-03,25387053853
2016-02-04,25544538468
2016-02-05,24789146160
2016-02-08,23929653853
2016-02-09,24287330776
2016-02-10,24380753853
2016-02-11,23828223083
2016-02-12,24498200007
2016-02-16,24989338468
2016-02-17,25357692315
2016-02-18,25274946161
2016-02-19,25525853853
2016-02-22,25816800007
2016-02-23,25322992314
2016-02-24,25539200007
2016-02-25,25894207699
2016-02-26,26201169238
2016-02-29,25766084622
2016-03-01,26580200007
2016-03-02,26513469238
2016-03-03,26772384623
2016-03-04,27356946161
2016-03-07,27591838469
2016-03-08,27095361546
2016-03-09,27300892315
2016-03-10,27469053854
2016-03-11,28029592315
2016-03-14,27957523084
2016-03-15,27962861546
2016-03-16,28456669238
2016-03-17,29201384623
2016-03-18,29067923085
2016-03-21,29065253854
2016-03-22,29318830777
2016-03-23,29131984623
2016-03-24,29081269239
2016-03-28,29201384623
2016-03-29,29513684623
2016-03-30,29868692316
2016-03-31,29790128000
2016-04-01,30222992000
2016-04-04,29977168000
2016-04-05,29774096000
2016-04-06,29947776000
2016-04-07,29554992000
2016-04-08,29880976000
2016-04-11,29840896000
2016-04-12,30177568000
2016-04-13,30522256000
2016-04-14,30597072000
2016-04-15,30821520000
2016-04-18,30928400000
2016-04-19,31142160000
2016-04-20,31013904000
2016-04-21,29461472000
2016-04-22,30244368000
2016-04-25,30086720000
2016-04-26,30340560000
2016-04-27,30190928000
2016-04-28,30132144000
2016-04-29,29496208000
2016-05-02,29723328000
2016-05-03,29258400000
2016-05-04,29015248000
2016-05-05,29012576000
2016-05-06,28940432000
2016-05-09,28707968000
2016-05-10,29052656000
2016-05-11,28702624000
2016-05-12,28721328000
2016-05-13,28510240000
2016-05-16,28900352000
2016-05-17,28593072000
2016-05-18,28427408000
2016-05-19,28227008000
2016-05-20,28379312000
2016-05-23,28438096000
2016-05-24,28793472000
2016-05-25,28943104000
2016-05-26,28777440000
2016-05-27,29017920000
2016-05-31,28772096000
2016-06-01,28852256000
2016-06-02,28911040000
2016-06-03,28769424000
2016-06-06,28889664000
2016-06-07,28796144000
2016-06-08,29645840000
2016-06-09,29506896000
2016-06-10,29188928000
2016-06-13,28774768000
2016-06-14,28611776000
2016-06-15,28488864000
2016-06-16,28579712000
2016-06-17,28905696000
2016-06-20,28969824000
2016-06-21,28873632000
2016-06-22,28806832000
2016-06-23,29717984000
2016-06-24,27449456000
2016-06-27,26369968000
2016-06-28,26869632000
2016-06-29,27385328000
2016-06-30,27735145000
2016-07-01,27833676000
2016-07-05,27335695000
2016-07-06,27420911000
2016-07-07,27436889000
2016-07-08,28313016000
2016-07-11,28390243000
2016-07-12,28946810000
2016-07-13,29151861000
2016-07-14,28928169000
2016-07-15,29098601000
2016-07-18,29106590000
2016-07-19,28861594000
2016-07-20,29300989000
2016-07-21,28917517000
2016-07-22,28667195000
2016-07-25,28384917000
2016-07-26,28430188000
2016-07-27,28251767000
2016-07-28,28089324000
2016-07-29,27884273000
2016-08-01,27873621000
2016-08-02,27612647000
2016-08-03,27783079000
2016-08-04,27721830000
2016-08-05,27809709000
2016-08-08,27823024000
2016-08-09,27793731000
2016-08-10,27878947000
2016-08-11,27892262000
2016-08-12,27692537000
2016-08-15,27817698000
2016-08-16,27601995000
2016-08-17,27586017000
2016-08-18,27633951000
2016-08-19,27889599000
2016-08-22,28017423000
2016-08-23,28344972000
2016-08-24,28331657000
2016-08-25,28427525000
2016-08-26,28161225000
2016-08-29,28653880000
2016-08-30,28568664000
2016-08-31,28195844000
2016-09-01,28222474000
2016-09-02,28504752000
2016-09-06,28659206000
2016-09-07,28422199000
2016-09-08,28041390000
2016-09-09,26859018000
2016-09-12,27364988000
2016-09-13,26938908000
2016-09-14,26811084000
2016-09-15,26960212000
2016-09-16,26685923000
2016-09-19,26917604000
2016-09-20,26965538000
2016-09-21,27285098000
2016-09-22,27466182000
2016-09-23,27500801000
2016-09-26,27199882000
2016-09-27,27282435000
2016-09-28,27580691000
2016-09-29,27178578000
2016-09-30,27080320000
2016-10-03,27101280000
2016-10-04,26737100000
2016-10-05,26613960000
2016-10-06,26773780000
2016-10-07,24557260000
2016-10-10,24588700000
2016-10-11,24182600000
2016-10-12,24088280000
2016-10-13,24135440000
2016-10-14,24261200000
2016-10-17,24276920000
2016-10-18,24316220000
2016-10-19,24250720000
2016-10-20,24276920000
2016-10-21,24203560000
2016-10-24,24428880000
2016-10-25,23899640000
2016-10-26,24240240000
2016-10-27,24457700000
2016-10-28,24331940000
2016-10-31,24400060000
2016-11-01,24297880000
2016-11-02,24203560000
2016-11-03,24038500000
2016-11-04,24316220000
2016-11-07,24719700000
2016-11-08,24821880000
2016-11-09,24965980000
2016-11-10,25379940000
2016-11-11,25091740000
2016-11-14,25165100000
2016-11-15,25212260000
2016-11-16,25246320000
2016-11-17,25311820000
2016-11-18,24939780000
2016-11-21,25201780000
2016-11-22,25314440000
2016-11-23,25568580000
2016-11-25,25710060000
2016-11-28,25505700000
2016-11-29,25676000000
2016-11-30,25133660000
2016-12-01,24952880000
2016-12-02,24779960000
2016-12-05,25149380000
2016-12-06,25209640000
2016-12-07,25723160000
2016-12-08,26045420000
2016-12-09,26016600000
2016-12-12,25846300000
2016-12-13,25427100000
2016-12-14,25196540000
2016-12-15,25178200000
2016-12-16,25131040000
2016-12-19,25209640000
2016-12-20,25057680000
2016-12-21,25117940000
2016-12-22,24890000000
2016-12-23,24808780000
2016-12-27,25112700000
2016-12-28,24803540000
2016-12-29,24971220000
2016-12-30,24827120000
2017-01-03,24503244237
2017-01-04,25022893091
2017-01-05,24598427442
2017-01-06,24590709885
2017-01-09,24786221335
2017-01-10,24796511412
2017-01-11,24858251870
2017-01-12,24919992327
2017-01-13,24778503778
2017-01-17,24688465610
2017-01-18,24873686984
2017-01-19,25082061030
2017-01-20,25467938892
2017-01-23,25786931257
2017-01-24,26188244234
2017-01-25,26003022860
2017-01-26,26201106829
2017-01-27,26244839654
2017-01-30,26247412173
2017-01-31,25727763319
2017-02-01,25869251868
2017-02-02,25874396906
2017-02-03,25967007593
2017-02-06,25704610647
2017-02-07,25727763319
2017-02-08,25750915990
2017-02-09,25758633548
2017-02-10,25864106830
2017-02-13,25933564845
2017-02-14,26129076295
2017-02-15,26111068662
2017-02-16,26180526677
2017-02-17,26334877821
2017-02-21,26496946524
2017-02-22,26448068661
2017-02-23,26394045760
2017-02-24,26576694615
2017-02-27,26355457974
2017-02-28,26350312936
2017-03-01,26571549577
2017-03-02,26337450341
2017-03-03,26255129730
2017-03-06,26033893089
2017-03-07,25925847288
2017-03-08,27482221331
2017-03-09,26478938890
2017-03-10,26262847287
2017-03-13,26414625913
2017-03-14,26170236600
2017-03-15,26764488508
2017-03-16,26656442706
2017-03-17,26880251866
2017-03-20,27158083927
2017-03-21,26877679347
2017-03-22,26818511409
2017-03-23,26913694614
2017-03-24,26700175531
2017-03-27,26707893088
2017-03-28,27003732782
2017-03-29,27209534309
2017-03-30,27070618278
2017-03-31,27016068000
2017-04-03,27016068000
2017-04-04,26936367000
2017-04-05,26995500000
2017-04-06,27064917000
2017-04-07,27265455000
2017-04-10,27198609000
2017-04-11,27268026000
2017-04-12,27010926000
2017-04-13,26846382000
2017-04-17,27095769000
2017-04-18,26928654000
2017-04-19,26995500000
2017-04-20,27347727000
2017-04-21,27237174000
2017-04-24,27769371000
2017-04-25,28491822000
2017-04-26,28404408000
2017-04-27,28612659000
2017-04-28,28239864000
2017-05-01,28142166000
2017-05-02,28144737000
2017-05-03,28075320000
2017-05-04,28252719000
2017-05-05,28424976000
2017-05-08,27877353000
2017-05-09,27728235000
2017-05-10,27728235000
2017-05-11,27627966000
2017-05-12,27540552000
2017-05-15,27761658000
2017-05-16,27615111000
2017-05-17,27118908000
2017-05-18,27095769000
2017-05-19,27440283000
2017-05-22,27360582000
2017-05-23,27432570000
2017-05-24,27494274000
2017-05-25,27486561000
2017-05-26,27571404000
2017-05-30,27376008000
2017-05-31,27345156000
2017-06-01,28065036000
2017-06-02,28388982000
2017-06-05,27859356000
2017-06-06,27864498000
2017-06-07,27728235000
2017-06-08,27746232000
2017-06-09,28263003000
2017-06-12,28316994000
2017-06-13,28684647000
2017-06-14,28666650000
2017-06-15,28620372000
2017-06-16,28579236000
2017-06-19,28566381000
2017-06-20,28481538000
2017-06-21,28455828000
2017-06-22,28427547000
2017-06-23,28455828000
2017-06-26,28491822000
2017-06-27,28406979000
2017-06-28,28556097000
2017-06-29,28191015000
2017-06-30,28193744000
2017-07-03,28360404000
2017-07-05,28378352000
2017-07-06,28216820000
2017-07-07,28460400000
2017-07-10,28455272000
2017-07-11,28452708000
2017-07-12,28675776000
2017-07-13,28819360000
2017-07-14,28921920000
2017-07-17,28962944000
2017-07-18,28960380000
2017-07-19,29127040000
2017-07-20,27363008000
2017-07-21,27273268000
2017-07-24,27021996000
2017-07-25,27463004000
2017-07-26,27370700000
2017-07-27,27216860000
2017-07-28,27186092000
2017-07-31,26986100000
2017-08-01,26950204000
2017-08-02,27232244000
2017-08-03,26837388000
2017-08-04,26924564000
2017-08-07,26957896000
2017-08-08,26511760000
2017-08-09,26504068000
2017-08-10,25981012000
2017-08-11,25827172000
2017-08-14,26296384000
2017-08-15,26393816000
2017-08-16,26598936000
2017-08-17,26327152000
2017-08-18,26173312000
2017-08-21,26252796000
2017-08-22,26804056000
2017-08-23,26570732000
2017-08-24,26591244000
2017-08-25,26593808000
2017-08-28,26704060000
2017-08-29,26629704000
2017-08-30,26616884000
2017-08-31,26747648000
2017-09-01,26816876000
2017-09-05,26522016000
2017-09-06,26716880000
2017-09-07,26668164000
2017-09-08,26560476000
2017-09-11,27152760000
2017-09-12,27355316000
2017-09-13,26937384000
2017-09-14,27301472000
2017-09-15,27255320000
2017-09-18,27383520000
2017-09-19,27778376000
2017-09-20,27898884000
2017-09-21,27945036000
2017-09-22,27886064000
2017-09-25,27988624000
2017-09-26,27821964000
2017-09-27,27688636000
2017-09-28,27909140000
2017-09-29,27860424000
2017-10-02,27935000037
2017-10-03,28184150037
2017-10-04,28252100037
2017-10-05,28445883371
2017-10-06,28508800037
2017-10-09,28347733370
2017-10-10,28282300037
2017-10-11,28289850037
2017-10-12,28539000037
2017-10-13,28564166704
2017-10-16,28481116704
2017-10-17,28428266704
2017-10-18,28408133370
2017-10-19,28768016704
2017-10-20,29636266705
2017-10-23,29417316705
2017-10-24,29555733372
2017-10-25,29626200039
2017-10-26,29865283372
2017-10-27,29679050039
2017-10-30,29233600038
2017-10-31,29253733372
2017-11-01,29173200038
2017-11-02,29233600038
2017-11-03,29326716705
2017-11-06,29278900038
2017-11-07,29278900038
2017-11-08,29223533372
2017-11-09,28974383371
2017-11-10,28858616704
2017-11-13,28828416704
2017-11-14,28778083371
2017-11-15,28536483371
2017-11-16,28692516704
2017-11-17,28647216704
2017-11-20,28911466704
2017-11-21,29027233371
2017-11-22,29009616705
2017-11-24,29218500038
2017-11-27,29155583371
2017-11-28,29530566705
2017-11-29,29447516705
2017-11-30,29407250038
2017-12-01,29175716705
2017-12-04,29585933372
2017-12-05,29382083372
2017-12-06,29241150038
2017-12-07,29221016705
2017-12-08,29173200038
2017-12-11,29112800038
2017-12-12,29165650038
2017-12-13,29256250038
2017-12-14,28644700037
2017-12-15,28964316705
2017-12-18,29226050038
2017-12-19,29271350038
2017-12-20,29233600038
2017-12-21,29238633372
2017-12-22,29241150038
2017-12-26,29263800038
2017-12-27,29316650038
2017-12-28,29487783372
2017-12-29,29399700038
2018-01-02,29476400000
2018-01-03,29523862000
2018-01-04,29344006000
2018-01-05,29706216000
2018-01-08,29656256000
2018-01-09,29531356000
2018-01-10,29129178000
2018-01-11,29368986000
2018-01-12,29518866000
2018-01-16,29136672000
2018-01-17,28602100000
2018-01-18,29578818000
2018-01-19,29586312000
2018-01-22,29171644000
2018-01-23,29289050000
2018-01-24,29711212000
2018-01-25,30028458000
2018-01-26,30343206000
2018-01-29,29868586000
2018-01-30,29563830000
2018-01-31,29658754000
2018-02-01,29381476000
2018-02-02,28879378000
2018-02-05,27972604000
2018-02-06,28467208000
2018-02-07,28509674000
2018-02-08,27552940000
2018-02-09,28070026000
2018-02-12,28472204000
2018-02-13,28617088000
2018-02-14,29056736000
2018-02-15,29024262000
2018-02-16,29016768000
2018-02-20,28826920000
2018-02-21,28881876000
2018-02-22,28941828000
2018-02-23,29341508000
2018-02-26,29358994000
2018-02-27,28804438000
2018-02-28,28087512000
2018-03-01,27755278000
2018-03-02,27540450000
2018-03-05,28167448000
2018-03-06,28744486000
2018-03-07,28731996000
2018-03-08,28826920000
2018-03-09,29388970000
2018-03-12,29091708000
2018-03-13,28994286000
2018-03-14,28736992000
2018-03-15,28547144000
2018-03-16,28709514000
2018-03-19,28282356000
2018-03-20,28439730000
2018-03-21,28464710000
2018-03-22,27805238000
2018-03-23,27348104000
2018-03-26,27960114000
2018-03-27,27955118000
2018-03-28,27470506000
2018-03-29,27877680000
2018-04-02,26512874000
2018-04-03,26983082000
2018-04-04,27132471000
2018-04-05,27347983000
2018-04-06,26789611000
2018-04-09,26843489000
2018-04-10,27027164000
2018-04-11,26762672000
2018-04-12,26948796000
2018-04-13,26939000000
2018-04-16,27372473000
2018-04-17,27693292000
2018-04-18,27720231000
2018-04-19,26850836000
2018-04-20,26662263000
2018-04-23,26664712000
2018-04-24,25903073000
2018-04-25,26419812000
2018-04-26,26375730000
2018-04-27,26441853000
2018-04-30,25930012000
2018-05-01,26184708000
2018-05-02,25888379000
2018-05-03,25704704000
2018-05-04,26057360000
2018-05-07,26010829000
2018-05-08,26125932000
2018-05-09,26216545000
2018-05-10,25986339000
2018-05-11,24595307000
2018-05-14,25217353000
2018-05-15,25232047000
2018-05-16,25347150000
2018-05-17,25570009000
2018-05-18,25702255000
2018-05-21,25721847000
2018-05-22,25185516000
2018-05-23,25153679000
2018-05-24,25102250000
2018-05-25,25322660000
2018-05-29,24744696000
2018-05-30,24840207000
2018-05-31,24715308000
2018-06-01,24982249000
2018-06-04,25085107000
2018-06-05,25102250000
2018-06-06,25452457000
2018-06-07,25246741000
2018-06-08,25506335000
2018-06-11,25452457000
2018-06-12,25354497000
2018-06-13,25298170000
2018-06-14,25459804000
2018-06-15,25807562000
2018-06-18,25714500000
2018-06-19,25501437000
2018-06-20,25748786000
2018-06-21,25543070000
2018-06-22,25817358000
2018-06-25,25741439000
2018-06-26,25917767000
2018-06-27,25741439000
2018-06-28,25890828000
2018-06-29,25403477000
2018-07-02,24869096000
2018-07-03,24704400000
2018-07-05,24900582000
2018-07-06,24946600000
2018-07-09,25169424000
2018-07-10,25382560000
2018-07-11,25128250000
2018-07-12,25150048000
2018-07-13,25186378000
