,EHC
2009-05-08,767376000
2009-05-11,762996000
2009-05-12,762996000
2009-05-13,756864000
2009-05-14,768252000
2009-05-15,771756000
2009-05-18,799788000
2009-05-19,802416000
2009-05-20,825192000
2009-05-21,829572000
2009-05-22,826944000
2009-05-26,842711999
2009-05-27,829572000
2009-05-28,829572000
2009-05-29,824316000
2009-06-01,856728000
2009-06-02,861984000
2009-06-03,888264000
2009-06-04,912792000
2009-06-05,899652000
2009-06-08,889140000
2009-06-09,875124000
2009-06-10,868992000
2009-06-11,876876000
2009-06-12,869868000
2009-06-15,861984000
2009-06-16,856728000
2009-06-17,871619999
2009-06-18,906660000
2009-06-19,919800000
2009-06-22,911040000
2009-06-23,895272000
2009-06-24,898776000
2009-06-25,970608000
2009-06-26,984624000
2009-06-29,1003896000
2009-06-30,1005648000
2009-07-01,1001268000
2009-07-02,956592000
2009-07-06,932940000
2009-07-07,933816000
2009-07-08,925932000
2009-07-09,916296000
2009-07-10,909288000
2009-07-13,913668000
2009-07-14,925932000
2009-07-15,981119999
2009-07-16,994260000
2009-07-17,981119999
2009-07-20,967103999
2009-07-21,963600000
2009-07-22,967980000
2009-07-23,973236000
2009-07-24,970608000
2009-07-27,980244000
2009-07-28,1004772000
2009-07-29,1009152000
2009-07-30,1017911999
2009-07-31,1003019999
2009-08-03,1028424000
2009-08-04,1024044000
2009-08-05,1078356000
2009-08-06,1065216000
2009-08-07,1102884000
2009-08-10,1112520000
2009-08-11,1075728000
2009-08-12,1073100000
2009-08-13,1089744000
2009-08-14,1073100000
2009-08-17,1059084000
2009-08-18,1082736000
2009-08-19,1101132000
2009-08-20,1104636000
2009-08-21,1111644000
2009-08-24,1130040000
2009-08-25,1117776000
2009-08-26,1102884000
2009-08-27,1082736000
2009-08-28,1073100000
2009-08-31,1087116000
2009-09-01,1042440000
2009-09-02,1041564000
2009-09-03,1045068000
2009-09-04,1048572000
2009-09-08,1051200000
2009-09-09,1066968000
2009-09-10,1080108000
2009-09-11,1081860000
2009-09-14,1089744000
2009-09-15,1072224000
2009-09-16,1102008000
2009-09-17,1095876000
2009-09-18,1093248000
2009-09-21,1102884000
2009-09-22,1125660000
2009-09-23,1136172000
2009-09-24,1099380000
2009-09-25,1095876000
2009-09-28,1106388000
2009-09-29,1072224000
2009-09-30,1149456000
2009-10-01,1188264000
2009-10-02,1191960000
2009-10-05,1200276000
2009-10-06,1231692000
2009-10-07,1239084000
2009-10-08,1272348000
2009-10-09,1270500000
2009-10-12,1264032000
2009-10-13,1238160000
2009-10-14,1256640000
2009-10-15,1264032000
2009-10-16,1284360000
2009-10-19,1275120000
2009-10-20,1248324000
2009-10-21,1220604000
2009-10-22,1180872000
2009-10-23,1170708000
2009-10-26,1149456000
2009-10-27,1138368000
2009-10-28,1088472000
2009-10-29,1102332000
2009-10-30,1073687999
2009-11-02,1110648000
2009-11-03,1155924000
2009-11-04,1212288000
2009-11-05,1244628000
2009-11-06,1242780000
2009-11-09,1280664000
2009-11-10,1267728000
2009-11-11,1276968000
2009-11-12,1268652000
2009-11-13,1292676000
2009-11-16,1337952000
2009-11-17,1345344000
2009-11-18,1337028000
2009-11-19,1315776000
2009-11-20,1313928000
2009-11-23,1352736000
2009-11-24,1343496000
2009-11-25,1338876000
2009-11-27,1313928000
2009-11-30,1288980000
2009-12-01,1313928000
2009-12-02,1349964000
2009-12-03,1328712000
2009-12-04,1324092000
2009-12-07,1360128000
2009-12-08,1360128000
2009-12-09,1356432000
2009-12-10,1368444000
2009-12-11,1361052000
2009-12-14,1379532000
2009-12-15,1388772000
2009-12-16,1416492000
2009-12-17,1419264000
2009-12-18,1428504000
2009-12-21,1433124000
2009-12-22,1437744000
2009-12-23,1452528000
2009-12-24,1469160000
2009-12-28,1460844000
2009-12-29,1432200000
2009-12-30,1424808000
2009-12-31,1378608000
2010-01-04,1428504000
2010-01-05,1419264000
2010-01-06,1414644000
2010-01-07,1438668000
2010-01-08,1449756000
2010-01-11,1446984000
2010-01-12,1434048000
2010-01-13,1493184000
2010-01-14,1507968000
2010-01-15,1478400000
2010-01-19,1476552000
2010-01-20,1473003000
2010-01-21,1403478000
2010-01-22,1383084000
2010-01-25,1372887000
2010-01-26,1382157000
2010-01-27,1379376000
2010-01-28,1354347000
2010-01-29,1327464000
2010-02-01,1346004000
2010-02-02,1382157000
2010-02-03,1372887000
2010-02-04,1313559000
2010-02-05,1261647000
2010-02-08,1244034000
2010-02-09,1269990000
2010-02-10,1255158000
2010-02-11,1287603000
2010-02-12,1296873000
2010-02-16,1321902000
2010-02-17,1361763000
2010-02-18,1363617000
2010-02-19,1382157000
2010-02-22,1392354000
2010-02-23,1296873000
2010-02-24,1278333000
2010-02-25,1259793000
2010-02-26,1275552000
2010-03-01,1299654000
2010-03-02,1296873000
2010-03-03,1278333000
2010-03-04,1306143000
2010-03-05,1341369000
2010-03-08,1293165000
2010-03-09,1298727000
2010-03-10,1300581000
2010-03-11,1339515000
2010-03-12,1329318000
2010-03-15,1365471000
2010-03-16,1375668000
2010-03-17,1379376000
2010-03-18,1388646000
2010-03-19,1384011000
2010-03-22,1435923000
2010-03-23,1444266000
2010-03-24,1419237000
2010-03-25,1384011000
2010-03-26,1348785000
2010-03-29,1344150000
2010-03-30,1383084000
2010-03-31,1379936000
2010-04-01,1414272000
2010-04-05,1413344000
2010-04-06,1389216000
2010-04-07,1384576000
2010-04-08,1413344000
2010-04-09,1412416000
2010-04-12,1433760000
2010-04-13,1439328000
2010-04-14,1457888000
2010-04-15,1463456000
2010-04-16,1456960000
2010-04-19,1473664000
2010-04-20,1521919999
2010-04-21,1502432000
2010-04-22,1517280000
2010-04-23,1534912000
2010-04-26,1532128000
2010-04-27,1507071999
2010-04-28,1513568000
2010-04-29,1554400000
2010-04-30,1509856000
2010-05-03,1541408000
2010-05-04,1510784000
2010-05-05,1525632000
2010-05-06,1498719999
2010-05-07,1459744000
2010-05-10,1518208000
2010-05-11,1529344000
2010-05-12,1546976000
2010-05-13,1537696000
2010-05-14,1503360000
2010-05-17,1495008000
2010-05-18,1481088000
2010-05-19,1473664000
2010-05-20,1449536000
2010-05-21,1439328000
2010-05-24,1441184000
2010-05-25,1413344000
2010-05-26,1412416000
2010-05-27,1488512000
2010-05-28,1465312000
2010-06-01,1417056000
2010-06-02,1467168000
2010-06-03,1494080000
2010-06-04,1434688000
2010-06-07,1430976000
2010-06-08,1404064000
2010-06-09,1402208000
2010-06-10,1430976000
2010-06-11,1442112000
2010-06-14,1456032000
2010-06-15,1477376000
2010-06-16,1491296000
2010-06-17,1489440000
2010-06-18,1477376000
2010-06-21,1460672000
2010-06-22,1428192000
2010-06-23,1410560000
2010-06-24,1383648000
2010-06-25,1429120000
2010-06-28,1409632000
2010-06-29,1391072000
2010-06-30,1380864000
2010-07-01,1336320000
2010-07-02,1306624000
2010-07-06,1315904000
2010-07-07,1321472000
2010-07-08,1336320000
2010-07-09,1326112000
2010-07-12,1300128000
2010-07-13,1354880000
2010-07-14,1350240000
2010-07-15,1340960000
2010-07-16,1308480000
2010-07-19,1310336000
2010-07-20,1314976000
2010-07-21,1302912000
2010-07-22,1338176000
2010-07-23,1340032000
2010-07-26,1374368000
2010-07-27,1362304000
2010-07-28,1327040000
2010-07-29,1324256000
2010-07-30,1366016000
2010-08-02,1356736000
2010-08-03,1344672000
2010-08-04,1345600000
2010-08-05,1340960000
2010-08-06,1331680000
2010-08-09,1338176000
2010-08-10,1317760000
2010-08-11,1269504000
2010-08-12,1271360000
2010-08-13,1273216000
2010-08-16,1283424000
2010-08-17,1313120000
2010-08-18,1291776000
2010-08-19,1273216000
2010-08-20,1250016000
2010-08-23,1241664000
2010-08-24,1213824000
2010-08-25,1250944000
2010-08-26,1234240000
2010-08-27,1258368000
2010-08-30,1219392000
2010-08-31,1199904000
2010-09-01,1250944000
2010-09-02,1267648000
2010-09-03,1293632000
2010-09-07,1283424000
2010-09-08,1284352000
2010-09-09,1301984000
2010-09-10,1309408000
2010-09-13,1313120000
2010-09-14,1324256000
2010-09-15,1330752000
2010-09-16,1349312000
2010-09-17,1335392000
2010-09-20,1378080000
2010-09-21,1347456000
2010-09-22,1347456000
2010-09-23,1338176000
2010-09-24,1380864000
2010-09-27,1383648000
2010-09-28,1431904000
2010-09-29,1422624000
2010-09-30,1417056000
2010-10-01,1408704000
2010-10-04,1392928000
2010-10-05,1438400000
2010-10-06,1422624000
2010-10-07,1423552000
2010-10-08,1438400000
2010-10-11,1424480000
2010-10-12,1398496000
2010-10-13,1398496000
2010-10-14,1371584000
2010-10-15,1340960000
2010-10-18,1357664000
2010-10-19,1326112000
2010-10-20,1327040000
2010-10-21,1323328000
2010-10-22,1336320000
2010-10-25,1340032000
2010-10-26,1340032000
2010-10-27,1318688000
2010-10-28,1304768000
2010-10-29,1333536000
2010-11-01,1334464000
2010-11-02,1352096000
2010-11-03,1351168000
2010-11-04,1381792000
2010-11-05,1355808000
2010-11-08,1342816000
2010-11-09,1327040000
2010-11-10,1363232000
2010-11-11,1377152000
2010-11-12,1398496000
2010-11-15,1416128000
2010-11-16,1396640000
2010-11-17,1389216000
2010-11-18,1402208000
2010-11-19,1384576000
2010-11-22,1375296000
2010-11-23,1350240000
2010-11-24,1365088000
2010-11-26,1352096000
2010-11-29,1353952000
2010-11-30,1327968000
2010-12-01,1326112000
2010-12-02,1373440000
2010-12-03,1357664000
2010-12-06,1319616000
2010-12-07,1356736000
2010-12-08,1346528000
2010-12-09,1343744000
2010-12-10,1427264000
2010-12-13,1418912000
2010-12-14,1471808000
2010-12-15,1500576000
2010-12-16,1541408000
2010-12-17,1562752000
2010-12-20,1546976000
2010-12-21,1560896000
2010-12-22,1580384000
2010-12-23,1570176000
2010-12-27,1541408000
2010-12-28,1545119999
2010-12-29,1544192000
2010-12-30,1544192000
2010-12-31,1533357000
2011-01-03,1551046000
2011-01-04,1558493999
2011-01-05,1562218000
2011-01-06,1572459000
2011-01-07,1584562000
2011-01-10,1746556000
2011-01-11,1715833000
2011-01-12,1721418999
2011-01-13,1718626000
2011-01-14,1744693999
2011-01-18,1766107000
2011-01-19,1706522999
2011-01-20,1687903000
2011-01-21,1674868999
2011-01-24,1688834000
2011-01-25,1696282000
2011-01-26,1704661000
2011-01-27,1703730000
2011-01-28,1673938000
2011-01-31,1674868999
2011-02-01,1682317000
2011-02-02,1673007000
2011-02-03,1672076000
2011-02-04,1654387000
2011-02-07,1668352000
2011-02-08,1718626000
2011-02-09,1692558000
2011-02-10,1672076000
2011-02-11,1746556000
2011-02-14,1761452000
2011-02-15,1768900000
2011-02-16,1805209000
2011-02-17,1797761000
2011-02-18,1776347999
2011-02-22,1671145000
2011-02-23,1656249000
2011-02-24,1706522999
2011-02-25,1784727000
2011-02-28,1792175000
2011-03-01,1761452000
2011-03-02,1771693000
2011-03-03,1839656000
2011-03-04,1868517000
2011-03-07,1840587000
2011-03-08,1846172999
2011-03-09,1840587000
2011-03-10,1796830000
2011-03-11,1775417000
2011-03-14,1755866000
2011-03-15,1744693999
2011-03-16,1747487000
2011-03-17,1780072000
2011-03-18,1800554000
2011-03-21,1795899000
2011-03-22,1813588000
2011-03-23,1804278000
2011-03-24,1826622000
2011-03-25,1836863000
2011-03-28,1833139000
2011-03-29,1851759000
2011-03-30,1851759000
2011-03-31,1852938000
2011-04-01,1902387000
2011-04-04,1908918000
2011-04-05,1871597999
2011-04-06,1868799000
2011-04-07,1879062000
2011-04-08,1829613000
2011-04-11,1827747000
2011-04-12,1800690000
2011-04-13,1810953000
2011-04-14,1810019999
2011-04-15,1794159000
2011-04-18,1759638000
2011-04-19,1754040000
2011-04-20,1771766999
2011-04-21,1775499000
2011-04-25,1773633000
2011-04-26,1779231000
2011-04-27,1838010000
2011-04-28,1833344999
2011-04-29,1901454000
2011-05-02,1893990000
2011-05-03,1909851000
2011-05-04,1922913000
2011-05-05,1928511000
2011-05-06,1954635000
2011-05-09,2018079000
2011-05-10,2043269999
2011-05-11,2025543000
2011-05-12,2047002000
2011-05-13,2043269999
2011-05-16,2059131000
2011-05-17,2046069000
2011-05-18,2088987000
2011-05-19,2081522999
2011-05-20,2051666999
2011-05-23,2014347000
2011-05-24,2021811000
2011-05-25,2029275000
2011-05-26,2066594999
2011-05-27,2076858000
2011-05-31,2082456000
2011-06-01,2047002000
2011-06-02,2040471000
2011-06-03,1982625000
2011-06-06,1915449000
2011-06-07,1921047000
2011-06-08,1924779000
2011-06-09,1952769000
2011-06-10,1875330000
2011-06-13,1874397000
2011-06-14,1908918000
2011-06-15,1858536000
2011-06-16,1869732000
2011-06-17,1893057000
2011-06-20,1908918000
2011-06-21,1899588000
2011-06-22,1877196000
2011-06-23,1865066999
2011-06-24,1835211000
2011-06-27,1853871000
2011-06-28,1911716999
2011-06-29,1931310000
2011-06-30,1947171000
2011-07-01,1991022000
2011-07-05,1985424000
2011-07-06,1992888000
2011-07-07,1993821000
2011-07-08,1960233000
2011-07-11,1895856000
2011-07-12,1898655000
2011-07-13,1898655000
2011-07-14,1841741999
2011-07-15,1802556000
2011-07-18,1774566000
2011-07-19,1809087000
2011-07-20,1811886000
2011-07-21,1880928000
2011-07-22,1894922999
2011-07-25,1851072000
2011-07-26,1848272999
2011-07-27,1733513999
2011-07-28,1819350000
2011-07-29,1810019999
2011-08-01,1687797000
2011-08-02,1616888999
2011-08-03,1594497000
2011-08-04,1504929000
2011-08-05,1451748000
2011-08-08,1260483000
2011-08-09,1355649000
2011-08-10,1364979000
2011-08-11,1439619000
2011-08-12,1432155000
2011-08-15,1483470000
2011-08-16,1467609000
2011-08-17,1486269000
2011-08-18,1413495000
2011-08-19,1374309000
2011-08-22,1355649000
2011-08-23,1420026000
2011-08-24,1423758000
2011-08-25,1392036000
2011-08-26,1438686000
2011-08-29,1512393000
2011-08-30,1565574000
2011-08-31,1587033000
2011-09-01,1567440000
2011-09-02,1558110000
2011-09-06,1497465000
2011-09-07,1582368000
2011-09-08,1528254000
2011-09-09,1468542000
2011-09-12,1457346000
2011-09-13,1457346000
2011-09-14,1489068000
2011-09-15,1522656000
2011-09-16,1555311000
2011-09-19,1334190000
2011-09-20,1224096000
2011-09-21,1114002000
2011-09-22,1132662000
2011-09-23,1138260000
2011-09-26,1141992000
2011-09-27,1144791000
2011-09-28,1099074000
2011-09-29,1121466000
2011-09-30,1111032000
2011-10-03,1060488000
2011-10-04,1077336000
2011-10-05,1099800000
2011-10-06,1112904000
2011-10-07,1082952000
2011-10-10,1120392000
2011-10-11,1125072000
2011-10-12,1155024000
2011-10-13,1184040000
2011-10-14,1238328000
2011-10-17,1199952000
2011-10-18,1236456000
2011-10-19,1218672000
2011-10-20,1232712000
2011-10-21,1268280000
2011-10-24,1313208000
2011-10-25,1290744000
2011-10-26,1324440000
2011-10-27,1386216000
2011-10-28,1370304000
2011-10-31,1314144000
2011-11-01,1257984000
2011-11-02,1320696000
2011-11-03,1371240000
2011-11-04,1338480000
2011-11-07,1357200000
2011-11-08,1407744000
2011-11-09,1353456000
2011-11-10,1395576000
2011-11-11,1416168000
2011-11-14,1407744000
2011-11-15,1356264000
2011-11-16,1307592000
2011-11-17,1234584000
2011-11-18,1250496000
2011-11-21,1269216000
2011-11-22,1251432000
2011-11-23,1205568000
2011-11-25,1185912000
2011-11-28,1204632000
2011-11-29,1209312000
2011-11-30,1286064000
2011-12-01,1324440000
2011-12-02,1280448000
2011-12-05,1301976000
2011-12-06,1284192000
2011-12-07,1295424000
2011-12-08,1240200000
2011-12-09,1260792000
2011-12-12,1209312000
2011-12-13,1158768000
2011-12-14,1185912000
2011-12-15,1199016000
2011-12-16,1220544000
2011-12-19,1192464000
2011-12-20,1258920000
2011-12-21,1277640000
2011-12-22,1301976000
2011-12-23,1300104000
2011-12-27,1314144000
2011-12-28,1276704000
2011-12-29,1301040000
2011-12-30,1315080000
2012-01-03,1331505000
2012-01-04,1282365000
2012-01-05,1292760000
2012-01-06,1308825000
2012-01-09,1300320000
2012-01-10,1309770000
2012-01-11,1331505000
2012-01-12,1329615000
2012-01-13,1300320000
2012-01-17,1263465000
2012-01-18,1329615000
2012-01-19,1314495000
2012-01-20,1351350000
2012-01-23,1408995000
2012-01-24,1457190000
2012-01-25,1517669999
2012-01-26,1488375000
2012-01-27,1483650000
2012-01-30,1463805000
2012-01-31,1449630000
2012-02-01,1492155000
2012-02-02,1497825000
2012-02-03,1511055000
2012-02-06,1509165000
2012-02-07,1512000000
2012-02-08,1503495000
2012-02-09,1474200000
2012-02-10,1416555000
2012-02-13,1502550000
2012-02-14,1518615000
2012-02-15,1518615000
2012-02-16,1546965000
2012-02-17,1509165000
2012-02-21,1501605000
2012-02-22,1517669999
2012-02-23,1522395000
2012-02-24,1576260000
2012-02-27,1579095000
2012-02-28,1577205000
2012-02-29,1529955000
2012-03-01,1523340000
2012-03-02,1508220000
2012-03-05,1534679999
2012-03-06,1509165000
2012-03-07,1503495000
2012-03-08,1515780000
2012-03-09,1556415000
2012-03-12,1539405000
2012-03-13,1549799999
2012-03-14,1553580000
2012-03-15,1590434999
2012-03-16,1592325000
2012-03-19,1600830000
2012-03-20,1561140000
2012-03-21,1555470000
2012-03-22,1530900000
2012-03-23,1521450000
2012-03-26,1569645000
2012-03-27,1552635000
2012-03-28,1547910000
2012-03-29,1547910000
2012-03-30,1538460000
2012-04-02,1575089999
2012-04-03,1559008000
2012-04-04,1531574000
2012-04-05,1536303999
2012-04-09,1504140000
2012-04-10,1504140000
2012-04-11,1516438000
2012-04-12,1554278000
2012-04-13,1517384000
2012-04-16,1506978000
2012-04-17,1549548000
2012-04-18,1541034000
2012-04-19,1580766000
2012-04-20,1559008000
2012-04-23,1518330000
2012-04-24,1542925999
2012-04-25,1559008000
2012-04-26,1579820000
2012-04-27,1701853999
2012-04-30,1683880000
2012-05-01,1695232000
2012-05-02,1681988000
2012-05-03,1663067999
2012-05-04,1646039999
2012-05-07,1651716000
2012-05-08,1653608000
2012-05-09,1627120000
2012-05-10,1615767999
2012-05-11,1585496000
2012-05-14,1555224000
2012-05-15,1532520000
2012-05-16,1514546000
2012-05-17,1483328000
2012-05-18,1451164000
2012-05-21,1469138000
2012-05-22,1446434000
2012-05-23,1466300000
2012-05-24,1452110000
2012-05-25,1456840000
2012-05-29,1474814000
2012-05-30,1448326000
2012-05-31,1439812000
2012-06-01,1394404000
2012-06-04,1419000000
2012-06-05,1466300000
2012-06-06,1524952000
2012-06-07,1524952000
2012-06-08,1538196000
2012-06-11,1521167999
2012-06-12,1529682000
2012-06-13,1541034000
2012-06-14,1559008000
2012-06-15,1587388000
2012-06-18,1588334000
2012-06-19,1612930000
2012-06-20,1646986000
2012-06-21,1596848000
2012-06-22,1650770000
2012-06-25,1629958000
2012-06-26,1647932000
2012-06-27,1683880000
2012-06-28,1713206000
2012-06-29,1749153999
2012-07-02,1758579000
2012-07-03,1784148000
2012-07-05,1747215000
2012-07-06,1733010000
2012-07-09,1784148000
2012-07-10,1761420000
2012-07-11,1791724000
2012-07-12,1768996000
2012-07-13,1825816000
2012-07-16,1813504999
2012-07-17,1809717000
2012-07-18,1832445000
2012-07-19,1837179999
2012-07-20,1820134000
2012-07-23,1704600000
2012-07-24,1694183000
2012-07-25,1703652999
2012-07-26,1726381000
2012-07-27,1640204000
2012-07-30,1670508000
2012-07-31,1686606999
2012-08-01,1651568000
2012-08-02,1635469000
2012-08-03,1684713000
2012-08-06,1677137000
2012-08-07,1690395000
2012-08-08,1701759000
2012-08-09,1697971000
2012-08-10,1689448000
2012-08-13,1669561000
2012-08-14,1656302999
2012-08-15,1671454999
2012-08-16,1677137000
2012-08-17,1666720000
2012-08-20,1673349000
2012-08-21,1717858000
2012-08-22,1747215000
2012-08-23,1737745000
2012-08-24,1726381000
2012-08-27,1727327999
2012-08-28,1741533000
2012-08-29,1762367000
2012-08-30,1739639000
2012-08-31,1724487000
2012-09-04,1747215000
2012-09-05,1746268000
2012-09-06,1816346000
2012-09-07,1848544000
2012-09-10,1849491000
2012-09-11,1822027999
2012-09-12,1788883000
2012-09-13,1834339000
2012-09-14,1806875999
2012-09-17,1828656999
2012-09-18,1854225999
2012-09-19,1850438000
2012-09-20,1850438000
2012-09-21,1846650000
2012-09-24,1835286000
2012-09-25,1807823000
2012-09-26,1812558000
2012-09-27,1826763000
2012-09-28,1811611000
2012-10-01,1795400000
2012-10-02,1792580000
2012-10-03,1800099999
2012-10-04,1770960000
2012-10-05,1720200000
2012-10-08,1740880000
2012-10-09,1664740000
2012-10-10,1672260000
2012-10-11,1658160000
2012-10-12,1645940000
2012-10-15,1651580000
2012-10-16,1665680000
2012-10-17,1678840000
2012-10-18,1676960000
2012-10-19,1667559999
2012-10-22,1666620000
2012-10-23,1659099999
2012-10-24,1664740000
2012-10-25,1692000000
2012-10-26,1707040000
2012-10-31,1654400000
2012-11-01,1700460000
2012-11-02,1672260000
2012-11-05,1693880000
2012-11-06,1684480000
2012-11-07,1632780000
2012-11-08,1584840000
2012-11-09,1610220000
2012-11-12,1623380000
2012-11-13,1607400000
2012-11-14,1522800000
2012-11-15,1513400000
2012-11-16,1546300000
2012-11-19,1577320000
2012-11-20,1584840000
2012-11-21,1581080000
2012-11-23,1598940000
2012-11-26,1584840000
2012-11-27,1610220000
2012-11-28,1588599999
2012-11-29,1643120000
2012-11-30,1643120000
2012-12-03,1639360000
2012-12-04,1629019999
2012-12-05,1584840000
2012-12-06,1577320000
2012-12-07,1577320000
2012-12-10,1582960000
2012-12-11,1622440000
2012-12-12,1577320000
2012-12-13,1579200000
2012-12-14,1564160000
2012-12-17,1570740000
2012-12-18,1610220000
2012-12-19,1622440000
2012-12-20,1637480000
2012-12-21,1586720000
2012-12-24,1572620000
2012-12-26,1555700000
2012-12-27,1559460000
2012-12-28,1546300000
2012-12-31,1577320000
2013-01-02,1655340000
2013-01-03,1645940000
2013-01-04,1650639999
2013-01-07,1647820000
2013-01-08,1662860000
2013-01-09,1660980000
2013-01-10,1723960000
2013-01-11,1751220000
2013-01-14,1739940000
2013-01-15,1740880000
2013-01-16,1747460000
2013-01-17,1785059999
2013-01-18,1796340000
2013-01-22,1800099999
2013-01-23,1788820000
2013-01-24,1783180000
2013-01-25,1776599999
2013-01-28,1774720000
2013-01-29,1762500000
2013-01-30,1778480000
2013-01-31,1783180000
2013-02-01,1737120000
2013-02-04,1692000000
2013-02-05,1704220000
2013-02-06,1709860000
2013-02-07,1705160000
2013-02-08,1725840000
2013-02-11,1730540000
2013-02-12,1706099999
2013-02-13,1721139999
2013-02-14,1707980000
2013-02-15,1679780000
2013-02-19,1800099999
2013-02-20,1838639999
2013-02-21,1806680000
2013-02-22,1825480000
2013-02-25,1795400000
2013-02-26,1794460000
2013-02-27,1804800000
2013-02-28,1802920000
2013-03-01,1825480000
2013-03-04,1817960000
2013-03-05,1853680000
2013-03-06,1828300000
2013-03-07,1833000000
2013-03-08,1833940000
2013-03-11,1856500000
2013-03-12,1867780000
2013-03-13,1873420000
2013-03-14,1887519999
2013-03-15,1876240000
2013-03-18,1831120000
2013-03-19,1833000000
2013-03-20,1931700000
2013-03-21,1904440000
2013-03-22,1913840000
2013-03-25,1928880000
2013-03-26,1942980000
2013-03-27,1954260000
2013-03-28,1971180000
2013-04-01,1805517000
2013-04-02,1869231000
2013-04-03,1813266000
2013-04-04,1809822000
2013-04-05,1789158000
2013-04-08,1789158000
2013-04-09,1775382000
2013-04-10,1794324000
2013-04-11,1835652000
2013-04-12,1815849000
2013-04-15,1762467000
2013-04-16,1775382000
2013-04-17,1756439999
2013-04-18,1737498000
2013-04-19,1756439999
2013-04-22,1751274000
2013-04-23,1778826000
2013-04-24,1805517000
2013-04-25,1816710000
2013-04-26,1860621000
2013-04-29,1856316000
2013-04-30,1883007000
2013-05-01,1885589999
2013-05-02,1926918000
2013-05-03,1941555000
2013-05-06,1944999000
2013-05-07,1967385000
2013-05-08,1993214999
2013-05-09,1988910000
2013-05-10,2032821000
2013-05-13,2033682000
2013-05-14,2048319000
2013-05-15,2056068000
2013-05-16,2062956000
2013-05-17,2078454000
2013-05-20,2093952000
2013-05-21,2081037000
2013-05-22,2066400000
2013-05-23,2074149000
2013-05-24,2056068000
2013-05-28,2087925000
2013-05-29,2023350000
2013-05-30,2052624000
2013-05-31,2005269000
2013-06-03,2062956000
2013-06-04,2057789999
2013-06-05,2096535000
2013-06-06,2075010000
2013-06-07,2091369000
2013-06-10,2080176000
2013-06-11,2063817000
2013-06-12,2017323000
2013-06-13,2056068000
2013-06-14,2034543000
2013-06-17,2023350000
2013-06-18,2034543000
2013-06-19,1997520000
2013-06-20,1951026000
2013-06-21,1929501000
2013-06-24,1896783000
2013-06-25,1935528000
2013-06-26,1944999000
2013-06-27,1992354000
2013-06-28,1971689999
2013-07-01,2026562000
2013-07-02,2002426000
2013-07-03,1988634000
2013-07-05,2001564000
2013-07-08,2047250000
2013-07-09,2071386000
2013-07-10,2081729999
2013-07-11,2120520000
2013-07-12,2148966000
2013-07-15,2159310000
2013-07-16,2149828000
2013-07-17,2147242000
2013-07-18,2166206000
2013-07-19,2152414000
2013-07-22,2147242000
2013-07-23,2153276000
2013-07-24,2162758000
2013-07-25,2189480000
2013-07-26,2265336000
2013-07-29,2240338000
2013-07-30,2227408000
2013-07-31,2231718000
2013-08-01,2223960000
2013-08-02,2215340000
2013-08-05,2253268000
2013-08-06,2232580000
2013-08-07,2223098000
2013-08-08,2229132000
2013-08-09,2244648000
2013-08-12,2239476000
2013-08-13,2255854000
2013-08-14,2240338000
2013-08-15,2205858000
2013-08-16,2184308000
2013-08-19,2186032000
2013-08-20,2190342000
2013-08-21,2189480000
2013-08-22,2198962000
2013-08-23,2204996000
2013-08-26,2215340000
2013-08-27,2175688000
2013-08-28,2181722000
2013-08-29,2198962000
2013-08-30,2155862000
2013-09-03,2166206000
2013-09-04,2204996000
2013-09-05,2214478000
2013-09-06,2215340000
2013-09-09,2259302000
2013-09-10,2267922000
2013-09-11,2287748000
2013-09-12,2273094000
2013-09-13,2290334000
2013-09-16,2313608000
2013-09-17,2323952000
2013-09-18,2346364000
2013-09-19,2354984000
2013-09-20,2343778000
2013-09-23,2367052000
2013-09-24,2357570000
2013-09-25,2349812000
2013-09-26,2356708000
2013-09-27,2353260000
2013-09-30,2368224000
2013-10-01,2411424000
2013-10-02,2437344000
2013-10-03,2431296000
2013-10-04,2412288000
2013-10-07,2431296000
2013-10-08,2410560000
2013-10-09,2425248000
2013-10-10,2479680000
2013-10-11,2479680000
2013-10-14,2484864000
2013-10-15,2452032000
2013-10-16,2454624000
2013-10-17,2462400000
2013-10-18,2496096000
2013-10-21,2505600000
2013-10-22,2506464000
2013-10-23,2497824000
2013-10-24,2432160000
2013-10-25,2401056000
2013-10-28,2395872000
2013-10-29,2415744000
2013-10-30,2397600000
2013-10-31,2412288000
2013-11-01,2376864000
2013-11-04,2392416000
2013-11-05,2352672000
2013-11-06,2344896000
2013-11-07,2299104000
2013-11-08,2351808000
2013-11-11,2364768000
2013-11-12,2368224000
2013-11-13,2425248000
2013-11-14,2436480000
2013-11-15,2417472000
2013-11-18,2375136000
2013-11-19,2342304000
2013-11-20,2353536000
2013-11-21,2356992000
2013-11-22,2378592000
2013-11-25,2380320000
2013-11-26,2420928000
2013-11-27,2452032000
2013-11-29,2458944000
2013-12-02,2440800000
2013-12-03,2421792000
2013-12-04,2445120000
2013-12-05,2425248000
2013-12-06,2438208000
2013-12-09,2421792000
2013-12-10,2454624000
2013-12-11,2396736000
2013-12-12,2382912000
2013-12-13,2414016000
2013-12-16,2414016000
2013-12-17,2379456000
2013-12-18,2383776000
2013-12-19,2336256000
2013-12-20,2318112000
2013-12-23,2308608000
2013-12-24,2323296000
2013-12-26,2318112000
2013-12-27,2290464000
2013-12-30,2280960000
