,GPC
2009-04-13,4927356570
2009-04-14,4879502670
2009-04-15,5016683850
2009-04-16,5503198500
2009-04-17,5480866680
2009-04-20,5445773820
2009-04-21,5582955000
2009-04-22,5492032590
2009-04-23,5456939730
2009-04-24,5568598829
2009-04-27,5520744930
2009-04-28,5431417650
2009-04-29,5460129989
2009-04-30,5417061480
2009-05-01,5350066020
2009-05-04,5364422190
2009-05-05,5343685500
2009-05-06,5358041670
2009-05-07,5299021860
2009-05-08,5348470890
2009-05-11,5324543940
2009-05-12,5271904650
2009-05-13,5099630610
2009-05-14,5168221200
2009-05-15,5115581910
2009-05-18,5314973160
2009-05-19,5316568290
2009-05-20,5203314060
2009-05-21,5062942620
2009-05-22,5141103989
2009-05-26,5321353680
2009-05-27,5222455620
2009-05-28,5247977700
2009-05-29,5340495239
2009-06-01,5611667340
2009-06-02,5720136180
2009-06-03,5627618640
2009-06-04,5559028050
2009-06-05,5474486160
2009-06-08,5436203040
2009-06-09,5431417650
2009-06-10,5429822520
2009-06-11,5401110180
2009-06-12,5389944270
2009-06-15,5297426730
2009-06-16,5278285170
2009-06-17,5311782900
2009-06-18,5306997510
2009-06-19,5275094910
2009-06-22,5195338410
2009-06-23,5109201390
2009-06-24,5171411460
2009-06-25,5297426730
2009-06-26,5270309520
2009-06-29,5348470890
2009-06-30,5354195960
2009-07-01,5327073990
2009-07-02,5274425460
2009-07-06,5274425460
2009-07-07,5204227420
2009-07-08,5201036600
2009-07-09,5194654960
2009-07-10,5212204470
2009-07-13,5290379559
2009-07-14,5319096940
2009-07-15,5488210400
2009-07-16,5462683840
2009-07-17,5540858929
2009-07-20,5585530410
2009-07-21,5520118600
2009-07-22,5560003850
2009-07-23,5627011070
2009-07-24,5599889100
2009-07-27,5612652380
2009-07-28,5642965170
2009-07-29,5631797300
2009-07-30,5658919270
2009-07-31,5650942220
2009-08-03,5660514679
2009-08-04,5689232059
2009-08-05,5633392710
2009-08-06,5582339590
2009-08-07,5738689770
2009-08-10,5792933710
2009-08-11,5797719940
2009-08-12,5925352740
2009-08-13,5974810450
2009-08-14,5987573730
2009-08-17,5930138970
2009-08-18,6035436030
2009-08-19,6046603900
2009-08-20,6038626850
2009-08-21,6196572440
2009-08-24,6086489150
2009-08-25,6175832110
2009-08-26,6051390130
2009-08-27,6021077340
2009-08-28,5984382910
2009-08-31,5909398640
2009-09-01,5684445830
2009-09-02,5628606480
2009-09-03,5698804520
2009-09-04,5719544850
2009-09-08,5749857640
2009-09-09,5775384200
2009-09-10,5678064190
2009-09-11,5678064190
2009-09-14,5679659600
2009-09-15,5741880590
2009-09-16,5858345520
2009-09-17,5893444540
2009-09-18,6005123240
2009-09-21,6218908179
2009-09-22,6246030150
2009-09-23,6067344230
2009-09-24,5968428809
2009-09-25,5850368470
2009-09-28,6011504880
2009-09-29,5998741600
2009-09-30,6042824260
2009-10-01,5911044329
2009-10-02,5853886770
2009-10-05,5920570590
2009-10-06,5963438760
2009-10-07,5920570590
2009-10-08,6026947160
2009-10-09,6090455560
2009-10-12,6099981820
2009-10-13,6099981820
2009-10-14,6103157240
2009-10-15,6185718160
2009-10-16,6080929300
2009-10-19,6026947160
2009-10-20,5947561660
2009-10-21,5915807460
2009-10-22,6004719220
2009-10-23,5949149370
2009-10-26,5860237609
2009-10-27,5755448750
2009-10-28,5685589510
2009-10-29,5658598440
2009-10-30,5555397290
2009-11-02,5653835310
2009-11-03,5658598440
2009-11-04,5652247600
2009-11-05,5785615240
2009-11-06,5744334780
2009-11-09,5874527000
2009-11-10,5834834250
2009-11-11,5863413030
2009-11-12,5758624170
2009-11-13,5817369440
2009-11-16,5899930359
2009-11-17,5891991810
2009-11-18,5847535930
2009-11-19,5779264400
2009-11-20,5779264400
2009-11-23,5839597380
2009-11-24,5791966079
2009-11-25,5791966079
2009-11-27,5736396230
2009-11-30,5688764930
2009-12-01,5822132570
2009-12-02,5799904630
2009-12-03,5863413030
2009-12-04,5926921430
2009-12-07,5958675630
2009-12-08,5953912500
2009-12-09,5958675630
2009-12-10,6006306930
2009-12-11,6080929300
2009-12-14,6111095790
2009-12-15,6074578460
2009-12-16,6111095790
2009-12-17,6042824260
2009-12-18,6030122579
2009-12-21,6060289070
2009-12-22,6104744950
2009-12-23,6106332660
2009-12-24,6134911440
2009-12-28,6131736020
2009-12-29,6139674570
2009-12-30,6103157240
2009-12-31,6026947160
2010-01-04,6053938230
2010-01-05,6047587390
2010-01-06,6036473420
2010-01-07,6069815329
2010-01-08,6071403040
2010-01-11,6139674570
2010-01-12,6114271210
2010-01-13,6144437700
2010-01-14,6185718160
2010-01-15,6158727090
2010-01-19,6207946100
2010-01-20,6095218690
2010-01-21,6057113650
2010-01-22,6050762810
2010-01-25,6080929300
2010-01-26,6076166170
2010-01-27,6042824260
2010-01-28,6026947160
2010-01-29,5982491280
2010-02-01,6044411970
2010-02-02,6214296940
2010-02-03,6161902510
2010-02-04,6009482350
2010-02-05,5985666700
2010-02-08,5868176160
2010-02-09,5965026470
2010-02-10,5955500210
2010-02-11,6019008609
2010-02-12,6063464490
2010-02-16,6469918250
2010-02-17,6461979700
2010-02-18,6450865730
2010-02-19,6514374130
2010-02-22,6458804280
2010-02-23,6333375190
2010-02-24,6411172980
2010-02-25,6398471300
2010-02-26,6407997560
2010-03-01,6479444510
2010-03-02,6500084740
2010-03-03,6400059010
2010-03-04,6384181910
2010-03-05,6414348400
2010-03-08,6427050079
2010-03-09,6439751760
2010-03-10,6442927180
2010-03-11,6493733900
2010-03-12,6471505960
2010-03-15,6430225500
2010-03-16,6503260160
2010-03-17,6550891460
2010-03-18,6576294820
2010-03-19,6604873600
2010-03-22,6806512770
2010-03-23,6839854680
2010-03-24,6728714980
2010-03-25,6716013300
2010-03-26,6649329480
2010-03-29,6677908260
2010-03-30,6758881470
2010-03-31,6684902400
2010-04-01,6751371599
2010-04-05,6813093000
2010-04-06,6787771400
2010-04-07,6797267000
2010-04-08,6803597400
2010-04-09,6844745000
2010-04-12,6839997200
2010-04-13,6841579799
2010-04-14,7063143800
2010-04-15,7188169200
2010-04-16,6754536800
2010-04-19,6792519200
2010-04-20,6814675600
2010-04-21,6821006000
2010-04-22,6802014799
2010-04-23,6847910200
2010-04-26,6830501599
2010-04-27,6670659000
2010-04-28,6745041200
2010-04-29,6843162400
2010-04-30,6773528000
2010-05-03,6890640400
2010-05-04,6675406800
2010-05-05,6607355000
2010-05-06,6381043200
2010-05-07,6281339400
2010-05-10,6732380400
2010-05-11,6729215200
2010-05-12,6775110600
2010-05-13,6646920000
2010-05-14,6528225000
2010-05-17,6537720600
2010-05-18,6479164400
2010-05-19,6453842800
2010-05-20,6243357000
2010-05-21,6225948400
2010-05-24,6197461599
2010-05-25,6292417600
2010-05-26,6306661000
2010-05-27,6479164400
2010-05-28,6426938600
2010-06-01,6320904400
2010-06-02,6496573000
2010-06-03,6404782200
2010-06-04,6252852600
2010-06-07,6168974799
2010-06-08,6249687400
2010-06-09,6203792000
2010-06-10,6385791000
2010-06-11,6453842800
2010-06-14,6457008000
2010-06-15,6574120400
2010-06-16,6551964000
2010-06-17,6578868200
2010-06-18,6596276800
2010-06-21,6591529000
2010-06-22,6439599400
2010-06-23,6457008000
2010-06-24,6349391200
2010-06-25,6387373600
2010-06-28,6433269000
2010-06-29,6312991400
2010-06-30,6216254850
2010-07-01,6280859780
2010-07-02,6232012150
2010-07-06,6214679120
2010-07-07,6332858870
2010-07-08,6441584240
2010-07-09,6479401760
2010-07-12,6428978400
2010-07-13,6583399940
2010-07-14,6600732970
2010-07-15,6641701950
2010-07-16,6811880789
2010-07-19,6737821480
2010-07-20,6819759440
2010-07-21,6692125310
2010-07-22,6720488450
2010-07-23,6791396300
2010-07-26,6868607070
2010-07-27,6789820570
2010-07-28,6767760350
2010-07-29,6726791370
2010-07-30,6748851590
2010-08-02,6895394480
2010-08-03,6903273130
2010-08-04,6939514920
2010-08-05,6952120760
2010-08-06,6926909080
2010-08-09,7008847039
2010-08-10,6926909080
2010-08-11,6766184620
2010-08-12,6707882610
2010-08-13,6619641730
2010-08-16,6651156330
2010-08-17,6786669110
2010-08-18,6873334260
2010-08-19,6755154510
2010-08-20,6769336080
2010-08-23,6729942830
2010-08-24,6709458340
2010-08-25,6729942830
2010-08-26,6681095200
2010-08-27,6764608890
2010-08-30,6652732060
2010-08-31,6607035890
2010-09-01,6821335170
2010-09-02,6892243020
2010-09-03,6923757620
2010-09-07,6733094289
2010-09-08,6655883520
2010-09-09,6715761260
2010-09-10,6722064179
2010-09-13,6844971120
2010-09-14,6804002140
2010-09-15,6854425500
2010-09-16,6824486630
2010-09-17,6851274039
2010-09-20,6980483900
2010-09-21,6991514010
2010-09-22,6963150870
2010-09-23,6922181890
2010-09-24,7071876240
2010-09-27,7029331530
2010-09-28,7123875330
2010-09-29,7078179160
2010-09-30,7024574830
2010-10-01,7018273350
2010-10-04,6999368910
2010-10-05,7038753160
2010-10-06,7045054640
2010-10-07,7038753160
2010-10-08,7092315740
2010-10-11,7098617220
2010-10-12,7125398509
2010-10-13,7197865530
2010-10-14,7174234980
2010-10-15,7514514900
2010-10-18,7555474520
2010-10-19,7442047880
2010-10-20,7501911940
2010-10-21,7495610460
2010-10-22,7481432130
2010-10-25,7509788790
2010-10-26,7476706020
2010-10-27,7435746400
2010-10-28,7498761200
2010-10-29,7539720820
2010-11-01,7473555280
2010-11-02,7528693230
2010-11-03,7503487310
2010-11-04,7498761200
2010-11-05,7599584880
2010-11-08,7580680440
2010-11-09,7478281390
2010-11-10,7483007500
2010-11-11,7498761200
2010-11-12,7419992700
2010-11-15,7478281390
2010-11-16,7386909930
2010-11-17,7423143440
2010-11-18,7483007500
2010-11-19,7498761200
2010-11-22,7553899150
2010-11-23,7495610460
2010-11-24,7694107080
2010-11-26,7645270610
2010-11-29,7612187840
2010-11-30,7583831180
2010-12-01,7642119870
2010-12-02,7813835200
2010-12-03,7886302220
2010-12-06,7960344610
2010-12-07,8018633300
2010-12-08,8023359410
2010-12-09,7936714060
2010-12-10,7963495350
2010-12-13,8010756450
2010-12-14,7995002750
2010-12-15,8002879600
2010-12-16,8069045140
2010-12-17,8053291440
2010-12-20,8042263850
2010-12-21,8098977169
2010-12-22,8113155500
2010-12-23,8040688480
2010-12-27,8089524950
2010-12-28,8080072730
2010-12-29,8084798840
2010-12-30,8092675690
2010-12-31,8092878220
2011-01-03,8242629570
2011-01-04,8133862800
2011-01-05,8114946839
2011-01-06,8021943370
2011-01-07,8036130339
2011-01-10,8159084080
2011-01-11,8121252160
2011-01-12,8121252160
2011-01-13,8047164650
2011-01-14,8062927950
2011-01-18,8045588320
2011-01-19,8025096029
2011-01-20,7963619160
2011-01-21,7958890170
2011-01-24,8066080610
2011-01-25,8062927950
2011-01-26,8105488860
2011-01-27,8178000040
2011-01-28,8107065190
2011-01-31,8157507750
2011-02-01,8327751390
2011-02-02,8178000040
2011-02-03,8187458020
2011-02-04,8286766810
2011-02-07,8371888630
2011-02-08,8466468430
2011-02-09,8420754860
2011-02-10,8468044760
2011-02-11,8518487320
2011-02-14,8486960720
2011-02-15,8482231730
2011-02-16,8510605670
2011-02-17,8532674290
2011-02-18,8709223250
2011-02-22,8288343140
2011-02-23,8170118390
2011-02-24,8162236740
2011-02-25,8248934890
2011-02-28,8305682770
2011-03-01,8217408290
2011-03-02,8323022400
2011-03-03,8494842370
2011-03-04,8311988089
2011-03-07,8211102970
2011-03-08,8364006980
2011-03-09,8315140750
2011-03-10,8212679300
2011-03-11,8193763339
2011-03-14,8130710140
2011-03-15,8111794180
2011-03-16,7999874750
2011-03-17,8072385930
2011-03-18,8160660410
2011-03-21,8313564420
2011-03-22,8244205900
2011-03-23,8255240210
2011-03-24,8294648460
2011-03-25,8319869740
2011-03-28,8271003510
2011-03-29,8334056710
2011-03-30,8436518160
2011-03-31,8434782720
2011-04-01,8505544320
2011-04-04,8570016000
2011-04-05,8507116800
2011-04-06,8496109440
2011-04-07,8472522240
2011-04-08,8375028480
2011-04-11,8529131520
2011-04-12,8481957120
2011-04-13,8436355200
2011-04-14,8492964480
2011-04-15,8198910720
2011-04-18,8148591360
2011-04-19,8132866560
2011-04-20,8312129280
2011-04-21,8222497920
2011-04-25,8189475840
2011-04-26,8282252160
2011-04-27,8342006400
2011-04-28,8450507520
2011-04-29,8444217600
2011-05-02,8464659840
2011-05-03,8401760640
2011-05-04,8359303679
2011-05-05,8346723840
2011-05-06,8430065280
2011-05-09,8548001280
2011-05-10,8683234560
2011-05-11,8673799680
2011-05-12,8790163200
2011-05-13,8724119040
2011-05-16,8686379520
2011-05-17,8643922560
2011-05-18,8708394240
2011-05-19,8689524480
2011-05-20,8557436160
2011-05-23,8475667200
2011-05-24,8470949760
2011-05-25,8423775360
2011-05-26,8442645120
2011-05-27,8469377280
2011-05-31,8617190400
2011-06-01,8280679679
2011-06-02,8216208000
2011-06-03,8125004160
2011-06-06,8101416960
2011-06-07,8033800320
2011-06-08,7941024000
2011-06-09,7983480960
2011-06-10,7834095360
2011-06-13,7868689920
2011-06-14,8016503039
2011-06-15,7941024000
2011-06-16,7981908480
2011-06-17,8057387520
2011-06-20,8143873920
2011-06-21,8252375039
2011-06-22,8200483200
2011-06-23,8258664960
2011-06-24,8208345600
2011-06-27,8308984320
2011-06-28,8442645120
2011-06-29,8467804800
2011-06-30,8497606400
2011-07-01,8663184760
2011-07-05,8681929480
2011-07-06,8905304060
2011-07-07,8961538220
2011-07-08,8942793500
2011-07-11,8670995060
2011-07-12,8649126220
2011-07-13,8603826480
2011-07-14,8610074720
2011-07-15,8919362600
2011-07-18,8780339260
2011-07-19,8914676420
2011-07-20,8817828700
2011-07-21,8810018400
2011-07-22,8800646040
2011-07-25,8775653080
2011-07-26,8510102879
2011-07-27,8330465980
2011-07-28,8327341860
2011-07-29,8303910959
2011-08-01,8208625300
2011-08-02,7961819820
2011-08-03,7985250720
2011-08-04,7710328160
2011-08-05,7765000260
2011-08-08,7299506379
2011-08-09,7688459320
2011-08-10,7343244060
2011-08-11,7700955800
2011-08-12,7829044720
2011-08-15,7933702740
2011-08-16,7883716820
2011-08-17,7952447459
2011-08-18,7708766100
2011-08-19,7621290740
2011-08-22,7833730900
2011-08-23,8139894660
2011-08-24,8175822040
2011-08-25,8061791660
2011-08-26,8246114740
2011-08-29,8483547860
2011-08-30,8522599360
2011-08-31,8594454120
2011-09-01,8653812400
2011-09-02,8346086580
2011-09-06,8246114740
2011-09-07,8428875760
2011-09-08,8355458940
2011-09-09,8139894660
2011-09-12,8186756459
2011-09-13,8338276280
2011-09-14,8427313700
2011-09-15,8496044340
2011-09-16,8258611220
2011-09-19,8252362980
2011-09-20,8150829080
2011-09-21,7833730900
2011-09-22,7607232200
2011-09-23,7718138459
2011-09-26,7938388920
2011-09-27,8078974320
2011-09-28,7983688660
2011-09-29,8183632340
2011-09-30,7902041600
2011-10-03,7671824640
2011-10-04,7875597760
2011-10-05,8000039360
2011-10-06,8164924480
2011-10-07,8088704000
2011-10-10,8444918080
2011-10-11,8490028160
2011-10-12,8528916160
2011-10-13,8455806720
2011-10-14,8614469760
2011-10-17,8432473920
2011-10-18,8760688640
2011-10-19,8676690560
2011-10-20,8653357760
2011-10-21,8947351040
2011-10-24,9053126400
2011-10-25,8841575680
2011-10-26,8850908800
2011-10-27,9135568960
2011-10-28,9085792320
2011-10-31,8933351360
2011-11-01,8709356480
2011-11-02,8934906880
2011-11-03,9163568320
2011-11-04,9081125760
2011-11-07,9040682240
2011-11-08,9126235840
2011-11-09,8844686720
2011-11-10,8998683200
2011-11-11,9143346560
2011-11-14,9050015360
2011-11-15,9092014400
2011-11-16,8962906240
2011-11-17,8877352640
2011-11-18,8804243200
2011-11-21,8570915200
2011-11-22,8633136000
2011-11-23,8448029120
2011-11-25,8427807360
2011-11-28,8642469120
2011-11-29,8679801600
2011-11-30,9099792000
2011-12-01,9185345600
2011-12-02,9258455040
2011-12-05,9415562560
2011-12-06,9353341760
2011-12-07,9232011200
2011-12-08,9060904000
2011-12-09,9149568640
2011-12-12,9138680000
2011-12-13,9020460480
2011-12-14,8894463360
2011-12-15,8953573120
2011-12-16,9053126400
2011-12-19,8975350400
2011-12-20,9213344960
2011-12-21,9328453440
2011-12-22,9410896000
2011-12-23,9577336640
2011-12-27,9630224320
2011-12-28,9557114880
2011-12-29,9638001920
2011-12-30,9519782400
2012-01-03,9615035100
2012-01-04,9618151300
2012-01-05,9660220000
2012-01-06,9625941800
2012-01-09,9668010500
2012-01-10,9786426100
2012-01-11,9795774700
2012-01-12,9808239500
2012-01-13,9769287000
2012-01-17,9800449000
2012-01-18,9974956200
2012-01-19,10108952800
2012-01-20,9995211500
2012-01-23,10013908700
2012-01-24,10065326000
2012-01-25,10048186900
2012-01-26,10074674600
2012-01-27,10029489700
2012-01-30,10012350600
2012-01-31,9937561800
2012-02-01,10010792500
2012-02-02,9971840000
2012-02-03,9998327700
2012-02-06,10049745000
2012-02-07,10060651699
2012-02-08,10046628800
2012-02-09,10079348900
2012-02-10,10110510900
2012-02-13,10099604199
2012-02-14,10080907000
2012-02-15,9954700900
2012-02-16,10219577900
2012-02-17,10218019800
2012-02-21,9942236100
2012-02-22,9803565200
2012-02-23,9702288700
2012-02-24,9696056300
2012-02-27,9692940100
2012-02-28,9753706000
2012-02-29,9766170800
2012-03-01,9811355700
2012-03-02,9781751800
2012-03-05,9781751800
2012-03-06,9700730600
2012-03-07,9686707700
2012-03-08,9809797600
2012-03-09,9798890900
2012-03-12,9761496500
2012-03-13,9903283600
2012-03-14,9934445600
2012-03-15,9887702600
2012-03-16,9808239500
2012-03-19,9830052900
2012-03-20,9808239500
2012-03-21,9797332800
2012-03-22,9668010500
2012-03-23,9576082600
2012-03-26,9691382000
2012-03-27,9741241200
2012-03-28,9797332800
2012-03-29,9736566900
2012-03-30,9777077500
2012-04-02,9856049840
2012-04-03,9877855260
2012-04-04,9785960990
2012-04-05,9868510080
2012-04-09,9672261300
2012-04-10,9390348370
2012-04-11,9641110700
2012-04-12,9809323940
2012-04-13,9803093820
2012-04-16,9876297730
2012-04-17,10011802840
2012-04-18,10053856150
2012-04-19,9882527850
2012-04-20,9932368810
2012-04-23,9771943220
2012-04-24,9776615810
2012-04-25,9938598930
2012-04-26,10064758860
2012-04-27,10231414570
2012-04-30,10089679340
2012-05-01,10240759750
2012-05-02,10338884140
2012-05-03,10242317280
2012-05-04,10122387470
2012-05-07,10169113370
2012-05-08,10144192890
2012-05-09,10052298620
2012-05-10,10074104040
2012-05-11,10077219100
2012-05-14,9930811280
2012-05-15,9862279960
2012-05-16,9923023630
2012-05-17,9471339930
2012-05-18,9370100480
2012-05-21,9581924560
2012-05-22,9645783290
2012-05-23,9704969430
2012-05-24,9650455880
2012-05-25,9642668230
2012-05-29,9860722430
2012-05-30,9743907680
2012-05-31,9812439000
2012-06-01,9513393240
2012-06-04,9522738420
2012-06-05,9370100480
2012-06-06,9479127580
2012-06-07,9461994750
2012-06-08,9594384800
2012-06-11,9476012520
2012-06-12,9575694440
2012-06-13,9463552280
2012-06-14,9466667340
2012-06-15,9571021850
2012-06-18,9631765520
2012-06-19,9742350150
2012-06-20,9728332380
2012-06-21,9502490530
2012-06-22,9603729980
2012-06-25,9401251080
2012-06-26,9368542950
2012-06-27,9116223090
2012-06-28,9290666450
2012-06-29,9384118250
2012-07-02,9335194990
2012-07-03,9397253790
2012-07-05,9539989030
2012-07-06,9459312590
2012-07-09,9380187620
2012-07-10,9201768570
2012-07-11,9223489150
2012-07-12,9240555320
2012-07-13,9508959630
2012-07-16,9487239050
2012-07-17,9558606670
2012-07-18,9750988950
2012-07-19,9986812390
2012-07-20,9906135950
2012-07-23,9819253630
2012-07-24,9752540420
2012-07-25,9733922780
2012-07-26,9864246260
2012-07-27,10019393260
2012-07-30,9982157980
2012-07-31,9934062410
2012-08-01,9811496280
2012-08-02,9823908040
2012-08-03,10058180010
2012-08-06,9965091810
2012-08-07,10041113840
2012-08-08,10048871190
2012-08-09,9966643280
2012-08-10,9949577110
2012-08-13,9940268289
2012-08-14,9830113920
2012-08-15,9844077150
2012-08-16,9932510940
2012-08-17,10067488830
2012-08-20,10000775619
2012-08-21,9948025640
2012-08-22,9903033010
2012-08-23,9878209490
2012-08-24,9884415370
2012-08-27,9834768330
2012-08-28,9853385970
2012-08-29,9777363940
2012-08-30,9822356570
2012-08-31,9799084520
2012-09-04,9616011060
2012-09-05,9479481700
2012-09-06,9676518390
2012-09-07,9656349280
2012-09-10,9679621330
2012-09-11,9656349280
2012-09-12,9696687500
2012-09-13,9775812470
2012-09-14,9799084520
2012-09-17,9633077230
2012-09-18,9606702240
2012-09-19,9671863980
2012-09-20,9701341910
2012-09-21,9637731640
2012-09-24,9671863980
2012-09-25,9600496360
2012-09-26,9536886090
2012-09-27,9462415530
2012-09-28,9468621410
2012-10-01,9422631120
2012-10-02,9450522480
2012-10-03,9452072000
2012-10-04,9693797120
2012-10-05,9695346640
2012-10-08,9672103840
2012-10-09,9582231680
2012-10-10,9501656640
2012-10-11,9504755680
2012-10-12,9497008080
2012-10-15,9507854720
2012-10-16,9602375440
2012-10-17,9616321120
2012-10-18,9586880240
2012-10-19,9537295600
2012-10-22,9442774880
2012-10-23,9523349920
2012-10-24,9388541680
2012-10-25,9433477760
2012-10-26,9489260480
2012-10-31,9696896160
2012-11-01,9854947200
2012-11-02,9734084640
2012-11-05,9780570240
2012-11-06,9904531840
2012-11-07,9740282720
2012-11-08,9569835520
2012-11-09,9572934560
2012-11-12,9507854720
2012-11-13,9430378720
2012-11-14,9349803680
2012-11-15,9360650320
2012-11-16,9349803680
2012-11-19,9503206160
2012-11-20,9583781200
2012-11-21,9645762000
2012-11-23,9752678880
2012-11-26,9726337040
2012-11-27,9723238000
2012-11-28,9892135680
2012-11-29,9977359280
2012-11-30,10085825680
2012-12-03,10017646800
2012-12-04,10016097280
2012-12-05,9952566960
2012-12-06,9915378480
2012-12-07,9924675600
2012-12-10,9862694800
2012-12-11,9836352960
2012-12-12,9785218800
2012-12-13,9761976000
2012-12-14,9686049520
2012-12-17,9811560640
2012-12-18,9864244320
2012-12-19,9916928000
2012-12-20,10020745840
2012-12-21,9933972720
2012-12-24,9889036640
2012-12-26,9783669280
2012-12-27,9848749120
2012-12-28,9727886560
2012-12-31,9847969780
2013-01-02,10091148650
2013-01-03,10129871400
2013-01-04,10165496330
2013-01-07,10100442109
2013-01-08,10089599740
2013-01-09,10179436520
2013-01-10,10167045240
2013-01-11,10074110640
2013-01-14,10114382300
2013-01-15,10167045240
2013-01-16,10115931210
2013-01-17,10132969220
2013-01-18,10132969220
2013-01-22,10232099460
2013-01-23,10204219080
2013-01-24,10315740600
2013-01-25,10374599180
2013-01-28,10325034060
2013-01-29,10569761840
2013-01-30,10470631600
2013-01-31,10537234730
2013-02-01,10678185540
2013-02-04,10625522600
2013-02-05,10718457200
2013-02-06,10750984310
2013-02-07,10764924500
2013-02-08,10829978720
2013-02-11,10825331990
2013-02-12,10871799290
2013-02-13,10926011140
2013-02-14,10964733890
2013-02-15,11065413040
2013-02-19,10648756250
2013-02-20,10687479000
2013-02-21,10631718240
2013-02-22,10775766869
2013-02-25,10662696440
2013-02-26,10727750660
2013-02-27,10918266590
2013-02-28,11001907730
2013-03-01,10997261000
2013-03-04,11147505270
2013-03-05,11271418070
2013-03-06,11248184420
2013-03-07,11339570109
2013-03-08,11451091630
2013-03-11,11633863010
2013-03-12,11684977040
2013-03-13,11732993250
2013-03-14,11858454960
2013-03-15,11750031260
2013-03-18,11728346520
2013-03-19,11725248700
2013-03-20,11872395150
2013-03-21,11959134109
2013-03-22,11988563400
2013-03-25,11824378940
2013-03-26,11973074300
2013-03-27,11982367760
2013-03-28,12081498000
2013-04-01,11957456000
2013-04-02,12095450500
2013-04-03,11879931000
2013-04-04,12016375000
2013-04-05,11948153000
2013-04-08,12075294000
2013-04-09,12008622500
2013-04-10,12093900000
2013-04-11,12093900000
2013-04-12,12053587000
2013-04-15,11704724500
2013-04-16,11786901000
2013-04-17,11673714500
2013-04-18,11675265000
2013-04-19,11420983000
2013-04-22,11304695500
2013-04-23,11498508000
2013-04-24,11504710000
2013-04-25,11709376000
2013-04-26,11634952000
2013-04-29,11656659000
2013-04-30,11834966500
2013-05-01,11569831000
2013-05-02,11771396000
2013-05-03,11954355000
2013-05-06,11986915500
2013-05-07,12138864500
2013-05-08,12070642500
2013-05-09,12041183000
2013-05-10,12072193000
2013-05-13,12078395000
2013-05-14,12233445000
2013-05-15,12414853499
2013-05-16,12380742500
2013-05-17,12597812500
2013-05-20,12593161000
2013-05-21,12813332000
2013-05-22,12731155500
2013-05-23,12709448500
2013-05-24,12621070000
2013-05-28,12697044500
2013-05-29,12340429500
2013-05-30,12176076500
2013-05-31,12053587000
2013-06-03,12016375000
2013-06-04,11909390500
2013-06-05,11681467000
2013-06-06,11768295000
2013-06-07,12011723500
2013-06-10,12083046500
2013-06-11,11986915500
2013-06-12,12007072000
2013-06-13,12190031000
2013-06-14,12193132000
2013-06-17,12244298500
2013-06-18,12348182000
2013-06-19,12172975500
2013-06-20,11856673500
2013-06-21,11831865500
2013-06-24,11777597999
2013-06-25,11985365000
2013-06-26,11892335000
2013-06-27,11993117500
2013-06-28,12104753499
2013-07-01,12329809590
2013-07-02,12864611410
2013-07-03,12807421620
2013-07-05,12943440580
2013-07-08,12934166560
2013-07-09,12926438210
2013-07-10,12906344500
2013-07-11,13107281600
2013-07-12,13142832010
2013-07-15,13064002840
2013-07-16,13012995730
2013-07-17,13003721710
2013-07-18,12727046780
2013-07-19,12736320800
2013-07-22,12649763280
2013-07-23,12625032560
2013-07-24,12564751430
2013-07-25,12660582970
2013-07-26,12689950700
2013-07-29,12603393180
2013-07-30,12648217610
2013-07-31,12672948330
2013-08-01,12978990990
2013-08-02,13071731189
2013-08-05,13042363460
2013-08-06,12880068110
2013-08-07,12779599560
2013-08-08,12736320800
2013-08-09,12764142860
2013-08-12,12620395550
2013-08-13,12608030189
2013-08-14,12461191540
2013-08-15,12172151250
2013-08-16,12029949610
2013-08-19,12080956720
2013-08-20,12323626910
2013-08-21,12199973310
2013-08-22,12264891450
2013-08-23,12275711140
2013-08-26,12275711140
2013-08-27,12031495280
2013-08-28,11941846420
2013-08-29,11948029100
2013-08-30,11903204670
2013-09-03,11918661370
2013-09-04,11917115700
2013-09-05,12105687439
2013-09-06,12158240220
2013-09-09,12399364740
2013-09-10,12509107310
2013-09-11,12523018340
2013-09-12,12400910410
2013-09-13,12334446600
2013-09-16,12348357630
2013-09-17,12421004120
2013-09-18,12609575860
2013-09-19,12635852250
2013-09-20,12567842770
2013-09-23,12530746689
2013-09-24,12495196280
2013-09-25,12510652980
2013-09-26,12473556900
2013-09-27,12425641130
2013-09-30,12460861830
2013-10-01,12507075930
2013-10-02,12513237810
2013-10-03,12223629450
2013-10-04,12423890550
2013-10-07,12245196030
2013-10-08,12058799160
2013-10-09,12057258690
2013-10-10,12408485850
2013-10-11,12417728670
2013-10-14,12309895770
2013-10-15,12157389240
2013-10-16,12283707780
2013-10-17,12442376190
2013-10-18,12115796550
2013-10-21,12029530230
2013-10-22,12046475400
2013-10-23,12077284800
2013-10-24,12145065480
2013-10-25,12183577230
2013-10-28,12182036760
2013-10-29,12245196030
2013-10-30,12185117700
2013-10-31,12143525010
2013-11-01,12168172530
2013-11-04,12405404910
2013-11-05,12356109869
2013-11-06,12471645119
2013-11-07,12243655560
2013-11-08,12430052430
2013-11-11,12545587680
2013-11-12,12539425800
2013-11-13,12594882720
2013-11-14,12728903610
2013-11-15,12747389250
2013-11-18,12698094210
2013-11-19,12613368360
2013-11-20,12516318750
2013-11-21,12577937550
2013-11-22,12624151650
2013-11-25,12568694730
